-0.00236+0.00093841i,-0.0030745+0.0007342i,-0.0034771+0.0014729i,-0.0023652+0.0012926i,-0.001342+0.0010237i,-0.00092408+0.00082928i,-0.00056151+0.001098i,7.2204e-05+0.0015816i,0.00080944+0.001629i,0.00067813+0.0008565i,0.00055453-0.00040521i,0.0004179-0.0009405i,0.00025286-0.00093746i,0.0003068-0.0010314i,8.1217e-07-0.0014492i,-0.0003747-0.00080536i,-0.00063844+0.00016483i,-0.00056259+0.00043117i,-0.00092934-0.00038543i,-0.001336-0.00018747i,-0.00067744+0.00043404i,0.00034327+0.00046097i,0.00049751+0.00023711i
-0.00023338+0.00084127i,-0.00053384+0.00083248i,-0.00060602+0.00013023i,0.00015767-0.00066002i,0.00048477-0.00049314i,0.00088723-0.00086457i,0.0011929-0.0010299i,0.00079148-0.00069898i,0.00096928-0.00034068i,0.0015687+0.00039185i,0.0013576+0.00064012i,0.00059499+0.00059331i,-0.00032183-0.00010907i,-0.00011646-0.0011746i,0.00028633-0.00099687i,0.00044061-0.00055991i,0.00017702-0.00036402i,0.00016333-5.5439e-05i,-0.00022124-0.00018267i,-0.00026401-0.00029209i,3.4144e-06-0.00028751i,0.00074352+0.00020741i,0.0013222+0.00052383i
0.00068138+0.00024865i,0.00040857-0.0011934i,0.0008574-0.001784i,0.00066643-0.00089249i,0.00010345+0.00023631i,-0.00044784+0.00044538i,8.8937e-05-0.00025323i,0.00023942-0.00085843i,-0.00048463-0.00070428i,-0.00029464-0.00015443i,-6.5819e-06+0.00041965i,-0.00024705+0.00031715i,-0.00034412+1.2064e-05i,-0.00040894+0.0002428i,-0.00073043-0.00015942i,-0.00041199-0.00044973i,9.7279e-05-0.00037426i,0.0004246-0.00044322i,0.00073224-0.00071235i,0.0012779-8.8648e-05i,0.0012589+0.000751i,0.00053304+0.0004676i,-8.3144e-05+2.6519e-07i
-0.00072889+0.00038905i,0.00018908-0.0002065i,4.9585e-06+0.00053863i,-0.00034031+0.0012466i,-0.00034895+0.00069041i,0.00022483-0.00036068i,0.0011347-0.00093349i,0.0011561-0.0010215i,0.00043875-0.00045141i,0.00011492+2.0286e-05i,-0.00031128+0.00011086i,-0.0007143+0.00011106i,-0.00052432+0.00019185i,-0.00084907-1.211e-05i,-0.00029656-0.00038085i,0.00024908+0.00027915i,-0.0008244-0.00018288i,-0.0011963-0.00083602i,-0.00066282-0.00042347i,-0.0008304-0.000301i,-0.0010942-0.00017664i,-0.00093669+0.00025474i,-0.00010059-0.00034399i
0.0012594-0.00073544i,0.00092271-0.001258i,-0.00057869-0.0017283i,-0.0011938-0.00083829i,-0.00081119+0.00036068i,-0.00012438+0.0009912i,-5.8613e-05+0.0006482i,0.00013851-0.00040322i,0.00059828-0.00036662i,0.00062454+0.00064194i,0.00020015+0.0012356i,-0.00024019+0.00050377i,-0.0002873+0.00064383i,-0.00041959+0.0010132i,-0.00039771+0.00021485i,8.5439e-05-0.0002384i,0.00014051+8.4587e-05i,1.075e-05+0.00077907i,0.00073665+0.00047621i,0.00068959+0.00022209i,-0.0007081+0.0008892i,-0.00046224+0.00081443i,0.00068709+0.00043348i
-0.00044212+0.0022866i,-0.00062291+0.0025093i,0.00039498+0.0014233i,0.0012346-2.7496e-06i,0.0018918-0.00070091i,0.0021705-0.00067997i,0.00068547-0.00097037i,-0.0004885-0.0011052i,-0.00024892-0.00089429i,6.6343e-05-0.00029564i,5.2409e-05+0.0003557i,0.00019612-9.4547e-05i,6.3084e-05-0.00062274i,0.00034536-0.00046507i,0.00057088-0.00049819i,-0.00043888-0.00028466i,-0.00076239-9.8454e-05i,-0.00047694-0.00081963i,-9.1057e-05-0.0010972i,7.4338e-05-0.00082638i,-0.00030512-0.00042177i,-0.00028475+0.000256i,7.5942e-05+0.00036697i
0.0011471+0.00040939i,0.0011306-0.00078216i,0.00053054-0.0023592i,0.00023114-0.0014667i,-0.00042247-0.00012938i,-0.0011267-0.00058386i,-0.0001958-0.0011281i,-0.00016496-0.00011272i,-0.0009844+3.8194e-05i,0.00021617-0.00031071i,0.0012838+1.3707e-05i,0.00087315+0.00033461i,5.7959e-05+0.00048879i,-0.0006158-0.00021048i,-0.00084321-0.00066345i,-0.00050854-0.00058283i,0.00015302-0.0005342i,0.00016055-0.0006444i,-0.00044767-0.00054494i,-0.00023419-6.7217e-05i,0.00024024+0.0001682i,0.00068237+0.00020481i,0.0011952-0.00017033i
-0.00096686+0.0014621i,-0.00083692+0.00075971i,-0.00011258+0.0021429i,-8.6836e-05+0.0013951i,0.00016465+0.00041759i,0.00073677+9.4854e-05i,0.001117-0.00080338i,0.0010301-0.0011456i,0.00016992-0.00031392i,-0.0002245+0.0004429i,0.0001998-7.8401e-05i,0.0010577-0.00036538i,0.000749+0.00052421i,6.1485e-05+0.00079989i,0.00035572+0.00031715i,0.00028995-0.000588i,-0.00038434-0.00098823i,-0.00033515-0.00053198i,-0.00014691-0.00039307i,-0.00057862-0.00055361i,-0.00036555+5.9606e-05i,0.00087681+5.1299e-05i,0.0011977-0.00029921i
-0.00086028+0.001128i,7.497e-05+0.00095727i,0.00016667+0.0012021i,7.9745e-05+0.00057238i,0.00059902-0.0010593i,0.001205-0.00093897i,0.0016457+9.2765e-06i,0.0011587-9.7317e-05i,0.00016913-0.00060893i,-0.00048088-0.00049755i,-0.00034839-1.9993e-05i,-9.0102e-05-0.00010453i,-0.00040676-0.00025659i,-0.00030695-0.00012224i,-1.8416e-05-0.0009537i,-4.9085e-05-0.0015414i,-0.00027259-0.00035491i,0.000134-9.4463e-05i,0.00063361-0.00038343i,7.0722e-05-0.00037837i,-0.00029061-0.0011683i,0.00067188-0.00068708i,0.00086018+0.00041727i
-0.00094845+2.2182e-06i,-0.00099947-0.00076108i,-0.00071796+5.3712e-05i,8.0711e-05+0.0010404i,0.00076667+0.00054742i,0.00019859-0.00071555i,-0.00069198-0.0013569i,-0.0008328-0.0015501i,-0.00092116-0.00095983i,-0.00084885+0.00021609i,-0.00038397+0.00088331i,-1.089e-05+0.00059664i,-0.00089613+0.00017034i,-0.0014207+6.2003e-05i,-0.0011264-9.2165e-05i,6.7529e-05-0.00066701i,0.00080039-0.00049808i,4.8674e-05+0.00028973i,-0.00076281+0.00098529i,-0.00070151+0.00076049i,-0.0003089+9.5145e-05i,-0.00045342-0.00047498i,-7.1781e-05-0.00048863i
0.0015136+0.00061168i,0.0023073-0.00021473i,0.0020436-0.0014555i,0.00084958-0.0021938i,-0.00012878-0.001426i,0.00045924-0.00049825i,0.00058856-0.00105i,5.4081e-05-0.0012934i,0.00025053-0.0002481i,-7.4606e-05-0.00012425i,-0.00096293-0.00066236i,-0.0015466-0.00051143i,-0.0012247-0.00075951i,-0.00082156-0.00050241i,-0.00095015-0.00017429i,-0.0002931-0.00053679i,0.00050434-0.00077815i,0.00037636-0.0011097i,0.00011925-0.0010512i,8.57e-05-0.00055971i,0.00018503-0.00060893i,0.00033852-0.00049461i,0.00083583+0.00036234i
0.00057216-0.00057478i,0.00070912-0.00068378i,0.00042975-0.00094264i,0.00027227-0.00087749i,0.00016893-0.00087246i,0.00011823-0.0013241i,0.00042906-0.00096268i,0.00047826-0.00039982i,0.00013965-0.00031122i,-3.7619e-05+0.0001272i,-0.00028205-0.00037195i,-0.00040884+3.6026e-05i,-0.00032924+0.00067518i,-0.0005343+0.00034936i,-0.0007212+0.0001041i,-0.00017078-8.2636e-05i,0.0001158+1.4587e-05i,-0.00037105+0.00030839i,-0.00037008-9.2825e-05i,-2.9983e-05-0.00030324i,3.5386e-05-0.00048909i,4.437e-05-0.00045003i,5.5417e-05-0.00017838i
-0.0014447-0.0012737i,-0.0012247-0.000509i,-0.0010246+0.00074416i,-0.00043504+0.0013103i,0.00011109+0.0011839i,0.00052225+8.5419e-05i,0.00033816-0.00026527i,0.00020602-0.00045129i,0.00017785-0.00080208i,-0.00043784-0.00039043i,-0.0008711-0.00075518i,-0.00029662-0.00043787i,0.00017769-1.6369e-06i,0.00077466-0.00018205i,0.00030209-0.00035601i,-0.00023119+0.00011075i,-9.0973e-06+0.00080566i,-0.00038757+0.00072205i,-0.00067191+0.0002768i,-0.00048134+0.00023634i,-0.00017547+0.00049856i,0.00013221+0.00056204i,-5.3341e-05+0.00043996i
-0.00017031+0.0005445i,0.00027584-0.00014568i,0.0011653-0.00056042i,0.0017421+0.00041801i,0.0015611+4.7349e-05i,0.00027229-0.0010647i,-0.00037986-0.0011183i,-0.00034794-0.00072895i,-0.00064613-0.00012638i,-0.00035213-0.00033088i,0.00050275-0.00034798i,0.00049069-0.00019034i,0.00070367-0.0010752i,0.00097784-0.0015411i,-0.00014542-0.001242i,-0.00061628-0.0013789i,-0.00044513-0.0013044i,-0.00053306-0.00041402i,-0.00046239-7.0091e-06i,-0.00061131+0.0001992i,-0.00030947+0.00082027i,0.0003295+0.00026688i,0.00022391-0.00049818i
0.0011168-0.0016612i,0.00069764-0.0026501i,0.0004344-0.0019765i,-0.00020663-0.00071159i,0.00011174+0.00071797i,-0.00024194+0.0010168i,-0.0010447+9.7907e-05i,-0.00062082-0.00010897i,0.00029968-0.00046134i,7.7912e-05-0.00037457i,-0.00057188+0.00020915i,-0.00045294+0.00073332i,-8.2599e-05+0.0004451i,0.00024314-4.0033e-05i,0.00016616+3.5662e-05i,-0.00039325+0.00039935i,-0.00066556+0.00018481i,-0.00044147-0.00088453i,-0.00018047-0.00079073i,-0.00042999-0.00052807i,-0.00028085-0.0003955i,0.00037315-7.0055e-06i,0.00068667-0.00019783i
0.0012538-4.9806e-06i,0.00063463+5.4066e-05i,0.00061197-0.00068923i,0.00015588-0.001441i,-0.00028747-0.001461i,-0.00030928-0.00039903i,6.2716e-05-0.00024962i,0.001096-0.0010083i,0.0012517-0.0012254i,0.00057829-0.0013468i,0.00061672-0.00091027i,0.00063964-0.00079478i,0.00043217-0.00084633i,0.00068393-0.00066206i,0.00051615-0.00049089i,5.5709e-06-0.00014661i,0.00044143-0.0010972i,0.00098815-0.0010803i,0.00051847+9.0068e-05i,-0.00023823+0.00020283i,-0.00083931+3.4702e-06i,-0.0010007-0.00029181i,-0.00040412-0.00048951i
0.0011318+0.00055599i,0.00057641-0.00095136i,0.0016014-0.00076267i,0.0013906-0.00049617i,0.00067628-0.001601i,7.307e-05-0.0015869i,-0.00028988-0.0006278i,0.00042284-0.00020703i,0.00067556-0.00055391i,0.00050116-0.0011881i,0.00056409-0.00060625i,0.00017651+0.00073862i,-0.0009573+0.00041093i,-0.0016801+0.0001291i,-0.002141-0.00014963i,-0.0015451-0.00064933i,-0.0010262+9.6057e-05i,-0.0010425+0.00038375i,-3.1315e-05+0.00017158i,0.0011624+0.00028723i,0.0016354-0.00010656i,0.0012384-0.00084624i,0.00047987-0.001024i
3.4546e-05-0.0019482i,-0.00021617-0.0013195i,-0.0010219-0.0012153i,-0.0011079-0.00082803i,-0.00036739-0.00019338i,0.00041685-4.2216e-06i,0.00012998-0.00045822i,-0.00012409-0.0018557i,0.00054645-0.0017432i,0.00059566-0.0010191i,5.6517e-05-0.0011898i,0.00016373-0.0010594i,4.6927e-05-0.00019178i,-3.2994e-05+0.0002551i,-0.00062709+0.00019447i,-0.0011178+0.00020714i,-0.00069413+0.00016495i,-7.3028e-05+0.00010452i,0.00038264+5.9185e-05i,0.000152-0.00017973i,-2.9015e-05-0.00068659i,0.00029292-0.00030263i,0.00078021+0.00047569i
-0.00085951-0.0017197i,-0.00012082-0.0018485i,-0.0005474-0.0013503i,-0.0016152-0.00024571i,-0.0013929+0.0005578i,-0.00043789+0.00056458i,0.00052957+0.00055216i,0.00081617+0.00018828i,1.7092e-05-0.00017341i,-0.0010315-0.00024184i,-0.00094435+0.00039289i,0.0003214+0.0008291i,0.0010948+9.3813e-05i,0.00053561-9.8606e-05i,3.7029e-05+0.00017743i,0.00037373-9.8704e-05i,0.00057415-0.00025382i,0.00013454-6.3172e-05i,-0.00038279+0.00014708i,0.00039952+0.00018594i,0.00072444+0.00052386i,-0.00029421-0.00045229i,-0.00067848-0.00087717i
-0.00016475-0.00089288i,-0.00061422-0.00080285i,-0.00078916-0.00041909i,-0.00052939+0.00035912i,-0.00076112+0.00082503i,-0.0004281+8.0334e-05i,0.00035689-0.00041451i,0.00024825-0.00037708i,0.00072256-0.00018508i,0.00056645+4.314e-05i,-0.0004121+0.0005667i,-0.00035222+0.00077374i,-0.00063588+0.00068533i,-0.00056332+0.00049052i,0.0001385+0.00047281i,0.00011634+0.0003304i,4.1397e-05-0.00010136i,0.00013712-8.5898e-05i,8.3692e-05+1.0682e-05i,-0.00020813+0.00012468i,-0.00029805-0.00022458i,0.0001962-0.00082385i,0.00031326-0.00064508i
-0.00066169+0.00027548i,-0.00064897-0.00077861i,-0.00016138-0.0017959i,0.00068892-0.0015813i,-0.0003903-0.00091743i,-9.623e-05-0.00049129i,0.0014381-0.00054369i,0.0012838-0.0016134i,0.00063068-0.0016894i,0.00020932-0.0010472i,-0.00018607-0.00044601i,-0.00027023+0.00053908i,0.00012638+0.0011464i,0.00017886+0.0011733i,0.00010141+0.00097677i,0.00038047+0.00010167i,0.00065178-0.00010657i,0.00036801+0.00061051i,7.4561e-05+0.00030059i,0.00042098-0.00036739i,0.00055335-0.00050138i,0.00074381-8.7453e-05i,0.00022954+7.4219e-05i
0.0012016+0.00010836i,0.0015044-0.00042173i,0.0012401-0.00080042i,5.4125e-05-0.0015908i,-0.00028422-0.0012411i,0.00047092-0.000427i,0.00089121-0.00054226i,0.0013232-0.0012232i,0.0011934-0.0012053i,0.00020857-0.00018872i,-0.00046217+0.00033146i,-0.00073432+0.00011329i,-0.00077398+1.6628e-05i,-0.00027318-3.6123e-05i,0.00039721+0.00058616i,-0.00042059+0.00046326i,-0.00069697+0.00029811i,0.00061644+0.00054417i,0.00080597+0.0002031i,-3.3338e-05-6.5201e-05i,-0.00035895-0.00039967i,-0.00072671-0.00089501i,-0.00066538-0.00069147i
-0.00045477+0.0010385i,-0.00032099+0.0015384i,-0.00051873+0.0018359i,-0.00052486+0.00097101i,-0.00015573-0.00024804i,0.0006064-0.0011159i,0.00035527-0.0015399i,-1.4766e-05-0.0011049i,0.00054206-0.00023472i,0.00026391-0.00027576i,-0.00044595-0.00088547i,0.00026438-0.00071101i,0.00065669-2.264e-05i,0.00023511-0.00057283i,4.7078e-05-0.00062107i,-0.00011809+0.00073184i,-0.00039576+0.0010822i,-0.00019113+0.00064197i,-0.00014016+0.00084193i,-0.00012075+0.00075071i,0.00010699+0.00078582i,7.6625e-05+0.00065165i,5.1288e-05+0.00070993i
-0.00083295-0.0010561i,-0.00077354-0.00075339i,-0.00056594-0.0016236i,4.6877e-05-0.0014672i,0.00049846-0.00082741i,0.00046566-0.0012595i,0.0011462-0.00085479i,0.0016509-0.000372i,0.00066669+0.00021393i,-0.00013228+0.00029949i,-0.00030793-0.00019733i,-0.00043888+0.00028004i,4.1245e-05+0.00060937i,6.7009e-05+0.00033747i,-0.00040793-0.0003329i,-0.00061326-0.0003849i,-0.00015775+0.00039791i,0.00012776+0.00065444i,0.00026704+0.00020029i,0.00030491-6.2307e-06i,-0.00019213+1.4927e-05i,0.00011586-3.8303e-05i,0.00037548+1.8083e-06i
0.0010127+0.00043504i,0.00078845-0.00044862i,0.00024769-0.00069541i,0.00017687-0.00076922i,-0.00013245-0.00087907i,-0.00049015-0.00041274i,-0.00071888+7.3366e-05i,-0.00012966-0.00063085i,0.00010859-0.00044427i,-0.00076808+0.00062692i,-0.00056093+0.00094413i,0.00014287+0.00070027i,0.00042085+0.00040449i,7.7629e-05+0.00037969i,-0.00033838-0.00025659i,-0.00059116-0.0010544i,-0.00067939-0.0012667i,-3.8668e-05-0.00076976i,0.00056259-0.00063334i,0.00023525-0.00048323i,-1.7939e-05+0.00026015i,1.9594e-05+0.00076213i,-6.5581e-05+0.00033098i
0.0021723-0.00030603i,0.0015206-0.00076281i,0.00067022-0.0013198i,-0.00020658-0.0011543i,-0.00074673-0.00050038i,-0.00049486-0.00073363i,0.00014941-0.00087787i,0.00054297-0.00083512i,0.0003081-0.00078169i,2.119e-05-0.00064479i,-0.00064651-0.00015382i,-0.00067544+0.00046014i,0.00019004+0.00030251i,0.00067342+0.00057038i,0.00027459-0.00010923i,-0.00018737-0.00050877i,-0.00033159+0.00025711i,-0.0010638+0.00017228i,-0.0011326-0.00010093i,-0.00076294-2.6142e-05i,-0.00026131-0.00054504i,0.00013383-0.00049042i,-0.00048869+0.00033857i
-0.00083507-0.00062903i,-0.00049282-0.00068855i,0.00069363-0.0009671i,0.00028901-0.00084471i,-0.00050462-0.001273i,0.00015896-0.0011736i,0.00055678-0.00039417i,-0.00014632+0.00015303i,-0.00037724+5.2465e-05i,6.9316e-05-0.00023013i,0.00015397+0.00016241i,0.00016026+0.00049771i,-3.7988e-05+0.0001934i,9.1832e-05-0.00092196i,-0.00073763-0.00072853i,-0.0011668+1.5022e-05i,-0.00051705-0.00035441i,-0.00089735+6.7427e-05i,-0.0012448+0.00084034i,-0.00085996+0.00086334i,-0.00037084+0.00060011i,3.8759e-06-3.936e-05i,0.00025969-0.00024627i
-0.00042409+7.8928e-06i,-2.7815e-05+0.00059626i,-0.00027685+0.00086543i,9.6413e-05+0.00033916i,0.0010939+0.00055613i,0.001217+0.00025151i,0.0007089-0.00093922i,-0.00015672-0.0019274i,-0.00049881-0.0010166i,-0.00036034+0.00072709i,-0.0004734+0.0007266i,0.00045581+0.00014431i,0.0009705-0.00022603i,0.00056756-0.00058928i,0.00027959-0.00074622i,-3.8507e-05-0.00043957i,-0.000148-0.00015233i,0.00042506-0.00021771i,0.00034519+0.00013925i,0.00032647+0.00069701i,0.00031589+0.00077841i,-0.00017882+0.00058077i,0.00015116+0.0012283i
0.001934+0.0011742i,0.001465+8.3611e-05i,0.0014323-0.0021013i,0.00076735-0.0022335i,-0.00051564-0.0015017i,-0.00030652-0.00021225i,0.0005373-0.00018306i,0.00080528-0.00035281i,0.00044764+0.00019589i,-0.00022056-0.00039336i,-0.00036746-0.00043954i,-0.0002218+0.00052872i,-0.00027618+0.00076343i,-0.00094021+0.00089468i,-0.0010665+0.00099706i,-0.00049891+0.00026489i,0.00040498-0.00048957i,0.00068882-0.00015829i,0.00012527+0.00042304i,0.00021869+0.00010782i,0.00023138-0.00036438i,-0.00047814-0.00040779i,-0.00087572+6.0633e-05i
0.00042532-0.0011738i,0.00017062-0.00038926i,0.00045686-0.00013068i,0.00022128+0.00017079i,3.5265e-06+0.00016318i,-3.6749e-05+0.00057291i,-3.4733e-05+0.00026856i,0.00051536-0.00037138i,0.00063865-0.00033498i,-0.00026503-0.00042159i,-0.00060648-0.00032494i,0.00017273+4.19e-05i,0.00024827+0.00092271i,-0.00014344+0.0010208i,-0.00031971+0.0007854i,-0.0002228+0.00088639i,0.00011193+0.00047764i,6.3351e-05-0.00063908i,-0.0001859-0.00013603i,-0.00047709+0.00083756i,-0.00017354-0.00024167i,0.00037052-0.00083782i,0.00051276-3.4774e-05i
-0.0017339+4.9625e-05i,-0.0015722+0.00042941i,-0.0021614+0.0013711i,-0.0015689+0.0007934i,-0.00033268+0.00024085i,6.0312e-05-0.00031959i,-0.00012891-0.00081182i,0.00014406-0.00094347i,-0.00024724-0.00028495i,-0.00097676+0.00031805i,-0.00056352-0.0002149i,0.0004493-0.0011844i,0.00069998-0.00069449i,4.8765e-05-0.00032119i,0.00052648-0.00040207i,0.00066734-0.00027036i,9.9678e-05+0.00015601i,0.00044291+0.00092202i,0.00084154+0.00068554i,0.0006802+6.805e-05i,3.2953e-05-0.00053991i,-0.00068781-0.0011026i,-0.00069327-0.00084444i
0.00040558-0.0021176i,-0.000571-0.0024816i,-0.00079965-0.0012909i,-0.0006562-0.00063133i,0.00014023-0.00048098i,0.00094163-0.00035127i,0.00085885-0.0006854i,0.00068884-0.00081703i,0.0007797-0.0011119i,0.0002958-0.00047348i,0.00021489+0.00068053i,0.0008766+0.00087677i,0.0011073+9.0359e-05i,0.00075745-0.00042894i,0.00080878-0.0001763i,0.00011296-0.00033566i,-0.00012543-0.00021327i,0.00010182+0.00039629i,-0.00019309-0.00042624i,-0.00023987-0.00065919i,-0.00054913+0.00016278i,-0.00017706-0.00058276i,0.00079149-0.00015902i
0.0033511-0.00094377i,0.0022925-0.0018469i,0.00076557-0.0026729i,0.00040833-0.0023339i,0.00040512-0.001166i,-4.1422e-05-0.00055853i,5.0384e-05-0.0010136i,-2.0485e-05-0.0013918i,-0.00026265-0.0017091i,3.4875e-05-0.00098815i,-0.0002887+0.00036605i,3.1323e-05+0.00079112i,0.00014851+0.0012488i,-0.00039319+0.001611i,-0.00046653+0.00074621i,-0.00059584-0.0001449i,-0.00055156+0.00021809i,0.00028285+0.00050783i,0.00094092+0.00015034i,0.00082446+0.0002191i,-2.8442e-05+0.0007828i,-0.00085304+0.00032758i,-0.00037247+6.0985e-05i
7.897e-05+3.1472e-05i,0.00066098+0.00088673i,0.0012098+0.001784i,0.00074157+0.0015451i,0.00012092+0.00026033i,1.8725e-05-0.00019059i,0.00064674-0.0002341i,0.00082992-0.0006126i,0.00053618-0.0010758i,0.00045211-0.0010347i,-8.9298e-05-0.0003997i,0.00014705-0.00068902i,0.00088355-0.0010858i,0.00097624-0.00046466i,0.00058779-0.00018365i,0.00017129-0.00054414i,-0.00022446+0.0001016i,-0.00020924+0.00044944i,-0.00014752-8.9443e-05i,-0.00030591+0.00012591i,-0.00064918-9.0139e-07i,-0.0004345-0.00035077i,0.00013893-0.00045149i
-0.0010716+0.00064697i,-0.00083441+0.0003425i,-0.00055243-0.00040346i,0.00014691-0.00071891i,0.00075787-0.0013102i,0.00070819-0.0018588i,0.00080797-0.001778i,0.00067136-0.00099337i,0.00050541-0.00020023i,0.00090382-2.1294e-05i,0.00095564-0.00034309i,0.00068065+0.00030964i,-0.0003216+0.0014046i,-0.00095157+0.00086439i,-0.00059404-0.00030997i,-0.00042449-0.00080985i,-0.00024932-0.0012122i,-0.00048833-0.00074159i,-0.00074636-7.2819e-05i,-0.00051989-7.5556e-05i,-0.00031685-0.00064329i,0.0001285-0.00072181i,0.00036291-0.00011564i
-0.00072808+0.00037256i,-0.00022294+0.0011155i,0.00053383+0.001329i,0.00078637+0.0010895i,0.0010475+0.00058011i,0.0011134-0.00012867i,0.0012341-0.00086878i,0.0015549-0.0011588i,0.00064999-0.00045099i,0.00085778-0.00025006i,0.0012588-0.00078599i,0.00049222-0.00049689i,-0.00010318-0.00012193i,0.00044532-0.00091009i,0.00079193-0.0015534i,0.00036466-0.00088564i,-3.3361e-06+0.00036973i,-0.00064066-0.00027601i,-0.00063754-0.00014049i,-0.00050767+0.0012991i,6.1756e-05+0.0014166i,0.00089705+0.00072022i,0.00042546+0.00055282i
0.0006377+0.0015651i,0.00092058+0.00064309i,0.00067016-0.00066612i,-0.00016699-0.0014293i,-0.00010671-0.0010481i,-0.0001013-0.0010468i,-1.5765e-05-0.00083654i,0.00030312-0.00030656i,0.00078368-0.000272i,0.00073498+0.00015484i,0.00028227+0.00057254i,-0.00020453+0.00012597i,-0.001352-0.00054256i,-0.0018056-0.0010847i,-0.0014796-0.00089009i,-0.0011271+2.7005e-05i,-0.00088835+0.00056099i,-0.00080024+0.00033397i,-8.7426e-05+0.00052682i,0.00035081+0.0014454i,0.00062439+0.0010363i,0.00080317+0.00033562i,0.00029876-0.00019949i
0.00091573+6.1664e-05i,0.00058351-0.00054774i,0.00065873-0.00059762i,0.00064507-0.00052776i,0.00085889-0.00030981i,0.00024091-3.3278e-05i,-0.00041996-0.00059296i,-0.00030333-0.00079332i,-0.00040881-0.00031938i,-0.00025893-1.4619e-05i,0.00012529-0.00014363i,0.00050879-0.00018071i,0.00089985-3.3081e-05i,0.00040327-0.00031449i,-0.00024231+0.00020255i,-0.00023226+0.0008209i,-0.00016122+6.6144e-05i,-0.00056274-0.00063219i,-0.00026887-0.00036346i,0.00019898+0.00034968i,0.00019566+0.00048503i,-0.00025921-0.00012601i,-0.00043489-0.00083533i
4.3835e-05-0.0012597i,-0.0010346-0.0014887i,-0.00066365-0.00067323i,8.822e-05+0.00063892i,0.00040498+0.00090391i,0.00051584+0.00046921i,0.0011236-0.00018118i,0.00098813-0.00048143i,-0.00045239-0.00050444i,-0.00063963+0.00014045i,0.00024394+0.00071264i,0.00065164+0.00051236i,0.00022554-9.7689e-05i,-6.5521e-06-0.00086416i,1.8894e-05-0.00078029i,0.00026445-0.00093414i,0.0010919-0.00063329i,0.0010593+0.00026378i,0.00043592-0.00064472i,-0.00025754-0.0012107i,-0.00098338-0.00044829i,-0.00049989-0.00034999i,0.00069398-0.00019043i
0.00028552+0.00095673i,0.0012202+0.0011133i,0.001666+0.0013568i,0.00088693-1.8625e-05i,0.00072019-0.00061942i,0.00072425-0.00057688i,0.00060208-0.00063047i,0.00046931-0.0012008i,0.000487-0.0011668i,0.00027154-0.00054851i,0.0004215+0.00014329i,3.4366e-05+0.00052165i,-0.0001025+0.00023224i,-0.00029716+0.00012993i,-0.00086438-0.00061353i,-0.00028787-0.0013752i,0.00031901-0.000629i,0.00027949+0.00036453i,0.00012901-0.00051058i,0.00010704-0.00091993i,0.00011988-0.00069751i,-0.00032149-0.00040169i,-0.00036435+0.00019917i
-0.00074961-0.0010891i,-0.0013017-0.0010973i,-0.0024455-0.0013914i,-0.0031069+0.0001574i,-0.0020814+0.0011591i,-0.00033407+0.00030657i,-3.506e-05+0.0002205i,-2.4386e-05+0.00019291i,0.00013873-0.00057568i,-0.00020351-0.00033514i,-0.00019359+0.00031239i,-0.00055833+0.00034727i,-0.00070816+0.00027944i,-0.0004788+0.00030256i,-7.6508e-05-1.8316e-05i,0.00073437-0.00041935i,0.00072431-0.00012638i,1.4743e-05+0.00025217i,0.00021035+0.00031057i,0.00065609+0.00028103i,-0.00024611+0.00010896i,-0.00085142-0.00018063i,-0.00073213-0.00027623i
-0.00025496+0.0011141i,0.00049639+0.00033894i,0.0014422+9.1057e-05i,0.00036075-0.00024809i,0.00027203-0.001168i,0.00085708-0.0011089i,0.00041262-0.00096001i,0.00038656-0.001934i,0.00093967-0.0017278i,4.1376e-05-0.00044719i,-0.0002329+0.00038282i,0.0010564+0.00042627i,0.0013892+8.364e-05i,0.0008252+0.0003237i,-0.00010452+0.00055244i,-0.00041009+0.00034936i,-7.242e-05-8.131e-05i,-0.00019935-0.00054978i,-9.1445e-05-0.0010198i,2.7317e-05-0.00070237i,-0.00029491-0.00031333i,-7.9977e-05-0.00044116i,1.1673e-05-0.00063533i
0.0011254+0.00086147i,0.00078547-0.00012878i,-1.4548e-06+0.00038321i,-7.6066e-05+0.0012184i,0.00016703+0.0010451i,0.00028527+0.00024394i,0.0009872-9.9084e-05i,0.0016445-0.00018675i,0.00080264-0.00099739i,-0.0003329-0.0013539i,-0.00054503-0.0006426i,-0.00074398-0.00011507i,-0.00031159-0.00049213i,0.00025822-0.00073451i,0.00040896-0.0005147i,0.00047666-0.00027365i,0.00078219-0.00032314i,0.00054779-0.0003047i,0.00081916-0.00041636i,0.00077741-0.00022044i,0.00053957-0.00025323i,0.00047399-0.00087307i,1.8587e-05-0.00064304i
