-0.0047643-0.00026433i,-0.0043888+0.0013897i,-0.0031147+0.0029912i,-0.0015295+0.0030978i,-2.2944e-05+0.0030159i,0.001059+0.0020785i,0.00089037+0.0014584i,0.00032443+0.001699i,1.1237e-05+0.0013582i,0.001502+0.00039956i,0.0026076-0.00044057i,0.0020617-0.00058777i,0.0017181-0.00060361i,0.001472-0.0016775i,0.0014027-0.0030495i,0.0010001-0.0024898i,-0.00030346-0.0015884i,-0.0011393-0.0010915i,-0.0012697-0.00069498i,-0.000943-0.00019743i,-0.0010824+0.00059455i,-0.0013188+0.00093105i,-0.00067992+0.00080709i
-0.0028835-0.0053632i,-0.006687-0.0094888i,-0.0068271-0.016608i,-0.0043444-0.017152i,-0.0028873-0.0089871i,-0.0026826-0.0057426i,-0.0026331-0.011307i,-0.00035282-0.020571i,3.5807e-05-0.028051i,-0.0037456-0.026877i,-0.0059167-0.018512i,-0.0041304-0.010331i,-0.0026753-0.0040048i,-0.0029335+0.0013815i,-0.0026929+0.0034313i,-0.002956+0.0025012i,-0.0037233+0.0010994i,-0.0034315+0.00012607i,-0.0017592+0.00041242i,-0.0002246-0.00011797i,0.00028239-0.0019902i,-0.00027303-0.0026195i,-0.0010382-0.0016376i
0.007397+0.0013084i,0.014073+0.0055694i,0.017382+0.013292i,0.014037+0.013278i,0.0054758+0.0054914i,-0.00047458+0.0025973i,-0.0070114-0.0016118i,-0.019425-0.0089813i,-0.028364-0.011788i,-0.027141-0.0073976i,-0.019436-0.0013468i,-0.011206+0.000887i,-0.002871+0.0024304i,0.0037625+0.0040742i,0.0051817+0.0038164i,0.003596+0.0031292i,0.00088595+0.0020771i,-0.00060627+0.0010811i,-0.00057786+0.0014508i,-7.1185e-06+0.001587i,-9.2284e-05+0.00034814i,-0.0011557-7.1983e-05i,-0.0012916+0.00029763i
-0.0039583+0.0013842i,-0.011127-0.0012225i,-0.014245-0.0060969i,-0.0096284-0.0053991i,-0.0035682-0.0014625i,-0.0023121+0.0010774i,-0.0074366+0.0054343i,-0.017764+0.014396i,-0.023858+0.02188i,-0.020072+0.02222i,-0.011872+0.016445i,-0.005143+0.0094099i,-0.00048691+0.003065i,0.002469-0.0026128i,0.0035525-0.0040958i,0.0037645-0.002044i,0.0033372-3.4005e-05i,0.0011146+0.00018545i,-0.00064909-0.00026342i,-0.00091369+0.00031367i,-0.00093285+0.0012911i,-0.00027948+0.0016544i,0.00051991+0.001621i
0.0083348-0.0017711i,0.020008-0.003756i,0.025211-0.0017757i,0.019434-0.00046129i,0.010312-0.0012892i,0.0049772+0.0018197i,0.0041699+0.0098429i,0.0050988+0.020235i,0.0082882+0.028126i,0.012511+0.027496i,0.013135+0.019342i,0.010442+0.010199i,0.0060764+0.0020737i,0.00065866-0.0048796i,-0.0016261-0.007053i,-5.1194e-05-0.0069546i,0.00079845-0.0066572i,-0.00019169-0.0052804i,-0.00053558-0.0037991i,-0.00045656-0.0027165i,-0.00044379-0.0015563i,0.00042009+9.2449e-05i,0.0011388+0.00058511i
-0.00317+0.0077856i,-0.010447+0.013434i,-0.013105+0.0099197i,-0.009002+0.00079205i,-0.0052568+0.00028592i,-0.001619+0.0020331i,0.0074458+0.0022135i,0.019125+0.0036233i,0.027354+0.0027585i,0.026897-0.001885i,0.019651-0.0042625i,0.010272-0.003515i,0.00062781-0.0021734i,-0.0062409+0.00085168i,-0.0077205+0.0024801i,-0.0066089+0.00029761i,-0.0047717-0.00094179i,-0.0017591-0.00024011i,0.00015073+0.00049601i,0.00073536+0.00057403i,0.0012448+0.00015817i,0.0011562-0.00023789i,-6.0701e-06-0.00074735i
0.0019482-0.0088635i,0.0058262-0.01924i,0.0097375-0.021717i,0.0085042-0.01359i,0.0039673-0.0084797i,0.0035444-0.0067883i,0.0064198-0.010437i,0.0093832-0.019353i,0.010963-0.02684i,0.0082938-0.027201i,0.0047461-0.020926i,0.0019524-0.012795i,-0.0011633-0.0040118i,-0.0020299+0.0039116i,-0.0014716+0.0062712i,-0.0026923+0.0048306i,-0.0032208+0.0047132i,-0.0014072+0.0047998i,0.00021523+0.0031893i,0.00051477+0.00083608i,-0.0002208-0.0015196i,-0.001393-0.0026291i,-0.0022027-0.0011261i
0.004808+0.010938i,0.005077+0.020723i,0.0019571+0.026288i,-0.00049701+0.018436i,-0.0036893+0.0071345i,-0.0057619+0.0014337i,-0.0088636-0.0050477i,-0.017243-0.014231i,-0.023891-0.018557i,-0.02456-0.016119i,-0.020262-0.011447i,-0.013335-0.0060147i,-0.0049404+0.0019141i,0.0040058+0.0068095i,0.0074889+0.0069561i,0.0061428+0.0064645i,0.0060154+0.0058775i,0.0053568+0.0043325i,0.0030692+0.0014094i,0.00099761-0.0013001i,-0.00018235-0.002184i,-0.0006246-0.001288i,-0.00023782-0.0002284i
-0.0087586-0.0058426i,-0.0079002-0.018688i,-0.0056494-0.026499i,-0.0026877-0.017519i,-0.00058584-0.0084289i,-0.0062219-0.0037646i,-0.015501+0.002621i,-0.023671+0.0099012i,-0.027063+0.015981i,-0.02248+0.017829i,-0.014069+0.014319i,-0.006694+0.0089953i,0.00058537+0.0036251i,0.0045353-0.0019882i,0.0041596-0.0041059i,0.0039114-0.0024554i,0.0032399-0.001625i,0.00053022-0.002883i,-0.0021662-0.0033518i,-0.0030856-0.0026334i,-0.0024928-0.00081354i,-0.0012523+0.00095665i,0.00020773+0.00093085i
0.0068539+0.0070351i,0.01939+0.020739i,0.026388+0.029354i,0.019714+0.021776i,0.0075446+0.012015i,0.00030625+0.013454i,-0.0026999+0.021201i,-0.0034455+0.029641i,0.00071911+0.033163i,0.0058394+0.02856i,0.0066402+0.021468i,0.0057568+0.013501i,0.0040553+0.0029426i,0.0010199-0.0056968i,-0.00054789-0.0073707i,-0.00057591-0.0070843i,-0.0018806-0.0083104i,-0.0030592-0.0070351i,-0.002656-0.004069i,-0.00087688-0.0010034i,0.0010981+0.0011151i,0.0021584+0.0010324i,0.0016115-0.00014837i
-0.014388-0.0010778i,-0.027287-0.005769i,-0.031349-0.016389i,-0.019484-0.018466i,-0.0040512-0.011552i,0.0024936-0.0025824i,0.01016+0.0085081i,0.022267+0.01462i,0.029225+0.009564i,0.027115+0.0015416i,0.02141-0.00036543i,0.01562-0.0012539i,0.0071343-0.0036973i,-0.0024741-0.0023179i,-0.0061436+8.8736e-05i,-0.004842-0.00073557i,-0.0041525-0.00084132i,-0.0037637+0.0010894i,-0.0014592+0.0025709i,0.0011733+0.0029577i,0.0017986+0.0024234i,0.00084577+0.0013862i,-0.00072345+0.00060651i
0.014576-0.0086458i,0.030154-0.0097162i,0.039033-0.00056274i,0.02989+0.0051682i,0.014769-0.00045296i,0.012524-0.0024456i,0.019984-0.0054888i,0.022846-0.015518i,0.01651-0.023196i,0.0079033-0.022388i,0.0043991-0.015235i,0.0030295-0.0096956i,-5.3599e-05-0.0044541i,-0.0018558+0.0022438i,-0.0011796+0.0035339i,-0.0016816+0.0010461i,-0.0024893+0.001214i,-0.00091543+0.0021669i,0.0012764+0.0011928i,0.0018389-0.00048896i,0.00062429-0.0018826i,-0.0013221-0.0027006i,-0.0021644-0.0013624i
-0.0086112+0.012668i,-0.024205+0.020728i,-0.038248+0.017411i,-0.032931+0.0087495i,-0.012227+0.0008704i,-0.0049893-0.0092492i,-0.0067064-0.018991i,-0.0087068-0.027211i,-0.015216-0.027348i,-0.018568-0.01927i,-0.014311-0.01106i,-0.010019-0.0058045i,-0.0074863-0.00014486i,-0.002048+0.0043909i,0.0016669+0.004741i,0.00092994+0.004019i,0.0027863+0.0045713i,0.0052131+0.0028119i,0.00326-1.0185e-05i,0.00070368-0.0011981i,-0.00077658-0.0014085i,-0.00094508-0.0006906i,-0.0004469-5.1549e-05i
0.0083372-0.015978i,0.024605-0.033336i,0.038838-0.036761i,0.035882-0.021894i,0.021289-0.012073i,0.0065149-0.010579i,-0.0077575-0.010503i,-0.021113-0.0087855i,-0.026889+0.0010242i,-0.020439+0.01177i,-0.011313+0.012401i,-0.0070617+0.0084679i,-0.0024467+0.0064031i,0.0012379+0.0028902i,0.00023652+0.00078703i,-0.00098509+0.0023381i,-0.00022836+0.0020483i,0.00046139-0.00092088i,-0.00095652-0.0023232i,-0.0025405-0.0013722i,-0.0026239+0.00023515i,-0.0011284+0.001421i,0.0005807+0.00097895i
0.0029869+0.021206i,-0.0029417+0.047693i,-0.015378+0.05435i,-0.021065+0.033369i,-0.012942+0.016098i,-0.012778+0.0095331i,-0.021124+0.011921i,-0.023128+0.020903i,-0.014189+0.025275i,-0.0013531+0.020358i,0.0044442+0.013442i,0.0054679+0.010266i,0.0058963+0.0067037i,0.0022449+0.0024978i,-0.0001992+0.0014145i,0.0022939+0.0015579i,0.0038081-0.0010086i,0.0017101-0.0024306i,-0.00055004-0.00022734i,-0.00062939+0.0010324i,-0.00014022+0.00078218i,9.5228e-05+0.00093193i,0.00020285+0.0015206i
-0.0085608-0.019055i,-0.011072-0.048243i,-0.0041603-0.067726i,0.0054418-0.054512i,0.007283-0.030551i,0.00084538-0.011375i,-0.0033693+0.0091603i,0.003807+0.021631i,0.013657+0.019511i,0.015789+0.0078289i,0.012667-0.00060778i,0.011389-0.0038465i,0.0083524-0.0068319i,0.0020698-0.0046343i,-4.125e-05-0.00013522i,0.0012684-0.00046216i,0.00033123-0.001776i,-0.0007741-0.0014137i,-0.00035796-0.00024739i,-0.00019853+0.0013214i,-2.0161e-05+0.0019749i,-0.00027939+0.00074339i,-0.00023822-0.00044245i
0.01908+0.01862i,0.038435+0.04673i,0.036604+0.065951i,0.014485+0.055724i,0.0039204+0.036003i,0.006401+0.02555i,0.011871+0.019314i,0.017188+0.010577i,0.015832-0.00090752i,0.0065299-0.0086686i,-0.0012404-0.0084744i,-0.0019815-0.0054782i,-0.0018817-0.0030216i,-0.0013919+0.00032822i,0.00074976-0.00038097i,-6.2482e-05-0.0051849i,-0.0025325-0.0062431i,-0.0016937-0.0036136i,0.00024405-0.0016811i,0.001218-0.0011073i,0.0010222-0.00074566i,-0.00045713-0.00055486i,-0.00072061-0.0012308i
-0.024055-0.0045679i,-0.050425-0.023656i,-0.059924-0.045937i,-0.041662-0.04257i,-0.013773-0.019942i,-0.0022057-0.01039i,0.00065127-0.0098084i,0.008248-0.011162i,0.0075243-0.01522i,-0.0016213-0.012429i,-0.0079501-0.0059492i,-0.010277-0.0033315i,-0.010635-0.0014989i,-0.0066053+0.00016587i,-0.0022031-0.00042334i,-0.0030116-6.551e-05i,-0.0039614+0.002056i,-0.0024776+0.0018965i,-0.0005056+0.00010807i,0.00113-0.00081934i,0.0016281-0.0011733i,9.7057e-05-0.0014569i,-0.0016717-0.0021615i
0.02878-0.002131i,0.069463+0.0058215i,0.094432+0.017528i,0.076112+0.018786i,0.044217+0.015485i,0.026737+0.0076543i,0.013174-0.0049922i,-0.0030984-0.010677i,-0.010788-0.0066934i,-0.0079395+0.0029489i,-0.0038507+0.0080114i,-0.0022343+0.0093692i,8.6132e-05+0.0098568i,0.0011998+0.0057265i,-0.0014509+0.0019341i,-0.0040252+0.0025658i,-0.0033128+0.0034338i,-0.00073697+0.0015109i,0.00034002+7.2077e-05i,-0.00024938-0.00011291i,-0.00010596-0.00014057i,0.00060977+0.00079597i,-0.0001334+0.0015736i
-0.029674+0.016642i,-0.069322+0.028676i,-0.096003+0.021531i,-0.078703+0.0021848i,-0.04221-0.0033597i,-0.024051-0.0048323i,-0.021749-0.0050625i,-0.01814+0.0021284i,-0.011913+0.0061579i,-0.0038838+0.0046868i,0.0024057+0.0044349i,0.0046062+0.0065514i,0.0035766+0.0061257i,0.00019951+0.0030872i,-0.0010093+0.0026877i,0.0021568+0.0034797i,0.0049823+0.0017881i,0.0038481-8.0773e-05i,0.0010399+0.00021162i,-0.0010564+0.00029985i,-0.0016488-0.0001207i,-0.00045873-8.0994e-05i,0.00062654-0.00038781i
0.019303-0.035153i,0.053007-0.063519i,0.079702-0.076248i,0.065358-0.057714i,0.03524-0.030503i,0.021499-0.0144i,0.012572-0.0052032i,0.0029348+0.0054202i,-3.7047e-05+0.011408i,0.0015352+0.0082826i,0.0041819+0.0019407i,0.0080073-0.0027323i,0.0093996-0.0052737i,0.0056731-0.0044495i,0.0029059-0.0011031i,0.0029498+0.00018363i,0.0021003+8.2467e-06i,0.00097555-0.00059308i,0.00040845-0.0007948i,0.0011045+0.00084011i,0.0018486+0.002021i,0.0017743+0.00086044i,0.0013178-0.00012803i
-0.0050497+0.040956i,-0.022648+0.088438i,-0.045061+0.11544i,-0.0518+0.092033i,-0.043482+0.054991i,-0.027979+0.030812i,-0.012027+0.015421i,-0.00028586+0.0087314i,0.005429+0.0038194i,0.0041926-0.00069929i,0.0006858-0.0044245i,-0.0012774-0.0057085i,-0.0027241-0.0033572i,-0.0036347-0.00085153i,-0.0025213-0.0021519i,-0.0019448-0.0059888i,-0.001058-0.0060535i,0.00041257-0.0030643i,9.7807e-05-0.00049865i,-0.00036821+0.0012255i,-3.6124e-06+0.0017419i,-0.00062187+0.00078971i,-0.0025103-0.0013698i
-0.0094981-0.040008i,-0.011894-0.090456i,0.0013809-0.129i,0.013604-0.10987i,0.013783-0.05451i,0.010237-0.028603i,0.0056473-0.02448i,0.0049579-0.016849i,0.0068633-0.0098985i,0.0065262-0.006018i,0.0033163-0.0033575i,-0.0023722-0.002172i,-0.0048693-0.0020377i,-0.0033353-0.0024825i,-0.0016725-0.0019507i,-0.00062548+0.00051516i,-0.00011842+0.0022974i,0.00029416+0.0015261i,-0.00018943-0.00062004i,-0.00035601-0.0015573i,0.00076874-0.0017563i,3.6108e-05-0.0011096i,-0.0015498+9.09e-05i
0.031671+0.038022i,0.062805+0.08456i,0.080288+0.12207i,0.06809+0.10399i,0.034763+0.058761i,0.014001+0.037777i,0.0055781+0.020551i,-0.0069257+0.0018357i,-0.013095-0.0051076i,-0.0095341-0.0044904i,-0.0057116-0.0012668i,-0.0032569+0.0030904i,-5.29e-05+0.0053711i,0.001393+0.0047932i,-0.0008734+0.0037556i,-0.0029912+0.0029431i,-0.0025044+0.00071407i,-0.0014824-0.00099403i,-0.0013105-0.0018118i,-0.0010643-0.00042106i,-0.0010335+0.0012398i,-0.0016904+0.001856i,-0.0019625+0.0013891i
-0.042276-0.019095i,-0.095944-0.052396i,-0.12667-0.092113i,-0.10543-0.098026i,-0.061839-0.065617i,-0.033096-0.037631i,-0.024322-0.019121i,-0.020117-0.0020636i,-0.014175+0.0056451i,-0.0094782+0.003868i,-0.0065019+0.0020791i,-0.0039221+0.0028375i,-0.0015471+0.002619i,0.0002759+0.0024816i,0.0027743+0.0027427i,0.0046662+0.0014149i,0.004095-0.00041678i,0.0027345-0.0018019i,0.0014316-0.0034537i,-0.00021788-0.0040505i,-0.0010519-0.0025949i,-0.00034944-0.0015071i,0.0023676-0.0017469i
0.051358+0.0010964i,0.11826+0.010163i,0.15748+0.025886i,0.12269+0.031116i,0.061549+0.017589i,0.033178+0.015427i,0.025229+0.021511i,0.0094375+0.023727i,-0.00088661+0.026161i,-0.00085336+0.023606i,5.1107e-06+0.016442i,0.0025505+0.007501i,0.0038491+0.00066047i,0.001988-0.00069849i,0.0009387+0.00051185i,-0.00028422+0.0013114i,-0.0016241+0.0015987i,-0.0020068+0.0011152i,-0.0019502+0.00022588i,-0.0012124+9.5978e-05i,-0.00078385+5.952e-05i,-0.0012585-0.0011923i,-0.0011733-0.00164i
-0.046798+0.022934i,-0.11573+0.050215i,-0.15845+0.062641i,-0.13694+0.050613i,-0.096181+0.037669i,-0.065106+0.024454i,-0.035393+0.016353i,-0.0059926+0.012285i,0.013487+0.0045977i,0.016202+0.00050564i,0.010179+0.0025503i,0.0043425+0.0035097i,-0.00071008+0.0028698i,-0.001644+0.0031699i,0.00054705+0.00038801i,0.0010209-0.0029716i,0.00093978-0.0025191i,0.00079796-0.00046729i,-0.00087765+0.0013264i,-0.0029912+0.0028337i,-0.002468+0.0033355i,-0.00085567+0.0016549i,-0.00052773-0.0013177i
0.034194-0.043317i,0.091018-0.09705i,0.13965-0.13203i,0.13851-0.10892i,0.10558-0.059313i,0.073763-0.029841i,0.051268-0.023487i,0.035521-0.022095i,0.023426-0.019902i,0.015133-0.01632i,0.0098944-0.0087613i,0.0062221-0.0034654i,0.0032195-0.0023744i,0.0010904-0.0010829i,-0.00012682+0.0014119i,0.00045709+0.0023665i,0.0020759+0.00086656i,0.0024132+0.00061482i,0.0032544+0.0020649i,0.0054141+0.0015823i,0.0045614+0.0010874i,0.0022806+0.0027413i,0.0017568+0.0052214i
-0.01829+0.054855i,-0.042501+0.12621i,-0.054985+0.17624i,-0.039481+0.14023i,-0.023634+0.067395i,-0.0175+0.040095i,-0.01002+0.031328i,-0.0086034+0.0064981i,-0.01773-0.012046i,-0.023567-0.01363i,-0.018389-0.0095576i,-0.0088138-0.0042788i,-0.0013443-0.00071192i,0.002567-0.0015538i,0.0020786-0.0044128i,-0.0012358-0.0048563i,-0.002291-0.0042021i,0.00079042-0.0057955i,0.0032143-0.0069001i,0.0028176-0.0057187i,0.0022099-0.0030009i,0.0013444-0.0016853i,-0.0014135-0.0035871i
-0.012321-0.061793i,-0.023883-0.1386i,-0.045005-0.20627i,-0.060653-0.19301i,-0.043993-0.12912i,-0.019828-0.091176i,-0.018413-0.067719i,-0.023745-0.034023i,-0.021837-0.003375i,-0.013837+0.009346i,-0.0061568+0.0061552i,-0.0011407+0.00090606i,0.0011887+0.00055937i,0.00047596+0.0027017i,8.3956e-05+0.0045565i,0.00092669+0.0033396i,0.0013508+0.00029535i,0.00028485-0.0029566i,-0.0006764-0.0061429i,-0.0012905-0.0084133i,-0.0022161-0.0083593i,-0.0013629-0.0065747i,0.0001133-0.0047703i
0.036624+0.051818i,0.086406+0.12344i,0.13062+0.18354i,0.11507+0.17333i,0.054871+0.11328i,0.01605+0.072396i,0.0087884+0.051969i,0.0022088+0.033983i,-0.0011283+0.028983i,0.0056828+0.02796i,0.0074742+0.020355i,0.0037588+0.0099981i,0.00083716+0.0019712i,-0.0044287-0.002704i,-0.0094511-0.0038754i,-0.008865-0.00066254i,-0.0066679+0.0033044i,-0.007456+0.004326i,-0.0098928+0.0046089i,-0.0092679+0.0046863i,-0.0059089+0.0033945i,-0.0057559+0.0015481i,-0.0074023+0.0018987i
-0.04534-0.034229i,-0.12244-0.069897i,-0.18016-0.089472i,-0.15522-0.06655i,-0.090837-0.024053i,-0.063627-0.012692i,-0.060969-0.011608i,-0.036144-0.0032097i,-0.00066462-0.0076874i,0.014439-0.016555i,0.0088585-0.01495i,0.0028148-0.0050615i,0.0029176+0.002575i,0.0038337+0.0051309i,0.0057051+0.0059416i,0.0053331+0.003659i,0.0023883+0.00095225i,0.0010406+0.0026584i,0.00065324+0.0059909i,0.00035886+0.0072458i,0.00092438+0.0058804i,0.0018051+0.0023333i,0.0034905-0.00091321i
0.066118+0.0066979i,0.15622-0.0041582i,0.23782-0.026401i,0.23886-0.044992i,0.17761-0.039414i,0.12083-0.015485i,0.082075-0.0073444i,0.045653-0.012286i,0.01734-0.016052i,0.0028817-0.019037i,-0.0034695-0.014152i,-0.0039926-0.0050866i,-0.0045284-0.0012015i,-0.0063292+0.0022538i,-0.004406+0.0067185i,0.00097981+0.0060556i,0.0055262+0.0027806i,0.008104+0.001971i,0.010313+0.0037039i,0.010992+0.0039766i,0.0079852+0.0026732i,0.0040917+0.004264i,0.0024884+0.0066921i
-0.054514+0.02124i,-0.13469+0.061662i,-0.20416+0.10234i,-0.19802+0.089998i,-0.1397+0.035777i,-0.089178+0.016462i,-0.055344+0.033694i,-0.033531+0.034015i,-0.030404+0.017179i,-0.035305+0.010243i,-0.026988+0.0098854i,-0.012028+0.0060336i,-0.0030391+0.00097474i,0.0029784-0.0041095i,0.0075012-0.0080169i,0.0077051-0.0080502i,0.0045867-0.0053448i,0.0039355-0.0066699i,0.002492-0.011807i,-0.0013103-0.013165i,-0.0029627-0.010531i,-0.0035069-0.0090331i,-0.0053241-0.01011i
0.036429-0.039443i,0.083732-0.10865i,0.10023-0.18239i,0.055519-0.1763i,0.0085168-0.10285i,0.004974-0.067188i,0.0072044-0.06705i,-0.0028263-0.040268i,-0.001509+0.0026577i,0.0089043+0.022969i,0.012973+0.019998i,0.0084598+0.012649i,0.0016221+0.0092947i,-0.00040156+0.0075017i,0.00089127+0.0057109i,0.0014799+0.0023039i,-0.00068238-0.0021085i,-0.0055574-0.0048684i,-0.0091811-0.0047641i,-0.0090477-0.0034722i,-0.0063127-0.0018053i,-0.0028695+0.0004423i,0.00082015+0.001676i
-0.016957+0.058764i,-0.016161+0.15245i,0.015859+0.25378i,0.054464+0.2715i,0.047173+0.20631i,0.023274+0.14366i,0.029267+0.10347i,0.040236+0.062753i,0.036761+0.031149i,0.031483+0.016103i,0.02457+0.0071462i,0.012471+0.0020001i,0.0037548+0.0010653i,-0.0015674-0.0031172i,-0.0084891-0.0082627i,-0.011771-0.0060634i,-0.010857-1.3575e-05i,-0.010279+0.0038383i,-0.010577+0.0067567i,-0.0089554+0.0091805i,-0.0054023+0.0089965i,-0.004566+0.0063874i,-0.0067912+0.0043601i
-0.010792-0.056373i,-0.047031-0.13695i,-0.090001-0.21111i,-0.080692-0.20557i,-0.021342-0.13132i,0.0019004-0.075625i,-0.02489-0.047839i,-0.028524-0.02668i,-0.0083996-0.027455i,-0.0024777-0.037327i,-0.0050953-0.033408i,-0.00099793-0.017542i,0.0067875-0.0038721i,0.0098728+0.0011069i,0.008891+0.0028805i,0.0060949+0.0023723i,0.0022324+0.0013337i,0.0026443+0.0035192i,0.0071859+0.0049519i,0.0099962+0.0029907i,0.0088743+0.00086504i,0.006905+0.00015806i,0.0073208-0.0018738i
0.030836+0.041887i,0.10368+0.080353i,0.18763+0.084517i,0.1964+0.024936i,0.128-0.040864i,0.082007-0.046411i,0.076833-0.039369i,0.047942-0.048896i,0.0033105-0.038228i,-0.017175-0.014776i,-0.016085-0.0031314i,-0.0088868-0.002611i,-0.0067791-0.0059046i,-0.0096899-0.0029525i,-0.0091332+0.003728i,-0.0020071+0.0063323i,0.0064886+0.0041078i,0.0099509-0.00050613i,0.0087746-0.0040853i,0.0056589-0.0058448i,0.0026361-0.0048647i,0.0010584-0.0013838i,0.00061223+0.0022638i
-0.043275-0.023098i,-0.13464-0.023423i,-0.24495+0.0035267i,-0.28923+0.038183i,-0.24348+0.03746i,-0.17164+0.017191i,-0.11617+0.022458i,-0.071304+0.033748i,-0.044121+0.031774i,-0.031355+0.033534i,-0.017423+0.034083i,-0.0049587+0.02029i,-0.00081803+0.0029176i,-0.00049076-0.0070456i,-9.7519e-05-0.0075419i,0.00073287-0.0045131i,0.00039644-0.0043373i,-0.0014285-0.0062161i,-0.0042239-0.0097254i,-0.0067604-0.010956i,-0.0058184-0.0075672i,-0.0024714-0.0055306i,-0.0024582-0.007019i
0.04736+0.0033236i,0.12426-0.024645i,0.1886-0.070843i,0.16895-0.068676i,0.094709-0.0067988i,0.03492+0.021578i,-0.0029291-0.010193i,-0.026056-0.022825i,-0.012498+0.0001309i,0.017963+0.0065253i,0.022769-0.002491i,0.0085549-0.00016822i,5.8374e-05+0.0080194i,-0.00020023+0.010281i,0.00091182+0.0071836i,0.0011888+0.0025674i,-0.00090203-0.0010976i,-0.0055783-0.00062961i,-0.0077735+0.0050738i,-0.0052177+0.009792i,-0.0013916+0.0098046i,0.00049829+0.0071161i,0.00164+0.0052316i
-0.032858+0.01507i,-0.068508+0.079079i,-0.049866+0.17873i,0.040762+0.21654i,0.10556+0.16197i,0.098729+0.10609i,0.070365+0.092788i,0.054981+0.074382i,0.041669+0.033338i,0.027891-0.00074967i,0.017137-0.014931i,0.0076479-0.014519i,0.0029578-0.0055017i,0.001521+0.0017428i,0.00025019+0.0022311i,-0.0012062+0.0019722i,-0.0019341+0.0052334i,0.00069744+0.0084402i,0.0039968+0.0082774i,0.0045112+0.0066531i,0.0025322+0.0040799i,-0.0016738+0.0018528i,-0.0064538+0.0020383i
0.020877-0.035351i,0.031098-0.11335i,-0.0040016-0.22678i,-0.04897-0.28495i,-0.032902-0.24643i,-0.0096776-0.16586i,-0.028829-0.085203i,-0.036107-0.026991i,-0.023168-0.014801i,-0.025643-0.020782i,-0.028566-0.01293i,-0.014867-0.0013185i,-0.00059985+0.0018938i,0.0051881+0.00064214i,0.0073048-0.0015101i,0.0067048-0.0037798i,0.0053691-0.0015969i,0.0062292+0.0012936i,0.0083226-8.499e-05i,0.0086284-0.0046007i,0.005272-0.0079386i,0.001332-0.0066145i,0.0014859-0.0052392i
-0.0011679+0.031323i,0.016356+0.07873i,0.064332+0.11012i,0.071598+0.069882i,-0.011116-0.00241i,-0.04433-0.031349i,0.017776-0.042431i,0.046324-0.054674i,0.021382-0.034686i,0.0015816+0.0034169i,-0.0035336+0.021052i,-0.0050938+0.015417i,-0.0061077+0.0040453i,-0.0047691+0.0019525i,-0.0031492+0.0038282i,-0.0023292+0.0018523i,0.0011858-0.0012634i,0.0029454-0.0064285i,-0.0021138-0.011487i,-0.0079597-0.01077i,-0.0078743-0.005938i,-0.0028944-0.00063106i,0.0024915+0.0024122i
-0.0099769-0.026236i,-0.057939-0.039836i,-0.15214-0.00997i,-0.21706+0.086849i,-0.17409+0.16894i,-0.097751+0.15917i,-0.059657+0.11089i,-0.030958+0.078638i,-0.0081546+0.051882i,0.0019069+0.034326i,0.011211+0.029178i,0.015191+0.020696i,0.010575+0.0085117i,0.0040939-0.00085063i,-0.0026881-0.0039333i,-0.0064777-0.0031482i,-0.0065622-0.0040978i,-0.0072133-0.0041152i,-0.0071152-0.00054832i,-0.0057143+0.0039187i,-0.0043495+0.0070014i,-0.0017405+0.0055556i,-0.0013989+0.00044256i
0.022461+0.024221i,0.072147+0.033491i,0.14895+0.013863i,0.20575-0.023918i,0.19476-0.028556i,0.13017-0.012442i,0.049397-0.0294i,-0.013887-0.045965i,-0.024129-0.030198i,-0.00086729-0.022969i,0.0096951-0.02938i,0.0062519-0.02077i,0.0049195-0.0049944i,0.007229+0.00098836i,0.0088343+0.00080643i,0.0071764+0.00035265i,0.0023604+0.00014136i,-0.0023924+0.0023621i,-0.002819+0.006985i,-4.8361e-05+0.010507i,0.00304+0.0093848i,0.0019452+0.0035984i,-0.00097748-8.2911e-05i
-0.022222-0.0051439i,-0.043558+0.0024926i,-0.027384+0.033089i,0.032966+0.040596i,0.077274-0.016842i,0.081315-0.066474i,0.071027-0.041747i,0.055942-0.0089467i,0.030372-0.0058011i,0.0089465-0.0047628i,0.0025414-0.0075796i,0.0001932-0.013863i,-0.0049841-0.012377i,-0.011521-0.0048412i,-0.010833+0.003093i,-0.0031733+0.0063052i,0.0028201+0.0063536i,0.0067142+0.0048305i,0.0089672+0.00168i,0.0095469-0.0022067i,0.0074451-0.0053304i,0.0017951-0.0043515i,-0.0042982+0.00041099i
0.028963+0.00076008i,0.05066-0.027553i,0.004079-0.092734i,-0.1131-0.15138i,-0.19775-0.13522i,-0.20222-0.064722i,-0.15363-0.0091893i,-0.086843+0.015692i,-0.037632+0.015642i,-0.02422+0.0085221i,-0.02657+0.012961i,-0.021199+0.014841i,-0.01159+0.0064458i,-0.0057699-0.001894i,-0.0051697-0.0062656i,-0.0071753-0.006501i,-0.0071379-0.0033537i,-0.0047207-0.0015187i,-0.0023515-0.003047i,-0.0015619-0.0049082i,-0.0018058-0.0057086i,-0.00054207-0.0046983i,0.0028464-0.0039515i
