-0.0047643-0.00026433i,-0.0043888+0.0013897i,-0.0031147+0.0029912i,-0.0015295+0.0030978i,-2.2944e-05+0.0030159i,0.001059+0.0020785i,0.00089037+0.0014584i,0.00032443+0.001699i,1.1237e-05+0.0013582i,0.001502+0.00039956i,0.0026076-0.00044057i,0.0020617-0.00058777i,0.0017181-0.00060361i,0.001472-0.0016775i,0.0014027-0.0030495i,0.0010001-0.0024898i,-0.00030346-0.0015884i,-0.0011393-0.0010915i,-0.0012697-0.00069498i,-0.000943-0.00019743i,-0.0010824+0.00059455i,-0.0013188+0.00093105i,-0.00067992+0.00080709i
0.0014262+0.00086505i,0.0026619-0.00098845i,0.0019666-0.001289i,0.00041915-0.0011001i,-0.00029021-0.0016809i,-5.7684e-05-0.00082559i,-3.0644e-05+0.00046762i,-0.00039524+0.0011696i,-0.00039055+0.0010251i,-4.8851e-05+0.0005972i,-0.00031094+4.8728e-05i,-9.379e-05-0.00059195i,0.0014455+5.8963e-05i,0.0016549+0.00041535i,0.00063325-0.00018192i,-0.00046366-0.00080939i,-0.00090608-0.00049005i,-2.1191e-05+0.00045441i,0.00057236+0.00064386i,0.00032967+0.00018385i,0.00018701-0.0003293i,0.00019806-0.00020736i,0.00010334-1.8931e-05i
4.227e-05+0.00045383i,-0.0014476+0.00050984i,-0.0017284-0.0015538i,-0.0006318-0.0027122i,0.00066302-0.0019148i,0.001008-0.00084987i,0.00090581-0.0002404i,0.00053042+0.00026586i,-0.00010266+0.00040153i,0.00082699+0.00016007i,0.0014037+0.00076073i,0.00073959+0.00066717i,0.00082732+0.00012678i,0.001526+0.00048331i,0.000711+0.00051787i,-5.013e-06+0.00030329i,0.00016938+5.725e-05i,0.00018729+8.9044e-06i,0.00012428+0.0001075i,1.2403e-05+9.2388e-06i,2.3392e-05-0.00011324i,0.00019577-0.00029703i,4.5489e-05+0.00035717i
-0.0017656+0.0020967i,-0.0015057-0.00014816i,-0.00016425-0.0014963i,-3.6145e-05-0.00067288i,-0.00057406-0.00057211i,-0.0002992+0.00022563i,0.00073149+0.0015622i,0.00070024+0.0018776i,0.00049706+0.00066356i,0.00074769-0.00024078i,0.0010682-2.1511e-05i,0.00082822+1.4742e-05i,-3.5566e-05-0.00022905i,0.00018724-0.00039382i,0.00029173-0.00061981i,-0.00010732-0.00082663i,-0.0002103-0.00096674i,-0.00014301-0.00033624i,-0.000599+0.00080317i,-0.00079297+0.0013462i,0.0003862+0.00074913i,0.0011687+0.00027678i,0.00062151+0.00040215i
-0.00093995+0.00060868i,-0.00074814-0.00020106i,-0.00095416-0.00061961i,-0.0017021-0.0014791i,-0.0010378-0.0011127i,-0.00036376-0.00073396i,-0.00035373-0.00059934i,-0.00085874+0.00058818i,-0.00035065+0.001516i,0.00074354+0.0010945i,0.00086743+0.00034767i,-8.8719e-05-0.00063795i,-0.0007136-0.0016556i,-0.00070529-0.0019646i,-0.00045309-0.0012396i,-0.00048511-0.00019438i,-0.00069628-9.7519e-05i,-0.00081046+0.00018609i,-0.0005989+0.00087497i,-0.00012506+0.00065042i,0.0007194-2.0784e-05i,0.00072742+0.00069757i,0.00025177+0.0016556i
0.0014753-0.0021769i,0.00073228-0.0029852i,-0.00074192-0.0031901i,-0.0024135-0.0023411i,-0.0026892-0.00030098i,-0.0017606+0.00098016i,-0.0008521+0.00089885i,0.0004505+0.0010765i,0.00090109+0.0008387i,0.00030569+0.00018991i,0.00020545-0.00030395i,0.00038008-0.00049801i,1.1165e-05-0.00023589i,7.8793e-05-0.00029156i,0.00084507-0.00062877i,0.00074796-0.00098032i,0.00083433-0.00066454i,0.00088029-0.00026314i,0.00019845+0.00055359i,0.00020496+0.00099934i,0.00071096+0.00035977i,0.00077808-0.00040371i,2.9786e-05-0.00040141i
0.00046671+0.0011156i,0.00046878+0.0016855i,0.00020154+0.0014968i,-0.00049621+1.7489e-05i,-0.001057-0.0010244i,-0.00032281-0.0016263i,0.00074271-0.00085796i,0.00094477-9.0892e-06i,0.00068014+1.4069e-05i,0.00036734+9.6903e-05i,-0.0004937-0.0004443i,-0.0004444-0.00014347i,-0.00039051+0.00034187i,-0.0001453-8.4851e-05i,-6.4366e-05-0.00025521i,-0.00021975-0.00011641i,0.00028171+0.00098309i,0.000269+0.0012532i,-0.00050087+0.00070349i,-0.00035667+0.00049401i,0.00026934-0.00033391i,0.00042665-0.00045104i,9.6239e-05+1.5023e-05i
0.0020092-0.00087437i,0.00065157-0.0015404i,-0.00064838-0.0038714i,-0.000741-0.004813i,-2.4185e-05-0.0024777i,0.00044975-0.00020501i,0.0010836-6.7452e-05i,0.0011951+0.00062728i,0.00052904+0.00089996i,-0.00047351+0.00019635i,-0.00078822-0.00031281i,-0.00030337-0.00058934i,0.00080932-0.00076536i,0.0016056+2.3828e-05i,0.0012579+0.00088012i,0.00026246+0.00035452i,-0.00082593-0.00071753i,-0.00092481-0.00025444i,-4.6537e-05+0.0012372i,0.00057223+0.00071982i,0.00086367+0.00011744i,0.00033295+0.00046899i,-7.9989e-05-0.00016961i
0.000746+0.0016604i,0.00029448+0.0014948i,4.5381e-05+0.0013761i,0.00013902+0.00080945i,0.00026278-0.00013391i,0.00098182+0.00011996i,0.00097055+0.00056407i,0.00051831+0.001432i,0.00041654+0.0021389i,0.00090024+0.0011272i,0.0018207+0.00012817i,0.0016328+0.0002306i,0.00069176+0.00042849i,-2.9102e-05+0.00061203i,-0.00011069+0.00072846i,0.00011428+0.00066962i,0.00020385+0.00028679i,-0.00038073+0.00052013i,-0.00052573+0.00093709i,0.00025088+0.00048891i,0.00014734+2.1468e-05i,-0.00026915+0.00026232i,-0.00067776+0.00034749i
-0.0014015+0.00061215i,-0.0018513-0.00021529i,-0.0020107-0.0013376i,-0.0033828-0.0021093i,-0.0033458-0.0014973i,-0.0020996+0.00020189i,-0.0013383+0.00071399i,-0.0005549+0.00077629i,-0.00061171+0.00071435i,-0.0011294+0.00010605i,-0.0010864-0.00037149i,-0.00024407-0.00026389i,0.00052103+0.0002687i,0.00056372+0.00016447i,0.00054636-0.00062277i,9.5064e-05-0.00065235i,-0.00031924+0.00012301i,-0.00044406+0.00020702i,-0.00059365-0.00013473i,-0.00023879-3.301e-05i,0.0001944+2.1579e-05i,0.00027942+0.00038288i,0.00059792+0.0015698i
0.0013775-0.00089201i,0.0011393-0.001963i,0.00036877-0.0015878i,-0.0015892-0.00043815i,-0.0023751+0.00012943i,-0.0018304+0.00037896i,-0.00030548+0.0007077i,0.00032257+0.00056817i,0.00019135+0.00018328i,0.00020796-0.00063941i,0.00013305-0.00069066i,8.6085e-05-0.00022628i,-3.4872e-05-0.00023267i,0.00021364-0.00011636i,-6.5028e-05+0.00014259i,-0.00037276+5.6592e-05i,-0.00021607+1.1053e-05i,-0.00040014+0.00039008i,-0.00064371+0.00045129i,-6.1388e-05+0.00021298i,0.00084201-0.00054385i,0.00068987-0.001181i,0.00012562-0.00057967i
0.0036664-0.00037816i,0.0024844-0.001544i,0.0014932-0.0028148i,0.0010633-0.0027411i,0.0010261-0.001856i,-0.00025205-0.00050401i,-0.00082299+0.00040382i,0.00026908+0.00068821i,0.00042608+0.00044515i,-0.00046749+9.0288e-05i,-0.0010019+0.00038528i,-0.00056982+0.00015679i,-0.0008955+2.3993e-05i,-0.0014065+3.1421e-05i,-0.00025981-0.00021109i,0.00062479-0.00019307i,0.00039993-0.00018131i,0.00030098-9.2049e-05i,0.00076583-0.00026563i,0.0014683-0.00032155i,0.00094247+9.7577e-05i,-0.00014648+7.9908e-05i,-0.00034931+2.4979e-05i
0.00020836+0.0008845i,-0.001401+0.00047016i,-0.0015904-0.00090425i,-0.0013958-0.0020914i,-0.00065563-0.0028881i,0.00014522-0.0025636i,0.00093951-0.0013544i,0.00075405-0.00021303i,0.00035574-0.00030255i,0.00043378-0.00051839i,0.00025419-0.00046767i,-0.0001138-0.00097306i,0.00021742-0.00090508i,0.001135-0.00024681i,0.0015555-0.00052793i,0.0009997-0.00062698i,-0.00035845+0.00029757i,-0.00084114+0.00044372i,-0.00039241+0.00017574i,-0.00076183-0.00015178i,-0.00065419-0.00023013i,-5.8011e-05+0.00010671i,0.00055509+0.00052109i
0.0096824+0.0013097i,0.010657-0.0019128i,0.010101-0.0088967i,0.0042549-0.010407i,-0.0012965-0.0072295i,-0.0038524-0.0005965i,-0.0020508+0.0041321i,0.0011176+0.0040411i,0.0027591+0.0020321i,0.00095063-0.00081529i,-0.0013765-0.0020106i,-0.0024056-0.00019553i,-0.0032305+0.0019753i,-0.0036755+0.0029339i,-0.0035431+0.0038343i,-0.0017384+0.0031406i,-0.00023539+0.00097572i,0.00051354+0.00082792i,0.0007411+0.0016905i,0.00056338+0.0010458i,0.0010334-0.00071407i,0.00067668-0.0017595i,-0.00037884-0.0012457i
-0.002515-0.00048377i,-0.0038841-2.7428e-05i,-0.003846-0.00049196i,-0.0018821-0.00067277i,-0.00035569+0.00025738i,0.00061239+0.00054883i,0.0014548+0.00084447i,0.0010313-0.00012313i,-0.00036442-0.0010435i,-0.00038472-0.00038995i,0.00061253+0.00018543i,0.00071887-0.00037178i,3.9769e-05-0.0009299i,0.00050626-0.0011122i,0.00094277-0.0011121i,-0.00012613-0.00047781i,-0.0011642+0.00062335i,-0.0012665+0.00084843i,-0.00053983+0.00017565i,0.00024664-7.1665e-05i,-5.4012e-06+0.00027758i,-0.00035337+0.00050218i,-0.00051012+0.00026598i
0.00010875-0.00097419i,-0.00041668-0.001832i,-0.0020253-0.0027894i,-0.0034245-0.0015389i,-0.0023353+0.00024225i,1.1581e-05+0.0007152i,0.0008145-9.3642e-05i,0.0016559-5.5444e-05i,0.0012856+0.00030691i,0.00018026-8.8085e-05i,0.00027927+0.00028063i,0.0013711+0.00053794i,0.0019482+0.00053307i,0.0011416+0.00082171i,0.00035418+0.00072917i,0.00036823+0.00031965i,9.1878e-05-7.392e-05i,-0.00058192+0.00082395i,-0.00092226+0.0012372i,0.00011658+0.00034257i,0.00074933+4.0032e-05i,-0.00017532+0.00070847i,2.9052e-05+0.00072237i
0.0017161-0.00029964i,0.0013132-0.0020714i,-0.00045475-0.0022006i,-0.00082305-0.0013521i,-0.00029421-0.00054278i,-0.00072431-0.00094108i,-0.00058633-0.00082672i,0.00030657-0.00012022i,0.0012034-0.00018575i,0.00080888-0.00045943i,2.4533e-05-0.00085702i,8.0139e-05-0.00046577i,2.9558e-05+0.00012814i,-0.00088536+0.00017117i,-0.00097657-0.00028224i,-0.00068704-0.00040086i,-0.00055407-0.00026141i,-9.4171e-05+0.00033168i,-0.00069846+0.00076158i,-0.00099817+0.00071265i,-0.00031746+0.00062452i,5.0711e-05+0.00025351i,0.00040035-5.8222e-06i
-0.00052074+0.0010327i,-0.00035439-0.00030339i,-0.0014949-0.0011651i,-0.0012369-0.00075368i,-0.00042183-0.00026347i,-8.6841e-05-0.0002124i,0.00051614-0.00011894i,0.00074715+0.00054107i,0.00050496+0.00066831i,0.00095527+0.00013319i,0.0010942+0.00022975i,0.00076753-0.00029767i,9.7834e-05-0.00068034i,0.0005598-0.00083468i,0.001841-0.0010204i,0.0011873-0.00048183i,0.0008495-0.0001887i,0.00099064-0.00039316i,0.00064678-0.00041749i,0.00026305-0.00023394i,-5.1555e-05+0.00063653i,3.1934e-05+0.00099477i,0.00033346+0.00038977i
-0.00066341-0.0012463i,-0.001479-0.0011717i,-0.0021009-0.0019369i,-0.0022128-0.0017154i,-0.0013847-0.00106i,-0.00046935-0.00030271i,-0.00012523-3.527e-05i,0.00055723+4.3821e-05i,0.0015319+0.0002561i,0.0017363+0.00051639i,0.0014837+0.00032499i,0.0010059-0.00026666i,0.00035362-0.0010308i,0.00096056-0.0010099i,0.0015592-0.00064286i,0.0010414-0.00039781i,0.00036461+0.0005065i,0.00040873+0.0010986i,0.0010203+0.00069123i,0.00067566-0.00011281i,-0.00029973-0.00084937i,-0.00094502-0.00084683i,-0.0011743+0.00020036i
0.00088185+0.00057152i,0.0011347-0.00048019i,0.00050905-0.0020471i,-5.9599e-05-0.0025707i,-0.0001164-0.0015093i,0.0005886-0.00026218i,0.0011183+0.00093589i,0.00077962+0.0013666i,0.00055824+0.00085672i,0.00089863+0.00069919i,0.00091597+0.00039941i,0.00030674-0.0004566i,-0.00035754-0.00091078i,-0.00057601-0.00024384i,-0.00086162-0.00013703i,-0.0012783+6.2808e-05i,-0.0010599+0.00070286i,7.0681e-05+0.0015403i,0.00065544+0.0014512i,0.00049317+0.00085685i,0.00029592+0.00061282i,-0.00019014+0.0001897i,-0.00046994+8.7443e-05i
-0.00057581+0.00013246i,-3.2268e-05-0.00088073i,0.00080852-0.0016499i,0.00076098-0.00096126i,0.0004146+9.4951e-05i,0.00014874+0.0002246i,-0.0006256+0.00039112i,-0.001316-8.4998e-05i,-0.0011489-0.00060996i,-0.00059388-0.0011213i,-2.5478e-05-0.0013916i,0.00043691-0.00056328i,0.0004691-3.3363e-05i,0.00042779+0.00043632i,-0.00013519+0.00023048i,-9.5927e-05-0.00074311i,0.00017704-0.001259i,0.00017868-0.00076149i,0.00057908+0.00019567i,0.0001039-7.4617e-05i,-3.8134e-05-0.00062249i,-5.3231e-06-0.0002168i,-0.00029368+0.00028542i
-0.0011639+0.0003036i,-0.000822-0.0005185i,-0.00059167-0.00022905i,-0.0001438+0.0011149i,-0.00015127+0.001681i,0.00047394+0.0011501i,0.00078443+9.09e-05i,0.00088668+0.00022649i,0.0013361+0.00062052i,0.0016522+0.000527i,0.0020806+0.00028741i,0.0014198-0.00035332i,0.00043933-0.00071836i,0.00056103-0.00032898i,0.00032245+0.00027957i,-0.00027049+7.6206e-05i,0.00024562-0.00087316i,0.00053255-0.00082046i,9.7397e-05-0.00021469i,-0.00071999+0.00041658i,-0.0012145+0.0010813i,-0.0010524+0.0011964i,-0.00048304+0.0013352i
0.00036107+0.00046973i,0.00042753+0.00040008i,-0.0012177-0.001388i,-0.00169-0.0027751i,-0.00053563-0.0024855i,0.00070644-0.0016495i,0.0013409-0.0010793i,0.00085229-4.1784e-05i,0.00072092+0.00066492i,0.0010791+0.00012163i,0.0010944-0.00082913i,0.00025188-0.00058832i,-0.00024197+0.00011262i,0.00021692+0.00032461i,0.00018504+0.00054522i,-3.8312e-05+8.9968e-05i,-4.5109e-05-0.00058554i,1.307e-05-0.0010005i,0.00059117-0.0011379i,0.0006789-0.00022579i,-0.00012229-0.0001504i,-0.00038144-0.00043873i,-0.0005748+0.00050865i
0.00063132-0.0028578i,-0.00067975-0.0030591i,-0.0022021-0.0018601i,-0.0021124-8.3197e-05i,-0.0022574+0.00058464i,-0.0019963+0.00039835i,-0.00071601+0.00045573i,-0.00018623+0.0012583i,0.00059173+0.0015239i,0.0011328+0.001023i,0.0010661+0.00077518i,0.00041428+0.00061699i,0.00022431+0.00040756i,0.00024157+0.00076381i,0.00062916+0.00059065i,0.0002844-1.7794e-05i,-0.00072088+0.0001068i,-0.00022941+0.00051983i,0.00021544+0.00021563i,0.0001417+0.00022779i,-0.00028392+0.00062059i,-0.0011814+0.00043485i,-0.0011266+0.0003523i
-0.0012812-4.098e-06i,-0.0012634-0.0012677i,-0.00091946-0.00060025i,-0.00022091-0.00047568i,0.00058319-0.00066608i,0.0018544-0.00080231i,0.0020701-0.0011407i,0.0011012-0.00074195i,0.001117+2.029e-05i,0.0021051+0.00094767i,0.0021039+0.00013796i,0.0011113-0.0011857i,0.00073834-0.0010703i,0.00141-0.00054003i,0.0018558-0.0006958i,0.00049717-0.00069976i,-0.00072524-0.00027496i,-0.00014091+0.00035297i,3.932e-05+0.00077344i,0.00020419+0.0003815i,0.00092076-0.00033826i,0.0011856-0.00042758i,0.00043258+0.00035939i
0.00041058-0.00047627i,0.00080805-0.00025523i,0.00055012-0.00093744i,-0.00041942-0.00091706i,-0.0011373+0.00034603i,-0.00031482+0.0009937i,0.00012837+0.0010982i,3.2419e-05+0.00069783i,0.0010211+0.00086876i,0.0015203+0.00084943i,0.0010717+0.00050051i,-2.0488e-05+0.00039497i,-0.00078852+0.0004091i,-0.0011921+0.00030694i,-0.00038773+4.9761e-05i,0.00049875-0.00014396i,-4.382e-05-0.00021923i,-0.00038413+0.00024162i,-0.00015104-2.1726e-06i,0.00053794-0.0004119i,0.00066869+0.00036574i,3.4026e-05+0.00061907i,0.00036313-7.9361e-05i
-0.00023882+0.00075542i,-0.0002079+0.0006112i,4.9401e-05+0.0011183i,-0.00033298+0.0014799i,-0.00095207+0.0014851i,-0.0011275+0.0006699i,-0.0010078+0.00035394i,-0.0009742+0.00044767i,-0.00048178-0.00013819i,-0.00049072-3.275e-05i,-0.0001017-0.00044139i,0.00083296-0.00034686i,0.00082884+0.00093555i,0.00042248+0.0011339i,-9.7155e-05+0.00017482i,-0.00033695-0.00025211i,-0.00033484-0.00059878i,-0.00082017-0.0008104i,-0.0012868-0.00046422i,-0.0010717+0.00014709i,-0.00014734+0.00048022i,0.00028986-3.6286e-06i,-0.00012133+5.3604e-05i
-0.00057065-0.0015113i,-0.00075013-0.0012882i,-0.0012403-0.0017564i,-0.001688-0.0011584i,-0.0013773-4.0356e-05i,-9.9955e-05+0.00050493i,0.0011025+0.00014204i,0.0012685-0.0007613i,0.00066507-0.00074686i,0.00033584-0.00055199i,0.00032292-0.00057278i,0.00076722-0.0007451i,0.00041181-0.00073335i,-6.66e-07+0.00050197i,0.00067319+0.00073384i,0.0010401-0.00026889i,0.00054187-0.00090294i,0.00043167-0.00096807i,0.00068428-0.00043246i,0.00080644+0.00028863i,0.00064864-2.7122e-05i,0.00014515-0.00025236i,-3.1151e-05+0.00043632i
-0.0016509-0.00046193i,-0.0014459-0.00055223i,-0.0016136-0.00093502i,-0.0016073-0.0010942i,-0.001027-0.0007525i,-0.00027239-1.4027e-05i,0.00073973+0.00060713i,0.00086799+0.00094306i,0.00054876+0.00075735i,0.0004942-8.8186e-05i,0.00014855-0.00062506i,-0.00032154-0.00013173i,-6.522e-05-9.9649e-05i,0.00061758-6.4574e-05i,0.00032298+0.0003681i,1.4924e-05+0.00016296i,0.00030185-0.00048116i,0.00061362-0.00039974i,0.00050446-5.3539e-05i,0.00054877-0.00062804i,0.00048924-0.001162i,-9.0781e-05-0.00080865i,-0.00051122+0.00058434i
-8.1601e-05-0.0025007i,-0.00045497-0.0039202i,-0.00038546-0.0043596i,-0.0011686-0.0041639i,-0.001212-0.0024748i,-0.00011901-0.0006997i,0.00020168+0.00065665i,0.00050121+0.0015037i,0.00082475+0.0014088i,0.00030723+0.00069837i,2.9901e-05-0.00019519i,0.00051539-0.0010702i,0.00052999-0.0016464i,3.3641e-05-0.00079607i,0.00014151+8.5749e-05i,-0.00013439+0.00036898i,-0.00024465+0.00055629i,-0.00029041+0.00038742i,7.4046e-05+0.00035646i,0.00052955-6.6595e-05i,0.0004012-0.00073251i,0.00013133-0.00075663i,-2.6218e-06-0.00052081i
0.001502-0.0010567i,0.0021369-0.0018933i,0.0019515-0.0015062i,0.00026562-0.00063774i,-0.00073415-0.00033112i,-4.5787e-05+0.00014446i,0.001052+0.0005918i,0.00090472+0.00054461i,0.0003752+0.000991i,0.00047999+0.0015189i,0.00093683+0.00099052i,0.0012047+0.00011551i,0.00078777-0.00033933i,0.00039893-0.00032412i,-0.00017808-0.00036733i,6.4925e-05-0.00027388i,0.0003534-0.00037894i,-0.00043192-0.00076818i,-0.0010122-0.00035445i,-0.00088916+6.7364e-05i,-0.00022594-0.00043087i,-3.9832e-05-0.0003896i,-0.00037676+0.00015831i
-0.00077078+0.00099834i,-0.0020078-0.00031735i,-0.0033304-0.0019016i,-0.0036464-0.00152i,-0.0018141+0.00026044i,-0.00015225+0.0013058i,0.00063379+0.0007886i,0.00090554+0.00067434i,0.00090464+0.00097974i,0.00043819+0.00077736i,0.00020694+0.00063935i,0.00042039+0.00062152i,2.4653e-05+0.00041775i,-0.00014106-4.7311e-05i,-7.4536e-06-0.00011123i,8.7811e-05-3.1513e-05i,3.4728e-05-7.7511e-05i,5.9408e-05+0.00013898i,0.00024821+6.1364e-05i,0.00011168+8.2577e-05i,0.00048236+0.00017452i,0.00034383+0.00024888i,-0.0005182-0.00010927i
0.00028816+0.0011543i,0.00036503+0.0002657i,0.00057508-0.00027928i,0.00050472-0.00038683i,0.00016802-0.0001077i,-0.00024446+0.00031792i,-0.00015248+0.0010794i,0.00053077+0.0010752i,0.0007708+0.00024274i,0.0010004-0.00069618i,0.00093666-0.00090162i,0.0003567-0.00025569i,3.4934e-05+0.00031553i,-0.00020077+0.00048412i,-0.00087625-7.522e-05i,-0.00093027-0.00063633i,-0.00079043-0.00012441i,-0.00045714+0.00052699i,-0.00096903+0.00049181i,-0.00092998+0.00034459i,0.00017172+0.00073211i,0.00014867+0.00047756i,-0.00047568+0.00016214i
0.0021936-0.0014485i,0.0018164-0.0024495i,0.00038134-0.0028186i,-0.0010824-0.0015151i,-0.0015129-0.00054958i,-0.00092322+3.9103e-05i,-0.00061202+0.0013383i,-0.00091081+0.0024394i,-0.00025711+0.0019352i,-0.00040915+0.0005862i,-0.00070264-0.00017865i,-1.8088e-05-0.00034249i,-0.00040242-0.00031171i,-0.0007196-0.00060042i,-4.4047e-05+0.00015711i,0.00025441+0.00078946i,-3.8351e-05+0.0006232i,-0.00036363+0.00052325i,-0.00029862+0.00038705i,-2.5013e-05+0.00046646i,0.00011174+0.00049894i,-9.9271e-05+3.5466e-05i,1.6869e-06+0.00022648i
-0.00043712-0.00071256i,-0.00093487-0.0024673i,-0.0017655-0.0028215i,-0.002169-0.00096838i,-0.0015958-0.00011156i,-0.00050286-0.0011037i,0.00073372-0.0013969i,0.0012295-0.00093364i,0.0011133-0.0003664i,0.00089558-0.00029i,0.00064968-0.00019188i,0.0005366-3.4842e-05i,0.00038825-0.00031639i,6.69e-05-0.00029016i,-7.6225e-05-0.00033083i,0.00031507-0.0010361i,0.0009271-0.00044641i,0.0011637-0.00042265i,0.001164-0.0014806i,0.00093485-0.0008823i,0.00066007+1.7489e-06i,0.00026652+8.0304e-05i,-0.0002802+0.00057326i
0.0014829-0.00094534i,0.0010699-0.002451i,0.00067659-0.0037004i,-0.00031976-0.0028973i,-0.0017189-0.00060029i,-0.0021872+0.00070966i,-0.0011116+0.00041851i,0.00076381-0.00011986i,0.00076694+0.00015758i,-0.00011549+0.00077793i,-0.00010831+0.0010811i,-0.00019822+0.001283i,-0.00033927+0.0015405i,-0.00021102+0.0014042i,-9.6841e-05+0.0011266i,0.00014065+0.00065824i,0.00069191-0.00015024i,0.00018173-0.00025099i,-9.4169e-05+0.00026413i,0.00024017+0.00059938i,0.00063676+0.00016252i,0.00046675-2.0619e-06i,-9.4661e-05+0.00037393i
0.0015033+9.4395e-05i,-0.000469-0.00086142i,-0.0015932-0.0022028i,-0.0017142-0.0024428i,-0.00083886-0.0010639i,-6.387e-05+0.00054884i,0.00022089+0.00053678i,0.00085628+0.00050785i,0.00094595+0.0012421i,0.00010736+0.0016572i,-0.00061496+0.001127i,-0.0012442+0.00067209i,-0.0010324+4.5e-05i,0.00026384+0.00026175i,0.00085088+0.00055212i,0.00073826-0.00015105i,0.00060984+3.9758e-05i,-7.3517e-05+0.00083594i,-0.00021401+0.00077719i,7.0687e-05+0.0007641i,-0.0005017+0.00034542i,-0.00030876-3.8905e-05i,-0.00031754-0.00037803i
0.00041316-0.00079157i,-2.9023e-05-0.001335i,-0.00095609-0.0028461i,-0.001084-0.0023315i,-0.001153-0.0006864i,-0.00065389+0.0006821i,9.3231e-05+0.0014185i,0.0001242+0.0014736i,-0.00012065+0.0012517i,-0.0002017+0.00074523i,-0.00031934+0.00014332i,-0.00011978+2.2899e-05i,0.00028912+0.00023689i,0.00063085+0.00048387i,9.1095e-05+0.00088423i,-0.00016518+0.00030998i,9.7213e-05+0.00015978i,3.7286e-05+0.00024097i,-0.00015462+9.5876e-06i,0.00010858-9.1153e-05i,0.00077152-5.818e-05i,0.00037987+0.00040251i,-0.00033876+0.00051147i
-0.00022765-0.00027417i,-0.00094274-0.0015611i,-0.0012031-0.0031138i,-0.001588-0.0033893i,-0.0016945-0.0021323i,-0.0014103-0.0012045i,-0.0012386-0.00035109i,-0.00073013+0.00047913i,9.7431e-05+0.0012021i,0.00018783+0.00097203i,-0.00068445-0.00081176i,-0.0001421-0.0012214i,0.0007722-0.00044907i,0.00097635-0.00030061i,0.0004601-0.00095062i,0.00019781-0.0015126i,0.00036901-0.00089333i,4.5764e-05-0.00017024i,0.00025152+0.0004729i,-0.00023134+0.00036302i,-0.00039575+5.4943e-05i,-0.00010201+0.00047062i,-0.00036914+0.00057194i
0.0015941+0.00038979i,0.0019801+0.00071722i,0.0017545+0.00020069i,0.00064517-7.1027e-05i,-0.00090225-0.00046671i,-0.00097249-0.00096783i,9.6991e-06-0.00032991i,0.00020832-0.00037835i,0.00038924-0.00059049i,0.0005461+0.00012516i,0.00039487+0.0004555i,0.00057169-0.00049776i,-7.8422e-05-0.00081092i,-0.000836-0.00048179i,-0.00065162-0.00062801i,0.00044574-0.00038292i,0.0006113+0.00054077i,-0.0002007+0.0013659i,-3.2515e-05+0.0014823i,0.00097976+0.00049139i,0.00078387-0.00058882i,-0.00048047-0.00043075i,-0.0008591+0.00031837i
0.00038383-0.0019133i,-0.00064962-0.0025965i,-0.0019188-0.003379i,-0.001799-0.0021804i,-0.00089098+0.00065472i,-0.00027894+0.0018028i,0.00062505+0.00077864i,0.0015339+0.00025082i,0.0015564+0.00069997i,0.0010938+0.00065218i,0.0013084+3.548e-05i,0.00095757+0.00080537i,0.00049008+0.00051414i,0.00069423-0.00044166i,0.0011887+0.00056706i,0.0010924+0.0005935i,0.00094121-0.00031536i,0.00053403-0.00048432i,-7.4156e-05-0.00046118i,-2.8831e-05-0.00063907i,-0.00047112-0.0010152i,-0.00036058-0.00096454i,-0.00020183-0.00055173i
-0.0011606+0.0017055i,-0.0011139+0.0013062i,-0.0012212-0.00037685i,-0.00089084-0.0010288i,-0.00010204-0.0011963i,0.00097073-0.001684i,0.0010382-0.00098382i,0.0010464-0.00026285i,0.0011345+0.00043507i,0.0006509+0.0005163i,0.00077145-0.00016785i,0.00026792-0.00027854i,-0.00054812-0.00037781i,-0.00021028-0.00040598i,0.0010015-0.00024235i,0.0010386-0.00048827i,-0.0001681-0.00069373i,-0.00042518-0.00036428i,-0.00036294-0.0001343i,-0.00096136-0.0001074i,-0.00064335+0.00021282i,-0.00040723+0.00060068i,-0.00076838+0.00034122i
0.0014789-0.0034467i,0.0011739-0.004179i,-0.00047352-0.0039632i,-0.0026513-0.0024366i,-0.0028925-0.00079086i,-0.00081718+0.00025296i,0.00056315+0.00036006i,0.00094678+0.00040009i,0.0013778+0.0010907i,0.0010173+0.0009865i,0.00035877-0.00012085i,0.00020587-0.00059945i,4.9878e-05+8.2435e-06i,-0.00012987+0.00072004i,-0.00061303+0.00015839i,-0.00034893-0.00060972i,-0.00029396-0.00046606i,-0.00070894-0.00010311i,-0.00034548-0.00010992i,-0.00050815-0.00015918i,-0.00090111-0.00017923i,-0.00098141+4.4492e-05i,-0.00064397+0.00046169i
-0.00075825-0.00066676i,0.00077244-0.0010411i,0.0009868-0.0017696i,0.00021364-0.0014796i,0.0002484-0.00028213i,0.00061391+0.00040278i,0.00017847+0.0012215i,-3.5207e-05+0.0016504i,0.0005902+0.0013953i,0.00089666+0.001135i,0.00064532-0.00014404i,0.00037344-0.0013803i,0.00026218-0.0011054i,0.00051895-0.00024708i,0.00058156+2.7318e-05i,2.8633e-05+9.1321e-05i,1.5934e-05-7.4447e-05i,-0.00010975-0.00056452i,-0.00015478-0.00072159i,-0.00011859-0.00022287i,-9.4271e-05+0.00015134i,-0.00049176+0.0003892i,-0.001049+4.8257e-05i
