-0.0031486-8.783e-05i,-0.0022046-0.00038419i,-0.0011692+5.1269e-05i,-0.0016379+0.00035591i,-0.0018755+0.00025946i,-0.0013258-7.3916e-05i,7.0861e-05+0.00056097i,0.0016149+0.0018441i,0.0014016+0.0013499i,0.00093654+0.00034216i,0.00096912-0.00037422i,0.0011312-0.00058993i,0.0009097+0.00015142i,-0.00016573+0.00038524i,-0.0013051+0.00033273i,-0.00057534-0.00015823i,0.00056236-0.0002826i,-9.9426e-05-0.00043351i,-0.00012332-0.00064132i,2.1941e-05+4.4998e-05i,-0.00021321+0.00028926i,0.00011668+0.00025898i,0.00055037-0.00023236i
0.12801-0.058059i,0.24226-0.13151i,0.30525-0.20148i,0.25764-0.2382i,0.14732-0.22299i,0.015346-0.16576i,-0.071506-0.10376i,-0.073859-0.060759i,-0.040267-0.022931i,0.015568+0.026613i,0.075005+0.074065i,0.10906+0.10324i,0.11146+0.083814i,0.064984+0.034987i,-0.01002+0.008452i,-0.06857+0.0023769i,-0.10645+0.00088727i,-0.13337+0.0036278i,-0.12704+0.017531i,-0.082697+0.037526i,-0.047231+0.047545i,-0.0435+0.048567i,-0.04162+0.045766i
-0.15462+0.04209i,-0.31181+0.027229i,-0.43794-0.0691i,-0.50648-0.21896i,-0.5141-0.22153i,-0.36402-0.031756i,-0.11687+0.066556i,-0.01028+0.0084354i,-0.024776-0.046347i,-0.024765-0.090617i,-0.033203-0.11998i,-0.038503-0.092716i,-0.014041-0.067293i,-0.00581-0.070981i,-0.018941-0.065247i,-0.020485-0.035801i,-0.010357+0.0060256i,-0.0079804+0.037408i,-0.012091+0.034078i,-0.015328+0.0025025i,-0.031039-0.018933i,-0.046449-0.0088258i,-0.039386+0.0093282i
0.1822+0.028781i,0.34328+0.012484i,0.39686-0.064436i,0.29804-0.13021i,0.23209-0.10721i,0.22395-0.058225i,0.17486-0.023347i,0.10353+0.011808i,0.037504+0.017912i,-0.022809-0.016031i,-0.046655-0.044206i,-0.036873-0.063732i,-0.05027-0.059327i,-0.069704-0.0098493i,-0.047613+0.039781i,-0.0094059+0.051839i,0.01847+0.040186i,0.032584+0.030244i,0.03579+0.02712i,0.039437+0.024759i,0.043946+0.021098i,0.045542+0.020655i,0.042195+0.021109i
-0.1452-0.097782i,-0.31341-0.14273i,-0.42986-0.057673i,-0.42459+0.092891i,-0.37404+0.10803i,-0.27933+0.020512i,-0.11803-0.02724i,0.021089-0.056334i,0.052889-0.077898i,0.010393-0.039836i,-0.019266+0.023023i,-0.019794+0.050942i,-0.020525+0.039455i,-0.025635+0.012976i,-0.027925-0.010317i,-0.028548-0.026365i,-0.025597-0.035407i,-0.013606-0.032495i,-0.0011593-0.021191i,-0.0032989-0.010549i,-0.011904+0.0010991i,-0.011452+0.0033192i,-0.0089446-0.0074506i
0.077514+0.14522i,0.12815+0.25812i,0.058907+0.25601i,-0.20399+0.16808i,-0.45093+0.17518i,-0.43099+0.23176i,-0.26761+0.1515i,-0.17726+0.029151i,-0.12863+0.0026332i,-0.066229+0.0070198i,-0.023947-0.013114i,-0.017473-0.033675i,-0.02361-0.018351i,-0.010922+0.020361i,0.013665+0.042512i,0.025832+0.052703i,0.025188+0.060645i,0.019127+0.057327i,0.013522+0.037482i,0.0083364+0.0099395i,0.0040621-0.0082544i,0.0024621-0.011814i,0.00019952-0.012471i
-0.010915-0.17057i,-0.025852-0.35621i,-0.038164-0.44461i,0.0050559-0.36434i,0.091192-0.25286i,0.10813-0.19714i,0.026059-0.16183i,-0.059827-0.12918i,-0.081065-0.095463i,-0.040159-0.06448i,0.010596-0.047193i,0.032218-0.028004i,0.035482-0.0067436i,0.024928+0.00814i,0.0086721+0.024168i,0.0072921+0.026601i,0.011623+0.0088544i,0.0055416-0.0072292i,-0.0093908-0.0085524i,-0.018622+0.0054803i,-0.013867+0.023485i,-0.0051462+0.031778i,-0.0024687+0.038171i
-0.071214+0.17934i,-0.1409+0.41285i,-0.14558+0.64958i,-0.063822+0.78251i,0.014935+0.76591i,0.068322+0.5429i,0.073548+0.23594i,-0.0032863+0.059216i,-0.072482+0.020485i,-0.080169+0.012646i,-0.071623+0.008567i,-0.05834+0.01094i,-0.031187+0.0018637i,-0.005665-0.017806i,0.0132-0.041462i,0.028847-0.066752i,0.034903-0.080298i,0.031378-0.071401i,0.023805-0.051254i,0.016428-0.0395i,0.0062844-0.039763i,-0.0090496-0.034201i,-0.014866-0.014054i
0.15861-0.097401i,0.32626-0.2008i,0.39857-0.20919i,0.34846-0.046684i,0.32412+0.098871i,0.28179+0.062334i,0.14594+0.0093655i,0.062457+0.059962i,0.074262+0.09135i,0.072588+0.062793i,0.040313+0.03315i,0.00913+0.021467i,-0.0032573+0.027359i,0.0098147+0.025381i,0.020146+0.0053467i,0.0010322-0.011428i,-0.028491-0.013242i,-0.037475-0.0015518i,-0.020233+0.018787i,0.007677+0.028131i,0.028638+0.01674i,0.041157+0.00065523i,0.051969-0.014541i
-0.1837-0.0077059i,-0.36673-0.021865i,-0.35776-0.096497i,-0.090711-0.31243i,0.065473-0.53966i,-0.059389-0.49638i,-0.16653-0.24179i,-0.11716-0.076729i,-0.055314-0.042804i,-0.025416-0.033638i,-0.0048729-0.021583i,0.0082544-0.0049252i,0.014438-0.0092649i,-0.0032668-0.027155i,-0.035461-0.015395i,-0.054906+0.01853i,-0.056308+0.034623i,-0.042907+0.022591i,-0.022553+0.0086193i,-0.0049169+0.013416i,0.0062891+0.024941i,0.013089+0.019192i,0.013843-0.0061462i
0.15326+0.099896i,0.38577+0.19272i,0.57222+0.15402i,0.52673-0.021276i,0.31929-0.067725i,0.13482+0.083268i,0.0502+0.17984i,0.01612+0.14846i,-0.003009+0.083857i,-0.020773+0.03095i,-0.032922+0.0083134i,-0.020954-0.007291i,-0.014331-0.032129i,-0.028423-0.038807i,-0.030296-0.025093i,-0.011775-0.0065395i,0.0043794+0.013889i,0.0055472+0.027359i,0.0069922+0.015063i,0.0079209-0.024482i,-0.011356-0.056523i,-0.039422-0.052296i,-0.057301-0.026723i
-0.066262-0.17785i,-0.20064-0.4259i,-0.41573-0.58552i,-0.5902-0.48254i,-0.56131-0.2824i,-0.32883-0.13784i,-0.083179-0.024273i,0.051604+0.015464i,0.065262-0.019509i,0.030806-0.037018i,0.017036-0.025777i,0.0080274-0.020858i,-0.010867-0.0096246i,-0.018832+0.013254i,-0.012242+0.026076i,-0.00060312+0.022678i,0.013659+0.018558i,0.027018+0.022711i,0.025746+0.019136i,0.0076706+0.0050952i,-0.0062067+0.00071558i,-0.0060313+0.0061654i,-0.0016979+0.015273i
-0.079323+0.17156i,-0.19139+0.43506i,-0.29902+0.64231i,-0.36122+0.58397i,-0.38448+0.38051i,-0.28429+0.23578i,-0.063697+0.11622i,0.045848+0.0068454i,0.022452-0.0076259i,0.0090699+0.016168i,0.010368+0.01388i,-0.0027478+0.015453i,-0.023885+0.026437i,-0.032045+0.039321i,-0.014322+0.047334i,0.010933+0.036645i,0.02786+0.0050166i,0.035602-0.033354i,0.028968-0.05055i,0.011992-0.033277i,0.006244-0.0042114i,0.013852+0.0059461i,0.01858-0.0039538i
0.15302-0.060106i,0.41917-0.19164i,0.65412-0.33203i,0.64997-0.30957i,0.52913-0.11692i,0.46097-0.031723i,0.31456-0.1394i,0.12827-0.18302i,0.047456-0.12186i,0.023095-0.068618i,0.0070842-0.032837i,0.00050198-0.010331i,0.0037169+0.012144i,0.025356+0.027401i,0.041662+0.014343i,0.0346-0.01323i,0.0091503-0.033811i,-0.021786-0.041998i,-0.040336-0.036791i,-0.035361-0.023418i,-0.015382-0.018979i,-0.0043413-0.022459i,-0.0057259-0.018095i
-0.15214-0.073456i,-0.42685-0.16182i,-0.70253-0.14501i,-0.65807+0.038504i,-0.34969+0.12993i,-0.17438+0.0055983i,-0.17203-0.076535i,-0.14901-0.066028i,-0.10758-0.04919i,-0.075259-0.013545i,-0.042058+0.0094797i,-0.018795+0.017358i,0.017266+0.015001i,0.043667-0.020581i,0.024495-0.052949i,-0.014032-0.051301i,-0.041592-0.030565i,-0.054457-0.0010578i,-0.052207+0.026874i,-0.03823+0.034702i,-0.029031+0.021234i,-0.029863+0.0087572i,-0.025947+0.0096065i
0.021566+0.17086i,0.10611+0.45559i,0.25364+0.71112i,0.33907+0.59857i,0.22685+0.24765i,0.049383+0.086604i,-0.0058029+0.099416i,-0.0035192+0.082949i,-0.003073+0.054013i,0.019014+0.041796i,0.032004+0.028131i,0.028248+0.014165i,0.013643-0.010578i,-0.018555-0.027287i,-0.043423-0.0094588i,-0.040827+0.022793i,-0.022757+0.042686i,-0.0027667+0.049258i,0.01714+0.048388i,0.023201+0.039222i,0.0075468+0.026056i,-0.0079505+0.020937i,-0.0092712+0.018534i
0.10624-0.10662i,0.28316-0.33959i,0.41161-0.66894i,0.27631-0.84806i,-0.0021668-0.72386i,-0.14635-0.44369i,-0.14558-0.21732i,-0.11329-0.094903i,-0.070413-0.045859i,-0.026322-0.049322i,-0.0057442-0.060435i,-0.0029475-0.055371i,-0.020757-0.034242i,-0.037087+0.0064713i,-0.018725+0.043864i,0.011353+0.053955i,0.023633+0.046281i,0.023758+0.029266i,0.024358+0.0035383i,0.026418-0.012642i,0.02996-0.0050417i,0.036296+0.0071553i,0.036683+0.0062498i
-0.12088-0.023967i,-0.35941-0.057809i,-0.65301-0.013967i,-0.76015+0.22645i,-0.59739+0.53063i,-0.32912+0.57317i,-0.15497+0.37293i,-0.086663+0.20768i,-0.033712+0.12377i,0.00082091+0.053942i,-0.0064547+0.01085i,-0.021178+0.0050542i,-0.015605+0.014149i,0.002453+0.014595i,0.020025-0.0034723i,0.029498-0.02503i,0.03254-0.030314i,0.028784-0.025603i,0.014145-0.027003i,-0.00016581-0.029323i,-0.0016164-0.026141i,0.0017261-0.023376i,0.00222-0.020972i
0.033033+0.10163i,0.070703+0.3235i,0.15616+0.64682i,0.35162+0.81228i,0.58055+0.61924i,0.60705+0.26889i,0.42096+0.064202i,0.22639+0.016572i,0.11366-0.00092384i,0.049454-0.020043i,0.015362-0.009484i,0.0099976+0.015127i,0.023391+0.021041i,0.029581+0.0060211i,0.015596-0.016314i,-0.0028736-0.035819i,-0.0089171-0.046203i,-0.0045624-0.03853i,-0.0048712-0.0159i,-0.006717+0.0012673i,-0.0032755-0.0025272i,-0.0059432-0.016592i,-0.015278-0.02004i
0.077927-0.050899i,0.26752-0.14898i,0.57311-0.34088i,0.72333-0.62182i,0.49444-0.82048i,0.1027-0.73227i,-0.096173-0.43497i,-0.082378-0.18549i,-0.050297-0.081266i,-0.060139-0.03388i,-0.045342+0.0017383i,-0.0025385+0.0050934i,0.015329-0.015293i,0.0042296-0.021361i,-0.0095636-0.0046015i,-0.021835+0.013678i,-0.033754+0.016095i,-0.037794+0.0092292i,-0.028249+0.01252i,-0.012193+0.017066i,-0.0078321+0.011012i,-0.013493+0.0071348i,-0.015576+0.012024i
-0.068387-0.064686i,-0.19404-0.2305i,-0.37339-0.50632i,-0.51315-0.64347i,-0.52675-0.40414i,-0.41563+0.029077i,-0.2168+0.25601i,-0.040492+0.18905i,0.016181+0.069811i,0.014495+0.029203i,0.011357+0.0069593i,-0.0077839-0.022483i,-0.030875-0.026629i,-0.029084-0.011161i,-0.014072-0.00066951i,-0.0010925+0.0072716i,0.0058486+0.017801i,0.0073107+0.020719i,0.013725+0.0089604i,0.013366-0.0092329i,-0.0016537-0.011216i,-0.0095631+0.0061188i,0.0022336+0.018269i
-0.014469+0.083545i,-0.096449+0.25149i,-0.27801+0.45445i,-0.44934+0.53745i,-0.3692+0.45868i,-0.01885+0.30133i,0.25348+0.11778i,0.2382-0.00369i,0.12058-0.022396i,0.064004-0.016991i,0.034138-0.021625i,0.00028862-0.011714i,-0.01345+0.00061295i,-0.01148-0.0059568i,-0.015597-0.014403i,-0.020331-0.012646i,-0.013494-0.0092852i,-0.0027614-0.0080843i,0.0023009-0.013319i,0.0021108-0.017124i,0.0048822-0.0093113i,0.016956-0.0037111i,0.024806-0.013176i
0.056881-0.054052i,0.17096-0.098163i,0.25506-0.053561i,0.20903+0.10441i,0.09084+0.13058i,0.009029-0.10047i,-0.056334-0.30257i,-0.080705-0.27082i,-0.046054-0.14685i,-0.020654-0.067745i,-0.010078-0.02125i,0.0035243+0.0040973i,-0.0030721+0.0074787i,-0.030102+0.012929i,-0.039842+0.034276i,-0.024463+0.054417i,-0.010554+0.054433i,-0.0054174+0.041107i,-0.0069695+0.029735i,-0.006296+0.027127i,0.0045254+0.021826i,0.0074806+0.00039795i,-0.008562-0.015998i
-0.088828+0.004636i,-0.19307+0.015321i,-0.16996+0.026777i,0.068732+0.023389i,0.22166+0.009447i,0.057375+0.018792i,-0.16305+0.055237i,-0.20408+0.04636i,-0.14323+0.00013772i,-0.089238-0.009629i,-0.053862+0.0055482i,-0.02591+0.016247i,-0.0058009+0.032665i,0.019185+0.053469i,0.058003+0.049621i,0.084692+0.01706i,0.084076-0.0084603i,0.0718-0.016192i,0.054492-0.018957i,0.033459-0.022473i,0.012422-0.028821i,-0.0075005-0.027491i,-0.018534-0.012633i
0.089086+0.040965i,0.23659+0.076963i,0.34382+0.017676i,0.27822-0.14747i,0.13035-0.1915i,0.072267-0.026378i,0.095563+0.11764i,0.071167+0.12655i,0.018894+0.10086i,0.01844+0.073541i,0.026075+0.029952i,0.0139+0.008494i,0.025726+0.007976i,0.05414-0.020087i,0.04743-0.075136i,0.010693-0.11448i,-0.017533-0.12581i,-0.035307-0.12063i,-0.047455-0.10028i,-0.051771-0.067654i,-0.049121-0.034168i,-0.039056-0.0057456i,-0.021565+0.013086i
-0.061063-0.098041i,-0.18999-0.24313i,-0.37187-0.33592i,-0.49667-0.25448i,-0.43705-0.11557i,-0.22188-0.071004i,-0.042788-0.083489i,0.026363-0.062409i,0.044324-0.034288i,0.044083-0.036246i,0.028971-0.035472i,0.019963-0.026325i,0.012025-0.037453i,-0.03213-0.04691i,-0.094378-0.016591i,-0.12883+0.029999i,-0.13907+0.056674i,-0.1355+0.06946i,-0.10924+0.077999i,-0.064826+0.07647i,-0.025099+0.06565i,-0.0032943+0.052585i,0.0088092+0.038659i
-0.0073617+0.12597i,-0.018687+0.32442i,-0.020685+0.52367i,0.007001+0.54263i,0.021714+0.36522i,-0.020126+0.14856i,-0.075765+0.022178i,-0.086157-0.01799i,-0.060264-0.0303i,-0.039685-0.031167i,-0.014626-0.017026i,0.0078055-0.021379i,-0.0076584-0.031552i,-0.024485+0.0047745i,0.00055912+0.067174i,0.041353+0.11388i,0.069445+0.14224i,0.083705+0.14741i,0.085993+0.12144i,0.078046+0.07458i,0.06452+0.030465i,0.053161+0.0013541i,0.040652-0.016786i
0.073494-0.090279i,0.20859-0.20824i,0.37629-0.28163i,0.4397-0.21324i,0.33372-0.058821i,0.16112+0.053108i,0.036654+0.10423i,-0.0031796+0.11746i,-0.0014477+0.080298i,-0.010424+0.024392i,-0.034854-0.013278i,-0.061911-0.012996i,-0.057746+0.019446i,-0.0058691+0.029034i,0.05569-0.011352i,0.097329-0.062835i,0.12592-0.091268i,0.13351-0.097925i,0.1047-0.090453i,0.056386-0.073281i,0.017032-0.056249i,-0.0054378-0.048302i,-0.018907-0.041262i
-0.089992+0.032162i,-0.21709+0.041189i,-0.30677-0.014529i,-0.23913-0.11361i,-0.079202-0.13971i,0.036866-0.05875i,0.11462+0.029617i,0.14608+0.050336i,0.10634+0.03917i,0.03838+0.037549i,-0.011115+0.056453i,-0.0127+0.082592i,0.018439+0.076624i,0.028234+0.030653i,-0.0047558-0.02235i,-0.052427-0.065398i,-0.085567-0.10268i,-0.09466-0.11677i,-0.080725-0.08909i,-0.054716-0.042734i,-0.035611-0.0097966i,-0.032577+0.010741i,-0.02853+0.026635i
0.080592+0.0050125i,0.16202+0.026853i,0.16989+0.033153i,0.048283-0.026836i,-0.055624-0.1127i,-0.032126-0.1471i,0.031934-0.15484i,0.057192-0.15898i,0.047618-0.13119i,0.047587-0.071094i,0.078293-0.02797i,0.10101-0.032872i,0.075582-0.056846i,0.015876-0.054527i,-0.038053-0.014001i,-0.072909+0.040003i,-0.1008+0.07775i,-0.10694+0.089341i,-0.074124+0.074796i,-0.028368+0.04312i,0.00031689+0.020841i,0.017481+0.017023i,0.030266+0.013902i
-0.054831-0.032958i,-0.12018-0.084083i,-0.1624-0.10942i,-0.15662-0.057698i,-0.13334-0.00049483i,-0.11787-0.0042761i,-0.11817-0.046322i,-0.13461-0.079956i,-0.13515-0.071128i,-0.098081-0.055887i,-0.060526-0.073462i,-0.053736-0.093118i,-0.058519-0.078144i,-0.051115-0.037592i,-0.023576+0.0071281i,0.021547+0.045805i,0.065951+0.074261i,0.085557+0.078579i,0.072114+0.046012i,0.039669+0.0042252i,0.014608-0.018014i,0.0050546-0.030549i,-0.0033009-0.035946i
0.025634+0.042205i,0.051868+0.11513i,0.054415+0.18644i,0.031794+0.20808i,-0.00064152+0.18774i,-0.026267+0.1357i,-0.043175+0.087514i,-0.043518+0.083336i,-0.024222+0.094969i,-0.017501+0.089435i,-0.038586+0.078637i,-0.062976+0.075877i,-0.062644+0.073247i,-0.028522+0.065666i,0.021944+0.044759i,0.063467-0.00064705i,0.085876-0.050253i,0.080028-0.074895i,0.046039-0.066287i,0.0095233-0.039275i,-0.012016-0.017153i,-0.024014-0.0026633i,-0.025995+0.0092427i
-0.0051421-0.045278i,0.0061007-0.099805i,0.04481-0.13588i,0.080628-0.12076i,0.077253-0.079926i,0.049154-0.028206i,0.034517+0.012543i,0.039349+0.012065i,0.052324-0.016383i,0.06091-0.029787i,0.061286-0.0072386i,0.058709+0.032842i,0.05743+0.057302i,0.060003+0.045132i,0.051836+0.0030271i,0.010432-0.040219i,-0.046018-0.06341i,-0.074645-0.057278i,-0.06728-0.027732i,-0.04403+0.0033192i,-0.021856+0.02231i,-0.0033312+0.028759i,0.010951+0.022082i
-0.0045639+0.023584i,-0.029343+0.044817i,-0.070187+0.022227i,-0.084808-0.03819i,-0.046855-0.069441i,0.013331-0.058635i,0.037046-0.033808i,0.0064172-0.010212i,-0.030814+0.0018036i,-0.035702-0.0087756i,-0.014856-0.028637i,0.021944-0.03992i,0.048356-0.054176i,0.025357-0.078466i,-0.03283-0.081733i,-0.078595-0.037998i,-0.090309+0.023744i,-0.072791+0.055253i,-0.041799+0.050493i,-0.011364+0.036388i,0.012648+0.020457i,0.023636-0.00040938i,0.016443-0.015722i
0.014056-0.017412i,0.027957-0.025803i,0.04345-0.0003716i,0.024405+0.034455i,-0.027929+0.029509i,-0.067709+0.0010834i,-0.058213-0.019229i,-0.017496-0.012125i,0.015161+0.012636i,0.02245+0.021383i,0.0080544+0.0030157i,-0.016805-0.034394i,-0.047491-0.056712i,-0.078779-0.023944i,-0.08194+0.038551i,-0.035089+0.07675i,0.027227+0.081268i,0.054503+0.062977i,0.04843+0.031297i,0.036436-0.00023188i,0.022422-0.023392i,0.0046463-0.031535i,-0.0060836-0.020116i
-0.0067026+0.010075i,-0.017851+0.016054i,-0.03927+0.0028173i,-0.059383+0.014674i,-0.065004+0.074738i,-0.062493+0.10886i,-0.059714+0.089552i,-0.038831+0.044333i,-0.011791-0.0099515i,-0.0075626-0.039148i,-0.020739-0.028319i,-0.04208+0.001776i,-0.046905+0.037873i,0.0045442+0.066426i,0.081515+0.065941i,0.11726+0.022846i,0.10479-0.032353i,0.072238-0.054278i,0.036286-0.044226i,0.0060244-0.029823i,-0.018381-0.018328i,-0.031741-0.0050012i,-0.025387+0.0019691i
0.0045898-0.019716i,0.0092385-0.014178i,0.031955+0.019579i,0.083797+0.037338i,0.13701+0.0057764i,0.15282-0.0078826i,0.13322+0.018764i,0.090138+0.03181i,0.038213+0.017791i,0.002326+0.0096928i,-0.0042112+0.022798i,0.015233+0.043955i,0.038811+0.039687i,0.041569-0.015748i,0.018811-0.083422i,-0.022267-0.1056i,-0.059577-0.087369i,-0.06736-0.053542i,-0.050057-0.01694i,-0.031164+0.012654i,-0.017757+0.032249i,-0.0091287+0.036153i,-0.0085674+0.026071i
-0.0047495+0.0095893i,0.0091734-0.0050171i,0.023671-0.073541i,0.011132-0.14928i,-0.02178-0.16114i,-0.02911-0.14276i,-0.0072228-0.13362i,0.0045304-0.10929i,0.0042563-0.061145i,0.017081-0.022463i,0.036554-0.013803i,0.048818-0.021259i,0.039409-0.02398i,-0.011283-0.010208i,-0.072511+0.018048i,-0.092874+0.050722i,-0.075238+0.071788i,-0.04566+0.068159i,-0.013259+0.047624i,0.017356+0.024937i,0.037865+0.0069102i,0.041876+9.5698e-05i,0.034239+0.0043802i
-0.0078543-0.015079i,-0.043213-0.015664i,-0.10164+0.029354i,-0.13656+0.091842i,-0.13337+0.10578i,-0.12097+0.086229i,-0.10702+0.052177i,-0.080527+0.0079834i,-0.058154-0.017006i,-0.051529-0.022726i,-0.051319-0.029337i,-0.051376-0.037716i,-0.036694-0.035094i,-0.002873-0.0079435i,0.03007+0.02606i,0.053056+0.041573i,0.067288+0.042301i,0.06816+0.031777i,0.052839+0.0053282i,0.025418-0.027043i,0.00028493-0.044307i,-0.007034-0.041816i,0.0022778-0.032896i
0.0051814+0.028063i,0.041727+0.052597i,0.1092+0.041615i,0.14597-0.0043863i,0.12901-0.024519i,0.1024-0.0010255i,0.07871+0.028508i,0.042622+0.030703i,0.0051418+0.018228i,-0.018163+0.022595i,-0.02621+0.037397i,-0.032638+0.03655i,-0.043032+0.017554i,-0.038322-0.0059202i,-0.014076-0.021174i,0.010992-0.035019i,0.024897-0.053871i,0.024633-0.062588i,0.0061217-0.051244i,-0.019678-0.022316i,-0.0341+0.006897i,-0.034339+0.016596i,-0.029401+0.0087602i
0.0064662-0.031616i,-0.020211-0.088314i,-0.086063-0.13088i,-0.14234-0.11848i,-0.13076-0.079328i,-0.065436-0.058519i,-0.016822-0.044701i,-0.0024908-0.0083428i,0.013425+0.027715i,0.041242+0.028563i,0.054571+0.010973i,0.044771+0.012277i,0.02687+0.030888i,0.016145+0.040888i,0.016689+0.030904i,0.006267+0.0064592i,-0.023926-0.01607i,-0.048858-0.02241i,-0.047919-0.0093788i,-0.022942+0.0084916i,0.0047568+0.014169i,0.014281+0.011067i,0.0088846+0.0087154i
-0.016425+0.038551i,-0.021554+0.11013i,0.008758+0.19185i,0.048416+0.21237i,0.039482+0.15981i,-0.022763+0.085449i,-0.057383+0.03442i,-0.040747+0.011384i,-0.0088569-0.0009449i,0.0073552-0.016597i,0.0062622-0.02348i,0.020633-0.015777i,0.044505-0.014167i,0.0436-0.029223i,0.018668-0.044504i,-0.00841-0.030297i,-0.022213+0.010007i,-0.022063+0.040068i,-0.012998+0.040695i,-0.0049408+0.021665i,-0.0033779+0.0037214i,-0.0011113-0.0035729i,0.0018063-0.0030533i
0.041976-0.027159i,0.088923-0.096068i,0.11415-0.18583i,0.081698-0.22091i,0.031135-0.16154i,0.014145-0.065695i,0.0064584-0.0083456i,-0.0066581+0.002156i,-0.022491-0.0038846i,-0.031531+0.0024209i,-0.021818+0.0063374i,-0.014786-0.010591i,-0.025186-0.027408i,-0.045334-0.018831i,-0.059775+0.0066898i,-0.043608+0.023708i,-0.0027557+0.024213i,0.028704+0.016888i,0.034712+0.011653i,0.028571+0.014358i,0.024852+0.017176i,0.020226+0.01318i,0.014444+0.0071257i
-0.043433+0.01361i,-0.12792+0.045212i,-0.20252+0.10124i,-0.18699+0.13415i,-0.086091+0.095902i,0.0087439+0.035996i,0.065343+0.0045304i,0.082145-0.014971i,0.069884-0.020474i,0.051087-0.020851i,0.024485-0.024579i,-0.0092223-0.014643i,-0.022629+0.0081374i,9.0802e-06+0.028981i,0.033202+0.037141i,0.042956+0.019959i,0.028616-0.012399i,0.012168-0.032539i,0.0089427-0.034296i,0.014503-0.034881i,0.012573-0.040633i,0.0020402-0.040453i,-0.0049158-0.03287i
0.0591+0.015403i,0.15396+0.028166i,0.25228+0.015285i,0.24454-0.022712i,0.12267-0.03718i,0.01737-0.038129i,-0.025629-0.056614i,-0.035879-0.059066i,-0.023479-0.051654i,-0.015747-0.046382i,-0.020808-0.024371i,-0.012491-0.0011429i,0.0036047-0.001685i,0.012609-0.023176i,0.012685-0.042186i,-0.00095093-0.036812i,-0.019524-0.017454i,-0.029508-0.0050682i,-0.031652-0.0051457i,-0.035659-0.010362i,-0.042614-0.008121i,-0.042345+0.00063714i,-0.035685+0.0075904i
-0.041089-0.045774i,-0.12362-0.10935i,-0.21557-0.14954i,-0.23548-0.10976i,-0.17631-0.029188i,-0.12928+0.037643i,-0.10658+0.087027i,-0.070663+0.098639i,-0.045452+0.072042i,-0.034126+0.048138i,-0.01535+0.036365i,-0.00042474+0.022335i,-0.0030677+0.01217i,-0.025289+0.010482i,-0.045067+0.015037i,-0.037574+0.025748i,-0.01687+0.039017i,-0.0040071+0.044519i,-0.00057605+0.040155i,0.00050456+0.036219i,0.0058293+0.035615i,0.013398+0.03222i,0.017126+0.027122i
0.023606+0.061934i,0.064927+0.15989i,0.12502+0.23969i,0.16745+0.20922i,0.17237+0.11173i,0.16893+0.041137i,0.15459-0.0025063i,0.10305-0.034063i,0.047317-0.035671i,0.025298-0.025711i,0.019017-0.025317i,0.013365-0.018389i,0.013846-0.0023161i,0.020479+0.015942i,0.028666+0.024025i,0.035295+0.011197i,0.03861-0.0062963i,0.037267-0.011i,0.031315-0.0044859i,0.02584-0.0004115i,0.021524-0.0062593i,0.01605-0.010685i,0.014127-0.011596i
0.0085568-0.065856i,0.020262-0.1774i,0.017979-0.28861i,-0.019613-0.30061i,-0.059601-0.22917i,-0.0723-0.16934i,-0.078517-0.13373i,-0.08254-0.086877i,-0.070834-0.042392i,-0.054553-0.019824i,-0.041305-0.010568i,-0.027637-0.010788i,-0.011984-0.01944i,0.0039408-0.031214i,0.0091858-0.038866i,0.00018756-0.041107i,-0.0098926-0.043511i,-0.011288-0.041942i,-0.005543-0.034239i,-0.0026662-0.024967i,-0.0058793-0.01521i,-0.0079473-0.0082219i,-0.0074225-0.0070428i
-0.038681+0.059535i,-0.10247+0.14709i,-0.16841+0.23674i,-0.17426+0.25981i,-0.13672+0.22483i,-0.10924+0.18443i,-0.068664+0.15657i,-0.008265+0.12014i,0.022974+0.080533i,0.024517+0.06099i,0.022216+0.052732i,0.01673+0.039026i,0.00069823+0.019958i,-0.020302+0.0088785i,-0.032098+0.01548i,-0.031486+0.03145i,-0.025033+0.037009i,-0.01674+0.023506i,-0.011546+0.0036521i,-0.010344-0.0055363i,-0.0063472-0.0036689i,-0.0011376-0.0024528i,-0.0022855-0.0025128i
0.059188-0.035903i,0.15406-0.079807i,0.25678-0.1183i,0.28031-0.13105i,0.23076-0.12181i,0.18218-0.09016i,0.1419-0.062433i,0.090546-0.049921i,0.052045-0.039032i,0.036842-0.036196i,0.029176-0.03801i,0.020591-0.028031i,0.012588-0.0048253i,0.012363+0.016645i,0.025054+0.022628i,0.039481+0.016992i,0.039497+0.011974i,0.02397+0.010032i,0.0040343+0.010673i,-0.0044869+0.013482i,-0.002038+0.012449i,-0.00036612+0.0063534i,-0.00087956+0.0015868i
-0.062038+0.0068871i,-0.16174-0.0040587i,-0.26415-0.034861i,-0.28723-0.055504i,-0.22819-0.053452i,-0.15221-0.055272i,-0.10334-0.051283i,-0.072982-0.025986i,-0.044815-0.0024911i,-0.028548+0.00087492i,-0.026569-0.0054534i,-0.024509-0.0075184i,-0.01403-0.0064354i,-0.0010469-0.017291i,9.0303e-06-0.043849i,-0.010618-0.064935i,-0.019945-0.062136i,-0.021032-0.03593i,-0.011382-0.0064206i,0.0038052+0.0028256i,0.010687-0.0029548i,0.0077662-0.0051209i,0.0049285-0.0027558i
