-0.0022352+0.0024473i,-0.0018043+0.002209i,-0.0016113+0.0014503i,-0.0012043+0.00092212i,-0.0004439+0.0010033i,-0.0010091+0.00089697i,-0.0012373+0.0016478i,-0.00055228+0.0016247i,0.00048423+0.0013914i,0.00069724+0.0012831i,0.00052976+0.00033629i,0.0011736-0.00076644i,0.00085976-0.0019849i,5.6834e-05-0.0021276i,-0.00021478-0.00040863i,-0.00042237+3.1261e-05i,-0.00052958-0.00020174i,-0.00052526-0.00029034i,-7.6197e-06-0.00049517i,0.00034787+0.00018873i,0.00042351+2.3469e-05i,0.00023314-0.00038182i,-0.00026131+0.00022043i
-0.0023196+0.0093022i,-0.0078754+0.017648i,-0.018112+0.025791i,-0.019113+0.024741i,-0.0090291+0.013566i,-0.0048838+0.0041523i,-0.005403+0.00025618i,-0.0052088+0.00024763i,-0.0058645+0.0019707i,-0.0050634+0.0027064i,-0.0016857+0.0013025i,0.00022817-0.0017497i,-0.0011097-0.003457i,-0.0031282-0.0024595i,-0.003039-0.0014754i,-0.0022577-0.00064048i,-0.0028983+0.00094748i,-0.0048111+0.0030408i,-0.0056138+0.0043897i,-0.0039874+0.0041479i,-0.0025493+0.0026448i,-0.0021124+0.00053598i,-0.0024977+0.00025805i
-0.0054803-0.0095634i,-0.0095522-0.022422i,-0.006065-0.039017i,0.0012287-0.042581i,0.0029096-0.028677i,0.0020729-0.013829i,0.00096653-0.00070039i,0.00086203+0.010613i,0.0010105+0.013375i,0.00029431+0.01007i,-0.0010365+0.0077517i,-0.00071008+0.0064163i,0.001351+0.0036247i,0.0022294+0.00084616i,0.0018985+0.00056936i,0.00067788+0.00031882i,-0.0014438-0.00061521i,-0.0043353-0.00074215i,-0.0058675+0.00019537i,-0.0043342+0.0016254i,-0.0014227+0.0016192i,0.00010393+0.00073834i,0.00052154+5.2474e-05i
0.013447+0.0036469i,0.027771+0.0092135i,0.032236+0.020255i,0.019668+0.026128i,0.0056579+0.016561i,0.0015915+0.012297i,0.0025771+0.014175i,0.0035507+0.0098431i,0.0032931+0.0029727i,0.0016537-0.0023432i,-6.0057e-05-0.0031702i,3.8122e-05-0.0019156i,0.00096143-0.0021726i,0.0017755-0.0020329i,0.00274-0.001924i,0.0022454-0.0024306i,0.00089616-0.0032952i,7.6748e-05-0.0054625i,-0.00090623-0.0068115i,-0.00027504-0.0046566i,0.00047428-0.0016718i,0.00051279-0.00019833i,0.00017309-0.00071029i
-0.0048057+0.0096158i,-0.020693+0.020232i,-0.034884+0.021157i,-0.032375+0.014194i,-0.02099+0.014472i,-0.018849+0.0076831i,-0.023217-0.0051646i,-0.024455-0.0096307i,-0.019278-0.0078879i,-0.010841-0.0051895i,-0.0040877-0.0038851i,-0.0002121-0.002209i,0.0011133-0.00051975i,-0.00027518+0.00070514i,-0.0025841+0.0017043i,-0.0023028+0.00089231i,0.00046296-0.0010881i,0.0029808-0.0026678i,0.0030647-0.0035239i,-0.00038002-0.0033218i,-0.0031788-0.0021648i,-0.0025453-0.0010885i,-0.00089376-0.00018193i
-0.0022875-0.0096567i,0.0023423-0.03124i,0.01384-0.048608i,0.026391-0.047517i,0.025657-0.041043i,0.011843-0.032999i,-0.0035281-0.022679i,-0.010454-0.011754i,-0.0074744-0.0021944i,-0.0017212+0.0016767i,-0.00039945+0.0022136i,-0.0018004+0.0019919i,-0.0018659+0.0021183i,-0.0013256+0.0032702i,-0.00041781+0.0032048i,0.00060242+0.0027866i,0.0013289+0.0036057i,0.001957+0.0041735i,0.0023817+0.0026277i,0.002237+0.0006007i,0.00073766+0.0002341i,0.000218+0.00080817i,0.0013138+0.00085571i
0.014978+0.011682i,0.028372+0.027937i,0.033669+0.041304i,0.018366+0.035535i,0.0051432+0.020141i,0.0087869+0.0067856i,0.017742-0.00051435i,0.022473-0.0027333i,0.020821-0.0024653i,0.014322-0.00088285i,0.007111-0.00033462i,0.0022039+8.355e-06i,-0.001006+0.00075664i,-0.0029766+0.00063687i,-0.0018211-0.00025162i,-0.00026144-0.00024545i,-0.0002586+0.0009425i,-0.00031258+0.0020116i,0.0010702+0.0029973i,0.002026+0.0025707i,0.0011104+0.00035898i,-0.00010527-0.0011973i,-0.00074155-0.0015204i
-0.014318+0.0092867i,-0.035209+0.014205i,-0.052998+0.016414i,-0.046359+0.018081i,-0.030413+0.018573i,-0.017413+0.015533i,-0.0031123+0.0068533i,0.0038519-0.0031021i,0.00061801-0.0055712i,-0.0032801-0.0028568i,-0.0019955-0.00097344i,0.0011859-0.0019366i,0.0012925-0.0033772i,-0.0007757-0.0027958i,-0.0019961-0.00096335i,-0.0027575-0.000193i,-0.0037392-0.0011356i,-0.0033342-0.0014326i,-0.0028115-0.00035345i,-0.0027531-0.00085653i,-0.0020515-0.0031319i,-0.0018676-0.0031619i,-0.0018696-0.0010208i
0.00014611-0.015338i,0.012416-0.036701i,0.030627-0.056285i,0.038682-0.054703i,0.037174-0.034777i,0.023819-0.019407i,0.0016451-0.0072278i,-0.010061+0.0063975i,-0.010949+0.010878i,-0.0080073+0.0060877i,-0.0049635+0.0013485i,-0.00288-0.00098791i,-0.00087746-0.0021676i,-0.00060762-0.0018645i,-0.00092774-0.0012911i,-0.00073839-0.00090034i,-0.0012952-0.0011752i,-0.0027762-0.0016967i,-0.0038871-0.00029973i,-0.0021508+0.0016169i,0.0010675+0.0018776i,0.0028699+0.0019581i,0.0018719+0.00086055i
0.010314+0.014288i,0.021122+0.037577i,0.022936+0.062483i,0.0094302+0.05561i,-0.0056971+0.022772i,-0.0078374+0.012523i,-0.0072422+0.020827i,-0.0089304+0.022954i,-0.0038288+0.017539i,0.0011816+0.0087891i,0.0009156+0.002892i,0.0014762+0.00093827i,0.0027723+0.00027729i,0.0030282-0.00076675i,0.0029366-0.0021777i,0.0026001-0.0018204i,0.0020112-0.00090729i,0.0010043-0.0012925i,-0.00076822-0.0019689i,-0.0015152-0.00081009i,0.0005781+0.00077609i,0.0023337+0.0014333i,0.0022285+0.0010998i
-0.018904+0.0043288i,-0.046374+0.0045862i,-0.070985-0.0042146i,-0.067704-0.0059914i,-0.047871+0.0055487i,-0.03808+0.00060445i,-0.031983-0.013434i,-0.021042-0.018396i,-0.010492-0.015389i,-0.0015621-0.007915i,0.0033737-0.0019184i,0.0047908+0.0013416i,0.0042915+0.0031634i,0.0022712+0.0029776i,-0.00017732+0.0017713i,-0.0013208+0.0011178i,0.00070788+0.00077864i,0.0024584-0.00039227i,0.00093253-0.0027316i,-0.001975-0.0039405i,-0.0037988-0.0026324i,-0.0037311-0.00065368i,-0.0030471+0.00013069i
0.011193-0.025292i,0.032485-0.053087i,0.064677-0.068532i,0.079681-0.057729i,0.064149-0.039174i,0.043392-0.029002i,0.02427-0.032223i,0.0048078-0.030822i,-0.0027944-0.019881i,-0.0013363-0.010999i,-0.0014695-0.0049695i,-0.0022558-0.0015795i,-0.0025201-0.0016657i,-0.0011861-0.0019032i,-0.00033263-1.5839e-05i,-0.001018+0.0011181i,-0.00037608+0.00093464i,0.00063747+0.00027852i,0.00074432-9.9815e-05i,0.00053147-0.0001599i,3.1896e-05+0.00032121i,-0.00048927+0.00077898i,-0.0010594-5.2284e-05i
0.011528+0.020583i,0.017322+0.059274i,0.0060474+0.087741i,-0.014585+0.07378i,-0.011273+0.037734i,0.0050338+0.017432i,0.013997+0.012703i,0.015374+0.0083202i,0.0092111+0.0048205i,0.00056069+0.003715i,-0.0037422+0.0030936i,-0.0031306+0.0025929i,-0.001665+0.0021293i,-0.00042627+0.0022663i,0.00096986+0.0026746i,0.0014151+0.0021422i,-0.00070392+0.0013446i,-0.0025702+0.0009635i,-0.0015645-4.3741e-05i,-0.0012737-0.00095384i,-0.0026106-0.0019839i,-0.003176-0.0028381i,-0.002336-0.0026823i
-0.023177-0.0014429i,-0.059488-0.016691i,-0.084307-0.031293i,-0.077138-0.023672i,-0.06678-0.0033384i,-0.052986+0.0052365i,-0.026712+0.0084138i,-0.0058685+0.01239i,0.0013391+0.010137i,-0.00070271+0.006287i,-0.0020613+0.0034808i,-0.0014539+0.0011722i,-0.0020788+0.0017889i,-0.0028234+0.0038324i,-0.0040483+0.0032309i,-0.0051505+0.0012229i,-0.0037833+0.00021342i,-0.0011105+0.00016196i,0.0014219-0.00060233i,0.0027254-0.0027863i,0.0024496-0.0048423i,0.0009846-0.0049652i,0.00016409-0.0030589i
0.024503-0.021386i,0.065945-0.042792i,0.10354-0.055258i,0.10567-0.043848i,0.085759-0.020665i,0.054125-0.0026683i,0.022343+0.0064355i,0.0077717+0.010585i,0.0064626+0.0087293i,0.0076239+0.0019259i,0.005969-0.0045744i,0.0035344-0.008117i,0.0024689-0.008982i,0.0012045-0.0078654i,-0.0009502-0.0050208i,-0.00078639-0.0022496i,0.001633-0.0011485i,0.0038063-0.00067725i,0.0051855+0.00092687i,0.0061482+0.0023974i,0.0058535+0.001895i,0.0051638+0.001172i,0.0046426+0.0012191i
0.0061859+0.029786i,-0.0067862+0.071883i,-0.026122+0.099161i,-0.037339+0.069775i,-0.033832+0.020084i,-0.019438+0.0034714i,-0.015508+0.0067192i,-0.02054+0.0099194i,-0.01427+0.0078602i,-0.0045878+0.00033661i,-0.0020987-0.0031952i,0.0002693-0.0010246i,0.0033189+0.0013024i,0.0033579+0.0023275i,0.0037453+0.0028267i,0.0040744+0.0025893i,0.0015772+0.0013489i,-0.00073895+0.002626i,-0.002558+0.0061333i,-0.0034243+0.0057052i,-0.0020459+0.0036488i,-0.00067944+0.0031879i,8.486e-05+0.0038715i
-0.026243-0.0081226i,-0.055256-0.039215i,-0.079548-0.067743i,-0.081538-0.053123i,-0.072421-0.022964i,-0.069804-0.022615i,-0.060199-0.030448i,-0.042897-0.029191i,-0.028782-0.0194i,-0.017521-0.0059841i,-0.0076511+0.0022809i,-0.0023112+0.0047967i,-0.0025259+0.0048648i,-0.0048593+0.005121i,-0.0057345+0.0043395i,-0.0044729+0.0019386i,-0.0036315+0.0022346i,-0.0047372+0.005737i,-0.0057983+0.0069661i,-0.0039681+0.0052848i,-0.0016605+0.0030466i,-0.0021352+0.0013383i,-0.0048394+0.0012577i
0.034435-0.01056i,0.086367-0.018967i,0.14614-0.019266i,0.1646-0.013415i,0.13438-0.0031545i,0.096929-0.0040876i,0.061566-0.017949i,0.030666-0.018349i,0.013625-0.0071378i,0.0080434+0.00086269i,0.0050076+0.0033171i,0.0010278+0.00080892i,-0.0021549-0.0028966i,-0.0039004-0.0060093i,-0.0038019-0.005324i,-0.0025124-0.0012655i,-0.002282+0.0012664i,-0.003628+7.8464e-05i,-0.004931-0.0020394i,-0.0050987-0.00083984i,-0.0034308+0.00096351i,-0.0017399+3.9387e-05i,-0.0017993-0.0022977i
-0.010629+0.037953i,-0.035049+0.082779i,-0.072484+0.11307i,-0.083645+0.085901i,-0.048639+0.027635i,-0.0089147+0.011864i,0.015072+0.025592i,0.02304+0.021926i,0.019227+0.01131i,0.011372+0.0045767i,0.0021899-0.00052314i,-0.0028656-0.00074408i,-0.0015625+0.00059625i,3.9183e-05+0.00098383i,0.00045087+0.0019118i,0.00019476+0.0016239i,-0.0029826-0.0010197i,-0.0078625-0.0057663i,-0.010753-0.0094231i,-0.010311-0.0078727i,-0.0072361-0.0045652i,-0.003852-0.0029222i,-0.0015591-0.0019612i
-0.024751-0.027198i,-0.05369-0.070463i,-0.073434-0.10665i,-0.083624-0.086083i,-0.097834-0.030075i,-0.094038-0.0096751i,-0.067208-0.0081377i,-0.03407-0.00080505i,-0.014951-0.0040973i,-0.012887-0.0099719i,-0.011346-0.0065885i,-0.0076362-0.0033357i,-0.0059896-0.0023338i,-0.0042101+0.00019807i,-0.0036628+0.00059731i,-0.0045096-0.0029428i,-0.0047363-0.0062631i,-0.0019031-0.0089998i,0.0032507-0.010257i,0.004859-0.0083059i,0.0028398-0.0056595i,0.0014951-0.0037726i,0.0012-0.0036727i
0.043148+0.005088i,0.10855+0.011887i,0.16868+0.025654i,0.18238+0.037431i,0.15494+0.034455i,0.10529+0.030064i,0.053921+0.020024i,0.018164+0.011867i,0.0056178+0.0094725i,0.0054531+0.0042002i,0.0054702-0.00093505i,0.0060986-0.0046717i,0.0048479-0.0088018i,0.0025757-0.010832i,0.0019383-0.0088114i,0.0028434-0.00483i,0.0073443-0.0033185i,0.013616-0.0036579i,0.017232-0.0033192i,0.014575-0.0031512i,0.0084241-0.0025061i,0.0051506-0.00078759i,0.0056334-0.00010453i
-0.029899+0.02955i,-0.078061+0.072842i,-0.12466+0.088782i,-0.12268+0.038992i,-0.074126-0.019008i,-0.031118-0.033443i,-0.020837-0.015842i,-0.022303+0.0038625i,-0.013876+0.013509i,0.0018873+0.013311i,0.0094565+0.0072355i,0.0074053+0.0037657i,0.0053158+0.0033606i,0.0047065+0.0035125i,0.0037817+0.0040672i,0.0045094+0.0035061i,0.0066808+0.002625i,0.0085397+0.004545i,0.0076674+0.0073664i,0.0049792+0.0054778i,0.0020802+0.0011546i,-0.00012601+0.00062602i,-0.0001056+0.0043913i
-0.0098972-0.045419i,-0.023268-0.10848i,-0.039671-0.14552i,-0.063684-0.10518i,-0.096746-0.048527i,-0.10752-0.033725i,-0.082055-0.039691i,-0.048819-0.038696i,-0.027072-0.025651i,-0.015711-0.010363i,-0.0083857-0.0026908i,-0.0023969+0.0009468i,0.0015348+0.0053321i,0.0035366+0.0084246i,0.0036098+0.0067264i,0.0020439+0.0036899i,-0.00045563+0.0048143i,-0.0028469+0.010889i,-0.0028375+0.016606i,-0.00081759+0.015626i,-0.00020234+0.0095403i,-0.0017948+0.0040016i,-0.003495+0.0018741i
0.042299+0.024819i,0.11123+0.059446i,0.18733+0.084811i,0.21528+0.085806i,0.19432+0.083729i,0.15549+0.063462i,0.10918+0.021286i,0.066557-0.0017828i,0.035709-0.0060394i,0.014783-0.0062846i,0.0032464-0.0016591i,0.0004354+0.0024803i,0.00051972+0.0019887i,-0.00051118-0.00090471i,-0.0023804-7.645e-05i,-0.0035437+0.0049259i,-0.004795+0.0093394i,-0.0064838+0.01011i,-0.0091316+0.0089431i,-0.008588+0.0079724i,-0.0044809+0.0057929i,-0.0014398+0.0021492i,-2.6355e-05-0.0013801i
-0.036675+0.015376i,-0.10243+0.045059i,-0.16415+0.064363i,-0.15146+0.031223i,-0.078595-0.030019i,-0.015805-0.030173i,0.017066+0.014428i,0.023657+0.024862i,0.012978+0.01485i,0.0026668+0.012544i,-0.0012673+0.0097576i,-0.005196+0.0052597i,-0.0081274+0.0041214i,-0.0080353+0.0050936i,-0.0066836+0.0059871i,-0.0071171+0.0042168i,-0.0099754+0.0010506i,-0.014827-0.0023946i,-0.019351-0.0066601i,-0.018176-0.0085704i,-0.010849-0.0060887i,-0.0051588-0.0028572i,-0.0036389-0.00063519i
0.0057044-0.048634i,0.013591-0.11566i,-0.0011141-0.1631i,-0.062192-0.12944i,-0.13215-0.052809i,-0.15362-0.023921i,-0.12953-0.022556i,-0.083455-0.0073063i,-0.04372-0.0017264i,-0.02366-0.0050655i,-0.012456-0.0065115i,-0.0052073-0.0066711i,-0.0033552-0.0037361i,-0.0031814+0.0014629i,-0.0020004+0.0015827i,-0.0021882-0.0045307i,-0.0055383-0.011176i,-0.0085546-0.015863i,-0.0090013-0.016313i,-0.0071645-0.011723i,-0.0039113-0.0061531i,-0.00084487-0.0039376i,-0.00014451-0.0053191i
0.028207+0.044913i,0.082516+0.099052i,0.15537+0.14469i,0.20157+0.14486i,0.19155+0.10966i,0.14169+0.074642i,0.080139+0.037673i,0.029916+0.013223i,0.0153+0.0081148i,0.016433-0.0019992i,0.01038-0.0090615i,0.0062558-0.0068995i,0.0039412-0.0086283i,-0.00069027-0.011962i,-0.0039679-0.010052i,-0.0032657-0.0053227i,0.0011246-0.0045487i,0.0070603-0.0087055i,0.01069-0.013493i,0.0093737-0.014772i,0.0055585-0.010992i,0.0040559-0.0055002i,0.0058371-0.0020377i
-0.04056-0.00045965i,-0.11228+0.0041786i,-0.17763-0.0057654i,-0.15991-0.048524i,-0.074893-0.087429i,-0.012492-0.083797i,0.0016601-0.044682i,0.00094322-0.013059i,-0.00086681-0.0013627i,0.0011442+0.0071524i,0.0040165+0.010561i,0.003596+0.0060027i,0.0017035-0.0028432i,-0.0019172-0.0083668i,-0.0040396-0.0059293i,-0.0013156-0.0014159i,0.0049853+0.00095928i,0.011371-0.00053777i,0.013622-0.0047675i,0.011887-0.0068269i,0.0079299-0.0052954i,0.0030957-0.0008124i,-0.00078446+0.0051626i
0.036042-0.041431i,0.072053-0.10405i,0.068414-0.14906i,-0.0084173-0.12139i,-0.10109-0.061767i,-0.13148-0.032007i,-0.09761-0.03265i,-0.053544-0.03622i,-0.03049-0.028098i,-0.021683-0.012205i,-0.011599-0.0024903i,-0.001142-0.00026534i,0.0056849+0.004346i,0.0098057+0.0086855i,0.010559+0.0063682i,0.0092265+0.0019106i,0.007605+0.00097756i,0.0077061+0.0059877i,0.010824+0.012646i,0.013368+0.013303i,0.010598+0.0094236i,0.0050625+0.0048621i,0.00028501+0.00048163i
-0.0046778+0.052681i,0.023301+0.12133i,0.099983+0.18179i,0.17791+0.19332i,0.19957+0.16823i,0.17615+0.11344i,0.12789+0.04693i,0.073514+0.012832i,0.040212+0.0064954i,0.025428-0.00049606i,0.011463-0.0036017i,0.0025064+0.0033292i,0.0027374+0.0065813i,0.0063912+0.001704i,0.0063429-0.0013697i,0.0010543+0.0014854i,-0.0032931+0.0076845i,-0.0030346+0.013759i,-0.00032185+0.016303i,0.0020829+0.014232i,0.0012449+0.0075758i,-0.00042541+0.00035336i,0.00039422-0.0034652i
-0.022027-0.014333i,-0.082341-0.029887i,-0.15163-0.040197i,-0.14845-0.058899i,-0.077768-0.091492i,-0.026129-0.077084i,-0.0067906-0.011449i,0.0060202+0.027232i,0.0078065+0.026482i,0.0033951+0.018685i,0.0005243+0.011854i,-0.0054144+0.0051568i,-0.0097772+0.00038891i,-0.010531-0.0021301i,-0.0096953-0.0017157i,-0.0082149-0.00062113i,-0.008415+0.00055002i,-0.010015+0.0023707i,-0.011987+0.0043192i,-0.012737+0.0058748i,-0.010187+0.0040446i,-0.0082607+0.0012107i,-0.0070651+0.0016841i
0.047901-0.021727i,0.091718-0.055576i,0.0819-0.10274i,-0.023363-0.10765i,-0.14115-0.045671i,-0.17744+0.0066544i,-0.1469+0.01549i,-0.09801+0.01359i,-0.055253+0.0073063i,-0.030605+0.00060317i,-0.014185-0.0014617i,-0.0016283-0.0031145i,-0.00037374+0.00099183i,-0.0011704+0.010834i,0.0031809+0.015119i,0.0073136+0.0080559i,0.0060883-0.0015383i,-0.0018657-0.004881i,-0.011059-0.0020462i,-0.013881+0.0020469i,-0.0093954+0.0035052i,-0.0027757+0.0022823i,0.00063525-0.0010876i
-0.046484+0.034873i,-0.051651+0.082984i,0.01181+0.14247i,0.11381+0.16547i,0.17286+0.12075i,0.16023+0.052499i,0.097301-0.0057294i,0.035319-0.027179i,0.011647-0.016646i,0.010588-0.012374i,0.0067383-0.011572i,0.0039909-0.0050607i,0.0040739-0.0028727i,0.0028491-0.00062843i,0.0010258+0.004423i,-0.00048207+0.0061105i,-0.00055091+0.0040055i,-0.0018586+0.0010313i,-0.0044108-0.0024518i,-0.0058831-0.0059418i,-0.0046-0.0069402i,0.0007884-0.0062147i,0.0064057-0.0048593i
0.0077614-0.018569i,-0.025999-0.04077i,-0.081243-0.075168i,-0.091612-0.10983i,-0.048274-0.12701i,-0.010868-0.11664i,0.0090985-0.074329i,0.013729-0.039461i,0.0046159-0.02182i,0.00017084-0.0043165i,0.00063081+0.0045835i,-0.0019721+0.0018222i,-0.0035581-0.0062861i,-0.0079711-0.014804i,-0.015767-0.01467i,-0.015892-0.0073479i,-0.0089314-0.0016546i,-0.0023147-0.0037306i,0.00095186-0.011343i,0.0014714-0.013583i,0.0020232-0.010447i,0.00049486-0.0060093i,-0.0027326+5.975e-05i
0.048797+0.011232i,0.099739+0.0014629i,0.10723-0.02945i,0.028921-0.041853i,-0.076896+0.0030024i,-0.11486+0.053273i,-0.082617+0.050363i,-0.033892+0.022744i,-0.011331+0.002888i,-0.0087086-0.0015543i,-0.0019997+0.0015387i,0.0069208+0.0020324i,0.0081782+0.0030304i,0.0059916+0.0046046i,0.0050061+0.0041125i,0.0034788+0.0041239i,0.0018744+0.0031436i,0.0014098-8.6294e-06i,0.0026582-0.0019355i,0.0033037-0.002449i,0.0010824+0.00084875i,-0.00030642+0.0053082i,-0.0014538+0.0046454i
-0.077308-0.01982i,-0.10016+0.0032062i,-0.043165+0.0749i,0.071246+0.14174i,0.1575+0.12951i,0.16888+0.064042i,0.12109+0.013976i,0.059476+0.0026922i,0.03374+0.0074372i,0.026367-2.4686e-05i,0.0099824-0.0037879i,-4.1455e-05+0.0034967i,0.0026042+0.0069773i,0.0087317+0.0065257i,0.009981+0.0037486i,0.0047989-0.0010139i,8.8087e-05-0.0016778i,-0.00057757+0.00049765i,0.0015444+0.0030443i,0.0037504+0.0029458i,0.0025671+0.00034725i,1.5789e-05+0.0011031i,0.0015017+0.0021631i
0.041861+0.013836i,0.025775+0.0068246i,-0.029418-0.015657i,-0.071058-0.049687i,-0.072846-0.086416i,-0.063136-0.089497i,-0.050244-0.036965i,-0.019972+0.013383i,-0.0040669+0.020325i,-0.0050697+0.013394i,-0.0047846+0.0063565i,-0.0077943-0.00075291i,-0.0088982-0.0042035i,-0.0068869-0.0075788i,-0.0062117-0.011413i,-0.0051703-0.012875i,-0.003808-0.011789i,-0.0011592-0.008484i,0.0025161-0.0037886i,0.0036857-0.0010018i,0.001976-0.0018388i,-0.0029042-0.0053243i,-0.007269-0.0049436i
0.022459+0.043958i,0.048747+0.063842i,0.027009+0.026588i,-0.059794-0.025653i,-0.14207+0.0026557i,-0.1528+0.072094i,-0.10853+0.079531i,-0.074738+0.041516i,-0.051+0.019343i,-0.025779+0.013413i,-0.0078732+0.0073936i,0.0015279+0.0012332i,0.002571+0.00066248i,0.0015491+0.0054901i,0.0047883+0.0091199i,0.0083607+0.0087087i,0.0077589+0.0068208i,0.0039955+0.0031486i,-0.0015415-0.0011896i,-0.005223-0.00065299i,-0.0043533+0.001923i,-0.0027006+0.0013873i,-0.0023772-0.00047963i
-0.063739-0.10506i,-0.094615-0.14957i,-0.046496-0.10039i,0.068287-0.0032698i,0.16398+0.020618i,0.17268-0.040754i,0.093601-0.095294i,0.014502-0.084612i,-0.0093087-0.043815i,-0.0034767-0.021309i,-0.0012641-0.010715i,-0.00081713-0.0023883i,0.002336+0.0001683i,0.0040684+0.0049049i,0.0046287+0.0113i,0.0042805+0.012385i,0.0021792+0.011288i,0.0014246+0.010007i,0.0019858+0.0063765i,0.0024746+0.00033756i,0.0027984-0.0034625i,0.0034578-0.0037463i,0.004596-0.002867i
0.054956+0.07491i,0.083417+0.10181i,0.071443+0.07411i,0.038171+0.0078959i,0.0090285-0.056495i,-0.010303-0.079311i,-0.00052182-0.056958i,0.017673-0.033633i,0.013275-0.023689i,0.0033488-0.012258i,0.0031749-0.0065572i,0.00038674-0.0067117i,-0.0046005-0.0048492i,-0.01065-0.0079024i,-0.01601-0.010473i,-0.014422-0.0088691i,-0.0093851-0.0075873i,-0.0046383-0.0057321i,0.001933-0.0035192i,0.006312-0.0016233i,0.006347-0.0019896i,0.0044429-0.0038933i,0.0013451-0.0038083i
-0.012417+0.058132i,-0.022435+0.1006i,-0.029645+0.069615i,-0.052393-0.00034221i,-0.092002+0.02208i,-0.089498+0.10446i,-0.030504+0.12729i,0.021749+0.080263i,0.028252+0.029426i,0.014084+0.01102i,0.010051+0.010109i,0.011372+0.0057369i,0.0055414+8.7037e-05i,-0.00068506-2.527e-05i,-0.0022154+0.0026522i,-0.002346+0.0030634i,-0.0045545+0.00042165i,-0.0065991-0.0023903i,-0.0052926-0.00081004i,-0.0034455+0.0023532i,-0.0026421+0.0051708i,-0.0010509+0.0071894i,-0.00071759+0.0069039i
0.0042586-0.17175i,0.0099863-0.27456i,0.02293-0.21361i,0.051202-0.039046i,0.095167+0.030682i,0.10719-0.020625i,0.05508-0.059157i,0.00043243-0.036544i,-0.0064051-0.0063611i,-0.0034658-0.0033087i,-0.014543-0.0011332i,-0.013929+0.0057487i,-0.0018155+0.0052731i,0.0059777+0.0055238i,0.0088445+0.0044703i,0.0069069+0.0017794i,0.0044092+0.0002648i,0.003637+0.0016154i,0.003084+0.0061741i,0.0035061+0.0070533i,0.0013447+0.0042699i,-0.0012861+0.0034354i,-0.0004817+0.0045654i
0.001484+0.15033i,0.015308+0.25557i,0.01335+0.26679i,-0.013225+0.1725i,-0.044684+0.065048i,-0.067397+0.0035789i,-0.067521-0.00038002i,-0.043955+0.022628i,-0.018606+0.028218i,-0.00469+0.013104i,0.00082587-0.0028885i,-0.0015648-0.0079856i,-0.0051712-0.0075317i,-0.0067228-0.011804i,-0.0089501-0.014656i,-0.0062289-0.010414i,0.0020141-0.0035142i,0.0064207+0.0011691i,0.0026437+0.0053084i,-0.0010776+0.0081792i,0.0002513+0.0042752i,-0.00080703-0.0036563i,-0.0050189-0.0075173i
-0.052443+0.045869i,-0.11327+0.057258i,-0.13712+2.781e-05i,-0.1034-0.086411i,-0.072167-0.082761i,-0.049797+0.0062597i,-0.02025+0.055862i,-0.0046946+0.033203i,-0.0024837+0.0086566i,0.0066016+0.0054986i,0.014867+0.0022645i,0.01391-0.0027272i,0.0083899-0.0055103i,0.002337-0.0032089i,0.0021338+0.0032245i,0.0042964+0.0088434i,0.00065366+0.0096983i,-0.0069395+0.0051417i,-0.014294-0.0014697i,-0.016126-0.0046166i,-0.010954-0.002383i,-0.0039826+3.9616e-05i,-0.0011173+0.0009491i
0.11458-0.20504i,0.20007-0.36081i,0.20238-0.37964i,0.13117-0.24652i,0.096028-0.13477i,0.083839-0.12656i,0.035096-0.1379i,-0.020246-0.10129i,-0.035329-0.048561i,-0.024545-0.020293i,-0.016286-0.0098923i,-0.011625-0.0035138i,-0.0040993+0.0025245i,0.0052355+0.008729i,0.0090215+0.010476i,0.0051784+0.0073199i,-0.0003837+0.0039533i,-0.0036629+0.00089977i,-0.0045435-0.0022394i,-0.0048802-0.0040386i,-0.0038189-0.0026048i,-0.00028558+0.00081547i,0.0025547+0.0019311i
-0.086781+0.16963i,-0.11519+0.32578i,-0.072399+0.39515i,-0.0081631+0.32283i,-0.010749+0.20261i,-0.035807+0.11429i,-0.020813+0.059356i,0.0057554+0.02832i,0.0092855+0.016547i,0.007005+0.01404i,0.009662+0.0074876i,0.0078897+0.0011214i,0.0021897+0.00032544i,-0.0032696-0.0026701i,-0.0093542-0.007181i,-0.012809-0.006701i,-0.0091544-0.0027029i,-0.0018956+0.00053517i,0.0024222+0.00036739i,0.0016083+0.00050789i,0.00051398+0.0019138i,0.00056612-0.0014455i,-0.0009451-0.0088559i
-0.076105+0.030582i,-0.14079+0.038949i,-0.14783+0.024668i,-0.066666-0.00068724i,0.012626-0.0031142i,0.034585+0.032364i,0.041368+0.060336i,0.052188+0.038253i,0.045463+0.00074528i,0.0224-0.0058569i,0.011153+0.009425i,0.014567+0.013473i,0.013435+0.0038554i,0.0070414-0.0014144i,0.0012879+0.00094007i,-0.003582+0.0019921i,-0.0068614-0.0015403i,-0.0084504-0.0068629i,-0.0072468-0.010636i,-0.0069592-0.010793i,-0.0082387-0.0059366i,-0.0044457+0.0021632i,0.0032605+0.0077769i
