-0.0050226-0.00015381i,-0.0047416+0.0011643i,-0.0057327+0.0034083i,-0.0046391+0.0041783i,-0.0027382+0.0026755i,-0.0011892+0.00095413i,-0.00096999+0.00074173i,-0.00066703+0.0021205i,0.00063078+0.0033598i,0.001528+0.0033023i,0.0013804+0.0018672i,0.0009976+0.00075704i,0.0012287+3.9466e-05i,0.0011783+0.000292i,0.0010461+0.00064894i,0.00057732-1.4055e-05i,0.00021364-0.0001342i,0.00021684-0.00012833i,2.6076e-05-0.00048365i,-1.9866e-05-0.00018443i,0.00023208+0.00078681i,8.3455e-05+0.00070641i,-0.000441+2.3523e-05i
4.1539e-05-0.00083042i,0.0001409+0.00057347i,-6.9598e-05+0.0013212i,1.3584e-05+0.0012526i,0.00080679+0.0012286i,0.00034993+0.0014609i,0.00030791+0.00085708i,0.0015052+0.0010275i,0.0015842+0.0012585i,0.0011325+0.00031668i,0.00061823-0.001011i,-9.4295e-05-0.0011332i,-2.9881e-05-0.00035853i,0.00030692-1.9199e-05i,0.00022923+0.00026798i,-0.00018147+3.8044e-05i,-0.00016771-0.00010797i,0.00049042-6.4187e-06i,-3.3348e-05-4.9188e-05i,-0.00038005-0.00026024i,-0.00013841-0.00055565i,0.00029769-0.00089925i,0.00029722-0.00049902i
0.0002249+0.0017538i,0.00027407+0.0011101i,0.0012386+0.00091655i,0.0023592-0.00014568i,0.0019379-0.001493i,0.0011126-0.0012438i,-8.6172e-05+0.00023558i,-6.9098e-05+0.00085384i,0.00096552+0.00087341i,0.0016817+0.00093326i,0.0014932+0.00025146i,0.00078634-0.00055448i,0.00078638-0.0007066i,0.00077168-0.0006576i,0.00030946-0.00044571i,0.001081-7.4231e-05i,0.0013863-0.00041581i,0.00063425-0.00095755i,6.8306e-05-2.4836e-05i,-0.00053009+0.00047648i,-0.0006795+0.00032367i,-0.0010392+0.00096468i,-0.0010285+0.0013274i
-0.00074233-0.0006134i,-0.00083897-0.00094899i,0.00011834-0.0016976i,5.5687e-05-0.0015326i,-0.00091473-0.00073287i,-0.0002633-0.00026752i,0.00060415-0.00032723i,0.000774-0.00051322i,0.0010302-0.00053835i,0.0012104-0.00037935i,0.00085358-1.7576e-05i,-5.7743e-06-0.00075097i,0.00021347-0.0011559i,0.0010041-0.00039755i,0.00086186+8.0586e-05i,0.0004753-0.00012401i,0.00079022-0.00020341i,0.00072803+8.7126e-05i,5.2262e-05-0.00019637i,-0.00013557-0.00033252i,-0.00022556-8.3458e-05i,-0.00061828+0.00047025i,-0.00056778+0.00128i
-0.00040302+0.0018693i,0.0009576+0.002172i,0.0016912+0.0022623i,0.00068278+0.0012252i,0.00051735+0.000326i,0.0011957+8.093e-05i,0.0007316+3.6844e-05i,0.00024254+0.00064031i,0.00053463+0.00051144i,0.0010335+5.8932e-05i,0.0013092-1.6433e-05i,0.0008942-0.00025109i,0.0010432-0.00021162i,0.0018521-0.00032017i,0.0018013-0.00085398i,0.0013695-0.00098621i,0.00050063-0.00058128i,-0.00067645-0.00023594i,-0.000961+9.6342e-05i,-0.00086248-0.00014083i,-0.0006657-0.00045434i,-8.9527e-05+9.7538e-05i,-0.00023827+0.00072205i
-0.0006912-0.0022118i,-0.00037693-0.0012629i,0.00013716-0.00072059i,0.00033305-0.00015909i,0.00092984+0.00026042i,0.00083619-6.2204e-05i,7.6051e-05+0.0002149i,3.812e-05+0.00030132i,0.0008628+0.00035688i,0.0012773+0.00063313i,0.0010112+0.00041665i,0.00056224-5.9685e-05i,0.00045412-0.00081293i,0.00059627-0.00087384i,0.00048034-0.00057524i,0.00046595-0.00029326i,3.476e-05-0.00025795i,-0.00024098-0.00087157i,-8.4758e-05-0.00045553i,-0.00025097-0.00030988i,-0.00014594-0.0006298i,-0.00061714+0.00026353i,-0.00061062+0.00087624i
-0.00097463-0.0004431i,-0.00079528+0.00024294i,-0.00020356+0.0014155i,0.0010702+0.001898i,0.0018877+0.0017083i,0.0016664+0.00069074i,0.00035128+0.00055978i,-0.00028641+0.00081732i,0.0010001+0.0015502i,0.0021941+0.0015616i,0.0018379+0.0004772i,0.0007096+6.1789e-05i,0.00089766+0.00020219i,0.0016944+4.9623e-06i,0.001337-0.00022827i,-0.00011253-0.00081395i,-0.00091778-0.0012574i,-2.8873e-05-0.0016135i,0.00012127-0.0013192i,-0.00027035-0.00014785i,0.00040533+0.00016931i,0.00071544-0.00037408i,-0.00037218+0.00011149i
-0.0012193-0.0013325i,-0.0010692-0.00066451i,-0.00083491-0.00039856i,4.4754e-05-0.00054492i,0.00052379-0.00077946i,0.00072207-0.00026288i,0.00090851+0.00035756i,0.0011116+0.00015972i,0.00076895+0.00044065i,0.00042046+0.00091816i,0.00069749+0.00048761i,0.00029182+0.00015627i,0.00015207+0.00029468i,0.00094615+0.00033615i,0.00091066+9.6952e-05i,0.0010608-0.00062861i,0.0017402-0.00069592i,0.0010055-0.000331i,-0.0003542-0.00011326i,-0.00067394+8.6556e-05i,-0.00014799+0.00028908i,0.00020525+0.00022651i,0.00081116+8.8044e-05i
-0.00041974+0.00014737i,-0.0010245+0.00076053i,-0.0013311+0.00069007i,-0.00034267+0.00070683i,0.00044624+0.00018847i,0.0010241-0.0010101i,0.0010538-0.00079031i,0.00067252-0.00055506i,0.001383+0.00045189i,0.0020463+0.0011489i,0.00135+0.00060696i,0.0011084+1.5392e-05i,0.0015192-7.5904e-05i,0.0015163-0.00023167i,0.0014472-0.00058593i,0.00096003-0.00025792i,0.00030987+0.00062468i,0.00014407+0.00025278i,0.00033338+7.6462e-05i,-0.00020123+0.00063186i,0.000187+0.00041963i,0.00073701+0.00029894i,0.00026106+0.00011696i
-0.0013671+0.0006574i,-0.0010915+0.00036245i,-0.00036446+0.0012175i,0.00016368+0.0016729i,0.00026775+0.00040312i,0.00040096+0.00028051i,0.0010683+0.00046774i,0.0013032+0.00027638i,0.00064529+0.00057961i,0.0010727+0.0003326i,0.0015159+0.00027117i,0.00044026+0.0005498i,-0.00012022+0.0011146i,0.00024808+0.0012334i,0.00089183+0.00053655i,0.0010788+0.00037385i,0.00046253+0.00039488i,0.0003658+0.00060615i,0.00048661+0.0006562i,-0.00034818+0.00056305i,4.3832e-05-0.00032697i,0.00090522-0.00076882i,0.0011969+9.2204e-05i
0.00083056-0.0008327i,0.00092204-3.708e-05i,0.0017406-3.3541e-05i,0.001436-8.4568e-05i,0.0013324-0.00020793i,0.0010706-0.00062419i,-0.00011177-0.001056i,0.00015545-7.2978e-05i,0.00080724+0.0015171i,0.0011416+0.0019379i,0.0012097+0.001172i,0.00030168+0.00021391i,-0.0005714-0.00021823i,-0.00043991-0.00038983i,8.2142e-06-0.00039082i,-3.9002e-05-0.00024037i,6.0232e-05-0.00069602i,-0.00034707-0.0014649i,-0.00064655-0.0016166i,5.6379e-05-0.00094345i,0.00011425-4.063e-05i,0.00020902-0.0001458i,0.00066382-0.00035811i
-0.0010064+0.0012112i,-0.0011417+0.0015553i,-0.00037267+0.00068386i,0.001417+9.0115e-06i,0.0028567-0.00033983i,0.002107-0.00033167i,0.00068088+3.7897e-05i,0.00020761+0.00076441i,0.00064457+0.00042659i,0.0013564+0.00024382i,0.0014752+0.00022647i,0.001149-0.00013828i,0.00076251-0.00059971i,0.00064155-0.0008291i,0.00029599-0.0014048i,0.00055055-0.0020251i,0.00090821-0.0014637i,0.00025063-0.0010926i,0.0001094-0.0013766i,0.00021454-0.0009218i,0.00085126-5.3757e-05i,0.00091279+0.00030176i,0.00012558+0.00042271i
-0.0018922-0.00020472i,-0.0019108-0.00028779i,-0.00055818+0.00021053i,0.0010378+0.00062938i,0.0016019+0.00019078i,0.0012543+0.00033251i,0.00042204+0.0011167i,0.00024237+0.0012724i,0.0005659+0.00069961i,0.0016871+0.00033196i,0.0020171+0.00089393i,0.0012928+0.0010209i,0.00026423+0.00051096i,-5.8522e-05+0.00023997i,0.00075295+0.00016486i,0.0012935-0.00027098i,0.00097122-0.00097992i,0.00097838-0.00094808i,0.00067538-0.0001028i,-0.00027733-0.00015221i,-0.00029442-0.00060896i,-0.00027564-0.00045038i,-0.00026636-0.00015307i
0.0011447+0.00056719i,-0.00045893+0.0015013i,-0.00060591+0.00090304i,-7.4681e-05-0.00026258i,-6.8971e-05-0.0004042i,0.000242-6.47e-05i,0.00052108+0.00037379i,0.0008687+0.001237i,0.0016037+0.0015891i,0.0020472+0.0012501i,0.0019407+0.00095379i,0.0014287+0.00097867i,0.00078793+0.00081021i,0.00057489-4.2239e-05i,0.0010018-0.00033964i,0.0017388-0.00031993i,0.0010691-0.0011179i,-0.00011225-0.0010549i,-0.00021965-0.00033529i,8.2076e-05+0.00066803i,-6.9063e-05+0.0010004i,-0.00017057+0.00018289i,-0.00047049-0.00025157i
-0.0016139-0.00039447i,-0.00072569-0.00078451i,-0.00013778-1.7579e-05i,0.00050313+0.0016487i,0.001674+0.0019211i,0.0019385+0.00024915i,0.00058344-0.00058421i,-4.2439e-05+8.0364e-05i,0.0013703-0.00019482i,0.0015988-0.00014184i,0.00093279+0.00034407i,0.00084273+0.00015508i,0.0004301+0.0006338i,0.00012726+0.00064546i,0.00037142-0.00032694i,0.00025852-0.00060045i,0.00021944-0.00079351i,0.00061064-0.0011211i,0.00093886-0.0014414i,0.00078128-0.0010919i,0.00028325-0.00022774i,0.00013259-0.00054373i,-0.00036398-0.00068589i
0.0011493-0.00050342i,0.00043995-0.00017993i,0.00052037-0.00079018i,0.0015275-0.0019399i,0.0021603-0.0020119i,0.0013099-0.00036545i,0.00051601+0.00041651i,0.00032103-9.3652e-05i,0.00053992+0.00032707i,0.0009393+0.00025782i,0.0010001-0.00023186i,0.00082315+0.00047991i,0.00043798+0.000569i,0.00057799+0.00014795i,0.0012668-0.00043447i,0.0012952-0.00082679i,0.00013231+5.1037e-05i,-0.00033396+0.00097382i,0.00011546-7.1856e-05i,0.00044497-0.00053971i,0.000336+0.00053963i,-0.00053752+0.00072212i,-0.00081684+0.00027309i
-0.0023389-0.00015057i,-0.00092485+0.00013265i,-0.00071523+0.00059806i,-0.0005427+0.0016008i,0.00039035+0.001868i,0.00088047+0.00090239i,0.00088453+5.2342e-05i,0.00053234-0.00025098i,0.00084836+0.00052666i,0.0014061+0.0012928i,0.0012212+0.00079606i,0.00060451-0.00063958i,0.00020729-0.00043158i,0.00047956+0.00062314i,0.00051089+0.00057888i,-0.00022605-2.6521e-05i,-0.00028007-0.00053984i,7.6317e-05-0.0012801i,-0.00070367-0.0015896i,-0.0010177-0.00075762i,-0.00019111+5.7754e-05i,6.632e-05+1.6244e-05i,0.00033298+0.00075253i
-0.0012116+0.00032848i,-0.0011917+0.00045477i,-0.0006306+8.0586e-05i,0.000613+0.00014003i,0.0015189+7.2257e-05i,0.0014058-0.00040347i,0.00065623-0.00054221i,0.0010935-0.00010628i,0.0016793+0.0008587i,0.0015435+0.00077211i,0.0012314-0.00016968i,0.0010728-0.00056091i,0.00052767-0.00054505i,3.7391e-05-0.00067435i,0.00022173-0.00065088i,0.00085754-0.00023867i,0.0008365-0.00038845i,0.00030049-0.0011011i,0.00056714-0.00078377i,0.0010515-0.00027434i,0.00037031-0.00019975i,8.7575e-05+0.0004648i,0.00059221+0.00052611i
-0.0011064+0.00044749i,7.8165e-05+0.0016671i,-0.00021133+0.0023923i,0.00064656+0.0020941i,0.0020106+0.0012268i,0.0023542+0.0006249i,0.00086802+0.00058399i,-0.00026152+0.00023479i,2.7154e-05+0.0001463i,0.00074728+0.00064099i,0.0010249+0.00049897i,0.00093918-0.00032214i,0.00080177-0.00036742i,0.00066221-0.00035194i,0.00058064-0.00030868i,0.0011342-0.00015182i,0.0013683-0.00079882i,0.00030526-0.0012032i,-0.00015333-0.00033274i,0.00035439+0.00084003i,-9.114e-05+0.0009066i,-0.00015154+0.00040935i,0.00034169+1.3734e-05i
0.00089442+4.6488e-05i,0.00062453-0.00015945i,0.0017672-0.00017418i,0.0021052-0.0011574i,0.0014716-0.001484i,0.00070176-0.0007292i,4.0023e-05+2.6926e-08i,0.00014465+3.9895e-07i,0.00046122+0.00033304i,0.00096969+5.1898e-05i,0.0018759-0.00043358i,0.00074892+0.00044469i,-0.00019669+0.00097502i,0.00074189+0.00024275i,0.0016993-0.00070328i,0.0014117-0.00097169i,0.00029263-0.001465i,-7.2891e-05-0.0015281i,3.5579e-05-0.00020481i,0.00054109+0.00018735i,0.00046959+6.0555e-05i,-0.00072351+0.00060851i,-0.00075708+0.0006101i
-0.00016442+0.0005803i,0.00049455+0.0003328i,0.0020186-0.00072818i,0.0025162-0.0019961i,0.002042-0.001662i,0.0010196-0.00076931i,-0.00024406-0.00087665i,-0.00087697-0.0004628i,0.00033485+0.00029705i,0.0016578+0.00063035i,0.0017368+0.00019945i,0.00094336-0.0001769i,0.00055571-0.00029195i,0.00037508+4.1343e-05i,0.00043548+0.00025008i,0.00012946-0.00032917i,-0.00016834-0.00033936i,-0.00042631-0.0003547i,-0.00024447+0.00021829i,0.0002882-5.9638e-05i,0.00022407-0.0011205i,-0.00028492-0.00078338i,-0.0010472-0.00051657i
-0.00077844-0.0006548i,-0.00090525-2.6559e-05i,-0.00041928-0.00038428i,-0.00052969-0.00017352i,0.00013611+0.00050149i,0.00076326+0.00024901i,0.00042743-0.00017017i,0.0004834+1.9465e-05i,0.0011431+0.00020221i,0.0021973+1.9682e-05i,0.0024368-0.00021149i,0.0011627-0.000382i,0.00032287-0.00019468i,0.00075614+9.1566e-05i,0.00096243+0.00034914i,0.0010857-0.00038879i,0.00077242-0.0014437i,-0.00025198-0.001485i,-0.00053998-0.00095158i,0.00016306-0.00043802i,2.2004e-05-0.00016195i,-0.00076273+0.00031616i,-0.0013399+0.00064289i
-0.0012021+0.00060864i,0.00010073+0.0010743i,0.0018136+0.0018202i,0.0016704+0.001074i,0.0015466-0.00096229i,0.001158-0.0016404i,-0.00017157-0.0013238i,-0.00054293-0.00090966i,0.00029947+0.00020495i,0.0013471+0.0011264i,0.0017308+0.000953i,0.00029538+8.7774e-05i,-0.00043347-0.00041955i,8.8489e-05-0.00032192i,0.00021419-0.00028645i,0.00054586-0.00026445i,0.00074376+3.1256e-05i,0.00033784-0.00053905i,-0.00015006-0.0011501i,0.00020394-0.00078103i,0.0010628-0.00011739i,0.0011836+0.00022926i,0.00028988-2.7123e-07i
0.0004009-0.00032096i,0.00045427+6.6498e-06i,0.0015547+1.442e-05i,0.0025689-0.00041209i,0.0020734-0.00075502i,0.0014687-0.00041221i,0.00083108+0.00021883i,0.00025418+0.00085654i,0.00078792+0.0012668i,0.0011266+0.00076098i,0.0010133-0.00034341i,0.00040029-0.0011239i,0.00036163-0.00071909i,0.00085904-0.0002739i,0.00042843-0.00062503i,0.0007853-0.0010749i,0.00090307-0.0010099i,-3.664e-06-0.0010551i,0.00020942-0.00091433i,0.00034057-0.00062398i,8.3371e-05-0.00028193i,-9.1473e-05+0.00025809i,-0.0003627-0.00023384i
-0.00058178-0.0022751i,-0.0012063-0.0025493i,-0.0017314-0.002652i,-0.0019128-0.0022626i,-0.001288-0.0016399i,-0.00080679-0.00052717i,-0.00019352+7.4901e-05i,0.0009957+7.7992e-05i,0.0014568+0.0003097i,0.0011925+0.00016402i,0.00087122+0.00062063i,0.00033994+0.00038805i,0.00034939-9.6803e-06i,0.00096286+0.00020817i,0.0011949+0.00035627i,0.00065173+0.00083608i,-2.3781e-05+0.00065319i,-0.00036861+1.2282e-05i,-0.00064675-7.1539e-05i,-0.00021363-0.00035447i,0.0011303-2.1354e-05i,0.0013675+0.00083376i,0.00029865+0.00035314i
-0.0011311+0.00064852i,-9.8661e-06+0.0012404i,0.00071343+0.0021871i,0.001134+0.0014978i,0.0014751+0.00064893i,0.0017978+0.00056207i,0.0011664-4.5315e-05i,0.00043881-0.00048048i,0.000804+0.00033576i,0.001379+0.0011878i,0.0012414+0.00091926i,0.00081442+0.00070729i,0.00032865+0.0010755i,0.0003602+0.0006167i,0.0012206-4.756e-05i,0.0010393-0.00049074i,0.00054821-0.00087574i,0.00038117-0.0004963i,-5.4355e-05-0.00025252i,-0.0001153-0.00022585i,0.00042353+0.00038521i,0.00069684+0.00047537i,-8.3219e-05-0.00022314i
0.00018246+0.0014002i,0.00013004+0.0013405i,0.00023103+0.00029809i,0.00013223-0.00051832i,-0.00054186-0.0018368i,-0.00089284-0.0024287i,-0.0010686-0.0011525i,-0.00074885+0.00070505i,0.00047062+0.0010694i,0.0011446+0.0011005i,0.0011347+0.0013025i,0.00048542+0.0007072i,6.3571e-05+0.00046456i,0.00057575-0.0001147i,0.0011514-0.00064357i,0.0014188-0.00047579i,0.00062457-0.00063021i,-0.00011545-0.00055142i,0.00013791-0.00035985i,0.00014199-0.00035567i,-9.0451e-05-0.0001354i,3.6743e-05+0.00015224i,0.00049761+0.00023037i
-0.00057585+0.00060935i,-0.00027566+0.00098597i,0.0012499+0.0010096i,0.0016813+0.0010922i,0.0019191+0.00060943i,0.0012181+0.00011572i,0.00019537+0.00019012i,-0.00013618+0.00050618i,0.00039075+0.0012927i,0.00032952+0.0015253i,0.00014496+0.0008216i,0.00077538+0.0001977i,0.00079391-0.00043038i,0.00011003-0.00095106i,0.00061128-0.00079581i,0.0010068-0.00083157i,3.9098e-05-0.00096253i,-0.000595-5.1017e-05i,-0.00048752+0.00016931i,0.00035702+0.00027547i,0.00089143+0.00029349i,0.00074537+0.00018497i,0.00067635+0.00063434i
9.6282e-05+0.00058603i,0.00011565+0.00067901i,-0.00039758+1.9674e-05i,8.1706e-05-0.00018988i,0.0010107-0.00014442i,0.00066999-5.1461e-06i,-5.1767e-06+0.00029348i,-0.00036119+0.00076609i,0.00017993+0.00059593i,0.00083955+0.00079151i,0.0012591+0.0005719i,0.0018639+0.00019767i,0.0015184+0.00075286i,0.00025509+0.00053067i,0.00019198-0.00010543i,0.00061851-4.5853e-06i,0.00023386-0.00020769i,0.00017081-0.00042471i,-0.00015311-7.6613e-05i,0.00017165+0.0010252i,0.0011206+0.00062624i,0.00093536-0.00057329i,-6.8995e-07+5.8317e-05i
0.0017282+0.00047173i,0.001612-6.6994e-06i,0.0027439-9.9597e-05i,0.0024062+0.00041523i,0.0015944+0.00035144i,0.0011442-0.00035257i,0.00097402+0.00041856i,0.0010668+0.00031141i,0.0011454-0.00038666i,0.0011654+6.2904e-05i,0.0013005+0.00030969i,0.0009197+0.00032394i,0.00059901+5.8495e-05i,0.00081497-0.00082312i,0.00048065-0.001313i,0.00095593-0.0005711i,0.0008164-0.00039693i,-0.00027979-0.00029041i,-0.00073613-7.7442e-05i,-0.00053832-0.00070678i,0.00014534-0.00068704i,0.00043116-0.00053332i,-6.6602e-05-0.00034793i
-0.00017729+0.00098855i,0.00023023+0.0008468i,0.00098097+0.0015235i,0.0013946+0.0020969i,0.00094759+0.0016205i,0.0011012+0.00016903i,0.0017105-0.00087707i,0.0014283-0.0012219i,0.0015134-0.00033135i,0.0018854+0.001109i,0.0012987+0.00080794i,0.0010885-0.00091603i,0.00071512-0.0012136i,9.9373e-05-0.00039967i,-7.701e-05-8.4608e-05i,0.00010784+0.0001847i,0.00014116-0.00016481i,0.00028677-0.00057865i,0.0003875-0.00038381i,-9.2031e-05-2.1524e-05i,0.00014594+0.00023993i,0.0008817+0.00035148i,0.00028985-8.2559e-05i
0.0010704-0.0017147i,0.00056367-0.0018541i,0.00086833-0.0021476i,0.00069859-0.0017508i,0.001045-0.0013206i,0.001129-0.00051121i,-3.9061e-05+0.00027178i,-0.00029418+0.00041081i,0.00093503+0.00020815i,0.0017217+0.00056957i,0.0013898+0.00090503i,0.0006876+0.00080579i,-0.00012126-0.00024959i,1.0823e-05-0.00094246i,0.00018876-0.0003392i,-0.00035865+0.0002565i,-0.00073299-6.9386e-05i,-0.00071593+1.2688e-05i,-0.00027068-9.9098e-05i,-0.00025825-0.00064978i,-0.0005788-0.00025504i,-0.00055421+0.00025217i,-0.00044756-0.00021505i
-5.4134e-05+0.00026285i,0.00026052+0.0001881i,0.0014035+0.00054952i,0.0010939+0.00097552i,0.00076106+0.00019958i,0.00077817-0.00014592i,0.00050562-2.4288e-05i,0.00060587+8.0199e-05i,0.001322+0.00091643i,0.0016936+0.0012722i,0.00079527+0.00053534i,0.00034039-7.9987e-05i,0.0010566-0.00030916i,0.0012846+0.00025208i,0.00034571+0.0002814i,0.00066716-0.00098705i,0.0013395-0.0018037i,0.0010668-0.0013466i,0.00048654-0.00038956i,-0.00017912+0.00025342i,-0.00046342+0.00031703i,-0.0001789+0.00013443i,-0.00046438+6.5704e-05i
-0.00044544-1.743e-05i,2.6606e-05+0.00016292i,4.6917e-06-0.00037798i,0.00040395-0.00085952i,0.00072134-0.00030068i,-0.00016729-4.49e-05i,-0.00065429+9.6017e-05i,-0.00036904+0.00044983i,-0.00015285+0.00019011i,0.00055256+0.00021107i,0.0015259+4.3348e-05i,0.0014306-0.00029152i,4.732e-05+5.9169e-06i,-0.00069353-0.00018161i,-0.00028943-0.00096093i,0.00023803-0.0014309i,0.00031801-0.00089516i,-0.00041259+8.6156e-05i,4.5145e-07-6.6666e-05i,5.4288e-05-0.00014792i,-0.00029708+0.00013875i,0.00028103+0.00037502i,-0.00036094-0.00020683i
-0.00069165+0.0010939i,-0.00018799+0.0011007i,0.00068314+0.0010456i,0.0016612+0.0007036i,0.0023331+0.00051542i,0.0015931+0.00022105i,0.00029087+0.00017588i,-0.00037952+0.00031221i,0.00055073+0.00053772i,0.0016717+0.00076414i,0.0016817+0.00069969i,0.001308+0.00030822i,0.0010131+0.00012677i,0.0014004+0.00028499i,0.0019358+0.00021254i,0.0020994+3.3408e-05i,0.0015863-0.00015274i,0.0004053-6.5482e-05i,-0.00011335+0.00012227i,-0.00028962+5.8727e-05i,0.00095869-6.3578e-05i,0.0015935+9.4975e-06i,-8.5311e-05+8.1572e-05i
-0.0010052+0.00010405i,-0.0014439+0.0010506i,-0.00097972+0.00062828i,-0.00072842+0.00011231i,0.00051095-0.00013468i,0.0010407-0.00082863i,0.00039741-0.00060798i,-1.341e-06+0.00012942i,0.000694+0.00079298i,0.0013216+0.0011478i,0.0010556+0.00034576i,0.00059323-0.00020916i,0.00031261+0.00060014i,0.0005808+0.00097364i,0.00066384+2.776e-05i,0.00013259-0.00032216i,0.00089125+0.00052621i,0.0011001+0.0012791i,-1.3765e-05+0.00075769i,0.00018411+0.00011009i,0.00048069-0.00016093i,0.00035826+0.00014857i,-0.00058898+0.00045563i
0.00030978-0.00034323i,0.00091876-0.00017038i,0.0010684-0.00062807i,0.0015047-0.0016388i,0.0015947-0.0017451i,0.00081184-0.0010168i,0.000103-0.00017838i,0.00068516+0.00056622i,0.001509+0.00062808i,0.0014011+0.00074385i,0.00084616+0.0013182i,0.00050034+0.00094263i,0.00020136+0.00037644i,0.0003198+0.00030627i,0.00073589+0.00022284i,0.00057249-4.7854e-05i,0.00090301-0.0007376i,0.001009-0.0011954i,0.00054948-0.00073319i,0.00037864-0.0001924i,-0.0006573+0.0001991i,-0.0011092+0.00082221i,-0.0014027+0.00096795i
-0.00013484+0.00049811i,4.2344e-05+0.00029036i,0.0010096+0.00083206i,0.0015135+0.0010141i,0.0015465-2.4353e-05i,0.00045944-0.0010369i,7.3937e-05-0.0011846i,0.00065651-0.00059827i,0.0013354-2.6503e-05i,0.0014067+0.000463i,0.00060774+0.00040209i,-0.00021382+0.00072012i,-0.00028555+0.00124i,-0.00019852+0.0011056i,-0.00033211+0.00039655i,-1.1952e-05-0.00026917i,0.00033087-0.00075273i,0.00065024-0.00047745i,0.00034546-0.00055499i,-0.00039814-0.001021i,0.00046098-0.00075118i,0.00065104-0.00011544i,-0.00017709+7.0321e-05i
-0.0027168+0.0010983i,-0.0019086+0.0013975i,-0.0014364+0.0031656i,0.00020989+0.0036205i,0.0022878+0.0023635i,0.0024828+0.0015312i,0.0012948+0.000565i,0.00038953-9.5288e-05i,0.00065618+0.00027599i,0.00079923+0.0010096i,0.00027589+0.00090359i,0.00022698-0.00017566i,0.00068963-0.00076465i,0.0010772-2.9214e-05i,0.00091054+0.00037563i,0.0006247-0.00016459i,-3.4413e-05-0.00014042i,-0.00046458-0.0003924i,-0.0003806-0.0010772i,0.0002732-0.00027295i,0.00032415+0.00076694i,0.00012595+0.00019285i,-0.00034872-0.00027874i
-9.7656e-05+0.00078686i,0.00047722+0.00040253i,0.0016605-0.00043539i,0.001469-0.0006882i,0.00018025-0.00020855i,-0.0007597-0.00030765i,-0.00086744-0.00036147i,-0.00026976+0.00054512i,0.0015044+0.00098299i,0.00247+0.00087253i,0.0022107+0.00035999i,0.0012238+0.00067184i,0.00068562+0.001263i,0.0010191+0.00067235i,0.00051608-0.00016639i,-0.00022965-0.00087337i,-0.00011613-0.00084186i,-0.00042253-0.00060928i,-0.00077371-0.00043274i,-0.00074835-4.563e-06i,-0.0002706-0.0003043i,-0.00015513-0.00074734i,0.00076176-0.00022393i
0.00027225+0.00076161i,-0.00032885+0.00052789i,4.4711e-05+0.00089522i,0.00069598+0.00079612i,0.0013053+0.00064664i,0.0005159+0.00077222i,-3.2018e-05+0.0012093i,0.00039261+0.0013832i,0.0011858+0.0012082i,0.0015442+0.00093539i,0.0017801-0.00017086i,0.0015257-0.00077304i,0.0011065-0.00017709i,0.0011741+0.00062209i,0.00041718+0.0011696i,-0.00054191+0.00034772i,-0.00075748-0.00011342i,-0.001258+0.00019146i,-0.0010156+5.9745e-05i,-9.8377e-05+9.7167e-05i,7.8823e-05+5.0972e-05i,-0.00021814-0.000255i,-0.00038854-2.4383e-05i
0.00081059-0.0011552i,0.00074047-0.00032157i,0.0013691-0.00085577i,0.0012647-0.00092453i,0.0014549-0.0011132i,0.0015049-0.001634i,0.00083213-0.002114i,0.00093718-0.001282i,0.0015026+0.00027449i,0.0014057+0.00028275i,0.00066701-0.00059378i,0.00021905-0.00052029i,0.00040648-7.0674e-05i,0.00098774-0.00019447i,0.0010094-9.3821e-05i,0.00037972-0.00058223i,0.00025589-0.00068747i,0.00079176-0.00014912i,0.00075575+0.00025901i,0.0010866+0.00023036i,0.00094065-0.00029169i,0.00050358-0.00075308i,-5.3438e-05-0.00044407i
-0.001602+0.0019683i,-0.0015056+0.00037302i,-0.00041435+0.00097482i,0.0018155+0.0018192i,0.0025136+0.00098639i,0.001752+0.00023697i,0.00067955+0.00073466i,0.00048224+0.001096i,0.0011643+0.0013553i,0.0020394+0.0017299i,0.0019702+0.0012146i,0.00069831+0.00057893i,-0.00011123-7.7313e-07i,-4.9693e-06-0.00043575i,0.00087246-0.00041749i,0.0011623-6.1166e-05i,0.0012631+7.7791e-05i,0.00094588-0.00012627i,0.0002373+0.00036651i,-0.00025101+0.00024252i,-7.9684e-05-0.00018971i,8.5036e-05-0.00028885i,0.00045994-0.00023785i
-0.00050033-2.3019e-05i,-0.0013731-6.8413e-06i,-0.0016378-9.4669e-05i,-0.00024947-0.00016853i,0.00067313+0.00032595i,0.00067022+0.0010116i,0.00073249+0.00045552i,0.00062307+0.00046804i,0.00069138+0.00075984i,0.00077986+0.00091192i,0.00041499+0.00083009i,-0.00035638+3.6322e-05i,-0.0007066+0.00038846i,-0.00019413+0.00048143i,-0.00023983-0.000523i,-0.00064064-0.00073254i,-0.00029216+7.7654e-05i,0.00011341+0.0003735i,-0.00043314-0.00015889i,0.00019794-0.00083257i,0.00077988-0.00066322i,0.00038981+6.2252e-05i,0.00036782+0.00052826i
