-0.00030612+0.0008875i,-0.00040312+0.00076871i,-0.001656-0.00033241i,-0.00053983-0.0011527i,-0.00034844-0.0010372i,-0.0014878+9.7404e-05i,-0.00077193+0.0014341i,0.00067268+0.0017988i,0.0013812+0.00076004i,0.0015086+0.00038234i,0.00078379+0.00067972i,0.00062377+0.00068702i,0.00051262+0.00012575i,-0.00037462-0.0007017i,-0.00074013-0.0002485i,3.089e-05+0.00040558i,0.00059283-0.000113i,-0.00018046-0.00013502i,-0.0008352-6.3056e-05i,1.5558e-05-5.315e-05i,0.00047701+9.8162e-05i,0.00020647+0.00026357i,-0.00054011+0.00015196i
-0.0032936+0.044003i,-0.064287+0.10568i,-0.22292+0.16968i,-0.37414+0.21132i,-0.30342+0.16886i,-0.050252+0.030253i,0.077616-0.09128i,0.010636-0.095749i,-0.062103-0.034246i,-0.055582+0.0054489i,-0.02318+0.017571i,-0.0061438+0.03342i,0.0074927+0.058272i,0.023723+0.057338i,0.023444+0.015153i,-0.0017666-0.030241i,-0.03073-0.04076i,-0.037976-0.031048i,-0.028432-0.02872i,-0.024604-0.033283i,-0.028199-0.032003i,-0.028253-0.022792i,-0.022265-0.014312i
0.0051685-0.044331i,0.093442-0.085002i,0.29954-0.12098i,0.47187-0.15081i,0.3482-0.12097i,0.012307+0.0004323i,-0.15229+0.090605i,-0.080212+0.039273i,-0.0019547-0.048273i,0.0025709-0.051957i,-0.0032797-0.0059207i,0.0049059+0.023185i,0.0019448+0.019667i,-0.015354+0.013696i,-0.017223+0.02279i,0.00136+0.026705i,0.017256+0.0095662i,0.017809-0.013166i,0.010861-0.017317i,0.0093893-0.0043988i,0.013229+0.0040004i,0.012889+0.0028268i,0.0079677+0.00034582i
0.0082767+0.033908i,-0.033256+0.06164i,-0.15895+0.090227i,-0.27685+0.14149i,-0.20489+0.16268i,0.032171+0.060469i,0.16997-0.058439i,0.11716-0.045817i,0.034457+0.019104i,0.0033901+0.031865i,-0.0033062+0.01047i,-0.0031576-0.013193i,-0.0038606-0.023011i,-0.0030853-0.016252i,0.0055196-0.0061157i,0.022905-0.0018461i,0.040218-0.0030953i,0.043466-0.0010023i,0.032365+0.003651i,0.02169+0.0053788i,0.017199+0.0037109i,0.014408+0.0001773i,0.010573+0.0015322i
-0.024323-0.056944i,-0.035923-0.14386i,-0.024233-0.28134i,-0.026735-0.38435i,-0.081215-0.28286i,-0.11321+0.0085033i,-0.049422+0.1988i,0.031099+0.15169i,0.045086+0.041779i,0.025086+0.0033302i,0.015936+0.0014519i,0.016721-0.011633i,0.004004-0.031658i,-0.016194-0.031177i,-0.014425-0.0061982i,0.009526+0.018631i,0.027718+0.024571i,0.021166+0.020395i,0.0045264+0.025665i,0.0022015+0.032328i,0.014949+0.029128i,0.026769+0.020275i,0.025212+0.010141i
0.019106+0.057171i,0.005827+0.1479i,-0.053666+0.27767i,-0.086335+0.33825i,-0.026896+0.17939i,0.0010778-0.11493i,-0.086787-0.25355i,-0.14301-0.15107i,-0.087669-0.015925i,-0.022607+0.017734i,-0.010961+0.012212i,-0.012596+0.027205i,0.012852+0.041926i,0.038171+0.018966i,0.017273-0.026551i,-0.036708-0.045802i,-0.067095-0.023767i,-0.050844+0.0032036i,-0.02609+0.0017178i,-0.026702-0.011381i,-0.034931-0.0090584i,-0.029676+0.002013i,-0.015472+0.0040196i
-0.025311-0.049292i,-0.01914-0.0864i,0.02723-0.11699i,0.058218-0.10691i,0.010824-0.016442i,-0.03006+0.12506i,0.0053981+0.16242i,0.030391+0.048056i,-0.00039266-0.051479i,-0.026078-0.066188i,-0.025312-0.054229i,-0.024529-0.039511i,-0.029053-0.019146i,-0.024186+0.0035974i,-0.005081+0.012223i,0.0050671+0.0054924i,-0.0059392+0.0038234i,-0.020633+0.0089178i,-0.022449+0.013455i,-0.012584+0.012587i,-0.0093725+0.0046641i,-0.015054+0.0030291i,-0.014313+0.010407i
0.043068+0.037145i,0.10341+0.07226i,0.17317+0.10431i,0.22719+0.077547i,0.21984-0.059733i,0.12177-0.22632i,0.021416-0.23361i,0.022594-0.08835i,0.063438-0.00079114i,0.054752-0.0098318i,0.027587-0.018175i,0.02128-0.015885i,0.019402-0.02721i,0.0078551-0.035199i,-0.0025715-0.019363i,0.0027315+0.00038605i,0.018412-0.0012414i,0.021891-0.016863i,0.0074199-0.028723i,-0.0066645-0.025155i,-0.0090341-0.013169i,-0.0092443-0.0064005i,-0.011319-0.0026027i
-0.04635-0.053489i,-0.10757-0.12285i,-0.15303-0.20235i,-0.14161-0.17392i,-0.059568+0.052677i,0.078514+0.30716i,0.18379+0.34773i,0.15013+0.20309i,0.044292+0.081227i,-0.0029172+0.055395i,0.0038711+0.051738i,0.0089154+0.031547i,-0.00090477+0.015242i,-0.0064452+0.0094297i,0.0094922+0.0053651i,0.035928-0.0041486i,0.043259-0.020321i,0.031324-0.026134i,0.023855-0.015866i,0.023143-0.0056304i,0.020967-0.0037467i,0.019372-0.0063576i,0.018917-0.008386i
0.04509+0.034593i,0.082486+0.083985i,0.074162+0.12255i,-0.0020085+0.083153i,-0.1116-0.071273i,-0.22667-0.21162i,-0.29287-0.19852i,-0.23584-0.092808i,-0.11061-0.022425i,-0.028592+0.0047113i,0.00065769+0.024798i,0.014027+0.035494i,0.026767+0.025823i,0.029812-5.4668e-05i,0.0080244-0.022382i,-0.026745-0.02062i,-0.03777+0.0019524i,-0.021708+0.018001i,-0.0070427+0.016152i,-0.0039196+0.0084994i,-0.0038057+0.0031952i,-0.0020875+0.0016201i,-0.0026804-0.0025295i
-0.055349-0.028259i,-0.1218-0.026427i,-0.16437+0.011777i,-0.10341+0.085747i,0.076015+0.15686i,0.26725+0.14449i,0.30013+0.012918i,0.1562-0.089483i,0.021397-0.051876i,-0.0066615+0.0044073i,-0.0080942+0.00023665i,-0.018299-0.0093459i,-0.0070354+0.0032111i,0.021963+0.020027i,0.038472+0.019428i,0.025321+0.0078098i,-0.0048987+0.01492i,-0.025252+0.043778i,-0.021891+0.061385i,-0.0080067+0.047585i,-0.004109+0.022058i,-0.0065853+0.0098291i,-0.0024033+0.011625i
0.065924+0.0079759i,0.16834+0.004073i,0.23547-0.023757i,0.14308-0.053936i,-0.11372-0.085504i,-0.3359-0.10224i,-0.32055-0.05336i,-0.12143+0.0033835i,0.021957-0.015707i,0.023098-0.045953i,0.00078518-0.027393i,0.0082801-0.0099204i,-0.0017533-0.01691i,-0.028834-0.012214i,-0.029316+0.0088433i,-0.0058343+0.013818i,0.005601-0.0059475i,-0.0078028-0.028469i,-0.03066-0.033549i,-0.038556-0.021672i,-0.023486-0.011925i,-0.010395-0.0087955i,-0.012097+0.0021197i
-0.072872-0.026552i,-0.18345-0.03888i,-0.2671-0.028775i,-0.18385+0.0070507i,0.072657+0.072861i,0.30936+0.14091i,0.35617+0.15934i,0.24227+0.13439i,0.11538+0.10193i,0.045438+0.06823i,0.0081654+0.048479i,-0.0034291+0.047178i,0.0051495+0.040203i,0.012212+0.021124i,0.015877+0.00026372i,0.021753-0.022869i,0.022293-0.048937i,0.016282-0.068925i,0.012624-0.071844i,0.011202-0.055236i,0.010371-0.033961i,0.010768-0.02681i,0.0089796-0.029339i
0.077946+0.017493i,0.17533+0.005998i,0.2499-0.027398i,0.1735-0.02777i,-0.062399+0.059487i,-0.27013+0.19438i,-0.28597+0.26239i,-0.18302+0.19253i,-0.11062+0.062718i,-0.083808-0.0044237i,-0.058557-0.013514i,-0.036852-0.0099226i,-0.027182+0.00035518i,-0.028345+0.011443i,-0.034893+0.018562i,-0.027986+0.023432i,-0.0035108+0.01709i,0.016062+8.3359e-05i,0.018787-0.013266i,0.012442-0.019159i,0.0065188-0.019214i,0.0062823-0.013339i,0.004341-0.010577i
-0.075165+0.0046261i,-0.17144+0.072936i,-0.23273+0.17921i,-0.15233+0.18409i,0.034714-0.01753i,0.15006-0.28677i,0.093256-0.39264i,-0.026549-0.27065i,-0.0525-0.076436i,-0.0077949-0.0040089i,-0.0023935-0.030187i,-0.015069-0.045865i,0.0034062-0.046375i,0.025083-0.046498i,0.030183-0.036455i,0.021608-0.0091556i,0.01652+0.031668i,0.024216+0.061632i,0.030759+0.06177i,0.028475+0.041563i,0.021065+0.024086i,0.012757+0.01587i,0.0066384+0.0090873i
0.078847-0.018933i,0.20051-0.11268i,0.27818-0.29011i,0.1706-0.40279i,-0.064121-0.28891i,-0.19334-0.050731i,-0.14637+0.068563i,-0.064761+0.033894i,-0.048792-0.020248i,-0.045041-0.020978i,-0.010788-0.0090905i,0.0075365-0.0099031i,-0.0071494-0.0031647i,-0.023955+0.0084102i,-0.027071+0.01454i,-0.01762+0.011492i,-0.0096675+0.0040495i,-0.012441+0.0059298i,-0.017502+0.021375i,-0.01304+0.037424i,-0.0020073+0.035104i,0.0047212+0.026044i,0.0096513+0.025039i
-0.083125-0.0054426i,-0.2037+0.039734i,-0.28541+0.1242i,-0.2043+0.14862i,-0.027785+0.041417i,0.03484-0.093907i,-0.034135-0.088854i,-0.059965+0.00039573i,-0.0058169+0.019406i,0.023013-0.0014543i,0.01501+0.012509i,0.007052+0.032662i,0.0040348+0.027667i,0.010523-0.00021011i,0.012916-0.040318i,-0.0064007-0.066267i,-0.031161-0.063831i,-0.039588-0.045852i,-0.032421-0.024591i,-0.018789-0.0087705i,-0.0078761-0.0031276i,-0.0037951-0.0059738i,-0.0022371-0.011901i
0.070072+0.003107i,0.14498-0.036599i,0.16742-0.079651i,0.12178-0.029176i,0.10697+0.091274i,0.13757+0.13717i,0.13353+0.065747i,0.067998-0.022954i,-0.013889-0.044891i,-0.044206-0.015535i,-0.015671-0.0036127i,0.012138-0.017384i,0.013171-0.011387i,0.0022599+0.021811i,-0.0020805+0.054199i,0.01364+0.061883i,0.035173+0.042606i,0.039149+0.01389i,0.024603-0.010038i,0.0037891-0.019946i,-0.0063917-0.014402i,-0.0034039-0.0065029i,-9.6888e-05-0.0030472i
-0.058619+0.024128i,-0.11276+0.15497i,-0.061031+0.38703i,0.11823+0.51882i,0.22346+0.38498i,0.15294+0.15763i,0.054732+0.044797i,0.021798+0.011434i,0.017564-0.016674i,0.011896-0.028317i,0.011608-0.010961i,0.024459-0.0025522i,0.028966-0.023512i,0.020061-0.047571i,0.014321-0.052294i,0.016825-0.025534i,0.026546+0.014807i,0.038595+0.030831i,0.036713+0.016755i,0.020437-0.0027451i,0.0077194-0.0058418i,0.0058047+0.003929i,0.0080448+0.0067759i
0.077336-0.018703i,0.162-0.12267i,0.13212-0.32193i,-0.086362-0.42241i,-0.27382-0.28031i,-0.23119-0.10038i,-0.10767-0.092369i,-0.062401-0.13278i,-0.021222-0.096861i,0.023654-0.048067i,0.018407-0.018346i,0.0041472+0.0042911i,-0.00011043+0.0027064i,-0.0097289-0.0074806i,-0.013136-0.0062851i,-0.0090082-0.010846i,-0.0083031-0.021691i,-0.0079522-0.020387i,-0.00012826-0.0064052i,0.0094982+0.0074382i,0.009095+0.012706i,0.0029513+0.014942i,0.0022989+0.017553i
-0.079569-0.0289i,-0.17561-0.045813i,-0.22987-0.096259i,-0.18225-0.1825i,-0.067635-0.18948i,0.05862-0.10074i,0.14587-0.049327i,0.15355-0.057743i,0.099392-0.063512i,0.043455-0.048486i,0.0069533-0.013976i,-0.0016926+0.025547i,0.014138+0.03263i,0.029022-0.0030627i,0.014131-0.060554i,-0.041491-0.090946i,-0.096628-0.065739i,-0.11065-0.012154i,-0.08411+0.029691i,-0.040317+0.031769i,-0.011358-0.00057416i,-0.0075271-0.027215i,-0.010193-0.029782i
0.076619+0.00056185i,0.14641-0.029316i,0.14051-0.053477i,0.041395-0.0033203i,-0.055968+0.074186i,-0.11123+0.10999i,-0.10718+0.10944i,-0.035194+0.082513i,0.028938+0.038079i,0.025777+0.002684i,0.00276-0.0091336i,0.001302-0.016426i,0.0089987-0.018605i,0.018943+0.0093099i,0.040238+0.0487i,0.069112+0.056506i,0.074881+0.034929i,0.045654+0.01679i,0.010307+0.01214i,0.0014493+0.01365i,0.013852+0.0094393i,0.013311-0.0024273i,-0.004499+0.00036488i
-0.071747+0.018358i,-0.1528+0.13217i,-0.11735+0.37601i,0.082228+0.54274i,0.2176+0.43025i,0.20349+0.22602i,0.18034+0.13327i,0.15637+0.085841i,0.083474+0.053003i,0.023323+0.059202i,0.015062+0.05972i,0.022523+0.044089i,0.032665+0.022969i,0.032304-0.0056097i,0.023365-0.016379i,0.024182-0.0028094i,0.031893+0.0086876i,0.033479+0.0064873i,0.022011+0.0033529i,0.0069959+0.0096177i,0.0051639+0.01254i,0.011153+0.00025904i,0.010873-0.0098902i
0.084768+0.01385i,0.17727-0.010626i,0.19108-0.1178i,0.042512-0.2165i,-0.096553-0.17937i,-0.11096-0.077272i,-0.070746+0.02023i,-0.011936+0.091256i,0.046247+0.088235i,0.055872+0.027503i,0.008086-0.0082856i,-0.034612+0.0096787i,-0.040811+0.035244i,-0.032073+0.043017i,-0.016118+0.036521i,0.0011458+0.0066917i,0.0060765-0.033211i,-0.0039518-0.048014i,-0.016921-0.023805i,-0.020004+0.018884i,-0.011311+0.047749i,0.0025263+0.050611i,0.012196+0.032823i
-0.076791-0.058181i,-0.16631-0.16002i,-0.22884-0.31193i,-0.20837-0.41667i,-0.14903-0.35415i,-0.092375-0.2023i,-0.059128-0.14568i,-0.076633-0.10934i,-0.065016-0.0046364i,0.00030584+0.051157i,0.02001+0.032714i,-0.0037786+0.023895i,-0.0036113+0.025427i,0.0097663+0.0077873i,0.00052624-0.019014i,-0.031994-0.02941i,-0.058753-0.015565i,-0.060529-0.0051126i,-0.054338-0.022649i,-0.062349-0.042024i,-0.071171-0.034333i,-0.055546-0.019702i,-0.031798-0.021585i
0.097955+0.03099i,0.23277+0.068112i,0.33259+0.065027i,0.23411-0.0038259i,-0.022351-0.08381i,-0.17159-0.093989i,-0.12637-0.034608i,-0.036738+0.011675i,-0.040282+0.018775i,-0.081934+0.034324i,-0.060053+0.036905i,-0.017308+0.0083925i,0.0025176-0.0052922i,0.015406+0.0086711i,0.0327+0.032856i,0.064648+0.04515i,0.091306+0.038441i,0.088849+0.030419i,0.067923+0.023402i,0.042334+0.011751i,0.025431+0.0046065i,0.025568+0.0041542i,0.027252-0.0037431i
-0.10029-0.0057557i,-0.22425+0.053133i,-0.27298+0.20246i,-0.10407+0.32503i,0.12155+0.27878i,0.13772+0.23256i,0.042663+0.32075i,-0.0055783+0.29367i,-0.055529+0.11548i,-0.08459+0.02733i,-0.042892+0.030674i,-0.008828+0.019789i,-0.014639-0.0021751i,-0.022422-0.020568i,-0.022446-0.023517i,-0.015636-0.010658i,-0.0068748-0.0031811i,-0.0058572-0.0072341i,-0.013241-0.0088062i,-0.020035-0.011466i,-0.022326-0.022158i,-0.014521-0.022786i,0.0074603-0.011376i
0.076245+0.031782i,0.14779+0.035774i,0.17505+0.047104i,0.18129+0.059381i,0.22282-0.0089493i,0.16417-0.18965i,-0.043524-0.31449i,-0.14882-0.22473i,-0.070087-0.085487i,-0.017199-0.049713i,-0.042121-0.045566i,-0.051321-0.036896i,-0.044114-0.027881i,-0.043145-0.014161i,-0.056354-0.024338i,-0.078506-0.051076i,-0.083239-0.067408i,-0.076469-0.055825i,-0.06405-0.016023i,-0.03363+0.0128i,-0.0026487+0.0063791i,0.0077102-0.0076795i,0.0099582-0.0086105i
-0.079728-0.089881i,-0.21356-0.18716i,-0.34694-0.27598i,-0.38687-0.21127i,-0.27533-0.0055352i,-0.081063+0.069405i,0.027908-0.038822i,0.0021258-0.10089i,-0.019041-0.069582i,0.00032884-0.065202i,0.0020965-0.062804i,0.018712-0.035486i,0.03894-0.030983i,0.028935-0.048155i,0.014979-0.061602i,0.00727-0.048807i,0.0019787-0.003051i,0.0018659+0.033864i,0.00030581+0.017878i,-0.0042653-0.026855i,-0.0086254-0.045203i,-0.0062163-0.024502i,0.00081427+0.006014i
0.12761+0.043962i,0.30223+0.10801i,0.48169+0.15135i,0.44607+0.1134i,0.17547+0.081451i,-0.021723+0.12596i,-0.0053477+0.14066i,0.057935+0.067655i,0.053642+0.0012498i,0.025734+0.0021037i,0.017582+0.017079i,0.023234+0.024963i,0.042908+0.02487i,0.070424+0.0084068i,0.094813-0.013871i,0.11159-0.031761i,0.10838-0.040222i,0.080852-0.043675i,0.047895-0.036829i,0.033717-0.020607i,0.035203-0.014589i,0.027203-0.017714i,0.012802-0.012992i
-0.065292-0.042583i,-0.16918-0.043443i,-0.24645+0.079704i,-0.20008+0.20628i,-0.098705+0.1288i,-0.038439+0.0075519i,0.012404+0.029519i,0.057368+0.054502i,0.038422+0.024152i,-0.0036069+0.0060642i,-0.017932+0.0071992i,-0.017771+0.019794i,-0.0045307+0.028645i,0.01553+0.019493i,0.036138+0.010261i,0.053057+0.01099i,0.046068+0.011556i,0.019837+0.016901i,0.011694+0.034955i,0.031419+0.04513i,0.050159+0.033077i,0.048577+0.016171i,0.036011+0.0093113i
0.07335+0.042126i,0.1118-0.043842i,0.0033581-0.31095i,-0.20893-0.56392i,-0.21855-0.49113i,-0.0266-0.22761i,0.076688-0.082824i,0.0028282-0.03735i,-0.095358+0.013598i,-0.10273+0.045773i,-0.052635+0.043894i,-0.024292+0.031729i,-0.030637+0.044335i,-0.011813+0.059679i,0.022805+0.035276i,0.013945-0.006375i,-0.027438-0.03934i,-0.067811-0.067445i,-0.0942-0.070781i,-0.089941-0.034344i,-0.058766+0.002147i,-0.038659+0.0074013i,-0.039718+0.0066874i
-0.024515-0.077589i,-0.039415-0.14895i,0.078198-0.1751i,0.27652-0.096327i,0.32635-0.036165i,0.17557-0.14344i,-0.03985-0.28438i,-0.13211-0.27135i,-0.062323-0.20197i,-0.018592-0.15542i,-0.033211-0.07081i,-0.011155-0.0090398i,-0.00042791-0.013666i,-0.025527+0.0073063i,-0.027262+0.070981i,0.0072932+0.12469i,0.056699+0.1332i,0.090103+0.093303i,0.077958+0.035594i,0.040747-0.0016147i,0.019998-0.0054328i,0.024354+0.00057055i,0.029978-0.0075131i
0.053994+0.17708i,0.12213+0.42675i,0.15068+0.69669i,0.078139+0.74053i,-0.0493+0.50368i,-0.062606+0.28452i,0.075185+0.19334i,0.16348+0.069218i,0.098538-0.046678i,0.01956-0.054789i,0.013597-0.033863i,0.020372-0.042757i,0.0044424-0.064301i,-0.018206-0.080854i,-0.032219-0.080503i,-0.039411-0.065283i,-0.026698-0.041472i,0.013333-0.027975i,0.041761-0.044611i,0.024319-0.065735i,-0.0073649-0.056542i,-0.014634-0.028295i,-0.0032594-0.0061834i
-0.14461-0.073117i,-0.20274-0.097696i,-0.18903-0.12284i,-0.021343-0.051624i,0.17521+0.13482i,0.21571+0.36565i,0.18636+0.4681i,0.22014+0.36136i,0.27009+0.1645i,0.24307-0.0050754i,0.1406-0.070422i,0.076523-0.051059i,0.068746-0.048235i,0.044708-0.057658i,0.0094484-0.034126i,-0.0026396-0.017643i,-0.00062125-0.035136i,-0.0038453-0.053292i,-0.011368-0.04524i,-0.0040153-0.021083i,0.011566-0.0084643i,0.0077176-0.0068086i,-0.0046593-0.0070251i
0.14848-0.014058i,0.21552-0.11667i,0.21955-0.28688i,0.085873-0.54479i,-0.21026-0.72836i,-0.51643-0.67098i,-0.60326-0.39244i,-0.43661-0.13671i,-0.2368-0.052522i,-0.13972-0.010925i,-0.07997+0.039956i,-0.047638+0.046822i,-0.042049+0.035473i,-0.013148+0.019278i,0.026045-0.0049556i,0.038035-0.01767i,0.023569-0.017839i,0.019182-0.016889i,0.041196-0.018547i,0.048785-0.020034i,0.023644-0.0103i,0.0076836+0.00040239i,0.011915-0.013122i
0.1727-0.20207i,0.063668-0.48375i,-0.037801-0.4939i,-0.0017269-0.23921i,0.30449+0.055778i,0.6777+0.081829i,0.72179-0.154i,0.44051-0.31344i,0.19922-0.29428i,0.12878-0.28141i,0.06298-0.26324i,0.0052364-0.17043i,-0.023738-0.090646i,-0.09397-0.030319i,-0.14533+0.04237i,-0.11665+0.088991i,-0.027855+0.099045i,0.061391+0.0849i,0.075671+0.046318i,0.034936+0.012335i,0.020558-0.0025503i,0.034609-0.013577i,0.045558-0.021591i
0.80718+9.1228i,1.5543+10.142i,3.7789+10.109i,4.6815+5.9285i,4.352+1.3551i,2.493-1.5562i,0.32119-1.3885i,0.042747+0.079742i,0.95764+0.66086i,1.6283+0.42432i,1.6702+0.041118i,1.5509-0.17193i,1.5933-0.32732i,1.5041-0.43082i,1.2663-0.55966i,0.84322-0.63448i,0.29711-0.44729i,-0.056174-0.16607i,-0.17202+0.003739i,-0.091115+0.13406i,0.12936+0.22682i,0.31188+0.18828i,0.30924+0.072863i
-0.10411-0.27111i,-0.46188-0.4111i,-0.73429-0.31515i,-0.80804+0.045051i,-0.65804+0.40483i,-0.47217+0.42372i,-0.38261+0.22868i,-0.28113+0.17135i,-0.12443+0.21797i,-0.01677+0.21603i,0.045187+0.14566i,0.078221+0.0213i,0.025676-0.060122i,-0.048858-0.034277i,-0.07611+0.0033995i,-0.073838-0.0058104i,-0.038056-0.021166i,0.024995-0.022102i,0.078167-0.030749i,0.088576-0.051138i,0.065099-0.062137i,0.034878-0.065159i,-0.0043074-0.062319i
0.066046+0.0069627i,0.16024+0.014462i,0.38963-0.10679i,0.44165-0.29779i,0.25758-0.19775i,0.2182+0.15366i,0.3629+0.29863i,0.38997+0.22418i,0.32415+0.17245i,0.26358+0.12366i,0.18426+0.081937i,0.13485+0.05255i,0.091782+3.2677e-05i,0.022864-0.027026i,-0.03589-0.015838i,-0.062707+0.017018i,-0.044616+0.045258i,-0.0081228+0.030998i,0.00035278-0.0081699i,-0.015027-0.029071i,-0.027531-0.021504i,-0.036479-0.0036288i,-0.040245+0.0047709i
0.051753+0.072292i,0.066295+0.072817i,0.061698+0.13612i,0.065929+0.090062i,-0.048537-0.21179i,-0.33233-0.4053i,-0.4359-0.23186i,-0.15335-0.096581i,0.096512-0.16849i,0.1127-0.13551i,0.10046-0.042769i,0.056314-0.057218i,-0.034221-0.072627i,-0.073664-0.049244i,-0.072568-0.030574i,-0.061146-0.015181i,-0.038834-0.028017i,-0.025371-0.059035i,-0.030141-0.058999i,-0.052286-0.032074i,-0.07644+0.0032463i,-0.075957+0.031928i,-0.056168+0.04359i
-0.055819+0.079138i,-0.11883+0.15957i,-0.24318+0.15164i,-0.22284+0.10697i,0.063075+0.11849i,0.27214+0.10712i,0.18035+0.040571i,0.045682-0.00066439i,0.027719-0.034823i,0.039054-0.070991i,0.0489-0.091049i,0.054337-0.12519i,0.032697-0.14912i,-0.0014513-0.1239i,-0.026957-0.061432i,-0.01909-0.0035208i,0.017857+0.018538i,0.053718+0.01056i,0.058403-0.01755i,0.017225-0.032779i,-0.020774-0.010247i,-0.017659+0.0051281i,-0.0091113-0.012346i
0.1067-0.12535i,0.32731-0.31816i,0.64075-0.54116i,0.77924-0.56609i,0.63246-0.31023i,0.47715-0.054021i,0.39026-0.025973i,0.21982-0.093217i,0.05964-0.091258i,0.011938-0.057191i,0.0087325-0.046149i,0.0010665-0.042161i,-0.0156-0.030531i,-0.023943-0.010484i,-0.023844+0.014604i,-0.019689+0.036638i,-0.0086994+0.026692i,0.0036082-0.010224i,0.022569-0.022204i,0.036272-2.2022e-06i,0.024577+0.02237i,0.0024498+0.03591i,-0.0088232+0.035338i
-0.0918+0.073353i,-0.28351+0.25517i,-0.5253+0.50533i,-0.62594+0.55544i,-0.52901+0.21538i,-0.39251-0.16213i,-0.27388-0.23496i,-0.10046-0.16877i,0.040071-0.16178i,0.056459-0.15113i,0.026713-0.10562i,-0.030116-0.084006i,-0.10833-0.051772i,-0.12834+0.0094089i,-0.10118+0.046907i,-0.084032+0.050106i,-0.069805+0.029247i,-0.040731-0.004182i,-0.00044213-0.026172i,0.019106-0.029164i,0.012453-0.014108i,0.0046809-0.0042714i,-0.0029169-0.004858i
0.0012628-0.046625i,0.0013075-0.20381i,-0.10855-0.50871i,-0.38748-0.81317i,-0.62218-0.81473i,-0.59769-0.49812i,-0.39182-0.1984i,-0.2291-0.075468i,-0.17725-0.011868i,-0.1234+0.054085i,-0.043715+0.072027i,-0.012024+0.062673i,-0.020714+0.072674i,-0.035052+0.072666i,-0.05242+0.068612i,-0.049307+0.088288i,-0.024568+0.10463i,-0.0048106+0.076254i,0.00034452+0.008678i,-0.0014126-0.038684i,0.0051398-0.048412i,0.012332-0.049491i,0.0082004-0.041674i
-0.01263+0.021624i,0.035811+0.058759i,0.28673+0.1337i,0.67758+0.21952i,0.82352+0.30271i,0.62028+0.3692i,0.3563+0.36149i,0.16988+0.23484i,0.045873+0.11169i,0.015006+0.059126i,0.020382+0.01318i,0.0098346+0.0025857i,0.029759+0.039253i,0.073673+0.064392i,0.10875+0.072536i,0.13299+0.072486i,0.12874+0.056445i,0.091764+0.033651i,0.045545+0.024706i,0.012677+0.028795i,-0.012916+0.022464i,-0.039951+0.015156i,-0.050079+0.018124i
0.053876+0.067383i,0.10103+0.244i,0.14808+0.53976i,0.16341+0.67049i,0.15879+0.43013i,0.14276+0.066187i,0.11865-0.12781i,0.10635-0.16641i,0.10505-0.1716i,0.074644-0.16464i,0.020943-0.12974i,-0.0115-0.092082i,-0.020334-0.068438i,-0.018898-0.053363i,-0.0050305-0.054674i,0.010128-0.070516i,0.013785-0.076692i,0.0015146-0.060622i,-0.017592-0.031105i,-0.020721-0.00044904i,-0.007844+0.020036i,0.003839+0.025507i,0.0076127+0.021832i
-0.005049-0.099898i,-0.060697-0.39465i,-0.30281-0.84246i,-0.69677-0.95728i,-0.81257-0.50375i,-0.49127-0.084365i,-0.22028-0.086125i,-0.20578-0.12291i,-0.17648-0.025192i,-0.085213+0.016373i,-0.037192+0.0060365i,-0.018919-0.0022233i,-0.022732-0.010904i,-0.038278-0.0091575i,-0.049177-0.017784i,-0.071101-0.045752i,-0.09925-0.055645i,-0.092834-0.025894i,-0.037325-0.0034963i,0.014806-0.019843i,0.03069-0.034172i,0.03331-0.032543i,0.030156-0.031093i
-0.067399+0.023791i,-0.20664+0.1557i,-0.32563+0.37822i,-0.23992+0.40869i,-0.083637+0.086344i,-0.086657-0.16385i,-0.1016-0.06672i,-0.037288+0.034273i,-0.045174+0.0085227i,-0.077193+0.018156i,-0.052381+0.032009i,-0.045712+0.029125i,-0.042228+0.045359i,-0.016235+0.059536i,0.00046182+0.077051i,0.0031313+0.097872i,0.0072696+0.096653i,0.021871+0.071417i,0.026387+0.045239i,0.010049+0.031523i,-0.0038232+0.019021i,-0.0082002-0.0046101i,-0.011813-0.027359i
0.090889+0.073487i,0.33536+0.17971i,0.70564+0.23272i,0.86471+0.13282i,0.64552+0.031066i,0.36815+0.06555i,0.24004+0.088645i,0.14722+0.053497i,0.071707+0.047762i,0.050468+0.034071i,0.024027+0.012684i,0.0024007+0.025361i,0.0077985+0.027234i,0.00050039+0.0063943i,-0.018246+0.0047279i,-0.015669+0.022277i,0.0039454+0.032264i,0.012919+0.020006i,0.0029468+0.0051271i,-0.0075721+0.0081203i,-0.00926+0.018116i,-0.0047679+0.027378i,0.0083532+0.028256i
-0.052848-0.14083i,-0.20614-0.44043i,-0.43003-0.74462i,-0.42663-0.69475i,-0.082526-0.37806i,0.17405-0.25729i,0.083619-0.25329i,-0.025521-0.10723i,0.020585-0.013515i,0.02406-0.042093i,-0.022423-0.031028i,-0.017788-0.0022425i,0.0021436-0.0050015i,0.011314-0.016864i,0.01651-0.034851i,0.015267-0.051874i,0.008781-0.053726i,0.0033879-0.030655i,0.014058-0.004631i,0.024774-0.0074041i,0.01322-0.015781i,0.00058504-0.0070909i,-0.0031743-7.7404e-05i
