-0.00030612+0.0008875i,-0.00040312+0.00076871i,-0.001656-0.00033241i,-0.00053983-0.0011527i,-0.00034844-0.0010372i,-0.0014878+9.7404e-05i,-0.00077193+0.0014341i,0.00067268+0.0017988i,0.0013812+0.00076004i,0.0015086+0.00038234i,0.00078379+0.00067972i,0.00062377+0.00068702i,0.00051262+0.00012575i,-0.00037462-0.0007017i,-0.00074013-0.0002485i,3.089e-05+0.00040558i,0.00059283-0.000113i,-0.00018046-0.00013502i,-0.0008352-6.3056e-05i,1.5558e-05-5.315e-05i,0.00047701+9.8162e-05i,0.00020647+0.00026357i,-0.00054011+0.00015196i
-0.029161+0.1674i,-0.069097+0.53562i,-0.084349+1.0292i,-0.11492+1.2161i,-0.25204+0.91894i,-0.38574+0.55129i,-0.30366+0.34829i,-0.11011+0.15079i,-0.026438-0.0090163i,-0.014892-0.028338i,0.010481-0.008242i,0.010463-0.01295i,-0.01578-0.0029577i,-0.028767+0.023654i,-0.036667+0.040002i,-0.046898+0.046312i,-0.040772+0.048709i,-0.012974+0.042733i,0.0060354+0.025811i,-0.0047634+0.0096754i,-0.01665+0.0046389i,-0.013162-0.00057843i,-0.0097154-0.0087735i
0.10528-0.10506i,0.26299-0.28815i,0.41003-0.52592i,0.40608-0.62371i,0.35323-0.49697i,0.40096-0.28133i,0.37815-0.13712i,0.19149-0.065918i,0.035088-0.011226i,0.0085301+0.0064204i,0.025319-0.015037i,0.020802-0.03013i,0.0034906-0.024191i,-0.0077682-0.0070838i,-0.007767+0.011857i,-0.0035791+0.023749i,0.00090574+0.025399i,0.0040394+0.012118i,-0.0041821-0.0032436i,-0.013762-0.00095129i,-0.012154+0.007782i,-0.010004+0.0066641i,-0.01307+0.0080082i
-0.1037+0.024861i,-0.2527+0.015002i,-0.36128-0.11721i,-0.32537-0.36778i,-0.25905-0.52357i,-0.27098-0.47437i,-0.218-0.30367i,-0.071276-0.12818i,0.0079007-0.028104i,-0.0064664+0.012778i,-0.023653+0.036715i,-0.010913+0.037466i,-0.00061096+0.011605i,0.00056418-0.013642i,0.0089392-0.025361i,0.023969-0.033872i,0.030243-0.042838i,0.020607-0.04274i,0.0086301-0.023026i,0.0057428+1.0786e-05i,0.0032686+0.0085606i,-0.00058602+0.014304i,0.0057191+0.022261i
0.096489+0.0090688i,0.23204+0.022032i,0.32985+0.11313i,0.30955+0.30221i,0.2378+0.48828i,0.15968+0.5385i,0.0825+0.39223i,0.050799+0.1545i,0.049831+0.00028679i,0.047071-0.015515i,0.05735+0.011093i,0.060676+0.0059408i,0.038546+0.0020858i,0.015906+0.012684i,-0.0062923+0.0124i,-0.033051+0.0075034i,-0.048847+0.011211i,-0.040552+0.018185i,-0.017334+0.014226i,-0.0023155+0.0020595i,-0.00071712-0.0016948i,0.0040552+0.0015416i,0.01089-0.0038471i
-0.079353+0.0036398i,-0.18235+0.027288i,-0.23747+0.073229i,-0.16228+0.083773i,-0.015756-0.0049934i,0.12039-0.10968i,0.16946-0.11821i,0.099002-0.059252i,0.023903-6.508e-05i,0.021468+0.0059619i,0.020288-0.034469i,-0.0075047-0.050701i,-0.016616-0.029312i,-0.007878-0.013516i,-0.0068384-0.008611i,-0.0081856+0.008586i,0.0016198+0.027963i,0.017429+0.027093i,0.021958+0.0055286i,0.0092279-0.017481i,-0.0098712-0.029081i,-0.02612-0.034996i,-0.037146-0.033544i
0.081931-0.0019929i,0.18062-0.036949i,0.21884-0.12137i,0.094678-0.18615i,-0.083457-0.15336i,-0.15094-0.11727i,-0.11734-0.13878i,-0.060888-0.12167i,-0.011327-0.064897i,3.4637e-05-0.041757i,-0.026571-0.026876i,-0.036527+0.0049953i,-0.019822+0.014372i,-0.011632+0.0058129i,-0.0032272+0.011499i,0.028571+0.016364i,0.055909-0.00014379i,0.051698-0.021875i,0.031511-0.02583i,0.016782-0.013309i,0.0075973-0.0001637i,-6.3525e-06+0.0093499i,-0.0040363+0.015595i
-0.091841-0.020174i,-0.23867-0.032967i,-0.36963-0.027371i,-0.34725-0.0064093i,-0.19044+0.010276i,-0.059822+0.038296i,-0.023528+0.065315i,-0.029897+0.039506i,-0.044597-0.0012651i,-0.041149+0.0024096i,-0.0087126+0.0092933i,0.0098562-0.012993i,-0.0065975-0.029956i,-0.027763-0.017552i,-0.030378-0.0024685i,-0.025362-0.011054i,-0.022662-0.02821i,-0.014767-0.036258i,-0.0022607-0.04178i,0.0034548-0.044703i,0.007209-0.030725i,0.022308-0.0065921i,0.041131+0.0058413i
0.069767+0.058158i,0.16031+0.15213i,0.21873+0.27092i,0.2004+0.34041i,0.16961+0.32324i,0.16192+0.25052i,0.14589+0.15848i,0.094591+0.090821i,0.045209+0.070254i,0.035199+0.058792i,0.024683+0.022217i,-0.017468-0.0052787i,-0.044674+0.0091736i,-0.026524+0.028324i,-0.004522+0.01996i,-0.014529+0.0051579i,-0.038592-0.00053867i,-0.052042-0.0069677i,-0.060554-0.012939i,-0.063728-0.010224i,-0.052684-0.0081539i,-0.036937-0.015326i,-0.027466-0.021994i
-0.039901-0.052366i,-0.044386-0.13136i,0.034219-0.19956i,0.149-0.20576i,0.15499-0.16723i,0.070326-0.13113i,-0.00049423-0.091222i,-0.017461-0.046278i,0.0040564-0.027111i,0.017158-0.027015i,0.0067126-0.0042237i,0.012165+0.035827i,0.037728+0.046913i,0.046082+0.024771i,0.026993+0.0061523i,0.0055227+0.020064i,-0.0025143+0.053318i,-0.0052526+0.076812i,-0.0021308+0.081786i,0.0087478+0.071206i,0.014506+0.053404i,0.0066722+0.04097i,-0.0053872+0.040587i
0.022807+0.043349i,0.026834+0.070861i,-0.042255+0.051463i,-0.16535-0.0047126i,-0.23831-0.02469i,-0.22387+0.0073671i,-0.15318+0.042272i,-0.07647+0.045486i,-0.032864+0.015002i,-0.030473-0.018909i,-0.02549-0.024172i,0.0025037-0.024286i,0.013555-0.037213i,-0.0054186-0.034294i,-0.012295-0.014607i,0.0061678-0.0097507i,0.026404-0.016996i,0.038588-0.017363i,0.04387-0.017557i,0.039973-0.026971i,0.02726-0.035192i,0.02223-0.030459i,0.030174-0.022712i
-0.015375-0.035609i,-0.0255-0.040359i,0.026232-0.0060898i,0.11974+0.021897i,0.15937-0.0016906i,0.11849-0.0029505i,0.065225+0.040441i,0.046541+0.04364i,0.02452+0.016898i,-0.0057607+0.007414i,-0.027083+0.0020034i,-0.043089-0.001949i,-0.045686-0.001056i,-0.033192-0.0073304i,-0.026116-0.018441i,-0.035178-0.022526i,-0.04075-0.017752i,-0.028878-0.012332i,-0.016836-0.011794i,-0.021927-0.011483i,-0.028435-0.011868i,-0.022826-0.020493i,-0.018691-0.033057i
0.033703+0.025896i,0.074097+0.012458i,0.082335-0.049947i,0.036833-0.093535i,-0.017014-0.048086i,-0.031595+0.012728i,-0.012045+0.025562i,0.0071589+0.031449i,0.019717+0.031104i,0.0262+0.02552i,0.031059+0.027737i,0.032525+0.027381i,0.02723+0.022029i,0.013673+0.018709i,-0.0023418+0.033094i,0.0043884+0.063061i,0.032994+0.073509i,0.054136+0.052405i,0.056895+0.027576i,0.049093+0.020501i,0.036951+0.022675i,0.019708+0.021418i,0.0020309+0.024122i
-0.055074-0.023498i,-0.14644-0.027252i,-0.24122+0.032039i,-0.24356+0.12107i,-0.14034+0.14263i,-0.037867+0.091824i,0.0056278+0.039756i,0.022741+0.0084603i,0.0218+0.0063302i,0.022104+0.0214i,0.035693+0.016024i,0.037316-0.010409i,0.024895-0.020861i,0.030381-0.012142i,0.056466-0.018227i,0.07057-0.053424i,0.05507-0.087419i,0.028838-0.08953i,0.019603-0.070261i,0.022358-0.055299i,0.013414-0.041218i,-0.0015651-0.016736i,-0.0023612+0.0043966i
0.037593+0.057542i,0.10338+0.091328i,0.14292+0.069314i,0.080869-0.01186i,-0.021902-0.066609i,-0.038843-0.075771i,-0.0058867-0.08426i,-0.01388-0.072051i,-0.021483-0.033356i,-0.0052967-0.011151i,-0.0043175-0.012637i,-0.019821-0.012988i,-0.028431-0.0097751i,-0.03006-0.015429i,-0.049363-0.031385i,-0.091863-0.036301i,-0.12008-0.016665i,-0.1097+0.0031344i,-0.079308+0.0060568i,-0.047063+0.0047273i,-0.016163+0.009547i,0.0054877+0.0091623i,0.0069826+0.0013138i
-0.028311-0.048799i,-0.075297-0.10376i,-0.095528-0.12331i,-0.039165-0.092607i,0.04428-0.064723i,0.056772-0.05977i,0.015887-0.052677i,-0.017484-0.051608i,-0.037593-0.044298i,-0.03973-0.03053i,-0.029927-0.018414i,-0.016927+0.0023972i,-0.0073512+0.02314i,-0.0094449+0.043253i,-0.0049573+0.077441i,0.020166+0.10936i,0.04324+0.11474i,0.046357+0.094869i,0.038917+0.064844i,0.033332+0.033711i,0.027606+0.0044305i,0.016694-0.013089i,0.0048856-0.01448i
0.035729+0.074168i,0.097535+0.16031i,0.17732+0.2112i,0.20059+0.1544i,0.11903+0.047102i,0.0025599+0.0010344i,-0.045667+0.013498i,-0.027312+0.031887i,-0.0036979+0.031669i,0.0058309+0.021839i,0.01291+0.00075324i,0.016019-0.024075i,0.018351-0.02978i,0.028222-0.025425i,0.046969-0.04043i,0.063062-0.075568i,0.063578-0.097136i,0.051845-0.08888i,0.032663-0.069628i,0.0043247-0.049894i,-0.022296-0.025822i,-0.031545-0.0014437i,-0.022501+0.014646i
-0.010233-0.077184i,-0.033101-0.16072i,-0.060868-0.18794i,-0.069738-0.080033i,-0.04579+0.077131i,-0.0033015+0.14511i,0.030596+0.11655i,0.051046+0.04204i,0.053785-0.019215i,0.039949-0.029261i,0.020545-0.014963i,-0.0098383-0.0064666i,-0.036589-0.0014491i,-0.049559+0.0011755i,-0.070343+0.0060274i,-0.096741+0.014828i,-0.10733+0.017037i,-0.097798+0.012027i,-0.080056+0.01051i,-0.05718+0.016663i,-0.02659+0.0223i,0.00064741+0.021972i,0.017895+0.019248i
-0.012058+0.077634i,-0.025155+0.15194i,-0.052513+0.17697i,-0.08654+0.098704i,-0.089523-0.016723i,-0.046918-0.089867i,-0.026803-0.092574i,-0.047344-0.031939i,-0.04315+0.018453i,-0.015791+0.016202i,-0.0019315+0.0045652i,0.0079019+0.01096i,0.017562+0.01853i,0.025114+0.021048i,0.036438+0.032879i,0.045887+0.058111i,0.047762+0.081486i,0.045341+0.087957i,0.04478+0.078976i,0.037225+0.056822i,0.018741+0.02879i,0.0054402+0.007738i,-0.00010522-0.01183i
0.012667-0.071365i,0.01851-0.16181i,-0.0052851-0.23583i,-0.064967-0.21967i,-0.11333-0.13348i,-0.1292-0.054808i,-0.10339-0.0033835i,-0.037031+0.018134i,0.007788+0.010847i,-0.0034547-0.0011471i,-0.023957-0.00087828i,-0.019536-0.0055773i,-0.0077788-0.025167i,-0.0086686-0.042847i,-0.011618-0.052612i,0.0032451-0.057116i,0.033677-0.060018i,0.057535-0.059022i,0.061626-0.049789i,0.052206-0.032754i,0.036216-0.016609i,0.014583-0.01236i,-0.011848-0.0096569i
-0.02418+0.067926i,-0.043198+0.13784i,-0.011382+0.16919i,0.086868+0.098743i,0.16055+0.00032861i,0.14872-0.014803i,0.093284+0.0027762i,0.026552-0.010215i,-0.026261-0.01015i,-0.027579+0.014696i,-0.00051843+0.025801i,0.014077+0.022158i,0.014635+0.019569i,0.011133+0.024122i,0.0053098+0.029408i,-0.0070889+0.017281i,-0.026047-0.0092125i,-0.039547-0.029282i,-0.039548-0.035336i,-0.030432-0.032285i,-0.021372-0.022301i,-0.016671-0.0061601i,-0.0058997+0.011183i
0.039829-0.048447i,0.090919-0.099033i,0.12998-0.10198i,0.129-0.037278i,0.10428+0.0051611i,0.072906-0.02152i,0.062366-0.037341i,0.078968-0.016041i,0.08564-0.013043i,0.059791-0.024184i,0.027783-0.022579i,0.010041-0.015386i,0.0054429-0.0090583i,0.010981-0.012311i,0.014756-0.024045i,0.0015761-0.019406i,-0.019042+0.0094441i,-0.024956+0.035391i,-0.017235+0.040719i,-0.011658+0.038323i,-0.0093398+0.0384i,0.0012108+0.03471i,0.014609+0.018397i
-0.049761+0.051108i,-0.11678+0.11743i,-0.17116+0.17661i,-0.16861+0.186i,-0.12635+0.15178i,-0.061362+0.099701i,-0.0063832+0.037015i,0.0057803-0.022446i,-0.017151-0.044314i,-0.028678-0.024686i,-0.015299-0.0010083i,-0.0094031+0.013463i,-0.02114+0.02735i,-0.037296+0.038738i,-0.046402+0.047007i,-0.030959+0.052078i,0.0054786+0.042986i,0.032042+0.021258i,0.034993+0.001523i,0.030936-0.0083275i,0.031618-0.015589i,0.02346-0.024976i,0.0025217-0.025386i
0.050037-0.031951i,0.10792-0.078261i,0.1161-0.11846i,0.025261-0.11726i,-0.05949-0.07011i,-0.060052-0.0078426i,-0.037637+0.035827i,-0.02967+0.062486i,-0.0048153+0.074237i,0.022967+0.04287i,0.023822-0.010261i,0.013512-0.038003i,0.011566-0.034474i,0.019835-0.01149i,0.035317+0.0094469i,0.041916+0.0048265i,0.025936-0.018598i,0.0011014-0.031568i,-0.012862-0.028223i,-0.017826-0.029686i,-0.023639-0.032115i,-0.029006-0.020288i,-0.027316-0.00066351i
-0.045637+0.028665i,-0.1059+0.03433i,-0.12926-0.008211i,-0.084706-0.086818i,-0.029016-0.11339i,-0.0038322-0.071553i,0.0031644-0.026051i,-0.0025453-0.016934i,-0.013808-0.023361i,-0.017592-0.015049i,-0.020655+0.0026818i,-0.026151+0.009478i,-0.027612-0.0020338i,-0.02487-0.023796i,-0.024385-0.039572i,-0.029959-0.035518i,-0.032306-0.013668i,-0.025049+0.0087271i,-0.015753+0.018519i,-0.013979+0.020802i,-0.017109+0.022666i,-0.011265+0.023741i,0.0053322+0.019787i
0.052494-0.01411i,0.12609-0.020725i,0.19083+0.00082144i,0.20017+0.026195i,0.14835-0.00011902i,0.046287-0.05858i,-0.037103-0.081319i,-0.045753-0.040891i,-0.013719+0.012115i,0.018557+0.035482i,0.045017+0.032805i,0.056176+0.020926i,0.050022+0.014495i,0.032915+0.013214i,0.01593+0.01315i,0.011161+0.013713i,0.017848+0.011264i,0.023005+0.0052813i,0.021725+0.0035259i,0.020595+0.0085968i,0.018903+0.0117i,0.016071+0.0038687i,0.014768-0.011944i
-0.055392+0.010431i,-0.11408+0.019339i,-0.13111+0.040511i,-0.066791+0.087014i,0.0099574+0.12796i,0.031334+0.11473i,0.013279+0.070021i,0.01033+0.01421i,0.019103-0.035252i,0.0068881-0.05011i,-0.018165-0.044971i,-0.035562-0.038398i,-0.031947-0.025092i,-0.010741-0.014685i,-0.001293-0.016109i,-0.010449-0.017091i,-0.018429-0.013312i,-0.014996-0.0087969i,-0.0054785-0.0083636i,0.001183-0.012298i,0.001335-0.012991i,-0.0039671-0.0098934i,-0.014722-0.0069392i
0.045083-0.0068103i,0.085473+0.011864i,0.079055+0.042832i,0.010906+0.050345i,-0.03286+0.010655i,0.01026-0.02246i,0.060646-0.01928i,0.0388+0.0071474i,-0.0067543+0.031711i,-0.026715+0.034865i,-0.029384+0.033133i,-0.024921+0.036234i,-0.019044+0.032114i,-0.019027+0.027825i,-0.021389+0.034602i,-0.016527+0.047102i,-0.0055781+0.049143i,0.0025991+0.036332i,0.0016978+0.018518i,-0.0067943+0.0058275i,-0.013339+0.00059252i,-0.013651+0.001448i,-0.011723+0.011892i
-0.046983-0.0042401i,-0.097129-0.039062i,-0.13438-0.10835i,-0.14917-0.16025i,-0.14821-0.12664i,-0.132-0.048931i,-0.081956-0.0025944i,-0.012374+0.00021285i,0.024009-0.014595i,0.026702-0.023288i,0.027831-0.022612i,0.027657-0.023413i,0.015303-0.021931i,0.0049371-0.011753i,0.016091-0.0059316i,0.033069-0.014727i,0.035479-0.024621i,0.025725-0.024749i,0.015332-0.01646i,0.010467-0.0061072i,0.0068211+0.0013053i,0.0049585+0.0063658i,0.010011+0.006594i
0.040797+0.016305i,0.086233+0.040159i,0.12256+0.053532i,0.13292+0.01824i,0.12111-0.023513i,0.096042+0.0028263i,0.064411+0.044357i,0.019828+0.034302i,-0.018594+0.01416i,-0.020207+0.013371i,-0.0058091+0.013733i,-0.00040654+0.014098i,0.0020444+0.011643i,-0.0049707+0.00042422i,-0.028052-0.011987i,-0.052-0.016352i,-0.059312-0.010339i,-0.044633-0.0030708i,-0.020723-0.0015124i,-0.0032168-0.0016501i,0.0068953-0.00011376i,0.012189-0.0027458i,0.0077258-0.010319i
-0.037249-0.0199i,-0.053823-0.05194i,-0.039878-0.071237i,0.0072601-0.043535i,0.049583-0.013884i,0.057253-0.047172i,0.047201-0.08177i,0.045543-0.05684i,0.046493-0.018898i,0.037044-0.0068455i,0.024488-0.008356i,0.017849-0.010245i,0.013217-0.0081531i,0.011456+0.0049293i,0.019204+0.031017i,0.032788+0.051092i,0.038508+0.05013i,0.033115+0.035235i,0.023903+0.017015i,0.014801+0.0024471i,0.0057892-0.0078635i,-0.0052348-0.012037i,-0.013892-0.0066876i
0.024321+0.023569i,0.028389+0.074495i,0.001872+0.15041i,-0.034827+0.20702i,-0.054732+0.19703i,-0.061342+0.13046i,-0.069284+0.050101i,-0.067945-0.0033088i,-0.054696-0.014628i,-0.045317-0.0034938i,-0.04084+0.00057135i,-0.042609-0.0028688i,-0.038249+0.0024176i,-0.011877-0.0032134i,0.016188-0.034999i,0.024161-0.066179i,0.017663-0.073248i,0.0046492-0.058607i,-0.0081536-0.036101i,-0.015902-0.019136i,-0.016944-0.007024i,-0.0095883+0.0060903i,0.0041374+0.013285i
-0.020713-0.026922i,-0.027912-0.062349i,-0.024471-0.096556i,-0.030154-0.094453i,-0.036002-0.050122i,-0.013132+0.01394i,0.0097875+0.060215i,0.012271+0.069185i,0.016002+0.053769i,0.025778+0.03303i,0.030403+0.019399i,0.028534+0.011964i,0.018208+0.0051455i,-0.0086482+0.0019343i,-0.049151+0.0090893i,-0.079421+0.02691i,-0.08104+0.040124i,-0.060679+0.041272i,-0.033629+0.036847i,-0.01358+0.028863i,-0.0022991+0.015572i,0.0049385-0.0022052i,0.007626-0.017407i
0.0075466+0.028236i,0.00036535+0.049152i,-0.024614+0.042224i,-0.040421-0.015378i,-0.030638-0.080788i,-0.016445-0.11138i,-0.0046484-0.097202i,0.0049759-0.062859i,0.0019552-0.04178i,-0.0049177-0.032413i,-0.0021678-0.025957i,0.003764-0.023626i,0.0053035-0.018949i,0.010733+0.0024556i,0.032306+0.031374i,0.060661+0.045999i,0.076044+0.044769i,0.072845+0.031325i,0.057218+0.013012i,0.039485+0.0009155i,0.020429-0.0032943i,-0.00271-0.00094079i,-0.022156+0.0035914i
-0.0070153-0.016686i,0.02023-0.042716i,0.088915-0.065355i,0.14735-0.081657i,0.12002-0.083118i,0.021768-0.055862i,-0.053671-0.020603i,-0.061493+0.0034769i,-0.031029+0.023309i,-0.00045873+0.031544i,0.0080314+0.025996i,0.002144+0.020295i,0.0033659+0.011907i,0.0094476-0.010201i,0.0079965-0.042168i,-0.0013231-0.069576i,-0.010636-0.079011i,-0.010335-0.066687i,-0.0028818-0.046693i,0.001733-0.030546i,0.0046538-0.013655i,0.011667+0.0033445i,0.015184+0.015831i
-0.0072176+0.017158i,-0.027487+0.036037i,-0.065692+0.056716i,-0.068834+0.080573i,-0.0034609+0.10183i,0.076929+0.098527i,0.10966+0.074229i,0.089725+0.037954i,0.049307-0.00089762i,0.018097-0.024065i,0.00053547-0.02996i,-0.0072415-0.01997i,-0.011754-0.0052704i,-0.023348+0.0071427i,-0.037368+0.026613i,-0.043972+0.046553i,-0.047483+0.052519i,-0.042409+0.041821i,-0.028422+0.022465i,-0.017945+0.006069i,-0.011434-0.0053662i,-0.0063298-0.015417i,0.00058961-0.019755i
0.0057669-0.010941i,0.023983-0.012653i,0.048403+0.0086015i,0.036553+0.03172i,-0.010791+0.020995i,-0.01763-0.016168i,0.015012-0.056067i,0.021186-0.064542i,-0.00066305-0.034461i,-0.019625-0.00089835i,-0.024609+0.016791i,-0.02164+0.01541i,-0.017042+0.010822i,-0.00063678+0.013313i,0.027564+0.011313i,0.05072+0.0054385i,0.058033+0.0015568i,0.04399+0.0023133i,0.019583+0.0084043i,0.0023765+0.014847i,-0.0068361+0.014516i,-0.010912+0.011321i,-0.0094234+0.0051326i
-0.011546+0.01033i,-0.041612+0.0011467i,-0.1036-0.03196i,-0.15973-0.049303i,-0.16768-0.0096444i,-0.15169+0.056963i,-0.12079+0.097443i,-0.054849+0.078852i,0.0030462+0.02658i,0.023024-0.0029583i,0.03033-0.0040335i,0.031062+0.00025038i,0.020179-0.0017157i,0.0041885-0.013776i,-0.017952-0.030267i,-0.039479-0.040389i,-0.045458-0.042024i,-0.032288-0.033261i,-0.010839-0.017199i,0.0040824-0.0041365i,0.0092692+0.0035439i,0.01007+0.004184i,0.0033595+0.00096492i
0.004317-0.0013415i,0.025332+0.011573i,0.068665+0.035724i,0.10746+0.029495i,0.11922-0.007034i,0.12437-0.023574i,0.11437-0.019296i,0.059372-0.01337i,-2.9797e-05-0.00015139i,-0.020831+0.008665i,-0.017744+0.00089256i,-0.0085398-0.0094185i,-0.00054505-0.0088941i,-0.0019905+0.0062887i,-0.0073678+0.029218i,-0.010425+0.048103i,-0.011189+0.055625i,-0.0089272+0.044047i,-0.0061094+0.020039i,-0.0030529+0.0035199i,-0.0012208-0.00088444i,-0.0031463-0.00056876i,-0.0044383+0.004605i
-0.004224+0.0022286i,-0.0082805-0.016597i,-0.011707-0.052512i,0.001999-0.068575i,0.01891-0.075035i,-0.01578-0.1121i,-0.082708-0.1241i,-0.092648-0.059798i,-0.040956+0.010168i,0.0045935+0.028655i,0.011752+0.019856i,-0.0011993+0.012332i,-0.0046204+0.011527i,0.009224+0.005245i,0.027062-0.0089324i,0.039056-0.0192i,0.043142-0.01992i,0.035361-0.010693i,0.023392-0.00095885i,0.015725-9.2169e-05i,0.0077451-0.0035052i,0.0021232-0.0024252i,0.0046703-0.001829i
0.00029776+0.0029114i,0.0067703+0.033433i,0.020547+0.097153i,0.035867+0.14511i,0.029839+0.14926i,0.0081428+0.14605i,0.0081397+0.12744i,0.017724+0.062591i,0.0025088-0.00094808i,-0.011547-0.02141i,-0.003382-0.019779i,0.0051429-0.011721i,0.0030361-0.0040302i,-0.010713-0.0032236i,-0.028496-0.0052892i,-0.038697-0.0088702i,-0.038868-0.013335i,-0.026308-0.013943i,-0.0096839-0.012004i,-0.0047124-0.010037i,-0.0074053-0.0061923i,-0.0059311-0.0028179i,-0.0041231-0.0046069i
-0.0032397-0.002052i,-0.0021789-0.031155i,-0.0041898-0.082384i,-0.018277-0.11269i,-0.01635-0.096379i,0.033698-0.077847i,0.067993-0.080559i,0.042878-0.061044i,0.01766-0.018508i,0.011315+0.00097124i,0.0024847-0.00051992i,-0.005535-0.0070295i,-0.009988-0.011496i,-0.0068132-0.00083374i,0.0035071+0.019596i,0.012485+0.034926i,0.016349+0.037485i,0.012541+0.02728i,0.0042954+0.015059i,-0.00040226+0.010433i,0.0039283+0.007745i,0.0094267-0.0010097i,0.0072813-0.0050883i
-0.0014713+0.0039197i,-0.017794+0.023495i,-0.046446+0.051284i,-0.071025+0.04618i,-0.087529+0.001921i,-0.11675-0.022113i,-0.10993+0.0081606i,-0.033717+0.028585i,0.02602-0.004186i,0.023029-0.02999i,0.0048502-0.015647i,-0.0014348+0.0047438i,-0.0030531+0.0072129i,-0.0020339-0.0038429i,0.0046378-0.016854i,0.014508-0.027235i,0.020785-0.032613i,0.020828-0.029437i,0.016366-0.019861i,0.0098107-0.012753i,-0.0001518-0.012246i,-0.011019-0.0099307i,-0.013218-0.0024267i
0.0012499-0.0013449i,0.023099-0.025464i,0.063388-0.068633i,0.086855-0.092044i,0.076831-0.045101i,0.078939+0.040114i,0.08769+0.065384i,0.048088+0.029959i,-0.0087471+0.016248i,-0.021654+0.0247i,-0.005145+0.015308i,0.0073175+0.0003515i,0.011966-0.0022524i,0.0075735+0.00058212i,-0.0090727+0.00045816i,-0.029333-0.00019505i,-0.041252+0.00090083i,-0.038111+0.0010047i,-0.025047+0.0011024i,-0.015652+0.0050115i,-0.012394+0.015862i,-0.0041503+0.02555i,0.0066107+0.021821i
-0.0055795+0.0069044i,-0.03155+0.022553i,-0.075179+0.051967i,-0.085587+0.074139i,-0.029061+0.051219i,0.020138-0.016115i,0.0088719-0.051586i,-0.0083945-0.022728i,0.0032982+0.0093006i,0.01492+0.010079i,0.0072388-0.0011554i,-0.0078687-0.007823i,-0.013367-0.004706i,-0.0082809+0.0014019i,-0.0027167+0.0083636i,0.0033718+0.019237i,0.010305+0.028211i,0.011629+0.029695i,0.01115+0.024427i,0.016071+0.015313i,0.023416+0.0028736i,0.022357-0.010614i,0.0099645-0.017998i
0.00014695-0.0059074i,0.02558-0.0033298i,0.067968+0.012703i,0.08366+0.032857i,0.027378+0.03998i,-0.043203+0.042476i,-0.048217+0.034704i,-0.023264-0.00050127i,-0.027143-0.028239i,-0.034037-0.014675i,-0.016185+0.010169i,0.0022501+0.020119i,0.0063393+0.020696i,0.0063198+0.015573i,0.0087083+0.0048274i,0.010571-0.01091i,0.0089763-0.025214i,0.0067477-0.028963i,0.0058818-0.024328i,0.0007605-0.023737i,-0.012961-0.026563i,-0.02539-0.018686i,-0.025442-0.0018916i
-0.0084633+0.0011775i,-0.033179-0.0035276i,-0.07666-0.023046i,-0.10782-0.038196i,-0.079752-0.026259i,-0.012777-0.016717i,0.011904-0.02695i,-0.0036846-0.010614i,0.0055612+0.024976i,0.02946+0.023372i,0.029274-0.0019706i,0.016919-0.015542i,0.0085795-0.019506i,0.0027521-0.019444i,-0.0034499-0.013238i,-0.011832-0.0022984i,-0.018785+0.0095329i,-0.018629+0.01368i,-0.016182+0.0086355i,-0.017458+0.0078365i,-0.014524+0.017738i,4.3653e-06+0.022341i,0.015138+0.014129i
0.0033567-0.0083066i,0.0215-0.00067069i,0.049857+0.028939i,0.084573+0.048241i,0.092902+0.0079768i,0.048862-0.049164i,0.0035723-0.045592i,0.010423-0.016425i,0.028716-0.024561i,0.012845-0.036808i,-0.014124-0.019888i,-0.02417+0.0019696i,-0.021947+0.0096527i,-0.01814+0.011298i,-0.0086684+0.016168i,0.0083923+0.020512i,0.025001+0.019464i,0.031055+0.01351i,0.025086+0.0079419i,0.020701+0.0073855i,0.02188+0.002429i,0.017786-0.010611i,0.0076596-0.020067i
-0.0026966+0.0048924i,-0.0069183-0.0089494i,-0.0026708-0.062993i,-0.0056278-0.12615i,-0.026486-0.10848i,-0.027344-0.023378i,-0.0028211+0.016228i,-0.0081151+0.0064804i,-0.03151+0.015047i,-0.019898+0.029814i,0.01055+0.01928i,0.023432+0.002165i,0.020701-0.0018631i,0.0171-0.001344i,0.01254-0.0064518i,0.004004-0.015601i,-0.0035629-0.022064i,-0.0051546-0.021675i,-0.00018611-0.017299i,0.0024751-0.01551i,-0.0051288-0.01276i,-0.015675-0.003798i,-0.019104+0.0067957i
0.001225-0.0031242i,-0.00017821+0.0041427i,-0.024192+0.051657i,-0.042021+0.12742i,-0.01233+0.154i,0.021451+0.11014i,0.022469+0.06398i,0.026713+0.037782i,0.036177+0.0037955i,0.02239-0.024942i,-0.0030263-0.032302i,-0.017071-0.027783i,-0.019095-0.018436i,-0.019669-0.011038i,-0.022861-0.006284i,-0.024958+0.0019246i,-0.022609+0.011127i,-0.017414+0.012995i,-0.012846+0.0086599i,-0.010597+0.0074238i,-0.0079147+0.0099511i,-0.0027549+0.011903i,0.002517+0.01394i
