-0.0053585+0.00080474i,-0.0033621+0.0010803i,-0.0029538+0.0028512i,-0.0011183+0.0037914i,0.00098591+0.0031333i,0.0004663+0.0019076i,-0.00085637+0.0012999i,-0.00032385+0.0017726i,0.00032943+0.0010675i,0.00057329+5.299e-05i,0.00062461-9.5102e-05i,0.00088114-0.00047746i,0.001348-0.0013093i,0.0011721-0.0011781i,0.00081378+0.00034138i,-0.00016934+0.00079761i,-0.0005672+0.00051388i,8.0622e-05+3.928e-05i,0.00026008-0.00044435i,0.00044513+5.6527e-05i,0.0001196+0.0004357i,0.00033259+6.0717e-05i,0.00055574-0.0011002i
0.26767+0.073909i,0.63594+0.054828i,0.82364-0.10382i,0.56357-0.19702i,0.24548-0.015897i,0.22235+0.17353i,0.27712+0.09945i,0.19842-0.033223i,0.077148-0.04113i,0.030745-0.0059204i,0.046085-0.00076682i,0.058549-0.0057218i,0.054483+0.00034988i,0.037504-0.0010406i,0.0039106-0.0069122i,-0.018878-0.0062709i,-0.0186-0.0090012i,-0.01132-0.0063087i,-0.0027587+0.010475i,0.0081948+0.022043i,0.01512+0.014475i,0.010702-1.8335e-05i,0.0034289-0.0049676i
-0.12407+0.14493i,-0.29512+0.39363i,-0.35396+0.59623i,-0.1876+0.5217i,-0.011522+0.2979i,0.018467+0.1542i,-0.01233+0.091813i,-0.034555+0.053074i,-0.026403+0.045085i,-0.011635+0.045957i,-0.026432+0.035919i,-0.042597+0.01798i,-0.053216-0.01338i,-0.061999-0.02905i,-0.04892-0.015814i,-0.027893+0.003257i,-0.013908+0.020345i,0.0025516+0.027124i,0.01561+0.014221i,0.016586-0.00046336i,0.013807+0.00046422i,0.013062+0.010498i,0.012362+0.020049i
-0.16426-0.13866i,-0.31968-0.22927i,-0.33749-0.16356i,-0.10315-0.00057992i,0.13846-0.042192i,0.12559-0.20926i,0.0091658-0.16891i,0.01138-0.024871i,0.045952+0.0084889i,0.020121-0.012182i,-0.00072002-0.0039508i,0.017929+0.014485i,0.055578+0.02185i,0.075957+0.017939i,0.054727+0.0050195i,0.018498-0.0033929i,0.00082828-0.0074974i,-0.0048436-0.011876i,-0.011756-0.012249i,-0.015774-0.012996i,-0.018838-0.017207i,-0.02238-0.020698i,-0.021774-0.025419i
0.20227-0.016679i,0.43455-0.1202i,0.52877-0.26911i,0.27106-0.32954i,-0.10524-0.19506i,-0.22574+0.029022i,-0.15052+0.11669i,-0.086812+0.078709i,-0.064428+0.032275i,-0.038384+0.011053i,0.0037907-0.012308i,0.023736-0.041981i,0.0098799-0.055047i,-0.0083454-0.060667i,-0.021077-0.063259i,-0.025795-0.058395i,-0.022308-0.0467i,-0.010746-0.020639i,0.013726+0.0021379i,0.028514+0.0041439i,0.019965-0.00082224i,0.0089922-0.00047825i,0.0079176-0.0012064i
0.041125+0.085495i,0.021881+0.13411i,-0.12379+0.074202i,-0.30785-0.035662i,-0.31462+0.0061022i,-0.146+0.13499i,-0.0052075+0.13443i,0.0068376+0.064632i,-0.002474+0.056606i,0.017172+0.051176i,0.0082096+0.015561i,-0.025349-0.0022368i,-0.046269+0.010834i,-0.048121+0.026114i,-0.033504+0.026436i,-0.0074481+0.0202i,0.01357+0.0087153i,0.012501-0.0078357i,-0.0030939-0.013772i,-0.0082418-0.0051102i,0.0042048+0.0049947i,0.016574+0.0048699i,0.015059+0.0016985i
-0.26344+0.00169i,-0.52763+0.050737i,-0.56178+0.15697i,-0.21148+0.21094i,0.14488+0.071188i,0.18495-0.13332i,0.098819-0.18349i,0.069488-0.15215i,0.050036-0.13942i,0.0093305-0.11427i,-0.033239-0.067309i,-0.048529-0.027345i,-0.030127-0.012738i,0.0021327-0.0036674i,0.030901+0.0083584i,0.036273+0.016734i,0.021969+0.029179i,0.0079528+0.037757i,0.0034473+0.03758i,0.0079233+0.030858i,0.0086073+0.016987i,-0.00021648+0.0072772i,-0.0083636+0.010091i
0.30644-0.080814i,0.66859-0.16072i,0.91127-0.18562i,0.75596-0.12324i,0.36032-0.027456i,0.056982+0.040158i,-0.044532+0.079989i,-0.028515+0.094119i,-0.014882+0.07493i,-0.012174+0.057715i,0.025865+0.050217i,0.063203+0.031632i,0.060811+0.015073i,0.037362+0.011802i,0.014726+0.014097i,0.002329+0.012614i,-0.0020428-0.00050718i,-0.0030767-0.016822i,-0.0017624-0.023397i,-0.0023374-0.02557i,-0.007429-0.025488i,-0.0075473-0.018453i,0.0018393-0.015338i
-0.16091+0.079366i,-0.32827+0.13445i,-0.45702+0.1011i,-0.50193+0.036831i,-0.44071+0.11263i,-0.25008+0.2288i,-0.089145+0.18887i,-0.054589+0.10415i,-0.035254+0.09447i,0.0033861+0.095645i,0.018491+0.069405i,0.017237+0.04232i,0.015768+0.016201i,0.0036691-0.018567i,-0.015466-0.038942i,-0.017405-0.032177i,-0.0094585-0.015439i,-0.0030638+0.0039041i,0.0020802+0.015683i,-0.0015665+0.015245i,-0.0098689+0.01536i,-0.014438+0.015583i,-0.018695+0.014221i
0.068781-0.011288i,-0.012747-0.055317i,-0.22058-0.047725i,-0.29265+0.01735i,-0.11741-0.011767i,0.023082-0.1336i,0.0051452-0.15485i,-0.014556-0.086865i,0.010948-0.055142i,0.012753-0.063198i,-0.022704-0.06313i,-0.058963-0.045563i,-0.068315-0.018236i,-0.049712+0.0034783i,-0.025028+0.0019446i,-0.015438-0.0071175i,-0.0055399-0.0065515i,0.00968-0.010667i,0.010193-0.017913i,0.0080423-0.0084656i,0.015953+0.0067302i,0.021317+0.0092815i,0.017891+0.0051364i
-0.132-0.046179i,-0.088994+0.012314i,0.21269+0.11304i,0.49134+0.064912i,0.38076-0.095263i,0.092734-0.085773i,0.0034772+0.024608i,0.046397+0.033059i,0.036962-0.015559i,-0.0008853-0.029683i,-0.011328-0.017027i,-0.0081818-0.0058728i,-0.0051981-0.00071919i,0.0059204+0.005951i,0.014372+0.011154i,0.0052615+0.0089998i,-0.014027+0.0031163i,-0.029271+0.0052913i,-0.024942+0.012144i,-0.0090229+0.0053702i,-0.0031743-0.0094624i,-0.0054613-0.012697i,-0.004965-0.0060765i
0.30735+0.10539i,0.57741+0.037965i,0.56548-0.19606i,0.23357-0.29926i,0.01294-0.10222i,0.037491+0.072157i,0.063535+0.058182i,0.020458+0.022416i,-0.0015662+0.034769i,0.016427+0.039836i,0.044084+0.017697i,0.05256-0.0097134i,0.031277-0.025222i,-0.0068937-0.028836i,-0.025533-0.016019i,-0.0063278-0.003328i,0.017451-0.003893i,0.026786-0.0043194i,0.031197-0.0011809i,0.025442-0.00035583i,0.012315-0.0010941i,0.0061594-0.0014996i,0.0080164-0.0039767i
-0.37672-0.20303i,-0.83751-0.23463i,-1.0854-0.040914i,-0.81699+0.18246i,-0.37405+0.14171i,-0.1545-0.03586i,-0.1056-0.093805i,-0.066903-0.068554i,-0.020754-0.04933i,0.00096763-0.039013i,-0.01297-0.025461i,-0.015654-0.006436i,0.012955+0.0031242i,0.036709+0.0034647i,0.036423+0.00071655i,0.020525+0.0033486i,0.0095568+0.013474i,0.0056428+0.015241i,-0.0029698+0.0061366i,-0.0097111-0.0013746i,-0.011961-0.0029778i,-0.017503-0.0024877i,-0.026076-0.0032451i
0.2559+0.31127i,0.62715+0.5398i,0.88252+0.51999i,0.70255+0.24342i,0.27023+0.051122i,-0.0019068+0.069797i,-0.036485+0.1066i,-0.0072459+0.081693i,-0.0068445+0.044854i,-0.020057+0.032129i,-0.010459+0.031389i,-0.0023801+0.015374i,-0.013361+0.0035802i,-0.011773+0.0031964i,-0.0014042+0.0028976i,0.0025189+0.0044872i,0.0074544+0.0016802i,0.008015-0.0045109i,0.0023688-0.00053912i,-0.0022911+0.01021i,-0.00070225+0.016402i,0.0078543+0.018785i,0.017265+0.017253i
-0.043101-0.37928i,-0.14852-0.71362i,-0.24072-0.81477i,-0.21674-0.54465i,-0.085006-0.18171i,0.046699+0.0088661i,0.082755+0.03851i,0.039602+0.021949i,-0.015903+0.031411i,-0.028698+0.041487i,-0.02389+0.021108i,-0.027054+0.0099473i,-0.023114+0.013668i,-0.025072+0.010272i,-0.032484+0.0026439i,-0.033094-0.010539i,-0.038584-0.023451i,-0.039699-0.019946i,-0.019338-0.011481i,0.0058386-0.013637i,0.01411-0.020598i,0.0060815-0.022809i,-0.0032566-0.017311i
-0.14407+0.31515i,-0.26932+0.59343i,-0.33113+0.66456i,-0.23863+0.4328i,-0.10339+0.12i,-0.059212-0.082933i,-0.072165-0.14163i,-0.061889-0.097794i,-0.0039231-0.052605i,0.023753-0.045905i,0.0026601-0.031587i,-0.0065812-0.012704i,-0.001411-0.016182i,0.0036387-0.020966i,0.010235-0.013159i,0.016403+0.0013385i,0.024377+0.016813i,0.027976+0.023133i,0.018541+0.015808i,0.0013927+0.0051432i,-0.011073+0.0014124i,-0.011235+0.0036478i,-0.0036096+0.0053804i
0.20967-0.20223i,0.40786-0.32508i,0.49216-0.29693i,0.34788-0.1372i,0.12234-0.005608i,-0.027255+0.067356i,-0.052371+0.10774i,0.0067082+0.077625i,0.029027+0.0026714i,0.015977-0.023243i,0.028578-0.010462i,0.038256-0.0064704i,0.02848+0.0033973i,0.023001+0.012719i,0.017448+0.0071643i,0.0068439-0.0042889i,0.00037647-0.014469i,0.00035104-0.020656i,0.0021644-0.017104i,0.0039481-0.0038717i,0.0072113+0.0046011i,0.0081162+0.00047679i,0.00098282-0.0084229i
-0.17751+0.062801i,-0.31056+0.069177i,-0.32109+0.02495i,-0.17976-0.0018339i,-0.033327+0.021097i,0.055055+0.044822i,0.085798+0.032612i,0.04353+0.028768i,-0.0048986+0.06517i,-0.0098066+0.075554i,-0.008821+0.036412i,-0.019201+0.0023462i,-0.022882-0.0073229i,-0.023781-0.0063181i,-0.023801-0.00012034i,-0.016803+0.0081158i,-0.010158+0.014458i,-0.0082855+0.018108i,-0.0055006+0.016721i,0.0010838+0.0090968i,0.0060361+0.0027318i,0.0055867+0.004928i,0.0051517+0.014095i
0.10121+0.03096i,0.14809+0.093736i,0.10635+0.11332i,0.018679+0.034902i,-0.019094-0.04548i,-0.017511-0.07281i,-0.028195-0.060098i,-0.024435-0.030397i,0.015014-0.01408i,0.037303-0.0055504i,0.024576+0.014435i,0.012725+0.032248i,0.010726+0.025079i,0.0062399+0.0043707i,0.00087312-0.0098518i,0.0017493-0.014828i,0.0069471-0.014381i,0.011389-0.010715i,0.013323-0.0057035i,0.010319-0.00018721i,0.0055731+0.0030024i,0.0055676+0.0017472i,0.0101-0.0048878i
-0.031664-0.068767i,-0.012672-0.15952i,0.03743-0.18245i,0.057285-0.10462i,0.033733-0.04182i,0.0050506-0.028376i,0.0021299-0.030093i,0.010678-0.047171i,-0.0064522-0.076425i,-0.023949-0.086372i,-0.014197-0.076434i,0.0026702-0.065716i,0.0049015-0.047862i,0.0013767-0.016543i,0.0040116+0.015834i,0.0058375+0.033415i,0.0025429+0.032105i,-0.0043397+0.020972i,-0.0099553+0.0099213i,-0.010214+0.002118i,-0.01052-0.0017013i,-0.013038-0.0024565i,-0.01651-0.0025995i
-0.032186+0.069643i,-0.07909+0.15211i,-0.088944+0.18752i,-0.024506+0.14845i,0.030398+0.12306i,0.032504+0.12526i,0.015365+0.10198i,-0.01009+0.063534i,-0.031155+0.060212i,-0.032636+0.063729i,-0.030133+0.047511i,-0.027198+0.033456i,-0.01197+0.025337i,0.0057289+0.0089634i,0.010751-0.012406i,0.0073478-0.027216i,0.0039365-0.03207i,0.0041475-0.028132i,0.0051997-0.020643i,0.0022665-0.015676i,-0.0019252-0.013148i,-0.0061529-0.0078931i,-0.007517+0.001917i
0.072802-0.017215i,0.15668-0.062659i,0.1682-0.089379i,0.076524-0.089273i,0.0089412-0.089024i,0.029097-0.077672i,0.052827-0.04339i,0.047353+0.003704i,0.056516+0.023129i,0.064662+0.010766i,0.052652-0.0011998i,0.030717-0.0062931i,0.0059258-0.012019i,-0.015334-0.015122i,-0.025895-0.016083i,-0.029686-0.013819i,-0.030364-0.0032604i,-0.027041+0.0086177i,-0.021629+0.012424i,-0.01372+0.0085234i,-0.0043647+0.0016407i,0.0042457-0.0043605i,0.010923-0.0099796i
-0.092355-0.03073i,-0.19254-0.052205i,-0.23569-0.06198i,-0.196-0.052151i,-0.17592-0.044215i,-0.19869-0.044457i,-0.16565-0.026868i,-0.087065-0.02204i,-0.058675-0.034664i,-0.064729-0.023705i,-0.052398-0.0039456i,-0.029112+0.0019877i,-0.0087968+0.0092371i,0.010924+0.017299i,0.021084+0.018255i,0.023404+0.018701i,0.029683+0.019014i,0.035665+0.015469i,0.034003+0.01191i,0.024895+0.010799i,0.014179+0.011198i,0.0047659+0.0082318i,-0.0058555+0.0030891i
0.086677+0.089873i,0.18461+0.15833i,0.24184+0.18137i,0.21323+0.13487i,0.1502+0.11346i,0.10077+0.142i,0.059239+0.13202i,0.0202+0.08838i,0.0026217+0.068316i,0.013593+0.061479i,0.024687+0.039023i,0.017117+0.011143i,0.0013973-0.0078316i,-0.010534-0.0143i,-0.01386-0.0077263i,-0.0079543-0.0007212i,-0.0060294-0.005309i,-0.013323-0.01298i,-0.015093-0.013839i,-0.0065017-0.0083673i,0.0021382-0.00076268i,0.0049094+0.0065798i,0.0074556+0.012783i
-0.051563-0.10411i,-0.10824-0.1975i,-0.13129-0.2159i,-0.078748-0.13249i,0.019503-0.075193i,0.076959-0.091652i,0.067811-0.084396i,0.059084-0.045301i,0.076299-0.037059i,0.067353-0.057676i,0.029503-0.053653i,0.0072647-0.022892i,0.0086407-0.0001258i,0.01008+0.0044999i,0.0053794-0.0019257i,-5.1456e-05-0.0086824i,-0.001852-0.0037368i,0.002589+0.0077222i,0.0064828+0.010311i,0.0046472+0.0005166i,0.00081502-0.010387i,-0.0012059-0.01616i,-0.0031053-0.020666i
0.013667+0.12349i,0.034488+0.21885i,0.046827+0.24237i,0.0158+0.16659i,-0.062556+0.093185i,-0.11071+0.056706i,-0.089394+0.011659i,-0.056846-0.022829i,-0.045858-0.029079i,-0.038519-0.016975i,-0.0221-0.0024868i,-0.004644-0.0050775i,-0.0010237-0.016397i,-0.0016738-0.017447i,0.00086646-0.011436i,-0.0015614-0.003817i,-0.0038499+0.00023656i,-0.0041827-0.0034419i,-0.0075546-0.0056861i,-0.010913-0.0003624i,-0.010417+0.0041662i,-0.0072968+0.0057503i,-0.0029134+0.0099734i
0.019632-0.11753i,0.028046-0.20961i,0.016264-0.2352i,-0.0035936-0.15755i,0.011302-0.037586i,0.043316+0.055008i,0.038996+0.082203i,0.00091231+0.065905i,-0.027468+0.062362i,-0.017456+0.059837i,0.0018687+0.030304i,-0.0011773+0.0099719i,-0.0050944+0.016955i,-0.00057735+0.019725i,0.0039977+0.013101i,0.011468+0.0066241i,0.013116+0.0017832i,0.0084148+0.0033294i,0.010468+0.0091001i,0.016929+0.010477i,0.017202+0.0072736i,0.014161+0.0033447i,0.013729-0.0028821i
-0.042177+0.10224i,-0.068688+0.18358i,-0.043228+0.19025i,0.025208+0.074381i,0.065434-0.084221i,0.06179-0.15866i,0.050605-0.12289i,0.048562-0.055238i,0.051901-0.021617i,0.039906-0.016628i,0.013927-0.008963i,0.0012341-0.002111i,-0.0024786-0.009462i,-0.0084688-0.014051i,-0.010558-0.011342i,-0.0098906-0.012704i,-0.010177-0.015611i,-0.0082499-0.016347i,-0.0055087-0.016978i,-0.0042448-0.017376i,-0.0066372-0.013326i,-0.012567-0.0060735i,-0.017314+3.2215e-05i
0.068527-0.09914i,0.11564-0.17463i,0.09753-0.20422i,0.0047851-0.14401i,-0.095063-0.048602i,-0.16202+0.0074785i,-0.15244+0.025232i,-0.080868+0.0011747i,-0.043407-0.042508i,-0.045351-0.041675i,-0.025023-0.014214i,0.00030947-0.0025366i,0.0075804+0.0035548i,0.0078176+0.0050278i,0.001076+0.0037735i,-0.004729+0.01205i,-0.00014861+0.019612i,0.0041482+0.021038i,0.0021412+0.021529i,-0.0035255+0.01926i,-0.0073909+0.01586i,-0.0045554+0.014156i,0.0022776+0.010193i
-0.080323+0.07236i,-0.14623+0.14941i,-0.14324+0.20975i,-0.064353+0.22405i,0.0097238+0.21439i,0.060812+0.20296i,0.069818+0.15458i,0.026752+0.10645i,-0.004343+0.10332i,0.0016894+0.085356i,0.0023552+0.033846i,-0.008971-0.0026959i,-0.011167-0.012974i,-0.0069868-0.0093499i,0.00080141-0.0018488i,0.0089635-0.00099393i,0.010042-0.0043178i,0.0092578-0.0068399i,0.010384-0.008941i,0.010604-0.0075319i,0.0099908-0.0060917i,0.0067363-0.010457i,-0.00022229-0.011417i
0.09384-0.059764i,0.16657-0.115i,0.1539-0.15666i,0.055242-0.1505i,-0.010478-0.12654i,-0.020935-0.13308i,-0.022455-0.11912i,-0.0015807-0.060702i,0.044112-0.033518i,0.048787-0.039906i,0.014091-0.020581i,-0.0040779+0.011484i,-0.0027782+0.023414i,0.00012584+0.015088i,-0.00063804-0.0018694i,-0.007909-0.011222i,-0.013705-0.0078017i,-0.01541-0.0017143i,-0.015747+0.0010135i,-0.01157+0.00019842i,-0.0070573-0.0025136i,-0.0050277-0.00075994i,-0.00039749+0.0021426i
-0.091845+0.033563i,-0.17241+0.070312i,-0.17245+0.088615i,-0.11244+0.063607i,-0.10197+0.04039i,-0.11069+0.046113i,-0.076159+0.022774i,-0.0539-0.039786i,-0.079024-0.065217i,-0.07771-0.034241i,-0.032807-0.0097816i,-0.00025887-0.015209i,0.00077061-0.026032i,-0.0093168-0.02196i,-0.01352-0.0030162i,-0.0068831+0.012618i,0.003549+0.01319i,0.0095939+0.0058487i,0.011872+0.0019227i,0.010534+0.0012127i,0.0084107+0.0027633i,0.0090808+0.0031988i,0.0087556-0.00031092i
0.099995-0.021189i,0.18572-0.049279i,0.211-0.06795i,0.19117-0.055543i,0.20683-0.030779i,0.20343-0.010826i,0.13465+0.0047501i,0.069841+0.029773i,0.052071+0.055253i,0.049482+0.047532i,0.030891+0.014556i,0.004793-0.00069868i,-0.00134+0.0089522i,0.0086057+0.013423i,0.014964+0.0047897i,0.014398-0.0063092i,0.0097397-0.012486i,0.002136-0.01211i,-0.0016288-0.0087093i,5.8309e-05-0.0061526i,0.00051925-0.0065854i,-0.0031274-0.0073014i,-0.0075221-0.0046069i
-0.09685+0.013578i,-0.1722+0.038578i,-0.16876+0.054058i,-0.086012+0.027714i,-0.023567-0.034494i,0.0031391-0.074766i,0.035745-0.046342i,0.075016-0.015983i,0.088487-0.029422i,0.061478-0.041036i,0.028513-0.020153i,0.021559+0.0018193i,0.02382-0.0010459i,0.013521-0.010176i,-0.0031261-0.011589i,-0.016411-0.0056459i,-0.02033+0.004251i,-0.010639+0.012495i,0.0014495+0.013063i,0.0034436+0.0073507i,-0.00099271+0.0042081i,-0.0040464+0.0050205i,-0.0028301+0.0055768i
0.094217-0.0030467i,0.16781-0.022476i,0.15557-0.033334i,0.034536-0.012377i,-0.10214+0.036091i,-0.16366+0.075772i,-0.15466+0.06848i,-0.13001+0.048445i,-0.10882+0.033948i,-0.080401+0.022995i,-0.039217+0.013015i,-0.014076-0.0030975i,-0.013381-0.0040615i,-0.0085473+0.0063337i,0.00226+0.0069658i,0.011066+0.0045545i,0.01763+0.0039836i,0.015022-0.00054262i,0.0063828-0.0034362i,0.0021511+0.00084901i,0.0049089+0.0043702i,0.0089881+0.00076774i,0.0090284-0.0052099i
-0.098083+0.0041698i,-0.17929+0.015628i,-0.20265+0.025737i,-0.14456+0.033555i,-0.053196+0.053546i,0.0093512+0.072827i,0.020837+0.074187i,-0.0035974+0.061713i,-0.018746+0.070264i,-0.0019599+0.068743i,0.00059334+0.032269i,-0.016223+0.0078023i,-0.018307-0.0011812i,-0.01505-0.010259i,-0.011193-0.010644i,-0.0041939-0.0131i,-0.0072049-0.018849i,-0.013529-0.012014i,-0.0094216-0.0017823i,-0.0013677-0.00096556i,0.0016511-0.0041532i,0.00016738-0.0031661i,-0.0013891+0.0036334i
0.099976+0.014096i,0.19031+0.0061666i,0.23063-0.020565i,0.17891-0.08159i,0.082133-0.15315i,0.013362-0.19037i,-0.011602-0.17639i,0.0079008-0.13122i,0.041074-0.10761i,0.033279-0.093744i,0.0071063-0.052325i,0.0058326-0.01436i,0.010159-0.0031217i,0.0087942+0.0027462i,0.0069718+0.0061185i,-5.3014e-05+0.0077506i,-0.001321+0.010502i,0.0033067+0.0041628i,0.0011904-0.007241i,-0.0061906-0.012769i,-0.011262-0.0095393i,-0.0075134-0.0023004i,0.0015361-0.0019953i
-0.10386-0.013247i,-0.18462-0.021497i,-0.20924+0.00066652i,-0.14282+0.06455i,-0.058026+0.12469i,-0.031367+0.14451i,-0.0094133+0.10792i,0.0046661+0.02281i,-0.035602-0.022374i,-0.056815+0.0020741i,-0.022206+0.013415i,0.0020609-0.0083335i,0.00076127-0.017229i,-0.0012859-0.013137i,-0.0043826-0.0040337i,-0.0018668+0.0056302i,0.0028128+0.0052905i,-0.0006214+0.0068i,-0.0036219+0.01391i,-0.0034713+0.017523i,-0.0031272+0.015516i,-0.0038945+0.0065049i,-0.0096882-6.0643e-05i
0.10167+0.035645i,0.19137+0.065058i,0.24454+0.077111i,0.2342+0.053488i,0.21337+0.03106i,0.21476+0.018405i,0.16228+0.019015i,0.084634+0.075452i,0.080348+0.12687i,0.092372+0.087189i,0.049137+0.024523i,0.0036208+0.016726i,-0.0047622+0.029767i,0.0029298+0.028865i,0.01075+0.016553i,0.009571+0.0050487i,0.0083972+0.0072536i,0.017385+0.010155i,0.024803+0.0019644i,0.024266-0.0048768i,0.019621-0.0068279i,0.011131-0.0044802i,0.0054737+8.1507e-05i
-0.10198-0.043253i,-0.189-0.091036i,-0.24564-0.11764i,-0.24241-0.10304i,-0.21451-0.089725i,-0.17982-0.073293i,-0.10063-0.024572i,-0.00079252-0.016543i,0.03521-0.071844i,0.0038149-0.078063i,-0.0083936-0.022548i,0.014118+0.00057449i,0.01989-0.018397i,0.0046797-0.033333i,-0.011051-0.032042i,-0.017566-0.02034i,-0.015849-0.014761i,-0.018542-0.017226i,-0.022544-0.013306i,-0.017613-0.006365i,-0.0092692-0.003506i,-0.0031796-0.0036041i,-0.0011242-0.0048771i
0.096341+0.056796i,0.17652+0.11625i,0.20651+0.13462i,0.14673+0.088647i,0.048871+0.057896i,-0.024772+0.054737i,-0.082738+0.01696i,-0.15507-0.015091i,-0.18576+0.020732i,-0.11446+0.051376i,-0.032243+0.015804i,-0.017673-0.017945i,-0.028474-0.0065617i,-0.023525+0.013989i,-0.0062369+0.021301i,0.005573+0.016061i,0.0027569+0.010252i,0.00084303+0.013449i,0.0068705+0.014737i,0.010598+0.0075488i,0.0093642+0.0010201i,0.0074368+0.00010121i,0.0073203+0.00054022i
-0.090528-0.068263i,-0.15347-0.14441i,-0.15949-0.18455i,-0.085736-0.15819i,0.00011134-0.12297i,0.027706-0.074845i,0.033334+0.009334i,0.089316+0.067879i,0.14585+0.054977i,0.10917+0.0092832i,0.028204+0.00039344i,0.0037653+0.017679i,0.024418+0.011106i,0.031935-0.011248i,0.022119-0.023822i,0.013833-0.023611i,0.010889-0.021463i,0.0075193-0.022514i,0.0001916-0.021569i,-0.0074361-0.015685i,-0.010631-0.0084536i,-0.0082992-0.0038429i,-0.0061822-0.00097294i
0.087499+0.077031i,0.14258+0.16415i,0.15082+0.2113i,0.097678+0.17311i,0.027849+0.097503i,0.0073433+0.010555i,0.032427-0.090885i,0.021839-0.17195i,-0.032123-0.18063i,-0.049992-0.1083i,-0.010055-0.040055i,0.012252-0.028619i,-0.011139-0.023692i,-0.028926-0.0013846i,-0.024547+0.011479i,-0.018254+0.011823i,-0.017767+0.01187i,-0.016277+0.015328i,-0.010776+0.020436i,-0.00575+0.021166i,-0.0023259+0.018589i,0.00070825+0.014624i,0.0035742+0.0087614i
-0.071196-0.08855i,-0.11602-0.17044i,-0.12143-0.18977i,-0.090108-0.092759i,-0.059841+0.040484i,-0.063573+0.11602i,-0.093857+0.15076i,-0.10129+0.19724i,-0.066109+0.21714i,-0.022935+0.15013i,-0.017932+0.053947i,-0.030807+0.016124i,-0.014435+0.018665i,0.0093083+0.012373i,0.012595+0.0032701i,0.010939+0.0042772i,0.015417+0.0071971i,0.020559+0.0041353i,0.019742-0.0027357i,0.015361-0.0056034i,0.01228-0.005535i,0.006413-0.0071513i,-0.0024385-0.0082436i
0.062834+0.0884i,0.090326+0.17372i,0.077775+0.19203i,0.048775+0.10678i,0.060554+0.015208i,0.11869-0.012275i,0.17084-0.016415i,0.18645-0.044749i,0.16527-0.076852i,0.10565-0.064817i,0.048713-0.016325i,0.031827+0.0075792i,0.018791-0.0053696i,-0.0010562-0.012551i,-0.0050382-0.0067998i,-0.0030073-0.0048881i,-0.0050411-0.0079235i,-0.0085836-0.010079i,-0.011045-0.0085173i,-0.0085704-0.0076269i,-0.0061149-0.007078i,-0.0053278-0.00086896i,-0.00023217+0.0066307i
-0.044712-0.095942i,-0.064643-0.18819i,-0.05157-0.22845i,-0.039008-0.1938i,-0.069783-0.16393i,-0.13005-0.15522i,-0.17748-0.13228i,-0.20163-0.10084i,-0.18998-0.066651i,-0.12471-0.033939i,-0.048962-0.023015i,-0.016973-0.022346i,-0.0094773-0.0080675i,-0.0012932+0.0031122i,-0.00077147+0.0025254i,-0.0027118+0.0056856i,-0.00030944+0.011619i,0.0039644+0.013097i,0.0076564+0.01059i,0.0069646+0.0060679i,0.0040847+0.0023397i,0.0034166-0.0014654i,0.001067-0.007986i
0.042732+0.1023i,0.057216+0.18965i,0.056493+0.21224i,0.062351+0.15822i,0.074724+0.12579i,0.074382+0.14354i,0.078365+0.15936i,0.10226+0.15241i,0.10921+0.12282i,0.073273+0.07254i,0.023955+0.034159i,-0.00041176+0.024264i,-0.00022258+0.015097i,-0.00041315+0.0035256i,-0.00036889+0.0031091i,0.0055025+0.0019643i,0.0093136-0.0051953i,0.0065358-0.010667i,0.00023587-0.011559i,-0.002315-0.008555i,-0.0021858-0.0050321i,-0.0043055-0.0014111i,-0.0064313+0.0059298i
-0.025453-0.10022i,-0.029783-0.18299i,-0.010757-0.1934i,0.0069017-0.1307i,0.013359-0.098064i,0.026853-0.11873i,0.036787-0.14478i,0.029951-0.15192i,0.018881-0.13396i,0.0093785-0.084349i,0.008144-0.032302i,0.01187-0.01434i,0.0065715-0.01504i,0.00094984-0.014563i,0.00021241-0.020226i,-0.0057528-0.022043i,-0.011763-0.012564i,-0.011929-0.00065587i,-0.0094048+0.0099034i,-0.0066223+0.014629i,-0.0034153+0.011572i,0.001992+0.0054927i,0.0069919-0.0017807i
0.020466+0.10308i,0.015065+0.1849i,-0.025722+0.19267i,-0.087109+0.1447i,-0.13314+0.12751i,-0.15211+0.12388i,-0.14604+0.11557i,-0.1283+0.11353i,-0.10652+0.10029i,-0.067497+0.063222i,-0.028336+0.01792i,-0.017041-0.0071795i,-0.016109-0.004421i,-0.011192+0.0045106i,-0.011471+0.010441i,-0.010193+0.011473i,-0.0043674+0.0060012i,0.0011899+0.0010036i,0.0065141-0.0034729i,0.0090527-0.0060038i,0.0064406-0.0044944i,0.00028443-0.0025816i,-0.0066938-0.00069984i
-0.013393-0.10243i,-0.0062414-0.17824i,0.019686-0.17088i,0.05571-0.10212i,0.077741-0.055022i,0.084163-0.012169i,0.09603+0.016287i,0.10286+0.010893i,0.088663+0.012737i,0.058611+0.01921i,0.021638+0.016027i,0.0063753+0.014807i,0.012087+0.010791i,0.01644+0.0052805i,0.021982+0.0012154i,0.019917-0.0037452i,0.0066874-0.0024168i,-0.003792+0.0016691i,-0.008374+0.0012218i,-0.0083977-0.0021534i,-0.0051663-0.0038178i,0.00032844-0.0012049i,0.0073436+0.0013122i
