-0.0053585+0.00080474i,-0.0033621+0.0010803i,-0.0029538+0.0028512i,-0.0011183+0.0037914i,0.00098591+0.0031333i,0.0004663+0.0019076i,-0.00085637+0.0012999i,-0.00032385+0.0017726i,0.00032943+0.0010675i,0.00057329+5.299e-05i,0.00062461-9.5102e-05i,0.00088114-0.00047746i,0.001348-0.0013093i,0.0011721-0.0011781i,0.00081378+0.00034138i,-0.00016934+0.00079761i,-0.0005672+0.00051388i,8.0622e-05+3.928e-05i,0.00026008-0.00044435i,0.00044513+5.6527e-05i,0.0001196+0.0004357i,0.00033259+6.0717e-05i,0.00055574-0.0011002i
0.001587+0.00045588i,0.0005638+0.00088525i,-0.00068899+0.0013411i,2.2746e-05+0.00076779i,0.00088101-0.00055687i,0.00011238-0.00088961i,-0.00076031-0.00084998i,-0.00066068-0.00090512i,-0.00096363-0.00013681i,-0.00082624+0.00046739i,-0.00040254+0.00023112i,-0.00028407-0.00025073i,-0.00044217-0.00033869i,-0.00042005+3.5761e-05i,-0.00067553-0.00018603i,-7.0657e-05-0.0011558i,0.00021254-0.00077548i,-0.00052752-0.00010704i,-0.00041614-0.00026448i,0.00024864-0.00030755i,5.067e-05-0.00031845i,0.00034525-0.00052433i,0.00084877-0.00043579i
-0.00066346+2.6555e-06i,-0.00069266+9.3263e-05i,0.00067008+0.00073152i,0.0012607+0.00029842i,0.00045115-0.0010357i,-0.00015722-0.001137i,-0.00042316-0.0003683i,-0.00019956+0.00014259i,9.8917e-05-0.00011764i,5.9225e-05-0.00021398i,0.0001616+5.918e-05i,-0.00030272+0.0003891i,-0.00081658+0.00070642i,-0.00028928+0.00027951i,0.00050176-0.00026311i,0.00065671-7.6341e-05i,-0.00037792-0.00015201i,-0.0011813-0.0005027i,-0.00055062-0.00055149i,0.00064092-0.00038032i,0.00094561-0.00070966i,0.00015457-0.0012319i,-0.00010484-0.00069756i
-7.3908e-05-0.00070869i,8.2776e-06-0.0002448i,-0.0007926+0.00072038i,-0.0010171+0.0010239i,-0.0009211-0.00078619i,-0.0013294-0.0021125i,-0.0014393-0.0020519i,-0.0014038-0.0019313i,-0.0010215-0.0018377i,-0.00080964-0.00059426i,-0.00014093+0.00076378i,0.00049902+0.001295i,-0.00010765+0.00077214i,4.229e-05-6.4312e-06i,0.00045598-0.00039174i,0.0003241-0.00047973i,0.00043294-0.00047633i,1.2339e-05-0.0003264i,-0.00032361-8.4286e-05i,0.00028405-1.5532e-05i,0.0006351+0.00035042i,0.00039308+0.00026346i,-0.00022359-0.00030511i
0.00079889-0.00038373i,0.0007433-0.00053857i,0.0014818-0.0015801i,0.0021417-0.0013211i,0.0015628-0.00075253i,-0.0001174-0.0016394i,-0.00094179-0.001396i,-0.0013674-0.00070285i,-0.0013144+4.8566e-05i,-0.00048375+0.00032396i,0.00073427-0.00040033i,0.0012284-0.0010307i,0.0010151-0.0009886i,0.0011185-0.00043722i,0.0014815-1.1583e-05i,0.0012883+0.00020794i,0.00054455+0.00076844i,-7.3617e-05+0.00097698i,-0.00015579+0.00047326i,-0.00048312+8.4405e-05i,-0.00021299+5.276e-05i,0.00072694+0.00054256i,0.00039302+0.00055525i
0.00089377-0.00077366i,7.5363e-05+0.00093391i,-0.0019079+0.00098398i,-0.0024969-0.00019177i,-0.0016375-0.00039049i,-0.00083223-0.00013876i,-0.00041739-0.00081931i,-0.00032035-0.0011995i,-0.00052618-0.0010236i,-0.00060163-0.00073211i,0.00017905-0.00042059i,0.00077131-0.00056848i,0.00065589-0.00065924i,0.0003265+7.0581e-05i,0.00039669+0.00082798i,0.00048707+0.00053304i,8.4028e-07+0.00033707i,0.0002831-0.00027409i,0.00091562-0.00069043i,0.00023537-0.00040394i,-0.00062277-0.00015128i,-0.00038775+0.00066731i,-0.00049015+0.0008178i
0.0011689-0.0026967i,0.001061-0.0020389i,-3.4269e-07-0.0015496i,-0.00083551-0.00092055i,-0.0005017-0.00020661i,-0.00046819-0.0003533i,-0.00071196-0.001114i,-0.00027958-0.0013546i,-0.0011584-0.00092325i,-0.0015385-0.00042868i,-0.00081111-0.00031721i,-0.00036381-0.0005327i,0.00021409+0.00017354i,0.00017482+0.00078922i,-7.0445e-05+0.00046694i,-0.00035737+0.00029587i,-0.00035341+0.0001954i,-0.00025697-4.1958e-05i,-0.000738+0.00019398i,-0.00064346+0.00011129i,-0.00013363+9.6236e-05i,-0.00029977-6.3025e-05i,-0.00077069-0.00069028i
0.00021261-0.00035226i,0.00016557+0.0017801i,6.2349e-05+0.0027178i,0.00015799+0.0014572i,-0.00010175-0.0001582i,-1.0051e-05-0.00045824i,0.00012854-0.00052928i,6.5845e-05-0.00067276i,-0.0004268+5.6885e-05i,-0.0010607+0.00039452i,-0.0010076+0.0004245i,-0.00041238+0.00067584i,-1.1457e-05+0.0008398i,0.00011521+0.0007385i,-4.8909e-05+0.00041516i,0.00016906-5.9675e-05i,0.00016644+0.00017886i,-0.00047212+0.00049704i,-0.0016277-0.00052697i,-0.0015238-0.00027173i,-0.0002157-6.6326e-05i,0.0002375-0.00044923i,0.00039512+0.00011326i
-0.0001633-0.00043522i,-0.00025595-0.0017483i,-0.0002653-0.0018737i,0.00062449-0.0013889i,0.00059633-0.001048i,-0.00081897-0.001766i,-0.001623-0.0024693i,-0.001507-0.0014277i,-0.00086874-0.00078134i,-0.00011136-0.0002236i,0.00017503+0.00080341i,0.0010068+0.0010076i,0.00081535+0.0007082i,-0.0001463+0.00035128i,-0.00020819+5.0573e-05i,4.4595e-05-6.4044e-06i,-0.00014229-0.00023885i,-0.00011999+0.00026723i,0.00050381+0.00047383i,0.00039026+0.00045766i,4.8233e-05+0.00053114i,-3.3734e-05+5.3136e-05i,-0.00047326-0.0005103i
-0.00047161+0.00025901i,-0.00024664+0.00043629i,-0.00059674+0.00095748i,-0.00054131+0.0021405i,-6.5663e-06+0.0017956i,8.6798e-05-0.0001744i,-0.00029016-0.0011549i,9.906e-05-0.00089481i,-0.0001655-0.00062529i,-0.00064617-0.00051126i,0.00047029-0.00035747i,0.0012125-1.1361e-05i,0.0014907-0.00017278i,0.0012574-0.00066351i,0.00054388-0.00050758i,1.2171e-05-0.00017533i,-0.00018542+4.3369e-05i,-0.00036204+0.00018948i,-0.00087049+3.8302e-05i,-0.0010305+0.00040601i,0.00014558+0.0011908i,0.00088705+0.00065997i,0.00010656-8.7519e-05i
0.00038744-0.00054175i,0.0010728-0.00036624i,0.0013305-0.00027556i,-0.00036602-0.00043817i,-0.00085021-0.00098237i,-0.0005062-0.0014831i,-0.00020699-0.00060587i,-3.9612e-05-0.00010842i,-0.00034529-0.00073216i,-0.00041458-0.0010593i,-2.6976e-05-0.00054218i,0.00049688-0.00040698i,0.0007419-0.00087351i,0.00050949-0.00065362i,0.0003366-0.00063366i,6.3189e-05-0.00078431i,-0.00072843-0.00033095i,-0.0011468-4.6465e-05i,-0.0004238-4.0674e-05i,0.00016543+0.00018125i,0.00033038+7.7048e-05i,-0.00023569+0.00017837i,-0.00096743-5.3754e-05i
0.0017063+0.001165i,0.00096032+0.00096056i,0.0012991-0.00013551i,0.00126-0.00046763i,-0.00018594-0.00085594i,-0.0014943-0.0017946i,-0.0010954-0.0020812i,-0.00014708-0.0010182i,0.00029699-0.00054394i,-5.2788e-05-0.0012476i,-0.00068532-0.0011726i,-0.0015277-0.00046843i,-0.0026793+0.00071797i,-0.0023649+0.00097229i,-0.00086514+0.0003737i,8.5163e-05+0.00015346i,0.00037548-0.00020194i,0.00051505-0.00021006i,3.0612e-05+3.8753e-05i,-0.00027579-0.00024662i,-0.00036393-0.00096341i,-0.00037891-0.00083758i,0.00017363+0.00023637i
0.00021575-0.0012001i,-0.00034478-0.0013867i,-0.00086204-0.0010684i,-0.0010649-0.00046746i,-0.0010815-0.0009489i,-0.0010049-0.0014538i,-0.0005233-0.00093125i,-0.00048881-0.000163i,-0.00074359+0.00023589i,-0.0012144+0.00062049i,-0.00097056+0.001033i,-0.00026516+0.00045951i,0.00029527-3.5582e-05i,9.3378e-05+0.00063636i,0.00029701+0.00083103i,0.00101+3.7141e-06i,0.00074894-0.00046071i,-0.00019318-0.00068086i,-0.00063484-0.0004054i,-0.00011607-0.00049027i,0.00071654-0.0011297i,0.00078141-0.00042673i,0.00018126+3.5246e-05i
0.00032666+0.00034523i,0.00047384+0.00021613i,0.00041105-0.00057171i,-0.00072463-0.0010052i,-0.0016325-0.0012247i,-0.0013891-0.0015297i,-0.00081699-0.0017381i,-0.00023638-0.0008896i,-0.0002982-0.00012369i,-0.00041643-7.1567e-05i,0.00012914-6.9807e-05i,0.0003905-0.00036231i,0.00074813-0.00059326i,0.0012156-0.00091102i,0.0010434-0.0010321i,0.00067207-0.00038686i,0.00046542+0.00033953i,0.0002466+0.00018691i,2.8508e-05-5.1028e-05i,-0.00019784-0.00011663i,-3.9198e-06+0.00017872i,-0.00047212+0.00025194i,-0.00094389+0.00031785i
-0.00072357-0.00070278i,-0.00088641-0.00017648i,-0.00096976-0.00038088i,-0.00092349+0.00072616i,-0.00028826+0.00057374i,-3.4347e-05-0.0016009i,-7.5921e-05-0.0020803i,-0.00045012-0.00039798i,-0.00070202+1.8657e-05i,-0.0005457-0.00041024i,-0.00020537-0.0006288i,0.00063423-0.0015854i,0.0011708-0.0019302i,0.00063802-0.0013496i,-0.0004335-0.00067641i,-0.00030096-0.00048503i,-0.00044903+0.00024182i,-0.0010333+0.00070055i,-0.00073896+0.00035792i,3.2494e-05+0.00012272i,0.00032203-2.6419e-05i,-9.9723e-05-0.00026334i,9.041e-05+0.00017913i
-0.00067258-0.00012111i,-0.0019178+0.00024055i,-0.002271+0.00041368i,-0.0011355+0.00037644i,0.00058273-0.00027209i,0.0011748-0.00075578i,0.0007934-0.0004403i,0.00043998-0.0002743i,0.00065247-0.00013038i,0.00068904+0.00077646i,-0.00016312+0.00083701i,-0.0006137+3.2343e-05i,-0.0013478-0.00053088i,-0.0012721-0.00060306i,-6.5442e-05-0.00062211i,-0.00044106-0.00060712i,-0.0010954-0.00085809i,-0.00097758-0.00062672i,-0.00083113-0.00049664i,-0.0009141+3.028e-05i,-0.00072473-9.4385e-05i,2.5758e-05-0.00050802i,0.00049139+0.00042004i
0.0018609+0.0012465i,0.0021009+0.0010202i,0.0022811+0.0010543i,0.0014997-0.00014358i,0.001169-0.0017376i,0.0008377-0.0022176i,-0.00022383-0.0020868i,-0.00066336-0.0018885i,-4.5799e-06-0.00088675i,-0.00016811-0.00020426i,-0.00081437+0.00028187i,-0.00088629+0.00037072i,-0.00097732+0.00038831i,-0.00071564+0.00055394i,0.00018472-0.00017712i,0.00038845-0.00011551i,0.00023886+0.00029203i,0.00011446+8.6579e-05i,0.0002635-2.8644e-06i,0.00015072+0.00011676i,-0.00063295+6.1823e-05i,-0.0012952+4.4715e-05i,-0.00084805-0.00010602i
-0.00025528+0.0001864i,9.2879e-06+0.00077219i,0.00070657+0.0012814i,0.00062907+0.00054485i,-0.00024373-0.0010419i,-0.0013638-0.0018151i,-0.0014093-0.0017971i,-0.00089476-0.00059991i,-0.00048728+0.0006267i,6.3626e-05+0.00018159i,0.00053448+0.00045896i,0.00081183+0.00098823i,0.00078825+0.00099645i,0.00068009+0.0012453i,0.00012484+0.0005014i,4.2303e-05-0.00081919i,0.00029772-0.00029347i,-0.00044546+0.00040665i,-0.00070993+0.00063564i,-6.02e-05+0.00086033i,0.00010462+0.00031719i,-2.3179e-05-0.00020996i,0.0001606-0.00023586i
-0.0017584-0.00096376i,-0.0012587-0.00082093i,-0.00043182-0.0017419i,-0.0010203-0.00054334i,-0.0021358+0.0001818i,-0.001019+0.00019954i,0.00011664+0.00011339i,9.0469e-05-0.00079844i,-0.00029741-0.00035649i,-0.00068003+0.00025715i,0.00019448+0.0001577i,0.00055368-0.00011364i,0.00024842-0.00070502i,6.3433e-05-0.00071083i,8.1904e-05+0.00014336i,0.00027984+0.00077216i,0.00027974+0.00063269i,-0.00019074-0.00018823i,-0.001049-0.00060703i,-0.00088743-0.00033653i,-0.00058418-0.00031539i,-0.00033934-0.00052359i,4.2802e-05-0.00028386i
0.00021996+0.00045625i,-0.0012+0.00033062i,-0.001539-1.5901e-05i,-0.00038608+0.00024891i,0.00051921-0.00022192i,0.00023373-0.00066698i,0.00012462-0.0010994i,0.0010531-0.001359i,0.0010371-0.00095842i,0.00053479-0.00047833i,0.00029392-0.00024152i,-0.00027681-0.00061719i,-0.00061331-0.00028698i,-0.00060235+6.1821e-05i,-0.00025106-0.00058151i,-0.00023961-0.00098773i,-0.00033746-0.00062855i,-0.00010224-0.0003291i,0.00022761+0.00069336i,-0.0002912+0.00078203i,-0.0010913-0.00038427i,-0.00088363-0.0001374i,-0.00015956+0.00089952i
-0.0010228-0.00029783i,-0.00019943-0.00076601i,0.00093156-0.00097887i,0.0012433-0.00034522i,0.00065057-0.00011572i,0.0002396-0.0003485i,-0.0001719-0.00093453i,-0.00071679-0.0012102i,-0.0013237-0.00083776i,-0.0023698-0.00014761i,-0.0017758+0.00033527i,-0.00041592+0.0001526i,-0.00032582+9.4591e-05i,-0.00046126+0.00043313i,-0.00032222+0.00077251i,-0.00089805+0.0011331i,-0.0013238+0.00021417i,-0.0002904-1.2097e-05i,0.00030958+0.00033161i,0.00072045+0.00034916i,0.0012276+0.0006304i,0.0005368+8.7321e-05i,-0.00020362-0.00030737i
-0.0010412-0.0024094i,-0.0012979-0.0015097i,-0.0016783+0.00046145i,-0.0018407+0.001938i,-0.001477+0.0011407i,-0.00048661-0.00017198i,0.00018591-0.00076759i,0.00029452-0.0010725i,0.0001449-0.00073852i,-0.00022754-0.00033409i,0.00049413+0.00040407i,0.00073006+0.0011638i,-0.00023763+0.00072808i,-0.00035571+6.4495e-05i,-0.00019105+0.00020763i,8.2901e-05+0.00071666i,0.00050557+0.0006305i,0.00074204-0.00022312i,0.00095735-0.00024731i,0.00064146+0.00013744i,5.1555e-05+0.00057136i,7.3039e-05+0.00051592i,0.00010804+6.3925e-05i
-9.003e-05+5.1524e-05i,0.00036544-0.00024428i,0.00077338+0.00031673i,0.0010748+0.00077874i,0.0017122+0.00043536i,0.00054402-0.0011056i,-0.00086801-0.0014646i,-0.00109-0.00028302i,-0.0010674+0.00023126i,0.00016183+0.0004368i,0.0010058+0.00089218i,0.0011141+0.00068366i,0.00096891+0.00031445i,0.00053599-0.00019323i,0.0006077-0.0013039i,0.00067733-0.0014987i,-0.00010042-0.00095425i,-0.00032191-0.00058487i,-0.0001462-2.4725e-05i,-2.7671e-05+0.00014158i,0.00011153+0.0005423i,-0.00015348+4.9789e-05i,-8.3605e-05-0.00039164i
0.0012982-0.00062007i,-0.00040113+2.608e-05i,-0.0021445+5.146e-05i,-0.0038343-0.00017044i,-0.0044957+5.4511e-05i,-0.0016606+0.0004739i,0.00067407+0.00021136i,0.00024866+9.3365e-05i,-0.00039662-0.0004354i,-0.0007411-0.0013583i,-0.00048399-0.0011981i,0.00030187-0.00030274i,0.0010358-0.00027583i,0.00075758-0.00046328i,0.00062904+9.51e-06i,0.00053699-0.00035444i,3.1134e-05-3.4907e-05i,7.9508e-05+0.00038273i,7.6482e-05-0.0002814i,-0.00018828-8.6708e-05i,-0.00098115+2.3984e-05i,-0.0013232-0.00027321i,-0.0012452-0.00070884i
-0.00034359-0.0024266i,-0.00026841-0.0021177i,-0.00021912-0.00051498i,0.00033556+0.0018474i,0.00077225+0.0017035i,0.0010052-0.00040183i,0.00025862-0.0011734i,-0.00028555-0.0011085i,-0.00069285-0.00085815i,-0.00050095-0.00043003i,8.2912e-06+0.00044917i,-0.00011135+0.00097579i,-0.00051651+0.00015149i,-0.00040795-0.0005528i,0.00038871-0.00045566i,0.00090715-6.1046e-05i,0.00061906-0.00060227i,0.00015436-0.00082676i,1.8229e-05-0.00081597i,-6.839e-05-0.00078595i,0.00013727-0.0002866i,0.00012214+0.00091973i,0.00045324+0.0011906i
-0.00033185-0.00013159i,-0.00099879-0.00092511i,-0.0013935-4.1065e-05i,-0.0015868+0.00014988i,-0.0010517-0.0014068i,-0.00092841-0.0019667i,-0.0011699-0.0019489i,-0.00075397-0.0015413i,-0.00068676-0.0004467i,-0.0011137-0.00014283i,-0.00055598-6.7981e-05i,-0.0006064+0.00041351i,-0.00066019+0.0004385i,-0.00034067+0.00067731i,5.4829e-05+0.00044808i,7.0258e-05+0.00050468i,-0.00036467+0.00081017i,0.00015801+0.00060303i,0.00075954+0.00051355i,0.0008631+0.00063609i,0.0003401+0.00071062i,-0.0001476+0.00027049i,0.00013694-0.00019529i
-0.0011959-0.0015843i,-0.00084269-0.0010471i,-0.00040956-2.4157e-05i,-0.00049325+0.0010384i,2.2645e-05+0.0011828i,0.00092197+0.00029591i,0.00032015-0.00040182i,-0.00050947-0.00067523i,-0.00094911-1.5059e-05i,-0.00086976+0.0011004i,-0.00020608+0.0017415i,1.5906e-05+0.0021284i,0.00011284+0.0016363i,0.00033144+0.00025799i,0.0011526+5.27e-05i,0.0019136+0.00048299i,0.0016573+0.00021499i,0.0011285-8.7565e-05i,0.0007927-0.0004537i,0.00035904-0.00046272i,0.00034217-0.00010585i,0.00025249+0.00029222i,6.2882e-05+0.00036744i
-0.00089175+0.0010116i,-0.00042975+0.001738i,0.00056357+0.0018524i,0.0012096+0.00026554i,0.0018721-0.00042659i,0.0011118-0.00070032i,0.0003498-0.0012676i,-0.0001214-0.00082685i,-0.00058616-0.00029169i,-0.00054134+4.7146e-05i,-0.00011972-8.0241e-05i,0.00025986-0.00071024i,0.00055745-0.00029088i,0.0010065+0.00049304i,0.00074277+0.00047475i,-1.4347e-05+0.00051053i,-0.0003741+0.00049436i,-0.00047252-0.00021405i,-0.00063269-0.00069318i,-0.00028271-0.00030123i,-2.6229e-05-7.5428e-05i,4.6577e-05+7.0311e-05i,0.00025349-0.00031957i
-0.0020184+0.00033584i,-0.0014221-0.00067674i,-0.00063948-0.00071792i,0.00028335+0.00057767i,0.00067141+0.00034837i,0.00095269-0.0016333i,0.00046278-0.0023881i,-0.00042323-0.0013555i,-0.00080717-0.00091527i,-0.00069077-0.00067027i,-2.5602e-05-0.00052546i,6.9595e-05+7.1694e-05i,-0.00055232+1.8827e-05i,-0.0004104-0.00068342i,0.00030469-0.0011213i,0.0005399-0.00086439i,-0.00010267-3.5912e-05i,-0.00015431+6.1073e-05i,-0.00034881-0.00035775i,-0.00084293-0.00035432i,-0.00057352-0.00012789i,-0.00070495-0.00020367i,-0.0013696-0.00054251i
1.8529e-05+0.00051131i,0.00047814+0.00055877i,0.0018194+0.00072641i,0.0020815+0.00066428i,0.0014304-5.0045e-05i,0.00071598-0.0009413i,-0.00063387-0.0016021i,-0.0015646-0.0013298i,-0.0012166-0.0001806i,-0.00049899+0.00047427i,-0.00057829+0.0004114i,-0.00034218+0.00034548i,-0.00011105+0.0004431i,-0.00024226+0.00046221i,0.00012124+3.9543e-05i,0.00013749-6.8695e-05i,-0.00055334+0.000322i,-0.00089405+0.00020809i,-0.0003188-0.0002881i,-0.00036433-0.00078914i,-0.00016921-0.00070369i,0.00082777-0.00088495i,0.0015211-0.001464i
-0.0014159+0.00098483i,-0.0014897+0.00040041i,-0.0018021+0.000949i,-0.0013682+0.0015334i,-0.0003437+6.9201e-05i,0.00010417-0.0015107i,-0.00044719-0.0010745i,-0.00085521-0.00011609i,-0.00068014+0.00043867i,-7.0541e-05+0.00071661i,0.00064758+0.00081417i,0.00070133+0.00047246i,0.00066754-3.1024e-05i,0.0012568+0.00022481i,0.0015147+0.00021844i,0.00030709+0.00054555i,-0.00087929+4.6676e-06i,-0.0011512-0.00042838i,-0.0011291+0.00053299i,-0.00046364+0.00093844i,0.00042025+0.00052147i,0.00044194+0.00021471i,0.00033971+0.00023958i
-0.00059925-0.00044379i,-0.00035554-0.00070066i,0.00072644-0.0002021i,0.00095213+0.00040659i,0.00050875+0.00074115i,0.00025766+0.0007057i,0.00036631-0.00016617i,-0.00020247-0.00024684i,-0.00032597+0.0005395i,0.00057905+0.00086697i,0.0014394+0.00068599i,0.0012137+0.0010192i,0.00057258+0.001122i,0.00036175+2.4759e-05i,0.00071973-0.00020711i,0.00056046-0.0001944i,3.9456e-05-0.00071809i,-0.00031508-0.00027766i,-0.00085059+0.00013141i,-0.00063733+8.7509e-05i,-3.7284e-05-1.7261e-05i,-0.00013204+0.00036i,-1.6592e-05+0.0006365i
-0.00084572-0.0028139i,-0.00098907-0.00088164i,-0.0016068+0.00065882i,-0.001447+0.0010354i,-0.0007329+3.6668e-05i,0.0006902-0.00096849i,0.0011437-0.001152i,0.00022466-0.0011391i,-4.435e-05-0.0008299i,0.00016198+0.00023862i,-0.00019305+0.0012352i,0.00046041+0.00036467i,0.001176-0.00052235i,0.0013353-0.00036555i,0.0014693+0.00029153i,0.0011853+6.9971e-05i,0.00018255-0.00035022i,-0.00060626+0.00043878i,-0.00053303+0.00090664i,-0.00052598+0.00021263i,-0.00060041-0.00054223i,1.9795e-05-0.0002133i,0.00043128+0.00090807i
-0.0020224-0.0025176i,-0.0030397-0.0007383i,-0.0041882+0.00063689i,-0.0038594+0.0020069i,-0.0019603+0.0022719i,-0.0010412+0.00014499i,-0.0016658-0.0020358i,-0.00093929-0.0017362i,-0.00011655-0.00052675i,-0.0004066+3.8823e-05i,-0.00053607+0.0005857i,-0.00082957+0.00042804i,-7.508e-05+7.6969e-05i,0.00033942+0.00046627i,-0.00049954+0.0011115i,-0.0010909+0.00050701i,-0.00061242-0.000493i,0.0002486-0.00014638i,-0.0001227-0.00010387i,-0.00035487-0.00074843i,-7.641e-05-0.00058557i,-0.00014269+4.5638e-05i,-7.0623e-05+0.00023949i
0.0015978+0.00052556i,0.00056836+0.0012051i,0.00092485+0.0012362i,0.0014157-0.00045518i,0.00060173-0.0015237i,-0.00026083-0.0015887i,-0.00034261-0.0012424i,-0.0002349-0.00058516i,-0.00033339-0.00032842i,0.00014014-0.00010475i,-0.00014834+0.00024517i,-0.0011255+0.00033941i,-0.0011581+0.00022733i,-0.00054654-0.0002617i,-2.6284e-05-0.00049064i,-0.0001324-0.00023893i,0.0001555-0.00041649i,0.00030283-0.00032803i,-0.00051746+2.7863e-05i,-0.00052658+0.00069939i,0.00030442+0.0011553i,0.00085363+0.00042243i,0.0010075+0.00033427i
-0.00036615+0.00034345i,-0.00096071-0.00022514i,-0.0017255-0.00066302i,-0.0016479-0.0003288i,-0.0010321-0.00039918i,0.00015656-0.00087272i,0.00013647-0.001114i,-0.00064221-0.00039489i,-0.00027776+0.00018611i,0.00020862-0.00030431i,0.00083569-0.00038578i,0.001283+0.00052011i,0.00090496+0.00030704i,0.00042612-0.00034901i,0.00078929-0.00044057i,0.00083238+0.00028372i,0.00049953+0.00026296i,0.00023785-0.00013932i,-0.00020487+0.0008715i,-3.3256e-05+0.0015239i,-0.00032912+0.00072798i,-0.00023209-0.00013725i,0.00012348+4.2239e-05i
0.0015451-0.0012659i,0.0011961+0.00013159i,0.00026536+0.00056284i,-0.00050726+0.00072093i,-0.00043404+5.9057e-05i,-0.00021698-0.00088177i,0.00058725-0.0014506i,0.00075017-0.0011517i,-0.00043851-0.00027054i,-0.0012479-0.00019033i,-0.00093856-0.00045806i,-0.00061135-0.00031046i,5.2342e-05-0.00024931i,0.00079902-0.0002821i,6.9624e-05-0.00059583i,-0.00077481-0.00086521i,-0.00038299-0.0001684i,-0.00032465+0.0002954i,-0.00041556+0.00014308i,0.00063362+0.00013175i,0.0010607-0.00016964i,2.7665e-05-0.00048851i,-0.00028265-0.00075037i
-0.0016421-0.00027991i,-0.0012016+0.00046295i,-0.00044914+0.0004279i,4.9216e-05+0.00083929i,0.00054005+0.0010439i,0.0014399-0.00048888i,0.00016782-0.0013983i,-0.001564-0.00091798i,-0.0016013-0.00017264i,-0.0013823+0.00037848i,-0.00075704+0.00046383i,0.00010759+7.8284e-05i,0.00031002-0.00027215i,-0.00029634-0.00016143i,-4.081e-05+0.00038483i,0.00046071+0.00046552i,-5.6483e-06-5.1359e-05i,0.00030008-0.00035481i,0.00014621-0.00025829i,-0.0012481-0.00047804i,-0.0012274-5.2262e-05i,-0.00042986+0.00055224i,0.00033818+0.00044064i
-0.00036302+0.00039776i,0.00011023+0.0012344i,0.00096607+0.0016945i,0.0011197+0.0017785i,0.0011944+0.0010816i,0.0013993-0.0001207i,0.0014419-0.001163i,0.0013586-0.001135i,0.0010687-0.00046516i,-0.00034152+6.8741e-05i,-0.00090218+0.00047845i,-0.00061834+0.00069868i,-0.00040715+4.2105e-05i,0.00019824-0.0004404i,0.00055974-0.00038818i,0.00017634-0.00012935i,-0.00037876-0.0006684i,-0.00071067-0.0010614i,-0.00040172-0.0004564i,-0.00028789+9.0235e-06i,-0.0005698-0.00069513i,-0.00032492-0.0010997i,0.00021629-0.00069257i
-0.0010593+0.0010208i,-0.00048773+0.0019434i,-0.00033978+0.0018327i,-0.00026519+0.0020716i,-6.554e-05+0.0021748i,8.869e-05+0.0013101i,-0.00014229+0.00060396i,-0.00050912+0.00011777i,-1.1202e-06-0.00021643i,0.0010453-1.6646e-06i,0.001181+0.00056932i,0.0008063+0.0001772i,0.0003657-0.00018648i,0.00044618+0.00025347i,0.0012757+0.00030104i,0.0014477+0.00023173i,0.0013751+0.00039368i,0.00072869+0.00058105i,-4.041e-05+0.00080018i,0.00030738+0.00037427i,0.00082438+0.00029742i,0.0012102+0.00088986i,0.00060392+0.00054459i
0.00078473+0.00019727i,-8.6945e-05-0.0002427i,0.00040888-0.0010655i,0.00094532-0.0017476i,0.00056924-0.0025863i,0.0003079-0.0028311i,-0.00034636-0.0020368i,-0.00058497-0.0013238i,0.00053895-0.00046725i,0.00060578+2.8465e-05i,0.00046253-0.00027391i,0.00089894-0.00029898i,0.0005552-0.00014276i,0.00064479-0.00015892i,0.00052689-0.00038648i,0.0004119-0.00051153i,0.00074685-0.000255i,0.00058311+0.00021436i,-0.00038583+0.0004955i,-0.0010484+0.00027087i,-0.00073459+0.00014504i,0.00018759+0.00045446i,0.00079086-0.00022135i
-0.0027384+0.0010917i,-0.0015941+0.0034792i,-0.0017777+0.0053252i,-0.00050019+0.0037708i,0.0017634+0.0009282i,0.0019375-0.0011712i,0.00030227-0.001617i,-0.00097262-0.00069823i,-0.0012388-0.0002952i,-0.00136-2.1209e-05i,-0.0012356-0.00046332i,-0.00027977-0.00101i,0.00045879-0.0014521i,0.00041683-0.001391i,0.00047898-0.00073554i,0.00052828-0.00019468i,-0.00027233+8.6454e-05i,-0.00028754-0.00023038i,0.00026423+0.00012915i,0.00037423+0.0005502i,0.00015429+0.00041813i,-0.00017924+0.00024249i,-0.00014516+0.00031085i
-0.0018506-0.0009845i,-0.0017842-0.0021918i,-0.0020595-0.0014524i,-2.7293e-05+0.00023906i,0.0019353+0.00090889i,0.0020231-0.00015335i,0.00012061-0.0007936i,-0.00088159+0.00017077i,-0.00045234+0.00066267i,-0.00057947+0.00037726i,-0.00052051-6.6597e-05i,-0.00030039-0.00054783i,0.00044471-0.00060414i,0.0004844-0.00015694i,-0.00014457+0.00026313i,0.00030779+0.00083443i,9.5891e-05+0.00077362i,-0.00034528+9.345e-05i,-0.00054081+0.00028392i,-0.00081921+7.717e-05i,0.0001313+0.00021948i,0.00059293+0.0010308i,0.00058273+0.0004726i
