0.0014354-1.603e-05i,0.00071322-0.0019395i,-0.0010692-0.0030053i,-0.0023856-0.0020567i,-0.0027685-9.3016e-05i,-0.002208+0.0015879i,-0.0010397+0.0019766i,0.00016132+0.00089368i,0.00060877-0.00010901i,9.1491e-06-0.00039796i,-0.00022252-0.00053373i,-7.5024e-05-0.00082438i,-0.00012561-0.00041259i,-0.00057481+0.00027729i,-0.0010808+0.00078429i,-0.00012595+0.00098401i,0.00049271+0.00092875i,-0.00046912+0.0013829i,-0.00099483+0.0017722i,-0.001046+0.0002726i,-0.00091187-0.00087162i,-0.0006062-0.00019315i,-0.0004069-4.9001e-05i
0.0007222-0.0024949i,-0.00011982-0.0015951i,-0.00053424-0.0011552i,-0.0011996+0.00062214i,-0.0021207+0.0015886i,-0.00085653+0.00080307i,0.00045913+0.00027889i,0.00067882-0.0002912i,-0.00012533-0.00074855i,-0.0013555-0.00012928i,-0.00096187+0.00029555i,9.8461e-05+5.0172e-05i,0.00077149+0.0006627i,0.0010662+0.0011812i,0.00056728+0.0014418i,-8.7428e-05+0.0010628i,-0.00046656-0.00021265i,-0.00043495-0.00090555i,-1.5627e-05-0.00070999i,0.00067281-0.00059115i,0.0010702-0.00063782i,0.00017893-0.0005588i,-0.00046822-0.00023521i
-0.00084752+0.0011448i,1.3278e-05+0.0013608i,-0.00031935+0.0013979i,-0.00055905+0.00084369i,0.00028862+0.00040908i,0.00043658+0.00016896i,0.0015309+0.00018335i,0.0018005+5.5784e-05i,9.9066e-06-9.4155e-05i,-0.00034614+8.4135e-05i,0.00057876+0.00050941i,0.00064228+0.00014367i,0.00018849-0.00081056i,0.00020194-0.00077727i,-7.9938e-05-0.00010768i,-0.00043647+9.8392e-06i,-0.00063698+0.00017564i,-0.0006501-0.00016075i,-0.00058452+5.958e-05i,-0.0002251+0.00051411i,0.00054774+0.00062575i,0.0003032+0.0008616i,-0.00057135+0.0010244i
-0.00066241+0.00032495i,-0.0010722-0.00085529i,-0.00096549-0.0020847i,-0.00013118-0.0012419i,0.00036089+0.00014067i,0.00094238+0.0012516i,0.00092324+0.00073768i,0.00062743-0.00033503i,-0.00023799+0.00013997i,-0.0007166+0.00015942i,-0.000159-0.00066658i,-0.00026107-0.00036771i,-0.00058278-0.00026046i,-0.00030914-0.00031943i,0.00032163-0.00023863i,0.00028512-0.00086506i,0.00055431-0.0014769i,0.0005673-0.00076995i,5.7386e-05+0.00024328i,0.00037222+0.00040754i,0.00075969-1.4582e-05i,0.00015866-0.00073757i,-0.00032021-0.00024405i
0.00048177-0.00077612i,0.00029181+0.00038101i,0.00035974+0.001238i,-0.0010954+0.0012138i,-0.0017861+0.0011698i,-0.0012086+0.00051357i,-0.00024016+0.00011328i,2.7495e-05-0.000475i,0.00020642-0.0010014i,0.00037-0.00044851i,6.3756e-05+0.00060265i,-0.00030574+0.0012052i,0.00036633+0.0006237i,0.00060186+0.00025331i,-0.00034078+0.00014884i,-0.00066595+0.00020582i,-0.00069589+9.3886e-05i,-0.00052692-0.00029603i,-0.00010354-0.00031504i,-2.2181e-05-0.00039677i,-0.00017898-0.0005843i,-0.00010284-0.0010553i,-0.00053251-0.0010408i
-0.0011808-0.0013147i,-0.0015536-0.0016959i,-0.0019964-0.0012265i,-0.00092582-0.00068388i,0.00033743+7.3381e-07i,0.00047524+0.0015958i,0.00089345+0.0015628i,0.001037-0.00020101i,0.00057617-0.00086671i,0.00066087-0.00050479i,0.0010256+0.00022998i,0.00039668+0.00041409i,0.00049766+0.00034754i,0.0013474+0.00050495i,0.00078881+0.00067167i,-4.0509e-05+0.0014731i,-4.9227e-06+0.0015409i,-0.00033151+0.00051059i,-0.00077612-2.7634e-05i,-0.00057722+0.00032638i,-0.00053989+0.00026774i,-0.0003474+0.00022408i,-3.2644e-05+0.0002228i
0.0023131+0.00020333i,0.0026547-0.0010743i,0.0024582-0.0019859i,0.00035443-0.001419i,-0.001073-0.00051035i,-0.00094973+6.8063e-05i,-0.00044791+0.0010481i,-0.00037228+0.0011555i,1.1156e-05+0.00075159i,0.0002748+0.00073201i,-0.00018837+0.0005i,-0.00032797+0.00025064i,-0.00012145-3.2482e-06i,-0.0012382+0.00032188i,-0.0021881+0.00047475i,-0.00088623+0.00024368i,0.00061168-0.00034848i,0.00026124-0.00010818i,-0.00046585-2.7244e-07i,-0.00018109-0.00016029i,-1.8541e-05-0.0001102i,0.00035038+0.00016285i,0.00050126+0.00064005i
-0.00095885+0.0029285i,-7.559e-05+0.0025863i,0.00029602+0.0023844i,0.0009786+0.0011962i,0.0012021+0.00025515i,0.00057359-0.00017663i,0.00052862-0.00010637i,0.00043398-0.0003418i,0.00013825+9.1305e-05i,0.00084881+0.00033715i,0.0006151-0.00013553i,-6.0138e-05+0.00019513i,-0.00012801-0.00016071i,-0.00044131-0.0012363i,-0.00076356-0.0012395i,-0.00067753-0.00028723i,-0.00059685+0.00026085i,-0.00041077+0.0007726i,-0.00069616+0.00074191i,-0.00099661+0.00057734i,-0.0008096+0.00074006i,-0.00054059+0.00046415i,-6.4352e-05-0.00024764i
0.0005203-0.00081214i,0.00013348-0.00074634i,-0.00034239-0.00020434i,-0.0010702-0.0001516i,-0.0014666-4.55e-06i,-0.0012964+0.00054437i,-0.00036466+2.9823e-05i,0.00049429-0.00053757i,0.00018032-0.0003078i,-0.0006258+0.000225i,-0.00042712+0.00063668i,-0.00083437+0.00034575i,-0.0016296+0.00055302i,-0.00087418-4.2796e-05i,0.00027216-0.00066879i,-0.00015716-0.00042486i,-0.00027218-0.00076341i,-0.00010682-0.00074027i,-2.9351e-05+2.0914e-05i,6.1217e-05-2.2444e-05i,-0.00013086-0.00053161i,-7.6644e-05-0.00082994i,0.00050438-0.00082589i
0.00013982+0.00040211i,-0.0002638-0.00039606i,-0.00021814-0.00093111i,-2.8973e-05-0.00054418i,0.00010415+0.00058364i,0.000627+0.0010309i,0.0009016+0.0011037i,0.0013211+0.00076264i,0.0017812+0.00056972i,0.0014799+0.00078084i,0.00068745+0.00057126i,-7.3339e-05+0.00017466i,-0.00022595+0.00025168i,0.00019523+0.00048013i,-0.00019862+0.00039623i,-0.00036029+0.00011538i,-0.00021971+0.000406i,-0.00012435+9.4456e-05i,4.4802e-05-0.00039203i,3.0823e-05-0.00027462i,5.1335e-06-0.0003512i,-0.00028519+0.00065979i,-0.00052887+0.0013348i
-0.0012869+0.00094635i,-0.00087293+0.0017509i,9.4537e-05+0.001035i,0.00089036-0.0003507i,0.0011347+3.43e-05i,0.00090315+0.0010858i,2.9996e-05+0.00081247i,-0.0002951+0.00059836i,-0.00049653+0.00077013i,-0.00065768+0.00040192i,-0.00034038-0.00019859i,-6.6633e-05-0.00011881i,-9.4335e-05-0.00034342i,0.00060299-0.00033209i,0.00044131-0.00047779i,4.2083e-05-0.00074133i,-0.00018412-0.00062117i,-0.00034609-0.00068847i,0.00026791-3.8922e-05i,0.00018726+0.00091603i,-0.00035644+0.00086857i,-0.00038159+0.0004948i,-0.00040584+0.00030789i
0.00024938-0.00059434i,-0.00045577-0.00056058i,-0.001801-0.00072854i,-0.0022435-0.0003272i,-0.0013949-0.00014835i,-0.00035307+0.00044763i,0.00016348+0.001437i,5.9177e-06+0.00088904i,0.00012033+0.00011561i,0.00024647-0.00015583i,0.00060395-0.00038152i,0.000805-0.00019036i,0.00011479+8.379e-05i,-0.00027822+0.00041096i,-0.00030667+0.00043438i,-0.00052946-0.00010132i,-0.00047263-0.00045543i,-1.1916e-06+7.2948e-05i,-0.00035428+0.00031256i,-0.00042691+6.7763e-05i,-0.00023282+0.00053583i,-0.0011837+0.00099839i,-0.0012725+0.00032192i
0.00091257+0.0016445i,0.0014266+0.0013934i,0.0025628+0.00048891i,0.0021617-0.00024366i,0.0014209-0.00060059i,0.00080351-0.00055208i,0.00034414-0.0003547i,-0.0001286+0.00016968i,2.8397e-05+0.00050028i,0.00021518+0.00060663i,8.3585e-05+0.00034854i,-0.00022907+0.00030635i,-0.00053526+0.00058996i,-0.00085281+0.00018621i,-0.0011585+2.7748e-05i,-0.00098764+0.00043802i,-0.00032413+8.32e-05i,-9.7954e-05-0.00018313i,-0.00072946+0.00062043i,-0.00054182+0.0010115i,0.00018393+0.001373i,-6.6436e-05+0.0018659i,-0.00037509+0.00083392i
-0.0011949-0.00020402i,-0.00053105-0.00014119i,-0.0014575+9.4385e-05i,-0.0025962+0.00040342i,-0.0015884+0.00073421i,-0.00020643+0.0016578i,2.3131e-05+0.0012214i,-6.1094e-05-0.0003515i,-0.00014121-0.00024062i,0.00014792-0.00028997i,0.00056634-0.0011188i,-0.00014582-0.00018429i,-0.00058352+0.00058838i,-0.00036334-0.00016787i,-0.00033007-0.00082057i,-0.00058008-0.00093144i,-0.00081088-0.001076i,-0.00053554-0.00071806i,-0.00057477-0.00031157i,-0.0011095-0.00041792i,-0.0012789-0.00024558i,-0.0006419-0.00050538i,-4.7908e-05-0.00076631i
-0.00079022-0.0017551i,-0.0005195-0.0013857i,0.00032146-0.0016631i,0.00072733-0.00036267i,0.00036908+0.0014468i,0.00011399+0.0018614i,0.00040358+0.00055834i,0.00071855-0.0011831i,0.0003859-0.0008855i,0.00010749-0.00022381i,-0.00036348-7.7986e-05i,-0.001121-0.00020144i,-0.001306-0.00064146i,-0.00050053-0.0010739i,0.00040055-0.00062885i,0.0007206+0.00031143i,0.00046503-0.00011978i,-0.00011329-0.00042021i,1.2543e-05+9.7465e-05i,0.0004155+0.00060937i,-4.0953e-05+1.6776e-05i,-0.00052086-0.0010908i,-0.00051328-0.00083674i
0.00053747-0.00022342i,-0.00035052-0.00049219i,-0.0012694-0.00034746i,-0.00035909+0.00023721i,0.00055004+0.00063433i,0.0012352+0.00082481i,0.0014288+0.00036166i,0.001278+0.00010687i,0.0015299+0.0007077i,0.00072454+0.00093681i,-0.00027965+0.0002124i,-0.00061507+0.00032586i,-0.00064534+3.569e-05i,-0.00017509-0.0011717i,-3.2257e-05-0.00076991i,-0.00071791+0.00038969i,-0.00083288+6.0879e-05i,-0.00087287+0.00027454i,-0.00069743+0.00034275i,-0.00048397-0.00080264i,-0.00073118-0.0010392i,-0.00011204-0.0004048i,-0.00041409+0.00019974i
-0.00072489-0.0011932i,-0.0011189-0.0018092i,-0.00096184-0.0014417i,-0.00079893+0.00037114i,-0.00060157+0.0015134i,2.8787e-05+0.0012063i,0.00036393+0.00031612i,0.00018169-0.00083873i,-7.4178e-05-0.001064i,0.0003998+0.00016326i,0.00041919+0.00063488i,0.00042688+0.00028177i,0.00092746+2.3536e-05i,0.0006501-0.0004224i,0.00015166-0.00035897i,-0.00050841+1.6136e-05i,-0.0010499+0.00022024i,-0.00021362+0.00068243i,0.00061372+0.00052923i,-0.00014864-0.00025925i,-0.0009027-0.00012361i,8.169e-05+0.00021496i,0.0008872-8.6518e-05i
-0.0001351-0.0013993i,-0.0012016-0.0015014i,-0.0018062-0.0018048i,-0.0019284-0.0013076i,-0.0021183-0.00061602i,-0.00078396+0.00054339i,0.00042472+0.00061547i,-0.00021059+5.7381e-06i,-0.0009263-9.661e-05i,-0.000848-0.00028532i,-0.0003917+9.5012e-05i,4.352e-05+0.00056749i,-8.8689e-05+0.00048115i,-0.00012615+0.00040166i,-0.00035006-2.5669e-05i,-0.0010196-0.00042058i,-0.00059221+0.00050425i,0.00026086+0.00071744i,0.00076713+6.7009e-05i,0.00082877-0.00036787i,0.00036627-0.00048948i,-0.00044842-0.00021267i,-0.0012623-0.00038996i
-0.00091219-0.001313i,-0.0012959+0.00033707i,-0.00039935+0.0011852i,0.00068224+0.0010867i,-3.5529e-05+0.0010597i,0.00053931+0.00076603i,0.00092561+0.00076927i,0.00060197+0.00032549i,0.00039699-0.00034975i,0.0004175-0.00043245i,0.00021909-0.00056491i,-0.00018512-0.00064922i,-0.00022924-0.00050901i,6.459e-05+4.8259e-05i,0.00056111+0.00018931i,0.00054469+0.00053432i,0.00017993+0.00062166i,5.3277e-05+0.00016096i,-0.00055234+3.1843e-05i,-0.00054192+0.0006009i,0.00020897+0.0012439i,0.00099633+0.00095752i,0.00078152+0.00027198i
-0.00039082-0.0023078i,-6.4219e-05-0.0025927i,0.00037799-0.0014922i,-7.6096e-05+0.00032279i,0.00035563+0.001707i,0.00094172+0.0017052i,0.0011371+0.00088795i,0.00094996+0.00033558i,0.00040814-0.00010602i,0.00084863+0.00031816i,0.00020581+0.00048645i,-0.00072724+0.00062397i,-0.00036022+0.0004241i,0.0001969-0.00016053i,-1.2499e-05-0.00037452i,-0.00025281+0.00039412i,0.00051063+0.00066141i,0.00067143+0.00044208i,0.00047163+0.00035257i,0.000344-0.00037728i,-7.5913e-05-0.00058347i,-0.00093543-0.0008705i,-0.00092867-0.0010848i
-0.00093872-0.00025991i,-0.00038916+0.00019469i,-0.0013287+2.8462e-05i,-0.0017634-0.00060314i,-0.0012115+0.000782i,0.00014108+0.0016738i,0.00075924+0.00077539i,0.00052748-0.00045715i,-2.8501e-05+0.00019694i,-0.0003668+0.00070677i,-0.00019858+0.00094266i,-0.00025646+0.00096258i,0.0005477+0.00012796i,0.00061352-0.00067197i,-0.00010757-0.0008917i,-0.00054766-0.00014124i,-0.00042547+0.00015376i,-0.00014617-0.0002584i,-0.00036811-0.00076281i,0.00028785-0.0003445i,0.00058087+3.4657e-05i,0.00011632-0.00052721i,-6.2083e-05-0.00059313i
-0.0011148-0.00051828i,-0.00048271-0.00048691i,-0.0012979-0.00022737i,-0.0002227+8.1993e-06i,0.00096426+0.00051015i,0.00061167+0.0007203i,-5.7057e-05+0.00049533i,-0.00040193-9.0105e-05i,-0.00029438-0.00060624i,0.00027064+5.3887e-05i,0.00074453+0.00082416i,0.00067943+0.00013528i,0.00055091-0.00011592i,0.00044845+0.00035593i,0.0004099+0.00036935i,-2.7717e-06+0.00051855i,-0.00098076+0.00081236i,-0.00055035+0.00036449i,0.00018268-0.00018551i,0.00012726-0.00044683i,0.00032171-0.00027798i,-0.00028107-6.9795e-05i,-0.0007785-0.00019602i
0.0027646+0.0017779i,0.0026857+0.0012597i,0.0027759-3.5803e-05i,0.0018645-0.00085183i,3.4367e-05-0.0014979i,-0.0015911-0.0012878i,-0.00079555+0.00052529i,0.0009558+0.00087241i,0.0010895+0.00080359i,0.0010289+0.00017519i,0.0010625-0.00057969i,0.00027669-4.1513e-05i,-0.00058064+0.00055588i,-0.0012621+0.00068236i,-0.0016432+0.00057927i,-0.001165+0.00083606i,-0.00051483+0.00059789i,-0.00047304+0.000629i,-0.00013427+0.0010381i,0.00040576+0.0011861i,0.00083236+0.00074791i,0.00047455-0.00019485i,-0.00035571-0.0010059i
-7.976e-05-0.00030089i,-9.871e-05-0.00071953i,0.00034075-0.0006554i,0.00071453+0.00052564i,0.00031215+0.00098035i,0.00029989+0.00063938i,0.00060165+0.00035288i,0.00091313+0.00026507i,0.00077039+0.00064092i,0.00091159+0.00052347i,0.0011589+0.00046763i,0.001254+0.00056483i,0.00087051+8.8084e-05i,0.0002308-0.00053445i,-0.00068316-0.00025766i,-0.0011394+0.00046319i,-0.00088314+0.00064108i,-0.00073593+0.00034635i,-0.00099586+0.00021514i,-0.00068434+0.00018394i,9.7088e-06-0.00021844i,-0.00013469-0.00027803i,0.00031604+0.00062342i
-0.0012064+0.00083725i,-0.0010685+0.0020298i,-0.0024371+0.0012816i,-0.0026838+0.00026416i,-0.0013866-0.00036873i,-0.00035074+0.00053212i,-0.00017675+0.00070127i,-0.00025115-0.000403i,0.00029071-0.00063264i,0.00028663-0.00069266i,-1.5364e-05-0.00086956i,0.00031371-0.00032629i,0.00095238+0.00047072i,0.0013245+0.00089738i,0.00026003+0.0010619i,-0.0013234+0.00066805i,-0.0010362+3.778e-05i,0.00031691-0.00043199i,0.00076319+0.00013971i,0.00025759+0.00069227i,-0.00016725+0.00061829i,0.00051498+0.00031494i,0.00076902+0.00019353i
-0.00044186-0.0010389i,-0.00044433-0.0016583i,0.00046381-0.0013877i,0.00054775-0.00051935i,0.00018046+0.00042234i,-5.5583e-05+0.00040671i,0.00049296+0.00029288i,0.00089484+0.00020764i,0.00031466+0.00020829i,-0.00023758+0.00062348i,-0.00018299+0.00044228i,5.6373e-05+0.00056437i,0.00017202+0.00082268i,-0.00028179+0.00029408i,-0.00083216-0.00012214i,-0.00051368-2.3276e-05i,-0.00023449+0.00031925i,-0.00056255+0.00070102i,-0.00065089+0.00091763i,-0.00017842+5.7673e-05i,-0.00018009-0.00055591i,-7.0819e-05-0.00017621i,6.2312e-05+6.3576e-07i
0.00090709+0.0013589i,0.00031254+0.00077108i,0.0012384+0.00030014i,0.0018437+0.00019284i,0.0015372+0.00042882i,0.00064047+0.0010335i,1.5553e-05+0.0012356i,-0.00041282+0.0012001i,-0.00048367+0.0012751i,0.00018786+0.00073465i,6.9286e-05+0.00015692i,8.4091e-05+0.00083092i,0.0001314+0.0010361i,-0.00044187+0.00022783i,-0.00070256-5.9991e-05i,-0.00034199+0.00053019i,-0.00054207+0.00093468i,-4.0639e-05+0.00074493i,0.00076309+0.00057256i,0.0010143-0.00012959i,0.00090063+4.2494e-05i,0.00031369+0.00046525i,0.00019897-2.4575e-05i
-0.00019566+4.139e-05i,-0.00040452-0.00080197i,1.3956e-05-0.0010263i,-0.0004314-0.0013192i,-0.00055745-0.0019058i,-0.00023394-0.00076344i,9.6301e-05+0.0010294i,0.0001642+0.0014191i,0.00012251+0.00081893i,0.00022097-8.7866e-05i,-5.7599e-05-0.00032372i,-0.00026846-6.3429e-05i,-0.00021279-0.00026056i,0.00030752-0.00051995i,0.00096192-0.0004628i,0.00068373-0.00038649i,0.00024063-0.00049572i,7.324e-05-0.0006467i,-0.0002268-0.00026002i,-0.00066197+0.00031524i,-0.00018293+3.5557e-05i,0.00025597-0.00060848i,2.7449e-05-0.0010261i
-0.00086224+0.00042302i,0.00020946+0.0014449i,0.00013283+0.001698i,-0.00030324+0.00031083i,-0.0005789-0.00014659i,-0.00092725-0.00056596i,-0.00033037-0.00066241i,7.6621e-05-0.00076877i,-3.2539e-05-0.00087589i,0.00026264-0.00048475i,0.00045543-0.00025396i,-0.00017822-0.0003289i,-0.00036998-0.00051938i,-0.00066303-0.00091233i,-0.00080148-0.00052505i,-0.00011789+0.00065109i,3.377e-05+0.00088267i,-0.00017553+0.00023948i,-0.00046146-0.00044942i,-0.00065227-0.00069575i,-0.00017259-0.00026138i,-0.00011246-2.9952e-05i,-0.00035083-7.0848e-05i
-0.0011378-0.00083271i,-0.0015358-8.4969e-05i,-0.0012504+0.00061091i,-0.00023432+0.00064262i,0.00057379+0.00023203i,0.00082682-0.0009486i,0.00078587-0.00077938i,0.00042031-0.00013951i,7.5714e-05-0.0004229i,0.00025741-0.00064119i,0.00089263-0.00029823i,0.0012024-4.4528e-05i,0.0010249+0.00039234i,0.00040116+1.5726e-05i,0.00079991-0.00098706i,0.00076292-0.00043147i,0.00016522+0.0004781i,0.00037804+0.00085423i,-0.0006281+0.00035573i,-0.0011239-0.0003359i,-0.00029238-0.00037821i,0.00027578-4.8176e-05i,0.00022398+0.00079693i
-0.00021204+0.00034011i,0.0010162+0.00058364i,0.00060784+0.0010652i,0.00073935+0.0011364i,0.0009446+0.00036463i,0.00085657-0.00050223i,0.00091846+0.00021663i,0.00040488+0.00056605i,0.00030171+0.00033781i,0.00068201-0.00019902i,0.00083868-0.0011181i,0.0010593-0.00095845i,0.00036683-0.00088088i,0.00024033-0.00082047i,-7.2654e-05-0.00035246i,-0.00029433+0.00064874i,7.2199e-05+0.00050315i,-3.8215e-05-0.00058828i,-0.00021559-0.00087436i,0.00059634-0.00016257i,0.00091734+0.00066647i,0.00062729-1.4127e-07i,0.00087355-0.0009953i
-0.0013152+0.00063236i,-0.0016667-0.00036898i,-0.0012252-0.00068189i,-0.0010849-0.00031558i,-0.00059029-0.00040955i,0.0004676+0.00033011i,0.0012325+0.00027933i,0.0009173-0.00048793i,-0.00043985+4.8056e-05i,-0.00049223+0.00023304i,0.00053206-8.6887e-05i,0.00039063-0.00035104i,-0.0010407-0.0001106i,-0.0013173+0.00021142i,-0.00033665-0.00028832i,0.00034706-0.00024374i,0.00018011-0.00048585i,3.6184e-05-0.00059929i,-0.00028992-0.0004131i,-0.0004473-0.0005819i,-0.00055817-0.00095098i,-0.00049216-0.0011243i,-0.00032054-0.00040226i
0.00049092-0.001374i,0.001066-0.001853i,-0.00064869-0.0018381i,-0.0015116-0.0014995i,-0.0005741+0.00027932i,0.00027814+0.0017192i,0.00026046+0.0011897i,0.0001313+0.00016806i,1.8039e-05+0.00040004i,0.00025022+0.00041916i,0.00062955-0.00077893i,0.00068591-0.00070813i,0.00081391+0.00065491i,0.00039938+0.00062672i,-0.00020452-0.00032112i,-0.00048928-3.754e-05i,-0.00065094+0.00056525i,-0.00025768-0.00023903i,-0.00036398-0.0010227i,-0.00012798-0.00035369i,-0.0001241+0.00043906i,-0.00058858-0.00010159i,-0.00068334-0.00035956i
-0.00010597+0.00019385i,0.0014073-5.987e-06i,0.0011798+0.0003704i,0.00032903+0.00048163i,-0.00027514+0.00051432i,-0.00084547+0.00045613i,-0.00067603+0.0010824i,-0.00067547+0.00092175i,5.1295e-05+0.00020752i,0.00019175+0.00037911i,-0.00041746+0.000322i,-0.00058158+0.00065498i,-0.00047987+0.0007265i,-0.00061126+0.00033593i,-0.0011127+0.00030027i,-0.0014275-0.00043335i,-0.00098416-0.0009625i,-0.00056114-0.00052167i,-0.00015398-0.00033816i,0.00064305-0.00041648i,0.0010541-0.00056999i,0.00081149-0.00076234i,0.00050807-0.00074844i
-0.00029933-0.0021451i,2.0697e-05-0.0013521i,-3.1006e-05-0.0010832i,-0.00063867-0.00030385i,-0.00031877+0.0015078i,0.0002816+0.0019777i,0.00064887+0.00089802i,0.00054556+9.7912e-05i,9.2357e-05-0.00019956i,2.2834e-05-0.00010667i,0.00075085-0.00015922i,0.0011024+0.00051502i,0.00010044+0.0013096i,-0.0005591+0.0010384i,-0.00037562+0.00053542i,-0.00057055+0.00056405i,-0.00020419+0.00080869i,0.00035022+0.0005448i,-1.8261e-05+0.00027913i,-0.0001385-0.00042624i,-0.00058008-0.00044187i,-0.00062119-0.000155i,-0.00039793-0.00068414i
-0.00086502+0.00025057i,0.00031945+0.000627i,0.00050565+0.0013092i,-2.8446e-05+0.0011036i,-9.3426e-05+0.00085596i,0.00020593+0.0010558i,0.00026558+0.0010157i,0.00034613-0.00010449i,0.00040477-0.00048883i,0.00076741-0.00014573i,0.0006812+6.0938e-05i,6.2931e-05-2.1278e-05i,0.00015548+0.00040382i,-0.00019572+0.00024523i,-0.00079193-0.00023343i,-0.00044085-0.00040721i,-8.1038e-05-0.00034244i,0.00012839-0.0004169i,0.00022727-0.00015519i,0.00056055+6.722e-05i,0.0012052+9.0036e-05i,0.00067785-0.00016523i,-3.5608e-05-0.00041115i
-0.00013667-0.0013629i,0.00017529-0.0028603i,0.00015858-0.0022749i,-0.00086043-0.0010347i,-0.0014329-0.00073487i,-0.0010879-0.00050146i,0.00049483+0.0003087i,0.0010247+0.00065496i,3.3331e-05+0.0004333i,-0.00023734+0.00047941i,-0.00026602+0.00011877i,0.00010677+0.00018364i,0.00049184+0.00024594i,-0.00043825+0.00033626i,-0.0017111+0.00069693i,-0.0016768+0.00053621i,-0.00083063-0.00034883i,-0.00050536-0.00055336i,-0.00054783-0.00016454i,-0.00018161-2.5719e-05i,-0.00036817-0.00013258i,-0.00065934-0.00036654i,-0.00028724-0.00047421i
-0.0013092+0.0012686i,-0.00079765+0.0022818i,-0.00021905+0.0029005i,-0.00071734+0.0026522i,0.00037185+0.002757i,0.0022984+0.0026745i,0.0016655+0.0021458i,0.0007404+0.0012441i,0.00049969+0.00084465i,0.00046004+0.00061745i,0.00015695+0.00084417i,-0.00018529+0.00063681i,-0.00046343-0.00026433i,-0.0005064-0.0002401i,0.00017231+0.00030667i,6.8084e-05+0.00057935i,-0.00076263-0.00023i,-0.00063522-0.0014761i,-0.00067261-0.00076559i,-0.00017981+5.9158e-05i,0.00047263+9.8032e-05i,4.8653e-05+0.00084099i,0.00025816+0.00075924i
-0.00077673+0.00022232i,-0.00084208+0.0010872i,-0.00088861+0.0020773i,-0.00019086+0.001954i,0.0010589+0.0012369i,0.0013181+0.00081378i,0.00053948-0.00018894i,-6.3112e-05-0.0012423i,-0.00010228-0.00097325i,0.00072344-0.00010164i,0.0009234-0.0001533i,0.00037386-0.00045372i,-5.1221e-06-0.00050281i,-0.00011267-0.00099488i,0.00014274-0.0015883i,0.00019901-0.0009224i,-0.00012161+0.00011353i,-0.00066743+0.00038977i,-0.00093827+0.00014141i,-0.00043617-4.0556e-05i,-0.0006856+0.00029607i,-0.00054622+7.1024e-05i,0.00042713+4.1702e-05i
0.0007273-0.0021612i,0.00033304-0.0032435i,0.00047505-0.0031955i,-0.00012646-0.0019916i,-0.00049596-0.00049183i,-0.00029194+0.0013369i,0.00015961+0.0015766i,5.4121e-05+0.00095606i,-0.00077227+0.00011751i,-0.0009673+0.00010475i,-0.00051284+2.5456e-05i,-0.00013239-0.0003454i,0.00074013-0.00052744i,0.00090301+0.00010354i,-0.00017649+5.5145e-05i,-0.0010408-0.00044424i,-0.0013912-0.0003427i,-0.00075491-0.00037271i,-0.00016371-0.00031341i,-0.0002547+0.00029155i,0.0001974+0.00051938i,-4.8268e-05-8.492e-05i,-0.0001552-0.00063124i
0.00014772-0.00045195i,5.2436e-05-0.00051012i,-0.00060234-0.0005602i,0.00037769-0.00025709i,0.00041376+0.00087173i,0.00092934+0.00091271i,0.0016537+0.00081893i,0.0011416+0.00026054i,0.00043413+0.00013312i,0.00019251+0.00050424i,-0.0001206+0.00036422i,-3.3152e-06+0.00041779i,0.00020428+0.00052853i,0.00019365+3.6479e-05i,0.00045422+0.00019204i,0.0004528+0.00042169i,0.00028418+0.00065752i,-0.00018537+0.00070532i,-0.00035078+0.00049032i,-0.00031954+0.00012889i,0.00030447+0.0004427i,0.00044351+0.00040746i,0.00011584-9.7647e-05i
-0.0010801+0.0015491i,0.00031109+0.0012205i,0.00081632+0.00123i,0.00011081+0.00074664i,-0.00039643+0.00045791i,-0.00055929+0.00014267i,0.00037217-3.5285e-05i,0.00050867-0.00020173i,-0.000323+0.00031117i,2.1582e-05+0.0010527i,6.8901e-05+0.00064624i,-4.9541e-05+0.00014158i,8.5906e-05+0.00042459i,-0.00055874+0.00040236i,-0.0009695+6.987e-05i,-0.00064334+0.00051006i,0.00021828+0.0010267i,0.00051825+0.00089012i,0.00038199-3.0559e-05i,2.5336e-05-0.00033562i,7.2193e-06+0.00010522i,-0.00013037-2.1138e-05i,-0.00057192-8.2041e-06i
-0.00068204-0.0010021i,-0.00088825-0.00086395i,-0.0012551-0.00074085i,-0.00028151+0.00024974i,0.0006191+0.0017302i,0.00062917+0.0027612i,4.3269e-06+0.002027i,0.00038949+0.00088099i,0.0008665+0.00036719i,0.00014104+4.5453e-05i,-0.00019405+0.00014508i,0.00025384+0.00029649i,0.00031418-2.7804e-05i,-0.00049475-0.00048028i,-0.00076265-0.00048227i,-7.4982e-05-0.00064252i,0.0001507-0.00048597i,5.4863e-05-0.00069643i,-0.00018943-0.00075243i,-0.00035342-0.00051342i,0.00011912-0.00050699i,0.00026411-0.00056152i,4.9527e-05-0.00058498i
