0.0014354-1.603e-05i,0.00071322-0.0019395i,-0.0010692-0.0030053i,-0.0023856-0.0020567i,-0.0027685-9.3016e-05i,-0.002208+0.0015879i,-0.0010397+0.0019766i,0.00016132+0.00089368i,0.00060877-0.00010901i,9.1491e-06-0.00039796i,-0.00022252-0.00053373i,-7.5024e-05-0.00082438i,-0.00012561-0.00041259i,-0.00057481+0.00027729i,-0.0010808+0.00078429i,-0.00012595+0.00098401i,0.00049271+0.00092875i,-0.00046912+0.0013829i,-0.00099483+0.0017722i,-0.001046+0.0002726i,-0.00091187-0.00087162i,-0.0006062-0.00019315i,-0.0004069-4.9001e-05i
-0.00097557+0.00084922i,-0.00065851+0.0015334i,-0.00011911+0.0019759i,0.00019067+0.0017658i,6.0923e-06+0.00088886i,0.00020421+0.00039244i,0.0005386+2.4107e-05i,0.00019346+0.00010631i,-0.00068103+0.0001567i,-0.0011701-8.3006e-05i,-0.00072156+0.00034258i,-0.0001095+0.00057872i,-0.0001552+0.00042594i,-0.00037929+5.4259e-05i,-0.00011147+8.9477e-05i,0.00030337+0.00024622i,0.00029754+0.00056045i,0.00020804-6.9083e-05i,0.00052828-0.00099267i,0.00047214-0.00063635i,0.00017849-0.00035444i,-0.00026204-0.00039651i,-0.000393-0.00062995i
-8.7847e-05-0.0014939i,-0.00052855-0.00171i,-0.0015031-0.00063964i,-0.0012869+0.00029796i,-7.841e-05+0.0016145i,0.0009043+0.0025176i,0.00088581+0.0010542i,0.00021633-0.00030897i,-0.00052084-0.00061425i,-0.00049636-0.00047943i,7.4049e-05-0.00064567i,0.00037387-0.0013555i,0.00040163-0.0014509i,-6.4364e-05-0.00056195i,-5.0654e-05+0.00054493i,-5.902e-05+0.00063335i,-0.00014601+0.00039136i,0.00050974+0.00016529i,0.00053836-0.00023711i,0.00040061-0.00029798i,0.00054946+0.00036064i,0.00059215+0.00083998i,0.00094642+0.00025908i
-0.0013314-0.0011514i,-0.0013302-0.00062964i,-0.0009566-0.0003791i,-0.00060043-0.00071729i,-0.00024867-0.00055768i,-0.00039392+0.0007089i,-5.0428e-05+0.00060786i,-0.00010172-0.00014917i,-0.00088269-0.00087272i,-0.00068663-0.0007753i,0.00025846+0.00027919i,0.00016003+0.00074574i,-0.00038326-0.00012785i,3.0523e-05-0.0010338i,0.00049005-0.00062817i,0.00067634+0.00030675i,0.00034944+0.00046039i,0.00018268-0.00071182i,0.00065793-0.00087179i,-0.00023457-0.00057092i,-0.00073935-0.00027683i,-0.00050203+0.00072617i,-0.0005619+0.0012085i
0.0004074-0.00031718i,0.00056417-0.00024433i,0.00065748-0.00062253i,-0.00042904-0.0010888i,-0.00095652-6.4639e-05i,-9.0605e-05+0.0017521i,0.00053017+0.0021065i,0.00091167+0.0010028i,0.00058564+0.00018876i,-5.998e-05+0.00013178i,-0.00058544+9.1279e-05i,-0.00072379+0.00024556i,-0.00042181+0.00015852i,-0.00063493+0.00056156i,-0.00064949+0.0014968i,-0.00050533+0.0011434i,-0.00059996+2.4858e-05i,-5.6241e-05-0.00044037i,0.00088526-0.00077665i,0.00084804-0.0010602i,0.00013639-0.0011623i,-0.00062987-0.00064691i,-0.00083129-0.00023882i
-0.0010892+0.00084403i,0.00077983-0.00040587i,0.0013127-0.00013058i,-1.8819e-05+0.00017391i,-0.0001023+0.00016557i,0.00082916+0.00026823i,0.0010003+0.00033078i,0.00064669+0.00020359i,-7.9376e-05-0.00037243i,-0.00042827-0.00066363i,-0.00020003-0.000145i,-0.00084607+0.0001781i,-0.0016409-0.00037457i,-0.0011087-0.00086i,-0.0006854-0.0006166i,-0.00045108+0.00048235i,-0.00022633+0.0010968i,-0.00060364+0.00030723i,-0.00048805-0.00047938i,-0.00010019-0.00023648i,-0.0001265+0.00012461i,-0.00026146+0.00037315i,-9.3222e-05+0.00012002i
0.00025534-0.00016748i,-0.00075736+0.00035783i,-0.0012061-0.00061261i,-0.00015405-0.00087001i,0.00061353+5.3834e-05i,0.00065262+0.00083761i,0.00050802+0.0011947i,0.00016962+1.9188e-05i,-0.0004138-0.00019919i,-0.00035493+0.00012459i,-0.00019379-0.00045934i,-7.0769e-05-0.00026109i,-0.00054335+9.1424e-05i,-0.00047396+6.1238e-05i,3.0873e-06+0.00028833i,0.0005053+0.00071275i,0.00039515+0.0010427i,-0.00020756+0.00074248i,-0.00016904+0.00079825i,0.00029679+0.00067377i,0.00022553+0.00080758i,-0.00016198+0.00057958i,-0.00034775+0.00055197i
0.00053978+0.00051065i,0.00087439-0.00067692i,0.00091838-5.7518e-05i,0.00040556+0.00012002i,0.00036337+0.00074149i,0.0011081+0.00088333i,0.0012974+0.00071826i,0.00035512+0.00051866i,-0.00083873-1.9515e-05i,-0.00058295+9.2144e-05i,-0.00030256-7.8785e-05i,-0.0008174-0.00055249i,-0.00068071-0.00044004i,-0.00087369-0.00078031i,-0.00091168-0.00073236i,-0.00075429-0.00046629i,0.0003131-0.0003161i,0.00037599+0.00062398i,-0.00053115+0.00088323i,-0.00066663-6.9324e-05i,-5.238e-05-1.7446e-05i,0.00056755+0.00051145i,0.0011443-0.00018365i
-0.00014392-9.0651e-06i,-0.00046912+0.00044635i,-0.00082969+0.00043839i,-0.00073684+0.00011593i,-0.00028462+3.2192e-05i,0.00060268-0.00022319i,0.0008036-0.00015387i,0.00051459-0.00068242i,6.1314e-05-0.0015305i,-0.00049408-0.0012341i,-0.00090964-0.00065411i,-0.00057124-0.00023492i,0.0004723+4.1145e-05i,0.00064692+0.00018073i,-6.1138e-06+2.6746e-05i,-1.537e-05+9.7766e-05i,0.00030582+0.00034124i,0.00053616+2.5213e-05i,0.00022721-7.7453e-05i,0.00016578+2.2129e-05i,0.00025161-8.7737e-05i,0.0001824-0.00024475i,0.00021303+1.2573e-05i
-0.00013469+0.00064638i,0.0011309+3.5209e-07i,0.0011173-0.00081406i,0.001023-0.0012865i,0.0015073-0.00086237i,0.00032671+1.5742e-05i,-0.0010253+0.00023401i,-0.00034639+0.00061731i,0.00026872+0.001086i,-3.9244e-05+0.00030434i,-0.00037621-0.00038703i,-0.00021597+0.00019551i,8.1973e-05+0.00053972i,-0.0010964+0.00016115i,-0.0015438+0.00015711i,-0.0010701+0.00068315i,-0.00043198+0.00099083i,-0.00013188+6.4731e-05i,-0.00015694-0.00084851i,-0.0004555+6.5443e-06i,-0.00027932+0.00055654i,0.00012286+0.00014943i,-0.0004323-0.00037789i
-0.00026715-4.8051e-05i,-0.0006787-0.00073234i,-0.0010722-9.0813e-05i,-0.00074968+0.0013172i,0.00022161+0.0017313i,0.00099544+0.00040103i,0.00095789-0.00025476i,0.00074525-0.00018416i,0.0011217+0.00032406i,0.00099511+0.00098129i,0.0005685+0.0009744i,0.00031821+0.00011298i,-7.5264e-07-0.00014252i,-0.00036908-0.00035784i,-0.00043069-0.00060427i,-0.00010367-0.00012385i,0.00066519-3.8283e-05i,0.0003627-0.00036209i,-0.0007852-0.00080151i,-0.0010445-0.00089114i,-0.00083684-0.00050173i,-0.0011732-0.00025117i,-0.00077212+3.4153e-05i
-0.00029345-0.00020047i,-0.00024723+7.7951e-06i,-0.00063055+0.00031396i,-0.00095393+0.00018248i,-0.00082388-0.00014273i,0.00015531+0.00025696i,0.0011129+0.00049197i,0.00075483-0.00043418i,-4.1786e-06-0.00048146i,-0.00015549+7.9884e-05i,0.00029653-0.00014952i,-0.00025584+0.00011768i,-0.00071775+0.0004812i,-0.00019423+2.6882e-05i,-0.00024814-0.00082189i,-0.00048673-0.00058222i,7.0529e-05-4.0518e-05i,6.1266e-05-0.00042038i,-0.00036853+5.9402e-05i,-0.00074133+0.0004154i,-0.00093418+8.8018e-05i,-0.00089189-3.6345e-05i,-0.00047341+5.595e-05i
-0.0017784-1.5817e-05i,-0.0019897+0.00034133i,-0.00070539+0.001183i,0.00012995+0.0015676i,-0.00020544+0.0014838i,0.00047521+0.001062i,0.0013287+2.3631e-05i,0.0010013-9.1612e-05i,0.00060891-9.3238e-07i,0.00088252-0.00074641i,0.00091927-0.0011313i,0.00035943-0.00065963i,6.4847e-05-0.00057496i,0.00025425-0.001062i,4.8974e-05-0.0012835i,0.00019572-0.00058106i,0.00029209+0.00018809i,0.00028815+6.7075e-06i,0.00065094+0.00019003i,0.00038166-0.00023278i,0.00012018-0.00046489i,-1.8627e-05-0.00025781i,0.00028566-0.0007718i
0.0012263-0.0017416i,0.0016227-0.0011807i,0.0016624-0.00093004i,0.00053836-0.00077619i,-0.00057573+0.00010681i,-0.00075596+0.0007879i,-0.00036407+0.0010564i,0.00045198+0.0004036i,0.00071502-0.00084116i,0.00029156-0.001345i,-0.00058177-0.0012267i,-0.00065722-0.00064394i,-0.00016629-0.00029864i,0.00043121-0.00037557i,0.00037477+0.00048669i,-9.8506e-05+0.0011575i,6.9165e-05+0.00045549i,4.5949e-05-0.00065306i,1.4624e-07-0.00090241i,-6.8872e-05-0.00069074i,0.00018448-0.00094861i,0.00045801-0.0012087i,-0.00017233-0.0011788i
-0.00065863-0.0011007i,-0.00077674-0.0014148i,-0.0011771-0.00047618i,-0.00073816+0.0012905i,-0.00011706+0.0017374i,0.00024581+0.0006514i,0.0004195-0.00059886i,0.00027158-0.00080291i,0.00027673-0.0007366i,0.0003493-0.0002328i,0.00043631-0.0003326i,0.00014494-0.00066172i,0.00024812-0.00084582i,0.00026454-0.00053931i,0.00025104-0.00052579i,0.00030847-0.00083565i,0.00018462-0.0006335i,-0.00066027-0.0004391i,-0.00090518-2.1687e-05i,9.6815e-05+0.00036212i,-0.0002002+1.702e-05i,-0.00078096-0.00012438i,-0.00066254-0.0002478i
0.0011214-5.0824e-05i,-0.00011212-0.0010397i,-0.00090065-0.0021287i,-0.00087712-0.0013502i,-0.00092264+0.0003267i,-0.0004841+0.001384i,0.00022768+0.0014827i,0.0002511+0.00089875i,-0.00050624-0.00013753i,-0.00069912-0.00020281i,-0.00070584+0.0011325i,-0.0008214+0.0017459i,-0.00094798+0.0010961i,-0.00084818+0.00070421i,-0.00057633+0.00054567i,-0.00018715+0.00024505i,0.00014261+0.00033214i,0.00011098+0.00040591i,0.00014727-0.00012295i,0.00030122-0.00024988i,0.00067823+0.00028031i,0.00068487+0.00034385i,-0.00013586-1.9966e-05i
-1.3735e-05-0.0029548i,-0.0012005-0.0036116i,-0.0019819-0.0023735i,-0.001312+9.1942e-05i,-0.00037415+0.0012829i,0.00043627+0.0022246i,-3.3228e-05+0.0015763i,7.1655e-06+0.00025277i,0.00042273-0.00037654i,0.00039918-0.00024165i,0.00047472+0.0010177i,0.00018066+0.0015372i,0.00012958+0.00093252i,0.00072054+0.00037327i,0.0014471-0.00011438i,0.0016805+0.00019126i,0.0008772+0.0010971i,-0.00013603+0.00048447i,1.5691e-05+2.9994e-05i,-0.00025118+7.2134e-05i,-0.00055288-0.00049818i,-0.00017723-0.0010497i,2.6442e-05-0.00026392i
-0.00034034-0.00099533i,-0.0013178-0.00050701i,-0.0010962-9.1548e-06i,1.4047e-05+0.0005485i,0.00085958+0.0010326i,0.0015497+0.00089295i,0.0018353+0.00032579i,0.0013314-0.001075i,0.00064137-0.0011197i,0.00029929-0.0002645i,0.00039585-0.00016534i,0.00031014-0.00024423i,0.00031902-0.00021092i,0.00048081+8.5016e-05i,0.00056141+0.0003044i,0.00019561+0.00023544i,5.3151e-05+0.0001228i,0.00033516+0.00025149i,0.00017382+0.00012204i,-0.00038827+0.00039833i,-0.00055936+0.00069391i,-0.00024296+0.00043346i,0.00017242+0.00041841i
-0.0014872-0.00081603i,-0.0018998-0.0010386i,-0.0017772-0.0010818i,-0.000894-0.00086064i,-0.00029873+0.00043367i,0.00071763+0.0011746i,0.0014436+0.0006707i,0.00093309+0.000225i,0.00042292+0.00043923i,0.00070088-0.00038535i,0.000695-0.00029316i,0.00063222+0.00046664i,0.00063622-0.00017472i,0.00056425-0.0014592i,0.00025887-0.0016677i,-0.00015344-0.00079019i,-0.00068618+0.00035389i,-0.00064741+0.0011515i,-0.00083221+0.001018i,-0.0010892+0.00035213i,-0.00061285+0.00031565i,-7.2191e-05+0.00027548i,-0.00033349+0.00041125i
-0.0011934-0.0016702i,-0.0014233-0.0016401i,-0.0014055-0.0013083i,-0.00071357-0.00042618i,-0.0002769+0.00093261i,0.00040188+0.0011498i,0.00042712+4.7492e-05i,5.0398e-05-0.00086057i,0.00019129-0.00054416i,0.00043981+0.00030195i,0.00025135+0.00012213i,-0.00012469-0.00043463i,-0.00010429-0.00037105i,-0.0004755-0.00023055i,-0.00023679-0.00039726i,0.00030213-0.0004903i,-0.00069526-9.8168e-05i,-0.0010085+0.00034367i,-9.5737e-05+0.0001982i,0.00059071-0.00037726i,0.00020592-0.00030704i,-0.00027138-7.2558e-05i,-0.00019688-0.00035471i
0.00053231-0.0017672i,-7.7045e-05-0.0018839i,-0.00026916-0.0014241i,-0.00045021-0.0002999i,-0.00068035-0.00033593i,-9.9758e-05-0.00017643i,0.00095103+0.00070562i,0.0010415+0.00010264i,7.4552e-05-0.00058539i,-0.00062912-0.00088491i,-0.00067282-0.00091719i,6.5822e-05+9.0523e-05i,0.00043786+0.00041604i,-0.0001421+4.8909e-05i,-0.00046118+0.00016907i,-0.00048142-0.00032614i,-0.0003231-0.00093101i,0.00049684-0.0010088i,0.00095648-0.00029475i,0.00097043+5.7568e-05i,0.0011081-0.0003422i,0.00038294-0.00097232i,-0.00048237-0.00058303i
0.0015702+0.0013608i,0.0021584+0.0011975i,0.0024339-7.6929e-05i,0.00061898-0.0011763i,-0.00024397+0.00038744i,8.1571e-05+0.0016533i,0.00025391+0.0010571i,0.00068196-9.4577e-05i,0.0011348-0.00059035i,0.00091271-0.00026715i,0.00079588-0.00018273i,0.00094181-0.00035756i,0.00061325+2.919e-05i,5.2375e-05+0.00018913i,-0.00022805+2.894e-05i,-5.7204e-05+0.00043455i,0.00016084+0.00078853i,0.00049901+0.00080902i,0.00057521+0.00040076i,0.00025227+0.00064069i,0.00024566+0.0010468i,0.00031677+0.00089556i,9.2857e-05+0.000232i
-0.0012585-0.0005353i,-0.0022028-0.00092945i,-0.0027116-0.0011613i,-0.0023327-0.00074186i,-0.0021085+0.00064974i,-0.0013011+0.0027097i,0.00037673+0.0024359i,0.00079039+0.00022647i,8.3072e-05-0.00035422i,7.0858e-05+0.00017247i,8.9636e-05+3.4427e-05i,0.00040357-0.00029859i,0.00036945+0.00036926i,7.9637e-05+0.00018554i,0.00033707-0.00021969i,0.00063722+0.00012371i,0.0004214-0.00020875i,0.00025983-0.00023227i,-3.8249e-06-0.00026525i,-0.00031868-0.00038569i,-0.00099439-0.00038924i,-0.00075964-0.00026604i,-0.00030558-0.00044237i
0.0017993-0.00067918i,0.0017857-0.0011962i,0.0011978-0.003014i,0.0001719-0.0021921i,-0.00079659-3.5236e-05i,-0.00053612+0.0010044i,0.00034983+0.0013221i,0.00064941-4.1154e-05i,0.00063374-0.00043249i,-0.00025732-0.00012847i,-0.000461-0.00063839i,-0.0002667-0.00046442i,-0.00024673-0.00037075i,-0.00057761-0.00032098i,-0.00080461+0.00021001i,-0.00086567+0.00040156i,-0.00091671+8.874e-05i,-0.00068882-0.00036613i,-0.00033746-0.00033407i,0.00037156-0.00018871i,0.00028578-0.0012721i,-0.00023797-0.0016483i,-0.00063735-0.00046034i
-0.00035963+0.0015073i,-8.0953e-05+0.001687i,0.00025174+0.0016443i,0.00027268+0.0011415i,0.00038072+0.0010753i,0.00062715+0.0011467i,0.00062274+0.00072814i,0.00035566-1.5469e-06i,0.0004222-0.00049231i,0.00063471-0.0010195i,0.00044948-0.0011799i,0.00014866-0.0005252i,-0.00077224+2.4732e-06i,-0.0011951-0.00023546i,-0.00050455-0.000628i,7.7938e-05-0.000818i,0.00015405-0.00015259i,0.00043645+0.00093724i,0.00019796+0.0011504i,7.2608e-05+0.00069784i,0.00059544-2.5402e-05i,0.00059271-0.00030848i,0.0001578-0.00044746i
-0.0018643-0.00051891i,-0.0012127-0.00037805i,-0.00074172+0.00058583i,-0.00085662+0.001305i,0.00037536+0.0010604i,0.00061056+0.00070614i,3.6954e-06+0.00014631i,0.0001159-0.00025885i,5.1485e-05+3.9664e-05i,-0.00010766+0.00053143i,-0.00041334+0.00044418i,-0.000606+0.00021317i,-0.00022658+0.0004539i,0.00011318+0.00042558i,-1.0094e-06-0.000181i,-2.7749e-05-0.00046831i,-0.00032601-0.00054119i,-0.00050348-0.00039111i,-0.00032236-0.00035449i,-0.00018698+0.00026975i,0.00029247+0.00093734i,0.00039307+0.00043979i,-0.00011744-2.5607e-05i
-0.00087683-0.00012865i,4.3859e-05+2.8893e-05i,0.00053235-0.00034431i,9.8728e-05-0.0014842i,0.00020133-0.00063589i,0.00065838+0.00026662i,0.0009687+0.00021123i,0.00042904-0.00070206i,-0.0007443-0.0015683i,-0.00083555-0.00064762i,-0.00071435-0.00029172i,-0.00091519-0.00082846i,-0.00047688-0.00084447i,-0.00022212-0.00045867i,-0.00055023-4.4803e-05i,-0.00060729+0.0002159i,-0.00074295+0.0001597i,-0.00034351+0.00011729i,-0.00016379+0.00011541i,-0.00030717+0.00036566i,7.6029e-05+4.3753e-05i,0.00042027-0.00067755i,0.00046644-0.0006196i
-0.00016826+0.00062782i,-0.00050139+0.00032606i,-0.00032046+0.00041683i,-0.00020042+0.00025662i,-0.00041806-0.00037625i,0.00024934+0.00025652i,0.00062818+0.00039341i,-8.0757e-05-0.000148i,-0.00097185-9.0023e-05i,-0.0010829-0.00037292i,-0.00044483-0.00059146i,0.00022305-0.00056562i,0.00015059-0.00044849i,-0.0001182-0.00025808i,-0.00076521+0.00019991i,-0.0012353+0.00026812i,-0.00076167+0.0003015i,-0.00033872+0.00020883i,0.00014757-0.00010668i,0.00067527-0.00018948i,0.00065162-8.3331e-05i,9.3276e-06-0.00036422i,-0.00055892-0.00064026i
0.0027002+0.00025703i,0.0024537-0.00035293i,0.0011642-0.00059907i,-0.00021957-0.00080195i,-0.00071646-0.00037922i,-0.0005423+0.00064339i,4.4941e-05+0.00088357i,0.00066925-0.00021421i,0.00053197-0.00040202i,0.0002066+0.0005596i,-0.00052003+0.0006724i,-0.001036+5.7991e-06i,-0.00017205-0.00044356i,0.00015944+0.00013521i,-0.0003191+0.00014496i,0.00017241-0.00032711i,-1.7504e-06-0.00027702i,-0.00031033-0.00036566i,0.00011118-0.00015842i,0.00015229-0.00054302i,-0.00029901-0.0013022i,-0.00053133-0.00067972i,-2.2155e-05+0.00022931i
-0.0023046-0.00059396i,-0.0020475+0.00043079i,-0.0016819+0.0008791i,-0.00040254+0.00044663i,0.00070163+0.00055033i,0.0014972+0.00069554i,0.0012661+0.00022087i,0.0010011-0.00039772i,0.00069742-0.00033416i,0.0010833+0.00042922i,0.0014764+0.00072268i,0.0012211+0.00040716i,0.00075053+1.138e-05i,0.00073565-0.00070287i,0.00092153-0.00024303i,0.00076799+0.00011703i,0.00054388-0.00047263i,-2.4213e-05-0.00058884i,-0.00011067-0.00048748i,0.00069798-0.00024828i,0.0012826-0.00027744i,-2.2254e-05-0.00061949i,-0.00046262-0.00084819i
0.00039196-0.00072484i,0.00042999-0.0010882i,3.7954e-05-0.0011275i,-0.00057304-0.00057495i,-0.00076494-0.00035149i,-0.0010318+0.00034445i,-0.00074055+0.00037804i,-0.00043266+0.00016955i,-0.0005896+0.00057225i,-0.00073733+0.00028818i,-0.0012148-0.00032487i,-0.001327-0.0003655i,-0.00093662+1.9854e-05i,-0.00080901+0.00011904i,-0.00066895+0.00036488i,-0.00024349+0.00080011i,0.00038119-2.8688e-05i,0.00040937-0.00088252i,-0.00043562-0.0004351i,-0.0005155+0.00022488i,0.00051939+0.00053811i,0.00032017+0.00028411i,-0.00059949+2.9181e-06i
-0.00023919-0.00043336i,-3.3849e-05-0.00072182i,0.00022397-0.0011466i,-1.7644e-05-0.0010805i,-2.139e-05-0.00024137i,0.00011337+0.0011548i,0.00041635+0.0016279i,0.00064836+0.00078545i,0.00060396+0.00034016i,0.00019348+0.00039709i,0.00012553-0.00021891i,0.00067015-0.00051758i,0.00044665+8.4642e-05i,-0.00018049+0.000693i,-0.00068118+0.00046588i,-0.00040315-0.00012598i,0.00092268-0.0004307i,9.0394e-05+2.7049e-06i,-0.00055717-0.00045102i,-0.00016157-0.00017745i,-0.00014988+7.005e-05i,0.00059386+0.00051069i,0.000625+0.00090712i
-0.0013005+0.00084776i,-0.00079694+0.0008156i,-0.00058037+0.00060824i,-0.00057801+0.00041142i,-0.00059565+0.00054326i,5.1607e-05-7.6155e-05i,0.00098851-0.00084995i,0.00027667-0.00091328i,-0.00053225-0.00013817i,-3.3253e-05+0.00018824i,0.00060017-0.00087887i,0.00019872-0.00078447i,-6.889e-05-0.00061231i,-0.00030268-0.00078343i,-0.00044796-0.00064169i,-0.00028937+0.00017938i,-0.00062482+0.00044665i,-0.00081714+0.00036423i,-0.00087046+1.8752e-05i,-0.0010249-0.00066053i,-0.00045019-0.0014406i,0.00023169-0.00072185i,0.00043839+0.00070134i
0.0015001-0.00057156i,0.00015186-0.001694i,-0.0010799-0.0016258i,-0.0018952-0.00032057i,-0.0016272+0.0012176i,-0.0006537+0.001989i,0.00022881+0.0015396i,0.00088202+0.00043119i,0.00088955-0.00024151i,0.00054317+0.00042432i,0.00055753+0.00064775i,1.4471e-05-0.00014606i,-9.7966e-05-0.00068419i,0.00021564+0.00030521i,0.000182+0.0011291i,-8.2792e-05+0.0011797i,-0.00011164+0.0011134i,0.00093591+0.00035234i,0.0016177+4.4963e-06i,0.00097726+8.4699e-05i,0.00045111+0.00032842i,4.1132e-05+0.00055499i,-0.00050024+0.00019496i
-0.00065185-0.00017684i,-0.0019966+0.00015501i,-0.0026718+0.00079357i,-0.0019605+0.00076314i,-5.2619e-05+0.0010465i,0.0013939+0.0020838i,0.0015508+0.0014813i,0.0011338+0.00028261i,-2.1282e-05-8.0394e-05i,-0.00010949-0.00042156i,0.00076769-0.00050411i,0.00055876+0.0001394i,-2.4828e-05+0.00051418i,-2.6881e-05+0.00060778i,-0.00030154+0.00065718i,-0.00020592+0.0001248i,-0.00027127-4.7934e-05i,-0.00027799+0.00012498i,-0.0003067-0.00021559i,-0.00028763-0.00035496i,7.171e-06+3.6062e-05i,-0.00012589-0.00012004i,0.00046419-8.2398e-05i
-0.00041687-0.0019573i,-0.00068784-0.0015296i,-0.0017676-0.0010666i,-0.0012704-0.00019507i,0.00010939+0.0007432i,0.00099908+0.00043547i,0.00097844-0.00039249i,0.00090339-0.00034442i,0.00074433-0.00073105i,3.2084e-05-0.0010424i,0.00046434-0.0002137i,0.00038273+0.00060749i,-0.00032931+0.0011679i,-0.0005349+0.00049079i,-1.0779e-05+1.9542e-05i,0.00039856+0.00015141i,0.00026149-0.00045528i,0.00052908-0.00017596i,0.00067009+0.00053149i,-0.00011228+0.00066306i,-0.00085364-0.00023575i,-0.00057843-0.00058044i,-0.00030006-0.0004683i
0.0004322-0.0020739i,-6.3376e-05-0.001541i,-0.00089765-0.0015138i,-0.0011528-0.00074135i,-0.00072916+0.00021118i,-0.00033872+0.001249i,6.7967e-05+0.00131i,-2.3962e-05-0.00024017i,-0.00031803-0.00059391i,-0.0001165+0.00045493i,-9.7156e-05+0.0010583i,-5.343e-05+0.0010799i,0.00013566+0.0012558i,-0.00024517+0.0013988i,-0.00048114+0.0012037i,-0.00036271+0.0010736i,-0.00014258+0.00097186i,-0.00059291+0.00089226i,-0.0010285+0.00051079i,-0.00036905-0.00040507i,0.00072437-2.6933e-06i,0.00078255+0.00027675i,0.00058186+0.00031968i
0.0011457-0.001471i,0.00036712-0.0025214i,-0.00088191-0.0025089i,-0.00092006-0.0013218i,-0.00011923+0.00029672i,0.0014108+0.0012422i,0.0021905+0.0006679i,0.00048863-0.00056664i,-0.00012414-0.00079197i,0.00028332+0.00024941i,-0.00038165+0.00036273i,-0.0001885-4.4692e-06i,0.0001301-5.091e-05i,0.00028613-0.00013177i,0.00060926+0.00041704i,-0.00015631+0.00034863i,-0.00048865-0.00035612i,-0.00036081+0.00011226i,-6.0957e-05+0.00083036i,0.00068721-8.9761e-05i,0.00065718-0.0012614i,-3.985e-05-0.00079662i,-4.1806e-05+0.0002495i
0.00027642+0.00093534i,0.0018323+0.00028651i,0.0014609-0.00083971i,0.00057034-0.0001971i,0.00044207+0.0011751i,2.847e-05+0.00096659i,-6.6076e-05+0.00018561i,0.00030335-0.00037101i,0.00033029-0.00039819i,-0.00053014-8.2427e-05i,-0.0004263-0.00032105i,0.00066115-0.00036243i,0.00055182+0.00024564i,-0.00042732+0.0004479i,-0.00066033-0.00053731i,-0.00053562-0.0011041i,-0.00047179+8.2074e-05i,-0.00091543+0.001127i,-0.00091401+0.00047156i,-0.00049009-0.00012092i,-9.2454e-05+8.6217e-05i,0.00066856+0.00034297i,0.00056652+0.00096223i
-0.0004334-0.0003816i,-0.001416-0.00015597i,-0.0024241-0.00029159i,-0.0023517-0.00014152i,-0.0018879+0.0012773i,-0.00054526+0.0019139i,0.00050041+0.00085766i,0.00075617-8.8599e-05i,0.00086318-0.00026102i,0.00075013-0.00010704i,0.00081294-3.1122e-05i,0.0011447+0.00033321i,0.00092632+0.00074263i,0.00030651-0.00027144i,-9.006e-05-0.00077867i,-0.00016732-6.5478e-05i,2.5076e-05+1.3399e-06i,-7.6422e-05-0.00011431i,-0.00057174-6.0793e-05i,-0.00079387+0.00023235i,-0.00085934+0.00025459i,-0.00026012+0.0004053i,0.00058052+0.00050166i
-0.0004799-0.0015656i,-0.0001796+2.0474e-05i,-0.00054379+0.00025701i,0.00025553+0.00040054i,0.0010328+0.0011188i,0.00095388+0.001621i,0.0011161+0.0011107i,0.00085325-5.9274e-06i,0.00052039-0.0012218i,0.00017071-0.0008906i,-0.00099916+0.00040553i,-0.0015892+0.00035455i,-0.0014697-4.7985e-06i,-0.0011217-0.00022558i,-0.00038348-0.00016387i,-0.00022396-8.6702e-05i,-0.00030622-0.00032009i,-0.00014139-0.00059128i,-0.00030063-0.00059178i,0.00038116-0.00059651i,0.00080554-0.00056433i,0.00018156-0.00070419i,-0.00069995-0.00020836i
0.00084929+0.00048062i,0.0017728-0.00011108i,0.0016616-0.00011344i,0.00020746-0.00063189i,-0.0015453-0.00043979i,-0.0023348+0.00028067i,-0.0016959-4.6684e-06i,-0.00085445+5.9534e-05i,-0.00093874+0.00030506i,-0.00034772-0.00049499i,0.00066276-0.00059877i,0.00071255-0.00045457i,-4.7171e-05-0.00029144i,-0.00047445-0.00012359i,-0.0003713-7.7184e-05i,-0.00070463+2.399e-05i,-0.00040014+0.0003685i,-0.00029131+0.0012248i,-8.5023e-06+0.000836i,0.00043558+0.0002965i,0.00027281+3.2169e-05i,0.00037627-4.4602e-05i,-5.6327e-05-0.00043118i
-0.0010403+0.0010976i,-0.00078604+0.00076882i,-0.0012809+0.0004689i,-0.0003865+0.00072415i,0.0010716+0.00093793i,0.00063769+0.00088948i,0.00030993+0.00062965i,0.00025621-0.00012645i,-0.00010059-0.00060658i,-0.00014441-0.00010767i,0.0003513-5.2674e-05i,0.00064385-0.00022i,0.00031965-0.00045492i,2.1225e-05-0.0011984i,-6.9286e-05-0.00069001i,0.00025778+0.00086896i,-1.1016e-06+0.0011707i,-0.00040743+3.7665e-05i,-0.00053649+0.00020202i,-0.00076091+0.001405i,-0.0014033+0.00096286i,-0.0011505-9.8957e-05i,-0.00022553-0.00031811i
