-0.0033344+0.0018625i,-0.0026063+0.0017931i,-0.0045223+0.0040307i,-0.0050422+0.0052549i,-0.0031529+0.0045444i,-0.0010227+0.0025797i,-0.00028268+0.0021641i,0.00034939+0.0033072i,0.00089057+0.0036705i,0.0010416+0.0026069i,0.0016064+0.0011704i,0.0021303+0.00019003i,0.0011864-0.0012464i,0.00024552-0.0017014i,3.8374e-05-0.00067506i,0.00012485+0.00025548i,-0.00021189-1.1715e-05i,-0.00010756-0.00040233i,0.00049911-0.00013505i,0.00042207+0.00019715i,0.00024764-2.3218e-05i,8.3335e-05+0.00015958i,-0.00036782+0.0002601i
-0.062983+0.024644i,-0.12144+0.061891i,-0.12301+0.094112i,-0.046503+0.11075i,0.027685+0.11923i,0.050958+0.10713i,0.043915+0.07019i,0.026568+0.032322i,0.013039+0.022543i,0.016854+0.024949i,0.021859+0.018939i,0.016267+0.017717i,0.013466+0.02323i,0.016643+0.020895i,0.019351+0.012692i,0.022075+0.0063318i,0.022011+0.0024442i,0.015606+0.0040632i,0.0089614+0.0076906i,0.0055994+0.0064011i,0.0015816+0.0019302i,-0.0023394+0.0030256i,-0.0027206+0.0084202i
0.070582-0.0050774i,0.13445-0.028849i,0.13382-0.074011i,0.054896-0.10313i,-0.0098856-0.079363i,-0.018965-0.046941i,-0.02116-0.045148i,-0.027299-0.033659i,-0.011161-0.017811i,0.0021363-0.019232i,0.0016269-0.016359i,0.0088518-0.0088713i,0.017677-0.0091478i,0.018288-0.013453i,0.017395-0.017279i,0.016392-0.022176i,0.013621-0.026283i,0.010014-0.022409i,0.0061004-0.014634i,0.0030692-0.012267i,-0.00055845-0.013932i,-0.0046255-0.013891i,-0.0072475-0.0076934i
-0.027943+0.018033i,-0.046361+0.03676i,-0.026762+0.043174i,0.028157+0.0068018i,0.071205-0.055605i,0.068983-0.072375i,0.037753-0.028868i,0.016234+0.0081686i,0.0082829+0.010682i,0.0051211+0.004327i,0.0057899+0.0018324i,0.0082882-0.00036225i,0.0090359-0.0056501i,0.0034281-0.012052i,-0.0080474-0.017815i,-0.020301-0.020383i,-0.023742-0.015606i,-0.016196-0.0088232i,-0.0072525-0.0047037i,-0.003915+0.00083567i,-0.0047168+0.0060356i,-0.0051687+0.006843i,-0.0018352+0.0037587i
0.046615-0.051914i,0.068381-0.10885i,0.0077854-0.13008i,-0.11103-0.067679i,-0.16061+0.019029i,-0.12344+0.052966i,-0.060005+0.040487i,-0.012952+0.016116i,-0.0037797-0.0055777i,-0.010801-0.0093384i,-0.0098976-0.0060454i,-0.010503-0.013999i,-0.019309-0.021432i,-0.026953-0.014363i,-0.026137+0.0023327i,-0.020825+0.016872i,-0.019117+0.01804i,-0.020578+0.0083948i,-0.020333+0.0014752i,-0.015632+0.0020478i,-0.0068782+0.0051403i,0.00042589+0.0048812i,0.0014531+7.1242e-05i
-0.068531+0.016824i,-0.11207+0.036923i,-0.075806+0.040992i,0.0081547+0.019804i,0.024023-0.017636i,0.020243-0.046424i,0.037792-0.060391i,0.0289-0.054957i,0.010002-0.024533i,0.0037646-0.0064386i,-0.0079348-0.0054568i,-0.019287+0.0035218i,-0.016081+0.015922i,-0.0028173+0.022201i,0.0089684+0.021551i,0.014391+0.020725i,0.015872+0.02245i,0.01481+0.018832i,0.011287+0.011936i,0.0078517+0.0095695i,0.0080581+0.012111i,0.012072+0.016401i,0.014543+0.013618i
0.013536-0.0093047i,0.008375+0.0065064i,-0.01901+0.059046i,-0.013822+0.13175i,0.045425+0.1656i,0.050433+0.12163i,-0.010468+0.054078i,-0.039615+0.019554i,-0.030409+0.0073608i,-0.023999+0.006623i,-0.018412+0.013747i,-0.010767+0.018674i,-0.0045527+0.018123i,0.0055288+0.011186i,0.018614-0.001978i,0.028927-0.017293i,0.029843-0.025126i,0.01918-0.018184i,0.0092416-0.0063791i,0.0049587-0.0052185i,0.00021614-0.012313i,-0.0053871-0.01658i,-0.0077011-0.01064i
-0.025178+0.066932i,-0.024258+0.10184i,0.032629+0.042552i,0.088002-0.10149i,0.045184-0.18068i,-0.033509-0.12421i,-0.058126-0.024847i,-0.045116+0.026547i,-0.01957+0.035542i,-0.00095954+0.034817i,0.0074889+0.036028i,0.019854+0.032697i,0.030356+0.016663i,0.026056-0.004886i,0.0069018-0.020112i,-0.010553-0.025945i,-0.011051-0.026717i,0.00028568-0.021526i,0.0071345-0.012463i,0.0071656-0.005492i,0.0067252-0.0017719i,0.0064762-0.0019691i,0.0033283-0.0050009i
0.076125-0.024913i,0.14264-0.020263i,0.14992+0.019442i,0.089058+0.047704i,0.068064+0.037618i,0.095894+0.029084i,0.1103+0.036788i,0.094005+0.034858i,0.05503+0.01712i,0.033192+0.00576i,0.035121-0.006067i,0.026159-0.023556i,0.001923-0.027461i,-0.018012-0.01608i,-0.024769-0.001481i,-0.026181+0.006476i,-0.028968+0.0085405i,-0.026985+0.0057264i,-0.021854+0.0037797i,-0.01834+0.0075092i,-0.01468+0.0090108i,-0.011869+0.0068478i,-0.011155+0.0056738i
-0.012597+0.0059655i,-0.038924-0.051896i,-0.092294-0.1609i,-0.17246-0.20944i,-0.21965-0.14025i,-0.15635-0.057303i,-0.047525-0.047224i,0.0065482-0.052513i,0.017992-0.030794i,0.016411-0.020369i,0.0029494-0.022313i,-0.0082239-0.012227i,-0.0054225+0.00050601i,0.0011862+0.0072224i,0.0037233+0.01739i,0.0079089+0.030813i,0.01425+0.034294i,0.011637+0.022747i,0.0056242+0.0094491i,0.0068422+0.0057724i,0.010289+0.008448i,0.014053+0.01253i,0.018086+0.012885i
0.01569-0.077901i,0.045536-0.10543i,0.081999-0.022255i,0.11285+0.11716i,0.12039+0.13072i,0.075788+0.019616i,-0.0019182-0.063662i,-0.041711-0.071824i,-0.032726-0.049286i,-0.02543-0.031179i,-0.032064-0.019282i,-0.033079-0.0067154i,-0.024423+0.0038092i,-0.0082763+0.0074905i,0.012569+0.0010836i,0.02468-0.0096831i,0.021313-0.012955i,0.013254-0.0076513i,0.0098389-0.0055795i,0.0049218-0.0098287i,-0.0076825-0.010737i,-0.017804-0.005146i,-0.014696+6.5533e-05i
-0.083171+0.063362i,-0.20818+0.094679i,-0.31556+0.073684i,-0.28889+0.044119i,-0.16536+0.067684i,-0.089653+0.10746i,-0.076785+0.13099i,-0.058225+0.12414i,-0.028545+0.078998i,-0.013869+0.042981i,-0.0043775+0.040683i,0.013384+0.040383i,0.025541+0.024021i,0.020134+0.0017639i,0.0038969-0.015768i,-0.0048954-0.026438i,-0.0025459-0.030177i,0.0029151-0.025598i,0.0070453-0.018457i,0.0096166-0.017514i,0.01081-0.01884i,0.0096833-0.020581i,0.0059389-0.021562i
0.024426-0.020522i,0.11654+0.001113i,0.28597+0.03044i,0.39559-0.0093125i,0.32255-0.089264i,0.17731-0.089299i,0.1096-0.028974i,0.078145-0.0093467i,0.030589-0.011959i,0.0094281+6.7023e-05i,0.01433+0.0013212i,0.0091548-0.0077368i,-0.0059105-0.0083589i,-0.014401-0.0022646i,-0.019994+0.0039749i,-0.028001+0.0078688i,-0.028913+0.0090179i,-0.024642+0.0080271i,-0.025538+0.0082352i,-0.02609+0.014493i,-0.019036+0.020861i,-0.0093635+0.020054i,-0.0063516+0.014856i
-0.00069436+0.11766i,-0.032243+0.21182i,-0.1223+0.22596i,-0.20465+0.1356i,-0.17378+0.046406i,-0.045627-0.0075812i,0.059646-0.056968i,0.081084-0.05908i,0.059199-0.022609i,0.036445-0.0088011i,0.019177-0.011608i,0.012359-0.0077039i,0.012665-0.0024939i,0.0095202+0.0033944i,0.0091217+0.014898i,0.015563+0.022628i,0.017875+0.017785i,0.012596+0.0077384i,0.0044373+0.0048937i,-0.0013659+0.008008i,0.00052452+0.0082181i,0.0070717+0.0057067i,0.012976+0.0043723i
0.073606-0.11114i,0.19015-0.26268i,0.29251-0.4053i,0.2387-0.4216i,0.063962-0.30016i,-0.071265-0.15893i,-0.13812-0.10128i,-0.15241-0.084219i,-0.11319-0.046994i,-0.064482-0.015521i,-0.042545-0.0064439i,-0.034503-0.00048433i,-0.021749+0.0071149i,-0.00073326+0.0059852i,0.020705-0.0033766i,0.032354-0.009482i,0.033484-0.0066203i,0.025116-0.0029474i,0.017829-6.5685e-05i,0.014601+0.0046851i,0.0060735+0.0079075i,-0.0036448+0.010842i,-0.0072939+0.011615i
-0.0087295+0.050728i,-0.076499+0.12493i,-0.20435+0.23329i,-0.26077+0.33988i,-0.17606+0.33626i,-0.086801+0.22364i,-0.067302+0.15252i,-0.037165+0.13411i,0.011762+0.086991i,0.019425+0.041454i,0.010515+0.032529i,0.018978+0.023795i,0.025086-0.00021944i,0.011306-0.020098i,-0.0092557-0.028103i,-0.019555-0.032139i,-0.018959-0.03386i,-0.011987-0.027562i,0.0013238-0.022413i,0.012421-0.027556i,0.010139-0.032044i,0.00025714-0.028359i,-0.0062064-0.02312i
-0.058864-0.12449i,-0.11316-0.26064i,-0.13974-0.34813i,-0.10297-0.30557i,-0.017638-0.17218i,0.074056-0.035334i,0.11918+0.052557i,0.089289+0.073101i,0.027168+0.050346i,0.0040547+0.027381i,0.010457+0.0058418i,-0.00043915-0.010864i,-0.020984-0.0077162i,-0.028193+0.0019902i,-0.029166+0.005734i,-0.030735+0.0077207i,-0.029645+0.0099089i,-0.024462+0.010603i,-0.018386+0.0079245i,-0.01181+0.0067401i,-0.00075923+0.010189i,0.010911+0.012386i,0.011734+0.013381i
-0.0084484+0.13667i,0.0086123+0.32876i,0.10782+0.49416i,0.25251+0.45914i,0.2713+0.246i,0.17032+0.041723i,0.13363-0.065246i,0.14958-0.10968i,0.11498-0.10086i,0.059525-0.056108i,0.028421-0.017778i,0.014962+0.0055396i,0.009204+0.015541i,0.0055758+0.0211i,0.0028997+0.029103i,-0.00020668+0.031857i,-0.0031692+0.02798i,-0.002772+0.018885i,-0.0056775+0.010699i,-0.013479+0.0099044i,-0.015667+0.01115i,-0.0083344+0.010179i,0.0045519+0.0063768i
-0.032514-0.047464i,-0.047317-0.11699i,-0.066365-0.2041i,-0.12114-0.26056i,-0.16101-0.25263i,-0.14537-0.2058i,-0.14676-0.17418i,-0.16488-0.12258i,-0.13112-0.033575i,-0.0702+0.0072602i,-0.04497-0.0025394i,-0.039745+0.0011276i,-0.018916+0.015919i,0.0097883+0.012125i,0.03002-0.0054629i,0.041774-0.016303i,0.047186-0.01805i,0.041361-0.013393i,0.02762-0.0030634i,0.014372+0.0055417i,0.0022543+0.0066738i,-0.0074657+0.0033136i,-0.0094612+0.0019757i
0.093476+0.096865i,0.21679+0.14569i,0.32496+0.06131i,0.30839-0.092723i,0.16031-0.088834i,0.0054394+0.047696i,-0.068278+0.12351i,-0.075074+0.10102i,-0.040616+0.041252i,-0.0083691+0.0036095i,0.0090875+0.0072234i,0.032898+0.0086018i,0.040251-0.012114i,0.022437-0.024216i,0.007297-0.020028i,0.0034071-0.013641i,0.004477-0.0083571i,0.0075967-0.0075573i,0.0096229-0.011256i,0.0082564-0.014326i,-1.528e-05-0.014218i,-0.011183-0.010702i,-0.01715-0.01167i
-0.031008-0.10083i,-0.11352-0.1927i,-0.26737-0.15936i,-0.37879+0.030864i,-0.30352+0.15443i,-0.11611+0.11869i,-0.0058175+0.09485i,0.028997+0.13093i,0.039304+0.11758i,0.019311+0.062609i,-0.0063165+0.025442i,-0.022491+0.0052729i,-0.025258-0.0023428i,-0.021417-0.0052339i,-0.026312-0.010428i,-0.032084-0.012224i,-0.033269-0.011989i,-0.033945-0.010087i,-0.030332-0.0069911i,-0.017677-0.0068058i,2.6828e-05-0.0048781i,0.012995-0.0020293i,0.014857-0.00060607i
0.048047+0.040156i,0.062366+0.052479i,0.030228+0.0019404i,0.0062815-0.082993i,0.063932-0.1021i,0.15896-0.065033i,0.21995-0.071644i,0.19753-0.10979i,0.10954-0.1067i,0.040282-0.062416i,0.025144-0.023555i,0.023515-0.0085484i,0.0078611-0.0011635i,-0.003766+0.013164i,-0.0013841+0.027518i,0.0030655+0.029821i,0.0016453+0.021768i,-0.00012984+0.0089395i,-0.0004294+0.0012146i,-0.0015654+0.0041179i,0.0026835+0.010119i,0.013614+0.012595i,0.019255+0.0094695i
-0.079766-0.074611i,-0.10511-0.055272i,-0.00091411+0.11427i,0.18062+0.30244i,0.19486+0.24229i,0.0057039+0.036049i,-0.1441-0.05477i,-0.14195-0.045169i,-0.080835-0.013775i,-0.033137+0.014984i,-0.018886+0.024922i,-0.019814+0.037137i,-0.0032238+0.042595i,0.013301+0.020815i,0.012604-0.0042699i,0.007005-0.019082i,0.0046087-0.026403i,0.0047362-0.01739i,0.0079722+0.00093603i,0.0098654+0.0089883i,0.0039876+0.0036818i,-0.0057781-0.002632i,-0.0071998+0.0010175i
0.0272+0.076368i,0.030858+0.11694i,-0.025544+0.015101i,-0.14406-0.18354i,-0.19935-0.23434i,-0.1437-0.13615i,-0.089765-0.068337i,-0.078719-0.043777i,-0.063242-0.021014i,-0.034838-0.015773i,-0.0069541-0.023624i,0.015241-0.034305i,0.017924-0.036501i,0.014282-0.023406i,0.021447-0.012374i,0.030695-0.0084672i,0.035469-0.0029537i,0.033563-0.00094751i,0.024956-0.0048042i,0.014804-0.0073725i,0.0031236-0.0059689i,-0.0091239-0.0032091i,-0.014044-0.0017507i
-0.055322-0.038171i,-0.019453-0.10109i,0.16138-0.18192i,0.34793-0.21325i,0.3061-0.1156i,0.14668+0.071976i,0.087112+0.19786i,0.076733+0.18998i,0.048563+0.11931i,0.026769+0.05925i,0.0041196+0.024827i,-0.013144+0.0095124i,-0.011302-0.0033372i,-0.0079114-0.012289i,-0.011227-0.0096793i,-0.013825+0.00064476i,-0.014634+0.013039i,-0.018556+0.018308i,-0.023128+0.014276i,-0.021783+0.0080904i,-0.015081+0.006922i,-0.0064291+0.011101i,-0.00032186+0.0093102i
0.075656+0.093396i,0.032147+0.18263i,-0.21941+0.26734i,-0.50033+0.31857i,-0.45117+0.27268i,-0.14501+0.10981i,0.044939-0.061422i,0.063954-0.1195i,0.041395-0.090593i,0.010358-0.041197i,-0.0050237-0.0031161i,-0.012027+0.0071352i,-0.022056+0.011772i,-0.017472+0.016438i,-0.0084679+0.0090591i,-0.0047109-0.0004717i,-0.0029311-0.0038422i,-0.0024278-0.0057148i,-0.0033002-0.01039i,-0.0058454-0.011794i,-0.0046376-0.00572i,0.0024455+0.0015306i,0.0078521+0.0041196i
-0.030986-0.068889i,-5.3342e-05-0.17413i,0.11509-0.3042i,0.24912-0.37941i,0.27505-0.35095i,0.1814-0.24676i,0.076981-0.13733i,0.0030713-0.049284i,-0.018495+0.016406i,0.0058369+0.028181i,0.015291+0.018966i,0.012733+0.033744i,0.014879+0.036719i,0.0016864+0.01754i,-0.019892+0.0079569i,-0.031409+0.0062547i,-0.03051+0.00011552i,-0.016218-0.0055529i,0.0036098-0.002316i,0.013455+0.0043236i,0.010568+0.0063081i,0.0057145+0.0033549i,0.0022538-0.0001824i
0.096607+0.045852i,0.15278+0.18291i,0.14428+0.43144i,0.083386+0.62424i,0.0056323+0.52782i,-0.11289+0.23297i,-0.20401+0.056026i,-0.15955+0.019465i,-0.069817-0.01356i,-0.030804-0.02997i,-0.006222-0.019481i,0.014996-0.014582i,0.017149-0.003727i,0.012945+0.012693i,0.009786+0.01655i,0.011229+0.0077967i,0.018884-0.0063584i,0.019608-0.016153i,0.013071-0.014456i,0.0094105-0.0097612i,0.0058599-0.012197i,-0.002463-0.01677i,-0.0058064-0.013638i
-0.10593-0.10523i,-0.18027-0.29318i,-0.17395-0.58871i,-0.13488-0.79344i,-0.12798-0.659i,-0.081467-0.2986i,0.021227-0.035545i,0.085867+0.056877i,0.084405+0.06491i,0.045531+0.033927i,0.0010273+0.0039865i,-0.01824-0.011901i,-0.013761-0.021978i,0.0047534-0.019732i,0.03226-0.010261i,0.050774-0.0026545i,0.048013+0.0027999i,0.028437+0.0064003i,0.0057256+0.011141i,-0.0021973+0.017789i,0.0015045+0.019941i,0.004352+0.016554i,0.0047787+0.010605i
0.065293+0.05792i,0.12769+0.1757i,0.20633+0.35883i,0.27963+0.48321i,0.2769+0.44809i,0.19639+0.34461i,0.11902+0.22128i,0.047805+0.057109i,-0.036298-0.038856i,-0.060893-0.013316i,-0.026548+0.019378i,-0.0063248+0.017937i,0.0052369+0.016122i,0.019955+0.0092887i,0.021699-0.0099499i,0.013587-0.029615i,0.0038428-0.031146i,-0.0035324-0.017087i,-0.010854-0.0056663i,-0.020368-0.0021121i,-0.025964-0.00069179i,-0.021748+0.0032937i,-0.010818+0.0066393i
-0.14105-0.0044931i,-0.30611-0.056662i,-0.51397-0.17983i,-0.64472-0.28354i,-0.53762-0.28857i,-0.25973-0.2679i,-0.077341-0.24014i,-0.042795-0.13369i,-0.0044419-0.014537i,0.034478+0.013397i,0.02166+0.0087741i,0.0063699+0.022126i,0.0029379+0.014978i,-0.013171-0.013135i,-0.037926-0.023515i,-0.053381-0.0081081i,-0.05004+0.0061273i,-0.03354+0.0072722i,-0.01364-0.00041375i,-0.0012387-0.0088206i,0.0030287-0.0044387i,0.0062534+0.0066575i,0.0017213+0.011146i
0.13821+0.085448i,0.33641+0.19872i,0.57066+0.30734i,0.68797+0.30735i,0.57131+0.19238i,0.31534+0.076903i,0.1164+0.035035i,0.020571+0.040381i,-0.014949+0.045887i,-0.0038914+0.027069i,0.023711-0.0051842i,0.038251-0.027303i,0.029089-0.027165i,-0.00031202+0.0023029i,-0.021023+0.041342i,-0.02566+0.056078i,-0.027256+0.046283i,-0.019369+0.025731i,-0.005376+0.003281i,0.0011034-0.009012i,0.0039002-0.013785i,0.004203-0.018555i,-0.00045617-0.022717i
-0.076868-0.017893i,-0.18564-0.061166i,-0.33322-0.10848i,-0.44588-0.094652i,-0.44298-0.033066i,-0.34126-0.010982i,-0.19946-0.010667i,-0.028686-0.0042637i,0.080362-0.038613i,0.054015-0.059823i,-0.0077169-0.024064i,-0.032046+0.0030218i,-0.039687+0.0020377i,-0.024383-0.0070438i,0.010545-0.02445i,0.040617-0.032526i,0.053389-0.026819i,0.041411-0.021479i,0.020841-0.011144i,0.013419+0.0021384i,0.014263+0.0062113i,0.011095+0.0021616i,0.00907-0.0018623i
0.13755-0.02792i,0.29314-0.086186i,0.43632-0.16826i,0.48391-0.20903i,0.42416-0.13004i,0.31832+0.035027i,0.20644+0.10926i,0.072438+0.052941i,-0.040134+0.02368i,-0.059437+0.044254i,-0.032964+0.031802i,-0.027505+0.0088761i,-0.017053+0.011627i,0.014986+0.01013i,0.037709-0.011443i,0.036923-0.038674i,0.029937-0.048214i,0.024876-0.030555i,0.016862-0.0034202i,0.0078174+0.011243i,-0.0023925+0.0063638i,-0.0099782-0.0027286i,-0.007096-0.0052349i
-0.12681-0.023038i,-0.29848-0.0013029i,-0.48016+0.091963i,-0.53002+0.19246i,-0.40566+0.169i,-0.25268+0.033328i,-0.1731-0.065438i,-0.13334-0.077821i,-0.099898-0.064379i,-0.069591-0.039599i,-0.041913+0.0042131i,-0.012212+0.044882i,0.00736+0.048713i,-0.0088651+0.013427i,-0.048502-0.018959i,-0.065252-0.026281i,-0.052746-0.0285i,-0.038619-0.02685i,-0.030525-0.019218i,-0.026763-0.013905i,-0.022882-0.00063852i,-0.0068972+0.015581i,0.011355+0.019182i
0.073475-0.022549i,0.17802-0.066855i,0.31453-0.15148i,0.39323-0.24098i,0.37014-0.2542i,0.32325-0.18713i,0.26627-0.093885i,0.17786+0.0093224i,0.11722+0.088394i,0.10009+0.079424i,0.075579+0.015002i,0.047874-0.027225i,0.031141-0.03147i,0.019225+0.0080849i,0.022056+0.069055i,0.029673+0.10107i,0.023922+0.096527i,0.016953+0.0643i,0.016342+0.021199i,0.017866-0.0058088i,0.022828-0.011508i,0.026648-0.0083586i,0.021798-0.0063538i
-0.12561+0.052972i,-0.22418+0.15606i,-0.26715+0.27664i,-0.25353+0.31492i,-0.27592+0.22731i,-0.33156+0.11996i,-0.30435+0.067136i,-0.18382+0.029661i,-0.078708-0.009902i,-0.03889-0.0096966i,-0.012387+0.024468i,0.016528+0.035824i,0.022711+0.018178i,0.01744+0.0023975i,0.020804-0.0035464i,0.027562-0.0058416i,0.022076-0.0061093i,0.0037803-0.0048711i,-0.0098356+0.0015678i,-0.010183+0.013203i,-0.0052645+0.020898i,-0.005013+0.020362i,-0.0033598+0.01472i
0.074173-0.0065295i,0.14723-0.10197i,0.16315-0.29766i,0.10266-0.43061i,0.069034-0.35614i,0.12629-0.19577i,0.15324-0.10804i,0.096345-0.061451i,0.058142-0.021123i,0.043875-0.014705i,0.0047731-0.018535i,-0.031279-0.0093607i,-0.028338-0.00045122i,0.0078402-0.012893i,0.036397-0.052865i,0.029359-0.081783i,0.018228-0.070858i,0.025254-0.039408i,0.035293-0.012124i,0.039228-0.0021991i,0.032157-0.0064537i,0.01515-0.006352i,-0.0010949+0.0059096i
-0.053837+0.090894i,-0.089513+0.24545i,-0.099884+0.4313i,-0.09342+0.52462i,-0.12772+0.48132i,-0.22695+0.37868i,-0.26582+0.29806i,-0.19035+0.20734i,-0.12923+0.099853i,-0.10335+0.041428i,-0.051619+0.024379i,-0.0055505+0.019886i,0.006912+0.014926i,-0.015603-0.012091i,-0.070792-0.035611i,-0.11106-0.031467i,-0.1121-0.021982i,-0.088963-0.0058485i,-0.059437+0.017506i,-0.042698+0.032325i,-0.034422+0.041094i,-0.020875+0.039155i,-0.0053966+0.0245i
0.11155-0.059725i,0.16967-0.18561i,0.13722-0.32839i,0.06701-0.36825i,0.11684-0.3257i,0.28752-0.29872i,0.37423-0.28577i,0.31148-0.21995i,0.21288-0.13006i,0.12975-0.08079i,0.058982-0.057288i,0.023043-0.041055i,0.010972-0.027417i,0.0023788+0.0063166i,0.012878+0.045877i,0.039869+0.058982i,0.054665+0.047174i,0.042849+0.015337i,0.015159-0.017313i,-0.0033826-0.028438i,-0.0017892-0.025156i,0.0096291-0.019018i,0.018276-0.01339i
-0.028289+0.018524i,0.015244+0.093923i,0.16401+0.18154i,0.29782+0.18491i,0.22821+0.17571i,0.05124+0.27206i,-0.01372+0.31846i,-0.009465+0.20389i,-0.029391+0.095332i,-0.02494+0.078065i,0.001918+0.064386i,0.0082375+0.037965i,0.0058962+0.022246i,0.014223+0.019523i,0.041841+0.031182i,0.07279+0.03367i,0.0755+0.022541i,0.047134+0.012798i,0.013712+0.0081157i,-0.0064445+0.011194i,-0.018914+0.011137i,-0.032174+0.0064179i,-0.035258+0.005968i
0.014648-0.11102i,-0.060774-0.27868i,-0.25897-0.43209i,-0.41742-0.40358i,-0.34714-0.32347i,-0.2038-0.4279i,-0.21429-0.51465i,-0.25488-0.36516i,-0.17774-0.1694i,-0.09299-0.083159i,-0.07162-0.031927i,-0.066263+0.01124i,-0.053391+0.027615i,-0.030347+0.022707i,-0.012579-0.0091674i,-0.014668-0.04471i,-0.017536-0.063867i,-0.0093004-0.061732i,0.0035908-0.044233i,0.01027-0.036048i,-0.001075-0.029114i,-0.01395-0.0089295i,-0.017121+0.010764i
-0.085723+0.059503i,-0.10264+0.19531i,-0.019118+0.30664i,0.067529+0.25839i,0.05486+0.18177i,0.044303+0.26876i,0.098311+0.3422i,0.099227+0.25408i,0.030671+0.15288i,-0.011034+0.097763i,-0.024079+0.053237i,-0.027301+0.04258i,-0.013166+0.03393i,-0.014273-0.0082283i,-0.047701-0.044509i,-0.079299-0.04915i,-0.082469-0.03156i,-0.053783-0.0078645i,-0.020058+0.010927i,-0.0081822+0.025177i,-0.0042014+0.037836i,0.0027903+0.037448i,0.0027167+0.020824i
-0.0091984-0.028568i,-0.058709-0.060719i,-0.11138-0.04364i,-0.055897+0.048123i,0.041904+0.030062i,-0.00097937-0.12941i,-0.10189-0.14517i,-0.062251-0.018267i,0.030012+0.0098995i,0.039786-0.016327i,0.043076-0.011036i,0.062263-0.024056i,0.049109-0.035641i,0.024485-0.0093271i,0.016925+0.030112i,0.025533+0.053157i,0.027985+0.04716i,0.0013283+0.024393i,-0.028955+0.010507i,-0.032918+0.011026i,-0.016123+0.014737i,0.010308+0.0087531i,0.027539-0.0040544i
0.0030568+0.11404i,0.13446+0.23624i,0.33261+0.25126i,0.34733+0.094338i,0.16296-0.0021166i,0.11833+0.1011i,0.22823+0.11602i,0.20339-0.0025552i,0.094101-0.025716i,0.062214+0.0072327i,0.047608+0.016094i,0.029866+0.033063i,0.035661+0.038337i,0.050872+0.022611i,0.078718+0.0013109i,0.1044-0.023149i,0.1047-0.03961i,0.08294-0.042878i,0.048949-0.040959i,0.021703-0.036135i,0.0091037-0.034714i,-0.0061001-0.034278i,-0.020999-0.022812i
0.038541-0.03863i,-0.010973-0.16777i,-0.1266-0.37415i,-0.20021-0.46581i,-0.20842-0.37177i,-0.27843-0.26615i,-0.34325-0.15629i,-0.2565-0.041771i,-0.12831-0.0028835i,-0.077047-0.0040516i,-0.057927-0.013556i,-0.054108-0.027065i,-0.061364-0.017154i,-0.055324+0.0053289i,-0.039587+0.016134i,-0.029484+0.014761i,-0.029518+0.012156i,-0.017481+0.016153i,0.0096275+0.023315i,0.02116+0.020429i,0.010944+0.0095288i,-0.00073983+0.0071409i,-0.003933+0.0092619i
0.040739+0.066384i,0.11586+0.1601i,0.14145+0.25975i,0.051041+0.32842i,0.012877+0.33807i,0.12546+0.25608i,0.18605+0.087235i,0.093368-0.015393i,0.0031267-0.0091358i,-0.022013+0.0082687i,-0.029266+0.022969i,-0.019436+0.037159i,0.0067324+0.024795i,0.021151-0.01085i,0.0048111-0.048894i,-0.023658-0.069053i,-0.026821-0.075346i,-0.02157-0.07365i,-0.030792-0.053278i,-0.036759-0.025121i,-0.035536-0.0071139i,-0.029394+0.0021034i,-0.017834+0.0041673i
0.014334-0.084024i,-0.097373-0.17269i,-0.26137-0.18239i,-0.27113-0.11302i,-0.12822-0.099358i,-0.025429-0.075279i,0.01183+0.037963i,0.06449+0.091665i,0.08342+0.055429i,0.058795+0.041288i,0.046075+0.035696i,0.037321+0.00060481i,0.022437-0.0268i,0.0087638-0.020425i,0.0091773+0.020331i,0.03709+0.063165i,0.066518+0.072925i,0.061197+0.058859i,0.030578+0.039518i,0.0089901+0.023158i,0.0085073+0.010901i,0.014527+0.00097874i,0.017422-0.0038953i
0.0016355+0.01692i,0.13597+0.091867i,0.38514+0.13141i,0.52911+0.10143i,0.44228+0.079373i,0.24616+0.052297i,0.093587+0.017538i,0.0071276+0.024757i,-0.0088052+0.040678i,0.017177+0.013411i,0.025736-0.010047i,0.026211+0.010289i,0.035762+0.032817i,0.044989+0.029391i,0.051776+0.015999i,0.050958+0.0013699i,0.042041-0.016151i,0.022451-0.032602i,-0.0079239-0.040271i,-0.028668-0.036787i,-0.033018-0.027144i,-0.030215-0.014844i,-0.027479-0.005461i
-0.024304-0.087903i,-0.14943-0.19238i,-0.34656-0.25248i,-0.46587-0.19335i,-0.40528-0.11392i,-0.26183-0.12789i,-0.15944-0.17843i,-0.10022-0.17291i,-0.054195-0.1327i,-0.039702-0.10467i,-0.053951-0.079696i,-0.070349-0.053582i,-0.097336-0.029284i,-0.14382+0.0027312i,-0.17947+0.045341i,-0.17043+0.091873i,-0.10471+0.12171i,-0.0095387+0.10914i,0.057838+0.058737i,0.063523+0.011893i,0.036461-0.0024719i,0.01389-0.0024589i,-0.0036313-0.010762i
