-0.00023683+0.0004814i,0.00033691-0.00054225i,-0.00035526-0.0016677i,-0.00085713-0.001186i,-0.0011111+0.00056519i,-0.00081738+0.0018344i,0.00010377+0.0026362i,0.00078153+0.0012117i,0.00081307-0.0005117i,0.00088924-0.00061438i,0.00064586-0.00045037i,2.21e-05-0.00078525i,-0.00028948-0.0009621i,-0.00042875-0.0009374i,-0.00065479-0.0010656i,-0.00067565-0.00073083i,-0.00021499-0.00021256i,0.00057978+0.00017124i,0.0010321+0.00043034i,0.0006257+0.00056388i,0.00046601+0.00039091i,0.00034625-7.5649e-05i,-0.00037507-0.00051089i
0.024247+0.053862i,0.074449+0.12898i,0.14591+0.1718i,0.19481+0.13556i,0.1939+0.073552i,0.14035+0.02375i,0.074205-0.0058738i,0.034501-0.0090031i,0.020642-0.0048315i,0.01394-0.009644i,0.0049901-0.011333i,-0.00045069-0.0022766i,-0.00014156+0.0064214i,0.00077408+0.0083539i,0.00030977+0.0058179i,-0.00091134+0.0023963i,-0.0015831+0.0014365i,-0.0017523+0.0030958i,-0.0034612+0.0075704i,-0.0050869+0.0098478i,-0.004625+0.006192i,-0.0042791+0.00096533i,-0.0038771-0.0024828i
-0.074459-0.013128i,-0.1788-0.051226i,-0.25839-0.084305i,-0.23753-0.10127i,-0.15071-0.11156i,-0.067843-0.074666i,-0.015133-0.013352i,0.0080614+0.0093572i,0.007856+0.0079438i,0.0023049+0.0072887i,0.0013181+0.0049689i,0.00082145+0.0020232i,0.0027536-0.0005812i,0.0054664-0.003137i,0.0067903-0.0045211i,0.0064702-0.00306i,0.0039386+0.0010569i,-0.00087146+0.0060898i,-0.006913+0.0077796i,-0.010081+0.004689i,-0.0072265-6.3124e-06i,-0.0026858-0.0037275i,-0.00092763-0.0027566i
0.07901-0.021908i,0.15802-0.047688i,0.16872-0.078309i,0.0649-0.063442i,-0.049806+0.0027096i,-0.086765+0.029316i,-0.071761+0.010492i,-0.045099-0.00024573i,-0.023982-0.0012888i,-0.012542+0.0041887i,-0.0040512+0.0080507i,-0.0001063+0.001241i,-0.0039371-0.003221i,-0.0056261+9.2608e-05i,-0.0012996+0.00433i,0.0014946+0.0050731i,-0.00052202+0.0017612i,-0.0043284-0.004112i,-0.0066719-0.0093059i,-0.0053209-0.01039i,-0.00062395-0.0065196i,0.002796-0.002594i,0.00092251-0.0016567i
-0.0043449+0.051682i,-0.0029916+0.1361i,0.04328+0.22731i,0.12576+0.24157i,0.15999+0.16653i,0.12625+0.079915i,0.075931+0.018895i,0.037173-0.010564i,0.017105-0.012604i,0.0087451-0.011739i,0.0036213-0.011142i,0.00055224-0.0054841i,-0.0017863+0.00040673i,-0.0043303+0.0036988i,-0.006301+0.0048027i,-0.0068075+0.0034407i,-0.0044236+0.00054951i,-0.0011825-0.0022737i,0.0017733-0.0059022i,0.0023745-0.0075135i,0.0012856-0.003462i,0.0026921+0.0018396i,0.0052607+0.00038779i
-0.068006-0.065024i,-0.13155-0.15123i,-0.17524-0.22474i,-0.15448-0.23005i,-0.074281-0.18089i,-0.011473-0.11342i,0.0058561-0.039247i,0.010222+0.0075028i,0.0073702+0.011868i,0.0018865+0.0059887i,0.00061983+0.0044555i,0.001198+0.0041906i,0.0059129+0.0037842i,0.010156+0.001504i,0.010374-0.0013855i,0.0084944-0.0033809i,0.0044541-0.0033158i,0.0016353-0.0011825i,0.0035028-0.00021998i,0.0062053-0.0023661i,0.0051143-0.0036902i,0.0025723-0.00096644i,0.0019326+0.0039952i
0.077872+0.040009i,0.14708+0.055296i,0.15864+0.027609i,0.062729-0.019768i,-0.069338-0.026504i,-0.12181+0.0074392i,-0.09514+0.024015i,-0.057812+0.01467i,-0.03133+0.0084665i,-0.017628+0.009137i,-0.011717+0.0099542i,-0.005271+0.0036984i,-0.0019459-0.0046025i,-0.00077517-0.0061071i,0.001538-0.0030043i,0.0043088-0.0012434i,0.0043217-0.0025062i,0.0029698-0.0026192i,0.0052074+0.00019569i,0.0073865+0.003332i,0.0054171+0.0044235i,-0.00043894+0.0039883i,-0.006182+0.0039941i
-0.031465+0.042647i,-0.066101+0.12297i,-0.065655+0.22405i,-0.00090735+0.27716i,0.069292+0.2423i,0.085306+0.13505i,0.058839+0.03285i,0.029387-0.0071947i,0.016495-0.011271i,0.012758-0.013979i,0.0079226-0.014298i,0.0040281-0.0071873i,0.0015384-0.0005888i,-0.0017584+0.0012324i,-0.0039054+0.0014036i,-0.0043658+0.0024721i,-0.0021747+0.0032888i,0.00012101+0.0019469i,-0.00059109+0.0029302i,-0.0013756+0.0065637i,-0.002136+0.0066305i,-0.0043339+0.0027462i,-0.0044121-0.0019167i
-0.01179-0.11205i,-0.010915-0.22198i,-0.010813-0.28191i,0.0030352-0.25667i,0.047307-0.20562i,0.070304-0.13905i,0.054528-0.059743i,0.037278-0.015802i,0.021213-0.0047795i,0.010581+0.0017806i,0.0091603+0.005399i,0.0036802+0.0059439i,-0.00052307+0.011237i,0.0023204+0.015887i,0.0055083+0.013465i,0.0055683+0.0075118i,0.0035833+0.0024576i,0.0012866+0.00017154i,-0.00088048+0.00054403i,-0.002017+0.0019337i,-0.00083201+0.0013707i,0.0027302-0.0013216i,0.0048864-0.00044374i
0.026321+0.089788i,0.063947+0.13952i,0.084548+0.095897i,0.026321-0.016611i,-0.090725-0.057853i,-0.14678-0.022817i,-0.11492+0.00323i,-0.066832+0.010238i,-0.036034+0.0095874i,-0.023685+0.0092579i,-0.016686+0.010165i,-0.0069291+0.0034844i,-0.0018363-0.0058503i,0.0001519-0.0088391i,0.0024954-0.005763i,0.0047108-0.0013955i,0.0061591-0.00083389i,0.0074885-0.0014389i,0.0059189-0.00030938i,0.00093719+0.0025884i,-0.0010301+0.004525i,0.00083141+0.0028558i,-0.00042866-0.00074063i
-0.045789+0.021518i,-0.12109+0.067788i,-0.16903+0.15611i,-0.12396+0.24623i,-0.032497+0.24738i,0.019686+0.16303i,0.027387+0.073372i,0.021305+0.020434i,0.014804+0.0012938i,0.010136-0.0090439i,0.0048839-0.013463i,0.0020305-0.0085177i,0.0015215-0.0051819i,-0.0013039-0.0062621i,-0.0048913-0.0077362i,-0.0077174-0.0050784i,-0.0065856+0.0019704i,-0.0011944+0.0086658i,0.00087812+0.0079597i,-0.0035108+0.00019152i,-0.0090913-0.0031828i,-0.0098813-0.0013043i,-0.0042571-0.0018212i
0.087469-0.11203i,0.16501-0.1987i,0.19231-0.2337i,0.16127-0.20047i,0.14844-0.14253i,0.14847-0.094286i,0.10929-0.047694i,0.059863-0.0067283i,0.030099+0.0052374i,0.015177+0.0058725i,0.010457+0.006454i,0.0023999+0.0051093i,-0.0067261+0.0080675i,-0.0075447+0.012676i,-0.0026487+0.01201i,0.0020754+0.0055579i,0.00066016+0.0014867i,-0.0049543+0.0032012i,-0.0075632+0.0041955i,-0.0044003+0.00074785i,-0.00039535-0.0040137i,-9.0724e-06-0.0016309i,-0.00010146+0.0064729i
-0.049797+0.078038i,-0.065382+0.12976i,-0.03511+0.094274i,-0.018811-0.029669i,-0.084106-0.11423i,-0.15726-0.085728i,-0.14374-0.026836i,-0.086828-0.0085805i,-0.048228-0.0068443i,-0.029185-0.0023385i,-0.017455+0.00014029i,-0.0048097-0.0030953i,0.0059887-0.0074798i,0.012801-0.0051546i,0.01612+0.00062769i,0.01536+0.0027315i,0.0099826-0.00038241i,-0.00067083-0.0018218i,-0.0072909+0.0004212i,-0.0034085+0.0020851i,0.0029151+0.00052072i,0.0034523-0.0023757i,-0.0012553-0.0027099i
-0.060966-0.0011994i,-0.15008-0.0073843i,-0.21902+0.026552i,-0.21079+0.12012i,-0.14484+0.18016i,-0.066664+0.13677i,-0.02135+0.052341i,-0.0090605+0.0035291i,0.0031443-0.0080476i,0.014389-0.012557i,0.011561-0.012645i,0.0065987-0.0032522i,0.0082827+0.0039392i,0.010043+0.0033988i,0.005937+0.0015902i,-0.0009434+0.0019216i,-0.0052204+0.00077333i,-0.0067131-0.0049896i,-0.0065489-0.0093674i,-0.003525-0.0079327i,0.00040956-0.0063923i,0.00099726-0.0077093i,0.0015266-0.0093231i
0.16469-0.026535i,0.29595-0.031684i,0.31806-0.018406i,0.2414-0.0038664i,0.21421+0.0013671i,0.21666-0.0026232i,0.16849-0.0026735i,0.10536+0.0066646i,0.055092+0.0083301i,0.019915+0.011926i,0.0078354+0.017203i,0.0010534+0.011825i,-0.012638+0.0080132i,-0.023566+0.0097331i,-0.022145+0.0095977i,-0.012405+0.0066256i,-0.0043173+0.00027812i,0.0012852-0.0082255i,0.0045227-0.012482i,0.0040066-0.0090412i,0.002076-0.0015172i,-4.5893e-05+0.004047i,-0.0023831+0.0061834i
-0.10207+0.015335i,-0.15429+0.036204i,-0.10821+0.014795i,-0.013258-0.077254i,-0.026147-0.15225i,-0.1057-0.12525i,-0.10759-0.046963i,-0.059332-0.0083324i,-0.033676-0.0022484i,-0.025423+0.0032031i,-0.01626+0.0047644i,-0.0054385+0.0022263i,0.0032879-0.0015303i,0.0094634-0.0022986i,0.0098092-0.00011925i,0.0081173+0.0010672i,0.010392+0.00024672i,0.013642-0.00084716i,0.013557-0.0013312i,0.0066891+0.0023806i,0.00019499+0.0078344i,0.00040555+0.0088157i,5.0185e-05+0.0040201i
-0.080081-0.049887i,-0.14758-0.12119i,-0.19426-0.14284i,-0.20329-0.051486i,-0.16991+0.049067i,-0.112+0.062079i,-0.075544+0.024374i,-0.056355+0.0090317i,-0.024899+0.012082i,0.0030464+0.00024084i,0.0051109-0.011771i,-0.00086159-0.0078307i,0.0022771-0.00021398i,0.0080906+0.001983i,0.010253-0.0021925i,0.0073785-0.0063394i,0.0035008-0.0034067i,0.0052174+0.003835i,0.0088503+0.0070511i,0.0075539+0.0021903i,0.0010787-0.0031018i,-0.0010876-0.0034587i,0.0046214-0.0011788i
0.16782+0.1113i,0.28036+0.21457i,0.27411+0.24896i,0.16902+0.19491i,0.12654+0.14216i,0.15283+0.10519i,0.13439+0.062761i,0.074435+0.030989i,0.029911+0.014694i,0.0055407+0.0069889i,-0.0037396+0.0045365i,-0.0062517-0.00059834i,-0.012148-0.0077837i,-0.016371-0.011216i,-0.012138-0.0067866i,-0.0046403-0.00012684i,-0.0015275+0.0034112i,-0.0017685+0.0073706i,-0.00046545+0.0099357i,0.0011954+0.0071842i,-0.00064367+0.0010385i,-0.0063045-0.00090574i,-0.0097295+0.0022578i
-0.072526-0.058416i,-0.1343-0.078893i,-0.12004-0.068103i,-0.018338-0.07421i,0.016131-0.11435i,-0.049314-0.1144i,-0.069509-0.061308i,-0.030058-0.030584i,-0.012307-0.033174i,-0.015541-0.021665i,-0.00719-0.0027022i,0.0053687+0.0027043i,0.013181+0.002203i,0.01757+0.0035985i,0.014927+0.0058883i,0.0081215+0.0078301i,0.0018719+0.0091712i,-0.0057414+0.010239i,-0.010984+0.011757i,-0.0077269+0.01146i,-0.0024573+0.0074085i,-0.00042606+0.0010607i,-0.0022338-0.0038584i
-0.057519-0.12273i,-0.061198-0.24539i,-0.03366-0.294i,-0.025383-0.20527i,-0.035133-0.087193i,-0.035206-0.039838i,-0.035922-0.043501i,-0.031943-0.044053i,-0.013298-0.021149i,0.010535-0.0048586i,0.016043-0.0058091i,0.0093207-0.0035438i,0.0076213+0.0059157i,0.0087142+0.012596i,0.0097319+0.0088653i,0.0076653+0.0014553i,0.0015348-0.0016178i,-0.0035086-0.0036164i,-0.0063368-0.0049767i,-0.0059712-0.0028742i,-0.0011008-0.00044392i,0.0039109+0.0004975i,0.0069969+0.0031294i
0.062548+0.22456i,0.10452+0.40094i,0.080362+0.43482i,0.0024335+0.30437i,-0.021879+0.18446i,0.045409+0.13345i,0.095363+0.087792i,0.073541+0.059562i,0.041056+0.044461i,0.017665+0.022429i,0.0019956+0.0086212i,-0.0033707+0.0031745i,-0.0086291-0.001748i,-0.012965-0.0047326i,-0.011538-0.003208i,-0.0083178-0.0020842i,-0.0063774-0.0056345i,-0.0047701-0.0096467i,-0.0026607-0.010704i,-0.0023744-0.0076973i,-0.0030881-0.0036637i,-0.0054545-0.0017963i,-0.0078071-0.0015995i
-0.005383-0.072702i,-0.065088-0.12141i,-0.11336-0.1243i,-0.076152-0.084686i,-0.029786-0.063668i,-0.063609-0.050372i,-0.07812+0.0071355i,-0.021218+0.040672i,0.0083732+0.018073i,-0.0051745+0.0031168i,-0.010381+0.007329i,-0.0070939+0.01153i,-0.0049622+0.013089i,-0.0009562+0.010562i,0.0035415+0.0044986i,0.0041589-0.0015568i,0.0021889-0.0069057i,0.0012928-0.0084915i,0.0015358-0.0050941i,-0.00029449-0.00077099i,-0.0019375+0.0018073i,0.00088176+0.0012528i,0.0031765-0.0030497i
0.056258-0.18535i,0.13402-0.32901i,0.20703-0.35447i,0.19884-0.22748i,0.12776-0.093286i,0.061233-0.043526i,-0.003206-0.05207i,-0.057734-0.048931i,-0.055474-0.02092i,-0.018368-0.0058866i,-0.0004283-0.0084753i,-0.00029146-0.011638i,-0.00055797-0.010095i,0.0013996-0.0037184i,0.006267+0.0033348i,0.012681+0.0042741i,0.017067+0.0027907i,0.017818+0.003959i,0.014017+0.0056453i,0.0063937+0.0035911i,0.00020116+0.0013316i,-0.0012233+0.0037404i,-0.001845+0.0084105i
-0.10824+0.22465i,-0.16647+0.42621i,-0.17337+0.47677i,-0.14993+0.31025i,-0.109+0.12971i,-0.037112+0.061098i,0.016144+0.030574i,0.006374+0.0028665i,-0.018094-0.00061269i,-0.017424+0.0012154i,-0.0056714-0.0032711i,0.00227-0.0067302i,0.0034342-0.0086898i,0.00066497-0.0075142i,-0.0028178-0.0022582i,-0.003769+0.0065058i,-0.0017461+0.013672i,0.0003109+0.015414i,7.17e-05+0.011273i,-0.00035128+0.0031129i,-0.0027133-0.0045042i,-0.0086699-0.0081939i,-0.011898-0.0063228i
0.021538-0.0077967i,-0.026895-0.072198i,-0.11616-0.12822i,-0.14425-0.11627i,-0.10823-0.075606i,-0.086279-0.049135i,-0.051503-0.0093973i,0.016984+0.012674i,0.045017-0.0061314i,0.019549-0.01081i,0.001243+0.0036159i,-0.0023224+0.008639i,-0.0048215+0.0093117i,-0.0021136+0.0077917i,-0.0017121+0.0024593i,-0.0071025-3.1405e-05i,-0.012515+0.00021514i,-0.016085+0.00016067i,-0.015567-0.00090749i,-0.010694-0.0011269i,-0.0033773-0.00027499i,0.0041691-0.00071617i,0.010024-0.0044509i
0.18404-0.14561i,0.35073-0.25613i,0.44233-0.27257i,0.3814-0.14534i,0.26387-0.0038353i,0.17088+0.022616i,0.093108-0.025036i,0.041976-0.047823i,0.028668-0.034787i,0.027715-0.019512i,0.021603-0.010334i,0.016611-0.0047261i,0.015708-0.0025918i,0.013152+0.0012287i,0.011778+0.0043728i,0.011947+0.0014789i,0.0088695-0.0037801i,0.003068-0.0081869i,0.00049954-0.0094978i,0.0018082-0.0076257i,0.001918-0.0034934i,0.00047292+0.0017101i,-0.0026207+0.0077071i
-0.21111+0.078773i,-0.34555+0.22979i,-0.33913+0.34206i,-0.21228+0.25612i,-0.11365+0.071642i,-0.06305-0.0011749i,-0.02879+0.015811i,-0.02917+0.029126i,-0.03473+0.033709i,-0.020369+0.023903i,-0.009757+0.0088182i,-0.0045112+0.0072613i,-9.6152e-05+0.011566i,-0.00074062+0.013275i,-0.0016014+0.010092i,-0.0011047+0.0043719i,-0.0011421+0.0005212i,0.0021026-0.0018198i,0.0077478-0.0034581i,0.010689-0.0032667i,0.0087386-0.003886i,0.0020872-0.0074907i,-0.0046724-0.0083608i
-0.031166+0.036112i,-0.086498-0.017544i,-0.1839-0.12708i,-0.24206-0.17929i,-0.21383-0.12041i,-0.16817-0.033361i,-0.1186+0.044308i,-0.046501+0.087897i,-0.0033568+0.06383i,-0.013338+0.024534i,-0.025895+0.01084i,-0.0276+0.006351i,-0.030114+0.0037926i,-0.025103+0.0004345i,-0.014672-0.0052228i,-0.0080626-0.0097271i,-0.0033284-0.011006i,0.0014357-0.0091676i,0.0044424-0.0039149i,0.0042589+0.004i,0.0042853+0.0099142i,0.0084817+0.011029i,0.01498+0.0071882i
0.23456-0.00084916i,0.43774-0.055435i,0.5374-0.094241i,0.4403-0.032533i,0.27866+0.076146i,0.19147+0.08532i,0.12726-0.0050151i,0.054154-0.066855i,0.017492-0.056379i,0.02003-0.026134i,0.024107-0.013332i,0.023339-0.012202i,0.025048-0.014822i,0.022873-0.015725i,0.018128-0.0072701i,0.020252+0.003351i,0.024145+0.0067732i,0.021755+0.007656i,0.014467+0.010205i,0.0054691+0.00938i,-0.0023797+0.0072894i,-0.0069209+0.009505i,-0.0093219+0.010417i
-0.13319-0.070018i,-0.25771+0.012109i,-0.27539+0.18763i,-0.14097+0.23485i,-0.0068638+0.070193i,0.022034-0.071691i,0.0066953-0.091726i,-0.021457-0.081708i,-0.039687-0.054171i,-0.020277-0.019164i,0.0023611-0.0067207i,0.0028859-0.0031575i,-0.0026957+0.0050255i,-0.0038006+0.012933i,-0.00092116+0.015059i,0.00023079+0.014436i,-0.0025073+0.017043i,-0.0052529+0.020145i,-0.0066513+0.018237i,-0.0072803+0.01182i,-0.0077113+0.0026308i,-0.0095597-0.0068209i,-0.011476-0.010095i
-0.08189-0.0046479i,-0.16679-0.048232i,-0.2463-0.15708i,-0.26501-0.23706i,-0.23275-0.1775i,-0.19388-0.052687i,-0.12707+0.047855i,-0.02184+0.090594i,0.03307+0.058219i,0.010457+0.012338i,-0.014126-0.00096706i,-0.015365-0.00077053i,-0.01546-0.00042104i,-0.012613-0.00038631i,-0.0088287-0.0034587i,-0.01343-0.0073011i,-0.020834-0.009051i,-0.024869-0.0076037i,-0.022969-0.0051202i,-0.016324-0.0035248i,-0.0084317-0.0015948i,-0.00083318+0.00091584i,0.0073206+0.0031285i
0.13729+0.11297i,0.32877+0.091975i,0.45518-0.014585i,0.36756-0.052877i,0.1913+0.039416i,0.12345+0.12092i,0.12299+0.10248i,0.099699+0.053551i,0.070987+0.02605i,0.045228+0.013839i,0.02327+0.015187i,0.019526+0.018893i,0.025912+0.014125i,0.026176+0.0048197i,0.020018-0.00018958i,0.017558+0.0010987i,0.017935-3.8658e-05i,0.013027-0.0063089i,0.0066531-0.0087661i,0.0057611-0.0065307i,0.0047082-0.0056314i,-0.00026341-0.0035114i,-0.0045056-0.00020811i
0.028068-0.077142i,-0.043561-0.021973i,-0.11752+0.18192i,-0.081725+0.32073i,0.023028+0.20417i,0.049877+0.0086558i,-0.014313-0.061912i,-0.080991-0.046182i,-0.096031-0.013571i,-0.05847+0.010434i,-0.021911+0.0068412i,-0.017277-0.0043019i,-0.022496-0.0013141i,-0.021068+0.0093814i,-0.011685+0.014777i,-0.0022887+0.012167i,0.0025483+0.0081322i,0.0070271+0.0042782i,0.0081041+0.0015806i,0.0044982+0.0015165i,0.003068-0.0015057i,0.0022467-0.0092003i,-0.0019017-0.013216i
-0.07144-0.021944i,-0.1873-0.04892i,-0.29819-0.11407i,-0.29776-0.17225i,-0.23424-0.15068i,-0.21263-0.077611i,-0.18753-0.012638i,-0.11679+0.023767i,-0.049929+0.023014i,-0.022315-0.00053393i,-0.014992-0.017329i,-0.011871-0.02051i,-0.01469-0.019189i,-0.016379-0.015869i,-0.015007-0.013577i,-0.016904-0.015159i,-0.019406-0.015372i,-0.015979-0.010709i,-0.010424-0.0077246i,-0.0091912-0.0063133i,-0.0068824+0.00037463i,0.00025332+0.0079696i,0.0080211+0.013369i
-0.0036367+0.056749i,0.15779+0.02311i,0.38202-0.1241i,0.40832-0.24152i,0.24226-0.17543i,0.14734-0.04646i,0.15241-0.016562i,0.14368-0.044075i,0.10682-0.051587i,0.060792-0.033361i,0.029376-0.0044897i,0.022742+0.012261i,0.024652+0.011701i,0.025636+0.0030323i,0.02295-0.0012511i,0.021299+0.0041835i,0.020088+0.0097685i,0.013164+0.012802i,0.0075617+0.014077i,0.0070507+0.010561i,0.0037782+0.0054636i,-0.0016076+0.0054416i,-0.004109+0.0068042i
0.082949+0.032761i,0.077186+0.097137i,-0.007933+0.25971i,-0.061186+0.37915i,-0.0062299+0.28026i,0.051534+0.08935i,0.040898-0.013436i,0.001382-0.043331i,-0.030026-0.043795i,-0.029705-0.019084i,-0.0077757-0.0039339i,0.0043746-0.010645i,0.0020143-0.012559i,-0.0017518+0.0018008i,0.0028958+0.016611i,0.0083974+0.01927i,0.0069092+0.013811i,0.0022255+0.0089957i,-0.00082231+0.008594i,0.00017588+0.0070867i,0.0015187+0.0004181i,-0.00069937-0.0062294i,-0.0054885-0.0087237i
-0.079772+0.0050777i,-0.25273-0.012874i,-0.4326-0.054038i,-0.44549-0.071887i,-0.32901-0.038441i,-0.25084+0.0065774i,-0.20386+0.060923i,-0.12481+0.10516i,-0.046182+0.095166i,-0.012166+0.043348i,-0.011013+0.010069i,-0.0081562+0.0090398i,-0.0013667+0.010352i,-0.001306+0.0044107i,-0.0063947-0.0046435i,-0.01357-0.016902i,-0.017335-0.023877i,-0.014567-0.024434i,-0.011665-0.024068i,-0.0097809-0.019122i,-0.0049817-0.0092264i,-0.0019561-0.0018874i,-0.0046451+0.0026495i
0.014644-0.087118i,0.18305-0.15458i,0.44345-0.23632i,0.5283-0.29145i,0.37927-0.23748i,0.23761-0.1139i,0.17609-0.04423i,0.128-0.016071i,0.089101+0.0025749i,0.04863+0.0051376i,0.0074999+0.0081013i,-0.011311+0.016169i,-0.010533+0.016459i,-0.0037326+0.0069878i,0.0011441+8.1789e-05i,0.0064207+0.0056086i,0.010581+0.011831i,0.0058492+0.010122i,0.00055612+0.0084863i,0.00088195+0.0084261i,0.00032708+0.0061171i,4.7135e-06+0.0023457i,0.0036809-0.0038098i
0.016015+0.093769i,0.04415+0.20816i,0.018538+0.32538i,-0.03048+0.34763i,-0.01956+0.23589i,0.012285+0.080788i,0.0083124-0.028341i,-0.028138-0.084897i,-0.053844-0.083018i,-0.030938-0.043465i,0.007462-0.024466i,0.01574-0.030089i,0.0037598-0.028244i,-0.0062804-0.014187i,-0.0072732+0.0019931i,-0.0028849+0.011367i,-0.002038+0.011874i,0.0015222+0.0073527i,0.0050392+0.00316i,0.00036213+0.0030659i,-0.0025115+0.0045624i,0.0024941+0.0027153i,0.0093345+0.00093339i
-0.12177-0.0032655i,-0.33532-0.079219i,-0.53441-0.15455i,-0.53379-0.14438i,-0.38467-0.080607i,-0.25787-0.040922i,-0.17983-0.012511i,-0.10387+0.014944i,-0.040269+0.024714i,-0.0037499+0.014592i,0.0047758-0.00018221i,-0.0031139+0.0015231i,-0.0048312+0.010055i,0.0022307+0.0082525i,0.0061919-0.0025659i,0.0028962-0.018923i,0.0023698-0.027065i,0.0097204-0.019619i,0.014508-0.012251i,0.012372-0.010917i,0.005352-0.006892i,-0.0035101-0.00028062i,-0.013283+0.0057455i
0.17839-0.089838i,0.38532-0.12634i,0.57397-0.1408i,0.57728-0.14752i,0.42682-0.10514i,0.30168-0.0042511i,0.25049+0.061721i,0.20821+0.06477i,0.14173+0.04076i,0.059213+0.021443i,0.0071956+0.019765i,0.0019187+0.011262i,0.006566-0.0047163i,0.010136-0.007404i,0.015183+0.00011142i,0.019586+0.010371i,0.018879+0.017834i,0.0087697+0.021728i,0.0027482+0.024585i,0.0057616+0.018596i,0.0049526+0.0039425i,-0.00044427-0.00541i,0.00061095-0.0077167i
-0.027101+0.047574i,-0.049613+0.16413i,-0.059092+0.28255i,-0.051839+0.29703i,-0.059333+0.21996i,-0.07379+0.14751i,-0.062997+0.11029i,-0.04969+0.064583i,-0.051418+0.018253i,-0.038847+0.0097953i,-0.0052379+0.017077i,0.018601+0.012877i,0.021383+0.0071306i,0.010839+0.0058272i,-0.0015913+0.006716i,-0.0087079+0.010523i,-0.013857+0.011071i,-0.018332+0.0051654i,-0.0206+0.001891i,-0.017108+0.0047756i,-0.0073249+0.0058256i,0.0052735+0.0044928i,0.014728+0.0059192i
-0.12516-0.08455i,-0.26439-0.22849i,-0.40139-0.32822i,-0.40645-0.26385i,-0.27948-0.15765i,-0.19536-0.13365i,-0.20686-0.1166i,-0.19228-0.048163i,-0.11285+0.013234i,-0.037017+0.014774i,-0.02192-0.010624i,-0.044779-0.0040436i,-0.048017+0.023488i,-0.029201+0.033268i,-0.0086809+0.021043i,0.00071573-0.0041755i,-0.00029232-0.022373i,-0.00166-0.02304i,-0.002994-0.016605i,-0.0049361-0.0086206i,-0.0055587-0.00062093i,-0.0098649+0.0024168i,-0.019999+0.0020965i
0.20063+0.13847i,0.37738+0.23743i,0.48025+0.23849i,0.41471+0.11645i,0.2683+0.021195i,0.17608+0.0046375i,0.14008-0.011353i,0.10653-0.03275i,0.064363-0.036128i,0.020748-0.027162i,0.0043436-0.015414i,0.017795-0.022865i,0.019484-0.038891i,0.0069145-0.032494i,0.0020608-0.0098697i,0.0065987+0.011029i,0.010407+0.019941i,0.0081944+0.016905i,0.0041773+0.010882i,0.00026575+0.0062505i,-0.0019104+0.0018304i,-0.0017573-0.0031133i,0.00044326-0.0067692i
-0.028778+0.0087241i,-0.10042+0.02956i,-0.14188+0.07123i,-0.1188+0.094249i,-0.11648+0.079097i,-0.13869+0.075936i,-0.088544+0.088076i,-0.0077967+0.043586i,-0.00040124-0.025705i,-0.022709-0.021054i,-0.0020313+0.020662i,0.024964+0.031552i,0.025646+0.02055i,0.01766+0.0027889i,0.0067985-0.0094643i,-0.0027521-0.009291i,-0.0041674-0.0096983i,0.0013663-0.011109i,0.0064536-0.010008i,0.0042591-0.0092127i,0.0017352-0.003714i,0.0066507+0.0053931i,0.0129+0.013218i
-0.02669-0.14554i,-0.031064-0.27273i,-0.038172-0.32726i,-0.031141-0.2286i,0.033043-0.099373i,0.097476-0.077876i,0.065942-0.088289i,0.0055162-0.033729i,0.0094778+0.028539i,0.031277+0.017694i,0.0040162-0.022705i,-0.042284-0.028309i,-0.053685-0.0089688i,-0.031308+0.0097881i,-0.0013543+0.013688i,0.017434+0.0025224i,0.022791-0.006564i,0.017583-0.0058435i,0.0080988-0.0015603i,0.0029587-0.0004252i,-0.001022-0.0030306i,-0.0093631-0.0058871i,-0.019053-0.010282i
-0.044117+0.25805i,-0.021545+0.4394i,0.017564+0.4767i,0.027368+0.30495i,0.0066005+0.10614i,0.0020499+0.020309i,0.0022556+0.00098544i,-0.011721+0.0087201i,-0.0064497+0.0096464i,-0.002841-0.0092102i,-0.0035879-0.0090144i,0.027164-0.0022133i,0.0526-0.014407i,0.038356-0.018433i,0.011176-0.002668i,-0.0077875+0.020758i,-0.016897+0.037192i,-0.020248+0.03737i,-0.019793+0.029324i,-0.014123+0.019862i,-0.0069274+0.0071095i,-0.0022204-0.0041629i,0.0038901-0.010896i
-0.046803-0.050408i,-0.091548-0.14658i,-0.12847-0.21855i,-0.13932-0.18698i,-0.1573-0.11592i,-0.20804-0.06366i,-0.2103-0.017352i,-0.13629-0.013176i,-0.078118-0.034778i,-0.05319-0.013873i,-0.024571+0.024341i,-0.01054+0.044454i,-0.010232+0.054142i,-0.0017934+0.041071i,0.0014493+0.0087865i,-0.0065997-0.017521i,-0.013144-0.027964i,-0.012072-0.025194i,-0.006646-0.018496i,-0.0034527-0.012819i,-0.0017096-0.0037647i,0.002431+0.006669i,0.0087646+0.016734i
0.09659-0.068006i,0.20061-0.096101i,0.27105-0.072846i,0.26544-0.0044157i,0.25801+0.052969i,0.29888+0.037564i,0.29218-0.049158i,0.19595-0.082034i,0.11392-0.021232i,0.094002+0.0074809i,0.06135-0.034268i,-0.0023389-0.065263i,-0.041967-0.053705i,-0.041421-0.020857i,-0.012531+0.0048466i,0.02028+0.0077405i,0.034418-0.0001781i,0.030467-0.010321i,0.017155-0.017754i,0.0071509-0.014715i,0.005258-0.00898i,0.002454-0.0077039i,-0.0064764-0.0060576i
