-0.001367-0.00026488i,-0.0011526-0.0011932i,-0.0012104-0.0013849i,-0.0012597-0.00087958i,-0.0020274+0.00058213i,-0.0021062+0.0010455i,-0.0018741+0.0010872i,-0.0012737+0.0015739i,3.4507e-05+0.0007633i,0.0012948-0.00011611i,0.0013638-0.00026149i,-0.00025584+0.00018159i,-0.0012591+0.00066719i,-0.00074286+0.00043841i,-0.00030164+0.0002172i,-0.00019997+0.00016143i,6.6886e-05+0.00045764i,-0.00012942+0.00067248i,6.0649e-05+0.00046171i,0.00088327-0.00037035i,0.00056866-0.0013384i,0.00024897-0.0016142i,-0.0001345-0.00084819i
0.0036291-0.016431i,0.023465-0.037215i,0.052367-0.047115i,0.063889-0.044168i,0.054959-0.045523i,0.035781-0.037423i,0.012473-0.017395i,-0.0039364-0.0018449i,-0.0059677+0.0074135i,-0.0019852+0.010478i,0.00024465+0.0099252i,0.0039477+0.0078168i,0.0083616+0.0043809i,0.0079984+0.0011112i,0.0056975-0.0014232i,0.0044596-0.0036274i,0.0022706-0.0040266i,0.00098818-0.0017007i,0.001538+4.316e-05i,0.0027285-0.00073387i,0.0034096-0.0010965i,0.0034543-0.00048374i,0.0027289+7.4118e-05i
0.0049732+0.019936i,-0.011749+0.043825i,-0.048093+0.046682i,-0.080468+0.005122i,-0.085725-0.046413i,-0.062825-0.065016i,-0.032007-0.047161i,-0.011258-0.017429i,-0.0022215-0.00015971i,-0.0010494+0.0030999i,-0.0016993+0.0022802i,-0.0018057+0.0017149i,-0.0029484+0.00015639i,-0.0037542-0.0016898i,-0.0025675-0.0015651i,-0.00096096-0.0013936i,-0.00044673-0.0014864i,-0.00093375-0.0008162i,-0.0014961+0.00055718i,-0.0019216+0.002326i,-0.00093906+0.0027973i,0.00019338+0.0020781i,0.00051076+0.0016505i
-0.011634-0.017357i,-0.011993-0.049142i,0.0010862-0.068872i,0.0028307-0.041369i,-0.019245+0.007593i,-0.03493+0.029514i,-0.025823+0.027083i,-0.0081532+0.016495i,0.0021943+0.0046001i,0.0060026-0.00092247i,0.0068728-0.0013094i,0.0056698-0.0028532i,0.0031439-0.0032619i,-0.00021052-0.0005628i,-0.0038147+0.001578i,-0.004004+0.0021474i,-0.0010651+0.00078875i,0.00031841-0.0017388i,0.00065056-0.0033242i,0.00013358-0.003898i,-0.0016118-0.0024193i,-0.001789-0.0005062i,-0.0010504+0.0001322i
0.022366+0.019151i,0.040224+0.057177i,0.037092+0.10351i,0.02085+0.11777i,0.011579+0.097472i,0.0052473+0.067052i,0.0033189+0.029671i,0.0078012-0.00032228i,0.0089096-0.012723i,0.0036868-0.013977i,-0.0010255-0.011688i,-0.0044233-0.0083467i,-0.0060146-0.0016631i,-0.0028468+0.0035969i,0.00063252+0.0035187i,0.00078378+0.0030942i,0.0010567+0.0046429i,0.0029985+0.0045104i,0.0043731+0.0030954i,0.0033256+0.0023937i,0.00078523+0.00028155i,-0.0011227-0.0018858i,-0.0015956-0.0015015i
-0.030527-0.011906i,-0.057135-0.046494i,-0.045954-0.09278i,0.015221-0.10228i,0.075371-0.061585i,0.091777-0.022676i,0.06647-0.0077747i,0.032274-0.0030632i,0.011442+0.00098009i,0.0068345+0.0032023i,0.0064447+0.0019013i,0.0039112-0.0014607i,0.0043187-0.0043281i,0.0061019-0.0043021i,0.0052363-0.0036169i,0.0022557-0.0036281i,-0.0001679-0.0030182i,-0.001427-0.0012998i,-0.0020662+0.00032064i,-0.0021849-0.00032568i,-0.0013849-0.0016885i,-0.00067916-0.00087345i,-0.0010986-0.00069241i
0.032987+0.0011949i,0.077785+0.020914i,0.094175+0.047196i,0.05803+0.036148i,0.012678-0.016787i,-0.015869-0.043875i,-0.02997-0.031305i,-0.031678-0.010654i,-0.025276+0.0038033i,-0.018608+0.0089049i,-0.012782+0.0094673i,-0.0055749+0.009565i,0.00023793+0.0064753i,0.0026363+0.00097808i,0.0038484-0.0035385i,0.0045546-0.0062026i,0.0025048-0.0067917i,0.00017123-0.0052479i,0.00030085-0.0023343i,0.0009405-0.00056791i,0.0013735-0.00029554i,0.001209-0.00027458i,0.00072443+0.00068146i
-0.039289+0.01322i,-0.097508+0.0057498i,-0.14646-0.024276i,-0.15056-0.059057i,-0.12854-0.072005i,-0.089089-0.067011i,-0.046731-0.043995i,-0.021566-0.015239i,-0.0081731-0.00074043i,-8.2848e-05-0.00010512i,0.0024344-0.0028419i,0.00065139-0.0036656i,-0.0038042-0.0047026i,-0.0075845-0.0040822i,-0.0079974+0.00021281i,-0.0054725+0.0037755i,-0.0029319+0.0042288i,-0.0022802+0.0024186i,-0.0023627+0.00082647i,-0.0022114+0.0011996i,-0.001039+0.0014305i,0.00032494+0.001081i,-0.00018352+0.00051874i
0.033634-0.026834i,0.092251-0.036711i,0.13576-0.015056i,0.10574+0.043384i,0.036113+0.09267i,-0.011753+0.096904i,-0.020623+0.069369i,-0.0089664+0.034856i,0.00034936+0.0093301i,0.0016658-0.00071017i,0.0012454-0.0012572i,0.0019086-0.00084873i,0.0016632+0.00022382i,0.00056451+0.0015234i,-0.0013586+0.0011849i,-0.0035144+0.0013399i,-0.0024495+0.0015526i,0.00099713+0.00044745i,0.001885-0.00058419i,0.00086914-0.00083049i,0.00012171+0.00015142i,0.00011689+0.0012971i,0.0020463+0.00016713i
-0.027119+0.040124i,-0.073997+0.076864i,-0.10887+0.099864i,-0.073202+0.080509i,-0.0005049+0.041967i,0.037251+0.018082i,0.038593-0.0011571i,0.032588-0.013731i,0.026449-0.01414i,0.018041-0.011528i,0.0091782-0.010238i,0.0020157-0.0070385i,-0.00016333-0.00058812i,0.0023642+0.0047162i,0.004631+0.0060528i,0.0041198+0.0047878i,0.0036077+0.0028552i,0.0038256+0.0024774i,0.0031711+0.0024141i,0.0011608+0.00097352i,-8.0533e-05-0.00019111i,9.5558e-05+0.0010115i,-2.9915e-05+0.0031465i
0.010283-0.046966i,0.047506-0.10792i,0.10629-0.16099i,0.14315-0.15547i,0.14719-0.096615i,0.12841-0.045183i,0.083906-0.017993i,0.037559-0.0030577i,0.0093163+0.0051502i,-0.00048054+0.0092585i,-0.00020609+0.0084176i,0.0016122+0.0038685i,0.0029891-0.0011065i,0.00247-0.0040819i,0.00098082-0.005857i,-0.00066404-0.0072272i,-0.0024461-0.0068906i,-0.0039509-0.0057732i,-0.0042553-0.0049912i,-0.0021974-0.0037687i,-8.1608e-05-0.003093i,-0.0004502-0.0033687i,-0.0012539-0.0038786i
0.0064768+0.055751i,-0.0029341+0.12228i,-0.041672+0.16889i,-0.087952+0.12151i,-0.11066+0.0070307i,-0.11278-0.053835i,-0.091318-0.047446i,-0.056871-0.029019i,-0.031507-0.015899i,-0.019446-0.0081826i,-0.0125-0.0032914i,-0.0058911-0.00079215i,-0.0016216-0.0013722i,0.00042213-0.0031998i,0.0022582-0.0033906i,0.0036759-0.003376i,0.0035834-0.0041887i,0.0029958-0.0033679i,0.0039706-0.0032424i,0.0038584-0.0035093i,0.0021043-0.00183i,-1.4964e-05-0.00017251i,-0.0022228+0.0010105i
-0.032335-0.053911i,-0.058723-0.12281i,-0.068495-0.17951i,-0.068733-0.15453i,-0.078056-0.064901i,-0.059688-0.014338i,-0.027342-0.0074564i,-0.012863+0.00036709i,-0.0056846+0.006956i,0.0017782+0.0068955i,0.0037058+0.0040832i,0.00055815+0.00076275i,-0.0025437-0.0021587i,-0.0050752-0.0010613i,-0.0060678+0.0031443i,-0.0051161+0.0062168i,-0.0040323+0.0074165i,-0.0025479+0.0064375i,-0.00093706+0.0049252i,0.00037257+0.0035032i,7.5731e-05+0.0017468i,-0.00094543-0.00037062i,-0.0014522-0.0035546i
0.045758+0.045575i,0.10199+0.114i,0.12748+0.18988i,0.093664+0.21832i,0.040857+0.18734i,-0.0097196+0.14493i,-0.030825+0.10311i,-0.01988+0.05727i,-0.0067477+0.021249i,-0.0018713+0.0044693i,-0.00064175+0.00096485i,0.00093078+0.0016422i,0.0027613+0.0027419i,0.0033595+0.0021961i,0.0026881+0.00056455i,0.0016264-0.00049797i,0.00099135-0.00071808i,0.00088918-0.00031793i,0.00028128+0.00027345i,-0.0013614+0.00063711i,-0.0013473+0.0011007i,0.0010366+0.0022304i,0.0052188+0.0047167i
-0.057565-0.032084i,-0.13259-0.079605i,-0.16028-0.12611i,-0.081472-0.13815i,0.032997-0.11584i,0.093927-0.089305i,0.083014-0.066364i,0.047658-0.03703i,0.027249-0.013689i,0.018144-0.0081746i,0.0095073-0.0084073i,0.0011721-0.005013i,-0.00247-0.00021447i,-0.0010577+0.0033099i,0.00026585+0.0050814i,0.00061413+0.004309i,-6.315e-05+0.002505i,-0.0020104+0.0020118i,-0.0026607+0.0010197i,-0.0011451-0.00044826i,-0.00016267-0.0012411i,-0.0021658-0.00085598i,-0.0045984-1.8433e-05i
0.065777+0.013534i,0.16122+0.024204i,0.23131+0.017862i,0.20741-0.010804i,0.14106-0.031599i,0.086827-0.022124i,0.051099-0.0011565i,0.026996+0.0053426i,0.0066859+0.0016336i,-0.0026943+0.00031204i,-0.00021213+0.00051937i,0.0038602-0.0015143i,0.0034586-0.0052755i,-0.00071659-0.0083889i,-0.0050757-0.0093432i,-0.006828-0.0083063i,-0.0059729-0.0070852i,-0.0047552-0.0080999i,-0.0028108-0.0078946i,-0.00060562-0.0046971i,0.0010824-0.0013861i,0.0028395-7.5479e-05i,0.0036405-0.00079491i
-0.07204+0.0094364i,-0.1689+0.025266i,-0.25351+0.045229i,-0.26037+0.030895i,-0.22231-0.027686i,-0.17538-0.068139i,-0.11722-0.068413i,-0.059448-0.054144i,-0.0229-0.034645i,-0.010995-0.015734i,-0.010178-0.0043417i,-0.0084989-0.00090331i,-0.0031208-0.0020198i,0.0030456-0.0031571i,0.0066434-0.0038914i,0.0075148-0.0039769i,0.0072972-0.0030407i,0.0075518-0.00068985i,0.0083224+0.0012615i,0.0054658+0.00068826i,-3.1878e-05+0.00067703i,-0.0040122+0.0023347i,-0.0051309+0.0033825i
0.065287-0.031596i,0.14164-0.072809i,0.18508-0.10933i,0.13434-0.071109i,0.049109+0.036264i,0.020946+0.08968i,0.02731+0.064024i,0.01866+0.03277i,0.0071691+0.022924i,0.0070247+0.019242i,0.0070182+0.010178i,0.0028243+0.0019566i,-0.0014569+0.0012349i,-0.0039894+0.00546i,-0.0029195+0.010132i,0.0011945+0.010618i,0.0022615+0.0077965i,-0.00019569+0.0048784i,-0.0021556+0.0039253i,-0.001551+0.0029536i,0.0011178-0.0011666i,0.0049032-0.0054149i,0.007326-0.0073431i
-0.054582+0.046559i,-0.10587+0.12131i,-0.12508+0.20403i,-0.077727+0.21875i,-0.023648+0.14989i,-0.031897+0.087856i,-0.057084+0.064724i,-0.049541+0.045803i,-0.030244+0.021216i,-0.017787+0.0052485i,-0.0090462+0.0044188i,-0.0020878+0.0063127i,0.0015269+0.0033341i,0.0016494-0.00055848i,3.7497e-05-0.0023653i,-0.0019738-0.002305i,-0.002138-0.0017098i,-0.0013034-0.0012225i,-0.00043633-0.0018815i,-0.0009275-0.0023987i,-0.0010127-0.00095848i,0.00034179+0.0018364i,0.00010372+0.0049213i
0.03856-0.066586i,0.067163-0.15414i,0.085052-0.24625i,0.096091-0.27125i,0.12196-0.22072i,0.1427-0.16363i,0.11037-0.11669i,0.053971-0.063567i,0.02459-0.025222i,0.017251-0.01678i,0.011317-0.017709i,0.0043867-0.012712i,0.0005886-0.0052448i,-0.00012892-0.00071958i,-0.00063224+0.00064802i,-0.00096876+0.00078036i,-0.0013264+0.00088692i,-0.0025237-0.00063622i,-0.0027449-0.0017714i,-0.0014781-0.0013101i,-0.00057128-0.0021924i,-0.0016222-0.0041267i,-0.0044193-0.0054032i
-0.023438+0.071179i,-0.017396+0.15642i,0.010842+0.20659i,0.025596+0.15636i,-0.0028179+0.060582i,-0.038549+0.025719i,-0.0294+0.037377i,-0.0026024+0.030846i,0.0027384+0.012373i,-0.0025428+0.0080105i,-0.001374+0.010505i,0.0027759+0.0075354i,0.0021063+0.00025105i,-0.0011076-0.0062141i,-0.0057727-0.0095354i,-0.010646-0.0087785i,-0.0086121-0.0053142i,-0.0014497-0.0033417i,0.0025377-0.0022037i,0.0011887+0.00096238i,-0.0017849+0.005703i,-0.0010107+0.0095457i,0.0026993+0.010064i
-0.0018401-0.081869i,-0.040332-0.15859i,-0.11816-0.18813i,-0.17692-0.13624i,-0.16576-0.074227i,-0.11076-0.065127i,-0.064441-0.072822i,-0.027322-0.05471i,0.00087536-0.027014i,0.0066196-0.012789i,0.00014875-0.010915i,-0.0037854-0.0096721i,-0.0015332-0.004044i,0.0058703+0.0016158i,0.012678+0.00088377i,0.013792-0.0040362i,0.009156-0.0051506i,0.0029532+0.0010974i,0.00023233+0.0064245i,-0.00083124+0.0043878i,-0.0037903-0.0010528i,-0.0063871-0.0037209i,-0.0060835-0.0042129i
0.021382+0.083891i,0.074523+0.15122i,0.14317+0.17298i,0.15578+0.15712i,0.10382+0.1693i,0.064197+0.18042i,0.061546+0.13464i,0.041008+0.065913i,0.01028+0.031445i,0.0042941+0.025824i,0.011363+0.020515i,0.012004+0.011119i,0.0036893+0.0043676i,-0.005339+0.0058988i,-0.006447+0.012393i,-0.001167+0.014959i,0.0013869+0.010996i,-0.00017823+0.002607i,-0.0020858-0.002851i,-0.00063242-0.00239i,0.0045022-0.0016253i,0.0081719-0.0020247i,0.0090622-0.0023868i
-0.039947-0.077936i,-0.098529-0.12269i,-0.14591-0.092794i,-0.11712-0.023572i,-0.049559-0.019851i,-0.043375-0.053247i,-0.080758-0.046225i,-0.077759-0.020297i,-0.049058-0.021345i,-0.035446-0.027625i,-0.030117-0.015983i,-0.020697-0.0022118i,-0.0081656-0.00034936i,-0.00094232-0.0062657i,-0.00099187-0.010125i,-0.001491-0.0080818i,-0.00051506-0.0044244i,0.0010667-0.0022815i,0.0026162-0.0035509i,0.0017897-0.0052562i,-0.000668-0.0032297i,-0.0031003-0.00043116i,-0.0065694+0.00062541i
0.057469+0.065601i,0.12694+0.088469i,0.18223+0.015398i,0.17281-0.10847i,0.13535-0.1475i,0.1225-0.10972i,0.10548-0.075882i,0.062036-0.050791i,0.02847-0.019891i,0.020175-0.0028694i,0.016483-0.0024365i,0.010342-0.0017771i,0.0060679+0.0018422i,0.0044759+0.0040281i,0.0041725+0.0045424i,0.0029804+0.0050307i,0.0021396+0.0038771i,0.0028053-0.00056234i,0.0048592-0.0039267i,0.0061905-0.0032933i,0.0059814-0.0011878i,0.0055306+8.0032e-05i,0.0052368-0.00080806i
-0.082801-0.056493i,-0.1533-0.068742i,-0.18495-0.014487i,-0.15399+0.047779i,-0.12779+0.034026i,-0.12972+0.017106i,-0.098915+0.046889i,-0.038224+0.061841i,-0.0039813+0.043798i,-0.0043132+0.025934i,-0.010392+0.016838i,-0.0095329+0.0094815i,-0.0045605+0.002984i,-0.0017136-0.0012454i,-0.0042883-0.0049101i,-0.0098347-0.0070365i,-0.011517-0.0036987i,-0.0071346+0.0046255i,-0.0032528+0.011131i,-0.003837+0.011246i,-0.0061849+0.008754i,-0.0063946+0.0074154i,-0.0041028+0.0078687i
0.093693+0.035043i,0.15684+0.032701i,0.13827-0.013437i,0.039286-0.047311i,-0.01026-0.023878i,0.026276-0.023994i,0.038219-0.057314i,0.013884-0.046253i,0.012753-0.011125i,0.025469-0.0050254i,0.0282-0.016227i,0.021797-0.021021i,0.01136-0.01339i,0.0061026-0.0019775i,0.0094792+0.0012644i,0.012038-0.0024023i,0.0071362-0.0048534i,-0.0011123-0.0035256i,-0.0062118-0.0010819i,-0.0059958-0.0011706i,-0.0027116-0.0041382i,-5.5843e-05-0.006406i,0.0017977-0.0074393i
-0.10665-0.010208i,-0.16772+0.015523i,-0.13516+0.074167i,-0.022137+0.13318i,0.034144+0.15666i,0.013094+0.15381i,0.012261+0.11806i,0.01789+0.044904i,-0.0028975-0.0033713i,-0.014366+0.00074967i,-0.0083238+0.013878i,-0.0032061+0.014307i,-0.0043586+0.006699i,-0.0086396+0.0023411i,-0.0099021+0.0059742i,-0.0055618+0.0092946i,0.00061902+0.0055806i,0.0043093-0.0010901i,0.0036052-0.0048639i,0.00092297-0.003361i,-7.0926e-05+0.0015433i,-0.00019021+0.0044537i,-0.0010034+0.0050793i
0.11532-0.024953i,0.17879-0.064044i,0.15856-0.093868i,0.073396-0.094322i,0.024363-0.095025i,0.0041174-0.11382i,-0.039657-0.10753i,-0.05409-0.06536i,-0.029364-0.043226i,-0.018452-0.042891i,-0.020648-0.030556i,-0.016397-0.016525i,-0.0062228-0.010757i,0.0021998-0.010959i,0.004009-0.013818i,0.0028254-0.011712i,0.0022986-0.00784i,0.0015995-0.0075935i,0.0027927-0.0084343i,0.0037674-0.0096147i,0.0010166-0.010203i,-0.0022829-0.0093555i,-0.0040782-0.0083453i
-0.11097+0.057928i,-0.16315+0.11207i,-0.12929+0.096895i,-0.035184+0.0013101i,0.021463-0.050229i,0.037471-0.0065458i,0.060699+0.031506i,0.058759+0.020734i,0.02797+0.019546i,0.011468+0.030143i,0.0075376+0.026443i,0.003109+0.020857i,0.0020236+0.017577i,0.0052159+0.014227i,0.0085778+0.012136i,0.0064842+0.0092683i,0.0033878+0.0070914i,0.0052932+0.005613i,0.0089125+0.0046137i,0.010405+0.0050125i,0.0092808+0.0051631i,0.0065526+0.0053468i,0.0054166+0.0053749i
0.090976-0.09366i,0.12457-0.17658i,0.079864-0.17948i,-0.018996-0.094176i,-0.091253-0.048595i,-0.11203-0.05067i,-0.10154-0.0091894i,-0.059724+0.045071i,-0.017523+0.049467i,-0.0053492+0.026199i,-0.0053278+0.0077766i,-0.0029618-0.0039179i,-0.0025389-0.0065189i,-0.0069415-0.003573i,-0.011611-0.0028026i,-0.010907-0.0023618i,-0.0081668+0.00096027i,-0.0088768+0.0062643i,-0.011405+0.0098394i,-0.011784+0.0079459i,-0.009267+0.0038814i,-0.0063795+0.0006751i,-0.0046286-0.0011605i
-0.065862+0.1186i,-0.078249+0.22533i,-0.058096+0.24146i,-0.031652+0.15794i,0.00083926+0.096898i,0.047967+0.055296i,0.060479-0.016444i,0.02001-0.048839i,-0.0040541-0.030293i,0.0074427-0.016401i,0.019592-0.010904i,0.02002-0.0042377i,0.013268-0.0026171i,0.0079391-0.0045824i,0.0088607-0.00627i,0.0092831-0.0069565i,0.0049642-0.0066056i,0.0011945-0.0071653i,-0.0008676-0.007736i,-0.00069862-0.0053617i,0.003385-0.0021199i,0.0071987+0.00063642i,0.0095262+0.001323i
0.026043-0.13511i,0.0061547-0.23961i,-0.008561-0.22836i,0.022727-0.091373i,0.040398+0.016245i,-0.0026291+0.04002i,-0.024865+0.038432i,0.0076488+0.008285i,0.017894-0.027515i,0.0011045-0.026053i,-0.0087191-0.01541i,-0.0131-0.013819i,-0.010802-0.011493i,-0.0069142-0.0047709i,-0.0072123+0.0018736i,-0.0042536+0.0032164i,0.00023412+2.2564e-05i,0.0012971-0.0021824i,0.0008857-0.0028542i,-0.00083115-0.0042778i,-0.0048304-0.003404i,-0.0078267-0.0013128i,-0.0091189+0.0015053i
0.020744+0.1319i,0.08619+0.22516i,0.13939+0.20591i,0.12044+0.072451i,0.091313-0.038158i,0.090714-0.069647i,0.059534-0.067951i,0.0089366-0.03582i,0.0005752-0.0015682i,0.0075-0.0018778i,0.0031935-0.0039161i,0.0036737+0.0017554i,0.0065568+0.0017406i,0.0074853-0.0036392i,0.0057757-0.010135i,-0.00125-0.010568i,-0.0058127-0.0058447i,-0.0028554-0.0037524i,0.0029707-0.0037995i,0.0079504-0.0050492i,0.0084495-0.0083422i,0.0051551-0.0091864i,0.0023941-0.0081033i
-0.057579-0.12181i,-0.15677-0.19445i,-0.22259-0.19401i,-0.18394-0.14112i,-0.12263-0.084181i,-0.093051-0.015221i,-0.046445+0.041089i,-0.0048184+0.0399i,-0.0059789+0.023411i,-0.0082312+0.026098i,-0.003799+0.021771i,-0.0092514+0.01444i,-0.010391+0.0125i,-0.0047462+0.013095i,0.0026785+0.015814i,0.0081446+0.011656i,0.0088597+0.004176i,0.0078881+0.004683i,0.0050524+0.010065i,0.00025095+0.012487i,-0.002623+0.011425i,-0.0029823+0.0098639i,-0.0025685+0.0089277i
0.080497+0.090941i,0.19333+0.11884i,0.23978+0.08211i,0.13752+0.0405i,0.0041622+0.020961i,-0.049057-0.014252i,-0.062678-0.031595i,-0.058718-0.0063495i,-0.034797+0.010894i,-0.020403+0.0064322i,-0.0078279+0.0048008i,0.0090893+0.0015677i,0.0091698-0.0018262i,-0.0027517-0.0036174i,-0.011451-0.0062987i,-0.010058-0.00021598i,-0.0022956+0.0069837i,-0.0012274+0.004903i,-0.0072741-0.00075249i,-0.0099977-0.0040823i,-0.0072137-0.0038995i,-0.0024679-0.0035928i,0.00209-0.0061527i
-0.096066-0.05829i,-0.20435-0.028164i,-0.25162+0.071262i,-0.17254+0.13892i,-0.061458+0.13669i,-0.00029612+0.11323i,0.028238+0.062107i,0.025223+0.001121i,0.0095558-0.026315i,0.0056613-0.028282i,0.00088863-0.020996i,-0.0044397-0.010127i,-0.0022597-0.0070446i,0.0056756-0.0079041i,0.012143-0.0064098i,0.0085548-0.009054i,0.00066966-0.012125i,-0.0019151-0.0096226i,-0.0003157-0.0064712i,0.0011553-0.0038769i,0.0026672+0.0017424i,0.0046642+0.006894i,0.0054506+0.0078588i
0.096919+0.027691i,0.17746-0.039759i,0.2089-0.15866i,0.17892-0.19799i,0.13644-0.14947i,0.085735-0.11026i,0.034933-0.064563i,0.03591-0.017401i,0.048092-0.0057169i,0.031182-0.0033274i,0.018829-0.00444i,0.01236-0.012902i,0.0068615-0.010149i,0.0044375-0.00025079i,-0.0015282+0.0049266i,-0.0044707+0.0069636i,-0.0027596+0.0064418i,-0.0011578+0.0042624i,0.0022881+0.00074411i,0.0048871-0.003901i,0.0023366-0.0071408i,-0.0022095-0.0080166i,-0.0065101-0.0078376i
-0.079776-0.0046258i,-0.10525+0.076525i,-0.061277+0.1801i,0.00061549+0.15666i,0.02584+0.035956i,0.039735-0.020918i,0.04568-0.025013i,0.014507-0.015168i,-0.0088724+0.010675i,-0.0027296+0.014091i,-0.0066644+0.0062199i,-0.013747+0.010585i,-0.013393+0.0088918i,-0.0093103+0.0017543i,-0.0012127-0.0032338i,-0.0022687-0.0073001i,-0.0098657-0.0053443i,-0.0073871+0.00097323i,0.0014604+0.0054605i,0.0073684+0.0060739i,0.0099099+0.0024506i,0.0080305-0.0013662i,0.0068825-0.0019849i
0.06534-0.0037085i,0.038305-0.080234i,-0.072957-0.18852i,-0.1626-0.1974i,-0.16948-0.097126i,-0.14546-0.018751i,-0.11125+0.0053877i,-0.072733+0.002989i,-0.049967-0.0045147i,-0.029244-0.0023089i,-0.0074231-0.0071655i,-0.00069049-0.013843i,0.00073288-0.010121i,0.00077053-0.0047135i,-0.0013916+0.0014489i,0.0062478+0.0049579i,0.015969+0.0016942i,0.012499-4.2488e-05i,0.00099256+0.0021593i,-0.0074591+0.0023703i,-0.010685+0.0018606i,-0.0098682+0.001939i,-0.0083918+0.0037368i
-0.058547-0.0066643i,0.003398+0.035981i,0.14217+0.10569i,0.19801+0.1511i,0.12886+0.1445i,0.064786+0.098757i,0.030757+0.034137i,0.004495+0.0041641i,-0.0011552+0.0026704i,-0.0040462+0.00027941i,-0.0031073+0.010121i,0.0086047+0.019355i,0.009348+0.015386i,0.0011084+0.0059711i,-0.0043186-0.0044674i,-0.008525-0.0055808i,-0.0093538+9.1289e-05i,-0.0077788-0.0014286i,-0.0074054-0.0066025i,-0.0066051-0.0064538i,-0.0030311-0.0023719i,0.0020258+0.00018857i,0.0060211-0.0002506i
0.060466+0.016839i,-0.011109+0.037817i,-0.16862+0.06621i,-0.22868+0.065948i,-0.13405+0.024196i,-0.045556+0.0018777i,-0.006907+0.030242i,0.021755+0.0353i,0.028705+0.011247i,0.020219+0.0031817i,0.0087345+0.0010533i,-0.0014116-0.0063484i,0.0021777-0.0111i,0.010434-0.0077314i,0.011794-0.0016427i,0.010215-0.0047885i,0.0079885-0.012199i,0.0055236-0.011943i,0.0038668-0.0078253i,0.0021338-0.0030344i,-0.00020669+0.0018006i,-0.0016551+0.0035658i,-0.0043632+0.0032694i
-0.069007-0.018547i,-0.021977-0.098881i,0.12042-0.22182i,0.2008-0.28757i,0.13692-0.25137i,0.050601-0.17934i,0.0097947-0.11828i,0.0076134-0.061556i,0.01961-0.028099i,0.014736-0.014217i,0.0081284-0.0012538i,0.0060928+0.0054104i,-0.00097045+0.011292i,-0.0041569+0.014692i,-0.0019093+0.011924i,-0.0010261+0.014247i,-0.0025648+0.018893i,-0.001248+0.016861i,0.0044166+0.010547i,0.0088031+0.0032062i,0.0082282-0.00347i,0.0042635-0.0063526i,0.0014238-0.0094742i
0.104+0.015341i,0.11545+0.1174i,0.046601+0.26163i,-0.028905+0.29185i,-0.038786+0.19374i,-0.020999+0.10223i,0.0013912+0.049715i,0.0032011+0.012502i,-0.017906+0.0065225i,-0.021001+0.0053015i,-0.020414-0.010363i,-0.024404-0.018681i,-0.021312-0.023571i,-0.016011-0.024545i,-0.0096626-0.016647i,-0.0049593-0.011432i,-0.0035376-0.0094557i,-0.0013026-0.0055544i,0.001439-0.0021781i,0.0019149-0.00095817i,0.0011222-0.00075721i,0.00026991+0.001018i,0.0024524+0.0079799i
-0.13233+0.0059271i,-0.21284-0.090876i,-0.22575-0.24835i,-0.15626-0.27165i,-0.065709-0.12558i,-0.013652-0.0030963i,-0.02761+0.019644i,-0.054211+0.013036i,-0.040599+0.0041375i,-0.012472-0.009989i,0.0077506-0.016402i,0.019623-0.013101i,0.023491-0.0016129i,0.018427+0.0043031i,0.0053344+0.00042177i,-0.0013842+0.0015884i,0.00070524+0.0060759i,4.9386e-05+0.006393i,-0.0032044+0.003949i,-0.0042565+0.0018441i,-0.003753+0.0014073i,-0.0030385+0.0010815i,-0.0036437-0.0004527i
0.15553-0.047052i,0.29443+0.0096165i,0.38791+0.15167i,0.33898+0.22608i,0.19368+0.14811i,0.088854+0.027581i,0.059133-0.032891i,0.048214-0.032291i,0.037941-0.0061304i,0.030483+0.017571i,0.018909+0.028015i,0.0015003+0.02558i,-0.015521+0.015199i,-0.019318+0.0077632i,-0.010197+0.0025442i,-0.0051046-0.007678i,-0.0082524-0.01656i,-0.008967-0.017966i,-0.0057189-0.012379i,-0.0037254-0.0036702i,-0.0021772+0.0023956i,-0.00063083+0.0046528i,0.00231+0.0035202i
-0.15242+0.10177i,-0.32471+0.12097i,-0.48076+0.057787i,-0.47699-0.030281i,-0.32689-0.075211i,-0.18321-0.05369i,-0.08885+0.012316i,-0.017668+0.04092i,0.0013484+0.017507i,-0.013716-0.00097484i,-0.016016-0.0052956i,-0.002339-0.0053779i,0.01545-0.0018606i,0.022087+0.00026838i,0.019148+0.0036478i,0.020338+0.0084241i,0.020225+0.0091839i,0.013448+0.0094056i,0.0075184+0.0088864i,0.006078+0.004832i,0.0049737+0.0010247i,0.0010029-0.0016646i,-0.0062868-0.0040086i
0.13083-0.15613i,0.28632-0.26447i,0.42678-0.3153i,0.39582-0.28194i,0.20879-0.17902i,0.045719-0.075225i,-0.023296-0.042695i,-0.038985-0.043087i,-0.024047-0.028767i,-0.0035825-0.018763i,0.00059567-0.011738i,-0.0052036-0.0031714i,-0.014656+0.00022468i,-0.018352-0.00035328i,-0.01502-0.0023318i,-0.015006-0.00097176i,-0.014912+0.0033475i,-0.011105+0.0013846i,-0.0073139-0.0051205i,-0.0030304-0.0072694i,0.0010615-0.0068864i,0.0030379-0.0059764i,0.0081139-0.0045115i
