-0.00028027-0.0012065i,-0.00013239-0.00056151i,-0.0006459-6.8485e-05i,-0.0010057-0.00075297i,-0.0011808-0.00074584i,-0.0013993+0.00046778i,-0.00035858+0.0020015i,0.00097311+0.0020065i,0.0011911-8.8427e-05i,0.00068922-0.001203i,0.00065435-0.0006781i,0.0006662-0.00018845i,0.00035289-0.00037327i,-0.00010865-0.00024424i,-0.00039935-0.00039213i,-0.00043552-0.00052266i,-4.6169e-05-2.8682e-05i,-5.1829e-07-0.00032724i,0.00011154+9.5183e-05i,0.0002261+0.00071541i,-7.2484e-05-0.00048272i,-4.9464e-06-0.0011263i,0.00058545-0.0003292i
-0.052836+0.14346i,-0.07912+0.23176i,-0.053122+0.20891i,0.0098746+0.089035i,0.036941+0.010817i,0.019619-0.0050764i,-0.012421-0.025453i,-0.045942-0.040138i,-0.051516-0.026082i,-0.023195-0.011637i,6.5644e-05-0.01101i,0.0016123-0.012035i,0.0007852-0.0096347i,0.0048255-0.0097418i,0.0018196-0.011102i,-0.00557-0.0056189i,-0.0068469+0.0019838i,-0.0021034+0.0060814i,0.0018444+0.0044582i,0.0041847-0.0017839i,0.0036452-0.0041008i,0.00092053-0.00092747i,0.00012158+0.00059802i
0.20601-0.095506i,0.32895-0.21708i,0.29756-0.27379i,0.15605-0.18587i,0.099446-0.078312i,0.11277-0.070898i,0.05998-0.07889i,-0.01481-0.03388i,-0.02438+0.014305i,-0.001908+0.018002i,-0.0018912-0.0021711i,-0.013655-0.0034208i,-0.010297+0.005905i,-0.0031794+0.0054749i,-0.0006633+0.0030728i,0.0003253-0.0014188i,-0.0052118-0.0062695i,-0.013648-0.0052305i,-0.012824-0.0015681i,-0.0053738-0.00081435i,-0.0034264-0.0029507i,-0.0052818-0.00055259i,-0.0023606+0.0032371i
-0.068874-0.025595i,-0.15178+0.014628i,-0.19686+0.078291i,-0.17703+0.061735i,-0.16839-0.014187i,-0.18527-0.020076i,-0.13323+0.043029i,-0.030727+0.067491i,0.017384+0.025874i,0.00092079-0.010908i,-0.016574-0.010334i,-0.011573-0.0041315i,-0.0099254-0.011458i,-0.015426-0.0151i,-0.01474-0.0062806i,-0.0057122+0.0035755i,0.0058094+0.0041181i,0.012225-0.0013249i,0.011014-0.0044626i,0.0064475-0.00089727i,0.0052336+0.005519i,0.0087345+0.0046933i,0.0098145-0.0011874i
-0.099358-0.15504i,-0.17619-0.26427i,-0.1732-0.25975i,-0.06348-0.12356i,0.048495-0.0091218i,0.084229+0.016072i,0.071816+0.0048756i,0.05289-0.015149i,0.032266-0.019684i,0.020244-0.0036254i,0.020677+0.010567i,0.022095+0.0088348i,0.017529+0.0021609i,0.013079+0.0021624i,0.011722+0.00077997i,0.0085037-0.0024741i,0.0060416+0.0022247i,0.0072141+0.012045i,0.0077394+0.01649i,0.0049719+0.015421i,0.0018818+0.010805i,-0.0012687+0.0034025i,-0.005801+2.7529e-05i
-0.069913+0.24814i,-0.040066+0.47012i,0.043856+0.53117i,0.0712+0.35649i,0.026411+0.16599i,0.017657+0.086209i,0.040814+0.023144i,0.015199-0.028518i,-0.021067-0.020801i,-0.017861+0.0043986i,-0.001745+0.0053026i,-0.00027528+0.00065357i,-0.0048792+0.0072622i,-0.0035275+0.012512i,-0.001888+0.011027i,-0.0022113+0.008441i,-0.0010545+0.0039452i,-0.0022401-0.0028532i,-0.0072382-0.0069044i,-0.0085827-0.0066307i,-0.0033912-0.0069153i,0.00020768-0.0099523i,-0.00016032-0.011035i
0.07798-0.016008i,0.090553-0.10602i,0.041975-0.21746i,0.00038456-0.24993i,0.0038749-0.21462i,-0.019622-0.19277i,-0.074761-0.13142i,-0.071533-0.029416i,-0.021494+0.011546i,0.0036367-0.0026901i,0.00086372-0.0092174i,-0.0018288-0.0020803i,0.0041373+0.0030046i,0.010183+0.00052874i,0.0073783-0.0041015i,-0.0010839-0.0062336i,-0.0076381-0.0070806i,-0.0096816-0.0064195i,-0.0071759-0.0053926i,-0.0037841-0.0069469i,-0.0051018-0.0058032i,-0.0068839+0.0040018i,-0.0032698+0.013278i
0.18751+0.017105i,0.35782+0.015333i,0.40501+0.025546i,0.23928+0.076199i,0.033422+0.14817i,-0.037263+0.18885i,-0.015036+0.15158i,0.0059289+0.072737i,0.0010846+0.024984i,-0.011972+0.013348i,-0.016311+0.0076858i,-0.013335+0.0011572i,-0.010743-0.0015996i,-0.011936+0.00041848i,-0.0079166+0.0029364i,-0.00080021+0.0013088i,-0.0027669-0.0027721i,-0.0088624-0.0054605i,-0.0098703-0.0052374i,-0.0061217-0.0033651i,-0.0017149-0.0024426i,0.0023901-0.0047987i,0.0036786-0.0095951i
-0.14341-0.21033i,-0.36107-0.31257i,-0.5109-0.26094i,-0.40031-0.13669i,-0.1593-0.091458i,-0.026861-0.07697i,0.01303-0.027796i,0.035936-0.0029336i,0.032722-0.010737i,0.022298-0.0084009i,0.0226-0.0023234i,0.019732-0.0082478i,0.0082461-0.019214i,-0.0019474-0.024405i,-0.0062122-0.022036i,-0.0052402-0.014977i,0.0030606-0.0050072i,0.01575+0.0047935i,0.023198+0.0081741i,0.020352+0.0066973i,0.013697+0.0083173i,0.011356+0.0094184i,0.011327+0.0083983i
-0.055986+0.05133i,0.00021152+0.083195i,0.15511+0.060177i,0.26746+0.011965i,0.24643-0.013988i,0.1774-0.034571i,0.10256-0.057962i,0.023178-0.044083i,-0.0067321-0.0016743i,0.0054248+0.013652i,0.0050446+0.0071976i,-0.005775+0.0073932i,-0.0023875+0.011287i,0.0083283+0.011743i,0.013273+0.010266i,0.013435+0.010668i,0.011929+0.013187i,0.0066013+0.01465i,0.00024077+0.014816i,-0.001916+0.012213i,-0.0026887+0.0035309i,-0.0098948-0.0081024i,-0.021597-0.01362i
-0.11126+0.14112i,-0.19548+0.31818i,-0.23398+0.42207i,-0.22885+0.2974i,-0.2411+0.076767i,-0.25372-0.02345i,-0.18965-0.019035i,-0.087349-0.016893i,-0.033375-0.028181i,-0.020796-0.029045i,-0.012724-0.02314i,-0.0066311-0.012861i,-0.0071715-0.00061263i,-0.0085901+0.0064635i,-0.010664+0.0094904i,-0.012637+0.0092055i,-0.01106+0.0034038i,-0.007814-0.0069266i,-0.0081957-0.014735i,-0.0098822-0.013024i,-0.0057403-0.0046218i,0.004313+0.0037035i,0.015757+0.0064799i
0.20338+0.037711i,0.36254-0.093885i,0.3769-0.30638i,0.23817-0.32761i,0.1462-0.10824i,0.15458+0.057402i,0.13339+0.06524i,0.07659+0.042661i,0.042185+0.026313i,0.01673+0.0142i,0.0018775+0.019119i,0.0028271+0.021081i,0.0042691+0.01138i,0.0034338+0.0020839i,0.0035123-0.0036957i,0.0028953-0.008693i,-0.0011051-0.010713i,-0.0059755-0.0064566i,-0.0053061+0.00090066i,-0.0039368+0.003838i,-0.0076385+0.0033398i,-0.012559+0.0056958i,-0.015811+0.011439i
0.046914-0.084607i,0.053348-0.069334i,0.047808+0.088213i,0.031491+0.23659i,0.017952+0.20618i,0.012963+0.11134i,0.0077878+0.06389i,-0.0018424+0.033314i,-0.014957+0.015579i,-0.016867+0.015086i,-0.0067729+0.010021i,0.00038625-0.0032591i,-0.0023286-0.0092682i,-0.0071409-0.0034452i,-0.0065727+0.0031226i,-0.0028027+0.0037192i,0.00031224+0.00085693i,0.0036031-0.0017844i,0.0041281-0.0037203i,0.0038827-0.0052114i,0.0078693-0.0063327i,0.014785-0.011263i,0.019494-0.020048i
-0.058811-0.10258i,-0.19574-0.20356i,-0.32326-0.28431i,-0.26291-0.30246i,-0.082187-0.3046i,-0.0062799-0.31565i,-0.029657-0.2513i,-0.031356-0.12863i,0.00072371-0.044775i,0.023331-0.017017i,0.022472-0.012066i,0.0097572-0.0062919i,0.0036838-0.0033133i,0.0050737-0.0096968i,0.0051556-0.013923i,0.0049674-0.010273i,0.0058127-0.0021245i,0.006576+0.0059818i,0.0085866+0.0067506i,0.0095626+0.0029659i,0.0047807+0.0022855i,-0.0049631+0.0070119i,-0.010502+0.014323i
-0.13146+0.04454i,-0.089662+0.16095i,0.12782+0.2601i,0.2607+0.22295i,0.1056+0.13784i,-0.083844+0.14112i,-0.095012+0.14415i,-0.04493+0.084273i,-0.026156+0.035125i,-0.010895+0.012176i,-0.0048343-0.0058652i,-0.0081508-0.00905i,-0.0037823+0.00035011i,0.0045935+0.010167i,0.0092298+0.012606i,0.0058613+0.0079111i,-0.0026124+0.0021122i,-0.0090705-0.0041798i,-0.011278-0.0053151i,-0.0092573-8.9816e-05i,-0.0046959+0.00071956i,-0.0020536-0.0069734i,-0.0041148-0.017856i
0.04015+0.12421i,0.020122+0.19039i,-0.12476+0.16437i,-0.26575+0.073155i,-0.22238+0.02528i,-0.095116+0.021619i,-0.028264+0.0090529i,-0.0069383-0.014316i,-3.2094e-05-0.028969i,-0.0058462-0.024497i,-0.0048166-0.0093375i,0.0029166+0.0015683i,0.00051331+0.0044097i,-0.0096155+0.0015618i,-0.016927-0.0025013i,-0.015917-0.0019718i,-0.0066188+0.0021331i,0.0051085+0.005661i,0.0099598+0.0056413i,0.0063346+0.0038115i,0.0025162+0.0066194i,0.0049652+0.014322i,0.012021+0.021767i
0.024446-0.033352i,0.11034-0.1655i,0.22064-0.30815i,0.25567-0.28185i,0.2271-0.10204i,0.23278+0.024956i,0.22023+0.035761i,0.14535+0.024993i,0.07003+0.025255i,0.023439+0.023837i,0.0036283+0.020974i,0.001588+0.007107i,0.00319-0.0093806i,0.0067482-0.015011i,0.0074977-0.013049i,0.0023001-0.0054382i,-0.003176+0.0025373i,-0.0069683+0.0060513i,-0.0070889+0.0079165i,-0.0046559+0.0079551i,-0.0020865+0.0026062i,-0.0027066-0.0069104i,-0.0088797-0.014745i
0.11197-0.033609i,0.091367+0.024961i,-0.029098+0.19392i,-0.11114+0.30562i,-0.10174+0.19789i,-0.12797+0.025039i,-0.1672-0.010587i,-0.12405+0.021214i,-0.058984+0.016535i,-0.026917+0.0036742i,-0.010651+0.0018285i,-0.0029432+0.00012094i,-0.0047862-0.00048855i,-0.0077304+0.0016124i,-0.0024934+0.0051789i,0.0088308+0.0038905i,0.017979-0.0053929i,0.016809-0.014383i,0.0060588-0.01665i,-0.0030694-0.013801i,-0.0044704-0.008418i,0.00049441-0.00056682i,0.009829+0.0050097i
-0.13558-0.034008i,-0.23659-0.083475i,-0.21844-0.16279i,-0.084647-0.21497i,0.012315-0.17824i,0.041402-0.10843i,0.043273-0.09509i,0.01582-0.094737i,-0.0049998-0.049473i,0.0079913-0.011877i,0.014168-0.0083801i,0.0017053-0.0041404i,-0.0051702+0.0046956i,-0.0019826+0.0071461i,0.0013791+0.0053446i,-0.0018681+0.0048786i,-0.010058+0.0097055i,-0.015273+0.012902i,-0.010399+0.0080613i,-0.0014316+0.0009526i,0.00041182-0.0030563i,-0.0072605-0.0036915i,-0.016709-0.0015519i
0.078444-0.001805i,0.21729+0.087765i,0.34131+0.20319i,0.32415+0.21344i,0.18741+0.12348i,0.058355+0.063705i,0.0093045+0.063267i,0.0041866+0.05709i,0.0014216+0.031596i,-0.0025667+0.013279i,-0.00075008+0.0092667i,0.0065839+0.014491i,0.013333+0.019603i,0.009474+0.015944i,-0.00043161+0.0054124i,-0.0083582-0.0086424i,-0.013369-0.022596i,-0.011416-0.024404i,-0.0042208-0.012998i,-2.6917e-05-0.0021766i,0.00078311+0.0035555i,0.0068107+0.0059825i,0.016555+0.0025431i
-0.14758+0.071229i,-0.27962+0.049539i,-0.3885-0.067364i,-0.39664-0.16892i,-0.2834-0.17331i,-0.14247-0.15176i,-0.074732-0.13102i,-0.041168-0.078569i,-0.0026773-0.034416i,0.012259-0.020742i,0.0070968-0.017868i,0.00012425-0.022282i,-0.0039169-0.026739i,0.0010722-0.023991i,0.0063352-0.014314i,0.011299+0.0036575i,0.023055+0.023112i,0.030673+0.029744i,0.025516+0.020061i,0.016268+0.007407i,0.0094108+0.00015088i,0.00067621-0.0037495i,-0.0094564-0.0027372i
0.097672-0.088418i,0.1872-0.18818i,0.24828-0.23057i,0.22575-0.162i,0.13447-0.035658i,0.066195+0.087546i,0.082333+0.14474i,0.10926+0.10166i,0.07194+0.038087i,0.026552+0.020989i,0.020271+0.016127i,0.022496+0.0011711i,0.014021-0.0082749i,0.0046848-0.0068902i,0.002299-0.001055i,-0.003783+0.0010102i,-0.018725-0.00126i,-0.026514-0.0015724i,-0.020526+0.0025951i,-0.0098668+0.009819i,-0.0010506+0.012376i,0.0048615+0.0058535i,0.0076681-0.0043176i
-0.041356+0.15037i,-0.13046+0.29059i,-0.20708+0.38645i,-0.18519+0.36332i,-0.10388+0.24271i,-0.055766+0.11735i,-0.066358+0.044487i,-0.087099+0.025385i,-0.065635+0.024458i,-0.03193+0.012031i,-0.026307+0.0060565i,-0.032411+0.014433i,-0.032569+0.020032i,-0.022987+0.017042i,-0.0072392+0.0058271i,0.0095255-0.006273i,0.02576-0.01488i,0.026565-0.02082i,0.0083937-0.018198i,-0.0076603-0.01152i,-0.015498-0.0075354i,-0.020605-0.0020835i,-0.019793+0.0074469i
0.11302-0.15419i,0.21432-0.24411i,0.27179-0.27125i,0.23319-0.23938i,0.15784-0.19654i,0.096776-0.17926i,0.0504-0.17079i,0.0104-0.13778i,-0.014378-0.083562i,-0.016347-0.04008i,-0.005395-0.018489i,0.012327-0.0058422i,0.02612+0.00071603i,0.019779+0.0007765i,1.3326e-05+0.0029498i,-0.018497+0.0093681i,-0.030564+0.018413i,-0.025548+0.023897i,-0.0067628+0.017578i,0.0047932+0.0047501i,0.0082786-0.0023056i,0.013385-0.0048877i,0.018331-0.0095552i
-0.015471+0.095164i,-0.022621+0.19474i,-0.0092006+0.25663i,0.0051565+0.23345i,-0.02879+0.15746i,-0.085806+0.097339i,-0.094666+0.091227i,-0.040152+0.086212i,0.0037498+0.039982i,0.00077497+0.0071115i,-0.0067092+0.0068065i,-0.01132+0.0086499i,-0.014461+0.0082532i,-0.0066872+0.003323i,-0.00058576-0.0071254i,0.0033924-0.019609i,0.006452-0.032999i,0.00078531-0.033485i,-0.0056903-0.018761i,-0.0050771-0.005366i,-0.0037556+0.0015253i,-0.0042858+0.0076217i,-0.0017009+0.01409i
-0.11859-0.16642i,-0.2129-0.33004i,-0.27598-0.3981i,-0.25643-0.3042i,-0.14808-0.15685i,-0.02534-0.053793i,0.029527-0.019201i,0.013903-0.013088i,-0.0036096+0.011398i,0.015398+0.023983i,0.03123-0.0028988i,0.02254-0.035827i,0.0026433-0.045012i,-0.010724-0.025223i,-0.0041924+0.0028132i,0.0087916+0.021741i,0.016238+0.033461i,0.020775+0.029131i,0.017333+0.010233i,0.010979-0.0036925i,0.0098027-0.0090927i,0.0060346-0.01692i,-0.004141-0.024785i
-0.02492+0.21883i,-0.0041926+0.35709i,0.052527+0.35087i,0.13173+0.19684i,0.17024+0.063784i,0.16058+0.025335i,0.1395+0.017437i,0.099844+0.0097451i,0.053312+0.016552i,0.027197+0.02711i,0.01472+0.034311i,0.006282+0.047528i,0.0070188+0.051352i,0.0088089+0.03156i,0.00010097+0.0046832i,-0.014663-0.012221i,-0.026196-0.016998i,-0.026382-0.0083423i,-0.015251+0.0053779i,-0.0037127+0.01142i,-0.0014299+0.01356i,-0.0046899+0.016229i,-0.0041868+0.017315i
-0.014555-0.078633i,-0.012336-0.11884i,0.0015382-0.11075i,-0.017042-0.074793i,-0.074167-0.072519i,-0.12912-0.099679i,-0.14393-0.084129i,-0.094881-0.035494i,-0.031113-0.021416i,-0.016773-0.031137i,-0.02825-0.024431i,-0.025232-0.019126i,-0.01428-0.019956i,-0.0026161-0.011984i,0.0071819-0.0037559i,0.014257+0.0023931i,0.022109+0.0060935i,0.022993+0.0016759i,0.012862-0.0021867i,-0.00019849+4.1259e-05i,-0.0069699+0.00080088i,-0.0054148-6.0972e-06i,-0.0032517-0.0019586i
0.21315+0.052163i,0.34415+0.10842i,0.35871+0.12098i,0.23782+0.0644i,0.090373+0.029852i,0.0079524+0.055951i,-0.00073951+0.061752i,0.01595+0.013022i,0.0081071-0.031902i,-0.0023024-0.023161i,0.01585+0.001359i,0.034988+0.0061976i,0.034893-0.00069506i,0.023324-0.010374i,0.0072671-0.010942i,-0.0055142-0.0042346i,-0.012809+0.00035201i,-0.012377+0.0052538i,-0.0055289+0.0074217i,-0.00039173+0.0043154i,0.0016449+0.0041404i,0.00735+0.0098103i,0.0187+0.01252i
-0.11295-0.17306i,-0.24597-0.29041i,-0.31374-0.26426i,-0.2331-0.088193i,-0.089501+0.036758i,-0.0040344+0.047471i,0.009276+0.042417i,-0.0047686+0.044549i,-0.014011+0.038083i,-0.0092223+0.023528i,-0.0069736+0.0018945i,-0.023433-0.014005i,-0.038853-0.0087895i,-0.031266+0.0079234i,-0.0091923+0.013761i,0.0094114+0.0072216i,0.015363-0.0039593i,0.005019-0.014154i,-0.0093196-0.015957i,-0.013153-0.010496i,-0.010579-0.0097089i,-0.01159-0.017735i,-0.016861-0.019765i
-0.00083159+0.089625i,0.028184+0.15529i,0.029057+0.14713i,0.0045587+0.052115i,0.012308-0.047492i,0.039912-0.11432i,0.018899-0.14029i,-0.035275-0.092919i,-0.034841-0.017802i,0.0054936-0.0022883i,0.015432-0.01962i,0.010759-0.01425i,0.015524-0.0077715i,0.0090074-0.015628i,-0.0070046-0.017305i,-0.018088-0.0097536i,-0.020094-0.0019776i,-0.010031+0.0024921i,0.00076061+0.0010872i,0.002923-0.0033634i,0.0018667-0.0038641i,0.0029895+0.00053551i,0.0057441+0.0014562i
-0.20174+0.052433i,-0.31546+0.09638i,-0.29676+0.093095i,-0.1609+0.052905i,-0.0728+0.027992i,-0.064768+0.025636i,-0.033076+0.020233i,0.021245-0.007158i,0.026971-0.030715i,-0.0030378-0.0185i,-0.020217+0.0083072i,-0.019058+0.022671i,-0.0072062+0.025454i,0.013616+0.020938i,0.027114+0.009146i,0.027965-0.0030707i,0.024215-0.0041078i,0.018762+0.0045906i,0.017071+0.0085593i,0.01651+0.0047538i,0.0073312+0.00090611i,-0.0072906+0.0017182i,-0.017505+0.0056525i
0.14462+0.032709i,0.3064+0.019032i,0.36423-0.0049512i,0.23483-0.007307i,0.079207+0.031326i,0.036143+0.088066i,0.049311+0.10768i,0.056994+0.08415i,0.038439+0.042009i,0.0080141+0.02485i,0.011451+0.02791i,0.029516+0.0096202i,0.014995-0.012087i,-0.012973-0.010133i,-0.024367+0.0032236i,-0.022433+0.014634i,-0.015891+0.016884i,-0.0076093+0.0096119i,-0.0010323+0.0035481i,0.0032788+0.0068674i,0.01089+0.011806i,0.0222+0.0087203i,0.026987-0.00070415i
-0.006175-0.070591i,-0.062543-0.075048i,-0.075447-0.046574i,-0.0074303-0.042183i,0.036574-0.075034i,0.0035779-0.069268i,-0.026451-0.013088i,-0.036328+0.022162i,-0.034839+0.039587i,-0.0076842+0.047332i,0.012345+0.030746i,0.0057194+0.012234i,0.0031597+0.0057331i,0.013245-0.001083i,0.016505-0.011838i,0.010275-0.023985i,0.0035007-0.031301i,-0.0040044-0.031649i,-0.012841-0.026181i,-0.017686-0.014611i,-0.01937-0.0030206i,-0.019432+0.0034371i,-0.013108+0.0054494i
0.095643-0.070698i,0.12629-0.12123i,0.11196-0.10372i,0.080538-0.037452i,0.050717-0.029846i,-0.007145-0.081492i,-0.071296-0.10253i,-0.07165-0.070181i,-0.024628-0.042603i,0.0083362-0.044455i,0.0053048-0.055241i,-0.011273-0.047724i,-0.015564-0.025235i,-0.013907-0.0029358i,-0.010584+0.01458i,-0.005259+0.022531i,-0.0058003+0.021716i,-0.0085791+0.020191i,-0.005712+0.019244i,0.0003794+0.01242i,0.0046073-0.0020246i,0.0039965-0.013919i,0.0027918-0.016003i
-0.034707+0.007751i,-0.10617+0.047198i,-0.14872+0.050461i,-0.14273+0.0090963i,-0.11593+0.015528i,-0.054822+0.046363i,0.015462+0.026049i,0.038877-0.018514i,0.027931-0.033021i,0.014802-0.02843i,0.0044355-0.0096717i,0.0029147+0.015573i,0.0061838+0.017923i,0.0081427+0.00073673i,0.007439-0.013745i,0.0032232-0.016521i,0.0009914-0.0081789i,0.0010935+0.005633i,-0.00072446+0.014621i,-0.0043189+0.014584i,-0.0081025+0.015526i,-0.0078211+0.022681i,-0.0055575+0.026187i
-0.060237+0.12642i,-0.012879+0.11583i,0.022196+0.044181i,0.017343+0.015192i,0.050529+0.022505i,0.099506+0.016866i,0.093728+0.015241i,0.053228+0.030473i,0.022928+0.031928i,-0.0026868+0.027136i,-0.01386+0.028934i,-0.0050647+0.024i,0.00018458+0.018499i,-0.0022132+0.022051i,-0.00026262+0.026685i,0.0062926+0.02668i,0.013675+0.02219i,0.018737+0.0087997i,0.020128-0.009352i,0.017115-0.022644i,0.0099398-0.029376i,0.002886-0.032151i,-0.0016907-0.030515i
-0.10583-0.088586i,-0.19469-0.099918i,-0.23923-0.059071i,-0.21994-0.0059904i,-0.17282+0.020938i,-0.12758+0.0087646i,-0.093383-0.0050369i,-0.057922+0.0015562i,-0.032619+0.0077861i,-0.018718+0.013505i,8.7556e-05+0.014084i,0.014724-0.003572i,0.011552-0.022496i,3.1004e-06-0.031241i,-0.014205-0.031875i,-0.025523-0.0271i,-0.025826-0.023176i,-0.017805-0.020831i,-0.012053-0.015932i,-0.007138-0.0028241i,0.0047411+0.01078i,0.014023+0.010231i,0.012533+0.0030983i
0.072443+0.16174i,0.16958+0.24238i,0.26226+0.1926i,0.26867+0.018098i,0.15662-0.12751i,0.021164-0.13668i,-0.02336-0.082183i,-0.0084469-0.061258i,0.0071512-0.051227i,0.02077-0.036622i,0.0099375-0.034678i,-0.024342-0.027288i,-0.034523-0.01027i,-0.014324+6.1351e-06i,0.0087609+0.00030038i,0.020702-0.0044268i,0.016066-0.0068364i,0.002715-0.0049033i,-0.0042352+0.00028766i,-0.0073443+0.0036365i,-0.017171+0.0034534i,-0.027492+0.0069884i,-0.024902+0.010485i
-0.036671-0.20307i,-0.11272-0.20489i,-0.11241-0.0013656i,0.0091529+0.18708i,0.10349+0.18059i,0.099592+0.11277i,0.077284+0.066129i,0.04536+0.024453i,0.00031163+0.016639i,-0.002865+0.033172i,0.027965+0.020917i,0.037858-0.0054155i,0.019186-0.007785i,0.0013021+0.0066446i,-0.00054858+0.01822i,0.0061854+0.020887i,0.01368+0.017504i,0.014567+0.017882i,0.010957+0.023735i,0.012603+0.02266i,0.016984+0.012305i,0.018349+0.0046785i,0.01655+0.0048454i
0.29186+0.099471i,0.44556+0.044732i,0.37478-0.12122i,0.13192-0.20219i,-0.019923-0.13295i,-0.037601-0.06149i,-0.036686-0.001278i,-0.014088+0.056786i,0.012873+0.04499i,-0.0065627+0.0098424i,-0.024949+0.029755i,-0.0053031+0.066409i,0.020579+0.064426i,0.024938+0.031479i,0.010701+0.0051595i,-0.0040537+0.00066113i,-0.010905+0.0072225i,-0.0089988+0.0071508i,-0.0062359-0.0046548i,-0.011634-0.011019i,-0.014298-0.0029802i,-0.0030178+0.0034364i,0.0093299-0.0036004i
-0.40031-0.16154i,-0.62278-0.21037i,-0.57712-0.14573i,-0.30038-0.041604i,-0.085426+0.0089082i,-0.042934+0.03107i,-0.065631+0.037088i,-0.073847+0.030467i,-0.046352+0.037343i,0.00079087+0.028465i,0.010567-0.018043i,-0.0097776-0.060976i,-0.015501-0.070811i,-0.0098479-0.055861i,-0.007203-0.039225i,-0.010245-0.034327i,-0.017494-0.034507i,-0.018323-0.029509i,-0.012254-0.017804i,-0.0052609-0.0084912i,-0.0018966-0.0087712i,-0.0041175-0.012162i,-0.0042832-0.0090213i
0.28098+0.10242i,0.4141+0.076451i,0.29832-0.024358i,0.045875-0.068627i,-0.068082-0.037917i,-0.017236-0.064728i,0.035496-0.13301i,0.042838-0.15294i,0.023843-0.12886i,-0.003832-0.074473i,-0.0007478-0.010187i,0.023753+0.021343i,0.029488+0.016882i,0.017215+0.0096435i,0.011232+0.0093111i,0.015968+0.0094985i,0.019512+0.010575i,0.014973+0.012864i,0.0045168+0.012627i,-0.0018187+0.0081074i,-0.0011107+0.0024248i,-0.0041345-0.0007954i,-0.013918-3.1857e-05i
-0.45117+0.16394i,-0.59968+0.39298i,-0.40043+0.4714i,-0.098862+0.252i,-0.016615+0.0061699i,-0.032758-0.02436i,0.00068493+0.028352i,0.024054+0.066629i,0.048137+0.084334i,0.0602+0.041434i,0.017573-0.0069412i,-0.039253-0.013427i,-0.066872+0.0058918i,-0.050617+0.028637i,-0.019968+0.029907i,-0.010255+0.021721i,-0.010212+0.021109i,-0.0058933+0.018485i,0.0035385+0.010961i,0.012043+0.0032163i,0.011032-0.0022967i,0.0050316-0.0036347i,0.00093059-0.0024996i
0.59137-0.2373i,0.83977-0.44425i,0.71371-0.45147i,0.37773-0.22688i,0.14785-0.046176i,-0.0078306-0.0033811i,-0.098597+0.034088i,-0.082318+0.035948i,-0.075418-0.0037255i,-0.072793+0.015447i,-0.0096992+0.042267i,0.051764+0.027488i,0.068444+0.0078169i,0.047651-0.0094001i,0.014645-0.010268i,0.00053244-0.00068438i,0.0022643-0.0046072i,0.0039146-0.014053i,0.0026054-0.017522i,-0.00357-0.012031i,-0.0077895-0.00015075i,-0.002413+0.00846i,0.0038692+0.0084831i
-0.36344+0.3256i,-0.53753+0.55885i,-0.45508+0.58939i,-0.21583+0.41235i,-0.056982+0.24861i,0.030558+0.15587i,0.063036+0.057889i,0.039356-0.01389i,0.025341-0.034422i,0.02088-0.037976i,-0.0092027-0.030245i,-0.049272-0.0077661i,-0.057521+0.011843i,-0.033356+0.0097329i,-0.016754-0.0078867i,-0.012853-0.015148i,-0.001791-0.012089i,0.010754-0.010183i,0.012319-0.0079941i,0.0092111-0.0031937i,0.0054708+0.0024515i,0.00019531+0.0076823i,0.0010142+0.010249i
0.14-0.52364i,0.06419-0.88644i,-0.13441-0.89472i,-0.20353-0.57051i,-0.062838-0.32854i,0.084045-0.26944i,0.14001-0.2359i,0.10978-0.17493i,0.047282-0.071588i,0.047163+0.0073956i,0.07913-0.0025509i,0.080429-0.041237i,0.052995-0.05728i,0.019076-0.038953i,0.01612-0.0062648i,0.03192+0.0020778i,0.024689+0.00087471i,0.0044291+0.014209i,-0.0048155+0.029777i,-0.0043307+0.032359i,-0.0030731+0.018501i,-0.0028162-0.0041034i,-0.0035946-0.020533i
-0.12694+0.49333i,0.04853+0.83252i,0.32612+0.76919i,0.39233+0.33734i,0.2075+0.032523i,-0.0048707+0.036041i,-0.089463+0.15508i,-0.043807+0.2169i,0.010391+0.14778i,-0.029581+0.05073i,-0.08512+0.038337i,-0.084276+0.058141i,-0.050576+0.061355i,-0.0065853+0.050885i,0.0099137+0.032156i,-0.0073451+0.023236i,-0.021708+0.020718i,-0.021499+0.012302i,-0.013463+0.0016144i,-0.0076628-0.0078324i,-0.0027626-0.011771i,0.0069682-0.0063972i,0.018349-0.0037759i
-0.065419-0.45773i,-0.28488-0.6797i,-0.41064-0.54214i,-0.30545-0.19235i,-0.16712-0.014556i,-0.14095-0.017994i,-0.167-0.035065i,-0.16491-0.033506i,-0.11642-0.021272i,-0.041668-0.012219i,0.0093315-0.02167i,0.025802-0.032121i,0.018465-0.034537i,-0.0025186-0.031154i,-0.017805-0.028709i,-0.027311-0.028158i,-0.028298-0.021136i,-0.015684-0.012417i,-0.0047435-0.01198i,-0.0036771-0.011161i,-0.0046226-0.0023279i,-0.0067623+0.005975i,-0.011369+0.011341i
