-0.0023687+0.00018763i,-0.0018116+0.0010837i,-0.00021147+0.0023943i,0.00077511+0.0019713i,0.00078969+0.001041i,-0.00026834+0.0019163i,-0.00040354+0.0019788i,0.00037886+0.0013961i,0.00043471+0.0014304i,0.0013447+0.0010132i,0.0016847+0.00013252i,0.0006128-0.00026737i,-0.00024026-0.00029902i,0.00030971-0.00056461i,0.0014709-0.00098078i,0.0013129-0.00099417i,0.0004859-0.00066195i,-1.1609e-05-0.00096308i,0.00016067-0.00077807i,-7.751e-05+0.00015538i,-0.00095184+0.0010159i,-0.00086997+0.0010915i,-0.0003169+0.00060434i
-0.0023418-0.00035301i,-0.0020829-0.0011648i,-0.0014551-0.00047788i,-0.00068026+0.00054332i,-0.00020226+0.00058627i,0.00018093+0.0005857i,0.00073641-0.00029012i,0.00050653-0.0011216i,0.00015382-0.00084505i,0.00063208-0.00028116i,0.00055673-0.00010291i,0.00078198+1.9107e-06i,0.0010655-0.00030436i,0.00082453-0.00092923i,0.00099374-0.00064357i,0.00075236+0.00050782i,0.00047562+0.00098307i,0.00035664+0.00074523i,0.00054278+0.00046086i,0.00062772+5.8468e-05i,0.00012955+0.00016253i,0.00017852+0.00052932i,0.00030386+0.0006667i
-0.001114+0.002647i,-0.0011567+0.0029438i,-0.00086938+0.002437i,-3.3474e-05+0.00081595i,-0.000297-3.007e-05i,-0.0012053-4.83e-05i,-0.0012573+3.7318e-05i,-0.0012693+8.1989e-05i,-0.00086956-0.00054566i,-0.0005293-0.00083714i,-0.00057553-0.0004113i,-0.00058101-0.00023511i,-0.00029602+5.6484e-05i,-0.00038376+0.00037927i,-0.00046391+0.00036203i,-0.00064159+8.3195e-06i,-0.00049023-0.00051831i,0.00010609-0.00038084i,-0.00036299-9.0269e-05i,-0.00065908-0.00026766i,0.00025701-0.00029272i,0.00048402-9.6068e-05i,0.00072969+0.0008838i
0.0016217+0.00046597i,0.0017682-0.00011903i,0.0015101-0.00065305i,0.0010353-0.00086977i,0.00036659-0.00082278i,-0.00039897-0.00027803i,-3.1518e-05+0.00042173i,0.00083125+0.00097163i,0.00082909+0.00039896i,0.00047408-0.0002173i,0.00043387-0.00026177i,-0.00030074-9.842e-05i,-0.00023233+0.00032654i,-0.00021285+0.00090902i,-0.00065833+0.00073386i,-0.00059489+0.0005857i,-0.0010517+0.0001921i,-0.0014076+0.00025881i,-0.0010037+0.00062057i,-0.00014269+0.0001708i,-0.0001206-0.00013573i,-0.00025158-0.0002961i,-0.00049645-0.00049978i
-2.0849e-05-0.00077531i,5.7608e-05-0.00021089i,0.00020791+0.0011075i,0.00024735+0.0019167i,0.0001548+0.0014766i,-0.00033274+0.000155i,-0.0004729-0.00046138i,-8.1038e-05-0.00055005i,0.00018105-0.0013942i,7.0204e-05-0.00085045i,-0.00082669+0.00074447i,-0.00060177+0.00089548i,0.00043977+0.0003919i,0.00053053+0.00063694i,0.00039368+0.00080702i,0.00066679+0.0010172i,0.000915+0.00091114i,0.00076314+0.00067361i,0.00091711+0.00063639i,0.00071296+0.00020185i,9.7734e-05-0.00045949i,0.00039546-0.00039524i,0.0011682-0.00034475i
-0.00053223-0.00054256i,0.00086066-0.00071022i,0.001132-0.0010418i,0.00059949-0.0010587i,-0.0003254-0.00049934i,-0.00068881-0.00059456i,-0.0010536-0.00096697i,-0.0011189-0.00078054i,-0.0012262-0.00013208i,-0.00054827-5.6479e-05i,0.00050301+0.00024927i,0.00033353+0.00049273i,0.00048674-0.00026576i,0.0013297-0.00025365i,0.001441+0.00073021i,0.00014146+0.0002767i,-0.00081569-0.00031484i,-0.00021184+0.00048872i,0.00061904+0.0014244i,0.00015719+0.00090419i,-0.00050024+0.00026353i,-0.00085225-9.6762e-05i,-0.00060179-0.00011002i
-0.0021053+0.0014264i,-0.0023781+0.0019441i,-0.0014061+0.0018988i,-0.00030721+0.001719i,5.9576e-05+0.0016455i,0.00042509+0.0014685i,8.4554e-05+0.00085224i,-0.00029539+0.00071727i,-0.00031319+0.00091317i,-0.00051991-5.0734e-05i,-0.00034136-0.0010253i,-0.00030814-0.00076528i,-0.00023128-0.00016448i,-0.00037796+0.00023567i,-0.00038669-0.00021806i,6.6924e-05-0.00049857i,0.00053963-0.00021759i,0.00098338-0.00016727i,0.0010032+5.0947e-05i,0.00050683+0.00038032i,-1.8182e-05+0.0002718i,-0.00044936+0.00033893i,-0.00076318+0.00034295i
0.00080779+0.0011025i,0.00089816+0.00092741i,0.0015007+0.001191i,0.0010017+0.0011303i,0.00045949+0.00013683i,0.00027063-0.00023595i,0.00051358+0.0003587i,0.00048373-4.2987e-05i,0.00020418-0.00069341i,0.00077066-0.00019002i,0.00099784+0.00057469i,0.00037453+0.00055509i,0.00023247+0.00027171i,0.00053306-0.00031926i,0.00042264-6.9796e-05i,-0.00035809+0.00029693i,-0.0005452+0.00046076i,0.00027231+0.0007512i,0.00039919+0.00016269i,3.2923e-05-0.00044805i,0.00039932-0.00095597i,0.00040466-0.0011389i,-5.2362e-05-0.00046119i
-0.0010821+0.00085294i,0.00024749+0.001312i,0.0018195+0.0013581i,0.001594+0.00092347i,0.00010301+0.00076277i,-0.00054781+0.00019337i,-0.00013829-0.00031391i,0.00032299-0.00046041i,0.00063461-0.00055823i,0.00037443-0.00043668i,0.00010445-0.00020584i,-9.0054e-05+0.00030608i,-0.00020446+0.00047941i,-0.00024666+0.00081353i,-0.0002916+0.00055927i,-7.0063e-05-0.00012961i,-0.00039285-0.00059133i,-0.00061082-0.00068316i,-0.00012986-0.000817i,0.00028833-0.00024295i,0.0003739+3.2528e-05i,0.00031813-0.00044685i,1.6894e-05-0.00054017i
-0.0024038-0.0013132i,-0.0029161-7.4524e-05i,-0.0026667+0.00077546i,-0.00041362+0.0010961i,0.0010802+0.0014163i,0.0011842+0.0011088i,0.00087997+0.00051462i,0.00044064+0.00059562i,6.3016e-05+0.00017735i,0.00043809-0.00031762i,6.501e-05-0.00027032i,-0.00047901-0.00033111i,-0.00032165-0.00016746i,-0.0003631-0.00039355i,5.9845e-05-0.00068739i,0.00042052-0.00031778i,-4.7386e-05+0.0005518i,0.00044545+0.000507i,0.0002629+0.00011917i,0.00016722-0.00044963i,-3.5566e-05-0.00056856i,-0.00050538-0.00037715i,-0.00048067-0.00015562i
-0.00077312-0.00023818i,-0.00077725-0.0012795i,-0.00021845-0.0012301i,-0.00067222-0.00085657i,-0.00073845-0.00061575i,-0.00065921-0.00042385i,-0.00081314-0.0006852i,-0.0011659-0.00058128i,-0.00076916+3.1619e-05i,-0.00015065+9.0145e-05i,0.00021316-0.0004294i,0.00030862-0.00093954i,-0.00024302-0.00093998i,-0.00038629-0.00012326i,0.00077492+0.00066944i,0.0010133+0.00048778i,0.00034937-0.00038828i,0.00030102-0.0003609i,6.7745e-05+0.00018001i,-0.0004236+0.00029043i,-4.4123e-05-0.000165i,0.00050631-0.00042602i,0.00013519-0.00022637i
0.00075879+0.00042208i,0.0016212+0.00029694i,0.0026714+0.00084432i,0.0020531+0.0012672i,0.00090238+0.00099135i,0.00021305+0.00062628i,0.00076752+0.00020719i,0.00095608+0.00058187i,0.00038507+0.00027865i,-4.4057e-05-0.00029681i,-0.00011737+9.2931e-05i,0.00020718+0.00031573i,-3.8395e-06+0.00061656i,-0.00072438+0.00078538i,-0.00058667+0.00046075i,-0.00012434+0.00063042i,-0.00018764+0.00029465i,0.000183-0.00020227i,0.0001908-0.00043847i,0.00012602-0.00054943i,0.00033217-0.00044494i,0.00023886+8.0132e-06i,9.1936e-05+0.00037384i
-0.0021482-7.8278e-05i,-0.0025458+4.048e-05i,-0.0019972+0.0011828i,-0.001497+0.00094237i,-0.00037223+0.00032132i,0.00095279+5.0203e-05i,0.00075529-0.00028474i,4.1789e-06-0.00041443i,-0.00030841-0.00043829i,-0.00021743-0.00090226i,-9.4017e-05-0.00082763i,-0.00021711+0.00046851i,-0.00057531+0.00078715i,-0.00053058+6.9958e-05i,-0.00022249-0.0004946i,6.1322e-05-0.00030691i,-0.00038837+0.00014233i,-0.0010856+0.00021008i,-0.0012952+3.2321e-05i,-0.0011109+0.00027578i,-0.0004237+0.00050691i,-0.00017938+0.00028065i,-0.00013628-0.00017732i
0.00069961-6.9384e-05i,-0.00048689+4.4675e-05i,-0.00040557-0.00044176i,0.00069608+0.00081787i,0.00077658+0.0013673i,0.00053391+0.00072435i,0.00036978+0.00045481i,-0.00020818+0.00024914i,-0.0002826+2.343e-05i,0.00012755+0.00031234i,0.00047258+0.0003316i,0.0008926+0.00044096i,0.0010837+0.00093334i,0.00095429+0.00020372i,0.00049396-0.0001175i,0.00020223+6.7017e-07i,-8.3625e-05-1.4882e-05i,-0.00060295+0.00063669i,-0.00080831+0.00060513i,-0.00049131-0.00043221i,-0.00057982-0.00030726i,-0.00080043-0.00048453i,-0.0001911-0.00046986i
-0.0028594+0.0004174i,-0.0025881+0.0011982i,-0.001933+0.002251i,-0.0012321+0.0021395i,-0.00042041+0.0010963i,-9.5003e-06+0.00025288i,-0.00038545-0.00031209i,-0.00059848-0.00027209i,-0.0006821+2.9978e-05i,-0.00032473-0.00050502i,0.0009958-0.00077992i,0.0012623-0.00027405i,0.00045024+0.00031132i,0.00029575-7.4729e-05i,0.00073046-0.00060166i,0.00039504-0.00026732i,-0.00033876-0.00032934i,-0.0001655-0.0012805i,-0.00079784-0.0014077i,-0.0018054-0.00041633i,-0.001129+7.8135e-05i,-0.00021679+0.00024552i,-0.00049017+0.00047672i
-0.0014111+0.00077361i,-0.0011659+0.0011351i,-0.00085765+0.0013241i,0.00061328+0.0012759i,0.00092637+0.0011426i,5.7755e-05+0.001491i,-0.00085621+0.001102i,-0.0011079+0.00010095i,-0.00079164+0.00013336i,-0.00015482-0.00036835i,0.0002539-0.00083938i,-0.00018303-0.00026226i,-0.0002959-0.00026014i,-0.00029675-0.00018i,-0.00012856-0.00030031i,0.00016742-0.00014708i,-7.493e-05-0.00012782i,2.5695e-05-0.0008952i,-1.6082e-05-0.00069029i,6.9684e-05+2.7215e-05i,0.00061631+0.00043014i,0.00092224+0.00057912i,0.00073467+0.00019462i
0.0010514-3.0562e-05i,0.00096194-0.00045659i,0.0012117+0.00033771i,0.0011107+0.00047716i,0.00080511-0.00058028i,0.00074545-0.0013769i,0.00069952-0.0007322i,-1.6088e-06-0.00046743i,-0.00035104-0.00042717i,-0.00031771-0.00033283i,0.00023567-0.00090613i,0.0007253-0.00082946i,0.00078503-0.00017628i,0.00019306-0.00023305i,-0.00044837-0.0010196i,-0.00050907-0.0014073i,0.00016068-0.00098034i,3.4707e-05-0.00054041i,-8.5152e-05-0.00037253i,0.00020232+0.00031388i,-4.4245e-07+0.00078547i,0.00031604+0.00030386i,0.00017579+0.00033203i
0.00058873+0.00079664i,0.00013091+0.00087881i,0.00039855+0.00084312i,0.0014808+0.00088563i,0.001278+0.00062828i,0.00065769+0.00015681i,0.00043251+0.00012393i,0.0002981+0.00082946i,-0.00044856+0.00092067i,-0.00075401-2.2612e-05i,9.6025e-05-0.00047328i,0.0004203-0.00016786i,-0.00018093-0.00054462i,-0.00050473-0.00066021i,-0.00051726-0.0004707i,-0.00011793-0.00039817i,0.0005736-0.00055804i,0.0005752-0.00057115i,0.0005657-0.00014876i,0.00059408+0.00052696i,0.00047189+0.001054i,0.00017154+0.00055153i,5.6752e-05-0.00060643i
-0.0017134-3.0802e-07i,-0.0014572+0.0010446i,-0.0014003+0.0011406i,-0.00030829+0.0004978i,0.00070065-0.00017372i,0.00057662-0.00056872i,0.0004203-0.00055438i,0.00050368+4.1451e-05i,0.0010024+5.6556e-05i,0.00081542-0.00032737i,8.8759e-05-0.00091689i,0.00039146-0.0003754i,0.00084751+0.0004581i,0.00077883+0.00035802i,0.00031961-0.00017234i,0.00050297-0.00034115i,0.00047581+2.0156e-05i,7.139e-05+0.00018738i,8.1587e-05-0.00043143i,-0.0001763-0.00039174i,-0.00018448+0.00053271i,-0.00060402+0.00065931i,-0.0007619+6.816e-05i
-0.0010298+7.6968e-05i,-0.0012643-0.0010957i,-0.00069821-0.00060747i,-0.00040753+0.00060234i,7.8727e-05+0.00077815i,0.00015502+0.00043969i,-0.00044704-5.3932e-05i,-0.0010945-0.00025423i,-0.0010171-9.6349e-05i,-0.00045481+0.00035358i,-4.8554e-05-9.2134e-05i,-0.00022557-0.0007453i,0.00025238-0.00065857i,-2.281e-05+3.2084e-05i,-1.691e-05+0.00018585i,0.00089627-0.000249i,0.00033703-0.00031109i,-0.00078232-0.00057998i,-0.0010475-0.00035351i,-0.00030081-0.00030613i,0.00038417-0.00027011i,0.00047471-0.00052631i,0.00013694-0.00042539i
0.0025112+0.00045501i,0.0030113+0.0012394i,0.0021106+0.0011517i,0.00088331+0.00027627i,0.00019582+0.00032655i,-0.00015887+0.00044078i,-3.2326e-05+0.00061454i,0.0003427+0.00064919i,6.2349e-05+0.00011957i,-4.2186e-05-0.00051993i,-0.00040937-0.00058416i,-0.0005993-0.00050835i,-0.00030753-0.00032926i,-0.00073581+0.00082037i,-0.00077228+0.0010262i,-0.00068764-0.00021698i,-0.00039395-0.00097509i,5.1814e-05-0.00096143i,9.8931e-06-0.00013766i,-0.00016258+0.00021452i,0.00019952+0.00022523i,0.00043197+0.00011396i,0.00014034-0.00041068i
-0.00044665-0.00022301i,-0.00026398-5.7194e-05i,-0.00056018-0.00017277i,-0.00078609+0.00029162i,-0.00048151+0.00011956i,-0.00040214-0.00029041i,-7.6148e-05+1.2295e-05i,0.00054986+0.00043007i,0.00070456+0.0010941i,-5.1185e-05+0.0012945i,-0.00019176+0.00059221i,-3.5777e-05+0.0003309i,-0.0001765+0.00026794i,0.00014768-7.1946e-05i,0.00046599+0.00016729i,0.00048226+0.00012756i,4.5163e-05-0.00031993i,-0.00070854+0.00041438i,-5.1698e-05+0.0011304i,0.00082321+0.00093441i,0.00022899+0.00063437i,-0.00011245+0.00019283i,-0.00038312+2.6081e-05i
-0.00019655-7.9907e-05i,0.00097973+0.0003951i,0.0013111+0.00014957i,0.0011634-0.00071731i,0.0010281-0.00095326i,3.0182e-05-0.00047193i,-0.0010623-0.00037595i,-0.0014105-0.00070043i,-0.0011837-0.00029296i,-0.00077055-4.164e-05i,-0.00079108-0.00046963i,-0.00096314-0.00026554i,-0.00027495-0.00040025i,2.0952e-05-0.0010469i,1.1269e-05-0.00049908i,-0.00011108+3.0353e-05i,-0.00025972-0.0002951i,-0.0007308-0.0010907i,-0.00093832-0.0014035i,7.7888e-05-0.0011878i,0.00039978-0.00035404i,-0.00014077+0.00014914i,-0.00048243-0.00010881i
-0.0012958+0.001861i,-0.00044615+0.0010291i,0.00016197+0.0014239i,0.00040506+0.00078832i,0.0010285+0.00040182i,0.0011645+0.00026675i,0.00040824+0.00012893i,0.00040532+0.00056943i,0.0004639+0.00056625i,2.8951e-05+0.00015729i,6.8741e-05+0.00021607i,0.00010168+3.4777e-05i,-0.00042834-0.00072186i,-0.00073772-0.0012073i,-0.0006652-0.00069026i,-0.00051225-0.00071204i,0.0001101-0.00072149i,2.2531e-06+0.00020777i,-0.00075499+0.0010446i,-0.00071717+0.0005812i,0.00017204-0.00019646i,0.00047616-0.0003475i,0.00058555+8.2261e-05i
-0.00075265-5.9078e-05i,-0.0014962+0.0008421i,-0.0018503+0.0014742i,-0.00097305+0.0014132i,-0.00026393+0.00095447i,0.00040906+0.00088155i,0.00059578+9.7221e-05i,0.00027083-0.0009636i,6.4422e-05-0.00095358i,-0.00034733-0.00059138i,-0.00083861-0.00067629i,-0.00060982-0.00034189i,-5.3627e-05-0.00029652i,-0.0004059-0.00062584i,-4.6955e-05-0.0005799i,0.00048259-0.00056773i,0.00027511-0.00023156i,0.00056507+5.2e-05i,0.0012359-6.0298e-05i,0.00043965-0.00040903i,-6.8819e-05-0.00060465i,0.000134-6.5763e-05i,2.7866e-05-5.8658e-05i
-0.0025548-0.001356i,-0.0017936+0.00066967i,-0.0010978+0.0018716i,-0.0005167+0.0014851i,-0.00011895+0.0016635i,0.00052005+0.0015978i,0.00079929+0.00061896i,0.00041357-0.00013389i,-4.0132e-05-0.00010637i,9.976e-05+0.00013243i,0.00013794+9.0903e-05i,0.00046423+0.0001357i,0.00090026-0.00025485i,0.00025327+0.00026629i,-0.00018737+0.0011577i,0.00038568+0.0010013i,0.0011387+0.00040401i,0.00065122-0.00075941i,-5.6957e-05-0.0011304i,-0.00023946-0.0002739i,-0.00071941+0.00064608i,-0.0010622+0.0011532i,-0.00064235+0.0012094i
-0.00091004+0.0013903i,-0.00077793+0.00057126i,0.0003824+0.00046924i,0.0017769+0.0016274i,0.0018869+0.0021608i,0.0007546+0.00032191i,-0.00021678-0.00079168i,-0.00060628-0.00036193i,-9.8101e-05-0.00020551i,0.00078048+2.9647e-05i,0.0009306+6.2527e-06i,0.00034118-0.00015186i,9.9311e-05+0.00022186i,-0.00022148+0.00061678i,-0.00086966+0.0007072i,-0.00065555-0.00025273i,-8.0424e-06-0.00074393i,0.00042314-0.00048451i,0.00023075+9.7179e-05i,0.00011456+0.00050488i,0.00049307+0.00014132i,0.00033585+0.00033585i,-0.0001573+0.00050293i
-0.00062275+0.00028871i,-0.00020534+0.0011486i,-0.00026776+0.0022935i,-0.00058397+0.0024301i,-0.00033304+0.0013807i,0.00071492+0.00038813i,0.00042889-0.00025914i,-0.00016148-0.00019247i,-0.00017859+0.00049371i,4.6532e-05+0.00035039i,0.00029043-0.00036367i,0.00051725-0.0008666i,0.0012341-0.00072169i,0.0017292-0.00027009i,0.00057989-0.00057478i,-0.00024987-0.0011431i,-0.00037219-0.0012215i,-0.00087417-0.0009781i,-0.00033004-5.9693e-05i,-3.5269e-05+1.5563e-05i,-0.00028627-0.00095925i,2.0183e-05-0.00064275i,0.00033166-0.00065071i
0.00064137+0.0015592i,-9.9413e-05+0.001876i,0.00037879+0.0018397i,0.0013169+0.0012456i,0.0021555+0.00032827i,0.001473+0.00040775i,0.00043417+4.0351e-05i,0.0005492-0.00046495i,0.0012145-0.00020333i,0.0013231-0.00050245i,0.00036686-0.00020131i,-0.00059146-0.00013162i,-0.0005625-0.00087267i,-0.0004496-0.00068907i,-0.00017205+9.7992e-05i,-1.0723e-05+0.00032955i,-0.00039045-0.00056232i,-0.00032951-0.0011399i,-0.00019534-0.00015983i,-0.00073513+0.00054803i,-0.00067006+7.2268e-05i,-0.00041973-0.00063964i,-0.00053897-0.00036409i
7.8872e-05-2.9654e-05i,-0.0004486-0.0003947i,-0.0011087-0.00095106i,-3.2542e-06-0.00060522i,0.001368-8.0324e-05i,0.00091943-9.4184e-05i,0.00041033-0.0005946i,-0.00010247-0.00070487i,-0.00087456+0.00015466i,-0.0012088+0.00062813i,-0.0006694+0.00015001i,0.00034566+6.5186e-05i,0.00091169-0.00066174i,0.00095206-0.0015653i,9.0433e-05-0.00064617i,-0.00030302-0.00026428i,-0.00012955+4.6242e-06i,-0.00032431+0.00075082i,-0.00036289+0.00042387i,1.4774e-05-0.00055466i,0.00036988-0.00092737i,4.7259e-05-0.00098582i,-0.00050121-0.00089968i
0.0010933+0.0011902i,0.0023656+0.0018334i,0.0027363+0.0019445i,0.0020823+0.00085954i,0.0012471-6.0023e-05i,0.00060983-0.00043313i,9.3698e-05-0.00023342i,0.0004161+1.1494e-05i,0.00042708-8.5007e-05i,-0.00018904-0.0008162i,-0.00067413-0.0011107i,-0.00065402-0.00093615i,-0.00026257-0.00071665i,-0.00023857-0.00034584i,-0.00070876-0.00027923i,-0.00097011+0.00021599i,-0.00083725+1.5426e-05i,-0.00011181-0.00022474i,0.0011096+0.00024066i,0.0013165+0.0006782i,0.00066733+0.00047038i,0.00060627+0.000496i,0.00027773+0.00010962i
-0.0012492+7.8313e-05i,-0.0010287+2.8172e-05i,-0.00084755+0.0012349i,-0.00021942+0.00088381i,0.00038676-1.7368e-05i,0.00033632-0.00034243i,-8.9136e-05-0.00056648i,-0.00014407-0.00040763i,-0.00015466+0.00012058i,0.00012652+0.00025141i,-1.8833e-06+0.0002758i,-0.00047255+0.00031341i,-0.00053047+7.6994e-05i,0.00030844-0.00042068i,0.00081996-0.00024967i,0.00010708+0.00025112i,-0.00025386+0.00096926i,1.3957e-06+0.00098118i,-0.00019957+0.00052483i,-0.00078252+0.00057547i,-0.00097645-6.8487e-05i,0.00017513-0.00041726i,0.0012645+0.00040435i
0.00046731+0.00039272i,0.00049144-0.00031989i,0.00063971-0.00093606i,0.0012372-0.0010324i,0.0014743-0.00058978i,0.001221+0.00022715i,0.00077822+0.00037721i,0.00049861+0.00021976i,-8.4263e-05+0.00016505i,-0.00070227+0.0002059i,-0.0006212+0.00014985i,-0.00075721+4.8949e-05i,-0.0011169-0.00044467i,-0.00080673-0.00060615i,-0.0003654+7.9874e-05i,-0.00020961+0.00052806i,-0.00012656+0.00076792i,0.00012657+0.0012308i,0.00034416+0.00091393i,0.00025484+0.00050404i,-7.3459e-05+0.00045716i,-1.9677e-05+0.00029449i,-0.00019745+6.3582e-05i
-0.0013088+0.00047064i,-0.0016582-0.00040771i,-0.0020718+0.00067737i,-0.0010898+0.0021193i,0.00084836+0.0015072i,0.0015173+0.00027195i,0.0005612-0.00028651i,-0.00081028+0.0002415i,-0.00088097+0.00082916i,-0.00028498+0.0010126i,2.7017e-05+0.00074646i,0.00035062+0.00035697i,0.00054554-0.00016228i,0.00010548-0.00048816i,-0.00011521-0.00093534i,-1.28e-05-0.0012863i,-6.0915e-05-0.00098837i,-0.00023232-0.00051567i,-0.00097988-0.00079033i,-0.0015065-0.00097393i,-0.0012876-0.0005011i,-0.0013652-0.00027781i,-0.001162-0.00016002i
0.00075621-0.00135i,0.00075774-0.00039994i,0.00013453+4.4115e-05i,-0.00023174+3.2154e-05i,0.00011526+0.00050764i,0.00050751-0.00021472i,0.0002735-0.0006186i,-0.00051929+0.00024985i,-0.0011551-0.0002526i,-0.00014806-0.00066948i,0.00037451-0.00096295i,7.1685e-08-0.00093528i,-0.00025714-0.00010113i,0.0001346+0.00022477i,1.7903e-05-0.00013313i,-0.00013457-0.0003943i,0.00035191-0.0001104i,0.00031526+0.00045806i,0.00024983+0.00052419i,-0.00044844+0.00059525i,-0.00064184+0.00047781i,0.00016002+0.00026895i,0.00071934+0.00019424i
0.00017451-0.0011832i,-0.00038658-0.00067413i,-0.00039076+0.00077971i,0.00010685+0.0018809i,0.00040594+0.001293i,0.00084592+0.00098373i,0.00093208+0.0013083i,0.00090354+0.00060128i,0.00046811+9.3412e-05i,-0.00039018+0.00058567i,-0.00040282+0.00048951i,0.00038771+0.00025875i,0.00038291+0.00022392i,-0.00020449+0.00054441i,-0.00034337+0.0015126i,5.5436e-05+0.0011651i,0.00042836+0.0001836i,0.00059331+0.0006011i,0.0005558+0.00048697i,0.00073653-0.00032632i,0.00016654-0.00047794i,-0.00061232+1.1011e-07i,9.419e-05+0.0004302i
0.00043947+0.002196i,4.0242e-05+0.0012029i,0.00035536+0.00090147i,0.00093996-0.00010433i,0.001278-0.00058174i,0.00033974-0.00029768i,-0.00068831-7.0612e-05i,-0.00039437-0.00015425i,0.00022117-0.00016776i,0.00048487-0.0002578i,0.00024863-0.00050753i,-0.00028962-0.00084552i,-0.00062297-0.00095063i,-0.00028026-0.00084922i,-0.00014606-0.00023071i,-0.00019026+6.1154e-05i,-0.0004571-6.6045e-05i,-0.0010363-5.9071e-05i,-0.0007467+2.5122e-05i,-0.00029064-6.1511e-05i,0.00021266-0.00013563i,-0.00021739+4.5556e-05i,-0.00023778-7.6333e-05i
-0.0014059-0.00032484i,-0.00081246-0.00019636i,-0.00070333+0.0011634i,-0.00057089+0.0018943i,6.8388e-05+0.0018013i,0.00057765+0.00097587i,0.00026687-0.00047905i,-0.00040987-0.0012439i,-0.00093595-0.0011714i,-0.00037644-0.0004812i,0.00078674-1.4869e-05i,0.00092053+0.00026661i,0.00047813+0.00041238i,9.2171e-05+0.00031555i,0.00066248-0.00029888i,0.0017595-0.00059547i,0.00063593+1.5291e-05i,-0.00073132+0.00019536i,-0.00099182-0.00019874i,-0.00061711+3.778e-05i,0.00036808+0.0004228i,0.00099752-8.7455e-05i,0.00033569-0.00029708i
-0.00017936-0.00057341i,-0.00048818-0.0013567i,-0.0011867-0.0015854i,-0.00046229-0.00074332i,-0.000283+0.00036109i,-0.00015631+3.5157e-05i,0.00062897-0.00061577i,0.00066977+0.00010445i,2.1581e-05+0.00025322i,0.00031164-0.0005611i,0.00042097-0.0011331i,-0.0002447-0.000961i,-0.00097653-0.0001904i,-0.00069474+0.0001583i,-7.918e-06-7.0467e-05i,-0.00035064+0.00015302i,-0.00014507+0.00042298i,0.00059359-4.8883e-05i,0.00091208+4.1316e-05i,0.00023844-0.00018328i,-0.00078288-0.0010298i,-0.00072131-0.00099653i,0.00039756-0.00031194i
0.00043771-0.00031636i,-0.0001204-0.0002015i,0.00080064+0.00028302i,0.0017205+0.00083936i,0.0013179+0.0016206i,0.0007611+0.0019547i,-8.7588e-05+0.0011415i,-0.00029441+0.00034433i,-6.959e-05+0.00053997i,0.00016022+0.0002221i,0.00012353-0.00030205i,-0.00030148-0.00026249i,8.036e-05+9.6082e-05i,9.7004e-05+0.00043186i,-0.00039346+0.00060398i,-0.00012613+0.00079946i,-0.00016772+0.0011608i,6.0339e-05+0.0004599i,0.00045448-0.000703i,0.00060228-0.0004646i,0.00086361+0.00049067i,0.0005991+0.00083759i,0.00034044+2.1688e-05i
-0.00014427+0.00075907i,0.0010624+0.0016092i,0.0018447+0.0021152i,0.00033367+0.0014162i,-0.00070286+0.00048331i,-0.00055129+3.3222e-05i,-0.00094291-6.6615e-05i,-0.00043498+0.00010612i,0.00035879-0.00013469i,0.00067464-4.248e-05i,0.00018035+0.0002931i,-0.00046503-0.00015256i,-0.00098253-0.00038452i,-0.0010927-0.0010084i,-9.6305e-05-0.00044917i,0.00038774+0.0012031i,0.00037048+0.0013686i,0.00044212+0.0007753i,4.571e-05+8.489e-06i,5.1348e-05-6.1019e-05i,-0.00042849-0.00027964i,-0.00044485-7.0828e-05i,0.00090424+0.00031672i
0.0020222+0.00042921i,0.00075905-0.0001371i,0.00048621-0.00099096i,0.00014297-0.0010358i,-0.00064447-0.00075628i,-0.0012275-0.00016791i,-0.0010293+0.00044865i,-0.00052965+0.00054064i,0.00049373+0.00016256i,0.001288-0.00047459i,0.00072508-0.00034153i,-0.00029883+0.00015517i,-0.00045042+0.00035714i,0.00025696+0.00075205i,5.629e-05+0.00087113i,-0.00063006+0.00056274i,-0.00085748+3.0251e-05i,-0.00071767-0.00023212i,-0.00023256+0.0002695i,0.00060876+0.00062065i,0.0012142+0.0004403i,0.00093695+0.00026175i,0.00048773-0.00017031i
0.0012782-0.00068491i,0.00028294+0.00032128i,-0.00051746+0.00013231i,-0.00077301-0.00015148i,-0.0010008+0.00090243i,-0.00018591+0.00070204i,0.0009707-3.4088e-05i,0.001275-0.00064838i,0.00072158-0.00099129i,1.7289e-05-0.00016494i,0.00048393+0.00077365i,0.00058292+0.000951i,-0.00055464+0.00071194i,-0.00066487+0.00015358i,7.4037e-05+0.00043622i,0.00022364+0.00095474i,-0.00042237+0.00017555i,-0.00024792-6.6839e-05i,-0.00010847-8.1535e-05i,-0.00062338-0.00036064i,-0.00048821-0.00032043i,-9.4246e-05-7.8464e-05i,9.265e-05-0.00010102i
