-0.0010479+0.00219i,0.0014875+0.00036335i,0.00020802+0.00071053i,0.00037911+0.00035361i,0.0012548+0.0006096i,0.00074132+0.0014695i,0.00013279+0.0012477i,0.00012445+0.00097995i,0.00017624+0.00050792i,0.00051051+0.00031331i,0.0007929-0.00031613i,0.0004838-0.00038255i,-0.00033906-0.00018295i,-0.00047347-0.00041004i,-0.00025797-0.00075584i,8.4783e-05-0.00054752i,0.00022893+0.00022136i,0.00010436+0.00022555i,-0.00022414+0.00023727i,-0.00081588+7.3309e-05i,-0.00040961-0.00018259i,0.00049097-0.00026594i,0.00060033+5.6379e-06i
0.0060717-0.03439i,0.020255-0.10186i,0.035176-0.21717i,0.018516-0.30657i,-0.014161-0.26969i,0.0017805-0.16824i,0.032658-0.10315i,0.018412-0.060425i,-0.0048293-0.013223i,-0.0015733+0.019932i,0.012152+0.024985i,0.020511+0.016537i,0.013919+0.010984i,0.0014909+0.011918i,-0.0056799+0.011607i,-0.0094012+0.0045144i,-0.0078728-0.0047113i,-0.0026161-0.011061i,0.0017172-0.012099i,0.0030168-0.010467i,0.00036074-0.011133i,-0.0051818-0.011076i,-0.012255-0.0077576i
-0.0090678+0.028621i,-0.0208+0.098702i,-0.037547+0.22882i,-0.039288+0.35136i,-0.033347+0.33986i,-0.050596+0.21282i,-0.068125+0.10488i,-0.048291+0.053015i,-0.018521+0.016533i,-0.005935-0.0089266i,-0.0057016-0.021273i,-0.013596-0.02718i,-0.016472-0.020568i,-0.0094505-0.0069127i,-0.0011631+0.0039835i,0.0040986+0.010444i,0.00040926+0.011169i,-0.0071662+0.008022i,-0.0097979+0.0041797i,-0.011089+0.0028042i,-0.01061+0.0055441i,-0.0069702+0.0084991i,-0.0037381+0.011322i
0.015018-0.024616i,0.045327-0.052378i,0.087334-0.093979i,0.12091-0.1301i,0.13058-0.13042i,0.10946-0.085912i,0.070405-0.042206i,0.028347-0.037255i,-0.006071-0.037209i,-0.024356-0.018368i,-0.025603+0.007286i,-0.015425+0.021787i,-0.0076477+0.015629i,-0.0049246+0.0035435i,0.001865-0.0040803i,0.012198-0.0098173i,0.018443-0.012148i,0.016146-0.0088164i,0.010732-0.0014614i,0.012636+0.0048484i,0.016556+0.0036517i,0.016412-0.0023422i,0.014149-0.0052418i
-0.031144+0.012459i,-0.096021+0.032006i,-0.20258+0.056568i,-0.28203+0.077695i,-0.26058+0.068937i,-0.16418+0.022235i,-0.093182-0.011825i,-0.057922+0.0099743i,-0.015763+0.03382i,0.015885+0.021642i,0.024288+0.0017632i,0.021198-0.0083263i,0.015839-0.0053585i,0.012369+0.00035548i,0.004576-0.00076097i,-0.0072701-0.0045297i,-0.01298-0.0093264i,-0.010421-0.01138i,-0.0057857-0.0093362i,-0.0043114-0.0085053i,-0.0072049-0.0084155i,-0.0096378-0.0075329i,-0.006882-0.0075751i
0.033091-0.022148i,0.09955-0.048776i,0.21622-0.083542i,0.31517-0.10308i,0.30184-0.075107i,0.19161-0.010901i,0.10341+0.029336i,0.067007+0.016569i,0.033785-0.0072537i,0.0011227-0.0096337i,-0.014991+6.6595e-05i,-0.014929+0.010809i,-0.0070312+0.012146i,-0.0017425+0.0053396i,-0.00028451+0.0019193i,1.5987e-05+0.005005i,-0.00171+0.011529i,-0.002076+0.014239i,-0.0012949+0.010179i,-0.0030328+0.0071312i,-0.0028933+0.0078767i,-0.00039569+0.0083762i,-0.0014499+0.0054244i
-0.02848+0.0095711i,-0.069341+0.002304i,-0.13055-0.037071i,-0.18403-0.094768i,-0.18058-0.12303i,-0.11091-0.11135i,-0.049289-0.080963i,-0.040578-0.040354i,-0.040927-0.00089282i,-0.019532+0.017479i,0.0058199+0.014709i,0.018146+0.0052602i,0.0098143+0.00025195i,-0.0048443+0.00054016i,-0.011256-0.0013568i,-0.012254-0.0056i,-0.0082953-0.0061557i,-0.0032926-0.003482i,-0.00059327-0.0024693i,0.0010622-0.0053591i,0.00090591-0.0092563i,-3.383e-05-0.008464i,0.00050577-0.0019779i
0.037862-0.0083697i,0.079431+0.02711i,0.12459+0.12517i,0.14901+0.23615i,0.13046+0.24246i,0.068169+0.1502i,0.018428+0.070285i,0.026177+0.03042i,0.045168-0.0089881i,0.02507-0.036484i,-0.007694-0.034479i,-0.021304-0.024351i,-0.015979-0.018891i,-0.0078691-0.012774i,-0.0044537-0.0016445i,-0.0041009+0.010571i,-0.0055821+0.014517i,-0.0046172+0.013186i,-0.0013615+0.01222i,-0.00068661+0.0093551i,-0.0026575+0.0078929i,-0.0030351+0.0083454i,0.0014913+0.0058576i
-0.033122+0.0016248i,-0.079783-0.030044i,-0.13139-0.10855i,-0.14404-0.19437i,-0.092218-0.2031i,-0.019707-0.13086i,0.010005-0.070893i,-0.0077981-0.053469i,-0.031434-0.028518i,-0.025224+0.0045567i,-0.0045321+0.018646i,0.0058567+0.015692i,0.0058609+0.0065239i,0.0045427+0.00026724i,0.0089446-0.00073373i,0.017669-0.0024901i,0.022924-0.0055473i,0.021075-0.0082994i,0.013609-0.0089354i,0.0067765-0.004731i,0.0055976+0.0014343i,0.0063887+0.0030715i,0.00319-0.000559i
0.016418-0.0024785i,0.030892+0.023485i,0.015048+0.087536i,-0.0402+0.16613i,-0.08567+0.19558i,-0.071271+0.14417i,-0.039345+0.074075i,-0.019841+0.052143i,0.0070117+0.047188i,0.021221+0.021224i,0.013969-0.0022591i,0.0035481-0.0066493i,-0.002343+0.0022258i,-0.0020613+0.011905i,-0.0024641+0.012983i,-0.0044667+0.0073775i,-0.0038602-0.0018339i,-0.0032324-0.0086093i,-0.0054175-0.0074877i,-0.0069831-0.0017447i,-0.0048431-0.00061994i,-0.003984-0.0044637i,-0.0063283-0.0035569i
-0.011148-0.011056i,0.0013854-0.049996i,0.075943-0.12498i,0.18734-0.19501i,0.22053-0.19817i,0.13734-0.13064i,0.053254-0.053947i,0.017189-0.030667i,-0.014883-0.038157i,-0.033941-0.020373i,-0.02442+0.0084506i,-0.008299+0.020499i,0.0003245+0.018241i,0.0017483+0.011774i,0.002682+0.0075971i,0.0059143+0.0044689i,0.0056833+0.0030905i,0.0031825+0.0019873i,0.0036597-0.00024017i,0.0059733-0.0031095i,0.0034161-0.0061037i,-0.0015658-0.0049657i,-0.00051158-0.0012889i
0.018645+0.0084607i,0.016037+0.043251i,-0.036731+0.093032i,-0.12962+0.11338i,-0.17187+0.076908i,-0.12709+0.020272i,-0.073056-0.007295i,-0.045987+0.010587i,-0.014691+0.036479i,0.014751+0.025621i,0.019635-7.5664e-05i,0.013691-0.011495i,0.0072601-0.01418i,0.00028255-0.015525i,-0.0058294-0.018939i,-0.014195-0.0224i,-0.019656-0.018484i,-0.018431-0.010581i,-0.01496-0.0048903i,-0.01171-0.0010966i,-0.0072996+0.0033215i,-0.0002749+0.0065238i,0.0049945+0.0023565i
-0.01201-0.0063338i,-0.0075215-0.018871i,0.038332-0.011513i,0.12973+0.036818i,0.19602+0.071955i,0.17094+0.04942i,0.094844+0.013781i,0.050706-0.0077777i,0.034909-0.030385i,0.007956-0.035257i,-0.013945-0.017911i,-0.01592-0.0049926i,-0.0095097-0.00087716i,-0.0020981+0.00067071i,0.00096316+0.0042205i,0.00041152+0.012436i,-0.0016431+0.017086i,-0.0028427+0.017442i,0.00090366+0.018061i,0.007509+0.016062i,0.011481+0.00853i,0.0088941-0.00040427i,0.0017504-0.0018386i
0.0095463+0.0048645i,-0.012435+0.0068206i,-0.080692-0.027039i,-0.17188-0.10752i,-0.20463-0.15095i,-0.14242-0.10402i,-0.050229-0.050376i,-0.016579-0.031581i,-0.028583-0.0041651i,-0.02137+0.020157i,0.00031322+0.015832i,0.0092943+0.0024568i,0.008279-0.0038045i,0.0063448-0.0029351i,0.0081429-0.0011741i,0.011341-0.0023112i,0.014005-0.0031977i,0.014999-0.0034938i,0.012106-0.0064749i,0.0043928-0.011654i,-0.0057222-0.011748i,-0.010654-0.0038281i,-0.0062714+0.0049948i
-0.0006289-0.0067295i,0.017368-0.014888i,0.058489+0.0064387i,0.083858+0.085044i,0.067432+0.16078i,0.038359+0.14691i,0.01416+0.083263i,0.013997+0.0382i,0.032402+0.0025716i,0.026769-0.021597i,0.0050207-0.019275i,-0.0080264-0.0085243i,-0.015997-0.0039288i,-0.020497+0.00026319i,-0.021557+0.0071478i,-0.018835+0.013368i,-0.010583+0.013549i,-0.0024671+0.0069875i,-0.0018292+0.00163i,-0.0050548+0.0051122i,-0.0025192+0.01277i,0.0063866+0.011729i,0.01033+0.0019751i
0.0049897-0.00014057i,0.0043061+0.0019005i,0.013066-0.027888i,0.055573-0.11306i,0.094177-0.19662i,0.063733-0.18515i,0.013442-0.095812i,-0.0086908-0.029552i,-0.024243-0.0081332i,-0.026601+0.006227i,-0.011943+0.014932i,0.00071912+0.01422i,0.0060766+0.010673i,0.0058011+0.0070162i,0.0079809+0.0056533i,0.013225+0.00092662i,0.013683-0.004963i,0.010738-0.0061961i,0.0099312-0.0053236i,0.013159-0.0067417i,0.013489-0.012907i,0.0060465-0.017695i,-0.0031521-0.014563i
-0.0055801-0.0037227i,-0.0014627+0.0058656i,-0.013539+0.047814i,-0.067802+0.12518i,-0.11744+0.16991i,-0.10192+0.1286i,-0.070768+0.047242i,-0.053364+0.016543i,-0.017973+0.030405i,0.014484+0.025113i,0.014929+0.0076898i,0.0053896-0.00068362i,0.0039399-0.0041643i,0.0058022-0.007743i,0.004635-0.013513i,-0.0028739-0.018289i,-0.0099929-0.019119i,-0.010807-0.016328i,-0.010126-0.012823i,-0.01357-0.0091395i,-0.018653-0.0018964i,-0.018188+0.0063098i,-0.011641+0.010071i
0.00038898-0.00084689i,-0.0098422-0.0051318i,-0.0054457-0.016829i,0.056414-0.030177i,0.1374-0.030072i,0.14864-0.020035i,0.096034-0.012559i,0.039013-0.018033i,-0.0031116-0.032003i,-0.026668-0.028288i,-0.023978-0.011758i,-0.010983-0.00053477i,-0.0037192+0.0066701i,-0.00063661+0.011963i,0.0010271+0.014531i,0.0028669+0.016558i,0.0016882+0.015877i,-0.0042155+0.012368i,-0.0081242+0.013315i,-0.0026332+0.017802i,0.0097203+0.016736i,0.018133+0.0096374i,0.01739+0.0043315i
-0.00088565-0.0028039i,0.002884-0.0090341i,-0.014687-0.031881i,-0.092848-0.072628i,-0.17595-0.0965i,-0.15985-0.075886i,-0.066256-0.044142i,-0.0013186-0.026088i,0.0093235-0.007955i,0.006777+0.0059766i,0.0046259+0.0058644i,0.0021733+0.00086966i,-0.00037127-0.00295i,-0.0030855-0.0046795i,-0.0021322-0.0048397i,-0.00080381-0.0055325i,0.0005102-0.0046111i,0.0037863-0.00079279i,0.008575+0.00019391i,0.0090187-0.0060872i,0.0019621-0.014255i,-0.0057239-0.016961i,-0.0072359-0.015963i
0.0084457-0.0028895i,0.009646-0.0049108i,0.027939+0.0094044i,0.082185+0.056547i,0.1326+0.10467i,0.11198+0.10504i,0.050152+0.079928i,0.025719+0.052166i,0.033978+0.013352i,0.029311-0.017108i,0.014187-0.019543i,0.0045085-0.011848i,-0.0017608-0.0097685i,-0.0073578-0.0097731i,-0.014006-0.0072383i,-0.017895-0.00027059i,-0.014757+0.0047921i,-0.0093276+0.0033429i,-0.0078653-0.00036848i,-0.011206+0.0015145i,-0.013442+0.011351i,-0.010882+0.019982i,-0.009297+0.019204i
-0.0041115+0.0036265i,0.0022076+0.010973i,0.016861+0.0072702i,0.030027-0.04385i,0.036028-0.122i,0.026565-0.1388i,0.0058143-0.086675i,-0.015503-0.027937i,-0.028158+0.010539i,-0.023771+0.027032i,-0.011546+0.022062i,-0.0037583+0.010494i,0.00060835+0.0046372i,0.0046553+0.0022052i,0.0091143+0.0021928i,0.014411+0.0027271i,0.01627+0.0037616i,0.013846+0.0065033i,0.013533+0.0085417i,0.01789+0.0059039i,0.021632-0.0010445i,0.021453-0.0065697i,0.019202-0.0061647i
0.0041846-0.0032782i,-0.0048078-0.0077616i,-0.034352+0.0035649i,-0.082286+0.061571i,-0.11797+0.13327i,-0.10504+0.12468i,-0.073902+0.044976i,-0.055383-0.0045494i,-0.030256-0.0058742i,-0.0035035-0.0012428i,0.0058453+0.0012319i,0.0050575+0.0047367i,0.0034462+0.0071156i,0.0030084+0.0075826i,0.0039075+0.0041095i,0.003149-0.0018721i,0.0033276-0.0074729i,0.0052395-0.012171i,0.0045367-0.016069i,-0.0020031-0.018138i,-0.011658-0.017763i,-0.018151-0.015583i,-0.016374-0.014041i
-0.0050109+0.0030336i,-0.0034915+0.010409i,0.013441+0.010922i,0.053702-0.015374i,0.10097-0.050202i,0.10951-0.054548i,0.07747-0.032902i,0.041942-0.024415i,0.0098162-0.03478i,-0.015333-0.033551i,-0.019512-0.019686i,-0.01119-0.010255i,-0.0069875-0.0056786i,-0.0080595-0.00060624i,-0.0079166+0.0054464i,-0.0070321+0.00878i,-0.0085379+0.0078895i,-0.012012+0.0055018i,-0.016338+0.0070181i,-0.015281+0.014716i,-0.0048628+0.022691i,0.0056911+0.022646i,0.0046522+0.016454i
0.0095613-0.0089919i,0.012908-0.023062i,0.0020216-0.051698i,-0.039778-0.081039i,-0.091605-0.091463i,-0.096729-0.06931i,-0.045773-0.027718i,0.0040684+0.0018627i,0.021872+0.014382i,0.022048+0.016276i,0.013376+0.012566i,0.0042523+0.0091897i,-0.00046855+0.0051831i,-0.0024987-0.00034356i,-0.0019114-0.0053359i,0.00042337-0.0086249i,0.0031116-0.007845i,0.0052972-0.0036102i,0.0087892-0.00053696i,0.012678-0.003115i,0.013395-0.010237i,0.010666-0.013927i,0.0079577-0.0092625i
-0.0059636-0.00082026i,-0.0085799+0.012676i,0.0040118+0.046945i,0.047462+0.098423i,0.098813+0.13522i,0.098534+0.12656i,0.045422+0.087557i,0.0063944+0.055347i,0.0031465+0.029272i,0.0050809+0.0042169i,0.0045809-0.0074623i,0.0065993-0.0081345i,0.0094927-0.0061316i,0.010709-0.0051836i,0.0055706-0.004625i,-0.0016665-0.0034497i,-0.0056438-0.0040968i,-0.0063156-0.0064229i,-0.0070204-0.0084957i,-0.011608-0.0075707i,-0.016976-0.001111i,-0.018419+0.0059966i,-0.013104+0.005703i
0.010319-0.0042567i,0.01779-0.011683i,0.025296-0.029596i,0.024895-0.063405i,0.010386-0.10072i,-0.0035718-0.10348i,-0.011217-0.0704i,-0.024237-0.036736i,-0.034502-0.011301i,-0.029012+0.0091906i,-0.018366+0.014583i,-0.013833+0.010371i,-0.012714+0.0083625i,-0.0086993+0.0079627i,-0.0024257+0.0084526i,0.0019705+0.010175i,0.0033188+0.012858i,0.0029484+0.014463i,0.0048728+0.014285i,0.011052+0.012944i,0.016842+0.0089978i,0.016049+0.0029254i,0.0081683+2.1224e-05i
-0.0078859+0.0018757i,-0.021055+0.0051826i,-0.053599+0.011198i,-0.1037+0.038406i,-0.1309+0.07921i,-0.10382+0.070304i,-0.055262+0.011951i,-0.020407-0.025647i,0.001156-0.02966i,0.011025-0.02453i,0.0113-0.014009i,0.0097668-0.0042262i,0.0055092+0.00082932i,-8.511e-06+0.0054132i,-0.00099153+0.0059573i,0.00091055+0.0015877i,0.003079-0.0013548i,0.0057381-0.0021238i,0.0069882-0.0048287i,0.0048606-0.010932i,-0.00079627-0.015664i,-0.0047767-0.014349i,-0.0038254-0.0085782i
0.011937-0.0066738i,0.020878-0.0075887i,0.048254-0.0079604i,0.10305-0.024417i,0.14753-0.062349i,0.12812-0.06956i,0.074997-0.033829i,0.04432-0.0094364i,0.025941-0.0097457i,0.004948-0.010597i,-0.0068431-0.0072879i,-0.0073401-0.0077199i,-0.0047725-0.013159i,-0.0040932-0.016165i,-0.0055016-0.012302i,-0.0065461-0.0066827i,-0.007891-0.0037879i,-0.0087595-0.0025444i,-0.0097562+0.00024179i,-0.01179+0.0068803i,-0.0092717+0.015132i,-0.0022393+0.016908i,0.0020712+0.010886i
-0.0046822+0.0024708i,-0.0073956-0.0036977i,-0.019376-0.027383i,-0.056267-0.053798i,-0.089713-0.049878i,-0.073529-0.021734i,-0.029796+0.0034854i,-0.0080564+0.023115i,-0.0011567+0.033542i,0.0066534+0.027208i,0.010389+0.016754i,0.010798+0.011406i,0.0087517+0.0077962i,0.0048763+0.0040942i,0.0035319+0.0016122i,0.0058461+0.0015512i,0.0095456+0.0020696i,0.0099566+0.00072684i,0.0078784-0.00055625i,0.0078257-0.0020049i,0.0095155-0.0050112i,0.008494-0.0060287i,0.0048713-0.0035459i
0.0072317-0.0024819i,0.0056722+0.0080136i,0.011198+0.053363i,0.041772+0.12213i,0.076772+0.15447i,0.066993+0.12037i,0.018153+0.064163i,-0.015006+0.027612i,-0.020845+0.0061455i,-0.019885-0.0054388i,-0.016289-0.0067686i,-0.0098196-0.0029423i,-0.001145+0.0020547i,0.0068982+0.0045833i,0.007738+0.0030349i,0.0028371-0.00068451i,-0.00020342-0.0053082i,8.6796e-05-0.0083261i,-0.0012497-0.0083966i,-0.0064958-0.0065948i,-0.01225-0.004067i,-0.01355-0.0013151i,-0.010747-0.0003161i
0.0042614-0.0011059i,0.013603-0.0097164i,0.024394-0.052258i,0.0070854-0.11926i,-0.02941-0.15071i,-0.040882-0.11855i,-0.023416-0.06972i,-0.012495-0.043896i,-0.011434-0.02804i,-0.0074211-0.010517i,-0.0044164+0.00082835i,-0.0054414+0.0031496i,-0.01039+0.0013136i,-0.013832+0.00048405i,-0.012393+0.0021634i,-0.0095859+0.0057554i,-0.0075761+0.0080165i,-0.0053815+0.0074844i,-0.002588+0.0078194i,0.00322+0.0093794i,0.010609+0.0073539i,0.012328+0.002719i,0.0057953+0.00066606i
0.0024653-0.0071647i,-0.014411-0.0055201i,-0.05235+0.017204i,-0.08128+0.065347i,-0.069279+0.089817i,-0.038449+0.054217i,-0.015637+0.0057836i,0.0075041-0.01103i,0.024478-0.011349i,0.02235-0.012338i,0.011424-0.012051i,0.0032051-0.0098714i,0.00029894-0.005118i,0.0013463-0.00083137i,0.0036589-0.0012084i,0.005682-0.0047165i,0.0065738-0.0063427i,0.0052086-0.0037993i,0.0045684-0.0016141i,0.0037944-0.0058194i,0.00015989-0.012246i,-0.0017836-0.012092i,0.0017478-0.0072228i
-0.0022567+0.0005162i,0.01804+0.0049287i,0.073711-0.0068938i,0.13836-0.047043i,0.15274-0.077242i,0.11031-0.05344i,0.058493-0.010152i,0.022455+0.010266i,0.0030434+0.014976i,-0.0027571+0.01599i,-0.0011447+0.013636i,0.0047194+0.0066364i,0.0097637-0.0033336i,0.0093309-0.0098072i,0.0051134-0.0085182i,-0.00073368-0.0037665i,-0.0041002-0.001121i,-0.0047412-0.0014953i,-0.0067627-0.00097705i,-0.0098913+0.0033099i,-0.010858+0.0095821i,-0.0076396+0.011952i,-0.0037816+0.0064806i
0.0011269-0.0059191i,-0.015862-0.019876i,-0.068837-0.027793i,-0.1297-0.0051391i,-0.13415+0.030589i,-0.079426+0.032461i,-0.032018+0.01708i,-0.018407+0.016i,-0.015707+0.014683i,-0.010668+0.0071912i,-0.0042721+0.0024463i,-0.00096329+0.0021771i,-0.0019632+0.0056589i,-0.0025304+0.008672i,-0.00070467+0.0089691i,0.0024408+0.0081247i,0.0045546+0.0072067i,0.0048321+0.0063651i,0.0048182+0.0052778i,0.0062172+0.004108i,0.008401+0.0015273i,0.0066591+0.00016568i,0.00089113+0.0024683i
-0.0026872+0.0054401i,0.006899+0.030219i,0.047438+0.068413i,0.094185+0.085983i,0.091917+0.066798i,0.042382+0.038542i,0.0015795+0.015267i,-0.0089952-0.0070395i,-0.0079826-0.020577i,-0.0094842-0.017358i,-0.011826-0.0052741i,-0.0088028+0.003143i,-0.0039366+0.0041304i,-0.0022203+0.0016374i,-0.0042722-0.00079276i,-0.0063963-0.0024436i,-0.0045006-0.0035043i,0.0004724-0.0039395i,0.0037509-0.0053127i,0.00088433-0.0071255i,-0.0057169-0.0075755i,-0.0065813-0.006645i,-0.00064668-0.0044536i
0.011073-0.015187i,0.0080618-0.049071i,-0.022098-0.10659i,-0.064107-0.14509i,-0.066046-0.13075i,-0.0293-0.085656i,-0.0023649-0.045086i,0.0062783-0.019269i,0.012493-0.0057527i,0.014447-0.004259i,0.0087975-0.0081405i,-0.00018118-0.011205i,-0.0083982-0.011844i,-0.012915-0.0084936i,-0.011632-0.0032096i,-0.0069764+0.00028867i,-0.0041644+0.0006939i,-0.0031237-0.00059094i,-0.0026067+0.0002097i,-0.00045578+0.003372i,0.00405+0.0065773i,0.0050246+0.0051549i,0.00053909-0.0020269i
-0.0097286+0.010587i,-0.017741+0.046121i,-0.0044577+0.10467i,0.027754+0.13882i,0.039996+0.10933i,0.023389+0.048261i,0.0085231+0.0074988i,0.0077483-0.00034714i,0.0080325+0.0055826i,0.0039098+0.0074886i,0.00082283+0.0050724i,0.0014027+0.0046888i,0.0053666+0.0045617i,0.0080942+0.0026861i,0.0081376-4.508e-05i,0.0082254-0.0025846i,0.0070405-0.003878i,0.0038576-0.0032319i,0.0025046-0.0015441i,0.0034683-0.0032657i,0.0040163-0.0066435i,0.0042081-0.0045597i,0.0035196+0.0024218i
0.021602-0.014948i,0.042129-0.048918i,0.053187-0.10295i,0.045655-0.12583i,0.03556-0.082712i,0.026366-0.019331i,0.0093427+0.010598i,-0.011363+0.012851i,-0.021873+0.0097817i,-0.015811+0.0098507i,-0.0015126+0.0093666i,0.0080914+0.0045166i,0.0093061+0.00026405i,0.0069369+0.00017641i,0.0043261+0.0021158i,0.0027033+0.0018i,0.0014489-0.0011126i,-0.00020232-0.0033768i,-0.0025835-0.0035405i,-0.0064107-0.0016608i,-0.010097+0.00092032i,-0.0083942+0.00079992i,-0.00086846-0.0014481i
-0.018826+0.0062428i,-0.049772+0.034373i,-0.082605+0.081102i,-0.094366+0.10361i,-0.079838+0.069891i,-0.047741+0.019591i,-0.017397-0.0019415i,-0.0026645-0.0081021i,-0.00079369-0.013866i,-0.0052008-0.014874i,-0.0099611-0.008217i,-0.010368+0.001477i,-0.0078778+0.0067909i,-0.0049002+0.0070042i,-0.0029752+0.004798i,-0.0025241+0.0042865i,-0.0021472+0.0063025i,-0.0023648+0.0072169i,-0.0019145+0.0062612i,0.00060567+0.0037486i,0.0037142+0.0015816i,0.0016846+0.00082932i,-0.0048027+8.4772e-05i
0.027945-0.0068485i,0.064289-0.027688i,0.10123-0.062587i,0.10578-0.076297i,0.071302-0.050378i,0.025117-0.016828i,-0.0025619-0.0052686i,-0.0045451-0.0067385i,0.0057086-0.0083514i,0.0090866-0.0078376i,0.0037394-0.0050842i,-0.00076327-0.0046127i,-0.0029385-0.0064943i,-0.0053572-0.0071206i,-0.0069058-0.0058575i,-0.0066011-0.0026157i,-0.0041015+0.00059786i,-0.00061929+0.0017031i,0.0014461+0.0017832i,0.0011371+7.7388e-05i,-0.00077559-0.0036505i,0.00015035-0.0039073i,0.0025499-0.00063527i
-0.023756-0.0010149i,-0.063458+0.0064767i,-0.10109+0.018966i,-0.09472+0.016644i,-0.040183-0.0067638i,0.010511-0.023149i,0.024252-0.01643i,0.019693+0.0012043i,0.015563+0.011281i,0.012403+0.0061885i,0.0070235-0.0029018i,0.00016311-0.0075199i,-0.0031929-0.0086579i,-0.0026826-0.0071473i,-0.002277-0.004867i,-0.002483-0.0030314i,-0.0025524-0.0013263i,-0.0012602-0.0010634i,7.8667e-06-0.00078369i,0.00093606+0.0020227i,0.0020787+0.0071154i,0.0021344+0.006279i,0.00099793-0.00057822i
0.022722-0.0016045i,0.063124+0.00076149i,0.10082+0.0046091i,0.094397+0.019869i,0.042473+0.034403i,-0.0019383+0.025337i,-0.015791+0.0034555i,-0.018985-0.0050638i,-0.020349+0.00011538i,-0.016633+0.0071774i,-0.0064976+0.0093008i,0.0041262+0.0064148i,0.007011+0.0041663i,0.0044194+0.0045318i,0.0043603+0.0042729i,0.0067756+0.0026i,0.0073633-0.00074513i,0.0051705-0.0034166i,0.0035976-0.0027698i,0.0030904-0.0025281i,0.0029407-0.0043766i,0.0019858-0.0025628i,-0.00075186+0.0024199i
-0.01849-0.0054075i,-0.054833-0.014752i,-0.087871-0.026955i,-0.078265-0.033722i,-0.028503-0.025315i,0.0065119-0.0030271i,0.0099441+0.012983i,0.0012496+0.0076456i,-0.0061695-0.0031856i,-0.0067484-0.0041056i,-0.0031675+0.0017193i,0.00052743+0.0066815i,0.0024999+0.0080609i,0.0020156+0.0072733i,0.0017903+0.0065059i,0.0026053+0.0035022i,0.0020879-4.2203e-05i,0.00078944-0.00053187i,-0.00017082-0.00092444i,-0.0027009-0.0019002i,-0.0056602-0.0010363i,-0.0036426-0.00033611i,0.0013991-0.00043035i
0.023738+0.0097587i,0.054573+0.025306i,0.076056+0.035445i,0.052695+0.02704i,0.0030625-0.0003135i,-0.018086-0.024678i,-0.011139-0.029062i,-0.0014966-0.02073i,0.0050173-0.015264i,0.0011513-0.012201i,-0.0062742-0.0057958i,-0.007105-0.00071031i,-0.0055773+0.00092458i,-0.0056679+0.0010578i,-0.0062212+0.0010114i,-0.0051401+0.0030179i,-0.003111+0.0040156i,-0.0032587+0.0017262i,-0.0034854-0.00055847i,-0.0010145-0.00079587i,0.0019074-0.00048602i,0.00031536-0.0011959i,-0.0045214-0.002811i
-0.016121-0.011616i,-0.040362-0.033015i,-0.051609-0.047167i,-0.020892-0.033973i,0.024328-0.00079699i,0.029705+0.020812i,0.01159+0.022918i,0.0059609+0.019686i,0.0094037+0.015489i,0.01098+0.007892i,0.0065371-0.00093603i,-0.00023677-0.0041118i,-0.0027869-0.0041191i,-0.0016996-0.005211i,-0.0020599-0.0066832i,-0.0047508-0.0063808i,-0.0061796-0.0030163i,-0.0050822+0.00095481i,-0.0033397+0.002092i,-0.0021399-0.00017534i,-0.0019248-0.0015227i,-0.0014593+0.00056872i,-0.00029831+0.0037095i
0.018694+0.014367i,0.038408+0.038302i,0.047245+0.051604i,0.023982+0.031322i,-0.0040951-0.0062264i,-0.0036316-0.026295i,0.0047198-0.026139i,0.00054166-0.01473i,-0.0045291-0.0026692i,-0.0030554-0.0014069i,0.0019831-0.0058487i,0.0054551-0.0090596i,0.00534-0.008792i,0.0045597-0.0057491i,0.0034829-0.0029404i,0.0014637-0.00047231i,0.00099106+0.00084428i,0.0023251+0.0010844i,0.0022613+0.0015831i,0.0011195+0.0035682i,0.0008391+0.0046708i,0.0011249+0.0012111i,0.0024519-0.0037761i
-0.009102-0.017646i,-0.023351-0.041508i,-0.033509-0.048671i,-0.025263-0.017628i,-0.013625+0.02134i,-0.015448+0.029017i,-0.017804+0.017771i,-0.014752+0.005635i,-0.01261-0.0015325i,-0.0091764+0.0014576i,-0.0035739+0.0058805i,-0.00061945+0.006184i,-0.00017177+0.0065709i,0.00014138+0.0059269i,0.0017561+0.004506i,0.0044197+0.0022289i,0.0056113-0.00063009i,0.0036937+7.8247e-05i,0.0017879+0.0013794i,0.0018502+0.00053521i,0.0018701-0.00099563i,-0.00054784-0.00041035i,-0.0039001+0.0015726i
0.0097983+0.020668i,0.020966+0.041651i,0.03027+0.042569i,0.028233+0.0012213i,0.024522-0.041258i,0.026754-0.042273i,0.023364-0.024851i,0.01445-0.014735i,0.0089249-0.011599i,0.0049146-0.0085373i,0.0016003-0.0009452i,0.0017198+0.0047742i,0.0016846+0.004724i,-0.0014993+0.0037616i,-0.0045292+0.0045532i,-0.0030683+0.0047895i,-5.1818e-05+0.0025197i,0.0014774-0.00036074i,0.00016679-0.0012062i,-0.0020093-0.00042978i,-0.00084888+0.0010649i,0.003273+0.0023376i,0.0064724+0.0025492i
