-0.0010479+0.00219i,0.0014875+0.00036335i,0.00020802+0.00071053i,0.00037911+0.00035361i,0.0012548+0.0006096i,0.00074132+0.0014695i,0.00013279+0.0012477i,0.00012445+0.00097995i,0.00017624+0.00050792i,0.00051051+0.00031331i,0.0007929-0.00031613i,0.0004838-0.00038255i,-0.00033906-0.00018295i,-0.00047347-0.00041004i,-0.00025797-0.00075584i,8.4783e-05-0.00054752i,0.00022893+0.00022136i,0.00010436+0.00022555i,-0.00022414+0.00023727i,-0.00081588+7.3309e-05i,-0.00040961-0.00018259i,0.00049097-0.00026594i,0.00060033+5.6379e-06i
-8.5954e-06+0.00098645i,0.00022087+0.00055536i,0.00036829-0.001165i,0.0019143-0.0012718i,0.0030613+0.00024188i,0.0031938+0.00033246i,0.002188-0.00064872i,0.0010056-0.0010903i,0.00047209-0.00090735i,-0.00051804+6.5587e-05i,-0.0012127+0.00075425i,-0.0013333+0.00056606i,-0.0017771+0.00034634i,-0.0018811-7.298e-06i,-0.001243+1.1724e-05i,-0.00024091+0.00034104i,8.9808e-05+0.0002155i,0.00034079+0.00039624i,0.00042277+0.00010413i,-0.0001298-0.00034926i,-0.00046385-0.00028568i,-0.00045856+0.00038785i,-0.00017874+0.0002102i
0.00028974-0.00062281i,0.00042136-0.00061325i,-0.00024446-0.0010114i,-0.00081911-0.0011332i,-0.00011955-0.00065492i,0.0006176-0.00033742i,0.00087738-0.0010542i,2.8087e-05-0.0015143i,-0.00017391-0.00085793i,0.00052019-4.05e-05i,-1.1991e-05-0.00012596i,-0.00013014-0.00046973i,0.00040783-0.00029781i,3.6525e-05+0.00025258i,-0.00017979+0.00018466i,1.4231e-05-0.00040048i,0.00034374+0.00017234i,0.00076522+0.00093343i,0.00028269+0.00041537i,-0.00022468-0.00060772i,-0.00072397-0.00042807i,-0.00064784+0.0004574i,0.0002592+2.1597e-05i
0.0013834-0.00063771i,0.0026188-0.0009931i,0.0024273-0.0023372i,0.0015641-0.0015321i,0.0014425+0.00036867i,0.0019206+0.0010976i,0.0015257+0.00029443i,0.00017227-0.0007181i,-0.00011534-0.0010504i,-0.00022496-0.00092561i,-0.00017148-0.00059936i,0.00095306+0.00012886i,0.0009843+0.00058784i,0.00024952-1.121e-06i,-0.00013258-0.00042759i,-0.00027366-0.00014024i,-0.00016475+4.885e-05i,9.5707e-05-4.7168e-05i,-3.8098e-05+0.00043768i,-0.00019076+0.00032937i,0.00012042-6.6969e-05i,0.00030104+0.00021171i,0.00038486+0.00013162i
0.00018673-0.0016667i,0.00042376-0.0010739i,-0.00026289-0.0015616i,2.8104e-05-0.0015203i,0.0010631-0.00025342i,0.0020929+0.00041937i,0.0016365-0.0002266i,0.00011456-0.0010091i,-0.0010182-0.0018802i,-0.0014347-0.0019285i,-0.00095305-0.00079421i,0.00038286-0.00023837i,3.5497e-05-2.1927e-05i,-0.00065116-7.9291e-05i,-2.6061e-05-0.00070912i,0.00032698-0.0012831i,0.00032171-0.00083031i,0.00036824+3.0903e-05i,0.0004008-0.00030784i,0.0001898-0.00035209i,-0.00015551+0.00049216i,-0.00033858+0.000576i,0.00042527-3.1319e-05i
0.00075904+0.0015474i,0.0011143+0.0014216i,0.0012441+0.0015314i,0.0010701+0.0010218i,0.0011285+0.00064732i,0.0014563-0.00020339i,0.0012358-0.0014388i,0.00010812-0.0021421i,-0.00066105-0.0019141i,-0.0010262-0.0012216i,-0.0010653-0.00059599i,-0.00020112-0.000591i,0.00060844-0.00065599i,0.00061028-6.3563e-05i,0.0005093-0.00023074i,0.00012072-0.00082668i,0.00042743-0.00057438i,0.00037234+0.00016901i,-0.0002461-5.3721e-05i,0.00016028-0.00023652i,8.2096e-05-0.00013479i,-0.00065625-0.00016907i,-0.00095591-0.00024176i
0.00062286-4.8848e-05i,-9.4155e-05-0.00016598i,-0.0013346-0.0008384i,-0.00088523-0.00013599i,0.0012149+0.001372i,0.0018763+0.0014442i,0.0013391+0.00027573i,0.00062728-0.00014025i,9.4397e-05+0.00027816i,4.361e-05+0.00096315i,-0.00037482+0.0010049i,-0.00028893-9.6076e-05i,0.00024399-0.00063518i,8.3827e-05-0.00081201i,-8.6865e-05-0.00068859i,0.00069827-0.00019629i,0.001245-8.7584e-05i,0.0007031+0.0003512i,0.00016389+2.2369e-05i,-0.0004029-0.0006759i,-0.0010913+0.00017392i,-0.0011102+0.00088494i,0.00013602+0.00039974i
0.001565+0.0005906i,0.001642+0.00093244i,0.0030806+0.00078458i,0.0029924+0.0012592i,0.0018373+0.0011644i,0.0018871-0.00023979i,0.00082321-0.0013787i,-0.00040566-0.00083262i,-0.00067235-0.00026528i,-0.00062207-3.2772e-06i,0.00031215-3.6315e-05i,0.00074116-0.00010249i,-0.00051182+6.1522e-05i,-0.00072492+0.00032263i,0.00023539+0.00037582i,0.00047678-0.00034243i,0.00022084-0.00016975i,-0.00015073+0.00046713i,-0.00044982+0.00047291i,0.00024628-0.00028344i,0.0012829-0.00054559i,0.0012324-0.00045329i,0.00066573-0.00060465i
0.0025429+0.0030374i,0.0019939+0.0031543i,0.0024612+0.0027337i,0.0026944+0.0018087i,0.0026332+0.00023122i,0.002194-0.0011892i,0.00027052-0.0017499i,-0.00097393-0.0012509i,-0.00036159-0.00068999i,0.00023692-0.00060128i,-0.0002419-0.00019758i,-0.0003673+0.00011935i,4.1951e-05+0.00041688i,1.6321e-05+0.00030301i,-6.5033e-05-0.00049502i,-0.00023184-0.00022757i,-2.6488e-06+0.00033883i,0.000634+0.00020847i,0.0011216-0.00042384i,0.0004367-0.00040515i,-0.00091947+0.00012818i,-0.001133-0.00023717i,-1.3634e-05-0.00031034i
0.0026085-0.0020719i,0.0023711-0.0015122i,0.0012941-0.0016346i,0.00023218-0.0017166i,0.0006516-0.0016909i,0.0019304-0.0012i,0.001777-0.00087914i,0.00051759-0.00090015i,0.00022303-0.001156i,0.00020042-0.0010546i,-0.00044141-0.00028255i,-0.00022907-0.00019365i,-0.0003663-0.00025685i,-0.00060792+0.00045976i,-0.00078588+0.00032444i,-0.00042839+0.00022348i,-0.00017579+0.00013128i,0.0003759-0.00014851i,0.00084037-0.00036373i,0.00081428-0.0002397i,0.00040562+0.00037527i,-0.00017668+0.00066719i,-0.00080592+0.00034634i
0.00070018-0.0003267i,0.0015449-0.00032561i,0.0017373+0.00022449i,0.00089857+0.00050558i,0.0010838+6.2637e-05i,0.0025854+0.00026912i,0.0017275-0.00017954i,-4.9457e-05-0.00069599i,-0.00015734-0.0009199i,0.00028475-0.00025261i,0.00040056+0.00026805i,0.00034487-5.9924e-05i,0.00035558-0.00026225i,-0.00034483-9.8857e-06i,-0.00090914-7.3433e-05i,-0.00072191+3.5786e-05i,-7.0204e-05-0.00052781i,0.00061427-0.00080533i,0.00021489-0.00036053i,-5.6915e-05+0.00013462i,0.00011665+0.00056283i,6.0796e-05+0.00068306i,-0.00027986-2.5098e-06i
9.9504e-05-0.0010286i,-0.00042966-0.00015969i,-0.00092941+0.00033654i,-0.00013404+0.00021401i,0.0015345-0.00033882i,0.0032274-0.001113i,0.0025753-0.0016525i,0.00074574-0.0012659i,-0.00021418-0.00048523i,-0.00035228-0.00014042i,-0.0003344-0.00071051i,0.00013748-0.0012292i,0.00071717-0.00060398i,0.00054601-0.00039115i,-0.0002737-0.00045423i,-0.00038483-0.00012512i,-0.00012874+0.00075839i,-0.00078113+8.6069e-06i,-0.00022752-0.00099747i,0.00052511-3.8325e-05i,-9.276e-05+0.00023243i,-0.00038368+0.00010071i,-0.00065643+0.00014052i
0.002528+0.00077201i,0.0023164-0.00040864i,0.0030198-0.0008273i,0.0028961+4.9994e-05i,0.0017649+0.00038062i,0.001089+0.00016452i,7.4177e-05-0.00020816i,-0.00031628-0.00048799i,1.5952e-06-0.00039457i,4.6237e-05-0.00070325i,-7.3466e-05-0.00051195i,0.00027134-9.6404e-05i,0.00084192+0.00042469i,0.00084045+0.00092653i,0.00040812+0.00097709i,0.00039499+0.00021313i,0.000489-0.00079266i,-3.397e-05-0.00024583i,-0.00058548+0.000319i,-0.00010569+0.00036528i,0.00044247+0.00031691i,0.00025822-0.00012825i,0.00023102-0.00043592i
0.0010959-0.0010249i,0.0004173-0.0014035i,0.00072527-0.0012494i,0.00073491-0.00049594i,0.0015375+0.00025702i,0.001654+0.00047614i,0.00084567-0.00026195i,-0.00011802-0.0014397i,-0.00037158-0.001758i,-0.00017512-0.0011669i,-7.5922e-05-0.00034629i,-0.0001205+0.00016458i,-0.00076789-0.00016388i,-0.00071504-0.00094499i,-0.00031869-0.0012941i,-0.0003676-0.0005715i,-0.00042963+0.00047487i,-0.00064709+0.00078598i,-0.00038032+9.8576e-05i,-0.00044023-0.00032717i,-0.00054383+0.00025197i,6.7068e-05+8.2892e-05i,0.00046944+0.00020132i
-0.0010257+0.0017094i,5.1313e-05+0.0018206i,-0.00015449+0.0015627i,-0.00043504+0.0010374i,0.00039547+0.00084822i,0.001216-0.00019663i,0.00066892-0.0012373i,0.0002978-0.00063148i,-1.2032e-05-0.0004453i,-0.0002893-0.0013734i,-0.00011382-0.00043213i,0.00011218+0.0004324i,0.00012507-0.00032576i,-0.00035919-0.00062701i,-0.00075131-0.00018799i,-0.00041776-9.4728e-05i,-0.00012603+0.0002706i,2.8032e-05+0.00026669i,-0.00016294-0.0002092i,-0.00021633-0.00037507i,-0.00015316-0.00064638i,-0.00030741-0.00051843i,-0.00080312+0.00023355i
0.00010114+0.00024067i,-0.0005248+0.00081853i,0.00039301+0.0012272i,0.0016303+0.0011034i,0.0026255+0.0012622i,0.0030106+0.0015188i,0.0017368+0.0016517i,0.00036355+0.0008512i,-8.3083e-05-0.00021448i,-0.00034523-0.00015488i,-0.00057135+0.00046732i,-0.00041649+0.0002948i,-0.00027101-0.00012774i,-0.00055545+0.0005365i,-0.00097601+0.00089397i,-0.00080939+0.00044117i,0.00036767+0.0001249i,0.0012878+0.00037522i,0.0012637+0.00069815i,0.00042593+9.2447e-05i,0.00016968-0.00024743i,0.00030297+7.1997e-05i,0.00076689+0.00047819i
0.00018856+0.0021018i,0.0005204+0.0021174i,0.0011122+0.0024115i,0.0016864+0.00090762i,0.0026203-0.00047379i,0.0032275-0.0010193i,0.0020063-0.001806i,0.00033326-0.0020191i,-0.00024907-0.0018469i,0.00031381-0.001141i,0.00063948-0.00038513i,0.00047893-3.2995e-05i,0.00032654+0.00054538i,-0.0001021+0.0011303i,0.00011858+0.00012489i,-0.00019825-0.000417i,-0.00059775+0.0006108i,0.0002756+0.00019653i,0.00085467-0.00072878i,0.00016467-0.00052535i,-3.7605e-05+0.00019782i,0.0006672+0.0004924i,0.00071643-7.8561e-05i
0.0014875+2.4752e-05i,0.0018719-0.00061666i,0.0023618-0.0013328i,0.0017083-0.0014879i,0.0017165-0.0012014i,0.0018598-0.0007049i,0.0008328-0.00065707i,0.00023168-0.00056239i,6.7232e-05-6.3327e-05i,-9.069e-05-0.00021834i,0.00019686-0.00040992i,-0.00040272-0.00080207i,-0.00051737-0.0010956i,-0.00032819-0.00049766i,-0.0010171-0.00055705i,-0.0012023-0.0011803i,-0.00045264-0.00078492i,0.00034358-0.00020552i,0.00035429+0.00044622i,0.00021213+0.00056948i,-0.00019538+0.00059326i,4.9755e-05+0.00030408i,0.0010143-0.00043192i
-6.4994e-05-0.0025675i,0.000647-0.0020064i,-0.00015893-0.0015079i,-0.0012886-0.00089572i,-0.00038038-0.00064241i,0.0012418-2.8275e-05i,0.0021597-0.00065125i,0.00129-0.0018636i,1.4671e-05-0.0018959i,-8.7092e-05-0.0014762i,-0.0001869-0.00059i,-0.00011431-0.00017249i,-0.00025482-0.00077793i,-0.00063612-0.001217i,-0.00059452-0.00070713i,-6.7249e-06-0.00029364i,-8.1071e-05+0.00025626i,-0.00064218-6.343e-06i,0.00016519-0.00047107i,0.00026233-9.2714e-05i,-0.00059951+0.00011795i,-0.00048334+2.4421e-05i,0.00011394+0.00047659i
-0.0018739+0.0014111i,-0.00073856+0.0012398i,-0.00040532+0.00079665i,0.00048697+0.00062327i,0.0015293+0.0010282i,0.002365+0.00040225i,0.0019809-0.00089873i,0.00064587-0.0015487i,0.00035105-0.0012226i,0.00070267-0.00042289i,0.0002278+0.0003296i,0.00012861+6.1803e-05i,0.00063773-7.5511e-05i,0.0004672+0.00017762i,0.00019251-0.00038693i,0.00037149-0.00053208i,0.0008587+9.9478e-05i,0.0012462+0.00059381i,0.0010012+0.0006134i,0.00031972+6.1464e-05i,-0.00014507-0.00026136i,-0.00044966+6.268e-05i,-0.00064988-0.00010631i
0.0029206-0.00040211i,0.0033784-0.00078703i,0.0026554-0.002934i,0.00036111-0.0026899i,-0.00042778-0.0010018i,9.6689e-05-0.0011112i,0.0001584-0.00075141i,0.00025205-0.00023043i,0.00065357-0.00087839i,0.00067556-0.0011538i,0.00039565-0.00022862i,-0.00032833+0.00043161i,-0.00021993-0.00032464i,0.00025373-0.0012314i,-5.7818e-05-0.00098416i,-0.00035887-0.00036808i,-0.00028424-0.00056505i,8.4519e-06-0.00080015i,0.00027928-0.00025556i,0.00014762+0.00026851i,-0.00013179+9.7916e-05i,-0.00048515-2.9705e-05i,-0.00090519+0.00021369i
0.0023303-0.0016864i,0.0026714-0.0016i,0.00232-0.0012879i,0.0010949-0.0011213i,0.0010227-0.0011641i,0.0022084-0.00072242i,0.0020988-0.0012821i,0.0010681-0.0016818i,-0.00027382-0.0011938i,-0.0012432-0.0013378i,-0.00095213-0.00076826i,-0.0011957-5.9807e-05i,-0.0017884-0.00027411i,-0.0013091-8.9702e-05i,-0.00065529-3.831e-05i,-0.00091163-0.00031214i,-0.0010468+0.00037531i,-0.00050704+0.0011248i,-0.00061742+0.00073802i,-0.00083732+0.00086906i,-0.00027514+0.00077811i,0.00042558-0.00016484i,0.00024594-0.0006611i
-0.0010753+0.0014838i,-0.00013838+0.0011072i,0.00086557+0.00060169i,0.00043991+0.00062051i,0.00042693+0.00071708i,0.0012129-0.00016985i,0.00099364-0.0011341i,0.00024315-0.0011334i,-0.00030203-0.00072924i,-0.0003712+3.2598e-05i,-0.00035973+0.0007415i,0.0002191+0.0011019i,0.00014594+0.0010118i,-0.00017192+0.00055901i,0.00057792+0.00068833i,0.00052528+0.00075781i,-0.00017605+0.00064558i,7.3159e-05-0.00013541i,0.00049134-0.0008673i,0.0006054-0.00045353i,0.00019855+0.00046742i,-0.00015598+0.00099651i,7.3355e-05+0.00046052i
0.00058124-0.00063153i,-0.00022463-0.00032343i,-0.00057179-0.0013356i,-0.00078626-0.0015745i,-0.00041767-0.00096443i,0.00073922-0.00058001i,0.0011271-0.000677i,0.00010646-0.00098962i,-0.00033194-0.00082572i,-0.00038639-0.00053804i,-0.00077046-0.00029033i,-0.00052339+0.00070607i,-0.00063473+0.00068941i,-0.00061667+8.4981e-05i,-0.00042814+0.00066116i,5.8039e-06+0.00083851i,0.00027763+0.00065084i,-8.8085e-05+6.723e-05i,-0.00026538-0.00043338i,-0.00012258+6.1259e-05i,3.0616e-05+0.00010877i,0.00068735-5.3265e-05i,0.00051985+0.00018016i
0.0041755-0.00030784i,0.0037629-0.0013572i,0.0032917-0.0012888i,0.0028968-0.00069537i,0.0027289-5.4671e-05i,0.0019498-0.00025902i,0.0011489-0.0012859i,0.0010617-0.0013293i,0.00045945-0.00071244i,-0.00032801-0.0013734i,-0.00013261-0.0017468i,-1.9653e-05-0.0010729i,-4.1651e-05-0.00038994i,0.00011242-0.00084355i,-0.00066057-0.0011251i,-0.00096893-0.00050039i,-5.4601e-05+0.00020712i,0.00017252-0.00011329i,-9.5427e-05-0.00021445i,0.00044624+0.00093511i,0.0006178+0.001178i,0.00059565+0.00016538i,0.00045919-7.4953e-06i
0.0024048-0.00044907i,0.0022665-0.00068398i,0.0004229-0.001996i,0.00064046-0.0017849i,0.00089517-0.00096956i,0.0012246-0.00055291i,0.00082114-0.0020432i,-0.00038293-0.0024931i,-0.00055531-0.0013049i,-0.00020881-0.00079126i,-0.00021616-0.001103i,8.1048e-05-0.0013063i,-8.1776e-05-0.0012725i,-0.00077338-0.00082224i,-0.0007619-0.00014532i,-0.00042656+8.3871e-05i,-4.5826e-05+0.00040157i,0.00026688+0.00058293i,3.927e-05+0.0002506i,-0.00039117+0.00019292i,-0.00025663+0.00031496i,0.00064841+0.00063179i,0.00059719+0.00037968i
0.0012105+0.00097247i,0.00045583+2.1725e-06i,0.0013472-0.00018919i,0.0019127+0.00019148i,0.0018448+0.00014684i,0.001471+0.00066703i,0.00072546+0.00078529i,-3.0998e-05+0.00019214i,0.00011422-0.00014278i,0.00052361-0.00072603i,-0.00011139-0.00070521i,-0.00045019+0.00013922i,-0.00059821+0.00054518i,-0.00053521+0.00059301i,-6.0817e-05+0.00061903i,0.00032314+0.00051525i,0.00026609-0.00010482i,-4.0335e-05-0.00083081i,0.00014029-0.00078179i,-0.00023458-0.00062362i,-0.00088933-0.00062149i,-0.0001217-4.6954e-05i,0.00033106+4.7194e-05i
-0.0014397-3.8622e-06i,-0.0018852+0.00035188i,-0.0017473+0.00094477i,-0.00095859+0.001544i,0.0010921+0.000706i,0.0032601-0.00098935i,0.0029971-0.002071i,0.0014019-0.0019115i,-0.00013639-0.0019504i,-0.00072682-0.0017329i,-0.00022306-0.00068237i,4.7065e-05+4.7532e-05i,3.3502e-05+0.00035017i,0.00042278+0.00075042i,0.00036829+0.00038076i,2.8328e-05-0.00021293i,-0.0002009+3.5886e-05i,-0.00013382-1.1056e-05i,-0.00053724-0.00013594i,-0.0005717-0.00038984i,0.00014132-0.00092357i,0.000178-8.7486e-05i,-0.00049406+0.00089906i
-0.00068513+0.001748i,-0.00066969+0.0010323i,0.00069602+0.0010001i,0.0017899+0.0014998i,0.0022923+0.0013043i,0.0025686+0.00047359i,0.0016584-0.0012958i,0.00039787-0.0017649i,-0.00054341-0.00077683i,-0.0012308-0.00021984i,-0.0010742-0.00026556i,-0.00043692-0.00040288i,-7.3533e-05+4.1243e-05i,0.00058146-0.00050446i,0.0012156-0.0010432i,0.00089198-0.00045445i,-0.00016537-0.00047245i,-1.3129e-05-0.00079345i,0.00036558-0.0010099i,0.00039136-0.0011296i,0.0006764-0.00087074i,0.0009964-0.00032293i,0.00088989+0.00018101i
0.000312+0.00093927i,0.0010929+0.00064591i,0.00058493+0.0011338i,0.0010528+0.0017283i,0.0022547+0.0012051i,0.0017299-5.9841e-05i,1.5434e-06-0.00091353i,-0.0012027-0.00042426i,-0.0010275-0.00032516i,-0.00040921-5.7565e-05i,-5.3462e-05+0.00054198i,-0.00011549+0.00039171i,0.00059018-0.00037822i,0.0011985-0.00037659i,0.00020168-0.00010301i,-0.00042605+0.00013296i,-0.0004402+0.00029097i,0.00021113+0.00033492i,0.00023719+0.00051631i,-0.00012626-0.00014579i,-0.00053331+0.00016403i,-0.00092817+0.00065047i,-0.00029764+3.7004e-05i
0.00015688+0.001344i,0.00075307+0.0016561i,0.00025152+0.0016272i,-0.00029711+0.0010675i,0.00088862+8.4469e-05i,0.0023505-0.00087374i,0.0015614-0.00081854i,0.00035879-0.00066013i,2.5089e-05-0.00099896i,0.00036365-0.0012795i,0.00031028-0.00053849i,0.00026688+0.00020472i,0.00050999+0.00049454i,0.000457+0.00099092i,-0.00030709+7.5978e-05i,-0.00079079-0.0011082i,-0.00050193-0.00068803i,-4.2541e-06-0.00034314i,5.542e-05-1.5325e-06i,-0.00024402+0.00062031i,0.00044946+0.00043862i,0.00068965-8.1434e-05i,6.2989e-05-0.00075283i
0.00030175+0.00091966i,0.00027256+0.0010126i,0.0013853+0.00087947i,0.001804+0.00062401i,0.0024097+0.00075724i,0.0029492+8.2657e-05i,0.001654-0.00074018i,-0.0002182-0.00084687i,-0.00012822-0.00054356i,0.00057895-0.00046969i,-0.00012437-0.00095126i,-0.00056609-0.00087994i,-0.00065738+0.00023902i,-0.00088442+0.00072632i,-0.0010136+0.0001743i,-0.0012262-2.0869e-05i,-0.00086367+6.2786e-05i,-5.1486e-05-0.00035108i,-0.00051331-0.00037545i,-0.00055881-0.00039142i,0.00018593-0.00025297i,0.00052033-0.00029237i,0.00062519-0.00051223i
0.00078246+0.00051354i,-0.00030673+0.0011397i,5.6061e-05+0.0012459i,0.00034301+0.0010267i,0.001825+0.0010777i,0.0031689+0.00031929i,0.0017752-0.00093009i,0.00055113-0.001495i,0.00039224-0.0010822i,0.00027412-0.00013318i,-0.00028616+0.00082288i,-0.00031276+0.0014957i,0.00033077+0.0011317i,0.00019941+0.00084903i,-0.00010902+0.00072261i,-0.00087231+0.00061385i,-0.00090599+0.00016636i,-1.3692e-05-0.00046898i,0.00050735+0.00018565i,0.0007194+0.00079926i,0.00074145+0.00034262i,-2.8839e-05-0.00017142i,-0.00086416-0.00015196i
0.0011527+0.0030473i,0.0014392+0.0019039i,0.002478+0.0019035i,0.0026513+0.0018586i,0.0024099+0.00096452i,0.002085-2.7908e-05i,0.0015406-0.00072377i,0.0010357-0.0010874i,0.00055888-0.0007357i,0.00015053-0.00042164i,9.4607e-05-0.0002507i,-0.00055464-6.3433e-07i,-0.00030872+6.1124e-05i,0.00044659-0.00031274i,0.00039873-0.00067875i,-4.0661e-06-0.00060632i,-0.00033576-0.00038394i,-0.0006052+0.00024718i,-6.1019e-05+0.00084828i,0.00050296+0.00086i,5.1185e-05+9.1512e-05i,-6.4692e-05-0.00056613i,-2.66e-06-0.00024848i
0.000175+0.0017485i,0.0010037+0.00077764i,0.00092827+0.00033967i,-4.1143e-05+0.00050366i,0.00070803+0.00067944i,0.0015223-0.00050003i,0.0011465-0.0024255i,-0.00081073-0.0017693i,-0.0019776-0.00060657i,-0.0012179-0.00089131i,-0.00080049-0.00099058i,-0.00041982-0.00017693i,0.00017864+0.00026071i,-0.00030594+0.00026025i,-0.0010153+6.3223e-05i,-0.00047668+7.4878e-05i,9.4985e-05+0.00019982i,-4.7256e-05-5.3702e-05i,-0.00028755-0.00020641i,-0.00023691+8.8384e-05i,-0.0002979+0.00044186i,1.8607e-05+0.0005265i,0.0008578+0.00037306i
0.0012625+0.00070279i,0.0010616+0.00076409i,0.00088613+0.00084053i,0.00058307+0.00092237i,0.0014019+0.0004381i,0.0011604+5.5119e-05i,0.0005066-0.00031738i,0.00053154-0.00019221i,0.00013372-9.6117e-05i,-0.00033251-0.00050046i,-0.00019946-0.00041485i,-0.00038925+6.3939e-06i,-0.0008607-0.00047122i,-0.00057334-0.0010436i,-0.00054282-0.00079998i,-0.00075053-0.00073312i,-0.00021592-0.00045745i,0.00049995-0.00029964i,0.00018104-0.00040214i,0.00017666-0.00031164i,0.00038622-0.00012617i,-0.00018646+2.2199e-05i,-0.00026118-8.9499e-05i
0.0020308+0.00024861i,0.0025486-0.0005862i,0.0023503-0.00080871i,0.002406-0.00099782i,0.002374-0.00047334i,0.0030644-1.2095e-05i,0.0019966-0.00045534i,-0.0002114-0.0010746i,-0.001044-0.0011855i,-0.00086678-0.00033718i,-0.00084246+0.00055683i,-0.00033178+0.00054123i,-0.00071646-0.00016759i,-0.0012648-0.00056567i,-0.0002569-0.00064653i,0.00043766-0.0006749i,0.0010517+0.00020616i,0.0011511+0.00036972i,0.00066124-5.3851e-05i,1.3216e-05-0.00033363i,-0.00062377-0.00046481i,-0.00052889-0.0002838i,0.00016364-0.00031159i
0.0012251+0.0014373i,0.00067203+0.00016594i,0.0017298-0.00040591i,0.0015006-0.00065125i,0.0010261-0.0007524i,0.0021202-0.00082936i,0.0017305-0.00065142i,0.00022059-0.00030313i,-0.00038193+7.2491e-05i,-0.00037567+0.00010128i,-0.00018816-0.00052376i,-0.00049972-0.00069158i,-0.00065784-0.00020295i,-0.00092937+0.00040256i,-0.00085571+0.00052641i,-0.00035015-0.00014717i,5.9285e-05-0.00039402i,0.00021056+6.1301e-05i,-0.00038622+6.542e-05i,-0.0003153+0.0006373i,0.00041365+0.0012584i,0.0011056+0.00070326i,0.0012088-8.2637e-05i
-0.00034794-0.0018457i,-0.00014625-0.0013126i,-0.00041639-0.001253i,-0.00037735-0.00074941i,0.0010152+0.00018255i,0.0017871+0.00051032i,0.0009629-0.00013668i,-0.00019686-0.00082282i,-0.0011556-0.0010249i,-0.0012844-0.00079058i,-0.00075231+0.00030941i,-0.00033448+0.0004926i,-0.000775+0.00012121i,-0.00068034+4.3518e-05i,7.4941e-05-0.00026097i,0.00035767+0.0001583i,0.00021661+0.00040499i,0.00054971+0.00017648i,0.001022-0.00028126i,0.00052665-0.00094323i,0.00044963-0.00094249i,0.00095211-0.00036194i,0.00097762-0.00011534i
0.0017136-1.4355e-05i,0.0012126+0.00056082i,0.0019448+0.00073224i,0.0018905+1.1208e-05i,0.0011898-0.00015917i,0.0014547-0.00031399i,0.0013931-0.00095413i,0.0009623-0.00061967i,0.0004766-5.5142e-05i,-0.0006951+0.00046267i,-0.00057514+0.00042212i,0.00040635+0.00013874i,-0.00011509-0.00080739i,-0.00074052-0.00076637i,-0.0005747-0.00022193i,-6.3375e-05-0.00056032i,0.00049461-0.0002585i,0.0010541-0.00013298i,0.0005167+0.00037137i,-0.00059928+0.0003292i,-0.00085299-0.00048062i,-0.00066588-0.0001944i,-0.00065361+0.00033332i
-0.00044533+0.0010293i,-0.00061925+0.00046301i,0.00035035+0.00084244i,0.0014242+0.0011009i,0.0021188+0.0014317i,0.0019923+0.00071243i,0.0012932-0.00022807i,0.00020599-0.00059971i,-0.00011675-0.0014075i,0.00010038-0.0013516i,6.3383e-05-0.00042866i,-0.00055194-3.4981e-05i,-0.00042761+0.00019953i,-0.00015903+0.00062449i,-0.00043827+0.00026805i,-0.00021572-0.00058944i,8.8887e-05-0.0003963i,0.00019116-0.00027456i,0.00033464-0.00062788i,0.00029779-0.0003797i,0.00026166+0.0001237i,-0.00031497+0.00076897i,-0.00054778+0.00084512i
-0.00030048-0.00020521i,-0.00028261-0.00032568i,-0.00031284+0.00012071i,0.00089253+0.00054659i,0.001881-5.2552e-05i,0.0019093-0.00083507i,0.00099092-0.0012849i,-0.0003474-0.0012686i,-0.00023804-0.00084692i,0.00082784-0.00053582i,0.00092856-0.00056229i,-0.00017085-0.00079375i,-0.00047229-0.0012654i,-0.00047952+5.4991e-05i,-0.0010074+0.00073708i,-0.00047628-0.00019322i,0.00026558-0.00074285i,0.0001207-0.00095477i,-7.4425e-05-0.00098242i,-0.00044057-0.00069866i,-0.00069851-0.00075681i,-0.00043925-0.00085488i,-3.3924e-05-0.00036752i
-0.00074957+0.00049114i,0.00017096+0.00042699i,0.00028963+0.00092952i,0.00063904+0.0013003i,0.0017695+0.0015675i,0.002404+0.00049921i,0.0019426-0.001184i,0.00057358-0.0018577i,9.8308e-06-0.001658i,-0.00013655-0.0011248i,-0.00065284-0.00030317i,-0.0010562+0.00013845i,-0.0011358-9.4959e-05i,-0.00053742+0.00023792i,-0.00018359+0.00034549i,-9.0498e-05-0.0003969i,9.7236e-05-0.00082349i,0.00016295-0.00084073i,4.9619e-05-0.0012158i,-0.00021366-0.001406i,-0.000576-0.0012397i,-0.00014644-0.00099707i,0.00021551-0.00049753i
-0.0011502+0.0020615i,-0.00040798+0.0015119i,-0.00080795+0.001448i,-0.00034736+0.00071506i,0.00065669-4.4146e-05i,0.00077703-0.0013943i,0.00046416-0.0020895i,0.00024905-0.0010377i,7.5058e-05-0.00089234i,-0.00038173-0.00094249i,-0.0011947-0.0003958i,-0.0011014-5.167e-05i,-0.00077752+0.00050057i,-0.000771-2.7989e-05i,-0.00033117-0.00049604i,0.00043834-0.00034016i,0.00027259+7.2572e-05i,-8.7017e-05-0.00013041i,0.00047276-0.0003693i,0.0012919-0.00033729i,0.00084549-3.0357e-05i,4.8858e-05+0.00042226i,-0.00014888+0.00078593i
