7.0385e-05+0.0011341i,0.0010488-0.00031104i,0.00030523-0.001813i,-6.5531e-07-0.0015814i,-0.00036878+5.8354e-06i,-0.00099281+0.0012507i,-0.00046692+0.0016277i,-4.8156e-06+0.0013589i,-0.00013891+0.00048841i,9.3454e-05-8.787e-05i,0.00038213-0.0001997i,0.00025018-0.000183i,0.00015567+6.0907e-06i,7.7125e-05+0.00092273i,-0.00012058+0.0015455i,-0.00039917+0.0011614i,-0.00041323+0.00070783i,-3.4893e-05-7.5729e-05i,0.00060338-0.00090835i,0.0005622-0.00034732i,0.00034782+0.00053989i,0.00056825+0.00036592i,0.00089758+0.00010026i
-0.00096752+0.0017306i,0.00014915+0.0022842i,0.0010457+0.0029193i,0.0020833+0.0018192i,0.0020462+0.00034697i,0.00060123-0.00050697i,-2.6915e-05-0.00067249i,0.00037052-0.00035521i,0.0007649+0.00012804i,0.001279+0.00087524i,0.0011249+0.0011841i,0.0003868+0.00043669i,0.00072708-0.00017237i,0.0002147-0.00017839i,-0.00060173+0.00017969i,-0.00023251+0.00068215i,-0.0002959+0.00031541i,-0.00023312-0.00033737i,-0.00048795+0.00038397i,-0.0012938+0.00058366i,-0.0007807+0.00020791i,4.6038e-05-0.00051225i,-7.0983e-05-0.0007469i
0.00017872-0.0025661i,-6.6578e-06-0.0011918i,-0.00012228-0.0011365i,0.00019718-0.0011406i,7.073e-05-0.00045234i,0.0001601+0.00087262i,0.00023484+0.00094436i,0.00011962-1.6757e-05i,9.1503e-05+0.00041687i,6.0341e-05+0.0011772i,0.00036419+0.00091338i,0.00039269+0.00071335i,0.00030469+0.00058443i,0.001268+0.00079118i,0.0018475+0.00059045i,0.00066633+0.00020767i,-0.00077257+0.00032402i,-0.00082603+0.0002751i,-0.00052638+4.7758e-05i,9.7084e-05+0.00011538i,-2.2151e-06-8.995e-05i,-0.00025759-0.0011269i,0.00048167-0.0017464i
-0.00069179-0.0018654i,-0.00083563-0.0017952i,-0.0016206-0.00075375i,-0.0019314+0.00042648i,-0.0015188+0.0006976i,-0.00077208+0.00067338i,6.7776e-05+0.0006592i,0.0014374+0.00044217i,0.001131-0.00023654i,0.00028362-0.0003193i,0.0001396+0.00030073i,0.00035328+0.00023256i,0.00066017+0.00039574i,0.00038975+0.00089794i,0.00059269+0.00038027i,0.00070949+3.0306e-05i,-0.000652+3.9464e-05i,-0.0016113-0.00034851i,-0.00082749-0.00030967i,-0.00040778+0.00016772i,-0.00030411+0.00062982i,7.5679e-05+0.0009387i,-0.00014308+0.0010259i
0.0011893+0.00039241i,0.002025-0.00031901i,0.0024086-0.0010322i,0.0010872-0.00097012i,-0.00027484-0.00038826i,-0.00036601+0.00042883i,0.00033385+0.00045766i,0.0012865+4.8623e-05i,0.0017518+0.00011049i,0.0012462+0.00045682i,0.00056053+0.00071023i,-0.00037149+0.0004815i,-0.00091376+0.00021844i,-0.00010185+0.00021055i,-0.00016802+0.00014128i,-0.00045432-0.00015485i,-0.00029597+0.00025845i,0.0001813-7.5365e-05i,0.00020795-0.00076131i,-0.00017369+0.00026721i,0.00018979+0.0012447i,0.00072632+0.0007782i,0.00010793+0.00019357i
0.00013686+0.00017318i,0.00054859+0.00038545i,0.001257-0.00026926i,0.0015489-0.00036287i,-0.00024413-0.00044822i,-0.00089071-0.00075651i,2.4427e-05-0.00011164i,0.00046485+0.00052842i,-3.437e-05+0.00023877i,-0.00044653-0.0001376i,-0.00015318-6.7071e-05i,-0.0001779+0.00032221i,-0.00065782+0.00085261i,-0.00085832+0.00094814i,-0.0012799+0.00080013i,-0.0015611+4.0331e-05i,-0.0011828+0.00014757i,-0.00068731+0.00041876i,-0.00013004+0.00032104i,0.00044889-0.00012981i,0.00074911-0.00073866i,0.00084036-0.0001002i,0.00069602+0.00041003i
-0.00073044-0.0024492i,-0.00067379-0.0014579i,-0.00030974-0.0012355i,-0.00065227-0.00021862i,-0.00069789+0.0006307i,-7.6384e-05+0.00097005i,0.00010122+0.00067841i,-0.00033791+2.9563e-05i,-0.00040802-0.00018265i,-0.00049876-5.9878e-05i,-0.00027445+0.00081861i,0.00010489+0.0013645i,0.00049645+0.00091918i,0.0011028+0.00038152i,0.00070955+0.00020392i,2.4076e-06-0.00016253i,-0.00026763-0.00013149i,-0.00055479-0.00022396i,-0.0005254-0.00071461i,0.00030021-0.0010281i,0.00051609-0.00070135i,-0.00036027+0.00027134i,-0.00028884+0.00046116i
0.00034016+0.00040924i,0.00022011-0.00055707i,-0.00055369-0.00022732i,-0.00078683+0.00030169i,-0.00026458-0.0005523i,0.00083651-0.00097847i,0.0013418+0.00015929i,0.00097274+0.00066152i,0.00072077+0.00046296i,0.0010048+0.00095621i,0.00080011+0.00058568i,0.00016198-0.00045383i,0.00012263-0.00029824i,0.00069432+0.00016487i,0.0011578-0.00019777i,3.7959e-06-0.00098902i,-0.00066411-0.0010739i,-9.3256e-05-0.00049413i,-0.00012636-0.00011175i,-0.00061596+0.00034332i,-0.0007372+0.00064591i,-0.00065442+0.000487i,-0.00041594-3.3607e-05i
0.00015733-0.00040728i,0.00029173-0.0004461i,0.0015098-0.00053115i,0.0015563-0.00032272i,0.00031661-0.0004373i,4.3614e-05-6.723e-05i,0.00047963+0.00060386i,0.00048421+0.00013976i,0.00025905+2.5011e-05i,-0.00022207+0.00073848i,-0.0004387+0.0011776i,5.2476e-05+0.001291i,0.00064648+0.0013458i,0.00075685+0.0011774i,0.00074701+0.00050514i,0.00034039-9.7136e-05i,0.00024447-0.000898i,0.00085988-0.00044847i,0.00052038+0.00036148i,0.00036439-0.0001579i,0.00072188+0.00025088i,0.00070283+0.0005069i,0.00067535+1.4543e-05i
-0.0017271+1.974e-05i,-0.0016524-7.8125e-06i,-0.0024189+0.00056639i,-0.0021955+0.00029348i,-0.00041335+0.00077896i,0.001355+0.0015141i,0.0011553+0.0012408i,-0.00013669+0.00048981i,-0.00091181+0.00010945i,-0.00061736+0.00097133i,0.00027169+0.001099i,0.0010496+0.00064686i,0.00058708+0.00029426i,-0.00013278-0.00017007i,-0.00024796-0.000539i,0.00070282-0.00048742i,0.0012931+0.00014842i,0.00016382+0.00070846i,-0.00032472+0.00072443i,0.00016643+0.00030034i,0.00048326-0.00032277i,0.0001322-0.00014429i,-0.00063857-0.00010424i
0.00028189+1.8616e-05i,0.00020427+0.00055342i,0.0001941+0.00086142i,0.0014998+0.00073153i,0.0021707-5.4842e-05i,0.00095439-0.00017836i,6.3176e-05+0.0002289i,0.00075899+0.00045895i,0.0016268+0.00042217i,0.0015685-4.3642e-05i,0.00072829-0.00037997i,3.5236e-05-0.00034089i,0.00047095-0.00039981i,0.0010632-0.0004043i,0.0015037-0.00073307i,0.0011875-0.00082288i,0.00022017-0.00040418i,-0.00019423-0.00064843i,-8.3412e-05-0.0004412i,-0.00020752+6.2478e-05i,-0.00053522-0.00023362i,-0.00059267-0.00051757i,-9.6599e-05-0.00065185i
-0.00045582+0.0013039i,0.00019146+0.001361i,0.0007098+0.0014365i,0.00071454+0.0021664i,0.00052642+0.0019066i,0.00042765+0.00062703i,0.00058396-1.6449e-05i,0.00083819-0.000315i,0.00058727+2.381e-05i,0.00071567+0.00092901i,0.0010505+0.0008392i,0.00076481+0.00011557i,0.00052293-5.4764e-05i,0.00045253+3.9396e-05i,0.00072564+0.00016814i,0.0006986+0.00016493i,3.0805e-05+7.0618e-06i,-0.00045404-0.00013994i,-0.00011706-0.00038372i,-0.00012591-4.0883e-05i,-0.00030251-4.0952e-06i,-0.00037481-0.00039976i,0.00014641-0.00020968i
0.0021341-0.00097054i,0.0014124-0.0011422i,0.00073549-0.0010999i,4.5059e-05-0.00099354i,-0.0009425-0.0013631i,-0.0014077-0.00037109i,-0.0012176+0.0010991i,-0.00033553+0.00051761i,0.00026191-0.00072776i,0.00021302-0.0007693i,0.00014317+0.00024172i,-0.00017493+0.0005155i,-0.00070709+0.00016275i,-0.00032381+0.00023551i,0.00076533+0.00029423i,0.0011207+0.00034409i,0.00041512+0.00019772i,-0.00015552+0.00040108i,-0.00039834+0.00068597i,-0.00015771+0.00062588i,0.00039687+0.00061904i,0.00054436+0.00039723i,0.00067961-0.00042226i
0.0021257-0.0015891i,0.0012995-0.0015318i,0.0010672-0.0025722i,0.00024448-0.002753i,-0.00064134-0.0019423i,-0.00059501-0.0002785i,0.00026449+0.00085022i,0.0011603+0.00053947i,0.0013808-0.00058156i,0.00061399-0.0010624i,3.6677e-05+0.00013049i,5.7004e-05+0.0010556i,0.0002398+0.0013918i,0.00041564+0.001463i,0.00054849+0.00073739i,-0.0002523+2.4197e-05i,-0.00051479-0.00011634i,0.00056959-0.00022613i,0.00060243-0.00020175i,-0.00019166-0.00011793i,-0.00076891+7.2856e-05i,-0.00073769-0.00010618i,-0.00030221-0.00015074i
-0.000346-0.00031032i,-0.00056223-0.0004258i,-0.00022732+0.00011009i,-6.0055e-05+0.00060819i,-0.00028068+0.00063714i,8.8019e-05+0.00021967i,0.00096359+0.00026119i,0.0014033+0.0001156i,0.00066179+0.00020418i,0.00015903+0.00090298i,0.00048078+0.000494i,0.00034283-0.00045493i,-0.00014841-0.00023932i,5.7773e-05+0.00013843i,-0.00046216-0.00013521i,-0.00095982+3.6837e-05i,-0.0003394+0.00056239i,-9.57e-05+0.000255i,-0.00076018-0.00021924i,-0.0010928-0.00021523i,-0.00072414-0.0005788i,0.0003086-0.0010418i,0.0012424-0.0012965i
0.00094528+0.00077941i,0.0016798+0.0013255i,0.0024361+0.0015529i,0.0024048+0.0013942i,0.00088123+0.00069698i,-0.00081443-0.00024883i,-0.0011271-0.00026813i,-0.00038822-0.00054825i,0.00042828-0.00079703i,0.00056711+0.0002644i,7.4333e-05+0.00076419i,0.00049307+0.00070877i,0.00095432+0.00026542i,0.00047154+0.00036602i,-6.6305e-05+0.00042095i,-0.00038224+0.00040896i,-0.00063094+0.00027894i,-0.0004531-0.00029237i,-0.00019679-0.00033973i,-0.00045149+0.00039253i,-0.0010285+0.0011679i,-0.001262+0.00057633i,-0.00077975-0.00091171i
-0.00072149+0.001212i,-8.5092e-05+0.0024793i,-0.00038569+0.0024263i,-0.00055186+0.001227i,0.0006293+0.00055961i,0.0019497+0.00078113i,0.001356+0.00045892i,0.00056997+0.00048156i,0.0012536+0.00061006i,0.0017346+0.00062719i,0.0014259+0.00073876i,0.00096211-3.3658e-06i,0.00035779-0.0003999i,0.00014974+0.0003985i,5.2943e-05+0.0012145i,-0.00034098+0.0011003i,-0.00019837+0.00052111i,-0.00038258-0.00030003i,-0.00086144-0.00044708i,-0.00072827-0.00012299i,-0.000267+0.00011662i,-0.00028291-0.00032433i,-0.00017634-0.00072481i
0.00084107-0.00017637i,0.0013971-0.00060938i,0.0019389-0.0011529i,0.002688-0.001901i,0.0017461-0.0020573i,0.00026387-0.0014784i,0.00090851-0.00052254i,0.0022093-0.0002031i,0.0019566-0.00049314i,0.0009634-6.8349e-05i,0.00028158+0.00033293i,-0.00048493-8.927e-05i,-0.00059797+0.00019262i,0.00016421+0.00041821i,0.00023611+0.00012875i,0.00032301+0.00024359i,0.0010389-0.00017383i,0.00031546-0.00057026i,-0.00044918+0.00028671i,-2.9928e-05+0.0011912i,0.00036591+0.00050519i,0.00040274-0.00070047i,0.00026255-0.0010353i
0.00065215+0.0007839i,0.00072221+9.4268e-05i,0.0010296-0.0008607i,0.00079812-0.0010895i,-3.7193e-05-0.00068381i,-0.00051249-0.00030868i,-0.00023369+0.00012079i,0.00030218+0.00016284i,0.00069157-0.00046961i,0.00050382-0.00019755i,0.0003694+0.0013355i,0.00085509+0.0012432i,0.0010223+0.00034049i,0.00070641-4.7623e-05i,0.00033087-0.00071519i,-6.6878e-05-0.00068267i,-0.001014-5.0168e-05i,-0.000571+0.00032773i,0.00026683-0.00017218i,6.4166e-05-0.0006754i,-0.00037292-0.00039393i,-0.00050286-0.00010189i,0.0004174+0.0003708i
0.002183-0.00038074i,0.0013426-0.00083292i,0.00055059-0.0009316i,-2.1939e-05+0.00010136i,9.9233e-05-0.00027011i,3.3952e-05-0.0016447i,-4.0759e-05-0.0014438i,0.00050306-0.00066383i,0.00053973-5.8284e-05i,-4.7983e-05+0.00093965i,0.00047974+0.0009061i,0.0012021+0.00017867i,0.00096507+2.442e-05i,5.7957e-05+0.00099702i,-0.00064564+0.00073941i,-0.00054314-0.00045278i,-0.00072845+1.4392e-05i,-0.00059776+0.0003171i,-0.00014496-0.00047755i,-0.00013655-0.0005092i,-0.00014481-6.3298e-05i,-0.00081112-0.00040844i,-0.0014698-0.0010004i
-0.00043021-0.0011878i,0.00017201-0.0010276i,0.00086255-0.0014851i,0.00042542-0.0013156i,-7.7851e-05-0.00048481i,-0.00020076-2.8198e-05i,0.00026247+0.00053717i,0.00076687+0.0010728i,0.00052937+0.00079883i,0.00045621+0.00073596i,0.0006236+0.0012848i,0.00066207+0.00066979i,0.00072665+0.00018762i,0.00074174+0.00048821i,0.0008042+0.0001599i,0.00047709+1.7553e-05i,0.00071148+0.00017677i,0.00055007-8.9276e-05i,-1.8288e-05-0.00066791i,0.00020231-0.0006511i,0.0003719-0.00026149i,8.5135e-05+0.00022796i,-0.00025197+0.00043825i
-0.0018876-0.00017902i,-0.0023914+0.0005767i,-0.0022331+3.1759e-05i,-0.00068227+0.00049386i,-0.00046324+0.0012678i,-0.00071137+0.00093162i,-0.00024286-1.9174e-06i,-0.00058933-0.00032655i,-0.0011744+3.9302e-05i,-0.00089228+0.0006846i,-0.00082461+0.00067896i,-0.00048101-0.00049411i,0.00035449-0.00066664i,0.00060354-0.00026417i,0.00023263-4.2867e-05i,0.00068623+0.00049121i,0.00049346+0.0003214i,-0.00030611+0.00077124i,-0.00053802+0.0015478i,-0.00061031+0.0016467i,-0.00010877+0.0010704i,0.00051875+0.00022388i,0.00015925-0.00038393i
0.0044907-0.0010027i,0.0034431-0.0014582i,0.0027895-0.0019437i,0.0012291-0.0022285i,-0.00097266-0.0021582i,-0.0011303-0.0015933i,2.7145e-05-0.00041222i,0.00080123-0.00031147i,0.00090344-0.00064324i,0.00011278-0.00090684i,0.00035293-0.00081914i,0.0011748-6.6538e-05i,0.00073483+0.00066969i,0.00042514+0.00093633i,0.00087728+0.0004006i,0.0006553-0.00039982i,-7.3504e-05-0.00030893i,-0.00074164-0.00026173i,-0.0013255+0.00014717i,-0.0011404+0.00054079i,-0.00082085+0.00027481i,-0.00033207-0.00037023i,0.00010411+2.336e-05i
0.0017549-0.001434i,0.0013397-0.0019389i,0.00036834-0.0020626i,6.0928e-05-0.0016019i,-0.00083827-0.00091903i,-0.0022861-0.00033678i,-0.0021255+0.00054905i,-0.00057584+0.0007063i,0.00037165+0.00072224i,0.00018832+0.00055587i,-0.00058051+0.00078121i,-0.0010988+0.0008659i,-0.00035125+0.00021169i,0.0012268+0.00029473i,0.0014786+0.00078787i,0.00064865+0.00078908i,-0.00036559+0.00043029i,-0.00035511-0.00024518i,0.00010223-0.00075679i,-0.00015597-0.0007268i,2.4603e-05-5.5514e-05i,0.00030111+0.00041283i,0.00041648-4.5589e-05i
-0.00093207+6.6863e-05i,-0.00055646+0.001366i,0.0005644+0.0023821i,0.0011947+0.001592i,0.00053748+0.00070784i,0.00026662+0.00076387i,0.00037187+0.001091i,0.00065451+0.00037097i,0.00030252+0.00040094i,0.00039288+0.0013071i,0.00094267+0.0015459i,0.00091818+0.00082338i,0.0009654+0.00048125i,0.0007423+4.3992e-05i,0.00058548-0.00019005i,0.00090176-1.0821e-05i,0.00057741+0.00015589i,-0.00040682+0.00026204i,-0.00040733+0.00054795i,0.00011895+0.00068383i,0.00066243+0.00045731i,0.00095904+0.00072595i,0.00050335+0.00012361i
-0.00064851-8.9124e-06i,-0.0009768-0.0012007i,-0.00061199-0.0016615i,-0.00015727-0.00064015i,-0.00034425+0.0013273i,-0.00059989+0.001172i,-0.0010103+0.00018523i,-0.00060632+0.00041648i,0.00087029+0.00037519i,0.0013126-9.5508e-05i,0.00067131+6.3617e-05i,0.00032523+0.00021913i,-0.00016326+0.00051537i,-6.7837e-07+0.00066939i,-3.6147e-05-4.1224e-05i,-0.00041202+0.00038868i,-0.00034812+0.00091092i,-0.00021807+0.00041172i,-0.0001283+0.00028158i,-0.00058974+1.2883e-05i,-0.0011582-0.00035472i,-0.00078903-0.00039531i,-0.00032591-0.00026845i
0.00052559+0.00091118i,-7.321e-05+0.0014475i,0.0011888+0.0022705i,0.0018727+0.0023558i,0.00064545+0.0010594i,0.00027821-0.00014608i,0.0010365-0.00048659i,0.00088823-0.00064609i,0.00080374-0.00042298i,0.00074499+0.00057085i,0.00060465+0.0012904i,0.00062187+0.00141i,0.00064314+0.0011242i,0.00043888+0.00053131i,0.00018674+0.00011452i,0.00046076+0.00035198i,0.00082686+0.00056179i,0.00068928+0.00062504i,0.00050405+0.00035006i,0.00090322+1.2073e-05i,0.00045649+0.00011108i,-0.00016005-0.00017778i,-0.00012232-0.00091755i
0.0010044+5.3713e-05i,0.0014092-0.00066526i,0.00097964-0.0020148i,0.0010164-0.0029456i,-0.00034924-0.0023282i,-0.0017735-0.0016063i,-0.00059799-0.00032305i,0.0012762+0.00082958i,0.0012136+0.00084423i,0.00024593+0.00052773i,8.1203e-05+0.00052684i,0.00066304+0.00068777i,0.00076558+0.00033408i,0.00051538-0.00022052i,0.00048034-0.00017417i,0.00068153-0.00047514i,4.7723e-05-0.00054239i,-0.00028164-0.00038647i,0.00036944-0.00024677i,0.00025657+9.312e-05i,-0.00021683+0.00048768i,-0.00045384+0.00023194i,-0.00083878-0.0006652i
-0.0007526+0.00071719i,-0.00087503-9.6661e-05i,0.00032423+0.00057035i,0.00023649+0.0011494i,-0.00037351+0.0003729i,-0.0017253-0.00015546i,-0.0016632+0.00014441i,0.00023047+0.00024876i,0.0014114-7.7529e-05i,0.00093625+5.8886e-05i,0.00019317-0.00012531i,0.00047762-0.00049065i,0.00049843-0.00010255i,0.0005505+0.00035364i,0.00077299+0.00032134i,0.00071477-9.8454e-05i,0.00070307-9.3323e-05i,-0.0003224-0.00020523i,-0.00062836-0.00045307i,0.00035493-0.00026096i,0.0011837-2.8452e-05i,0.0013889-6.1291e-05i,0.0005808-0.00067757i
-0.00038315-0.00043636i,-0.0011197-0.0019915i,-0.0013119-0.0027755i,-0.00080308-0.00085021i,-0.00030372+0.0010908i,-0.00037913+0.0011134i,-0.00052254+0.00033901i,-0.00040162+0.00040068i,0.00021506+0.00052076i,0.00072045+0.00020299i,0.00079803-1.934e-05i,0.00043653-6.1567e-05i,-9.3936e-05+0.00016044i,0.00029473+0.00033679i,0.00077447+0.00014559i,-0.00013682-0.00066464i,-0.00023386-0.00023808i,-4.2484e-05+0.0009485i,-0.00047033+0.00077349i,-0.0006116+4.0211e-05i,-7.6411e-05-0.00030204i,0.00050354+0.00021454i,-0.00036293+0.00088483i
-0.00044804+0.0017812i,0.00080314+0.00077063i,0.002416+0.0017713i,0.0031255+0.0015741i,0.0025996+0.00048254i,0.0010979+0.0001434i,2.4418e-06+0.00071082i,-4.3171e-05+0.0015099i,2.6143e-05+0.0011959i,0.00057077+0.00091371i,0.0011523+0.00049548i,0.0010579-0.00023238i,0.00096243+0.00056883i,0.0008723+0.0012404i,0.00027296+0.0011931i,-0.00074041+0.00062235i,-0.0012705-4.2923e-05i,-0.00098828+9.2994e-05i,-0.00043922+0.00033822i,-0.00020675-0.00028137i,-0.00014015-0.00054741i,0.00025602-0.00057038i,0.00051438-0.00060348i
0.00025998-0.00058678i,0.00051891+0.00026398i,9.5948e-05-0.00024252i,-0.0010861+0.00015212i,-0.00095452+0.00050496i,-0.00033103+0.00096249i,2.5446e-05+0.00064297i,0.00032346-0.00084138i,1.8527e-05-0.0010282i,-0.00016301+0.00013184i,-0.00013758+0.00030996i,0.00037627+0.0002776i,0.00039328+0.00086947i,0.00017491+0.00096976i,0.00027521+1.9474e-05i,0.00023102-0.00096565i,-8.305e-05-0.0015776i,-0.00040098-0.00085689i,-0.00074166-7.266e-05i,-0.00054281-9.2653e-05i,0.00020867-0.0001185i,0.00048847+6.8814e-05i,0.00049462-0.00016348i
0.00089235-0.00083655i,-0.0001842-0.0012466i,-0.00086188-0.00080338i,-0.0011004-0.00093235i,-0.00088373-0.0010403i,-0.00039572-0.0011517i,-8.354e-05-6.8852e-05i,0.00017848+0.00064745i,0.00031086-0.00010077i,8.5362e-05+0.00074546i,-0.00017301+0.0011735i,0.0001773+0.00054378i,0.0003938+4.0945e-05i,0.00096705+0.00035183i,0.0017424+0.00037587i,0.00054706-5.7634e-05i,-0.00026734+0.00040679i,0.00015491+0.00046619i,0.00049186+0.0005496i,0.00010099+0.00062366i,-0.00025472+7.6439e-05i,-0.00027634+1.2006e-05i,-0.00025222-0.00028212i
0.0019322+0.001423i,0.0016667+0.00071581i,0.0022125-0.00041078i,0.003442-0.0012312i,0.0027667-0.0008447i,0.00014405+0.00015471i,-0.00077521-0.00012227i,6.3469e-05-0.00031562i,0.00050119+0.00047724i,0.0008209+0.00077703i,0.0009363+0.00049071i,0.0004139-7.5641e-05i,-0.00035304+0.0002853i,0.00044271+0.00079587i,0.00038796+0.00014973i,-0.00063004+9.1813e-05i,-0.00061477+0.00018804i,-0.00043191-8.6783e-05i,1.7191e-05-0.00014713i,0.00041531-0.00034742i,0.00049852-0.0004382i,0.00015324-0.0004514i,-0.00013667-0.00084287i
-0.0020931-0.00090677i,-0.002432-0.00061264i,-0.0028405+0.00022884i,-0.0020471+0.00069935i,-0.001088+0.00090246i,-0.0010226+0.00041795i,-0.00023704+0.00018381i,0.0010157+0.00028174i,0.00087668+0.00013058i,0.0004475+0.00031989i,0.00029176+0.00026237i,-0.00022411-5.8382e-05i,-6.3907e-05-0.00074503i,0.00048016-0.00074724i,0.00062951-0.00023846i,0.00072046-0.00022473i,-5.8359e-05-0.00024602i,-0.00010119+0.00031974i,0.00015774+0.00047626i,0.00012072-2.8985e-05i,0.000227-0.00029552i,0.00014528-0.0010132i,-0.00073645-0.001295i
0.0024464+0.00056489i,0.0016898+0.0014128i,0.0019986+0.00081503i,0.0010479-0.00044601i,-0.00083177-0.0010294i,-0.00092126-0.00077547i,-0.0002331-0.0003836i,0.00091583-0.00011493i,0.0014043-0.00026975i,0.0005728-0.0005184i,9.4211e-05+0.00021347i,-0.00051188+0.0007305i,-0.0010819+0.00064678i,-5.6593e-05+0.00032213i,0.00043466-0.00038218i,0.00022637-0.00027529i,0.00035496-0.00015169i,-0.0001291-0.00063704i,-0.0010523-0.0004803i,-0.0013304-0.00033619i,-0.0010528-0.00027585i,-0.00089938-0.0001105i,-0.0010199-0.00011981i
0.0007403-0.00012243i,0.00021094-0.00031865i,0.00044793-0.0014235i,0.00011628-0.0020232i,-0.00090449-0.00060904i,-0.00086318+0.00058642i,0.00032396+0.00052342i,0.00090074+0.00062248i,0.00076226+0.00091366i,0.00077087+0.00069708i,0.0010551+0.0004435i,0.0006346+0.0007557i,-7.4919e-06+0.00029362i,0.00032431+0.00024024i,0.00026224+0.00038227i,-0.00012168+0.00047835i,-0.00010953+0.00028816i,-4.8474e-06-0.00033877i,0.00010394-0.00024732i,2.6749e-06+0.00029467i,-0.00046685+5.5205e-06i,-0.00056825-0.00026645i,6.9886e-05-0.00040909i
0.00040508-0.0019899i,-0.00034349-0.0024311i,-0.0013891-0.0013843i,-0.0012301-1.3222e-05i,-0.00055626+0.0006933i,-0.0010004+0.0012672i,-0.00088813+0.00099277i,-5.8186e-05+0.00051597i,0.00012985+3.6706e-05i,-0.00092301+0.00053545i,-0.0014545+0.00062706i,-0.00070094-7.5964e-05i,0.00030449-0.0003044i,0.0005307-0.00043502i,0.00025332-0.00068776i,0.00039478-0.00093949i,0.00049702-0.0005226i,0.00020473+0.00059196i,0.00015341+0.00047314i,8.8598e-05-0.00073197i,-0.0004983-0.0013008i,-0.00031002-0.00071256i,0.00018431-0.00031993i
-0.0015368-0.00048588i,-0.0018621-0.00099868i,-0.0022821-0.001743i,-0.0021423-0.0010282i,-0.0013192+0.00046771i,-0.00070346+0.0014869i,0.00020816+0.00051401i,0.00078056-0.00072794i,0.00064954-0.00084336i,0.0008422+0.00031701i,0.00087267+0.0014972i,9.364e-05+0.00092452i,-0.00025687+0.00044104i,8.1651e-05+0.00047517i,0.00030113+0.00011946i,0.00098248+0.00029173i,0.0010296+0.00042038i,0.00043155+2.358e-05i,-0.00026936-0.00044173i,-0.00067648-0.00029996i,-0.00036011-0.00020756i,-0.00018615-0.00019124i,0.00042397+8.6842e-05i
0.0026386+0.00042476i,0.0026208-0.00041619i,0.0031288-0.0008831i,0.0027302-0.0016432i,0.0014734-0.0018238i,0.00044543-0.00083975i,0.0001358+0.00017688i,0.0006683+5.7615e-05i,0.0010525-3.7375e-06i,0.0010147+0.00057415i,0.0010156+0.00099391i,0.00054821+0.0008518i,0.00025285+0.00042805i,0.00080803-0.00011434i,0.0008447-0.0003331i,0.00059977+0.00029526i,9.1427e-05+0.0011893i,-0.00048259+0.00050954i,-0.00076943-8.6427e-05i,-0.00062545+0.00048655i,-0.00044295+0.0009739i,-9.6956e-05+0.00097959i,0.00013829+0.00018223i
0.0012918-0.00015385i,0.00041725-0.00043379i,-4.6812e-05-0.0012249i,-0.0002977-0.00081429i,-0.00066646-0.00030963i,-0.0013954-7.1798e-05i,-0.0014109+1.2382e-05i,-0.00024984-0.00061145i,0.00037506-0.00068769i,0.00011555+7.7089e-06i,-0.00016432+0.0005158i,0.00021517+0.00011116i,0.00046299-7.9481e-06i,0.00084381+0.00060534i,0.00052391+0.00061415i,-0.00048221+7.5992e-05i,-0.00087264-5.3071e-05i,-0.00046656-0.00031934i,-0.00024763-0.00043237i,-0.00082259+6.5178e-05i,-0.00016328+0.0006644i,0.00038798+0.00066561i,4.4668e-05+1.7531e-05i
-0.00043749+0.00029113i,-0.0016421+0.00019398i,-0.0027529+0.00029312i,-0.0017782+0.00035628i,-2.1512e-05+0.0004337i,0.00049655+0.0005625i,0.00091228+0.00057559i,0.0011651+0.00098529i,0.00067251+0.0012258i,0.0009847+0.00069719i,0.0012916+0.00041798i,0.0014727+0.00020586i,0.0012424+0.00027542i,0.00089356-6.8689e-05i,0.00094381-0.00038296i,0.00021915-0.00011184i,-0.0006803+3.2045e-05i,-0.00061224-0.00032811i,-0.0001859-0.00067602i,-2.0314e-05-0.00031591i,-0.00048631-5.2598e-05i,-0.00058057+0.00034778i,0.00019786+0.00024944i
0.0015389+0.0011838i,0.0015662+0.00090362i,0.001349+0.00037878i,0.00060151-0.00016366i,0.00071157-0.00049207i,0.00012147-0.00035186i,-0.00099177-0.00086968i,-0.00026061-0.00097616i,0.0012147-0.00026427i,0.0012983+0.00092912i,0.00045476+0.0010186i,8.0275e-05+0.00051203i,-0.00022469+0.00056534i,0.00028431+0.0011975i,0.00067346+0.0012841i,0.00036163+0.00044587i,-0.00048108-0.00042044i,-0.00085945-0.00022694i,-0.001096+1.5701e-05i,-0.00087444-9.2837e-05i,-0.00023811+0.00036465i,-0.00061189+0.0005814i,-0.0011298+0.0010521i
-0.0012971-0.00043601i,-0.0014888+0.00064879i,-0.0023074+0.0016091i,-0.0022083+0.0015167i,-0.0015098+0.00089848i,-0.00012929+0.00057218i,0.00036545+0.0006845i,0.00017976+0.00044402i,-0.00013871-1.4587e-05i,0.00033477+0.00097682i,0.00018559+0.0013581i,-0.00028337+0.00063324i,-4.2922e-05+0.00029293i,-6.6286e-05+0.00029037i,-0.00044066+0.00038025i,-0.00046615+0.00019341i,-0.00019648-0.00016366i,8.5288e-05-0.00078871i,-6.3029e-05-0.0010791i,-0.00030504-0.00070305i,-0.00031765-0.00060015i,-0.00027752+9.3605e-06i,-0.00036786+0.00060175i
