7.0385e-05+0.0011341i,0.0010488-0.00031104i,0.00030523-0.001813i,-6.5531e-07-0.0015814i,-0.00036878+5.8354e-06i,-0.00099281+0.0012507i,-0.00046692+0.0016277i,-4.8156e-06+0.0013589i,-0.00013891+0.00048841i,9.3454e-05-8.787e-05i,0.00038213-0.0001997i,0.00025018-0.000183i,0.00015567+6.0907e-06i,7.7125e-05+0.00092273i,-0.00012058+0.0015455i,-0.00039917+0.0011614i,-0.00041323+0.00070783i,-3.4893e-05-7.5729e-05i,0.00060338-0.00090835i,0.0005622-0.00034732i,0.00034782+0.00053989i,0.00056825+0.00036592i,0.00089758+0.00010026i
0.077715-0.090174i,0.15947-0.2527i,0.089148-0.37875i,-0.17823-0.20936i,-0.33551+0.11034i,-0.26328+0.18217i,-0.19424+0.068091i,-0.14236+0.02487i,-0.062254+0.012292i,-0.051565-0.013867i,-0.068032-0.01706i,-0.043843-0.029161i,-0.0056626-0.035737i,0.033014-0.022303i,0.059396-0.017534i,0.068041-0.013331i,0.061112-0.010996i,0.041377-0.018973i,0.026726-0.028181i,0.015249-0.031645i,-0.0022207-0.019613i,-0.014246-0.0041027i,-0.016267-0.0019274i
-0.087833+0.1064i,-0.21298+0.33072i,-0.25544+0.6005i,-0.087483+0.61076i,0.1214+0.32465i,0.17974+0.085096i,0.15623+0.025857i,0.10775+0.019418i,0.050228+0.0066364i,0.020945-0.013237i,-0.00094316-0.031512i,-0.031502-0.029842i,-0.056143-0.00076192i,-0.052988+0.052304i,-0.019583+0.090756i,0.0040187+0.091275i,0.0041057+0.076119i,0.002213+0.05487i,0.0020273+0.037265i,0.0050114+0.033405i,0.017237+0.030979i,0.028733+0.024715i,0.029795+0.018395i
0.074478-0.10441i,0.21682-0.35154i,0.34144-0.69248i,0.29331-0.82916i,0.12035-0.60805i,-0.0042576-0.29744i,-0.049463-0.13278i,-0.073812-0.080331i,-0.10389-0.037367i,-0.10152+0.025034i,-0.057856+0.066078i,-0.024163+0.070891i,-0.023068+0.049644i,-0.034164-0.0002008i,-0.045804-0.055644i,-0.058339-0.09106i,-0.062834-0.092976i,-0.059702-0.062187i,-0.055234-0.025601i,-0.042729-0.0019656i,-0.025032+0.0042222i,-0.01045-0.00091221i,-0.0003058-0.0031363i
-0.016424+0.10804i,0.0013546+0.3106i,0.078621+0.48079i,0.12313+0.36807i,0.02805+0.077044i,-0.069065-0.064835i,-0.032084-0.083745i,0.016677-0.089656i,0.032367-0.056995i,0.061019-0.037864i,0.071124-0.040299i,0.076173-0.023337i,0.082686-0.026137i,0.055615-0.044655i,0.018636-0.037757i,0.008147-0.017919i,0.016902-0.0092515i,0.028321-0.0085507i,0.031473-0.012119i,0.020743-0.021441i,0.0052615-0.024097i,-0.0053373-0.018365i,-0.011524-0.012303i
-0.0039557-0.096087i,-0.090002-0.23142i,-0.23993-0.24313i,-0.25616+0.027214i,-0.041475+0.30913i,0.13507+0.32796i,0.093269+0.25747i,0.036357+0.20712i,0.043507+0.1083i,0.017852+0.024308i,-0.020217-0.0084455i,-0.035092-0.026561i,-0.021675-0.02019i,0.0027809+0.0026628i,0.014196+0.024316i,0.025374+0.042028i,0.030767+0.04054i,0.022774+0.021717i,0.016539+0.0058312i,0.012026+0.0021456i,0.0061275+0.0095371i,0.0027148+0.017287i,0.00069974+0.014021i
0.0027426+0.092203i,0.02637+0.2261i,0.091126+0.32001i,0.11798+0.22821i,0.025867+0.033031i,-0.10846-0.084494i,-0.13436-0.077453i,-0.060715-0.017434i,0.00036952-0.0083383i,-0.013598-0.044437i,-0.049952-0.057643i,-0.068438-0.053935i,-0.085944-0.02754i,-0.067922+0.028502i,-0.008858+0.055041i,0.030939+0.043737i,0.039777+0.033385i,0.038035+0.018104i,0.029597-0.0035281i,0.021728-0.014699i,0.017495-0.018639i,0.013953-0.01367i,0.015501+0.00053926i
-0.015679-0.075986i,-0.070511-0.22022i,-0.18319-0.37721i,-0.25845-0.41931i,-0.16202-0.33706i,0.03964-0.24966i,0.13251-0.20911i,0.065036-0.14532i,-0.021041-0.023505i,-0.013989+0.072766i,0.03257+0.1072i,0.060432+0.11287i,0.058069+0.073162i,0.015213+0.0047553i,-0.03766-0.037432i,-0.070039-0.057009i,-0.07429-0.061979i,-0.054721-0.045717i,-0.032598-0.025511i,-0.016095-0.013921i,-0.0071239-0.010062i,-0.0060971-0.0086992i,-0.0060076-0.0046603i
0.03592+0.062952i,0.14512+0.14312i,0.32285+0.17641i,0.40039+0.12917i,0.25027+0.13331i,0.041971+0.23703i,-0.034052+0.25905i,-0.023722+0.1471i,-0.0064077+0.048075i,0.0065818+0.021281i,0.016639+0.016214i,0.029079+0.0083327i,0.047408-0.0053981i,0.047473-0.026404i,0.024457-0.038272i,0.012049-0.031955i,0.012904-0.018099i,0.011818+0.0018045i,0.013076+0.019517i,0.014495+0.020258i,0.012936+0.014697i,0.0082415+0.0099979i,-0.0014571+0.0024969i
0.0024061-0.047175i,0.0064551-0.055761i,0.019411+0.052848i,0.072129+0.22454i,0.12202+0.19597i,0.080992-0.019199i,-0.01608-0.091246i,-0.039873-0.0032557i,-0.014188+0.027584i,-0.023206-0.0050381i,-0.03789-0.021357i,-0.038396-0.01952i,-0.03495+0.007913i,-0.011286+0.052996i,0.02942+0.07958i,0.052415+0.084699i,0.037034+0.077538i,0.0032931+0.059427i,-0.016781+0.044668i,-0.016558+0.041497i,-0.0051602+0.038188i,0.01168+0.02623i,0.021881+0.011949i
-0.04271+0.062562i,-0.15352+0.11361i,-0.35366+0.08186i,-0.51307-0.03052i,-0.42505-0.050441i,-0.14334+0.031474i,0.084032+0.039015i,0.10413-0.019942i,0.014309-0.038235i,-0.035801-0.038925i,-0.058368-0.05745i,-0.10031-0.058521i,-0.13235-0.015535i,-0.11203+0.035609i,-0.060083+0.046378i,-0.017766+0.025238i,0.015409+0.0038605i,0.041944-0.019737i,0.045643-0.045924i,0.029394-0.058921i,0.006809-0.054353i,-0.0060172-0.033642i,0.0024624-0.0099827i
0.0046802-0.080295i,0.015162-0.21512i,0.046305-0.32284i,0.070052-0.28486i,0.010816-0.15093i,-0.11557-0.067289i,-0.22024-0.044671i,-0.19363-0.020871i,-0.08113-0.0025362i,-0.014123+0.0097828i,0.017546+0.038694i,0.066874+0.043989i,0.080652-0.012338i,0.024753-0.066868i,-0.039782-0.069406i,-0.059735-0.054847i,-0.042813-0.051829i,-0.022408-0.054589i,-0.018059-0.051009i,-0.017759-0.031909i,-0.01135-0.0088572i,-0.010275-0.0019126i,-0.017236-0.006464i
0.019935+0.093645i,0.087873+0.26592i,0.22698+0.44096i,0.37163+0.40474i,0.38244+0.14654i,0.24879-0.063027i,0.12005-0.077313i,0.050761-0.0049398i,0.01717+0.035955i,-0.0053629+0.03875i,-0.018901+0.044511i,0.0061115+0.056237i,0.050967+0.030747i,0.050468-0.019055i,0.014741-0.038593i,-0.010616-0.030491i,-0.023673-0.016485i,-0.020815+0.0086912i,-0.00047628+0.028218i,0.017192+0.025196i,0.023856+0.013555i,0.02068+0.0073093i,0.010231+0.0083267i
0.0087755-0.10396i,0.0091911-0.28272i,-0.028778-0.46855i,-0.093765-0.44741i,-0.09371-0.19529i,0.011841+0.081032i,0.13624+0.20286i,0.16023+0.13357i,0.066083+0.012061i,-0.011024-0.024008i,-0.0082244-0.028569i,-0.015565-0.059019i,-0.049536-0.047599i,-0.040898+0.00072535i,5.6539e-06+0.020125i,0.015409+0.020492i,-0.006788+0.030129i,-0.035982+0.047318i,-0.041737+0.06195i,-0.024733+0.059172i,-0.0067371+0.037925i,0.0011649+0.017617i,0.0051064+0.0077357i
0.013861+0.099116i,0.01644+0.257i,-0.0069048+0.38638i,-0.11718+0.35344i,-0.24039+0.22036i,-0.24646+0.06662i,-0.16887-0.076534i,-0.08422-0.098272i,0.011824-0.025129i,0.064137-0.015528i,0.030677-0.048517i,-0.016491-0.043976i,-0.039382-0.017381i,-0.038609+0.016935i,-0.0092258+0.035696i,0.022827+0.023526i,0.048075+0.0052389i,0.072495-0.016539i,0.077782-0.048135i,0.055158-0.073186i,0.019546-0.069615i,-0.00155-0.038109i,0.0038853-0.012553i
-0.042193-0.081069i,-0.15151-0.19386i,-0.23949-0.22584i,-0.11189-0.14209i,0.14835-0.13312i,0.22184-0.23527i,0.05954-0.22736i,-0.074721-0.094877i,-0.086201-0.021999i,-0.079569-0.01294i,-0.079384+0.020794i,-0.046027+0.063022i,0.0059153+0.053819i,0.01461+0.016797i,-0.00021245+0.0059496i,0.016614-0.005289i,0.03383-0.04431i,0.011582-0.067346i,-0.018366-0.039047i,-0.01566+0.013902i,0.0068182+0.044993i,0.019552+0.042909i,0.017395+0.02827i
0.041032+0.066051i,0.17574+0.15217i,0.38473+0.1782i,0.49097+0.072896i,0.33668-0.020793i,0.060186+0.077642i,-0.047927+0.25106i,-0.013683+0.25757i,-0.027863+0.11857i,-0.07975+0.028469i,-0.066284+0.030186i,-0.013181+0.043673i,0.028555+0.04337i,0.05727+0.019408i,0.05694-0.026698i,0.026531-0.043107i,0.0091401-0.017259i,0.018801+0.00093137i,0.01244-0.012731i,-0.015952-0.0308i,-0.021715-0.031186i,-0.0031961-0.022684i,0.0074604-0.011789i
-0.018853-0.041571i,-0.089984-0.095269i,-0.27022-0.063003i,-0.45292+0.1107i,-0.39577+0.24308i,-0.10256+0.14884i,0.1334-0.045558i,0.2087-0.12721i,0.20945-0.07603i,0.18386-0.018006i,0.13889-0.02539i,0.082324-0.05764i,0.012847-0.055859i,-0.048078-0.006613i,-0.064268+0.045804i,-0.060909+0.052318i,-0.07644+0.033686i,-0.088029+0.028779i,-0.066887+0.034711i,-0.021399+0.033042i,0.015885+0.014819i,0.024055-0.0073512i,0.017521-0.021901i
0.0076365+0.065051i,0.03564+0.10044i,0.05178+0.038804i,0.0086092-0.082681i,-0.025214-0.070655i,0.024197+0.021776i,0.025975+0.037501i,-0.073152+0.069903i,-0.10919+0.13864i,-0.067532+0.11227i,-0.047572+0.025745i,-0.047831-0.022702i,-0.057203-0.033085i,-0.075532-0.020412i,-0.073263-0.0010581i,-0.032791+0.012221i,0.039481+0.01083i,0.095206-0.015932i,0.08756-0.045402i,0.037453-0.049904i,-0.007735-0.029619i,-0.021024-0.0058109i,-0.012861+0.0052491i
-0.0040781-0.044561i,0.049574-0.092259i,0.21473-0.068966i,0.44158-0.052949i,0.42245-0.19118i,0.062328-0.30458i,-0.24712-0.19914i,-0.25376-0.084278i,-0.16113-0.12199i,-0.15361-0.15214i,-0.15962-0.069911i,-0.098162+0.020843i,-0.021535+0.033475i,0.006913+0.022344i,0.027261+0.027276i,0.060482-0.0035546i,0.044042-0.064997i,-0.01878-0.08555i,-0.051442-0.057297i,-0.025744-0.016239i,0.018843+0.019267i,0.043364+0.042849i,0.048853+0.047058i
-0.039035+0.088216i,-0.16333+0.22711i,-0.38526+0.37625i,-0.53826+0.42242i,-0.40341+0.32222i,-0.093223+0.16547i,0.12796+0.08617i,0.17574+0.068637i,0.13324+0.022838i,0.097891-0.05289i,0.067255-0.094095i,0.025016-0.069409i,0.0044645-0.020598i,0.013043-0.02538i,0.022246-0.079102i,0.030221-0.090715i,0.06852-0.033805i,0.12951+0.011478i,0.14071-0.013051i,0.083248-0.062753i,0.0088676-0.071772i,-0.031573-0.026581i,-0.019043+0.024486i
0.025624-0.10202i,0.038824-0.32236i,-0.0074871-0.55226i,-0.10789-0.51397i,-0.10369-0.1737i,0.061799+0.11395i,0.15725+0.15724i,0.11702+0.16589i,0.08711+0.28262i,0.11394+0.38413i,0.17964+0.34126i,0.20942+0.18546i,0.11253+0.049024i,-0.024853+0.024764i,-0.073733+0.071217i,-0.067733+0.085654i,-0.090989+0.069366i,-0.12192+0.07146i,-0.09439+0.077852i,-0.01456+0.067146i,0.043537+0.039227i,0.042534+0.0070494i,0.01355-0.0014973i
0.060841+0.11728i,0.23164+0.279i,0.54526+0.34548i,0.72011+0.099622i,0.46681-0.28782i,-0.0079096-0.42952i,-0.28989-0.32867i,-0.35031-0.23684i,-0.34414-0.27601i,-0.36434-0.35515i,-0.39323-0.26972i,-0.31756-0.077514i,-0.16428+0.011307i,-0.078085-0.0037912i,-0.054309-0.019379i,-0.0029338-0.010272i,0.086492-0.013874i,0.15242-0.047592i,0.13857-0.075625i,0.045773-0.074705i,-0.04231-0.050493i,-0.052878-0.016514i,-0.022814+0.0028992i
0.0044826-0.057477i,-0.12303-0.16406i,-0.3362-0.20135i,-0.42755-0.13494i,-0.27709-0.13548i,-0.059313-0.18977i,0.044804-0.1253i,0.027155+0.0026591i,-0.037701+0.08155i,-0.036381+0.09961i,0.013533+0.047608i,-0.013022-0.02092i,-0.077712-0.012815i,-0.062562+0.03898i,-0.0067323+0.058344i,-0.011666+0.065163i,-0.064023+0.096668i,-0.077115+0.11774i,-0.010521+0.088159i,0.091592+0.022869i,0.13328-0.027924i,0.077538-0.013935i,0.00065233+0.047804i
0.8257+7.1998i,3.6291+6.5103i,6.8949+5.3306i,7.5384+1.8804i,6.0469-1.5559i,3.2679-3.1757i,0.73697-2.147i,0.028659-0.23569i,0.91608+0.64106i,1.6453+0.04938i,1.031-0.84623i,-0.033923-1.0587i,-0.78225-0.76494i,-1.2193-0.10173i,-1.0831+0.54724i,-0.57167+0.63008i,-0.21331+0.28085i,-0.13757-0.040976i,-0.21052-0.12546i,-0.32212-0.046907i,-0.37922+0.0087283i,-0.34015-0.0054409i,-0.2224-0.0727i
0.07714-0.084835i,0.13587-0.18467i,0.23023-0.23981i,0.31683-0.272i,0.24693-0.3929i,-0.055259-0.47212i,-0.31631-0.34195i,-0.271-0.16264i,-0.11575-0.10974i,-0.079987-0.056814i,-0.049917+0.069603i,0.022702+0.12611i,0.040554+0.10769i,0.034501+0.083461i,0.035752+0.018955i,-0.0037381-0.040715i,-0.045334-0.017023i,-0.026232+0.044791i,0.026129+0.073846i,0.046602+0.044284i,0.022141-0.0085011i,-0.0098224-0.023804i,-0.022449+0.0026789i
-0.0064751+0.054567i,-0.029484+0.12162i,-0.035755+0.053474i,-0.084252-0.2003i,-0.17354-0.37745i,-0.1417-0.29907i,0.020055-0.11691i,0.1108+0.060609i,0.1273+0.23615i,0.17979+0.25075i,0.21493+0.043723i,0.15752-0.14121i,0.064122-0.12944i,0.035077-0.021512i,0.033217+0.030789i,-0.023497+0.042791i,-0.070583+0.07155i,-0.044565+0.058675i,-0.010235-0.015479i,-0.018175-0.080988i,-0.040964-0.096179i,-0.04221-0.072223i,-0.031211-0.042335i
0.052164-0.079575i,0.12914-0.17955i,0.2045-0.20321i,0.2298-0.026072i,0.23299+0.23708i,0.30343+0.37552i,0.41937+0.30717i,0.49233+0.1515i,0.48951+0.086983i,0.40718+0.097536i,0.24318+0.053173i,0.08334+0.013554i,0.073062+0.047879i,0.13879+0.048151i,0.089067+0.001192i,-0.017504+0.004334i,-0.053812+0.016089i,-0.075283-0.015083i,-0.11142-0.022203i,-0.10527+0.022737i,-0.047451+0.056456i,0.014252+0.031297i,0.025948-0.014945i
-0.052416+0.076096i,-0.13452+0.24453i,-0.18301+0.43018i,-0.14884+0.44701i,-0.1515+0.25252i,-0.30549+0.02651i,-0.40837-0.083421i,-0.28226-0.1406i,-0.090429-0.19888i,-0.052443-0.16104i,-0.11425-0.0037047i,-0.11649+0.12249i,-0.043081+0.10899i,0.030815+0.016637i,0.059779-0.032592i,0.058703-0.0027094i,0.054948+0.05086i,0.055136+0.087358i,0.056866+0.088755i,0.042005+0.049166i,-8.078e-05+0.0045754i,-0.046639-0.0056078i,-0.061905+0.012214i
0.00084938-0.11933i,-0.040324-0.3397i,-0.18916-0.60761i,-0.35155-0.68904i,-0.32878-0.52352i,-0.13951-0.31703i,-0.011481-0.19054i,-0.02587-0.10838i,-0.079504-0.065832i,-0.061646-0.045979i,0.013906-0.03483i,0.049362-0.043686i,0.022867-0.055225i,0.0053847-0.069942i,0.011302-0.097862i,0.00069266-0.11835i,-0.017471-0.1175i,-0.016953-0.098444i,-0.015386-0.066851i,-0.040275-0.033461i,-0.070615-0.0067525i,-0.070657+0.0024544i,-0.048981-0.001784i
-0.0048534+0.05165i,0.057465+0.14898i,0.22055+0.20444i,0.35971+0.16527i,0.34957+0.15617i,0.34179+0.21325i,0.40668+0.14525i,0.34982-0.021051i,0.19903-0.064103i,0.16118-0.025873i,0.18669-0.057686i,0.15626-0.092522i,0.11682-0.059454i,0.087129-0.018455i,0.023663+0.0059798i,-0.053284+0.025156i,-0.11208+0.040686i,-0.13915+0.065474i,-0.10561+0.094313i,-0.025049+0.098994i,0.043071+0.067416i,0.058536+0.023853i,0.039823-0.0024084i
0.051086-0.014351i,0.13913+0.032796i,0.214+0.16817i,0.20775+0.29376i,0.082323+0.22587i,-0.1525+0.040779i,-0.34609-0.064701i,-0.32298-0.10161i,-0.16108-0.13807i,-0.068873-0.1427i,-0.064221-0.096941i,-0.044321-0.065819i,-0.016002-0.077821i,-0.020645-0.067221i,-0.025027-0.0039875i,0.0033878+0.063996i,0.044106+0.0907i,0.058067+0.07679i,0.037506+0.043678i,0.0053321+0.0088014i,-0.018708-0.0054708i,-0.025464+0.0085789i,-0.017468+0.029289i
-0.11515+0.024265i,-0.3302+0.048545i,-0.58607+0.016866i,-0.68737-0.085552i,-0.56253-0.14983i,-0.345-0.12106i,-0.19313-0.029925i,-0.1489+0.094015i,-0.15174+0.18725i,-0.12149+0.21022i,-0.058904+0.18133i,-0.036575+0.13466i,-0.056179+0.10426i,-0.052508+0.075303i,-0.024334+0.030862i,-0.0019057-0.001897i,0.022235-0.024097i,0.046824-0.060155i,0.044099-0.088521i,0.012299-0.07329i,-0.0099341-0.033057i,-0.0050568-0.012406i,0.0013658-0.015647i
0.090815-0.095646i,0.21615-0.28408i,0.29848-0.45999i,0.28949-0.36195i,0.31896-0.031699i,0.4241+0.17387i,0.42589+0.14414i,0.28144+0.096338i,0.14085+0.11647i,0.076297+0.10846i,0.035757+0.056334i,-0.0024822+0.04546i,0.019389+0.078666i,0.078758+0.072501i,0.095738+0.029215i,0.075437+0.0033474i,0.05033+0.0044652i,0.028739+0.017155i,0.022606+0.029242i,0.032016+0.034595i,0.040346+0.0252i,0.033781+0.0031031i,0.016077-0.0139i
-0.02587+0.068464i,-0.020915+0.22677i,0.12469+0.39486i,0.31251+0.37791i,0.26288+0.19986i,0.00381+0.10269i,-0.13159+0.11156i,-0.065569+0.057258i,0.037049-0.034219i,0.07546-0.089097i,0.042606-0.11175i,0.00034572-0.098411i,-0.0065134-0.066242i,0.0065265-0.03295i,0.020208-0.0074456i,0.02722-0.00047471i,0.020388+0.00056758i,-0.00082324+0.0087288i,-0.02333+0.018434i,-0.032947+0.018576i,-0.030215+0.010834i,-0.025876+0.0015348i,-0.02136-0.0039074i
0.045166+0.01422i,0.072061+0.012005i,-0.0079518+0.0086108i,-0.19507-0.030847i,-0.31669-0.10916i,-0.29187-0.14921i,-0.21102-0.13559i,-0.14523-0.085122i,-0.090844-0.021227i,-0.027908+0.02903i,0.039882+0.043082i,0.078868+0.02606i,0.070054+0.0051045i,0.043336-0.014639i,0.016778-0.034111i,-0.013488-0.044404i,-0.027143-0.047834i,-0.02351-0.050366i,-0.01841-0.047488i,-0.015173-0.040546i,-0.01531-0.030805i,-0.0098937-0.019093i,-0.0012362-0.011946i
-0.099094-0.019897i,-0.26779-0.044128i,-0.41079-0.067703i,-0.35547-0.040787i,-0.11785+0.028942i,0.11157+0.03681i,0.19463-0.011224i,0.15281-0.020231i,0.097707+0.024857i,0.084469+0.059906i,0.085036+0.04884i,0.071754+0.0080266i,0.051983-0.030497i,0.025093-0.050943i,-0.013618-0.051615i,-0.046331-0.031787i,-0.059883-0.002801i,-0.049841+0.02227i,-0.020216+0.034664i,0.0065663+0.031939i,0.016026+0.025135i,0.014843+0.022309i,0.0090958+0.021218i
0.12738-0.022905i,0.3647-0.094037i,0.61768-0.19856i,0.65907-0.23345i,0.46671-0.15038i,0.24785-0.035746i,0.12267+0.024168i,0.098207+0.015215i,0.1055-0.045052i,0.06356-0.082904i,-0.0056163-0.057183i,-0.043446-0.016215i,-0.041609+0.005004i,-0.024989+0.023756i,-0.011379+0.049922i,-0.00059584+0.069686i,0.0069581+0.070277i,0.013769+0.05593i,0.017776+0.030475i,0.010254+0.0016039i,-0.0032321-0.016847i,-0.016286-0.021377i,-0.025357-0.017552i
-0.083976+0.0033575i,-0.22315+0.057863i,-0.34647+0.13676i,-0.36765+0.13967i,-0.34019+0.051549i,-0.30019+0.015277i,-0.17117+0.028998i,-0.044923-0.022438i,-0.039655-0.091832i,-0.081981-0.088076i,-0.081976-0.036918i,-0.04897+0.004608i,-0.025138+0.015959i,-0.012581+0.0084538i,0.0058311+0.0048919i,0.02325+0.0012238i,0.021929-0.013644i,-0.00077035-0.029752i,-0.028602-0.02995i,-0.040651-0.010249i,-0.028469+0.0088316i,-0.010825+0.0094704i,-0.0014166+0.0034767i
0.043497+0.046093i,0.090438+0.09335i,0.063486+0.14828i,-0.0034336+0.20055i,0.031466+0.20147i,0.11405+0.090557i,0.08026-0.050448i,-0.017685-0.07653i,-0.055242-0.0029808i,-0.027635+0.051041i,0.0072843+0.037355i,0.012274+0.0058235i,0.0067789+0.0064439i,0.014073+0.01131i,0.010805-0.0093793i,-0.0088966-0.02716i,-0.017025-0.022918i,-0.014722-0.016981i,-0.018371-0.0057466i,-0.016263+0.016699i,0.00027278+0.024953i,0.016265+0.013274i,0.021496-0.00010557i
-0.070725-0.070139i,-0.17222-0.16022i,-0.18529-0.2579i,-0.049336-0.31747i,0.047375-0.30312i,-0.017118-0.20283i,-0.11116-0.04729i,-0.10551+0.058779i,-0.02919+0.077291i,0.045821+0.04749i,0.071505-0.00067985i,0.05275-0.034963i,0.038366-0.042218i,0.038497-0.036189i,0.029701-0.024454i,0.013433-0.0063982i,0.0061444+0.004891i,0.010082-1.3703e-05i,0.016635-0.014564i,0.011996-0.03165i,-0.0091592-0.036123i,-0.027376-0.025841i,-0.029842-0.014538i
0.09357+0.06314i,0.26788+0.11946i,0.37625+0.1141i,0.21694+0.050861i,-0.057974+0.046657i,-0.11682+0.11052i,-0.00012609+0.094485i,0.042109+0.02409i,0.0013826-0.0029684i,-0.02434+0.0017988i,-0.019751+0.016765i,-0.0061129+0.027874i,-0.00079721+0.022922i,-0.0016259+0.012944i,0.0072116+0.012252i,0.024164+0.011555i,0.026767+0.0074673i,0.017019+0.02216i,0.018623+0.038971i,0.023479+0.034022i,0.019322+0.024762i,0.01522+0.024496i,0.014268+0.021282i
-0.063876-0.06929i,-0.21477-0.085228i,-0.34258+0.019037i,-0.27152+0.21783i,-0.051114+0.28548i,0.091012+0.15544i,0.10053+0.020321i,0.076953-0.020333i,0.054225-0.00054495i,0.030843+0.025174i,0.015035+0.032467i,0.008433+0.035123i,0.013519+0.03965i,0.017701+0.031841i,0.0072952+0.012689i,-0.0099582-0.0021555i,-0.021709-0.0050294i,-0.024624+0.0012407i,-0.018197+0.012132i,-0.0041726+0.015612i,0.0086505+0.00041489i,0.010117-0.019997i,-0.0007241-0.023701i
0.050756+0.07581i,0.15092+0.12811i,0.26484+0.085839i,0.30669-0.066279i,0.24946-0.1638i,0.12996-0.12385i,0.032428-0.034303i,0.017283+0.017982i,0.042847+0.0089551i,0.035736-0.0086696i,0.0054873-0.0065965i,-0.012448+0.0009464i,-0.011846+0.0076473i,-0.0037478+0.0093083i,-0.007718+0.0090394i,-0.021465+0.017904i,-0.021629+0.028135i,-0.015411+0.016016i,-0.024713-0.0090225i,-0.038724-0.013894i,-0.040538+9.3726e-05i,-0.033576+0.0096966i,-0.025806+0.0089666i
-0.038291-0.10999i,-0.13323-0.26058i,-0.25379-0.37687i,-0.31715-0.33455i,-0.28681-0.18227i,-0.19855-0.052816i,-0.098105+0.012606i,-0.030244+0.012873i,-0.0055198-0.0090991i,0.0086766-0.014334i,0.021216-0.012524i,0.026228-0.022301i,0.020348-0.037808i,0.012331-0.040111i,0.016019-0.029072i,0.023142-0.019717i,0.02478-0.02081i,0.021032-0.02861i,0.0097463-0.030133i,0.00083023-0.017591i,0.0054183-0.00070094i,0.015671+0.0063693i,0.01837+0.0042479i
0.020018+0.12736i,0.10911+0.32645i,0.24442+0.51179i,0.32229+0.49549i,0.27604+0.2967i,0.1814+0.10783i,0.09378-0.0092216i,0.026707-0.052583i,-0.0025927-0.04132i,-0.0034324-0.03031i,0.001993-0.032088i,0.0013354-0.030731i,0.0016339-0.023263i,0.0032655-0.017943i,-0.0031904-0.016505i,-0.013044-0.014652i,-0.024001-0.013766i,-0.025625-0.0010707i,-0.011015+0.018782i,0.0017825+0.019968i,0.0024376+0.0041339i,0.00049206-0.0086398i,0.0060645-0.010088i
0.0024853-0.12118i,-0.033526-0.28649i,-0.088948-0.45005i,-0.11994-0.48874i,-0.12885-0.39056i,-0.13782-0.225i,-0.10514-0.065694i,-0.042973-0.0015877i,-0.0079105-0.0043944i,0.0067315-0.0024784i,0.016219-0.00033632i,0.01433-0.00014168i,0.010067+0.002246i,0.0086605+0.0048386i,0.005169+0.0128i,0.0065693+0.023035i,0.015108+0.030121i,0.020316+0.026362i,0.025421+0.014699i,0.030252+0.0041717i,0.024022-0.0025072i,0.011427-0.0066316i,0.00072555-0.0103i
-0.031784+0.11406i,-0.044798+0.23753i,-0.092917+0.31154i,-0.20213+0.30154i,-0.25637+0.29572i,-0.14649+0.25412i,-0.0033225+0.10664i,0.020826-0.011315i,-0.020094-0.014574i,-0.032666+0.02079i,-0.020743+0.033349i,-0.017701+0.030214i,-0.024278+0.036385i,-0.012321+0.040552i,0.014482+0.020516i,0.028863-0.0059257i,0.023178-0.01674i,0.0030485-0.017081i,-0.01923-0.01747i,-0.029874-0.01867i,-0.031056-0.015384i,-0.031727-0.0050692i,-0.031057+0.0070601i
0.046188-0.12217i,0.073132-0.25177i,0.090523-0.26571i,0.16311-0.0789i,0.26521+0.061562i,0.21833+0.0096377i,0.041188-0.047092i,-0.055696-0.010462i,-0.037956+0.031986i,-0.0036421+0.037825i,0.0089218+0.026861i,0.015797+0.013174i,0.030096+0.001099i,0.030943-0.010762i,0.0070657-0.018641i,-0.023948-0.015861i,-0.039854-0.0062519i,-0.033657+0.0041442i,-0.018845+0.012862i,-0.007417+0.018838i,-0.001081+0.020378i,0.0053474+0.01769i,0.011125+0.010385i
-0.068535+0.119i,-0.096855+0.26946i,-0.024794+0.30675i,0.079196+0.087436i,0.067835-0.13674i,0.020599-0.099257i,0.036904+0.047781i,0.058649+0.090948i,0.056801+0.040932i,0.033565-0.014567i,-6.2235e-05-0.028459i,-0.01977-0.018826i,-0.027647-0.017023i,-0.030041-0.012525i,-0.026827+0.0056265i,-0.019641+0.023754i,-0.0090659+0.029392i,0.0019177+0.02172i,0.0067227+0.007247i,0.0051804-0.0023915i,0.0061661-0.0063025i,0.0080203-0.012229i,0.0020767-0.015379i
0.07679-0.096116i,0.10178-0.23836i,-0.0066243-0.30537i,-0.17632-0.16575i,-0.18714+0.015635i,-0.074164+0.025843i,0.003649-0.032256i,0.039891-0.030978i,0.046684-0.002892i,0.0438+0.021152i,0.052601+0.02351i,0.050105+0.017535i,0.042522+0.023614i,0.039215+0.019049i,0.032743+0.0036233i,0.032077-0.0064565i,0.036056-0.012i,0.02823-0.008621i,0.0079305+0.006602i,-0.006758+0.021391i,-0.007895+0.02243i,-0.0027109+0.01242i,0.0035249+0.0051224i
