-0.002635+0.0012123i,-0.00095264+0.0012073i,-0.0018223+0.0026938i,-0.002067+0.0036535i,-0.0011081+0.0040361i,0.00011292+0.0032537i,-0.00025382+0.0021824i,-0.00058904+0.0016014i,0.00020506+0.0015995i,0.00092944+0.0013949i,0.001513-0.0006088i,0.0014536-0.0019579i,-6.1699e-05-0.0013048i,-0.0012994-0.0010162i,-0.0013215-0.0010237i,-0.00058143-0.00029332i,0.00029292+0.00030867i,0.00064523+0.00019303i,0.0006215+0.00020098i,0.00018651+0.00025866i,-0.00026941-0.00069611i,-5.3602e-05-0.00075099i,-0.000307+0.00012977i
0.0019361-0.014549i,0.03739-0.040929i,0.12846-0.075223i,0.21247-0.10308i,0.18957-0.099108i,0.10528-0.05278i,0.072773-0.020322i,0.064826-0.03001i,0.030094-0.03013i,0.0045881-0.0072398i,0.00060479+0.0083418i,0.0083202+0.017823i,0.028092+0.013432i,0.034419-0.012232i,0.018102-0.038895i,-0.00060612-0.053308i,-0.01008-0.051028i,-0.0094159-0.030288i,-0.00016501-0.013113i,0.0066107-0.021117i,0.014644-0.038295i,0.029273-0.049821i,0.02719-0.054745i
0.0044924-0.012524i,0.0020328-0.033843i,-0.015282-0.055276i,-0.03074-0.050432i,-0.0072323-0.018149i,0.019791-0.011518i,-0.0096499-0.043085i,-0.053611-0.054002i,-0.045386-0.035813i,-0.0011963-0.029344i,0.024092-0.035807i,0.014218-0.039773i,-0.013455-0.029381i,-0.035854-0.001623i,-0.045456+0.028098i,-0.043635+0.046705i,-0.031353+0.046534i,-0.015114+0.029371i,-0.0064984+0.012856i,-0.0059665+0.0097915i,-0.0091017+0.0012978i,-0.016323-0.020936i,-0.023289-0.028492i
0.0010071+0.017492i,0.0015126+0.071889i,0.0099112+0.16467i,0.021193+0.22787i,0.0060264+0.19367i,-0.031302+0.12881i,-0.038508+0.12762i,0.0031843+0.13358i,0.026815+0.084355i,-0.0040875+0.040093i,-0.032476+0.0319i,-0.031002+0.02696i,-0.013611+0.020708i,0.018223+0.017319i,0.050991+0.011366i,0.066529+0.0075777i,0.061902+0.0067014i,0.041015+0.0041021i,0.019825+0.0024453i,0.009748+0.0034262i,0.00030129+0.0092575i,-0.010332+0.019119i,-0.0056089+0.016572i
-0.011813-0.011696i,-0.035996-0.055601i,-0.07402-0.14159i,-0.10769-0.20214i,-0.093174-0.15099i,-0.008855-0.045929i,0.084171-0.012634i,0.095567-0.040442i,0.046338-0.03358i,0.021361+0.0042441i,0.02791+0.021629i,0.036124+0.01076i,0.031177-0.015235i,0.0077005-0.039779i,-0.018748-0.054411i,-0.032704-0.063391i,-0.032642-0.058303i,-0.019354-0.037174i,-0.0034461-0.019788i,-0.0012038-0.0095292i,-0.0062336+0.0068934i,-0.0065113+0.025218i,-0.0090779+0.029453i
-0.0050649-0.0046502i,-0.0074343+0.0072399i,-0.0071935+0.037073i,0.0053673+0.057587i,0.027902+0.020733i,0.018934-0.053509i,-0.03569-0.087718i,-0.067641-0.057401i,-0.046397-0.030195i,-0.026019-0.045493i,-0.029648-0.056524i,-0.031205-0.037424i,-0.027153-0.0098749i,-0.027949+0.019279i,-0.03156+0.047943i,-0.033712+0.063279i,-0.029021+0.056737i,-0.018535+0.033288i,-0.010519+0.0077298i,-0.0035073-0.0098757i,0.0074711-0.018894i,0.017075-0.01922i,0.016874-0.0059294i
0.014095-0.009488i,0.047235-0.026635i,0.10439-0.050678i,0.1432-0.059289i,0.10372-0.030168i,0.021641+0.030927i,-0.0066276+0.086046i,0.0087111+0.082724i,0.0030333+0.04259i,-0.018221+0.028349i,-0.024715+0.03389i,-0.019517+0.037113i,-0.00095539+0.034662i,0.028529+0.017017i,0.053948-0.0049485i,0.069859-0.013754i,0.065323-0.011445i,0.036197-0.0032085i,0.0049982+0.0083314i,-0.0080882+0.012179i,-0.008533-0.00087018i,-0.0056061-0.023095i,0.0019085-0.036885i
-0.013537+0.011743i,-0.049886+0.038789i,-0.11403+0.084204i,-0.15381+0.1163i,-0.10134+0.10054i,0.0090302+0.036117i,0.066832-0.042534i,0.046232-0.061819i,0.026212-0.017625i,0.042265+0.0075821i,0.048759-0.0053342i,0.03248-0.020032i,0.013003-0.02661i,-0.0082285-0.029952i,-0.030693-0.038099i,-0.047918-0.046388i,-0.046373-0.040848i,-0.023122-0.023987i,0.0038224-0.0078865i,0.018383+0.0043414i,0.015507+0.014971i,0.0011505+0.02147i,-0.0099658+0.015738i
0.0018752-0.012738i,0.010705-0.030028i,0.031618-0.047423i,0.044188-0.047979i,0.014227-0.046747i,-0.055055-0.059403i,-0.1186-0.05794i,-0.1228-0.039978i,-0.08538-0.03185i,-0.062055-0.027268i,-0.047686-0.017081i,-0.030091-0.011346i,-0.019767-0.0023837i,-0.011331+0.022376i,-0.0028412+0.050481i,-0.0022392+0.064815i,-0.0066603+0.057059i,-0.0099352+0.02948i,-0.012577-0.00087936i,-0.014722-0.016968i,-0.010467-0.012413i,0.0016098+0.0076787i,0.010092+0.024665i
-0.0094135-0.0048371i,-0.025113-0.024874i,-0.035339-0.059986i,-0.031226-0.094979i,-0.016291-0.068713i,0.0082628+0.03117i,0.044083+0.10348i,0.052183+0.091149i,0.019816+0.058723i,0.0017812+0.051775i,0.0076271+0.048022i,0.014857+0.034471i,0.022035+0.017248i,0.029517-0.0022871i,0.040365-0.019931i,0.05386-0.03124i,0.052504-0.027968i,0.031743-0.0065112i,0.0099248+0.014663i,-0.0010159+0.019713i,-0.0031371+0.0084792i,0.0010222-0.010284i,0.0065588-0.018642i
0.014743+0.0013857i,0.040533+0.019271i,0.065844+0.051642i,0.06627+0.089238i,0.058465+0.083535i,0.06896+0.0052949i,0.075441-0.067496i,0.075528-0.075925i,0.073883-0.062195i,0.048986-0.05408i,0.018661-0.035429i,0.0076174-0.015187i,0.00059322-0.013659i,-0.017798-0.020336i,-0.04002-0.022537i,-0.051308-0.02182i,-0.039841-0.022262i,-0.013112-0.022919i,0.010053-0.021493i,0.019903-0.01924i,0.013352-0.01773i,-0.0022591-0.019016i,-0.011262-0.021984i
-0.015909+0.0027441i,-0.038866+0.00022039i,-0.050288+0.0026882i,-0.027022+0.0031532i,-0.0092995+0.0015926i,-0.041868+0.021134i,-0.078055+0.05558i,-0.080798+0.060476i,-0.069494+0.03995i,-0.053449+0.022132i,-0.039267+0.0081648i,-0.033368+0.00072273i,-0.02456+0.0071359i,-0.0074325+0.020396i,0.0057177+0.033655i,0.0091768+0.045925i,0.0039213+0.045232i,-0.0057141+0.025251i,-0.013734+0.0041574i,-0.017635-0.0020398i,-0.014339+0.0045131i,-0.008319+0.012088i,-0.0069072+0.012219i
-0.0011242+0.0041403i,0.0006032+0.0038087i,-0.020566-0.0099378i,-0.067603-0.028555i,-0.068855-0.021596i,0.005349+0.001387i,0.062233+0.011943i,0.056633+0.028365i,0.044171+0.045381i,0.041815+0.030212i,0.026895+0.0063606i,0.011787-0.00041357i,0.010307-0.002315i,0.016472-0.0096287i,0.023603-0.021773i,0.025431-0.03016i,0.02291-0.021758i,0.017897-0.0033661i,0.013949+0.0070413i,0.01441+0.0061582i,0.01465+0.0023056i,0.011122+0.0055397i,0.005666+0.013259i
-0.0040599-0.017147i,-0.010807-0.037086i,-0.0012209-0.033491i,0.038912-0.00070981i,0.057216+0.0055097i,0.0069935-0.031251i,-0.047694-0.067839i,-0.055316-0.088832i,-0.052024-0.086581i,-0.045735-0.050847i,-0.019377-0.019823i,0.0015983-0.01614i,-0.00042274-0.014476i,-0.013173-0.0071988i,-0.025337-0.0048458i,-0.030874-0.0086994i,-0.028506-0.01593i,-0.021513-0.018221i,-0.017602-0.01466i,-0.019621-0.01303i,-0.019702-0.011988i,-0.0099035-0.0091922i,0.0035655-0.0040048i
0.0048565+0.012471i,0.024738+0.026096i,0.055624+0.018281i,0.065379-0.025891i,0.044604-0.043739i,0.029711-0.0027042i,0.02414+0.030809i,0.0031134+0.036411i,-0.0096605+0.046639i,-0.00012757+0.045605i,0.00092041+0.025391i,-0.0049338+0.013203i,-0.0015224+0.011658i,0.0026978+0.013709i,0.0053875+0.022617i,0.0086407+0.031338i,0.005661+0.030368i,-0.0017054+0.023462i,-0.0041997+0.021726i,0.00061712+0.025945i,0.0069903+0.022715i,0.0069699+0.0049898i,0.004266-0.012764i
-0.0055744-0.0083407i,-0.029716-0.016942i,-0.073608+0.0020189i,-0.10935+0.060525i,-0.099009+0.081807i,-0.045655+0.02273i,-0.0013895-0.026134i,0.033287-0.027929i,0.051441-0.038161i,0.022359-0.043902i,-0.0081317-0.016669i,-0.0071003+0.007603i,0.0022991+0.0074893i,0.0086392-0.0031425i,0.013908-0.011758i,0.019736-0.013519i,0.026264-0.0085463i,0.030655-0.0047236i,0.029608-0.011645i,0.024036-0.024022i,0.013403-0.026741i,-0.0015221-0.01562i,-0.011009-0.0035944i
-0.0059815+0.0050838i,-0.0017659+0.01718i,0.027703+0.018892i,0.072462-0.008511i,0.07583-0.017904i,0.027106+0.028499i,-0.0050632+0.064883i,-0.023987+0.045984i,-0.047473+0.031157i,-0.035253+0.033987i,-0.0071679+0.015836i,-0.00026707-0.005973i,-0.0022098-0.010055i,-0.0042821-0.0080133i,-0.0097051-0.0091368i,-0.017112-0.012759i,-0.020974-0.01595i,-0.019937-0.015095i,-0.019951-0.0075579i,-0.025185+0.0035595i,-0.025647+0.013974i,-0.012308+0.020343i,0.00045658+0.019649i
0.0025306-0.014095i,-0.0018854-0.049363i,-0.032963-0.098743i,-0.0859-0.11617i,-0.084062-0.086222i,-0.0078448-0.060371i,0.035955-0.048167i,0.030923-0.010572i,0.042069+0.015799i,0.044468-0.00099403i,0.015733-0.013425i,-0.0035796-0.006844i,-0.0055271-0.0022005i,-0.0031017+0.0028954i,0.00080569+0.011779i,0.00047262+0.019587i,-0.0033586+0.023625i,-0.004838+0.020111i,0.0039091+0.015039i,0.023715+0.013575i,0.038364+0.0064879i,0.035638-0.0073397i,0.020887-0.013289i
-0.0011139+0.0083511i,-0.001355+0.040608i,0.021545+0.10491i,0.077642+0.15924i,0.092738+0.13061i,0.0088558+0.053226i,-0.061747+0.013414i,-0.054001-0.011315i,-0.052192-0.036261i,-0.06275-0.020097i,-0.037121+0.010909i,-0.0029013+0.016619i,0.0094049+0.010672i,0.011556+0.003925i,0.014386-0.0025101i,0.019845-0.0076259i,0.024021-0.011843i,0.019732-0.014627i,0.0060927-0.023518i,-0.0103-0.036317i,-0.023559-0.038958i,-0.028159-0.029509i,-0.02086-0.020337i
0.0031156-0.0070603i,0.013747-0.033909i,0.024884-0.088707i,0.012429-0.14029i,-0.0013182-0.11104i,0.036673-0.012851i,0.071124+0.033842i,0.04339+0.030621i,0.017116+0.046417i,0.027951+0.040937i,0.025556+0.0036496i,0.0052722-0.013557i,-0.0033131-0.010606i,-0.0047495-0.0085332i,-0.0099136-0.0096272i,-0.018046-0.011562i,-0.022128-0.011209i,-0.019471-0.0042699i,-0.017836+0.011049i,-0.020352+0.030918i,-0.017802+0.04409i,-0.0092374+0.041301i,-0.0052705+0.026791i
-0.012797+0.00089283i,-0.04878+0.01799i,-0.10504+0.066425i,-0.13454+0.12378i,-0.10452+0.10538i,-0.05496+0.0013057i,-0.029341-0.070842i,-0.0060692-0.068807i,0.01836-0.064689i,0.0074996-0.064552i,-0.01513-0.037461i,-0.017505-0.0089625i,-0.015258+0.0020316i,-0.01392+0.0060882i,-0.0090692+0.01125i,-0.0022176+0.019048i,0.00086775+0.024841i,0.002867+0.023168i,0.015027+0.012009i,0.034297-0.0060563i,0.042547-0.02154i,0.033296-0.021519i,0.02152-0.0063868i
0.010821-0.0078585i,0.044597-0.020834i,0.1147-0.055804i,0.1665-0.10002i,0.12254-0.087827i,0.017023-0.0058159i,-0.038052+0.060527i,-0.041042+0.059307i,-0.04758+0.04703i,-0.034579+0.057151i,-0.00031249+0.047355i,0.016916+0.01856i,0.018225+0.0034284i,0.017727+0.00049623i,0.017686-0.0022062i,0.018631-0.0081512i,0.018014-0.013534i,0.010501-0.01733i,-0.0076572-0.019609i,-0.030545-0.019986i,-0.043834-0.017693i,-0.036696-0.012191i,-0.018155-0.010099i
-0.012038-0.0022148i,-0.042255-0.0087452i,-0.10279-0.019813i,-0.15401-0.018155i,-0.11296-0.0053201i,0.009763-0.0073652i,0.083354-0.018603i,0.073198-0.008606i,0.059648+0.0042446i,0.049337-0.0095048i,0.01798-0.019995i,-0.0025-0.011014i,-0.0017371-0.0075717i,-0.0005207-0.012084i,-0.0054711-0.012901i,-0.013619-0.0096788i,-0.016557-0.0069927i,-0.010969-0.0033973i,7.5371e-05+0.0094944i,0.014252+0.030358i,0.024683+0.041648i,0.022342+0.032581i,0.0089262+0.016086i
0.0065201+0.0020531i,0.028563+0.02278i,0.072709+0.07313i,0.12117+0.12433i,0.11991+0.10806i,0.037091+0.023924i,-0.045025-0.031729i,-0.0584-0.03898i,-0.058173-0.045208i,-0.071923-0.034111i,-0.061187-0.0026562i,-0.030554+0.014602i,-0.012809+0.017521i,-0.0085226+0.020176i,-0.0056272+0.021413i,0.00093933+0.019629i,0.0069661+0.017401i,0.010197+0.012432i,0.01543-0.0036012i,0.019333-0.029767i,0.016765-0.045554i,0.011557-0.036989i,0.010702-0.017919i
-0.012573-0.0093134i,-0.029319-0.038805i,-0.055152-0.095464i,-0.077364-0.14961i,-0.079739-0.12574i,-0.049103-0.006935i,-0.0020532+0.075659i,0.015512+0.06625i,0.013409+0.05384i,0.029422+0.048514i,0.037069+0.018802i,0.019823-0.0049826i,0.0084997-0.0073678i,0.011362-0.0051406i,0.015103-0.0056462i,0.015259-0.0086977i,0.01226-0.010975i,0.0038246-0.0087606i,-0.014234-0.0019569i,-0.036734+0.0084433i,-0.047368+0.017202i,-0.037257+0.014308i,-0.020069+0.0033674i
0.0017809+0.0024839i,0.0025248+0.021547i,-0.011069+0.067661i,-0.03453+0.12268i,-0.03008+0.11839i,0.01231+0.0323i,0.035572-0.048901i,0.029368-0.058756i,0.028775-0.04709i,0.019378-0.051212i,0.00015212-0.041606i,-0.0048638-0.022411i,-0.0049775-0.017697i,-0.0090997-0.019142i,-0.012632-0.016664i,-0.014741-0.0096019i,-0.015969-0.0023667i,-0.012666+0.0016915i,0.00093548+0.0082764i,0.022837+0.014053i,0.038331+0.012303i,0.031873+0.0078359i,0.012275+0.0074648i
-0.0028725-0.0096889i,0.0035116-0.028394i,0.047212-0.055282i,0.11384-0.084533i,0.11627-0.097225i,0.029509-0.072749i,-0.048051-0.021811i,-0.059186+0.012551i,-0.054183+0.027538i,-0.049283+0.046635i,-0.025379+0.049596i,-0.0035328+0.030207i,0.0031352+0.016994i,0.0035447+0.014503i,0.0022631+0.013699i,0.00070008+0.012991i,0.0012433+0.011839i,0.0041279+0.0064653i,0.002907-0.0092052i,-0.0053135-0.02907i,-0.012298-0.038199i,-0.0090147-0.030315i,0.00028715-0.016477i
-0.00034544+0.0033544i,-0.011319+0.011753i,-0.052298+0.010577i,-0.12151+0.0025852i,-0.14211+0.020481i,-0.060695+0.056053i,0.028353+0.054919i,0.041083+0.026824i,0.034635+0.013708i,0.045463-0.00029356i,0.036032-0.014108i,0.015998-0.008115i,0.012378+0.0005617i,0.014007-0.00083857i,0.012636-0.0057196i,0.011063-0.010172i,0.0089482-0.01269i,0.0042468-0.0097177i,-0.0024934+0.0036651i,-0.0079199+0.023962i,-0.011157+0.035447i,-0.012153+0.027854i,-0.0083809+0.011791i
-0.0025178-0.0076449i,-0.0012876-0.010869i,0.011325+0.014193i,0.050239+0.078062i,0.093354+0.10913i,0.083322+0.045195i,0.029334-0.026106i,-0.0027826-0.038543i,-0.015518-0.042798i,-0.038405-0.045289i,-0.045289-0.028324i,-0.031059-0.013959i,-0.021968-0.0090835i,-0.019007-0.0054054i,-0.015957-0.0027132i,-0.011703-0.00052504i,-0.0082417+0.00093955i,-0.0045451+0.0027586i,0.0058258+0.0026549i,0.02068-0.0042523i,0.027907-0.010429i,0.021113-0.0055694i,0.0085528+0.0028455i
-0.0017414+0.0021421i,0.00031315-0.0007519i,0.0088803-0.035733i,0.012392-0.12018i,-0.012694-0.18014i,-0.055378-0.11846i,-0.053871-0.014544i,-0.018425+0.019373i,-0.0035795+0.028275i,0.0057868+0.047439i,0.016072+0.041687i,0.010301+0.019829i,0.0010801+0.0094972i,-0.0008041+0.0081353i,0.0010249+0.0098676i,0.0044507+0.014617i,0.0080153+0.01565i,0.0070034+0.007933i,-0.0042281-0.0039587i,-0.021191-0.013235i,-0.027723-0.016374i,-0.017197-0.013499i,-0.003241-0.0076554i
-0.0023636-0.0077495i,-0.0095695-0.01671i,-0.04193-0.0032161i,-0.08785+0.063177i,-0.086472+0.1302i,-0.018088+0.11283i,0.028387+0.043249i,0.022506+0.0078812i,0.019194-0.0059091i,0.017916-0.031583i,0.0072317-0.037462i,0.007584-0.022386i,0.014968-0.014362i,0.016226-0.011126i,0.013432-0.008586i,0.0079778-0.0093075i,0.0014618-0.0091999i,-0.002484-0.0049451i,-0.0012576+0.0034217i,0.0044786+0.013685i,0.0076696+0.017536i,0.0049332+0.0098085i,0.0029223-0.0019241i
-0.0034143+0.0033691i,-0.0017917+0.020882i,0.041345+0.045837i,0.13562+0.0385i,0.18856-0.013696i,0.13313-0.052325i,0.045607-0.043713i,-0.00030998-0.022352i,-0.026586-0.0070331i,-0.044651+0.01024i,-0.038603+0.018804i,-0.024243+0.014176i,-0.014361+0.0072221i,-0.0080897+0.0018125i,-0.0068695-0.0028111i,-0.010165-0.0036235i,-0.012079-0.00042181i,-0.0056769+0.0015887i,0.0043267-0.0032808i,0.010292-0.01222i,0.012302-0.014984i,0.010413-0.0079701i,0.0040109-0.00074061i
0.003109-0.0098706i,0.0025485-0.036831i,-0.029994-0.091682i,-0.12541-0.13261i,-0.2099-0.096785i,-0.17839-0.017102i,-0.083101+0.017128i,-0.029235+0.011017i,-0.0014698+0.01328i,0.030908+0.015444i,0.037769+0.0070201i,0.021934+0.0055795i,0.0090976+0.011i,0.0030041+0.012324i,0.0036965+0.010405i,0.0096006+0.0080362i,0.012726+0.00264i,0.0073691-0.0034525i,-0.0032405-0.0014944i,-0.012153+0.006691i,-0.014942+0.007718i,-0.011191+0.002604i,-0.0051354+0.0023464i
-0.0098483+0.0037498i,-0.027956+0.026678i,-0.037496+0.088629i,0.0014576+0.17224i,0.069379+0.19506i,0.086368+0.11995i,0.050312+0.040613i,0.023724+0.010214i,0.0093135-0.010877i,-0.012336-0.025857i,-0.019364-0.024121i,-0.0099814-0.020951i,-0.0011947-0.019869i,0.0049475-0.015274i,0.0069798-0.010706i,0.0041411-0.0089259i,-0.00033286-0.0071683i,-0.0027339-0.0012767i,0.00058967+0.0048235i,0.0081077+0.0058936i,0.0085639+0.004633i,0.00033364+0.0032299i,-0.0037864+0.00058137i
0.011738-0.0069124i,0.042574-0.027674i,0.092267-0.087135i,0.12117-0.18529i,0.10067-0.24525i,0.043994-0.19587i,0.0048447-0.098706i,-0.0036445-0.038485i,-0.010761-0.0038893i,-0.013468+0.023271i,-0.0093326+0.029737i,-0.0076967+0.019865i,-0.0081521+0.0080215i,-0.0089745+0.00043804i,-0.010133-3.9044e-05i,-0.0092958+0.0057119i,-0.0054869+0.0094963i,-0.00060507+0.0050047i,0.00034126-0.0046292i,-0.0019184-0.012089i,-0.0016403-0.011417i,0.0016445-0.0059597i,0.0024708-0.0027009i
-0.016208-0.0036415i,-0.056496-0.0016921i,-0.13525+0.028051i,-0.20441+0.10241i,-0.19537+0.16426i,-0.11245+0.14953i,-0.040669+0.08687i,-0.012631+0.040863i,0.0068442+0.012139i,0.018572-0.014772i,0.015129-0.022664i,0.012329-0.01237i,0.013352+0.00051332i,0.010874+0.0090663i,0.0065596+0.0089145i,0.0057607+0.002591i,0.0046351-0.0024222i,0.00049274-0.0022094i,-0.002013+0.0018335i,-0.00073618+0.0047809i,0.00093658+0.0028551i,0.0019158-0.0019021i,0.0033542-0.0032063i
0.01255+0.0021476i,0.048357+0.016291i,0.12948+0.03985i,0.22172+0.043296i,0.23825+0.019937i,0.16592+0.0088832i,0.085956+0.0081836i,0.036991-0.0032888i,0.0021948-0.010614i,-0.020544-0.0060028i,-0.02528-0.0028699i,-0.020341-0.0031912i,-0.011689-0.0057988i,-0.0024829-0.0094289i,7.8125e-05-0.0099048i,-0.0035019-0.0076868i,-0.0046787-0.0025932i,-0.00035847+0.0020927i,0.004175+0.00089764i,0.0041366-0.0031367i,0.00023659-0.0022527i,-0.0027798+0.003225i,-0.0011948+0.0039464i
-0.0090117-0.012371i,-0.038755-0.046961i,-0.10234-0.11665i,-0.18629-0.17787i,-0.22237-0.16968i,-0.16521-0.11567i,-0.086743-0.06313i,-0.045626-0.021436i,-0.018721+0.0065565i,0.0042944+0.018061i,0.011218+0.016132i,0.005599+0.011536i,-0.0028254+0.0081218i,-0.0080781+0.0051746i,-0.0068012+0.004855i,-0.00076873+0.0055814i,0.0039469+0.0046207i,0.003027+0.00019754i,-0.0025451-0.0012611i,-0.0057398+0.0026254i,-0.0018093+0.0040671i,0.0033625+0.0015923i,0.0018453-0.0014933i
0.0010619+0.010036i,0.0086738+0.051066i,0.028598+0.13705i,0.063657+0.21988i,0.084447+0.2209i,0.059963+0.14175i,0.02466+0.062527i,0.013578+0.020032i,0.0050646-0.0031202i,-0.0062973-0.013816i,-0.0079177-0.014722i,-0.00094731-0.011748i,0.0079846-0.0067047i,0.01278-0.00055205i,0.011398+0.0031576i,0.0060166+0.00048939i,-0.00025318-0.0029592i,-0.003932-0.0013648i,-0.00060706+0.00074271i,0.0051666-0.00099213i,0.0051871-0.0056833i,-0.0010468-0.0090905i,-0.0047343-0.006219i
0.0013433-0.015934i,0.012422-0.059261i,0.036842-0.14219i,0.067586-0.21329i,0.093843-0.20181i,0.090905-0.12567i,0.056914-0.061801i,0.020264-0.033451i,-0.0014793-0.013731i,-0.0085651+0.0018477i,-0.0085348+0.0071677i,-0.006221+0.0052922i,-0.0045661-0.00011872i,-0.0038477-0.004671i,-0.0025821-0.0045317i,-0.00086868-0.00039311i,0.0018683+0.0023601i,0.0036044+0.00044608i,0.0012867-0.0035867i,-0.0040095-0.004781i,-0.0082081-0.00068438i,-0.0058888+0.0050857i,-0.00060661+0.0051454i
-0.0086307+0.0089603i,-0.038007+0.03807i,-0.098456+0.096004i,-0.16213+0.14483i,-0.18197+0.12549i,-0.14012+0.071528i,-0.071542+0.040694i,-0.020577+0.025922i,0.0047652+0.012437i,0.013553+0.0021284i,0.014397+3.4495e-05i,0.010197+0.00191i,0.0040469+0.0045841i,0.00049061+0.0055759i,-0.00026809+0.0037661i,0.00082043+0.0024009i,0.0016479+0.0010879i,0.00018867+0.00025537i,-0.00036842+0.0018833i,0.0027689+0.005934i,0.0080244+0.007044i,0.0097595+0.0031439i,0.0055374+0.00043041i
0.010609-0.0094057i,0.04506-0.025375i,0.11539-0.044302i,0.17605-0.042948i,0.16068-0.0063672i,0.094191+0.030565i,0.041854+0.030527i,0.014019+0.013756i,0.00037907+0.0045648i,-0.0080937+0.00013345i,-0.012978-0.0029427i,-0.0099804-0.0032215i,-0.0020242-0.0045575i,0.0041057-0.0066472i,0.0051831-0.0071504i,0.0021023-0.0051705i,-0.0015659+0.00050673i,-0.0020514+0.0031842i,0.00024381-0.00092407i,0.0021714-0.0082845i,5.3457e-06-0.012746i,-0.0040486-0.0097815i,-0.0035044-0.0029675i
-0.012243+0.0022994i,-0.050294-0.0042563i,-0.11083-0.026884i,-0.14568-0.070816i,-0.1088-0.11035i,-0.03749-0.11166i,-0.010176-0.073746i,-0.016268-0.027636i,-0.014786-0.0036589i,-0.0086671+0.002212i,-0.005626+0.0040073i,-0.004574+0.0040889i,-0.0041129+0.0019919i,-0.0036043-0.00037846i,-0.0027266-0.00045137i,-0.0017264-0.00025414i,-0.00026855-0.0022239i,0.00082344-0.0034854i,-0.0024544-0.0021846i,-0.0078037+0.0020044i,-0.0082368+0.0075449i,-0.0032656+0.0083836i,0.00060499+0.0041641i
0.0099681+0.00015029i,0.037862+0.01554i,0.078012+0.056589i,0.087797+0.11267i,0.046864+0.13946i,-0.0025036+0.10336i,-0.012446+0.042929i,-0.0014099+0.0041615i,-0.0016017-0.0087304i,-0.0020293-0.0099634i,0.00051822-0.011495i,0.00080396-0.0086834i,0.00090815-0.00089758i,0.0016721+0.0034881i,0.0028007+0.0029228i,0.0038242+0.00079817i,0.0027069-0.0012898i,0.00095069-0.0019848i,0.0026053+0.0013333i,0.0073449+0.0034056i,0.012214+7.0277e-05i,0.010887-0.0034579i,0.0042739-0.0038095i
-0.0078493-0.0078629i,-0.025659-0.033648i,-0.040284-0.077603i,-0.021162-0.10339i,0.033741-0.074247i,0.062152-0.018706i,0.046169+0.0059477i,0.02482-0.00012322i,0.011547-0.0050355i,0.0022902-0.0011324i,-0.0020471+0.004566i,-0.0018615+0.0043345i,-0.0024058+0.0017001i,-0.0030302+0.00056165i,-0.0026432-4.4648e-05i,-0.0022787+0.00036326i,-0.0004454+0.0015804i,0.00095639+0.0026566i,7.2836e-05+0.00011626i,-0.0028531-0.0057681i,-0.007033-0.0087037i,-0.0075884-0.0073823i,-0.004663-0.0042299i
0.004854+0.0070646i,0.0087863+0.028549i,-0.0011977+0.061133i,-0.040027+0.064043i,-0.085961+0.0062691i,-0.089366-0.038143i,-0.048819-0.020687i,-0.012556+0.0037014i,-0.00090314+0.0089034i,-0.0011835+0.0088343i,-0.000198+0.0075056i,0.0020297+0.0027266i,0.0023683-0.0015411i,0.0021758-0.0012559i,0.0031707+0.0022162i,0.0030454+0.0049971i,0.0013229+0.003744i,0.00042288+0.0011984i,-0.00097572+0.0012454i,-0.0024298+0.0051335i,-0.0017933+0.0089302i,-0.00060803+0.0083476i,-0.00013739+0.0051215i
-0.0026216-0.010201i,-0.001872-0.030655i,0.015812-0.05415i,0.046102-0.042732i,0.054973+0.012303i,0.036909+0.046348i,0.011434+0.032591i,-0.0056873+0.017927i,-0.0061621+0.013175i,-0.0055367+0.0042779i,-0.009647-0.00065563i,-0.0085063+0.0016121i,-0.0032406+0.002814i,-0.00017702+0.00030766i,0.00011901-0.0031063i,0.00021777-0.0051756i,-9.0101e-05-0.0045145i,-0.00047918-0.0027571i,0.001974-0.0014692i,0.0060113-0.002229i,0.0082873-0.0044685i,0.0076017-0.003821i,0.0052968-0.00076311i
-0.00072218+0.0048337i,-0.010245+0.015347i,-0.024462+0.022663i,-0.021205+0.00094244i,0.014951-0.04113i,0.045937-0.055161i,0.032846-0.038276i,0.0037734-0.02146i,-0.0074329-0.012237i,-0.0034251-0.0068754i,0.0024446-0.0048248i,0.0052967-0.0022976i,0.0067288+0.00037664i,0.0062039+0.0028315i,0.0025134+0.0060706i,-0.00065677+0.0059675i,-0.00029032+0.0035016i,0.0011152+0.002404i,0.00024538+0.00051652i,-0.0033519-0.0021898i,-0.0060269-0.0036719i,-0.0054273-0.0036393i,-0.0034769-0.0018216i
0.0015433-0.0070277i,0.0097501-0.014941i,0.016635-0.016311i,-0.0036962+0.01109i,-0.048906+0.052459i,-0.064303+0.052777i,-0.03622+0.020695i,-0.010671-0.0014913i,-0.0041924-0.0047295i,0.00068872-0.0012011i,0.0030428-0.0017229i,-0.00071605-0.0037326i,-0.0045582-0.0041618i,-0.003328-0.0043872i,0.0026848-0.0049125i,0.006506-0.0048616i,0.0058234-0.0030751i,0.00343-0.0015398i,0.0017825+8.4728e-05i,0.0011836+0.0023491i,0.0010175+0.0038012i,0.00090897+0.0041066i,0.00093401+0.002791i
