9.1251e-05-0.00151i,0.00037517-0.0026566i,6.0096e-05-0.0035516i,-0.0010518-0.0029631i,-0.0030689-0.0020885i,-0.0036886-0.00034712i,-0.0018558+0.0011254i,0.00037326+0.00071729i,0.0015568-0.00012723i,0.0011265-0.00062625i,-0.00020433-0.00012244i,-0.00091594-0.00013771i,-0.00098211-0.00010267i,-0.00052533+0.00010792i,-0.00031748-0.00049195i,-0.00075279+2.5984e-05i,-0.00050223+0.00050647i,0.00059681-2.6356e-05i,0.00013936+5.3269e-05i,-0.00082396+0.00037872i,-0.00022796-0.00030147i,-0.00040314-0.0014128i,-0.0010364-0.0014638i
-0.00028038+4.7674e-05i,-0.00031833+0.00047158i,-0.00048121+0.00043271i,-0.00022397+0.00079819i,-0.00051332+0.00083859i,-0.00059343+0.00051241i,-0.00060528+0.00015038i,-0.00030413-0.0001092i,-0.00014421-0.00032285i,-0.00020134-4.5231e-05i,0.00028736+0.00022127i,0.0001888+0.00027896i,-0.00030106-0.00031064i,-0.00084191-0.00064292i,-0.001097-0.00044545i,-0.00041029-3.7727e-05i,-6.9638e-05+3.8025e-05i,-0.00051997-0.0006354i,-0.00072559-0.00093172i,-0.00077536-0.00060131i,-0.00017498-0.00011702i,0.00014024+0.00042595i,-7.4051e-05+0.00073149i
0.0003131-0.001761i,0.00034542-0.000569i,-0.00010411+0.00036778i,-0.00032625+4.8494e-05i,-0.0013909-0.00078627i,-0.0018515-0.00047693i,-0.0004097+0.00054185i,0.00061021+0.00041042i,0.00021435-0.00033168i,-0.00032724-0.00061622i,-0.00097326+5.2045e-05i,-0.00045264+0.00053307i,0.00038813+0.00085256i,0.00036055+0.00094593i,-0.00020451+0.00025016i,-4.6709e-05-0.00061234i,0.00028264-0.00046447i,0.0007555-0.00029166i,0.00075914-0.00035706i,0.00057264-1.5448e-05i,-0.00015782+0.00012977i,-0.00077079+4.1328e-05i,-0.00088756+0.00044552i
-8.1616e-05-0.0012859i,-0.00097355-0.0017192i,-0.001495-0.0016972i,-0.002703-0.00049118i,-0.0020153+0.00026003i,0.0001807+0.00092209i,0.00030895+0.0011653i,-0.00055735+0.00090776i,-0.00097967+0.0005083i,-0.00082557+6.9036e-05i,-7.2148e-05-0.00050534i,0.00069671-0.0004345i,0.00046289+3.1856e-05i,0.00020407+0.00051761i,0.00029085+0.00063076i,0.00025601+0.00075976i,-4.0124e-05+0.00071787i,0.00021684+1.5291e-05i,0.00013924-0.00042298i,0.00062508-0.00056904i,0.00051023+0.00014967i,-9.4052e-05+0.00026751i,0.00066853-0.00017027i
0.00092682+0.00073308i,0.00070362+0.0007521i,0.00064395-0.00034087i,-0.00017975-0.0017503i,-0.0014008-0.0017545i,-0.002271-0.00049983i,-0.001803-0.0003206i,-0.00081216-0.00061244i,-0.00038081-0.00047216i,-0.00030409-0.00090859i,-0.00058519-0.0007278i,-0.00074449+0.00021957i,-0.00019351-0.00033429i,0.0012189-0.0012594i,0.0014071-0.0011292i,0.00067215-0.00045053i,0.00058623-0.00035211i,0.00087704-0.00042499i,0.00056487-0.00029481i,0.00030084-0.00063943i,0.0002748-0.00082408i,0.00011955-5.5407e-05i,0.00031221+0.00077152i
-0.00024122-0.0011029i,-0.00060582-0.0022449i,-0.00033467-0.0027654i,-0.0012184-0.0025447i,-0.0016786-0.0012174i,-0.00095491-7.1599e-06i,7.4648e-05+8.9562e-05i,0.00032696-0.00047061i,0.00014417-0.00013862i,0.0004416+0.00012596i,0.00040624+1.8717e-06i,0.00020805-0.0002235i,-2.6345e-05-0.00046776i,0.00011975-0.0002008i,0.0009538-0.00037506i,0.0005089-0.00068682i,-0.0003969-0.00045467i,-0.00034889-0.00025146i,-0.00034235+0.00029296i,-0.00020496+9.9379e-05i,0.00035535+6.0315e-05i,0.00048887+9.0525e-05i,0.00055461+6.7115e-05i
-0.00091688-0.0013733i,-0.0013146-0.00036722i,-0.0011433+1.8506e-05i,-0.00025259-0.00020659i,0.0001361-0.00016393i,-0.00056013-0.00052923i,-0.0011328-0.00043977i,-0.00075637-0.00034268i,-0.00010561-0.00042291i,5.8736e-05+0.0002771i,0.00024262+0.00061918i,0.00047035+0.00063673i,2.2634e-05+0.00059778i,8.6314e-05+0.00083084i,0.00071568+0.00065536i,0.0011279-5.5236e-05i,0.0010331-2.5383e-05i,0.00080836-3.0303e-05i,0.00059371-0.00048008i,0.00050434-0.00062484i,-6.8978e-05-0.00035288i,-0.00065796+0.00034937i,-0.00057676+0.00057747i
-0.00063715-0.0019861i,-0.0010648-0.0037884i,-0.0015439-0.0049801i,-0.0017966-0.0034751i,-0.0017086-0.00098858i,-0.0011547-0.00033631i,-0.0008016-0.00068374i,-0.00068404-0.00073316i,-0.0011387-0.00051391i,-0.00091258+3.943e-06i,0.00017088+0.00060361i,0.00041432+0.00065549i,0.00010393+0.00023408i,0.0005444+0.0001503i,0.00044449-2.4455e-05i,0.00031098-0.00067891i,0.0004486-0.00042775i,0.00012564+0.00012652i,0.00012898+6.9349e-06i,3.6128e-06+6.1815e-05i,-0.00046137-4.9726e-05i,-0.00059477-8.9249e-05i,-1.1346e-05-0.00018633i
4.8352e-05+0.0031698i,0.0009353+0.0035819i,0.0006736+0.0033429i,0.00013394+0.0018831i,0.00012242+0.00091285i,-0.00019578+0.00065016i,-0.00026679+0.00054707i,0.00018986+0.00070637i,0.00063041+0.0012106i,0.00071273+0.0011675i,0.00071035+2.933e-05i,0.00062584-0.00035747i,0.00021883+0.00014028i,4.0547e-05+0.00029033i,0.0004936-0.00020508i,0.0005351-0.00051502i,0.00017228-0.00048221i,-0.00031749-0.00036631i,-0.00040208-0.00042306i,-0.00021586-0.00011562i,-0.00021324+0.00052935i,-0.00021945+0.0012599i,-0.0002042+0.0003453i
0.00046242+0.0010714i,0.00060423+2.0914e-05i,0.001359-0.0013257i,0.0015632-0.0011855i,0.00080935-0.00096735i,0.00035059-0.00075217i,8.8056e-05-0.00031091i,0.00011078-0.00081765i,0.00044871-0.00087549i,0.00084902-0.00043531i,0.001076+5.9131e-05i,0.00060688-0.00015313i,0.00027546-0.00058463i,0.00015465-0.00045717i,0.00044791-0.00077029i,0.00032584-0.00072625i,-0.00021763-0.00052499i,-0.00026303-0.00075626i,-7.0354e-05-0.0010297i,-0.00039909-0.00031842i,-0.00048324+0.00041481i,-0.00042967+0.00032608i,-9.4876e-05+0.0005539i
-0.0007286+0.0024589i,-0.00069358+0.0026253i,3.9428e-05+0.0019381i,0.00041533+0.00068418i,0.00010632-0.0010415i,-0.00021765-0.0019464i,-0.00064758-0.0018207i,-0.00064288-0.0019549i,-0.00028673-0.001054i,0.00061761+0.00015627i,0.0011894+0.00022389i,0.0012719+0.00053344i,0.00049683+9.7362e-05i,-0.00025288-0.0006141i,-0.00038426-0.00078132i,-5.2283e-06-0.0010302i,0.00023657-0.00045182i,0.00016365+0.00024453i,-0.00089813-0.00017532i,-0.0013634-0.00040979i,-0.00010737-0.00022972i,0.00050948-0.00013606i,-4.125e-06+3.3433e-05i
-0.00098851-0.0024339i,-0.00027974-0.0021438i,0.00039261-0.0017819i,0.00025164-0.0014851i,-3.0769e-05-0.00034274i,1.5628e-05+0.0008657i,4.6846e-07+0.00030565i,-0.00025712-0.0001716i,-0.00083992-0.0001467i,-0.00064653+0.00032542i,-0.00054493+0.00087663i,-0.00045354+0.0002428i,0.0003232-0.00053959i,0.00045407-0.00040467i,-0.00074163+0.00037926i,-0.0007767+0.00048607i,-0.00045761+0.00053485i,-0.00064207+0.0010794i,-0.00019643+0.0015765i,0.000584+0.0015638i,0.00059744+0.0012973i,-9.1958e-05+0.00065923i,0.00034234-0.00072334i
-0.00028215+3.9424e-05i,-0.00072928-0.00089803i,-0.0012241-0.001299i,-0.0013458-0.0018025i,-0.0014672-0.0022527i,-0.00077193-0.0014928i,-0.00017583-0.00040467i,-0.00026706-0.00037859i,-0.00053565-0.00065202i,-0.00036775-0.00023165i,0.0001559-0.00018451i,0.0007157+0.00016004i,0.00044662+0.00034722i,-0.00026352+9.3302e-06i,-0.00011226+0.00010016i,8.5163e-05+0.00030336i,-2.5865e-05+0.00069746i,-8.2263e-05+0.00071018i,-0.00032562+0.00015976i,-0.00023983+4.3129e-05i,-0.00011901-0.00033069i,3.0092e-05-0.00074829i,0.00030884-0.00062146i
0.00087999-0.0014816i,0.0011626+0.00012686i,0.002335+0.00048134i,0.0020347+0.00036626i,0.00080335+0.00011862i,0.0001963-0.00035137i,0.00039764-0.00083634i,9.862e-05-0.00080546i,5.7484e-06-0.00050409i,-0.00021426-6.9035e-05i,-0.00043174-3.8735e-05i,0.00031645-1.7111e-05i,0.00056484+5.185e-05i,0.00017967-0.00010884i,-0.000267-0.00013223i,-4.0487e-06+0.00029483i,0.00044444+0.00087387i,0.00016075+0.00055592i,0.00023168-0.00023811i,0.00041927-0.00049934i,0.00083617-0.00047408i,0.00082495-0.00061849i,7.625e-05-0.00026971i
-0.0027227-0.00061054i,-0.0026269-0.00030147i,-0.0030205+0.00029751i,-0.0017822-3.7408e-06i,0.00033847+0.00021672i,0.0005113-3.5335e-05i,-0.00038801-0.0007452i,-0.00067414-0.00037965i,-0.00062599+0.00069751i,0.0011017+0.001003i,0.0027359+0.00054085i,0.0018688-0.0007097i,0.00095901-0.0013984i,0.00084909-0.0010319i,0.00068411+0.00026877i,0.0006713+0.00057885i,0.00020431-0.00074009i,-0.0001051-0.0010299i,0.00014171+0.00012923i,0.00057906+0.00062385i,0.00040681+0.00030939i,0.0002076-0.000175i,0.00023521-0.00012803i
-0.0019353+0.0010871i,-0.0011521+0.00026184i,0.00080505-5.4394e-05i,0.0015313+0.00055834i,7.181e-05-6.9778e-05i,-0.00054765-0.00052342i,0.00050617-0.00019117i,0.00083539-0.00063078i,-8.2267e-06-0.00099789i,0.0004134-0.00025577i,0.0014672+9.688e-05i,0.0017432+0.00020789i,0.00076887+4.882e-05i,-0.00013666+5.7576e-05i,-0.00036155+0.00040286i,-0.00028154+0.00014063i,3.5287e-05+0.00039278i,0.00073526+0.001309i,0.00049302+0.0011425i,-0.00075478+0.00071123i,-0.0013353+0.00041683i,-0.00089801-0.00021027i,-0.00025837-0.00025147i
0.0014415-0.00023508i,0.00088211-0.00050972i,0.00027019-0.0012966i,-0.00063688-0.0014981i,-0.0016992-0.0013908i,-0.0020466-0.00072059i,-0.0010907-0.00091664i,-0.00038553-0.00087099i,-0.00023377-0.00046087i,-9.4943e-06-0.00053594i,-0.00037356-0.001171i,-0.00065577-0.001453i,-0.00042394-0.00086024i,0.00013042-0.00054668i,0.00021293-0.0005501i,3.308e-05-0.00035876i,-4.5334e-05-7.7633e-05i,-0.00018633-0.00028218i,0.00044299-0.00074214i,0.00028489-0.00054948i,-0.00011251-5.5341e-05i,-0.00070677+3.8192e-05i,-0.00061664-0.00030336i
-0.00027015+0.00014319i,0.00042455-0.00014913i,0.00026676+1.2763e-05i,-0.0006911+0.0003632i,-0.00073603+0.00049465i,0.00016786+0.00030069i,0.00029497-0.00016033i,6.0588e-05-0.00080633i,0.00032166-0.00037129i,0.0005484+0.0003767i,0.00072599+0.00019768i,0.00019705-0.0003179i,6.9928e-05-0.00069649i,0.000263-0.00094646i,0.00025384+1.84e-05i,0.00015845+0.00060694i,-0.00029974+0.00013863i,-0.00059485+5.6883e-05i,-0.00040857-6.3377e-05i,-0.00026727-0.00042355i,9.1517e-05-0.00034741i,0.00032488+0.00016968i,0.00059185-0.00028983i
0.00046305-0.0011431i,0.00079667-0.00099933i,0.00059158-0.00098856i,0.00020427-0.0019777i,-0.00050579-0.0013955i,-0.00055442-0.00032494i,-0.00013283-8.3604e-05i,0.00010693+0.00029774i,0.00024881-0.00068042i,2.3642e-06-0.0021114i,-0.00017732-0.0020419i,5.5815e-05-0.00046078i,-0.0005727-0.00011371i,-0.00034848-0.00080748i,0.00016296-0.00027956i,0.0004242-0.00039403i,0.00063858-0.0010064i,-0.00037703-0.00076281i,-0.00058387-0.00032678i,-0.00014821-0.00018201i,-0.00029757+0.0004258i,-0.00037811+0.00058472i,-0.00023956+0.00025682i
-0.00016057+0.00057374i,-0.00097257+0.0020125i,-0.0014486+0.0017001i,-0.0011844+0.00052293i,-0.00047613-0.00081289i,-0.00017043-0.00089225i,-5.2047e-05+0.00031188i,0.00021723+0.00095214i,-0.0001266+0.00068853i,-0.00045874+0.00043235i,-0.00026048-0.00018202i,0.000155-0.00014796i,0.00053942-2.905e-05i,0.00058427-0.00075634i,0.00018139-0.00044582i,-0.00021255+0.00037708i,-0.00023822+0.00034095i,0.00015825+2.0801e-06i,0.00053184-0.00054436i,0.00093826-0.00046472i,0.0007099+0.00023898i,-0.00013364+2.2461e-05i,-0.00079686-0.00029663i
-0.00028985+0.00029682i,0.00060415-0.00075976i,0.00084164-0.00036073i,0.0010679-0.00041874i,0.0012457-0.0012755i,0.00023755-0.0014457i,-0.00046595-0.00044792i,-0.00014853-0.0002449i,-0.00020624-0.0009005i,-0.00071446-0.0010898i,-0.00098587-0.0007015i,-0.0003234-0.00037788i,0.00058296-0.00012388i,0.0011619-0.00051906i,0.00064456-0.00024556i,-0.00020982+5.6211e-06i,-0.000126+4.729e-05i,0.0005232+0.00035242i,0.00092383+5.388e-05i,-3.9091e-05+0.00020401i,-0.00097698+0.00053902i,0.00021926-1.3206e-05i,0.00099235-0.00039602i
0.0010228-0.00020576i,0.00085136-0.00069877i,0.00080971-0.0023444i,-0.00079426-0.002846i,-0.0016718-0.0015339i,-0.0010499+5.4134e-05i,-0.00030129+0.00026745i,-0.0004424+0.00011358i,-8.718e-05-0.0002584i,0.0002349-0.00029733i,-0.00086545+4.7072e-05i,-0.00054298+0.00031309i,4.2495e-05+0.00065419i,-0.00030271+0.00048559i,-0.00023539+2.3033e-05i,0.00058174+0.00026276i,0.00087352+0.0007712i,0.00038577+0.00031565i,-0.00050362+3.5291e-06i,-0.00057964-9.1551e-05i,-0.00017656-0.00032448i,1.309e-05+0.00031347i,-0.00071972+0.00079972i
-0.00045613+0.0013378i,-4.311e-05+0.0013285i,0.00043876+0.0014078i,0.0011035+0.00047019i,0.0011537-0.0004499i,2.693e-05-0.00020004i,-0.00051331+0.0002147i,-0.00055482+9.0131e-05i,-0.00071319-0.00014397i,-0.00024243+6.289e-06i,6.6753e-06+0.00064469i,8.3779e-05+0.00039841i,0.00012801+0.00031244i,0.00010395+0.00088428i,0.00047589+0.00081214i,0.00087697+0.00054442i,0.00051528+0.00023858i,0.00026673-0.00034703i,0.00034319-0.00021793i,0.00072859+0.00012724i,0.00049914+0.00048523i,-0.00050835+0.00052193i,-0.00073959+0.0004468i
-2.9841e-05-4.9514e-05i,0.00019256-0.00084056i,0.00025615-0.0011566i,0.00047619-0.0013798i,0.00040974-0.0017606i,-0.00033554-0.0011752i,-0.00024884+0.00014268i,0.00044613+7.1866e-05i,-0.00012763-0.00082499i,-1.4769e-05-0.00054143i,0.00077251-0.00021184i,0.00033581-0.00052116i,-0.00051788-0.00013567i,-0.00051196-0.00029048i,-0.00033695-0.00079476i,-0.00014954-0.00056688i,4.2841e-05-0.00039238i,0.00030538-0.000232i,0.00053988+0.00024321i,-5.6969e-05+0.00010493i,-0.00020454-0.00012952i,0.00044249-0.0004961i,0.00084693-0.00034951i
-0.0010866-0.0012598i,-0.0016378-0.0016335i,-0.0021454-0.0017985i,-0.0017479-0.00086064i,-0.0010986+0.00031766i,-5.5424e-05+0.0010501i,0.00070334+0.0011186i,0.00026978+0.00025561i,-0.0002431-0.00054614i,-0.0005718-0.0011017i,-0.00069452-0.0009205i,-0.00030375-0.00034399i,-0.00046801-0.00052491i,-0.00034097-0.00031147i,0.00026496-0.000118i,0.00021482+0.0001708i,-0.00055271+3.5746e-05i,-0.00057928-0.0003896i,0.0001605+0.00040131i,0.00023011+3.4305e-05i,0.00024908-0.00095842i,0.00051504-0.0013567i,0.00029491-0.0010807i
0.0009645+8.3568e-05i,0.0011385-0.0003925i,0.0006969-0.0015044i,-0.00099572-0.0016009i,-0.0014589-0.0013129i,-0.001325-0.00084605i,-0.0015393-0.00050082i,-0.00055595-0.00061915i,0.00047701-0.00051304i,0.00028386-0.00011271i,0.00025665+0.00024472i,0.0003232+0.00013926i,-0.00017762-0.00054655i,-0.00038471-0.00071896i,6.6444e-05-9.8804e-05i,8.791e-05+0.00038238i,0.00042931-0.00046722i,0.0011552-0.00089238i,0.00076016+2.8493e-05i,0.00036867-0.00037503i,0.00021337-0.0012445i,0.00051221-0.0011046i,0.00054437-0.00021986i
-0.00027631+0.00080148i,0.0007344+0.00034677i,0.0011856-0.00012818i,0.00078084-8.1713e-05i,0.00011448-0.00035736i,-0.00026103+6.2059e-06i,-0.00017133-0.00045372i,0.00038014-0.00026734i,-0.00028925+0.00040086i,-0.00046532+0.00013699i,0.00018287-0.00031758i,0.00038672-0.00069745i,-4.793e-05+0.00013616i,-8.2743e-05+0.00097776i,0.00047762+0.00088937i,0.00016145+0.00038764i,-0.00032363-0.00083189i,0.00034339-0.00098285i,0.0007826+0.00014422i,0.00046435+0.00057411i,0.00048111-0.00033801i,0.00051851-0.0014586i,0.00048097-0.0012657i
-0.00089748-0.0014903i,7.0297e-05-0.00090285i,-0.00042989-0.00043958i,-0.00066884-0.00077957i,-0.00047748-0.00019992i,-0.00042098+0.00073283i,-0.00035982+0.0012796i,-0.00011174+0.00066633i,-0.00042817+6.5627e-05i,-0.00092181-0.00048189i,-0.00020932-0.0009355i,-0.00011412-0.0005064i,-0.00041929-0.00054854i,-0.00021089-0.00076268i,-0.00052358-1.7592e-05i,-0.00042144+0.00027777i,2.1365e-05+0.00038102i,-0.00019925+0.00095127i,-0.00073349+0.0010177i,0.00022887+0.000523i,0.00075986+8.4768e-05i,0.00029101+0.00017693i,-8.6553e-05+0.00019626i
0.0012309+0.0008623i,0.0012544-0.00051056i,0.0016015-0.0018603i,0.00083145-0.0013563i,-1.7017e-05-0.00055017i,-0.0008732+9.7366e-05i,-0.0013036+0.00026277i,-0.00020611-0.00068067i,0.00046713-0.0012044i,-1.5865e-05+0.00034852i,-0.00082734+0.0011436i,-0.0012214-0.00036858i,-0.00055582-0.0011202i,0.00032621-0.000284i,0.00012535-0.00018014i,-0.00046571+0.00028412i,-0.000455+0.0010613i,-7.0465e-05+0.0010679i,0.00055625+0.00075887i,0.00075293+0.00063247i,-0.00016241+0.0005549i,-0.00085222-0.000415i,-0.00086852-0.0016849i
-0.00045037-0.0016171i,-0.00031722-0.00090304i,6.9016e-05-0.00047221i,7.2447e-05-0.00081552i,-0.00011476-0.00017924i,-0.00026123+8.9506e-05i,0.00012518+0.00048029i,0.00069532+0.00053618i,0.00040309-5.5797e-05i,-0.00033217-0.00053169i,-0.00060228-0.00027166i,-0.00030363+1.842e-05i,-0.00037639-0.00040363i,0.00036194-0.00059239i,0.0010464+0.00035826i,-4.6871e-05+0.00083233i,-0.0008549-8.8322e-05i,-0.00097012-0.0012449i,-0.00015137-0.00073231i,0.00074759+0.00092625i,-2.8856e-05+0.001878i,-0.00075363+0.00077065i,-0.00011355-0.00024735i
0.001294+0.0015519i,0.001668+0.00055365i,0.0019409-0.00084524i,0.001475-0.0030445i,-4.0182e-05-0.0035893i,-0.0013106-0.0021248i,-0.0006275-0.00117i,0.0010169-0.0012245i,0.0017988-0.0013371i,0.0019386-0.0015377i,0.0019328-0.0011694i,0.00078205-0.00069752i,0.00010493-0.00013941i,0.00051021-3.9132e-05i,0.00099545-0.00076099i,0.00070824-0.00050748i,6.2982e-05+0.00026942i,0.00027064+0.00027267i,1.781e-05+0.00020995i,-0.00012248+0.00033327i,0.00026943-0.00067147i,0.0007366-0.001336i,0.00048709-0.00069559i
-0.0010829+0.00015331i,-0.0016929+0.00050405i,-0.00060447+0.00025567i,2.4591e-05-0.00011701i,-0.00033411-0.00032862i,-0.00035527+0.000408i,-0.00046081+0.00069977i,-0.00054123+0.00039441i,-0.00061408+0.00051606i,-0.00056385+0.00055557i,-0.00017055-0.0001893i,7.0016e-05-0.00040143i,8.3946e-05-0.00014227i,0.00071263-0.00047775i,0.00084461-0.00045971i,0.00013364+3.3228e-05i,4.3966e-05+0.00029823i,-0.00026208+0.00044806i,-0.00027287+0.00048241i,0.00025802+0.00014284i,-9.4114e-05+9.6068e-05i,-0.00021233+1.02e-05i,6.1322e-05+0.00036875i
-0.00093668+0.00037957i,-0.00092834+0.00036988i,-0.00098167-0.00071505i,-0.00040798-0.00063706i,-0.0005247+0.00051794i,-0.00086718+0.00049595i,-0.0015957+0.00038296i,-0.0015004+0.00018595i,-0.0011527-0.0006144i,-0.0010698-0.0003348i,-0.0005451+0.00062549i,-0.00024089+0.00059886i,-0.00026734-0.00056335i,-0.00036083-0.0013886i,-0.00032889-0.00087282i,-0.00015271-0.00016585i,-0.00055254-8.2495e-05i,-0.00054155-0.00064594i,0.00017353-0.00051345i,0.00052222-0.00026939i,-0.00033471-0.00056487i,-0.00067192-0.00024655i,-0.00018521-4.5828e-05i
-0.00085698-0.0005002i,-0.00048727-0.00061225i,0.00054271-0.00050356i,0.00069738-0.00079967i,0.00015881-0.0013003i,0.00026042-0.00053632i,0.00032408+0.00036371i,0.00016305+0.00018644i,0.00028611-0.00053456i,0.00047113-0.00066853i,0.00028908-0.00059992i,0.0003272-0.00061361i,0.00063794-5.3803e-05i,0.00019809+0.00026145i,0.0002363+8.0207e-05i,0.00097046+0.00045078i,0.0004068+0.00047232i,9.1166e-05-0.00048664i,0.00043807-0.00019179i,-9.1953e-07-0.00022029i,-0.00030978-0.00022138i,-0.00010219-0.00026452i,-0.00045087-0.00047751i
-0.00028873+0.00031397i,0.0010786-7.3021e-05i,0.00039152-9.4366e-05i,-0.00037199-0.00034246i,-0.00063109-0.00064853i,-0.00037302-0.00063997i,0.00026952-0.00067937i,0.00027769-0.00085019i,-0.00023478-0.00081629i,-0.00019565-0.00081792i,0.00020327-0.00064185i,0.00069388-0.00030696i,0.00021663-0.00034433i,-0.00037417-0.00041668i,2.7655e-05-0.00049402i,3.9363e-05-0.00015988i,0.00036828+8.5893e-05i,0.00086518-1.3973e-05i,0.00017371+0.00030371i,-0.00056728+0.00027428i,-0.00010121-0.00036376i,0.0004706+0.00029937i,3.1466e-05+0.00060213i
0.0015227-0.00037789i,0.00103-0.00095865i,0.0012821-0.0022933i,0.00056094-0.0027086i,-0.0015409-0.0022678i,-0.001119-0.0012842i,-0.00011285-0.00013937i,-7.97e-05-8.7283e-05i,0.00034384-0.00085494i,0.00035406-0.00030452i,0.00073458+0.00035947i,0.0013166+0.00040978i,0.0010987+0.00044857i,0.00022154+0.00058901i,-0.00012086+7.1011e-05i,-0.00052187-0.00094792i,-0.00096383-0.0006964i,-0.00068198-5.9451e-05i,-0.0003325-4.0061e-06i,-0.00046625-0.00032192i,-0.00061416-4.0675e-05i,0.00017177+0.00053092i,0.00028208+0.00066766i
-8.5122e-05+0.00062155i,-0.00078281-9.976e-05i,-4.4053e-05-0.00017856i,0.00012571-0.00065737i,-0.00075138-0.0018754i,-0.0011188-0.0020034i,-0.00043663-0.0014667i,-0.00034658-0.00099124i,-0.00034817-0.00031547i,0.00037506+0.00013463i,0.00063163-0.00011546i,-1.7191e-05-0.00048703i,-0.00049019-0.00065198i,-0.00025685-0.00034653i,-0.00032997-3.9668e-06i,-0.00027406-0.00022898i,0.00050433-0.00021479i,0.0010658+0.00012747i,0.0011121+0.00032815i,0.00011558+4.4566e-05i,-0.00031757+0.00020616i,-0.00045423+7.3841e-05i,-8.6888e-05-0.0002872i
-6.9874e-05-0.0011209i,0.00054789-0.0005784i,-1.5317e-05-0.00097451i,-0.00033558-0.00068961i,-0.00074701-0.00012852i,-0.0014126-0.0009004i,-0.0012916-0.0015207i,-0.00052458-0.0017401i,-0.0003537-0.001534i,-0.00050942-0.000789i,-7.8158e-05-0.00034613i,3.7135e-05-0.00017842i,0.00020681-0.00017855i,0.00027337-0.00015396i,8.1662e-05+0.00026521i,-0.00016447+9.0104e-05i,-0.00010113-0.00063899i,-0.00025032-0.00066124i,-0.00055643+4.5958e-05i,-0.00044631+0.00047593i,-0.00050168+0.0004479i,-7.5304e-05-2.9269e-05i,0.00015668+0.0001179i
0.0004771+0.0024011i,0.0010568+0.0001696i,0.00078682-0.00071769i,0.00085472-0.00071901i,-0.00020087-6.2435e-05i,-0.0011514+9.1221e-05i,-0.00032739+0.00064523i,0.00054258+0.00056034i,0.00073785+0.00055238i,0.00083857-4.5603e-05i,0.00041116-0.00041301i,-0.00053727-0.00048234i,-0.00090957+5.1988e-05i,-0.00036857-0.00010311i,0.00029241-0.00093239i,-0.00036948-0.0011577i,-0.00029056-0.0010871i,0.00037432-0.00025878i,-0.00021127-0.0003518i,-0.00093822-0.00058891i,-0.0011071+0.00010384i,-0.00071764+0.00029986i,0.00033124+0.00045943i
0.00023706+0.00092552i,0.0011098+0.000298i,0.001283-0.00134i,0.00046796-0.002139i,-0.00017364-0.001618i,-0.0010522-0.0012212i,-0.0010071-0.0017178i,-0.00030092-0.0016689i,0.00030162-0.0015718i,0.00021737-0.0012675i,0.00012254-0.00089249i,0.00027876-0.00052171i,-0.00032265-7.2237e-05i,-0.00081054-0.00019538i,-0.00044003-0.00048768i,-0.00024982-0.00068562i,-0.00057221+6.2186e-05i,-0.00026372+0.00026723i,-0.00010104+0.00017669i,-0.0003428+6.4552e-05i,-0.00030375-0.0001162i,8.2946e-05+0.00042966i,0.00037435+0.00026171i
-9.9092e-05+0.00094831i,5.3618e-05+0.00014171i,0.00075054-0.00032396i,0.0002177-0.00099993i,-0.00054315-0.0011585i,-0.0016427-0.00095637i,-0.0016902-0.00093334i,-0.00054677-0.0012706i,7.1205e-05-0.0014701i,0.00019813-0.00076239i,-7.0753e-05+0.00035598i,3.1939e-05+0.00032179i,0.00015139-0.00061886i,-0.00027264-0.00084617i,-0.00043368-0.00047166i,0.00035299-0.00027865i,0.00073546+1.3301e-05i,1.1339e-05+1.5639e-05i,0.00021096-0.0003574i,0.00028394-0.00011483i,-0.0010375+0.00022713i,-0.00062301+8.7238e-05i,0.00022967+0.00035939i
-7.9889e-05+0.00079266i,-0.00010122+0.0012006i,0.0016924-0.00023516i,0.0019628-0.0011583i,4.823e-05-0.0017007i,-0.00070146-0.001315i,-0.0003197-0.00066613i,0.00031873-0.0012091i,0.00075206-0.0013641i,0.00087682-0.00045841i,0.00083139-9.9159e-05i,0.00058123-0.00037114i,-4.8515e-05-0.00043704i,-0.00038615-0.00012312i,-0.00054731-0.00029543i,-0.00061148-0.00053052i,-0.00030301-7.7369e-06i,-0.00015051+0.00017835i,0.00016284-0.00020693i,0.00092566+5.9292e-05i,0.00061879+0.00067032i,0.00016539+0.0001015i,0.00058932-0.00023421i
0.0013656-0.00043032i,0.00044401-0.0015831i,-0.00081392-0.002238i,-0.0014917-0.0020059i,-0.0022759-0.0015898i,-0.0018518-0.00079674i,-0.00075282-0.00043798i,-0.00054969-0.00071489i,-1.8284e-05-0.0010041i,0.0002881-0.00041274i,0.00018907-0.00069707i,0.00049394-0.00079281i,0.00023497-2.3886e-05i,-9.1632e-05-0.00054797i,1.3545e-05-0.0013413i,5.2779e-05-0.0012486i,0.00025958-0.00070635i,0.00047583-0.00056969i,-0.00012824-0.00052366i,4.6303e-05-0.00046033i,0.00013552-0.00047988i,-0.00045564+0.00018061i,0.00053072+0.00057594i
