9.1251e-05-0.00151i,0.00037517-0.0026566i,6.0096e-05-0.0035516i,-0.0010518-0.0029631i,-0.0030689-0.0020885i,-0.0036886-0.00034712i,-0.0018558+0.0011254i,0.00037326+0.00071729i,0.0015568-0.00012723i,0.0011265-0.00062625i,-0.00020433-0.00012244i,-0.00091594-0.00013771i,-0.00098211-0.00010267i,-0.00052533+0.00010792i,-0.00031748-0.00049195i,-0.00075279+2.5984e-05i,-0.00050223+0.00050647i,0.00059681-2.6356e-05i,0.00013936+5.3269e-05i,-0.00082396+0.00037872i,-0.00022796-0.00030147i,-0.00040314-0.0014128i,-0.0010364-0.0014638i
-0.0021878-0.00097933i,-0.0024471-0.0013295i,-0.0025742-0.0014601i,-0.00098868-0.00044931i,0.00040908+8.9513e-05i,0.00024262+0.00014029i,0.00055202+0.00033802i,0.00071303+0.00023618i,0.00027952+0.00019994i,0.0002248+0.00020064i,-4.696e-06+0.00048753i,0.00056744+0.00048427i,0.0011451+0.00023887i,0.0016305+7.3309e-05i,0.0017779-5.8538e-05i,0.00055685-7.9776e-05i,-0.00048199-0.00017041i,0.00014579-0.00051802i,0.00051753-0.00045905i,-0.0003189-6.313e-05i,-0.0011196+0.00010876i,-0.0014964+0.00037564i,-0.00070493-8.0764e-06i
0.0019234+0.0029482i,0.0022428+0.0032678i,0.0024233+0.00039866i,0.001696-0.0026633i,-4.1161e-05-0.0028972i,-0.00077059-0.0018723i,0.00011443-0.0011815i,0.00032589-0.00025197i,0.00040206+8.3949e-05i,0.000142-7.504e-05i,-0.00065491-0.00053597i,-0.00035156-0.0013584i,-0.00044118-0.00062951i,-0.0006308+0.00053276i,0.00030552+0.00013407i,0.0011376-0.00011921i,0.00042386+0.00029559i,-0.00025041+0.00023981i,-0.00022188+0.0008119i,-0.00022962+0.00077512i,0.00033615-0.00020984i,0.00064187-0.0002942i,0.00036418+0.00014242i
-0.002+0.0014199i,-0.0017762-0.00026802i,-0.00073604-0.0010083i,-6.5516e-05-0.00054266i,-0.00073347-0.00045837i,-0.0016977-0.0012693i,-0.0012871-0.0012994i,8.2219e-05-0.00061303i,0.00083965+6.6311e-05i,0.001221+0.00028277i,0.0010731-0.00017133i,0.0013054-0.0010187i,0.0015894-0.0012495i,0.00060854-0.00071804i,0.00021053-0.00082472i,0.00036501-0.0010191i,-8.5752e-05-0.00036778i,-0.00080303+0.00017936i,-0.00080117+0.00014324i,-0.00068903-0.00055102i,-0.0009296-0.00013727i,-6.1438e-05+0.00027542i,-6.0211e-05-0.00024101i
7.3e-05+0.00070337i,-0.00023229+0.0017002i,-0.0005199+0.0023141i,-0.00012558+0.0010989i,0.00015749-6.48e-05i,-2.8841e-05+6.5985e-05i,0.00012691+7.8572e-05i,5.2718e-06-0.00089773i,-0.00031761-0.00070087i,-0.00024313+0.00054415i,-0.00038251+0.0010426i,-0.00064218+0.00045272i,-0.00065698+0.0003013i,-0.0004638+0.00029432i,-0.00045656+2.0871e-05i,9.7169e-05-0.00076715i,0.00040476-0.00092107i,0.00045124-0.00025892i,0.00049421+1.4163e-05i,9.0039e-05+0.00072018i,-0.0001375+0.00086157i,-4.9467e-07+0.00027316i,8.9573e-05-0.00038777i
-0.00048226-0.0014396i,0.00038753-0.0015638i,0.00027279-0.0020301i,-0.00037477-0.00079707i,-0.00060407+0.00081353i,-2.5791e-06+0.0008887i,-0.00020638+0.00015872i,-0.00043912-0.00038188i,-0.00039929+4.9223e-05i,-0.00014051+0.00057305i,0.00036831+0.0002514i,0.00036189+0.00039928i,5.3895e-05+0.0003061i,0.00022342-6.1002e-05i,0.00022663+0.00042705i,-1.6155e-05+8.766e-05i,-0.00012047-0.00051289i,3.2775e-05-7.0589e-05i,-0.00020431+0.00035879i,-6.4297e-05+0.00042935i,0.00069238+0.00062522i,0.00063015+0.0012128i,-0.00010987+0.00071497i
0.0012971+0.001543i,0.00097736+0.0024219i,0.00065229+0.0011581i,0.00018295-0.001485i,-0.0010264-0.0018027i,-0.0018459-0.00096249i,-0.0015565-0.00061314i,-0.0010706-5.3765e-05i,-0.00032205+0.00051496i,-1.2572e-05+0.00076612i,-0.00043187+0.00029095i,0.00042449+3.1726e-05i,0.00084649+0.00027974i,-3.0609e-05+0.00032328i,-0.00028715-4.2891e-05i,0.00044787-0.00029967i,0.0010034-0.00020384i,0.00039764-0.00031706i,-9.3754e-05-0.00015634i,0.00029733+0.00042289i,0.00044071+0.00065563i,0.00033762+0.00034736i,3.5308e-05+0.00046012i
-0.00052221-0.00097072i,-0.00031296-0.0019907i,0.00048153-0.0021042i,4.0735e-07-0.0015554i,-0.00018234-0.00076185i,0.00037463+0.00025484i,0.00042081+0.00097789i,0.00066077+0.00071243i,-6.9363e-05+0.00032699i,-0.00067422-0.00018898i,-0.00046018-0.00035728i,0.00017508-0.0004473i,0.0011496-0.00063111i,0.0015071-0.00057131i,0.00094927-0.00050526i,0.00053046-0.00052682i,0.00076834+0.00010528i,0.00065468+0.0009027i,-4.8771e-05+0.00062228i,8.6471e-05-4.1473e-05i,0.00097383-0.00046851i,0.00085553-0.00023537i,0.00033932+6.6308e-05i
0.00089985-0.00031922i,0.0008014+0.00058387i,0.00073999+0.00073222i,-4.4934e-05+0.00018003i,-0.00050331+6.7048e-05i,-5.3882e-05-0.00014317i,0.00021656-0.00060277i,-0.00010204-0.00040517i,-0.00021701-0.00070923i,-0.00012634-0.0008239i,-1.9233e-05-0.00049854i,4.4262e-06-0.0004785i,-8.7072e-05-0.00041777i,0.00080453-0.00034595i,0.0013791-0.00018318i,0.00083793-0.00017332i,0.00062113-7.4471e-05i,0.00088723+0.00015043i,0.001072-0.00015297i,0.001012+9.239e-05i,0.00079231+0.00063108i,0.00036938+0.00053428i,-0.00012958+0.00027625i
0.00096909+0.00047478i,0.0003491+0.00033828i,0.0008768+0.00023961i,0.0013577-0.00039123i,0.00058257-0.0011116i,-0.00075452-0.0010526i,-0.00016036-0.00038971i,4.417e-05+0.00021381i,-0.00022568+0.00055054i,-0.00058878+0.00022406i,-0.00077154+4.873e-05i,-0.00031174+0.00039144i,-0.00078771+0.00088388i,-0.001354+0.00051583i,-0.0013647-0.00028176i,-0.00097423-0.00011534i,-0.00057423+7.1403e-05i,-0.00010814+0.00037478i,0.00017564-7.9855e-05i,-2.3426e-05-0.00074103i,-0.00037067-0.00048661i,7.6677e-05+6.5645e-05i,0.00027238+4.9203e-05i
-0.0019408-0.00052577i,-0.0019594+2.2401e-05i,-0.0013111-0.00026605i,-0.0014324-0.00064615i,-0.0013769-0.0010338i,-0.00050084-0.001052i,0.00044749-0.00023314i,0.00054458-0.00032963i,-0.00010601-0.00046882i,-0.00022696+0.00038937i,0.00031395+0.00044444i,-0.00024479-0.00081114i,-0.00041999-0.0014777i,0.00029099-0.0011316i,0.00064243-0.00036716i,0.00057514-0.00040181i,0.0002444-0.0012419i,0.0007107-0.00082536i,0.00078322-0.0007922i,0.00027895-0.0005816i,-8.6681e-05-0.00011183i,0.00011751-0.00018809i,0.00052039-0.00024791i
0.0010465-0.0002594i,0.00043012-0.00055321i,-0.00075418-0.001621i,-0.0013614-0.0020891i,-0.0016264-0.0012477i,-0.0014603+0.00037121i,-0.00092868+0.00064223i,-0.00044857-0.00016856i,1.0052e-05-0.00095733i,0.000235-0.0011719i,0.0004237-0.00083711i,0.00012857-0.00014907i,-0.00079985+0.00030872i,-0.0012179-0.00020332i,-0.00095376-0.0012615i,-0.00079819-0.0014505i,-0.00068703-0.0013721i,-4.6039e-05-0.0013038i,0.00029061-0.0011593i,0.00021331-0.00057349i,-0.00024096-0.00015907i,-0.00062045-0.0006548i,0.00022232-0.00081184i
-0.0002796-0.00065498i,-0.00036714-0.0010573i,-0.00049998-0.00036822i,-0.00027903-0.00020865i,-0.00036813-0.00037506i,-0.00015491-0.00010381i,0.00047534-7.7523e-05i,0.00065131-0.00065008i,0.00034178-0.00082296i,0.0002307-0.00056106i,0.00060864-0.00075801i,0.00069846-0.00021422i,0.00023254+0.0003044i,-0.00035512-0.00045973i,-0.00030952-0.00016762i,5.1978e-06+0.00049587i,6.126e-05-0.0001575i,0.00020003-0.00019886i,0.00025065+0.00082853i,-0.00015131+0.0013184i,1.5634e-05+0.00070357i,3.7163e-05-0.00015042i,-0.00018831-0.0002841i
-0.0020305+0.0023701i,-0.00096988+0.0015125i,-4.4273e-06+0.00082009i,0.00086064+3.8192e-06i,0.0012975-0.00029504i,0.00015057+0.0003215i,-0.00025644+0.00067475i,5.8866e-05+0.0005681i,-0.00015585+0.00088499i,0.00040329+0.001091i,0.0012063+0.00092182i,0.0011974+0.00014473i,0.00068768+0.00034604i,0.00062981+0.00047809i,0.00098062+0.0002372i,0.00037391+0.00046145i,-0.00062093-0.00048776i,-0.00098919-0.0003282i,-0.00086363+7.6645e-05i,-0.00023967+5.2747e-05i,0.00025245+0.00029i,0.00060494+0.0002872i,0.00034773+0.00020557i
0.00049806-9.4351e-05i,0.0010249-0.00072649i,0.00039884-0.0021847i,-0.00059846-0.00224i,-0.00075122-0.0015992i,-0.00064129-0.00050049i,-0.00019974-2.884e-05i,0.00037417-0.00029513i,0.00025878-0.00012025i,-0.00035029-7.9412e-05i,-0.00037201-0.00069795i,-7.8973e-05-0.0013722i,0.00016482-0.001313i,6.0792e-05-0.00059631i,0.00018592+8.0588e-05i,0.00046451+0.00048158i,0.00034114+0.00042026i,0.00011903+0.00047333i,-3.3951e-05+0.00055168i,-0.00029682-0.00044i,5.1463e-05-0.0013084i,0.00054346-0.0008028i,0.00067118-0.000346i
0.00017343+0.0034566i,0.00076956+0.0019303i,0.0016782+6.4906e-05i,0.00048815-0.0013017i,-0.00051861-0.0013881i,-0.00044517-0.00064927i,-0.00041578-0.00011676i,-0.00012782+1.6313e-05i,0.00037951+0.00058936i,0.00078825+0.0011635i,0.00068996+0.00025808i,0.00022855-0.0011821i,8.8763e-05-0.0010301i,0.00062586+9.1667e-05i,0.00062427+0.00037972i,3.6883e-05+0.0001595i,-5.6167e-05+0.00014908i,-0.00043502+0.00050224i,-0.00065284+0.00069296i,0.00014237+8.353e-06i,0.00061546-0.00077241i,-1.5011e-05-0.00080203i,-0.0003553-0.00048004i
0.0018694-0.00066373i,0.00021891-0.0018301i,-0.0010756-0.0030292i,-0.0010229-0.0030424i,-0.00027869-0.0021572i,-9.8667e-05-0.00028185i,-8.1719e-05+0.00023906i,0.0004213-0.00010089i,0.00041809-0.00051684i,0.00088338-0.0012251i,0.00031438-0.0011028i,0.00015595-0.00013658i,0.0011812-2.0252e-05i,0.00077217-0.00064919i,0.00011336-0.00035107i,0.00061696-0.0002319i,0.00082258-8.747e-05i,0.00025217-0.000255i,-0.00036729-0.00031165i,-0.00038848+0.00050587i,-8.8322e-05+0.00040719i,-8.9859e-05+0.0003132i,-0.0001669+0.00077625i
-0.00057766+0.00015428i,-0.00022176-0.00030454i,-0.00086717-0.00075881i,-0.0011057-0.0010221i,-0.00016428-0.00087635i,0.00051494-0.00065645i,0.00018418-0.00018703i,-0.00069297-4.6612e-05i,-0.00023465-0.00054147i,0.00077487-0.00015353i,0.0011437+0.00015761i,0.0008483-0.00018045i,0.00033644-0.00014596i,-0.00057944+0.00041689i,-0.00077497+8.5262e-05i,-0.00062585-0.00072605i,-0.0002677-0.00048334i,0.00032293-0.00035296i,0.00025382+9.1116e-05i,0.00024716+0.00047304i,0.00065051+0.00071654i,0.00011596+0.00050093i,-0.0011258-0.00042137i
-0.0010052-0.00014041i,-0.00037256+0.0011695i,-0.0010553+0.00082329i,-0.0014152+0.00019916i,-0.0015103+0.00077425i,-0.0013355+0.0013744i,-0.00082612+0.00070623i,-0.00018695+0.00013512i,0.00016441+0.00040434i,0.00044843+0.00079637i,0.00034142+0.0010243i,-4.7889e-05+0.0002163i,0.00056007-4.2764e-05i,0.00041313+0.00018579i,-0.00034348+0.00033464i,-0.00050598+0.00057995i,0.00021843+0.00050239i,0.00044967+0.00081931i,-4.5724e-05-6.303e-06i,-4.737e-05-0.001045i,0.00035518-0.00061214i,0.00054665+0.00085659i,8.2343e-05+0.0016975i
-6.4764e-05-0.00061921i,0.00078711-0.001662i,0.00098353-0.0015937i,0.00056083-0.00077611i,0.00051195+1.4379e-06i,0.0010692+0.00031184i,0.00097327+0.0006649i,0.00091402+0.0001005i,0.0011226-0.00037054i,0.00049976-0.00032433i,0.0002678-0.00061105i,8.7265e-05-0.0006041i,-0.00032109-0.00044396i,-0.00020408-0.00013139i,-0.0001205+5.9048e-05i,-0.00012169+1.7174e-05i,0.00025703-2.8511e-05i,-0.00027411+3.2382e-05i,-0.00056279-0.00065521i,-0.00080556-0.00062299i,-0.001+0.00031145i,-0.00055201+0.00018297i,-0.0001023-0.00018154i
-0.00046192+0.00096528i,-0.00058796+0.0014533i,-0.00029131+0.00039597i,0.00093598-0.00041842i,0.0010287-0.00032172i,-0.00018523-0.00083437i,-0.00078852-0.00089041i,0.00030542-0.00060122i,0.0010404-0.00095133i,0.00054397-0.0010238i,0.00034916-0.00056151i,0.00014951-0.00052788i,-0.00065365-0.00062057i,-0.00052774-0.0010287i,0.00015782-0.0010814i,0.00046411-0.00024888i,0.00052033+0.000285i,0.00055408+0.00025895i,0.00048438+0.00048248i,0.00070495+0.00027007i,0.00089151+0.000193i,0.00047194+0.00044891i,-0.00022427+0.00053838i
-0.0006336+0.00082482i,3.9954e-05+0.00086894i,0.0012722+0.00053827i,0.0020296-0.00017547i,0.0013219-0.00066706i,0.00034182-0.00067825i,-0.00023164-0.00026848i,-0.00052911-0.00082565i,-0.00045161-0.0014661i,-0.00027214-0.00099745i,-0.00075141-0.00062067i,-0.00077867-0.0012832i,-0.00056132-0.001156i,-0.00058852-0.00039143i,-0.00026016+0.00012451i,0.00026634+8.7672e-05i,-9.836e-05-0.00063195i,-0.00062098-0.00074885i,-1.6687e-05-0.00044426i,0.00039461-3.2173e-05i,-0.00021525+8.5377e-05i,-0.00041213-0.00057719i,-1.9523e-05-0.00077648i
0.00033595-0.00027083i,-7.4255e-05-0.00025403i,-0.00013344-0.0010293i,-0.00012906-0.0013258i,-0.00066108-0.0014499i,-0.00033931-0.00090334i,-0.00022689-0.00027487i,-1.3958e-05-0.00013946i,0.00041521+0.00014671i,6.9991e-05-0.00011811i,-0.00030048-0.00091561i,-0.00031271-0.00069294i,-4.5886e-05+0.000211i,0.00047533+0.00012094i,0.00048658-0.00079149i,-0.00013427-0.00086268i,0.00041113-0.00077086i,0.00085906-0.00055715i,0.0001789-0.00048835i,-0.00065793-0.00017683i,-0.00049153-0.00026117i,-7.344e-05-0.00014024i,-0.00029003+0.00010835i
-0.00033411-0.0017942i,-0.00018171-0.0015659i,-0.0007268-0.0016688i,-0.0019122-0.001018i,-0.0022423-0.00034043i,-0.001873+5.6402e-05i,-0.0015106+0.00066258i,-0.00087752-0.00055187i,-0.00096436-0.0020597i,-0.00083246-0.0012057i,9.8879e-05-0.00020605i,0.00066541-0.00027889i,0.00077581-0.00022939i,-0.00018422-0.00040173i,-0.00080427-0.00023027i,-0.00048739+0.0003073i,0.00023485+0.00044368i,0.00020836+0.00048077i,-0.00033339+0.00058592i,-0.00042884+0.00025151i,0.00043675-7.4344e-06i,0.00039712-0.00053235i,-0.0001939-0.00050667i
-0.00074627-0.0016604i,-0.00019879-0.0008708i,0.00030036-0.00063278i,-0.00031-0.00057413i,-0.00016807-5.9731e-06i,0.00076138+0.0010471i,0.0008728+0.0015733i,0.00011017+0.00080275i,0.00024366+0.00027617i,0.00091257+0.00040633i,0.0009696+0.00025736i,0.00010743+3.971e-05i,8.2391e-05-0.00019831i,0.0004852+0.00022952i,0.00055564+0.00059087i,0.00081926+0.00016777i,0.00030994-0.00036505i,-0.0004355-0.00039094i,-4.0393e-05-0.00041115i,0.00085357-0.0002082i,0.00080508-0.00014179i,-3.4583e-05+0.00031165i,-0.0010686+0.00059612i
-0.00023117-0.001364i,-0.00030556-0.0016733i,-0.00070842-0.0026757i,-0.001174-0.0024078i,-0.001768-0.0013456i,-0.0015176-0.0011512i,-0.00064921-0.001006i,-0.00017058-0.00098552i,-0.00041368-0.00062796i,-0.00040023-6.9258e-05i,-0.00010024+0.00012994i,0.00025177-0.00051581i,0.00046394-0.0010706i,0.00018293-0.001273i,0.0004604-0.0008067i,0.00022112-0.00046423i,-0.00043976-0.00036176i,-0.00031615-0.00044357i,7.2284e-05-0.00087266i,7.2826e-05-0.00081912i,6.0518e-05-0.00035721i,5.0173e-05+3.1158e-05i,-0.00041848+4.561e-06i
3.7341e-05-0.00053605i,-0.00029094+0.00057494i,-0.00020018-2.9226e-05i,-0.00017335-0.0011775i,-0.0014849-0.00020287i,-0.0021732+0.00072312i,-0.0019508+0.00023888i,-0.0010735+0.00028523i,-1.2191e-06+0.00064705i,0.0004477+0.00048695i,0.00027997+0.00069694i,0.00014675+0.0013912i,-9.6533e-06+0.00050475i,-0.00015527-0.00012779i,-0.00056637+0.00051228i,-0.00047438+0.00045958i,-9.6825e-05+7.2162e-05i,-0.00060904-0.00028276i,-0.00019555+8.9517e-05i,0.00013078+0.00061865i,-0.0003366+0.00057497i,0.00049185+0.00031684i,0.00071198+5.0166e-05i
0.0021006-0.0030472i,-0.00027125-0.0034269i,-0.00135-0.0033353i,-0.0015433-0.002095i,-0.0017739-0.0015424i,-0.0011188-0.0012488i,0.00042823-0.00041298i,0.0012943-0.00024151i,0.0010647-0.0010259i,0.0006543-0.0010437i,-0.00014705-0.00048005i,-0.00068957+0.00031391i,-0.00032995+0.00070103i,-8.2766e-05+0.00017727i,0.00031592+0.00015903i,0.00064417+0.00022644i,0.00030174+0.00043402i,0.00027801+0.00038287i,0.00035238+0.00026659i,-3.3363e-06+0.0011648i,4.7585e-05+0.0015161i,2.1769e-05+0.00034467i,-0.00029324+2.0458e-05i
0.0014368-0.001314i,0.00097053-0.00053328i,0.00023426-0.00037099i,-0.001563-0.00077237i,-0.0026965-0.00093084i,-0.0016073-0.00044764i,0.00017173-0.00018837i,0.0001298-0.00080008i,-0.00048316-0.0010163i,-0.00077837+1.3712e-05i,-0.0010051+0.00085701i,-0.00036348+0.00089493i,-0.00047685+0.00070691i,-0.00097304+0.00012326i,-0.0004324+0.00011048i,-0.00032921+0.00010817i,-0.00072097-0.00026479i,0.00051837-3.0395e-05i,0.0013863+0.00060839i,0.00047262+0.00072429i,-0.00018727-0.00011537i,-0.00027121-0.00036417i,-0.00013784-0.0001874i
0.0021126-0.0010321i,0.0014199-0.0017042i,0.00083222-0.0018194i,0.00047231-0.001919i,-3.0268e-05-0.0016735i,-0.00066359-0.00045201i,-4.783e-05+0.0001086i,0.00082937-0.00030927i,0.00041601-0.0001591i,-5.9987e-05-0.00066282i,-0.00018459-0.00096715i,-0.00039874+5.276e-05i,-0.00065321+0.00038186i,-0.00054323-4.4677e-05i,-0.00023855-0.00060045i,0.00015205-0.0010135i,0.00016046-0.00085918i,5.9861e-05-0.00049984i,-3.5913e-05+0.00013557i,1.5729e-06+0.00064846i,0.00037472+0.00083905i,0.00055232+0.0006968i,0.00016206+0.00033344i
0.00061351+0.0004247i,0.00062499+0.0010654i,0.00024552+0.00039085i,-0.00041439-0.0011186i,-0.00097638-0.0015136i,-0.00024097-0.0011492i,-0.00021471-0.00053684i,-0.0004824+0.00013405i,-0.00052054+0.00016143i,-3.0971e-05-0.00030739i,7.4067e-05+0.00054726i,-7.6484e-05+0.00055841i,0.00055432-4.7402e-05i,0.00097378-0.00023434i,0.00075914-0.00088453i,-5.76e-06-0.00031197i,-7.5392e-05+0.00058814i,0.0008868+0.00036752i,0.00080237+0.0001023i,-0.00026123+0.00027391i,-0.00076669+2.8558e-05i,-0.00033964-0.00057485i,8.7521e-05-0.00059579i
-0.00091006-0.0017448i,-0.0010256-0.0024887i,-0.00067931-0.0016811i,-0.00013841-0.00055041i,-0.00031406-0.00015101i,-0.00049053-0.00028583i,9.7072e-05-0.00074431i,0.00055426-0.00078548i,0.00076952-0.00075843i,0.00036197-0.00056319i,-0.00036697-0.00062753i,-0.00079202-0.0005182i,-0.0010008+0.00036402i,-0.00040786+0.0012507i,0.00098523+0.0012562i,0.0012512+0.0003774i,0.00037384-0.00024i,9.0423e-05-0.00049982i,-2.2439e-05-0.00067085i,-0.00055842-0.00053636i,-0.00109-0.00035956i,-0.0006793-0.00073197i,5.2582e-05-0.0015061i
0.00068902+0.0022136i,0.0011866+0.0013601i,0.0016922+0.00085731i,0.00079131+0.00081825i,0.00045719-0.00023902i,0.00069321-0.00042244i,0.00070285+0.00041183i,0.0004304+0.00048879i,0.00059807-0.00026399i,0.0008476-0.0010759i,0.0004292-0.0015768i,-0.00041021-0.0019357i,-0.00040489-0.0017628i,0.00010054-0.0012056i,-7.385e-05-0.00035057i,-0.0010727-1.2779e-05i,-0.0013838+0.00012964i,-0.00061063-0.00017168i,-0.00024454-0.00057185i,-0.00034107-0.00062978i,0.00016234-0.00082643i,0.00044661-0.00012745i,4.1856e-07+0.00040354i
3.0307e-05-0.00077241i,-0.00071251-0.0028575i,-0.00065711-0.0043022i,-0.00053487-0.0041302i,-0.00025298-0.0029537i,-0.00024664-0.0021821i,-0.00055121-0.0018934i,-0.0006152-0.0011354i,-0.00064127-0.0014371i,-0.00045217-0.001514i,0.00025547-0.00020082i,0.0005056+0.00058505i,0.00040761+0.0001825i,0.00016226-0.00015922i,0.00024474-3.1172e-05i,-0.00024014+0.00010437i,-0.00034594-0.00011524i,0.00030984-0.00041412i,0.0003205+9.5923e-05i,2.7117e-07+0.00029615i,0.00036588+0.00022783i,0.00084591-0.0001288i,0.00098104-0.00064546i
0.0018734+0.0025832i,0.002104+0.001458i,0.0018063+0.0014249i,0.0012072+0.00077923i,0.0007295+0.00037666i,-0.00042975+0.0010046i,-0.00090327+0.0017299i,-0.00067376+0.001217i,-0.0006334+0.00047765i,-0.00036562+0.00021994i,-0.0002433-0.00025722i,-0.00049492-0.00067425i,-0.00052871-0.00052217i,-0.00038217-0.00068957i,0.00030047-0.00085479i,0.0010231-0.00065819i,0.0010931+3.6486e-05i,0.00070002+0.00019576i,0.00014116-0.00013364i,-0.0001166-0.00041374i,-2.0626e-05-0.0006915i,0.00045888-0.0010792i,0.00037234-0.0016826i
-0.001316-0.0019685i,-0.0013145-0.0014404i,-0.00090191-0.0011452i,-0.00092203-0.0016381i,-0.00077111-0.0014464i,-0.00028833+5.6664e-05i,0.00062295+0.00016674i,0.00060316-0.00095132i,-0.00028895-0.0013309i,-0.00048808-0.00088759i,-0.00065998-0.00049535i,-0.00030565-0.00065573i,0.0002505-0.00061254i,-9.8717e-05-0.00047348i,-0.00057128+0.00034878i,-0.00037579+0.00025795i,-0.00021598-1.1143e-05i,-6.3628e-05-2.0783e-05i,0.00014586+2.9907e-06i,-0.00020453-0.00032739i,-0.00049655-0.00050716i,-0.00024893-0.00058592i,0.00023138-8.4851e-05i
0.00010106-0.0013149i,0.00097565-0.0010851i,0.00082676-0.00045923i,0.00058757-0.00028026i,-0.00061767-0.0005287i,-0.0020447-0.00076356i,-0.0015639-0.00062311i,-0.00044496-0.00014537i,0.00019728+0.00015265i,0.00037198-0.00068004i,0.0004533-0.0012555i,0.00025119-0.00054803i,-0.00011054+0.00027424i,0.00024178+0.00029326i,4.2541e-05-7.5673e-05i,-1.6106e-05+0.00041377i,0.00046062+0.00085685i,0.00017717+0.00047904i,-0.00050148+0.00064124i,-0.00056174+0.00015393i,-0.00054955-0.00045569i,-0.0004687-0.00034546i,0.00034207+0.00035793i
-0.0012311-0.0012014i,-0.0001958-0.00085653i,-0.0011636-0.00065399i,-0.0015379+0.0002821i,-0.0017543+0.0018567i,-0.0015844+0.0014925i,-0.00024283+0.00091022i,0.00029371+0.0009196i,0.00044134+0.00063616i,0.00023234-6.3517e-06i,-6.8609e-05-0.00021556i,0.00025099+0.00032796i,0.00028437-0.00022615i,0.00037777+0.00024595i,9.0544e-05+0.0005954i,-0.00046014+2.2142e-05i,-0.00064778-0.00024917i,-0.00062567-0.00018843i,-0.00037125+0.00064341i,0.0002543+0.00097874i,-0.00024119+0.00027506i,-0.00068923+0.00012389i,6.3246e-05-4.0334e-05i
0.00063494-0.0014561i,-0.00045465-0.0014186i,-0.0015778-0.0024784i,-0.0016015-0.0028055i,-0.00060656-0.0016464i,6.909e-05-0.00082798i,0.00060675-0.0010548i,0.00069258-0.0011774i,0.00018248-0.00082146i,7.0276e-05-0.0012613i,0.00062824-0.0014266i,0.00040227-0.00068635i,6.1668e-05-0.00057768i,0.00012513-0.00065409i,-0.00035104-0.0005521i,-0.00013084+0.00032076i,0.00018344+0.00064416i,0.00016694-0.00020691i,-0.00020048-0.00032487i,-0.0003261+0.00050153i,0.00016286+0.00022639i,0.00069881+3.0002e-05i,0.00078132+0.00068426i
0.00016715+0.0016036i,-0.00044595+0.0012762i,-0.00049722+0.0011153i,0.0006019+0.00072725i,0.00075017+0.00011469i,-0.00022736+0.00029919i,-0.00031814+7.6272e-05i,-3.4391e-05-0.00049562i,0.00027681-0.00024875i,0.00014742+0.00014417i,-0.00042396-0.00051016i,-0.00058246-0.0010528i,-0.00017353-0.00051565i,7.1708e-05-0.00015738i,-0.00039776+0.0001719i,-0.00044437+0.00091866i,0.00026038+0.00061569i,0.0009159+2.2908e-05i,0.00054426-0.00054383i,-0.00018055-0.00024541i,-0.00030426+0.00085604i,1.2805e-06+0.00092805i,-2.3075e-05+0.00090859i
-0.0017288-0.002655i,-0.00065394-0.001962i,-0.00059599-0.0011776i,-0.0012121-0.0011518i,-0.0013239-0.00048579i,-0.0006409-0.00042149i,-0.0003146-0.00027478i,-0.00030199+0.00049964i,-0.00051891+0.00043052i,-0.00054246+2.1796e-05i,0.00049736+0.00071288i,0.0013711+0.00098905i,0.0014953+0.00025727i,0.001211-0.00019832i,0.00049198-8.1971e-05i,0.00026438-0.00029687i,0.00015378-0.00022961i,-0.00048923+0.0001051i,-0.00011253+3.14e-05i,-0.00011023+0.00013395i,-0.00035459+0.000239i,-0.00053964+0.00022735i,-0.00093173-0.00021595i
0.00098917+0.00027457i,0.00080725+0.00070403i,0.00068151+0.00042472i,0.00015643-0.00039247i,-0.0004844-0.0013216i,-0.00093473-0.0012999i,-0.00064721-0.00067991i,0.0003278+2.7085e-05i,-4.2936e-05-0.00050144i,-0.00050467-0.0010701i,9.8474e-05-0.0010767i,7.7028e-05-0.0010561i,0.00026386-0.00079846i,0.00067134-0.0013513i,4.2408e-05-0.0011948i,-0.00020017-0.00025016i,9.7742e-05-0.00022628i,0.00030592-0.00036304i,0.00078288-0.00051906i,0.0010043-9.6179e-05i,0.00066815+0.00033252i,0.00017434+0.0003359i,-0.00034795-0.00047621i
0.00068619-0.00061523i,0.00073453-0.0021295i,0.00039324-0.0034182i,-0.00011942-0.0030595i,-0.0013311-0.0017404i,-0.0012205-0.00058444i,-0.00055218-0.00038651i,-4.9293e-05-0.00066146i,0.00015284-0.00027133i,-0.0002808+0.00010528i,-0.00012643-0.0003945i,0.00046151-1.1898e-05i,0.00074916+0.00042419i,0.00072351+0.00014704i,0.00055957-0.0005545i,0.00028702-0.0011494i,0.000297-0.00092502i,0.00070071-0.00027281i,0.00026922-0.0002732i,-0.00033584-0.00033877i,-0.00010362-0.00011323i,0.00017295+0.00023709i,-0.00027625+0.00092674i
