-0.00091819+0.00010433i,-0.0013524-0.00056322i,-0.0015608-0.0014611i,-0.0019954-0.0013147i,-0.0029962+0.00020345i,-0.0033928+0.0018471i,-0.0012351+0.0026226i,0.0010142+0.0016103i,0.00091454+0.00025366i,0.0001884-0.00024688i,-7.0222e-05-0.00039629i,-4.2857e-05-0.0009933i,-3.3709e-05-0.0011276i,-0.00041574-0.00052424i,-0.00061664+0.00023993i,-0.00033904-5.0105e-05i,-0.00021574-0.00019007i,-0.00041177+0.00013618i,-0.00058781+0.00027446i,-0.00035685+0.00031342i,-6.2126e-05+0.00014215i,0.00024743+0.00028383i,0.00066136+0.00043828i
0.022778+0.001045i,0.086902+0.00092858i,0.19696-0.027907i,0.21877-0.088019i,0.052384-0.092243i,-0.065908+0.0060996i,0.01142+0.062379i,0.052237+0.014322i,-0.028858+0.032582i,-0.070053+0.1283i,-0.036136+0.15692i,-0.0039644+0.13547i,0.027445+0.12122i,0.093261+0.083382i,0.13167+0.0076153i,0.0769-0.047744i,-0.015157-0.030823i,-0.066866+0.03312i,-0.055955+0.082466i,-0.0052829+0.076499i,0.024873+0.035556i,0.014341+0.014261i,-0.0003404+0.012387i
-0.012519-0.016548i,-0.086908-0.035237i,-0.24567-0.074853i,-0.39193-0.11616i,-0.39585-0.153i,-0.33208-0.15163i,-0.30357-0.10774i,-0.28174-0.10117i,-0.23838-0.13977i,-0.16488-0.14503i,-0.10995-0.13106i,-0.12425-0.12103i,-0.13338-0.07907i,-0.089843-0.0062794i,-0.041392+0.07261i,-0.005326+0.12958i,0.026982+0.14383i,0.055732+0.12725i,0.075767+0.094141i,0.073807+0.047099i,0.052689-0.0084879i,0.022355-0.054061i,-0.0055384-0.066538i
0.026193-0.0066384i,0.11692+0.00035346i,0.33835-0.0045334i,0.61758-0.059493i,0.72176-0.16595i,0.54223-0.24694i,0.27669-0.18555i,0.16268-0.023698i,0.13734+0.046472i,0.062381+0.01986i,0.01537-0.0017936i,0.04094-0.052603i,0.020973-0.11687i,-0.06439-0.095055i,-0.11005-0.012059i,-0.074763+0.033129i,-0.0094062+0.016305i,0.038986-0.03345i,0.052917-0.079552i,0.033103-0.080596i,0.01121-0.038419i,0.0047222-0.0050371i,-0.0024879+0.0066519i
-0.01724-0.0051712i,-0.091478-0.024405i,-0.26332-0.050573i,-0.44706-0.021202i,-0.40957+0.082558i,-0.11687+0.15055i,0.14269+0.099198i,0.19+0.051386i,0.14655+0.11217i,0.11543+0.1826i,0.092874+0.20493i,0.094203+0.23107i,0.13173+0.24667i,0.18716+0.16617i,0.20624+0.0028192i,0.14664-0.10167i,0.067764-0.08451i,0.024888-0.023758i,0.0063763+0.017153i,0.0051258+0.040586i,0.014267+0.05731i,0.023884+0.073175i,0.028015+0.079508i
0.018841+0.006486i,0.076063+0.041342i,0.18646+0.095876i,0.22976+0.12811i,0.056666+0.14734i,-0.17298+0.20365i,-0.24228+0.21101i,-0.25414+0.08406i,-0.27005-0.03901i,-0.19906-0.071902i,-0.12323-0.073428i,-0.11287-0.028102i,-0.074982+0.038295i,-0.0038887+0.059338i,0.044669+0.064468i,0.076943+0.071686i,0.09131+0.066116i,0.071335+0.060991i,0.029423+0.062663i,0.00022857+0.05129i,-0.013914+0.008601i,-0.033683-0.040192i,-0.041503-0.059331i
-0.019808-0.0063218i,-0.07972-0.024848i,-0.18974-0.04487i,-0.22525-0.047205i,-0.088156-0.089649i,0.016126-0.19941i,-0.038044-0.22734i,-0.062545-0.12025i,-0.026509-0.040165i,-0.047035-0.022322i,-0.064804-0.025376i,-0.051457-0.092243i,-0.080887-0.14825i,-0.12838-0.092986i,-0.14005+0.0058302i,-0.10726+0.046506i,-0.058638+0.022304i,-0.023754-0.0078994i,0.00013556-0.019012i,0.014704-0.029798i,0.01401-0.03517i,0.0037272-0.036526i,-0.0091533-0.037193i
0.012313+0.009471i,0.060075+0.041631i,0.16848+0.1112i,0.28865+0.17831i,0.32852+0.17096i,0.31336+0.081231i,0.28743+0.008747i,0.26566+0.023445i,0.24367+0.07269i,0.1778+0.082797i,0.10607+0.05786i,0.08454+0.023531i,0.081975-0.0080584i,0.074699-0.046245i,0.049349-0.10204i,-0.0054314-0.12182i,-0.038721-0.080653i,-0.02067-0.039404i,0.0074091-0.036535i,0.0081743-0.041445i,0.0035163-0.016145i,0.028082+0.0234i,0.053061+0.037246i
-0.015477-0.027385i,-0.058373-0.08033i,-0.17788-0.18883i,-0.34018-0.23445i,-0.37794-0.054758i,-0.2163+0.24025i,-0.045968+0.33515i,-0.06887+0.24613i,-0.16703+0.18247i,-0.16906+0.13751i,-0.13981+0.095385i,-0.12251+0.099404i,-0.085483+0.10082i,-0.030142+0.072887i,0.034966+0.050385i,0.075943+0.041671i,0.07276+0.041336i,0.045659+0.040118i,0.018019+0.041178i,0.0043421+0.045776i,-0.0078647+0.033379i,-0.033953+0.0092919i,-0.056733-0.00072425i
0.0055407+0.0047668i,0.054201+0.041183i,0.18071+0.092885i,0.32951+0.04667i,0.28746-0.15164i,-0.013644-0.30022i,-0.28795-0.22374i,-0.31474-0.10605i,-0.22167-0.088375i,-0.11831-0.062901i,-0.019441-0.03085i,0.019278-0.038814i,-0.0019009-0.03541i,-0.035322+0.011241i,-0.04514+0.074096i,-0.016942+0.093765i,0.015378+0.066246i,0.035337+0.038689i,0.049276+0.020397i,0.046792-0.00053443i,0.024782-0.021203i,-0.0047885-0.028467i,-0.01743-0.01595i
-0.017134-0.0077981i,-0.040482-0.032664i,-0.087456-0.085961i,-0.11253-0.15826i,-0.068502-0.24873i,-0.010272-0.34266i,-0.00018895-0.36714i,0.014565-0.29586i,0.058344-0.20941i,0.063794-0.1409i,0.05842-0.074267i,0.088027-0.030203i,0.12178-0.0037745i,0.12801-0.000894i,0.091944-0.035881i,0.036356-0.058699i,0.012797-0.047563i,0.020813-0.029639i,0.022159-0.01889i,0.0098811-0.012274i,0.0089475-0.0024861i,0.024349+0.0010269i,0.02912-0.0096099i
0.00051576+0.017597i,-0.0035981+0.07117i,-0.0134+0.22541i,-0.0041528+0.47483i,0.092432+0.66461i,0.29344+0.60671i,0.41475+0.35288i,0.34351+0.15804i,0.20489+0.11727i,0.094381+0.1107i,0.015498+0.085249i,-0.02107+0.071293i,-0.018559+0.057317i,0.013901+0.026577i,0.054036-9.7457e-07i,0.065154+0.0032698i,0.047878+0.029021i,0.012589+0.048915i,-0.022239+0.04847i,-0.030085+0.037633i,-0.018206+0.029554i,-0.010924+0.028291i,-0.012099+0.03024i
-0.0067267-0.0019301i,-0.010256-0.051196i,-0.030987-0.17066i,-0.10636-0.29875i,-0.21895-0.24333i,-0.26237+0.011932i,-0.17559+0.18485i,-0.093527+0.16887i,-0.087365+0.12759i,-0.054997+0.1013i,-0.022927+0.042776i,-0.055449-0.0095711i,-0.10614-0.02148i,-0.13165+0.0080161i,-0.11768+0.049581i,-0.07847+0.059328i,-0.047512+0.044079i,-0.027532+0.026221i,-0.0091738+0.0086378i,0.0046991-0.0040795i,0.0086858-0.010959i,0.0041223-0.018342i,0.00096919-0.022798i
0.011177+0.01206i,0.013454+0.023011i,0.019824+0.035138i,0.0067376-0.019174i,-0.084561-0.18554i,-0.26506-0.30873i,-0.36879-0.21257i,-0.27537-0.065062i,-0.12559-0.053431i,-0.048404-0.074374i,-0.00087173-0.052716i,0.054859-0.036748i,0.090089-0.04304i,0.067872-0.055657i,0.0016793-0.06056i,-0.049827-0.060269i,-0.055465-0.063587i,-0.021689-0.06253i,0.018501-0.055033i,0.027161-0.04646i,0.0095149-0.033353i,-0.0045785-0.017992i,-0.0074709-0.0095347i
0.0037582-0.0093678i,0.028797-0.025103i,0.098848-0.062253i,0.23815-0.10437i,0.42008-0.14263i,0.52231-0.21014i,0.43588-0.27894i,0.24454-0.25458i,0.10324-0.15948i,0.020055-0.069293i,-0.020009-0.0034439i,-0.021546+0.023901i,-0.017382+0.024124i,0.0056361+0.012077i,0.046122-0.0062579i,0.070495-0.0048315i,0.075535+0.016125i,0.063806+0.034882i,0.040581+0.041304i,0.023482+0.032627i,0.015333+0.017218i,0.011529+0.0032994i,0.01014-0.0061282i
-0.011241-0.0015235i,-0.038601+0.025158i,-0.095639+0.10751i,-0.12714+0.26128i,-0.035988+0.3953i,0.12401+0.37593i,0.1527+0.2342i,0.061052+0.14159i,-0.0036265+0.13747i,-0.02865+0.11873i,-0.057099+0.078233i,-0.088421+0.068032i,-0.097595+0.090781i,-0.060378+0.11426i,-0.00020836+0.11027i,0.033759+0.084673i,0.033061+0.061511i,0.022539+0.045523i,0.016986+0.027246i,0.01589+0.010646i,0.013021-0.0031425i,-0.0025992-0.011381i,-0.018711-0.0078155i
0.0010785-0.007551i,0.015496-0.0013094i,0.035779-0.0048841i,-0.023157-0.020393i,-0.2441+0.032709i,-0.44397+0.21914i,-0.34977+0.37242i,-0.12298+0.32713i,-0.031301+0.19924i,-0.013846+0.11846i,0.01128+0.056297i,0.037806+0.00047298i,0.058912-0.039239i,0.04409-0.056155i,-0.00073978-0.05252i,-0.040392-0.045986i,-0.059365-0.040201i,-0.054356-0.03772i,-0.03475-0.033782i,-0.01728-0.023667i,-0.0097337-0.011351i,-0.010473-0.0017478i,-0.013694+0.004462i
-0.01879-0.013484i,-0.045935-0.025146i,-0.1115-0.045995i,-0.16774-0.074234i,-0.15493-0.14803i,-0.1255-0.28195i,-0.15525-0.32525i,-0.16716-0.22806i,-0.10235-0.14751i,-0.038891-0.10981i,-0.0026884-0.061579i,0.028131-0.036198i,0.03637-0.044539i,0.022753-0.054079i,0.014946-0.047363i,0.029642-0.033313i,0.049489-0.025692i,0.047396-0.012393i,0.028963+0.0081872i,0.013769+0.015202i,0.0048877+0.0073681i,0.0043888-0.0045063i,0.0074617-0.015114i
0.0048816+0.015693i,0.037362+0.019776i,0.13805+0.010957i,0.31062-0.077669i,0.44588-0.25585i,0.41375-0.35671i,0.24129-0.29205i,0.078799-0.18131i,-0.009165-0.090122i,-0.027287-0.012743i,-0.00034243+0.01748i,0.00055926+0.013384i,-0.018489+0.028045i,-0.0060416+0.042984i,0.021754+0.030362i,0.03115+0.015196i,0.030251+0.015944i,0.035709+0.019057i,0.037681+0.014175i,0.030402+0.0089083i,0.024322+0.0069724i,0.020032+0.0059715i,0.018461+0.0054177i
0.0011564-0.0066965i,-0.011971-0.04139i,-0.074332-0.10122i,-0.18401-0.077494i,-0.1898+0.12974i,-0.013486+0.31875i,0.15491+0.24182i,0.15917+0.069652i,0.10831+0.019352i,0.081434+0.00033638i,0.026592-0.031346i,-0.013467-0.024123i,-0.0067749-0.013131i,-0.0060655-0.01448i,-0.032847-0.0078805i,-0.061862+0.0066637i,-0.064098+0.019671i,-0.043601+0.016783i,-0.02206+0.0037923i,-0.007851-0.0027637i,-0.0012317-0.00065835i,-0.0015754+0.0040052i,-0.0083537+0.0065024i
0.0060036+0.022991i,0.017395+0.072809i,0.056745+0.19189i,0.10353+0.32763i,0.065975+0.3737i,-0.035366+0.32106i,-0.058057+0.24749i,-0.0090337+0.1712i,-0.0060683+0.080736i,-0.047877+0.039352i,-0.052063+0.044351i,-0.026319+0.027029i,-0.02056+0.001849i,-0.018394+0.0013841i,0.0030202+0.010958i,0.029923+0.0096969i,0.041228+0.0015393i,0.031309+0.0057388i,0.012104+0.020333i,-0.0010681+0.029417i,-0.0036475+0.024761i,-0.0035586+0.0090834i,-0.0033479-0.003487i
0.0011284-0.00051567i,-0.0037269-0.028668i,-0.024506-0.10581i,-0.088829-0.23954i,-0.19537-0.36954i,-0.28311-0.38608i,-0.26696-0.25184i,-0.17245-0.088522i,-0.077598+0.01258i,-0.0055568+0.041342i,0.022102+0.025686i,0.0074612+0.033449i,0.0050905+0.064925i,0.024763+0.069217i,0.044368+0.043574i,0.05107+0.017174i,0.040421+0.0095593i,0.028646+0.011338i,0.023566+0.0046434i,0.017223-0.0063338i,0.010256-0.012029i,0.010123-0.013674i,0.012224-0.017057i
0.00073094+0.01746i,-0.021766+0.048047i,-0.064331+0.12434i,-0.071741+0.22491i,0.021733+0.23944i,0.14078+0.12656i,0.12065+0.035628i,0.041697+0.034263i,0.026196+0.014043i,0.0028602-0.022264i,-0.015332-0.0094372i,0.014253-0.0058128i,0.028597-0.029164i,0.016857-0.030769i,-0.0032488-0.017062i,-0.027825+0.001818i,-0.034077+0.016484i,-0.022653+0.0064762i,-0.016-0.016102i,-0.016398-0.026509i,-0.016591-0.021137i,-0.019724-0.0073635i,-0.026441+0.0079723i
0.0017853-0.017819i,0.035256-0.060052i,0.13443-0.15371i,0.29867-0.27146i,0.43854-0.3096i,0.4234-0.2331i,0.29096-0.1798i,0.13643-0.18074i,-0.0010437-0.12012i,-0.049715-0.021065i,-0.035445+0.0087518i,-0.040716-0.011372i,-0.054014-0.017761i,-0.049965-0.015988i,-0.034809-0.01708i,-0.011147-0.021248i,0.0075721-0.027063i,0.010679-0.013394i,0.014306+0.011187i,0.020128+0.012705i,0.013807+0.00094663i,0.0033568-0.0019939i,0.0032237+0.0016713i
-0.0055592+0.019905i,-0.015272+0.028243i,-0.068462+0.031228i,-0.21448+0.036866i,-0.4013+0.099477i,-0.46118+0.2101i,-0.35814+0.26828i,-0.21728+0.24664i,-0.10767+0.18773i,-0.035416+0.10777i,-0.012511+0.048144i,-0.0029305+0.036292i,0.011982+0.037296i,0.01677+0.037086i,0.022387+0.032581i,0.023363+0.012327i,0.016784+0.00020091i,0.021326+0.0011723i,0.028149-0.0044978i,0.021034-0.0091827i,0.01012-0.0052553i,0.0034398-0.00055263i,0.0006872+0.00011602i
0.0054388+0.0034696i,0.022624+0.019403i,0.073635+0.087443i,0.15311+0.18991i,0.18206+0.22406i,0.14361+0.14145i,0.14124+0.045782i,0.16722-0.0043242i,0.14117-0.038576i,0.084315-0.042939i,0.046425-0.034549i,0.021244-0.037068i,0.010071-0.036751i,0.01446-0.034987i,0.0058514-0.023185i,-0.0065959+0.0088947i,-0.0041251+0.032019i,-0.0052784+0.024988i,-0.013653+0.01267i,-0.011269+0.011974i,-0.00036751+0.013275i,0.0054235+0.010679i,-0.00042947+0.0055549i
-0.012131+0.0057857i,-0.038786+0.0063271i,-0.11446-0.027379i,-0.20886-0.11824i,-0.22303-0.23847i,-0.16394-0.31957i,-0.17127-0.30086i,-0.2178-0.20043i,-0.18273-0.08904i,-0.09612-0.020659i,-0.033064+0.0086615i,-0.00036517+0.01966i,0.0020726+0.010681i,-0.014333-0.0017611i,-0.014876-0.0054223i,-0.00089244-0.012175i,0.0091919-0.016547i,0.018369-0.0064855i,0.028711+0.0070986i,0.032048+0.010605i,0.023338+0.0023651i,0.0067575-0.011875i,-0.0059376-0.018375i
-6.1938e-05-0.010582i,-0.0081699-0.013271i,-0.017104+0.016138i,0.0032917+0.1121i,0.083453+0.22363i,0.19305+0.26788i,0.25067+0.22208i,0.23377+0.1415i,0.16533+0.068694i,0.073739+0.019676i,0.017866+0.0073088i,0.006866+0.0047515i,0.0098207+0.016412i,0.027452+0.03051i,0.036184+0.011346i,0.016011-0.0099898i,-0.0013909-0.0057245i,-0.0024568+0.0017498i,-0.0022527+0.0041477i,-0.0021901+0.0048768i,0.003183+0.001817i,0.011486-0.00037394i,0.020056-0.00031459i
0.015268-0.0070296i,0.044148-0.024281i,0.11924-0.086115i,0.22398-0.1848i,0.27309-0.23122i,0.19311-0.19882i,0.069008-0.17844i,-0.01251-0.18889i,-0.065357-0.15542i,-0.082403-0.072912i,-0.066147-0.010244i,-0.037346+0.0094853i,-0.010195+0.0012817i,-0.0032302-0.0044003i,-0.0076869+0.016808i,-0.00012464+0.037416i,0.0082919+0.035627i,0.0052387+0.028361i,0.0020581+0.022931i,0.00081974+0.013745i,-0.0018888+0.0015894i,-0.0064518-0.0084072i,-0.019728-0.013368i
-0.0030573-0.0052588i,-0.0092681+0.0031445i,-0.023104+0.030955i,-0.079188+0.062211i,-0.20362+0.071585i,-0.28688+0.088316i,-0.24549+0.16884i,-0.14663+0.25741i,-0.056908+0.24164i,0.00034979+0.146i,0.018207+0.058583i,0.00010273+0.013004i,-0.024233+0.0090479i,-0.021217+0.021983i,0.0051931+0.019158i,0.019272-0.0012199i,0.013435-0.014817i,0.007389-0.01759i,0.0045158-0.020871i,-0.0019033-0.018758i,-0.0090085-0.0062473i,-0.010704+0.0062939i,-0.0058576+0.011052i
0.0066842+0.013199i,0.012599+0.028426i,0.010803+0.062113i,0.010347+0.097818i,0.027538+0.086828i,0.0478+0.014234i,0.065098-0.05906i,0.084622-0.086985i,0.087834-0.064001i,0.062953-0.028109i,0.030731-0.0046329i,0.018281+0.019588i,0.027762+0.02872i,0.029674+0.0035919i,0.006355-0.027493i,-0.013161-0.029199i,-0.0071332-0.01225i,0.0055882+0.0012059i,0.0083036+0.0082397i,0.0062444+0.0071079i,0.0075753+0.0015314i,0.01598-0.0034121i,0.026228-0.0087829i
-0.011998+0.00069084i,-0.041683-0.014961i,-0.092991-0.046886i,-0.13994-0.085341i,-0.11577-0.09723i,-0.043819-0.057659i,-0.043295-0.0099592i,-0.10003+0.0064993i,-0.11061+0.0096001i,-0.06723+0.0079191i,-0.028951-0.002389i,-0.011988-0.025569i,-0.017134-0.044443i,-0.028245-0.029663i,-0.01921+0.005368i,-0.00010768+0.023281i,0.0083871+0.019057i,0.0099135+0.007441i,0.010474-0.003797i,0.0054376-0.0099374i,-0.0049803-0.0076178i,-0.015323+0.0041211i,-0.021549+0.020263i
0.0066919+0.0098007i,0.022987+0.0065569i,0.044225+0.00091134i,0.052446+0.0077008i,0.049409+0.050013i,0.068108+0.088583i,0.11514+0.055959i,0.12904-0.0042661i,0.078966-0.024334i,0.012958-0.016114i,-0.019999-0.0017326i,-0.030853+0.011449i,-0.030906+0.025572i,-0.0096197+0.029978i,0.016975+0.010035i,0.021433-0.012075i,0.012442-0.011666i,0.0073387-0.0012789i,0.0030736+0.0027225i,0.0021827+0.0049628i,0.0075+0.0047234i,0.0079265-0.0030407i,0.0026774-0.011045i
0.002379+0.00048856i,0.0086449-0.0027528i,0.057158-0.0025269i,0.14068-0.00086151i,0.17964-0.0059714i,0.1044-0.02902i,-0.011854-0.050929i,-0.071341-0.06468i,-0.070058-0.066278i,-0.038452-0.042958i,-9.0245e-05-0.021339i,0.03601-0.02029i,0.053491-0.028295i,0.036964-0.028086i,0.0012101-0.013831i,-0.018925+0.0049678i,-0.014289+0.0085255i,-0.0014526+0.0031178i,0.013012+0.005912i,0.023806+0.0060383i,0.022894-0.0036262i,0.013971-0.013397i,0.0065343-0.020041i
0.016202+0.0047576i,0.02689+0.01739i,0.023021+0.03204i,-0.0096935+0.027845i,-0.044166-0.028825i,-0.048006-0.099398i,-0.027404-0.074626i,-0.0046742+0.023327i,-0.0056604+0.068989i,-0.01882+0.053191i,-0.020523+0.025948i,-0.030662+0.0055135i,-0.045777+0.0032956i,-0.033652+0.016628i,0.00023887+0.028389i,0.022559+0.029064i,0.018633+0.027966i,0.0050161+0.029178i,0.0016235+0.023051i,0.0034902+0.013255i,0.0038542+0.012668i,0.0059496+0.016653i,0.0057529+0.017654i
-0.0070365-0.0042915i,-0.032789-0.0038701i,-0.067981+0.0057256i,-0.10034+0.028392i,-0.11379+0.051233i,-0.090342+0.061585i,-0.052672+0.036316i,-0.022016+0.0016056i,0.017703+0.017524i,0.043818+0.045203i,0.038225+0.050794i,0.031691+0.05814i,0.040941+0.060941i,0.042624+0.034292i,0.022083-0.0062076i,0.00063523-0.025103i,0.0022537-0.0215i,0.01358-0.013845i,0.0093996-0.0071685i,-0.0024137-0.0024564i,-0.0077992-0.0066494i,-0.014056-0.014869i,-0.019736-0.012874i
0.0070738-0.0068488i,0.017117-0.019966i,0.019091-0.057608i,0.016708-0.1009i,0.037724-0.089745i,0.064649-0.015458i,0.065303+0.047143i,0.051745+0.050812i,0.026841+0.0064804i,0.0011936-0.031813i,-0.013038-0.037702i,-0.012855-0.041561i,-0.01089-0.051222i,-0.01757-0.037332i,-0.015746-0.0037763i,-0.0048787+0.0097702i,-0.0028882-0.00054725i,-0.0065349-0.011478i,-0.0051568-0.014221i,-0.0041321-0.013253i,-0.01173-0.010802i,-0.018582-0.0074189i,-0.016585-0.0054777i
-0.0086778-0.010582i,-0.020586-0.010686i,-0.024385-0.0072334i,-0.022072+0.0092569i,-0.042037+0.037332i,-0.056793+0.036538i,-0.034996-0.0053574i,-0.016577-0.033749i,-0.024838-0.022101i,-0.038878+0.007329i,-0.040381+0.029361i,-0.040247+0.042456i,-0.038596+0.049749i,-0.017406+0.038891i,0.0087152+0.010358i,0.014034-0.0048758i,0.012721+0.0079621i,0.016554+0.022085i,0.014559+0.016303i,0.0081474+0.0056395i,0.011976+0.0039119i,0.02604+0.0027742i,0.031689-0.0014684i
0.0075976+0.0010905i,0.035118+0.0083894i,0.071791+0.030994i,0.11318+0.064017i,0.13489+0.074299i,0.10204+0.066038i,0.036192+0.066316i,-0.010797+0.054714i,-0.015862+0.025921i,0.0029611+0.0010277i,0.021824-0.012249i,0.041338-0.018823i,0.049788-0.021607i,0.031548-0.019515i,0.0029823-0.0095595i,-0.0049199-0.00097757i,0.004859-0.0070193i,0.012404-0.013133i,0.013344-0.0038455i,0.012812+0.006808i,0.010715+0.0068674i,0.0024097+0.0014831i,-0.005976-0.0019909i
-0.012917-0.0036455i,-0.040274+0.0025291i,-0.077257+0.0090146i,-0.09915-0.0045904i,-0.079578-0.05954i,-0.023513-0.12496i,0.012109-0.13674i,-0.0014984-0.087958i,-0.033986-0.03029i,-0.05276+0.0042528i,-0.052074+0.0087215i,-0.050477-0.0071467i,-0.049088-0.014667i,-0.02966-0.004745i,-0.0042576-0.00023449i,-0.0061518-0.0059874i,-0.0299-0.0040454i,-0.042115+0.0053715i,-0.028068+0.0090992i,-0.0054588+0.0051089i,0.0035699+0.0047742i,0.003952+0.01362i,0.0056133+0.017893i
0.013087-0.0080391i,0.028195-0.011876i,0.032204-0.0206i,0.0090532-0.019603i,-0.029167+0.00023857i,-0.059966+0.023315i,-0.079583+0.028361i,-0.072197+0.031582i,-0.032185+0.044217i,0.0089818+0.046626i,0.029299+0.037941i,0.031699+0.035473i,0.027536+0.035294i,0.018852+0.026165i,0.011997+0.020448i,0.020904+0.028606i,0.040742+0.035926i,0.047998+0.031067i,0.032452+0.014935i,0.009324-0.0016249i,-0.0028268-0.013083i,-0.0052485-0.025854i,-0.0089819-0.029658i
-0.0075478+2.3351e-05i,-0.026127-0.0083408i,-0.030561-0.028053i,-0.0026416-0.054805i,0.043861-0.054144i,0.071513-0.012312i,0.091923+0.019199i,0.10317+0.0035004i,0.078305-0.023118i,0.038174-0.037312i,0.0078906-0.043827i,-0.0021799-0.046992i,8.8e-05-0.045839i,0.0042547-0.029393i,0.013379-0.016578i,0.020144-0.0301i,0.015741-0.051403i,0.0093538-0.056582i,0.0073965-0.039098i,0.0064605-0.015398i,0.00077115-0.0036633i,-0.0121+0.0016007i,-0.017235+0.0083566i
0.017035-3.9923e-05i,0.043056+0.0032669i,0.062984+0.01248i,0.046705+0.037241i,-0.0030103+0.058672i,-0.042415+0.032448i,-0.056265-0.014605i,-0.05058-0.029292i,-0.032234-0.024461i,-0.016579-0.0077268i,-0.0080792+0.019192i,-0.010045+0.038382i,-0.01621+0.040269i,-0.015256+0.024499i,-0.021183+0.013899i,-0.038065+0.029947i,-0.043561+0.056258i,-0.030905+0.06443i,-0.011474+0.046371i,0.0022961+0.018741i,0.0076595+0.0045138i,0.015717+0.0037904i,0.024212+0.00056872i
-0.014697+0.0022979i,-0.037854+0.0058436i,-0.051636+0.021798i,-0.031318+0.03723i,-0.0028605+0.045929i,0.0076561+0.07507i,0.017279+0.10582i,0.023394+0.091488i,0.011527+0.053035i,-0.0010865+0.023495i,0.005827+0.0070855i,0.026497+0.0021041i,0.041978+0.0031795i,0.039606+0.0072653i,0.038115+0.009596i,0.053531+0.0028274i,0.070735-0.010103i,0.068202-0.01668i,0.041276-0.011894i,0.013177+0.0005095i,0.0028923+0.0094211i,-0.0024139+0.007357i,-0.010522+0.003671i
0.012603-0.0064663i,0.031419-0.0055668i,0.029893-0.014633i,-0.0030501-0.026576i,-0.013706-0.043078i,0.019675-0.077639i,0.024569-0.10038i,-0.0066167-0.078842i,-0.025156-0.034577i,-0.029906+0.0028702i,-0.032133+0.020787i,-0.034505+0.012268i,-0.035998-0.0043901i,-0.028558-0.012838i,-0.027274-0.023617i,-0.048762-0.03775i,-0.0745-0.042627i,-0.077813-0.033918i,-0.051665-0.01692i,-0.015645-0.0050763i,0.0031749-0.0043814i,0.0022432-0.0023426i,-0.0024913+0.0033573i
-0.013983-0.0012992i,-0.038969-0.0055474i,-0.048533-0.0062314i,-0.020494-0.018979i,-0.0026449-0.04423i,-0.035932-0.044522i,-0.066182-0.009446i,-0.0623+0.027047i,-0.051341+0.041966i,-0.034269+0.037506i,-0.011245+0.02489i,0.00087441+0.020443i,0.00091991+0.024748i,-0.0044071+0.028484i,-0.0042386+0.038254i,0.0078475+0.059466i,0.024054+0.078587i,0.032269+0.077277i,0.028172+0.047409i,0.013038+0.012205i,-0.0013299-0.0049218i,-0.003334-0.012316i,-0.0012511-0.018942i
0.023854-0.0033439i,0.05243-0.0067405i,0.0716-0.019989i,0.056608-0.016085i,0.044766+0.021684i,0.070949+0.042031i,0.085803+0.012884i,0.064848-0.0048296i,0.050313+0.008374i,0.038797+0.0082723i,0.014751-0.0097156i,-0.0019191-0.026954i,-0.0047188-0.031904i,0.0037011-0.025366i,0.022867-0.028526i,0.041238-0.051038i,0.048099-0.072119i,0.040389-0.071039i,0.021434-0.044928i,0.0057701-0.014184i,0.00087774+1.4984e-05i,-0.00098116-0.00029992i,-0.0016229-0.0034844i
-0.019724+0.00041986i,-0.045474+0.0044602i,-0.05831+0.024907i,-0.027854+0.04107i,0.0013785+0.015929i,-0.016896-0.022357i,-0.037654-0.023233i,-0.027207-0.020708i,-0.016735-0.037746i,-0.013185-0.039018i,-0.010498-0.020146i,-0.013959+0.0039316i,-0.013323+0.01894i,-0.0087499+0.014662i,-0.01775+0.0060807i,-0.041889+0.011607i,-0.062959+0.025055i,-0.063017+0.03126i,-0.039376+0.023842i,-0.012323+0.0085541i,-0.0028482-0.00019343i,-0.0029065+0.0053689i,0.00077521+0.013537i
0.01624+0.0021655i,0.043737+0.003638i,0.052215-0.006943i,-4.3453e-05-0.011923i,-0.069615+0.029219i,-0.076272+0.088721i,-0.034389+0.090324i,-0.010602+0.04861i,-0.0090334+0.024443i,-0.0043709+0.016192i,0.0072672+0.0079235i,0.020963-0.0012597i,0.026754-0.0071102i,0.023631-0.00026807i,0.028478+0.016968i,0.049137+0.031589i,0.072357+0.035852i,0.076994+0.028399i,0.053465+0.011908i,0.021391+0.00061862i,0.0045348+0.00098185i,0.0026151+0.00026441i,0.0035551-0.004495i
-0.026619-0.0015357i,-0.059905-0.0033324i,-0.080042+0.010682i,-0.031019+0.023055i,0.055937-0.006608i,0.089236-0.055747i,0.053738-0.059228i,0.020139-0.035867i,0.0082134-0.029423i,-0.0058496-0.020559i,-0.014051-0.0039931i,-0.016293+0.00029091i,-0.015995-0.0014953i,-0.0068555-0.0061591i,-0.0028632-0.024519i,-0.012521-0.051506i,-0.023028-0.070343i,-0.023047-0.068558i,-0.013117-0.041897i,0.0027003-0.011066i,0.015005-0.0018176i,0.0089873-0.00597i,-0.0070098-0.0053966i
