-0.00091819+0.00010433i,-0.0013524-0.00056322i,-0.0015608-0.0014611i,-0.0019954-0.0013147i,-0.0029962+0.00020345i,-0.0033928+0.0018471i,-0.0012351+0.0026226i,0.0010142+0.0016103i,0.00091454+0.00025366i,0.0001884-0.00024688i,-7.0222e-05-0.00039629i,-4.2857e-05-0.0009933i,-3.3709e-05-0.0011276i,-0.00041574-0.00052424i,-0.00061664+0.00023993i,-0.00033904-5.0105e-05i,-0.00021574-0.00019007i,-0.00041177+0.00013618i,-0.00058781+0.00027446i,-0.00035685+0.00031342i,-6.2126e-05+0.00014215i,0.00024743+0.00028383i,0.00066136+0.00043828i
0.017038+0.0066991i,0.052226+0.0059397i,0.08049-0.015072i,0.052312-0.060485i,-0.022106-0.086701i,-0.069269-0.070855i,-0.057605-0.045218i,-0.040003-0.018235i,-0.041267+0.015405i,-0.030004+0.037197i,-0.004965+0.035304i,0.015688+0.020601i,0.017586+0.0067408i,-0.0014371+0.0023539i,-0.022378+0.014659i,-0.035143+0.04259i,-0.038274+0.07078i,-0.031633+0.079246i,-0.015726+0.057391i,-0.0015523+0.02072i,-0.0003527-0.0014829i,0.00032768-0.0029752i,0.0071398+0.0030218i
-0.025635-0.0028391i,-0.057734-0.0051128i,-0.083834+0.018878i,-0.046729+0.079679i,0.048431+0.12716i,0.11512+0.10609i,0.096706+0.060022i,0.053077+0.042983i,0.038022+0.038846i,0.026271+0.020752i,0.0088709-0.0015475i,-0.0037181-0.01198i,-0.0096924-0.008321i,2.8236e-05+0.00419i,0.02687+0.010791i,0.058273+0.0026395i,0.077346-0.010101i,0.073093-0.014081i,0.04397-0.0080246i,0.0088726+0.0031881i,-0.0049134+0.013105i,-0.0022884+0.010433i,-0.0013931-0.0030249i
0.011871+0.0066128i,0.048448+0.014397i,0.086636+0.0047763i,0.078533-0.049149i,0.016086-0.10857i,-0.033187-0.10276i,-0.021006-0.058732i,0.0033202-0.035385i,0.0074073-0.024793i,0.0085719-0.0081623i,0.005771+0.0077122i,0.0023474+0.017939i,0.0063921+0.018011i,0.0083889+0.0040518i,-0.0052378-0.018439i,-0.034825-0.036341i,-0.062707-0.041676i,-0.067357-0.037371i,-0.044949-0.025083i,-0.014466-0.012143i,0.00040796-0.0088283i,-0.0026368-0.0052817i,-0.0097343+0.0042758i
-0.021831-0.0079943i,-0.058177-0.016502i,-0.11064-0.0071397i,-0.13957+0.055228i,-0.11933+0.14061i,-0.085275+0.16044i,-0.070661+0.112i,-0.052768+0.061565i,-0.027293+0.023341i,-0.011156-0.0066429i,-0.0058342-0.015844i,-0.007393-0.010026i,-0.010134-0.0025249i,-0.012299+0.0082825i,-0.012002+0.029645i,-0.0019861+0.057587i,0.014864+0.076278i,0.024589+0.072883i,0.01957+0.045201i,0.0046168+0.013832i,-0.0076603+0.0014951i,-0.0067333-0.00049935i,0.0029914-0.0052022i
0.015865+0.0065165i,0.05149+0.019063i,0.11022+0.017432i,0.15389-0.037252i,0.1421-0.11807i,0.090846-0.12832i,0.045088-0.0713i,0.019571-0.026091i,-0.00084625-0.0050672i,-0.017375+0.013465i,-0.020144+0.023415i,-0.01434+0.017937i,-0.0048597+0.009674i,0.010849+0.0018053i,0.029007-0.016106i,0.041701-0.045748i,0.047182-0.069611i,0.045139-0.067678i,0.034585-0.04019i,0.024133-0.0082624i,0.020854+0.0049756i,0.014204-0.00084585i,0.00034787-0.0070392i
-0.013292-0.0079881i,-0.04746-0.026698i,-0.10654-0.042318i,-0.15799-0.01645i,-0.16002+0.028862i,-0.11803+0.020905i,-0.073856-0.019574i,-0.055293-0.030323i,-0.045734-0.015959i,-0.026512-0.0084089i,-0.0070573-0.011032i,0.00036908-0.014674i,-0.0019565-0.016717i,-0.011668-0.018493i,-0.032717-0.015121i,-0.058939+0.00028138i,-0.075936+0.017873i,-0.073744+0.024739i,-0.049118+0.018496i,-0.017739+0.002452i,-0.0045695-0.01032i,-0.0036849-0.0059794i,0.0020233+0.0066915i
0.013673+0.0083108i,0.044945+0.031464i,0.10521+0.060914i,0.17208+0.058166i,0.2043+0.024267i,0.18806+0.0054283i,0.12846+0.0053661i,0.057361+0.012432i,0.009494+0.026179i,-0.012359+0.032381i,-0.01288+0.023377i,-0.0022738+0.0098786i,0.0014512+0.0047877i,0.0042739+0.015512i,0.022792+0.032362i,0.051789+0.041483i,0.071843+0.044985i,0.069853+0.043084i,0.045699+0.030522i,0.014333+0.016462i,-0.0031636+0.011664i,-0.0043284+0.0083731i,-0.0024571-0.00020299i
-0.011943-0.011877i,-0.040448-0.038919i,-0.096549-0.077505i,-0.1516-0.087776i,-0.15935-0.063003i,-0.11262-0.0405i,-0.042161-0.027862i,0.013683-0.024131i,0.037884-0.028092i,0.04105-0.024261i,0.031609-0.015545i,0.01431-0.0083365i,0.0055432-0.0018367i,0.0093085-0.0072674i,0.0089557-0.030564i,-0.0052957-0.055807i,-0.01893-0.069628i,-0.017574-0.069395i,-0.0073447-0.050567i,0.0045419-0.026205i,0.010737-0.015285i,0.004852-0.012814i,-0.0056996-0.0067257i
0.0094464+0.0086747i,0.03114+0.039829i,0.073835+0.08687i,0.11013+0.1185i,0.098186+0.12722i,0.045277+0.1232i,0.00019428+0.091416i,-0.017853+0.042995i,-0.02403+0.012205i,-0.024596+0.0024818i,-0.019645+0.0066481i,-0.0087708+0.013336i,-0.0020466+0.011129i,-0.0089615+0.010879i,-0.021035+0.024329i,-0.027045+0.046126i,-0.028337+0.062867i,-0.026542+0.063095i,-0.017997+0.04307i,-0.010847+0.016611i,-0.0095409+0.0026888i,-0.0064263-0.0013129i,0.00032775-0.0056468i
-0.013851-0.00914i,-0.030834-0.041048i,-0.062828-0.090496i,-0.086843-0.1273i,-0.079546-0.13375i,-0.057771-0.10865i,-0.038327-0.050884i,-0.011466+0.003226i,0.012368+0.019732i,0.015955+0.01469i,0.0093906+0.0058044i,0.00029925-0.003723i,-0.00392-0.0035533i,0.0073077+0.0035832i,0.030364+0.0023127i,0.051691-0.0085801i,0.064724-0.016119i,0.065572-0.013406i,0.049038-0.0048804i,0.025865+0.0056464i,0.014409+0.012721i,0.011814+0.009415i,0.0062446+0.0028583i
0.0089304+0.01665i,0.021738+0.049242i,0.044707+0.10061i,0.055833+0.12866i,0.035525+0.11102i,0.0089161+0.060678i,-0.0015566+0.0052256i,-0.015977-0.023969i,-0.034505-0.022135i,-0.036044-0.0098825i,-0.026004+0.00063979i,-0.012439+0.008997i,0.00051787+0.0061716i,0.00058475-0.0064557i,-0.015111-0.015198i,-0.034865-0.018833i,-0.049712-0.024369i,-0.052598-0.027656i,-0.037476-0.019502i,-0.014528-0.0092793i,-0.0024789-0.007366i,-0.0024992-0.0038899i,-0.00028068+0.0044324i
-0.01381-0.0077915i,-0.019789-0.039888i,-0.027711-0.088726i,-0.014916-0.11699i,0.031984-0.10766i,0.0679-0.080045i,0.045474-0.042959i,0.0071015+0.00090759i,-0.002415+0.031585i,0.004834+0.030963i,0.014284+0.010813i,0.017156-0.010442i,0.005829-0.017164i,-0.0057766-0.004234i,-0.0054674+0.016411i,6.6239e-05+0.035803i,0.0052599+0.053754i,0.0076483+0.062204i,0.0068881+0.04913i,0.0016857+0.025371i,-0.0035492+0.012566i,-0.0029836+0.0088771i,-0.0033021+0.0038572i
0.0019929+0.013157i,0.0056938+0.045754i,0.0097668+0.092222i,0.0049577+0.11319i,-0.013097+0.094614i,-0.016566+0.067748i,0.015855+0.041916i,0.041947+0.0049079i,0.031831-0.017128i,0.010061-0.0081229i,-0.005217+0.0066776i,-0.012285+0.018582i,-0.0062802+0.024664i,0.0071701+0.015403i,0.016659-0.0055922i,0.023345-0.026227i,0.033359-0.041093i,0.041655-0.046253i,0.035045-0.035973i,0.021104-0.019476i,0.012505-0.013296i,0.0039754-0.015311i,-0.0043963-0.011387i
-0.0060916-0.012629i,-0.0055563-0.042717i,-0.0033965-0.081612i,0.0025001-0.085851i,0.010174-0.039972i,0.0080459+0.0012422i,-0.017828+0.00095294i,-0.043232+0.00045533i,-0.036038+0.0092994i,-0.012929+0.0086258i,0.003156+0.0061972i,0.013416+0.00067159i,0.012748-0.0070837i,0.0017845-0.0089184i,-0.010737-0.0079892i,-0.027327-0.006757i,-0.047639-0.00149i,-0.057698+0.0037144i,-0.045274+0.0023493i,-0.0242-0.0028322i,-0.014346-0.0035062i,-0.0090019+0.0004008i,0.00049204-0.00022807i
-0.00056701+0.013103i,-0.0057487+0.040927i,-0.014496+0.079828i,-0.022995+0.084948i,-0.035857+0.040329i,-0.057354+0.0062783i,-0.050488+0.022776i,-0.011275+0.031613i,0.0024615+0.011936i,-0.016121-0.0010527i,-0.031862-0.003617i,-0.037954-0.0010656i,-0.03261+0.0074068i,-0.017138+0.017402i,0.0014385+0.028487i,0.022233+0.039925i,0.043091+0.047505i,0.05296+0.047469i,0.042568+0.034724i,0.022447+0.018457i,0.012737+0.0090272i,0.012714+0.00011398i,0.007048-0.0058013i
0.0026107-0.012556i,0.010553-0.03823i,0.022068-0.074417i,0.020469-0.084946i,0.010532-0.054898i,0.020491-0.035817i,0.024215-0.056045i,-0.0037289-0.060531i,-0.018732-0.032234i,-0.0032727-0.0095729i,0.012769-0.0015328i,0.021772+8.3067e-05i,0.024659-0.0033395i,0.022054-0.0082924i,0.018836-0.017856i,0.013656-0.03602i,0.0052964-0.05633i,-0.0022909-0.063176i,-0.0043559-0.04528i,-0.001241-0.019922i,-0.0031712-0.0082i,-0.010071-0.00084597i,-0.00746+0.010197i
0.0076954+0.01115i,-0.0035258+0.03058i,-0.018178+0.060027i,-0.0090974+0.067603i,0.027933+0.027803i,0.038412-0.010693i,0.017383-0.00037744i,0.0085408+0.021179i,0.0068347+0.018283i,-0.0036328+0.0027489i,-0.0098973-0.011304i,-0.011602-0.02012i,-0.015075-0.019584i,-0.020435-0.012883i,-0.030165-0.0011646i,-0.041511+0.019385i,-0.0465+0.043983i,-0.040909+0.057068i,-0.025087+0.047686i,-0.0088535+0.027508i,0.0022102+0.016567i,0.01161+0.011154i,0.012086-0.0015321i
0.0043177-0.0080491i,0.018524-0.026524i,0.039255-0.05731i,0.03628-0.072491i,0.007549-0.038077i,0.013549+0.011319i,0.04841+0.015205i,0.050029-0.0067978i,0.028787-0.0035906i,0.01929+0.017437i,0.018438+0.029404i,0.018249+0.031338i,0.015446+0.028095i,0.01661+0.023544i,0.029863+0.018419i,0.049479+0.0096708i,0.066584-0.00101i,0.06979-0.0080091i,0.051429-0.009225i,0.027593-0.0073443i,0.012814-0.012293i,-0.00079264-0.019675i,-0.014679-0.01223i
-0.0063448+0.0073739i,-0.020966+0.021793i,-0.046347+0.05685i,-0.045004+0.089086i,-0.0090643+0.083634i,-0.0058093+0.048494i,-0.039001+0.026821i,-0.046579+0.026658i,-0.030067+0.016467i,-0.021446-0.0018017i,-0.016734-0.0081698i,-0.0071023-0.010218i,0.0022225-0.013329i,0.004348-0.017836i,-0.0043635-0.027628i,-0.023831-0.037997i,-0.046137-0.041671i,-0.054489-0.035741i,-0.04038-0.023178i,-0.021158-0.010511i,-0.01404+0.0024618i,-0.0071913+0.01485i,0.0084178+0.014977i
0.0061364-0.0072384i,0.023221-0.017649i,0.04975-0.046741i,0.045374-0.081766i,-0.0090047-0.082031i,-0.046788-0.037579i,-0.029525+0.0063091i,-0.0064224+0.013786i,-0.0083411+0.010638i,-0.01573+0.016911i,-0.017409+0.020757i,-0.01903+0.019661i,-0.021008+0.018162i,-0.020621+0.021728i,-0.014429+0.036396i,-0.0015695+0.055933i,0.012528+0.068612i,0.019831+0.065176i,0.017276+0.043155i,0.011385+0.017504i,0.012613+0.001174i,0.0159-0.011181i,0.0065222-0.020031i
-0.0022252+0.0054408i,-0.020466+0.011333i,-0.053129+0.033643i,-0.063347+0.065334i,-0.026686+0.067783i,0.0074448+0.021903i,-0.00063581-0.026916i,-0.018567-0.031752i,-0.012059-0.02099i,0.0014938-0.022683i,0.0040763-0.023947i,0.0046618-0.016771i,0.010595-0.0051171i,0.019679+0.00039076i,0.029026-0.011295i,0.034903-0.03395i,0.035766-0.052816i,0.031676-0.055017i,0.019616-0.036751i,0.0046245-0.016762i,-0.011513-0.0079672i,-0.025884+0.00053013i,-0.023657+0.015555i
0.01171+0.0013236i,0.031844-0.0016875i,0.07202-0.022814i,0.09641-0.063443i,0.077804-0.092063i,0.044337-0.077093i,0.026193-0.033971i,0.018161-0.0068387i,0.0068269+0.0018738i,-0.00036828+0.0074629i,0.0011474+0.0080718i,0.00039512+0.0016107i,-0.0062381-0.0080837i,-0.015527-0.015099i,-0.029598-0.01167i,-0.047461+0.0024266i,-0.058718+0.018577i,-0.054773+0.025156i,-0.035215+0.019139i,-0.012075+0.01218i,0.0053611+0.013192i,0.018513+0.013935i,0.023142+0.0016394i
-0.00056308+0.0033747i,-0.020875+0.0011954i,-0.058749+0.010582i,-0.087918+0.042544i,-0.071808+0.077912i,-0.020759+0.081289i,0.016425+0.045469i,0.021789+0.01175i,0.017703+0.0062454i,0.01614+0.0096998i,0.012667+0.0079853i,0.0073619+0.0067956i,0.0019039+0.012004i,0.0031228+0.021252i,0.018204+0.02521i,0.04166+0.023541i,0.060379+0.022479i,0.061125+0.021189i,0.041252+0.014858i,0.020299+0.0038161i,0.010244-0.011559i,-0.00013666-0.026407i,-0.015456-0.025101i
0.0042466+0.0053236i,0.023617+0.012136i,0.065133+0.012902i,0.10393-0.0054349i,0.1049-0.031439i,0.05911-0.038047i,0.0096644-0.017498i,-0.0090988+0.0014936i,-0.015691+0.0030458i,-0.02179+0.0048279i,-0.018033+0.011469i,-0.0055012+0.009765i,0.0063561-0.0016936i,0.011255-0.014925i,0.0049271-0.027434i,-0.011269-0.040088i,-0.024754-0.049032i,-0.024113-0.047765i,-0.011486-0.03244i,-0.00067264-0.01181i,-0.00020235+0.0062242i,-0.0016481+0.021979i,0.0070474+0.028204i
-0.0087636-0.0043606i,-0.027064-0.01297i,-0.065223-0.019874i,-0.11107-0.01249i,-0.13786+0.012679i,-0.11914+0.033489i,-0.071157+0.031648i,-0.035453+0.019934i,-0.022296+0.014183i,-0.01863+0.010611i,-0.016473+0.0028394i,-0.015126-0.0034247i,-0.01744-0.0023942i,-0.020388+0.0057776i,-0.019257+0.020408i,-0.013336+0.038963i,-0.008139+0.054626i,-0.0080985+0.055814i,-0.0075282+0.038379i,-0.0030769+0.01618i,0.0064492+0.002782i,0.017958-0.0083482i,0.017945-0.021972i
0.0083247+0.0025251i,0.022869+0.015285i,0.056583+0.031441i,0.099129+0.036487i,0.1265+0.014073i,0.11007-0.019459i,0.062054-0.032345i,0.023666-0.024201i,0.0087308-0.016992i,0.0027847-0.015145i,-0.002199-0.0082657i,-0.0015993+0.0022646i,0.0066211+0.010693i,0.019048+0.01298i,0.030424+0.0037389i,0.036813-0.014197i,0.040826-0.028753i,0.041219-0.027544i,0.032017-0.013352i,0.016004-0.0024942i,-0.0027187-0.0023205i,-0.022931-0.0024339i,-0.033492+0.0071687i
-0.0010193-0.0043827i,-0.013163-0.018155i,-0.038825-0.045518i,-0.073983-0.07138i,-0.097265-0.074221i,-0.083948-0.055461i,-0.048129-0.030406i,-0.021092-0.012186i,-0.0093107-0.002494i,-0.0010447+0.0002195i,0.0075581-0.0049356i,0.0086765-0.010946i,0.002368-0.014752i,-0.0059355-0.01745i,-0.016649-0.015326i,-0.030874-0.0078139i,-0.043144-0.0015682i,-0.043708-0.0025295i,-0.029578-0.0067803i,-0.012675-0.0078764i,-0.0023088-0.0019946i,0.0080366+0.0087134i,0.020491+0.01145i
0.0016218+0.0085718i,0.011216+0.024075i,0.030242+0.05626i,0.06102+0.091306i,0.094227+0.10641i,0.10303+0.095682i,0.081018+0.063747i,0.048117+0.0302i,0.02685+0.015141i,0.017396+0.011526i,0.008863+0.0096752i,0.00030632+0.0092608i,-0.0056605+0.01175i,-0.0064313+0.018728i,0.0011731+0.024745i,0.015072+0.026907i,0.028402+0.030382i,0.031203+0.033359i,0.020341+0.028097i,0.0080179+0.017426i,0.0042667+0.0034943i,0.0015168-0.015585i,-0.0079272-0.028581i
-0.0025261-0.01134i,-0.0068303-0.025912i,-0.018087-0.057344i,-0.03212-0.091535i,-0.045787-0.10476i,-0.055334-0.092178i,-0.051317-0.060176i,-0.034862-0.027952i,-0.025466-0.010369i,-0.020954+0.0013919i,-0.0094135+0.0099438i,0.0045219+0.0090231i,0.013675+0.0011201i,0.016215-0.0090488i,0.013029-0.020221i,0.0067515-0.030472i,0.002682-0.039735i,0.0039003-0.041709i,0.0081793-0.030568i,0.010893-0.015764i,0.0056661-0.004569i,-0.0043351+0.0087806i,-0.0077981+0.023506i
-0.00023436+0.0042666i,0.00090907+0.019206i,-0.0005837+0.050223i,-0.0065669+0.08933i,-0.019567+0.11615i,-0.025429+0.11732i,-0.018493+0.086809i,-0.013719+0.049885i,-0.011937+0.030274i,-0.011385+0.020052i,-0.013919+0.011509i,-0.015599+0.0034436i,-0.016355-0.0027598i,-0.018201-0.0021598i,-0.019557+0.0048425i,-0.021378+0.015572i,-0.025414+0.027297i,-0.027749+0.031122i,-0.024446+0.022935i,-0.018186+0.013033i,-0.0076187+0.010058i,0.010364+0.0051024i,0.024284-0.0075038i
0.00099938-0.0092159i,0.00303-0.023337i,0.009643-0.049998i,0.026491-0.081865i,0.048043-0.11011i,0.050043-0.12122i,0.030645-0.096622i,0.013785-0.057033i,0.0040523-0.033465i,-0.0046079-0.019785i,-0.0089001-0.0057082i,-0.0063961+0.0064974i,0.0014828+0.016015i,0.012878+0.019169i,0.023573+0.015339i,0.033207+0.0083835i,0.041733+0.0026072i,0.043033+0.0014893i,0.034894+0.0038414i,0.025077+0.0034162i,0.014425-0.0042207i,-0.0037206-0.013139i,-0.022692-0.012282i
-0.0038856+0.00038937i,-0.0095089+0.013419i,-0.023453+0.033993i,-0.04914+0.053964i,-0.074229+0.066654i,-0.071271+0.065409i,-0.045605+0.04592i,-0.026702+0.025166i,-0.016173+0.015401i,-0.0042152+0.0096928i,0.0042757+0.00053325i,0.005568-0.0090464i,0.0042849-0.014781i,0.00058901-0.017i,-0.0076283-0.018194i,-0.018783-0.019626i,-0.027472-0.021111i,-0.027287-0.021354i,-0.019372-0.019094i,-0.013272-0.016384i,-0.01246-0.0090475i,-0.0069942+0.0055993i,0.0052033+0.018193i
0.0042712-0.0082492i,0.0092557-0.01832i,0.024735-0.031003i,0.058928-0.034183i,0.10305-0.02846i,0.11963-0.019349i,0.094797-0.0093534i,0.058532-0.0040034i,0.032746-0.0046839i,0.015029-0.0065197i,0.0028271-0.0041043i,-0.0048838+0.0015957i,-0.011626+0.0069243i,-0.014117+0.012253i,-0.0085637+0.019731i,0.0010717+0.028766i,0.0091984+0.03803i,0.012097+0.04067i,0.0094305+0.032983i,0.0070316+0.022585i,0.0099974+0.011868i,0.013664-0.0042787i,0.010965-0.02097i
-0.0023392+0.0051854i,-0.0086513+0.012976i,-0.02464+0.0181i,-0.055695+0.0085867i,-0.094229-0.0043179i,-0.11014-0.0078993i,-0.088805-0.006474i,-0.056208-0.0054195i,-0.036058+0.00017843i,-0.020065+0.0107i,-0.0022888+0.012883i,0.0109+0.0059413i,0.016805-0.0010822i,0.018423-0.0066281i,0.017212-0.014721i,0.014479-0.025775i,0.013731-0.034952i,0.013642-0.034364i,0.01152-0.024437i,0.0068808-0.016579i,-0.0014125-0.011614i,-0.012087-0.0021994i,-0.019637+0.0097695i
0.0045609-0.006041i,0.010122-0.01211i,0.022649-0.0094636i,0.044253+0.016452i,0.066482+0.048861i,0.067571+0.059857i,0.044761+0.048564i,0.022326+0.034327i,0.012176+0.021469i,0.0029819+0.0072858i,-0.0066387-0.0010422i,-0.011425-0.003336i,-0.013193-0.0051013i,-0.013507-0.0047374i,-0.014888+0.00036783i,-0.02089+0.0097429i,-0.028873+0.018642i,-0.030624+0.01953i,-0.023978+0.014363i,-0.015645+0.011803i,-0.0070341+0.013571i,0.0058751+0.012635i,0.018259+0.0081335i
-0.00013146+0.0053851i,-0.0055885+0.0082799i,-0.012893-0.0017391i,-0.026223-0.038523i,-0.042208-0.084645i,-0.045373-0.10133i,-0.031224-0.082304i,-0.018439-0.054552i,-0.016392-0.028389i,-0.014746-0.0042909i,-0.0079606+0.0099573i,-5.8569e-05+0.014994i,0.0061812+0.018363i,0.012104+0.019107i,0.019275+0.015175i,0.028582+0.010081i,0.037624+0.0061064i,0.037916+0.004613i,0.027295+0.0045917i,0.017941+0.0018998i,0.011978-0.0058036i,0.0016055-0.016413i,-0.010002-0.021587i
0.0023467-0.0025169i,0.0052654-0.0049302i,0.0076634+0.0062795i,0.0088412+0.043091i,0.012309+0.084279i,0.015433+0.090753i,0.0086962+0.065942i,0.00049912+0.042395i,0.0019006+0.023711i,0.0056271+0.0039917i,0.0046301-0.0097695i,0.0012482-0.014222i,8.9487e-05-0.013621i,-0.00035479-0.011575i,-0.0042503-0.011086i,-0.013084-0.012834i,-0.020536-0.01644i,-0.018499-0.01806i,-0.0091467-0.013539i,-0.0025837-0.0068315i,-0.0024893-0.0010196i,-0.0037442+0.0063738i,-0.0027419+0.014732i
-0.003126+0.0017051i,-0.0048711+0.0042444i,0.0014012-0.0083918i,0.018215-0.044401i,0.035725-0.080706i,0.04611-0.079736i,0.04613-0.051706i,0.033716-0.03265i,0.014414-0.02068i,-0.001474-0.0059007i,-0.0071095+0.0064484i,-0.0067076+0.010815i,-0.0086715+0.0098441i,-0.010253+0.010383i,-0.0063849+0.013774i,0.0010851+0.019254i,0.0068344+0.0263i,0.0074043+0.028278i,0.0062697+0.020665i,0.0075788+0.0092312i,0.0095039+0.0010533i,0.011392-0.0056709i,0.013605-0.011252i
-0.00026383-0.0069796i,-0.00091611-0.0086268i,-0.014575+0.0038409i,-0.0399+0.039534i,-0.061935+0.07417i,-0.06846+0.072302i,-0.060855+0.046237i,-0.045123+0.027824i,-0.025214+0.018434i,-0.0067223+0.0097861i,0.0036328+0.0013243i,0.0073011-0.0036491i,0.009475-0.0038507i,0.010931-0.003684i,0.010563-0.0069407i,0.0084582-0.013333i,0.0079539-0.019179i,0.010129-0.01741i,0.0099362-0.0097925i,0.0059483-0.0039775i,-0.00089115-0.00044231i,-0.0079777+0.0024809i,-0.012935+0.0026765i
-0.0013986+0.0006895i,-0.00023659+0.0036642i,0.016504-0.0026604i,0.048225-0.025016i,0.070165-0.040876i,0.067729-0.02884i,0.05112-0.0071334i,0.034029+0.0015982i,0.015278+0.0021414i,-0.0029323+0.0045995i,-0.01152+0.0070752i,-0.010936+0.0043984i,-0.0092494-0.000838i,-0.0089684-0.0043044i,-0.0087617-0.0032577i,-0.010941+0.0022328i,-0.015819+0.0093564i,-0.018229+0.0098169i,-0.014334+0.0037701i,-0.0083684-0.0012368i,-0.0038552-0.0017276i,0.00080942+0.0013389i,0.0045421+0.0054807i
-0.001549-0.0051316i,-0.0051105-0.0085869i,-0.026187-0.0058713i,-0.061407+0.0068605i,-0.0842+0.0092459i,-0.076633-0.010287i,-0.054833-0.026915i,-0.038085-0.023118i,-0.023947-0.0092094i,-0.0084446+0.00066909i,0.0023801+0.002199i,0.0048913+0.0017917i,0.0050131+0.0058455i,0.0059146+0.0095388i,0.0083986+0.0081203i,0.012512+0.0051686i,0.016663+0.0052306i,0.015794+0.0082345i,0.007975+0.0099972i,-0.00049296+0.0085435i,-0.0051891+0.0050979i,-0.0063557-0.00033098i,-0.0040643-0.0052408i
-0.0023916+0.0023508i,0.0025769+0.0078412i,0.024956+0.012699i,0.061176+0.011522i,0.084285+0.015311i,0.07375+0.027767i,0.04786+0.035247i,0.027721+0.029914i,0.012045+0.017441i,0.00011978+0.0067674i,-0.0047083+0.0019281i,-0.0022115+0.00031784i,0.0028579-0.0021513i,0.0061834-0.0048382i,0.0063989-0.0066673i,0.0021775-0.0093185i,-0.0026464-0.013157i,-0.0027696-0.014681i,0.0017296-0.010928i,0.006869-0.0041255i,0.0098303-0.00029496i,0.0083843-0.00072332i,0.00054856-0.0021672i
0.004598-0.0024762i,-0.00052306-0.010705i,-0.019828-0.021761i,-0.050785-0.029331i,-0.061879-0.037339i,-0.036782-0.04425i,-0.01042-0.042963i,-0.0041679-0.034579i,-0.0028261-0.021918i,0.00035311-0.009303i,0.0017666-0.0016168i,-0.00081948+0.0014873i,-0.0053039+0.0039337i,-0.0072378+0.0058838i,-0.0062576+0.0079083i,-0.0039764+0.010687i,-0.0030721+0.01329i,-0.0043711+0.014085i,-0.0047454+0.0095534i,-0.002823+0.0015594i,-0.0013209-0.0042025i,-0.00097507-0.0051271i,0.00098575-2.8829e-05i
-0.0011222+0.0043668i,0.0042306+0.012921i,0.023482+0.027255i,0.049297+0.040868i,0.052512+0.051975i,0.020511+0.055887i,-0.0085584+0.048741i,-0.013721+0.034967i,-0.012665+0.020147i,-0.01129+0.0088966i,-0.0075235+0.0043837i,-0.0019059+0.0047272i,0.004072+0.0048881i,0.0079907+0.0050736i,0.0093513+0.0044464i,0.010753+0.00052711i,0.014007-0.0028406i,0.016624-0.0019649i,0.015729+0.0011989i,0.012376+0.0038172i,0.0080463+0.0061668i,0.0056448+0.006166i,0.0056148+0.0001161i
0.0022978-0.0072968i,-0.0018472-0.016894i,-0.01912-0.035296i,-0.041462-0.049577i,-0.039974-0.049444i,-0.0070059-0.040784i,0.017963-0.032458i,0.018317-0.023187i,0.011197-0.011886i,0.0043215-0.0021471i,5.6747e-05+0.0014671i,-0.0034906-0.0021192i,-0.0067927-0.0064452i,-0.0070855-0.0074286i,-0.0072437-0.0074285i,-0.010588-0.0050634i,-0.014246-0.0017756i,-0.012865-0.0015174i,-0.0078388-0.0039959i,-0.0036434-0.0076671i,-0.0013376-0.00947i,-0.0018969-0.0080769i,-0.0071112-0.0035754i
-0.0029537+0.0059894i,-0.00027711+0.017611i,0.012808+0.039631i,0.029092+0.054402i,0.019945+0.046606i,-0.014344+0.025837i,-0.033186+0.01199i,-0.029978+0.0070818i,-0.022363+0.004778i,-0.014518+0.003262i,-0.0087738+0.0030584i,-0.0045966+0.0057859i,-0.0025495+0.010194i,-0.0014371+0.012584i,0.0021715+0.012792i,0.0072184+0.013037i,0.011484+0.015026i,0.012158+0.016709i,0.006541+0.013647i,-0.002505+0.0091666i,-0.0083686+0.0078575i,-0.0069464+0.0089249i,0.00021544+0.0095845i
0.00097135-0.00010727i,0.0012029-0.012635i,-0.005151-0.036633i,-0.015474-0.053509i,-0.004127-0.0421i,0.024936-0.016175i,0.037573-0.0010958i,0.031739+0.0037307i,0.021783+0.0053151i,0.012789+0.0035883i,0.0076019-0.00050026i,0.0060411-0.0059496i,0.0064425-0.010267i,0.0069721-0.010886i,0.0057751-0.011283i,0.002387-0.014455i,-0.0010317-0.018645i,-0.0013287-0.019041i,0.00043777-0.013333i,0.0033662-0.0047945i,0.0071449-0.00088071i,0.008129-0.0039632i,0.0029052-0.010204i
0.00060844+0.0078688i,0.00010391+0.019913i,0.0073254+0.042587i,0.017731+0.053268i,0.010854+0.032285i,-0.0089592-0.00024802i,-0.019503-0.015485i,-0.021318-0.016358i,-0.018788-0.012325i,-0.012901-0.0052182i,-0.0084486+0.00078877i,-0.0075854+0.0052078i,-0.0077353+0.007742i,-0.00874+0.0078045i,-0.0091792+0.0096691i,-0.007405+0.013724i,-0.0077478+0.017384i,-0.0099461+0.017169i,-0.0079522+0.011273i,-0.0037589+0.0046472i,-0.0025431-0.0011908i,-0.0056402-0.0026114i,-0.0081227+0.0037292i
