0.00029174-0.0013055i,0.00048395-0.0013905i,-0.00043651-0.00021419i,-0.00053448+0.00027111i,7.9341e-05+0.00015996i,-0.00027262-0.00070924i,-0.00079411-0.0014751i,-0.0006454-0.00081691i,0.00068685+0.00027528i,0.0015986-0.00019761i,0.00064891-0.0008164i,-0.00057368-0.00039943i,-0.00036035-0.00027143i,-0.00039129-4.3854e-05i,-0.0010237+0.00050689i,-0.001121+0.00040113i,-0.00050928+0.00065264i,-0.0002902+0.00049603i,-0.00055534-0.0002066i,-0.00040898+4.4134e-05i,0.00010807+2.0664e-05i,-0.00028817-0.00016526i,-0.0008627+0.00013117i
-0.0004218+0.00034089i,-0.00033233+0.00045737i,-0.00033991+0.00063067i,-0.00056446+0.0012604i,3.288e-05+0.0011079i,0.00036467-5.8697e-05i,0.00012747-0.0010728i,-0.00059927-0.001022i,-0.0014659-0.00029899i,-0.0016943+0.00019019i,-0.0009355+5.2229e-05i,-0.00024039-0.0001722i,0.00052581+8.2255e-05i,0.00045207+5.3567e-07i,-0.00024271-0.00046796i,-0.00073328-0.0010396i,-0.00046091-0.0011098i,-0.00028976-0.00062199i,-0.00050255+0.0005838i,0.00012231+0.0015147i,0.00077469+0.00036222i,0.00038113-0.00069538i,-0.00016801-0.00028739i
-0.0018721-0.00088801i,-0.0013839+0.00016192i,-0.00025096+0.0019506i,0.0008893+0.0022751i,0.002352+0.001825i,0.0026372+0.00075856i,0.00034743-0.00076241i,-0.0012678-0.0011057i,-0.0011759-0.00056889i,-8.9331e-05-0.00024232i,0.00030544-0.00023463i,-0.00020821-0.00013416i,-0.0004175-0.00071871i,-0.00056731-0.0016332i,-0.00063003-0.001358i,2.0873e-05+4.0507e-05i,0.00040511+0.00058281i,0.00070338+0.00014366i,0.0014829-0.00013918i,0.00083469-7.7302e-05i,3.5018e-05+1.1631e-06i,0.00013102-0.0002141i,0.00037014-0.00038989i
-0.00020777+0.0010296i,0.00028524+0.0017842i,0.00059104+0.0026063i,0.0010603+0.0021298i,0.00097729+0.00029179i,0.00012857-0.0010575i,-0.00020831-0.001454i,-0.00062612-0.0016362i,-0.0010868-0.00096397i,-0.00085716-0.00040561i,8.9298e-05+0.00019501i,-0.00033173+0.00038346i,-0.00055673+0.0003414i,6.6805e-05+0.00061712i,-0.00016442-0.00025278i,-0.00035321-0.00050489i,-0.00026721+0.00040612i,-0.00045252-1.4173e-05i,0.00018331-0.00063683i,0.00077485-0.00048399i,2.5663e-05+0.00024383i,-0.00049706+0.00092806i,-0.00037314+0.00064308i
-6.3403e-05+0.0010466i,-0.00014501+5.3608e-05i,0.00086562+6.1807e-05i,0.0015887+0.00032082i,0.0010699-0.00048319i,-0.00043266-0.00073488i,-0.0014702-0.00022573i,-0.0016449-0.00045016i,-0.0010127-0.00060538i,-0.0001034-0.00030044i,0.00013342+0.00017089i,-0.000233+0.00063557i,-0.00072221+0.00063915i,-0.00044092+0.00074126i,0.00072949+0.00033214i,0.00089002-0.00026087i,-0.00051503-0.00048201i,-0.000887-6.2882e-05i,-0.00047404+0.00027125i,-8.2677e-05+3.5428e-05i,0.00037203+0.00031371i,0.00025101+0.00093032i,-9.9344e-06+0.00030671i
-0.00089924+6.2759e-06i,-0.00069454+0.00097091i,-0.0010253+0.0027157i,0.00056266+0.0031368i,0.0019321+0.0021403i,0.0015087+0.00052967i,0.00036291-0.0015113i,-0.00056983-0.0014998i,-0.00085565+0.00061277i,-0.00041897+0.0017375i,-0.00012585+0.001109i,4.1505e-05-0.00025847i,0.00044187-0.00051319i,0.00024409-0.00012239i,6.3351e-05-0.00046104i,-7.0282e-05-0.0003382i,-0.0004987+0.00010841i,-0.00070776+0.00030719i,-0.0002241+5.8322e-05i,-0.00021038-0.00032812i,0.00025513+5.5227e-05i,0.00088357+0.00050436i,0.00028334-0.00019602i
-0.0015944+0.00082534i,-0.00061702+0.0011985i,0.00089024+0.0016064i,0.0013629+0.0018369i,0.00058245+0.0018681i,0.00014508+0.00067709i,-0.00066855-0.0015458i,-0.0018353-0.0020747i,-0.0022531-0.00064036i,-0.00091056+1.2586e-05i,3.6419e-05-2.905e-05i,-1.1893e-05-0.00028784i,6.5347e-05-0.00037309i,-0.00072286-0.00046756i,-0.00062573-0.00043847i,0.00069193-6.8691e-05i,0.0013961+2.0859e-05i,0.000772+0.00040047i,-0.00037654+0.00055636i,-0.0006086+0.00025497i,0.00056904-5.6715e-05i,0.00089429-0.00011481i,7.4865e-06-0.0002074i
0.00080329+0.0010862i,0.00063296+0.001125i,0.0010982+0.0026772i,0.0014463+0.0022935i,0.00058908-0.00038795i,-0.00063605-0.0021724i,-0.0017559-0.0019249i,-0.0027917-0.0010948i,-0.0022847-0.00037089i,-0.00076911+0.00028987i,6.5216e-05+3.2404e-05i,-0.0005421-0.00045477i,-0.0009169+4.1131e-06i,-0.00011825+0.00030351i,0.0004703-0.00041298i,0.00093882+0.00019432i,0.00065864+0.00097596i,-4.8778e-05+0.00066181i,-7.9018e-05-0.00019723i,0.00015651-0.00073522i,5.4893e-05-0.00078514i,2.1105e-05-0.0012113i,8.4166e-05-0.00081506i
-0.00018581+0.00015019i,-0.00037473+0.00027523i,-0.0007755+0.0014634i,-0.00055689+0.0017596i,0.00047992+0.0010782i,0.0010352+0.00094678i,0.00027315+5.2144e-05i,-0.0014256-0.00053647i,-0.0026181-0.00015527i,-0.0015346-0.00032158i,-4.1928e-05-0.00053303i,-0.00037823-0.00034316i,-0.00046507-0.00092296i,0.00039658-0.0013609i,0.00037476-0.00063326i,-0.00019158+0.00013916i,-0.00061522+0.00046086i,-0.00067677-0.00037001i,-0.0004349-0.0011561i,-0.00055595-0.00027713i,-0.00080115+8.4785e-05i,-0.00069723+0.0001654i,-0.00039084+0.00028908i
-0.00043343-0.00016521i,-0.00057123-0.0001595i,5.5336e-05-9.615e-05i,0.00032489+0.00026685i,-0.00063419+0.00023768i,-0.0020887-0.00045026i,-0.0024566-0.0012167i,-0.0024675-0.0014817i,-0.0021387-0.00092158i,-0.00092002-5.8478e-05i,-5.3384e-05-0.0002704i,-0.00031569-0.00079561i,-0.00035332-0.00025565i,-0.00061815-0.00033269i,-0.00079333-0.00067727i,-7.619e-05-0.00029671i,0.00035593+8.8527e-05i,-0.00014713+0.00048573i,-0.00055532+0.00061579i,-0.00021838+0.00055627i,0.0001507-0.00028653i,-0.00033248-0.00073079i,-0.00049519-0.00063552i
-0.0010283+0.0011485i,-8.8734e-05+0.0017345i,0.00011915+0.0026476i,0.0010273+0.0023225i,0.0014125+0.0013182i,0.0010531-0.00032051i,-0.00043075-0.0019005i,-0.0019932-0.001949i,-0.0014601-0.00044901i,-0.00040841+0.00057132i,-5.0601e-06+0.00014911i,-0.00071095-0.00087823i,-0.0012028-0.0006734i,-0.00084369-7.4847e-05i,-0.00047271-0.00013955i,0.00029361-0.00017069i,-9.6197e-05+0.0004706i,-0.0006394+0.00060884i,-5.1198e-05+0.00019656i,0.00066832+0.00041637i,0.00032278+0.00070845i,0.00024542+0.00064214i,0.00064148-9.9351e-05i
-0.00053221-0.0012796i,-0.0005707+0.000579i,-0.0005718+0.0016899i,-0.00019283+0.0010791i,0.00079586+0.00047923i,0.0010294+0.00027552i,-0.00024165-0.00058352i,-0.0012575-0.0012423i,-0.0018177-0.00049894i,-0.0011873+0.00061535i,-0.0003422+0.0011999i,0.00011207+0.001016i,0.001031+0.00027378i,0.0014498-0.00040368i,0.00060948-0.00041259i,-0.00020452+0.00014151i,-0.0001541+7.0403e-05i,0.00018683-0.00058983i,0.00099058-0.00087077i,0.001385-0.00038335i,0.00041847+0.00026804i,-7.7647e-05+0.00054801i,0.00045814+0.00069123i
0.0002284-0.00046469i,-0.00041329+0.00075726i,-0.00040406+0.00063189i,0.00051723-0.00012107i,0.00077837-0.0010566i,0.00025377-0.00022689i,0.00023759+0.00031162i,-0.00056931-4.0793e-05i,-0.0013575-0.0008731i,-0.00072644-0.00072605i,-0.00048255-0.0003675i,-0.00048769-0.00051111i,-7.2495e-05+0.00029836i,0.00013623+0.00081338i,9.6894e-05+0.00026675i,0.0002578+3.4455e-05i,0.00043869+0.00023078i,0.00036514+7.2194e-05i,8.2217e-05+0.00036322i,-0.00069815+0.00049634i,-0.0015133+7.6347e-05i,-0.00081561+0.00019746i,0.00018426+0.00033857i
0.00085611+0.0011891i,-0.00070995+0.0018047i,0.00049538+0.0013543i,0.0014199+0.0013305i,0.00013704-0.00027701i,-0.00057449-0.0016694i,-0.0011252-0.0010375i,-0.0022749-0.0012686i,-0.001708-0.00067459i,-0.00079878-0.00024083i,-0.00069849-0.00071462i,-0.00019834-0.00056434i,0.00038281-0.00019563i,0.00030868+0.00014109i,5.7712e-05+1.1666e-05i,-0.00028253+0.0002806i,-0.00032052+0.00089442i,2.099e-06+0.00042749i,7.1741e-05-0.00058376i,0.00019345-0.00049459i,0.00034771-6.8588e-06i,9.3868e-05+0.00055634i,0.00016961+0.00058593i
-0.0014521+0.00038741i,-0.00055533+0.00094751i,-0.00052466+0.0026079i,0.00043819+0.0024799i,0.0013738+0.0006901i,0.00098898-0.000807i,-0.00023548-0.0010511i,-0.0016318-0.0013725i,-0.0019012-0.00088465i,-0.00076775+0.00010439i,0.000136+0.00049276i,0.00034096+0.00035327i,0.00090711-0.00045919i,0.0011153-0.00049217i,0.0004605+8.4452e-05i,-0.00031117-0.0001644i,-0.00018512-0.00073534i,0.00010126-0.00058404i,-0.00033978-0.00035198i,-0.00069006-0.0004287i,-0.00036107-0.00071501i,-0.00016312-0.00072275i,-0.00028938-0.00062884i
-0.0010017+0.00048799i,2.001e-05+0.00061734i,0.00071392+0.00056282i,0.00086736+0.00095246i,0.00093095+0.00091597i,0.0010601+0.00016197i,0.00017608-0.00033783i,-0.00085404-0.00045781i,-0.001252-0.00010837i,-0.0010542-1.0583e-05i,-0.00051194-0.00043981i,0.00047559-0.0002436i,0.001117+0.00012614i,0.00041115+1.4554e-05i,-7.987e-05-0.00068505i,0.00017974-0.00065745i,-6.6311e-05+0.00022667i,1.1425e-05+0.00050364i,1.7375e-05+0.00026787i,-0.00016894+0.00020012i,0.000206+0.00058452i,-0.00015206+0.00081527i,-0.00072867+0.00016658i
0.00088038+0.0020526i,0.0010064+0.0013522i,0.00070056+0.0010266i,0.00092903+0.0016586i,0.00086725+0.0020565i,0.00033785+0.00065697i,-0.00010661-0.00080206i,-0.0010846-0.00097674i,-0.0018215-0.0006131i,-0.0010166+0.00034891i,-0.00014034+0.0010387i,-0.00023464+0.00082159i,-0.000671+0.00071493i,-0.00026704+0.00047846i,0.00040962+0.00025364i,0.00064304+0.00013843i,0.00058942-2.7642e-05i,0.0003687+0.00020595i,-0.0001903+0.00047494i,-0.00061309-1.1991e-05i,-0.00054482-0.00044655i,-0.00039041-0.00012593i,0.00011371+0.0005498i
-0.00044483+0.0017766i,-0.0012012+0.0024715i,-0.00065566+0.0024284i,0.00060068+0.0014543i,0.00089812+3.4833e-05i,-0.00037406-0.0011787i,-0.0019658-0.0016636i,-0.0019283-0.0016747i,-0.001223-0.0012931i,-0.00063254-0.00063056i,-0.0001619-0.0001386i,-0.00047207+0.00046598i,-0.00044624+0.00067677i,-0.00066744+0.00012076i,-0.00079691-0.00058053i,-0.00012437-0.00073459i,0.00075296-0.00015772i,0.00012979-0.0001572i,-0.00091264-0.00038434i,-0.001264+4.0626e-05i,-0.00054359-0.00029022i,0.00047995-0.00081369i,0.00028263-0.00086023i
-0.0012149+0.00070492i,-0.0011958+0.0017561i,-0.00041233+0.0016327i,0.0011823+0.0011736i,0.0012293+0.00066333i,0.00067784-8.6661e-05i,5.2289e-05-0.0010789i,-0.001046-0.0017146i,-0.0012879-0.00077298i,-0.00050792+0.00028928i,-0.00067144-0.00014906i,-0.00087801-0.000835i,-0.00034398-0.00075139i,-0.0004959-5.484e-05i,-0.00028182-0.00018318i,-7.148e-05-0.00068821i,-0.00033659-0.00080825i,8.6099e-05-0.0011934i,0.0011866-0.0011829i,0.00067371-0.00078054i,-0.00039448-0.00059461i,-0.00034493-0.00049343i,-0.00018041-0.00082081i
-0.00066699-0.00016983i,-0.00037392-0.00021199i,-0.00036981+0.0010804i,-0.0010612+0.00088747i,-0.0014278-0.00052602i,-0.001395-0.00085695i,-0.0014157-0.00044076i,-0.0013562-0.00068192i,-0.001635-0.0007695i,-0.00068123-0.00063498i,-0.00024733-0.00086959i,-0.0010364-0.0003598i,-0.00086548+0.00043536i,-2.9935e-05+0.00058247i,0.0005385+0.00048784i,0.00076523-0.00012015i,0.00082877-0.00052076i,0.00059372-0.00067914i,-0.00011756+8.7867e-05i,-0.00043576+0.00079902i,-0.00046247+0.00045692i,-0.00040073+0.00018631i,5.5878e-06+0.00022297i
0.0016839+0.00094716i,0.0013548+0.0016305i,0.0014783+0.00060936i,0.00095841-0.00062247i,-3.2394e-05-0.00032027i,-0.00061974-0.00035831i,-0.0011333-0.0010438i,-0.0010246-0.001136i,-0.0010576-0.00072168i,-0.00094253-0.00060622i,-0.00076111-0.00028073i,-0.00096171+0.00016102i,-0.00107+6.9519e-05i,-0.00089816+1.9943e-05i,-0.00080493+0.00053609i,-0.0007486+0.0014593i,-0.00090402+0.00096018i,-0.00050268+0.00023325i,0.00027306+0.00067262i,0.00010404+0.00076884i,-0.00033065+0.00015331i,-0.00070247-0.00050043i,-0.00036476-0.00045869i
-0.00085631+0.00030769i,3.692e-05+0.00086789i,0.00057539+0.0023544i,0.00090057+0.0018128i,0.00068223+7.1079e-05i,0.00026726-0.00027268i,-1.0394e-05+0.0004147i,-0.0014776+0.00071168i,-0.00188+0.00077943i,-0.00039447+0.0011151i,0.00033963+0.00086314i,6.9656e-05+0.00056924i,-0.00030616+0.00058631i,-0.00081803+0.0005128i,-0.00030168+0.00047094i,0.00039496+0.00051097i,0.0003413+0.00050583i,-0.00056552+6.9245e-05i,-0.0014291-0.00061079i,-0.0010298-0.0010813i,6.5036e-05-0.00089156i,0.00052153-0.00029544i,0.00018075+0.00012433i
-0.0060154+0.0029723i,-0.0036628+0.0009161i,-0.00153+0.0025489i,0.00042746+0.0032088i,0.0019053+0.0017528i,0.0019124-0.00018263i,0.00093334-0.0011199i,-0.0011807-0.00086847i,-0.0017774-0.00036037i,-0.00018473-0.00072349i,-8.1838e-05-0.00057078i,-0.00060094+0.00018263i,-0.00028997+0.00048466i,0.00021382+2.2419e-05i,0.00038091-0.00060255i,5.5688e-05-0.001058i,-0.00035833-0.001175i,0.00028238-0.00077068i,0.00090127-0.00025047i,0.0011172+5.6057e-05i,0.00055313+0.0003139i,-0.00021388-2.9244e-05i,0.00017261-0.00029859i
0.0028837+0.00099255i,0.0018936+0.0010368i,0.0016213-0.0001316i,0.0006932-0.00092211i,0.00044255-0.0015081i,-4.7836e-05-0.0008777i,-0.0010164-0.00021238i,-0.0015574-0.00053751i,-0.0016738+0.00027064i,-0.0011657+0.0011588i,-0.00052237+0.00064094i,-0.00081597+0.00045327i,-0.00099197+0.00066045i,-0.00046829+0.00067901i,4.7356e-05+0.00071871i,0.00040206+0.00015201i,0.00056361-0.00014875i,0.00042324-0.00026289i,6.2476e-05-0.00036178i,-0.0002715-0.00028081i,-0.00026547-0.00027454i,-0.00014118+0.00019061i,-0.00021301+0.00049133i
0.0009561+3.2847e-05i,0.0011618+0.00094528i,0.0014411+0.0011378i,0.0020547+0.00097355i,0.0019095+0.0015129i,0.0012361+0.0016339i,0.0012461+0.00035857i,0.00028148+0.0001431i,-0.0011235+0.00090238i,-0.00024925+0.00079526i,0.00088095+0.00020877i,0.00042187-0.00031533i,-0.000784+0.00020115i,-0.0014591+0.00056059i,-0.0010087+7.391e-05i,-0.00056578-0.00032848i,-0.00052977+0.00025766i,-0.00064492+0.00048275i,2.9904e-05+7.612e-05i,0.00056381+0.00061295i,0.00011632+0.0010552i,6.2374e-05+0.00054561i,0.00022328+0.00039857i
-0.00032261-0.00045957i,-0.00041069+0.00071328i,7.0464e-05+0.0025825i,7.9292e-05+0.0023718i,-0.00051962+0.00058322i,0.00016864-0.0010341i,3.1814e-06-0.0018044i,-0.0013301-0.0018264i,-0.0011197-0.000489i,-0.00020963+0.00052792i,-0.0001832-9.5582e-05i,-0.00056832-0.00046218i,-0.001094-0.00024353i,-0.00082898-8.3262e-05i,-0.00042282-0.00015765i,-0.00076256-0.00068187i,-0.00058048-0.00059667i,-0.00037562-0.00079478i,-0.00035868-0.00048499i,-7.7152e-05-0.00018293i,9.8642e-05-0.00070731i,0.00012486-0.00035553i,-0.00012678+0.00050445i
0.00026634+0.00077837i,-0.00010984+0.00044939i,-0.00068297+0.00086699i,-0.00016921+0.0015151i,0.00051444+0.0016771i,0.00047726+0.00034857i,-0.00022057-0.0013607i,-0.0011545-0.0015268i,-0.001312-1.8883e-06i,-0.00081646+0.00055401i,-0.00051221-0.00014454i,7.7096e-06+0.00010763i,2.5292e-05+1.9573e-05i,0.0001634+0.00024406i,-0.00015049+0.00052056i,-0.00055918-0.00059402i,-0.00010882-0.0005184i,0.00010706+2.5285e-05i,0.00020848-0.0009104i,3.2471e-05-0.0015542i,-0.00020559-0.00086532i,-0.00066477-0.00024616i,0.0001444+0.00029767i
-0.0015978-0.0014608i,-3.626e-07-0.0007297i,9.5889e-05+0.0010462i,-0.00039323+0.0018486i,5.4775e-05+0.0014128i,0.00058063+0.0012003i,-6.9952e-05+0.00056748i,-0.0015213-0.00060323i,-0.0015605-4.4281e-05i,-5.3232e-07+0.001254i,0.00056982+0.00072869i,-3.3799e-05-0.0003153i,-0.00017793-9.7586e-05i,0.00023234+0.00029712i,0.00014245+0.00015347i,1.0174e-06-9.1101e-05i,-5.0682e-05-0.00030673i,-0.00028403-0.00027798i,-0.00011443+0.00046865i,-0.00023394+5.4003e-05i,-0.0010053-0.0005997i,-0.0015714-0.00016224i,-0.0018481-4.3029e-05i
-0.00039217-0.0013211i,-0.00015308-0.0007844i,4.2067e-05+0.00065402i,-0.00026097+0.0019644i,1.5861e-05+0.0023908i,0.0010852+0.0013989i,0.0013136-0.00078106i,0.00040229-0.0018337i,-0.0010292-0.0010115i,-0.0012053-0.0004425i,-0.00039935-0.001212i,-0.0001109-0.00054729i,-0.00026365+0.00016635i,-0.00037576-0.00073541i,-0.00070804-0.00087113i,-0.00029681+2.6258e-05i,0.00022651+0.00073089i,0.00027931+0.00068008i,-0.00022732-0.00068719i,-0.00088486-0.0010048i,-0.0011357-0.0003827i,-0.00069735+0.0001553i,-0.00024534+0.00020031i
-1.1103e-05+0.00030218i,-0.00032514+0.00099887i,0.00038925+0.0014327i,0.00026937+0.0014617i,-0.00093644+0.00057432i,-0.0021702-2.9009e-05i,-0.0021611-0.00058758i,-0.0022801-0.0010046i,-0.0020828-0.0010338i,-0.0010592-0.00047502i,-0.00046635-0.00049499i,-0.00038689-0.0010121i,-0.00046576-0.00024515i,-5.6695e-05+0.00028956i,0.00055662+0.00033366i,0.00029595+0.00037675i,-0.00059679-0.00012622i,-0.00019258-0.00033879i,0.00059555-0.00033658i,0.00045101-0.00011603i,0.00084659+0.00068801i,0.00057895+0.00044112i,0.00019398-0.00033638i
0.00048437+1.8975e-05i,0.00077104+0.0011129i,-0.00017431+0.0025254i,-0.00010167+0.0028359i,0.00054825+0.0018347i,0.00032753+0.0009758i,-5.9629e-05+5.9934e-05i,-0.0012941-0.0012776i,-0.0018742-0.0010125i,-0.00011091+0.0003663i,0.00068797+0.00062788i,-4.5775e-05+0.00027594i,-0.00042872-0.00010491i,-7.0564e-05+5.4914e-05i,-0.00012325+0.00056479i,0.00032002+0.00010695i,0.00086548-0.00045744i,0.00025515+0.00010439i,-0.00046453+0.00055397i,-0.00066917-0.00061659i,-0.00070716-0.0008495i,-0.00032072-0.00029286i,-8.2468e-05-0.00058373i
-0.0016665-0.00010341i,-0.0015115+0.0010491i,-0.00058155+0.001548i,0.0015215+0.0010599i,0.0019049+0.00067248i,0.0017425-0.00014022i,0.0008767-0.0014712i,-0.00086942-0.0019707i,-0.001581-0.0013124i,-0.00069421-0.00012056i,8.0096e-07-0.0003377i,0.00017711-0.00094045i,0.00013785+7.4164e-05i,-0.0004907+0.00085447i,-0.00087268+0.00023877i,-0.00088746-2.9222e-05i,-0.00085459+0.0001294i,-0.0012584+0.00046468i,-0.0013076+0.00020435i,-0.00080963+0.00025158i,-0.00083231+0.00024437i,-0.00093674-3.3927e-05i,-0.00051218-0.00047701i
0.0021916+0.00094248i,0.0011946+0.0022602i,0.0010973+0.0027653i,0.0012528+0.0019068i,0.00043076+0.00076109i,-0.00091998+0.0006218i,-0.0014989+0.00061811i,-0.0020349+0.00030265i,-0.0020518+0.0003776i,-0.0010032-0.00029656i,9.2681e-05-0.00094314i,0.00037616-1.473e-05i,0.00022117+0.0010004i,0.0007309+0.0006571i,0.0010396+0.00029573i,0.001346-2.2266e-05i,0.0011927-0.00028396i,0.00051528-0.001106i,0.00037194-0.00071408i,0.00012454+0.00054597i,-0.00035011+2.1442e-05i,-0.00031089-0.00024267i,-0.00058221+0.00045838i
-0.00038534+0.00046522i,4.6713e-05+0.00041628i,0.00081174+0.0014039i,0.0006842+0.0014289i,0.00017266-6.716e-05i,-0.00026761-0.00078801i,-0.0011027-0.00091327i,-0.0015496-0.00097963i,-0.0011262+0.00014542i,0.00017858+0.0012627i,0.0011364+0.0013528i,0.00023057+0.00068153i,-0.00072177-1.1465e-05i,-0.00066031-0.00049453i,-0.00013741-2.6936e-05i,0.00025097+0.00078398i,0.00023347+0.00056117i,0.00020873+7.3327e-05i,-0.00049883-0.00040889i,-0.00042993-0.00035331i,0.00020402-6.6825e-05i,0.00054484+3.0053e-05i,0.00051813+5.6552e-05i
0.00075934+0.0010961i,0.00029334+0.0018315i,0.00051696+0.0022845i,0.00076664+0.00173i,0.00074274+0.00022069i,4.5772e-05-0.00090445i,-0.00015923-0.00053096i,-0.00025302-0.00018876i,-0.00015829-0.00028259i,0.00044546-0.0002053i,-7.1745e-05-0.00020365i,-0.00083816+8.2813e-05i,-0.00013918+0.00018343i,0.00044141-2.5508e-06i,0.00030404+0.00032612i,0.00011454-9.2363e-05i,-0.00029795-0.0008017i,-0.00031974-4.6908e-05i,6.7361e-06+0.00040421i,0.00035683-0.0013392i,0.00020308-0.0016237i,-0.00037894-0.00047777i,-0.00058772-0.00037173i
0.00067662-0.00025798i,-8.6204e-05+0.0002769i,-0.00061452+0.0011479i,-0.0012274+0.0007766i,-0.0012201+0.00057118i,-0.0005621+0.00037188i,-0.00058984-0.00023889i,-0.00094364-0.00043581i,-0.0011995+0.00037581i,-0.00084855+0.00042923i,-0.00089565-0.00047762i,-0.0012184-6.3345e-05i,-0.00047213+0.00067716i,0.00072627+0.00064922i,0.00092396+0.00061249i,0.00022547+0.00053006i,0.00010786-8.7648e-05i,0.00094217-0.00053128i,0.001172-0.00021045i,3.7674e-05+0.00026944i,0.00011639+0.00037679i,0.00052516+0.00015889i,0.00027228-0.00014842i
0.0003876+0.00057012i,-0.00104+0.00054529i,-0.00060804+0.0020232i,0.00033463+0.0022976i,-0.00015132+0.0012067i,0.00013306+0.00080629i,0.0001261-3.7196e-05i,-0.0016991-0.00076269i,-0.0022407-0.00053795i,-0.0011804+0.0001585i,-0.00050985+0.00015675i,0.00017367+0.00033934i,8.7153e-05+0.0013922i,-0.00029225+0.00081536i,-4.531e-05+3.5221e-05i,-0.00033715-4.2689e-05i,-0.00065832-0.00088336i,-0.00080749-0.0013214i,-0.0003106-0.0007834i,-1.9061e-05-0.00029949i,-0.00036769-0.00090472i,-0.00015753-0.00043127i,2.8626e-05+0.00013239i
0.0018909+0.00078938i,0.0011415+0.0011959i,0.0011474+0.00071588i,0.0012196+0.00036649i,0.0014887-0.0016677i,0.0012498-0.0022252i,0.00032627-0.0019028i,-0.0008082-0.0011067i,-0.0012837-0.00069004i,-0.00020334-0.00065826i,0.00049377-0.00056771i,0.00038053-0.001097i,-1.2744e-05-0.0011467i,-2.9563e-05-0.00066839i,3.0799e-05-0.00036091i,-0.00065706+0.00033984i,-0.00050736+0.00069736i,-5.8456e-05+0.00054687i,-0.00021214+0.000412i,-0.00014398+7.668e-05i,0.00022455+8.2388e-05i,0.00034522-1.399e-05i,-0.00020736-0.00015909i
4.9008e-05+0.00082837i,-0.0002885+0.00141i,9.9895e-05+0.0015615i,2.2316e-05+0.0020177i,-0.00065576+0.0018454i,-0.00082753+0.00022335i,-0.0011999-0.0010914i,-0.0014247-0.00085927i,-0.0020724+0.00047992i,-0.0015768+0.0012465i,-0.0005357+0.00078409i,-0.00055728+0.00035768i,-0.00034131+0.0004555i,0.00011296-0.00030055i,0.00055227-0.0010567i,0.00091511+0.0001338i,0.00077274+0.00073618i,-0.0002303-0.00030706i,-0.00071678+1.4478e-05i,-0.00067307+0.00061557i,1.3307e-05-0.00016796i,0.00019987-0.00030784i,-0.00030859+0.00018413i
0.00054205-0.00079348i,0.0010487+0.00028177i,-0.0005824+0.00089723i,-0.0008774+0.00042066i,-0.00090774+0.0004404i,-0.0005738+0.00091173i,-0.00058664+0.00067926i,-0.001332-0.00014702i,-0.0014077-0.0006837i,-0.00072664-0.0007366i,-0.00018147-0.00097327i,1.9381e-05-0.00098618i,-0.00017947-0.00047826i,0.00066001-0.00035227i,0.0011482-0.00078072i,-5.4079e-05-0.0002212i,-0.00066512+0.00012514i,-0.00077703+6.0997e-05i,-9.7847e-05-0.00076052i,0.0010044-0.0011186i,0.00083023+4.1093e-05i,0.00028769+0.00026003i,4.2714e-05-0.00012589i
0.00063131+0.0001233i,0.00038415-0.00011872i,0.00078973+0.0010035i,0.00047267+0.0016185i,9.6231e-05+0.00087671i,0.00083401+6.7687e-05i,0.0010273-0.00033046i,-0.00051164-0.00078028i,-0.0015912-0.00051404i,-0.00092587-0.00027227i,8.8954e-05-0.00079116i,0.00070456-0.00094254i,0.00042733-0.0001909i,-0.00045359+0.00079875i,-0.00055784+0.0014058i,-4.5607e-05+0.0013728i,0.00012733+0.0003195i,0.00066716-0.00065654i,0.0008571-0.0002648i,0.0002438+0.00031286i,-0.00031459+0.00018554i,-0.00068169-7.3311e-05i,-0.0010157-0.0003053i
0.00091266+0.00032212i,0.00043675+0.0012656i,-0.0010635+0.0016389i,-0.0012325+0.0013474i,-0.0012828+0.00023294i,-0.00071075-0.00064275i,6.6875e-05-0.00022699i,-0.0014724+0.00011453i,-0.0023561-0.00028365i,-0.0015431-0.00036805i,-0.00038772-0.00029037i,-6.2045e-05-0.00024144i,-0.00029979+0.00012015i,-0.00033922+0.00069813i,-0.00016131+0.00066516i,-8.951e-05+0.00022941i,0.00014179-0.00074383i,-9.7463e-05-0.00090205i,-0.00049798-6.6368e-05i,-0.0003801-4.022e-05i,0.00023456-0.00071865i,0.00046081-0.00059842i,-0.00023295-0.00079648i
0.00027354-0.00012882i,-0.0002399+0.0003687i,-0.0011168+0.000124i,-0.00015124+0.00022208i,0.00088241+0.00064445i,0.00083532-0.00057453i,0.00094439-0.0022174i,0.00023077-0.001909i,-0.0016531-0.00086554i,-0.0017495+0.0006047i,-0.00025229+0.00083434i,-0.00012552+0.00050706i,4.0473e-05+0.00039683i,0.00020843+0.0001317i,2.5813e-05+0.00055683i,0.00022+0.00048375i,-8.6462e-05+3.8724e-05i,4.5541e-05-0.00013771i,-0.00064401-0.0007281i,-0.0011346-0.00073301i,-0.00061428-0.00068425i,-0.00029999-0.0011527i,-5.0947e-05-0.0011154i
