-0.00012768+0.00023251i,0.00058061-0.00031892i,-0.0010593-0.00055529i,-0.001246-4.0922e-05i,-0.0010099+0.0012318i,-0.0016989+0.0018386i,-0.0014804+0.0022883i,-0.00059932+0.0024312i,0.00082272+0.0014664i,0.0010498+0.00048415i,-2.5294e-05-0.0002827i,-0.00035239-0.00063394i,-0.00070886-0.00040001i,-0.00063185+0.0001344i,0.00039976+0.00050512i,0.0013647+0.0007262i,0.0016994+0.00036713i,0.0011205+0.00041832i,0.00079432-0.00037586i,0.00087534-0.00126i,0.00052485-0.0011295i,0.00031169-0.00036497i,-0.00024883-6.9145e-06i
0.00015628+9.1888e-05i,-0.00013199+0.00054523i,0.00049675+0.00088534i,0.0015354+0.001061i,0.00083031+0.0011787i,0.00045421+0.00071589i,0.00018544+0.00066044i,0.00051092+0.00076147i,0.0009454+0.00065768i,0.00023277+0.00015696i,-0.0001796-0.0009722i,-0.00064819-0.0010506i,-0.0011189-0.00014745i,-0.00010476+0.00020703i,0.0012322+8.0749e-05i,0.0015851-2.7903e-05i,0.00075228-4.0244e-05i,-0.00037235-0.0001011i,-0.00058065-0.00024356i,-0.00028699+0.00022021i,7.7911e-05+0.00087754i,-0.00032262+0.00069789i,-0.00035539-9.9541e-05i
-0.00042653-0.00030496i,-0.00096359+0.001297i,-0.0016133+0.0010242i,-0.001093+0.0010213i,0.00018764+0.0013327i,0.00053832+0.00092786i,0.00069313+0.00057973i,0.00082423+0.00027738i,7.0163e-05+0.00044023i,-0.00082885+0.0004938i,-0.00049601-0.00050002i,-0.00010362-0.00084022i,-0.00033561-0.00048013i,2.8965e-05-0.00044129i,0.00064551-0.00031892i,0.00081198-0.0002455i,0.0010823-0.00080664i,0.0014768-0.00064305i,0.0012054-0.00040786i,-1.8977e-05-0.00070157i,-0.0011155-0.00060916i,-0.00073666-0.00012008i,9.2769e-05-7.8315e-05i
-0.0020521+0.00051267i,-0.0019412+0.00039849i,-0.00071058+0.00013497i,-8.4321e-05+0.00014892i,1.6405e-05+0.00054348i,0.00011747+0.00080118i,0.00014635+0.0010072i,2.6816e-05+0.00061167i,9.5883e-06+0.00035006i,0.00026072+0.00075879i,0.00057198+0.00023107i,-2.8687e-05-0.0004891i,-0.00059131-0.00096683i,-5.2941e-05-0.00069384i,0.00062779+0.0001385i,0.00093044+0.00028996i,0.00053423+0.00039894i,0.00035766+0.00033766i,0.00061878+1.2845e-05i,0.00090149+0.00011788i,0.00067662+0.00037885i,0.00022002+0.0004393i,4.283e-05+4.3356e-05i
0.00091069-0.00029433i,0.0014632-0.00067258i,0.0012249-0.00046627i,0.0011805-0.0010198i,0.00084869-0.00040561i,-0.00088432+0.00063302i,-0.00050135+0.00093496i,0.00069878+0.0015447i,0.0008364+0.00086869i,-8.0291e-05-0.00055164i,-0.00029845-0.00079309i,0.00035639-0.00047585i,0.0008532-0.00056196i,0.00044706-3.767e-05i,0.00010765+0.00038055i,0.00019746+0.00035712i,0.00035502+0.00050255i,0.00046733+0.0001691i,0.00070901+0.0003985i,0.00050611+0.00025361i,-2.5331e-05-0.0002776i,-0.00034826-0.00018509i,-2.5374e-05-0.0010671i
-3.2805e-05+0.001487i,0.0009104+0.00043114i,0.0014603-0.00059169i,0.00070323+0.00067232i,-0.00022927+0.00080014i,-8.0485e-05-0.0006292i,2.8289e-05-0.00026177i,-0.00054384+0.00046741i,-0.00029758+0.00057542i,0.00031838+6.1072e-05i,0.00040307-0.00073275i,0.00015016-0.00079983i,-0.00069933-0.0011238i,-0.0012338-0.0011047i,-0.00021044-0.00022876i,0.00054362+0.00083285i,0.00095283+0.00036901i,0.00094185-0.0011114i,0.00049668-0.0013286i,0.00042529-0.00047703i,0.00053483-0.00011595i,0.00028848+3.3238e-05i,-2.979e-05-1.6205e-05i
0.00053197-0.00078385i,9.6014e-05-0.00095233i,-0.001119-0.00048852i,-0.00074278+0.00035141i,-0.00025687+0.0015262i,-0.0002131+0.002513i,0.00012383+0.0026269i,3.135e-05+0.0014671i,0.00038791+0.00068356i,0.00070053+0.00084251i,3.0886e-05+0.00036745i,-0.00014596-0.00056826i,-0.0001515-0.00080497i,0.0001968-0.00022174i,0.0013865-3.0361e-06i,0.0020835-0.00027413i,0.0016775-0.00023788i,0.00091566-0.00038163i,0.00046828-0.00052886i,-0.00057249-0.00087622i,-0.0010971-0.0013635i,-0.00099542-0.00064491i,-0.0010734+0.00020925i
-0.00073234+7.1038e-05i,0.00021467+0.0010004i,0.00029159+0.00092505i,-0.00044346+0.00051141i,-0.00034569+0.0009584i,0.00034689+0.001521i,0.00052353+0.0011576i,0.00086823-9.7299e-05i,0.0012209-0.00054113i,0.00057962-0.0006445i,-0.00021017-0.0015076i,-0.00014825-0.00098663i,-0.00012423-2.0477e-05i,0.00016108+0.00050146i,0.00028501+0.00037168i,0.00027033+0.00051086i,0.00046669+0.0006377i,0.0011311-0.00013798i,0.0016873-0.00059099i,0.00039502-0.00015934i,-0.00054128+0.00046078i,-0.00062632+4.5446e-05i,-0.00027649-0.00083791i
0.0017101+0.00026587i,0.00091334+0.0010245i,0.00017062+0.0012331i,0.0001698-0.00033113i,0.00080362-0.0004893i,0.00099007+0.00088009i,0.0010229+0.0011297i,0.00069249+0.00069306i,0.00043258+0.00063879i,0.00033111-0.000364i,-0.00010941-0.00095385i,-0.00096341-0.00032226i,-0.00057862+1.5217e-05i,0.00037326-6.3254e-05i,0.00086777+0.0003176i,0.00092728-1.0514e-05i,0.00038574-0.0005224i,-0.0002104-0.00021482i,0.00023571-0.0004392i,0.00094311-9.1325e-05i,0.00029616+0.00055811i,-0.00065646+0.00043954i,-0.00045278+0.00019942i
0.00098375-0.00085418i,0.0013017-0.00016242i,0.00067851-3.5219e-05i,-0.00051345+5.7557e-05i,-0.000824+0.00026459i,-0.00010378+0.00075222i,0.00014803+0.0016778i,0.0001932+0.0022985i,2.2289e-05+0.001372i,0.00019052-0.00028105i,3.0016e-05+4.7165e-05i,-0.00016603+0.00023631i,0.00034914+0.00011871i,7.1081e-05+0.00054989i,-7.1826e-06+0.00056798i,0.00055939+0.00050792i,0.0010035+0.00023786i,0.00085723-0.00066257i,0.0005896-0.0015922i,0.00044765-0.0012419i,0.0004345-0.00020353i,0.0008641+0.00038793i,0.00088594+7.2268e-05i
-0.0021215-0.00048545i,-0.0013395+0.00025036i,-0.0014783+0.0017146i,-0.0004425+0.0026351i,0.0013466+0.0023298i,0.0013029+0.0011773i,0.00047183+0.00066007i,-0.00021758+0.00081833i,0.00018642+0.00079635i,0.00065099+0.00042807i,0.00032968+2.7432e-05i,0.00028648-0.00045341i,0.00017185-0.00059962i,0.00024695-0.00011863i,0.00047294+0.00026756i,0.00082963+0.00011076i,0.00091505-0.00018612i,0.0010709-0.00069767i,0.001014-0.0011355i,0.00054851-0.00066202i,0.00018496-0.00056755i,-0.00043716-0.0010962i,-0.00059814-0.00027328i
0.0010031-0.00049419i,0.00085656-0.0010935i,0.0014554-0.0001112i,0.0013796+0.00045175i,0.0002257-0.00072982i,-0.0010186-0.00040639i,-0.00072467+0.00048069i,0.00039328+0.00063688i,0.00070355+0.00048225i,0.0010329+0.00031499i,0.00054559-0.00032773i,-0.0002213-0.00069229i,-9.4266e-05-0.00025313i,0.00033168-0.0003017i,0.00069183-0.00070192i,0.00051817-0.00053725i,0.00024748-0.00014071i,0.00049676-0.00015291i,0.00052205+0.00027817i,0.00012404+0.00029459i,-7.1099e-05-2.3092e-05i,0.00048727-0.0004684i,0.00082693-0.00036641i
-0.00014109+0.0018756i,0.00014767+0.0012949i,0.00099576+0.0016164i,0.0013279+0.0012669i,0.00085055+0.00049436i,0.00066722-0.00021539i,0.00057073+0.00045419i,-0.00026487+0.0014977i,-0.00084758+0.0014156i,0.00055662+0.00051893i,0.001305-0.00069059i,7.97e-05-0.0011867i,-0.0012816-0.00040923i,-0.00096854+0.00017197i,1.2773e-06+2.6451e-05i,0.00057149-0.00025669i,0.0012189-0.00071655i,0.00016998-0.00048565i,-0.00087775+0.00026702i,-0.00036427+0.0003678i,0.00016231-0.00010895i,0.00013941-5.5694e-05i,-0.00046897+6.044e-05i
0.0007228-0.00033057i,0.0011187-0.0016315i,0.00087472-0.0025032i,0.0010335-0.0012134i,0.0003981+0.00038296i,-0.00062824+0.00089691i,-1.5565e-05+0.0011321i,0.00044332+0.0011886i,0.00062718+0.00097613i,0.0004078+1.6184e-05i,0.00013633-0.00034466i,-0.00016374+0.00013804i,-0.00027848+0.00013172i,0.00042687+8.468e-05i,0.00050817+0.00033348i,0.00047515-0.0001702i,0.00076652-0.00071983i,0.00016164-0.00073938i,-6.1034e-05-0.00058098i,-8.4213e-06+7.0053e-05i,-0.00035053+0.00055029i,0.00011399+0.00044791i,0.00040487+0.00024823i
0.00010206-0.00013537i,-0.00039306+0.00082207i,-0.00075336+0.001662i,-0.00083616+0.0012322i,-0.00016201+0.0010143i,0.00038528+0.00079451i,-6.256e-05+0.00070486i,-0.00037225+0.0011656i,0.0001068+0.00096074i,0.001202-7.3305e-05i,0.0010685-0.00021317i,0.00024373-0.00014919i,-0.00032155-0.00015459i,-0.00047124-3.5285e-06i,1.0869e-05+0.00028143i,0.00029057+0.00051663i,-7.5263e-05+7.3566e-05i,-0.00022394-0.00048715i,0.00027406-0.00034205i,-7.7447e-05+7.1997e-05i,-0.00036255-0.00050653i,-0.00058634-0.00090102i,-0.00090823-0.00073603i
-0.0005491-0.00030115i,0.00095198+0.00061509i,0.001232+0.00043469i,0.00039278+0.00062974i,2.4522e-06-0.00013528i,-0.00065479-0.00070783i,-0.00069243+0.00011441i,0.00029598+0.00066313i,0.0008211+6.0654e-06i,0.00036707-0.00093014i,-0.0004393-0.0012626i,-0.00081715-0.0011561i,-0.00072971-0.00022796i,-0.00042597+0.00046453i,-0.00047374-0.00064907i,0.00022115-0.00062114i,0.00060788+0.00072876i,0.00046773+0.00078958i,0.00077804+0.00024731i,0.00027018+0.000368i,1.5141e-05+0.00060384i,9.1619e-05+0.0003872i,3.736e-05+0.00011548i
-0.00041114+0.00046739i,-0.00039989-0.0001937i,0.0004045-4.3736e-05i,0.00085414+2.5961e-05i,0.00076188+0.00033928i,0.0010221+0.00013468i,0.0011936+0.00016742i,0.00096277+0.001023i,0.00061054+0.00065079i,0.00052306-0.00041494i,0.00053153-0.00065351i,-0.00035574-0.00055988i,-0.001002-0.00084532i,0.00029522-0.00095073i,0.0011515+0.00028794i,0.00082872+0.0008469i,0.00092056+0.00035524i,0.0006615-0.00037467i,0.00023407-0.00031053i,-0.00029378-0.00011008i,-8.3972e-05-0.00043815i,-0.00045109+3.5465e-05i,-0.00086199+0.00023532i
0.00042844+0.0016393i,0.00063481+0.00085965i,0.00015751+0.00096213i,-0.00013166+0.0012813i,-0.00031917+0.00033657i,-0.00011505+0.00029064i,0.00029803+0.00095564i,-1.2811e-05+0.0013442i,-4.5601e-05+0.0010179i,0.00064344+3.387e-06i,0.0013745-0.00072948i,0.00041719-0.00040688i,-0.0009361+0.00045098i,-0.001093+0.00064522i,-0.00088293-6.306e-05i,-0.00020803-0.00030496i,0.00017682-0.00017851i,-0.00047514-0.00042386i,-0.00038254-0.00054076i,0.00017407-0.00065424i,0.00079953-0.00066793i,0.00061641-0.00068207i,-5.7875e-05-0.00042069i
-0.00029354-0.00021144i,-0.00070626-0.00055917i,-0.00092405+0.00096922i,-0.00097553+0.0017455i,-0.00067008+0.00096545i,-0.00045746+0.001076i,0.00029522+0.001238i,0.00098259+0.0008393i,0.00029324+0.00092051i,-5.8972e-05+0.00067152i,7.8821e-05-0.00043841i,5.3927e-05-0.0012423i,0.00015896-0.00069416i,0.00023866-3.8441e-05i,0.000456-1.4193e-05i,0.00076645-0.00018372i,0.00088585-0.00048291i,0.0010268-0.00068185i,0.0013317-0.00062575i,0.0013219-0.00015569i,0.001088+0.00044746i,0.00049721-5.2649e-05i,-0.00015202-0.00038724i
-0.0013193+0.0017052i,-0.00040316+0.0016425i,0.0011615+0.0022587i,0.0011981+0.0015404i,0.0011207+0.00049525i,0.0016828+0.00025105i,0.0012686+0.00076466i,0.00061477+0.0017834i,0.00028084+0.0017592i,0.00074286+0.00050919i,0.00045725-0.00083403i,-0.0012877-0.001053i,-0.0023483-0.00013377i,-0.0014476+0.00057245i,-0.00012008-0.00031403i,0.0010851-0.00078614i,0.0012275-0.00028222i,-0.00015501-0.00015704i,-0.0010059-7.3768e-05i,-0.0011458-0.00025573i,-0.00053623-4.0249e-05i,0.0005439+0.00052045i,0.00025145+0.00019879i
-0.0011941+0.00039059i,1.1942e-05+0.00087458i,0.0013853+0.0014434i,0.0013336+0.0012348i,0.00070566+0.0015056i,0.00018335+0.00094511i,0.00022384-2.965e-06i,0.0003162+5.5888e-05i,-8.5279e-05-3.2479e-05i,-1.2337e-05-5.2754e-05i,6.9666e-05+0.00034316i,-2.8003e-05-0.00011476i,3.5196e-05-0.0002694i,0.00058336-6.0161e-05i,0.00089977-0.00011022i,0.0006059+0.0009003i,0.00068207+0.0012316i,0.00057423+0.00028594i,-0.00019237-0.00051494i,-0.0008087-0.00012435i,-0.0010816-0.0003695i,-0.00026588-0.0010823i,-0.00031914-0.00089359i
0.00079717+0.0014284i,0.0013187+0.0011711i,0.0017663+0.00073959i,0.0011154+0.00052382i,0.00086351+0.00060722i,2.0655e-05+0.00093195i,-0.00050689+0.00055695i,0.00028138+0.00063788i,0.0007156+0.00073949i,0.00098642+0.000523i,0.00031903-0.00027866i,-0.00056419-0.0013901i,-0.00081546-0.00074704i,-0.00039379+0.00089664i,0.00061475+0.0014136i,0.0011275+0.00099876i,0.0004711+9.0821e-05i,0.00063333-0.00029189i,0.00015125+0.00022744i,-0.00016958+0.0005763i,0.00019452+0.00089346i,-0.00034453+0.00076296i,-0.0010706+0.00014996i
0.00012314+0.0005293i,0.00011511+0.0020048i,-0.00053874+0.0019762i,-0.00081348+0.00086121i,-0.00045474+0.0001367i,0.00010863+0.00020518i,0.00069459+0.001169i,0.00088855+0.0015063i,0.00080304+0.0014891i,0.0010724+0.00087749i,0.00050725-9.5519e-05i,-0.00016366-0.00075272i,-0.0005622-0.0006847i,-0.00027397-2.6938e-05i,0.00067489+0.0005776i,0.0011324+0.00047103i,0.0014538+0.00012737i,0.0011692+1.0221e-05i,0.0003591+0.00047749i,7.0701e-05+0.00044435i,0.0006152-0.00035427i,0.00050911-0.0011186i,-8.3298e-05-0.00065981i
0.00092685-0.00075199i,0.00034878-0.0023774i,0.00084605-0.0035604i,0.00098113-0.0024817i,0.00061992-0.0012648i,4.5692e-05+0.00025209i,-0.00060942+0.0013731i,0.00032375+0.00092522i,0.00067256+0.00070509i,-0.00025237+0.00039886i,-0.00072622-0.00053759i,-0.00051747-0.00081499i,-0.00010322+8.5761e-05i,0.00026163+0.00029141i,0.001108-0.00022373i,0.0015312-0.00038233i,0.00062089+0.00050459i,-0.00049554+0.00081122i,-0.00073147-0.00026737i,-0.001141-0.00067389i,-0.001158+1.5497e-05i,-0.00065067+0.00067787i,-0.00015072+0.00076012i
-0.0010087+0.001181i,-0.00080285+0.0017186i,0.000249+0.0020343i,0.00050844+0.0016125i,0.00056964+0.0013428i,0.00065329+0.00025011i,0.00047648-4.2138e-05i,0.00047096+0.0004625i,-0.00032837+0.00024319i,-0.00082209+7.8883e-05i,-6.7459e-05-0.00051801i,9.0045e-05-0.00080015i,-0.0013067-0.00034403i,-0.001758-5.1251e-05i,-0.00069979-2.9885e-05i,0.00017993-0.00016865i,0.00073412+0.00013562i,0.0014717+0.00018121i,0.00097323+0.00039143i,-0.00021773+0.00032451i,0.00015259+0.00012202i,0.0014225+0.00034176i,0.0012977+0.00022755i
0.00014682-0.0013202i,-0.0014206-0.00082457i,-0.0025523-0.00036707i,-0.0023934+0.00022902i,-0.0021584+0.0010054i,-0.0012274+0.0022363i,-0.00021082+0.0023346i,0.00030623+0.0014725i,0.00063781+0.00095375i,0.00038568+0.00075694i,0.00024122+0.00022199i,-0.0005276-0.00073092i,-0.00099729-0.00082144i,-0.00034752-0.00078127i,0.00069683+0.00013427i,0.00063148+0.00086962i,-3.5302e-05+0.00075712i,-0.00037784+0.00054767i,-0.00039992-0.0002765i,-0.00021749-0.00036257i,0.00010389-0.00015954i,4.4502e-05+0.00021517i,-2.4036e-06+0.00046192i
-0.00077957-0.00041449i,-0.0011295-0.00021089i,-0.00054502+0.0013517i,0.00011843+0.0023723i,0.0006231+0.0010056i,0.00060874+0.00022993i,0.0001122+0.00029757i,0.00057084+0.00083326i,0.00073961+0.0011999i,0.00054998+0.00076527i,0.0008474+0.00054596i,0.00063027+0.00011384i,2.9192e-06-0.00021025i,-0.00047702-0.00027909i,-0.00086234+0.0001865i,2.5921e-05+0.000408i,0.00060766-0.00029337i,0.0005821-0.00066676i,0.00097665-0.00064478i,0.00069498-0.00014384i,0.00064561+0.00028823i,0.00044815+0.00069123i,-0.00050597+0.00095599i
0.00014007+0.00047729i,0.00081689+0.00041879i,0.0011425+0.0017804i,0.00042419+0.0022302i,0.00034707+0.0011818i,0.00046932+0.00048807i,-0.0001231+0.00082251i,-0.00014663+0.00087092i,0.00038192+0.00053704i,0.00082387-0.00019486i,0.0003727-0.0013085i,-0.00067687-0.0011318i,-0.00054035-0.00054205i,0.00055147-0.00068302i,0.00057515-0.00017298i,-0.00013665+0.00012544i,0.00044294+0.00018658i,0.00073472+0.00055253i,0.0004643+0.00063336i,-0.00049467+0.00047489i,-0.00068127+7.4515e-05i,0.00067491+0.00010362i,0.00058172-9.6675e-05i
0.00023579+0.00081062i,0.0013753-0.0010003i,0.0022211-0.0011843i,0.0015434-0.0011296i,-0.00051117-0.00088552i,-0.0016368+0.00011112i,-0.0010996+0.00098978i,-0.00084611+0.0012569i,-9.7318e-05+0.001159i,0.00015264+0.00053122i,-0.00037222-0.00057266i,-0.0010241-0.0014884i,-0.0018861-0.0013848i,-0.0015568-0.0003413i,-0.00045717+0.00026262i,0.0004926-0.00020597i,1.9949e-05-0.0004963i,-0.00014103-0.00057233i,3.3473e-05-0.0010016i,-0.00013111-0.00021826i,3.9169e-05+0.00017728i,0.00041136-0.00045601i,8.3105e-05-0.00054745i
0.00084919+0.0021449i,0.00085149+0.0016018i,0.00072036+0.0017014i,0.001673+0.0017047i,0.0027613+0.00046341i,0.0029512+0.00027885i,0.0014856+0.0011458i,0.00035091+0.0011569i,0.00068866+0.00057654i,0.0006768-2.6134e-05i,-0.00023029-8.527e-05i,-0.00083884+3.1181e-05i,-0.0013043-5.6211e-05i,-0.00088287+0.00022291i,-0.00020671+6.5888e-05i,-0.00028316-8.4496e-05i,-0.00059668-0.00013963i,-0.0011881-0.00023472i,-0.00093323-5.396e-05i,-0.00026122+5.7133e-05i,-6.2837e-05+0.00043349i,6.518e-05+0.00074563i,-0.00031736+0.00028314i
0.0018784-0.00073283i,0.0013876-0.0008143i,0.0011746-0.0011133i,-0.00017498-0.0011129i,-0.0014907-0.00058802i,-0.0016419-5.79e-05i,-0.0010228+0.000236i,-7.1094e-05+0.0010338i,0.00076242+0.00099599i,0.00091617+3.9467e-05i,6.4704e-05-0.00075638i,-0.00041457-0.0012156i,-0.00055003-0.00096528i,-7.055e-05-3.4651e-05i,0.00088335+0.0006686i,0.00053464+0.00035247i,0.00033708-6.6824e-05i,0.00058223-0.00021018i,-0.00028987-0.00045156i,-0.00050263-0.00010137i,4.7024e-05+0.00024028i,0.000148+0.00028375i,-9.2747e-05+0.00061783i
-0.0022608-0.00022189i,-0.0017985+0.00081429i,-0.0006608+0.0015682i,0.00038704+0.0024406i,0.0013+0.0020936i,0.00070969+0.0015877i,-9.8009e-05+0.0015431i,-0.00014812+0.00098106i,-0.00018511+0.00085221i,-0.00039488+0.00087843i,-0.0009894+0.00022143i,-0.0007103-0.00064782i,0.00013711-0.00061238i,5.3503e-05-0.00037032i,0.00012851-0.00029627i,6.3096e-05-4.2379e-05i,0.00018429-0.00020119i,0.00070971-0.00090274i,0.00040472-0.00095i,-0.00021731-3.1102e-06i,-0.0001177+0.00051225i,-9.4245e-05+0.00025034i,-0.00058326+0.00037573i
0.0001647+0.00070581i,0.001151+0.0014767i,0.0014358+0.0015841i,0.0008514+0.00069984i,0.00024016-6.9902e-05i,-0.00055466-0.0002413i,-0.00062037+0.00054005i,0.00046317+0.00083728i,0.00083489+0.00054864i,0.00046467+0.00039184i,-0.00034333-0.00012441i,-0.0008975-0.00080093i,-0.00072663-0.00032411i,-0.00081898+0.00091536i,-0.00067644+0.00069801i,-0.0002321+0.00029684i,-0.00031437+0.00069363i,0.00047581+0.00054081i,0.00078751-0.00044839i,0.00054412-0.00053334i,0.00058015+0.00022743i,0.00071997+0.00031505i,0.00073675+3.6711e-05i
6.5335e-05+0.0010097i,-0.0003828+0.0017654i,-0.00065607+0.00038363i,3.2056e-05+8.1548e-05i,0.00032131+0.00062072i,-0.00055957+2.0575e-05i,-0.00098337-0.00055185i,-0.00016284-0.00030129i,0.00017818+0.00051071i,-0.00035727+0.00090231i,-0.00042614+4.8924e-05i,-0.00075643-0.00086621i,-0.00082309-0.00095373i,-1.994e-05-0.00053986i,0.0003828-0.00025398i,0.00082715-0.00023727i,0.0010323+3.327e-05i,0.00072583-0.00018597i,0.00093747-0.00083543i,0.0005888-0.00087748i,-0.00015369-0.00023593i,-0.00047159+0.0011304i,-0.00042155+0.0013679i
0.00046723-0.00041957i,-0.0013166+0.00018068i,-0.0017412+0.00036656i,-0.00049659+0.00013693i,0.00033649+0.0007229i,-0.00013854+0.0011984i,0.00030445+0.0014084i,1.4998e-05+0.0016045i,-0.00089289+0.001297i,-0.0010575+0.00082966i,-0.00066569+0.00033901i,-0.00055591-0.00035879i,-0.0011642-0.00045331i,-0.00080863-0.0002501i,-0.00020113-5.3447e-05i,-4.867e-05-0.0003694i,-0.000111-0.00044133i,-0.00019849-0.00035379i,-0.0004941-0.00067074i,-0.00064742-0.00087057i,-5.9096e-05-0.00069728i,0.00033072-9.1251e-05i,6.1961e-06+5.2483e-05i
-0.00055768-0.00075283i,-0.00058164+0.00014964i,-0.00016944+0.0008434i,0.0014078+0.00095131i,0.0011753+0.0006007i,-0.0006329+0.00029808i,-0.00084194+0.00048594i,-0.00012954+0.00093587i,0.00048877+0.00075872i,0.00070809+2.7137e-05i,0.00020878-3.1773e-05i,-6.3777e-05-1.8708e-05i,6.7734e-05+9.6364e-05i,0.00042349-0.00016552i,0.00076312-0.0002381i,0.00051324-0.00011391i,-0.00049341-0.00020285i,-0.000546-0.00065007i,5.8965e-05-0.00083129i,0.0002169-0.00057746i,-0.00013285+0.00034761i,-0.00038588+0.00078656i,-9.3083e-05+6.0883e-05i
0.00064472-0.00011048i,0.0010276+0.00016462i,0.0008084+0.00071901i,-0.00070215+0.0017289i,-0.00072649+0.0015199i,-0.00029931+0.001028i,-0.0003415+0.00088207i,-0.00020594+0.00057632i,5.4926e-05+0.00057712i,7.5836e-05-6.0903e-05i,-0.00058712-0.00072599i,-0.0014785-0.00086309i,-0.0012542-0.00060392i,-0.00021718-0.00016343i,0.00021096+0.0002001i,0.00061019+0.00035428i,0.00099994+0.00051786i,2.9111e-05+0.00031307i,-0.00077886-0.00012673i,-0.00031726+0.00077519i,-0.00025257+0.0014335i,-0.00057627-2.7e-05i,0.00016045-0.0010578i
0.001596-3.1754e-05i,0.001702-0.0013026i,0.00068444-0.0014032i,-0.00046269-0.00078395i,-0.00035619+3.6656e-05i,-0.00085472+0.00019963i,3.5925e-05+0.00048648i,0.001417+0.0014198i,0.00046061+0.0011614i,-0.00013071+7.1227e-05i,2.8166e-05-0.00070532i,-0.00029705-0.00096796i,-0.0003217-0.00026039i,0.00015578+0.001153i,0.00082083+0.0013783i,0.00074497+0.00040504i,0.00032392-0.00015709i,0.00022693-0.00037856i,-8.0328e-05-0.00094601i,-0.00062479-0.00094441i,-0.00080307-0.00065662i,-0.00045136-0.00071224i,-0.00022085-0.00072292i
-0.00033094+0.001216i,0.00028191+0.0011433i,0.0015265+0.0018126i,0.0012128+0.0014791i,0.00080396+0.00052001i,6.7337e-05+0.00071592i,-0.00061011+0.0010081i,-0.00030083+0.001192i,9.8334e-05+0.0019115i,0.00029868+0.00099387i,0.00027466-0.00063469i,0.00028217-0.0014218i,-0.00051486-0.00032145i,-0.00078894+0.00088358i,0.00060401+0.00073315i,0.00089392+0.00021723i,0.00072247-0.00034672i,8.0213e-05-0.00064615i,-0.00036132-0.00034444i,-0.00037477+0.00025379i,-0.00041958-0.00020824i,-0.00022152-0.0003919i,-0.00013187-0.00027182i
0.0010035-0.00091598i,0.0010256-0.0017765i,0.00095117-0.0017386i,0.0008654-0.00086516i,0.00023522+0.00067159i,-0.00070812+0.0012632i,-0.0003807+2.9906e-05i,0.00097995+0.00011934i,0.0010141+0.000492i,0.00065257-8.3948e-05i,0.0011454-0.00075251i,0.00086202-0.00083912i,0.00033428-0.00017398i,8.1574e-06+0.00058417i,0.00010843+0.00067862i,0.00071269+0.0007142i,0.00062076+0.0010057i,0.0003893+0.00081186i,0.00048628+1.8953e-05i,0.00062219-0.00035368i,0.00082416-0.00014024i,5.3372e-05-0.00057284i,-0.0011532-0.0012112i
-0.00064186+0.00043195i,-0.00084254+0.0010286i,-0.00048852+0.0016408i,-0.00031045+0.0017191i,0.00055094+0.0011488i,0.00092712+0.00095328i,0.00040101+0.0011267i,0.00026273+0.0013232i,0.00060727+0.0013072i,0.00081255+0.00075744i,0.00050501+0.00011042i,-0.0004035-0.00044526i,-0.00050182-0.0012111i,1.1469e-05-0.0012342i,0.00049417-0.00065942i,0.00069284-0.0012044i,0.0006268-0.0020898i,0.00040793-0.0015329i,0.00029815+5.6029e-05i,-2.3028e-05+0.0013198i,-0.00056766+0.00085579i,0.00012362+0.00014051i,0.0008168-3.1941e-06i
5.0938e-05+0.0010271i,0.00060524+0.00025088i,0.0012582+0.00099937i,0.0015267+0.0011799i,0.0013036-0.00013436i,0.00086457+2.8893e-05i,0.00034839+0.00059442i,0.00013022+0.00051724i,0.00046858+0.00036731i,0.00041733+0.00042748i,-0.00049075+0.00027097i,-0.0014329-0.0013528i,-0.0016914-0.0017952i,-0.00083056-0.0012591i,0.00037971-0.00076855i,0.0014845-2.7716e-05i,0.0016979+2.0116e-05i,0.00095966+8.4153e-05i,-4.2822e-05+0.0005423i,-0.00062158+0.00093257i,-0.00067382+2.3085e-05i,-0.0004272-0.00056659i,-8.2606e-06-1.5259e-05i
0.0011566-0.0011943i,0.00023327-0.0013017i,-0.00039323-0.001452i,-0.00059047-0.0015285i,-0.0011185-0.00097636i,-0.0017643+0.00029471i,-0.00076498+0.00069558i,0.00031996+0.00048973i,0.00074982+0.00040894i,0.001012+0.00038536i,0.00065644+0.0004303i,-4.7763e-05+0.00030174i,-0.00027224+0.00024858i,-1.789e-05+0.00071216i,0.0011347+0.00085617i,0.0010138-0.00011059i,-4.4988e-05-0.0007131i,-0.00012325-0.00083419i,0.00061085-0.00063812i,0.0004801+0.00037122i,-3.0711e-05+0.00036343i,-0.00039819+0.00010233i,-0.0002799+0.00011611i
-0.0005618+0.0011299i,-0.00044458+0.0021711i,-9.566e-05+0.0030183i,0.00078654+0.0024727i,0.0018153+0.0020811i,0.0017449+0.0018015i,0.0010507+0.0011676i,0.00056764+0.00090251i,-7.6505e-05+0.00083024i,-0.00026343+0.00056304i,0.00029443+1.9229e-05i,6.6012e-06-0.00045187i,-0.00056016-0.00045451i,-7.2003e-05-0.000114i,0.00018848+0.00022764i,-0.00014982+0.0007341i,-0.00065819+0.00062191i,-0.00013788-0.0003912i,2.5629e-06-0.00035159i,-0.0003369-0.00046078i,-0.00054075-0.00056414i,-0.00041347-0.00041791i,-0.00038549-0.00066896i
