-0.00012768+0.00023251i,0.00058061-0.00031892i,-0.0010593-0.00055529i,-0.001246-4.0922e-05i,-0.0010099+0.0012318i,-0.0016989+0.0018386i,-0.0014804+0.0022883i,-0.00059932+0.0024312i,0.00082272+0.0014664i,0.0010498+0.00048415i,-2.5294e-05-0.0002827i,-0.00035239-0.00063394i,-0.00070886-0.00040001i,-0.00063185+0.0001344i,0.00039976+0.00050512i,0.0013647+0.0007262i,0.0016994+0.00036713i,0.0011205+0.00041832i,0.00079432-0.00037586i,0.00087534-0.00126i,0.00052485-0.0011295i,0.00031169-0.00036497i,-0.00024883-6.9145e-06i
-0.1442+0.0018158i,-0.40731+0.060863i,-0.6803+0.21517i,-0.6494+0.40435i,-0.31381+0.47477i,-0.027304+0.37698i,0.061687+0.22493i,0.054333+0.10575i,0.024299+0.046103i,0.009984+0.043043i,0.015521+0.050302i,0.014064+0.045707i,0.0075973+0.028922i,-0.0070614+0.0024348i,-0.036412-0.011068i,-0.057361-0.010412i,-0.055488-0.01174i,-0.0409-0.015319i,-0.026068-0.023444i,-0.015077-0.038313i,-0.0019433-0.049127i,0.0098621-0.052023i,0.010134-0.048978i
0.093955+0.074203i,0.2602+0.17831i,0.44935+0.25893i,0.5164+0.18521i,0.43594-0.029012i,0.30083-0.19502i,0.18041-0.22245i,0.087525-0.15961i,0.037251-0.084756i,0.027107-0.054761i,0.021613-0.057845i,0.0084429-0.053487i,-0.0019827-0.02718i,0.0043622+0.0061572i,0.024314+0.028634i,0.034344+0.045283i,0.029086+0.058568i,0.016979+0.058764i,0.007768+0.052247i,0.0032212+0.045494i,-0.0063567+0.034399i,-0.018597+0.025989i,-0.021718+0.02354i
-0.040046-0.15498i,-0.087638-0.38533i,-0.13623-0.59277i,-0.18565-0.54474i,-0.26549-0.28903i,-0.3263-0.078954i,-0.29586+0.01596i,-0.18671+0.047547i,-0.096883+0.046002i,-0.077984+0.039786i,-0.089286+0.035684i,-0.08611+0.026842i,-0.057674+0.014666i,-0.023235+0.0022109i,-0.0044754-0.012135i,0.010022-0.023631i,0.028143-0.027363i,0.033783-0.025627i,0.019459-0.020296i,0.00084712-0.010814i,-0.0068952+0.0010657i,-0.0031081+0.012696i,0.0046542+0.020217i
-0.060746+0.1514i,-0.15785+0.39532i,-0.21391+0.63979i,-0.085366+0.64207i,0.14854+0.43786i,0.25039+0.28005i,0.20016+0.21775i,0.12547+0.15404i,0.088984+0.084842i,0.08089+0.041821i,0.066881+0.031621i,0.044677+0.04525i,0.026098+0.049554i,0.0087529+0.037264i,-0.0041947+0.026682i,-0.0096966+0.013534i,-0.015386-0.0075676i,-0.017429-0.017611i,-0.0094559-0.01013i,0.0018605-0.0034526i,0.011162-0.0065757i,0.016036-0.014683i,0.014964-0.020883i
0.087622-0.054309i,0.25376-0.13513i,0.441-0.24292i,0.44124-0.34542i,0.23529-0.40296i,0.061541-0.36655i,0.023068-0.24589i,0.030734-0.1211i,0.022346-0.060781i,0.0010344-0.057408i,-0.0079088-0.062914i,0.0028355-0.056267i,0.019096-0.040462i,0.032522-0.031111i,0.035112-0.030904i,0.023443-0.021192i,0.0097337-0.0038015i,0.0009498+0.006206i,-0.00050929+0.01102i,0.0014228+0.017149i,-0.00073809+0.018525i,-0.0073501+0.0098255i,-0.013762+0.0010594i
-0.076204+0.0083259i,-0.18689-0.034162i,-0.33046-0.12804i,-0.42578-0.151i,-0.42282-0.0050867i,-0.32834+0.16426i,-0.17158+0.1898i,-0.042812+0.10773i,-0.0026876+0.04886i,-0.013752+0.045995i,-0.031126+0.05266i,-0.039673+0.042813i,-0.035708+0.018399i,-0.02669+0.0015123i,-0.014855-0.00027532i,0.003846-0.00041949i,0.020118-0.0051018i,0.021753-0.013615i,0.012529-0.023582i,0.0078056-0.028885i,0.011761-0.02552i,0.015204-0.015645i,0.015582-0.0065176i
0.08488+0.042627i,0.17822+0.14609i,0.23641+0.29217i,0.22866+0.3417i,0.24516+0.23132i,0.29617+0.081243i,0.27728-0.014551i,0.18538-0.044406i,0.10981-0.048214i,0.070293-0.044073i,0.053702-0.021407i,0.049058-0.00028683i,0.033648+0.011198i,0.020778+0.018777i,0.018954+0.011895i,0.0069536-0.010175i,-0.013506-0.027574i,-0.024476-0.025765i,-0.023241-0.0091979i,-0.020623+0.0076105i,-0.021365+0.016616i,-0.020562+0.018295i,-0.014414+0.011798i
-0.024623-0.070944i,-0.030454-0.2064i,-0.0039791-0.34261i,0.0095924-0.34071i,-0.044169-0.23586i,-0.11377-0.17888i,-0.12314-0.16444i,-0.081158-0.1266i,-0.054345-0.070834i,-0.048523-0.030769i,-0.039293-0.030133i,-0.031046-0.04593i,-0.020804-0.044572i,-0.012061-0.041799i,-0.019663-0.045585i,-0.033947-0.030783i,-0.036121-0.0037374i,-0.025379+0.010572i,-0.012128+0.0074439i,-0.0012846-0.0027836i,0.010858-0.012256i,0.015511-0.019544i,0.0041947-0.016752i
-0.013942+0.026726i,-0.076683+0.060888i,-0.17546+0.09587i,-0.22215+0.12437i,-0.17603+0.16899i,-0.091313+0.2034i,-0.055179+0.15727i,-0.068534+0.067124i,-0.06015+0.031654i,-0.023968+0.035317i,-0.010174+0.031724i,-0.022986+0.025654i,-0.031242+0.021123i,-0.03126+0.025388i,-0.025082+0.042049i,-0.0031947+0.052533i,0.019737+0.043309i,0.02307+0.022543i,0.012004+0.0063133i,0.0038487+0.00051899i,-0.00056462-0.0041131i,-0.0074009-0.0057933i,-0.0077558+0.0011815i
0.0027657-0.014042i,0.032932-0.00049739i,0.095182+0.050358i,0.16846+0.089203i,0.22023+0.035051i,0.18686-0.069007i,0.096869-0.079765i,0.038938-0.01771i,0.022915-0.0019249i,0.01529-0.019492i,0.012399-0.019479i,0.010197-0.0062771i,0.0091582+0.0099029i,0.023127+0.016239i,0.039532+0.0045925i,0.036559-0.014242i,0.018087-0.024085i,-0.0016344-0.017034i,-0.014193+0.0011901i,-0.019783+0.017654i,-0.021484+0.027423i,-0.014169+0.029999i,-0.0010941+0.02208i
-0.021058+0.021426i,-0.050598+0.015794i,-0.055845-0.030589i,-0.0091084-0.096196i,0.013111-0.1141i,-0.028864-0.061381i,-0.052738+0.001791i,-0.026956+0.026983i,-0.0065045+0.028375i,-0.0086108+0.016748i,-0.024173-0.0013937i,-0.033113-0.003685i,-0.019799-0.002003i,-0.011031-0.015668i,-0.021744-0.026011i,-0.0333-0.017682i,-0.031041-0.00035414i,-0.014655+0.010606i,0.0049137+0.0098401i,0.016361+0.0019711i,0.023679-0.00809i,0.026161-0.018981i,0.018163-0.025366i
0.0073063+0.0026973i,0.0074352+0.03123i,-0.026678+0.071061i,-0.091551+0.073364i,-0.10954+0.045816i,-0.060881+0.04256i,-0.012963+0.051362i,-0.0051077+0.051384i,-0.0015869+0.04838i,0.0090489+0.03271i,0.0058784+0.021451i,0.0018103+0.024073i,-0.0006292+0.024264i,-0.0029981+0.033617i,0.0091082+0.047879i,0.028076+0.04365i,0.0364+0.023607i,0.029735+0.0018629i,0.01609-0.010607i,0.0039938-0.010338i,-0.0101-0.0044222i,-0.024304+0.0034779i,-0.024766+0.010705i
0.017593+0.020542i,0.046207+0.044358i,0.10203+0.064934i,0.1252+0.060863i,0.062615+0.026643i,0.0026471-0.00066815i,0.012871+0.00089972i,0.052597+0.0048627i,0.056413-0.0118i,0.027561-0.022496i,0.012217-0.019158i,0.0089492-0.016439i,0.010343-0.008377i,0.027248-0.0069627i,0.043867-0.024735i,0.042912-0.042027i,0.031494-0.041457i,0.017592-0.026616i,0.0069864-0.013292i,0.0039107-0.0080039i,0.008502+0.00012076i,0.017226+0.010533i,0.019809+0.012933i
0.021597-0.018195i,0.049217-0.054249i,0.072266-0.10213i,0.081133-0.12508i,0.084013-0.08872i,0.074728-0.02626i,0.064147-0.0017576i,0.052742-0.015371i,0.029664-0.017209i,-0.0022713-0.0013295i,-0.023685+0.013545i,-0.019404+0.016845i,-0.0048287+0.0045135i,-0.0088572-0.014811i,-0.034742-0.024598i,-0.053588-0.015925i,-0.046466-0.0054066i,-0.024313-0.0044962i,-0.0087701-0.0035515i,-0.0034593+0.0012498i,0.0012218-0.0023882i,0.0028777-0.016763i,-0.0025541-0.025311i
-0.016604+0.0064112i,-0.034807+0.0086206i,-0.071925+0.0071992i,-0.13451+0.023352i,-0.17183+0.053672i,-0.12901+0.053713i,-0.070665+0.032734i,-0.041615+0.024897i,-0.01393+0.022158i,0.0069415+0.016216i,0.014005+0.011282i,0.012787+0.004618i,0.0041526+0.0015671i,0.00024381+0.011878i,0.0065963+0.027218i,0.013799+0.032332i,0.0095272+0.023114i,-0.0079602+0.0063428i,-0.024463-0.0037626i,-0.027707-0.0014641i,-0.022416+0.0023105i,-0.016469+0.0034272i,-0.011174+0.0053221i
0.02628-0.025044i,0.050994-0.044526i,0.070492-0.031402i,0.09485+0.028817i,0.11957+0.078746i,0.10043+0.077971i,0.071061+0.042881i,0.058704-0.0031832i,0.037194-0.036422i,0.016477-0.043221i,0.00069714-0.044947i,-0.019024-0.042008i,-0.02276-0.025777i,-0.0040483-0.018968i,0.015804-0.02929i,0.02265-0.041253i,0.017139-0.039171i,0.0055362-0.018302i,0.00014335+0.0031825i,0.00492+0.0066509i,0.0090008+0.0023732i,0.011658+0.0027666i,0.017205+0.0035488i
-0.042165-0.0058626i,-0.083391-0.028209i,-0.080417-0.080752i,-0.0069479-0.15154i,0.078756-0.19156i,0.11797-0.18513i,0.094788-0.15587i,0.04294-0.11085i,0.0021122-0.052996i,-0.0099783-0.0013653i,-0.0040401+0.027348i,0.0024567+0.032663i,0.0012651+0.021052i,-0.014849+0.0059078i,-0.03825+0.0048025i,-0.048273+0.011389i,-0.037536+0.010706i,-0.01464+0.0046735i,0.0049896+0.0026201i,0.0083292+0.0045327i,-0.0011651+0.0032466i,-0.014709-0.00025906i,-0.024662-0.0018295i
0.010346+0.017866i,0.00051941+0.053451i,-0.05878+0.10554i,-0.14272+0.13906i,-0.19521+0.12072i,-0.19065+0.081089i,-0.14037+0.05645i,-0.084962+0.042773i,-0.041289+0.031276i,-0.010569+0.014172i,0.0035797-0.0058658i,0.0052205-0.012216i,0.0037795+0.00086909i,0.009276+0.023379i,0.02278+0.039072i,0.03149+0.042491i,0.026929+0.039902i,0.015219+0.031473i,0.0065059+0.018464i,0.0057735+0.0097665i,0.012079+0.0070121i,0.015227+0.0063842i,0.010242+0.0072288i
-0.015983-0.0083831i,-0.0081158-0.0051362i,0.046666+0.0014364i,0.10838+0.013617i,0.11578+0.044594i,0.083537+0.0656i,0.040421+0.055063i,0.0031018+0.032844i,-0.012759+0.013897i,-0.022403-0.0054398i,-0.04435-0.013639i,-0.05796-0.0056374i,-0.043551-0.00024158i,-0.013232-0.0096012i,0.010427-0.029248i,0.017438-0.043035i,0.015464-0.040366i,0.012811-0.027254i,0.0094699-0.015431i,0.0049836-0.010233i,0.0031727-0.010913i,0.0066117-0.013634i,0.012603-0.013075i
0.013552+0.024058i,0.014557+0.032342i,-0.016058+0.0069827i,-0.036781-0.060487i,-0.01542-0.14167i,-0.020493-0.17381i,-0.053317-0.12725i,-0.048139-0.049992i,-0.014426-0.0011931i,0.011334+0.015194i,0.026071+0.021539i,0.032695+0.02385i,0.026878+0.017842i,0.0073222+0.010215i,-0.015959+0.0085065i,-0.028978+0.0076596i,-0.027543-0.0015975i,-0.019921-0.016695i,-0.01554-0.025815i,-0.016778-0.024468i,-0.020208-0.01255i,-0.019731+0.0022516i,-0.016494+0.0076764i
0.0059193-0.015424i,0.02375-0.0010977i,0.052427+0.054441i,0.029954+0.12367i,-0.054222+0.17793i,-0.087711+0.21045i,-0.038722+0.19286i,0.011174+0.12807i,0.025923+0.064261i,0.019941+0.019517i,0.0086516-0.007595i,0.0039913-0.016542i,0.0098806-0.010805i,0.024397+3.6037e-05i,0.037224+0.0069516i,0.03853+0.010926i,0.029312+0.013603i,0.012911+0.01352i,-0.0026924+0.013225i,-0.0065449+0.015878i,0.0026544+0.015267i,0.011568+0.0087881i,0.01098+0.0038166i
0.0069507+0.0065743i,0.022129-0.020616i,0.036598-0.071252i,0.061934-0.075674i,0.1206-0.018393i,0.17683+0.025885i,0.17803+0.034493i,0.13366+0.028373i,0.07672+0.0073064i,0.020907-0.0023217i,-0.015333+0.012254i,-0.029176+0.020192i,-0.029877+0.0098899i,-0.022554-0.0095881i,-0.016477-0.027335i,-0.011627-0.032075i,-0.0059798-0.024256i,-0.0031294-0.0078858i,-0.00055537+0.0075894i,0.0038988+0.0097263i,0.0050524-0.00034177i,-0.0003185-0.012133i,-0.0023041-0.017316i
-0.0039228-0.021183i,-0.024855-0.019408i,-0.034955-0.0047856i,-0.016698-0.041985i,-0.01143-0.13941i,-0.039188-0.18591i,-0.042187-0.14476i,-0.010367-0.095129i,0.00021552-0.061381i,-0.0017369-0.030477i,0.011584-0.01559i,0.024041-0.010126i,0.021571-0.0034681i,0.0047729+0.0076538i,-0.012624+0.020755i,-0.018609+0.023735i,-0.017069+0.016009i,-0.010787+0.0051925i,-0.0050632-0.0046088i,-0.0064565-0.00923i,-0.010013-0.0033653i,-0.010387+0.0081894i,-0.008964+0.012621i
-0.0073428+0.01227i,0.01478+0.0067974i,0.035126-0.024805i,-0.0016496-0.019486i,-0.058622+0.062702i,-0.046546+0.11416i,-0.0066346+0.060926i,-0.0062615-0.0033159i,-0.012381-0.010831i,-0.0091786-0.0026207i,-0.013646-0.0070683i,-0.016393-0.012084i,-0.007433-0.011311i,0.0088056-0.0099663i,0.022793-0.0088393i,0.026935-0.0048695i,0.022431-0.0008346i,0.013716-2.9128e-06i,0.0047001+0.0046366i,0.0011092+0.015131i,0.0051987+0.018681i,0.0091235+0.012581i,0.0074771+0.008829i
-0.00070721-0.015419i,-0.041538-0.025642i,-0.10113+0.00077602i,-0.083082+0.055859i,0.024463+0.055069i,0.08678-0.020196i,0.062591-0.066627i,0.028121-0.052912i,0.0097608-0.028474i,0.0025988-0.0072546i,-0.00092739+0.008174i,-0.013424+0.012279i,-0.026333+0.0095481i,-0.028142+0.0032535i,-0.022487-0.0044854i,-0.014213-0.010191i,-0.0038105-0.010393i,0.006272-0.0049684i,0.016261-0.0012094i,0.025848-0.0056606i,0.025544-0.013692i,0.015741-0.017381i,0.0058019-0.015631i
-0.013805+0.025758i,0.011885+0.063097i,0.078835+0.067712i,0.10487-0.02581i,0.01294-0.13534i,-0.1092-0.12135i,-0.13979-0.047072i,-0.1066-0.011136i,-0.066687+0.0075953i,-0.028869+0.01315i,-0.0048874+0.0013015i,0.0049316-0.0059743i,0.0089221-0.00043919i,0.010372+0.012404i,0.01078+0.020261i,0.0073842+0.015382i,0.0020484+0.0028545i,-0.0019905-0.011224i,-0.0073126-0.023692i,-0.018063-0.028766i,-0.024855-0.02166i,-0.020591-0.0093898i,-0.012472-0.0015804i
0.021904-0.009376i,0.017814-0.051698i,-0.041415-0.087751i,-0.12149-0.024158i,-0.11645+0.11967i,-0.03758+0.18846i,-0.0064517+0.16163i,-0.012307+0.12341i,0.0069963+0.079332i,0.019398+0.031193i,0.006366+0.0087849i,-0.0051424+0.0063446i,-0.0023492+0.0055061i,0.0080561-0.0034017i,0.013078-0.015091i,0.010075-0.017098i,0.0014374-0.011639i,-0.011793-0.0048297i,-0.02383+0.0054824i,-0.023796+0.019538i,-0.012879+0.02586i,-0.0039106+0.022404i,0.001052+0.017993i
-0.026596+0.0085993i,-0.043698+0.066221i,-0.0056863+0.16822i,0.1105+0.2066i,0.1975+0.11581i,0.17208+0.0089513i,0.11944-0.014505i,0.093516-0.0069561i,0.062291-0.016291i,0.025328-0.020913i,0.0021935-0.011007i,-0.0074081+0.0039666i,-0.010694+0.012673i,-0.013249+0.012609i,-0.013994+0.0089636i,-0.010558+0.0057887i,-0.0052601+0.0061624i,0.0028937+0.0097405i,0.014561+0.0093739i,0.025157+4.2945e-05i,0.028684-0.010178i,0.024984-0.012756i,0.0185-0.011147i
0.038186+0.0047374i,0.098899-0.037707i,0.14403-0.16144i,0.074449-0.29234i,-0.061909-0.2884i,-0.11191-0.1652i,-0.070142-0.06819i,-0.026386-0.031413i,-0.010498-0.0092171i,-0.0075038+0.0013397i,-0.006277-0.001639i,-0.00059362-0.007164i,0.00784-0.0087344i,0.015267-0.0050304i,0.015428-0.0015747i,0.00777-0.0027465i,0.001283-0.0068869i,-0.0027663-0.011137i,-0.010853-0.012742i,-0.024546-0.010701i,-0.031981-0.0082012i,-0.028232-0.0091746i,-0.023036-0.0095172i
-0.02707-0.024193i,-0.10249-0.029659i,-0.21046+0.037503i,-0.22913+0.17272i,-0.10906+0.23907i,0.018237+0.18271i,0.06336+0.10123i,0.061322+0.046002i,0.042003+0.0072061i,0.014119-0.0082629i,-0.0024818-0.0043359i,-0.0040315-0.0020201i,-0.00017601-0.0081111i,-0.00096792-0.015429i,-0.004604-0.01619i,-0.0043465-0.0094693i,-0.0037222-0.00033438i,-0.0051839+0.0083909i,-0.0054309+0.020057i,-0.00075567+0.032352i,0.0047005+0.037353i,0.0048479+0.034596i,0.0034978+0.026959i
0.015059+0.037379i,0.085696+0.085028i,0.22711+0.10014i,0.33391+0.025794i,0.28772-0.074942i,0.15914-0.1185i,0.071081-0.1158i,0.024167-0.096163i,-0.010672-0.061466i,-0.020693-0.022187i,-0.0119+1.7159e-05i,-0.0071929+0.0046285i,-0.0098108+0.005495i,-0.0087819+0.010248i,-0.0033319+0.014972i,0.0024775+0.016919i,0.010434+0.01468i,0.019196+0.0051787i,0.026181-0.0070849i,0.032157-0.017921i,0.034019-0.023832i,0.031534-0.02208i,0.024811-0.01694i
0.0057022-0.049613i,-0.033228-0.14098i,-0.14941-0.25039i,-0.29543-0.27204i,-0.3469-0.18092i,-0.28225-0.066531i,-0.19031-0.0033608i,-0.11417+0.02367i,-0.049238+0.038336i,-0.0078732+0.033015i,0.0016984+0.015103i,-0.0048961+0.0041775i,-0.0071947+0.0032422i,-0.0011251+0.0019548i,0.0049912-0.00091666i,0.0072825-0.0053913i,0.0048665-0.01199i,-0.0031382-0.016822i,-0.013847-0.017182i,-0.023203-0.013436i,-0.027765-0.011093i,-0.029019-0.012869i,-0.027435-0.010409i
-0.028013+0.04119i,-0.052229+0.14134i,-0.032595+0.29531i,0.052699+0.39671i,0.13386+0.35691i,0.14771+0.23009i,0.11299+0.1237i,0.070879+0.060871i,0.040465+0.025315i,0.020626+0.0077438i,0.0056954+0.0019493i,-0.0036232+0.0044598i,-0.0057168+0.0075774i,-0.0052366+0.006665i,-0.0030773+0.0025056i,-0.00081148-0.0032696i,-0.00094987-0.0048258i,-0.0021287+1.2551e-05i,-0.0010492+0.0068697i,0.0037789+0.014773i,0.0054391+0.021071i,0.0029045+0.024696i,0.0029863+0.023651i
0.04432-0.023667i,0.12442-0.091422i,0.21317-0.21149i,0.23945-0.30977i,0.18688-0.30244i,0.10037-0.21588i,0.035183-0.12864i,0.0065179-0.064733i,-0.00082673-0.027664i,0.0012344-0.014653i,0.0044486-0.013236i,0.0054857-0.010859i,0.0086374-0.0036555i,0.014504+0.00077981i,0.015758+0.00031945i,0.012948-0.00012736i,0.01109-0.0012355i,0.007535-0.0045192i,0.0030338-0.0094139i,0.0022801-0.015909i,0.0082114-0.019919i,0.015745-0.019239i,0.017076-0.017927i
-0.049864-0.0018555i,-0.15318+0.015247i,-0.29687+0.056867i,-0.3902+0.10312i,-0.36314+0.12409i,-0.24662+0.12511i,-0.12261+0.11318i,-0.031692+0.075647i,0.014858+0.028735i,0.018404-0.0015249i,0.0032651-0.008422i,-0.0053287-0.0029668i,-0.0023775+1.2245e-05i,0.0012872-0.0022317i,-0.00027092-0.0070036i,-0.0039612-0.012639i,-0.0075152-0.012733i,-0.010544-0.004643i,-0.013317+0.0048774i,-0.017999+0.0079401i,-0.02187+0.0026076i,-0.023666-0.0043348i,-0.022337-0.0045481i
0.04526+0.025292i,0.13973+0.068256i,0.27502+0.12093i,0.36886+0.14292i,0.35575+0.11004i,0.26888+0.047791i,0.1683-0.0022838i,0.080905-0.02304i,0.024533-0.024493i,-0.0027508-0.014603i,-0.0092087+0.00045469i,-0.0039269+0.0068049i,7.7916e-05+0.0038465i,-0.0009874+0.0011881i,-0.0035186-1.0591e-05i,-0.0075621-0.00079384i,-0.009958-0.00025392i,-0.0051763+0.00045084i,0.0018612+0.0025226i,0.0060135+0.0096704i,0.0044661+0.018626i,0.00039283+0.023605i,0.00069528+0.022083i
-0.021701-0.042269i,-0.067996-0.12653i,-0.12569-0.24776i,-0.15314-0.33085i,-0.13609-0.31519i,-0.1108-0.22984i,-0.088862-0.1327i,-0.060481-0.056684i,-0.040517-0.012343i,-0.02846+0.0039943i,-0.019053+0.00092428i,-0.015806-0.0087677i,-0.01418-0.012575i,-0.0091321-0.0098809i,-0.003556-0.002891i,0.0012966+0.0058699i,0.0050707+0.008213i,0.0039771+0.0036501i,0.0011269-0.00051984i,0.0025515-0.0039604i,0.010209-0.0059289i,0.017987-0.0077012i,0.018161-0.010193i
0.001782+0.041317i,-0.0071813+0.12902i,-0.040327+0.25176i,-0.097761+0.3322i,-0.13446+0.31994i,-0.10186+0.25079i,-0.031997+0.16103i,0.0083642+0.075325i,0.011837+0.024999i,0.0046572+0.0084978i,-0.0013086+0.0077679i,-0.0062977+0.012307i,-0.006964+0.015256i,-0.003744+0.014373i,0.00050411+0.0091303i,0.0039266+0.0012658i,0.0051455-0.001784i,0.006264+0.00058295i,0.0086126+0.0033977i,0.0078864+0.0047378i,0.0025962-0.00021842i,-0.00467-0.0086634i,-0.010826-0.0099398i
0.020227-0.031582i,0.073496-0.093203i,0.16474-0.16365i,0.25017-0.18473i,0.27031-0.14887i,0.21295-0.11123i,0.12298-0.079105i,0.054406-0.036267i,0.024534-0.0030171i,0.017812+0.0073906i,0.018109+0.0041859i,0.016145+0.00019801i,0.011472+0.0008082i,0.0093598+0.0015926i,0.0068374-0.0009619i,0.0023068-0.0016515i,-0.0016752-0.0007418i,-0.0056847-0.0035315i,-0.0066665-0.0084159i,-0.0028814-0.0082617i,-0.0010838-0.0017965i,-0.0033577+0.0065548i,-0.0037464+0.012082i
-0.037779+0.014032i,-0.10818+0.033306i,-0.20444+0.035022i,-0.2609-0.0063499i,-0.24591-0.055372i,-0.19328-0.054311i,-0.12338-0.018911i,-0.05216+0.0046783i,-0.0077136+0.010575i,0.0060312+0.0071784i,-0.00034365-0.00079597i,-0.011315-0.0046137i,-0.013097-0.0030948i,-0.0080258-0.0022351i,-0.0019743-0.00076652i,0.0038202+0.0031998i,0.0066975+0.0048745i,0.0021721+0.0037964i,-0.0054764+0.0014135i,-0.0087344-0.0030196i,-0.0025371-0.006203i,0.0072758-0.0056326i,0.011042-0.0057042i
0.03436+0.0023575i,0.093468+0.027541i,0.16064+0.085605i,0.17143+0.16616i,0.12551+0.21644i,0.089561+0.19163i,0.069979+0.10816i,0.040708+0.029488i,0.014091-0.0060705i,-0.00014023-0.013329i,-0.0059002-0.0072996i,-0.0022561+0.0035318i,0.005376+0.0079321i,0.010201+0.0042015i,0.0099063-0.0044264i,0.005404-0.013125i,0.0042991-0.015858i,0.0066897-0.011564i,0.0078411-0.0063695i,0.0049819-0.0033217i,-0.000639-0.0053402i,-0.006143-0.0095762i,-0.010627-0.0073727i
-0.020772-0.017721i,-0.050449-0.066715i,-0.06702-0.14661i,-0.025857-0.2146i,0.042591-0.22863i,0.058652-0.19398i,0.027019-0.12562i,0.0057463-0.056769i,0.0032229-0.023352i,0.0011203-0.014475i,-0.0014555-0.012508i,-0.0013626-0.014108i,-0.0011315-0.01334i,-0.0037452-0.0095807i,-0.007594-0.0052221i,-0.0099807-0.00073567i,-0.010573+0.0013262i,-0.01082+0.000952i,-0.011077+0.0020029i,-0.0097848+0.0038504i,-0.010144+0.0071266i,-0.010234+0.01204i,-0.0037372+0.013686i
0.0011689+0.028801i,0.00029532+0.083417i,-0.021957+0.14771i,-0.074882+0.15547i,-0.12683+0.10481i,-0.13175+0.071978i,-0.083274+0.061761i,-0.030233+0.038534i,-0.0078225+0.016414i,-0.0033652+0.0085012i,-0.0060445+0.0074218i,-0.011689+0.0077962i,-0.012831+0.0078163i,-0.0075813+0.0081042i,0.0019291+0.0096724i,0.0092265+0.010387i,0.010476+0.0080851i,0.007837+0.0069837i,0.0039056+0.0096972i,0.0004652+0.01326i,0.0028599+0.014866i,0.0093352+0.0098801i,0.011135-0.0012211i
0.010977-0.022227i,0.043264-0.059569i,0.092966-0.091555i,0.12888-0.058313i,0.1353+0.023707i,0.12647+0.059316i,0.089302+0.035086i,0.035491+0.013181i,0.0042322+0.010585i,-0.0040613+0.010041i,-0.0022093+0.008894i,0.0026379+0.0064068i,0.0045861+0.0029972i,0.0042891-0.0013183i,0.0033313-0.0083073i,0.00051709-0.014222i,-0.0023764-0.015763i,-0.00050728-0.015475i,0.0055782-0.013445i,0.011266-0.010206i,0.011754-0.0098759i,0.0066955-0.011709i,-0.0012808-0.0079965i
-0.018524+0.011625i,-0.062957+0.021362i,-0.11762+0.024629i,-0.12706-0.012456i,-0.090006-0.081892i,-0.063617-0.1128i,-0.045802-0.074163i,-0.015267-0.024026i,0.0048175-0.0050277i,0.0063408-0.0033723i,0.00169-0.0057502i,-0.0050637-0.0074904i,-0.0083261-0.0039606i,-0.0056172+0.0023253i,-0.0033544+0.0069455i,-0.0047259+0.0089461i,-0.0060183+0.0088404i,-0.0063489+0.0069237i,-0.0059388+0.0017809i,-0.0049453-0.0029252i,-0.0061999-0.0027229i,-0.0082591+0.00020354i,-0.0048506+0.0023224i
0.016734+0.01338i,0.063818+0.029648i,0.11576+0.049867i,0.10369+0.063847i,0.029432+0.081313i,-0.016659+0.093277i,-0.005345+0.067475i,0.0099579+0.024495i,0.0077237+0.0042185i,0.0040129-0.00051974i,0.0021714-0.0014264i,0.00059803+0.0032216i,0.0014468+0.0060648i,0.0048071+0.0027626i,0.0098143-0.0017471i,0.013928-0.0028948i,0.014291-0.0015023i,0.0094768-0.0002193i,0.0027591+0.00216i,0.00098338+0.0052349i,0.0039571+0.0077129i,0.0058705+0.007474i,0.0022274+0.0021717i
-0.0078092-0.019834i,-0.032041-0.060859i,-0.060628-0.10192i,-0.043022-0.090043i,0.030622-0.042637i,0.080349-0.025129i,0.058013-0.027732i,0.01946-0.014499i,0.0074263+0.0014997i,0.003019+0.0046381i,-0.0021235+0.0011949i,-0.0023144-0.002782i,-0.0013236-0.0036693i,-0.0036243-0.0035266i,-0.0086414-0.0066376i,-0.011744-0.010554i,-0.0099806-0.011401i,-0.0067617-0.0096852i,-0.0049123-0.007549i,-0.003619-0.0087104i,-0.0013104-0.012i,0.0011333-0.011375i,0.0024536-0.0046589i
-0.0060938+0.02213i,-0.010383+0.072307i,-0.0051756+0.12733i,-0.00032502+0.11152i,-0.02333+0.028785i,-0.058901-0.020722i,-0.051256-0.010279i,-0.015302-0.00021542i,0.00056737-0.0054108i,-0.0008581-0.0052155i,-0.0052797-0.0022017i,-0.008879+9.287e-05i,-0.0065351+0.002499i,-0.00069683+0.0044242i,0.0026845+0.0076971i,0.0021922+0.010827i,0.00071097+0.010833i,-0.0010536+0.0075274i,-0.0043687+0.0049421i,-0.0080226+0.0044916i,-0.011001+0.0041495i,-0.011535+0.0036321i,-0.0071959+0.0023459i
