0.0010836+0.0036047i,0.0013048+0.0022808i,0.00073343+0.00059861i,0.00092935-0.0010165i,-0.00030143-0.0017205i,-0.0026876-0.0011959i,-0.0028529+0.0002081i,-0.0012769+0.00092263i,0.00064169+0.00045683i,0.0016366-0.00017003i,0.0009701+0.00024244i,-0.00052381+0.00026507i,-0.00054882-0.0005622i,-7.3377e-05-0.0010822i,-0.00010518-0.0010241i,-0.00029257-0.00043506i,0.00032483+0.00037149i,0.00084713+0.00080919i,0.00056365+0.00079794i,8.2604e-05+0.00030742i,0.00026051-0.00074186i,0.00043428-0.00068697i,0.00085141+6.9505e-05i
-0.0013014+0.0041117i,4.3139e-05+0.0030601i,0.0011636+0.0012841i,0.00063264-0.00014758i,0.00053355-0.0014018i,0.00029795-0.0028993i,-0.00063345-0.0029087i,-0.0015955-0.0016233i,-0.00025009+0.00014093i,0.00098919+0.00080945i,0.00029775+0.00050298i,0.00015691-0.00014266i,0.00014048-0.00081958i,-0.00044047-0.0011176i,-0.00021529-0.0010727i,-0.00019796+7.8235e-05i,0.00016381+0.00040878i,-5.3038e-05+0.00018873i,-0.00076938+0.00015298i,2.4911e-05+0.00030397i,0.0004616+0.00065578i,0.00012531+0.00048475i,0.00042154-0.0002713i
-0.00099977+0.0032292i,-0.00022295+0.0030388i,0.00049406+0.0026879i,0.00067622+0.0020636i,0.001169+0.00026225i,0.00033465-0.0016614i,-0.0012729-0.0032541i,-0.0011866-0.0025053i,-0.00035667-0.00052672i,0.00017307+0.00011102i,-2.9058e-05+1.5897e-05i,-5.0858e-05+0.0002761i,-2.7124e-05-0.00018242i,1.8149e-05-0.0010838i,6.2368e-05-0.00097352i,-3.3162e-06-0.00021163i,0.00074612+0.00043087i,0.00089742+0.0005441i,-0.00033048+0.00028988i,-0.0015583+0.0004877i,-0.0011514+0.0010402i,-0.00017678+0.00056517i,0.00031905-0.00010208i
-0.00030884+0.0018292i,0.00050237+0.0014521i,0.0005145+0.00084877i,0.00026205+0.00067694i,0.00020577+7.3087e-05i,-0.0004535-0.00074071i,-0.0010454-0.001098i,-0.00047227-0.00071283i,8.9523e-05+2.6438e-05i,-0.00039395+0.00063349i,-0.00070944+0.00084262i,-0.00027261+0.00059077i,7.83e-05+0.00025999i,-2.0464e-06+0.00014779i,-0.00029574+0.00024826i,-0.00052993+0.00080373i,-0.00051044+0.0010384i,-0.00067221+0.00058287i,-0.00031411+0.0014874i,0.00015548+0.0017197i,-0.00028653+0.00090794i,-0.00042718+0.0009681i,0.00023889+0.0007325i
0.0009987+0.00095163i,0.0015571+0.0011407i,0.0017349+0.00018226i,0.001108-0.00033176i,-3.0814e-05-0.00018766i,-0.0010918-0.00084255i,-0.0021792-0.0016898i,-0.0025612-0.0013645i,-0.00092872-0.00017204i,-0.00031715+0.00019018i,-0.0003529-0.00030197i,0.00036972-0.0003032i,0.00056568+0.00020215i,4.0426e-05+1.8095e-05i,5.6088e-05-0.00044081i,0.00049693+0.00021542i,0.00045354+0.0010238i,0.00046862+0.00034349i,0.00090451+0.0006447i,0.00056603+0.00076437i,-0.00026249-4.0644e-05i,-0.00072368-0.00042759i,-0.0012606-0.00014213i
-0.00091536+0.002842i,-0.00041653+0.0040355i,-5.0613e-05+0.0039979i,-0.00023301+0.0014966i,-0.00045617-0.00049543i,-0.0016357-0.0016634i,-0.0022405-0.001949i,-0.001689-0.0012588i,-0.00061715-0.00062599i,-0.00034062-0.00020345i,-0.0001604+0.00018119i,0.00046436+3.8954e-05i,0.00026619-0.00032332i,1.7448e-05+3.0017e-06i,0.00063548-5.1792e-05i,0.00099703-0.0001721i,0.00065996-1.309e-05i,-0.00021457+0.00048959i,-0.0005823+0.00072384i,-0.00045917+0.00029081i,7.0961e-05+0.00069533i,0.00071231+0.00094024i,0.00083944-0.00017155i
-0.0001504+0.0020421i,0.00095794+0.0012699i,0.0011968+0.0016825i,0.0010866+0.00093858i,0.00081226-0.0010686i,-0.00060397-0.0019963i,-0.0014262-0.0013452i,-0.0010065+0.00010714i,-0.00079246+0.00077362i,-0.00045952+0.00044568i,0.0003086+7.9225e-05i,0.0002348-0.00048709i,-0.00032505-0.00089434i,-0.00050962-0.00046133i,-0.00098376-0.00032734i,-0.00077741+5.4081e-05i,-0.00035344+0.00032947i,-0.00018831-0.00055579i,-0.00011723-0.00096339i,-0.00034814-0.00038063i,-0.00040819-0.00011433i,-0.00056632-0.00029795i,-5.4324e-05+0.0001401i
-0.00065739+0.0011369i,0.00030964+0.0014821i,0.0013896+0.0025056i,0.00028372+0.0015661i,-0.00059154-0.00050791i,-0.00090582-0.0015372i,-0.0013077-0.0020954i,-0.0010645-0.0015978i,0.00013622-0.00015061i,0.0010728+0.00070903i,0.00079628+0.00013662i,0.00037462-0.00032452i,0.00068951-0.00036095i,0.00040581+9.6493e-05i,-2.8089e-05+0.00047634i,-3.7432e-05+0.00036949i,-4.8926e-05+0.000301i,-9.4756e-05+3.1703e-05i,0.00044326-0.00080568i,0.00055498-0.00072548i,0.00028566+1.4254e-05i,0.00042023+0.00082003i,0.00036323+0.001174i
-0.0011288+0.00192i,-5.6128e-05+0.0021639i,0.00070732+0.0012877i,0.00045463+0.0011097i,-0.00038561+0.0014419i,-0.0010287+0.00071938i,-0.00080462-0.00039561i,-0.00099135-0.0011855i,-0.00031239-0.00045747i,0.00026709+0.00028654i,-8.8383e-05-8.8236e-05i,-0.0002508-8.5533e-05i,-0.00018544+0.00024407i,-5.3527e-05+0.00079486i,2.5989e-05+0.00055558i,0.00030478-0.0001533i,-0.00010991-0.00030767i,-0.00079304-4.9984e-05i,-0.00033319+0.00013334i,0.00010048-0.00014665i,-4.5091e-06+0.00013301i,5.1692e-05+0.00064111i,0.00030431-0.00018015i
-0.0010413+0.001893i,7.0706e-05+0.0021461i,0.00049662+0.001392i,9.9101e-05+0.0002644i,-0.00031963-0.00087675i,-0.00047266-0.0019789i,-0.0009908-0.001785i,-0.0015634-0.0010616i,-0.00070405-0.00027823i,0.0006688+0.00047163i,0.00065186+0.00020207i,0.00024237-0.00048662i,0.00027593-0.00094898i,0.0002915-0.0010016i,0.00029851-0.00017062i,0.00052897+0.00010652i,0.0006857+0.00037258i,0.00012252+0.00026838i,0.00018763-0.00026664i,0.00068124-1.1952e-05i,0.00072684-0.00012088i,0.00010896-5.81e-05i,-0.00027691-0.00028628i
0.00020328+0.00021012i,0.0013712+0.0010189i,0.0014898+0.00074839i,0.0011846-0.00059485i,0.00065983-0.0019589i,-0.00063446-0.0024361i,-0.0019847-0.0018444i,-0.0021287-0.0013128i,-0.00084301-0.00088133i,-1.5012e-05-3.7554e-05i,9.2811e-05+0.0005517i,0.00011937+0.00063622i,-0.00016277+2.9019e-05i,-0.00012285+0.00011819i,-0.00029996+0.00015235i,-0.00029225+0.00022059i,0.00014196+0.00010418i,0.00054918-0.00045952i,0.00076025-0.00037111i,0.00013562-0.00063762i,-0.00029165-0.00050764i,-0.00026189+0.00018552i,-0.00025442+0.00023702i
-0.00097343+0.0013217i,-0.00095779+0.0014674i,-0.0014038+0.0014864i,-0.0001739+0.0011978i,0.00056455+0.00047992i,-0.00060422-0.0013664i,-0.0014665-0.0022226i,-0.0015986-0.0013792i,-0.00091-0.00036102i,-3.8674e-05-6.9802e-05i,0.00021942+0.00015825i,0.00047442+0.00046038i,0.00084942+0.00035077i,0.0010552+0.0008215i,0.00054083+0.00090861i,-6.516e-05+3.2981e-05i,-0.00020681-0.00014058i,8.0839e-05+8.0929e-06i,-0.00016346+2.385e-05i,4.4607e-05+5.7955e-05i,0.00035394+0.00011351i,-0.00016066-0.00037957i,6.0685e-05-0.00033322i
-0.0010093-0.00067683i,-0.00061018-0.0010674i,-0.0003378-0.0002877i,-0.00015607+0.00033957i,-0.00076053-0.00061249i,-0.0011623-0.0018353i,-0.00064623-0.0017164i,-0.0005358-0.00097745i,-0.00024104-0.00036576i,0.00023656+0.00026495i,-1.5403e-05+0.00070906i,-0.00035806+0.00064028i,-0.00037309+0.00019114i,-0.00090388+8.4174e-05i,-0.00097453+0.00023987i,-0.0008083-0.00023049i,-0.0012824-0.00077999i,-6.6347e-05-0.00087733i,0.0012292-0.00067673i,0.00027856+0.00029472i,-0.00056829+0.0014509i,-0.00035846+0.0013403i,-0.00071957+0.00036568i
0.00082559+0.0019518i,0.00037314+0.00083831i,-0.00061723-0.00035199i,-0.0014333-0.00023632i,-0.0014911-0.00056311i,-0.0015477-0.0013364i,-0.0016823-0.001396i,-0.0014664-0.0011398i,-0.00095543-0.0008731i,-0.00073234-0.00010777i,-0.00062516+0.00024741i,-0.00047187+0.00011196i,-0.00058886-0.00041261i,-0.000276-0.00084131i,-0.00031554-0.0006279i,-0.00016198-0.00054173i,0.0011391+9.4439e-05i,0.0014653-3.7395e-05i,-4.1664e-05-0.00047514i,-0.00042813+0.00011585i,-0.00068824+0.00096036i,-0.0005359+0.00068285i,-0.00022644+0.00028736i
-1.1186e-05+0.00099095i,0.00024069+0.00016527i,0.00077288-0.0004842i,0.00063765-0.00039622i,1.8746e-05-0.00022611i,-0.00079331-0.00085885i,-0.0012164-0.0014423i,-0.00056136-0.0011789i,0.00036073-0.00051391i,0.00043216-2.5302e-06i,9.9875e-05-0.00030477i,6.3254e-06-0.00076368i,0.00015266-0.00090038i,0.00031175-0.0010293i,0.00068048-0.00099181i,0.0010784-0.00069404i,0.00047656-7.5403e-05i,-0.00032803-0.0002614i,-0.00025703-0.00030202i,-0.00020351-0.00073061i,0.00011976-0.0010931i,0.00044004-0.00095451i,-5.6182e-05-0.00069206i
0.00044581+0.0015915i,0.00073154+0.0017167i,0.00046616+0.0010751i,0.0002244+0.00046654i,-0.00021016-0.00075259i,-0.0016835-0.0021739i,-0.0022777-0.0016384i,-0.0013905-4.4052e-05i,-0.00037874+4.8762e-05i,0.00034447-4.574e-05i,-0.00039733+0.00038786i,-0.00086205-2.1784e-05i,-0.00027857-0.00013448i,0.00051372+0.00020457i,0.0014895+0.00030128i,0.0011194+0.00026472i,0.00034152+0.00020101i,0.00042079+0.00017717i,0.00014143+0.00027625i,0.00030622+0.001045i,0.0011661+0.00035776i,0.0013215-0.00060514i,0.00055692-0.00071429i
-0.00092089+0.00093398i,-0.00035987+0.00033519i,0.00098574+0.00024973i,0.00027672+0.00018585i,-0.00087111-0.00014747i,-0.00064902-0.001108i,-0.00060797-0.0019519i,-0.00067038-0.0010061i,-0.00043832-0.00062707i,-0.00021584-0.00077653i,-6.7703e-05+5.8716e-05i,0.00026068+0.0010554i,0.00053235+0.00074388i,-0.00010238+0.00018397i,-0.00088542+0.00014474i,-0.0009086-1.594e-05i,-0.00062199+0.00028039i,-0.0004398+0.00029555i,-0.00073316-4.385e-05i,-0.00069582-0.00042941i,9.2778e-05-0.00074927i,0.000569-0.00015441i,0.00011026-1.7207e-05i
0.001639+0.00025133i,0.0013769+0.00019037i,0.00079439-0.00047019i,-1.8404e-05-0.0011208i,-0.00093157-0.0011418i,-0.0013065-0.0017379i,-0.001615-0.0018967i,-0.0017461-0.0012162i,-0.0012343-0.00095477i,-0.00035605-0.00071069i,0.00033808-1.715e-05i,0.00058022+0.00024005i,-0.00010517+0.00025269i,-0.00092042+0.00028956i,-0.00055733-2.5604e-05i,0.00045623-0.00012696i,0.0006117-0.00019611i,4.9987e-05-5.6939e-05i,0.00046378-6.3693e-05i,0.001008-0.00016851i,0.00045747-7.5364e-06i,-9.4012e-05+0.00034213i,3.4769e-05+0.00018469i
7.1902e-06+0.0015279i,0.0010095+0.002055i,0.0014522+0.0011359i,0.0012385-0.0011075i,0.00013259-0.0017637i,-0.00088099-0.001813i,-0.00043672-0.0018305i,9.3308e-05-0.00085424i,-0.00021351+1.1491e-05i,-4.2408e-05+0.00016225i,0.00049988-0.00057557i,0.00076638-0.00039997i,0.00053014+0.00035192i,0.00020063+0.0005239i,0.00014503+0.00047691i,0.00055488+0.00022394i,0.00052409+0.00015589i,0.00037472+0.00020803i,0.00059415-0.00014594i,0.00072377-0.00018172i,0.00072295-0.00036327i,0.00029947-0.00063554i,8.2277e-05-0.00026784i
0.00035643+0.0018102i,0.001276+0.0014644i,0.0028808+0.0013653i,0.0026696+0.0011202i,0.00061523+0.00062796i,-0.001244-0.00017957i,-0.0021678-0.00062378i,-0.0015491-0.00052509i,0.00011725+4.8877e-05i,0.00027262+0.0011871i,-0.0004494+0.0017089i,-9.0996e-05+0.00051891i,1.1254e-05-0.00060442i,-0.00049613-0.00076573i,-0.00022246+0.00014496i,0.00038991+0.00073298i,-2.2323e-05+0.0002629i,-0.00046887+0.00026127i,-0.00083609+0.00070311i,-0.001032+0.00038605i,-0.00067548-8.634e-05i,-0.00051547+0.00038601i,-0.00026339+0.00046088i
-0.0012316+0.0030747i,-0.00095597+0.0038178i,5.7558e-05+0.0034475i,0.00070996+0.00065314i,0.0006787-0.0016749i,-9.6234e-05-0.0020306i,-0.0013427-0.001607i,-0.0011163-0.00098631i,0.00045643-0.00028552i,0.00074022-0.00010176i,6.8003e-05-0.00050307i,0.00012408-0.00057275i,-0.00027998-0.00086354i,-0.00079354-0.0009937i,-0.00011063-0.0007877i,0.0011445-0.0006921i,0.0010346+0.00012088i,5.4464e-05+0.00049844i,-0.00087553+0.00024377i,-0.0011906-0.00021111i,-0.00016357-0.00053688i,0.0006213-0.00042172i,0.00048775-6.099e-05i
-0.00087435-0.0013248i,-0.00056889-0.00092844i,0.0001156-3.7988e-05i,0.0005599+5.4978e-05i,0.00065538-0.00029113i,0.00022253-0.001295i,-0.00096806-0.0016012i,-0.0015316-0.00082627i,-0.0010857+0.00018787i,-0.00084984+0.0001624i,-0.00066959-0.00042345i,-7.9118e-05-0.00065765i,0.00058494-0.00065748i,0.0010301-0.00043958i,0.0011404-0.00038841i,0.00031572-2.7288e-05i,-0.00060294+0.00040548i,-0.00043906+0.00090092i,-0.0004785+0.00030155i,-0.00081253+0.0003086i,-0.00058202+2.7235e-05i,3.6922e-06-0.0011273i,-3.5547e-05-0.00098785i
-1.6611e-05+0.0017543i,0.00083758+0.0021785i,0.0012641+0.0014002i,0.00064372+0.000635i,-0.00026544-0.00032512i,-0.0011532-0.0018998i,-0.0021375-0.0028746i,-0.0020597-0.0023498i,-0.0010869-0.0012894i,0.0001084-0.00090897i,0.00057157-0.00090574i,0.00060369-0.00020031i,0.00015226-0.00010413i,-0.00054708-0.00066414i,-0.00041666-0.00024344i,-0.00012274+0.00078049i,0.00014913+0.00083359i,0.00032098+0.00081821i,0.00029032+0.00031692i,0.00050691-8.2355e-05i,0.00085418-0.00024787i,0.00075333-0.00056462i,0.00015591+0.0002467i
0.0015679-0.00039864i,0.0013239-0.00048217i,5.9e-05+0.00017919i,7.8519e-05-0.00091382i,0.00017383-0.0016653i,-0.00083518-0.0011074i,-0.0014734-0.00077456i,-0.0011095-0.0007754i,-0.00030761-0.00051858i,-0.00046506+6.2842e-06i,-0.00085739-3.2474e-05i,-0.00063992-0.00038594i,-0.00035456-0.00053544i,-0.00038731-8.1544e-05i,-0.00047375+0.00019517i,-0.00032787+0.00016884i,-0.00069247+0.00062411i,-0.0008135+0.00024523i,-6.4105e-05-0.00024009i,0.00031435+0.00026085i,0.00034979-4.2173e-05i,0.00041514-0.001009i,0.00023706-0.0011831i
0.00028075+0.0019707i,0.0006651+0.0026685i,0.00084329+0.0012666i,0.0004918+0.00019219i,-0.00014086-0.00036826i,-0.00065018-0.0014925i,-0.00079019-0.0019042i,-0.0010115-0.0013684i,-0.0005929-0.00060602i,2.2233e-05-0.00044942i,0.00044968-0.00015717i,0.00073673+0.0003303i,0.00049961+9.5339e-05i,0.00030939+5.4521e-06i,0.00024032+7.7889e-05i,-0.00022443+0.00053745i,-0.00043665+0.00089624i,-0.00048197+0.00088609i,-0.00042989+0.00026029i,0.0001881-0.00044231i,0.00021087-0.00050617i,0.0002263-0.00064296i,0.00028687-0.000719i
-0.0012929-0.00013558i,-0.001536-0.00041289i,-0.00034638+0.00040824i,0.00025268+0.00059369i,0.00028073-0.00027648i,-1.2486e-05-0.0012242i,-0.0013021-0.001687i,-0.0019582-0.0016278i,-0.0011818-0.0011481i,-4.693e-05-0.00046699i,0.00010968-0.00048669i,-0.00010653-0.00058417i,-0.00013901-0.00023327i,-4.4399e-05-0.00029911i,0.00045431-0.0001817i,0.00052758-0.00036648i,0.00038314-0.00064714i,0.00083675-0.00077893i,0.00039157-0.0001965i,-0.00051459+0.00038367i,-0.00085036+8.3049e-05i,-0.0010299-0.0005628i,-0.0011456-0.0010944i
-0.0004501+0.0015982i,-0.00048428+0.0020633i,-0.00027421+0.0012714i,0.00021917+0.00027284i,-9.2723e-05-3.4366e-05i,0.00052207-0.0015597i,0.00071045-0.0024763i,0.00010499-0.0012527i,0.00048682-0.00040398i,0.00025561-0.00025189i,-0.00042718-1.7895e-05i,1.1877e-05-0.00022136i,0.00029675-8.1399e-05i,-0.00033911+2.722e-05i,-0.00059472-0.00050155i,-2.0734e-05-0.0011013i,9.3126e-06-0.00064632i,0.00036002-6.535e-05i,0.00045608-0.00011718i,0.00013017-0.0001083i,0.00010929-0.00033977i,-0.00017922-0.00071015i,0.00011033-0.00079495i
-0.00088901-0.0010461i,-0.00092182-0.00031432i,-0.0015843-0.00069441i,-0.0022909-0.00066085i,-0.0017437-0.00063921i,-0.00061074-0.0011825i,-0.00020119-0.0013658i,-0.00091507-0.0011756i,-0.00097732-0.00083947i,-0.00025253-1.9598e-05i,0.00047414+0.00059895i,0.00079282+0.001035i,0.0012922+0.001226i,0.0012202+0.0015443i,0.00049612+0.0016523i,0.00052729+0.0009407i,0.00088001+0.00032879i,0.0003473+0.00019437i,-0.00025133-0.00022282i,-0.00031712-0.00029526i,-0.00036841-0.00057623i,-0.00025631-0.00062253i,-0.00034408+0.00012408i
0.00067715+0.0002424i,0.0010436+0.00029707i,0.00031707-0.00066463i,-0.0010664-0.0014812i,-0.00087405-0.0017782i,-0.00081369-0.0014384i,-0.0012034-0.0011438i,-0.00010107-0.00057931i,0.00041615-7.3763e-05i,0.0001364-0.00025505i,3.1777e-05+0.00052473i,-0.00023702+0.00089744i,7.4575e-05+0.00043337i,0.00027491+0.00013792i,0.00010982-0.0004437i,0.00033679-0.00058326i,0.00066369-0.00023057i,0.00044964+0.00026122i,2.974e-05+5.3612e-05i,-0.00015327-0.00031712i,0.00031573+0.00043159i,6.309e-05+0.0013793i,-0.0005746+0.0010035i
0.0014017+0.0016472i,0.0018769+0.0011944i,0.0021019+8.9969e-05i,0.0013669-0.0011131i,2.0254e-05-0.0019158i,-0.00090478-0.0023927i,-0.0011658-0.0023712i,-0.0011982-0.0013891i,-0.00080076-0.00055046i,-0.00043078-7.6448e-05i,0.00028668-0.00015963i,9.3329e-05+0.00026364i,-0.00067502+0.00055512i,-0.00069607+2.3746e-05i,-0.00013001-0.00021302i,0.00029329+0.00025648i,-0.00010562+0.00027816i,0.00021359-0.00055338i,0.00061323-0.00050476i,6.802e-05+1.157e-05i,-0.000516+0.0004953i,-0.00073991+8.0623e-05i,-0.00029083-0.00018585i
0.00089838+0.0019277i,0.00044249+0.0023267i,0.00063836+0.0017849i,0.00068668+0.00072184i,0.00035828-0.00027248i,-0.00025557-0.0011627i,-0.00080193-0.0019422i,-0.0007976-0.0012213i,-0.00048029+0.00045171i,0.00016505+0.00081378i,0.00042676+0.0010402i,0.00053647+0.0012902i,0.00028018+0.00070169i,-0.00028776+0.00073406i,-0.0010526+0.00075689i,-0.00055921+8.8975e-05i,0.00030732+0.00016843i,0.00022966+0.00022892i,-2.0343e-05+0.00024538i,-0.00025816+0.00021211i,-0.00022637-0.00015898i,-3.7057e-05+0.00024549i,-0.000146-2.3903e-05i
-0.0013892-0.0012904i,-0.0013089-6.4531e-05i,-0.0012969+0.00030379i,-0.0019503+0.0005318i,-0.0013575-0.00031252i,-0.00040778-0.0018975i,-0.0004686-0.0026002i,-0.00063852-0.0018917i,-0.00071776-0.00054581i,-0.00080205+0.00024382i,-0.00049759+0.00060944i,9.5513e-05+4.7004e-05i,0.00067504-0.00090977i,0.0010824-0.00061881i,0.0010435+7.9631e-05i,0.00060647+0.00062321i,0.00032198+0.00089934i,0.00018707+0.0003874i,-8.8058e-05-8.1315e-05i,-0.00017814+0.00063565i,-0.0007197+0.0014327i,-0.00068887+0.00063515i,-0.00022498+3.2227e-05i
0.0008816+0.001961i,0.0020798+0.0012879i,0.0029822-0.00082814i,0.0015211-0.0019344i,-0.00041951-0.0018979i,-0.00091509-0.0027223i,-0.00099023-0.0023094i,-0.00066513-0.00042791i,0.00011486+0.00027188i,0.00077866-0.00014799i,0.00065923-0.00046871i,-0.00027826-0.00052525i,-0.00089624-0.00022708i,-0.0019785-0.00019182i,-0.0024379+0.00042477i,-0.0011686+0.0011192i,0.00037079+0.0008318i,0.00044314+0.00084523i,-3.0791e-05+0.0016292i,0.00011432+0.0016161i,0.00079473+0.0010701i,0.00053448+0.00039134i,-0.00029261-0.0003151i
-0.00016983+0.0012819i,0.00048775+0.0014545i,0.0018755+0.00058144i,0.0010451-0.0012033i,0.00043259-0.0020495i,0.00060246-0.0017887i,-0.00017995-0.001825i,-0.0005946-0.0011071i,0.00029016-1.7536e-05i,0.00035076+0.00036116i,-4.881e-05+0.000112i,6.3748e-05-0.00020846i,-5.0201e-05+0.00032831i,-0.00034309+0.0011756i,-0.00065759+0.00089413i,-0.00056183+0.0001811i,0.00018344+0.00037337i,0.0011519+0.00052955i,0.0010728+0.00033448i,0.0001514+0.00018582i,0.00010917-0.00043382i,0.00024619-0.00020409i,0.00012624+0.00024582i
0.0016965+0.00037766i,0.0007182+0.00026149i,0.0006904+0.0003929i,0.0010292-0.00091447i,-3.9343e-05-0.0019669i,-0.0013054-0.0015382i,-0.0009344-0.00089819i,-0.00070537-0.00040398i,-0.00046726+0.00012341i,-0.00070304+0.00028492i,-0.0012681-0.00029415i,-0.00079658+4.3846e-05i,-0.00035345+0.00045692i,-0.0006061+0.00032647i,-0.0013089+0.00017476i,-0.0009784-0.00013148i,-0.00041759-0.00028601i,-0.00013834-0.00021026i,0.00060475-0.00035917i,0.00068975+0.00032198i,4.6616e-05+0.0011237i,8.818e-05+0.00031667i,0.00021232-0.00060479i
0.00014456-0.0016252i,-0.00048787-0.00023729i,-0.0017017+0.00012021i,-0.0020734+5.3497e-05i,-0.00064411-0.00042431i,0.00017568-0.0014802i,0.0002467-0.0020506i,0.00035448-0.0013447i,0.00018241-0.00037456i,-0.00046746+0.00074284i,-0.0013144+0.00088726i,-0.00052309+0.00037945i,0.0010992+0.00027706i,0.0017769-0.00018197i,0.0014189-8.1823e-05i,0.00030277+0.0003592i,0.0002162-3.9561e-05i,0.00072628-0.00047575i,0.00080666-0.00075304i,0.0002805-0.00096322i,-0.00024096-0.001238i,0.0001143-0.00082284i,0.00028691+0.00018293i
-0.0017664-0.00027934i,-0.0010402+0.00051195i,-0.00024082+0.00076313i,-0.00080537+0.00087785i,-0.0012316+0.0010335i,-0.00090191-0.00016557i,-0.0011604-0.0017783i,-0.0014271-0.0017027i,-0.0012322-0.00037631i,-0.00093088+0.00077089i,-0.00017315+0.000599i,0.00063526-3.1708e-05i,0.0011231-0.00010831i,0.00060204-0.00027999i,3.319e-05-0.00083596i,-1.3089e-06-0.00095658i,0.00024488-0.00055462i,0.00039706-0.00052208i,0.00018327-0.00083469i,0.0001452-0.00029493i,-0.00044143+0.00036529i,-0.000776+8.3406e-06i,-0.00039513-4.8436e-05i
-0.00045448+0.00076328i,-0.00039026+0.0018215i,0.00048612+0.0014866i,0.00057294+0.00084238i,-0.00032676-0.00026145i,-0.0010351-0.0017514i,-0.00091999-0.0024443i,-0.00054762-0.0010453i,-0.00034034-0.00014942i,-1.3702e-05+0.00015525i,-0.00011996+0.00096588i,7.9248e-05+0.0011006i,6.6374e-05+0.00027989i,-1.6273e-05-0.00060507i,0.0004044-0.00060417i,0.00077826-0.00060098i,0.00086209-0.00017691i,0.00061614+0.00056302i,0.00046251+0.00098657i,0.00016318+0.00086216i,0.00033459+0.00050724i,-4.4587e-05+0.00024473i,-0.00013081-0.00011428i
0.0013241+0.000455i,0.00073964+0.00030075i,0.00028981-0.00073902i,-9.6447e-05-0.0018618i,-0.00086507-0.0028403i,-0.0011911-0.0028691i,-0.0017639-0.0021464i,-0.0019084-0.0011072i,-0.00071465-0.0002168i,-0.00024156-0.00041766i,-0.00063554-0.00074311i,-0.00037094+0.00018498i,-0.0002739+0.0007947i,-0.00023052+0.00029843i,0.00016622+0.00020529i,0.00020697+0.00045426i,0.0004597+0.00049655i,6.6966e-05+0.00052753i,-0.0010218+0.00015074i,-0.0011346-0.00034041i,-0.00034534-0.00036306i,4.7358e-05-0.00038974i,9.1267e-05-0.00034159i
-0.00034625-0.00039929i,0.00045039+0.00037339i,0.00080804+0.0005438i,-0.00024568+0.00081681i,-0.00018724+3.1881e-05i,0.00029965-0.0017401i,2.3256e-06-0.0017148i,-0.00011279-0.00049616i,-7.7641e-05-0.00039812i,-0.00072893-0.00050652i,-0.0011606-9.2246e-06i,-0.00022405+0.00025176i,0.00032137-0.00014137i,0.00059545-0.00040749i,0.0012412-0.00017085i,0.00049784-0.00021627i,-0.00022246-5.0672e-05i,0.00036966-1.9904e-05i,0.00057673-0.00012054i,-0.00010065-0.00030983i,-0.00049724-0.00036544i,-0.00017469-0.00022337i,-2.1339e-05-0.00024687i
0.00027683+0.0012406i,2.5403e-06+0.00098374i,-0.00085221+0.0010904i,-0.0014416+0.00099054i,-0.0010017-9.395e-05i,-0.00017258-0.0012946i,-0.00040976-0.0014487i,-0.00036372-0.00044997i,7.7512e-05+0.00050002i,-0.00023985+0.00030697i,7.2333e-05+6.4222e-05i,0.00035582+7.6728e-05i,3.7123e-06+0.00014737i,0.00012405+0.00014074i,-1.0725e-05-0.00055863i,-0.00011286-0.00085714i,0.0001848+0.00014024i,1.7789e-05+0.0011547i,-5.4863e-05+0.0015831i,-9.0923e-05+0.00098719i,0.00025572-3.1617e-06i,0.00026732-0.00024023i,-6.4029e-05+0.00012546i
-9.5335e-05+0.0013571i,-0.00043769+0.0026325i,0.00026741+0.00099136i,0.00098953-0.00080571i,0.00135-0.0022084i,0.0012602-0.0028799i,0.00014454-0.0022214i,-0.00060666-0.0014952i,-0.00068473-0.0010368i,-1.0867e-05-0.00064463i,0.0004557-0.00033233i,0.00039233-0.00023645i,-6.7796e-05-0.00038548i,0.00026151-0.00020045i,0.00079654+8.8847e-05i,0.00080828-4.4163e-05i,0.00062692+5.9231e-05i,-4.0053e-05-9.314e-05i,-0.000144-1.3911e-06i,0.0003247+0.0002146i,-0.00020764+0.00065031i,0.00017159+0.00049966i,0.00080255+0.00011469i
0.00022625+0.0016045i,-6.0469e-05+0.0022474i,-0.00083012+0.0015666i,-0.00052454+0.0005347i,-0.00075199-0.00027979i,-0.0019713-0.0003629i,-0.0018652-0.0011826i,-0.00025651-0.0012503i,0.00038607-0.00081107i,-0.00017787-0.00098444i,-0.00046944-0.0013253i,9.9933e-05-0.0007044i,0.00030825-0.00023525i,0.00056326-0.00094015i,7.1136e-05-0.00067017i,-0.00027303+8.7924e-05i,-0.00015298+0.00023768i,-0.00099037+5.3661e-05i,-0.00026035+2.4492e-06i,0.0011927+0.00053093i,0.00093298-0.00011462i,0.00038142-0.00088893i,-0.00014418-0.0002955i
