0.0010836+0.0036047i,0.0013048+0.0022808i,0.00073343+0.00059861i,0.00092935-0.0010165i,-0.00030143-0.0017205i,-0.0026876-0.0011959i,-0.0028529+0.0002081i,-0.0012769+0.00092263i,0.00064169+0.00045683i,0.0016366-0.00017003i,0.0009701+0.00024244i,-0.00052381+0.00026507i,-0.00054882-0.0005622i,-7.3377e-05-0.0010822i,-0.00010518-0.0010241i,-0.00029257-0.00043506i,0.00032483+0.00037149i,0.00084713+0.00080919i,0.00056365+0.00079794i,8.2604e-05+0.00030742i,0.00026051-0.00074186i,0.00043428-0.00068697i,0.00085141+6.9505e-05i
-0.098555-0.10994i,-0.43251-0.24669i,-0.73046-0.098628i,-0.61325+0.20376i,-0.27394+0.16591i,-0.16175-0.11592i,-0.18038-0.19532i,-0.12354-0.12116i,-0.077293-0.063539i,-0.054524-0.011106i,-0.029885+0.018852i,-0.023221+0.027706i,-0.016469+0.017662i,-0.0057686-0.014758i,0.0038145-0.050281i,0.0034922-0.070667i,-0.0052727-0.050348i,-0.0018826-0.0032592i,0.011321+0.021088i,0.020917+0.015859i,0.026051+0.0047317i,0.028609-0.0057989i,0.023963-0.014838i
0.025353-0.22651i,0.1275-0.33757i,0.03157-0.39326i,-0.27835-0.30919i,-0.46066-0.022907i,-0.40742+0.25209i,-0.28639+0.30356i,-0.15506+0.2306i,-0.017681+0.1483i,0.059731+0.077977i,0.059326+0.030805i,0.017928+0.013562i,-0.011275+0.010268i,-0.0069337-0.0098518i,0.0014623-0.038862i,-0.0033926-0.038793i,-0.0060778-0.014571i,-0.0060912-0.01109i,-0.01636-0.026025i,-0.024765-0.029606i,-0.025042-0.02601i,-0.023633-0.025071i,-0.022968-0.024053i
0.40544+0.3767i,0.68469+0.31529i,0.67994-0.093914i,0.39381-0.37731i,0.15729-0.27146i,0.11614-0.10943i,0.089444-0.041583i,0.033233+0.01144i,-0.0012819+0.014655i,-0.036061-0.0035663i,-0.039744-0.011957i,-0.024126-0.036272i,-0.016173-0.038644i,0.0062584-0.024438i,0.029978-0.034288i,0.027996-0.05629i,0.0099457-0.060418i,0.010039-0.040098i,0.029245-0.018986i,0.035596-0.0041382i,0.029027+0.0098241i,0.021886+0.0095201i,0.011083-0.0042227i
-0.69106+0.24485i,-0.78548+0.54529i,-0.34457+0.62631i,0.17247+0.3077i,0.23385-0.11487i,0.033978-0.29891i,-0.05955-0.29062i,-0.061436-0.21451i,-0.055971-0.10328i,-0.039994-0.017357i,-0.0027078+0.021886i,0.038267+0.020477i,0.043364-0.0012768i,0.028456-0.00046617i,0.025507+0.015258i,0.032901+0.01718i,0.036449+0.0088782i,0.028208+0.0021416i,0.019741+0.00045511i,0.022063+0.0021876i,0.030457+0.0062173i,0.039721+0.006469i,0.042694-0.0030617i
0.33557-0.67988i,0.21125-0.81734i,0.01283-0.39902i,-0.030135+0.16721i,0.00013597+0.36929i,-0.04518+0.33063i,-0.092196+0.27425i,-0.07157+0.19985i,-0.0031504+0.11179i,0.0523+0.030153i,0.049497-0.003407i,0.029923+0.009313i,0.015241+0.021077i,0.005612+0.023808i,0.01524+0.013225i,0.022466+0.0046268i,0.021727+0.017866i,0.026414+0.038863i,0.032198+0.049409i,0.027245+0.04336i,0.0079693+0.028738i,-0.007174+0.011102i,-0.011706-0.0034761i
0.23998-0.035774i,0.23276-0.20604i,-0.042449-0.30249i,-0.27279-0.15639i,-0.1547+0.027167i,0.053127+0.050756i,0.10959+0.02412i,0.083553+0.0058783i,0.024496-0.0088521i,-0.015443+0.014695i,-0.01976+0.023485i,-0.031283+0.0075917i,-0.035614-0.012547i,-0.036181-0.04025i,-0.037456-0.040363i,-0.024276-0.024566i,-0.015868-0.024715i,-0.023555-0.030523i,-0.028649-0.029343i,-0.016976-0.019441i,0.0027575-0.0067561i,0.014118+0.0041988i,0.015409+0.011896i
0.22369+0.15662i,0.30769+0.31987i,0.2568+0.27778i,0.052547-0.0030057i,-0.18418-0.18391i,-0.27568-0.17369i,-0.19619-0.12787i,-0.084764-0.081223i,-0.023147-0.036495i,-0.015479-0.017801i,-0.023962-0.012155i,-0.025201-0.0074842i,-0.015536+0.0078768i,0.011644+0.026093i,0.03006+0.026549i,0.023934+0.019489i,0.010433+0.018202i,0.003886+0.015848i,0.00021683+0.010437i,-0.0064379+0.0075463i,-0.0094969+0.0074994i,-0.0067546+0.0051051i,-0.0035707-0.0050669i
-0.1688+0.61619i,-0.090897+0.55587i,0.080259+0.1118i,0.14173-0.21081i,0.079292-0.1759i,0.032278-0.041107i,-0.004675+0.028107i,-0.028838+0.03182i,-0.031713-0.0055278i,-0.027436-0.019122i,0.0026607-0.013892i,0.036368-0.026774i,0.043128-0.036495i,0.034053-0.037604i,0.016443-0.035489i,0.0033737-0.027622i,0.0021668-0.027277i,0.0029807-0.027759i,0.002936-0.019127i,0.0028691-0.0070436i,0.0042844+0.0013551i,0.0090812+0.0012473i,0.013821+0.00060002i
-0.40612-0.38957i,-0.62094-0.35831i,-0.50164+0.0024011i,-0.087507+0.25934i,0.21289+0.15681i,0.23414-0.005938i,0.15538-0.039684i,0.093062-0.0003141i,0.070512+0.03287i,0.055388+0.015956i,0.020515+0.0014796i,-0.0014786+0.01819i,-0.0073913+0.034592i,-0.0069615+0.051692i,0.009415+0.055398i,0.02545+0.033948i,0.026647+0.016224i,0.017177+0.015193i,0.010376+0.018065i,0.0072608+0.011763i,-0.00095768+0.0059726i,-0.0043529+0.0077197i,0.0017574+0.0066094i
0.546-0.079726i,0.78538-0.24544i,0.63391-0.32172i,0.24269-0.18599i,-0.0088763+0.0033276i,-0.094512+0.094591i,-0.10289+0.13302i,-0.042755+0.11643i,0.01039+0.051875i,0.03051+0.014598i,0.041058+0.0038873i,0.025385-0.0029609i,-0.0037278-0.00026981i,-0.015629-0.0035439i,-0.015388-0.01105i,-0.016416-0.0001365i,-0.0122+0.019674i,-0.0037794+0.020848i,-0.0032399+0.011286i,-0.0036394+0.011755i,-0.0021391+0.015136i,-0.0015553+0.016846i,-0.002964+0.01799i
-0.20115-0.12707i,-0.27256-0.040598i,-0.28796+0.048317i,-0.24456+0.089515i,-0.14356+0.1504i,-0.028055+0.18714i,0.026239+0.13149i,0.0005795+0.060053i,-0.042937+0.046625i,-0.052764+0.056267i,-0.048224+0.037582i,-0.043239+0.0034389i,-0.02778-0.02205i,-0.02097-0.031404i,-0.021702-0.021457i,-0.0082745-0.016901i,0.0043289-0.026976i,0.0021398-0.029029i,0.00014718-0.02222i,0.0060921-0.017817i,0.011032-0.014982i,0.0080969-0.01135i,0.0015568-0.0084119i
0.13094+0.38763i,0.21707+0.55172i,0.23984+0.42994i,0.13949+0.12204i,-0.041383-0.076938i,-0.16536-0.091608i,-0.16827-0.031651i,-0.10789+0.016332i,-0.048764+0.018793i,-0.011337+0.0045419i,0.022309-0.0023956i,0.038979-0.010061i,0.023983-0.010376i,0.011141-0.0047557i,0.0043527-0.0025829i,-0.011432+0.0081986i,-0.020703+0.026131i,-0.012934+0.029069i,-0.0053336+0.015914i,-0.0097517+0.0051911i,-0.016362+0.0041398i,-0.015258+0.0054169i,-0.0063025+0.004706i
-0.43274-0.18573i,-0.58298-0.27341i,-0.42463-0.28625i,-0.16489-0.21022i,-0.049256-0.099456i,-0.038815-0.026016i,-0.058782-0.0047286i,-0.06414-0.015665i,-0.048486-0.036003i,-0.042763-0.027853i,-0.025072+0.0081165i,0.0084942+0.021634i,0.027098+0.011135i,0.026854-0.00045709i,0.013775-0.015752i,0.0069933-0.031324i,0.01054-0.046429i,0.0088935-0.050941i,0.0060083-0.03919i,0.0084993-0.024652i,0.013648-0.013895i,0.020437-0.0084551i,0.02286-0.004854i
0.44751-0.12183i,0.41611-0.16865i,0.19123-0.01766i,0.073404+0.12444i,0.084488+0.032824i,0.051984-0.12931i,0.0064405-0.17128i,0.0088566-0.12673i,0.028865-0.076148i,0.027931-0.061798i,-0.0084766-0.057969i,-0.044232-0.031478i,-0.050817-0.0016812i,-0.031528+0.016326i,0.0025096+0.018566i,0.016435+0.015407i,0.0067901+0.025562i,-0.0029202+0.038536i,-0.0066326+0.039612i,-0.0074704+0.029436i,-0.015054+0.017104i,-0.027208+0.016236i,-0.030917+0.020708i
0.036904-0.067351i,0.11408-0.16368i,0.14766-0.21562i,0.086275-0.15828i,0.0053111-0.04148i,-0.050833+0.056804i,-0.069442+0.10687i,-0.031269+0.105i,0.0095158+0.065155i,0.012714+0.046568i,0.019161+0.059266i,0.03704+0.052366i,0.038222+0.022845i,0.019496-0.0022628i,0.00022556-0.013949i,-0.0020987-0.018968i,0.0055438-0.026965i,0.013085-0.030434i,0.018932-0.02424i,0.020139-0.013505i,0.018931-0.0035116i,0.019015+0.00090752i,0.01585+0.0010523i
0.32126+0.2123i,0.40243+0.21i,0.20814+0.11607i,-0.014862+0.090102i,-0.0020531+0.14096i,0.13189+0.13442i,0.20091+0.059446i,0.14935+0.0027335i,0.063617+0.017857i,0.043413+0.023186i,0.029371-0.037316i,-0.016365-0.078888i,-0.042531-0.066463i,-0.03844-0.035557i,-0.015057-0.0095185i,0.0061586+0.0020295i,0.0084124+0.0065648i,0.0028299+0.0067594i,-0.0043335+0.0027617i,-0.0085963+0.0022721i,-0.012361+0.00022774i,-0.025909-0.0094353i,-0.036152-0.017799i
-0.62984+0.38119i,-0.65747+0.59207i,-0.33794+0.49242i,-0.084546+0.16721i,-0.10525-0.032256i,-0.17318-0.03978i,-0.1671+0.0059514i,-0.11017+0.044616i,-0.050408+0.030685i,-0.03869+0.016004i,-0.016019+0.050141i,0.035931+0.06911i,0.061763+0.050846i,0.056589+0.020345i,0.029719+0.0017967i,0.0039639+0.0021935i,-0.0036499+0.00035983i,-0.0026373-0.0084056i,0.0016666-0.014043i,0.0069379-0.01456i,0.018306-0.0097675i,0.03782-0.0058022i,0.047269-0.0051767i
0.17375-0.36608i,0.18063-0.56969i,0.072843-0.55268i,-0.036435-0.30767i,-0.058781-0.060966i,-0.041045+0.04803i,-0.033607+0.056888i,-0.043208+0.0159i,-0.052468-0.012523i,-0.03133-0.01569i,-0.016305-0.03405i,-0.034616-0.046624i,-0.047268-0.033115i,-0.037473-0.014273i,-0.016991-0.0052758i,0.0016124-0.0047861i,0.010463-0.0032449i,0.013047+0.0034777i,0.010623+0.010058i,0.0028962+0.010863i,-0.0084865+0.0061939i,-0.019311+0.0014838i,-0.021933+0.0010268i
-0.34678-0.00019489i,-0.47945+0.21855i,-0.30383+0.37222i,-0.022534+0.21226i,0.038363-0.077943i,-0.048593-0.18598i,-0.077439-0.11997i,-0.023488-0.036371i,0.030761-0.020324i,0.015833-0.02625i,-0.0077767+0.010441i,0.009495+0.044255i,0.023107+0.045417i,0.022566+0.037058i,0.014187+0.023468i,0.00033796+0.012531i,-0.0068422+0.0048218i,-0.0069708+0.00087112i,-0.002025+0.0015889i,0.00051827+0.0006164i,0.0022676+0.0075378i,0.013449+0.017522i,0.023608+0.01671i
0.74415-0.56639i,0.87975-0.91185i,0.59698-0.84447i,0.24808-0.4122i,0.11127-0.057248i,0.051118+0.059827i,-0.0019071+0.066699i,-0.014109+0.034268i,-0.0082565+0.020837i,0.022445+0.026922i,0.040925-0.0073601i,0.012433-0.050647i,-0.015998-0.055156i,-0.025348-0.037807i,-0.019416-0.019075i,-0.0041263-0.0052999i,0.0060976+0.0035216i,0.0059084+0.0058339i,0.00016759+0.0069596i,-0.00023305+0.01151i,-0.0034105+0.0077368i,-0.019225+0.0016775i,-0.032226+0.0045333i
-0.18275+0.67971i,-0.23275+0.97847i,-0.15704+0.89194i,-0.028122+0.51568i,0.062055+0.19272i,0.12631+0.037982i,0.133-0.01764i,0.085402-0.00049058i,0.050201+0.029452i,0.020345+0.020743i,-0.0067182+0.015702i,-0.0057845+0.023612i,0.0029026+0.019199i,0.0060116+0.008705i,0.0051989-0.0011875i,0.0011802-0.0087311i,-0.0025919-0.011688i,-0.0023341-0.010397i,0.00081812-0.0084156i,0.00073755-0.011791i,0.0021079-0.015121i,0.0095491-0.013783i,0.015214-0.012668i
0.24077-0.075697i,0.33883-0.2753i,0.21052-0.34687i,-0.0047504-0.1685i,-0.085782+0.033851i,-0.10256+0.088951i,-0.11407+0.079793i,-0.084419+0.061252i,-0.05449+0.038709i,-0.026453+0.037463i,0.016991+0.025502i,0.038617-0.0059513i,0.032454-0.020549i,0.018457-0.019043i,0.0043231-0.012622i,-0.0035271-0.0022677i,-0.0010282+0.0074138i,0.0064103+0.0090624i,0.01056+0.0037433i,0.010899+0.002067i,0.0078731+0.0058989i,0.0017678+0.0055425i,-0.0031465-0.00040084i
-0.53921+0.4622i,-0.64057+0.66232i,-0.45531+0.53742i,-0.22833+0.23556i,-0.12032+0.070521i,-0.041628+0.031293i,-0.0030749-0.012091i,-0.025979-0.036401i,-0.044601-0.041245i,-0.05468-0.044039i,-0.058687-0.017529i,-0.044679+0.014763i,-0.031698+0.022344i,-0.021438+0.01618i,-0.0098896+0.0066413i,-0.0035942-0.0037734i,-0.0017622-0.01468i,-0.0049277-0.021714i,-0.0090526-0.018738i,-0.0069382-0.010673i,0.0013136-0.0067135i,0.0090244-0.0067393i,0.0092483-0.0062731i
0.028861-0.57565i,0.04583-0.72103i,0.026823-0.56466i,-0.024603-0.31154i,-0.10313-0.15726i,-0.18026-0.058937i,-0.16042+0.024731i,-0.065804+0.044277i,-0.0014478+0.022688i,0.019744+0.019662i,0.030716+0.023509i,0.036294+0.015846i,0.032826+0.0063236i,0.02301+0.002444i,0.014177+0.0004336i,0.0077506+0.0011273i,0.0016637+0.012275i,-0.00066379+0.028433i,0.0019258+0.034053i,0.0027044+0.02852i,-0.0032159+0.02328i,-0.0094188+0.023534i,-0.0062382+0.021486i
-0.022118-0.05911i,-0.042914-0.050929i,-0.002628-0.057591i,0.050124-0.07726i,0.054779-0.074331i,0.055955-0.061444i,0.049535-0.073915i,0.016844-0.081695i,0.0043534-0.068691i,0.004734-0.065948i,-0.015656-0.059484i,-0.037747-0.038776i,-0.042247-0.023628i,-0.031686-0.014001i,-0.014139-0.0080968i,-0.00075363-0.0087862i,0.0074004-0.01601i,0.011393-0.025586i,0.0080334-0.026317i,0.00098082-0.019339i,-0.0036801-0.0153i,-0.0023927-0.01462i,0.0016806-0.0079667i
0.37419-0.12081i,0.45592-0.11468i,0.34202-0.021808i,0.17697+0.02797i,0.069283-0.0053867i,0.008398-0.016046i,0.0070953+0.026845i,0.039487+0.06386i,0.052445+0.073193i,0.047915+0.062974i,0.038403+0.037839i,0.029487+0.014368i,0.030101-0.00056318i,0.025824-0.01424i,0.013094-0.018813i,0.0030759-0.01091i,-0.0043683+0.0022761i,-0.0083039+0.011513i,-0.007033+0.011855i,-0.002954+0.01038i,0.00037761+0.010182i,-0.0009811+0.0072186i,-0.0055309-0.0015938i
0.020633+0.31775i,-0.0085331+0.31126i,-0.020795+0.16583i,0.021295+0.054702i,0.085797-0.013909i,0.085563-0.087551i,0.02013-0.10982i,-0.025401-0.078667i,-0.027288-0.040684i,-0.011435-0.020277i,0.0050084-0.019027i,0.010788-0.020529i,0.0043233-0.011479i,0.0012674+0.0025323i,0.0038338+0.010841i,0.0065409+0.0097778i,0.0073112+0.0022807i,0.0071823-0.0063097i,0.0045058-0.012429i,0.0024234-0.015243i,0.005244-0.014399i,0.0090706-0.01206i,0.0077678-0.0044159i
0.010724+0.17894i,0.057403+0.25367i,0.056776+0.24023i,0.00027913+0.16714i,-0.040023+0.14243i,-0.034579+0.16374i,0.00077598+0.15985i,0.023601+0.11477i,0.0113+0.068171i,-0.0010754+0.051834i,0.0069889+0.046936i,0.015128+0.039217i,0.018741+0.028695i,0.017082+0.0083368i,0.0044252-0.0084853i,-0.006063-0.010897i,-0.006951-0.0065141i,-0.0045233-0.00043829i,-0.00051499+0.0053775i,0.005283+0.0087768i,0.0078823+0.011032i,0.0061033+0.01153i,0.0043366+0.0038192i
-0.33713-0.04372i,-0.44947-0.10666i,-0.35294-0.1319i,-0.1469-0.094885i,-0.012606-0.080157i,0.013364-0.10772i,-0.023089-0.10657i,-0.043303-0.063812i,-0.03039-0.036577i,-0.022997-0.024123i,-0.015537-0.0052413i,-0.0074247+0.0012995i,-0.013563+0.004185i,-0.014333+0.018334i,-0.00057117+0.024095i,0.0086094+0.015909i,0.0080048+0.0081796i,0.0080479+0.0061495i,0.0089167+0.0023342i,0.00081309-0.0034705i,-0.0098722-0.0032907i,-0.0092944+0.0034338i,-0.00038821+0.010326i
0.062073-0.18831i,0.14722-0.18083i,0.14101-0.085923i,0.025544+0.020927i,-0.065501+0.13303i,-0.067524+0.21059i,-0.018307+0.18721i,0.0075111+0.1018i,-0.0040988+0.042722i,-0.015043+0.020532i,-0.023573+0.0068591i,-0.033308+0.0048145i,-0.029582+0.0063498i,-0.017723-0.0059101i,-0.012481-0.020966i,-0.011352-0.023336i,-0.010043-0.019533i,-0.012311-0.017501i,-0.013512-0.010512i,-0.0068848+0.0003971i,-0.0029027+0.0057361i,-0.0072914+0.0040433i,-0.010766+0.0001279i
-0.02454-0.091008i,-0.075191-0.10893i,-0.076589-0.099333i,-0.019737-0.10187i,0.021882-0.14248i,0.020402-0.18076i,-0.0082593-0.1452i,-0.016197-0.056149i,0.012003-0.0067892i,0.023218-0.0069141i,0.015677-0.0051425i,0.016583-0.0075337i,0.012485-0.017588i,0.0043472-0.0089963i,0.0075463+0.0059774i,0.013893+0.010115i,0.014897+0.014391i,0.012903+0.022294i,0.0099752+0.024371i,0.0061657+0.015623i,0.0019869+0.0029471i,-0.00066903-0.0019227i,-0.00013778+0.0029924i
0.28897+0.0082527i,0.3734+0.0073569i,0.28516+0.019186i,0.108+0.042897i,-0.031277+0.07599i,-0.081982+0.10086i,-0.063774+0.074847i,-0.03988+0.013869i,-0.040389-0.018748i,-0.035119-0.020218i,-0.019109-0.025047i,-0.0097541-0.026542i,-0.0052426-0.017813i,-0.0029359-0.016052i,-0.0024723-0.017613i,-0.00075666-0.015631i,0.0040208-0.020286i,0.0082627-0.032248i,0.0079065-0.036548i,0.0075732-0.027242i,0.010324-0.017251i,0.0067942-0.016416i,-0.0040204-0.017361i
-0.053177+0.19481i,-0.11501+0.23735i,-0.12091+0.16753i,-0.059197+0.041229i,0.0010346-0.060899i,0.010795-0.081455i,-0.0062439-0.032447i,-0.010376+0.011619i,0.0047104+0.019119i,0.019828+0.013547i,0.026923+0.014493i,0.02858+0.01081i,0.019775-0.0016752i,0.007027-0.0039204i,0.0017684+0.0053022i,0.00060818+0.011996i,-0.0045762+0.015854i,-0.0098791+0.021005i,-0.009188+0.01978i,-0.0069483+0.010445i,-0.0033474+0.0039092i,0.004571+0.0034504i,0.010574+0.0035671i
-0.009122+0.0056195i,0.018081-0.02687i,0.034947-0.047022i,0.025789-0.022654i,0.016447+0.013812i,0.00024883+0.0054007i,-0.016189-0.028789i,-0.015915-0.046844i,-0.015553-0.043375i,-0.01975-0.026974i,-0.019643-0.012957i,-0.017039+0.0012719i,-0.01054+0.018709i,-0.001384+0.021713i,0.0022435+0.010033i,0.00089396+0.001177i,0.0035671-0.0010058i,0.0084987-0.0031464i,0.0056426-0.0023002i,0.00040569+0.0040083i,-0.0012327+0.0083524i,-0.0018507+0.0062375i,-0.0035253+0.0011523i
-0.16923+0.043566i,-0.21931+0.065502i,-0.17548+0.065807i,-0.091511+0.046718i,-0.045156+0.048309i,-0.02331+0.08149i,-0.0010151+0.10124i,0.023538+0.084502i,0.042623+0.048559i,0.045304+0.020124i,0.034007+0.0096089i,0.019607+0.0029368i,0.011357-0.013481i,0.0072724-0.026843i,0.0011197-0.021637i,-0.0044583-0.0087485i,-0.010151+0.00016107i,-0.011852+0.0085444i,-0.0041813+0.014019i,0.0025733+0.011412i,0.0023059+0.007266i,0.0035027+0.007559i,0.0099166+0.0050028i
0.029828-0.16324i,0.075179-0.22469i,0.093797-0.19632i,0.079605-0.11789i,0.067162-0.092809i,0.051991-0.13555i,0.020434-0.15329i,0.0016907-0.10157i,0.0057169-0.043863i,0.0015275-0.016581i,-0.0061682-0.0053829i,-0.0060493-0.0014853i,-0.0068254+0.0076632i,-0.0065437+0.020601i,-0.0015196+0.01826i,0.0060001+0.0049654i,0.014751-0.0064967i,0.01845-0.013201i,0.013815-0.012311i,0.0056383-0.0057152i,-0.0009995-5.4692e-05i,-0.0081035+0.002634i,-0.014016+0.0061541i
0.051525+0.017753i,0.040139+0.057601i,-0.013765+0.080269i,-0.079838+0.079989i,-0.13054+0.11179i,-0.13893+0.17051i,-0.08968+0.18061i,-0.043397+0.12266i,-0.028481+0.065515i,-0.011144+0.036202i,0.0038488+0.011534i,0.0030889-0.0072723i,0.0007608-0.018169i,0.0013066-0.026161i,-0.001671-0.024797i,-0.0093876-0.018019i,-0.021855-0.014321i,-0.031361-0.014605i,-0.027793-0.015715i,-0.014005-0.016324i,-0.0020774-0.016126i,0.0059312-0.014231i,0.011702-0.012219i
0.099908-0.040211i,0.13565-0.077575i,0.13862-0.11019i,0.12272-0.12993i,0.11455-0.16062i,0.1095-0.20081i,0.058647-0.18205i,0.0046547-0.088953i,-0.00049662-0.0092168i,0.0045087+0.015035i,0.0042405+0.021217i,0.010285+0.022136i,0.0089478+0.021649i,0.00222+0.029351i,0.0040505+0.031003i,0.013868+0.025664i,0.025496+0.0243i,0.031297+0.024048i,0.022529+0.020256i,0.0062055+0.015152i,-0.0037063+0.010292i,-0.0086068+0.006244i,-0.012644+0.0059734i
0.003724+0.13821i,-0.015094+0.20182i,-0.029752+0.21231i,-0.035258+0.16649i,-0.070291+0.13029i,-0.10796+0.16013i,-0.070665+0.16118i,-0.020306+0.074311i,-0.026064+0.00025216i,-0.032744-0.0092119i,-0.020221-0.0072227i,-0.012996-0.0089361i,-0.0057878-0.010163i,0.00052451-0.021407i,-0.003537-0.029888i,-0.013117-0.028598i,-0.019519-0.026262i,-0.017296-0.025176i,-0.006715-0.021396i,0.00062956-0.01382i,0.0030964-0.0057234i,0.0070554-0.0017748i,0.0095289-0.0053587i
-0.052249-0.0091733i,-0.041553-0.067815i,-0.014842-0.12893i,0.025844-0.13295i,0.099782-0.12052i,0.12674-0.15001i,0.06147-0.1424i,0.0078759-0.063322i,0.018128-0.0056965i,0.026965-0.00058735i,0.01856+5.9497e-05i,0.015538+0.0018922i,0.0058511-0.0031413i,-0.0070375+0.00045258i,-0.0036118+0.010541i,0.01003+0.015832i,0.019699+0.019129i,0.019685+0.021427i,0.014019+0.020458i,0.010406+0.016808i,0.0069021+0.013645i,0.0020033+0.013235i,-0.0017505+0.013598i
-0.033207+0.027574i,-0.03638+0.095631i,0.00062483+0.16261i,0.030041+0.16633i,-0.013319+0.14691i,-0.051281+0.14347i,-0.015675+0.10732i,0.018889+0.023231i,-0.0049964-0.034027i,-0.032314-0.026943i,-0.030567-0.0086335i,-0.025714-0.0023324i,-0.01533+0.0045764i,0.0016395+0.0013882i,0.0023908-0.012262i,-0.012517-0.022172i,-0.025715-0.025827i,-0.026084-0.023766i,-0.015489-0.019226i,-0.0056767-0.01589i,-0.00022281-0.014178i,0.0023024-0.012916i,0.003937-0.013003i
-0.036678-0.095323i,-0.073648-0.16484i,-0.12591-0.168i,-0.13571-0.080842i,-0.080804-0.014027i,-0.040808-0.017583i,-0.059746-0.013285i,-0.061911+0.0396i,-0.0086947+0.070508i,0.032672+0.042858i,0.0346+0.0099431i,0.028278-0.0063445i,0.019992-0.018754i,0.011546-0.017566i,0.01453-0.0035438i,0.024222+0.010693i,0.029938+0.020651i,0.024814+0.024041i,0.012457+0.019723i,0.0036453+0.012028i,-0.0024032+0.0069606i,-0.0080565+0.0065414i,-0.0088778+0.0092933i
0.087464+0.0063026i,0.16215+0.058886i,0.18618+0.083689i,0.12362+0.051807i,0.050387+0.024292i,0.037817+0.023151i,0.0717+0.0095012i,0.078294-0.030462i,0.032236-0.053435i,-0.013055-0.030725i,-0.020547+0.0015837i,-0.013245+0.016772i,-0.0055704+0.026095i,0.0023808+0.025606i,-0.00049885+0.011099i,-0.010701-0.0052719i,-0.014646-0.018934i,-0.0090033-0.026918i,-0.0020076-0.02382i,0.0012296-0.014128i,0.001991-0.006277i,0.0011493-0.0046605i,-0.00021739-0.0069969i
-0.021542+0.0082338i,-0.1161-0.02202i,-0.20437-0.04942i,-0.21946-0.051066i,-0.20779-0.035574i,-0.20181-0.01041i,-0.1877+0.021718i,-0.14534+0.050637i,-0.072147+0.061552i,-0.0075066+0.035346i,0.012973-0.0019908i,0.011438-0.020449i,0.0074747-0.028644i,0.0027295-0.025766i,0.0064771-0.011533i,0.014454+0.0021124i,0.01387+0.011209i,0.0043307+0.013027i,-0.003835+0.0077i,-0.0046697+0.0044545i,-7.8664e-05+0.0046135i,0.0056244+0.0039864i,0.0089387+0.0042768i
0.068464+0.024775i,0.16881+0.016936i,0.24627-0.021302i,0.24191-0.070034i,0.22019-0.09528i,0.22087-0.0882i,0.20241-0.07507i,0.15151-0.07208i,0.075778-0.071508i,0.0076044-0.042308i,-0.013467-5.1094e-05i,-0.0088879+0.020013i,-0.008178+0.029276i,-0.0094679+0.03111i,-0.011392+0.020263i,-0.015163+0.0084264i,-0.014737+0.003274i,-0.0075218+0.0051754i,0.00062147+0.009503i,0.0034129+0.0095742i,0.0017951+0.004659i,-0.0013503-0.00091725i,-0.00511-0.0044486i
-0.081113+0.052642i,-0.17143+0.093371i,-0.22656+0.10417i,-0.2052+0.073248i,-0.19527+0.037939i,-0.24645+0.029785i,-0.25377+0.045959i,-0.18583+0.055522i,-0.09762+0.054031i,-0.024538+0.033018i,0.0045312-0.0013629i,0.0037066-0.019439i,0.001888-0.026167i,0.0020951-0.028815i,0.0054958-0.021708i,0.011591-0.013147i,0.013756-0.0054683i,0.013342+0.00013293i,0.013543-0.00029406i,0.012589-0.001881i,0.0091807+5.4687e-05i,0.0075258+0.0034667i,0.010358+0.0058399i
0.031811-0.068039i,0.1148-0.14491i,0.19973-0.17921i,0.23562-0.12361i,0.26803-0.042559i,0.31321-0.018781i,0.28742-0.028525i,0.21136-0.026184i,0.13411-0.030905i,0.056617-0.024573i,0.015688+0.0050546i,0.0075652+0.019068i,-0.0014479+0.01907i,-0.0098726+0.020305i,-0.013404+0.016963i,-0.013845+0.010424i,-0.0099451+0.0015461i,-0.0051-0.0062367i,-0.0025633-0.0096323i,-0.0025308-0.010039i,-0.0054996-0.0060654i,-0.0096621-0.00041021i,-0.01364+0.00093997i
-0.020008+0.04707i,-0.074533+0.13798i,-0.12565+0.2209i,-0.14116+0.19868i,-0.19782+0.10244i,-0.28547+0.047479i,-0.2809+0.038026i,-0.20698+0.030713i,-0.12687+0.033986i,-0.048886+0.029253i,-0.0075563+0.0027016i,0.00019941-0.01352i,0.008228-0.0187i,0.014844-0.022432i,0.014735-0.019829i,0.011725-0.014216i,0.0052462-0.0091963i,-0.0049959-0.0072723i,-0.014121-0.0062323i,-0.013582-0.0016166i,-0.0039242+0.0011457i,0.0055092-0.00017155i,0.011343-0.0010231i
0.012889-0.071267i,0.04954-0.16328i,0.06491-0.23234i,0.052563-0.16221i,0.11386-0.022816i,0.2169+0.02266i,0.22037+0.010067i,0.16245+0.019903i,0.10868+0.016622i,0.046724+0.0032009i,0.0098853+0.012503i,0.0060931+0.016937i,0.0014572+0.011215i,-0.0034321+0.0092461i,-0.0045119+0.0060809i,-0.0045821+0.0058798i,-0.0022156+0.011214i,0.00045435+0.020831i,0.0013365+0.028733i,0.0016422+0.024246i,-0.0011845+0.014069i,-0.0081705+0.0087691i,-0.011934+0.0066001i
