-0.006809+0.00075237i,-0.0061676+0.00088556i,-0.0073318+0.00354i,-0.0060987+0.0044374i,-0.0032541+0.0046309i,-0.0011035+0.0032136i,0.00017194+0.0023117i,0.00012091+0.0028377i,0.00055894+0.0020124i,0.0016562+0.0019449i,0.0016239+0.0019542i,0.0016684+0.00022873i,0.00049521-0.0012535i,-0.00055368-0.0017946i,-0.00097879-0.00098237i,-0.0020369-0.00075571i,-0.0020644-0.00085327i,-0.0012276+1.3883e-05i,-0.00084796+0.00088171i,-0.00075165+0.00087075i,-0.0011242+0.00048341i,-0.001657+0.00042327i,-0.0011433+0.00041219i
0.00055423+0.00044642i,-0.00022779+0.00083355i,5.7656e-05+0.0012875i,0.00081624+0.0011318i,0.00063206+0.00021879i,-1.4281e-05+3.6758e-05i,-0.0007917+0.00098074i,-0.00091049+0.0010011i,-0.00036258+0.00018998i,0.00047705+0.00035249i,0.0010952+0.00081967i,0.00098884+0.00098911i,0.00078665+0.00054413i,-4.7157e-05-0.00047827i,-0.00071663-0.00044154i,-0.0014846-0.00035244i,-0.0012757-2.2841e-05i,-0.00054969+0.00038775i,-0.00051052+0.00028827i,-0.00014153+0.00013724i,-0.00018914-0.00016165i,-0.00016146-0.00063403i,-0.0002051-0.00072457i
-0.0010935+0.0012835i,-0.0011454+0.0017481i,-0.0013618+0.0015279i,-0.0013975+0.0009601i,-0.0018206+0.0004902i,-0.0011918+0.00046953i,-0.00036067+0.0011817i,-0.00024117+0.0018018i,1.2857e-05+0.0016794i,0.00016005+0.00071862i,0.00036814+0.00014912i,0.00022281+0.00039708i,-0.00060395+7.2225e-05i,-0.0010603-0.00028123i,-0.00088447-0.00059171i,-0.001174-0.00080182i,-0.0015154+3.8989e-05i,-0.0014038-0.00010113i,-0.00031887-0.0007131i,0.00047536-0.00025528i,-0.00016145+0.00037214i,-0.00075586+0.00040034i,-0.00030989+0.00095371i
-0.00053239+3.9246e-06i,-0.0014398+3.0653e-05i,-0.0011587-0.00074659i,-0.00045859-0.00077078i,0.00025791-0.00018483i,-0.00017839+0.00031517i,-0.00082654+0.00084844i,-0.00071931+0.001185i,-0.00071431+0.0016302i,-0.0012574+0.0013723i,-0.00089142+0.00095477i,-6.7533e-06+0.00023664i,0.00021112-0.00030944i,-0.00022138-6.3893e-05i,-0.00089437-0.00025905i,-0.0013383-0.00066545i,-0.0014715-0.00020573i,-0.001003+0.00094988i,-0.00047255+0.0010782i,-0.00040418+0.00032105i,-0.00019157+0.00039733i,-0.00029695+0.00072756i,-0.00076331+0.00055731i
0.00044041-0.00086349i,0.00015744-0.00040775i,-0.00048664+0.00018147i,-0.00024205+0.00087777i,0.00012348+0.00045662i,-0.00021456-0.00035347i,9.8864e-05-0.00020555i,-0.00071168+0.00062639i,-0.0012647+0.00085358i,-0.00035848+0.00092771i,-0.00017676+0.0009562i,0.00032648+0.00051251i,0.0004912+0.00013935i,0.00016722-0.00018437i,-0.00031447-0.00048396i,-0.00048302-0.00063796i,-0.00052688-0.00059923i,-0.0010946-0.00043013i,-0.00068471-0.00045567i,0.00010687-5.7366e-05i,0.00030337+0.00029044i,0.00013163+0.00015859i,-0.00020668+0.00060416i
-0.00057797-0.0015373i,-0.00048533-0.00093374i,-0.00052822-0.00057689i,-0.0011661-0.00039436i,-0.0010614-6.6508e-05i,-0.00021689-0.00015856i,-0.00036484+0.0011834i,-0.00080486+0.0014454i,-0.00065638+0.00054452i,-0.00062885+0.00042801i,-0.00032208-9.8964e-06i,0.00020885-6.642e-05i,-0.00037235+9.5406e-05i,-0.0014847+7.9464e-05i,-0.00198+0.00021933i,-0.0020211+0.00022449i,-0.0011827-0.00052273i,0.00047577-0.00043751i,0.0010278+0.00084327i,0.0006546+0.00099384i,-0.00011228+0.00068649i,-0.0011377+0.00017931i,-0.0012557-0.00053577i
-0.002611-0.0025335i,-0.0028765-0.0010289i,-0.0042048-0.00027526i,-0.0037391+0.0012949i,-0.0023515+0.0022961i,-0.0012811+0.002196i,-0.00077708+0.0014574i,-0.00035687+0.00070797i,-0.00050156+0.00049505i,-0.00084171+0.0009058i,-0.00023899+0.001838i,0.00053207+0.0019531i,0.00059485+0.00082612i,-0.00039335+5.3786e-05i,-0.0010564+4.1118e-05i,-0.00079927-0.00040971i,-0.00040743-0.00093253i,-0.00056745-0.001305i,-0.0012644-0.0010655i,-0.0009149-0.00081705i,-0.00079291-0.00046446i,-0.0011967-0.00051533i,-0.00055136-0.00082095i
0.0011217+0.00011332i,0.0011958+1.3553e-05i,0.0016994-0.00021234i,0.00084614-0.00063501i,0.00066271-0.00073063i,0.00025894-0.00050084i,-0.00045902-8.3203e-05i,-0.00051981+0.00020141i,-0.00097111+0.00028183i,-0.0013078+0.00027564i,-0.00067284+5.8506e-06i,-0.00059975-4.1478e-06i,0.00042116+0.00021715i,0.0013122+0.00040317i,0.00065234-3.0353e-05i,0.00048349-0.00035757i,-3.879e-05+7.2422e-05i,-0.00077301+0.00013696i,-0.00053036+0.00045951i,-6.7458e-05+0.00016088i,0.0001282-0.00082167i,-0.00010864-0.00047219i,-0.0002389-0.00024193i
-0.0010771-0.00099932i,-0.0017892-0.0011347i,-0.0027874-0.00057739i,-0.0028262-0.0010846i,-0.0012568-0.0008724i,-0.00028363+0.00061421i,0.00018954+0.00094008i,0.00015707+0.00081906i,-0.00018463+0.00069859i,2.5593e-05+0.0008059i,5.3989e-05+0.001028i,0.00046207+0.0010142i,0.0012334+0.00066122i,0.00067667+0.00047631i,-0.00077022+0.00022404i,-0.0011311-0.00027277i,-0.00035468-0.00051832i,-6.6084e-05-0.00061651i,-0.00068419-0.0010492i,-0.00072144-0.00082924i,-0.00010748+5.6218e-05i,2.6077e-05+0.00068785i,-0.00055434+0.00069985i
8.8805e-05+0.00019913i,-0.0003042+0.00035526i,0.00042336+0.0013848i,0.0015653+0.0013434i,0.0013407+0.0014287i,-0.00038312+0.0007094i,-0.00090366+0.00057529i,-0.00022833+0.0012391i,-0.00032201+0.00088817i,-0.00052042+0.00061488i,-2.188e-05+0.0007772i,0.00023482+8.8355e-05i,-0.00016104-0.00079073i,-0.0002443-0.00075388i,-0.00023641-0.00023149i,-0.0008481+0.00058643i,-0.001554+0.00071527i,-0.0012686+0.00041291i,-0.0010074+0.00040459i,-0.00078355-0.00012348i,-0.00066104-0.00050021i,-0.00029958-0.00052482i,0.00040179-0.00045211i
-0.00062266-0.0024262i,-0.0015405-0.0015669i,-0.0021847-0.00051421i,-0.0026637-0.00055942i,-0.0020738-0.00016832i,-0.001057+0.00083486i,-0.0005309+0.0011679i,0.00012637+0.00096339i,0.0003166+0.00083115i,0.0001248+0.00072017i,-0.00028018+0.00043794i,-0.00025975-6.988e-05i,0.00052916-4.5945e-05i,0.0011589+4.3631e-05i,0.00040477-7.3846e-05i,-0.00076052-0.0001739i,-0.0011549-0.00017621i,-0.0012878+0.00023544i,-0.0010715+0.00061278i,-0.0010688-2.5684e-05i,-0.000942-0.00029667i,-0.00052496+0.00037596i,-0.00025424+0.00026058i
0.0016479+0.00044262i,0.0025233+0.00013765i,0.0020725+0.00066459i,0.0025855+0.00034042i,0.0026842+0.00026148i,0.0013199+0.00077659i,0.0002574+0.00066598i,-4.8375e-05+0.00090782i,-0.00052263+0.00062018i,-0.0010863+0.00071943i,-0.0012772+0.0010444i,-0.00086578+0.00049782i,-0.00091914-0.00035345i,-0.001213-0.0005577i,-0.00097628+2.6456e-05i,-0.00010238+0.00043287i,0.00014542+0.00036111i,-3.1272e-05+0.00023979i,4.7074e-05+0.00010096i,0.00044172+0.00024378i,0.00063932+0.0001697i,0.00047698-0.00015645i,0.0002705+7.1458e-05i
-0.00061762-0.001097i,-0.0011849-0.0010848i,-0.0021754-0.0013653i,-0.0023688-0.0017668i,-0.0013713-0.0012675i,-0.00023753+0.00012147i,-8.006e-05+0.00065685i,0.00050271+0.00098692i,0.0004054+0.0011123i,-0.00011243+0.0010423i,0.00053523+0.00074392i,0.00040629+0.00060431i,-0.00012132-0.00029888i,-0.00040609-0.0013003i,-0.0005583-0.001207i,-0.00033091-0.0005503i,-7.4056e-05-0.00056127i,-0.00042639-0.0010875i,-0.00059656-0.00023362i,-0.00035349+0.00015716i,-0.00040482+1.2498e-05i,-0.00012121-1.8661e-05i,0.00013941-0.00069686i
0.0014575-0.0028141i,0.00072438-0.0030346i,0.00054568-0.0016401i,-0.00094199-0.00066215i,-0.0024921-0.00066432i,-0.0022396-0.00056788i,-0.0011792-5.0615e-05i,-0.00039361+0.0003506i,-0.00066476+0.00039489i,-0.00121+1.2354e-05i,-0.0012471+0.00027522i,-0.00067245+0.00081506i,-0.00071688+0.00078697i,-0.00091024+0.00033066i,-0.00024515-0.00044593i,-0.00012104-0.0014403i,-0.00084411-0.0017723i,-0.0018197-0.001234i,-0.0017357-0.0011674i,-9.5412e-05-0.00065545i,0.00052959+0.00021503i,0.00016397+0.00012823i,1.1687e-05+2.8787e-05i
0.00075326+0.00025396i,0.00093137+0.0015724i,0.00091485+0.0011311i,0.0016008-2.8663e-05i,0.00068844-4.1853e-05i,-0.0010834-0.00027628i,-0.0015462-0.00090416i,-0.001734-0.0001787i,-0.0015883-8.6668e-05i,-0.0001174-0.00035352i,0.00015671+5.3752e-05i,-0.00054056+0.00017899i,-0.00038927-0.00029856i,-0.00050044+6.4554e-05i,-0.00078335-9.3446e-05i,-0.00097513-0.001194i,-0.0005769-0.0011338i,-0.00023787-0.00024855i,-0.0006573+0.00053742i,0.00019511+0.00049251i,0.00093169+0.00027727i,0.00074825+0.00028087i,0.00040843+3.4993e-05i
0.00072827+0.00084386i,0.0012242+0.0011229i,0.0018141-0.00061354i,0.00046251-0.0011992i,-0.00061693-0.00042893i,-0.0011543-0.00033262i,-0.001448+0.00036584i,-0.00074417+0.0013298i,0.00036475+0.0012043i,0.00077355+0.00072476i,-0.0005181+0.00016006i,-0.0017329-0.00025045i,-0.0010735-0.00033519i,-7.1352e-05-0.00072803i,0.00029259-0.00083251i,1.9251e-06-0.00094322i,3.592e-06-0.00097707i,0.00057857-8.9666e-05i,0.00040373+0.00051684i,-0.0003998+0.00027289i,-0.00091925-0.0003318i,0.0001095-0.00072567i,0.0011021-0.00030569i
0.00024782+0.0013039i,0.00047614+0.00090446i,0.00082485+0.0014052i,0.0009558+0.00023607i,0.0011475-0.00061605i,0.00067712+0.0005091i,-9.143e-05+0.00095298i,-0.00076294+0.00030381i,-0.00069083+0.00064461i,0.0001904+0.0013469i,0.00014622+0.00069215i,-0.00073321-1.8636e-05i,-0.0014036-0.00056967i,-0.00016455-8.2025e-05i,0.00052888+0.00048628i,-4.0756e-05+0.00012568i,-0.00080886+0.00013418i,-0.00096141+0.00067546i,-0.00098838+0.0003592i,-0.0013508+0.00011635i,-0.0009355+0.00039857i,6.0742e-05+0.0013625i,6.6623e-05+0.0015077i
0.0004372+0.00044201i,-7.2415e-05+0.00038879i,0.00083622-0.00067378i,0.00037496-0.0012237i,-0.00057234-0.00085574i,-0.00078003+1.8372e-05i,-0.00043825+0.00075314i,0.00035622+0.00084854i,0.00017305+0.0011597i,-0.00053253+0.00063482i,-3.8971e-05-7.6747e-05i,-0.00049478-1.3072e-05i,-0.0013295+5.623e-05i,-0.0010084+0.00046603i,-0.00024833-0.00027077i,-0.00015856-0.0010834i,-0.00040351-0.00078405i,-0.00045433-0.00073606i,-0.00014231-0.00045954i,-3.8791e-05-0.00028586i,0.00032379-0.00042355i,-6.8453e-05-0.00035434i,-0.00059238-0.0003312i
-0.0020545+0.0012963i,-0.001782+0.0013486i,-0.00067441+0.0022337i,0.0012816+0.002175i,0.0013943+0.0016682i,-0.0004169+0.0010039i,-0.0012619+0.00046226i,-0.001304-8.9662e-05i,-0.00045995+0.00011034i,0.00063179+0.00084963i,0.00092295+0.00073543i,0.0005939-7.274e-05i,4.2836e-05-0.0011048i,-0.00016215-0.00099716i,-0.00035965-0.00057513i,-0.00080683-0.0010572i,-0.0010371-0.00070402i,-0.00094318+0.00084078i,-0.00074693+0.0013048i,-0.00063554+0.00050997i,-0.00082943+0.00088503i,-0.00055319+0.00083264i,1.4663e-05+9.6374e-05i
-5.9865e-05-0.0014515i,0.00088817-0.0010159i,0.00049554+0.00027914i,-0.0007632+8.0951e-05i,-0.002001-0.00079879i,-0.0019815-3.8038e-05i,-0.0010908+0.00020539i,-0.00036083-0.00043338i,-0.00041518-0.00027425i,-0.00043902+0.00024313i,0.00026438+0.00033597i,0.00044457+0.00023383i,0.00017452-0.00023242i,-0.00021767-0.00048919i,-0.00035938-0.0008861i,-0.00072028-0.0009726i,-0.0011945-0.00077543i,-0.0010167-0.0011893i,-0.00061367-0.00067479i,-0.00046086+0.00013088i,-0.00039987+0.00021071i,0.00046408+0.00052629i,0.00020737+0.00024371i
-0.00021719+0.00061418i,-0.0010641+0.00033729i,-0.00066008-0.00050464i,-0.0010474+0.0002713i,-0.00013579+0.00081386i,-2.9691e-05+0.00070149i,-0.0013081+0.00048187i,-0.00098288+0.00044774i,-0.00094469+0.00092704i,-0.0010721+0.00088687i,-0.00039259+0.00035455i,0.00021869+0.00077316i,0.00045819+0.0017399i,-4.638e-05+0.0015071i,-0.00089418+0.00059369i,-0.00081404+0.00033152i,-0.00064186+0.00039234i,-0.00092096-7.201e-05i,-0.00085275-0.00042876i,-0.00053803-9.362e-05i,-0.00023555+0.00032267i,0.00036882+8.1494e-05i,0.0006598-0.00023062i
0.00077769+0.0003608i,0.00011112+0.0012603i,0.00088379+0.00074889i,0.0014804-5.423e-05i,0.00090974-8.1477e-05i,0.00015675-2.6039e-05i,-0.00021007-2.4128e-05i,-0.0001881+0.0004133i,-0.00034624+0.00060927i,-0.0002423+0.00084674i,0.0003375+0.0012069i,-9.7855e-05+0.00056924i,-0.00060693+3.4163e-05i,-0.00087491-0.00070361i,-0.00092747-0.0014331i,-0.001003-0.0012196i,-0.001166-0.00069029i,-0.0014067-0.00016314i,-0.0012471+0.00013757i,-0.00043463+0.00085863i,-9.5819e-05+0.00077087i,0.00028658+0.00041294i,0.00074464-0.00046659i
0.00062649+0.0018993i,0.0012681+0.0011497i,0.0016586+0.001422i,0.00068349+0.00030946i,0.00023336-0.00038001i,5.0769e-05+0.00049797i,-0.00013531+0.00068855i,-1.1349e-05+0.00056826i,-0.00027597+0.00081362i,-0.00023087+0.00032001i,-0.00027214-0.00047723i,-0.00064866-0.00054063i,-0.0010303-0.00057574i,-0.00062671+0.00014883i,-0.00102+0.00032277i,-0.0015915-0.00066307i,-0.00038597-0.0011915i,0.00019867-0.00095144i,-0.00018848-0.00055381i,-0.00071691+0.00024689i,-0.00066473+0.00044165i,-0.00045085-0.00020455i,-0.00011586-0.0003939i
-0.0012704-0.002825i,-0.00017417-0.0029548i,-0.0012354+0.00091348i,-0.0012758+0.0023632i,-0.0010708+0.0023101i,-0.00074143+0.0016091i,-0.00070235+0.0009106i,-0.00021242+0.0013604i,-0.00039885+0.0014068i,-0.00089793+0.00070946i,-0.00072978+0.00066183i,-6.4739e-05+0.00029576i,0.00045361-0.00026183i,0.00033367-0.00028025i,-6.8467e-05-0.00047892i,5.1879e-05-0.00077799i,-0.0004501-0.0011062i,-0.0014194-0.0002809i,-0.0013056+0.0009025i,-0.00014435+0.0014235i,-1.4813e-05+0.0013401i,-0.00093235+0.0006149i,-0.0010126-0.00041311i
6.1451e-05-0.00035612i,-0.00015435-0.00040796i,0.00078308-0.00066531i,0.00047998-7.8769e-06i,-0.00036352+0.00048584i,-0.00056562+0.00076745i,-0.0010661+0.00047338i,-0.0015993-0.00036755i,-0.0014426-0.00073145i,-0.00012552-0.00077249i,0.00060114-0.00075053i,-0.00052612-0.00016169i,-0.0011573+0.00074826i,-0.00072817+0.00026745i,-0.00044726-0.00026404i,-0.00025026-0.00013491i,-3.4338e-05-0.00051914i,-0.00050983-0.0007407i,-0.00083907+0.00015957i,-0.00047866+0.00049769i,0.00017244+0.000522i,0.00012471+0.00065262i,4.6574e-07+0.00024658i
0.00026111+0.0013135i,0.00030885+0.0020694i,0.00073545+0.0017281i,0.0014714+0.00098731i,0.0016584-0.00072478i,0.0004515-0.0017939i,-0.00059245-0.00095555i,-0.0004102-0.00039293i,5.6611e-05+0.00041788i,0.00029162+0.00043728i,0.00020163-0.00043854i,5.5734e-05-0.00089861i,0.00038869-0.00090147i,0.00013981-2.6545e-05i,-0.00032326+0.00063858i,-0.00046114-9.0731e-05i,-0.00064695-0.0004749i,-0.00024093-0.00019582i,-0.00023286-0.000195i,-0.0004601-0.00018461i,7.232e-05-0.00021607i,0.000373-0.00025787i,0.00037125+0.00010656i
-0.00037006-4.8287e-06i,-0.00082372+6.7091e-06i,-0.00024615-0.00073462i,0.00015471-0.0010554i,8.7191e-05-0.0013523i,0.00031509-0.00087515i,-0.00051712-9.9837e-06i,-0.0010457+0.0002561i,-0.0011464+5.1679e-05i,-0.0018265+0.00027378i,-0.0016222+0.001122i,-0.0010154+0.001293i,-0.00075632+0.00012379i,-0.00074385-0.00044937i,-0.00054215-0.00012652i,0.00038857+0.00032142i,0.00050757+5.8028e-05i,-0.00052012-0.0010244i,-0.00046446-0.00075087i,0.00024869-0.00012874i,8.819e-05+1.217e-05i,7.5338e-05+0.00024498i,0.00019985+0.00020576i
-0.0016525+0.00074334i,-0.0015617+0.00084153i,-0.0014318+0.00030297i,-0.0016055+0.00052514i,-0.0010337+0.00050699i,-6.0948e-05+0.00028235i,-0.00010189+0.00079311i,-0.00057649+0.00088641i,-0.00062263+0.0009514i,-0.00056381+0.001074i,-0.00045408+1.8763e-05i,-0.00017621-0.00066876i,5.9039e-06-0.00075913i,-0.00060805-0.0013741i,-0.0013717-0.00030184i,-0.00092738+0.00029254i,-0.00036377-0.00053304i,-0.00085262-0.00062762i,-0.0005949+0.00061727i,-0.00059034+0.0014653i,-0.0013167+0.00091033i,-0.001168+0.00065322i,-0.00087197+0.00044205i
0.00055314+0.0029917i,0.00052848+0.0032878i,0.00094307+0.0024017i,0.0010467+0.0018225i,0.00026189+0.0012509i,5.5448e-05+0.00044476i,-0.00026201+0.0007193i,-0.00087334+0.0014952i,-0.0003946+0.0022194i,-0.00017258+0.0019024i,-0.00027336+0.00037359i,-0.00021133-0.00028938i,-2.1605e-05-0.00031934i,-0.00022176-0.00018004i,-0.00053059+0.00035067i,-0.00058814+0.00042631i,0.00024826-0.00015176i,0.00030565-0.00021053i,-0.0007402+5.0263e-05i,-0.00055468-0.00010711i,-0.00027738+0.00014866i,-0.00018746+0.0005971i,0.00070199+0.0005362i
-0.0009322-0.00075186i,-0.00018276-0.0017045i,-0.00062535-0.001873i,-0.0012427-0.00060934i,-0.00098009+5.6752e-05i,-0.0011259+4.9363e-06i,-0.0012834+0.00034659i,-0.0012404+0.00059003i,-0.001342+0.00060146i,-0.0010144+0.00036881i,-0.00035845+0.00014541i,0.00032917+0.00035022i,0.00063939-3.3549e-05i,-1.836e-05-0.00064722i,-0.00016951-0.000682i,-0.0004917-0.00057129i,-0.00024809-0.00036132i,0.00062445-0.00040123i,-0.00020428-0.00076803i,-0.0011665-3.6693e-05i,-0.00067395+0.00086897i,-7.1443e-05+0.00058225i,-0.00025023+0.0008336i
0.00027626+1.1232e-05i,-9.0839e-05+0.00028373i,-0.00010374-0.00010899i,-0.0011412+1.5481e-05i,-0.0016937+0.00032992i,-0.0010691+7.2663e-05i,-0.00048077+9.5302e-05i,-0.00013889+0.0001631i,0.00013573+0.0005764i,4.3167e-05+0.00043399i,-0.00025832+0.00046075i,-0.00096668+0.0006035i,-0.0015189+0.00046921i,-0.0014384+0.00024423i,-0.0012674-0.00031538i,-0.00041107-0.00044998i,-1.9676e-05-0.00044807i,-0.00082085-0.0006558i,-0.0010619-0.00076137i,-0.00077222-0.00052886i,-0.00024224+7.2118e-05i,5.3882e-05-0.00012276i,-0.00010218-0.00013994i
0.00054147+0.0002829i,-0.00013029+0.0013845i,-0.00020838+0.0011085i,0.00021518+0.00058561i,0.00067508+0.00094656i,0.00047873+0.00098918i,-0.00093688+0.00072649i,-0.0013057+8.7357e-05i,-0.0004492+0.00017962i,-3.304e-05+0.00066745i,0.00013749+0.00056382i,0.00014574+0.00023583i,-0.00074247-0.00011621i,-0.00046474-0.00027057i,-0.00079332-0.00017151i,-0.0014034-0.00015284i,-0.0011121-0.00034996i,-0.00053348-0.00022964i,-1.7228e-06-0.0001056i,6.37e-06-0.00027083i,-4.7605e-05+4.9442e-05i,0.00082986+0.00014976i,0.00066134+0.00043921i
0.00024659+8.9164e-05i,0.00076404-0.00046381i,0.00032988-0.0011601i,0.00074838-0.0020571i,0.0012798-0.0006451i,0.0010922+3.6501e-05i,0.00053773-0.00047332i,0.00011854+0.00020723i,-0.00042265+0.0012442i,-0.0010639+0.0017791i,-0.0014955+0.0013928i,-0.0010776+0.00061076i,-0.00077615+0.00025591i,-0.00054736+0.00015595i,3.5644e-05-0.00033891i,0.00033667-0.00033316i,-0.00034286-0.00025818i,-0.00074192-0.00019759i,-6.0401e-05+1.4037e-05i,0.00033066+0.00052055i,-3.102e-05+0.0015316i,-0.00055505+0.0018562i,-0.00044246+0.0012169i
-0.00043816-0.001325i,0.00062878-0.00057788i,0.00024176-0.0010857i,-0.0016539-0.00075632i,-0.0023346+0.00042491i,-0.0022636+0.0010566i,-0.0014109+0.0011351i,-0.00097692+0.0011582i,-0.0008956+0.00067167i,-0.00058624+0.00096911i,-0.00088828+0.0017551i,-0.0011647+0.0010065i,-0.0011258+0.00021412i,-0.0010608-0.00097806i,-0.00060135-0.0016957i,-0.0003942-0.001009i,-0.00040545-0.00093182i,-0.00055682-0.0009647i,-0.00021003-0.00021576i,-0.00074179+3.9916e-05i,-0.00069006+0.00017645i,3.0003e-05+0.00044568i,-0.0001666-8.1756e-05i
0.00077331+0.00071023i,0.00067062+5.1406e-05i,0.00038924-0.0002448i,0.00057755+2.0904e-06i,0.00056334+0.00024829i,-0.00057032+0.00055901i,-0.00094688+0.00070929i,-0.00064401+0.00044804i,-0.0004708+0.00011946i,-0.00059678+5.7584e-05i,-0.00047575-6.9602e-05i,-0.00092982-0.00030124i,-0.0015455-0.00078783i,-0.00098003-0.0011083i,-0.00021871-0.0010238i,-0.00042576-0.00044489i,-0.00029104+0.00014398i,-0.00043468+0.00033687i,-0.00076703-6.9387e-05i,-0.00044054-0.0010396i,0.00023241-0.0013694i,0.00022635-0.001172i,0.00012701-0.0006228i
0.0027568-0.00018893i,0.0015549-0.00012835i,0.00060525-0.0011516i,0.00093082-0.0016958i,0.00094509-0.0008605i,-0.00016147-0.00023892i,-6.5484e-05+0.00029329i,0.00040803+0.00062481i,-0.00014221+0.0003498i,-0.00043054-2.6608e-05i,-0.00058696-0.00040998i,-0.00084536-0.00054348i,-0.00061167-0.00037835i,-0.00018814+8.2768e-05i,7.3764e-05+0.00068816i,-0.00029344+0.0005433i,-0.000557+0.00012796i,-0.00085344+0.0001404i,-0.0011546-0.00011507i,-0.00027949-0.00040817i,0.00071791-6.7212e-05i,0.0007971-0.00015592i,-0.00054408-0.00050162i
0.00024644+0.0001118i,0.0001078-0.00076374i,-0.00016415-0.0013604i,-0.0010729-0.0014052i,-0.00082982-0.0017583i,-0.00052983-0.0015564i,-0.00060967+3.4937e-05i,-1.2997e-07+0.00080179i,0.00027498+0.00025603i,-2.1341e-05+0.00030956i,-0.00059635+0.0002862i,-0.00082187-0.0001445i,-0.0010129+0.00021408i,-0.00076399+0.00061843i,-7.3196e-05-3.9485e-05i,0.00060949-0.00022777i,0.00059153-0.00072323i,-1.045e-05-0.0010732i,-0.00021125-0.00059919i,-0.00029149-0.00019292i,-0.00064694-0.00030671i,-0.00037148-0.00023189i,-0.00022322-0.00045778i
-0.00044107+0.0011447i,-0.00047772+0.0013296i,-8.084e-05+0.00097637i,0.00010101+0.00068432i,0.0005186+0.00081638i,-0.00015879+0.00033135i,-0.00061927-0.00012717i,-3.056e-05+0.00014235i,-0.0002235-0.00026094i,-0.00011275-0.00013245i,0.00058941+0.0004197i,0.00072226+3.6186e-05i,0.00024566-0.00091166i,-3.6796e-06-0.00070448i,-0.00059525+0.00034463i,-0.0016728+0.00032732i,-0.0020523+0.00027533i,-0.0024259+0.00036431i,-0.0021333+0.00044736i,-0.0010026+0.00065485i,-4.8189e-05+0.00073543i,-0.00034943+0.00031529i,-0.00094515-0.00011554i
-0.0012234-0.0007906i,-0.00087727-0.00037685i,-0.00093857-0.00039615i,-0.0005102+0.00028994i,-0.00042441+0.00087627i,-0.00014799+0.0006097i,0.00025846+0.00048628i,0.00026442+0.0012537i,2.2553e-05+0.0019068i,0.00053812+0.0018823i,2.8547e-06+0.0014236i,-0.00098508+0.00016507i,-0.00036638-0.00050402i,0.00041583-0.00056385i,-0.00029096-0.00051428i,-0.00074848-0.00072864i,5.4379e-05-0.00062555i,-7.4049e-05-0.000115i,-0.00060092+0.00016257i,-0.00019843+0.00031897i,-0.00010678+0.00013192i,-0.00047269-4.3297e-05i,-0.00043492+0.00025156i
-0.00044027+6.2346e-05i,-0.0010914+0.00076267i,-0.0010147+0.0011705i,-0.00030026+0.0011623i,-0.00017399+0.0012009i,-0.00080361+0.0012608i,-0.00052329+0.00077229i,-0.00033294+0.00060164i,-0.00018369+0.0013077i,-0.00038936+0.00091214i,-0.0007257+0.00028393i,-0.00010542+0.00019037i,0.00022657+0.00029661i,-0.00030993+0.00052685i,-0.00095425-9.0599e-05i,-0.00098486-0.00077456i,-0.00097548-0.0005656i,-0.0011965-0.00071909i,-0.0010658-0.00092503i,-0.0011703-0.00033012i,-0.00057134-0.0001384i,0.0001471+0.00014956i,-0.00011355-8.2111e-05i
0.0010196+0.0011002i,0.0020145+0.0011362i,0.0014404+0.00035884i,0.00078269-0.00044285i,0.00054869-0.00064245i,0.00010506-0.00097729i,-0.00023078-0.00059666i,-0.0010552-0.00044042i,-0.00054642-0.00036257i,-0.00092711+0.00019138i,-0.0016145+0.00017214i,-0.0014542-0.0004047i,-0.0015822-0.00032806i,-0.00057947-0.00031336i,-1.5976e-05-5.1535e-06i,0.00017493-0.00072638i,-0.00032533-0.00090544i,-0.00098608-0.00037875i,-0.00031144+3.1042e-05i,0.00014461+0.00044994i,0.00021105-0.00034096i,0.0001314-0.0015407i,0.00013555-0.0012741i
0.00057757-0.0013554i,0.00029901-0.00018944i,-0.00089882-0.0002414i,-0.0021705-0.00047399i,-0.0019254-0.00026607i,-0.0013699-3.6014e-05i,-0.00096883+0.00040839i,-0.00027514+0.0012949i,-0.00012044+0.0010424i,-9.209e-05+0.00032932i,4.7713e-05+0.00056754i,-2.0153e-05+0.00035039i,-0.00019189-0.00032409i,0.0001988+0.00013356i,-5.4701e-05+0.00047009i,-0.00077628-6.8798e-05i,-0.00076244-8.4489e-05i,-0.00083967-0.00040591i,-0.00097606-0.00011868i,-0.00072785+0.00011295i,0.00054094-0.000234i,0.00065338+0.00016679i,-0.00017804+4.4852e-05i
-0.00048206+0.0013368i,-0.00071048+0.00071913i,0.00060288+0.0013174i,0.0022087+0.0010518i,0.0025445+0.00052547i,0.0007852+0.00099599i,-0.00027754+0.0014005i,-0.0005244+0.0013975i,-0.00062676+0.0014136i,-0.00058445+0.0011021i,-8.4532e-05+0.00099035i,-0.00022476+0.00034442i,-0.00070846-0.00034151i,-0.00036537-0.00066202i,0.00018839-0.0010331i,0.00044785-0.00080743i,-0.00050766-0.00068399i,-0.0019655-0.00041064i,-0.0024756+0.00016204i,-0.0018121+0.0010457i,-0.00083631+0.0013012i,-0.00071758+0.00022103i,-0.00038345+1.0957e-05i
