-0.001702-0.00014878i,-0.0015351-0.00044137i,-0.0025741+0.00051363i,-0.0021379+0.0017511i,-0.0020535+0.0025298i,-0.0015081+0.0023329i,-0.0009318+0.0010485i,-0.001195+0.0002432i,-0.00075529-4.9574e-05i,-0.00032307+0.00045751i,-0.00055319+0.0012514i,-0.00018692+0.0012823i,0.00060959+0.0006416i,0.00047445+6.1728e-05i,-0.0002313+5.4094e-05i,-5.9079e-05+0.0011396i,0.00030577+0.0018117i,0.00030354+0.00062822i,-0.00034604-0.00045494i,-0.00027177-4.6328e-05i,0.0001228+0.00011251i,0.00045225-6.6248e-05i,0.00013308+0.00030269i
7.6581e-05-0.021032i,0.017152-0.036536i,0.075106-0.079706i,0.13953-0.13963i,0.11842-0.11568i,0.027587+0.051653i,-0.005571+0.24291i,0.01555+0.27379i,0.0020894+0.16556i,-0.024341+0.076832i,-0.022997+0.040741i,-0.023717+0.019236i,-0.034471+0.010692i,-0.029703+0.010696i,-0.0096097+0.0095044i,0.0082005+0.0076089i,0.0126+0.0059132i,0.0055402+0.003786i,-0.0055174+0.0020392i,-0.012112+0.0020299i,-0.011702-0.00051978i,-0.010973-0.0067715i,-0.010191-0.01143i
0.0019072-0.0044637i,-0.029737+0.020681i,-0.10668+0.092407i,-0.18465+0.17188i,-0.18596+0.13941i,-0.11177-0.03833i,-0.049634-0.20618i,-0.020035-0.23103i,-0.00035001-0.16575i,0.0035194-0.10252i,-0.0023682-0.062177i,0.0025645-0.047647i,0.011035-0.051171i,0.0029662-0.043954i,-0.012968-0.014778i,-0.020094+0.020974i,-0.017999+0.045538i,-0.0081325+0.048584i,0.0037847+0.030595i,0.0041443+0.0057578i,-0.0028843-0.010635i,-0.0043394-0.015452i,-0.0031314-0.016203i
0.0095526-0.0089632i,0.019987-0.048248i,0.048783-0.12729i,0.087648-0.19885i,0.12369-0.14479i,0.18783+0.03121i,0.25705+0.13777i,0.21849+0.10937i,0.096658+0.068902i,0.02035+0.056925i,-0.0030641+0.040816i,-0.0144+0.038298i,-0.007512+0.045525i,0.009507+0.037747i,0.015214+0.023754i,0.0099171+0.016501i,0.0072677+0.014569i,0.017751+0.01637i,0.029041+0.017777i,0.029764+0.012958i,0.028697+0.00092233i,0.02772-0.0174i,0.018437-0.03247i
0.0063247+0.0067443i,-0.014532+0.033048i,-0.088231+0.10805i,-0.1905+0.21539i,-0.26807+0.23229i,-0.33928+0.1222i,-0.40524+0.013425i,-0.35869-0.018398i,-0.21245-0.031502i,-0.10548-0.049261i,-0.049189-0.045341i,-0.0041225-0.044741i,0.0094736-0.0499i,-0.0059139-0.033934i,-0.022853-0.0078627i,-0.037469+0.0092827i,-0.047916+0.0098654i,-0.049446-0.0035326i,-0.04409-0.011009i,-0.03378-0.0023984i,-0.019824+0.011413i,-0.0029946+0.020994i,0.01347+0.022435i
6.2599e-05-0.0040677i,0.0096018-0.040969i,0.040103-0.13988i,0.08347-0.25068i,0.15165-0.24189i,0.27424-0.11906i,0.38149-0.031669i,0.34437-0.018438i,0.2127-0.0024265i,0.11669+0.026849i,0.057888+0.039936i,0.015629+0.046368i,-0.0012419+0.043642i,-0.0036832+0.018543i,-0.0089924-0.015984i,-0.018968-0.038205i,-0.018933-0.041603i,-0.0060682-0.029294i,0.0060605-0.015319i,0.008003-0.0070875i,-0.0027705+0.0048079i,-0.013312+0.021824i,-0.010142+0.025859i
-0.016209+0.022335i,-0.02087+0.06868i,-0.037926+0.17266i,-0.066206+0.29219i,-0.098405+0.3156i,-0.13382+0.21004i,-0.15789+0.10148i,-0.13292+0.054678i,-0.078837+0.029491i,-0.045013+0.0035251i,-0.031513-0.025492i,-0.033671-0.044015i,-0.040772-0.034268i,-0.028051-0.0061714i,0.0076907+0.014741i,0.041143+0.018916i,0.047899+0.021304i,0.032795+0.022788i,0.011767+0.018334i,-0.0010723+0.013816i,0.00080455+0.000605i,0.0051674-0.019474i,0.0073587-0.024081i
-0.020026-0.011691i,-0.022837-0.054777i,0.00024495-0.16i,0.031803-0.31034i,0.035601-0.38657i,0.020818-0.33166i,0.013971-0.24372i,0.018845-0.1755i,0.027146-0.11767i,0.034932-0.072469i,0.041097-0.02765i,0.046969+0.0071217i,0.042736+0.0094705i,0.021868+0.00099393i,-0.0011953+0.0054393i,-0.012045+0.015823i,0.00054281+0.020883i,0.033193+0.01703i,0.055502+0.0043501i,0.044777-0.0084767i,0.02541-0.0086755i,0.022434-0.0023866i,0.024596+0.0026511i
-0.0044093-0.0094927i,-0.0031755+0.030251i,0.0013922+0.14054i,0.0096642+0.26504i,-0.011872+0.27585i,-0.078134+0.18734i,-0.1238+0.13811i,-0.093075+0.12718i,-0.033105+0.078825i,-0.027939+0.015884i,-0.059162-0.01183i,-0.061583-0.010538i,-0.03463-0.0077388i,-0.007343-0.010492i,0.0020368-0.018606i,-0.010299-0.021583i,-0.02988-0.011514i,-0.046144+0.0036877i,-0.051909+0.017098i,-0.04058+0.023792i,-0.025567+0.023707i,-0.018098+0.026007i,-0.014003+0.028677i
-0.0057073-0.022999i,-0.017896-0.078639i,-0.041019-0.19408i,-0.07978-0.32144i,-0.081469-0.29896i,0.022543-0.08319i,0.17914+0.10012i,0.21316+0.096017i,0.11223+0.031091i,0.044838+0.0076152i,0.049275-0.018101i,0.05132-0.046007i,0.031659-0.045956i,-0.0055781-0.029751i,-0.046386-0.0029002i,-0.066217+0.027028i,-0.07173+0.039054i,-0.061629+0.039659i,-0.027375+0.027536i,-0.0019539-0.0019539i,-0.0078711-0.017621i,-0.018115-0.0064383i,-0.014641+0.006655i
0.0042033+0.00027098i,0.015479+0.041354i,0.029388+0.14538i,0.045376+0.26073i,0.015441+0.2579i,-0.10054+0.10101i,-0.20476-0.025345i,-0.16428-0.01952i,-0.053377+0.010079i,-0.01691+0.019363i,-0.035113+0.055867i,-0.036965+0.095704i,-0.015761+0.09146i,0.015838+0.037856i,0.035526-0.038674i,0.023682-0.092374i,0.0029557-0.10088i,-0.011376-0.072966i,-0.019812-0.022112i,-0.012587+0.013673i,-0.0060094+0.0043308i,-0.017554-0.019999i,-0.027321-0.027041i
-0.0017126-0.016895i,-0.021578-0.054113i,-0.079708-0.12533i,-0.14565-0.19639i,-0.11025-0.20427i,0.073043-0.16116i,0.21524-0.16257i,0.16138-0.17093i,0.041101-0.1046i,0.0047527-0.048054i,-0.0018266-0.058581i,-0.031615-0.071468i,-0.054139-0.051423i,-0.042793+0.0065287i,0.019336+0.071075i,0.098245+0.083153i,0.13169+0.054184i,0.1137+0.016192i,0.070755-0.019237i,0.034637-0.029685i,0.035412-0.024196i,0.050185-0.025129i,0.046737-0.018424i
0.0042178+0.010922i,0.013823+0.038394i,0.047952+0.11345i,0.10523+0.20268i,0.081347+0.24445i,-0.076603+0.26462i,-0.20651+0.30111i,-0.15982+0.25605i,-0.049006+0.11508i,-0.0060243+0.031691i,0.013106+0.033284i,0.029212+0.033747i,0.024413+0.012343i,0.0097044-0.013384i,-0.029024-0.018896i,-0.069014+0.0076938i,-0.066398+0.022742i,-0.042039+0.0056618i,-0.030257-0.0101i,-0.03071-0.0032966i,-0.035478+0.015757i,-0.036837+0.030059i,-0.033269+0.026231i
-0.010713+0.0032857i,-0.023369-0.013451i,-0.071968-0.039935i,-0.13809-0.057113i,-0.12346-0.07693i,0.0063895-0.14909i,0.088817-0.23374i,0.033644-0.19713i,-0.011905-0.07047i,0.0084041-0.016739i,0.010909-0.040965i,-0.008244-0.064074i,-0.023928-0.056691i,-0.035429-0.01552i,-0.025576+0.02901i,-0.0079482+0.047501i,-0.010824+0.059928i,-0.015872+0.070111i,-0.0047078+0.054935i,0.014148+0.023663i,0.029617+0.00057617i,0.032943-0.012558i,0.024097-0.016948i
-0.0094522-0.0085048i,0.0015126-0.016973i,0.033799-0.053066i,0.083995-0.10754i,0.10697-0.10798i,0.066569-0.03898i,0.04111+0.031345i,0.066591+0.047136i,0.065353+0.026065i,0.036217+0.016217i,0.023845+0.024689i,0.038597+0.045662i,0.06335+0.041847i,0.045258-0.0055886i,-0.024086-0.039603i,-0.081921-0.029823i,-0.088542-0.012899i,-0.063356-0.0044612i,-0.030866+0.0074568i,-0.0063754+0.0083317i,-0.002764-0.0064695i,-0.0041504-0.018153i,-0.00058943-0.024577i
-0.0066817-0.014183i,-0.006994+0.00063038i,-0.021768+0.050215i,-0.069734+0.12924i,-0.12251+0.1708i,-0.12381+0.15731i,-0.096754+0.14255i,-0.059913+0.11579i,-0.016688+0.048948i,-0.0079661-0.0084565i,-0.01912-0.014671i,-0.030616-0.0020288i,-0.046944+0.013295i,-0.025257+0.020776i,0.035241-0.023578i,0.067314-0.09519i,0.061538-0.12231i,0.043891-0.09728i,0.025178-0.053596i,0.019863-0.012438i,0.031071+0.010972i,0.040731+0.016032i,0.041632+0.018026i
-0.00017246-0.0037852i,-0.0054752-0.048905i,-0.012368-0.15242i,-0.042191-0.31559i,-0.10411-0.38872i,-0.12451-0.28249i,-0.05389-0.1657i,0.015363-0.1377i,0.011187-0.11555i,-0.022352-0.067398i,-0.046111-0.034873i,-0.057652-0.034745i,-0.055115-0.04067i,-0.037454-0.0047014i,-0.0026131+0.067398i,0.049073+0.11518i,0.08631+0.10284i,0.077554+0.041725i,0.029173-0.018056i,-0.019679-0.032482i,-0.042243-0.011526i,-0.044646+0.020786i,-0.030062+0.043525i
0.0046639+0.0015056i,0.022848+0.055889i,0.060822+0.21287i,0.12717+0.41907i,0.19517+0.48903i,0.24703+0.35191i,0.24853+0.17976i,0.16757+0.081123i,0.072087+0.03568i,0.044518+0.015839i,0.053201-0.011974i,0.03891-0.032973i,0.016202-0.033129i,-0.011447-0.045981i,-0.064889-0.058574i,-0.12307-0.02784i,-0.13973+0.029215i,-0.096354+0.059512i,-0.029532+0.046722i,0.01355+0.018205i,0.026054-0.0061297i,0.014194-0.02596i,-0.007974-0.036189i
-0.0042734-0.024726i,-0.036767-0.099161i,-0.14327-0.28265i,-0.3039-0.50236i,-0.40181-0.54816i,-0.40572-0.37322i,-0.33379-0.18962i,-0.21021-0.097027i,-0.10666-0.028701i,-0.053915+0.011921i,-0.0268+0.016906i,0.0049001+0.0092132i,0.027301-0.0066039i,0.02644-0.0028187i,0.035922+0.026819i,0.066019+0.047787i,0.082693+0.042514i,0.066653+0.027423i,0.03464+0.023681i,0.011137+0.028927i,0.0076621+0.029996i,0.019741+0.020142i,0.026305+0.0071785i
0.014312+0.019153i,0.060709+0.10599i,0.19307+0.32632i,0.40464+0.56067i,0.51413+0.54075i,0.39567+0.28886i,0.17566+0.1394i,0.067949+0.13699i,0.07691+0.089168i,0.060183+0.027257i,0.020247+0.055397i,0.019263+0.11928i,0.043015+0.12189i,0.055241+0.045375i,0.039423-0.047747i,-0.001053-0.099745i,-0.035834-0.10312i,-0.035616-0.07057i,-0.015855-0.032775i,-0.0042083-0.016145i,-0.0029692-0.013743i,-0.0080416-0.0082503i,-0.013656+0.0042794i
-0.0152-0.014131i,-0.061817-0.10487i,-0.21902-0.31928i,-0.48484-0.5461i,-0.61783-0.51875i,-0.39402-0.26343i,-0.03618-0.13371i,0.098194-0.16701i,0.044637-0.14724i,0.001699-0.08962i,-0.021499-0.095554i,-0.06905-0.12945i,-0.10122-0.10444i,-0.066241+0.00174i,0.020231+0.10833i,0.091786+0.14004i,0.10652+0.11732i,0.083894+0.072235i,0.051998+0.023571i,0.017137-0.002324i,-0.014442+0.0017283i,-0.034397+0.019245i,-0.030977+0.027527i
-0.00087421+0.010171i,0.057071+0.12783i,0.22308+0.37512i,0.48605+0.6109i,0.59918+0.59177i,0.39885+0.38067i,0.12689+0.27224i,0.030259+0.23274i,0.017645+0.13567i,-0.0082851+0.081363i,0.0026418+0.092269i,0.030214+0.090264i,0.035636+0.062996i,0.013749+0.029231i,-0.037211+0.019313i,-0.083796+0.046633i,-0.090962+0.0705i,-0.067367+0.061391i,-0.034846+0.033368i,0.0010945+0.008457i,0.032507-0.018168i,0.033344-0.046299i,0.0079985-0.050654i
-0.01041-0.032072i,-0.073175-0.12457i,-0.26631-0.33873i,-0.57725-0.52512i,-0.72838-0.45317i,-0.55538-0.26508i,-0.29326-0.23752i,-0.15998-0.23383i,-0.063809-0.11325i,0.031183-0.065823i,0.03516-0.10897i,0.0073524-0.12541i,-0.020262-0.11684i,-0.078404-0.065364i,-0.1246+0.017933i,-0.13454+0.079153i,-0.10586+0.093607i,-0.046194+0.06854i,-0.0072472+0.03635i,-0.0013716+0.018816i,0.0069845+0.0078979i,0.021442-0.011597i,0.021461-0.028891i
-0.0010266+0.023878i,0.023551+0.13296i,0.18261+0.37367i,0.48374+0.53462i,0.64444+0.40419i,0.52037+0.21352i,0.3528+0.22101i,0.27569+0.22039i,0.1539+0.076259i,-0.013122+0.014084i,-0.081608+0.081896i,-0.067307+0.15147i,-0.025888+0.18712i,0.034216+0.15519i,0.080923+0.064499i,0.10971-0.028261i,0.1173-0.088905i,0.077294-0.10109i,0.015858-0.07117i,-0.016537-0.02557i,-0.016035+0.019242i,-0.0017199+0.045445i,0.0055537+0.041622i
-0.018436-0.045428i,-0.083847-0.16298i,-0.26695-0.39387i,-0.55635-0.56808i,-0.72093-0.44785i,-0.57832-0.17004i,-0.34101-0.034482i,-0.18516-0.0054617i,-0.03969+0.017482i,0.065105-0.031134i,0.040263-0.10375i,-0.040816-0.12553i,-0.098597-0.11348i,-0.13784-0.058541i,-0.16395+0.018961i,-0.18125+0.086536i,-0.16031+0.12862i,-0.080569+0.1188i,-0.00036441+0.060806i,0.032235-0.0043372i,0.026195-0.049652i,0.0065887-0.063096i,0.0057948-0.047391i
-0.026855+0.016894i,-0.036109+0.10624i,0.0057007+0.32882i,0.19343+0.49783i,0.37932+0.33536i,0.31822+0.018786i,0.13222-0.098832i,0.025967-0.07359i,-0.053951-0.036994i,-0.11539+0.0058597i,-0.098448+0.011798i,-0.060379-0.018774i,-0.041262-0.025767i,-0.031826-0.015983i,-0.030166-0.011583i,-0.031528+0.0011024i,-0.028648+0.03092i,-0.011916+0.05275i,0.0070447+0.053151i,0.019705+0.062545i,0.046971+0.074999i,0.070981+0.053614i,0.051869+0.012586i
0.018368-0.028773i,0.035709-0.14078i,0.00056518-0.32637i,-0.14206-0.4252i,-0.27346-0.25636i,-0.20768+0.00072572i,-0.059684+0.10886i,-0.00060976+0.13493i,0.033401+0.13995i,0.083726+0.10326i,0.10293+0.056615i,0.10776+0.015561i,0.089408-0.059797i,-0.0017187-0.14179i,-0.13757-0.15837i,-0.23242-0.10549i,-0.22425-0.037065i,-0.13271-0.0027663i,-0.046151-0.017131i,-0.01995-0.038281i,-0.022721-0.024823i,-0.01594+4.2851e-05i,-0.00357+0.0081053i
-0.027019-0.0053929i,-0.076662+0.05507i,-0.14747+0.21915i,-0.082269+0.42036i,0.15004+0.43398i,0.27602+0.23689i,0.22976+0.10099i,0.21742+0.027178i,0.19792-0.10571i,0.070336-0.15979i,-0.040764-0.080983i,-0.067352+0.00056844i,-0.066845+0.031015i,-0.031814+0.027666i,0.045308-0.0049117i,0.097758-0.052508i,0.09414-0.081943i,0.065346-0.069673i,0.04536-0.029303i,0.035717+0.0083423i,0.015728+0.023461i,-0.0092022+0.025218i,-0.019857+0.029869i
0.032321+0.014201i,0.11154-0.049442i,0.15666-0.23022i,0.038705-0.46888i,-0.21872-0.56208i,-0.35317-0.41269i,-0.28505-0.24059i,-0.20643-0.12369i,-0.13943+0.022043i,-0.041974+0.073978i,-0.021394+0.007051i,-0.057384-0.035248i,-0.062271-0.03119i,-0.060218-0.0020953i,-0.057076+0.04277i,-0.042649+0.063787i,-0.039085+0.078777i,-0.024597+0.09707i,0.015086+0.075885i,0.027955+0.033007i,0.0068638+0.024958i,-0.00024895+0.043202i,0.0095331+0.049561i
-0.03244-0.020645i,-0.098325-0.088632i,-0.20238-0.16898i,-0.27282-0.22631i,-0.22953-0.21688i,-0.10916-0.11598i,-0.0095603+0.021997i,0.038852+0.07838i,0.041302+0.033877i,0.023837-0.034483i,0.01553-0.082399i,0.016771-0.099658i,0.011033-0.087719i,-0.022063-0.074996i,-0.08184-0.081033i,-0.1516-0.082969i,-0.18612-0.055058i,-0.14468-0.0053559i,-0.068394+0.038857i,-0.0092741+0.054867i,0.031844+0.037733i,0.045907-0.0021463i,0.028824-0.040526i
-0.01654+0.041205i,0.020911+0.082918i,0.085341+0.10449i,-0.0043761-0.0058694i,-0.31415-0.15238i,-0.5185-0.1552i,-0.42984-0.076623i,-0.25931-0.073927i,-0.18064-0.089081i,-0.12544-0.036156i,-0.033351+0.011043i,0.033346+0.019282i,0.054464+0.012508i,0.040804-0.014896i,0.010327-0.04496i,0.016342-0.058844i,0.060328-0.065239i,0.075429-0.055798i,0.033962-0.036349i,-0.032342-0.016583i,-0.064851+0.014814i,-0.039672+0.034685i,-0.0073854+0.023385i
-0.024201-0.083021i,-0.0042118-0.18514i,-0.060413-0.24711i,-0.14578-0.10811i,-0.1006+0.25958i,0.13142+0.4742i,0.30511+0.30666i,0.26478+0.061237i,0.16949-0.029635i,0.08266-0.039446i,-0.026667-0.001738i,-0.10145+0.050962i,-0.11073+0.049014i,-0.070968-0.0047223i,-0.037265-0.064926i,-0.032089-0.068458i,-0.02151-0.026376i,-0.017801-0.007515i,-0.024903-0.011894i,-0.0087241-0.021253i,0.01354-0.042677i,0.0097757-0.064638i,-0.0093544-0.073463i
-0.064008+0.028633i,-0.10911+0.20012i,-0.17139+0.5385i,-0.17163+0.77866i,-0.14397+0.62062i,-0.15689+0.27147i,-0.14051+0.076978i,-0.052567+0.030544i,0.033571+0.022201i,0.079947-0.020199i,0.071273-0.11692i,0.0056955-0.1961i,-0.075461-0.18964i,-0.13062-0.089516i,-0.12707+0.032597i,-0.10785+0.096691i,-0.11877+0.10568i,-0.093194+0.095976i,-0.024197+0.078997i,0.012675+0.055855i,0.013924+0.043208i,0.018085+0.057091i,0.043286+0.080656i
0.058135-0.13375i,0.13639-0.23935i,0.24273-0.5145i,0.26038-0.75893i,0.20005-0.58119i,0.23411-0.10455i,0.33399+0.20917i,0.31643+0.22286i,0.16626+0.12185i,0.024479+0.045854i,-0.028713+0.025908i,0.012283+0.037343i,0.085965-0.014317i,0.093102-0.1312i,0.048852-0.22872i,-0.001747-0.27123i,-0.045848-0.23805i,-0.071706-0.1384i,-0.065489-0.036102i,-0.029633+0.024095i,-0.0082997+0.044558i,-0.025422+0.035939i,-0.053339+0.010923i
-0.047109-0.013481i,-0.135-0.015685i,-0.34492+0.071713i,-0.36502+0.0521i,-0.19152-0.30834i,-0.13741-0.62978i,-0.23371-0.47887i,-0.23585-0.14339i,-0.14519-0.03767i,-0.12949-0.051506i,-0.15239+0.033396i,-0.12311+0.17388i,-0.048409+0.22817i,0.019251+0.19281i,0.050521+0.15379i,0.071888+0.12972i,0.083067+0.11693i,0.079418+0.092827i,0.057375+0.045016i,0.011518+0.0088544i,-0.019337-0.013326i,-0.022924-0.034619i,-0.024073-0.038042i
0.21856+0.1563i,0.39986+0.11157i,0.50725-0.047695i,0.31516-0.24389i,-0.14976-0.099879i,-0.19628+0.22727i,0.24805+0.046574i,0.39722-0.49022i,0.16986-0.63953i,0.036494-0.45966i,-0.021317-0.33431i,-0.077038-0.24666i,-0.088926-0.1878i,-0.098997-0.16953i,-0.10072-0.14242i,-0.05926-0.068143i,0.022415+0.019452i,0.091223+0.048175i,0.10643+0.031587i,0.0859+0.0028383i,0.054886-0.019455i,0.032447-0.016584i,0.02852-0.012372i
-2.0593+9.1917i,-0.10354+8.7218i,3.0758+9.7053i,4.9965+7.4811i,4.9752+3.4814i,2.917-0.32972i,0.50629-1.1806i,-0.19946-0.049095i,0.1357+0.92897i,0.8069+1.3978i,1.5342+1.0984i,1.9083+0.20525i,1.7927-0.57717i,1.2816-0.75078i,0.86665-0.5655i,0.62196-0.42495i,0.33049-0.32808i,0.13079-0.10986i,0.19042+0.17143i,0.42474+0.27373i,0.62242+0.12098i,0.60585-0.084906i,0.40433-0.14986i
0.18865+0.048426i,0.14512+0.24947i,0.17136+0.68787i,0.14798+1.1188i,-0.030199+1.2897i,-0.11317+1.0031i,-0.093979+0.36079i,-0.11775-0.15743i,-0.048751-0.32249i,0.042682-0.29938i,0.038802-0.19202i,0.08081-0.09256i,0.10338-0.09426i,0.020177-0.09578i,-0.053085-0.05211i,-0.048783-0.048828i,-0.010594-0.10781i,-0.0038355-0.15227i,-0.02241-0.13175i,-0.026013-0.089947i,-0.034787-0.054063i,-0.051121-0.0081493i,-0.043183+0.027351i
0.17927+0.0055232i,0.14312-0.083349i,0.10325-0.36078i,0.070872-0.59545i,0.196-0.44004i,0.57477-0.22628i,0.8473-0.44825i,0.64538-0.72435i,0.28053-0.64289i,0.095566-0.4456i,-0.015845-0.27139i,-0.11391-0.061771i,-0.13066+0.11709i,-0.053137+0.19647i,0.079056+0.18901i,0.23356+0.14627i,0.35157+0.073418i,0.32457-0.04669i,0.18147-0.1253i,0.089323-0.12238i,0.077058-0.11983i,0.066631-0.13444i,0.041249-0.13309i
0.0087529+0.10726i,0.11224+0.30839i,0.30734+0.69409i,0.6185+1.0425i,0.72387+0.90993i,0.3457+0.51328i,-0.14024+0.42757i,-0.27293+0.52814i,-0.23916+0.41906i,-0.2523+0.29811i,-0.14941+0.275i,-0.015966+0.17827i,-0.01537+0.1113i,-0.064307+0.15328i,-0.10761+0.19802i,-0.13591+0.19641i,-0.13528+0.15844i,-0.10735+0.12278i,-0.069107+0.08314i,-0.050815+0.031936i,-0.041346+0.013408i,-0.027799+0.026043i,-0.026188+0.050812i
0.032411+0.036357i,-0.011501-0.15057i,-0.19982-0.50788i,-0.55458-0.74333i,-0.73607-0.60342i,-0.55292-0.34097i,-0.36537-0.27763i,-0.35966-0.23375i,-0.2694-0.060885i,-0.091231+0.03513i,0.0087526+0.033981i,0.11377+0.03583i,0.21777-0.002138i,0.24036-0.070463i,0.22064-0.12721i,0.17531-0.2075i,0.092133-0.27897i,-0.0076668-0.24255i,-0.061357-0.12022i,-0.060693-0.035199i,-0.065031-0.013583i,-0.071785+0.0016745i,-0.043295+0.016995i
0.006379+0.02621i,0.0084378+0.017067i,0.04619-0.040511i,0.13343-0.12024i,0.20625-0.20877i,0.18862-0.30308i,0.11741-0.38701i,0.024257-0.35292i,-0.053842-0.16453i,-0.03467+0.0088404i,-0.0060362+0.053199i,-0.06044+0.079788i,-0.076701+0.14047i,-0.00037235+0.14835i,0.079351+0.11442i,0.14133+0.10042i,0.18499+0.086657i,0.1738+0.037045i,0.12363-0.018007i,0.086062-0.040348i,0.072335-0.049233i,0.06749-0.062495i,0.052852-0.071987i
0.0023225+0.0094404i,0.043396+0.077562i,0.21656+0.18442i,0.53902+0.23851i,0.73423+0.099933i,0.47574-0.083388i,0.022465-0.0087745i,-0.20424+0.19367i,-0.252+0.24474i,-0.22307+0.22125i,-0.085437+0.17766i,0.039031+0.056731i,0.036267-0.038166i,-0.041295-0.04828i,-0.12144-0.036017i,-0.17327-0.029629i,-0.19397-0.025154i,-0.1741-0.0063579i,-0.12104+0.02003i,-0.06967+0.036731i,-0.029963+0.05075i,-0.0074243+0.054888i,-0.0076166+0.041231i
0.011361-0.029055i,0.041234-0.038677i,0.093142-0.14107i,0.057101-0.36153i,-0.081013-0.5108i,-0.23116-0.33392i,-0.2685+0.00041695i,-0.1536+0.15108i,0.0031254+0.10561i,0.079581+0.018319i,0.070969-0.017828i,0.067556+0.022611i,0.10296+0.065699i,0.13089+0.050738i,0.14726+0.004086i,0.1521-0.05949i,0.13105-0.11207i,0.092671-0.10746i,0.055566-0.074114i,0.014693-0.065717i,-0.044576-0.060489i,-0.07792-0.027387i,-0.055499+0.0042376i
-0.0021782-0.050716i,-0.022567-0.21567i,-0.069482-0.58139i,-0.20592-0.94439i,-0.28793-0.94955i,-0.11938-0.65996i,0.14037-0.46077i,0.23776-0.36547i,0.22254-0.23836i,0.17367-0.19074i,0.047783-0.18603i,-0.059718-0.1192i,-0.056763-0.06155i,-0.0074814-0.033448i,0.031599-0.0063642i,0.054906+0.016202i,0.070731+0.03772i,0.070121+0.036256i,0.046099+0.0097232i,0.020859-0.010104i,0.011043-0.016765i,0.01366-0.015801i,0.015236-0.001319i
0.014137+0.047712i,-0.035247+0.18284i,-0.12345+0.4568i,-0.1993+0.7157i,-0.22899+0.71453i,-0.22113+0.45464i,-0.14067+0.17168i,-0.035879-0.043242i,-0.047267-0.16706i,-0.11184-0.12869i,-0.062303-0.047399i,0.034938-0.06579i,0.03897-0.12451i,-0.036148-0.14382i,-0.12107-0.12962i,-0.18029-0.10605i,-0.20729-0.089114i,-0.19112-0.064781i,-0.13502-0.011379i,-0.059294+0.045869i,0.018063+0.062825i,0.061086+0.034343i,0.057787-0.0063909i
0.074789-0.0098733i,0.19931-0.028051i,0.46906+0.024755i,0.74651+0.1809i,0.78994+0.41379i,0.64975+0.59964i,0.49618+0.56752i,0.29006+0.32624i,0.074346+0.10765i,-0.0067205+0.048181i,-0.0086094+0.045678i,-0.051283+0.055513i,-0.088725+0.10972i,-0.049915+0.14359i,0.020131+0.13526i,0.074379+0.12208i,0.099491+0.091124i,0.083687+0.051556i,0.05461+0.014786i,0.029959-0.018385i,-0.0099799-0.018678i,-0.04012+0.017427i,-0.030919+0.039176i
-0.03856+0.017997i,-0.17417-0.009078i,-0.43181-0.015854i,-0.59665+0.033297i,-0.471-0.0022153i,-0.29594-0.29049i,-0.34137-0.54271i,-0.36632-0.39794i,-0.18182-0.097182i,-0.030375+0.015829i,-0.046664+0.018034i,-0.090587+0.040743i,-0.06425+0.04941i,-0.014877+0.025169i,0.013336+0.014129i,0.040332+0.026592i,0.069467+0.048712i,0.084964+0.058353i,0.075158+0.024613i,0.034395-0.027557i,-0.011012-0.060345i,-0.038342-0.071045i,-0.050589-0.05559i
0.019354+0.059375i,0.13809+0.11467i,0.35344+0.18666i,0.55198+0.15515i,0.4517+0.017174i,0.06556+0.027543i,-0.18813+0.17663i,-0.18315+0.20134i,-0.11481+0.14038i,-0.011514+0.11379i,0.10585+0.060837i,0.15286-0.0076261i,0.12655-0.039615i,0.059894-0.042974i,0.0056919-0.038181i,-0.018994-0.065354i,-0.032593-0.11276i,-0.038135-0.12909i,-0.042283-0.096504i,-0.034526-0.035079i,0.0048989+0.0054282i,0.040433+0.0064295i,0.040778+0.0028081i
0.022411-0.013202i,0.11244-0.087971i,0.2504-0.29543i,0.34711-0.52323i,0.34539-0.51383i,0.37861-0.24415i,0.50856+0.035758i,0.5169+0.15306i,0.3313+0.12763i,0.15309+0.062591i,0.06475+0.011923i,0.0045516+0.0069335i,-0.015397+0.048975i,0.019667+0.079442i,0.056607+0.071721i,0.069118+0.052354i,0.048153+0.027898i,-0.0029588+0.0005566i,-0.037145-0.003295i,-0.031607+0.0071452i,-0.019177+0.016585i,-0.011887+0.040028i,0.0088007+0.058103i
-0.030041+0.010372i,-0.10219+0.064725i,-0.26196+0.1922i,-0.42266+0.36924i,-0.42882+0.36732i,-0.3615+0.13586i,-0.32993-0.059723i,-0.20707-0.089406i,-0.031595-0.078409i,-0.0056995-0.059889i,-0.034846+0.019075i,0.01954+0.056259i,0.06856+0.0086753i,0.056135-0.030929i,0.02111-0.031255i,-0.0012456-0.018568i,-0.0059754+0.0018773i,-0.013417+0.035327i,-0.011101+0.047879i,-0.0081882+0.022445i,-0.031081-0.0057241i,-0.048467-0.024671i,-0.041485-0.046181i
