-0.0035126+0.0012978i,-0.0021509+0.00065372i,-0.0016543+0.00074233i,-0.0016571+0.0005539i,-0.0010687+0.00086737i,-0.00071968+0.0017477i,-0.00092969+0.001869i,-0.00097959+0.00074532i,0.00070782-2.1728e-05i,0.0025277+0.00095398i,0.002258+0.0010503i,0.0010852-0.00035734i,0.00050465-0.00054998i,0.00052936-0.00021468i,0.00096595-0.00021941i,0.0012807-0.00013708i,0.0007192-0.00062745i,0.0003956-0.00068502i,-2.2312e-05-0.00027191i,-0.00039449-0.00021455i,0.00042542-0.00042991i,0.00057941-0.00029964i,-0.00018634+9.7936e-05i
-0.025138-0.29987i,0.065142-0.32342i,0.14656-0.2293i,0.25089-0.13954i,0.32408-0.10555i,0.26968-0.091866i,0.17087-0.06631i,0.13111-0.067358i,0.092854-0.087099i,0.041872-0.062191i,0.026027-0.016718i,0.034778+0.001414i,0.041197-0.0028204i,0.033808-0.009664i,0.020405-0.010908i,0.010582-0.012798i,0.0045716-0.014023i,0.0062875-0.0080651i,0.010752-0.0027011i,0.0080986-0.0077198i,5.7051e-05-0.018134i,-0.0079274-0.023951i,-0.0095787-0.0254i
0.057658+0.18866i,-0.0832+0.15987i,-0.18143+0.12442i,-0.092247+0.16925i,0.039054+0.146i,0.046145+0.035428i,-0.0099303-0.01816i,-0.016523-0.010331i,0.0067965-0.022305i,-0.0015326-0.044021i,-0.025806-0.040927i,-0.038328-0.025154i,-0.036299-0.012377i,-0.02136-0.0068232i,-0.0086279-0.0022915i,-0.0032323+0.0088698i,0.0027363+0.018283i,0.0083278+0.017056i,0.011798+0.012316i,0.01472+0.013857i,0.016225+0.01964i,0.013323+0.017214i,0.0067579+0.009748i
-0.11535-0.15333i,-0.027789-0.10033i,0.065992-0.038506i,0.02266+0.019346i,-0.03934+0.12706i,-0.011581+0.17501i,0.027286+0.12515i,0.026572+0.087915i,0.03385+0.077773i,0.046502+0.053502i,0.045877+0.029482i,0.046175+0.01192i,0.040449-0.011973i,0.01909-0.027881i,-0.00073657-0.029722i,-0.010565-0.026212i,-0.016284-0.018863i,-0.018573-0.0080973i,-0.018642-0.002954i,-0.018295-0.0065689i,-0.018258-0.0069765i,-0.012276+0.00044981i,0.00081752+0.0030428i
0.099692+0.17314i,0.046743+0.055188i,-0.036835-0.0079634i,0.0075779+0.062535i,0.12082+0.089672i,0.16246+0.0096761i,0.11525-0.059741i,0.066802-0.071879i,0.052626-0.068979i,0.035853-0.070991i,0.0096332-0.056033i,-0.0094942-0.029734i,-0.018427-0.003492i,-0.010187+0.01722i,0.0064759+0.01814i,0.01399+0.011098i,0.012359+0.0092651i,0.0088306+0.0060992i,0.0064421+0.0045773i,0.010957+0.0079502i,0.023307+0.0052852i,0.02745-0.0075808i,0.02044-0.01459i
-0.30326+0.043617i,-0.17995+0.28408i,0.0065568+0.26597i,-0.11527+0.088793i,-0.32689+0.082738i,-0.27413+0.15047i,-0.13097+0.12494i,-0.091894+0.10658i,-0.070737+0.12655i,-0.021434+0.10976i,0.01018+0.062669i,0.020213+0.02755i,0.024563+0.002685i,0.020675-0.015962i,0.0055033-0.021375i,-0.015344-0.017821i,-0.030057-0.0093267i,-0.02911+0.0038021i,-0.018147+0.010554i,-0.015395+0.0050172i,-0.025961+0.0045467i,-0.029926+0.018691i,-0.018513+0.028174i
0.52258+0.11084i,0.50481-0.096899i,0.32391-0.11298i,0.24972-0.015182i,0.24776-0.0069667i,0.19628-0.023964i,0.13866-0.02042i,0.10761-0.035194i,0.078754-0.057838i,0.03833-0.057857i,0.0072055-0.031909i,-0.0013004-0.005604i,-0.0057284+0.0096505i,-0.0050317+0.014483i,0.0057789+0.0077241i,0.014067+0.0039299i,0.018383+0.0053679i,0.017968-0.0024485i,0.013093-0.012099i,0.015974-0.012721i,0.026416-0.013035i,0.03034-0.01788i,0.02328-0.015915i
-0.69894+0.048242i,-0.60344+0.35091i,-0.31374+0.33522i,-0.23494+0.084563i,-0.32097-0.022822i,-0.28818+0.052094i,-0.16537+0.10119i,-0.11944+0.080092i,-0.12+0.076462i,-0.079825+0.085764i,-0.028074+0.063634i,-0.00095895+0.028424i,0.012946+0.00101i,0.015756-0.012407i,0.0058869-0.0084199i,-0.0063975-0.005745i,-0.015875-0.010866i,-0.018366-0.010294i,-0.014467-0.0044409i,-0.015503+0.0020004i,-0.025359+0.012281i,-0.032839+0.026876i,-0.028641+0.034341i
0.71708-0.17121i,0.53288-0.3405i,0.27046-0.21058i,0.23551-0.056713i,0.24551-0.053914i,0.15318-0.022911i,0.10037+0.0505i,0.109+0.042529i,0.096181-0.010673i,0.057131-0.037147i,0.021516-0.025423i,0.0037616-0.0072483i,-0.012279-0.0059937i,-0.02759-0.0095791i,-0.025045-0.014624i,-0.013178-0.014371i,-0.004458-0.0053749i,-5.6787e-05-0.0002924i,0.00084536-0.0012541i,0.0083348-0.0031816i,0.024008-0.0077918i,0.032976-0.016743i,0.026257-0.021029i
-1.0564+0.1622i,-1.0242+0.35334i,-0.68517+0.33114i,-0.35847+0.17456i,-0.19188+0.059626i,-0.13214+0.02696i,-0.09658+0.0075063i,-0.072781-0.034223i,-0.077995-0.04282i,-0.067349-0.01014i,-0.031747+0.003254i,-0.0074953-0.00048048i,0.0050431+0.0015033i,0.010961+0.010334i,0.0084523+0.019449i,0.0030748+0.012398i,-0.0035578-0.0030987i,-0.0052689-0.0051968i,0.00018337+0.0037323i,0.0017436+0.0097879i,-0.008986+0.011452i,-0.025876+0.013894i,-0.033034+0.016269i
0.79487-0.35687i,0.58347-0.46564i,0.23943-0.32331i,0.096425-0.1266i,0.088133-0.061569i,0.032337-0.046879i,-0.031108+0.005878i,-0.027296+0.044084i,0.016791+0.018784i,0.03343-0.028607i,0.011089-0.037232i,-0.0030758-0.01666i,-0.0024633-0.0093315i,-0.0076234-0.016319i,-0.012721-0.020415i,-0.01552-0.013813i,-0.012754+0.0018867i,-0.0026394+0.0090878i,0.0054946+0.0012554i,0.0074402-0.0073206i,0.011432-0.0091347i,0.018487-0.0075829i,0.019015-0.0072949i
-0.77481+0.26767i,-0.71263+0.21865i,-0.49107+0.13949i,-0.26928+0.15356i,-0.11754+0.15614i,-0.071662+0.070535i,-0.074256-0.0051178i,-0.044373-0.02264i,-0.014298-0.024676i,-0.016089-0.018992i,-0.015281-0.0078893i,-0.0063646-0.0010325i,0.0032918+0.0067004i,0.015217+0.013698i,0.020967+0.012464i,0.021389+0.0023239i,0.015168-0.011366i,0.0037315-0.016095i,-0.005605-0.0079986i,-0.0088277+0.0019819i,-0.010369+0.0074563i,-0.015337+0.0094033i,-0.016371+0.0095688i
0.7772-0.43674i,0.7345-0.4975i,0.42882-0.44912i,0.13051-0.30736i,0.0046642-0.16325i,-0.024402-0.094615i,-0.0555-0.039316i,-0.055958+0.014854i,-0.0090641+0.02013i,0.025917-0.0048011i,0.022004-0.013492i,0.010811-0.0063609i,0.010619-0.0071777i,0.0062159-0.019711i,-0.0040575-0.026214i,-0.012719-0.017154i,-0.015605-0.00099899i,-0.01113+0.0084905i,-0.0068409+0.0066741i,-0.0060283+0.0026977i,-0.0028938+0.0015976i,0.0057003+0.0011576i,0.010913-0.0023417i
-0.35941+0.15926i,-0.31028+0.0079419i,-0.19464-0.054781i,-0.14684+0.013226i,-0.14096+0.076876i,-0.10869+0.059894i,-0.060148+0.016694i,-0.012651+0.0074594i,0.011062+0.010133i,0.0037958+0.010444i,-0.00066328+0.010298i,0.0029467+0.0055684i,0.0018688+0.0024258i,0.0031387+0.0014285i,0.010535-0.0032077i,0.018353-0.010517i,0.017192-0.018414i,0.0076883-0.016566i,0.0024309-0.0031481i,0.0034307+0.0070884i,0.0011098+0.0098394i,-0.0071495+0.0097249i,-0.010932+0.0083462i
0.49103-0.14406i,0.62318-0.14478i,0.44855-0.22504i,0.16244-0.25529i,0.050302-0.18535i,0.064113-0.10176i,0.054767-0.068769i,0.0097968-0.064247i,-0.0024919-0.034622i,0.027035-0.0054378i,0.038382-0.006696i,0.022773-0.0090608i,0.0094597+2.163e-05i,-0.0015723+0.0071898i,-0.011248+0.010585i,-0.01639+0.012228i,-0.015975+0.012578i,-0.0077583+0.0057261i,0.0013424-0.0070347i,0.0025658-0.014188i,-0.0010285-0.01393i,-0.00056819-0.0097702i,0.0021544-0.0036466i
-0.25833+0.069093i,-0.2636+0.081624i,-0.12173+0.05951i,-0.082499-0.035773i,-0.15587-0.07101i,-0.14593-0.036835i,-0.082677-0.01289i,-0.053311+0.017595i,-0.035563+0.041069i,-0.02116+0.030396i,-0.014706+0.015916i,-0.0079917+0.0082701i,-0.0014373-2.2523e-05i,0.0091671-0.002144i,0.021097+0.001166i,0.025021-0.00083334i,0.019532-0.0099722i,0.0088069-0.015199i,0.00034638-0.011463i,-0.0024848-0.0047284i,-0.0039288+0.001636i,-0.0064878+0.0049717i,-0.0076389+0.0033739i
0.31755+0.26641i,0.42112+0.31666i,0.3412+0.19481i,0.23892+0.029218i,0.18954-0.047924i,0.15739-0.051184i,0.1134-0.061094i,0.068074-0.07408i,0.042215-0.059368i,0.036547-0.032294i,0.028964-0.014445i,0.012151-0.0023023i,0.00027216+0.011921i,-0.004537+0.021932i,-0.0079966+0.023544i,-0.010112+0.020969i,-0.0072091+0.017693i,-0.0015853+0.01145i,-0.00073619+0.0026922i,-0.0013573-0.0042619i,0.0013495-0.011463i,0.0020533-0.015643i,0.00070852-0.011863i
-0.32775-0.033644i,-0.32774+0.076858i,-0.13627+0.074352i,-0.027463-0.093699i,-0.073604-0.19996i,-0.12221-0.13774i,-0.11149-0.035558i,-0.090697+0.016949i,-0.064556+0.029559i,-0.038423+0.020742i,-0.020722+0.013219i,-0.0023215+0.0077044i,0.010964-0.0065141i,0.014758-0.016995i,0.015713-0.015681i,0.016743-0.011549i,0.015844-0.0086082i,0.014028-0.0027289i,0.01301+0.0032735i,0.0093027+0.0064525i,0.00096618+0.0088392i,-0.0065159+0.007362i,-0.0076443+0.0011755i
0.28509+0.27028i,0.26113+0.28988i,0.17887+0.25077i,0.21615+0.18567i,0.24568+0.10749i,0.1641+0.045286i,0.093258+0.013377i,0.081737-0.018732i,0.06378-0.03975i,0.031342-0.029517i,0.011838-0.010531i,0.0026817+0.0018834i,-0.0087895+0.011606i,-0.021329+0.015104i,-0.028592+0.011189i,-0.024546+0.0070826i,-0.013168+0.0046998i,-0.001276+9.0815e-05i,0.0073401-0.0051007i,0.014206-0.0099589i,0.020815-0.014037i,0.021312-0.012376i,0.015295-0.0053311i
-0.45397-0.19151i,-0.48088-0.16277i,-0.28348-0.12887i,-0.066892-0.14996i,0.014941-0.17588i,-0.012099-0.12612i,-0.051725-0.046658i,-0.05606-0.0047782i,-0.038052+0.0085072i,-0.0094511+0.015599i,0.010987+0.012694i,0.016084+0.0029716i,0.016847-0.0070734i,0.013644-0.011446i,0.0072664-0.0089645i,0.0014149-0.0039497i,-0.0012802+0.0020561i,-0.00013281+0.0055798i,0.00018332+0.001606i,-0.0053485-0.0011305i,-0.010072+0.0040604i,-0.0071403+0.005315i,-3.5329e-05-0.00059706i
0.24839+0.061831i,0.14666+0.035915i,0.040775+0.090243i,0.079519+0.18404i,0.13592+0.18879i,0.10187+0.10075i,0.056959+0.035227i,0.050846+0.02046i,0.040941+0.013882i,0.0085029+0.007409i,-0.018098+0.011739i,-0.020163+0.018365i,-0.010605+0.014236i,-0.0075682+0.0052176i,-0.0081042+0.0024205i,-0.0059496+0.0036643i,-0.0043837+0.0031691i,-0.0063859+0.0025767i,-0.0074439+0.0058131i,0.00096123+0.0070481i,0.014303+0.0015982i,0.020475-0.0022492i,0.018741+0.00062312i
-0.41553-0.13982i,-0.39089-0.16572i,-0.22058-0.13869i,-0.040438-0.064895i,0.067224-0.025312i,0.088066-0.040051i,0.050717-0.052067i,0.01837-0.036576i,0.025961-0.011031i,0.050769+6.5802e-05i,0.051775-0.0062656i,0.026783-0.00757i,0.010387-0.0014527i,0.0084179-0.0027483i,0.0053117-0.0070924i,0.0011183-0.0038456i,0.00041792+0.0059076i,0.0048374+0.013797i,0.0077285+0.013514i,-0.00029559+0.011504i,-0.012665+0.01175i,-0.017409+0.0093723i,-0.013212+0.0041926i
0.31692-0.064561i,0.25919-0.0939i,0.13718-0.02933i,0.042649+0.080856i,-0.00356+0.1076i,-0.013808+0.046343i,-0.022627+0.0049402i,-0.028234+0.022279i,-0.021015+0.039504i,-0.030886+0.032421i,-0.044083+0.030688i,-0.028427+0.028214i,-0.0050131+0.011529i,0.0033405-0.002931i,0.0030962-0.0056333i,0.0037347-0.0057796i,0.004001-0.010179i,0.0021303-0.012532i,0.0032498-0.0076903i,0.010508-0.0032654i,0.016981+0.00070854i,0.018576+0.0085906i,0.015689+0.014147i
-0.17038+0.024217i,-0.071306-0.024766i,-0.0047073-0.011614i,0.015728+0.079789i,0.066316+0.12198i,0.095524+0.064058i,0.076594-0.0014294i,0.06012-0.022428i,0.058333-0.023491i,0.060125-0.026711i,0.047591-0.035932i,0.015067-0.028497i,-0.0095268-0.0019325i,-0.011989+0.012234i,-0.0097539+0.0061796i,-0.01206+0.00083888i,-0.013586+0.0033892i,-0.008291+0.0040846i,-0.0018489-0.0021925i,-0.0039925-0.0066473i,-0.010804-0.0042202i,-0.015483-0.0023689i,-0.01777-0.0013828i
0.249-0.12307i,0.24097-0.092329i,0.14664-0.06482i,-0.0070263-0.061512i,-0.10319-0.0411i,-0.091116-0.012099i,-0.066975+0.0027305i,-0.07315+0.019913i,-0.075669+0.043907i,-0.065138+0.055874i,-0.043235+0.052273i,-0.013201+0.03198i,0.0089859+0.0069485i,0.015092-0.0014473i,0.013518+0.0034695i,0.011297+0.0055199i,0.0082023+0.00029303i,-0.00052118-0.0039681i,-0.0098226-0.001726i,-0.0096651+0.0029269i,-0.0020519+0.0059135i,0.0059197+0.0085383i,0.009189+0.0098022i
-0.0195+0.10066i,0.025366+0.078272i,0.0077093+0.10272i,-0.03029+0.15575i,-0.015335+0.1673i,0.032939+0.12359i,0.065708+0.066576i,0.067026+0.028647i,0.047448+0.0029514i,0.029662-0.021576i,0.013088-0.039692i,-0.011912-0.032479i,-0.026266-0.0050502i,-0.019869+0.0092168i,-0.01202+0.0051201i,-0.012462-0.00044424i,-0.013374+0.0017596i,-0.0058179+0.0082535i,0.0041218+0.010447i,0.0058261+0.0060127i,-0.00026724-0.0023576i,-0.010975-0.010369i,-0.017484-0.011145i
0.043242-0.032555i,0.049733+0.030503i,0.020716-0.0093783i,-0.044599-0.1193i,-0.079713-0.14609i,-0.05589-0.081598i,-0.037242-0.034271i,-0.053671-0.010656i,-0.054791+0.026167i,-0.025296+0.055839i,0.0055375+0.054164i,0.022494+0.027269i,0.022196+0.0018707i,0.014702-0.0046361i,0.012213-0.001667i,0.014127+0.0011853i,0.016585+0.00060998i,0.015961-0.0012326i,0.011595+0.00183i,0.006256+0.0055969i,0.0023815+0.0080443i,0.0041577+0.011032i,0.008668+0.0088442i
0.0029086+0.11255i,-0.028677+0.12249i,-0.061342+0.13135i,-0.073316+0.11279i,-0.066665+0.078838i,-0.032466+0.055149i,0.014918+0.042676i,0.03317+0.027283i,0.019896+0.0038871i,-0.0048648-0.01905i,-0.024193-0.026023i,-0.029598-0.016626i,-0.028656-0.0071611i,-0.029714-0.0063314i,-0.030598-0.011179i,-0.02884-0.015076i,-0.024032-0.012338i,-0.015967-0.0076022i,-0.0069192-0.0083775i,-0.00036793-0.010969i,0.0012791-0.011918i,-0.0018732-0.013322i,-0.0057037-0.013121i
-0.04967+0.039121i,-0.052011+0.064696i,-0.030218-0.0011955i,0.017923-0.10442i,0.048807-0.14352i,0.026526-0.10898i,-0.010287-0.070065i,-0.02238-0.053865i,-0.011066-0.027532i,0.018913+0.0067866i,0.046445+0.016031i,0.048919+0.0042103i,0.030267-0.0044642i,0.013473-0.0035935i,0.010942+0.0011912i,0.017285+0.0071905i,0.019461+0.0089341i,0.010415+0.0051954i,-0.00045683+0.0043338i,-0.004045+0.0074311i,-0.0016359+0.010052i,0.0047975+0.010063i,0.0076865+0.0050506i
0.0022293+0.022844i,-0.034337+0.0081743i,-0.056065-0.019268i,-0.065072-0.04696i,-0.064803-0.045089i,-0.054812-0.024464i,-0.038478-0.00035922i,-0.025208+0.013377i,-0.033264-6.7841e-05i,-0.057695-0.012498i,-0.06397-0.0015504i,-0.04199+0.0083955i,-0.019404+0.0011564i,-0.015538-0.0081743i,-0.021027-0.010699i,-0.024076-0.011751i,-0.022475-0.010081i,-0.017394-0.0033741i,-0.012916+0.0030211i,-0.0084359+0.0040422i,-0.0045801+4.9837e-05i,-0.0044961-0.0037656i,-0.0038286-0.0023124i
-0.054829-0.0069557i,-0.054196-0.017453i,-0.0016928-0.030796i,0.10164-0.027274i,0.14995-0.023381i,0.10582-0.030927i,0.048054-0.035538i,0.022443-0.03336i,0.02243-0.025657i,0.036852-0.014622i,0.044069-0.013365i,0.03044-0.014228i,0.01629-0.0046088i,0.020118+0.0026342i,0.031964+0.0030481i,0.037657+0.0058018i,0.032771+0.0077918i,0.021831+0.0060039i,0.014703+0.0046455i,0.011835+0.0024341i,0.0083044+0.00099115i,0.004999+0.0035117i,0.0040505+0.0058442i
0.0083021-0.042916i,-0.0032347-0.091268i,0.010409-0.12753i,0.013525-0.1372i,-0.004773-0.11645i,-0.0089767-0.063269i,-0.0066872-0.016761i,-0.019453-3.1418e-05i,-0.0405+0.0035484i,-0.061005+0.010886i,-0.062289+0.028279i,-0.036598+0.033122i,-0.010176+0.014595i,-0.0041754-0.0031299i,-0.014936-0.01003i,-0.027562-0.010572i,-0.027684-0.0081037i,-0.015644-0.0094295i,-0.0072904-0.01298i,-0.0085901-0.0098615i,-0.0099535-0.001727i,-0.0070933+0.0044003i,-0.0014991+0.0067717i
-0.032662-0.0098642i,-0.0068623-0.0087304i,0.049973+0.046386i,0.12486+0.12995i,0.16208+0.14177i,0.1324+0.068887i,0.086893+0.010051i,0.067854-0.0038813i,0.064899-0.0094519i,0.06082-0.020399i,0.04334-0.032772i,0.014633-0.028921i,-0.0009009-0.010198i,0.0082349-0.00056618i,0.025103-0.00073265i,0.033114+0.0025385i,0.026763+0.0061638i,0.013167+0.0036646i,0.0051317-0.0023176i,0.0045589-0.0066854i,0.0048689-0.0079002i,0.0022909-0.006395i,-0.0013416-0.0032674i
0.041969-0.029412i,0.065898-0.04659i,0.086817-0.081071i,0.069975-0.10616i,0.042611-0.085226i,0.032615-0.044521i,0.021844-0.030188i,0.0021861-0.03254i,-0.016194-0.022956i,-0.030023+0.0007355i,-0.028518+0.025576i,-0.007132+0.032322i,0.00872+0.018068i,0.00014428+0.008345i,-0.019268+0.0092751i,-0.030324+0.0085693i,-0.025293+0.0053832i,-0.011471+0.0014491i,-0.0051284+0.00050506i,-0.0069446+0.0052066i,-0.0063322+0.0086826i,-0.0040425+0.0068049i,-0.0025861+0.0032635i
-0.0095361+0.018898i,0.010846+0.045452i,0.024666+0.13165i,0.031627+0.22743i,0.039583+0.22463i,0.044606+0.13365i,0.041568+0.064648i,0.043894+0.043356i,0.04845+0.018661i,0.041033-0.016821i,0.023743-0.041828i,-0.0017655-0.044335i,-0.017041-0.024671i,-0.0076034-0.0049024i,0.012075+0.0015336i,0.023954-0.0018294i,0.020875-0.0044097i,0.011543+0.0018506i,0.0098416+0.0081362i,0.012949+0.00324i,0.010581-0.00563i,0.0012043-0.0084317i,-0.0075002-0.0033379i
0.066557-0.015193i,0.093843-0.003666i,0.099895-0.011451i,0.077011-0.030435i,0.039388-0.021417i,0.019388+0.0066067i,0.013888+0.00034269i,-0.0018215-0.024716i,-0.015308-0.022865i,-0.017846+0.0033036i,-0.011515+0.028287i,0.0050114+0.033326i,0.014903+0.023542i,0.0077493+0.018518i,-0.0067823+0.018957i,-0.018496+0.016285i,-0.016254+0.0094309i,-0.0013659+0.0010913i,0.0087813-0.0036117i,0.0095915-0.0015892i,0.0059406+0.0026368i,0.0020445+0.00438i,0.0013951+0.0021575i
-0.037042+0.044199i,-0.050436+0.078256i,-0.078985+0.13384i,-0.11491+0.17646i,-0.1119+0.16337i,-0.059123+0.11596i,-0.011802+0.089037i,0.0087676+0.07784i,0.015027+0.053668i,0.011938+0.014162i,0.0028529-0.021841i,-0.011071-0.037266i,-0.019869-0.030169i,-0.014356-0.018258i,-0.0013881-0.015502i,0.006446-0.018187i,0.0026128-0.01495i,-0.0048923-0.0047886i,-0.0052101-0.00014389i,-0.0022539-0.0028554i,-0.0013998-0.0045643i,-0.0022693-0.0037632i,-0.0037421-0.0010107i
0.042728-0.038939i,0.042714-0.012844i,0.030987+0.018838i,0.027784+0.029632i,0.026505+0.029001i,0.014212+0.030551i,0.012707+0.011342i,0.017005-0.019378i,0.0092056-0.016939i,0.0018362+0.013714i,0.0050416+0.040625i,0.018859+0.047304i,0.02814+0.034098i,0.01998+0.017999i,0.0059703+0.011786i,-0.00032385+0.014268i,0.00083958+0.013967i,0.0016948+0.0069872i,-0.0014769+0.001852i,-0.0030883+0.0019865i,0.00028461+0.0030723i,0.0046995+0.00065691i,0.0058972-0.0047032i
-0.042962+0.091595i,-0.070853+0.081753i,-0.12441+0.042695i,-0.18233+0.0060047i,-0.17288-0.0074069i,-0.10653+0.0036504i,-0.050907+0.030774i,-0.021843+0.053045i,-0.011626+0.043471i,-0.010382+0.0078523i,-0.0086741-0.024676i,-0.012203-0.039416i,-0.019105-0.037268i,-0.020894-0.029264i,-0.016391-0.024686i,-0.0082941-0.022766i,-0.0046474-0.015942i,-0.0057601-0.0026715i,-0.0080419+0.0083247i,-0.0090871+0.012551i,-0.0071054+0.010512i,-0.0057424+0.005242i,-0.0046558+0.0016875i
-0.027495-0.07994i,-0.039396-0.036797i,-0.025343+0.027558i,0.012323+0.060101i,0.018022+0.054334i,0.0042754+0.025638i,0.0042882-0.008732i,0.0084617-0.025659i,0.010203-0.019974i,0.0089159+0.0044778i,0.0095791+0.034943i,0.017361+0.048062i,0.023821+0.038052i,0.023105+0.020569i,0.018354+0.012042i,0.014845+0.013784i,0.013041+0.011699i,0.010763+0.0029677i,0.0076248-0.0013389i,0.0066305-0.00044858i,0.0073563-0.0011803i,0.0071383-0.0015094i,0.006119-0.0014643i
0.04611+0.084636i,0.0097221+0.024075i,-0.054821-0.079549i,-0.11143-0.16273i,-0.11827-0.16869i,-0.082114-0.096466i,-0.047267-0.022039i,-0.038526+0.0084629i,-0.04059+0.0058632i,-0.036538-0.017456i,-0.03083-0.040498i,-0.028711-0.046847i,-0.027447-0.038124i,-0.022548-0.023219i,-0.016568-0.013234i,-0.012941-0.011377i,-0.010941-0.0097945i,-0.0072382-0.0072311i,-0.0035302-0.0078769i,-0.0046807-0.0062071i,-0.0078652-0.00028899i,-0.0075739+0.0044665i,-0.0039951+0.0059524i
-0.1043-0.055593i,-0.080909-0.019723i,-0.041679+0.043373i,-0.0031601+0.095907i,0.030016+0.09674i,0.028471+0.047298i,0.012452+0.011153i,0.016808+0.00078626i,0.022876-0.0016952i,0.018184+0.011287i,0.015768+0.032713i,0.017691+0.044047i,0.020643+0.037403i,0.023468+0.021324i,0.022313+0.010998i,0.017935+0.010268i,0.01328+0.010061i,0.0055184+0.0036842i,-0.00026653-0.0033001i,0.0012159-0.0063627i,0.0050489-0.0061158i,0.0075864-0.0035278i,0.0072997-0.00077164i
0.12786-0.012311i,0.09862-0.06876i,0.057372-0.16118i,0.025958-0.23621i,-0.003274-0.21645i,-0.016324-0.11903i,-0.01487-0.041436i,-0.019022-0.014118i,-0.029685-0.017365i,-0.035378-0.03459i,-0.034295-0.046762i,-0.029984-0.046327i,-0.027115-0.03453i,-0.024331-0.017089i,-0.019051-0.0052319i,-0.015441-0.0029277i,-0.011283-0.0013939i,-0.0047631+0.0004958i,-0.0029323-0.0024179i,-0.00929-0.003317i,-0.014928+7.6713e-05i,-0.013181+0.0022337i,-0.0074339+0.0031896i
-0.11687+0.048207i,-0.087415+0.056477i,-0.047371+0.09081i,-0.013752+0.13926i,0.022777+0.13099i,0.041557+0.064105i,0.029863+0.020301i,0.02317+0.019716i,0.036881+0.020333i,0.043957+0.0215i,0.038353+0.030558i,0.029469+0.033498i,0.023889+0.025618i,0.020395+0.013403i,0.014491+0.0057861i,0.0094196+0.0049035i,0.0067551+0.0043192i,0.0065086+0.0036796i,0.0090094+0.0055883i,0.013201+0.0042271i,0.015541-0.0008787i,0.012058-0.0027983i,0.0056442-0.00016829i
0.098791-0.10609i,0.099059-0.1123i,0.11098-0.14091i,0.11886-0.18314i,0.072755-0.15781i,0.024003-0.073556i,0.014601-0.02759i,-0.00015888-0.032195i,-0.022064-0.037349i,-0.03058-0.037912i,-0.031648-0.039644i,-0.027199-0.036553i,-0.022405-0.026903i,-0.01959-0.011722i,-0.015014-0.00085577i,-0.010988-0.00040449i,-0.0060639-0.0019734i,0.0030257-0.0013653i,0.0086545-0.0023455i,0.0025494-0.0025216i,-0.0082468+0.00037457i,-0.012894+0.0036827i,-0.01091+0.0044859i
-0.046064+0.12895i,-0.04537+0.11873i,-0.057779+0.11448i,-0.064014+0.14012i,-0.020521+0.12722i,0.017866+0.064492i,0.0097723+0.031978i,0.011249+0.036961i,0.033454+0.035401i,0.046074+0.027411i,0.044296+0.023728i,0.033641+0.019208i,0.022817+0.011183i,0.015493+0.0028052i,0.0092316-0.003219i,0.0043583-0.0042701i,-0.00079103-0.0020401i,-0.004515-0.00010495i,0.0012752+0.0010513i,0.012509-0.00070374i,0.01829-0.0043784i,0.015128-0.0059726i,0.0072619-0.0041379i
0.020694-0.12999i,0.054481-0.10307i,0.11061-0.066973i,0.13848-0.062965i,0.085183-0.045779i,0.015109-0.0032591i,-0.00096538+0.0044363i,-0.0036379-0.018199i,-0.02006-0.027195i,-0.031773-0.023013i,-0.033627-0.017698i,-0.024506-0.014329i,-0.015125-0.011855i,-0.013678-0.0053351i,-0.011686-0.00065078i,-0.0065231-0.0013774i,-0.0014735-0.00045885i,0.0010483+0.002924i,-0.0018431+0.0040923i,-0.0083277+0.0051297i,-0.012751+0.0068807i,-0.012012+0.0081077i,-0.0073948+0.006904i
0.03429+0.13879i,0.0038275+0.12203i,-0.06051+0.080138i,-0.10267+0.071045i,-0.067992+0.062697i,-0.013354+0.026541i,-0.0077546+0.015332i,-0.0093656+0.034511i,0.011571+0.038209i,0.029368+0.026859i,0.033494+0.018447i,0.026017+0.012383i,0.018124+0.0062817i,0.013906-0.0017793i,0.0089465-0.0052081i,0.004183-0.00079952i,-0.00078274+0.0039253i,-0.0056631+0.0076845i,-0.0043219+0.011118i,0.004445+0.0074236i,0.011853-0.0017726i,0.010622-0.0087667i,0.0045854-0.010138i
-0.082065-0.11937i,-0.052173-0.076211i,0.035412+0.011719i,0.094117+0.055541i,0.048195+0.053519i,-0.0045876+0.051428i,0.00098562+0.026824i,0.0016751-0.013638i,-0.016515-0.024542i,-0.028335-0.01223i,-0.030027-0.0012579i,-0.01897+0.0031448i,-0.0070497+0.0019765i,-0.0048901+0.00085885i,-0.0054767+0.00032872i,-0.0041027-0.0021732i,0.00082508-0.0040244i,0.0046575-0.0018159i,0.0024277+0.0036788i,-0.0033657+0.0099273i,-0.007516+0.013324i,-0.0064963+0.013172i,-0.0031796+0.0094989i
