-0.0013559-0.0013926i,0.00023614-0.00074728i,-0.0011063-0.001907i,-0.0033089-0.0015033i,-0.0036679+0.00080533i,-0.0026583+0.0027577i,-0.001987+0.0026312i,-0.00070315+0.0013065i,0.00051125+0.00062955i,0.00075775+0.00032309i,0.001213+0.00056974i,0.0011332+0.00048639i,0.00075834+0.00045481i,0.00046183+0.00032396i,-0.00039967+0.00026828i,-0.0010983+0.0010612i,-0.00071567+0.00087227i,-1.5133e-05+0.00020663i,-9.9611e-05+0.00035543i,6.0822e-05+0.00066859i,0.0003811+0.00066494i,7.4891e-05+0.00017345i,0.0004162+4.9307e-05i
-0.00018515-0.0015069i,0.0024493-0.00092251i,0.0019086+9.6863e-05i,0.0008046+0.00056886i,-0.00076429+0.0014732i,-0.0014236+0.002593i,-0.00019197+0.0024916i,0.00048996+0.0010766i,-0.00012631+0.00029641i,-0.00039701+9.358e-05i,-0.00042571+0.00021575i,-8.7085e-05+0.00049845i,0.00041242-1.6283e-05i,0.00022569-8.6618e-05i,-0.00032127-0.00012655i,-0.00075666-0.00077809i,-0.00026059-0.00073919i,0.00048024-0.00062923i,0.00037414-0.00040801i,0.00039611-1.5157e-05i,8.4614e-05+0.00053202i,-0.00024951-9.209e-05i,-0.00055644+0.00019673i
0.00042323+0.0024031i,0.00063396+0.0032752i,0.00040709+0.0022443i,-0.00036622+0.001944i,-0.0016615+0.0029648i,-0.0018155+0.0028213i,-0.00079729+0.0015651i,-5.8216e-05+0.00040221i,0.00012534-8.6597e-05i,-6.402e-05-0.00018189i,-0.00011337+6.3502e-05i,0.00050505+0.00016i,0.00024264+0.00017478i,-0.00083528+0.00051174i,-0.00092701+0.00087782i,-0.00090613+0.00080976i,-0.00080532-0.00010109i,-0.00066997-0.00059084i,-0.00080649-0.00013158i,-0.00066628+0.00036043i,-0.00010147-9.8132e-05i,-0.00037195-0.00029704i,-0.00050613-0.00038195i
0.00060167+0.00052957i,0.00057719+0.0013875i,0.00057524+0.0017121i,3.3552e-05+0.0012831i,-0.0010319+0.00070569i,-0.0010454+0.0012169i,-0.00038035+0.0015774i,0.00040725+0.0011029i,0.00046013+0.00072702i,0.00015376-0.00046044i,-0.00020605-0.00078751i,-0.00048477-0.0010717i,-0.00070582-0.0015337i,-0.0006234-0.0012187i,0.00011609-0.00031151i,0.00011367+0.00021771i,-0.00036543+9.4779e-05i,-0.00080251+0.00041655i,-0.00046004+0.000211i,0.00045066-0.00031215i,0.00025915+0.00026051i,-5.6947e-05+0.00065993i,0.00051746+0.00078893i
0.00088192+0.0022255i,0.001771+0.0012274i,0.0029304-0.0011528i,0.001393-0.0020778i,-0.0016082-0.00036409i,-0.0024891+0.0013436i,-0.00081098+0.0011868i,0.0011543+7.9143e-05i,0.0017125-0.00064834i,0.0015034-0.00024143i,0.00094228+0.00033364i,0.00090876+1.6916e-05i,0.0007358-0.00032613i,0.00049348-0.00041137i,0.00023249-0.00065758i,-0.00023159-0.00031563i,-0.00010128+0.00042441i,-0.0001763+0.00020827i,-9.7703e-05+0.00011498i,-4.9561e-06+0.00032101i,-0.00029518-0.0002409i,-0.00018167-0.00076844i,9.1156e-05-0.00026633i
0.0011111+0.0035206i,0.0021161+0.0037673i,0.0020397+0.0015915i,0.00044019-0.00031839i,-0.0015031+0.00032268i,-0.0016175+0.0022922i,-0.0011032+0.0029105i,-0.00021301+0.001217i,6.2249e-05-0.00017664i,-0.0008858-0.0013228i,-0.00065012-0.0015284i,-0.00028837-0.00089974i,-0.00045651-0.00056568i,0.00011766-0.00087253i,0.00069222-0.00071246i,0.00044727+0.00048081i,0.00032668+0.0010879i,0.00048876+0.00095888i,0.00034635+0.0013592i,0.0001873+0.00095157i,-0.0001559-0.00026452i,-0.00049522-0.00041324i,-0.00038803-0.00015666i
0.00095255+0.0018364i,0.00292+0.0010148i,0.0025782+0.00086444i,0.0010336+0.0012482i,-0.00043268+0.0017099i,-0.0011637+0.0016706i,-0.00062328+0.001465i,0.00047721+0.001343i,0.00069439+0.0006746i,0.00067393-0.00064113i,0.00085514-0.0013591i,0.0005127-0.0010143i,0.00055893-0.0009319i,0.00038793-0.00062667i,-8.3658e-05-0.00073525i,-5.2176e-07-0.0013088i,-0.00049513-0.00036786i,-0.000566+0.00026563i,-0.00047736+0.00045022i,-0.00077503+0.00019655i,-0.00080126+0.00010639i,-0.00021115+0.0006764i,5.5856e-05+0.00080609i
0.0014077+0.0017479i,0.0012571+0.00087375i,0.0010377+0.00062954i,-0.00067441+0.00047244i,-0.0020054+0.00077778i,-0.0017025+0.0017268i,-0.00043182+0.0028576i,0.00059344+0.0023144i,0.00093514+0.0011394i,0.0011104+0.00047642i,0.00089058-0.00034243i,0.0011208-0.00094066i,0.0007366-0.00019391i,0.00014409+0.00016566i,0.00052473-0.00029573i,0.00045029-0.00025974i,-0.00011364+1.4816e-06i,-0.0001393-0.00019575i,0.00011274-0.00063987i,0.00041199-0.0007097i,0.00075602-0.00034231i,0.00089768+0.0002194i,0.00017806-8.8469e-05i
0.0034176+0.0020326i,0.0046918+0.0015639i,0.0030648+0.00073486i,-0.000118-0.00025323i,-0.0014616+0.00035967i,-0.0017235+0.0019671i,-0.00072761+0.0017927i,0.00014679+0.0012125i,6.0512e-05+0.00076209i,0.00032814+0.00050264i,-0.0001267-5.296e-05i,-0.00077254-0.0010033i,-0.00011148-0.00053932i,0.00029009-0.00037875i,-0.00041934-0.00051514i,-0.00085441-0.00036189i,-0.0003424-0.00010873i,0.00037442+0.00024219i,0.00021987+0.0004405i,-0.00016581+0.00025492i,-0.00025076-0.00012727i,-0.00087877-0.00020868i,-0.00059074-0.00015506i
-0.00074129+0.00057146i,0.0003407+0.00081334i,0.00078839+0.0011306i,-0.0011389+0.0015396i,-0.0019286+0.0025371i,-0.00078865+0.003029i,-0.00023694+0.0025762i,-0.000561+0.0018999i,-0.001261+0.00097184i,-0.0017836+0.00012647i,-0.0011497-0.00011544i,-0.00089354+0.00018444i,-0.00086262-0.00029426i,9.4348e-05-0.00048348i,0.00031467-0.00017615i,3.6134e-05-4.8874e-05i,1.2314e-05+0.00018748i,8.3515e-05-0.00013053i,0.00029269-0.0006276i,-0.000216-0.00078704i,-0.00010765-0.00087486i,0.00035673-0.00046202i,0.00020605-9.0859e-05i
0.0011553+0.00057739i,0.0020735+0.0016357i,0.001823+0.0015597i,4.5108e-05+0.0010356i,-0.00089518+0.0011382i,-0.00045648+0.0016319i,-0.00018725+0.0015409i,0.00036767+0.0010221i,0.00067528+0.00066789i,0.00012438+0.00063526i,0.00032106+0.00038063i,0.00059127+6.7178e-05i,0.00019429-0.00010617i,-6.9981e-05-0.00027467i,-3.0875e-05-0.00040394i,0.00058225-0.0003473i,0.0007594-0.00033253i,0.00040941+0.00011459i,0.0001265+9.5328e-06i,-0.00044095-0.00076256i,-0.00076012-0.0001815i,-0.00088014+6.0599e-05i,-0.00022084-0.00032701i
-0.00095546+0.00015978i,0.00036071+0.00087933i,0.0003792+0.00080635i,-0.001057+0.0013104i,-0.0025564+0.0029541i,-0.0021987+0.0032381i,-0.0006851+0.0029214i,-4.9505e-05+0.0018324i,-0.00016122+0.0003971i,-0.00037943+0.00021446i,-6.3446e-05+0.00014395i,0.00060893-0.0011702i,0.00019742-0.001382i,-0.00048389-0.00097082i,0.00024425-0.00027251i,0.00025099+0.00029662i,-0.00046646+0.00031971i,0.00023919-0.00025425i,0.00089166-0.00096007i,0.00051092-0.00042514i,0.00039734+0.00042546i,0.00025497+0.00038298i,0.00052584-3.3862e-05i
0.0011272+0.0026781i,0.0025028+0.0021006i,0.0021097+0.0014994i,0.00061496+0.00075043i,-0.00070654+0.0013787i,-0.00034424+0.0023576i,-7.255e-07+0.0021439i,2.7163e-06+0.00069072i,0.00027047+7.7332e-05i,0.00015575+0.00048474i,-0.00012295+0.00047507i,-0.00046845+0.00024799i,-0.00052783-0.00035668i,-0.00019797-0.00095284i,0.00019078-0.00084761i,-0.00028484-0.00014743i,-0.0014008+0.00025554i,-0.0010646+8.4068e-05i,-0.0004382+0.00033519i,-0.00033375+0.00022611i,0.00016779-0.0004018i,0.0003169-7.484e-05i,0.00043777+0.00012163i
0.0032395+0.0015048i,0.0030646+0.0011498i,0.0019413+2.2786e-05i,0.00022658-0.00042815i,-0.00094102-2.2737e-05i,-0.00081641+0.0011606i,0.00036313+0.0017014i,0.0010267+0.00095004i,0.00053185-0.00052944i,-0.00016662-0.0010984i,-0.00068685-0.00057338i,-0.0010616-0.00060598i,-0.00022502-0.00058698i,0.00022124-0.00025805i,-1.1214e-05-0.00023893i,0.00012131+0.00021182i,-0.00033859+0.00048203i,-0.00011045+0.00020205i,0.00078441+0.00044889i,-0.0001427+0.0012847i,-0.0011726+0.001081i,-0.00028116+0.00051865i,6.345e-05+0.00038989i
0.0007292+0.00023566i,0.0023231+0.00047943i,0.0022068+0.00019839i,0.00039353+0.0010429i,-0.0018274+0.002471i,-0.0016996+0.0029997i,-0.00037982+0.0027924i,0.00019112+0.0020755i,-7.8929e-05+0.0010734i,-2.3159e-05+1.9398e-05i,0.00050646+0.00012747i,0.00063636+0.00038308i,0.00035176-0.00017938i,-9.3958e-05-0.00047491i,-0.0002377-0.00052628i,-0.00023366-0.00053172i,0.00031232-0.00030019i,0.0007635+0.00010005i,0.00011945+8.4032e-05i,6.2179e-05-0.00026033i,0.00025517-0.00035185i,-0.00060269-0.00012308i,-0.00088392+0.00059801i
0.0021706-0.0014854i,0.0019579-0.0019428i,-0.00036651-0.0030337i,-0.0028272-0.0024395i,-0.0041924-0.00013942i,-0.0024519+0.0025398i,-0.00013688+0.0028598i,0.00027721+0.0013674i,-0.00017294+0.00049278i,-0.00044904+3.7326e-05i,-0.00036272+0.00017096i,-0.00078295+0.00064423i,-0.000714+0.00096812i,0.00057581-8.9905e-05i,0.00099987-0.0011703i,0.0001567-0.00031621i,-0.00028105+0.00034803i,-0.00043276+0.00018401i,-6.3498e-05-0.00016933i,0.00022459-3.016e-05i,0.00041808+0.00048887i,0.00014948+0.00021689i,-0.00016939-0.00019147i
4.6769e-05+0.0010514i,0.00034887+0.001248i,-0.00011142+0.0010654i,-0.0014462+0.00063199i,-0.0020428+0.00067329i,-0.0012942+0.0014366i,-0.00028092+0.0013545i,0.0005932+0.00041005i,0.00065313-0.00030163i,0.0003317-0.00027936i,0.00055725+0.0004283i,-8.9349e-05+0.0012483i,-0.00053113+0.00017086i,0.00023165-0.00077791i,0.00089312-0.00092161i,0.0013372-0.0003154i,0.0011886-0.00014476i,-9.6527e-05-0.00019168i,-0.0007954+8.7427e-05i,0.00021547-0.0002958i,5.5341e-05-0.00073043i,-0.00026591+0.00050514i,-0.00040519+0.0017365i
0.00064339+0.00070778i,0.0018998+0.00039326i,0.0010575-0.00013606i,-0.00045991+0.00043854i,-0.0015464+0.0019731i,-0.0014068+0.0022823i,0.00044727+0.0016747i,0.0010138+0.001115i,0.00049455+0.00090794i,0.00051222+0.0012453i,0.00091587+0.0013782i,0.0010321+0.0009557i,0.00095922+0.0003176i,0.00084001-0.00040193i,3.4587e-05-0.00099127i,-0.0010306-0.0011734i,-0.0012706-0.00059307i,-0.0014161+0.00050847i,-0.001073+0.00058867i,-1.7802e-05+0.0001189i,0.00047504+6.201e-05i,0.00031215-0.00023826i,-3.3137e-05-0.00051732i
0.00081186+0.0011822i,0.0013644+0.0017191i,0.0015576+0.0015732i,-0.00014072+0.001077i,-0.0016518+0.0017577i,-0.0015547+0.0029819i,-0.00045145+0.0030969i,7.5264e-05+0.0020666i,-0.0007905+0.0010445i,-0.00089253+0.00040854i,-0.00066518+0.00034773i,-0.0011133-0.00026807i,-0.00039877-0.00073254i,8.2111e-05-0.00018558i,-0.00032444-0.00032598i,-0.00065825-0.00033445i,0.00012586+2.4686e-05i,0.00073171+3.2589e-05i,-3.476e-05+0.00010313i,-0.00096147+5.673e-05i,-0.0014317-0.00038234i,-0.00057668-0.00075252i,0.00030561-0.00041098i
0.0020171+0.0011441i,0.0035661+0.00055795i,0.0024203-8.362e-05i,0.00048312-0.0010765i,-0.0011053-0.0003077i,-0.0018575+0.0012592i,-0.0011209+0.0015952i,-6.8366e-05+0.00082383i,0.00028025+0.00047181i,8.0433e-05+0.00040481i,-0.0004661+5.8054e-05i,-0.0014153-0.00048039i,-0.00076023-0.00090645i,0.00058946-0.00053616i,0.0010822-1.5059e-05i,0.00096589-0.00018668i,0.00022314-0.00047349i,-0.00067491-0.0007095i,-0.00083343-0.00053436i,-0.00015838+0.00015147i,0.00053578+0.00024583i,0.00063795-0.00072747i,0.00045356-0.00084422i
-0.00015313+0.0024975i,0.0010003+0.0016218i,0.0013057+0.0010178i,0.00016467+0.0004079i,-0.0017173+0.00023871i,-0.0024968+0.00057767i,-0.0015334+0.0011403i,-0.00077458+0.00084777i,-0.00039638+0.00049557i,0.00014299+0.00046952i,0.00082969-6.4726e-05i,0.0013291-0.00062745i,0.00071537-0.00068185i,-2.5908e-05-0.0006775i,0.00030065-0.00054665i,0.00046187-0.00047649i,5.1637e-05-0.00045779i,-0.000167-0.0006399i,-0.00018265-0.00066468i,-8.1367e-05-0.00077752i,0.0001259-0.00052455i,0.000179-8.1526e-05i,0.00057442+3.7361e-05i
-0.00026419-0.00091996i,0.00049918+0.00011862i,0.00085808+0.00059846i,-0.00011593+0.00044407i,-0.00074815+0.0012977i,-0.00054005+0.0016673i,-0.00030113+0.0019747i,9.4826e-05+0.0014501i,0.00011397+0.00011903i,3.5309e-05-0.00048855i,0.00026568-0.00022897i,0.00043959-0.00055291i,0.00054256-6.1636e-05i,0.00028993+0.0010635i,-0.00038885+0.0010762i,-7.9923e-05+0.00013405i,0.00047519-0.00031309i,0.00093756-0.00021892i,0.00065237-1.6583e-05i,3.2602e-05+0.0001927i,-2.3512e-06+0.00016033i,-2.998e-05+0.00022547i,0.0002153+0.00071272i
0.0012883+0.0012929i,0.0012737+0.0012938i,0.0015308+0.0011701i,0.00052259-6.2561e-05i,-0.00080044+0.00041089i,-0.0014555+0.0021309i,-0.0013894+0.001503i,-0.00014029+0.00028141i,0.00071308+0.00013147i,0.00097679+0.00033147i,0.0013364+0.00018871i,0.00060608-0.00021514i,0.00020328-0.00046546i,0.00058315-0.00028667i,0.00020088+0.0001066i,-0.00037763-9.4336e-05i,-0.00075607-0.00036666i,-0.0012256-6.2989e-05i,-0.00097815+0.00027108i,-0.00034775+0.00026408i,-0.00010139-0.00011867i,-6.5896e-05-0.00057489i,-0.00023654-0.00056688i
0.0038864+0.00085305i,0.0036028+0.00099738i,0.003126+7.8892e-05i,0.00045249+4.4752e-05i,-0.0019702+0.0016883i,-0.0016893+0.0031154i,-0.00040975+0.0025672i,-5.7611e-05+0.00072158i,0.00024502+0.00035365i,0.00033001+0.00081796i,0.00016221+0.0006188i,0.00044793+0.0001359i,0.00081181-0.00012083i,0.0002609+0.00023764i,-0.00041454+0.0005537i,-0.00079348+0.0005531i,-0.00053039+0.00079597i,0.00019715+0.001003i,0.00052505+0.00051474i,-3.2166e-05+0.00040781i,-0.00026441+0.00045657i,0.00016513+0.0005218i,0.00017254+6.688e-05i
-0.00019725-8.2596e-05i,0.0011922-0.00053728i,0.0012575-0.00055879i,1.2398e-05+4.3236e-05i,-0.00073172+0.0009707i,-0.00071638+0.0014904i,-0.00055441+0.0013167i,-0.00050391+0.0011478i,-0.00041517+0.00083475i,0.00031649+0.00031985i,0.00081747+0.00021042i,0.00054558+0.00062801i,0.00026071+0.00097222i,5.1196e-05+0.00055118i,0.00011067-0.00024517i,0.00015303-0.00098613i,-0.00084094-0.0012517i,-0.00090938-0.00098329i,0.00039649-0.00031672i,0.00033206-0.00013419i,-0.00065973-0.00033866i,-0.00048409-0.00040341i,0.00037448-0.00045807i
0.001296-0.0004259i,0.0017789+0.0002707i,0.0010715-0.00056651i,-0.00090135-0.00065223i,-0.0017248+0.0015313i,-0.0011925+0.0031295i,0.00012038+0.0026228i,0.00046267+0.00090678i,6.3393e-05-0.0005741i,-0.00046552-0.00040377i,-0.00031989+0.00056309i,-2.3682e-06+0.0010413i,1.6025e-08+0.0007926i,0.00034509+0.00089503i,0.00036184+0.0010134i,-0.00017475+0.00075265i,-0.00021337+0.00045329i,4.7643e-05-0.00022128i,-0.0002491-0.00051568i,-6.4275e-05+0.00029206i,0.00033844+0.00060426i,0.00046125+7.2094e-05i,-0.0001839+0.00013851i
0.0011621-0.00082132i,0.0018388+7.0401e-05i,0.00042724+0.00042542i,-0.0019062-0.00041011i,-0.0023261-5.1581e-05i,-0.00085092+0.001673i,-0.00013965+0.0023554i,-2.4536e-05+0.0008483i,-4.1954e-05-0.00071063i,0.0005344-0.0011805i,0.00055814-0.00068246i,-0.00066855+0.00029711i,-0.0016368+0.00063155i,-0.0016237-2.7136e-05i,-0.0010142-0.0006525i,0.00024838-0.00075211i,0.0014054-0.00030711i,0.0007568-3.462e-05i,-2.2934e-05+0.00024609i,-0.00013051+0.00043299i,-0.00036398-0.0003244i,-0.00030753-0.0010344i,-7.4256e-05-0.00054482i
0.0013298+0.0010755i,0.0013646+0.00094945i,0.0010174+9.7298e-05i,-0.00021961+0.00045493i,-0.0017162+0.0020031i,-0.0019441+0.0031706i,-0.00057275+0.0026522i,0.00060308+0.001549i,0.00049294+0.0013083i,-0.00025955+0.00071331i,-0.00038185+0.00031236i,7.5661e-05+0.00065396i,0.0002161+0.0013941i,0.00029527+0.0013284i,0.00062025+0.00040089i,0.00022871-0.00018601i,-0.00077789-0.00039625i,-0.00062893-0.00030118i,-0.00027642-8.4963e-05i,0.00017027-0.0003337i,0.00047916-0.0002926i,0.0005005-0.00015613i,0.00016264-2.8428e-05i
0.0037356+0.0012014i,0.0044019+0.001235i,0.002601+0.00030433i,-0.0011021-0.00045368i,-0.0031708+0.00049736i,-0.0027378+0.0019315i,-0.0017943+0.0011558i,-0.00083407-0.00029464i,-0.00041024-0.00022364i,7.421e-05-0.00019731i,0.00063637-0.00013357i,0.0008657+0.00020937i,0.00087035+0.00010948i,0.0001747+9.3182e-05i,-9.0922e-05+3.9666e-05i,-0.00014313-0.0002076i,-9.4643e-05-0.00067106i,0.00064204-0.00089474i,0.00036969-0.0011775i,-0.00075392-0.00093414i,-0.00093635+0.00012517i,-2.6959e-05+0.00027147i,0.0011065-0.00032027i
-0.00017464+0.0023865i,-0.00028205+0.0017023i,-6.6737e-05-6.3612e-05i,-0.00064255+0.00032519i,-0.0022299+0.0019582i,-0.0028176+0.0024842i,-0.0019122+0.0014251i,-0.00066466+0.00038324i,-0.00016499+0.00017411i,-5.9032e-05-0.00010322i,-0.0001768-0.0001287i,-0.00076354+3.0331e-05i,-0.0011851-0.00044884i,-0.00076742+2.1234e-05i,-0.00032871+0.00066023i,-1.0017e-05+0.00053034i,0.00042404+0.0006579i,0.0013278+0.0010594i,0.0011565+0.00014497i,0.00018515-0.00099926i,-0.00030009-0.0006724i,-0.00042677-0.00039779i,-0.0004145-0.00044326i
0.00041197+0.0020048i,0.0023119+0.0011483i,0.0028252+0.00033299i,0.0012929+0.00014449i,-0.00035837+0.0014343i,-0.00052157+0.002248i,8.8209e-05+0.0018587i,3.0483e-05+0.0014527i,-1.4415e-05+0.0008284i,0.00064411+0.00015238i,0.0012219-0.00029156i,0.00091024-8.8797e-05i,0.00057252+0.00041669i,0.00022649+0.00020668i,-0.00014101-3.5912e-05i,-0.00041907+8.7726e-05i,2.0998e-05+0.0004502i,0.00051309+0.0006035i,0.00055082+0.00067982i,0.00039752+0.001103i,-0.00038934+0.00076235i,-0.00064515+2.4938e-05i,-0.00040278+0.00015452i
0.0022496+0.0028977i,0.0021707+0.0015725i,0.0015505-0.0013013i,-0.00030548-0.0036549i,-0.0025862-0.0031881i,-0.0034778-0.0003477i,-0.0021506+0.0015928i,-0.00039813+0.0012264i,0.00054624-6.8973e-05i,0.00068204-0.0012305i,-0.00056483-0.00089502i,-0.0010892+0.00015051i,-0.00038466+0.00032732i,-0.00045187+0.00052837i,-0.00072206+4.4085e-05i,-0.00077942-0.00086913i,-0.00025705+0.00015413i,0.00021863+0.00049986i,0.00066319+5.095e-06i,0.00034191-7.764e-05i,-6.2399e-05+0.00014312i,-5.0147e-05+0.00050712i,0.00016976+6.9745e-05i
-0.00021562+0.0018936i,0.0018934+0.0026593i,0.001494+0.0018113i,-0.0015513+0.000752i,-0.0030068+0.0012811i,-0.0019097+0.0022379i,-0.00090775+0.0020276i,-0.00010899+0.0010971i,-0.00036112+0.00071033i,-0.00094555+0.00023833i,-0.00025676+0.00025044i,-0.00011005+0.00031213i,-0.00055764-0.00041571i,-0.00022117-0.00063152i,5.6684e-05-1.1641e-05i,-0.00033217+0.0002308i,-0.00018683+0.0001712i,5.0946e-05+0.00048967i,-0.00027692+0.00064297i,-0.00071166-3.12e-05i,-0.00052821-0.00069272i,5.4974e-05-0.00068818i,0.00013453+5.6875e-05i
-8.0585e-05-2.1642e-05i,0.0018357-0.00019043i,0.0017308-0.00032684i,0.00019769-0.00026455i,-0.0016416+0.0010723i,-0.0022746+0.0016613i,-0.0021041+0.0010148i,-0.0022496+0.00066849i,-0.0017797+0.00040017i,-0.00018583+0.0004112i,0.0011837-3.5479e-05i,0.001005-0.00091285i,0.00080148-0.00083112i,0.0007046+0.00012893i,0.00013003+0.0009951i,0.0001618+0.00069047i,0.00025363-0.00023019i,-0.0006201-0.00054654i,-0.0010463-7.2671e-05i,-0.00099113+0.00014039i,0.00011163-0.00049601i,0.00086037-0.00076342i,0.00016005-0.00057047i
0.00040529+0.00063947i,0.00069195+0.0011029i,-0.00031543+0.0001291i,-0.0017234-0.00011039i,-0.0018566+0.001084i,-0.00065958+0.0025548i,0.0001509+0.0025347i,-0.0001319+0.00090748i,-0.0006925-0.00023956i,-0.0012869-0.00058722i,-0.00088063-0.00049994i,-0.0004017-7.6212e-05i,-0.00052385+6.9201e-05i,-0.00066507+0.00026724i,-0.00031796+0.00012504i,-0.00069737-0.00027141i,-0.0011735+0.00024915i,-0.00030021+0.00032999i,-0.00030392+0.00045005i,-0.00015727+0.0010056i,-0.00014421+0.00075051i,-0.00055429-0.00021523i,-0.00095547-0.00062902i
0.001814+0.0024073i,0.0024311+0.0017329i,0.0032552+0.00048995i,0.0011561+0.00044446i,-0.0015606+0.00067129i,-0.0019732+0.0012441i,-0.0010566+0.0010593i,5.7095e-05+0.0011196i,0.00039656+0.0006091i,0.00022134-0.00035415i,-4.2809e-05-0.00012855i,-0.0002452-0.00030647i,-0.0004745-0.0015187i,9.5941e-05-0.001794i,0.0005824-0.0011004i,0.00066351-0.00076518i,0.00015531-0.0005154i,-3.9192e-05+3.9077e-05i,0.00020162-6.3447e-05i,9.2681e-05-0.0003023i,-5.3623e-05+0.00014279i,-0.00024732+0.00020434i,5.7098e-05+0.00019475i
0.0011945+0.0015128i,0.0017482+0.00079259i,0.001901-0.0017531i,-0.00014816-0.0031621i,-0.0020585-0.0017974i,-0.0011776+0.00087316i,0.00032916+0.001742i,0.00028274+0.00074933i,-0.00019213-3.1574e-05i,-0.000228-0.00036541i,-0.00011923-0.0002359i,0.00015547-0.00014563i,0.00040029+2.7476e-05i,0.00044166+4.9848e-06i,0.00029928-0.00011905i,0.00031338+0.00015367i,0.0001132+0.00037301i,0.0004472+0.00028605i,5.8166e-05+0.00030431i,-0.00058445+0.00091969i,-0.00079259+0.00095017i,-0.0012317+0.00024852i,-0.001343-0.00064098i
0.0027936+0.0017337i,0.0019125+0.0014851i,0.00027516+0.0014471i,-0.0010387+0.00064119i,-0.0026266+0.00044655i,-0.0025387+0.0012372i,-0.0010439+0.0014897i,-0.00019606+0.00049179i,4.7931e-05-0.00061667i,-0.00030585+0.00010151i,-0.0005669+0.00054649i,-0.00047984-1.3025e-05i,0.00045922-7.9167e-05i,0.00097033-0.00051097i,-0.00021956-0.00040211i,-0.0011166+0.00036776i,-0.00052069+6.3502e-05i,0.000337-0.00025183i,0.00086141-0.00022424i,0.0004485-0.00073953i,-0.00017607-0.00099302i,-4.2468e-05-0.00032605i,0.00012238+0.00060513i
0.0017969-0.0012317i,0.0018527-0.0015286i,0.0010289-0.0018745i,-0.00015332-0.0014975i,-0.0016575+0.00050325i,-0.001925+0.0032741i,-0.00072287+0.0035276i,0.00012866+0.0013123i,4.1011e-05-0.00039711i,0.00010658-0.00063864i,0.00025985-2.2355e-05i,4.1746e-05+0.0011508i,-0.000162+0.00098169i,0.00011547+8.1276e-05i,-0.00049202+0.00011153i,-0.0010451+0.00010468i,-0.00040986+0.00012415i,2.8326e-05+0.00035913i,0.00044513+0.00053619i,0.00082562+0.00040595i,0.00013759-0.00043718i,0.00018949-0.00033886i,-5.1597e-05+0.00026255i
0.00042728+0.00099321i,0.00076038+0.00011197i,0.00082769-0.0011961i,-0.0011516-0.0013583i,-0.0026723+0.00043173i,-0.0020083+0.0020538i,-0.0002061+0.0016042i,0.0010575+0.00056552i,0.00072517+0.00039074i,0.00037331+0.00042144i,0.00075737+0.00034183i,0.000645+9.5315e-05i,0.00015108+0.00045909i,8.5699e-06+0.00083237i,0.00033109+0.00079227i,-0.00023421+0.00056102i,-0.00087721-0.00035722i,-0.0010424-0.00079872i,-0.00057063-0.00049028i,-0.00070119-2.4126e-05i,-0.00053138+0.00023883i,9.2016e-05-0.00064716i,0.00068788-0.0011905i
0.0016982+0.0021433i,0.0026641+0.0017929i,0.0014708+0.0011392i,-0.00034817+0.00069632i,-0.0019482+0.0012957i,-0.0021541+0.0022201i,-0.0011935+0.0019701i,-0.00057232+0.0012669i,-0.00068488+0.00076123i,-0.0011598+0.00092393i,-0.00094583+0.0002651i,-0.00048286-0.00037653i,2.0953e-05-0.00033237i,0.0003585-0.00010326i,-0.00051666-0.00022829i,-0.0013091-0.00076501i,-0.0010253-0.00052676i,-0.00023755+0.00013487i,0.00012401+0.00060682i,0.00023942+0.00081476i,0.00037562+0.00040067i,-0.00022911-6.5175e-05i,-0.00028988+0.0001122i
0.0013607+0.0013778i,0.0017645+0.0012326i,0.0015275-0.0008174i,0.00078147-0.0021768i,-0.00050086-0.0017199i,-0.0014518+1.4037e-05i,-0.00061116+0.0010571i,0.0002378+0.00084351i,0.00020996+0.00050308i,0.00067079+0.00021373i,0.00044475-0.00033025i,2.1725e-05-0.00056052i,0.00011868-0.00021594i,0.00021746-0.00042085i,-0.00019908-9.376e-05i,-0.00014174+0.00071229i,-0.00020295+0.00080191i,-0.00075826+0.00032822i,-0.00048748+0.00010475i,-0.00017231-0.00080196i,4.6193e-05-0.0011445i,0.00064387+0.00021316i,0.00064754+0.0003662i
0.0010324+0.0008581i,0.0012565+0.0027536i,0.00054281+0.0019685i,-0.0016247+0.00091168i,-0.0032141+0.0015923i,-0.0019765+0.0018576i,-0.00015046+0.0015228i,0.0013322+0.00075727i,0.0014278+4.3383e-05i,0.00036786+0.00018353i,-0.00042127+8.6141e-05i,-0.00066904-0.00019838i,-0.000603-4.0807e-05i,-0.00038371-0.00035858i,-0.00015437-0.00087929i,-0.00021851-0.0010708i,-0.0005881-0.00081622i,-0.00042671-0.00034371i,-0.0002619+0.00012578i,-0.00039596-0.0001808i,0.00026728-0.00035452i,0.00012656-0.00015185i,-0.00064381-0.00036576i
