-0.0013559-0.0013926i,0.00023614-0.00074728i,-0.0011063-0.001907i,-0.0033089-0.0015033i,-0.0036679+0.00080533i,-0.0026583+0.0027577i,-0.001987+0.0026312i,-0.00070315+0.0013065i,0.00051125+0.00062955i,0.00075775+0.00032309i,0.001213+0.00056974i,0.0011332+0.00048639i,0.00075834+0.00045481i,0.00046183+0.00032396i,-0.00039967+0.00026828i,-0.0010983+0.0010612i,-0.00071567+0.00087227i,-1.5133e-05+0.00020663i,-9.9611e-05+0.00035543i,6.0822e-05+0.00066859i,0.0003811+0.00066494i,7.4891e-05+0.00017345i,0.0004162+4.9307e-05i
-0.0059504-0.048741i,-0.032433-0.14486i,-0.10132-0.27464i,-0.16451-0.32965i,-0.14888-0.26156i,-0.088744-0.16467i,-0.054821-0.095768i,-0.046657-0.044203i,-0.037642-0.018112i,-0.027299-0.016443i,-0.020576-0.014853i,-0.013767-0.0066378i,-0.0096748+0.00032944i,-0.0070508+0.0035197i,-0.001965+0.0044531i,0.002121+0.0032851i,0.0031769+0.0025704i,0.0037649+0.0025966i,0.0047812+0.0016004i,0.0033056-0.0015101i,-0.00033777-0.0045033i,-0.0016849-0.0050428i,-0.00052125-0.0041013i
-0.019647+0.042758i,-0.052975+0.13352i,-0.078517+0.26308i,-0.056938+0.31759i,-0.0062318+0.23322i,0.032875+0.11626i,0.056083+0.056389i,0.07339+0.025983i,0.066723-0.0021851i,0.03736-0.012039i,0.015631-0.0070212i,0.0062098-0.0025856i,0.003053-0.0011847i,0.0043326-0.0029472i,0.0042504-0.0062064i,0.0026213-0.006708i,0.0011012-0.0045921i,-0.00080029-0.002686i,-0.002361-0.0010565i,-0.0028061+0.00062434i,-0.0015563+0.0015397i,-0.0013098-5.6547e-05i,-0.002053-0.0016163i
0.050965-0.028821i,0.14059-0.079733i,0.23845-0.14417i,0.26128-0.151i,0.20533-0.076095i,0.13825-0.0065551i,0.078049+0.0015131i,0.017794-0.003534i,-0.0065154+0.010538i,0.0076611+0.015946i,0.017969+0.0060617i,0.014629-0.0028702i,0.0093404-0.0059756i,0.0045073-0.0044234i,0.00086509+0.0004523i,-8.2479e-05+0.0041107i,-0.0012232+0.005209i,-0.0033224+0.0054095i,-0.001926+0.0055769i,0.00094383+0.0058371i,0.0020356+0.0040987i,0.0017561+0.0025503i,0.0011432+0.0028631i
-0.048394-0.0034797i,-0.1451-0.014624i,-0.26449-0.024434i,-0.30951-0.016187i,-0.25072+0.012023i,-0.16736+0.03765i,-0.1094+0.052745i,-0.065916+0.05637i,-0.040152+0.044402i,-0.031715+0.028452i,-0.023488+0.01823i,-0.012667+0.011523i,-0.0057032+0.0089807i,-0.0025504+0.0086137i,-1.4712e-05+0.0053834i,0.0025019+0.00077123i,0.0042093-0.0027887i,0.0047902-0.0045564i,0.0037515-0.0051068i,0.00062804-0.0037197i,-0.0021245-1.9167e-06i,-0.0018188+0.0026013i,-0.00091672+0.0027416i
0.043085+0.031178i,0.1142+0.089863i,0.18256+0.15903i,0.18259+0.16719i,0.11424+0.094018i,0.049771+0.020907i,0.033391-0.018322i,0.031079-0.046937i,0.013789-0.052819i,-0.002605-0.032479i,-0.0066432-0.010494i,-0.0043356-0.0012296i,-0.0015651+0.00072521i,-0.0017896+0.0012442i,-0.0048942+0.00023656i,-0.0073522+3.6855e-05i,-0.0074508+0.0010315i,-0.0055999+0.00086711i,-0.0030376+0.00021919i,-0.00051853-7.0358e-05i,0.0012637+0.00019965i,0.0013274-0.00015477i,0.00034217-0.0014561i
-0.016135-0.046979i,-0.032337-0.1351i,-0.032558-0.23389i,-0.0044498-0.25509i,0.028444-0.18958i,0.035634-0.12651i,0.0091694-0.084469i,-0.0081124-0.03973i,0.0064619-0.014984i,0.019305-0.01883i,0.012892-0.023369i,0.0027815-0.017423i,-0.0017413-0.01198i,-0.0023844-0.0084541i,-0.001312-0.003449i,-0.00017211+0.0009888i,0.00094835+0.0036814i,0.0021596+0.0050718i,0.003627+0.0040256i,0.0035537+0.00061382i,0.0022226-0.0026i,0.0013143-0.00322i,0.0011684-0.0023482i
-0.0048006+0.044574i,-0.031862+0.11726i,-0.081181+0.19569i,-0.10082+0.21143i,-0.057133+0.1664i,-7.6971e-05+0.12644i,0.034486+0.10057i,0.042383+0.073113i,0.031725+0.05215i,0.020437+0.037359i,0.014178+0.022631i,0.0089656+0.011602i,0.0065242+0.0075306i,0.0056067+0.0039676i,0.005183-0.0013429i,0.0044205-0.0054742i,0.0014384-0.0073769i,-0.0021-0.0059135i,-0.0051882-0.0019282i,-0.0061081+0.0022195i,-0.0032918+0.0032501i,-7.0126e-05+0.0015123i,0.0015701+0.00063248i
0.033836-0.033318i,0.092465-0.072777i,0.15529-0.097049i,0.14503-0.068141i,0.066259-0.0083805i,0.014303+0.016152i,-0.00019145-0.0042774i,-0.018451-0.024624i,-0.034022-0.017463i,-0.026998+0.0014742i,-0.0097837+0.0093064i,-0.00016439+0.0073285i,0.0019238+0.0044902i,0.0023318+0.0024461i,0.0020464+0.0012186i,0.001151+0.0012401i,0.00095273+0.0008539i,-0.00088825+0.0003941i,-0.0028301+0.0010182i,-0.0016081+0.0015323i,0.00038492+0.0011163i,-0.00034872+0.0011061i,-0.0026996+0.0011714i
-0.034954+0.010524i,-0.093684+0.0056038i,-0.1605-0.017981i,-0.16503-0.046058i,-0.11632-0.054564i,-0.088448-0.037828i,-0.075739-0.005936i,-0.048737+0.0075157i,-0.026817-0.0080953i,-0.023877-0.019445i,-0.022291-0.012414i,-0.014666-0.003821i,-0.0094415-0.0015385i,-0.0072385+0.0002443i,-0.0044803+0.0026915i,-0.00033807+0.0041041i,0.0029968+0.003173i,0.0040296+6.4892e-05i,0.0041064-0.0037617i,0.0026516-0.0057152i,0.00010902-0.0037836i,-0.00043649-0.00039523i,-0.00033087+0.0011576i
0.036892+0.0071509i,0.083976+0.036433i,0.11919+0.077073i,0.10907+0.084633i,0.085798+0.046417i,0.081063+0.0076744i,0.078035-0.010875i,0.06726-0.015582i,0.053553-0.011139i,0.037662-0.0078338i,0.020658-0.0068204i,0.0096437-0.0050192i,0.0056088-0.0033903i,0.002628-0.0017653i,-0.00082189-0.0012584i,-0.003433-0.00063314i,-0.0041299+0.0019207i,-0.0026848+0.0043739i,0.00022594+0.0054082i,0.0016034+0.0044204i,0.0014622+0.0020044i,0.0016078-0.00098379i,0.002767-0.0031483i
-0.012864-0.02349i,-0.030033-0.067903i,-0.032052-0.10726i,-0.0072854-0.082305i,0.017023-0.018055i,0.020806+0.0078476i,0.0030761-0.0034187i,-0.01693-0.00061501i,-0.012569+0.017516i,0.0049412+0.019345i,0.010637+0.0059848i,0.0063104-0.002227i,0.0045203-0.0024085i,0.0039213-0.002307i,0.0014172-0.0028826i,-0.00075814-0.0028975i,-0.0026497-0.0025718i,-0.0032016-0.0014045i,-0.0025777+0.00014342i,-0.0021009+0.00074206i,-0.0026406+0.00016061i,-0.0019471-0.00030613i,-0.00031952+0.00026955i
0.011547+0.024303i,0.0041486+0.063963i,-0.022932+0.096446i,-0.051302+0.088255i,-0.053823+0.068224i,-0.035036+0.069492i,-0.0080541+0.067408i,0.0012107+0.044056i,-0.015179+0.022717i,-0.023999+0.017667i,-0.014423+0.016174i,-0.0062916+0.011191i,-0.0059393+0.0078424i,-0.0041672+0.0059975i,-0.00014605+0.003659i,0.0024558+0.0011593i,0.0016832-0.0023327i,-0.00056207-0.0044347i,-0.0032159-0.0035174i,-0.0049424-0.0013188i,-0.0027845+0.00084476i,-0.00029331+0.0012653i,-7.1786e-05+0.0011986i
0.012437-0.019594i,0.037883-0.051258i,0.062085-0.073553i,0.048567-0.067752i,0.0070464-0.057317i,-0.0098691-0.055239i,-0.00081958-0.053227i,0.0072141-0.049929i,0.0059367-0.045923i,-0.00065447-0.034423i,-0.0040905-0.018541i,-0.0030928-0.0079795i,-0.0020149-0.0042039i,2.8069e-05-0.0021836i,0.0018094-0.0011733i,0.0025043-0.00024691i,0.0045829+0.0011464i,0.0060886-0.00015991i,0.0048969-0.0019055i,0.0038063-0.0023491i,0.0026949-0.0022771i,-0.000238-0.0018729i,-0.0023741-0.0019399i
-0.015473+0.013867i,-0.040814+0.023492i,-0.063791+0.021533i,-0.04429+0.0076487i,0.0013719-0.00076632i,0.010198-0.0027317i,-0.009896+0.0081126i,-0.0092034+0.019827i,0.0094939+0.011602i,0.014371-0.0057946i,0.0047321-0.0106i,-6.9409e-05-0.0052028i,0.00062841-0.0031119i,-0.0011624-0.0038881i,-0.0042209-0.0027824i,-0.0054784+0.00062662i,-0.0047525+0.0026098i,-0.0030485+0.0027784i,-0.00062557+0.0026398i,0.0016266+0.0022674i,0.0020676+0.0024527i,0.0020357+0.0027273i,0.0020597+0.0021675i
0.01829-0.0034965i,0.049021-0.0010288i,0.071153+0.014932i,0.061865+0.031622i,0.04643+0.037172i,0.047581+0.035208i,0.045252+0.024136i,0.027451+0.019608i,0.01259+0.028476i,0.012662+0.029151i,0.013976+0.017378i,0.010507+0.0081878i,0.0068504+0.0058184i,0.005066+0.0045862i,0.0050668+0.0022278i,0.00313+7.9158e-05i,-0.0010784+0.00040539i,-0.0034278+0.0026744i,-0.002147+0.0036252i,-0.00026685+0.0025857i,0.0011612+0.00080931i,0.0016893-0.00043066i,0.0014246-0.00048013i
-0.010876-0.0074759i,-0.031315-0.021317i,-0.052308-0.033821i,-0.059758-0.019683i,-0.060702+0.0089441i,-0.054692+0.012669i,-0.04207-0.0063234i,-0.037897-0.020867i,-0.038242-0.01592i,-0.028516-0.0017396i,-0.012692+0.0036152i,-0.0044934+0.0018585i,-0.0022512+0.0017775i,3.4216e-05+0.00096213i,0.0015397-0.0013797i,0.0015664-0.0029388i,0.00041814-0.0045001i,-0.00019903-0.0053265i,-0.001941-0.0057107i,-0.0040575-0.0053801i,-0.004087-0.0036151i,-0.0030337-0.0016302i,-0.0017408+0.00050726i
0.013296+0.013316i,0.024776+0.026785i,0.027193+0.039992i,0.017281+0.027699i,0.0068187+0.0025664i,0.0041984-0.00017604i,0.011335+0.010784i,0.016299+0.0050921i,0.0075874-0.011991i,-0.005142-0.014798i,-0.0076178-0.0051361i,-0.0045337-0.00083903i,-0.0043462-0.0020291i,-0.0052825-0.00023754i,-0.0049057+0.003246i,-0.0024061+0.0042255i,0.00075915+0.0027943i,0.0023669+0.0019554i,0.0024117+0.0011152i,0.0019256+0.00043709i,0.0018217+0.00054733i,0.0021625-0.00044843i,0.0016591-0.0016085i
-0.00095801-0.013394i,0.00082032-0.033075i,0.0057314-0.050477i,0.013992-0.048254i,0.024548-0.034277i,0.033488-0.026312i,0.033832-0.019146i,0.034616-0.0071274i,0.037189-0.0016862i,0.029666-0.004794i,0.015833-0.0069274i,0.0074102-0.0054161i,0.0044325-0.0038438i,0.002143-0.0033707i,-7.9184e-05-0.0032164i,-0.0018718-0.0021961i,-0.0022721+0.00073594i,0.00026619+0.0029143i,0.00243+0.003489i,0.0025157+0.0031926i,0.0020712+0.0027175i,0.0011382+0.0014041i,0.0007975+6.8895e-05i
0.0020062+0.0083174i,-0.0021614+0.023657i,-0.012676+0.039191i,-0.0127+0.050835i,-0.0014797+0.059501i,-0.0007359+0.057527i,-0.014583+0.043323i,-0.023639+0.034171i,-0.015763+0.030543i,-0.0026038+0.019826i,0.00059401+0.0073704i,-0.0013834+0.0031453i,-0.0015957+0.0021356i,-0.00077283-0.00083034i,-0.00037418-0.0025549i,-0.0011341-0.002146i,-0.0028152-0.0010514i,-0.0045027+0.00050013i,-0.0049795+0.0022758i,-0.0042382+0.0031238i,-0.0033083+0.0028207i,-0.0024319+0.0027982i,-0.000812+0.0031663i
0.0087162-0.010318i,0.02149-0.019732i,0.02903-0.022896i,0.015855-0.010733i,-0.0049833+0.0040203i,-0.0088181+0.0080324i,-0.0018127+0.0018096i,-0.0072133-0.0060381i,-0.019853-0.0019276i,-0.017056+0.0072484i,-0.0052749+0.0082303i,-0.00083595+0.0047191i,-0.00055066+0.0035849i,0.0019885+0.0043648i,0.004798+0.0045429i,0.0050488+0.0029439i,0.0034781+0.00099501i,0.0015512-0.00033023i,0.00049226-0.0008672i,9.8219e-05-0.0012528i,-0.00044946-0.0022885i,-0.001224-0.0023703i,-0.0019424-0.0012215i
-0.0018009+0.0076693i,-0.013098+0.0050695i,-0.030647-0.0048051i,-0.038394-0.018001i,-0.03407-0.027742i,-0.023353-0.032141i,-0.0078175-0.0333i,0.0045887-0.037803i,0.0041064-0.037709i,-0.0028776-0.025706i,-0.0036397-0.012302i,-0.00027046-0.005374i,0.00068967-0.0024802i,0.00010462-4.7897e-05i,-0.00041348+0.0024137i,0.00033881+0.0042669i,0.0021204+0.0033404i,0.0035468+0.0001388i,0.003697-0.0020982i,0.0031471-0.0029479i,0.0019028-0.0019324i,-0.00042854-0.0016317i,-0.0013068-0.0022949i
0.012006+0.0063686i,0.02695+0.0084135i,0.040465+0.014292i,0.043835+0.014721i,0.044446+0.0079181i,0.043067+0.0092592i,0.035028+0.019095i,0.02945+0.021945i,0.026573+0.012675i,0.016835+0.0022237i,0.0054187-4.4107e-06i,0.00027778+0.0011771i,-0.00013185+0.00025292i,-0.0011005-0.00043035i,-0.0029472-0.00022998i,-0.0033074-0.00045258i,-0.0019823+0.00022631i,-0.00048381+0.0022175i,0.00053114+0.0036751i,0.0006653+0.004185i,8.7944e-05+0.0032735i,0.00060297+0.0018366i,0.0013426-3.0369e-05i
-0.0013506-0.0030095i,-0.0074076-0.01525i,-0.010858-0.025457i,-0.0068121-0.01541i,0.00013511+0.010281i,0.0042249+0.02225i,0.0017929+0.018994i,-0.0017089+0.022532i,0.0010411+0.026444i,0.0066149+0.017808i,0.0062979+0.0056892i,0.0028181+8.1236e-05i,0.0012729-0.0012105i,0.00081645-0.0026429i,0.0002253-0.0054051i,-0.0012785-0.006446i,-0.0028177-0.0036466i,-0.0038234-0.00075995i,-0.0036513-6.992e-05i,-0.0022572+0.00053435i,-0.00086985+0.001951i,0.00018247+0.0022584i,0.00054188+0.0018061i
0.0085271+0.0029964i,0.010526+0.014317i,0.0017407+0.028044i,-0.015561+0.035639i,-0.029007+0.035239i,-0.033818+0.026333i,-0.033185+0.010187i,-0.03431-0.0026928i,-0.032652-0.0045011i,-0.020132-0.0014871i,-0.0069532-0.0022076i,-0.0024719-0.0044052i,-0.0015187-0.0042879i,0.00083812-0.002703i,0.0029632-0.0011789i,0.0031662-0.00091478i,0.0013001-0.002384i,-0.00066701-0.0036004i,-0.0021759-0.0029885i,-0.002631-0.001919i,-0.0017865-0.0012859i,-0.0013645-0.00052555i,-0.0013256-1.1906e-05i
0.0044186-0.0061587i,0.0084725-0.019643i,0.012447-0.03087i,0.0090841-0.032099i,0.0022406-0.030595i,0.0048453-0.028596i,0.012133-0.024804i,0.01343-0.024253i,0.0074116-0.022346i,0.00048168-0.012469i,-0.0004192-0.0023773i,0.0012373+0.00049581i,0.00040292-0.00019574i,0.00058218+0.00067996i,0.0013731+0.0027819i,7.2777e-05+0.003499i,0.00026523+0.0024277i,0.0019268+0.0017001i,0.002863+0.0019519i,0.0030597+0.0010675i,0.0020895-0.00138i,-8.0298e-05-0.003098i,-0.0011542-0.0028828i
-0.0021888+0.0073971i,-0.0049274+0.010284i,-0.011028+0.01145i,-0.0061284+0.007259i,0.011367+0.0038423i,0.023311+0.0043708i,0.026768+0.0060121i,0.030281+0.0043544i,0.028422+0.0011448i,0.017059-0.0011979i,0.0067273-0.00084687i,0.0025268+0.00079155i,0.00043412+0.0028973i,-0.0025697+0.0048122i,-0.0046987+0.0046791i,-0.0043189+0.0047444i,-0.0026236+0.0050039i,-0.0011545+0.0038211i,-0.00090434+0.0027083i,-0.00027772+0.0021159i,5.235e-05+0.0012931i,-6.8444e-05+0.00061394i,0.00073053-0.00033829i
0.0076738-0.0040142i,0.019113-0.0073778i,0.026454-0.0021488i,0.023003+0.014101i,0.016843+0.031436i,0.013785+0.040571i,0.0071234+0.038202i,-0.0015971+0.033756i,-0.0043241+0.028905i,-0.0033955+0.017645i,-0.0046102+0.0075151i,-0.0057529+0.0033407i,-0.0045106+0.0018612i,-0.0021451+5.6039e-05i,-8.6154e-05-0.0017943i,0.00073633-0.0024585i,0.00049439-0.0025863i,-0.0011153-0.0018178i,-0.001522-0.00022908i,-0.00070266+0.00073943i,-0.00094479+0.0015431i,-0.00040476+0.0025542i,0.0010177+0.0025165i
0.0019341-0.0017873i,-0.0064663-0.0062578i,-0.017378-0.011776i,-0.025767-0.0088127i,-0.030449+0.0012265i,-0.029498+0.0033782i,-0.025526-0.0013107i,-0.025047-0.0032968i,-0.02322-0.001567i,-0.014266-0.0001814i,-0.0037756-0.00072138i,0.00086591-0.0015619i,0.0010631-0.0018611i,0.00082426-0.0031693i,0.00081084-0.0039872i,0.0012035-0.0027076i,0.00097975-0.0016829i,0.00054226-0.0025982i,0.00068122-0.0035829i,0.00087846-0.0035696i,0.00044421-0.0023318i,-0.00085847-0.00016156i,-0.0020093+0.0013093i
0.010896+0.0030406i,0.015426+0.0059695i,0.013291+0.0086107i,0.0026956+0.0052073i,-0.005001-0.0038585i,-0.0036137-0.012791i,-0.00029584-0.020487i,0.0017681-0.026688i,0.0018654-0.025641i,0.00058207-0.017005i,0.0021869-0.0082962i,0.0041886-0.0043976i,0.0037553-0.0027948i,0.0040202-0.00027633i,0.0040157+0.0019993i,0.0035983+0.0020707i,0.0035175+0.00040303i,0.0018481-0.00061677i,0.00067867-0.00022138i,0.0010419+2.0309e-05i,0.0014418+0.0002594i,0.0010648+0.00089466i,0.00049891+0.00039447i
0.0055124-0.0040466i,0.0056126-0.012959i,0.0066885-0.022483i,0.0096818-0.021519i,0.017403-0.013742i,0.025423-0.0058464i,0.028855+0.00018914i,0.029072+0.0020526i,0.024222+0.0009262i,0.014269+0.00082164i,0.0056509+0.0032015i,0.00087227+0.0054325i,-0.001121+0.0041029i,-0.0020284+0.0016461i,-0.0027468-0.00056686i,-0.0030643-0.0021724i,-0.0027667-0.0012268i,-0.0016701+0.0006009i,-0.00073025+0.00071834i,-0.00050538+0.00044706i,0.00014617+0.00052402i,0.00052384-0.0004296i,0.00056266-0.0013846i
0.0021604+0.0025554i,0.0017571+0.0077332i,-0.0021293+0.015164i,-0.003588+0.021728i,0.00036815+0.028874i,0.0030515+0.031942i,0.003256+0.02839i,0.0025652+0.026077i,0.0010253+0.023387i,0.00011546+0.013661i,-0.00047495+0.0027966i,-0.0018436-0.0014632i,-0.0035058-0.0010021i,-0.0049738-0.00021708i,-0.0048876+4.7428e-05i,-0.0037046+0.00030738i,-0.0027309+0.0011626i,-0.0021303+0.0014681i,-0.0026642+0.0003509i,-0.0034267-7.8703e-05i,-0.0027994-0.00020364i,-0.0016281+0.00072257i,-0.00060863+0.0022464i
0.00715-0.0017629i,0.011702-0.0060498i,0.012391-0.0069515i,0.0028367+0.00048459i,-0.010147+0.0093386i,-0.016232+0.012631i,-0.017157+0.0089424i,-0.021255+0.003609i,-0.021851+0.0020521i,-0.014496+0.0014186i,-0.0074803-0.0017731i,-0.0049708-0.00444i,-0.0040517-0.0050532i,-0.0022465-0.0044828i,0.00044644-0.0025397i,0.0023303-0.00071396i,0.0018219-0.0011875i,0.0010748-0.00089789i,0.0018342+0.00027291i,0.0019154+0.00046963i,0.00051832+0.00036673i,8.78e-05+8.0562e-05i,-0.00039354+0.0002556i
0.0022329+0.0032134i,-0.0015894-0.0007139i,-0.0083136-0.0059543i,-0.011865-0.011826i,-0.009327-0.015963i,-0.0048211-0.018387i,-0.0025097-0.019131i,-0.0022633-0.020088i,-0.0017312-0.01914i,-0.00023313-0.012343i,0.0024061-0.0054384i,0.0046947-0.0028923i,0.0039073-0.0011537i,0.0018851-0.00019716i,-0.00045829-0.00080915i,-0.0018535+0.00070488i,-0.000831+0.0026802i,0.00043481+0.0020654i,0.00091328+0.00041204i,0.0016293+0.00023265i,0.0016484-0.00012127i,-0.00043332-0.0014551i,-0.0016438-0.0019168i
0.0071981-0.00011891i,0.01242+0.00048595i,0.014684+0.0027698i,0.013181+0.0056628i,0.014832+0.0076023i,0.020066+0.0074634i,0.022678+0.0029007i,0.022863-0.0011546i,0.019456-0.0022317i,0.011312-0.0015661i,0.0042195+0.0011517i,0.0016375+0.0034043i,0.0016598+0.0040538i,0.0017136+0.0045184i,0.0013956+0.0045228i,0.0021045+0.0041259i,0.0024689+0.0027664i,0.00057503+0.0014061i,-0.001377+0.0017586i,-0.0010565+0.0020836i,0.00010682+0.0016358i,0.00077733+0.0021873i,0.001571+0.0018928i
0.0024096-0.0011741i,0.0016069-0.0066622i,-0.0014179-0.010653i,-0.0015302-0.003977i,0.0016098+0.011019i,0.0036959+0.019209i,0.0040915+0.019961i,0.0037921+0.020111i,0.0031073+0.0188i,0.0015795+0.011762i,-0.00051868+0.0053415i,-0.0031328+0.0035191i,-0.0044175+0.0023656i,-0.0029414-0.00063854i,2.2532e-06-0.0038824i,-9.1152e-06-0.0053128i,-0.002074-0.0044873i,-0.0019986-0.0021093i,-0.00070462-0.0018886i,0.00015283-0.0027224i,0.00050709-0.0019809i,0.0011463-0.0010707i,0.0014693-0.00068617i
0.001915-0.0025197i,0.0034105+0.0015457i,-0.00093029+0.0076164i,-0.0081425+0.012626i,-0.012864+0.014822i,-0.013978+0.013194i,-0.013455+0.0081983i,-0.014589+0.0047061i,-0.014487+0.0035375i,-0.0091243+0.0015989i,-0.0030952-0.001781i,-0.00086282-0.004183i,-0.00010351-0.0041961i,-0.00029855-0.0019581i,-0.0017455+0.00039227i,-0.0017705+0.00092222i,-0.00093901+0.00023347i,-0.00039228-0.00071984i,-0.00015172-0.00026584i,-0.00033175-0.00030944i,-0.00062429-0.0007787i,-0.0018776+1.6097e-05i,-0.0030719+0.00099384i
0.0038376-0.0001778i,0.00557-0.0056081i,0.0055754-0.0094249i,0.0029068-0.0092194i,0.00025079-0.0086365i,0.0021218-0.010292i,0.0023712-0.013561i,-0.0009768-0.017182i,-0.0020341-0.015961i,-0.00076189-0.0090085i,0.00086132-0.0030738i,0.0026629-0.0028777i,0.003454-0.0042322i,0.003252-0.0033241i,0.0033333-0.001933i,0.0034212-0.0012952i,0.0025847-0.0012548i,0.0010733-0.00015713i,0.00040543+0.0027377i,0.00037075+0.0040587i,0.00020383+0.0019929i,0.00055125+0.00021708i,0.00070129-0.00044071i
0.0016438+0.0019207i,0.0015789+0.0016884i,-0.00013312+0.0018342i,0.001556+0.00098042i,0.0088929+0.00052984i,0.016088+0.00056642i,0.017758-0.0016527i,0.017439-0.0034057i,0.014869-0.0027342i,0.0092662-0.00063981i,0.0053763+0.0017488i,0.0041871+0.0039225i,0.002814+0.0037337i,0.0010987+0.00090371i,-0.0012277-0.0013569i,-0.0030102-0.00036492i,-0.0021705+0.0023141i,-0.00035289+0.0016272i,-0.00038481-0.00047726i,-0.0013072-0.00089646i,7.9935e-05-0.00085218i,0.0018161-0.0013143i,0.0012273-0.0019531i
0.0025683-0.0024857i,0.0071214-0.0036312i,0.0082343-0.0022294i,0.0052221+0.0051986i,0.0029409+0.016984i,0.0044043+0.022226i,0.0067727+0.019348i,0.0057449+0.017046i,0.0024073+0.014765i,-0.00071512+0.0088986i,-0.0031353+0.0041942i,-0.0045419+0.0020088i,-0.0036165+0.0017768i,-0.0021935+0.0030096i,-0.0014519+0.0038377i,0.00014402+0.0044022i,-2.191e-05+0.0039562i,-0.00044711+0.0020489i,-0.0006871+0.00077126i,-0.0015648+0.00047211i,-0.0022023+0.00026121i,-0.0015258+0.00028052i,-0.00063008+0.0010697i
0.0025545-0.0012343i,0.0018125-0.0021751i,-0.0026626-0.0039906i,-0.0090591-0.00088228i,-0.013926+0.00551i,-0.014493+0.0076761i,-0.013043+0.0067047i,-0.014054+0.0047655i,-0.013206+0.002592i,-0.0080693+0.00021145i,-0.0046963-0.0010829i,-0.0043807-0.0010377i,-0.003612-0.00071303i,-0.0017542-0.00084773i,-0.00049515-0.0018375i,-0.00023138-0.003687i,-0.0011241-0.0031978i,-0.0010314-0.0010829i,0.00065775-0.0002506i,0.0016747+4.1055e-05i,0.00099776+0.0011167i,-0.00021096+0.00207i,-0.00018727+0.0014079i
0.0028989-0.0016608i,0.004969-0.0011313i,0.0016549-0.00012108i,-0.0026634+0.00030923i,-0.0018418-0.00061611i,0.0013313-0.0035957i,0.0010428-0.0068384i,-0.0018611-0.010293i,-0.0023261-0.011286i,-0.00046724-0.007896i,0.0013854-0.0044903i,0.0027326-0.0033102i,0.0027754-0.0031197i,0.0005872-0.002168i,-0.0018679-0.00052396i,-0.0016729+0.0012484i,-2.4474e-05+0.0013294i,4.0232e-05+0.00062945i,-0.00033355+0.00091377i,0.00062074+0.0012692i,0.001308+0.00050409i,0.00056792-0.00082909i,-0.00062483-0.00086062i
0.0018426-0.0026419i,0.0032226-0.0056174i,0.0037193-0.0073256i,0.0039969-0.0032588i,0.0084962+0.0026188i,0.014906+0.0037233i,0.016206-0.0018499i,0.015162-0.0066618i,0.012639-0.0041963i,0.0077103+0.0005525i,0.0043829+0.0026656i,0.0033776+0.0024395i,0.0041543+0.0024142i,0.005013+0.0016258i,0.0052136-0.0003203i,0.0057342-0.0012976i,0.0039494-0.0017437i,0.0014176-0.001423i,-0.00020847-0.00058021i,-0.0014487+0.0002185i,-0.0020348+0.00078171i,-0.0014165+0.00025431i,-8.2948e-05-0.0003936i
0.0051637-0.0017526i,0.0042716-6.4068e-05i,-0.0010441+0.0016485i,-0.0058527+0.0060014i,-0.0052033+0.01395i,-0.0010282+0.01823i,0.003923+0.015879i,0.0058316+0.013249i,0.0028967+0.010845i,-0.0011658+0.0067746i,-0.0021374+0.0040108i,-0.0016741+0.0045681i,-0.0021097+0.0046155i,-0.001954+0.0018689i,-0.002038-0.0010685i,-0.0027905-0.0017804i,-0.002284+0.00063813i,-0.00013479+0.0017484i,0.0011906-3.1002e-06i,0.00060179-0.0013159i,6.3386e-05-0.00099952i,0.0012085+0.00046273i,0.0019374+0.00084423i
0.0040425-0.0034563i,0.0055327-0.0041227i,0.004616-0.0044339i,-0.00043292-0.00041394i,-0.0062471+0.0053021i,-0.0062001+0.0075274i,-0.0047714+0.0073409i,-0.007007+0.0058068i,-0.0090041+0.0036114i,-0.0063239+0.0018995i,-0.0037183+0.00055017i,-0.0030756-0.00052371i,-0.0032032-0.00028241i,-0.0033588+0.0019955i,-0.0025814+0.0044789i,-0.0010898+0.0050307i,-0.00024357+0.003775i,-0.001118+0.0017847i,-0.0011717+0.00051351i,-0.00025202-9.4546e-05i,-0.00057412-0.0016852i,-0.0011518-0.0024396i,-0.0018312-0.0011408i
0.0026096-0.0011689i,0.0030753-0.0016154i,0.00061884-0.0029747i,-0.0031734-0.0030574i,-0.0032618-0.0018104i,-0.0011471-0.0019327i,-0.0011962-0.0043066i,-0.0038018-0.0082373i,-0.0044291-0.009823i,-0.0011975-0.0068955i,0.0011694-0.0035927i,0.0010518-0.0024458i,0.00027315-0.0022816i,-5.1948e-05-0.0024101i,-0.001015-0.0029753i,-0.0018016-0.0047492i,-0.0021128-0.0052395i,-0.002963-0.0029281i,-0.0031669+0.00026332i,-0.0019994+0.0017073i,-0.00037299+0.0018829i,-9.7204e-05+0.0017644i,-0.00081924+0.00082479i
