-0.00087133-0.0002102i,0.0011691-0.0019664i,-0.00060471-0.0035207i,-0.0015677-0.003082i,-0.0011467-0.0020865i,-0.0012834-0.0014421i,-0.00049774-0.0001831i,0.00073416+0.00026092i,0.0012445-0.00050288i,0.0010711-0.0014253i,0.00091255-0.001121i,-0.00011291-0.00032564i,-0.00094367+2.3128e-06i,-0.00067588+0.0007104i,-0.00012417+0.00095477i,0.0011741+0.00045202i,0.0013697+0.00022861i,0.00024503+3.3656e-05i,-0.00057584-4.2086e-05i,-0.0003789-0.00060252i,0.00065058-0.0013844i,0.00039782-0.0009059i,-7.1913e-05-5.9107e-05i
-0.022683+0.052306i,-0.047813+0.083927i,-0.047642+0.10205i,-0.0034229+0.079904i,0.029925-0.010718i,-0.0018205-0.10274i,-0.045858-0.11507i,-0.041644-0.08141i,-0.030589-0.056712i,-0.04083-0.032077i,-0.033923-0.0055492i,-0.012599+0.0077997i,-0.0015422+0.01182i,0.002832+0.01173i,0.0066583+0.010337i,0.012627+0.0093881i,0.016393+0.0086649i,0.011915+0.0075765i,0.0048919+0.0062632i,0.0011929+0.0030523i,0.00057341-6.5428e-05i,0.00070891+0.00012567i,7.3579e-05+0.0032533i
0.034167-0.036554i,0.069649-0.058101i,0.081406-0.080808i,0.031564-0.090132i,-0.04454-0.031009i,-0.066278+0.061853i,-0.021577+0.10372i,0.02146+0.081697i,0.034375+0.04179i,0.044713+0.017938i,0.0448+0.00030018i,0.028026-0.010908i,0.014118-0.011529i,0.010592-0.0079662i,0.011275-0.0074253i,0.0097838-0.01083i,0.0077214-0.014339i,0.0082491-0.014631i,0.0088671-0.011822i,0.0070171-0.0079138i,0.0022708-0.0043889i,-0.0012009-0.0026804i,0.00071835-0.0026037i
-0.039732+0.025024i,-0.079845+0.031507i,-0.10277+0.044179i,-0.067341+0.074281i,0.024217+0.067805i,0.10374+0.0096405i,0.1019-0.038282i,0.056266-0.033642i,0.03037-0.015199i,0.012404-0.01972i,-0.0077152-0.017378i,-0.016033-0.0051947i,-0.01654+0.00062411i,-0.01666+0.0023186i,-0.015452+0.0044257i,-0.012609+0.0073135i,-0.0099581+0.007742i,-0.0075916+0.0039689i,-0.0041138+0.00053478i,-0.00089348+0.00058593i,0.0012397+0.0013541i,0.0016081+0.0020912i,-0.001549+0.0019029i
0.040823-0.014417i,0.076737-0.0048989i,0.10569-0.0061519i,0.095195-0.054234i,0.015737-0.11451i,-0.10035-0.10637i,-0.14457-0.039252i,-0.10267+0.00092597i,-0.058488+0.016419i,-0.034774+0.03858i,-0.012991+0.041318i,0.0027935+0.02425i,0.0081314+0.010849i,0.0096372+0.0058854i,0.01065+0.0042096i,0.011007+0.0012045i,0.0080057+0.0017813i,0.0044194+0.0062917i,0.0039051+0.0076691i,0.0029475+0.0051604i,0.0018067+0.0012315i,0.0028373-0.00089106i,0.0044163+0.00027704i
-0.038323+0.00079186i,-0.069869-0.02266i,-0.1018-0.043417i,-0.12888-0.0072577i,-0.11159+0.089969i,-0.014671+0.1501i,0.067548+0.1095i,0.058857+0.043374i,0.027497+0.0040904i,0.017147-0.020493i,0.0083429-0.0301i,-0.0011606-0.024972i,-0.0042907-0.019434i,-0.0061629-0.018017i,-0.0091326-0.016296i,-0.011018-0.013549i,-0.0093154-0.010636i,-0.0050244-0.0086423i,-0.0036177-0.0074326i,-0.0046853-0.0041685i,-0.005261-0.0012887i,-0.0052054-0.0014067i,-0.0031407-0.0039955i
0.029093+0.011857i,0.047492+0.044524i,0.071788+0.082354i,0.12174+0.065114i,0.16063-0.036408i,0.11692-0.14327i,0.036497-0.15671i,0.0025591-0.10357i,-0.0096693-0.058451i,-0.027373-0.031931i,-0.026875-0.010844i,-0.011348+0.0014954i,-0.0018427+0.0059372i,0.00086569+0.0094194i,0.0016865+0.011415i,0.0019712+0.010332i,-0.00052476+0.0062486i,-0.0047734+0.0019015i,-0.0071729+0.00056183i,-0.0069982+0.00094252i,-0.0040328+0.0026024i,-0.0012852+0.0052069i,-0.0021537+0.0063623i
-0.020682-0.01545i,-0.022315-0.053067i,-0.027714-0.11104i,-0.084489-0.13988i,-0.17414-0.085126i,-0.20495+0.012079i,-0.15161+0.070734i,-0.076542+0.068313i,-0.021172+0.041134i,0.016926+0.026353i,0.032951+0.015329i,0.027889+0.0034034i,0.018415-0.0022057i,0.01352-0.0048125i,0.010568-0.0072082i,0.0087877-0.00705i,0.0088441-0.004909i,0.007375-0.0024062i,0.0046155-0.00078628i,0.00399-0.00068182i,0.0046342-0.0016153i,0.0052192-0.0035556i,0.0053794-0.0021444i
0.014311+0.014663i,-0.0026166+0.047211i,-0.026735+0.1073i,0.0032757+0.1671i,0.094812+0.16958i,0.16967+0.11492i,0.16407+0.043796i,0.094707-0.0019933i,0.03496-0.011402i,0.0081276-0.01623i,-0.0044581-0.016114i,-0.0097633-0.0063178i,-0.010965+0.00089513i,-0.0096492+0.0039808i,-0.0068413+0.0050039i,-0.0044452+0.0027453i,-0.0016205-0.00093302i,0.0017304-0.0032629i,0.0025809-0.0037589i,0.00091828-0.0026361i,-0.0022987-0.00060388i,-0.0066935+0.00069833i,-0.0088087-0.0018504i
-0.0047361-0.013417i,0.027556-0.037297i,0.078177-0.087874i,0.083919-0.16651i,0.019159-0.22843i,-0.064453-0.22933i,-0.099689-0.16557i,-0.072523-0.085537i,-0.039725-0.028819i,-0.029785+0.0095261i,-0.019546+0.023572i,-0.0075446+0.016617i,-0.0021199+0.009564i,0.0017444+0.0057942i,0.0053451+0.0026298i,0.0057605+0.0010596i,0.0031691+0.0018063i,0.00035442+0.0022572i,-0.00071729+0.00264i,0.0014048+0.0043009i,0.0050625+0.0061672i,0.0069037+0.0067559i,0.0050416+0.0065322i
-0.0034965+0.012308i,-0.044796+0.01896i,-0.11565+0.042292i,-0.16933+0.099545i,-0.17058+0.17637i,-0.10905+0.22435i,-0.026436+0.1965i,0.013475+0.11413i,0.018106+0.039871i,0.020079-0.00028815i,0.016365-0.015029i,0.0065537-0.016086i,0.0005324-0.014419i,-0.003099-0.011678i,-0.004118-0.007409i,-0.0030612-0.0049987i,-0.0017336-0.0033597i,-0.0008531-0.0010519i,0.0002395-0.0003443i,0.00023975-0.0021943i,-0.00044697-0.0057075i,0.0011652-0.0090172i,0.005704-0.0090227i
0.0045367-0.0033729i,0.048342+0.0082127i,0.12598+0.01662i,0.20343-0.0065628i,0.24878-0.063938i,0.2261-0.12351i,0.14256-0.13096i,0.064825-0.08143i,0.021149-0.035425i,-0.0049436-0.021399i,-0.016401-0.014502i,-0.011416-0.0061313i,-0.0051549-0.0023868i,-0.0020452+0.00019472i,-0.00026911+0.0017538i,-0.0014357+0.0017213i,-0.0028062+0.00093396i,-0.0018893-0.00094013i,-0.0007772-0.0020461i,-0.002325-0.00036632i,-0.0052417+0.0034178i,-0.0071502+0.0059042i,-0.0076169+0.004127i
-0.0082035-0.0040286i,-0.043702-0.033495i,-0.10941-0.079393i,-0.18293-0.10934i,-0.24765-0.1068i,-0.2731-0.068596i,-0.22324-0.015319i,-0.12848+0.010095i,-0.04985+0.011127i,-0.0043999+0.017i,0.015426+0.018667i,0.017883+0.010018i,0.014444+0.0029124i,0.0088278-0.0010132i,0.0025155-0.0031187i,0.00022369-0.003652i,0.00092212-0.0036216i,0.00016128-0.0026958i,-0.0017991-0.002709i,-0.0010632-0.0031284i,0.0028593-0.0011053i,0.0065445+0.0020069i,0.0058145+0.0048844i
0.0047907+0.01151i,0.026378+0.053767i,0.063746+0.12084i,0.10077+0.17978i,0.13751+0.21486i,0.17186+0.20415i,0.16586+0.12733i,0.098441+0.042989i,0.031601+0.0068716i,0.006575-0.007736i,0.0013277-0.015512i,-0.0025063-0.011842i,-0.0040608-0.0044173i,-0.002664+0.00079932i,0.00014457+0.0020949i,0.0011951-0.00064647i,0.00022246-0.0016228i,0.00038956-5.6506e-05i,0.00061825-0.00014948i,-0.001174-0.0016076i,-0.0041659-0.0041628i,-0.0054101-0.007162i,-0.0040181-0.0083478i
0.0041496-0.015594i,-0.00017059-0.06544i,-0.0051756-0.14264i,0.00093478-0.21195i,0.0071057-0.26364i,-0.0096872-0.27743i,-0.036693-0.21269i,-0.029942-0.11095i,-0.013742-0.044384i,-0.018395-0.0074184i,-0.017815+0.013457i,-0.0083874+0.015101i,-0.002821+0.0096899i,0.00015054+0.0045155i,0.0017984+0.00089586i,0.0026782+0.00074634i,0.0034314+0.0011492i,0.0031601+0.00010605i,0.0021677-0.00012278i,0.0019499+0.0012409i,0.00061671+0.0046796i,-0.0025341+0.0078213i,-0.0059937+0.0072536i
-0.011326+0.014334i,-0.027561+0.062135i,-0.056497+0.12577i,-0.10555+0.16782i,-0.16509+0.19498i,-0.17563+0.21715i,-0.11039+0.19034i,-0.04296+0.11061i,-0.013016+0.040275i,0.0062254+0.0065386i,0.015547-0.0069062i,0.011297-0.01034i,0.0040799-0.0087903i,-0.0012405-0.0052335i,-0.0017371-0.00091447i,0.00087414+0.00038613i,0.0012873-0.0011418i,-0.001396-0.0021906i,-0.0033946-0.001208i,-0.0023469+0.00070119i,0.0024065+0.00089074i,0.0087111+0.00030707i,0.011173+0.0015879i
0.019218-0.0090062i,0.052613-0.049102i,0.10279-0.094466i,0.16176-0.09948i,0.2293-0.077933i,0.25031-0.081337i,0.17681-0.088294i,0.080947-0.057466i,0.030702-0.023199i,0.0059805-0.016629i,-0.011154-0.012584i,-0.014142-0.0046894i,-0.0092486-0.0020427i,-0.0031244-0.0022549i,-0.00040577-0.0034629i,-0.0027476-0.003312i,-0.0036994-0.0013082i,-0.0013706+0.0010417i,0.0011774+0.0021504i,0.00097681+0.0024718i,-0.0021729+0.0011027i,-0.0048785-0.0026075i,-0.0040878-0.0053379i
-0.021465+0.006145i,-0.067757+0.029701i,-0.12476+0.043697i,-0.16809-9.2878e-05i,-0.20817-0.08434i,-0.23169-0.11458i,-0.18476-0.07216i,-0.096271-0.034824i,-0.03409-0.019794i,-0.0040714-0.00067884i,0.010137+0.0090602i,0.012173+0.0059838i,0.0090428+0.0026781i,0.0046677+0.00014045i,0.0012299-0.0011627i,0.0011924-0.0010512i,0.002198-0.0022211i,0.002255-0.0046236i,0.0010573-0.0064532i,-0.00069301-0.0059224i,-0.0006673-0.0014518i,-0.00093567+0.0044965i,-0.0022405+0.0061368i
0.026658-0.0012461i,0.077114-0.0069923i,0.12465-0.00064916i,0.12291+0.05736i,0.099611+0.16217i,0.10887+0.21425i,0.11282+0.15516i,0.071583+0.070891i,0.027687+0.027752i,0.0091726+0.0035304i,0.0011678-0.0098691i,-0.003703-0.01079i,-0.0036172-0.0078943i,1.8081e-06-0.0043582i,0.0027184-0.0027048i,0.0018051-0.004929i,-0.00086249-0.0060229i,-0.0033123-0.0031021i,-0.0046533-0.00058733i,-0.0042112-0.00030783i,-0.0017956-0.0016696i,0.0021892-0.0030158i,0.0035078-0.0025939i
-0.028772-0.010255i,-0.07827-0.021822i,-0.11274-0.042776i,-0.071591-0.09341i,0.010088-0.17682i,0.032985-0.21823i,0.0042293-0.15938i,-0.0038147-0.070895i,-0.0010553-0.025303i,-0.011134-0.0046666i,-0.011472+0.0095522i,-0.0013469+0.012618i,0.001829+0.0077931i,0.00021788+0.002719i,-0.00025578+0.00094014i,0.00025745+0.0037758i,0.0015901+0.0057168i,0.0029674+0.0039116i,0.0048425+0.0017646i,0.0048815+0.00036862i,0.0009048-0.0005973i,-0.004331-0.0019757i,-0.0052446-0.0031026i
0.025699+0.020163i,0.068075+0.046457i,0.088074+0.066918i,0.012916+0.074389i,-0.1235+0.095258i,-0.18436+0.11951i,-0.13751+0.1037i,-0.075155+0.058363i,-0.03904+0.022782i,-0.011717+0.0051611i,0.0034624-0.0047073i,0.0046838-0.0080795i,0.0034394-0.0060656i,0.0030526-0.0015013i,0.0039343+0.0016434i,0.0059967+0.00038386i,0.0059231-0.0028877i,0.002633-0.0046451i,-0.00052561-0.0042972i,-0.0019172-0.002046i,-0.0015463+0.00092578i,0.00014734+0.0043495i,-0.00013285+0.0051043i
-0.021299-0.029576i,-0.053653-0.067078i,-0.065249-0.086472i,0.0051978-0.052738i,0.13365-0.0098996i,0.19341-0.014631i,0.13928-0.039855i,0.061302-0.039658i,0.021132-0.024514i,0.0052723-0.017635i,-0.0036946-0.010217i,-0.0064182-0.00057641i,-0.0046549+0.0020257i,-0.0024359-0.00066346i,-0.0031994-0.0036704i,-0.0074365-0.0038252i,-0.010147-0.0014801i,-0.0076677+0.0016773i,-0.0037862+0.0040985i,-0.0013909+0.0045303i,0.00077758+0.0026455i,0.0031871-0.0010835i,0.0037666-0.00094895i
0.012351+0.033226i,0.030363+0.079281i,0.038796+0.093583i,-0.0010706+0.017938i,-0.0791-0.095478i,-0.12057-0.13253i,-0.088666-0.090696i,-0.036774-0.050426i,-0.01016-0.027909i,0.00014043-0.0072855i,0.0075795+2.0528e-05i,0.0096744-0.0029113i,0.0068733-0.0018622i,0.0031791+0.0011458i,0.0022+0.0026034i,0.0047951+0.0041329i,0.0072936+0.0047254i,0.006354+0.0026495i,0.0028541-0.00046045i,0.00044125-0.0015026i,-0.0015302-0.0015531i,-0.0036971-0.0017624i,-0.0031166-0.0025927i
0.0014967-0.037459i,-0.0039874-0.088964i,-0.015148-0.10708i,-0.025616-0.024185i,-0.020797+0.11316i,0.0081677+0.17847i,0.036128+0.13871i,0.037877+0.073598i,0.025821+0.031719i,0.014633+0.0066174i,0.0050351-0.0029132i,-0.0015788-0.0031631i,-0.0032483-0.0037855i,-0.0011417-0.004089i,0.0022466-0.0056908i,0.0025135-0.011129i,-0.00075845-0.014473i,-0.0026981-0.011234i,-0.0032218-0.0052627i,-0.0036489-0.0011955i,-0.0017937+0.0016355i,0.00084024+0.0037162i,-0.00047946+0.0047055i
-0.012036+0.039076i,-0.021142+0.088732i,-0.011858+0.1103i,0.036061+0.043222i,0.089209-0.070578i,0.083988-0.12195i,0.035777-0.086314i,0.007111-0.034063i,-0.00031133-0.0099342i,-0.0067682-0.001137i,-0.0061168+0.0043676i,-1.997e-05+0.0048778i,0.0015268+0.0033242i,-0.0010969+0.0030113i,-0.0038357+0.0045051i,-0.0047859+0.0088431i,-0.0038209+0.011i,-0.0019844+0.0064365i,-0.00072935+0.0019562i,0.00095568+0.00094665i,0.0035194-0.00064477i,0.0043337-0.0032886i,0.0054532-0.0028376i
0.0219-0.031384i,0.046728-0.077253i,0.044072-0.10886i,-0.031902-0.084852i,-0.14028-0.026338i,-0.17552+0.01101i,-0.12989+0.017728i,-0.074971+0.013725i,-0.038073+0.0091524i,-0.013822+0.0057989i,-0.0030628+0.00021231i,-0.00049813-0.0034825i,0.0015386-0.0039292i,0.00388-0.002323i,0.0072013-0.0002224i,0.011409-0.0015966i,0.01344-0.0046053i,0.011126-0.003991i,0.0070826-0.0028159i,0.0031054-0.0029729i,-0.0024293-0.0023117i,-0.0064945-0.00075351i,-0.0073531-0.0013214i
-0.028348+0.023647i,-0.068435+0.059434i,-0.080515+0.091835i,-0.011451+0.10206i,0.095944+0.091763i,0.13644+0.05879i,0.10031+0.011244i,0.050141-0.017769i,0.016422-0.018241i,0.000921-0.012152i,-0.0022601-0.0076105i,-0.0009648-0.0024725i,-0.00043527-0.00010836i,-0.0017524-0.0010677i,-0.0055363-0.0037154i,-0.011867-0.0046239i,-0.014982-0.0029761i,-0.010797-0.0020535i,-0.0052076-0.0014538i,-0.0017932+0.00086462i,0.00074117+0.0042133i,0.0028801+0.0061457i,0.0028624+0.0070164i
0.036598-0.017634i,0.082616-0.040602i,0.10797-0.071456i,0.063928-0.11407i,-0.012271-0.15636i,-0.043355-0.1476i,-0.028416-0.088647i,-0.0089948-0.041359i,-0.0030265-0.01994i,-0.0019961-0.0056338i,0.0018127-1.6555e-05i,0.0039052-0.0013816i,0.0034988-0.0018827i,0.0027162+0.00076421i,0.0035538+0.0045693i,0.0064746+0.0080513i,0.0075934+0.009008i,0.0039839+0.008348i,0.00024304+0.0077228i,0.00052193+0.0044937i,0.0016628-0.0012588i,0.0017062-0.00544i,0.003068-0.0075362i
-0.040631+0.0067159i,-0.091137+0.012342i,-0.12955+0.028333i,-0.12085+0.074026i,-0.089376+0.13239i,-0.059069+0.1469i,-0.023383+0.10814i,-0.00030047+0.058755i,0.0045217+0.023429i,0.0040287+0.0037946i,0.0034988-0.0018226i,0.0028766-0.0024212i,0.0010429-0.003132i,0.0002775-0.0043613i,0.00068548-0.0081018i,-0.00015409-0.014956i,-0.00098138-0.017793i,-0.00079104-0.013605i,-0.00013616-0.0079472i,-0.00177-0.0044066i,-0.0050924-0.0001013i,-0.007+0.0041587i,-0.0080472+0.0048635i
0.03881+0.0053367i,0.089069+0.017059i,0.13258+0.018205i,0.14447-0.016182i,0.13841-0.063808i,0.10879-0.078537i,0.049733-0.05989i,0.0094585-0.033741i,0.0014557-0.017185i,-0.002505-0.0086107i,-0.0059087-0.002284i,-0.0046876+0.0003096i,-0.0028829+0.00088464i,-0.0028356+0.0019015i,-0.0043279+0.0047754i,-0.0050605+0.0090896i,-0.004976+0.0099976i,-0.0055201+0.0053342i,-0.00571+0.00085155i,-0.0037167+0.00087315i,0.0017325+0.0024441i,0.0067975+0.0034953i,0.0086286+0.0040786i
-0.034389-0.017411i,-0.079007-0.044485i,-0.11749-0.069002i,-0.14005-0.064495i,-0.15892-0.046474i,-0.14762-0.036191i,-0.09411-0.021723i,-0.041972-0.010972i,-0.015199-0.0071864i,-0.0026114-0.003003i,0.0019522-0.002218i,0.0018171-0.0015839i,0.002441-0.00067421i,0.0036974-0.00071973i,0.0073122-0.00048047i,0.013115-0.0025204i,0.015627-0.0045314i,0.013626-0.0025057i,0.010098-0.00039602i,0.0055592-0.0010731i,0.0002047-0.0033938i,-0.0038263-0.0057173i,-0.0044018-0.0068768i
0.03048+0.026006i,0.060782+0.064501i,0.083093+0.099763i,0.092555+0.10902i,0.10398+0.10611i,0.10202+0.086891i,0.078387+0.041226i,0.047702+0.008834i,0.02382+0.0031564i,0.010521+0.0010495i,0.00245-0.0026779i,-0.0010873-0.0045802i,-0.002163-0.0042693i,-0.0034115-0.0030427i,-0.005821-0.002608i,-0.0099722-0.0020161i,-0.011262-0.0011988i,-0.0071567-0.0022903i,-0.0035672-0.0037043i,-0.0033358-0.0016859i,-0.0032039+0.0034764i,-0.0024253+0.0081603i,-0.0024811+0.0091281i
-0.018977-0.032458i,-0.035156-0.07896i,-0.037543-0.12125i,-0.027483-0.13973i,-0.02058-0.14676i,-0.018124-0.12257i,-0.018736-0.059255i,-0.014823-0.014129i,-0.0093333-0.0016966i,-0.0066181+0.0043643i,-0.001633+0.0069943i,0.0027326+0.0057219i,0.0032839+0.0039607i,0.0031288+0.0025995i,0.0038963+0.004617i,0.0051845+0.0078044i,0.0052597+0.008793i,0.0025393+0.008535i,0.00029546+0.0075291i,0.0019342+0.0045203i,0.0051176-0.0001915i,0.0069989-0.0043126i,0.0075413-0.0057195i
0.0085498+0.037519i,0.0099149+0.083934i,-0.0054496+0.11838i,-0.038057+0.1204i,-0.072235+0.11628i,-0.077662+0.10305i,-0.04843+0.066545i,-0.026643+0.032635i,-0.021421+0.013022i,-0.014771+0.0034677i,-0.0053816-0.00083983i,0.0017299-0.0047056i,0.0038035-0.0071065i,0.0028247-0.0073551i,0.0017755-0.009272i,4.356e-05-0.01237i,-0.0010125-0.012195i,0.00034539-0.0096912i,0.0010422-0.0072962i,-0.0010871-0.0056263i,-0.0043396-0.003168i,-0.0073202-0.00053135i,-0.0077913+0.00030793i
-0.00039368-0.037076i,0.012198-0.079229i,0.038803-0.10022i,0.073281-0.082317i,0.10283-0.059856i,0.09374-0.053339i,0.043718-0.0513i,0.0097062-0.042933i,0.0024605-0.030999i,-0.0016067-0.019962i,-0.0049799-0.0092115i,-0.0061007-0.00095325i,-0.0052819+0.0025068i,-0.0034588+0.0020442i,-0.0037115+0.0031629i,-0.0047109+0.0056393i,-0.0047992+0.004987i,-0.005726+0.00229i,-0.0060747+0.0012078i,-0.0033146+0.0026678i,0.00030848+0.00497i,0.0033748+0.0065603i,0.0045388+0.0063708i
-0.011206+0.035675i,-0.032971+0.069321i,-0.060709+0.072803i,-0.085757+0.024436i,-0.1076-0.031048i,-0.096736-0.046436i,-0.046961-0.030304i,-0.0083924-0.018546i,0.001519-0.015074i,0.0040462-0.0096914i,0.0059537-0.00643i,0.0060347-0.0051486i,0.0043344-0.0036585i,0.0031756-0.0019401i,0.0058827-0.0014841i,0.0094296-0.0031291i,0.010123-0.0038385i,0.0090733-0.002753i,0.0083332-0.0012345i,0.00681-0.0013606i,0.0037812-0.0035874i,0.00074363-0.005648i,-0.00059626-0.0057006i
0.01997-0.032423i,0.048658-0.056509i,0.067361-0.047732i,0.063104+0.01129i,0.059172+0.07556i,0.059638+0.087484i,0.051563+0.054866i,0.039051+0.028246i,0.02927+0.017131i,0.020138+0.0073669i,0.0082921+0.00039512i,-0.0016943-0.0021019i,-0.0048488-0.0024325i,-0.0032255-0.002492i,-0.0033775-0.0018027i,-0.0052954-0.00086389i,-0.0060155-0.0013253i,-0.0055343-0.0021076i,-0.0050934-0.0022584i,-0.0045616-0.00042054i,-0.0048949+0.0023149i,-0.0049159+0.0040788i,-0.003742+0.0039719i
-0.027433+0.023208i,-0.060185+0.038i,-0.067867+0.023598i,-0.03175-0.032353i,0.0019041-0.089735i,0.00044646-0.087759i,-0.016299-0.036003i,-0.022092-0.00288i,-0.017588+0.0032359i,-0.010205+0.0052739i,-0.001455+0.0068017i,0.0042288+0.0063043i,0.0050313+0.0044402i,0.0025872+0.0026044i,0.0011701+0.0026197i,0.0024936+0.005251i,0.0027098+0.0071009i,0.001358+0.0067468i,0.00065952+0.0057064i,0.0016495+0.0041909i,0.0040232+0.0025018i,0.0050088+0.00068547i,0.0043734-0.00047451i
0.029355-0.012954i,0.062983-0.019854i,0.060624-0.010848i,-0.0054221+0.019391i,-0.074961+0.053928i,-0.084138+0.057232i,-0.0548+0.030871i,-0.03506+0.015178i,-0.024871+0.011178i,-0.014753+0.0071451i,-0.0062163+0.0027142i,-0.001747-0.002773i,-0.001301-0.0053645i,9.2068e-05-0.0041194i,0.0014968-0.0037384i,0.00041893-0.0055509i,-0.00010582-0.006895i,-2.7881e-05-0.0063173i,-0.00030378-0.0052063i,-0.00087364-0.0061909i,-0.0026272-0.0063617i,-0.0041698-0.004377i,-0.0041301-0.002161i
-0.034737+0.002665i,-0.066425+0.0023364i,-0.060781+0.001278i,0.0096334+0.0019588i,0.081886-0.0064729i,0.086905-0.024148i,0.047578-0.036632i,0.02005-0.040618i,0.0076641-0.034324i,-0.00016365-0.020523i,-0.0025803-0.0078814i,-0.0026446-0.00047867i,-0.001059+0.0017029i,0.00058032+0.00012156i,-0.00019511-0.0015309i,-0.0019513-0.0012481i,-0.0035723+0.00063587i,-0.0042133+0.0016983i,-0.0038497+0.001438i,-0.0024546+0.002404i,-0.0012221+0.0040289i,-1.0362e-05+0.0044948i,0.001057+0.0030016i
0.027875+0.0046139i,0.058799+0.014363i,0.056308+0.0060189i,-0.0045041-0.034222i,-0.068452-0.066804i,-0.068676-0.058245i,-0.028895-0.029155i,-0.0042529-0.009919i,0.00061428-0.0053224i,0.0014027-0.0043501i,0.0038088-0.0041719i,0.0058384-0.0053945i,0.0036758-0.0055832i,0.00041465-0.0018643i,-9.0618e-05+0.00041063i,0.0020998-0.00085445i,0.0045531-0.0016859i,0.0052932-0.0016925i,0.0043237-0.0010991i,0.0037965-0.00032475i,0.0041499-0.0012857i,0.0033304-0.0029633i,0.0015403-0.0027603i
-0.026308-0.013183i,-0.05515-0.029778i,-0.063697-0.019204i,-0.030416+0.039991i,0.015063+0.09453i,0.032752+0.09048i,0.029778+0.056654i,0.02723+0.031699i,0.024776+0.015774i,0.016969+0.0046879i,0.0069895-0.00060634i,0.00057368-0.00073734i,-0.00039154+0.00066979i,0.0010638+0.00019218i,0.0020564-0.0008987i,0.0014166-0.002071i,-0.0011501-0.0025516i,-0.0033009-0.0025726i,-0.0037191-0.002222i,-0.0043335-0.001539i,-0.0049166-0.00028979i,-0.0041758+0.0012483i,-0.0024007+0.0012284i
0.024377+0.019103i,0.04695+0.041289i,0.064994+0.031549i,0.062836-0.037662i,0.040272-0.1018i,0.0086351-0.091491i,-0.016343-0.044849i,-0.024642-0.018392i,-0.020017-0.0069233i,-0.010775+0.00077545i,-0.0032278+0.003382i,0.00053744+0.0017755i,0.00051918-0.0007449i,-0.0019617-0.00085896i,-0.0036019+0.0002595i,-0.0031041+0.0017675i,-0.0020381+0.0042205i,-5.8438e-05+0.0045552i,0.00068216+0.0035976i,0.00072558+0.0033824i,0.0020156+0.0031302i,0.0024386+0.0018236i,0.0018312-6.8584e-05i
-0.013791-0.023855i,-0.030276-0.05619i,-0.05694-0.061105i,-0.090385-0.0070598i,-0.10427+0.050781i,-0.080207+0.050489i,-0.044193+0.022602i,-0.022462+0.010813i,-0.011556+0.0080644i,-0.0065561+0.0043392i,-0.0036251+0.0018172i,-0.0021193+0.00078522i,-0.0015596+0.0013286i,0.0013224+0.0024807i,0.0044839+0.0022307i,0.004395+3.6401e-05i,0.0022335-0.0029738i,0.00087472-0.0041026i,0.00089506-0.0036857i,0.0012145-0.00376i,0.00044709-0.0035619i,-0.0011045-0.0026541i,-0.0016317-0.0013636i
0.0084765+0.028412i,0.015885+0.063005i,0.043398+0.079097i,0.092541+0.044615i,0.11689-0.0053729i,0.090953-0.025871i,0.054045-0.028755i,0.03158-0.031611i,0.013776-0.027098i,0.0018727-0.016575i,-0.001459-0.007858i,-0.00034244-0.0036545i,0.0014154-0.0038633i,0.0003643-0.0053732i,-0.0018438-0.0051275i,-0.0027947-0.0040703i,-0.0025764-0.0020538i,-0.0022347+0.00037616i,-0.0017803+0.00062512i,-0.0022327+0.0003294i,-0.0021943+0.0015764i,-0.00092102+0.0031179i,5.9369e-05+0.0027282i
0.0037817-0.029602i,0.0080375-0.068912i,-0.011706-0.10247i,-0.066359-0.0996i,-0.10055-0.070348i,-0.079091-0.038637i,-0.041983-0.011141i,-0.019864+0.0055191i,-0.0085046+0.0053564i,-0.0020251-0.00026769i,0.0021404-0.001281i,0.0026542-0.00064635i,0.0006769+0.00052702i,0.00013891+0.0038897i,0.001579+0.0056849i,0.0035195+0.0042502i,0.0046725+0.0015552i,0.0031327-0.00027246i,0.0014751+0.00039233i,0.0017516+0.0012988i,0.0019556+0.00048625i,0.0016905-0.00090566i,0.0009218-0.0011378i
-0.011282+0.025616i,-0.028947+0.062956i,-0.02621+0.1026i,0.0151+0.11741i,0.048586+0.10164i,0.041942+0.069598i,0.025891+0.040511i,0.018756+0.019622i,0.013942+0.0072664i,0.0086109+0.0021009i,0.0043587-0.00087511i,0.0031804-0.0017506i,0.0045174-0.0024152i,0.0049799-0.005516i,0.0040333-0.0074907i,0.0025996-0.0059286i,0.00098244-0.0033693i,0.00022739-0.0026767i,0.00037635-0.0029298i,-0.00057999-0.0026566i,-0.0025057-0.0017911i,-0.0035333+0.00027504i,-0.0023023+0.0014042i
0.018536-0.019751i,0.04852-0.050052i,0.065252-0.0899i,0.040507-0.12255i,0.0042755-0.12457i,-0.014623-0.090197i,-0.024486-0.053554i,-0.026067-0.032276i,-0.018476-0.016523i,-0.0094261-0.0054011i,-0.0039903-0.0004103i,-0.0025227-6.9652e-06i,-0.0054586+4.609e-05i,-0.0075996+0.0024661i,-0.0059691+0.0044746i,-0.0031143+0.0041821i,-0.00090749+0.0028713i,-1.5077e-05+0.0014934i,-0.00085773+0.00038261i,-0.0019634+0.00075863i,-0.0022373+0.0021357i,-0.0014288+0.0019643i,0.00059871+0.00043504i
