-0.00087133-0.0002102i,0.0011691-0.0019664i,-0.00060471-0.0035207i,-0.0015677-0.003082i,-0.0011467-0.0020865i,-0.0012834-0.0014421i,-0.00049774-0.0001831i,0.00073416+0.00026092i,0.0012445-0.00050288i,0.0010711-0.0014253i,0.00091255-0.001121i,-0.00011291-0.00032564i,-0.00094367+2.3128e-06i,-0.00067588+0.0007104i,-0.00012417+0.00095477i,0.0011741+0.00045202i,0.0013697+0.00022861i,0.00024503+3.3656e-05i,-0.00057584-4.2086e-05i,-0.0003789-0.00060252i,0.00065058-0.0013844i,0.00039782-0.0009059i,-7.1913e-05-5.9107e-05i
0.00088447+0.00025093i,-0.00018502-0.00035365i,0.00072488-0.0024964i,0.0017871-0.0038858i,0.0015072-0.0048113i,0.00062591-0.0045513i,0.00045848-0.002749i,0.0010947-0.0021388i,0.001138-0.0021718i,0.00031128-0.00090466i,-0.00013439-0.0001421i,-0.00022675-5.1663e-06i,-0.00017089+0.00082795i,0.00024362+0.00088351i,0.00078571+0.00050118i,0.0010429+6.6279e-05i,0.0013265+2.1029e-05i,0.00086274+0.00059111i,0.00024512+0.00041232i,0.0001999+0.00016681i,0.00070049+0.00017142i,0.00067689-0.00036365i,-5.8844e-05-1.5755e-05i
0.00014771-0.00030454i,0.00089444+0.00034361i,0.00097456+0.00054967i,0.00065061-0.00064128i,0.00073661-0.0028523i,0.0002668-0.0035778i,-9.5056e-05-0.0027124i,0.00027127-0.0015388i,0.00017697-0.00039002i,0.00036997-0.00094916i,0.00075648-0.0010317i,0.00086585-0.00035795i,8.8742e-05-3.9921e-05i,-0.00048609+0.0007049i,-1.2424e-05+0.00059953i,0.00017416+0.00072879i,0.00044947+0.0015896i,0.00098314+0.0012552i,0.00092797+0.0010345i,0.00045418+0.0017577i,0.00058624+0.001023i,0.0006715+0.00054773i,0.00030443+0.00064371i
-6.2631e-05+0.0030044i,0.0017004+0.002599i,0.002888+0.0018407i,0.0026882-0.00040288i,0.0015651-0.0025695i,0.00048269-0.0023574i,-0.00012553-0.0015794i,0.00030337-0.0011576i,0.00050257-0.0010062i,0.00056693-0.00029105i,0.0010337+0.00025811i,0.00046605+0.00017405i,-0.00018458-0.00015208i,-0.00060079-0.00040505i,-0.0011027-7.5783e-05i,-0.00090265+0.00057243i,0.00043195+0.00056862i,0.0011669-0.00030517i,0.00070656-0.000511i,-4.7689e-05-0.00064373i,-0.0007232-0.00061085i,-0.0003143+0.00016179i,-0.00016285+0.00021628i
0.00017583-2.0746e-05i,9.6962e-05-0.00023598i,0.00027244-0.00025847i,0.00044957-0.0017815i,0.0003228-0.0030041i,0.00030748-0.0029545i,0.00066798-0.0019964i,0.0013878-0.0011902i,0.0013031-0.0016753i,6.4088e-06-0.001575i,-0.00018131-0.00092758i,-0.00019994-0.00090734i,0.00023182-0.0006092i,0.0014545-2.9122e-05i,0.0013131-0.0003342i,0.00016466-0.00029782i,0.0002868-0.00010768i,0.00055402+5.8463e-05i,0.00028208-0.00012654i,0.00031338-0.00029788i,0.0005906+0.00010214i,-0.00018197+0.00012041i,-0.00096098-0.0001863i
-0.00099376-0.0017212i,-0.00092751-0.0010555i,-0.0012033-0.0010669i,-0.0013707-0.001491i,-0.00076548-0.002542i,0.00021805-0.0032946i,0.00064969-0.0024432i,0.00082404-0.0018015i,0.00056642-0.0016572i,0.00037229-0.00096504i,0.00060667-0.00059834i,0.00051092-0.00061407i,0.00084564-0.00068229i,0.00096913-0.00063847i,0.0010014-0.000745i,0.00025957-0.00043104i,-0.00079127+8.8769e-05i,-0.00049669-0.00022223i,-0.00042948-0.0001579i,-0.00097168+0.00016646i,-0.00088739+0.00024088i,-0.00018895+0.00071364i,0.00022985+0.0005018i
-0.00193-0.0015435i,-0.0022551-0.00098323i,-0.002387-0.00091444i,-0.0019021-0.0016265i,-0.00096131-0.0017337i,0.00026342-0.0014631i,0.0013802-0.0020353i,0.0014174-0.0024794i,0.0014857-0.0021797i,0.00061487-0.001391i,-5.3018e-05-3.9901e-05i,0.00069913-9.6426e-05i,0.0015167-0.00039798i,0.001646+6.0886e-05i,0.0014432-0.00048878i,0.0013795-0.00084962i,0.00033058-0.00011685i,0.0002326-0.00011916i,0.00042705-0.00033886i,3.9377e-05-7.071e-05i,-0.00053313+0.00034443i,-0.00033785+0.00010783i,0.00028395-0.00025971i
-7.1207e-05-0.00044922i,-0.00048511-7.4277e-05i,-0.00046823-0.0010868i,9.5416e-05-0.0022083i,-0.00016463-0.0025967i,-0.0002494-0.0023527i,-2.915e-05-0.0018917i,0.00018314-0.0011627i,0.00041454-0.00083822i,0.00050954-0.00074763i,0.0001882+2.8269e-05i,0.00026544+9.2032e-05i,0.00079229+0.00025044i,0.00088585+0.00027307i,0.00069434-2.1855e-05i,0.0006192+3.2909e-05i,0.00036553-5.0961e-05i,0.00074415-0.00012242i,0.00021749-0.00069942i,-7.6844e-05-0.0014169i,0.00019192-0.0007511i,0.00014888-0.0001406i,8.0156e-06+0.00030019i
0.00014802-0.00094454i,0.00021369-0.0011867i,-0.0003573-0.001581i,-0.00039469-0.002439i,-0.00037805-0.0031767i,-0.00036198-0.0029213i,0.00032868-0.0021917i,0.00060801-0.0013206i,0.00046803-0.0011982i,-0.00038794-0.0011548i,-0.00035093-2.5254e-05i,0.0010212+0.00043216i,0.0018481+6.9617e-05i,0.00082073-0.0005549i,0.00011969-0.001046i,0.00020846-0.0010424i,0.00013782-0.0010257i,0.00022949-0.00074218i,0.00034669-0.00014913i,9.5245e-05+0.00075273i,-0.00090812+0.00091867i,-0.0009184-3.5669e-05i,0.00016464-0.00022233i
-9.2693e-05+0.0014654i,-7.4668e-05+0.00065834i,0.0015517+0.00039763i,0.0024517-0.00047025i,0.0017547-0.0037252i,0.00089609-0.004765i,0.00074764-0.0030155i,0.0015625-0.00184i,0.0018426-0.0019926i,0.00090782-0.0014777i,0.00031298-0.0003622i,9.214e-05-0.00020704i,-0.00069959-0.00080155i,-0.00072656-0.0013232i,-0.00011663-0.00093514i,0.00021461-0.00037616i,-0.00026709-0.00057762i,-0.00041077-0.00032754i,6.1641e-05-0.00012642i,0.00012138-0.00043963i,-0.00055282-0.0001775i,-0.00047349-4.9051e-06i,0.00041758-0.00011721i
0.0017505-0.0012653i,0.0013222-0.0027134i,0.0010231-0.0038444i,0.00096617-0.0046057i,0.00033975-0.0045555i,-0.00028599-0.0033323i,0.00030942-0.0014704i,0.00055326-0.0005048i,0.00022068-0.00083961i,0.00032223-0.00057309i,0.00027514+0.00017668i,-9.1347e-05+0.00015499i,8.7703e-05-0.00027391i,0.00043686-0.00081122i,0.00025553-0.0012612i,0.00024007-0.00088314i,0.00074389-0.00068528i,0.00094911-0.00053353i,0.00033595+6.9384e-05i,9.5904e-05+0.00022541i,-0.00026483+0.00014387i,-0.00082008+0.00011569i,-0.0012069-0.00039083i
0.00097819-0.00087209i,-8.8469e-06-0.00082319i,1.0113e-05-0.0011086i,1.9038e-05-0.0014071i,6.5668e-05-0.0026386i,-0.00012431-0.0023751i,0.00024979-0.00072754i,0.0011734-5.6411e-05i,0.0013211-0.00052401i,0.00082945-0.00095503i,0.00066631-8.7822e-05i,0.00037688+0.00048792i,7.6897e-05+0.00038644i,0.00022858+0.00040827i,0.00041604+0.00059491i,-3.3294e-05+0.00064295i,-0.00053682+0.00046893i,-0.00022203+0.0001772i,-8.7613e-05-0.00019108i,-0.00018331-3.7295e-05i,-0.00021809+0.00028606i,-0.00091037+0.00025104i,-0.00046234-2.1604e-05i
0.00088466+0.001755i,0.0010474+0.0015605i,0.0028611+0.00084416i,0.0034983-0.0011662i,0.0028571-0.0030583i,0.0019954-0.0029486i,0.00040454-0.0017573i,0.00065965-0.0011767i,0.0017154-0.00048302i,0.0013838+0.00021577i,0.00038571+0.00070344i,1.2353e-05+0.00023523i,-0.00032911-0.0006349i,0.00011685-0.00080665i,0.0010886-0.00018305i,0.0011373+9.5759e-05i,0.00097218-0.00040844i,0.00084578+2.2066e-05i,5.7701e-05+0.00024044i,-0.00071892-0.00090104i,0.00057957-0.0006193i,0.00095364+0.00049517i,-2.3511e-05+0.00070658i
0.0012467-0.0010242i,0.00011391-0.001336i,-0.0010301-0.0018485i,-0.00061538-0.0023017i,0.00016736-0.0034653i,0.00048617-0.0044714i,0.0012789-0.0041024i,0.0019983-0.0030026i,0.0020298-0.0021527i,0.0015245-0.0015349i,0.0012565-0.0010566i,0.00031356-0.0012722i,-0.00022089-0.0010194i,0.00019472-2.2905e-05i,0.00038974+7.378e-05i,0.00028041-0.00091216i,0.00073204-0.0012641i,0.00062633-0.00089043i,0.00026474-0.00082865i,8.7962e-06-0.00070508i,-0.00044935-0.00021233i,-0.00033968-0.00011389i,-0.00015311-0.0005527i
0.00033501-0.00063548i,0.00092118+7.7226e-05i,0.0019986-0.00087287i,0.0015295-0.0029114i,0.00073641-0.0042236i,-1.7444e-05-0.0042213i,-0.00049433-0.0027466i,-0.00029613-0.00095917i,0.00018866-0.00063683i,0.0003961-0.00066348i,-0.00013759-0.00013072i,0.00060614+0.00014762i,0.0016466+0.00068209i,0.0019038+0.00089119i,0.0013693+0.00045399i,0.0009227-0.00071574i,0.001252-0.0010187i,0.00079552-0.00034295i,-2.2678e-05-0.00025775i,1.6917e-05+2.2336e-05i,-0.00012359+0.00032246i,-0.00036382-3.6393e-05i,-0.00034594-0.00030528i
0.00095727-9.8161e-05i,0.00040933-0.0011767i,0.00095577-0.001713i,0.0021669-0.0022433i,0.0010789-0.0020586i,0.00015214-0.0018171i,0.00075312-0.0020004i,0.0012393-0.0014249i,0.00075169-0.00093114i,0.00018785-0.00075938i,0.0012753-0.00049414i,0.0021302+6.3458e-05i,0.0010279+0.00090315i,-0.00053855+0.00052185i,-0.0011485-0.00028468i,-0.0011813-1.985e-05i,-0.00010621-0.00017208i,0.00078626-0.00081777i,0.0013052-0.00044343i,0.00106-0.00033805i,-0.0005117-0.00041268i,-0.00097685-0.0003983i,-0.00025024+9.31e-05i
0.00033837+0.0014252i,0.00045848+0.00091467i,0.00097908+7.8242e-05i,0.00097812-0.0012639i,0.00030494-0.0030361i,-6.2111e-05-0.0036646i,9.1807e-05-0.0029091i,-3.8607e-05-0.0022448i,9.6013e-05-0.0021109i,0.00070133-0.0015123i,0.00075172-0.0003758i,0.00063973-8.4433e-05i,0.00048133-0.00090544i,0.00029674-0.00071918i,0.00015034+0.00014017i,0.00061196-0.00041989i,0.00035356-0.00091345i,-0.00037427-0.0008812i,-0.00026437-0.00074041i,-0.00061385-0.00036669i,-0.00026717-0.0004919i,-0.00015303-0.00020909i,0.00010135-0.00014635i
0.00041213+0.00026361i,0.00062542-0.00098599i,0.0013784-0.0019557i,0.0014494-0.0034548i,0.00078827-0.0050733i,0.00066715-0.0045262i,0.00039805-0.0025722i,0.0008168-0.0017419i,0.0007441-0.0016195i,9.9302e-05-0.0011337i,-0.00025542-0.00027764i,5.2637e-05-0.00046348i,0.00092882-0.00079299i,0.0010144-0.00036304i,0.00044193-0.00052989i,0.0010183-0.0004009i,0.0014977-0.00055335i,0.00060755-0.00079036i,0.0002374-0.00016379i,-7.3652e-06+6.4072e-05i,1.0716e-05+5.1534e-05i,-9.1027e-05+0.00016868i,-0.00014907+0.00010905i
-0.0011279-0.00075186i,-0.0015951-0.00167i,-0.0018581-0.0016351i,-0.00088518-0.0019818i,-0.00057644-0.0022457i,-0.00054779-0.0025293i,0.00045913-0.0022064i,0.0010377-0.0012317i,0.00049225-0.0011134i,-0.00058522-0.00078557i,-0.00077378-0.00048397i,-4.4531e-05-0.00025303i,0.00093021+5.3681e-05i,0.0013201+5.5354e-05i,0.00084304+5.7353e-05i,0.00027452-0.00037754i,0.00023881-0.0010473i,-0.00048443-0.00092666i,-0.0013114-0.00068512i,-0.00085379-0.00087814i,-0.00044308-0.00090837i,0.0004053-0.00072009i,0.0005145-0.00041194i
1.7778e-05+0.00053109i,-0.0016789+0.00093058i,-0.0015888+5.7507e-06i,9.4147e-06-0.0022234i,0.00073346-0.0030555i,0.00022596-0.0029636i,3.2902e-06-0.0040672i,-0.00010212-0.0034647i,-0.00011888-0.0016073i,0.00039692-0.0012453i,0.00086117-0.00072472i,0.0010858-0.00014852i,0.00085613-0.00037903i,0.0010223-0.0005816i,0.0010913-0.00042005i,0.0008474-0.00031344i,0.00057683-0.00065649i,0.00022306-0.0010453i,0.00071708-0.0011038i,0.00087547-0.0010134i,0.00088915-0.00050578i,0.00088767+1.5272e-05i,-3.6762e-05+5.3919e-05i
0.00022893-0.00028022i,-0.0016167-5.3488e-05i,-0.0022157+0.00018827i,-0.00056067-0.00041145i,0.0011823-0.0022817i,0.0016005-0.0028245i,0.0011555-0.0018549i,0.00013517-0.0014592i,-0.00059775-0.0011415i,-0.00076171-0.00029111i,9.9799e-06-0.0002145i,0.00052529-0.00054254i,0.00042461-0.00034515i,0.00039324-0.00076532i,0.0008273-0.00049447i,0.0011621+0.00051395i,0.00097529+0.0014651i,0.001196+0.0013816i,0.0006783+0.00013975i,-3.4159e-05-0.00036295i,2.1613e-05+0.00012066i,-0.00041003+0.0011024i,-0.00066683+0.0016519i
-0.00050731-0.0006008i,-0.0012154-0.0016667i,-0.00088695-0.0018964i,-0.0006671-0.0035408i,-0.00072784-0.004425i,-0.00011621-0.0033279i,0.00077945-0.0022805i,0.00096824-0.0019671i,0.00023681-0.0018953i,-0.00067029-0.0014675i,-0.0012892-0.00024077i,-0.000988+6.5812e-05i,-0.00012673-0.00060551i,0.0004149-0.00018604i,0.00059106+0.00020144i,0.00081274+3.9709e-05i,0.00037701+0.00016489i,-0.00011528+0.00044849i,-0.00030515+5.7294e-05i,-0.00036441+0.00012166i,-0.00051475+0.00059663i,-0.00072638+0.0005847i,-0.0004901+0.00026356i
-0.0014883+0.00021176i,-0.00022363+0.00071923i,0.0002596+0.00067673i,-7.5623e-06-0.00075017i,-3.9241e-05-0.0031543i,-0.0003243-0.0037394i,-0.00062659-0.0019356i,0.00067231-0.00080567i,0.0021271-0.00077814i,0.0016633-0.0010849i,0.0011446-0.0012199i,0.00095659-0.00044151i,0.00025979-0.00033328i,-0.00031237-0.00099376i,-0.0001486-0.00077455i,-0.00054947-0.00048357i,-0.00062077-0.00016622i,-0.0001933-7.848e-05i,0.0002753-0.00031372i,0.00085081-0.00071108i,0.00089394-0.00053444i,-0.00010499-0.00010354i,-0.0011085-0.00021124i
-7.1607e-05-0.00025513i,-0.00048465-0.00015568i,-0.0011373-0.00084727i,-0.00080667-0.0023588i,-0.00076022-0.0035078i,-7.1454e-07-0.0037564i,0.00028234-0.0032726i,-0.00033332-0.0021535i,-0.00021644-0.0014404i,0.00031319-0.00078681i,0.00068954-8.8594e-05i,9.8889e-05+0.00034646i,-1.6602e-05+0.00026395i,0.00080909-2.5371e-05i,0.00048706+2.7974e-05i,0.0003599-0.00080477i,0.00044453-0.0008572i,0.00035316-0.00027408i,0.00035771-0.00053892i,-0.00069168-0.00050402i,-0.00043086-0.0002633i,2.0297e-05-0.00016747i,-1.2788e-05-0.00046088i
0.002179-0.0014725i,0.0023865-0.0012501i,0.0024416-0.0022099i,0.0019854-0.0033174i,0.0017653-0.0039065i,0.00096391-0.0036177i,0.00061507-0.0021451i,0.0010774-0.001201i,0.00052141-0.0011296i,0.00013183-0.0012074i,0.00047787-0.00087799i,0.00091946-0.00035802i,0.00035559-0.00035191i,-0.00048529-0.00031428i,-0.00013121+4.2344e-05i,0.00037582+0.00041681i,0.00063741+0.00047103i,0.00079784+0.00027921i,0.00048916+5.8224e-05i,0.00020623-0.00017698i,0.00017489-0.00013577i,0.00032811+0.00033471i,-0.00024959+0.00094996i
-0.00088136+0.00018546i,-4.4097e-06+0.00089352i,0.0004491+0.00027922i,0.00031496-0.0018352i,0.00039742-0.0035233i,0.00046789-0.0030662i,0.0015118-0.0016435i,0.0013856-0.00079554i,0.0009262-0.00022759i,0.00044341-0.00022848i,8.42e-05-0.00033927i,6.8806e-05+4.5906e-05i,0.0002412+0.00023324i,0.0011969+0.00028478i,0.0015217+0.00078376i,0.0014856+0.00034413i,0.0011614-0.00072893i,0.00071982-0.0012542i,0.00044603-0.00066342i,-0.00053092+5.5688e-05i,-0.00024027+0.00016717i,0.00015972+0.00023222i,-0.00045613+0.00015863i
0.00058134+0.0001497i,0.0018276-0.00058483i,0.0019383-0.0014445i,0.0018656-0.0026837i,0.0011441-0.0041526i,0.00038056-0.0045233i,0.00022228-0.0031541i,0.00069737-0.0017643i,0.00083938-0.0011726i,9.0178e-05-0.0010905i,0.00011566-0.00045296i,0.0012043+0.00040422i,0.0015329+0.00026842i,0.00063634-0.0001263i,-0.00012678-0.00068846i,7.1764e-05-0.00080247i,0.00066789-0.00032337i,0.00026151-0.00029732i,-0.00029265-0.00076566i,-0.00087945-0.00045611i,-0.00061473+0.00021987i,1.2405e-05-5.6168e-05i,0.00016683-0.00029769i
-0.001003+0.00065248i,-0.0013653+0.0012748i,-0.0010607+0.00082497i,-0.00039842-1.9117e-05i,0.00045492-0.0018726i,0.00015348-0.0029762i,-0.00066216-0.0021391i,-0.0004845-0.00071986i,0.00041148+2.7247e-05i,0.0006389-0.0002532i,3.685e-05-0.00032865i,-0.00052322-0.00011523i,-4.5564e-05-0.00011107i,0.00042058+0.00045175i,0.00021652+0.00031472i,5.962e-05+0.0007585i,0.00015851+0.00016255i,0.00046046-0.00028217i,0.00071079+0.0010778i,2.4157e-05+0.0008879i,-0.00025299+0.00064214i,0.00024778+0.00017896i,0.00046774-0.00033311i
0.00022164+0.00098493i,0.00012396-0.00020072i,-0.00044426-0.0014919i,-0.0005258-0.0027522i,0.00019908-0.0033224i,0.00019799-0.0036001i,-0.00015861-0.0025103i,-6.2448e-06-0.0020027i,0.00022771-0.0027824i,0.00071257-0.0021612i,0.0011513-0.00078171i,0.00093204+0.00016537i,0.00073641-0.00016264i,0.00044217-0.0010723i,0.0005963-0.0010632i,0.0010405-0.00049655i,0.00079492-0.00054665i,0.00042915-0.00099902i,0.00064879-0.00091206i,0.00038306-0.00092308i,-0.00039352-0.00053865i,-0.0005992-0.00015328i,-0.00071077-0.00026648i
-0.0010362-0.00039732i,-0.0011184-0.00015688i,-0.00022361-0.00027542i,0.00073305-0.00072057i,0.0015663-0.0018508i,0.0014831-0.0033914i,0.00082578-0.00304i,0.00070265-0.0017382i,0.0016334-0.0016461i,0.00164-0.0017346i,0.00064455-0.00077855i,0.00037791+0.00022559i,0.00088347-0.00036944i,0.000915-0.0012021i,0.00041832-0.00071067i,0.00027896-0.00027455i,-0.00011197-0.00037439i,-0.00062284-0.00053545i,-6.541e-05-6.8382e-05i,0.0006926+2.3181e-05i,0.00048429-0.00073778i,-0.00047064-0.00096625i,-0.00026077-0.00014809i
-0.00023226-0.00053619i,-0.00023013-0.0011932i,-0.00079881-0.0013232i,-0.00069177-0.0014612i,-9.3766e-05-0.0022875i,0.00023672-0.0019866i,-0.00024706-0.001475i,-0.00012851-0.0011464i,0.00081084-0.0010352i,0.00070176-0.00051539i,0.00021473+0.00032753i,0.00013125+0.00016637i,0.00016259-0.00029934i,0.00049801-0.00027263i,0.0009969-0.00026357i,0.00066636+1.4618e-05i,-0.000241+0.00026119i,-0.00062009-9.2993e-05i,-9.1107e-06-0.0004915i,3.267e-05-0.00068706i,-0.00062973-0.0012203i,-0.00020641-0.00073304i,0.0002606+0.00028267i
0.00035072+0.0004331i,-0.0001115+0.00070344i,-1.9769e-05+0.00019786i,0.00026282-0.00085173i,0.0003433-0.0020717i,0.00015171-0.0024556i,-0.00031395-0.0012216i,-0.00019552-2.8334e-05i,0.00085309-0.00025644i,0.0011131-0.00075318i,0.00057292-0.00093745i,0.00075149-0.00069917i,0.00051123-0.00063792i,6.0699e-05-0.00030655i,-0.00023001-5.4986e-05i,-0.00026398-0.00023478i,0.00043448-0.00054624i,0.00066117-0.00049696i,0.00019523-0.00034772i,0.00041093+0.00024248i,0.00034276+0.00072099i,0.00022154+0.0002873i,0.00042484-0.00011106i
-0.0015379+0.00046548i,0.00043673+0.0016103i,0.00050185+0.001819i,0.00054938+0.00012985i,0.00092528-0.0015113i,0.0014795-0.0033529i,0.0016482-0.0037511i,0.0014155-0.0022621i,0.0012624-0.0012333i,0.0010503-0.001418i,0.00061366-0.0013384i,0.00089998-0.0008691i,0.0014963-0.00029438i,0.00062787-0.00036386i,1.0209e-05-9.8615e-05i,0.00055365+0.00047105i,0.00022877+0.00035841i,0.00055706+0.00036839i,0.00095329+0.00018087i,-7.0559e-05-0.00045686i,-0.00081561-0.00038478i,-0.0013179+0.00035608i,-0.0014373+0.00026831i
-0.00010666+0.00078737i,-0.00012496+0.00088137i,0.00093559+0.00043334i,0.0013158-0.0011726i,0.0010995-0.0028688i,0.0015157-0.0032316i,0.0014995-0.0027319i,0.0008359-0.0019626i,0.0010091-0.001395i,0.0010087-0.0011131i,0.00092742-0.00097479i,0.00081373-0.00029467i,0.00037227-0.00034625i,0.00048025-0.0013326i,0.00082583-0.0017789i,0.00095216-0.0010789i,0.00049912-0.00088928i,-0.00024853-0.00098472i,-0.00086159-0.00049873i,-0.00023185-0.00030245i,0.0005025-0.00037143i,4.4272e-07-7.0158e-05i,-0.00079184-8.0296e-05i
0.00087614-0.00020665i,0.00019866-0.0009369i,0.00056459-0.0020746i,0.001171-0.0031269i,0.00080564-0.0047768i,0.00087505-0.0042707i,0.00065741-0.0024159i,0.0009465-0.0016877i,0.00084996-0.0012857i,0.00025706-0.00082534i,0.00071309-0.00064174i,0.0010697-0.00037883i,0.0005385+6.4236e-05i,0.0007369+0.00015035i,0.0015311+0.00017172i,0.001026-0.00017338i,0.00044073-0.00044206i,0.00057816+1.0152e-05i,0.00023133-0.00063544i,-0.00042641-0.0010034i,-0.0003421-0.0002453i,-0.0001019+0.00015048i,-0.00015226-0.00043839i
0.00031357-0.0014064i,-0.00031375-0.0014324i,4.311e-05-0.0026432i,-0.00056143-0.0036072i,-0.00089492-0.0033085i,0.00032027-0.0026558i,0.00093513-0.0014851i,0.00075947-0.00076559i,0.00079892-0.0025799i,0.00053895-0.0031149i,0.00087077-0.0015931i,0.0013523-0.00012946i,0.0011772-9.875e-05i,0.001108-0.0011842i,0.0012599-0.001488i,0.0013826-0.0004482i,0.00077209-8.4353e-05i,0.00023424+1.495e-05i,-0.00018136-7.0812e-05i,-0.00035149-0.0010379i,0.00030642-0.00022709i,0.00030559+0.0012944i,-0.0001166+0.001016i
-0.00049654+0.00027012i,0.00022944+2.8606e-05i,0.00082163-0.00039861i,0.00012904-0.00076339i,-0.0012713-0.0024793i,-0.00088408-0.0033419i,0.0001441-0.0023849i,0.00013923-0.0016331i,2.5428e-05-0.0012434i,-4.3519e-05-0.0010681i,-5.7361e-05-0.0010332i,0.00029789-0.00051059i,0.00088201-0.00049641i,0.00078381-0.00031345i,0.00042254+0.00075082i,0.00023366+0.00061782i,0.00013007-0.00024571i,-0.00024993-0.00036289i,-0.00023168-0.00036011i,0.00038824-0.00087078i,-3.6173e-05-0.0014499i,-0.0003621-0.001092i,-7.3251e-06-0.00049007i
-0.0009654-0.00010363i,-0.00053799+0.0006333i,-0.0011562-0.00049536i,-0.0019468-0.0024923i,-0.0012483-0.0033312i,4.4608e-05-0.0036805i,0.00058141-0.0034094i,0.00057735-0.0021444i,0.00092642-0.00087063i,0.001309-0.00012578i,0.00082342+0.00046426i,0.00084724+0.0010538i,0.0010362+0.00088815i,0.00046576+0.00083845i,0.00036736+0.0004668i,0.00053238-0.00025179i,0.0007151-0.0015297i,0.00099763-0.0019213i,0.00038603-0.0014716i,0.00012082-0.00095361i,-0.00041011-0.00026842i,-0.00077807+0.000276i,-0.00064444+4.6847e-05i
0.00024643-0.0011963i,0.00093262-0.0015474i,0.00024657-0.0013797i,2.4981e-05-0.001502i,-0.00017408-0.0025367i,0.00010759-0.0030318i,-0.00022271-0.0020519i,0.00019049-0.0017261i,0.00089336-0.0016488i,-0.00018973-0.0005379i,-0.00026284+0.0002784i,0.00071191-0.00010671i,0.00072485-0.0008053i,-0.00019217-0.00094329i,0.00012363-0.00096119i,0.00032074-0.00093057i,-3.5722e-06-0.00054444i,6.8627e-05-0.00037066i,-9.2845e-05-2.8144e-05i,-0.00041055+0.00025953i,0.00016921+3.5713e-05i,0.00041056+0.00012775i,0.00014543+0.00044557i
0.00032349-0.00044197i,-1.3825e-06-0.00094853i,-0.0006808-0.0025421i,-0.00075188-0.003251i,-0.00055481-0.003142i,0.00010088-0.0034079i,0.0010374-0.0030582i,0.0015635-0.001852i,0.0016184-0.0014632i,0.0007857-0.0014721i,0.00043217-0.00018994i,0.0007488+0.00029881i,0.00086554-0.00055128i,0.00083832-0.0005048i,0.00090454-0.00010932i,0.00052313+0.00031126i,0.00037226+0.00038814i,0.00086884+0.00016636i,0.00038939+0.00022847i,-8.9714e-05+0.00051613i,0.00072758+0.00075593i,0.00084748+0.00037963i,0.00074536+6.3959e-05i
-0.0012937+9.3552e-05i,-0.00073333+0.00067147i,-0.00022932+0.0019304i,0.00050558+0.0011992i,0.0011481-0.0015523i,0.0011436-0.0022662i,0.00081581-0.0015382i,0.00061334-0.0022508i,0.00010617-0.0018196i,-0.00084766-0.00076587i,-0.00065372-0.00068811i,-5.0006e-05-0.0003125i,0.00010604-0.00012078i,0.00035075-1.7364e-05i,5.5185e-05+0.00038938i,0.00026389+0.00045998i,0.00021123+0.00045109i,-0.00013296+0.00026746i,-0.0002391-0.0002926i,-0.00037636-0.00015172i,0.00069026+0.00023528i,0.00062799+0.00046689i,-0.00082847+0.00043712i
-0.00066261-0.00073203i,-0.0003854-0.00038597i,-0.00017383-0.00045391i,0.00021525-0.0016732i,9.1325e-05-0.002881i,0.00050486-0.0030419i,0.00080318-0.0020542i,0.00055692-0.0012942i,0.00047579-0.00076269i,0.00023592+0.00024542i,0.00033878-0.00018355i,0.00037108-0.00049481i,0.00040587-4.3831e-06i,0.00044944-1.3676e-05i,-0.0001417-0.00018677i,-0.00027524-0.00026166i,-0.00011642-0.00031522i,-2.3438e-05-0.00046749i,0.00015898-7.0414e-05i,0.00070965+0.00082313i,0.00053381+0.0012859i,-2.7791e-05+0.0010602i,0.00036889+0.00013716i
-0.0021782+0.00026443i,-0.0012212+0.00027998i,-0.0009044+5.4376e-05i,-0.00023161-0.00091852i,0.0014348-0.0027124i,0.0021666-0.0037767i,0.0015177-0.0027147i,0.00077469-0.0016289i,0.00054105-0.0011311i,0.00052311-0.00059995i,0.0001195-0.00023264i,0.00014139-0.00036458i,0.00065945-0.00088219i,0.00045469-0.00073593i,0.00032361-0.00011521i,0.00063466-0.00015003i,0.0013091-0.00062925i,0.0010675-0.00024701i,0.00031852+3.2333e-05i,0.00036725+0.00044551i,0.00026772+0.00066525i,9.4575e-05-5.3084e-05i,0.00038067-0.00013199i
-0.00023018-0.00042566i,-0.00093469-0.0013509i,-0.0019363-0.00060108i,-0.00061469-0.00083391i,0.00080139-0.0016082i,0.00056022-0.0020259i,0.0010428-0.0019893i,0.0017365-0.00065119i,0.00091481-0.00040292i,0.00010776-0.00068137i,0.00038195-0.00015502i,0.0009802-0.00023077i,0.0012762-1.028e-05i,0.0015587+0.0010506i,0.00070314+0.0011726i,-0.00012521+0.00072813i,2.5589e-05+0.00069456i,0.0004275+0.0002394i,0.0003211+0.00034237i,-8.8826e-05+9.6565e-05i,4.2796e-05-0.0002507i,0.00054359-6.785e-05i,0.00042346-0.00012698i
