-0.00031885+0.00024551i,-0.00098549+0.00018973i,-0.0019145+0.00012259i,-0.0025199-0.00024432i,-0.0036203+0.00083838i,-0.0028658+0.0020663i,-0.0015476+0.0014248i,-0.00081171+0.00041818i,-0.00078295-0.00029075i,-0.00054526-0.00073803i,0.00028648-0.00023615i,0.00030867-0.00032373i,0.00036484-0.00071968i,0.00018454-0.00040782i,-0.00025705-0.00017852i,0.00011277-0.0005557i,-7.3468e-05-4.2698e-05i,-0.00014506+0.00056723i,0.00071615+0.00058731i,0.00085994-0.00011351i,0.00041536-0.00083727i,0.00020519-0.00078604i,0.00029196-0.00079604i
0.0017023-0.0032114i,0.0011743-0.0020079i,-0.00020559-0.0020612i,-0.002319-0.0015495i,-0.0020893-0.00051231i,-0.00017092-5.1242e-05i,0.00042135-2.046e-05i,0.00017638+0.00011433i,-0.00023517+0.00019107i,-0.00053484+0.00020636i,-0.00046012+0.00042277i,-0.00061644+0.001492i,-0.00031132+0.0016265i,-0.00015088+0.00086785i,-0.00058498+0.00011467i,-0.0009086+4.07e-06i,-0.00044265-0.00014161i,0.00030865-0.00058891i,8.3468e-05-0.00047303i,-0.00032908-0.00060741i,-8.3303e-05-0.0011109i,-0.00014969-0.0012851i,-0.00037743-0.0012344i
0.00047316+0.00089156i,0.0011585+0.00029317i,0.0016373+0.00091647i,0.0017633+0.0015183i,0.0010466+0.00051153i,0.0010221-0.00096442i,0.00077449-0.0011657i,-0.00082115-0.00015494i,-0.0017815+0.0012697i,-0.00091821+0.002244i,-6.9498e-05+0.0018998i,-0.00051657+0.0010699i,-0.00053469+0.00059765i,-0.00034096-0.00043561i,1.5979e-05-0.00078832i,0.00057344-0.00025348i,0.00049017+0.00019455i,-0.00011603+0.0004425i,-0.00033626-0.00023617i,-0.00026874-0.00096885i,-0.00083309-0.0007059i,-0.00063479-0.00011059i,0.00032966-2.866e-05i
0.0023259-0.00079075i,0.0011707-0.00034629i,0.00061933-0.0014024i,0.00036145-0.0023027i,-0.00076943-0.0017257i,-0.001131-0.00040973i,-0.00063619-0.00021827i,-0.00072954-0.00060777i,-0.00076286-7.7032e-05i,-1.4579e-06+0.00021976i,-0.00039513+0.00018439i,-0.0013+0.00090339i,-0.0010506+0.0013389i,-0.00054769+0.0008112i,0.00017336+0.00082929i,0.00072001+0.0010233i,0.00069538-0.00022298i,0.00018082-0.0010009i,-0.00049294-0.0003478i,0.00016137+0.00017336i,0.00068686+0.00048752i,-3.8843e-05+0.001005i,-0.00069018+0.00070827i
0.0025387+0.00066189i,0.0023723+0.00039506i,0.00077009+0.00058113i,-0.00089725+0.0010448i,-0.0016343+0.0010938i,-0.0013732+0.00038791i,-0.00084149-0.00049558i,-0.0010931-0.0012068i,-0.0013995-0.0010359i,-0.00072741-0.00055203i,-0.00012444-0.00036285i,-0.00079378-0.00017092i,-0.0010607-0.00016783i,-0.00049804+0.00015032i,0.00020919-0.00014958i,0.00040405-0.00077549i,0.00017413-0.00090424i,-1.9e-05-0.00067025i,-9.7873e-05-9.4052e-05i,-4.7523e-05+0.00027448i,0.00018583+0.00050224i,0.00010635-0.00026575i,-0.00034682-0.00059906i
-0.00083862-0.00028257i,-0.00097809+0.00038274i,-0.0017391+0.00037864i,-0.0020943+0.00025525i,-0.0018309+0.00086763i,-0.0010127+0.001422i,-0.00024018+0.0010287i,-0.00021143+0.00018955i,-0.00019535+0.00018816i,-0.00042499+0.00032607i,-0.0006594+0.00011402i,-0.00049049+0.00073793i,-0.0005971+0.00074792i,-0.00022765+0.00053441i,0.00030395+0.00099558i,0.00096784+0.0016027i,0.0012832+0.00070108i,0.00052527-0.00020405i,-8.9145e-05-0.00020506i,-0.00036789-6.3789e-05i,-0.00034258-0.0002531i,-0.00082192-0.00069462i,-0.0004629-0.00074422i
-0.0012971-0.0014725i,-0.0013888-0.0012044i,-0.0020313-0.00076701i,-0.0024499-0.00017707i,-0.0018984-0.00019602i,-0.0011553+6.7081e-05i,-0.00059438+0.00045397i,-0.00013388-3.4294e-05i,-0.00042732-0.00031219i,-0.00066024+0.00014793i,-2.1581e-07+0.0011613i,0.00024104+0.0013692i,0.00047983+0.00058973i,0.00049433+0.00018212i,0.00015863+0.00050152i,-0.00019175+0.00071414i,-0.00045894+0.00030079i,-0.00059176-0.00034058i,-0.00059458-0.00010895i,-0.00031714+8.1205e-05i,7.4361e-05-0.00019154i,0.0010492-0.00065676i,0.0010452-0.0003231i
-0.0024894+0.0019256i,-0.0014225+0.0032807i,-0.00095804+0.0036207i,-0.00048373+0.0018604i,0.0005646-1.8115e-05i,0.0013614-0.00025466i,0.0007131-0.00061638i,-0.00046141-0.0012636i,-0.0011994+2.2691e-05i,-0.0010422+0.00092578i,-0.00045698+0.00038874i,0.00020893-0.00042415i,-0.00013493-0.00019332i,-0.00033025+0.00078194i,-0.00020683+0.00074719i,0.0001506+0.00044143i,0.00070496-0.00013324i,0.00082273-0.00051849i,0.0002489-0.00042648i,-0.00026822-0.00054353i,0.00021258-0.0007174i,0.00093423-0.00043491i,0.00090218-0.00035852i
-0.00095533+5.1895e-05i,-0.00083883+0.00050753i,-0.0020092+0.00051446i,-0.0016259+0.001112i,-0.00029402+0.0018407i,0.00081289+0.0010268i,0.0010108-0.0002353i,0.00057681-4.2497e-05i,-0.00031242+0.00089046i,-0.0011542+0.0014531i,-0.0012705+0.00075719i,-0.00061362+0.00043277i,-0.00071629-0.00010199i,-0.0010881-0.00036118i,-0.00074775-0.00033867i,-0.00019515-0.00012571i,0.00043951+0.00020097i,0.00081165-0.0005229i,8.2518e-05-0.00094946i,3.617e-06-0.00063453i,-8.9218e-05-0.00073529i,-0.0002461-0.00017461i,-0.00024547+0.00048903i
0.00066689-0.0019389i,-0.00086644-0.00064868i,-0.0015227+0.00015189i,-0.0011222+0.00081972i,-0.00051543+0.0011595i,-0.00023983+0.00059003i,0.0001121+0.00054003i,-0.00024892+0.00051551i,-0.00032331+0.00077209i,-0.00011664+0.0010103i,-0.00067861+0.0010888i,-0.00088301+0.0011055i,4.0581e-05+0.00038956i,0.0008311+0.0007006i,0.00096838+0.0016391i,0.00040865+0.0010751i,-0.00044365-0.00024541i,-0.00066972-0.00069978i,3.5001e-05-0.00046454i,0.00037389-0.00066299i,0.00034447-0.0013935i,0.00072152-0.00078422i,0.00062909+3.2952e-05i
0.0022658+0.001463i,0.0019138-0.0006233i,0.0015676-0.0013608i,0.0011983-0.00051386i,0.0015375+0.00028094i,0.0013443+5.8352e-05i,0.00066356-0.00061581i,-0.00080702-0.00072245i,-0.0016512-0.00020145i,-0.00059454-0.00039341i,-4.4474e-05-0.00030258i,-0.00092421-0.00096072i,-0.0006341-0.0018314i,-0.00011876-0.0011177i,9.3601e-05-5.2624e-07i,0.00085068-5.9436e-05i,0.0012723-0.00033122i,0.00080599+0.00021355i,0.00022152+0.00059203i,-2.6844e-05+0.00042574i,6.9251e-05+0.00022925i,0.00054999+0.00027287i,0.000531+8.3092e-05i
-0.00027615+0.0029315i,-0.00047849+0.0021554i,0.00045596+0.0022687i,0.0015157+0.0012763i,0.0014631+0.00030529i,0.00077704+0.00019291i,-0.00041816-0.00063083i,-0.0010006-0.00068591i,-0.00089711-0.00026645i,-0.000271-0.00024366i,0.00067338+0.00042571i,0.00098252+0.00055219i,0.00066283+0.00058073i,0.00044053+0.00041444i,0.0006802+0.00045927i,0.00066388+0.00070327i,0.00050186-9.3234e-05i,0.00079979-0.0010007i,0.00089611-0.0010194i,0.00033019-0.001094i,0.00080967-0.00055509i,0.00051045+0.00052915i,-0.00044768+0.0011557i
0.00090218+0.00089466i,0.0018194+0.00039298i,0.00053746-0.00057074i,-0.00081135-0.00023516i,-0.00071132+0.00052333i,-9.4665e-05-0.00015995i,-0.00067703-0.0004702i,-0.001607-0.00051267i,-0.0015111-0.00040844i,-0.0007202-0.00019498i,-0.0004241+0.0010105i,-0.00091959+0.0011797i,-0.00038355-2.502e-05i,-5.891e-05-0.00060408i,0.00013438-0.00011452i,1.9827e-06+0.00068052i,-0.0006426+0.0010855i,-0.00053381+0.00042524i,-0.00018587-0.00058359i,1.6426e-05-0.00083291i,0.00032576-0.00084992i,0.0014349-0.00079403i,0.0012871-0.0005325i
-0.0025206-0.00058185i,-0.0018216+0.0001285i,-0.0011942+0.0010502i,-0.00096512+0.00053139i,-0.00062232-0.00019403i,-5.0453e-05-0.00082831i,-0.00024561-0.0016856i,-0.00046375-0.0011748i,8.6011e-05-6.3356e-05i,0.00015361+0.00037536i,-0.00016245+0.00098573i,-0.00059543+0.00092829i,-0.00089355+0.00019659i,-0.00067925-0.00024023i,-0.00012845-0.0003033i,0.00055013+3.5428e-05i,0.00040236-0.0004306i,0.00020295-0.0010486i,3.897e-05-0.0012199i,-0.00042092-0.0005739i,-0.0003064-0.00049213i,0.00023131-0.0010434i,0.00069944-0.00073956i
-0.00045629-0.00045779i,-0.0010634+0.00033435i,-0.0013591+0.00094406i,-0.00025188+0.0013225i,0.00060844+0.00095205i,0.0007884-1.8858e-05i,0.00076706-0.00079161i,0.00022546-0.00068274i,-0.00095841-0.00021454i,-0.001254-2.121e-05i,-0.00023897-0.00042575i,0.00011594-0.00052114i,8.6911e-05+0.00096746i,0.00028828+0.0020354i,0.00082387+0.0016253i,0.00010132+0.00089383i,-0.0003975+0.00056223i,0.00016598+0.00032594i,-0.00028592-0.00050753i,-0.00049142-0.0011057i,-4.956e-05-0.0011548i,-0.00072985-0.00074052i,-0.0011645-0.00011525i
-0.003537+0.0011982i,-0.002217+0.0014427i,-0.0013284+0.0021779i,-0.00043868+0.0024781i,0.00049892+0.0014145i,0.00084391-4.9069e-05i,0.00082202-0.00066956i,8.3692e-05-0.00054913i,-0.00062745+0.00021793i,-0.000777+0.0013576i,-0.00044533+0.0010305i,0.00030494-9.5645e-07i,0.00043329-1.5459e-05i,4.0747e-05-9.6507e-05i,-8.2276e-05+0.00020447i,-5.5628e-05+0.00059703i,-9.5552e-05+0.00018174i,-0.00034116-0.00058091i,-0.00029415-0.0004138i,-0.00011195-0.00012969i,-0.00015946-0.00046044i,-0.00037717-0.00032221i,-0.00072406-0.00016645i
0.0011399+0.0022542i,0.0019488+0.0026078i,0.0016969+0.0024663i,0.0016955+0.0013299i,0.0018501+0.00076435i,0.0017386+0.0002321i,0.00056929-0.00010265i,-0.0010871+0.00031454i,-0.0018544+9.5035e-05i,-0.0010034-0.00069298i,-0.00028478-0.0011274i,-7.7091e-05-0.00052228i,8.4782e-05+0.0007798i,0.00011295+0.0011484i,-0.00010976+0.00088356i,4.3723e-05+0.00044298i,7.3535e-05+0.00012225i,-0.00039594+0.00026164i,-0.00037389+5.6357e-05i,-5.9556e-06-0.00049917i,0.00010733-0.00042009i,-0.00046258+0.00026353i,-0.00024876+0.00058062i
-0.00050807+0.00054185i,-0.00063893+0.00057872i,-0.0015662+0.00098492i,-0.0016119+0.00074621i,-0.00058436+0.00010745i,0.0002818-0.0004323i,0.0004013-0.00072252i,7.4507e-05-0.00066779i,-0.00098278+3.4403e-06i,-0.0016356+0.00040981i,-0.00074718-0.00028367i,0.00078815-0.0007362i,0.000132-0.00062135i,-0.00021852+6.7285e-05i,0.00076833+0.00035044i,0.00078285-0.00084244i,0.00077052-0.00049041i,0.00069843-0.00012905i,0.00056452-0.00044061i,0.0011154-0.00029052i,0.00071685-0.00051951i,-0.00059652-0.00058633i,-0.0010106+0.00032643i
0.0031995+0.0046379i,0.0034829+0.0017598i,0.0049283-0.00042209i,0.0048718-0.0014978i,0.0031614-0.0013831i,0.0014905-0.0010533i,0.00010993-0.00061567i,-0.00068815-2.9914e-05i,-0.00032911-9.7232e-06i,0.00037503-0.00025761i,0.00032554+5.6682e-05i,-0.00037722-0.00022961i,-0.00013356-0.00081359i,0.00097032-0.00032349i,0.0010822-0.00030482i,0.00063112-0.00079566i,0.00014298+9.3048e-05i,-0.00028866+0.00051538i,0.00010563+0.0005168i,0.00038438+0.00037128i,0.00057157+0.00023966i,0.0006398+0.00056245i,0.00076514+0.00053582i
0.00013205+0.00044355i,0.00038121-0.00066803i,0.00061492-0.001008i,0.00078784-0.00091029i,0.0016563-0.00060025i,0.00096791-0.0004828i,-0.00013697-0.00034787i,-0.00077347+0.00026744i,-0.0010301+0.0002416i,-1.2103e-05-0.0001489i,0.00062536+0.00034019i,0.0001988+9.8705e-05i,-0.0001723-0.00066747i,3.5276e-05-0.00066083i,0.00015364-1.6433e-06i,0.00024707+0.00026738i,-0.00023912-0.00015601i,-0.00017565-0.00054789i,0.00033271-0.0010899i,0.00010638-0.0016084i,0.00015049-0.00098912i,0.00054813+0.00014009i,0.00092145+0.00022719i
0.00051815+0.00115i,0.00058462-6.0823e-05i,0.00043303-0.0013085i,1.8257e-05-0.0011875i,-0.00047461-0.00083765i,-0.00041029-0.001227i,-0.00017276-0.00077257i,-4.4243e-05-1.9884e-05i,1.0009e-05+0.00028224i,-0.00015738+0.00058785i,-0.0003041+0.00079729i,-9.5878e-05+0.00057465i,0.00034699+0.0004992i,0.00045576+0.00052895i,0.00039105+0.00021793i,0.00053986-4.408e-05i,0.00078871-0.00039284i,0.00047063-0.00067209i,-0.00024332-0.00051682i,-0.00073966-0.00080585i,-0.00055799-0.00055909i,-0.00020286+6.3582e-05i,-6.3232e-05+0.00015819i
-0.00056821-2.5215e-05i,0.00054867-0.00026504i,7.5649e-05-0.00064931i,-0.0006338-0.0010899i,0.00026437-0.00061489i,0.001065-0.00015183i,0.00015441-0.00060599i,-0.00053643-0.00073861i,-0.00064637-0.0009672i,-0.00065155-0.0010714i,-0.00050635-0.00015228i,-0.00036271+0.00057481i,9.3416e-05+0.00049573i,7.5328e-05+0.00048798i,0.00043522-0.00051084i,0.000407-0.00047396i,0.00038158-1.571e-05i,0.0011087-0.00069137i,0.0007711-0.00077786i,0.00064002-0.00062188i,0.00083737-0.0011678i,0.00042657-0.001019i,8.8941e-05-0.00060079i
-0.0010383-0.0012161i,-0.0002412-0.00027891i,0.00044285-0.00061286i,-0.00083668-0.0012177i,-0.00088398-0.0011953i,0.00037197-0.0010863i,0.00043027-0.0012404i,-0.00032565-0.0014613i,-0.00098092-0.0010847i,-0.00096424+0.00020104i,-8.0557e-05+0.00086298i,0.00035539+0.00079261i,0.00069858+0.00063362i,0.00071211+0.00042877i,0.00026481+0.0004414i,0.00037102+0.00013295i,0.00047112+0.00015851i,-4.1216e-06-0.00033608i,-6.8271e-05-0.00068377i,0.00036866+8.6244e-05i,8.2133e-05+3.5701e-05i,-0.00052195+6.0792e-05i,-0.0005749-0.00030488i
0.0014707+0.00024293i,0.0019898-0.0010721i,0.0010877-0.0025703i,0.00021053-0.0029481i,-0.00021175-0.0016874i,-0.00080341-0.00080006i,-0.00074133-0.00012458i,-0.00080793-2.134e-05i,-0.00099358-0.00053029i,-0.00052106-0.00046657i,-0.00082307-0.00020591i,-0.0013058-3.0211e-05i,-0.00066193+0.00099313i,0.00025896+0.0014173i,0.00049114+0.00041498i,0.00016905-0.00060467i,-5.5298e-06-0.00083744i,0.00042893-0.00074706i,0.00039096-0.00073411i,0.00033586+0.0001497i,0.00017509+7.1423e-05i,-3.1426e-05-0.00073785i,-0.00023745-5.8714e-05i
-0.0010019+0.0003811i,-0.00097064+0.0010461i,-0.0010508+0.0019274i,-0.0010965+0.0012494i,9.646e-05-1.2452e-05i,0.00066512-0.0011005i,-0.00017741-0.00155i,-0.00099245-0.00065521i,-0.00081441-0.0002685i,-0.00025385-0.00072411i,0.00025891-7.9945e-05i,-0.00025192+0.0006465i,-0.0011142+0.00021908i,-0.0010542+5.4898e-05i,-0.00030755+0.00029207i,0.00021973-0.00073516i,0.00058117-0.0010667i,0.00043275-0.00065605i,0.00020149-0.0007231i,-0.00042536-0.0006899i,-0.0011434-0.00034704i,-0.00057047-0.00037005i,-0.00023636-0.0007269i
0.0025929-0.000548i,0.0027261-0.0014014i,0.0013511-0.001947i,0.00039603-0.0012046i,-0.00033472-0.00040763i,-0.00052841-0.00037399i,-0.00056847-0.00066061i,-0.0008654-0.00052715i,-0.00034409-0.00048206i,0.000166-0.0012127i,-0.00013382-0.00095229i,-0.00089335-0.0002668i,-0.00021493-0.00033105i,0.00034263-0.00024754i,0.00015843-0.00053745i,0.00046143-0.00074702i,0.00084224-0.00019106i,0.00090558+0.00029013i,0.00089014+0.00027685i,0.00039047-8.1699e-05i,7.3053e-05+7.2151e-05i,0.00031637-0.00022572i,-0.00028191-0.000608i
-0.0017585+0.00199i,-0.0016361+0.0012817i,-0.00076018+0.0011741i,0.0005921+0.00051851i,0.00024499-0.00011848i,-0.0010662-0.0002127i,-0.0013492-0.00015003i,-0.00099644+7.6323e-05i,-0.00071468-4.7976e-05i,-0.00014143-0.00040099i,-1.3994e-05-0.00011977i,-0.0007089+0.00077117i,-0.00034787+0.00069504i,0.00093058-0.00040921i,0.0015526-0.00096232i,0.00039342+6.5256e-05i,-0.0001343+0.00053422i,0.00019332+7.8184e-05i,0.00019505-1.2606e-05i,0.00035475-0.00030764i,0.00048996-0.00051304i,0.00024596+2.0273e-05i,-0.0004465-6.05e-06i
0.0017585-0.00085526i,0.0021564-0.00088301i,0.00095607-0.00074202i,-0.00033694-0.00075572i,5.5754e-05-4.2584e-06i,0.00013069+0.00041825i,-0.00067254-3.1608e-05i,-0.0010336-0.0010497i,-0.0013451-0.0011823i,-0.0017936+0.00013041i,-0.001734+0.00084202i,-0.0011321+0.00019553i,-0.00091003-0.00011064i,-0.0015136+5.4562e-05i,-0.00073681-0.00021655i,0.00035429-0.0005168i,0.00033931+0.00025865i,-6.9775e-06+0.0008441i,-0.00043294+5.9944e-05i,-0.00026793-0.0005384i,-5.6974e-05-0.0002169i,-0.00075577-0.00015198i,-0.00028639-0.00059945i
-0.0040006-0.00051379i,-0.0039631-0.00047302i,-0.0041515+0.00013829i,-0.0033941+0.0010393i,-0.001625+0.0011446i,8.3572e-05+0.00048873i,0.0011525-0.00058433i,0.00066964-0.00065962i,-0.0002558-0.00019854i,-0.00059576+4.0544e-06i,-0.00024961+0.0005798i,0.00032725+0.0001863i,0.00031797-0.00069452i,-0.00030701-0.00035918i,-0.00094136-0.00023155i,-0.00054286-0.00020666i,0.00061521+0.00045043i,0.00058499+0.0003805i,4.6843e-05-0.00019288i,-0.00077299-0.0004176i,-0.00088069-0.00063542i,0.0001389-0.00053334i,-6.2346e-05-0.00051983i
0.0022072-0.00012934i,0.0020875-0.00012858i,0.00099364-0.00097823i,0.00094989-0.0017762i,0.00076449-0.001693i,-0.00071116-0.0015187i,-0.0010501-0.001298i,-0.00044451-0.00060705i,-0.00037182-0.00046527i,0.00010739-0.00018531i,0.0003942+0.00039051i,-0.00029973-0.00020462i,-0.00053381-0.00088669i,-8.0775e-05-0.00049337i,0.00071168-0.00033892i,0.00094709-0.00097813i,0.0010866-0.00093727i,0.00063784-0.00020381i,-0.00015151+0.00061711i,-0.00066604+0.0011221i,-0.00081975+0.0010584i,4.7931e-05+0.00055343i,0.00067929+0.00033867i
-0.0013699+0.00071066i,-0.0017926+0.00050866i,-0.001371+8.4812e-05i,-0.0004239-0.00034172i,0.00030291-0.00053804i,0.00038679-0.00023145i,-9.3833e-05+0.00023472i,0.00014096+4.3126e-05i,0.00045304-0.00036978i,-0.00013912-2.9786e-05i,-0.00014355+0.00053344i,-0.00019044+0.00079791i,-0.00075519+0.00087862i,-0.0010279+0.00056038i,-0.00022231+0.00021164i,3.5441e-05+7.3801e-05i,-3.0137e-05-0.00023099i,0.00082181-0.00014094i,0.00037423+0.0010038i,-0.00056593+0.00057341i,-0.00061694-0.00059174i,-0.00064591-0.00086454i,-0.00062503-0.00039691i
0.0025108-0.00011833i,0.0023993-0.00033825i,0.001576-0.00035381i,0.00068903-0.00033271i,0.00073898-0.00023459i,0.00091637+0.00046176i,0.00073509+0.00024313i,0.00016833-0.00016738i,-0.00068308+0.00010298i,-0.0012799+0.00017777i,-0.0010589-0.00015522i,-0.0010241-0.00045008i,-0.00084213-0.00040731i,-0.00099158-0.00025258i,-0.0012602-0.00022463i,-0.00066625+0.00014642i,-0.00050997+0.00020211i,-0.00024192-0.00020977i,0.00020304+1.1863e-05i,0.00084278+0.00039573i,0.0014608+0.00018002i,0.00094963-5.3457e-05i,0.00040987-2.9884e-05i
-0.001265-0.0001808i,-0.0019557-0.00026526i,-0.0021717+6.1584e-05i,-0.0017847+0.00071854i,-0.001549+0.00051134i,-0.0009396+5.227e-05i,-0.00081217-0.00070587i,-0.0012044-0.0010068i,-0.0011145+0.00031502i,-0.00060098+0.0017273i,6.5765e-05+0.0021309i,-0.00024526+0.0015319i,-0.0011141+0.0012113i,-0.0011119+0.00099605i,-0.00042444+0.00053742i,-0.00013403+0.00015866i,0.0005504-0.00018966i,0.00078604-0.00038781i,0.00033384-0.00059917i,0.00035485+4.6458e-05i,-0.00017338+0.00047543i,-0.00087322-8.6239e-05i,-0.00091742-0.00057752i
-0.00054365-0.00032288i,4.8861e-05-0.00034709i,0.00022041+0.00027415i,0.00068331+0.00072977i,0.00063668+0.00083581i,0.00019856+0.00017853i,-0.00030325-0.00063015i,-0.00089184-0.00034297i,-0.00064055-0.00034339i,-0.00025475-0.00039983i,-0.00054354-1.4363e-05i,-0.00017933-0.00061025i,0.00010441-0.00084025i,8.7655e-05-0.00042055i,0.00013145-0.00034335i,0.00011817-0.00040077i,0.00046297-0.00069128i,0.0003959-0.0008682i,4.5688e-05+8.2055e-05i,-0.0001169+0.00083257i,0.00036969+0.00027462i,-3.203e-05-0.00022352i,-0.00017492+0.00012906i
-0.0031051+0.00038296i,-0.0024832+7.8506e-05i,-0.00195+0.00085512i,-0.0018792+0.0014417i,-0.0014002+0.0015408i,-0.00074693+0.0011055i,-4.0293e-05+0.00022073i,0.00054255-0.00049898i,0.00026318-0.00053745i,-0.00020838-0.00034036i,0.00042525-0.00074464i,0.0006789-0.0006916i,0.00025863-3.7064e-05i,-0.00031585+0.00024451i,-0.00088176-0.00013553i,-0.0012483-0.00092234i,-0.0016096-0.00091445i,-0.0011603-0.00032336i,-0.00041399-0.00027588i,-0.00025445-0.00016322i,0.00015976+0.00010325i,-0.00012566-0.00013969i,-0.00018187-0.00020098i
0.0013543+0.00078224i,0.00065485+6.8802e-05i,0.00058371-0.00025257i,0.00040298-0.0001108i,0.00032626+0.00016529i,-6.2435e-05+0.00026003i,-0.00089993+0.00056989i,-0.00065992-0.00017475i,-0.00050541-0.00028042i,-0.00068833+9.3541e-05i,-0.00013902+0.00022533i,-0.00047112+3.6263e-05i,-0.00084938-1.0154e-05i,-0.00081413+0.00026437i,-0.00051004+8.7111e-05i,-0.00044118-6.4544e-05i,-0.00023264-3.7886e-05i,0.00042252-0.00030892i,0.00087561-0.00047194i,0.0009438-0.00054421i,0.00034407-0.00035402i,1.4235e-05+0.00020439i,0.00024947-0.00030015i
0.0006731+0.0015785i,0.00095028+0.0013441i,0.00071357+0.0006599i,0.00046949-2.2641e-05i,0.0013301-3.7944e-05i,0.0017445-0.00028281i,0.00055587-0.00016982i,-0.00057223-0.00042385i,-0.0015755-0.00058298i,-0.00143+9.0993e-05i,-0.00057601+0.0003222i,-8.372e-05+0.00058204i,-3.1266e-05+0.00064402i,-9.8057e-05+0.00018526i,-0.00012488+0.00034316i,0.00021413+0.0004598i,-4.1881e-05+0.00022191i,-0.00017735-3.9261e-05i,-0.00013016-0.00050855i,-0.000124-0.00071142i,0.00010182-0.00011566i,0.00011696+0.00032843i,1.2885e-05+0.00015982i
-0.0012234-0.0011307i,-0.0008885-0.00086518i,-0.0019978-0.00085307i,-0.0025733-0.00080468i,-0.0016002-0.00062482i,0.00010172-0.0001909i,0.00075827-0.00015944i,0.00028101-0.00018566i,-0.00077809-8.7159e-05i,-0.0004536+0.00051826i,0.00019169+0.00096772i,-0.00051865+0.00086604i,-0.00046172+0.0011888i,0.00052004+0.0010238i,0.0013816+0.00033756i,0.00033949-0.00057984i,-0.0010394-0.0015432i,-0.00098609-0.00087322i,-0.00027973+0.00035349i,0.00053115+0.00075232i,0.00075813+0.00039891i,0.00046356-0.00052449i,-4.7531e-05-0.0010591i
-0.0004961-0.0012867i,-2.1097e-05-0.0019264i,0.00033886-0.0020955i,7.0786e-05-0.0018366i,-0.00031391-0.00076992i,-0.00066687+3.428e-05i,-0.00056734-0.00029538i,-0.00070587+0.00020369i,-0.0010389+0.00065587i,-0.000221-0.00028313i,0.00045224-0.0003456i,-0.00021666+0.00060292i,-0.00065367+0.0003037i,0.0002525-0.00044431i,0.0011951+0.00018166i,0.0011712+0.00017307i,0.0007124-0.00049531i,5.5228e-05-0.00046523i,0.00025225-0.00044314i,0.00079833-0.00040525i,-8.553e-06-0.00019394i,-0.00057319-7.6869e-05i,0.0002122+2.13e-05i
-0.0017302+0.0015256i,-0.00085481+0.00097686i,-0.00012051+0.001294i,0.00021623+0.0015267i,0.0012686+0.00070622i,0.001552-0.00054724i,0.0007129-0.00086126i,0.00032392-0.00066963i,0.00027598+0.00010936i,0.00078014+0.00033829i,0.00073508+3.2951e-05i,0.00072639+0.00024706i,0.00051468+0.0005183i,-0.00068533+0.00057173i,-0.00029227+0.00027905i,0.00026707+8.9831e-05i,0.00048209-0.00041821i,0.00032883-0.00054403i,2.782e-05-0.00065709i,-0.00038597-0.00075943i,-0.00075889-0.00035146i,-0.00055827-2.296e-06i,-2.0732e-05-0.00048529i
0.0021608+0.0011639i,0.0012486-0.00013713i,0.00031759-0.0011135i,0.00034915-0.00037184i,0.00043104+0.00063174i,0.00034955-0.00035895i,7.378e-05-0.0006155i,-0.00032187-0.00010171i,-0.00053126+0.00020567i,-0.00055384+0.00068936i,-0.0006696+0.00032477i,-0.00037967-6.1465e-06i,0.00014118+0.00055963i,-0.00013459+0.00043383i,-3.2326e-05+0.00025735i,-5.6297e-05+0.00022609i,-0.00012657+0.00022555i,8.0362e-05+0.00038427i,0.00041452+8.7945e-05i,0.00052402-0.00019693i,-2.2273e-05+0.00010833i,-0.00064704+0.00014004i,-0.00039225-6.5427e-05i
-0.00088978-0.00031467i,-0.00088524-0.0006225i,-0.00086526-0.00054871i,-0.00087888+4.3426e-05i,-0.00096949+0.00031663i,-0.00093291+0.00031634i,1.0702e-05-0.00026166i,0.00050514-0.00031538i,-0.00010254+0.00022485i,-0.00079939+0.0004901i,-0.00065466-0.00011325i,-0.00012864-0.00038799i,-0.00020564+0.00017828i,1.9063e-06+0.00073958i,0.00054158+0.001262i,0.00038158+0.00089248i,0.00039571-0.00030784i,0.00084881-0.0012361i,0.00030334-0.00028544i,1.464e-05+0.00038087i,0.00076912-0.00022561i,0.00073403-0.00067756i,0.00023136-0.00061687i
0.00037684+0.0011601i,-0.00029806+0.00043733i,-0.001406-0.00047116i,-0.0020597-0.00099356i,-0.001384-0.00080604i,-0.00053302-0.00046745i,-0.00042343-0.00015951i,-0.00041389-4.1544e-05i,-0.00036004+0.00060589i,-2.8368e-05+0.0013084i,-0.00064382+0.00079917i,-0.00096793+0.00027903i,-0.00055125-0.00032792i,-0.00067351-0.0006679i,-0.00033256+0.00022276i,-0.00033104+0.00086534i,-0.00099325+0.00047883i,-0.0011012-0.00022792i,-0.0011399-0.00054929i,-0.00069642-0.0010187i,-0.00038273-0.00074591i,0.00020066-0.00022558i,0.00058076+0.00041543i
