-0.00031885+0.00024551i,-0.00098549+0.00018973i,-0.0019145+0.00012259i,-0.0025199-0.00024432i,-0.0036203+0.00083838i,-0.0028658+0.0020663i,-0.0015476+0.0014248i,-0.00081171+0.00041818i,-0.00078295-0.00029075i,-0.00054526-0.00073803i,0.00028648-0.00023615i,0.00030867-0.00032373i,0.00036484-0.00071968i,0.00018454-0.00040782i,-0.00025705-0.00017852i,0.00011277-0.0005557i,-7.3468e-05-4.2698e-05i,-0.00014506+0.00056723i,0.00071615+0.00058731i,0.00085994-0.00011351i,0.00041536-0.00083727i,0.00020519-0.00078604i,0.00029196-0.00079604i
-0.0022849-0.0025981i,-0.00094435-0.0021032i,-0.00075055-0.0010491i,-0.00099612+0.00015278i,-0.00045157+0.00077626i,4.6305e-05+0.0010744i,0.00055032+4.4451e-06i,9.4504e-05-0.00083768i,-0.00068169-2.2523e-05i,-0.0011403+0.00057557i,-0.0012192+6.8244e-05i,-0.00058657+3.8186e-05i,-6.5087e-05+3.4102e-05i,0.00023072+0.00012637i,0.00041548+0.00072614i,0.00023572+0.00045777i,0.00036357+0.00017001i,2.5488e-06-0.00015475i,-0.00091249-0.0013201i,-0.00043944-0.0018828i,-0.00023083-0.0012979i,-0.00036402-0.0010933i,-0.00055037-0.0008635i
-0.0043409-0.0043181i,-0.0041163-0.00057114i,-0.0027905+0.0008195i,-0.0013712+0.00021037i,0.000272-0.0001762i,0.00060281-0.0010397i,0.00051192-0.0015516i,-0.00061628-0.0009563i,-0.0017864+0.00023489i,-0.0013445+0.00040656i,-0.0013089-0.0001799i,-0.00097334+3.0178e-05i,-0.00024048+0.00012393i,-9.2317e-05-0.00018317i,-0.00039073-0.00021853i,-0.00029017+0.00032771i,0.00056555+0.00053985i,0.0011332-8.3829e-05i,0.00073992-0.00063165i,-0.00025869-0.00078392i,-0.00087505-0.00082435i,-0.00051244+1.6549e-05i,-0.00016758+0.0008258i
0.0029857-0.0037748i,0.00068587-0.0032791i,-0.0016291-0.0027638i,-0.0020663-0.00060614i,-0.0011726+0.001166i,2.0443e-05+0.00041307i,7.268e-05-0.00020722i,-0.00083615-0.0001853i,-0.00078131-0.00024979i,-0.00029094-1.1865e-06i,-0.0001389+0.00058615i,-0.00019698+0.0006501i,-0.00035724+0.00020804i,7.9562e-05+0.00026775i,0.00085677-8.4032e-05i,0.00081696-0.0007305i,0.0014944-0.00058571i,0.0015557+0.00018627i,0.00093854+1.0044e-05i,0.00096349-0.00061615i,0.00045928-0.00031505i,0.00010321-0.00036645i,2.7037e-05-0.00074198i
0.0045775+0.0013392i,0.0018027+0.0011329i,0.00085269+0.00024631i,0.00035407-0.00084741i,-0.00057118-0.00098183i,-0.00058465-0.00019019i,-0.00012059-0.00019534i,-0.00044957-0.00037127i,-0.00045649-0.00028764i,0.00032604+0.00039272i,0.00076959+0.00032163i,0.00026339-0.00049911i,-0.00035573-0.00018295i,-0.00077324+0.00077187i,-0.00013918+9.5091e-05i,0.00079584-0.00045366i,0.00040611-7.8957e-07i,0.00020285+7.5961e-05i,-2.1473e-05+6.533e-05i,-0.00079599+0.00065674i,-0.00069087+0.00051944i,-7.0202e-05+1.1172e-05i,-8.8451e-05-4.804e-05i
0.0037946+0.0012207i,0.0032569-0.00056977i,0.0014073-0.00029118i,-0.0013382+0.00064224i,-0.0018465+0.00056047i,-1.2934e-06+0.00043448i,0.0010766-0.0001935i,0.00039648-0.00054655i,-0.00072804+0.00013295i,-0.00044795+0.00092054i,0.00022464+0.0010314i,0.00022821+0.00094452i,0.00018117+0.00065336i,0.00013461-0.00028291i,9.5432e-05+1.438e-05i,9.5594e-06+0.00068504i,-0.00040189+0.00079052i,-0.0011636+0.00092508i,-0.0011756+0.00067986i,-0.00039007-3.2236e-05i,9.4385e-05-0.00025294i,-5.1121e-05-0.00026513i,7.4198e-05+0.00032931i
-0.0040037+0.0046093i,-0.0016615+0.0029798i,-0.0004728+0.0017896i,-0.00039444+0.00087993i,0.00019325+0.00034089i,0.00014101-0.00028001i,-0.00093828-0.00024135i,-0.00069824+0.00064322i,-0.00049833+0.00082978i,-0.00034775+0.0010369i,-3.8058e-05+0.00095454i,0.00032321+0.00061045i,0.0010307+0.00083193i,0.0013562+0.00087628i,0.0010503+0.00048448i,0.00056525+0.00027303i,-0.0001328-0.00063887i,-0.00032786-0.00083784i,-0.00079032+4.9321e-05i,-0.00097593-0.00019979i,-0.00036836-0.00032468i,0.00029949-0.00046286i,0.00090234-0.0005681i
-0.0024559+0.00019835i,-0.00061491-0.00074332i,-0.00080041-0.0017837i,-0.00094169-0.001203i,-0.00068444-0.00059848i,-8.6605e-05+3.4585e-05i,-0.00032218-2.9733e-05i,-0.00091112-0.00077727i,-0.00084869-0.00061621i,-0.00065183-0.00029114i,-0.00062296-0.00029532i,-0.00072788+0.00097988i,-0.00071357+0.0011551i,8.5313e-06+0.00059244i,0.00057751+0.00022703i,0.00059629-0.00075529i,0.00042122-0.0008679i,0.00040169-0.00099605i,6.5872e-05-0.00095714i,-0.00077218-0.00078324i,-0.0015015-0.00012844i,-0.0013423+0.00038352i,-0.00080432-0.00043615i
-0.0041402+0.0010765i,-0.0015359+0.0024068i,0.00055081+0.0017978i,0.001586-5.2192e-05i,0.0022826-0.00043013i,0.0018329-0.00085831i,0.00062456-0.00098516i,-0.00064552-0.00013315i,-0.0012191+0.00060939i,-0.00099146+0.00058118i,-0.00087182+0.00060275i,-0.00080978+0.00029732i,-3.3407e-05-0.0010662i,0.0005918-0.0010384i,-0.00013412+0.0003595i,-0.00050785+0.00064888i,0.0002251+2.7854e-05i,0.00077002-0.00052043i,0.00036357-0.0013485i,-0.00022325-0.0016899i,-0.00051306-0.00080012i,-0.00017433-0.00028049i,0.00012498+3.995e-05i
0.0015833-0.0050436i,0.00010548-0.0030755i,-0.000611-0.002155i,-0.0013617-0.00092436i,-0.0014776+0.00043384i,-0.001079+0.00093379i,-4.8621e-05+0.00054005i,0.00058582-1.0464e-05i,0.00054954-0.00033569i,0.00046184-0.00068177i,0.00045381-0.00044106i,-0.00053548+0.00066787i,-0.0011176+0.0005642i,-0.00067371+0.00012254i,-0.00013011+3.7896e-05i,0.00083259+0.00018112i,0.0013883+0.00060187i,0.00074248+0.00062446i,0.00098139+0.00011557i,0.0013886-0.00062605i,0.00056324-0.00089351i,-6.4978e-05-0.00067226i,-0.00035099-0.00074567i
0.0018469-0.0016172i,-0.00046109-0.0007144i,-0.00013372-5.1996e-05i,0.00035699+0.00089733i,7.8522e-06+0.00078775i,-2.2676e-06-0.00016772i,-4.1422e-05-0.00083292i,-0.0007544-0.00045351i,-0.00088384+0.00021217i,-0.00034156+0.00052096i,-5.219e-05+0.00072648i,8.9257e-05+0.00037557i,-0.00028523+6.5043e-05i,-0.00019562-0.0001519i,0.00032008+0.00055958i,-0.00041136+0.00078511i,-0.00059418+9.2527e-05i,0.00065795+0.00038207i,0.00056445+0.00052213i,-0.00029101-0.00015849i,-0.0010615+0.00038943i,-0.0009705+0.00051676i,-0.00030069-0.000294i
0.0058063+0.0016001i,0.0039023-4.77e-05i,0.0019214-0.00059888i,0.00015347-0.00048815i,-4.078e-05-0.00043848i,-0.00030362-0.0011074i,-0.00060862-0.0011606i,-0.00096989-0.00067774i,-0.00088294+0.00028589i,-0.00022918+0.0012903i,-0.0003175+0.00096853i,-0.00094385+0.00051058i,-0.0011068+0.00073873i,-0.00053214+0.00067978i,1.6498e-05+0.00026412i,7.0303e-05-0.00015103i,-0.00015475-0.0001555i,0.00044042+0.00071144i,0.00030971+0.00091866i,-0.00022317+7.4001e-05i,-0.00083039-0.00021819i,-0.0011006+0.00018859i,-0.00088701-0.00037414i
-7.7732e-05+0.0049863i,-0.0007433+0.0029472i,-0.00084444+0.0011427i,0.00023035+0.00063665i,0.00081563-0.00011227i,0.00077735-0.0011794i,0.0005247-0.00099231i,-0.00043496+2.9229e-05i,-0.001058+0.0005453i,-0.00086095+1.4026e-05i,-0.0004928-0.00094615i,-0.00055353-0.00073466i,-0.00064762+4.9581e-05i,-0.00037031+2.896e-05i,-0.00024206-3.7366e-05i,0.00018119+4.7236e-06i,0.0005232-0.00015768i,0.00067534-0.0003886i,7.8551e-05-7.4247e-05i,-0.00033988-0.00017147i,-0.00011315-0.00090641i,-0.00049765-0.00031194i,-0.0012968+0.00011028i
-1.5878e-05+0.0030898i,0.00077488+0.0017475i,0.00011667+0.00065287i,-0.00075561-0.00044501i,-0.00049322-0.00097617i,0.00048119-0.00077564i,0.00049009-0.00078939i,2.1488e-05-0.0013128i,-0.00038168-0.00058029i,-0.0012495+0.00021526i,-0.001289+0.00024159i,-0.00043083+0.0003406i,0.00057584+0.00017287i,0.00068696+6.5324e-05i,0.00033259-9.3318e-06i,-0.00012889-0.00087787i,-0.00019605-0.0013188i,0.0004786-0.00048071i,2.9064e-05+0.00069441i,-0.00041127+0.00059752i,-0.00012466-0.00058814i,-0.0001443-0.00096605i,-4.6597e-06-0.00032669i
-0.0041107+0.00072265i,-0.0026701+0.0007385i,-0.0021119+0.0011682i,-0.0012282+0.00098244i,-0.00056828+0.0011917i,0.00026441+0.0014424i,0.00052357+0.00091327i,-0.00018644-0.00042722i,-0.00034888-0.00058886i,-0.00049621+0.00017315i,-0.00047902+0.00032991i,-0.00029363-0.00022169i,-0.00036822+9.6314e-05i,-0.00023607+0.00031909i,0.00031722+1.662e-06i,0.00043941-0.00036457i,6.7253e-05-0.00039604i,-0.00018267-0.00021987i,-0.00038294-0.00020151i,-0.0010076+0.00046508i,-0.00056234+0.0001559i,0.00028435-0.00040922i,-0.00023417-0.00041207i
-0.0013727-0.0030395i,-0.001529-0.0010544i,-0.0020456-0.0016847i,-0.001413-0.0018041i,-0.00095064-0.0010931i,-0.00053242-0.00064046i,-0.00019292-0.00079992i,-0.00034311-0.0013732i,-0.001044-0.0010053i,-0.0011964+5.5487e-05i,-0.00075579+0.00093906i,-0.00048649+0.00065513i,0.00036631-0.00038378i,0.0010977-0.00025508i,0.00092129-6.2089e-05i,0.00044995+0.00014973i,0.00041663+0.00064603i,0.00065939-0.00044229i,0.00050651-0.001085i,4.4647e-05-0.00064861i,-0.00096848-0.00047269i,-0.0012158-0.00025811i,-0.00012972+0.00010922i
-0.0017273-0.0040142i,-0.0027033-0.0028985i,-0.0030067-0.00064187i,-0.0019035+0.0015411i,-7.134e-05+0.0012597i,0.0014017+0.00075333i,0.0013043+0.00031163i,-0.00028421+0.0003202i,-0.0011788+0.0010317i,-0.0002259+0.0009242i,0.00033487+0.000678i,-0.00033582+0.00084751i,-0.00093276+0.00075656i,-0.0010874+0.00060494i,-0.00038156+0.00076592i,0.00048302+0.00062305i,0.00051128-0.00037671i,0.00066193-0.0011312i,0.00035747-0.00087418i,-0.00049201-0.00071263i,-0.00044896-0.0012198i,-0.00038043-0.0013697i,-0.00048827-0.00039408i
0.0032623-0.00049667i,0.0010793+0.00066227i,0.0014154+0.0012812i,0.0017821+0.0008385i,0.0010462+0.00042741i,0.0010673+0.00037556i,0.00057362+0.00051208i,-0.0013682+0.00089779i,-0.0018331+0.00091448i,-0.00066131+0.00019383i,0.00029307+0.0003584i,0.00052534+0.0011584i,7.0474e-05+0.0008542i,-0.00033765+0.00049816i,-0.00012391+0.0001999i,0.00045919+0.00032963i,0.00049501+0.00083135i,0.00020011+0.00021633i,-3.9091e-05-0.00022585i,-0.00021713+0.00043936i,-2.2655e-05-0.00010053i,-0.00015875-0.0007526i,-7.2085e-05-0.00062072i
0.0031499+0.00035725i,0.00073114-0.0007576i,-0.00048658-0.0010086i,-0.00052585-0.00068591i,-0.00027776-0.00068054i,0.00033326-0.00025732i,0.00011554+0.00036335i,-0.00068365-0.00025001i,-0.0001401-0.00016805i,0.00038398+0.00048425i,0.00013412+0.0001728i,2.4639e-05-0.00035036i,-4.0538e-05-0.00024705i,-0.0001606-0.00057903i,-0.00018837-0.001319i,0.00060605-0.0015983i,0.00082923-0.0011115i,0.00030516-0.00069662i,6.4461e-05-0.00054108i,-0.00034599-0.00090297i,0.00010705-0.00065348i,0.00017331-0.00088096i,-0.00020568-0.0016209i
0.0018618+0.0037978i,0.0017896+0.0025293i,0.00027717+0.0011609i,-0.0011181+0.0006331i,-0.0006373-0.0001655i,0.0008671-0.00092472i,0.00093042-0.00086732i,-0.000126-0.00076972i,-0.00084708-0.00010734i,-0.0013436+0.00049191i,-0.0011096-0.00014537i,-0.00020428-0.00050449i,-5.7958e-05-0.00011645i,9.7939e-05+3.1872e-05i,0.00061764-0.00056586i,0.00081454-0.00095487i,0.00043667-0.00079797i,-0.00033612-0.00096234i,-0.00042868-0.00093986i,-0.00010663-0.0010415i,0.00018761-0.00038055i,0.0007259+0.00026103i,0.0006402-5.3891e-05i
0.00066238-0.00028457i,0.00083114-0.0016931i,-0.00052902-0.0023287i,-0.0024215-0.0020316i,-0.0029142-0.0014974i,-0.0019344-0.0010132i,-0.0010026-0.00067763i,-0.00057716-0.00016112i,-0.00050314-0.0002888i,-0.00045076-2.3604e-05i,-0.00040099+0.00042675i,-0.00074923+0.00030951i,-0.0012085+0.00089279i,-0.0013999+0.0012481i,-0.00031043+0.0013996i,0.0012642+0.0012949i,0.0014131+0.00055223i,-7.8764e-05-0.00070206i,-0.00051302-0.0012328i,-0.00011427-0.00050626i,0.00027317-9.8108e-06i,0.0002651+0.00035647i,-5.5758e-05+0.00029717i
-0.0028378+0.00059071i,-0.0017303+0.0012952i,-0.00032601+0.0012887i,-4.7507e-05+0.00077242i,-0.00055647+0.00048667i,-0.00063003-0.00032404i,-0.00059622-0.00093568i,-6.6007e-05-0.0010752i,0.0001567-0.00081317i,9.0031e-05-0.0003493i,0.00032274+0.00013949i,0.00025878+0.0005079i,0.00033129+0.00044819i,0.00049334+0.00036179i,0.00044652+0.00060748i,0.00012655+0.0005733i,-0.00012735+0.00047651i,-0.0001742-0.0002319i,9.5099e-05-0.00093433i,-0.00044992-0.0010529i,-0.00094002-0.0012753i,-0.00013476-0.0010891i,0.00073406-0.00061475i
-0.0025275-0.0032224i,-0.0017128-0.0020328i,-0.0022531-0.0018105i,-0.0023516-0.0012297i,-0.0015888-0.00016308i,-0.00046155-0.00083696i,-5.1002e-05-0.00083839i,-0.0010113+0.00038841i,-0.0011162+0.0012959i,0.00020098+0.00099527i,0.00053583-0.00055208i,-9.7645e-05-0.00054644i,-0.00070321+0.00057774i,-0.00028817+0.00033542i,1.4163e-05-0.00024137i,-4.401e-05-7.1541e-05i,0.00083626+3.7115e-05i,0.001538+0.00035569i,0.0013716+0.00060435i,0.0005786+0.00039616i,-0.00032356+0.00056872i,-0.00042574+0.00041839i,-0.00037795+0.00013794i
0.0018393-0.0029348i,0.00092698-0.002048i,0.00034094-0.0027018i,-0.00075829-0.0027016i,-0.00077161-0.0015823i,-0.00080541-0.00072558i,-0.0010852-0.00042635i,-0.00057566-0.00017833i,-0.00072608+0.00054569i,-0.0008912+0.0011337i,-0.00080888+0.0016807i,-0.00028105+0.0016332i,0.00051331+0.00032504i,0.00048035-0.00032222i,0.00022979-0.00013414i,7.5694e-05-0.00010776i,-0.00052023-0.00039301i,-0.00047869+0.00014054i,-4.1555e-05+0.00050748i,-6.3082e-05+0.00034243i,0.0001311-7.9262e-05i,0.0010851-0.00052523i,0.00069862-0.0002919i
0.0040956-0.001263i,0.0029725-0.0012683i,0.0012602-0.0015556i,0.00068849-0.00072825i,0.0010787+0.00039928i,0.00077486-5.4948e-05i,6.052e-05-0.00099837i,-0.00035339-0.0012973i,-2.0369e-05-0.00040887i,0.00023197+0.00025777i,0.00084204+0.00047305i,0.00076482+0.00011627i,-3.1645e-05-0.00034714i,-0.0003454-0.00013992i,-0.00039037+0.00036669i,7.3688e-05+0.00020727i,0.00038015-2.1229e-05i,0.00035511-0.00011299i,0.00035857-0.00027272i,-8.3415e-06-3.1159e-05i,0.0001063-0.0002717i,-0.00039155-0.00035027i,-0.00092612-5.506e-05i
0.00030238+0.00062477i,-0.0010438+0.00028105i,-0.0017045+0.00084523i,-0.00099115+0.0010582i,-0.00024247+0.0013772i,8.1807e-05+0.00098306i,0.00012165+0.00078242i,-0.00076199+0.00091217i,-0.0012467+0.00064425i,-0.00088036+0.0012i,-0.00067415+0.0014626i,-0.00044153+0.0007157i,-8.0368e-05+0.00036154i,0.00050096+0.00029621i,0.00046941+0.00082363i,-0.00027652+0.00062347i,-0.00021396-0.00059251i,0.00025262-0.00053138i,0.00027675+0.00019596i,-0.00049309-0.00045918i,-0.00069713-0.0010212i,-0.00053385+6.1269e-05i,-0.00078019+0.00032513i
-5.7824e-05+0.0010138i,0.00048704-0.00015232i,3.5101e-05-0.00027077i,-0.0002617-6.3981e-05i,0.00014078-0.00026323i,-0.00039092-0.00075417i,-0.001147-0.00042975i,-0.00077291+0.00020364i,-0.00090941+0.00026453i,-0.00093124-5.5407e-05i,-0.00049866+0.00018283i,-0.00074759+0.0013325i,-0.00090946+0.0019623i,-0.0005659+0.00093909i,-0.00040731+0.00059354i,-0.00019521+0.00088961i,0.00053291+0.00089564i,0.00056523+0.00040396i,2.2219e-05-0.00075374i,-0.00046239-0.0008696i,-0.00038803-0.00064987i,-0.0002451-0.00065268i,-0.00068854-0.00037047i
1.2783e-05+0.0034603i,-7.8016e-05+0.0017163i,-0.00077055+0.0012475i,0.00017401+0.0011552i,0.0011121+0.00022706i,0.0010691-0.00062868i,0.00040562-0.00034032i,-0.00063486+0.00023744i,-0.0012107+0.00047477i,-0.00079638+0.00081903i,-0.00025107+0.00039232i,0.0002177-0.00023722i,0.00065957-3.1642e-05i,0.00070188+0.00024526i,0.00024457+0.00046502i,0.00029073+0.00059019i,-0.00024839+0.00037992i,-0.00041497-4.3861e-05i,0.00068085+0.00014331i,0.00093881+0.0004789i,0.00053925+0.00026295i,0.00043732-0.00014049i,0.00023012-0.00069728i
0.0010161-0.001503i,0.0024833-0.0015059i,0.0011302-0.0027406i,-0.00026839-0.0024393i,-0.00042138-0.0008837i,-0.00030491-8.595e-05i,-0.00010365+0.00032329i,-0.00018792+0.00017621i,-0.00079728+0.00029191i,-0.00090139+9.3769e-05i,0.00030526-0.00028518i,0.0006054-0.00031167i,0.00013734+0.00013232i,0.00060814+0.00013398i,0.0005597-0.00054241i,0.00025598-0.00052353i,0.00074562-0.00047046i,0.00096318-0.00074682i,0.00046084-0.00027748i,0.00056826+0.00020141i,0.00098812-0.00035863i,0.0014358-0.000885i,0.0010746-0.00087852i
-0.001438-0.0012039i,-0.00094856-0.00076164i,-0.0011255-0.00037876i,-0.0010696+0.00028445i,8.8598e-05-0.00051722i,0.0012403-0.0013159i,0.00091885-0.00062974i,0.00040698-9.6062e-05i,-4.5978e-05+3.4798e-05i,-0.00045519+0.00021573i,-0.00057559-0.00028445i,-0.00089437-0.00040352i,-0.0014657-7.6772e-05i,-0.0004744+8.5085e-07i,0.00065796-7.8496e-05i,0.00030803+0.00018559i,0.00031585+0.00083764i,0.00091397+0.00061098i,0.00037354+0.00031296i,-0.00019303-0.00010333i,-0.00075869-0.0003003i,-0.00097948+0.00012571i,-0.00048063+0.00053036i
0.00042981-0.0013709i,0.00062862-0.00065069i,0.00082986+0.00021653i,-0.00010574+0.00038877i,-0.00023757+1.3044e-07i,0.00021055-6.6351e-05i,0.0003644-0.00025212i,-0.00073246+0.00035927i,-0.0013342+0.0012583i,-0.0013967+0.0014397i,-0.0016681+0.00096691i,-0.0008545+0.00014416i,3.6961e-05+0.00045507i,0.00087271+0.00043937i,0.00077548-7.805e-05i,-4.8668e-05-0.00082048i,-8.9576e-05-0.00088855i,0.00023808-0.0005244i,0.00035099-0.00021822i,-0.00010821+8.2359e-05i,-0.00041304-0.00054511i,-0.00019134-0.00036582i,-9.7207e-05-0.00025755i
0.0025568+0.00081467i,0.0021595+0.00018891i,0.00080467+9.8508e-05i,7.3002e-06+0.00061169i,-0.0001695+0.0007178i,-0.00039383+7.1087e-05i,-0.00046939-0.00021544i,-0.00031828-0.00056044i,0.00015396-0.00023918i,0.00049842+0.00065538i,0.00060102-2.265e-06i,0.00079995-0.00051439i,0.00026567+0.00032969i,0.00010039+0.0011923i,0.00040333+0.00079781i,0.00037665+0.00012762i,0.00053211+4.8722e-05i,0.00052745-0.00036195i,0.00017454-0.00060978i,-0.00017698-0.00068223i,-0.00056705+0.00023461i,-0.00019025+0.00035217i,-0.00020999-0.00066794i
0.002595+0.0012461i,0.0015996-0.00074982i,0.0024403-0.00053428i,0.002737-0.00024791i,0.0019127-0.0011542i,2.8498e-05-0.0014262i,-0.00077125-9.6713e-05i,-0.00081032+0.00068458i,-0.00022638+0.00090469i,0.00063435+0.0006822i,0.00030202-4.7048e-05i,-0.00033111+0.00016463i,-0.00043345+0.00070813i,0.0003905+0.00040317i,0.00074893+0.00055654i,-0.00018623-0.00020151i,-0.00070126-0.00092368i,0.00010125-0.00022258i,0.0013472+0.00062029i,0.0014128+0.00048717i,0.00069173+8.9936e-05i,8.3406e-05-0.00026191i,0.00051694-0.00053403i
0.00048873+0.0017386i,0.00083679-7.0075e-05i,0.00031057-0.00043432i,-6.1354e-06+0.00038381i,0.000442+0.00049472i,0.00087383+4.1205e-05i,0.00035575+9.3337e-05i,-0.00048513-0.00020899i,-0.00068244-0.00013217i,-1.5111e-05+0.00047284i,0.00054729+0.00047223i,0.00081429+0.00061924i,0.00020337-0.00013354i,0.00014352-0.00083892i,0.00045473-7.6182e-05i,0.00011871-0.0001558i,-0.00030952-0.00035644i,-0.00087459+0.0001696i,-0.00088254+0.00057896i,-0.00085407+0.00071855i,-0.00052351+0.0014231i,-1.929e-05+0.0015513i,3.606e-05+0.00079544i
-0.0025126+0.0017711i,-0.0027468+0.0021736i,-0.0020549+0.00092386i,-0.0011529+0.00063647i,-0.00079488+0.00063428i,-0.00058149+0.00039146i,0.00015314-0.00041477i,-0.00039756-0.00063483i,-0.00076134+0.0001445i,0.00012393+0.0011216i,0.00013466+0.00062796i,-0.0001175+0.0005638i,3.2429e-05+0.00013562i,0.00019542-0.00070539i,0.0003635-0.00030165i,0.00042779+2.4471e-05i,-4.1967e-05+0.00023831i,-0.00058653+0.00055455i,-0.00061142+0.00033452i,-0.00076025-5.8827e-06i,-0.00058851+2.6507e-05i,-0.0007351+0.00040132i,-0.0006772+0.00024242i
0.00013461+0.0015277i,0.001154+8.2054e-05i,0.0011684+7.3191e-05i,0.00094732+0.0010509i,0.0011521+0.00068298i,0.0010349-0.00043851i,0.00044725-0.00058184i,4.0219e-05-0.00088782i,-0.00014634-0.00096761i,-0.00017247-0.00042891i,-0.00068008-4.4652e-05i,-0.000435+2.2917e-05i,-0.00064411-0.00071459i,-0.00069566-0.00049973i,7.3927e-05+0.00021729i,0.00078015-0.00040033i,0.00083047-0.00067007i,0.0004901+0.00010446i,-2.2528e-05-0.00012077i,-0.00076163-0.0007821i,-0.00087059-0.00028343i,-0.00086522+0.00025754i,-0.00039742+0.00045248i
-0.0016175+0.00085053i,-0.0022287+0.0013784i,-0.001521+0.00033869i,0.00021142-0.0010417i,0.00091351-0.002186i,0.00034732-0.0017379i,6.5942e-05-0.00074839i,-0.00059577-4.6248e-05i,-0.00035097+1.5863e-05i,7.1302e-05+0.00052922i,0.00028255+0.0010437i,0.00035285+0.00095904i,0.00039037+0.00053572i,0.00053301+0.00013847i,7.3402e-05+0.00031659i,4.167e-05-0.00033919i,0.00077591-0.00023985i,0.0011182-0.00018747i,0.00083931-0.00077469i,-0.00023045-0.00033732i,-0.00095367+0.00031778i,-0.00068591+0.00066194i,-0.00019029+0.00079696i
0.0029234-0.0015445i,0.0031621-0.001369i,0.0019392-0.00048581i,0.00038603-4.504e-05i,-8.9301e-05-4.378e-05i,0.00016534-6.5021e-05i,-5.2336e-05-0.00032753i,-0.00048472-0.00081706i,-0.00044496-0.00053065i,-0.00070768-5.8238e-05i,-0.000985+1.6546e-05i,-0.00053129+5.4888e-05i,-0.0002166+2.8824e-05i,0.00017302+0.00026313i,0.00041146+0.00028416i,0.00041578-0.00015738i,0.00064495-0.00015738i,4.0222e-05+8.2539e-05i,9.2205e-05-0.00010537i,0.00082855-0.00032647i,0.00054279-0.00032104i,-6.1411e-05+0.00017371i,-0.00065514+0.00041818i
-0.00083332-0.0009957i,-0.0012432+0.00023282i,-0.0019485+0.00075258i,-0.0020868+0.00076336i,-0.0013154+0.00018044i,-0.00035869-0.00046181i,0.00018322-0.00042386i,-5.7138e-05-0.00038831i,-0.00058056+0.00021976i,-0.00052919+0.00049789i,-0.000228-0.00013727i,-0.00034543-0.00069206i,-0.00042972-0.00031965i,-0.0002327-0.00014944i,4.8797e-05-1.5074e-05i,0.00024477+0.00014826i,0.00056775-0.0002679i,0.0010156-0.00015305i,0.00084281-0.00023256i,0.00063595-0.00027104i,0.0005914-0.00036117i,0.00020872-0.00036196i,-0.00043033-0.00023072i
0.0019989-0.0017749i,0.0019844-0.0019819i,4.1554e-05-0.0010991i,-0.0014575-0.00045614i,-0.00096444-0.00032399i,-0.0010876-0.00071602i,-0.0019468-0.00066312i,-0.0016908-0.00021242i,-0.001237-6.0423e-06i,-0.0016495-0.0002291i,-0.001319-0.00045773i,3.7262e-05-0.0008941i,0.0005839-0.00062564i,0.00049211+0.00046426i,-0.00012749+0.00083092i,-0.00074017+8.0275e-06i,-0.00014544-0.00060185i,-0.00015503-0.0002464i,-0.00076189-0.0001655i,-0.0007683-0.00022967i,-0.0012246-0.00021707i,-0.0013429-0.00040536i,-0.00078968-0.00040931i
-0.0002873+0.0010826i,-0.0011183+0.00054473i,-0.0020349+0.00043749i,-0.0021683+0.00045563i,-0.0017613-0.00022717i,-0.00056101-0.00030448i,0.00061808-0.00025923i,1.5675e-06-0.00053917i,-0.0013133+0.00029664i,-0.0012089+0.00061147i,-0.00063653+0.00033854i,-0.0002305+0.0001306i,-7.3417e-05+0.0004853i,0.00036347+0.00058466i,0.0013724+0.00033692i,0.0010246+0.00058513i,0.00016998+0.00037853i,-0.00050559+7.5031e-05i,-6.4201e-05-0.00051003i,0.00039577-0.00040745i,-3.0196e-05+0.00022087i,-7.1222e-05-0.0001381i,-0.00055109-0.00075954i
-2.6137e-05+0.00023293i,0.0011477-0.00057907i,0.00074962-0.0020897i,2.5247e-05-0.0020337i,0.00033888-0.0011698i,0.00051896-0.00047225i,-4.6742e-05-0.00035328i,-0.00066246-0.00063475i,-0.00084924-3.5687e-05i,-0.00049193+3.308e-05i,-0.00014548-0.00060035i,0.0006112-0.0008688i,0.00030858-0.00020984i,-7.6419e-05+0.00059795i,0.00028918+0.00036534i,0.00054986+0.00032848i,0.00015349+0.00035403i,-0.00010574+0.00019856i,-1.6759e-05+0.0003796i,0.00015401+3.7312e-05i,-4.3025e-05-0.00069104i,-0.00066664-0.00033247i,-0.00023267+5.4958e-05i
-0.0012242-0.0015606i,-0.0014534-0.00086928i,-0.0020639+0.00013966i,-0.0012392+0.00036066i,-8.2877e-05+0.00053909i,0.00032501+0.00048574i,0.0001626+9.7364e-05i,-0.00011408+8.2865e-05i,-0.00020892+0.00043488i,-0.00082257+0.00037515i,-0.00021308+0.00048637i,0.00038031+0.00042384i,3.962e-05-7.0292e-05i,0.00012399+3.5281e-06i,0.00029673+0.00035567i,0.00056002+0.00084616i,0.00048814+0.00022812i,0.00066135-0.00029035i,0.0010551+0.00043699i,0.0013787+0.00020065i,0.0006546-0.0011785i,3.4092e-05-0.0013871i,0.00019559-0.00062929i
