0.00091518-0.00020627i,0.0012917-0.002479i,0.0017546-0.0046922i,0.0016693-0.0029616i,-6.9205e-05+0.00031726i,-0.0015515+0.0016698i,-0.00077396+0.001825i,0.00074223+0.00088988i,0.0012226+2.5714e-05i,0.0012961-0.00048932i,0.0013023-0.00093626i,0.00049556-0.00099277i,-0.00053626-0.0010543i,-0.001066-0.00078235i,-0.00033055-0.00042633i,0.00044042+5.2352e-05i,0.00015244-0.00058292i,0.00012803-0.00065741i,0.00039488-0.00042909i,0.00096111-0.0010382i,0.0012493-0.00069668i,0.0012007+0.00034285i,0.0011587+3.8642e-05i
-0.030551-0.04573i,-0.080529-0.047516i,-0.050387+0.023595i,0.10531+0.06914i,0.16908-0.027649i,0.06709-0.11003i,0.067059-0.088072i,0.15698-0.15066i,0.1074-0.22892i,0.0045551-0.14806i,-0.01229-0.043031i,-0.0089732-0.014551i,-0.024913-0.015483i,-0.041683-0.027351i,-0.055157-0.021009i,-0.049559+0.013975i,-0.029892+0.038477i,-0.015819+0.041348i,-0.010316+0.032418i,-0.015592+0.016434i,-0.02108+0.0060807i,-0.016293+0.0034041i,-0.011938+0.0028089i
0.021959+0.02768i,0.13115-0.0097433i,0.25883-0.29999i,0.16168-0.77705i,-0.14171-0.92403i,-0.24098-0.55377i,-0.03801-0.15808i,0.11774+0.008586i,0.13298+0.084746i,0.11287+0.080768i,0.056996+0.03544i,0.025931+0.020425i,0.028391-0.00021537i,0.021185-0.0020691i,0.032564+0.0097382i,0.034777-0.0070662i,0.013335-0.010866i,0.0090258-0.00082466i,0.015982-0.0032181i,0.015319-0.0020375i,0.0087771-0.0021417i,-0.0019569-0.0082766i,-0.014484-0.0035324i
-0.019503-0.055768i,-0.14613-0.14242i,-0.42536-0.1316i,-0.63002+0.10834i,-0.48098+0.34906i,-0.19133+0.2983i,-0.12413+0.12991i,-0.14782+0.11176i,-0.066275+0.11246i,0.0031325+0.025512i,-0.0032857-0.017881i,-0.016607+0.0036344i,-0.0059975+0.029961i,0.01949+0.034958i,0.03561+0.0071082i,0.028327-0.030174i,0.0074106-0.048664i,-0.015347-0.036855i,-0.021929-0.0019413i,0.0011268+0.021864i,0.032967+0.021668i,0.044159+0.01485i,0.042901+0.010364i
-0.0092878+0.082093i,0.058365+0.3042i,0.2985+0.66317i,0.64141+0.90834i,0.75465+0.81523i,0.54779+0.47748i,0.29353+0.11969i,0.11534-0.16321i,-0.042365-0.26496i,-0.10255-0.1581i,-0.041084-0.05136i,0.0035796-0.030721i,0.0058281-0.021449i,0.002037-0.022249i,-0.023213-0.015661i,-0.034639+0.025732i,-0.016753+0.051489i,0.00072161+0.039228i,0.012908+0.0099911i,0.016333-0.021459i,0.0019225-0.037254i,-0.013483-0.032646i,-0.011491-0.02569i
0.059269-0.092488i,0.13927-0.33115i,0.17953-0.75338i,0.082656-1.0792i,-0.045493-0.98207i,-0.037392-0.61352i,0.032535-0.362i,0.018016-0.24895i,-0.042826-0.12221i,-0.054884-0.016717i,-0.035714-0.00035792i,-0.028962-0.032835i,-0.035741-0.049545i,-0.038359-0.031888i,-0.022117-0.0014977i,0.0084706+0.018488i,0.042988+0.026057i,0.07462+0.021011i,0.084064+0.0028707i,0.053352-0.015665i,0.0071445-0.017585i,-0.017468-0.0073323i,-0.025742-0.0064388i
-0.11378+0.03346i,-0.34528+0.12204i,-0.68262+0.24825i,-0.89413+0.27891i,-0.80412+0.14974i,-0.57032+0.033871i,-0.41108+0.077964i,-0.28314+0.19543i,-0.11028+0.23921i,0.011939+0.15984i,0.013895+0.064483i,-0.015345+0.040796i,-0.013127+0.040656i,-0.0023629+0.029152i,0.0082536+0.003591i,0.0044913-0.041313i,-0.015618-0.07667i,-0.035275-0.073738i,-0.048713-0.04335i,-0.044972-0.013876i,-0.024622+0.00062192i,-0.0066922+0.0074268i,0.0021704+0.017569i
0.10424+0.026016i,0.32863+0.077483i,0.63824+0.14827i,0.79063+0.21843i,0.62757+0.25559i,0.31293+0.22746i,0.068551+0.19052i,-0.026711+0.18934i,0.014073+0.13503i,0.059873+0.024378i,0.039476-0.015163i,0.025895+0.021807i,0.03251+0.045626i,0.019285+0.0382i,-0.0077329+0.021647i,-0.031958+0.0097246i,-0.054131+0.0044275i,-0.071544-0.0050515i,-0.071028-0.014219i,-0.048691-0.011595i,-0.018301-0.0052379i,0.0019461-0.0064162i,0.0055106-0.006853i
-0.066379-0.066192i,-0.20624-0.18406i,-0.36682-0.29387i,-0.35085-0.26435i,-0.12774-0.13166i,0.066934-0.071984i,0.13587-0.082265i,0.15112-0.095989i,0.095443-0.12392i,-0.0078583-0.10635i,-0.041503-0.047768i,-0.022291-0.032258i,-0.015347-0.037478i,-0.0091081-0.028188i,-0.006581-0.0077622i,-0.0045422+0.030728i,0.013325+0.067443i,0.032988+0.076305i,0.039046+0.060868i,0.029686+0.038705i,0.014392+0.018876i,0.0038337+0.0033211i,6.6124e-05-0.0090363i
0.029034+0.095517i,0.090996+0.27285i,0.17781+0.48577i,0.23122+0.50725i,0.2208+0.26831i,0.17382+0.018295i,0.12629-0.093489i,0.076451-0.11876i,0.024644-0.076174i,0.0036645-0.0069547i,0.00046766+0.013609i,-0.011965-0.0059344i,-0.01707-0.027053i,-0.0031336-0.033527i,0.02027-0.024098i,0.033685-0.01648i,0.039304-0.015197i,0.045562-0.011974i,0.04002-0.0057476i,0.022368-0.0021619i,-0.0010114-0.00010053i,-0.019131+0.01049i,-0.017429+0.02341i
0.010113-0.09531i,0.04273-0.28526i,0.063726-0.55146i,-0.00069759-0.6825i,-0.12606-0.52433i,-0.16752-0.22693i,-0.11329-0.036473i,-0.047438+0.020854i,0.0112+0.02284i,0.044773+0.007247i,0.042506+0.013871i,0.035419+0.034671i,0.025536+0.036169i,0.0060861+0.025453i,-0.0073835+0.0040851i,-0.016607-0.022512i,-0.031645-0.039738i,-0.048483-0.041282i,-0.048704-0.025804i,-0.028418-0.0082915i,-0.0029975+0.002217i,0.015142+0.005904i,0.018674+0.0022143i
-0.054051+0.068162i,-0.17114+0.18051i,-0.33791+0.30728i,-0.43139+0.34807i,-0.37042+0.29598i,-0.22217+0.24475i,-0.064474+0.2023i,0.025357+0.10846i,0.0012498+0.013408i,-0.03454-0.012516i,-0.015009-0.01425i,0.0061796-0.023919i,0.00093641-0.021545i,-0.024989-0.012515i,-0.054415+0.007417i,-0.051568+0.040482i,-0.027387+0.064727i,-0.0077538+0.073597i,0.013775+0.062332i,0.030671+0.032596i,0.03172+0.0019961i,0.022314-0.021772i,0.0088223-0.032994i
0.074189-0.031657i,0.23832-0.059428i,0.48278-0.0551i,0.64419-0.019566i,0.57457-0.023168i,0.35373-0.10851i,0.1342-0.19192i,-0.013117-0.17665i,-0.063566-0.095381i,-0.053493-0.041829i,-0.044885-0.039429i,-0.050008-0.043652i,-0.05133-0.03071i,-0.034624-0.0014944i,0.004189+0.027849i,0.045474+0.032322i,0.078402+0.017338i,0.10148-0.0027977i,0.095646-0.026469i,0.056566-0.039748i,0.013165-0.03176i,-0.011282-0.010233i,-0.017368+0.0095639i
-0.068627-0.0094797i,-0.1937-0.053049i,-0.32395-0.13773i,-0.3244-0.18836i,-0.19529-0.15434i,-0.11852-0.11451i,-0.15329-0.10383i,-0.15997-0.080431i,-0.094298-0.053134i,-0.040976-0.028235i,-0.018091+0.0021215i,-0.0091011+0.020815i,-0.0016568+0.041829i,0.034565+0.052385i,0.065544+0.012293i,0.043942-0.050862i,-0.00080699-0.09285i,-0.035162-0.10645i,-0.060061-0.089526i,-0.066787-0.050285i,-0.047991-0.012786i,-0.02401+0.0084718i,-0.0062852+0.016866i
0.055636+0.027007i,0.11522+0.10645i,0.12768+0.21418i,0.036995+0.27123i,-0.049889+0.25096i,0.0013514+0.21322i,0.098533+0.17069i,0.089156+0.12681i,0.039307+0.10787i,0.043073+0.078925i,0.04731+0.031879i,0.034561+0.015142i,0.038629+0.0054571i,0.025305-0.026933i,-0.022566-0.041731i,-0.066109-0.016265i,-0.090469+0.021403i,-0.10361+0.043591i,-0.091228+0.053313i,-0.048494+0.051087i,-0.011716+0.028775i,-0.0035264+0.0035977i,-0.0064653-0.0099179i
-0.033818-0.053161i,-0.063822-0.15776i,-0.077625-0.3135i,-0.082704-0.40516i,-0.092708-0.35676i,-0.077932-0.24176i,-0.043869-0.14079i,-0.01653-0.048481i,0.014147+0.0075358i,0.02571-0.0078766i,0.00078883-0.030619i,-0.016678-0.034696i,-0.026994-0.053434i,-0.053945-0.056322i,-0.061308-0.011266i,-0.026777+0.045445i,0.018568+0.081586i,0.05025+0.098814i,0.067099+0.088755i,0.062423+0.048863i,0.039002+0.016566i,0.022874+0.010521i,0.01807+0.0073415i
0.010787+0.04899i,-0.0035747+0.1325i,-0.0383+0.22656i,-0.025744+0.24945i,0.044008+0.18057i,0.023364+0.10707i,-0.064507+0.094837i,-0.066321+0.078454i,-0.03501+0.020617i,-0.045994+0.0039104i,-0.052965+0.026331i,-0.052151+0.035663i,-0.052902+0.052826i,-0.020624+0.072618i,0.034489+0.056728i,0.070108+0.014286i,0.08532-0.021844i,0.097279-0.040939i,0.085961-0.047461i,0.043448-0.039319i,0.011677-0.019939i,0.010756-0.0073523i,0.014859-0.0048859i
0.012445-0.036072i,0.075787-0.078108i,0.20304-0.078423i,0.31981-0.016784i,0.32655+0.043475i,0.26405+0.069051i,0.22101+0.060381i,0.18354+0.030778i,0.11811+0.012183i,0.054043+0.011006i,0.024917+0.025286i,0.033374+0.048987i,0.062841+0.064013i,0.078761+0.047877i,0.057112+0.0014208i,0.01764-0.045655i,-0.010132-0.079023i,-0.028262-0.10289i,-0.038149-0.098029i,-0.030778-0.059573i,-0.018693-0.027992i,-0.02256-0.020477i,-0.029617-0.014521i
-0.022159+0.026701i,-0.090585+0.036868i,-0.21174+0.0028993i,-0.32404-0.051591i,-0.34244-0.075331i,-0.27142-0.1046i,-0.19088-0.14403i,-0.12961-0.14049i,-0.070071-0.11398i,-0.026066-0.099247i,-0.00065167-0.087426i,0.022873-0.090416i,0.025971-0.11751i,-0.0093712-0.12007i,-0.057607-0.074433i,-0.087607-0.017879i,-0.10435+0.02086i,-0.11597+0.046575i,-0.096226+0.054991i,-0.045276+0.036689i,-0.010248+0.010624i,-0.0070155+0.0023089i,-0.011546+0.0053593i
0.024097-0.012872i,0.063272-0.0070316i,0.093046+0.02497i,0.058885+0.03036i,-0.030563-0.017526i,-0.076017-0.018175i,-0.068419+0.019906i,-0.074866+0.01032i,-0.07146+0.0012084i,-0.030579+0.021374i,-0.0046637+0.018414i,-0.030343-0.0066445i,-0.077028-0.018106i,-0.090107-0.0081355i,-0.060833+0.022021i,-0.023559+0.062347i,0.0066652+0.098636i,0.032757+0.11761i,0.039206+0.09988i,0.022984+0.05481i,0.011305+0.022245i,0.018051+0.014361i,0.025509+0.011086i
-0.02916+0.0035004i,-0.046217-0.019849i,-0.025948-0.084738i,0.052911-0.13602i,0.15567-0.10683i,0.22708-0.079607i,0.23734-0.080931i,0.19962-0.043126i,0.13456+0.0075686i,0.073039+0.032423i,0.043816+0.046785i,0.033618+0.0671i,0.028417+0.097119i,0.040447+0.10646i,0.068406+0.068439i,0.096028+0.011212i,0.11442-0.037769i,0.11639-0.071555i,0.085677-0.072394i,0.034799-0.042579i,0.0029135-0.012693i,0.00036522-0.0043436i,0.0050536-0.0087679i
0.025+0.00043239i,0.042665+0.030333i,0.044927+0.094947i,0.046336+0.15787i,0.049213+0.16688i,-0.0011008+0.12396i,-0.078947+0.066948i,-0.10645+0.032408i,-0.090745+0.0089113i,-0.071539-0.022139i,-0.054315-0.039693i,-0.021583-0.035045i,0.022486-0.028069i,0.040299-0.026683i,0.026646-0.034773i,0.00161-0.060775i,-0.028164-0.085601i,-0.048361-0.08905i,-0.039307-0.069059i,-0.017015-0.036675i,-0.010875-0.014991i,-0.022236-0.0084327i,-0.030573-0.0026623i
-0.019049-0.0087077i,-0.021722-0.036448i,-0.0065289-0.076613i,-0.0092323-0.084258i,-0.044765-0.022846i,-0.070892+0.052811i,-0.083738+0.07749i,-0.10351+0.048787i,-0.091934+0.017613i,-0.039754+0.0022234i,-0.014289-0.019133i,-0.028947-0.04216i,-0.045789-0.05815i,-0.052429-0.062638i,-0.066051-0.039681i,-0.088661+0.010824i,-0.09818+0.06614i,-0.086622+0.098336i,-0.054829+0.086479i,-0.015395+0.047807i,0.0038907+0.019237i,0.0040489+0.014386i,0.0047023+0.016633i
0.015362+0.013236i,0.0029173+0.02431i,-0.049427+0.02436i,-0.099966-0.006124i,-0.090496-0.079141i,-0.051921-0.13542i,-0.003035-0.1266i,0.060553-0.082333i,0.087101-0.041025i,0.058473-0.0072405i,0.024203+0.015773i,-0.0023323+0.022693i,-0.025314+0.024964i,-0.030207+0.025422i,-0.017374+0.03039i,0.0081525+0.051214i,0.043873+0.064892i,0.064982+0.059482i,0.052129+0.042486i,0.027473+0.019605i,0.022299+0.0045313i,0.03138-0.0062348i,0.029013-0.016865i
-0.002488-0.017562i,0.010671-0.031418i,0.060666-0.03252i,0.11073-0.028402i,0.10091-0.024816i,0.05449-0.0049311i,0.025432+0.028441i,0.026766+0.0533i,0.02768+0.047219i,0.0021171+0.021709i,-0.017231+0.019686i,0.00041984+0.035125i,0.021935+0.045133i,0.030365+0.049932i,0.046703+0.030805i,0.065195-0.019685i,0.06521-0.076073i,0.051739-0.10816i,0.032149-0.095158i,0.0092458-0.054449i,-0.005479-0.026927i,-0.013033-0.019005i,-0.017667-0.011314i
-0.0024264+0.021213i,-0.012183+0.022561i,-0.03394+0.0071667i,-0.032133-0.0055994i,0.024444+0.004369i,0.088867+0.0036767i,0.076996-0.024298i,-0.0030936-0.039822i,-0.044297-0.032951i,-0.019515-0.037381i,0.004819-0.04858i,0.010869-0.041439i,0.021625-0.026403i,0.029307-0.019734i,0.0162-0.025297i,-0.015049-0.034583i,-0.051548-0.029616i,-0.072199-0.01944i,-0.060142-0.013481i,-0.031446-0.0044803i,-0.019257+0.0046837i,-0.021155+0.014653i,-0.011589+0.023295i
0.0094937-0.012673i,0.018961-0.013816i,0.037024-0.0011598i,0.032033-0.0037914i,-0.02289-0.027781i,-0.071089-0.037071i,-0.065838-0.036321i,-0.032622-0.050882i,-0.0079822-0.050879i,0.0064036-0.015033i,0.010471+0.016346i,-0.0002066+0.018739i,-0.011305-5.0543e-05i,-0.021122-0.023569i,-0.036299-0.015084i,-0.038403+0.030108i,-0.018536+0.075254i,-0.00088187+0.097734i,0.0043139+0.084867i,0.0085003+0.043566i,0.011463+0.01026i,0.013102-0.0011593i,0.012539-0.0095003i
-0.014196+0.0084265i,-0.0229+4.1541e-05i,-0.039507-0.036463i,-0.05559-0.053388i,-0.040446-0.0019758i,-0.0032244+0.060543i,0.030508+0.08342i,0.051773+0.076494i,0.042504+0.054727i,0.012365+0.045116i,0.0039932+0.04514i,0.010967+0.02512i,-0.0031274+0.00367i,-0.020241+0.0056022i,-0.0091276+0.014626i,0.020354+0.010072i,0.04633-0.0081113i,0.062281-0.020401i,0.057159-0.01936i,0.030444-0.016204i,0.0089229-0.014907i,0.001338-0.015756i,-0.0093278-0.013362i
0.0056425-0.0069823i,0.0092459+0.012379i,0.0064386+0.062762i,0.018235+0.10646i,0.038395+0.076641i,0.028475-0.011047i,-0.014985-0.065504i,-0.050002-0.04876i,-0.051153-0.018745i,-0.03817-0.02948i,-0.03741-0.05309i,-0.040294-0.047786i,-0.029918-0.022436i,-0.011988-0.00036773i,0.0013787-0.0029515i,-0.00080897-0.026897i,-0.018139-0.049354i,-0.029269-0.062625i,-0.025342-0.058045i,-0.018228-0.030792i,-0.012711-0.0044905i,-0.0089822+0.0098352i,-0.0026559+0.024641i
-0.0093834-0.0015083i,0.00061775-0.01728i,0.019098-0.058373i,0.011651-0.092551i,-0.030907-0.072234i,-0.070631-0.025464i,-0.072417-0.013896i,-0.050823-0.032458i,-0.02431-0.044721i,0.0032926-0.041307i,0.017379-0.024186i,0.019898-0.00095243i,0.022393+0.011768i,0.01902+0.0072897i,0.0023779-0.0015051i,-0.018232-0.0011618i,-0.033204+0.010922i,-0.047111+0.023814i,-0.050045+0.028126i,-0.030454+0.023388i,-0.011757+0.0156i,-0.00053348+0.010437i,0.015342-0.00070405i
0.0010219+0.00055189i,-0.018219+0.0052681i,-0.060013+0.019325i,-0.075298+0.027155i,-0.024802+0.0038807i,0.0551-0.010107i,0.092735+0.0042342i,0.074137+0.015996i,0.040665+0.028876i,0.024332+0.04337i,0.023866+0.03392i,0.021723+0.0067991i,0.014791-0.010133i,0.010208-0.011263i,0.0047312-0.0026343i,-0.00020998+0.012118i,0.0050269+0.027637i,0.019704+0.044932i,0.029727+0.049265i,0.024484+0.031257i,0.014733+0.011985i,0.0083909-0.0048505i,-0.0059293-0.023539i
0.00017133-0.0071013i,0.022045-0.0010108i,0.087253+0.0067059i,0.15558-0.0047183i,0.14781-0.029914i,0.063903-0.041495i,-0.0083925-0.022677i,-0.017358+0.01192i,-0.00057988+0.022433i,-0.005983+0.010249i,-0.027089+0.0064471i,-0.038117+0.010398i,-0.036329+0.0096965i,-0.02736+0.0072537i,-0.010837+0.010616i,0.007952+0.019193i,0.02776+0.018596i,0.04951-0.0011665i,0.054787-0.021997i,0.037776-0.023626i,0.019173-0.015581i,0.0053798-0.0080179i,-0.0097529+0.0084473i
0.0035942-0.0029005i,-0.013415-0.021704i,-0.053867-0.052543i,-0.090884-0.04234i,-0.078342+0.032118i,-0.016949+0.08713i,0.016907+0.043115i,-0.004235-0.033918i,-0.020646-0.065981i,-0.012034-0.061749i,0.00040625-0.041943i,0.0065932-0.017577i,0.0041815-4.2526e-05i,-0.0017547+0.0085412i,-0.0028729+0.0085436i,0.0056453+0.0013904i,0.0091674-0.012885i,-0.0054736-0.031471i,-0.022809-0.038042i,-0.024452-0.02662i,-0.01845-0.012404i,-0.012997+0.00023747i,0.0052576+0.012157i
-0.0063074-0.0014711i,-0.0076043+0.026995i,-0.0066851+0.078405i,-0.010413+0.10442i,-0.026193+0.064819i,-0.040413-0.0058116i,-0.029762-0.022154i,-0.0017684+0.012722i,0.0074035+0.036275i,0.00027269+0.035309i,-0.0055118+0.022666i,-0.0097218+0.0099107i,-0.0066178+0.0022363i,0.00037017-0.0021301i,0.0009745-0.0076494i,-0.0078876-0.016535i,-0.02471-0.017008i,-0.041159+0.0021562i,-0.041143+0.023007i,-0.023675+0.023461i,-0.009244+0.012267i,-0.0031928+0.0020729i,-0.00053685-0.012896i
0.0072182+0.0052647i,0.026233-0.026545i,0.046597-0.10075i,0.037639-0.17649i,-0.0067709-0.17655i,-0.04957-0.089776i,-0.045001+0.0069413i,-0.0060301+0.045213i,0.015475+0.032148i,0.0082856+0.018613i,0.00026092+0.023342i,0.0027568+0.025291i,0.0094092+0.013464i,0.01434-5.2911e-05i,0.012465-0.005275i,0.0052285+0.00052318i,0.0050195+0.014287i,0.018782+0.024808i,0.032054+0.02234i,0.030661+0.0091666i,0.023142-0.0023454i,0.013742-0.0078882i,-0.0043892-0.008449i
-0.0022163-0.0017718i,-0.027723+0.0079948i,-0.062157+0.03449i,-0.052376+0.057346i,0.034911+0.035009i,0.10831-0.034872i,0.077696-0.10451i,-0.010661-0.13179i,-0.05542-0.10802i,-0.036234-0.074922i,-0.0085786-0.060401i,0.0048501-0.046483i,0.0051326-0.029329i,-0.0029706-0.017025i,-0.003337-0.0050372i,0.010876+0.0018964i,0.028034-0.00528i,0.034108-0.020195i,0.026041-0.026525i,0.010984-0.020543i,-0.0025848-0.013057i,-0.0076863-0.0031869i,-0.0031672+0.013846i
0.0022144+0.0024889i,0.033015+0.011963i,0.08553+0.023917i,0.11486+0.037973i,0.07561+0.045793i,0.0047412+0.038336i,-0.026046+0.021916i,-0.0076838+0.019725i,0.020801+0.026279i,0.025952+0.024438i,0.013989+0.017864i,-0.00070348+0.0091475i,-0.013154+0.0072231i,-0.0175+0.011672i,-0.015372+0.0036568i,-0.01822-0.014527i,-0.029408-0.025868i,-0.04168-0.026138i,-0.043789-0.018879i,-0.034463-0.0075819i,-0.025772+0.004407i,-0.015438+0.011294i,0.0033353+0.0083542i
0.0019818-0.009603i,-0.025481-0.031623i,-0.076502-0.055258i,-0.1213-0.046795i,-0.11832+0.014886i,-0.060549+0.09812i,0.016389+0.13633i,0.057279+0.11395i,0.048295+0.073935i,0.027535+0.0513i,0.017169+0.04117i,0.008061+0.028997i,0.0016206+0.017676i,0.001085+0.0087488i,-0.0070283+0.0043941i,-0.022434+0.011633i,-0.030302+0.029299i,-0.024682+0.044301i,-0.01236+0.04073i,-0.00083859+0.022216i,0.0082597+0.0071025i,0.012859-0.0045064i,0.0076911-0.017931i
-0.0025181+0.0062627i,0.0053217+0.033289i,0.022845+0.060884i,0.032134+0.04414i,0.01706-0.031981i,-0.0083282-0.10963i,-0.041961-0.12707i,-0.071394-0.084869i,-0.068414-0.039513i,-0.048212-0.029498i,-0.032554-0.031336i,-0.01634-0.021845i,-0.0014944-0.013624i,0.0022191-0.006773i,0.0059329+0.0080598i,0.018749+0.020071i,0.038218+0.019639i,0.054422+0.01208i,0.052873+0.0050361i,0.036011-0.00041193i,0.020506-0.0051181i,0.0085942-0.0070825i,-0.0052845-0.003283i
0.01006-0.01121i,0.014035-0.043299i,0.022837-0.089294i,0.030258-0.10785i,0.01971-0.074742i,-0.016031-0.028645i,-0.045932-0.0090014i,-0.028378-0.022885i,0.00057061-0.048673i,0.0023013-0.04974i,-0.0054936-0.03263i,-0.009923-0.021456i,-0.0087112-0.014421i,-0.00071412-0.01076i,0.003023-0.01553i,-0.0027097-0.023773i,-0.011394-0.032763i,-0.015913-0.041754i,-0.015521-0.037498i,-0.014069-0.018101i,-0.012237-0.0017623i,-0.011046+0.0064333i,-0.0072685+0.012904i
-0.00697+0.0028537i,-0.021853+0.026454i,-0.036187+0.057879i,-0.021619+0.079032i,0.040562+0.081975i,0.11207+0.062087i,0.13378+0.032075i,0.09252+0.024307i,0.04508+0.035477i,0.028314+0.03664i,0.01677+0.026333i,-0.00012989+0.020859i,-0.010481+0.016054i,-0.014884+0.0055001i,-0.020562+0.0023335i,-0.024648+0.014984i,-0.02678+0.03045i,-0.032916+0.035589i,-0.032167+0.029498i,-0.01938+0.017115i,-0.0086843+0.0059248i,-0.0032824-0.000763i,0.0016071-0.0042871i
0.010685-0.0055865i,0.031704-0.01725i,0.052263-0.03154i,0.041072-0.033551i,-0.0061302-0.026481i,-0.052459-0.021748i,-0.059824-0.014452i,-0.030589+0.0018939i,-0.0011964+0.016242i,0.006938+0.012675i,0.0050312+0.0059467i,0.013079+0.0062383i,0.01706+0.0098779i,0.012688+0.021574i,0.023137+0.030241i,0.046371+0.023791i,0.06232+0.014068i,0.063657+0.011054i,0.049902+0.0077953i,0.029538-0.00086314i,0.014516-0.0077588i,0.0075728-0.009058i,0.0045257-0.0080406i
-0.012271-0.00082963i,-0.035914-0.00072656i,-0.063774-0.0025234i,-0.070419-0.0032087i,-0.049027+0.01187i,-0.029768+0.038066i,-0.021967+0.032423i,-0.024849-0.019354i,-0.038213-0.062959i,-0.040731-0.055466i,-0.023723-0.029216i,-0.011495-0.021025i,-0.0057061-0.018359i,0.005778-0.015455i,0.0098-0.023131i,0.0015619-0.038929i,-0.0059569-0.052576i,-0.0051958-0.054855i,-0.00078713-0.040818i,0.0009777-0.019629i,0.00020786-0.0033332i,-0.0016081+0.0062858i,-0.0024423+0.0095913i
0.0099987+0.0089336i,0.032591+0.013974i,0.060542+0.013338i,0.067983-0.012061i,0.048784-0.066057i,0.02616-0.094868i,0.0075786-0.067988i,-0.005161-0.011796i,-0.0021745+0.031278i,0.0047589+0.035664i,0.0008117+0.026116i,-0.0073244+0.023321i,-0.013792+0.012343i,-0.024099-0.0061687i,-0.038812-0.011598i,-0.051214+0.0010877i,-0.058227+0.01762i,-0.057971+0.024079i,-0.044412+0.019638i,-0.022033+0.012446i,-0.0062353+0.0089589i,-0.00035903+0.0089355i,0.0020448+0.008742i
-0.0030874-0.011673i,-0.022684-0.028642i,-0.041164-0.045018i,-0.043776-0.035429i,-0.036232-0.00016795i,-0.033985+0.021292i,-0.028527+0.025436i,0.0010648+0.029275i,0.027345+0.01939i,0.025566+0.0053233i,0.020488-0.0029333i,0.019496-0.011325i,0.013834-0.0098047i,0.010166+0.0033024i,0.015834+0.012111i,0.024934+0.015086i,0.030537+0.022222i,0.029723+0.031036i,0.023366+0.026202i,0.013033+0.0071802i,0.0046473-0.010152i,0.00082455-0.018773i,-0.0018329-0.019211i
0.0023108+0.014374i,0.014258+0.034914i,0.031255+0.054992i,0.048088+0.055397i,0.068729+0.038412i,0.098646+0.013089i,0.089166-0.031989i,0.012086-0.067628i,-0.042987-0.054541i,-0.034322-0.032597i,-0.023497-0.030664i,-0.02385-0.022442i,-0.011932-0.0063113i,0.0048869+0.00016423i,0.012525-0.0053005i,0.013644-0.018408i,0.01748-0.029954i,0.025554-0.034027i,0.023728-0.027343i,0.0092068-0.012723i,-0.0043174-0.0029653i,-0.0093167+0.0009158i,-0.0056304+0.0023084i
0.00087041-0.014182i,-0.00066584-0.038294i,-0.0098112-0.063572i,-0.032132-0.063476i,-0.06056-0.033193i,-0.082427-0.01075i,-0.069842+0.0063197i,-0.016997+0.021138i,0.016045+0.016779i,0.01173+0.011731i,0.0052712+0.018317i,0.0053963+0.022907i,0.0015074+0.017594i,-0.010133+0.0098068i,-0.02445+0.0078529i,-0.035478+0.010948i,-0.040833+0.0083679i,-0.041031-0.0029784i,-0.031706-0.0079743i,-0.014751+0.0010114i,-0.0019231+0.013404i,0.0066727+0.019389i,0.011163+0.013914i
-0.0069011+0.016195i,-0.015+0.038717i,-0.01981+0.058087i,-0.016884+0.056413i,-0.013498+0.046724i,-0.013179+0.062082i,-0.0041066+0.083806i,0.009268+0.074509i,0.019192+0.042968i,0.021566+0.019402i,0.017684+0.0051676i,0.010063-0.012254i,-0.00089705-0.020825i,-0.0082134-0.013441i,-0.007244+0.001881i,-0.00079874+0.020096i,0.0018618+0.034722i,-0.002054+0.041699i,-0.0046158+0.03349i,-0.00033643+0.011835i,0.0059807-0.0052886i,0.0064046-0.013684i,-0.002066-0.014172i
0.013933-0.0020299i,0.035792-0.022216i,0.05525-0.045051i,0.061819-0.061147i,0.070819-0.08212i,0.064952-0.12404i,0.025441-0.13676i,-0.0090501-0.090866i,-0.014692-0.039289i,-0.012288-0.026082i,-0.018383-0.022337i,-0.020149-0.004723i,-0.011576+0.0058308i,-0.00012106+0.0049925i,0.013315+0.00023438i,0.025231-0.0064976i,0.034185-0.0097293i,0.03907-0.010403i,0.031888-0.0090039i,0.015243-0.0060014i,0.00053466-0.0084919i,-0.010294-0.011036i,-0.014619-0.0038207i
-0.01707+0.0023001i,-0.04199+0.0093923i,-0.057676+0.018641i,-0.046407+0.022306i,-0.032964+0.017067i,-0.035859+0.022903i,-0.037562+0.01124i,-0.033211-0.028961i,-0.032793-0.045355i,-0.029838-0.022232i,-0.010117+0.0049319i,0.01099+0.012856i,0.018563+0.0095645i,0.017254+0.0046448i,0.010605-0.0030556i,0.0018154-0.01274i,-0.0057281-0.023934i,-0.010205-0.03076i,-0.0078993-0.02278i,-0.0026934-0.006565i,-0.0027516+0.0068002i,-0.0019013+0.015491i,0.0057433+0.017964i
