-0.00074492+0.00035023i,-0.00073863-0.00092391i,-0.00017644-0.0016574i,0.00042484-0.0021708i,-7.514e-05-0.0031806i,-0.0012026-0.0022661i,-0.001965-0.00043295i,-0.0016023+0.001082i,-0.0001503+0.0011505i,0.00096042+6.0039e-05i,0.00077247+0.0002281i,-0.00022449-1.6981e-05i,-0.00013032-5.0277e-05i,0.00024297+0.00014718i,0.00010845-0.00026551i,-0.00014908-0.00062187i,-0.00010186-0.00098187i,-0.00030302-0.00044201i,-0.00087774+8.267e-05i,-0.0012099-0.00035133i,-0.0007898-0.00060711i,2.7486e-05-0.00038081i,0.00047936-6.8136e-05i
0.017447+0.002026i,0.044858-0.010903i,0.076354-0.040394i,0.062633-0.067008i,-0.017448-0.073534i,-0.081872-0.061i,-0.090666-0.033094i,-0.066767-0.00049852i,-0.044862+0.014163i,-0.036119+0.020542i,-0.0099311+0.026919i,0.024031+0.014689i,0.027274-0.0020091i,0.011455-0.0014975i,0.007695+0.0056695i,0.017004+0.0087635i,0.024365+0.0048936i,0.024062+0.00010874i,0.015936+0.0025958i,0.0025558+0.0060557i,-0.0078836-0.00076906i,-0.015194-0.012381i,-0.019368-0.011706i
-0.01645-0.011742i,-0.046603-0.02238i,-0.091895-0.034766i,-0.10984-0.040685i,-0.076278-0.010292i,-0.049282+0.055593i,-0.032352+0.10239i,-0.0062334+0.080413i,0.0052771+0.026089i,-0.0012866-0.0023217i,-0.0096314-0.0071203i,-0.011724-0.0087111i,-0.0091549-0.010481i,-0.0044684-0.012248i,0.00042112-0.020313i,-0.0013096-0.033817i,-0.0062453-0.040845i,-0.0081213-0.036405i,-0.0053044-0.020469i,-0.00027466-0.00028831i,-0.00019142+0.011721i,-0.0017998+0.015891i,0.0029485+0.015124i
0.0077461+0.019501i,0.02892+0.040401i,0.062037+0.066039i,0.074335+0.07914i,0.062072+0.05345i,0.078108-0.0097775i,0.094543-0.075543i,0.064174-0.086919i,0.031287-0.04663i,0.027118-0.023223i,0.01658-0.022256i,-0.0019967-0.010728i,-0.0021244+0.00052547i,0.0042899+0.0027241i,-0.00093621+0.0054174i,-0.012413+0.011326i,-0.019552+0.018023i,-0.014843+0.01901i,-0.0032731+0.010089i,0.0052391+0.0023799i,0.010486+0.0075716i,0.017843+0.016641i,0.02627+0.014491i
0.0088079-0.019293i,-0.0035302-0.044102i,-0.037813-0.064629i,-0.066447-0.043127i,-0.064084+0.009737i,-0.06831+0.034566i,-0.084521+0.034874i,-0.07891+0.035492i,-0.051065+0.032211i,-0.023322+0.022649i,-0.0055683+0.0077977i,0.00013977-0.0066151i,-0.0067979-0.0095931i,-0.013219-0.0015203i,-0.0060143+0.007709i,0.008415+0.013743i,0.016492+0.016085i,0.013455+0.012795i,0.0058562+0.0052475i,0.003216-0.0043071i,0.005161-0.013476i,0.0028035-0.022178i,-0.0082084-0.027625i
-0.013537+0.0098694i,-0.020755+0.033438i,-0.012637+0.06053i,-0.0015074+0.059237i,0.00041741+0.03641i,0.019699+0.044901i,0.041553+0.059523i,0.039744+0.044388i,0.029528+0.013276i,0.013212-0.0059731i,0.0010932+0.0059459i,0.005137+0.020501i,0.011525+0.015261i,0.011401+0.0036958i,0.0062915-0.0092517i,0.00066096-0.022821i,-0.0040123-0.030166i,-0.0084275-0.025124i,-0.01052-0.011439i,-0.0097578-0.0040527i,-0.0091266-0.0083769i,-0.015395-0.012444i,-0.026722-0.005914i
0.023807-0.0072905i,0.042938-0.029971i,0.053492-0.063904i,0.053883-0.073406i,0.048262-0.061277i,0.023313-0.078295i,0.00078237-0.098395i,0.0023955-0.078857i,0.0044039-0.043989i,0.0016008-0.02192i,0.00065099-0.014595i,0.0016097-0.010853i,0.0029657-0.0083518i,0.0011141-0.011021i,-0.0077766-0.010768i,-0.02307-0.0014483i,-0.032171+0.011832i,-0.027042+0.017877i,-0.014768+0.014978i,-0.0073632+0.012603i,-0.0062093+0.016607i,0.00048013+0.025141i,0.016547+0.031214i
-0.02587-0.0040413i,-0.048854+0.0068313i,-0.0585+0.028317i,-0.041348+0.032317i,-0.01991+0.021902i,-0.0025658+0.041044i,0.00035715+0.066007i,-0.01633+0.062079i,-0.027157+0.045978i,-0.022854+0.031111i,-0.018038+0.011516i,-0.024877-0.00068269i,-0.030026+0.0051059i,-0.024104+0.015822i,-0.012262+0.024472i,0.0043338+0.031109i,0.017534+0.034491i,0.021923+0.032052i,0.019355+0.020393i,0.01198+0.0089447i,0.0076758+0.0065569i,0.011764+0.0049211i,0.021214-0.0047771i
0.0218+0.017011i,0.045051+0.014704i,0.058987-0.0077078i,0.043989-0.030411i,0.031212-0.041969i,0.017708-0.061188i,-0.0067463-0.06048i,-0.011732-0.033455i,-0.0051506-0.023691i,-0.0082567-0.023196i,-0.006481+1.2827e-05i,0.012368+0.018082i,0.025768+0.010898i,0.023856+0.0012541i,0.021851-0.005708i,0.022611-0.017191i,0.021865-0.026869i,0.017527-0.026281i,0.01125-0.015956i,0.0085632-0.007927i,0.0072064-0.010541i,-0.00081096-0.019043i,-0.017632-0.026858i
-0.014827-0.022428i,-0.03743-0.037683i,-0.065127-0.039431i,-0.080209-0.029666i,-0.096933-0.0090767i,-0.10019+0.029067i,-0.064279+0.038262i,-0.020038+0.0093852i,0.0024582-0.0027203i,0.012669+0.0065195i,0.020179-0.000128i,0.016508-0.015555i,0.0051293-0.020257i,-0.0042589-0.019478i,-0.013895-0.017328i,-0.025847-0.011256i,-0.029662-0.0061392i,-0.021287-0.005489i,-0.0093271-0.0064006i,-0.00059765-0.0055535i,0.0028319-0.0034815i,-0.00066609-0.00061226i,-0.0097764+0.0066105i
0.0025534+0.022794i,0.014008+0.043593i,0.026144+0.04829i,0.021783+0.040408i,0.023655+0.041154i,0.056142+0.04882i,0.088568+0.047783i,0.071582+0.035363i,0.033188+0.030052i,0.020269+0.023759i,0.0077842+0.0097322i,-0.013401+0.0066258i,-0.020208+0.017164i,-0.014917+0.026973i,-0.0060863+0.031789i,0.0043234+0.032699i,0.008408+0.030967i,0.0038461+0.024906i,-0.0030886+0.012735i,-0.0073584+0.001815i,-0.0089472-0.00018554i,-0.0059674+0.007246i,0.0054873+0.017403i
0.0099942-0.021923i,0.0062648-0.048127i,-0.0082173-0.062665i,-0.018615-0.061401i,-0.029639-0.080195i,-0.057513-0.1128i,-0.097854-0.10405i,-0.10351-0.052853i,-0.074538-0.021424i,-0.056458-0.01372i,-0.036867+0.0024891i,-0.0082499+0.012904i,0.010484+0.0028905i,0.018075-0.010979i,0.019405-0.020832i,0.017512-0.027329i,0.01576-0.025614i,0.012919-0.014489i,0.006466-0.00079366i,-0.0018417+0.00626i,-0.0061097+0.0076736i,-0.002556+0.0072651i,0.0057407+0.0027475i
-0.016306+0.013967i,-0.028683+0.036819i,-0.030507+0.05682i,-0.028298+0.070592i,-0.016714+0.10015i,0.0031818+0.12632i,0.01688+0.10902i,0.017866+0.062748i,0.021068+0.028927i,0.028831+0.010688i,0.0273-1.3884e-05i,0.018301-0.0043655i,0.0076991-0.0060919i,-0.0019918-0.0096815i,-0.011555-0.013548i,-0.020203-0.013599i,-0.020962-0.012862i,-0.012221-0.014425i,-0.00095184-0.01092i,0.0090346-0.0012661i,0.015764+0.0021498i,0.015552-0.0044053i,0.006133-0.015365i
0.024571-0.0049952i,0.045855-0.020091i,0.054365-0.033426i,0.045587-0.022966i,0.043224+0.0055489i,0.081248+0.022627i,0.12731+0.0064241i,0.12134-0.019697i,0.080284-0.02096i,0.049936-0.01628i,0.025964-0.026777i,0.0040218-0.025569i,-0.0018089-0.0064036i,0.0014284+0.012388i,0.0036099+0.022535i,0.0031459+0.022869i,-0.0029625+0.018747i,-0.010318+0.013392i,-0.010136+0.003421i,-0.0035914-0.006477i,-0.00075966-0.011896i,-0.0058301-0.012198i,-0.012212-0.0050954i
-0.027168-0.012269i,-0.051943-0.0079666i,-0.067002-0.0029846i,-0.062832-0.021052i,-0.072755-0.062659i,-0.13028-0.093313i,-0.1809-0.066447i,-0.16113-0.010144i,-0.10797+0.0093027i,-0.07785+0.0079661i,-0.057327+0.019208i,-0.030355+0.021713i,-0.01087+0.0049818i,-0.0051351-0.010662i,-0.0064916-0.011427i,-0.0049092-0.002782i,0.00025705+0.0072626i,0.00027866+0.015515i,-0.0040854+0.016848i,-0.0092446+0.010224i,-0.014646+0.005906i,-0.012272+0.011576i,-0.0016423+0.020921i
0.014368+0.019874i,0.037914+0.027792i,0.056961+0.025089i,0.06003+0.018375i,0.061609+0.014366i,0.06881+0.019103i,0.05408+0.025151i,0.028516+0.026923i,0.021086+0.023877i,0.022287+0.016897i,0.02498+0.014594i,0.028449+0.012786i,0.019542+0.0049781i,0.0042461-0.002918i,-0.0045074-0.0094033i,-0.0045397-0.011645i,0.0023902-0.011693i,0.011475-0.010843i,0.013334-0.0034428i,0.0094675+0.0059933i,0.0089229+0.010716i,0.014146+0.0069282i,0.017029-0.0051464i
-0.0084466-0.025617i,-0.024895-0.044256i,-0.04234-0.047788i,-0.034811-0.022208i,0.011263+0.022449i,0.080197+0.037878i,0.13492-0.0014649i,0.13371-0.051465i,0.08326-0.061181i,0.039524-0.045331i,0.014562-0.041835i,-0.0067306-0.040659i,-0.012389-0.022526i,-0.0032254-0.002929i,0.0033307+0.0017305i,-0.0021415-0.0029676i,-0.013857-0.0061669i,-0.01751-0.0082131i,-0.0092994-0.010259i,0.0021892-0.0093199i,0.0075202-0.0086064i,0.0028688-0.012488i,-0.0077072-0.016128i
-0.0016404+0.02585i,0.0021858+0.046758i,0.0075267+0.047348i,-0.018713+0.016653i,-0.088602-0.008325i,-0.14895+0.01808i,-0.15821+0.056375i,-0.1346+0.056207i,-0.097541+0.041785i,-0.064559+0.034551i,-0.050062+0.033439i,-0.042036+0.032816i,-0.031137+0.024911i,-0.021456+0.017819i,-0.01277+0.021669i,-0.0034823+0.028767i,0.0027025+0.033066i,0.0023638+0.032742i,-0.0025468+0.021527i,-0.0073313+0.005221i,-0.0085168-0.0031549i,-0.007199+0.00021293i,-0.0056363+0.0087771i
0.015571-0.021971i,0.020097-0.043791i,0.0091181-0.059726i,-0.0016262-0.055428i,0.0011666-0.058269i,-0.015788-0.088179i,-0.054508-0.073048i,-0.054078-0.0061478i,-0.022039+0.023075i,-0.0016985+0.017024i,0.023524+0.018445i,0.048336+0.017689i,0.04602+0.0087245i,0.029013+0.0012158i,0.018815-0.0055133i,0.020221-0.010655i,0.028824-0.013905i,0.031571-0.013017i,0.021303-0.0041597i,0.0082759+0.0056705i,0.0027275+0.0084719i,0.0039919+0.0067589i,0.0061585+0.0064133i
-0.022281+0.0086823i,-0.038861+0.02467i,-0.031864+0.040063i,0.0037348+0.039284i,0.054982+0.029554i,0.11373+0.023601i,0.14845-0.016182i,0.11797-0.065706i,0.064652-0.059067i,0.042056-0.03379i,0.023021-0.036381i,-0.0031281-0.039909i,-0.011126-0.027195i,-0.0051419-0.018941i,-0.0066143-0.022251i,-0.01924-0.025739i,-0.030086-0.023882i,-0.026962-0.019806i,-0.01315-0.012968i,-0.00030259-0.0043424i,0.0025775+1.5996e-05i,-0.0022479-0.00095124i,-0.0041883-0.0041753i
0.02445+0.0036552i,0.045065-0.0030061i,0.038941-0.015226i,-0.0061286+0.00010007i,-0.040163+0.0588i,-0.027804+0.10685i,-0.0043395+0.10926i,-0.00056749+0.083601i,-0.0084516+0.051225i,-0.01578+0.027628i,-0.025465+0.025069i,-0.029808+0.036624i,-0.020665+0.036956i,-0.0091399+0.027743i,-0.0014613+0.02561i,0.0028355+0.027915i,0.00052572+0.027874i,-0.0065627+0.023946i,-0.009303+0.012437i,-0.0063695-0.0014372i,-0.0030816-0.0050308i,-0.00080983-0.00090825i,-0.00092957-0.00086579i
-0.018218-0.014536i,-0.040575-0.020632i,-0.050013-0.016107i,-0.043497-0.026683i,-0.074539-0.074585i,-0.15441-0.090953i,-0.18729-0.032054i,-0.1298+0.027487i,-0.056123+0.03142i,-0.021332+0.014219i,0.0058486+0.0080458i,0.035284-0.0039205i,0.040272-0.019012i,0.027441-0.021117i,0.019634-0.017917i,0.022108-0.018233i,0.027479-0.018031i,0.026376-0.012788i,0.015764-0.0044417i,0.004665+0.00021908i,0.0040411-0.00061964i,0.0093088-0.0018845i,0.009314-2.4852e-05i
0.0091403+0.018806i,0.025557+0.033198i,0.038862+0.026426i,0.03793+0.005091i,0.052772+0.00023546i,0.097509-0.010786i,0.11188-0.046628i,0.076811-0.06413i,0.046898-0.044732i,0.037596-0.027333i,0.021975-0.033449i,-0.002705-0.037371i,-0.01852-0.027957i,-0.022958-0.020472i,-0.028502-0.018275i,-0.035892-0.014041i,-0.035281-0.010326i,-0.024713-0.0096599i,-0.0099432-0.0042569i,0.00019828+0.0047426i,5.8632e-05+0.0056755i,-0.0045795+0.0014411i,-0.0036872-0.00018063i
-0.00016755-0.024339i,-0.0081605-0.043856i,-0.020417-0.037069i,-0.0088595+0.011952i,0.045215+0.064676i,0.11923+0.071776i,0.15141+0.026894i,0.11123-0.02254i,0.048769-0.04006i,0.0072671-0.031396i,-0.017422-0.0041275i,-0.023342+0.024779i,-0.014434+0.032885i,-0.0075801+0.0288i,-0.0032281+0.027685i,-0.0021012+0.027286i,-0.008557+0.026589i,-0.014258+0.024048i,-0.01205+0.014395i,-0.0068886+0.0033601i,-0.0066384+0.0020374i,-0.0098484+0.0062641i,-0.0098888+0.0037986i
-0.013122+0.022553i,-0.015378+0.043261i,-0.010666+0.045173i,-0.025994+0.013801i,-0.090764-0.012534i,-0.19038-0.0044671i,-0.23427+0.034729i,-0.18036+0.065079i,-0.11127+0.056762i,-0.068147+0.042691i,-0.026197+0.033599i,0.004935+0.012083i,0.011181-0.0081271i,0.010466-0.012318i,0.01344-0.011033i,0.017016-0.0094925i,0.018967-0.0058698i,0.015059-0.0011705i,0.0052144+0.00097852i,-0.0015818-3.5398e-05i,0.0036744-0.00018376i,0.013851-1.7848e-05i,0.012717+0.00012897i
0.024887-0.013334i,0.037669-0.03389i,0.03275-0.054405i,0.010197-0.061488i,-0.0045055-0.063706i,0.0034567-0.048509i,0.015839-0.013977i,0.02459+0.010047i,0.037051+0.017445i,0.041068+0.0075637i,0.028525-0.010004i,0.0060012-0.015313i,-0.009767-0.005616i,-0.013635+0.0017061i,-0.013903-0.00045529i,-0.010919-0.0026985i,-0.0034286-0.0029476i,0.0057934-0.0031949i,0.011979-0.00016972i,0.014065+0.00281i,0.013898-0.0022477i,0.0094057-0.011414i,0.0060822-0.011189i
-0.022636+0.0014775i,-0.041109+0.0087362i,-0.038393+0.023495i,0.012188+0.03319i,0.1041+0.02368i,0.18738-0.019386i,0.20055-0.084262i,0.1279-0.12092i,0.041462-0.10243i,0.00024451-0.061799i,-0.013878-0.025859i,-0.012497+0.0047428i,-1.1111e-05+0.019096i,0.0064392+0.018331i,0.0052873+0.016474i,0.00036015+0.014214i,-0.0063369+0.011021i,-0.008426+0.0065597i,-0.0047427+0.0015852i,-0.0031063-0.0020052i,-0.010077-0.0027767i,-0.020559+0.0016375i,-0.02047+0.0042848i
0.02108+0.0052638i,0.037915+0.008046i,0.037834-0.002087i,-0.008794-0.010395i,-0.094737+0.011149i,-0.16401+0.063281i,-0.18712+0.10379i,-0.1636+0.11689i,-0.10574+0.10526i,-0.051+0.077659i,-0.015516+0.051756i,0.0021992+0.02642i,0.0071941+0.0043579i,0.0092072-0.0071153i,0.010349-0.0097003i,0.0094034-0.0073193i,0.0069248-0.0020727i,0.0019976+0.0035358i,-0.0050437+0.0054501i,-0.01057+0.0062311i,-0.0082383+0.011375i,0.00073421+0.016791i,0.0042969+0.015167i
-0.012577-0.016807i,-0.029944-0.032079i,-0.052665-0.033458i,-0.066955-0.018596i,-0.073456-0.0066765i,-0.084793+0.0044694i,-0.055293+0.04417i,0.03202+0.070947i,0.085741+0.04317i,0.077023+0.007409i,0.053168-0.010028i,0.033016-0.016127i,0.016514-0.012842i,0.0060853-0.0091127i,0.0015844-0.010202i,0.0024342-0.01215i,0.0090959-0.014923i,0.014487-0.013994i,0.014183-0.0076486i,0.014364-0.0017913i,0.018528-0.0035765i,0.021425-0.012016i,0.017602-0.013403i
-0.0022259+0.018038i,0.0047715+0.037852i,0.023789+0.03912i,0.053618+0.0071864i,0.096393-0.038998i,0.16686-0.089558i,0.19081-0.15919i,0.10524-0.19477i,0.0070946-0.15132i,-0.027052-0.08887i,-0.033184-0.04812i,-0.028361-0.021399i,-0.0141-0.0086947i,-0.0070475-0.0035407i,-0.0073842+0.0012004i,-0.010977+0.001391i,-0.016969-0.002465i,-0.016906-0.0058992i,-0.0084565-0.0075744i,-0.0011592-0.009574i,-0.004375-0.013436i,-0.014827-0.012464i,-0.01689-0.0080207i
0.010429-0.016919i,0.016045-0.037389i,0.0036892-0.043332i,-0.016206-0.0078872i,-0.021318+0.042879i,-0.047084+0.074525i,-0.09921+0.10188i,-0.10843+0.12114i,-0.070151+0.10926i,-0.034723+0.074049i,-0.01597+0.045678i,-0.0067963+0.029303i,-0.0044189+0.014955i,-0.0050018+0.0033691i,-0.0049593+0.0013151i,-0.004776+0.0069496i,-0.0071264+0.013383i,-0.011289+0.01679i,-0.012818+0.014357i,-0.013459+0.01148i,-0.012532+0.01512i,-0.0082838+0.020955i,-0.0032716+0.019337i
-0.017309+0.011282i,-0.03285+0.025767i,-0.03569+0.040278i,-0.037826+0.040393i,-0.081006+0.04518i,-0.1207+0.086463i,-0.069295+0.11844i,0.02877+0.083998i,0.07462+0.017857i,0.063008-0.013225i,0.046934-0.017378i,0.034343-0.022485i,0.018092-0.02095i,0.008125-0.013196i,0.0041651-0.010862i,0.003985-0.011584i,0.0084405-0.0086078i,0.011881-0.0036946i,0.0082145+0.0011323i,0.0050415+0.0052436i,0.011152+0.0054818i,0.019513+0.00096128i,0.019148-0.0029218i
0.021746-0.0026673i,0.041658-0.010835i,0.045327-0.033836i,0.032068-0.056664i,0.057686-0.075308i,0.12321-0.13103i,0.12455-0.20637i,0.032921-0.20551i,-0.042217-0.12439i,-0.052276-0.055849i,-0.046942-0.027277i,-0.040149-0.0086236i,-0.027366+0.0038401i,-0.016504+0.0077248i,-0.0098836+0.0077351i,-0.0099695+0.0044388i,-0.013456-0.00069281i,-0.012607-0.0038799i,-0.0057449-0.0038332i,0.0011208-0.0061684i,-0.00014687-0.012484i,-0.0059394-0.016999i,-0.0076282-0.015764i
-0.015991-0.0088939i,-0.035212-0.015503i,-0.039459-0.0088634i,-0.0067142+0.0030372i,0.031892-0.0096293i,0.017598-0.024193i,-0.039676+0.018174i,-0.059354+0.088286i,-0.033277+0.099867i,-0.016058+0.06625i,-0.01389+0.049297i,-0.006554+0.044734i,0.0020684+0.032886i,0.0019116+0.020781i,0.00042227+0.015746i,0.0015823+0.01659i,0.00058012+0.019821i,-0.0011154+0.017732i,-0.00010317+0.0091708i,-0.00046221+0.0020936i,-0.0048557+0.0014917i,-0.0097039+0.0049389i,-0.010357+0.0072603i
0.013335+0.013856i,0.026029+0.026723i,0.033143+0.025445i,0.0042095+0.015881i,-0.070059+0.046504i,-0.1287+0.13801i,-0.080695+0.19052i,0.019206+0.11895i,0.052372+0.021724i,0.043704-0.010371i,0.044938-0.01751i,0.036811-0.027515i,0.020032-0.025024i,0.013218-0.017638i,0.0087984-0.014654i,0.0068359-0.010753i,0.013295-0.0064484i,0.017095-0.00165i,0.010569+0.0027452i,0.0032162+0.0056211i,0.0043082+0.0075006i,0.0087436+0.0069954i,0.0089663+0.0058824i
-0.0014585-0.016859i,-0.0066392-0.039467i,-0.025432-0.046105i,-0.039007-0.024778i,-0.0068565-0.014247i,0.065285-0.067611i,0.077234-0.14854i,0.0092577-0.14904i,-0.03235-0.076819i,-0.026716-0.028i,-0.022658-0.014346i,-0.020888-0.0048375i,-0.012597+0.0021158i,-0.005321+0.0022391i,-0.0028026-0.0019464i,-0.0043482-0.0056626i,-0.0058947-0.0068241i,-0.0047916-0.0055518i,-0.0026318-0.00055188i,-0.0008751+0.0040337i,0.0005886+0.0029464i,0.0009272-0.0015658i,0.0029273-0.0042805i
-0.0085819+0.011576i,-0.01516+0.028039i,-0.0096686+0.031851i,0.017164-0.00062224i,0.037676-0.068531i,0.01703-0.11597i,-0.020469-0.074944i,-0.025456+0.0085468i,-0.0044805+0.040393i,-0.00045057+0.031937i,-0.0054428+0.032643i,0.0028107+0.0336i,0.009994+0.021592i,0.0071132+0.011762i,0.0052997+0.010494i,0.0064342+0.0095154i,0.0028912+0.0059915i,-0.00239+0.0011884i,-0.0030723-0.0043965i,5.6644e-05-0.0075812i,0.00026225-0.0077946i,-0.0036089-0.0063697i,-0.0060036-0.0050043i
0.013498-0.0058341i,0.027945-0.017149i,0.031147-0.027466i,-0.0045179-0.01276i,-0.072383+0.067797i,-0.10125+0.1897i,-0.047328+0.22898i,0.020649+0.14307i,0.027772+0.04296i,0.019053+0.0008386i,0.025827-0.018598i,0.017256-0.030357i,0.0028931-0.027068i,0.00082292-0.020581i,0.00045327-0.017278i,-0.00072123-0.013733i,0.0017491-0.0096856i,0.0032502-0.006216i,0.00084028-0.0039119i,-0.0014795-0.0037041i,-0.00059488-0.0031522i,1.6971e-05+0.00059629i,-0.0015378+0.0049689i
-0.013901+8.6816e-05i,-0.031694+0.0029195i,-0.046211+0.01409i,-0.030062+0.044172i,0.036021+0.053643i,0.096902-0.014942i,0.074641-0.10368i,0.0078964-0.10962i,-0.017285-0.05597i,-0.012261-0.025666i,-0.016385-0.018357i,-0.018425-0.0074061i,-0.012618+4.9275e-06i,-0.0094052+0.0002417i,-0.010498-0.0015001i,-0.014045-0.0016507i,-0.014273-0.00039541i,-0.0079628+0.0026572i,-0.00060639+0.0070907i,0.0022704+0.010307i,0.0028196+0.011297i,0.0044435+0.0095251i,0.0073129+0.0064143i
0.011817+0.0049596i,0.024164+0.010644i,0.0386+0.0072018i,0.048132-0.03877i,0.029085-0.13222i,-0.023173-0.19051i,-0.059258-0.14595i,-0.047791-0.058935i,-0.023644-0.013212i,-0.018395+0.0041501i,-0.014917+0.024461i,-0.0020913+0.02875i,0.0050243+0.016105i,0.0044726+0.010801i,0.0053834+0.010281i,0.0038475+0.0068155i,-0.003681+0.0063263i,-0.0087217+0.0057618i,-0.007285+0.0021883i,-0.002747-0.00048663i,0.00092975-0.0018576i,0.0015066-0.0034459i,0.00048067-0.0073928i
-0.0040727-0.012791i,-0.01145-0.02599i,-0.02508-0.042979i,-0.063229-0.027555i,-0.10466+0.074054i,-0.080387+0.21629i,0.0045463+0.25284i,0.049911+0.1597i,0.033988+0.066702i,0.020605+0.023777i,0.020541-0.0031534i,0.0086382-0.013885i,-0.0018623-0.010381i,-0.0022086-0.0086476i,-0.0033854-0.0070903i,-0.0025645-0.0034547i,0.001309-0.001092i,0.0024157-0.00096918i,-0.0011488-0.0034291i,-0.0050374-0.0076531i,-0.0056698-0.0092758i,-0.0054727-0.0076443i,-0.0073059-0.0046623i
-0.00082548+0.010876i,-0.0030479+0.023606i,0.00046517+0.048412i,0.039065+0.075228i,0.11232+0.05973i,0.14322-0.02055i,0.082971-0.089216i,0.014877-0.077066i,0.0044926-0.036401i,0.0059358-0.019299i,-0.0051144-0.014171i,-0.0079567-0.0072278i,-0.0045008-0.00064335i,-0.0043326+0.0032362i,-0.0060259+0.0068784i,-0.0064871+0.010151i,-0.0020662+0.010622i,0.0051887+0.008783i,0.0090409+0.0068338i,0.0075184+0.0068122i,0.0042468+0.0079979i,0.0028091+0.0090494i,0.0022334+0.009042i
0.0026225-0.0077385i,0.011435-0.013797i,0.023437-0.034706i,0.014038-0.093537i,-0.042382-0.17923i,-0.11946-0.22531i,-0.14691-0.17443i,-0.11279-0.079587i,-0.069351-0.023776i,-0.042+0.0026178i,-0.019882+0.023362i,-0.0015342+0.02501i,0.0057405+0.013557i,0.007619+0.0080669i,0.010422+0.0052864i,0.0094582+0.0021575i,0.0048314+0.0031439i,0.00073507+0.0054428i,-0.00058416+0.0051429i,0.0010984+0.0040806i,0.0037526+0.0035178i,0.0050682+0.0013226i,0.0061517-0.00074965i
-0.0069744+0.0012922i,-0.020238-0.0022609i,-0.052129-0.0019775i,-0.099093+0.042057i,-0.10584+0.1502i,-0.027702+0.25467i,0.07116+0.24216i,0.094003+0.13678i,0.055416+0.057385i,0.029691+0.021955i,0.021751-0.00072366i,0.0095574-0.0072548i,0.0011132-0.0045632i,-0.0011543-0.0071296i,-0.0021237-0.0101i,0.0009214-0.011212i,0.0040981-0.012286i,0.001188-0.0094631i,-0.0039759-0.0037167i,-0.0061022-0.0026471i,-0.006772-0.0067542i,-0.0076849-0.010443i,-0.0060519-0.010587i
0.0056078+2.7626e-05i,0.010451+0.0075526i,0.033762+0.025721i,0.093077+0.033791i,0.15583+0.0031241i,0.15394-0.044802i,0.085864-0.064311i,0.032271-0.058925i,0.02175-0.047961i,0.013885-0.034379i,0.0019826-0.020756i,-0.0012253-0.012114i,0.00083343-0.0057754i,0.0019757-0.0012214i,0.00034278+0.001519i,-0.0010323+0.0028283i,-0.0014381+0.00072682i,0.0013468-0.0027026i,0.0050573-0.0052412i,0.0043917-0.0040053i,0.001276+0.0011609i,-0.0017222+0.0061665i,-0.0044931+0.0073735i
-0.0043528-0.0034317i,-0.0017027-0.013684i,-0.0015392-0.044573i,-0.036403-0.10472i,-0.12311-0.16592i,-0.20237-0.17339i,-0.20283-0.1127i,-0.14565-0.029811i,-0.086402+0.015636i,-0.045364+0.025969i,-0.019154+0.02768i,-0.0042219+0.019766i,0.0015844+0.0077676i,0.0047521+0.00085524i,0.0063377-0.0028389i,0.002639-0.0020555i,-0.001784+0.0026298i,-0.0024515+0.0040212i,-0.00087177+0.0030339i,0.0025948+0.0043121i,0.0076623+0.0065313i,0.010797+0.0072726i,0.011068+0.0072011i
0.0021076+0.0054854i,-0.0078812+0.0089689i,-0.035701+0.031035i,-0.058426+0.10348i,-0.020799+0.20443i,0.074413+0.23134i,0.13058+0.1562i,0.10613+0.073284i,0.05971+0.036641i,0.03452+0.013613i,0.01924-0.0067181i,0.0056806-0.0065254i,-0.0018316-0.00044509i,-0.0084886-0.0024102i,-0.013109-0.005367i,-0.012285-0.0093018i,-0.010154-0.011896i,-0.0087186-0.0077087i,-0.0069276-0.0014157i,-0.0050391+0.00016826i,-0.0045429-0.0039337i,-0.0043546-0.0094782i,-0.0012028-0.012589i
0.0018503-0.0046481i,0.0090914-0.0032991i,0.042981-0.0027844i,0.10766-0.029478i,0.15593-0.082788i,0.13544-0.098587i,0.077396-0.071674i,0.035723-0.064737i,0.012668-0.068835i,-0.00085399-0.051178i,-0.0058076-0.030073i,-0.0035408-0.018928i,-0.00032991-0.01112i,-0.0002946-0.0036008i,-0.0013887+0.0036922i,-0.003437+0.0083988i,-0.0062648+0.0081916i,-0.0057351+0.0051401i,-0.0031526+0.00020271i,-0.0031127-0.0035873i,-0.0057398-0.0012733i,-0.0087578+0.0034012i,-0.011019+0.0035973i
0.000964+0.002116i,-0.00071449-0.0095155i,-0.0241-0.049445i,-0.10145-0.095696i,-0.20635-0.10654i,-0.25433-0.076645i,-0.21121-0.023095i,-0.12818+0.028676i,-0.06199+0.048138i,-0.02623+0.042853i,-0.0083065+0.036408i,-0.0015157+0.022975i,-0.0022266+0.008191i,0.00037405+0.0016166i,0.0055155-0.00029694i,0.0084025+0.0043219i,0.0093289+0.012206i,0.0073235+0.013172i,0.0032047+0.0076911i,0.0025857+0.0045037i,0.0078026+0.0052818i,0.012909+0.0069573i,0.011687+0.0085343i
