0.00029915-0.00022973i,0.0007882-0.0011733i,0.00059351-0.0012145i,0.00038048-0.0013015i,-0.00037027-0.0022438i,-0.00065764-0.0015286i,-0.00024437-5.1514e-05i,-4.9772e-05+0.00097206i,0.0012081+0.00091962i,0.0020442-0.00012575i,0.0012896-0.00049763i,8.364e-05-0.00065018i,-0.00082275-0.00063616i,-0.00073505-0.00082207i,-1.1382e-05-0.00038348i,0.00019123+0.00052361i,-0.00025579+0.00019751i,-0.00076424-0.00042984i,-0.00057393+0.00029753i,7.779e-05+0.00057856i,0.001156-0.00018636i,0.0013117-0.00047291i,0.00025951-3.2299e-05i
0.02205-0.015966i,0.042759-0.027974i,0.050525-0.022375i,0.029399+0.0050279i,-0.0095484+0.030815i,-0.033782+0.037274i,-0.025205+0.028668i,-0.015954+0.022125i,-0.018675+0.031636i,-0.013541+0.040284i,-0.0028983+0.031509i,0.0017164+0.018738i,0.0041176+0.012797i,0.0047225+0.0097672i,0.0032145+0.0045645i,0.0014013-0.002308i,0.00011425-0.0069018i,0.0021426-0.0069789i,0.0061484-0.002917i,0.0063226+0.00086304i,0.0048067+0.002009i,0.0038494+0.0022397i,0.0030332+0.0015896i
-0.017184+0.023813i,-0.03867+0.045329i,-0.063944+0.048877i,-0.093692+0.017953i,-0.12122-0.041639i,-0.10766-0.091969i,-0.056295-0.085741i,-0.0078919-0.038234i,0.02634-0.00604i,0.037842-0.0018194i,0.026003-0.0026119i,0.0099716+0.00016472i,-0.00016151+0.0012602i,-0.0029358+0.0020034i,-0.0018961+0.0045226i,-0.002502+0.0078714i,-0.0038197+0.0095648i,-0.003032+0.0075128i,-0.00071037+0.0041047i,0.0007951+0.0014366i,-0.00045865-0.00022512i,-0.00080665-0.0012975i,0.0010809-0.0013235i
0.010508-0.030263i,0.02832-0.057595i,0.053733-0.058096i,0.085681-0.0033994i,0.11238+0.091401i,0.090553+0.1448i,0.04299+0.10751i,0.024811+0.039879i,0.024521-0.0020324i,0.018514-0.02077i,0.010889-0.020976i,0.011874-0.012615i,0.013177-0.0084157i,0.007578-0.0063549i,0.0017687-0.0031168i,-0.00032071+0.00055399i,-0.00070929+0.0040567i,-7.3232e-05+0.0024225i,0.00094104-0.0033136i,0.0015597-0.006421i,0.0022581-0.0065392i,0.0026005-0.0057921i,0.0011405-0.0038713i
-0.0050293+0.036335i,-0.011678+0.070554i,-0.01911+0.089282i,-0.028049+0.075689i,-0.047849+0.045319i,-0.063413+0.023426i,-0.05685+0.0088759i,-0.041767-0.016264i,-0.038005-0.039085i,-0.041515-0.034757i,-0.034229-0.016816i,-0.021343-0.0078115i,-0.01326-0.0059931i,-0.0069241-0.0054404i,0.0012902-0.0046539i,0.008594-0.0045351i,0.010159-0.0055144i,0.0056303-0.0040803i,-0.00050311+0.00015317i,-0.0039808+0.0029275i,-0.0050264+0.0043219i,-0.0051543+0.0045824i,-0.0037969+0.0024659i
-0.0062513-0.039596i,-0.01061-0.080458i,-0.0069764-0.11675i,0.028346-0.14747i,0.10912-0.16819i,0.17869-0.14816i,0.15131-0.08666i,0.067885-0.026029i,0.011789+0.01429i,-0.0029643+0.034206i,0.0013342+0.029845i,0.0047184+0.011896i,0.0040221+0.0014714i,0.0026745+0.00127i,3.6262e-05+0.00024801i,-0.003242-0.0032031i,-0.004272-0.0049025i,-0.0042802-0.0037778i,-0.0047911-0.0013744i,-0.0025336+0.00054784i,0.00021845+0.00019163i,0.0010354-0.0012635i,0.0013194-0.00073233i
0.011988+0.039149i,0.024227+0.082395i,0.020896+0.11254i,-0.020851+0.12091i,-0.098317+0.11603i,-0.14486+0.092853i,-0.10885+0.064434i,-0.057286+0.049843i,-0.030602+0.044171i,-0.0075877+0.032567i,0.0012226+0.018828i,-0.0064461+0.014538i,-0.0088059+0.014072i,-0.0052007+0.0074848i,-0.0047267-0.00077121i,-0.0058433-0.0058189i,-0.007194-0.00844i,-0.0055923-0.0065762i,0.00015834-0.0019918i,0.0027194+0.001862i,0.0029384+0.0052168i,0.00326+0.0061703i,0.0023645+0.004315i
-0.025039-0.041196i,-0.05022-0.075542i,-0.080813-0.08261i,-0.10762-0.063469i,-0.12202-0.066403i,-0.1008-0.087386i,-0.049545-0.086083i,0.0037806-0.058793i,0.040885-0.033796i,0.049012-0.026822i,0.036421-0.025342i,0.024458-0.016428i,0.01923-0.0075524i,0.013468-0.00091752i,0.0071358+0.0066401i,0.0049783+0.011956i,0.0059284+0.013991i,0.0064281+0.010181i,0.0045224+0.0021144i,0.0018142-0.0046697i,-0.0007131-0.0084762i,-0.0025144-0.0087326i,-0.0026629-0.0040855i
0.02823+0.034206i,0.066114+0.068763i,0.11672+0.082917i,0.17208+0.10498i,0.21499+0.18781i,0.19352+0.24178i,0.12033+0.18178i,0.059007+0.085428i,0.015633+0.022618i,-0.017213-0.0034758i,-0.026776+0.00080372i,-0.012696+0.010873i,-0.0019185+0.008687i,-0.0026272+0.0038993i,-0.0022751+0.0019656i,-0.0014122-0.00091354i,-0.0021523-0.0014517i,-0.0028898-0.00055711i,-0.0032873-0.00017313i,-0.0014144+0.00012409i,0.0010669+0.0012977i,0.0013632+0.0021098i,-0.00092771-0.00049402i
-0.038239-0.032474i,-0.078805-0.057993i,-0.11124-0.055222i,-0.11167-0.044421i,-0.087097-0.084249i,-0.061143-0.12028i,-0.051093-0.102i,-0.047289-0.080278i,-0.035643-0.063179i,-0.020271-0.033109i,-0.004531-0.016621i,0.0026568-0.022286i,0.0019127-0.024571i,0.0049469-0.014785i,0.011169-0.0078931i,0.014507-0.0082963i,0.014226-0.0099189i,0.010788-0.0090442i,0.0038687-0.0048337i,-0.002959-0.00096738i,-0.0062953+0.00055049i,-0.0058097+0.0013246i,-0.00074514+0.00067007i
0.042835+0.020944i,0.082179+0.031397i,0.10633-0.014076i,0.10368-0.12057i,0.1049-0.20413i,0.12563-0.205i,0.10989-0.13868i,0.054591-0.049246i,0.015969+0.01655i,0.0060686+0.041684i,0.0069801+0.038776i,0.0021208+0.026847i,-0.0054418+0.017535i,-0.0080639+0.0083033i,-0.01006+0.00075774i,-0.014634-0.00011109i,-0.0172+0.002012i,-0.012711+0.0036658i,-0.0038612+0.0047902i,0.0034277+0.0058778i,0.0073944+0.0049633i,0.0074795+0.001864i,0.0033931+0.00012784i
-0.050504-0.016309i,-0.095382-0.014073i,-0.13143+0.040788i,-0.16177+0.14366i,-0.21729+0.20995i,-0.26983+0.18926i,-0.22752+0.13618i,-0.12594+0.085591i,-0.051532+0.03267i,-0.012568-0.011333i,-0.0077655-0.029616i,-0.017513-0.023423i,-0.015417-0.013192i,-0.0084318-0.010386i,-0.0044625-0.0091353i,-0.00060909-0.0082538i,0.0015117-0.0092808i,-2.4954e-05-0.0085411i,-0.0014973-0.0064593i,-0.0019415-0.0041491i,-0.0011859-0.0007893i,2.8761e-05+0.001078i,0.0018878-2.7452e-05i
0.054641+0.0071601i,0.096785+0.0016241i,0.095619-0.023619i,0.037014-0.049545i,-0.019985-0.035968i,-0.016602+0.0070709i,0.017005+0.015254i,0.037221+0.0013726i,0.040655+0.0055782i,0.02925+0.013266i,0.018918+0.017762i,0.021143+0.023563i,0.022261+0.022969i,0.013712+0.018739i,0.0064122+0.018502i,0.005457+0.019295i,0.007889+0.018244i,0.0098096+0.013449i,0.0074599+0.004954i,0.0041246-0.0012729i,0.0022375-0.0042965i,-0.00035256-0.0048541i,-0.0046408-0.0019404i
-0.05205-0.0023428i,-0.086106+0.010816i,-0.03879+0.047033i,0.1203+0.1101i,0.29147+0.18312i,0.33842+0.20068i,0.25285+0.14586i,0.13076+0.070964i,0.036206+0.011011i,-0.016869-0.013641i,-0.028311-0.0070844i,-0.016431-0.001324i,-0.0084738-0.0048817i,-0.0054044-0.0056573i,0.0013514-0.0069484i,0.0045793-0.014335i,0.0021996-0.018766i,-0.0016049-0.014418i,-0.0046505-0.0049701i,-0.0046024+0.0017527i,-0.0035991+0.0022744i,-0.0015806+0.0015613i,0.00079546+0.0010874i
0.057041-0.0089016i,0.092142-0.033292i,0.054093-0.071713i,-0.05773-0.12815i,-0.13459-0.21136i,-0.12016-0.25474i,-0.072822-0.21153i,-0.033446-0.13264i,0.0021879-0.059592i,0.03067-0.012744i,0.04385-0.0047654i,0.038811-0.015241i,0.027358-0.015069i,0.020929-0.0061378i,0.017125-0.00057965i,0.011763+0.0019492i,0.0062477+0.00065651i,0.0030832-0.0023727i,0.0018021-0.003307i,0.0010225-0.0036608i,-6.6403e-05-0.0022035i,-0.0017657+3.9878e-05i,-0.0033017+0.0024605i
-0.058119+0.021373i,-0.094397+0.040935i,-0.066238+0.022624i,0.0096429-0.071531i,0.028844-0.18336i,-0.010642-0.21981i,-0.033312-0.16497i,-0.038936-0.082887i,-0.04711-0.027476i,-0.045678-0.0016026i,-0.036961+0.006512i,-0.035661+0.0083504i,-0.034691+0.0072713i,-0.028859+0.00029439i,-0.024264-0.0046466i,-0.022381-0.0032031i,-0.019384+0.00095674i,-0.012237+0.0041079i,-0.0029549+0.0036415i,0.0022276+0.0026224i,0.0041333+0.00054653i,0.0055729-0.0038954i,0.0058548-0.0078775i
0.057044-0.025722i,0.087773-0.045865i,0.031874-0.00061884i,-0.11142+0.16344i,-0.22684+0.35028i,-0.25328+0.39027i,-0.20135+0.28179i,-0.10503+0.1524i,-0.020306+0.057874i,0.014993-0.0015939i,0.006083-0.021398i,-0.0023023-0.0147i,0.0036432-0.011293i,0.0068128-0.01075i,0.007987-0.0029559i,0.010829+0.0053639i,0.0096019+0.0068002i,0.0027262+0.0026207i,-0.0042793-0.0002927i,-0.0042597+0.0010974i,-0.001905+0.0040844i,-0.001567+0.0065075i,0.00081306+0.0069031i
-0.053831+0.040178i,-0.083515+0.071179i,-0.04796+0.054324i,0.043217-0.032092i,0.10941-0.092075i,0.12555-0.045954i,0.10091+0.01784i,0.045257+0.03482i,-0.0046744+0.052157i,-0.016617+0.066536i,-0.0028553+0.059937i,0.0085643+0.045832i,0.0069101+0.034151i,-0.00058948+0.026458i,-0.0042669+0.0173i,-0.0029051+0.0064474i,0.002607+0.0010407i,0.0082187-0.00016086i,0.0073979-0.00081316i,0.0026768-0.0016341i,-0.0014473-0.0027403i,-0.0033053-0.0033904i,-0.0028493-0.0029061i
0.04693-0.050335i,0.085287-0.084327i,0.11113-0.057306i,0.17391+0.053645i,0.29844+0.13196i,0.37325+0.080051i,0.30544-0.0014837i,0.18234-0.033181i,0.10319-0.058943i,0.049229-0.069586i,0.016191-0.04784i,0.010781-0.031181i,0.011624-0.028413i,0.013477-0.02495i,0.016817-0.021611i,0.014262-0.018439i,0.0074159-0.01374i,0.00078163-0.0085583i,-0.0020212-0.0017597i,0.00095222+0.0038784i,0.0039133+0.0048042i,0.0034051+0.0047666i,-0.00016502+0.00522i
-0.043257+0.057806i,-0.077962+0.092174i,-0.11072+0.046872i,-0.18598-0.12012i,-0.30167-0.29065i,-0.34422-0.30504i,-0.24986-0.19389i,-0.11475-0.075333i,-0.034011+0.0040401i,0.0088914+0.028704i,0.027314+0.010719i,0.020779-0.0020209i,0.01276+0.0062007i,0.0086102+0.013354i,-0.00055866+0.011282i,-0.0071421+0.004969i,-0.00599-0.0028469i,-0.0018652-0.0076692i,0.00065892-0.0083001i,-0.00030678-0.0084836i,-0.0024437-0.0078283i,-0.0042265-0.0085128i,-0.0041273-0.010666i
0.034784-0.065947i,0.058607-0.11662i,0.07895-0.11715i,0.10436-0.046985i,0.096219+0.017344i,0.019734+0.018399i,-0.045289-0.012879i,-0.059307-0.058965i,-0.071983-0.090008i,-0.083885-0.067515i,-0.070755-0.02487i,-0.05044-0.0049644i,-0.037553-0.0071182i,-0.026452-0.013313i,-0.013945-0.010788i,-0.0027009-0.0021359i,-0.00034425+0.0075626i,-0.0031934+0.012544i,-0.0028676+0.009284i,-0.00018723+0.003905i,0.0038724+0.0011835i,0.0065678+0.001744i,0.0065197+0.003253i
-0.025516+0.070532i,-0.05135+0.13309i,-0.10629+0.17804i,-0.20309+0.22366i,-0.24318+0.31839i,-0.13752+0.38771i,-0.012372+0.31518i,0.029373+0.19763i,0.05202+0.13683i,0.069088+0.081892i,0.047735+0.031477i,0.026034+0.01713i,0.022141+0.014796i,0.015481+0.016043i,0.0074875+0.019994i,0.0020928+0.015725i,-0.00093829+0.0072115i,-0.0024126+0.0013876i,-0.0048079+0.00052153i,-0.006191+0.0031796i,-0.0082311+0.0048768i,-0.0096571+0.0042842i,-0.0067847+0.0045044i
0.014984-0.07702i,0.028486-0.14093i,0.085041-0.17725i,0.22249-0.18403i,0.35151-0.20795i,0.32811-0.23026i,0.17358-0.17588i,0.020927-0.086485i,-0.059974-0.024669i,-0.064821+0.012672i,-0.029248+0.025152i,-0.0072672+0.01474i,-0.0077787+0.0032634i,-0.0087102-0.0041566i,-0.0032096-0.012511i,0.0029491-0.014826i,0.008032-0.0084746i,0.010547-7.4364e-05i,0.0086483+0.0036771i,0.0066614+0.0025995i,0.0076339+0.00044192i,0.0070895+0.0010211i,0.0036424+0.0028667i
0.001144+0.081299i,0.0097769+0.15246i,0.0014223+0.20531i,-0.042367+0.20566i,-0.071579+0.12463i,-0.034441-0.0082367i,0.027144-0.08441i,0.086609-0.071373i,0.13357-0.061463i,0.10952-0.075811i,0.050722-0.06439i,0.025595-0.040173i,0.023236-0.025887i,0.020281-0.014186i,0.011641-0.0042403i,0.00041727+0.00026345i,-0.0068988-0.0028204i,-0.0066771-0.0077517i,-0.0019106-0.0064644i,0.00065593-0.0024346i,-0.00012384+0.00046125i,-0.0010485-0.0004054i,0.00096554-0.0052321i
-0.010471-0.084619i,-0.034309-0.16495i,-0.046745-0.25217i,-0.05612-0.32604i,-0.13259-0.30711i,-0.25464-0.15999i,-0.26201-0.0052057i,-0.17422+0.051138i,-0.12801+0.053208i,-0.09351+0.056987i,-0.047123+0.044773i,-0.024998+0.026562i,-0.016944+0.018985i,-0.010379+0.0082598i,-0.0078859-0.0034007i,-0.0036276-0.0090647i,0.0013188-0.0095332i,0.0011833-0.0083049i,-0.001323-0.0083403i,-0.0018343-0.0079224i,-0.00061373-0.0064228i,0.0013869-0.0040535i,0.0023062+0.001306i
0.022732+0.082046i,0.061495+0.15648i,0.08174+0.2374i,0.0541+0.3295i,0.034271+0.39519i,0.061475+0.36107i,0.083442+0.2092i,0.072355+0.02685i,0.04504-0.071813i,0.015637-0.069639i,-0.00070406-0.030835i,-0.00076915-0.0091762i,-0.00090221-0.0048867i,-0.0016165+0.002645i,0.0050501+0.012494i,0.012644+0.014521i,0.010783+0.010896i,0.0034332+0.0082676i,0.00022462+0.0058662i,-0.0010721+0.0030832i,-0.0034367+0.0013026i,-0.0059567-0.00024041i,-0.0086015-0.0019885i
-0.034909-0.075776i,-0.099885-0.14336i,-0.16582-0.20654i,-0.15769-0.24799i,-0.030939-0.22628i,0.14562-0.1387i,0.20107-0.049083i,0.10671+0.036905i,0.035541+0.11795i,0.041929+0.11641i,0.040257+0.060645i,0.019646+0.032544i,0.0099606+0.023868i,0.0057465+0.011325i,0.001589+6.4656e-05i,-0.0013077-0.0039907i,0.00038039-0.00066975i,0.0034377+0.0048812i,0.0018616+0.0087372i,0.001305+0.0094699i,0.0026893+0.0047543i,0.003367+0.00060475i,0.0050505-0.00016492i
0.048605+0.070552i,0.13038+0.13511i,0.23044+0.19863i,0.28732+0.22932i,0.25168+0.13556i,0.12553-0.068984i,-0.010068-0.17479i,-0.056955-0.14293i,-0.041001-0.11771i,-0.034645-0.10245i,-0.026448-0.067979i,-0.010203-0.046398i,-0.0057749-0.031668i,-0.0041261-0.012746i,-0.00012667-0.0031718i,-0.00054715-0.0034642i,-0.0031162-0.0050004i,-0.0025446-0.0056014i,-0.00021837-0.005235i,0.00070943-0.0035648i,0.0012756+0.00015619i,0.0027823+0.0030765i,0.0021171+0.0014823i
-0.058426-0.061982i,-0.14876-0.10772i,-0.26218-0.1393i,-0.34975-0.17295i,-0.40259-0.18533i,-0.40599-0.13584i,-0.29396-0.052289i,-0.10951+0.015514i,0.011815+0.041077i,0.033248+0.030615i,0.015984+0.016535i,0.0096542+0.011432i,0.011381+0.00084317i,0.0033177-0.01269i,-0.01039-0.014593i,-0.014946-0.0046942i,-0.010295+0.0021508i,-0.0056805+0.0021744i,-0.0021257+0.00033711i,0.00070564-0.0021299i,0.00015648-0.0024531i,-0.00068525-0.00044249i,0.0020998+0.0031521i
0.062953+0.053914i,0.17217+0.075451i,0.31273+0.070038i,0.39368+0.096638i,0.34376+0.2091i,0.21901+0.33108i,0.11597+0.3128i,0.027873+0.15315i,-0.058893+0.020934i,-0.084162-0.00082003i,-0.053545+0.01039i,-0.031333+0.0072416i,-0.020784+0.0089793i,-0.004401+0.014557i,0.0086151+0.010996i,0.0075822-0.000453i,-0.0031217-0.0071096i,-0.0091604-0.007683i,-0.0087987-0.0074918i,-0.0076663-0.0041128i,-0.0072431-0.0006183i,-0.0081426-0.00036i,-0.011178-0.00064867i
-0.073507-0.046684i,-0.19151-0.052888i,-0.34218-0.018959i,-0.4077+0.019467i,-0.27324+0.039742i,-0.028871+0.047846i,0.10694+0.016755i,0.10608-0.010123i,0.092394+0.01229i,0.091068+0.023418i,0.064699+0.012888i,0.035822+0.011785i,0.01967+0.0082143i,0.0065176+0.00014335i,0.0047835-0.0016797i,0.01645-0.0007373i,0.028731-0.0012803i,0.028262-0.00093675i,0.018495+0.0019325i,0.011166+0.0022847i,0.0070694-0.0013009i,0.0055507-0.0048526i,0.0064347-0.0075308i
0.07566+0.028895i,0.18472+0.0090775i,0.31745-0.078069i,0.39357-0.19386i,0.37008-0.3119i,0.29265-0.40303i,0.18774-0.35147i,0.069718-0.18158i,-0.009512-0.052894i,-0.033757-0.012029i,-0.028985-0.003764i,-0.019462+0.0020131i,-0.0079884+0.0078666i,0.0059832+0.0096534i,0.010654+0.0055829i,0.00011822+0.0026171i,-0.0093388+0.0040118i,-0.0080848+0.0055611i,-0.0051644+0.0041463i,-0.0044581+0.001996i,-0.0017137+0.0011346i,0.0023686+0.0018975i,0.0052511+0.0055592i
-0.075778-0.022707i,-0.1872+0.027988i,-0.32857+0.16386i,-0.43074+0.28337i,-0.46034+0.27198i,-0.44632+0.17728i,-0.36099+0.10534i,-0.17765+0.058937i,-0.012837-0.0021929i,0.03213-0.040448i,0.017194-0.032967i,0.011077-0.020197i,0.0050959-0.019429i,-0.0089426-0.0145i,-0.015445-0.0060313i,-0.0089788-0.0061836i,-0.0029921-0.013843i,-0.0043055-0.017125i,-0.0039046-0.012921i,0.00010705-0.0082809i,0.0010103-0.0042488i,-0.0013881+2.4079e-05i,-0.0047778+0.0010985i
0.079765+0.0076987i,0.18372-0.060604i,0.29921-0.19822i,0.32232-0.26206i,0.17927-0.12727i,-0.0035841+0.06217i,-0.051459+0.10737i,-0.034969+0.050074i,-0.057308+0.030598i,-0.057039+0.053128i,-0.021421+0.043539i,-0.0024957+0.015405i,0.00024785+0.0056434i,0.0036809+0.0061079i,0.0036678+0.0094705i,-0.0047825+0.017084i,-0.013051+0.027184i,-0.011564+0.027428i,-0.0050993+0.018626i,-0.001375+0.014281i,-0.00039039+0.013124i,-0.00059666+0.0084455i,-0.0026593+0.00025949i
-0.071864-0.0030169i,-0.15169+0.081002i,-0.2082+0.25462i,-0.13937+0.39255i,0.093354+0.38282i,0.32002+0.30742i,0.33452+0.21875i,0.19435+0.10742i,0.086454+0.013434i,0.043975-0.034272i,0.018939-0.030135i,0.0051213-0.0084877i,0.0013094-0.00034966i,0.00071566-0.0027245i,0.0018287-0.0084752i,0.0034916-0.017745i,0.0045898-0.02385i,0.0039077-0.017399i,0.0032702-0.0056234i,0.0027804+0.00077594i,0.00090737+0.0017959i,0.00024541+0.00099069i,0.002269+0.00075384i
0.069038-0.011952i,0.12731-0.12526i,0.16233-0.35271i,0.14929-0.54087i,0.11321-0.54317i,0.074802-0.44783i,0.010874-0.34527i,-0.049989-0.19818i,-0.046192-0.041124i,-0.010303+0.021237i,-0.0044036+0.0089704i,-0.010395-0.00053589i,-0.00037694+0.00077674i,0.012338-0.00078345i,0.019045-0.003335i,0.023947-0.0012051i,0.029942+0.0015833i,0.030008-0.0016042i,0.017458-0.0056443i,0.0048255-0.0077865i,-0.00032653-0.0085578i,-0.00086406-0.0050571i,0.0019833+0.0026845i
-0.064513+0.017783i,-0.10973+0.13935i,-0.1374+0.34547i,-0.16771+0.41694i,-0.24+0.192i,-0.294-0.084924i,-0.21882-0.11314i,-0.056584-0.027209i,0.016243-0.037236i,-0.018581-0.050477i,-0.026171-0.0097397i,0.0024984+0.010917i,0.008951+0.0025804i,-0.0027341-0.0055733i,-0.013865-0.0074924i,-0.019811-0.0093826i,-0.022904-0.015432i,-0.021082-0.018231i,-0.012645-0.016514i,-0.0060556-0.015728i,-0.0027475-0.013883i,-0.0027303-0.010021i,-0.0074217-0.0034287i
0.062362-0.02216i,0.072367-0.14563i,0.012864-0.33326i,-0.095064-0.36934i,-0.17169-0.11306i,-0.17984+0.19001i,-0.14864+0.25543i,-0.10707+0.16197i,-0.046803+0.094371i,0.010274+0.062146i,0.015318+0.029953i,-0.0071508+0.013085i,-0.011914+0.014367i,-0.0024936+0.020827i,0.0077689+0.020847i,0.010362+0.014423i,0.0043744+0.011321i,-0.0019071+0.0096991i,-0.0034853+0.0095193i,0.00010916+0.014866i,0.0051534+0.015759i,0.0084991+0.0060577i,0.0075868-0.0094165i
-0.053251+0.028539i,-0.029585+0.16432i,0.088955+0.40942i,0.23163+0.60425i,0.27803+0.60482i,0.26767+0.46173i,0.2757+0.24088i,0.21686+0.027493i,0.08866-0.043976i,0.024086-0.013668i,0.033834-0.0080962i,0.035487-0.024173i,0.01284-0.022521i,-0.0085488-0.0090678i,-0.016914+0.0072721i,-0.013081+0.018286i,-0.0095165+0.023129i,-0.0066875+0.024189i,-0.0028396+0.020818i,-0.0028685+0.017312i,-0.0018398+0.01675i,0.002689+0.015932i,0.0078345+0.014258i
0.042828-0.030704i,0.0054479-0.16074i,-0.10588-0.3811i,-0.13833-0.54037i,0.045719-0.54328i,0.22149-0.46712i,0.13647-0.31897i,-0.015023-0.10056i,-0.017423+0.018867i,0.010221-0.0055065i,-0.016647-0.015323i,-0.021429+0.014869i,0.0043925+0.018202i,0.023166+0.00052531i,0.026477-0.01685i,0.019679-0.022781i,0.019934-0.01744i,0.023438-0.011911i,0.018166-0.0077892i,0.0083565-0.0064601i,-0.0027484-0.0093766i,-0.011063-0.0091701i,-0.014441-0.0016427i
-0.039227+0.033709i,0.028018+0.13985i,0.20683+0.27571i,0.33615+0.27962i,0.2361+0.10792i,0.021554-0.062915i,-0.080234-0.12312i,-0.066486-0.12943i,-0.048598-0.10138i,-0.037163-0.045004i,-0.017493-0.020919i,-0.0091384-0.029766i,-0.013139-0.031472i,-0.019628-0.018758i,-0.018913-0.0045512i,-0.0097859-0.0037056i,-0.0057844-0.013221i,-0.0095169-0.018288i,-0.010682-0.016563i,-0.006399-0.01435i,-0.0013311-0.013192i,-0.0010171-0.008717i,-0.0024383-0.0028046i
0.030691-0.030388i,-0.071155-0.12547i,-0.33885-0.25571i,-0.63924-0.30207i,-0.7591-0.2064i,-0.64834-0.022786i,-0.38402+0.15455i,-0.10988+0.20656i,0.0073837+0.12865i,-0.0059861+0.071879i,-0.00068892+0.06768i,0.024574+0.050032i,0.02666+0.023306i,0.022038+0.0019276i,0.012643-0.013822i,-0.0026922-0.017101i,-0.013164-0.014211i,-0.014925-0.014513i,-0.011265-0.014165i,-0.0078778-0.0075267i,-0.0055512+0.00077016i,-0.00022881+0.0021644i,0.0066058-0.0056722i
-0.028023+0.028516i,0.077346+0.11121i,0.32428+0.22351i,0.5364+0.29844i,0.53671+0.31252i,0.42881+0.24265i,0.2976+0.063451i,0.10395-0.082005i,-0.014885-0.074898i,0.0019294-0.042012i,0.0047362-0.047944i,-0.028076-0.026815i,-0.033398+0.0099363i,-0.020229+0.032057i,-0.0020429+0.040737i,0.012346+0.03393i,0.013109+0.027182i,0.0093305+0.029352i,0.0089334+0.027198i,0.011408+0.017985i,0.014113+0.0086351i,0.015645+0.0044245i,0.013929+0.0060645i
0.024192-0.025173i,-0.087187-0.065887i,-0.32077-0.054725i,-0.446+0.076419i,-0.26864+0.22033i,0.0079031+0.22404i,0.12979+0.1254i,0.14018+0.049882i,0.11569+0.022914i,0.071594+0.013147i,0.043918+0.0075512i,0.037836-0.0040965i,0.029729-0.017012i,0.016139-0.022486i,0.002561-0.018103i,-0.00087812-0.0043703i,0.0086776+0.0039688i,0.015142+0.0023316i,0.0077683+0.0014871i,-0.0020065+0.0047359i,-0.0035473+0.0060543i,-0.0056163+0.00029858i,-0.012287-0.0037317i
-0.017255+0.016609i,0.10646+0.030379i,0.38322-0.034822i,0.59523-0.2333i,0.48905-0.43939i,0.13629-0.48025i,-0.16003-0.31669i,-0.22203-0.10343i,-0.14376-0.020215i,-0.094181-0.030409i,-0.078971-0.016872i,-0.044217+0.01177i,-0.013814+0.011753i,-0.0034992+0.0026315i,0.002915-0.0021642i,0.0066583-0.0090575i,0.0058857-0.013774i,0.0075636-0.013738i,0.012816-0.014607i,0.012492-0.018856i,0.0033613-0.020386i,-0.0046748-0.014874i,-0.0058216-0.0076538i
0.019406-0.017356i,-0.096014-0.021047i,-0.33461+0.035683i,-0.49064+0.14431i,-0.38464+0.19279i,-0.12513+0.16417i,0.067773+0.11818i,0.11708+0.052708i,0.084624+0.009206i,0.06265+0.020885i,0.060934+0.015628i,0.035877-0.018849i,0.0055396-0.028928i,-0.0052564-0.021399i,-0.013376-0.014966i,-0.024054-0.0089038i,-0.033296-0.0064818i,-0.038857-0.0054852i,-0.034684+0.0031742i,-0.022438+0.017124i,-0.010085+0.023115i,-0.0021833+0.018297i,0.0058944+0.010287i
-0.019934+0.013179i,0.071634-0.014301i,0.22583-0.14014i,0.21379-0.29149i,-0.030685-0.23014i,-0.20341+0.032479i,-0.13111+0.17447i,-0.037955+0.11779i,-0.049217+0.057003i,-0.05676+0.050976i,-0.03079+0.045582i,-0.0079166+0.037348i,0.0035733+0.032084i,0.0074053+0.025353i,0.012499+0.016552i,0.013996+0.0035175i,0.0082516-0.0058367i,0.0037231-0.0087289i,-0.0011623-0.014371i,-0.0091977-0.019088i,-0.01335-0.012661i,-0.01007+0.00044527i,-0.0055549+0.0098394i
0.025037-0.007137i,-0.061182+0.039984i,-0.21661+0.22019i,-0.23467+0.44185i,-0.041875+0.39721i,0.12232+0.050509i,0.097373-0.216i,0.032578-0.20462i,0.048692-0.10639i,0.062374-0.081824i,0.026013-0.068837i,-0.0059037-0.026505i,-0.0055772+0.00042256i,0.0055686+0.0045303i,0.012384+0.0041839i,0.019095+0.0056688i,0.02772+0.0086127i,0.029605+0.011651i,0.024825+0.014138i,0.024782+0.0113i,0.027492+0.00036761i,0.020054-0.01434i,0.0026891-0.022639i
-0.021634+0.0050465i,0.046366-0.037891i,0.17399-0.17597i,0.22632-0.29679i,0.18878-0.20629i,0.15602+0.0026505i,0.11104+0.086221i,0.033528+0.063764i,-0.013345+0.044356i,-0.020034+0.040314i,-0.013273+0.036986i,0.0032755+0.023532i,0.0079254+0.0081799i,-0.0015452+0.0054488i,-0.0049674+0.0042644i,-0.0030416-0.0015343i,-0.00096333-0.0078516i,0.0013495-0.014328i,-0.00064246-0.015423i,-0.0052825-0.0073086i,-0.0049028+0.0027655i,0.0028022+0.0063049i,0.01003+0.0033433i
