-0.0023137+0.00041588i,-0.0013006-0.0002653i,-0.00092321-6.6501e-05i,-0.0011056+0.00065122i,-0.0012671+0.0013086i,-0.0016661+0.0012047i,-0.00106+0.0009612i,-0.00041484+0.00065556i,0.00020697+0.0011016i,0.0011466+0.0012998i,0.0014659+0.00095563i,0.0005893+0.00039916i,0.00069401-0.00047172i,0.0016878-0.00056163i,0.0012766-0.00027548i,0.00031491-0.00012137i,-0.00023309-0.001309i,-0.00044646-0.0020769i,-0.00053816-0.001223i,-0.00014313+0.0001061i,5.2857e-05+0.00038794i,0.00035307+3.5943e-05i,0.00038418-0.00039077i
-0.0014696-0.001674i,-0.00029197-0.0022859i,-0.00096197-0.0014147i,-0.0017395-0.0010032i,-0.0014971-0.00055245i,-0.00098073-0.00042957i,-0.0003128-0.00040717i,0.00059674-0.00039121i,0.0010126-7.0614e-05i,-0.00026763+0.00067457i,-0.0015304+0.00083185i,-0.0011661+0.00068166i,-0.00046821+0.00050725i,0.00028334+0.00019109i,0.00082263+0.00010177i,0.00025298+5.9367e-05i,-3.9124e-05-0.00046082i,-0.00027915-0.00082473i,-8.4718e-05-0.00095237i,-0.00049557-0.0004202i,-0.0011807-0.00022126i,-0.00028783-1.3148e-05i,0.00044974+3.7918e-05i
-0.0014869+0.0015997i,-0.0004444+0.0022452i,-0.00064377+0.0032652i,-0.0016701+0.002854i,-0.00096558+0.0013941i,-1.4607e-05+0.0002383i,-0.00043777-0.00044547i,-0.00033118-0.00053247i,-1.2103e-05+3.241e-05i,0.00026506+0.00062741i,0.00079568+0.00089811i,0.00093696+0.00067881i,0.000636+0.0006361i,0.00051246+0.00025224i,0.00031009+0.0004912i,0.00020125+0.00067124i,4.9119e-05-0.00063833i,-0.00029575-0.0011331i,-0.00025376-0.0009081i,-0.00063553-0.00081627i,-0.00081231-0.00048373i,-0.00042069+0.00021014i,0.00037206+0.00030281i
-0.0022476+0.0019831i,-0.0010063+0.0025774i,0.00068072+0.0032196i,0.0018031+0.0032001i,0.0019463+0.0013773i,0.0014322-0.00032431i,0.00077975-0.00016453i,0.00022658-0.00046649i,-1.9736e-05-0.00053898i,0.00072415-4.7106e-05i,0.0015001-8.3991e-05i,0.0014813-0.00037186i,0.00081862-0.00043171i,0.00071746-0.00033444i,0.00027256-9.9294e-05i,-0.00076298+0.00025617i,-0.00097441-0.00053884i,-6.1174e-05-0.0010261i,0.00037405-0.0009396i,-0.0005423-0.0010029i,-0.00107-0.0008301i,-0.0011854-0.00021749i,-0.00063332-9.5318e-05i
0.0017194+0.00097233i,0.0027503+0.0011574i,0.002418+0.00058126i,0.0007435-0.00034991i,-0.00052294-0.00056704i,-0.0016296-0.00054667i,-0.0021461-0.0009042i,-0.0012427-0.00032314i,-0.00057383+0.00051757i,-0.00052317+7.9341e-05i,-0.00048151-0.00043646i,-0.00053277-0.0003865i,-7.2097e-05-0.00046208i,1.6564e-06-0.00038295i,-0.00011666-0.00030604i,0.00057237-0.00012675i,3.4725e-05-0.00065369i,-0.00077626-0.00085871i,-0.00062208-0.00083714i,-0.0010232-0.00067034i,-0.00080253-0.00042819i,-0.00072283-0.00043097i,-0.00052716-0.00049103i
0.00016331+0.00023083i,-0.00023061+0.00087515i,-0.0013222+0.0012853i,-0.0010398+0.00064721i,-0.0010958+0.00030435i,-0.0013336+0.00014185i,-0.0011668-1.78e-05i,-0.00077094-0.00035055i,-0.00035679-0.00042208i,0.00013801+0.00082698i,0.00040215+0.001755i,0.00037601+0.0010491i,0.00056748+0.00044718i,-0.00012652+0.00038385i,-0.00012871-0.00031826i,0.0002521-0.00094993i,-1.6914e-05-0.0012787i,0.00017208-0.0011304i,0.00067507-0.000928i,0.00087962-0.00043977i,0.00024756+7.7907e-05i,-3.7771e-05+0.00035784i,-0.00040511+0.00026419i
0.00074664+0.00022171i,0.00069291-7.0899e-05i,0.0010397+0.00021463i,0.0012314+0.00057105i,-2.2937e-05+0.00032027i,-0.0010248+0.00065047i,-0.00024132+0.00014106i,0.00063278-0.00010935i,0.00031535-0.00020009i,0.00025358-0.00012291i,0.00078516-0.00016241i,0.0014116-0.00046721i,0.0010831-0.0003014i,0.00022803-0.00027452i,0.00030754-0.00022563i,0.00048489+0.00022674i,0.00053251+0.000175i,0.00021555+0.00021001i,1.0451e-06-0.00027221i,-0.00036362-0.00053874i,-0.0010339-0.00025897i,-0.001224-0.00074092i,-0.00016686-0.00028995i
-3.5641e-05+0.0003364i,0.00075148-0.0002201i,0.00058272-0.000938i,-0.00033088-0.00027547i,0.00023993+0.00084157i,-0.000133+0.00072828i,-0.0014141-0.00022707i,-0.00086507-0.00045749i,0.00046345-0.00026082i,0.00041595-2.1419e-05i,7.4705e-05+0.00029658i,0.00076233+0.00032577i,0.0011174+0.00029616i,0.00046017+0.00028153i,0.0002605-6.5025e-05i,0.0011852+0.00031461i,0.001327+9.9769e-05i,0.00098773-0.00055967i,0.00090177-0.00042042i,0.00064279-0.00028662i,-9.8524e-05-0.00043327i,-0.00078919-0.00059234i,-0.0011684-0.00050493i
9.1563e-05-0.0003853i,-0.00023265+0.00031152i,-0.00048533+0.00092696i,-0.00075356+0.00020308i,1.9697e-06+0.0003605i,0.00017114+0.0014883i,-0.00021215+0.0012498i,-6.6055e-05-7.9447e-05i,4.5076e-06-0.00041452i,-0.0001287+0.00076055i,-0.0007474+0.00072845i,-0.00061889-0.00042844i,0.0005852-0.00018444i,0.0011382+0.00030423i,-1.7332e-05+0.00054526i,-0.0005614+0.00036297i,-0.00012964-0.00026093i,0.00033647-0.00061263i,0.00045561-0.00032658i,-0.00041374-0.00026535i,-0.00056509-0.00018627i,-0.00022306+0.00020737i,-0.00015158+0.0002328i
-0.0018256+0.00095414i,-0.001161+0.0018705i,0.0002304+0.0020586i,0.0004318+0.0015919i,0.0001955+9.9065e-05i,0.00045103-0.00067551i,-3.2792e-05-0.00039925i,-0.00066567-0.00031096i,-0.0011462+4.6056e-05i,-0.00091468+0.00069524i,-0.00037287+0.00024537i,-0.00024993-9.4729e-05i,-7.5506e-05-0.00023045i,0.00052119-0.00056792i,0.00074329-0.00049397i,0.00027019-9.29e-05i,5.8782e-05+4.4957e-05i,-0.00053176-0.00029705i,-0.0008444-6.8127e-05i,-0.00032756+4.6397e-05i,-0.00024512-0.00010945i,-0.00053444+6.6047e-05i,-0.00027945+9.2353e-05i
0.0016728-0.0014734i,0.00074871-0.0009585i,0.00034915-0.001139i,-0.000713-0.00061036i,-0.0010329+0.00014007i,-0.0003597+0.0010635i,-0.00030989+0.00076626i,9.0598e-05-0.00010471i,5.0163e-05-0.00051911i,-0.0002978+0.00014979i,-1.1199e-05+0.00097419i,0.00036016+0.00069347i,-1.635e-05+7.5499e-05i,9.3611e-05+0.00018068i,0.0002459+0.00066316i,6.3297e-05+0.00066593i,2.8259e-05+0.00056415i,8.667e-05+0.0005504i,0.00058423+8.7708e-05i,0.00063187-0.00041683i,-0.00012241-0.00076654i,-0.00035356-0.00040439i,-0.00039466+0.00038694i
0.0001307+0.0010229i,1.5311e-05+0.00030592i,0.00085286-0.0009314i,0.00083426-0.00062866i,0.00014407+0.00015169i,-0.00055819-0.00018802i,-0.0013302-0.0010974i,-0.00080286-0.0010519i,0.00017092-0.00034502i,0.00042526+7.5657e-05i,0.00017738+0.00053552i,0.00036286+0.00084759i,0.00020538+0.00086325i,-0.00017115+0.0003921i,0.00021237-0.0001521i,0.00026198-0.00055147i,0.0001264-0.0010598i,-0.00025454-0.00072038i,-0.00020025-0.0004098i,0.00015731-0.00025971i,-0.00015928+8.8247e-05i,-0.00051283-0.00011231i,-0.00034543+0.00026786i
0.0019388+0.0020703i,0.0027224+0.00060246i,0.0015257-0.00082456i,0.00013057-0.0013357i,6.9742e-05-0.0013128i,-0.00057925-0.00033981i,-0.001003-0.00013323i,-0.00052205-0.00015728i,0.00028743+0.0007401i,0.00034182+0.0006858i,0.00013348+0.00031545i,0.00036387+0.00039235i,0.00084883+0.00015883i,0.00079133+2.243e-05i,0.00063045-0.0002439i,0.00021237-0.00071256i,-0.00033962-0.00072732i,-0.00047922-0.0006171i,-0.00070076-0.00023242i,-0.00036042-0.00023709i,0.00019136-0.00093171i,0.00017156-0.0003715i,-0.00066587+0.00050642i
0.0019458+0.00020046i,0.001805+0.00076221i,0.0016045+0.00090992i,0.0010032+0.00013588i,0.00039996-0.0010012i,-0.00041267-0.00099971i,-0.00046209+0.00014932i,5.279e-05+0.00021016i,-0.00035451-9.4333e-05i,-0.00044564+0.00028082i,-0.00027849-0.00020671i,-0.0010055-0.00021924i,-0.0011805+0.00048829i,-0.00013946+0.0006991i,0.00031397+0.001085i,-0.00064465+0.00012769i,-0.0017132-0.00078936i,-0.0010373-0.00015413i,-0.00045076-0.00057015i,-0.00071409-0.00090999i,-0.00096756-0.00053941i,-0.001148-0.00050423i,-0.00079487-0.00031662i
4.9703e-06-0.0012877i,-0.00092414-0.00098246i,-0.0011884-0.0013863i,-0.00169-0.0015802i,-0.0018651-0.00067371i,-0.0010418+0.00010146i,-0.00034359-0.00016824i,-0.00090193-0.0005797i,-0.00099906-4.8418e-05i,-0.00045366+0.00055624i,0.00054162+9.5794e-05i,0.0010648-0.00019444i,0.0010919+2.9861e-05i,0.00080072+0.00048736i,-2.8595e-05+0.00087287i,-2.639e-06+0.00045385i,0.00032366-9.3103e-05i,0.00048845-0.0012183i,0.00026117-0.0015401i,-0.00044889-0.00080868i,-0.0010577-0.00019374i,-0.00092715-6.1732e-05i,-0.00055064-0.00011424i
-0.00046991-0.0015357i,6.1508e-05-0.00044582i,-0.00072464-0.0011274i,-0.001295-0.00070641i,-0.00091485+0.00011753i,-0.00036603+0.00082461i,-0.00050254+0.00054306i,-0.00088865+0.00035463i,-0.00038522+0.00046882i,0.00030948+6.2975e-05i,0.00049883-0.00011228i,0.00087041+1.7699e-07i,0.0014846-0.00020195i,0.0011522-0.00055492i,0.00057334-0.00059636i,0.00035873-0.00015095i,0.00037841-0.00043397i,-0.00013247-0.0016685i,-0.00040359-0.0017368i,-2.8365e-05-0.00076403i,-6.8739e-05+1.9251e-05i,-0.0007804+0.00018663i,-0.000892-0.00024621i
0.0016941-0.00098014i,0.0015826-0.0017821i,0.001144-0.0029793i,0.00010726-0.0028912i,-0.00055537-0.0011469i,-0.00015574+0.00032448i,-0.0002818+0.00028642i,-0.00092023+0.00062656i,-0.00028453+0.00081169i,0.00030493+0.00035232i,0.00015809-0.00035043i,-0.00083521-0.00094859i,-0.0015086-0.00071705i,-0.00090214-0.00051727i,-5.3394e-06-0.0002838i,0.0005401-0.00038453i,0.00048395-0.00066064i,0.00062976-0.00094037i,0.00085787-0.00070385i,0.00066094-0.00084129i,-5.7812e-05-0.00084042i,-0.00029523-8.5355e-05i,0.00034562+0.00043741i
-0.0010633+0.00090567i,-0.0012553+0.0014815i,-0.0011414+0.0021493i,-0.0012466+0.0017841i,-0.00056466+0.00026501i,6.7497e-05-0.00083641i,-0.00066963-0.00049905i,-0.0012082+1.0218e-05i,-0.00038879+0.00049318i,0.0005741+0.00055486i,0.00078004+0.00014622i,0.0010191-0.00012281i,0.00097703-0.00018189i,-0.00040116-0.00031215i,-0.00086059-0.00022242i,-0.00026956-8.2387e-05i,0.0002856-4.5409e-06i,0.00073532+0.00033379i,0.00016658+0.00037704i,-0.00024982+0.00026134i,0.00019472-0.00016559i,0.00033309-0.00074139i,-0.00057714-0.0003788i
0.0019154+0.0030293i,0.0024069+0.0021837i,0.0033026+0.001435i,0.0029153+0.00066838i,0.0017357-8.3045e-05i,0.00099057-0.00080065i,0.00086956-0.00056592i,0.00087087-0.00010487i,0.00089942-0.00032923i,0.0008115-0.00033759i,0.00039679-0.00046799i,1.6846e-05-0.00077666i,6.7254e-05-0.0010271i,0.00053732-0.00050052i,0.00092468-0.00049649i,0.00032824-4.4308e-05i,-0.00063672+0.00057566i,-0.0005656+0.00032638i,-0.00055527-0.00081052i,-0.0010546-0.0016512i,-0.0006465-0.0021436i,-0.00040088-0.0018416i,-0.00038609-0.0007641i
-0.0015436-0.00083211i,-0.0012669-0.0010752i,-0.0021025-0.0007987i,-0.0030807+0.0005574i,-0.0029543+0.0015119i,-0.0017061+0.0012122i,-0.00035837+0.00054932i,-9.6307e-05+0.00012261i,-0.0009471+1.9774e-05i,-0.00068653+0.00033266i,-9.5692e-05+0.0010171i,-0.00020681+0.0012119i,-0.00031451+0.00075332i,0.00055067+0.00050471i,0.0011866+0.00053272i,0.0004064-0.00030127i,0.00020588-0.0010194i,0.00056808-0.0010066i,0.00035076-0.00047795i,0.00064644+9.9923e-05i,0.00058797+0.00011933i,0.000535-1.3197e-05i,0.00047539-0.00066182i
0.00096637+0.0015446i,0.001675+0.0014677i,0.0013901+0.0010734i,0.00030476+0.00073803i,-0.00012036+0.00041996i,-0.00057754-0.00027269i,-0.00097881-5.0748e-05i,-0.0009527-0.00026229i,-0.00053647-0.00081287i,-0.00022426-0.00059802i,0.00021562-0.00022846i,0.0009132-0.00069898i,0.001043-0.00061909i,0.00014389-0.00044543i,-8.2581e-06-0.00068461i,0.00016361-0.00027456i,-4.5414e-05-0.00010746i,7.8026e-05-0.00094091i,-0.00027916-0.0012985i,-0.00072993-0.00061031i,-0.00056125-0.00040043i,9.005e-05-0.00022848i,0.00023373+0.00060767i
0.0026257-0.0013068i,0.0020605-0.00085211i,0.0026623-0.00058946i,0.0016083-0.00043568i,-0.00013387-0.00037002i,-3.2359e-05-0.00016072i,-1.3674e-05+0.00042876i,-1.6241e-05+0.00026275i,0.00025745-0.00039145i,0.00015443-0.00041621i,0.00012799-0.00039198i,-0.00045368-0.0006959i,-0.00077943-0.00026886i,0.00014055+0.00074686i,0.0012557+0.00045201i,0.0011438+8.073e-05i,0.00036782-0.00033942i,0.00062374-0.0011254i,0.0011052-0.00094291i,0.00058858-0.00043879i,-0.00026283-0.00018078i,-0.0005881+2.3556e-05i,-0.00071043+0.00051049i
-0.00052421-0.0006304i,-0.00049053-0.0010416i,-9.4772e-05-0.000788i,-0.00012986-0.00031808i,-0.00018928-0.00076488i,0.00022464-0.00037328i,0.00056803-0.00040925i,0.00058068-0.00063019i,0.00032612-0.00024709i,-0.00028295+0.00033698i,-0.00048412+0.00039014i,0.00023967+0.00065572i,0.00061051+0.00067253i,0.00042043+1.7351e-05i,0.0001674-0.0002247i,0.00022775-0.00076944i,0.00028765-0.00059853i,0.000752-0.00031339i,0.00060061-0.0005339i,-2.0724e-05+0.00046721i,-0.00059547+0.0011272i,-0.00055762+0.00049608i,-0.0001966+0.00022755i
-0.003097-0.00089168i,-0.0036214-0.00046461i,-0.0036395+0.0011638i,-0.0016422+0.0019316i,0.00030969+0.0016189i,0.00089971+0.00072573i,-0.00021102-6.2599e-05i,-0.0011268-0.00050992i,-0.0010875-0.0006263i,-0.00076848-0.00023438i,-0.00041842+0.0002611i,0.00017323+5.2387e-05i,0.00041957-0.00049792i,0.00077715-0.0004619i,0.00071071+0.00020403i,0.00027045+0.00026011i,0.00014623-0.00053982i,-0.00028311-0.0013398i,-0.0010031-0.0013396i,-0.00072464-0.00063298i,-0.00029226+0.00035447i,9.9288e-05+0.00069113i,0.0004036+0.00035126i
0.0011621-0.00043519i,0.00081611-0.00035173i,0.0011671-0.0012648i,0.00096352-0.0010869i,-0.00077488-0.0010254i,-0.0015498-0.00063077i,-0.00043084-2.8936e-05i,0.00031054+8.3049e-05i,2.7639e-05-0.00031416i,-0.00042599-0.00051689i,-0.00024027-4.7862e-05i,-7.5106e-05+0.00047135i,-0.00022516-2.569e-05i,-6.9372e-05-9.0476e-05i,0.00045973+0.00025025i,0.00082531+0.00033605i,0.00084208+0.00010536i,0.0003196-0.0012316i,-0.00015085-0.0011697i,-0.00036338-0.00035567i,-0.0006917+0.00017822i,-0.00097409+0.00038318i,-0.00065786+9.699e-05i
2.6776e-05-0.0012422i,-0.00058048-0.00022028i,-0.0011708+9.9198e-05i,-0.00073633+0.00014823i,-0.00037556+0.0010841i,0.00033112+0.00036128i,0.00092585-0.00085411i,0.00093362-0.0011158i,0.00063442-0.00019011i,6.2198e-05+0.0002326i,0.00018415-0.00020987i,0.0010797-0.00050968i,0.001121-0.00035384i,-0.00019807+0.00014885i,-0.0005412-4.6953e-06i,0.00018694-7.8673e-05i,0.00024097-0.00055129i,-0.00011595-0.00081473i,-0.00037883-0.0010063i,-0.00078611-0.0014329i,-0.0004226-0.00066931i,-0.00058069-6.3222e-05i,-0.0014782+2.9009e-05i
0.0013625+0.00050734i,0.0019817+0.00010533i,0.0016032-0.0011147i,0.00072667-0.0014094i,1.9595e-05-0.00078473i,-0.00055139-0.00068171i,-0.0011461+0.0001795i,-0.0013524+0.00066619i,-0.00091053-0.00016418i,-2.214e-05-0.00028368i,-9.5143e-05-0.00022938i,-0.0003855-0.00036548i,-7.5776e-05-0.00024018i,0.00022867+0.00024339i,0.00074678+0.00059959i,0.0004016-6.5786e-05i,-9.0354e-05-0.00049908i,-0.00021848-3.7531e-05i,-0.00081636-5.5573e-05i,-0.00077606-0.00040653i,-0.00011496-0.00078182i,0.0003963-0.00099171i,0.00030016-0.00046785i
0.00099034-0.00064112i,0.00032601-0.00083195i,-0.00010729-0.00070949i,-0.00070206-0.00025488i,-0.00097412-0.00018023i,-0.0012168-0.00019511i,-0.00083927-0.00053032i,0.00068965-0.00056529i,0.0010465-0.00032085i,0.00055134+0.0002746i,0.00039755+0.0006455i,-0.00036684+0.001015i,-0.00042313+0.0013278i,0.00013001+0.0010438i,0.00022666+0.00061355i,0.0005532-0.0003503i,0.0010464-0.00059304i,0.00087479-0.00099814i,0.00065134-0.0013461i,0.00022973-0.00070675i,-0.0006507-0.00015498i,-0.00056611+0.00029844i,-0.00048516+0.00043434i
0.0009113+7.9387e-05i,0.00093006-1.1935e-05i,0.00091544-0.0007961i,0.00076568-0.00046828i,0.00076738-0.00010493i,0.00015614-0.00043111i,-0.00051183-0.0004647i,-0.00089573-0.00058231i,-0.00090291+0.00034826i,-0.00035384+0.00080736i,-0.00017208+0.00015472i,-4.155e-05+0.00011425i,0.00013451-0.00046572i,-0.00035192-0.0014765i,-0.0002817-0.0010474i,-0.00022644-0.00064528i,1.0064e-05-0.001353i,0.00026069-0.00092585i,0.00015331-0.00051039i,-0.00015005-0.00058612i,-0.0008322-0.00027506i,-0.0011527+0.00053651i,-0.00097162+0.0010895i
-0.00049118+0.0012607i,3.8834e-05+0.0017738i,-0.0011981+0.0004742i,-0.0016181+0.00028213i,-0.00087642+0.0010357i,-0.00041212+0.0009558i,5.9126e-05+0.00082487i,0.00057332+0.00061501i,-0.00025428+4.7848e-05i,-0.0006602+0.00021977i,-0.00036044+0.00075878i,2.0525e-05+0.00076963i,0.00061996+0.0011121i,0.00043569+0.00061128i,0.00034474-0.00010624i,0.00081881+1.4118e-05i,0.00055061+0.0004312i,0.00012424+0.00036706i,-0.00081488+0.00029554i,-0.0010774-0.00010907i,-0.00082726-5.0898e-05i,-0.00030422+0.00017297i,0.00039569-0.00041998i
0.002583+4.2897e-05i,0.0019652+0.00098865i,-0.00020289-0.00016781i,-0.00047787-0.00058955i,0.00042824-0.00054842i,0.00061728-0.00060366i,0.00032309-0.00070306i,0.0005626-0.00067957i,0.00067776-0.00035381i,0.00040093-0.00083764i,-0.00022299-0.00064542i,-0.00053594+0.00051014i,-0.00090751+0.00041025i,-0.00074845-0.00029979i,-0.00039626+5.8055e-05i,-0.00027383+0.00067007i,0.00029461+0.0002114i,-0.00016656-0.00010748i,-0.00030036+4.4619e-05i,-0.00057006+0.00010221i,-0.00052992-0.00082738i,-0.0006536-0.00082363i,-0.0012203-0.00024887i
-0.00065462+0.0012113i,0.00027575+0.00022281i,0.0004345+0.00011982i,0.00021333-0.00046491i,0.00049509-0.000692i,-0.00042314-0.0003365i,-0.00072816-0.00027414i,-0.0005459-0.00014683i,-0.0012687-2.8144e-05i,-0.0013226+0.00072329i,-0.00026807+0.0016014i,0.0004089+0.00039298i,0.00061675-0.00063286i,0.00018247-0.00095269i,-0.00011728-0.00093262i,0.00011648-0.00042963i,0.00020233-0.00020839i,-3.5402e-05-0.00096173i,-0.0002901-0.00085754i,-0.0006371+0.00016826i,-0.00032058+0.00034082i,-0.00075742+0.00017676i,-0.00085855+0.00013084i
-0.00097206+0.00059205i,-0.00085914+0.0004345i,0.00053127+0.0018147i,0.0011805+0.0023095i,0.00065914+0.0011364i,-0.00060095-0.00010547i,-0.0014472-0.00033617i,-0.0014394-0.00014537i,-0.00052478+0.00025348i,0.00026274+0.00082811i,0.00052297+0.00071652i,0.00072632+2.6252e-05i,0.00051375-0.00014717i,0.00028297+0.00010918i,-1.358e-05+0.00029263i,0.00031751+0.00046065i,0.00081128+0.00050277i,0.00095103+6.5452e-06i,0.00034823+0.00029933i,-0.00030086+0.00029556i,-0.00071479-0.00096947i,-0.00055435-0.00072042i,-0.00026069+0.00036098i
0.00025722+0.00066234i,0.00040353-0.00011873i,0.00015801-0.00050317i,0.00061412-0.00051089i,0.0014544-0.0001488i,0.00073952+0.00026168i,-0.00015408+0.00031374i,7.9203e-05-9.9855e-05i,0.00013056+0.0002863i,0.00033314+0.00050576i,0.00028567+0.0001035i,-0.00021231-0.00032555i,-3.4625e-05-0.00055634i,2.7061e-05-0.00019673i,-3.3873e-05+0.00017157i,0.00030729+4.061e-05i,0.00052514+0.0002116i,0.00022532+0.00027851i,-0.00014361-0.00024022i,-0.00106-0.00037098i,-0.00083039+0.00020218i,-0.00063847+0.00075633i,-0.0010357+7.2167e-05i
0.0014863-0.0004417i,0.0018391-0.0011184i,0.00207-0.0010192i,0.0016228-0.0008865i,0.0014137-0.00083614i,0.00022402-0.00099804i,-0.00034094-0.0010056i,-0.00036331-0.00059931i,-0.000661-0.00023106i,-0.00016747-3.6582e-05i,-0.00052637+0.00026775i,-0.0014769+1.0231e-05i,-0.0016091-0.0010637i,-0.00062127-0.00098983i,0.00037231-0.00024451i,0.0001214-0.00020603i,-6.7511e-06-0.0003154i,0.00041516-0.00041512i,-0.00022171-0.00052519i,-0.00082976-0.00034878i,-0.00036489-0.00023698i,-0.00033559+0.00037581i,0.00013075+0.00094945i
-0.0016134+0.0024302i,-0.00077009+0.0018538i,0.00060208+0.0020879i,0.0012893+0.0025161i,0.0014209+0.0012113i,0.0005494-0.00019376i,0.00041758+5.3689e-05i,0.00035896+0.00041077i,0.00021786+0.00059456i,0.00057453+0.00053426i,0.00070479+2.7545e-05i,-5.4855e-05-9.2499e-06i,-0.00038934-0.00031498i,-0.00045543-0.00036017i,8.0653e-05-0.0011476i,0.00047268-0.0017995i,0.000795-0.001655i,0.00061992-0.0017981i,0.00018131-0.001061i,0.00020881+8.1572e-05i,-0.00051777-0.00013036i,-0.00091244-0.00017017i,-0.00025337+9.5223e-05i
3.3678e-05+0.00047471i,0.00074764+0.00026412i,0.0016521+0.00019608i,0.0012981+0.00012563i,-0.00011349+0.00085696i,-0.00085963+0.0012315i,-0.00031205+0.00060829i,-0.00049704+0.0005686i,-0.00069606+0.0011007i,0.00012401+0.0015948i,0.00056619+0.00057091i,3.2106e-05-0.0011221i,-0.00010803-0.0013933i,-0.00028135-0.00041226i,0.00011864-0.00011341i,0.0011559-0.00067786i,0.0013586-0.00092158i,0.0010116+1.354e-05i,0.0004313+0.0007544i,-0.00024604+0.00011965i,-0.00044628-0.0005496i,-8.1174e-05-0.00066019i,-4.0943e-05-0.00059031i
0.00031085+7.4438e-05i,-9.3716e-05+0.0001604i,0.00013046+9.808e-05i,0.00032+0.00027895i,0.00095907+0.00028264i,0.0010819-0.000312i,4.9408e-05-0.00096926i,-0.00073056-0.0013585i,-0.00017389-0.0010997i,3.7571e-05+3.4096e-05i,-0.00016421-3.8361e-06i,0.00052118-1.6649e-05i,0.0012587+0.00019867i,0.00084247+0.00027212i,-0.00039652+0.00060741i,-0.00036365-0.00011123i,0.00021485-0.00077257i,0.00029359-0.001351i,0.00012409-0.000852i,-2.3432e-05-6.4227e-05i,0.00010761-0.00031575i,-0.00013594-0.00027386i,-0.00019617+0.00036554i
0.00073215-0.00026934i,0.00051154-0.0011608i,-1.6569e-05-0.001561i,-1.3508e-05-0.0010526i,-0.00059616-0.00058106i,-0.0011718-0.00042957i,-0.0010094-2.8402e-05i,-0.00057418-0.00025228i,-0.00067611-5.6093e-05i,-0.00082031+7.7097e-05i,-0.00042888+0.00055457i,-0.00058137+0.0012326i,-0.000825+0.00048968i,-0.0012002-0.00013821i,-0.0011952-0.00052257i,0.00025542-0.00021481i,0.0006392+0.0007984i,0.00025842+0.00013238i,8.8532e-05-0.00071955i,-0.00054946-0.0010773i,-0.0011375-0.00097549i,-0.0010703-0.0010037i,-0.00064185-0.00054787i
-0.00014299-0.00050798i,0.0007976+0.00045801i,0.0017314+0.00104i,0.0014555+0.00041057i,0.0007186+0.00055461i,0.00085387+0.0006032i,0.00018001-0.00011692i,0.00023295-0.0014639i,0.00090657-0.0010753i,0.0014131+0.00031062i,0.0013937+0.00035642i,0.0010097+0.00018496i,-2.6408e-05+0.00031173i,-0.00021361+0.0001523i,0.00046881-0.00013206i,0.00044568-0.00045749i,0.00039976-0.0006771i,0.0001817-0.00062031i,-1.5105e-05-0.00040417i,0.00013313-0.00054833i,0.00016813-0.00065533i,7.9799e-07-1.2533e-05i,-0.00043723+8.8408e-05i
-0.0010416+0.00054662i,3.0243e-05+0.00072486i,0.00099118+0.0013552i,0.00040506+0.0010169i,0.00010031+3.2493e-05i,0.00054679-0.00028792i,0.00029969+0.00029224i,-0.0001659+0.00058147i,-0.0003991+0.00017822i,-0.00079674+2.4835e-05i,-0.00056539+0.00084461i,0.00024919+0.00080878i,0.0002466+0.00050604i,-1.3877e-06-8.1632e-05i,0.0001627-0.00022377i,0.00080724+6.2353e-05i,0.00020534-5.0083e-05i,-0.00014529-0.00072783i,0.00018044-0.0013639i,3.248e-06-0.0011597i,-0.00019829-0.00080521i,0.00057623-6.9548e-06i,0.00049568+0.00080543i
0.0014941-0.00044337i,0.0022796-0.00029502i,0.0019179-0.00062107i,0.00066659-0.00092295i,-0.00076197-0.0011647i,-0.0008404-0.00080441i,2.1356e-05-0.00023227i,0.00015929+0.00021845i,-0.00021755+2.4424e-05i,4.933e-05-5.3265e-06i,0.00010196+0.00036792i,-0.00023751+0.00017652i,-0.00067947-4.3543e-05i,-0.00056669+0.00013479i,2.7597e-05+0.00038207i,8.7341e-05+0.00029782i,-0.00011098+7.6866e-05i,-0.00011634-0.00033601i,-0.00042453-0.00051366i,-0.00076887-0.00063835i,-0.00022025-0.0011638i,-0.00037206-0.0015075i,-0.00053979-0.0018547i
-0.00069605+0.0016569i,-0.00094944+0.0019497i,-0.00062049+0.0023958i,0.0008329+0.0023708i,0.001984+0.0013177i,0.0011199-0.00026927i,0.00069253-0.00052604i,0.0005457-0.00011553i,-0.00033572-0.0002589i,0.00017795-3.7142e-05i,0.00050476-0.00018198i,0.0003967-0.00048536i,9.1333e-05-0.00063292i,-0.00051875-0.00047583i,-0.00068798-0.00067012i,-0.00016161-0.0006099i,0.00048798-0.00056395i,0.00031934-0.0014047i,0.00036456-0.00087342i,0.00057597-0.00011595i,0.00020347-0.00015142i,-0.00029538+0.00012316i,-0.0002646-1.6626e-07i
