-0.0021657-0.0011082i,-0.00091208-0.0018091i,-0.0017384-0.0018095i,-0.0029469-0.0011192i,-0.0026929+0.0013121i,-0.0012478+0.0024407i,-0.00053384+0.0017938i,-0.000633+0.0021685i,-0.00033686+0.0027429i,0.00022556+0.0017889i,0.00013434+0.00079987i,-0.00028268+0.00049686i,-0.00031834-4.1794e-05i,-0.00029407+0.00054897i,0.00027973+0.0008797i,0.00075242+0.00020878i,-0.00041371+0.00054216i,-0.0012473+0.00099685i,-0.00056014+0.001012i,-0.00014436+0.00064232i,-4.9493e-05-0.00035101i,0.00012114-0.00094593i,-0.00023333-0.00068163i
-0.016617-0.0024058i,-0.044474-0.017341i,-0.081087-0.056601i,-0.13217-0.1042i,-0.18868-0.10607i,-0.19846-0.036248i,-0.13626+0.038083i,-0.070509+0.041629i,-0.043046+0.019936i,-0.017548+0.022515i,0.0091205+0.021262i,0.01376+0.011509i,0.0066763+0.0074533i,0.0036803+0.006931i,0.0037874+0.0066345i,0.0030736+0.0033705i,0.003218-0.0021351i,0.0061867-0.0051677i,0.007629-0.0058545i,0.0047671-0.0060702i,0.00057328-0.0050321i,-0.0010041-0.00093524i,-0.00053824+0.0037608i
0.014409+0.0037011i,0.030081+0.020923i,0.036244+0.073312i,0.03759+0.16316i,0.059967+0.22341i,0.099735+0.17671i,0.10208+0.06056i,0.057966+0.0026883i,0.027558+0.0034201i,0.015851-0.014008i,-0.0007168-0.031873i,-0.0099974-0.02743i,-0.005517-0.017456i,-0.0013579-0.0095953i,-0.0021551-0.0037487i,-0.0035394+0.0013557i,-0.0079415+0.0048634i,-0.012925+0.0067674i,-0.011175+0.0075147i,-0.005605+0.0066207i,-0.00077284+0.0042261i,0.0014054+0.00088608i,0.0026309-0.0025171i
-0.013126-0.0077281i,-0.025307-0.027374i,-0.014944-0.066054i,0.028921-0.13601i,0.056307-0.21594i,0.014095-0.22484i,-0.03999-0.13934i,-0.032129-0.061285i,-0.010773-0.037079i,-0.013754-0.01387i,-0.010758+0.012783i,-0.0008943+0.018968i,0.0031996+0.012166i,0.0041576+0.0054249i,0.0038165+0.0012819i,0.0033768+0.00030738i,0.0050446+0.002651i,0.0072582+0.0041644i,0.0057439+0.0040469i,0.0034771+0.0030666i,0.0025379+0.00049608i,0.00021787-0.0018866i,-0.0036626-0.0028738i
0.0047269+0.010132i,0.0052038+0.02483i,-0.026053+0.036762i,-0.11433+0.049117i,-0.19495+0.09012i,-0.15084+0.13476i,-0.040245+0.11611i,0.0013052+0.061714i,-0.0010561+0.03513i,0.014611+0.021837i,0.025975+0.0019667i,0.018997-0.0077335i,0.010446-0.0070795i,0.0060216-0.0070902i,0.0021308-0.008527i,-0.0010797-0.0092367i,-0.0008469-0.01116i,0.0028681-0.013822i,0.0032732-0.013492i,-0.0012844-0.0098424i,-0.0037944-0.005278i,-0.002461-0.0016732i,-0.00049523+0.0016087i
-0.0055287-0.011861i,-0.006536-0.027226i,0.020385-0.019922i,0.11538+0.024636i,0.2385+0.047666i,0.23887+0.00024945i,0.12354-0.041479i,0.051288-0.02577i,0.035973-0.010171i,0.011151-0.01418i,-0.015733-0.0082005i,-0.02228+0.0016532i,-0.018978+0.0052024i,-0.013597+0.0057463i,-0.0076806+0.0047969i,-0.0048691+0.0049453i,-0.0037576+0.008388i,-0.0037563+0.010434i,-0.0045041+0.0076845i,-0.0037489+0.0048382i,-0.0028251+0.0050563i,-0.0012224+0.0053419i,0.00097171+0.0020223i
0.0012701+0.013422i,0.0011443+0.022683i,-0.0060814-0.0062928i,-0.052407-0.098996i,-0.13991-0.17698i,-0.17793-0.13704i,-0.12546-0.040862i,-0.063581-0.0011527i,-0.036113+0.0044514i,-0.015559+0.01781i,0.0055234+0.020252i,0.013766+0.010668i,0.011478+0.003207i,0.0058841+0.0013516i,0.0033268+0.0022308i,0.0057407+0.0029394i,0.0092102+0.0031704i,0.010347+0.0028174i,0.008911+0.0018038i,0.0078368-0.00059092i,0.0066632-0.0027277i,0.0028351-0.0025084i,0.0001664-0.00051228i
0.00056325-0.014675i,-0.0043891-0.026495i,-0.029537+0.0075494i,-0.054681+0.1295i,-0.031567+0.25243i,0.026497+0.2374i,0.050107+0.12039i,0.028601+0.048572i,0.017072+0.031083i,0.018545+0.0050317i,0.0073988-0.016577i,-0.0050842-0.018094i,-0.0079145-0.012521i,-0.007147-0.006219i,-0.0064618-0.0020905i,-0.0071103-0.0033965i,-0.0097872-0.0073714i,-0.011457-0.009376i,-0.0087591-0.0088587i,-0.006015-0.0068397i,-0.0066564-0.00408i,-0.0074754-0.0015517i,-0.0046197+0.00076226i
-0.005972+0.012781i,-0.0057172+0.026363i,0.034657+0.01169i,0.1176-0.080732i,0.16342-0.20255i,0.11466-0.23092i,0.032182-0.15087i,-0.00051742-0.073796i,-0.0080187-0.044201i,-0.020743-0.018858i,-0.018151+0.0056943i,-0.0047319+0.015774i,0.0034538+0.016244i,0.0050974+0.011781i,0.0026551+0.0072032i,-0.00053699+0.0075545i,-0.0010683+0.0094666i,0.0013953+0.0082942i,0.001962+0.0061452i,0.0017591+0.0058755i,0.0028604+0.0061042i,0.0032018+0.0045008i,0.0024589+0.0014389i
0.0082425-0.011097i,0.0071491-0.033222i,-0.045-0.055725i,-0.16954-0.036227i,-0.26952+0.034264i,-0.22872+0.091799i,-0.10603+0.080446i,-0.03545+0.038807i,-0.012304+0.022308i,0.010161+0.016893i,0.019273+0.0028849i,0.012807-0.0085045i,0.0059391-0.010029i,0.0036594-0.008071i,0.0062529-0.0077118i,0.0094885-0.007474i,0.009727-0.0069865i,0.0083314-0.0047442i,0.0068326-0.0013068i,0.0053359-0.002104i,0.0040703-0.0056168i,0.0018272-0.0073842i,-0.0007577-0.0063511i
-0.0097095+0.0086525i,-0.020629+0.02924i,0.012755+0.077485i,0.13621+0.13192i,0.27201+0.13703i,0.27007+0.073716i,0.15502+0.014744i,0.074332+0.0026198i,0.0449-0.0061458i,0.016362-0.019209i,-0.0066296-0.012879i,-0.01365+0.00032567i,-0.013405+0.0053795i,-0.0098774+0.0042794i,-0.0060617+0.0016458i,-0.0079635+0.00037317i,-0.010522+0.0032182i,-0.0088809+0.0058309i,-0.0068263+0.0031351i,-0.0071501+0.0015445i,-0.0085668+0.0030669i,-0.0078033+0.0041707i,-0.0051793+0.0026316i
0.012991-0.0059142i,0.029633-0.03051i,0.025161-0.099482i,-0.045356-0.20574i,-0.15025-0.26642i,-0.17747-0.20318i,-0.11435-0.08799i,-0.055798-0.024715i,-0.030598+0.00083143i,-0.012884+0.019236i,0.0032963+0.02112i,0.011847+0.0093498i,0.01231-0.00045466i,0.0082048-0.0017615i,0.0050574+0.0018166i,0.0059467+0.0057693i,0.0070879+0.0059497i,0.0047678+0.0026146i,0.00055887+0.0013704i,-4.9976e-05+0.002372i,0.0028646+0.0037725i,0.0043157+0.0046903i,0.0045972+0.0037464i
-0.015523-0.00039217i,-0.048461+0.014244i,-0.091605+0.080447i,-0.10101+0.21317i,-0.055508+0.31823i,0.0019531+0.27522i,0.01931+0.14607i,0.0097344+0.06551i,0.010525+0.034848i,0.015549+0.0071114i,0.0063957-0.010343i,-0.0058009-0.01011i,-0.0096694-0.0047524i,-0.0082329-0.0035166i,-0.0051481-0.0061331i,-0.0025287-0.009985i,-0.0015434-0.01143i,0.00047774-0.0091561i,0.0034773-0.007144i,0.0034071-0.0065802i,0.00094014-0.0071282i,-0.00074307-0.0068308i,-0.00080884-0.0043205i
0.013319+0.0031796i,0.046885+0.00020079i,0.11645-0.037971i,0.19261-0.14412i,0.21081-0.25029i,0.14626-0.24223i,0.06081-0.14675i,0.017203-0.072196i,-0.0031654-0.03834i,-0.018652-0.013328i,-0.01686+0.0044448i,-0.0056817+0.011646i,0.0016121+0.012713i,0.0014563+0.0098598i,-0.0021184+0.0075591i,-0.0045712+0.0089429i,-0.0030611+0.0097242i,0.0017839+0.0055436i,0.0032212-0.00024321i,0.00041183-0.0018056i,-0.0025794+0.00089343i,-0.0050033+0.0033059i,-0.0058572+0.004077i
-0.012701-0.0081226i,-0.050684-0.024148i,-0.1399-0.032507i,-0.25814+0.0050939i,-0.31279+0.07127i,-0.24035+0.095119i,-0.11663+0.067379i,-0.044457+0.035127i,-0.012629+0.02217i,0.01105+0.012919i,0.017529-0.0016739i,0.0098744-0.011596i,0.002756-0.010555i,0.0017734-0.0047156i,0.0047541-0.0022876i,0.007435-0.0028257i,0.0070242-0.0022862i,0.0027075+0.0014445i,-0.0010758+0.0057403i,0.00036202+0.0068042i,0.0046325+0.0057079i,0.0069704+0.0038444i,0.006458+0.0019409i
0.0088797+0.011027i,0.036002+0.038796i,0.11001+0.08907i,0.23061+0.12633i,0.31267+0.11396i,0.26435+0.062796i,0.14389+0.017765i,0.065137+0.0027412i,0.031503-0.0073116i,0.0075282-0.015522i,-0.0058136-0.0093442i,-0.0074298-0.00011719i,-0.0056588+0.0032505i,-0.0040778+0.0028933i,-0.0041821+0.00078663i,-0.0077903-0.0011045i,-0.011101-0.00035514i,-0.0085683+0.0012358i,-0.0023129+0.00067329i,0.00036631-0.0023984i,-0.0012355-0.0058449i,-0.0028519-0.0083168i,-0.0032008-0.0087928i
-0.0041371-0.012638i,-0.017547-0.054761i,-0.059838-0.13965i,-0.14082-0.23072i,-0.20545-0.25375i,-0.18091-0.18141i,-0.10429-0.083439i,-0.053459-0.028837i,-0.027866-0.0025171i,-0.0074795+0.014207i,0.0060016+0.014983i,0.010959+0.0067163i,0.0096504+0.00011427i,0.0059334-0.0001234i,0.0035743+0.0033871i,0.0042776+0.0057361i,0.0046679+0.0044136i,0.0020086-0.0010174i,-0.0020104-0.004515i,-0.0056892-0.0025582i,-0.0075253+0.0026197i,-0.0071874+0.0068719i,-0.0052499+0.0073799i
-0.0024736+0.013438i,-0.010627+0.054564i,-0.018408+0.14732i,-0.0049623+0.26297i,0.022579+0.31123i,0.033004+0.2382i,0.026793+0.12136i,0.021734+0.052154i,0.01937+0.021568i,0.013301+0.001421i,0.00088502-0.0082288i,-0.0078337-0.0060227i,-0.0075153-0.0021017i,-0.003163-0.0030083i,-0.00066926-0.0051662i,6.052e-05-0.006654i,0.0015249-0.0057066i,0.003618-0.0014175i,0.0057367+0.0019475i,0.0073286+0.003192i,0.0088693+0.0024349i,0.0092011+0.00027636i,0.0087021-0.0015126i
0.0075049-0.01145i,0.02796-0.048167i,0.074404-0.12847i,0.12212-0.22984i,0.12991-0.27132i,0.08792-0.20995i,0.034803-0.112i,0.0092097-0.04988i,-0.00015787-0.021307i,-0.0075894-0.0050363i,-0.0076958+0.0038547i,-0.0035274+0.0059442i,-0.0016395+0.005064i,-0.0021738+0.0033652i,-0.0034467+0.0019056i,-0.0046308+0.0041069i,-0.0022178+0.0073591i,0.0026558+0.0053218i,0.0043564-0.00013065i,0.0018825-0.0041056i,-0.0024236-0.006115i,-0.0067125-0.0063961i,-0.0078089-0.0044282i
-0.01118+0.0072924i,-0.048052+0.025712i,-0.12618+0.066314i,-0.21263+0.11712i,-0.23466+0.13323i,-0.16723+0.1023i,-0.077867+0.061994i,-0.029907+0.038422i,-0.0085345+0.026664i,0.0072741+0.012129i,0.010606-0.0037289i,0.0053249-0.010278i,0.0014445-0.0077126i,0.0014069-0.0027179i,0.003569-0.00017088i,0.0045928-0.0010581i,0.002975-0.0016808i,-0.00039568-0.00057893i,-0.0047792+0.0020592i,-0.0062042+0.0057009i,-0.0037478+0.0081372i,-0.001508+0.0092457i,0.00066435+0.009093i
0.010654-0.005617i,0.046668-0.0079419i,0.12597-0.0050987i,0.21939+0.0042054i,0.25096+0.017464i,0.18828+0.013034i,0.095017-0.0064i,0.037722-0.012817i,0.013958-0.012744i,0.0017655-0.011088i,-0.004066-0.0035649i,-0.0037249+0.002029i,-0.002129+0.0027771i,-0.0011369+0.0015571i,-0.0010485-0.00029078i,-0.0031448-0.0018674i,-0.0054356-0.001676i,-0.0039526-0.0013705i,-0.0002518-0.0024865i,0.0027665-0.0037672i,0.00469-0.0052624i,0.0051442-0.0063092i,0.0041553-0.0062258i
-0.013054-0.001417i,-0.048904-0.017017i,-0.116-0.056532i,-0.18467-0.11003i,-0.19585-0.13485i,-0.137-0.095784i,-0.069461-0.03693i,-0.034517-0.011897i,-0.018465-0.002285i,-0.0048494+0.0069308i,0.0055268+0.0073153i,0.0075355+0.0031354i,0.0039208+0.0020075i,0.00052592+0.0029333i,0.00027112+0.0037576i,0.0019876+0.0028912i,0.0034766+1.1657e-06i,0.0035077-0.0020157i,0.00046811-0.0031095i,-0.0049686-0.0041808i,-0.009167-0.0032808i,-0.0094825-0.0022912i,-0.0078529-0.0015156i
0.0077435+0.0044395i,0.027713+0.028895i,0.059726+0.090656i,0.082987+0.16821i,0.072375+0.19657i,0.042817+0.1396i,0.026038+0.062475i,0.023739+0.025846i,0.020024+0.01065i,0.0093984+0.00071529i,-0.0016217-0.0026194i,-0.0047997-0.0023675i,-0.002716-0.0024659i,-0.00034757-0.0030607i,0.0011298-0.0026617i,0.00048734-0.0021557i,-0.00091393-0.0014705i,-0.0008781+0.00096173i,0.0012311+0.0035901i,0.0029297+0.0049383i,0.0033359+0.0055813i,0.0031043+0.0050213i,0.003511+0.0035544i
-0.0057997-0.0076292i,-0.014134-0.039081i,-0.013692-0.10627i,0.0074916-0.17966i,0.033554-0.19396i,0.030016-0.13227i,0.0046791-0.061055i,-0.0082143-0.023284i,-0.007516-0.0080505i,-0.0059201-0.0024227i,-0.0044704+0.0016457i,-0.00252+0.0034919i,-0.0013281+0.0027143i,-0.00072224+0.00038929i,-0.00057809-0.0018505i,-0.0010081+0.00047796i,-0.00031093+0.0051054i,0.0013145+0.0057008i,0.0015096+0.0017215i,0.0011504-0.0025244i,0.00023669-0.004689i,0.00076319-0.0040185i,0.0016524-0.0024769i
0.00038662+0.0069093i,-0.0074353+0.033021i,-0.03882+0.083214i,-0.090944+0.12756i,-0.11321+0.11982i,-0.076233+0.069794i,-0.026086+0.033769i,-0.0052749+0.022735i,0.00080697+0.017576i,0.0062211+0.0070659i,0.0058521-0.0042677i,0.0024892-0.0068453i,0.0023714-0.0038386i,0.0029848-0.00058002i,0.0027376+0.00085403i,0.0020909-0.00076309i,0.0017782-0.002643i,0.0010621-0.0015983i,-0.0013376+0.00063934i,-0.0039197+0.0018044i,-0.0044561+0.0023428i,-0.0034118+0.0024846i,-0.00176+0.0030066i
0.00024117-0.0070422i,0.014535-0.027563i,0.057936-0.053561i,0.11793-0.058894i,0.1359-0.030671i,0.09436-0.0067854i,0.042259-0.011081i,0.015203-0.015239i,0.0074796-0.010402i,0.0049795-0.0049382i,0.0024022-0.0016581i,-0.00086697-0.00071873i,-0.0027852+3.7784e-05i,-0.0019422+0.0013103i,-0.00064131+0.00054712i,-0.0010458-0.00095413i,-0.0018396-0.0006i,-0.00081378-0.0005235i,0.0021243-0.0020214i,0.0044493-0.002635i,0.0030573-0.0017413i,-0.0002624-0.00017783i,-0.0026894+0.00059596i
-0.0035973+0.0048644i,-0.025297+0.011468i,-0.07314+0.0094911i,-0.12275-0.013076i,-0.11937-0.041691i,-0.070767-0.033016i,-0.032378-0.0010429i,-0.016004+0.0099762i,-0.0090012+0.010564i,-0.0033525+0.011269i,0.0025192+0.0064632i,0.0043185+0.0017937i,0.0005888+0.0013007i,-0.0037635+0.0024314i,-0.0053567+0.0022921i,-0.0025906+0.0007866i,0.00089545+0.00017879i,0.00088932+0.00053142i,-0.0014269+9.2472e-06i,-0.0027638-0.0013194i,-0.0022595-0.0018719i,-0.00033448-0.0025292i,0.00083848-0.0032075i
0.0038328-0.005506i,0.019424-0.0046687i,0.049224+0.013455i,0.069713+0.052583i,0.048776+0.078753i,0.016592+0.052245i,0.0056775+0.011712i,0.0043389+0.000759i,0.0035063+0.00071612i,-0.00027953-0.00074112i,-0.0046005+4.1014e-05i,-0.0043176-6.7298e-05i,-0.0017498-0.0027917i,-0.00013136-0.00332i,0.0004731-0.0017721i,-0.00024033-0.0013388i,-0.0011623-0.0014577i,-0.00099336-0.00065623i,0.00057308+0.00091842i,0.0019891+0.0021036i,0.0016093+0.0018128i,-0.0001574+0.00022083i,-0.0012124-0.0020879i
-0.0055728-0.0020032i,-0.020803-0.010874i,-0.039216-0.037616i,-0.031953-0.075999i,0.0038525-0.08717i,0.018106-0.055383i,0.0022491-0.023408i,-0.0086255-0.01305i,-0.0083296-0.011406i,-0.0064409-0.0094348i,-0.004511-0.0036331i,-0.0017241+0.0012327i,0.00050095+0.002461i,0.0016022+0.00067381i,0.0012685-0.0018848i,0.00036226-0.00086005i,0.00040158+0.0022377i,0.00028792+0.0019228i,-0.0005077-0.0010923i,-0.00079011-0.0029143i,-0.0019055-0.0013429i,-0.0022653+0.0020149i,-0.00092798+0.0036933i
0.0033976+0.002542i,0.0079085+0.011256i,0.006736+0.034863i,-0.016562+0.058856i,-0.043412+0.051661i,-0.028715+0.020207i,0.0040683+0.0043126i,0.017131+0.0051505i,0.018162+0.005279i,0.015744+0.00085656i,0.0090959-0.0053633i,0.0021775-0.0058041i,0.00044451-0.0020967i,0.0012697+0.0019662i,0.0019161+0.0043654i,0.0025802+0.0035221i,0.002609+0.0016157i,0.0017178+0.0017161i,0.00078056+0.0024161i,4.4333e-05+0.0021787i,-0.00048626+0.0015549i,-0.00032488+0.00073424i,0.0017347+0.00066152i
-0.0031145-0.0043941i,-0.0047979-0.014219i,0.0047034-0.027478i,0.034761-0.027825i,0.056252-0.0048731i,0.037612+0.016566i,0.010489+0.014749i,0.0024517+0.008385i,0.0042565+0.0076793i,0.0055238+0.0062642i,0.0041012+0.0035682i,0.001162+0.0017074i,-0.0014792+0.0016978i,-0.0018497+0.0016136i,-0.0008522+0.00015425i,-0.00090075-9.5463e-05i,-0.0014988+0.0022979i,-8.0765e-05+0.003359i,0.0021663+0.0018897i,0.0031416-0.0002167i,0.0017901-0.0014471i,-0.001126-0.0011513i,-0.0031985-0.001373i
0.0012935+0.0024469i,-0.0023808+0.0084999i,-0.016171+0.011456i,-0.039753-0.0015708i,-0.044941-0.023216i,-0.024489-0.021561i,-0.01395+0.0017218i,-0.015615+0.016053i,-0.015078+0.018732i,-0.0085961+0.015454i,-0.001042+0.008362i,0.0018636+0.0023393i,0.00069338+0.00072076i,-0.0030019+0.00060867i,-0.0056153+0.00036329i,-0.0049368+0.0005801i,-0.0026485+0.00061092i,-0.001834-0.00082315i,-0.0030806-0.0029093i,-0.0041297-0.0024197i,-0.0037565-0.0007066i,-0.001752+0.00051193i,-0.00042538+0.0018029i
-0.0032493-0.0020436i,-0.00041789-0.0052493i,0.0080696-0.00083106i,0.015964+0.018531i,0.0043925+0.032947i,-0.013399+0.014778i,-0.014863-0.013604i,-0.0117-0.020232i,-0.0094595-0.014586i,-0.0079371-0.0098319i,-0.0066891-0.004694i,-0.0039443-0.00063625i,-0.0014712-0.00042854i,0.00037543-0.0021188i,0.0022788-0.0025864i,0.0028301-0.0021803i,0.0011957-0.0032434i,0.00015816-0.0035681i,5.9175e-05-0.0011774i,-0.00010155+0.0013618i,0.00080973+0.0025623i,0.0014448+0.00089358i,0.0015768-0.0023656i
-0.0022914+0.00062554i,-0.0057411+0.00067619i,-0.0090403-0.0073912i,-0.00090415-0.026842i,0.022921-0.035715i,0.032724-0.021545i,0.019778-0.010177i,0.0095659-0.012645i,0.00589-0.016143i,0.0031631-0.013655i,0.0013214-0.0062183i,0.0011906-0.00068296i,0.0015877+0.00076131i,0.0012966+0.00027706i,0.00065037-0.00045879i,0.00083721+0.00017728i,0.0016571+0.0012142i,0.0028332+0.0001549i,0.0033911-0.0021487i,0.0023639-0.0037942i,0.00075601-0.0036931i,-0.0011568-0.0023223i,-0.0023143-0.00084441i
-0.0020767-0.00040507i,-0.0027234-0.00049285i,-0.0086856+0.0061486i,-0.022962+0.016499i,-0.036039+0.013595i,-0.018241+0.00026671i,0.014715-0.0013892i,0.028116+0.0060487i,0.027571+0.0083864i,0.021395+0.0046811i,0.012921+0.00014677i,0.0049677-0.0013066i,0.00079403+0.0001754i,0.00045027+0.0025673i,0.0014872+0.0043761i,0.0020765+0.0043257i,0.0019749+0.0025798i,0.00018775+0.0013273i,-0.0019707+0.0015521i,-0.0030344+0.0011732i,-0.0031885+0.001142i,-0.0013471+0.0025099i,0.0011939+0.0029719i
-0.00141-0.00016309i,-0.0013428-2.862e-05i,0.0051152-0.00050896i,0.021799+0.0035617i,0.033629+0.018403i,0.017576+0.02974i,-0.0058643+0.029295i,-0.0094487+0.026574i,-0.0028645+0.023374i,0.00097867+0.016072i,0.00087786+0.0090796i,0.00031985+0.0050118i,3.5075e-05+0.0024165i,-0.00093419+0.00027903i,-0.0025408-0.0020857i,-0.0038281-0.0019848i,-0.0040249+0.00089203i,-0.003533+0.0038103i,-0.0023123+0.0043892i,0.00062999+0.0032899i,0.0032084+0.001317i,0.0032427-0.0007748i,0.0025787-0.00076591i
0.001358-0.001734i,-0.0031239-0.0058861i,-0.01201-0.013504i,-0.025332-0.025292i,-0.030414-0.036239i,-0.019028-0.0279i,-0.015534-0.0076247i,-0.022611+0.0052524i,-0.023383+0.010312i,-0.016031+0.0092369i,-0.0079877+0.0041311i,-0.0036524+0.00065353i,-0.0029721-0.00030131i,-0.0041315+0.0003362i,-0.0042909+0.0012335i,-0.0030406+0.0014304i,-0.0013818+0.0013487i,-0.00042345-0.00070231i,-0.00026412-0.004167i,-0.0011476-0.0061468i,-0.0023051-0.0058552i,-0.002881-0.0036371i,-0.0029827-0.0012144i
0.00059654-0.0029187i,-0.00185-0.0011287i,-0.004619+0.0068654i,-0.0044032+0.024208i,-0.0088751+0.033484i,-0.015776+0.012411i,-0.013259-0.018337i,-0.0086053-0.030191i,-0.0070636-0.02537i,-0.0061199-0.016808i,-0.0051182-0.009501i,-0.0034632-0.0039461i,-0.001558-0.00049007i,0.00048074+4.5706e-05i,0.0029793-0.001771i,0.0041428-0.0034369i,0.0033727-0.0038939i,0.0024115-0.0024907i,0.00094648+0.00053267i,-0.0015302+0.0028448i,-0.0028314+0.0044037i,-0.0017464+0.0050605i,-0.00045848+0.0040823i
-0.00060633-0.0025556i,-0.0013635-0.0079356i,0.00075757-0.018133i,0.01007-0.030441i,0.025738-0.031304i,0.035076-0.015924i,0.031509-0.0050044i,0.025633-0.0064803i,0.019239-0.0098971i,0.012622-0.0087511i,0.0068807-0.0056835i,0.002547-0.0043351i,-0.0001475-0.0031556i,-0.0018907-0.001297i,-0.0029168-0.00022596i,-0.0019911-0.00017069i,0.00072733+0.0014677i,0.0036223+0.0035094i,0.0057717+0.0037112i,0.0063742+0.0011954i,0.0050831-0.0013674i,0.0030402-0.002036i,0.0022017-0.0016563i
-0.00018613-0.0002873i,-0.0059375+0.0021654i,-0.019342+0.0092706i,-0.034351+0.016969i,-0.03733+0.014132i,-0.018796+0.0065246i,0.0062208+0.009417i,0.018568+0.016894i,0.019839+0.016602i,0.015167+0.0090906i,0.0091973+0.0033795i,0.0043977+0.0022436i,0.0016841+0.0025758i,0.0012971+0.002986i,0.0019527+0.0037562i,0.0026414+0.004149i,0.0021424+0.0030933i,3.7706e-05+0.00097192i,-0.0028467-0.00061925i,-0.0044496-0.0020835i,-0.0056663-0.0031074i,-0.0059686-0.0022867i,-0.0037944-0.00063669i
-0.0003034-0.0015651i,0.0037849-0.0040917i,0.013677-0.0042386i,0.025983+0.0002143i,0.028594+0.011915i,0.0099134+0.022071i,-0.014367+0.022846i,-0.020392+0.021367i,-0.012373+0.019612i,-0.0056356+0.014044i,-0.0028027+0.00848i,0.00012116+0.0048134i,0.0021898+0.0011247i,0.0012331-0.0017837i,-0.00097549-0.0030774i,-0.0030459-0.0029587i,-0.004038-0.0013074i,-0.0036379+0.00021003i,-0.0030093+0.0014221i,-0.00076704+0.0036379i,0.0017702+0.00562i,0.0029754+0.0056127i,0.0031376+0.0038575i
-0.0012482-0.0016455i,-0.0074927-0.0034294i,-0.020096-0.00921i,-0.031406-0.018343i,-0.028319-0.027418i,-0.014264-0.025743i,-0.010083-0.017506i,-0.015958-0.009775i,-0.017318-0.0026127i,-0.0116-0.00023919i,-0.006746-0.00050598i,-0.0052825+0.0013708i,-0.00394+0.0033275i,-0.0021492+0.0036347i,-0.0016824+0.0034724i,-0.0020323+0.002462i,-0.00055783+0.0016818i,0.0018091+0.00030941i,0.0033327-0.002785i,0.003774-0.0058129i,0.0025558-0.0071097i,0.0012442-0.006124i,0.00074471-0.0031484i
0.0012775+0.0019511i,0.0047551+0.0036389i,0.0095814+0.0096861i,0.011549+0.020915i,0.0053481+0.024132i,-0.0015605+0.0070783i,-0.00011438-0.014509i,0.0030469-0.022303i,0.0028696-0.018117i,0.00088059-0.011365i,-0.0010356-0.007273i,-0.0017855-0.0050668i,-0.0021095-0.0028652i,-0.0011091-0.0018044i,0.00071132-0.0021735i,0.0018834-0.002989i,0.0015519-0.0022652i,0.00090643-0.001086i,0.00024287-0.0012669i,-0.0023242-0.00032614i,-0.0050163+0.0016098i,-0.0053807+0.0027077i,-0.004208+0.0017932i
-0.0030258-0.0012332i,-0.0053228-0.0072552i,-0.0061884-0.018152i,-1.8356e-05-0.029331i,0.013383-0.028119i,0.022233-0.010075i,0.021737+0.0054591i,0.01822+0.0073264i,0.013428+0.0029505i,0.0093674-0.00047688i,0.0069143-0.0015805i,0.0031145-0.0025888i,-0.0012867-0.0037299i,-0.0036262-0.0028116i,-0.0032296-0.0012588i,-0.0021414+0.0006296i,-0.0014763+0.0032278i,7.0365e-05+0.0050446i,0.00189+0.0051877i,0.0037726+0.0032085i,0.0054514+0.00169i,0.0052306+0.0011497i,0.0025334+0.00012764i
0.0014219+0.00029907i,-0.0018023+0.0029363i,-0.009102+0.011057i,-0.02028+0.019963i,-0.027289+0.018588i,-0.020365+0.011048i,-0.0081152+0.0097772i,-0.0002565+0.01264i,0.0037223+0.011597i,0.0043616+0.0065488i,0.00374+0.0035495i,0.0036981+0.0017959i,0.0040201+0.00073973i,0.0033912+0.00087754i,0.0024805+0.00050566i,0.0023909+0.00038172i,0.0018047-0.00021873i,0.00026357-0.0014387i,-0.0011639-0.0020404i,-0.0018803-0.0035625i,-0.0034844-0.0047465i,-0.0035748-0.003502i,-0.0014796-0.0021698i
-0.0016282+0.00025914i,0.00072425-0.0043453i,0.0089775-0.010054i,0.019673-0.012568i,0.021749-0.006378i,0.0076616+0.0014044i,-0.010014+0.0022615i,-0.014445+0.0017314i,-0.0080867+0.0037196i,-0.002178+0.0045656i,-0.0006076+0.0044674i,0.00099838+0.0036701i,0.0027313+0.0011669i,0.0021619-0.0016854i,0.00033543-0.0028229i,-0.0015246-0.0024047i,-0.0026849-0.0021391i,-0.0026177-0.0022774i,-0.0019755-0.00086517i,-0.0015728+0.0019215i,-0.00059304+0.0037919i,-0.00011492+0.0038807i,8.8937e-05+0.0025653i
-0.00062703-0.00045545i,-0.0052934+0.0012915i,-0.01677+0.0035889i,-0.026259+0.0011807i,-0.02171-0.007465i,-0.0070316-0.014204i,0.0017269-0.012979i,0.0018274-0.007769i,-0.00015412-0.0020793i,-0.0003713+0.00021047i,-0.001349-9.6406e-05i,-0.0034082+0.0022433i,-0.0035766+0.0054528i,-0.0021925+0.0063019i,-0.00017352+0.0043849i,0.0020648+0.0021418i,0.0036052+0.001328i,0.0043059+0.00070611i,0.0043485-0.00081044i,0.0037369-0.0031764i,0.0028685-0.0042425i,0.002364-0.0027941i,0.0014474-0.00037184i
