-0.0017925+0.00094392i,-0.00083319-0.00021638i,-0.0017631-0.00038621i,-0.0016866+0.00096428i,-0.00093188+0.0025884i,2.0184e-05+0.0028873i,0.00058583+0.0017632i,0.00096263+0.00063459i,0.001132-0.00044701i,0.00098056-0.0002674i,0.0011889-0.00022295i,0.0011023-0.00094122i,0.00067631-0.00010481i,8.7495e-05+0.00062495i,-3.2818e-05+0.00036455i,-0.00021357+0.00027878i,-9.8747e-05+0.00034081i,9.1739e-05+0.0001817i,0.00041428-0.00015497i,0.00058888-0.00052606i,-0.00015821-0.00097815i,-0.00052763-0.00099925i,-7.1727e-05-0.00025329i
-0.020909+0.066883i,0.10454+0.066547i,0.28367+0.069876i,0.41862+0.089581i,0.41036+0.072313i,0.23358+0.04119i,0.050663+0.065728i,-0.014074+0.08132i,-0.024513+0.04359i,-0.035831+0.016303i,-0.034166+0.015097i,-0.016381+0.01575i,0.0070554+0.0085705i,0.015455-0.001119i,0.0072969-0.003385i,-0.00049801-0.001346i,-0.001896+0.0019801i,0.00041456+0.0033708i,-0.0032603+0.0014732i,-0.012589-0.00052915i,-0.018041+0.00053933i,-0.015481+0.0037028i,-0.0041407+0.0026029i
-0.28545+0.22892i,-0.3537+0.48136i,-0.25019+0.59295i,-0.13384+0.4393i,-0.13213+0.17782i,-0.15828+0.016737i,-0.15056-0.018669i,-0.11969-0.011674i,-0.081109-0.0077916i,-0.049078-0.0082951i,-0.026482-0.0078955i,-0.015403-0.0014662i,-0.012064+0.0060906i,-0.0093151+0.0029009i,-0.010843-0.0031143i,-0.014227+4.8584e-05i,-0.013773+0.0084278i,-0.011938+0.013497i,-0.01282+0.01033i,-0.015014+0.0046149i,-0.011946+0.0021719i,-0.0052287-0.00027015i,-0.0018007-0.00062013i
0.23123-0.094271i,0.15832-0.17279i,-0.11573-0.16362i,-0.36235-0.036369i,-0.35604+0.092556i,-0.17339+0.084795i,-0.035863-0.02053i,-0.0010476-0.062427i,0.019386-0.023933i,0.042562+0.0027715i,0.036646+0.0020602i,0.012308-0.0026343i,-0.014203-0.00306i,-0.024709+0.0020643i,-0.01324+0.0052628i,0.00055567+0.0011611i,0.0024302-0.0034921i,-0.0043703-0.0024183i,-0.0081311+0.0035114i,-0.0035167+0.0089492i,0.0035038+0.0098715i,0.0060582+0.0066257i,0.0012999+0.0058542i
0.12603-0.11056i,0.1984-0.31396i,0.18037-0.49325i,0.13117-0.48043i,0.16263-0.30631i,0.20667-0.15808i,0.17564-0.09361i,0.11923-0.064507i,0.065997-0.046164i,0.022122-0.026256i,0.005069-0.010352i,0.0050694-0.0075827i,0.012256-0.010023i,0.018626-0.0085248i,0.018056-0.0042418i,0.014015-0.0043462i,0.0089168-0.0099157i,0.0043724-0.014393i,-0.00052082-0.013661i,-0.0054909-0.0087136i,-0.01016-0.002356i,-0.012451+0.0032344i,-0.010213+0.0044282i
-0.34764+0.036673i,-0.34456+0.16487i,-0.054695+0.18476i,0.23896-0.0032701i,0.21789-0.17992i,0.040173-0.128i,-0.01796+0.025958i,0.0085278+0.076168i,0.0053842+0.035453i,-0.015455+0.0048157i,-0.015813+0.0022703i,0.00019413+0.0048145i,0.01831+0.0027637i,0.025894-0.0044958i,0.014389-0.0089523i,-0.0019986-0.0027236i,-0.0068683+0.0076639i,-0.0013458+0.0078543i,-0.00019503-0.0037788i,-0.0093194-0.011927i,-0.014727-0.0088191i,-0.010091-0.0051895i,-0.0030522-0.008135i
0.097447+0.12778i,0.062495+0.25876i,0.018713+0.42193i,-0.0048592+0.51126i,-0.067083+0.45245i,-0.13549+0.3117i,-0.13875+0.19801i,-0.096361+0.138i,-0.043266+0.099676i,-0.0084827+0.060672i,-0.0024273+0.032848i,-0.0085944+0.022179i,-0.020472+0.018805i,-0.028995+0.018789i,-0.021821+0.018396i,-0.0081962+0.013504i,-0.0020398+0.0078267i,-0.0033255+0.0061522i,-0.0046795+0.0049768i,-0.0013996+0.001548i,0.0033818+0.00079361i,0.007627+0.00011346i,0.0074246-0.0014719i
0.22684+0.045031i,0.28289-0.083638i,0.080566-0.13101i,-0.15393+0.015823i,-0.10638+0.12587i,0.050902+0.024634i,0.034843-0.11617i,-0.047174-0.12834i,-0.046845-0.071285i,-0.011927-0.037022i,-0.00095708-0.023805i,-0.0084867-0.011666i,-0.017099-0.0025894i,-0.018481+0.0017977i,-0.0099276+0.0030271i,-3.6385e-05-0.00074803i,0.0010623-0.0060023i,-0.0012581-0.0076734i,0.00051681-0.0066037i,0.0045717-0.0036956i,0.0029442-0.00041581i,-0.0025222+0.0048405i,-0.0032065+0.01095i
-0.2281-0.23797i,-0.29862-0.28061i,-0.2575-0.35379i,-0.18339-0.46268i,-0.11937-0.47179i,-0.034638-0.34636i,0.036839-0.22018i,0.04568-0.15447i,0.016445-0.10698i,-0.0035764-0.059066i,-0.0035352-0.031345i,-2.6502e-05-0.028241i,0.0070691-0.028445i,0.016127-0.025029i,0.012634-0.02106i,-0.00011253-0.013404i,-0.0078362-0.0070878i,-0.0052352-0.0060553i,0.002592-0.0070953i,0.0049171-0.0082031i,-0.0012567-0.0057362i,-0.0062069-0.0019267i,-0.0066927-0.00022325i
-0.058422+0.10104i,-0.091345+0.15541i,0.022877+0.14232i,0.15615+0.03197i,0.086248-0.0088933i,-0.045567+0.10831i,-0.010091+0.20032i,0.076791+0.161i,0.069886+0.087599i,0.024631+0.049254i,0.0037246+0.026511i,0.0028236+0.0031674i,-0.00084941-0.011713i,-0.0086141-0.010575i,-0.010287-0.0037008i,-0.0046834-0.0005418i,0.0030667-0.0021885i,0.005927-0.0041407i,0.0029347-0.0014777i,-0.0012244+0.0040855i,0.00020353+0.0078166i,0.0061108+0.0033374i,0.0045035-0.0081169i
0.11697+0.26294i,0.29688+0.28811i,0.35671+0.27303i,0.31709+0.29782i,0.27866+0.27637i,0.18881+0.17063i,0.065046+0.097491i,0.011183+0.084735i,0.025612+0.061642i,0.037253+0.023368i,0.030942+0.0072007i,0.02418+0.012734i,0.015449+0.01901i,0.005297+0.017287i,0.0036384+0.010285i,0.0084952+0.003376i,0.013277+0.00053878i,0.015486+0.00093523i,0.012047+0.0012827i,0.0037606-8.9741e-05i,-0.004464+0.0011264i,-0.0064898+0.0049891i,-0.001233+0.0069271i
0.018933-0.24372i,-0.049958-0.24494i,-0.14621-0.12601i,-0.18566+0.0083177i,-0.1164-0.0041202i,-0.050383-0.13331i,-0.090229-0.17365i,-0.12849-0.10065i,-0.089506-0.039394i,-0.036893-0.022369i,-0.011204-0.013498i,-0.00055993-0.0010392i,0.0090864+0.0064141i,0.016331+0.0038094i,0.013919-0.0023242i,0.0016845-0.0039395i,-0.0083426+0.0020139i,-0.0070415+0.010721i,0.0016803+0.012733i,0.0075447+0.0039985i,0.0018002-0.0058949i,-0.0074349-0.0040251i,-0.006728+0.0050001i
-0.056801-0.047403i,-0.20695-0.072984i,-0.32135-0.071792i,-0.36091-0.038615i,-0.3441+0.035667i,-0.24808+0.098451i,-0.12102+0.06722i,-0.060783+0.0021249i,-0.056503-0.013379i,-0.054503-0.0059166i,-0.046118-0.0045598i,-0.036448-0.0086927i,-0.033605-0.012336i,-0.035919-0.0075921i,-0.030871+0.0038518i,-0.018112+0.0085568i,-0.010665+0.00091457i,-0.013682-0.0031021i,-0.013936+0.0046759i,-0.0045147+0.011463i,0.0046525+0.0095803i,0.0066206+0.0017658i,0.0027492-0.007117i
-0.13289+0.23589i,0.0067173+0.25724i,0.15752+0.076832i,0.16626-0.14782i,0.11158-0.17145i,0.11259-0.055774i,0.15584-0.010063i,0.15998-0.041589i,0.10672-0.049474i,0.058451-0.020164i,0.039894-0.0033587i,0.02052-0.0069331i,-0.0017019-0.0082251i,-0.011038-0.0068329i,-0.0091864-0.0053015i,-0.0013426-0.0038647i,0.0080763-0.0071693i,0.012604-0.014167i,0.0066755-0.014167i,-0.0047507-0.0023829i,-0.0090413+0.0077205i,-0.0054112+0.0080128i,-0.00075498+0.0038739i
0.1235-0.11875i,0.17257-0.12174i,0.22945-0.10525i,0.30083-0.15316i,0.30402-0.25444i,0.18976-0.26924i,0.072715-0.1456i,0.043581-0.023196i,0.051526+0.011245i,0.047781+0.0080869i,0.038455+0.0048212i,0.036935+0.0024095i,0.043014-0.00091816i,0.047075-0.0081622i,0.037113-0.017869i,0.018724-0.019511i,0.011855-0.0084359i,0.01646+0.0047451i,0.017777+0.0066443i,0.0087375-0.0024559i,-0.005611-0.0082314i,-0.012971-0.0043366i,-0.01059+0.0051341i
0.10963+0.0213i,-0.0044534+0.017853i,-0.10663+0.14701i,-0.079457+0.35514i,-0.043285+0.42701i,-0.09231+0.32701i,-0.14722+0.2223i,-0.13673+0.17511i,-0.077259+0.11452i,-0.042806+0.035246i,-0.042635+0.0051066i,-0.029636+0.012585i,-0.01506+0.0093122i,-0.018384+0.0031482i,-0.017934+0.0055384i,-0.0057764+0.0089812i,0.0024378+0.013662i,-0.0019973+0.021639i,-0.0064368+0.0272i,-0.0011909+0.018779i,0.0022014+0.0022478i,-0.0011038-0.0067554i,-0.0038482-0.0079554i
-0.27039+0.06871i,-0.24259+0.13138i,-0.17912+0.1536i,-0.20561+0.16886i,-0.21775+0.20616i,-0.12022+0.16705i,-0.037537+0.048472i,-0.023654-0.028257i,-0.025273-0.032932i,-0.022123-0.012316i,-0.017452-0.00091985i,-0.021609+0.00036054i,-0.031755+0.0024667i,-0.03165+0.0056156i,-0.021804+0.010199i,-0.01161+0.014213i,-0.0082553+0.011928i,-0.012708+0.0046097i,-0.016762+0.00031449i,-0.012188+0.0011635i,-0.0034347-0.00126i,0.0013427-0.0065141i,0.0030524-0.0085139i
0.068456-0.15774i,0.09938-0.19055i,0.055591-0.26526i,-0.040958-0.40006i,-0.066491-0.48061i,-0.00082472-0.42605i,0.049443-0.31064i,0.035112-0.20517i,0.0060345-0.10506i,0.012775-0.028643i,0.034299-0.012315i,0.031802-0.025165i,0.02378-0.02138i,0.027647-0.014323i,0.021984-0.017093i,0.0020782-0.01844i,-0.012101-0.013738i,-0.011964-0.010215i,-0.006873-0.0096029i,-0.0017714-0.004234i,0.0047761+0.0019715i,0.0079615+0.0024473i,0.004935+0.0040335i
0.16595+0.22773i,0.10209+0.14985i,0.033381+0.022332i,0.067935-0.0341i,0.10907-0.0076972i,0.077552+0.054349i,0.042841+0.089238i,0.038187+0.073612i,0.041912+0.040747i,0.040823+0.0081065i,0.026071-0.0044014i,0.015906+0.0033597i,0.009753-0.00077444i,-0.0019637-0.010158i,-0.0067207-0.0093167i,7.192e-05-0.0056604i,0.0087375-0.0041346i,0.0089851-0.0018941i,0.0020428+0.0036089i,-0.0038802+0.011142i,-0.0039284+0.01452i,-0.0014965+0.011671i,-0.0031739+0.0067734i
-0.27902+0.032744i,-0.21377+0.11973i,-0.011869+0.20692i,0.14757+0.22241i,0.13942+0.19235i,0.041696+0.17949i,0.015474+0.16879i,0.059244+0.12003i,0.064784+0.044335i,0.015009+0.0074289i,-0.018773+0.016407i,-0.017687+0.017394i,-0.013767+0.0010044i,-0.013622-0.0054882i,-0.0082346+0.00051669i,0.0011982+0.0085763i,0.0085659+0.010235i,0.011525+0.0044095i,0.0066303-0.0044367i,-0.006787-0.011234i,-0.016574-0.012459i,-0.015907-0.010724i,-0.0094851-0.0094271i
0.18821-0.34134i,0.20722-0.2965i,0.15807-0.14274i,0.080365-0.039176i,0.01464-0.061924i,-0.041441-0.14573i,-0.091909-0.13866i,-0.10303-0.058777i,-0.078661-0.011991i,-0.050349+0.001668i,-0.017535-0.0050842i,0.0071203-0.021567i,0.020727-0.016675i,0.028029-0.0053133i,0.021618-0.0063068i,0.0034299-0.0089221i,-0.013923-0.0037236i,-0.019364+0.0029019i,-0.011381+0.0016966i,0.00033077-0.0058163i,0.0061149-0.011763i,0.0066267-0.012545i,0.0053997-0.0095691i
0.059142+0.38644i,-0.00065883+0.27362i,-0.15468+0.094488i,-0.25709+0.11899i,-0.17282+0.23045i,-0.015362+0.19278i,0.0027936+0.061436i,-0.061025+0.019685i,-0.041765+0.05201i,0.026758+0.043791i,0.046325+0.015315i,0.034528+0.020014i,0.023444+0.027826i,0.007292+0.018684i,-0.0050177+0.010181i,-0.0050915+0.0055992i,-0.0044964+0.00148i,-0.012103+0.0029041i,-0.015146+0.011721i,-0.0040026+0.019845i,0.0084561+0.021548i,0.011441+0.01755i,0.0067975+0.011633i
-0.45661+0.026446i,-0.46057+0.10962i,-0.30008+0.09512i,-0.19158-0.054221i,-0.17085-0.13102i,-0.097965-0.046791i,0.03766+0.020987i,0.11564-0.0026192i,0.095599-0.029398i,0.033399-0.016902i,-0.0090203+0.018477i,-0.02133+0.039812i,-0.024842+0.034194i,-0.021351+0.020549i,-0.013062+0.010229i,-0.0051166+0.0062579i,0.0047144-0.0012544i,0.011235-0.016447i,0.0053522-0.023539i,-0.0072902-0.013401i,-0.012348+0.0013585i,-0.0081333+0.0056114i,-0.003106+0.0022595i
0.48856-0.36417i,0.51623-0.34868i,0.41908-0.24167i,0.3181-0.28593i,0.16256-0.41757i,-0.027134-0.38275i,-0.07656-0.20465i,-0.022655-0.10321i,-0.025984-0.090304i,-0.058251-0.054903i,-0.047579-0.02752i,-0.035246-0.035921i,-0.03254-0.034528i,-0.016487-0.022115i,-0.0030114-0.018216i,-0.0039567-0.020323i,-0.0070131-0.021086i,0.0018944-0.023262i,0.010837-0.028902i,0.0016561-0.02918i,-0.0093048-0.021583i,-0.0082023-0.012262i,-0.0013567-0.0072005i
0.03677+0.45262i,0.077551+0.36005i,0.1079+0.1613i,0.17011+0.17262i,0.25347+0.29138i,0.23695+0.2483i,0.084877+0.12395i,-0.037658+0.090321i,-0.027477+0.098712i,0.029142+0.059203i,0.038227+0.010881i,0.025094-0.0082367i,0.01599-0.017414i,-0.00075729-0.017766i,-0.011365-0.0072874i,-0.0029589+0.0015779i,0.01087+0.0086729i,0.018686+0.018414i,0.023446+0.021525i,0.022203+0.0088977i,0.010076-0.0033712i,-0.0022471-0.0021591i,-0.003762+0.0040171i
-0.73852-0.15672i,-0.77884-0.050085i,-0.51795+0.10395i,-0.25378+0.20846i,-0.10475+0.24059i,-0.0019149+0.20813i,0.047404+0.14538i,0.052763+0.11716i,0.068389+0.088787i,0.054975+0.034748i,0.021985+0.016185i,0.025257+0.027423i,0.040005+0.021015i,0.033054+0.0064501i,0.015607+0.0012962i,0.0071511+0.0079273i,0.012428+0.017523i,0.016538+0.023941i,0.016472+0.029989i,0.0194+0.025846i,0.016434+0.011815i,0.0084199+0.002439i,0.00038066-8.4775e-05i
0.67865-0.26931i,0.64153-0.26862i,0.30516-0.11936i,-0.03245-0.05831i,-0.22721-0.13749i,-0.28581-0.17756i,-0.21012-0.11118i,-0.093386-0.071578i,-0.059502-0.077608i,-0.067103-0.044448i,-0.044811-0.0054346i,-0.030525+0.0043225i,-0.025649+0.013289i,-0.00072502+0.0096158i,0.01401-0.011555i,0.002172-0.022148i,-0.016159-0.019006i,-0.028765-0.012197i,-0.032454-0.0019394i,-0.023438+0.0098094i,-0.0062598+0.010986i,0.0048885+0.0017982i,0.0044879-0.0052237i
0.10616+0.69977i,0.20781+0.63023i,0.14523+0.25331i,-0.0064597+0.0069378i,-0.039368-0.0080597i,0.025591+0.00029904i,0.026267-0.050371i,-0.039833-0.062948i,-0.058857-0.004635i,-0.022606+0.031248i,-0.014129+0.016118i,-0.041894+0.00031615i,-0.059505+0.0032658i,-0.052411+0.012424i,-0.031576+0.016336i,-0.016856+0.010866i,-0.014539+0.0067423i,-0.013393+0.0031292i,-0.011237-0.0050608i,-0.012087-0.0084979i,-0.011742-0.0033439i,-0.0078823+0.0037587i,-0.0021949+0.0063707i
-0.86965-0.45381i,-0.99879-0.34959i,-0.58371-0.19524i,-0.075315-0.2206i,0.1259-0.26574i,0.13527-0.17884i,0.10149-0.070512i,0.06123+0.003597i,0.05672+0.035476i,0.057828-0.00078744i,0.036665-0.036833i,0.03124-0.040444i,0.026003-0.044391i,-0.00068105-0.031207i,-0.01452-0.0053938i,-0.0064397+0.0062621i,0.009409+0.0061887i,0.025289+0.0043946i,0.03175+0.0028559i,0.025171-0.00045932i,0.01015-0.0009262i,-0.00049103+0.0033749i,-0.0018256+0.0060109i
0.69753-0.30793i,0.74143-0.42372i,0.50062-0.27426i,0.29855-0.054352i,0.18228-0.00030206i,0.0024399+0.0012049i,-0.08678+0.057862i,-0.033835+0.053636i,-0.0055984-0.011303i,-0.0080755-0.018248i,0.027165+0.0046245i,0.059353-0.0021873i,0.059967-0.018138i,0.045892-0.032829i,0.026179-0.039013i,0.01212-0.034619i,0.0027454-0.02828i,-0.0069927-0.016051i,-0.0095467+0.00332i,-0.0056452+0.015471i,-0.0015661+0.011071i,-0.0015278-0.0014435i,-0.0049281-0.0094241i
0.084048+0.90332i,0.29872+0.94499i,0.28555+0.61284i,0.072008+0.41736i,-0.0078939+0.44292i,0.057298+0.32934i,0.051134+0.12585i,0.0044262+0.032349i,-0.022091+0.014892i,-0.041575+0.035625i,-0.043415+0.067004i,-0.039825+0.07761i,-0.025288+0.070939i,0.0027612+0.041102i,0.0099152+0.010811i,-0.0014588+0.0047556i,-0.0093367+0.0088248i,-0.013694+0.011819i,-0.018365+0.011389i,-0.016621+0.0060523i,-0.0086444-0.00061751i,-0.0031392-0.0052589i,-0.0026133-0.0082923i
-0.7548-0.42967i,-1.0196-0.22528i,-0.81408+0.056436i,-0.42991+0.071044i,-0.21289-0.093469i,-0.091499-0.1853i,-0.022606-0.18418i,-0.03107-0.10562i,-0.01007-0.02218i,0.0088654-0.03194i,-0.033214-0.050176i,-0.055291-0.022403i,-0.04121+0.0035319i,-0.025244+0.020472i,-0.011107+0.024795i,-0.0047619+0.019174i,0.0034446+0.017706i,0.011945+0.015605i,0.0096325+0.010251i,0.0045173+0.0042158i,0.0024944+0.0045627i,0.0036369+0.012896i,0.0070605+0.014524i
0.59006-0.34744i,0.47336-0.56053i,0.1616-0.48787i,-0.022443-0.28854i,-0.087905-0.18609i,-0.13787-0.11135i,-0.12951-0.036i,-0.085324-0.021084i,-0.048617-0.010794i,0.00032941+0.00075852i,0.028418-0.025734i,0.015368-0.056526i,-0.0083936-0.058407i,-0.015296-0.036938i,-0.0017419-0.018985i,0.010816-0.019517i,0.0077749-0.023519i,-0.0063437-0.022389i,-0.020384-0.014497i,-0.022212+0.00057678i,-0.013569+0.0062714i,-0.0088246+0.00021314i,-0.0041189+0.0010818i
-0.074131+0.63431i,0.34381+0.54854i,0.53874+0.09489i,0.31621-0.18362i,0.12358-0.082094i,0.11814+0.068298i,0.12015+0.090683i,0.102+0.051853i,0.054643+0.01212i,0.0056904+0.02538i,0.0072624+0.046487i,0.014813+0.035197i,0.0059126+0.019956i,-0.0033823+0.0060846i,-0.010917-0.0022044i,-0.014197-0.0034487i,-0.017351-0.0038996i,-0.013852-0.0080926i,-0.0062925-0.017239i,-0.0047636-0.019155i,-0.0030556-0.014628i,-0.0016551-0.01507i,-0.0043456-0.015961i
-0.34343-0.30593i,-0.50732-0.025226i,-0.31943+0.24626i,0.040384+0.13995i,0.1961-0.13103i,0.14979-0.23721i,0.0969-0.17475i,0.086528-0.080573i,0.076681-0.055271i,0.032581-0.071515i,-0.0074156-0.051211i,-0.010016-0.010707i,-0.0055714+0.0096057i,-0.0093885+0.011114i,-0.018342+0.0070812i,-0.019485+0.011689i,-0.00018966+0.015873i,0.022368+0.015228i,0.033309+0.011334i,0.027137+0.0010328i,0.0099794+0.00010449i,0.0033122+0.0092409i,0.0038334+0.0090596i
0.37776+0.18938i,0.15161+0.12191i,-0.15265+0.21516i,-0.12984+0.41152i,0.038387+0.42587i,0.056749+0.25935i,-0.0016467+0.10389i,-0.039908+0.030153i,-0.038184+0.015774i,-0.010227+0.0025307i,-0.0047852-0.029144i,-0.018571-0.051891i,-0.025786-0.055523i,-0.019075-0.040428i,-0.0016964-0.024685i,0.010515-0.01787i,0.014166-0.0078551i,0.012949+0.0043029i,0.0066932+0.012747i,0.0022788+0.012682i,-0.00018882+0.0024893i,-0.0035495-0.0059468i,-0.0011889-0.00288i
-0.4048+0.017649i,-0.17455-0.089599i,0.034902-0.24958i,-0.059616-0.15721i,-0.14303+0.11997i,-0.03538+0.24421i,0.042383+0.19103i,0.041659+0.13157i,0.040553+0.093726i,0.036363+0.061936i,0.027451+0.031599i,0.018112-0.0031407i,0.0086035-0.028459i,0.0027512-0.034632i,0.0015121-0.028206i,-0.0040708-0.020289i,-0.016769-0.0091062i,-0.026068+0.0037488i,-0.02424+0.0087058i,-0.010116+0.0063787i,0.0060905-0.0022749i,0.010663-0.011081i,0.0071821-0.010925i
0.21466-0.45225i,0.19235-0.43069i,0.14251-0.31676i,0.020559-0.33977i,-0.14219-0.3904i,-0.19808-0.31282i,-0.1374-0.15783i,-0.046178-0.033003i,0.021376+0.0028687i,0.034755-0.0061475i,0.035279+0.0045647i,0.05302+0.020787i,0.059388+0.022i,0.042906+0.015175i,0.020425+0.0082016i,0.0059295+0.0052546i,-0.0037657+0.0023616i,-0.01215-0.0027055i,-0.015078-0.0028822i,-0.012595+0.0050222i,-0.0099564+0.016783i,-0.0081055+0.023383i,-0.0084436+0.018113i
0.14206+0.80556i,0.16941+0.88617i,0.07659+0.65172i,0.010303+0.31244i,-0.0064797+0.088371i,-0.025163+0.024004i,-0.028633+0.011198i,-0.03757-0.010943i,-0.046196-0.010074i,-0.031849-0.0040196i,-0.013479-0.0089728i,-6.4247e-05-0.0019966i,0.0082536+0.011646i,0.012735+0.016972i,0.013909+0.016876i,0.013545+0.010107i,0.014501-0.00034236i,0.016509-0.0094635i,0.012784-0.016045i,-0.0011965-0.013489i,-0.011264-0.0072569i,-0.010761-0.0075524i,-0.0081957-0.010824i
-0.59525-0.22571i,-0.64273-0.10734i,-0.35941+0.0019757i,-0.015358-0.0027853i,0.16862-0.033681i,0.19949-0.0060912i,0.13736+0.037753i,0.059328+0.06646i,0.027946+0.074647i,0.029317+0.048425i,0.015011+0.018925i,-0.013218+0.0059899i,-0.036052-0.006215i,-0.0466-0.014359i,-0.042494-0.015745i,-0.03391-0.017542i,-0.025079-0.013457i,-0.0075331-0.002435i,0.012266+0.0036109i,0.019533-0.0020486i,0.015788-0.0095241i,0.013186-0.012565i,0.018008-0.014958i
0.45173-0.52062i,0.28608-0.74897i,0.053841-0.59594i,0.046295-0.22862i,0.13231-0.04511i,0.085056-0.056413i,-0.012686-0.046321i,-0.042168-0.0034346i,-0.029086+0.018836i,-0.0087622+0.030081i,0.0081141+0.029711i,0.0091735+0.018903i,0.00053448+0.007866i,-0.013437-0.00028918i,-0.020651-0.00080599i,-0.0093103+0.0019846i,0.0031778-0.001476i,0.0035147-0.0032797i,0.0019082+0.0028247i,0.0011881+0.0041244i,-0.0089009+0.001544i,-0.018783+0.010525i,-0.0093108+0.024006i
-0.10301+0.62866i,0.204+0.64598i,0.33398+0.39847i,0.1418+0.25867i,-0.035015+0.3116i,-0.044519+0.2849i,-0.036153+0.13526i,-0.043367+0.025274i,-0.047484-0.015145i,-0.053378-0.010432i,-0.033384+0.0079944i,0.0079248+0.005658i,0.043804-0.0096347i,0.061678-0.025745i,0.047872-0.029274i,0.027676-0.013816i,0.026038-0.0024167i,0.023738-0.0014131i,0.012427-0.0027431i,0.003814-0.0070263i,0.0021618-0.01627i,-0.0021224-0.023544i,-0.013959-0.015819i
-0.23781-0.23497i,-0.21858+0.060283i,-0.050681+0.2472i,-0.023366+0.087328i,-0.13344-0.093788i,-0.12985-0.10759i,-0.04518-0.091081i,-0.014677-0.072308i,-0.0012813-0.041726i,0.0022495-0.031548i,-0.011974-0.015984i,-0.0088962+0.008745i,0.010213+0.014571i,0.02806-0.0011815i,0.02712-0.023037i,0.0057147-0.024478i,-0.0052345+0.00015061i,0.0042776+0.021727i,0.013389+0.025681i,0.018088+0.022324i,0.022999+0.014276i,0.020433-0.0013256i,0.0086143-0.015708i
0.2993+0.13282i,-0.013189-0.044651i,-0.38427-0.093029i,-0.38903-0.034068i,-0.21729-0.074681i,-0.14106-0.12769i,-0.095118-0.099661i,-0.058551-0.070676i,-0.049426-0.037616i,-0.026815-0.015984i,-0.020643-0.020686i,-0.043129+0.0010694i,-0.057619+0.052978i,-0.044486+0.096804i,-0.010569+0.093662i,0.005141+0.055402i,-0.0041254+0.031176i,-0.012877+0.024527i,-0.011222+0.018803i,-0.008102+0.014509i,-0.012824+0.012319i,-0.015584+0.011235i,-0.0063355+0.0075606i
-0.54433-0.0052614i,-0.43135-0.024313i,-0.18166-0.12507i,-0.0077617-0.15207i,0.12166-0.063319i,0.20478+0.012104i,0.18875+0.010089i,0.12388-0.015852i,0.060033-0.024029i,0.035069-0.019574i,0.034059-0.030708i,0.014777-0.045959i,-0.017209-0.040048i,-0.041536-0.014674i,-0.044184+0.012159i,-0.031676+0.013896i,-0.029236-0.0020187i,-0.036183-0.0099803i,-0.034071-0.0088177i,-0.020285-0.0061963i,-0.0015428-0.0058736i,0.013631-0.0087767i,0.016232-0.012351i
0.41629-0.51606i,0.52775-0.51753i,0.59892-0.39052i,0.52742-0.31193i,0.36095-0.23157i,0.25342-0.10848i,0.21953-0.016321i,0.18966+0.0037968i,0.12337-0.011991i,0.060104+0.0023731i,0.050754+0.011421i,0.039469-0.026356i,-0.0024377-0.066683i,-0.045107-0.08563i,-0.067686-0.074152i,-0.056516-0.043975i,-0.02983-0.023992i,-0.011422-0.013663i,-0.0029622-0.0063692i,0.00014285-0.00081837i,0.0023081+0.0057089i,0.005265+0.014747i,0.0095487+0.020891i
0.048491+0.7017i,0.17624+0.66623i,0.15904+0.45803i,0.060068+0.34837i,-0.0075414+0.3281i,-0.043753+0.24644i,-0.056329+0.12424i,-0.048958+0.039481i,-0.055255-0.010191i,-0.068-0.012716i,-0.046225+0.014164i,-0.0083059+0.015915i,0.0077053-0.00070739i,0.011207-0.012845i,0.012638-0.01887i,0.013905-0.016735i,0.02126-0.012115i,0.034853-0.016306i,0.043888-0.028768i,0.033382-0.036815i,0.01075-0.035333i,-0.0094117-0.027357i,-0.021697-0.013952i
-0.55987-0.2083i,-0.6859+0.18751i,-0.52233+0.51407i,-0.27697+0.49818i,-0.15672+0.36346i,-0.094593+0.2965i,-0.015073+0.24764i,0.047326+0.17738i,0.079738+0.080758i,0.053775+0.0062236i,0.024502+0.019052i,0.060362+0.046036i,0.10544+0.015329i,0.10911-0.028513i,0.079799-0.046271i,0.038621-0.038061i,0.0094334-0.019484i,0.00063373-0.0031115i,0.0059584+0.0090324i,0.018386+0.015786i,0.028207+0.019509i,0.030314+0.015155i,0.023799+0.00096314i
0.51449-0.20538i,0.25127-0.43944i,-0.11714-0.41418i,-0.24869-0.23984i,-0.24481-0.19064i,-0.24443-0.17882i,-0.197-0.078073i,-0.097768+0.010738i,-0.0081565+0.027886i,0.023358+0.0036572i,-0.0022706-0.0021601i,-0.024701+0.020354i,-0.018529+0.03505i,-0.0051507+0.035217i,0.0052542+0.024335i,0.0081675+0.0086153i,-7.0542e-05+0.0046912i,-0.013648+0.020532i,-0.017828+0.045223i,-0.0085623+0.05611i,-0.0027082+0.048384i,-0.0007426+0.03703i,0.0067234+0.026937i
-0.4288+0.10456i,-0.22028-0.13011i,-0.071387-0.46342i,-0.14704-0.48604i,-0.16134-0.24854i,-0.015011-0.07526i,0.092226-0.054785i,0.073962-0.074154i,0.013862-0.046469i,0.0050357-0.015853i,-0.0015842-0.037944i,-0.044679-0.040437i,-0.064903+0.012779i,-0.04862+0.05991i,-0.023521+0.065766i,-0.002272+0.039003i,0.0092438+0.012038i,0.018332+0.00021352i,0.02315-0.0085735i,0.010833-0.016342i,-0.0058038-0.021027i,-0.0089541-0.026036i,-0.0090695-0.029663i
