-0.0018976-0.00050922i,-0.0016282+0.00042938i,-0.0019875+0.00099265i,-0.0019794+0.0013764i,-0.0020621+0.0021465i,-0.0017475+0.0021981i,-0.00054493+0.0017092i,0.00048268+0.0013121i,0.00073595+0.0012005i,0.00079971+0.0010483i,0.00022469+6.5692e-06i,-0.00012179-0.00087488i,-0.00011982-0.0010626i,-0.000429-0.00073283i,6.9971e-05-0.000257i,0.00079449+0.00017665i,0.0001415+8.2032e-05i,-0.00045427-0.00058115i,-0.00042126-0.0003i,-0.00039188-0.00045319i,5.5317e-05-0.00045322i,-0.00032315+0.00086348i,-0.00049417+0.00079529i
0.052121+0.22651i,0.10868+0.23535i,0.097881+0.083126i,-0.0024502-0.059139i,-0.084836-0.058301i,-0.077477-0.011672i,-0.047165-0.00057159i,-0.032938+0.0068192i,-0.01845+0.016776i,-0.00097539+0.013776i,0.011971+0.0016529i,0.013929-0.011224i,0.00861-0.020825i,0.0040589-0.025349i,-0.002989-0.022729i,-0.014829-0.012873i,-0.021323-0.0015948i,-0.011466+0.0043109i,0.0078801+0.004181i,0.015757+0.0022034i,0.0089898+0.0011582i,-0.00098991+0.0014445i,-0.0084163+0.0023391i
-0.17326-0.18628i,-0.20147-0.16367i,-0.12101-0.059666i,-0.017647+0.012254i,0.024099+0.0044618i,0.016734-0.010025i,0.012709-0.0032762i,0.018355-0.0043568i,0.019711-0.011191i,0.014711-0.0114i,0.0068622-0.0032441i,0.0017302+0.0085896i,0.00050341+0.015363i,-0.00037771+0.014827i,0.0013483+0.010693i,0.0092743+0.0058457i,0.015745-0.00055747i,0.005689-0.012183i,-0.015406-0.023973i,-0.025327-0.023002i,-0.018833-0.010234i,-0.0083721-0.0014221i,-0.00076246-0.0019681i
0.092752-0.0031931i,0.063351+0.0066814i,0.048241+0.024142i,0.077664+0.0047187i,0.087727-0.027704i,0.054722-0.034759i,0.024095-0.025305i,0.0065457-0.015592i,-0.0071225-0.00548i,-0.013682+0.0052061i,-0.011689+0.010743i,-0.0045235+0.0078786i,0.0027235+0.0033124i,0.0085995+0.0049109i,0.01162+0.0044252i,0.0075027-0.0043223i,-0.00047624-0.011801i,-0.0044523-0.0069506i,-0.0019484+0.0080181i,0.0018182+0.013851i,0.0030092+0.0045418i,0.0024557-0.0023907i,0.0012201-0.0007647i
0.17032+0.048876i,0.19989-0.012982i,0.079403-0.033879i,-0.05899+0.03102i,-0.079477+0.085734i,-0.03414+0.074635i,-0.0084232+0.045048i,0.0030101+0.029347i,0.012996+0.015363i,0.012342-0.002105i,0.003703-0.015403i,-0.006974-0.018836i,-0.015217-0.014573i,-0.018296-0.011268i,-0.014869-0.0068594i,-0.0077453+0.003585i,-0.00091048+0.013434i,0.01039+0.013146i,0.024194+0.0038918i,0.026136-0.0029381i,0.015759-0.001838i,0.0074995+0.0019822i,0.005927+0.0028225i
-0.25802+0.13013i,-0.24353+0.15614i,-0.10301+0.08334i,0.0076959-0.013205i,0.013105-0.044119i,-0.0064331-0.027758i,-0.0041682-0.01473i,-0.00059218-0.015167i,-0.0036325-0.016936i,-0.002278-0.011233i,0.0045902-0.00036973i,0.010782+0.0067819i,0.012366+0.0069564i,0.0090468+0.0068599i,0.0033969+0.0063126i,0.0014292+0.00027158i,0.001102-0.0076331i,-0.0079637-0.01084i,-0.022892-0.0093276i,-0.025192-0.0048438i,-0.012853+0.0015028i,-0.0031931+0.0042067i,-0.0043168+0.0024772i
0.057477-0.16883i,0.073487-0.12453i,0.065125-0.055633i,0.036359-0.051075i,0.0092506-0.068009i,-0.0053826-0.048452i,-0.0086725-0.019379i,-0.0067457-0.0029515i,-0.00097807+0.0067266i,0.0043856+0.0091747i,0.0054136+0.0057121i,0.003166+0.0011783i,0.0026694-0.0046603i,0.0048011-0.010063i,0.0047082-0.0099953i,-0.0005313-0.0055767i,-0.0079082+0.00027307i,-0.0092056+0.0082958i,-0.0036538+0.018165i,0.00042043+0.019761i,-0.00013749+0.012318i,-0.00031688+0.005831i,0.002894+0.0022864i
0.081806-0.068491i,0.026097-0.097632i,-0.016763-0.028968i,0.0099528+0.072923i,0.053856+0.090913i,0.052297+0.048378i,0.032984+0.020184i,0.024498+0.0088469i,0.015909+0.0012993i,0.002195-0.0012459i,-0.0090391+0.00093024i,-0.011702+0.0039688i,-0.008249+0.005699i,-0.0051334+0.0049989i,-0.0032059+0.00032229i,0.00032905-0.0029867i,0.0065665-0.0031501i,0.013918-0.0087388i,0.020122-0.01974i,0.018047-0.023921i,0.0071322-0.01833i,-0.0025142-0.011756i,-0.0061311-0.0089333i
0.062473+0.25554i,0.077686+0.24193i,0.044123+0.11129i,-0.0036388-0.00054246i,-0.028805-0.012547i,-0.019687+0.0068271i,-0.0085011+0.0059999i,-0.010085+0.0030765i,-0.0091673+0.0027129i,-0.0028407-0.0023015i,0.0053887-0.0073087i,0.0097477-0.0082153i,0.0076749-0.0056208i,0.0047128+0.0014519i,0.0039805+0.0085973i,0.0033184+0.0085164i,-0.0001765+0.0029439i,-0.0075655+0.00060705i,-0.01705+0.0039065i,-0.018458+0.0076456i,-0.0090438+0.0072887i,-4.9775e-05+0.0055314i,0.0032429+0.0061809i
-0.18298-0.12889i,-0.14533-0.14227i,-0.073564-0.092005i,-0.049843-0.035751i,-0.049949-0.017384i,-0.037923-0.0085547i,-0.018034+0.0027144i,-0.0024017+0.0048914i,0.002655+0.0010691i,0.00058046-0.00059465i,-0.0021957+0.0011857i,-0.0033042+0.0020937i,-0.0041629+0.000606i,-0.0047115-0.0011515i,-0.0037618-0.0023981i,-0.0011562-0.00067342i,0.0023664+0.0037235i,0.0061752+0.0098198i,0.011259+0.015149i,0.01315+0.014542i,0.0092887+0.0083747i,0.0056514+0.0014202i,0.0044394-0.0035302i
0.026629-0.058338i,0.006348-0.0030769i,0.019606+0.023097i,0.062163+0.0044139i,0.067829-0.015908i,0.036138-0.02264i,0.014023-0.019421i,0.0099621-0.014775i,0.010252-0.0099987i,0.010024-0.0037563i,0.007406+0.0015553i,0.0034275+0.0038216i,0.00021738+0.00076689i,-0.0059952-0.0036825i,-0.013011-0.0052352i,-0.015339-0.0058051i,-0.012728-0.008039i,-0.0083873-0.014789i,-0.0063507-0.024176i,-0.0079233-0.023837i,-0.0094624-0.012283i,-0.007921+0.00012737i,-0.0052542+0.0064525i
0.18003+0.0024085i,0.18057-0.011325i,0.097741-0.0095422i,0.014737+0.00041397i,-0.0017547+0.004036i,0.010635+0.0046188i,0.010921+0.0060316i,0.0039463+0.0089937i,-0.00055448+0.0072997i,-0.0044587-0.00077946i,-0.0069863-0.0079524i,-0.0055502-0.007565i,0.00038431-0.00172i,0.0097831+0.0021613i,0.016329+0.0029575i,0.015678+0.0016189i,0.0095381+0.00046783i,0.00019076+0.0026409i,-0.0080749+0.008135i,-0.0086497+0.011577i,-0.0029476+0.0084385i,0.0010095+0.0019154i,0.0011705-0.0022715i
-0.14153+0.14019i,-0.1642+0.11242i,-0.09903+0.067772i,-0.023672+0.048336i,-0.0051337+0.04238i,-0.0034964+0.031547i,0.0048236+0.016701i,0.0082638+0.0069559i,0.0068691+0.0058237i,0.0060711+0.0098295i,0.0070658+0.011499i,0.0069887+0.005876i,0.004082-0.00067986i,0.0010018-0.0017771i,-0.0007713-0.0030007i,-0.00017431-0.0060934i,0.0028789-0.005681i,0.0087134-0.00027677i,0.015782+0.004629i,0.017209+0.0030065i,0.010086-0.0024209i,0.002095-0.0040148i,0.00036637-0.0023785i
0.0012812-0.069837i,0.035393-0.058133i,0.033912-0.028559i,0.016302-0.027134i,0.0020473-0.032419i,-0.010294-0.01746i,-0.013684-0.0027769i,-0.0091383-0.0024984i,-0.0039484-0.008896i,-0.00041556-0.014838i,0.0014903-0.014205i,0.00050058-0.0074009i,-0.0043827-0.00057044i,-0.0097064+0.0064546i,-0.01176+0.012269i,-0.01134+0.014406i,-0.010868+0.012396i,-0.010594+0.0041523i,-0.011313-0.0052773i,-0.011163-0.0063378i,-0.0069161-0.00031338i,-7.1358e-06+0.0021684i,0.0040275-0.00056806i
0.013082-0.077636i,0.0098735-0.085345i,-0.0063906-0.063676i,-0.022632-0.020455i,-0.015815-0.0028035i,-0.0055392-0.012864i,-0.0024834-0.011532i,0.0020278-0.0003046i,-0.00012273+0.0064313i,-0.0074458+0.010553i,-0.0095681+0.011593i,-0.0047165+0.0091122i,0.0032749+0.0031483i,0.0076698-0.0070605i,0.0087117-0.014829i,0.0088447-0.015829i,0.0063771-0.011945i,-0.00012092-0.0044377i,-0.0057585+0.0042152i,-0.0047809+0.0083198i,-0.00087403+0.006514i,-0.00021336+0.0043174i,-0.0028772+0.0063113i
0.051816+0.11477i,0.04702+0.14855i,0.04864+0.097165i,0.05175+0.024722i,0.040552+0.0017799i,0.027771+0.0039584i,0.016882-0.0010402i,0.0085609-0.0062317i,0.010889-0.007297i,0.017692-0.0070157i,0.018123-0.0066653i,0.0098121-0.0073465i,0.00048231-0.0070898i,-0.0026989-0.0056844i,-0.0057022-0.0032063i,-0.0080198-0.0022638i,-0.0040646-0.0047513i,0.0053605-0.0061622i,0.014148-0.0062646i,0.013193-0.0073681i,0.0055207-0.0062532i,0.0007946-0.0028416i,0.00043531-0.0030263i
-0.064145-0.050741i,-0.06082-0.07046i,-0.027979-0.032493i,-0.0084453+0.0025671i,-0.0039943+0.0067904i,-0.0011111+0.011038i,0.0014196+0.01378i,0.00051288+0.010246i,-0.0064137+0.0047292i,-0.014314-0.00092597i,-0.015509-0.0029403i,-0.009058-0.0013706i,-0.0019664+0.0021503i,0.0017335+0.0073379i,0.0048379+0.010598i,0.0069611+0.011928i,0.0058435+0.011888i,-0.00040763+0.0073961i,-0.0072428+0.00027615i,-0.0079997-0.0033579i,-0.0048725-0.0029055i,-0.00393-0.0026693i,-0.0053093-0.0029236i
-0.0012239-0.00019171i,-0.027608+0.0041202i,-0.047926+0.024419i,-0.029362+0.041022i,-0.013764+0.03574i,-0.014342+0.017982i,-0.0071992+0.0062467i,0.0045701+0.0019403i,0.01083+0.0052029i,0.013573+0.012367i,0.013839+0.014621i,0.011748+0.0082841i,0.0075123-0.0010813i,0.00084801-0.005744i,-0.0041287-0.0068457i,-0.0049848-0.0082868i,-0.004062-0.0072214i,-0.0028627+0.0001243i,-0.0014067+0.0095729i,0.00021807+0.012947i,0.00071137+0.0087705i,0.0013698+0.0048289i,0.0050128+0.0036081i
0.067376+0.0062972i,0.1026-0.0090564i,0.067627-0.042415i,0.010216-0.054636i,-0.0031562-0.042383i,0.0034084-0.026714i,0.0010576-0.013438i,-0.0029694-0.0062804i,-0.0052082-0.0089959i,-0.0058922-0.016901i,-0.0053249-0.018909i,-0.0053884-0.010524i,-0.0072773-0.0011089i,-0.0080582+0.0021557i,-0.0050961+0.0024516i,-0.0029881+0.0028017i,-0.0024419+0.00036774i,0.00018157-0.0067768i,0.0027361-0.012387i,0.0021047-0.011427i,2.9462e-05-0.0070454i,-0.00014452-0.0044988i,-0.0016851-0.0032199i
-0.088316+0.028966i,-0.086323+0.039488i,-0.024621+0.020901i,0.015014+0.0038355i,0.011847+0.00055962i,0.0090856+0.0021458i,0.011135+0.0021447i,0.0089092+0.0024583i,0.005173+0.0066144i,0.00013122+0.01371i,-0.0044216+0.016326i,-0.0049587+0.011403i,-0.0019954+0.005836i,0.0036547+0.0038635i,0.0064874+0.0040096i,0.0062667+0.0029064i,0.0066989+0.0013269i,0.0029777+0.0015105i,-0.0045167+0.0017635i,-0.0081652+0.0022669i,-0.0056596+0.0035567i,-0.0017232+0.0042265i,-0.0004798+0.0043195i
0.03089-0.044807i,0.025898-0.010972i,0.027412+0.035473i,0.036171+0.036513i,0.0308+0.018259i,0.009967+0.01251i,-0.0018438+0.0070092i,-0.00048153-0.0014026i,0.0063358-0.0075118i,0.012784-0.010544i,0.014588-0.010886i,0.011102-0.010059i,0.0045032-0.0090112i,1.9751e-05-0.0080396i,-0.0021191-0.0067209i,-0.0040211-0.004894i,-0.0041033-0.0032832i,0.00034023-0.00062946i,0.0073321+0.0032735i,0.009664+0.0056514i,0.0069026+0.0051596i,0.003929+0.002685i,0.0017519-0.001439i
0.038814-0.023123i,0.0073628-0.056963i,-0.033383-0.044969i,-0.047101-0.01165i,-0.035791-0.00066496i,-0.019531-0.0067175i,-0.0072497-0.0043592i,-0.00036687+0.0043302i,-0.0030771+0.0070279i,-0.011725+0.00397i,-0.015766+0.00062622i,-0.010199+0.00020479i,-0.0012843+0.0035513i,0.0015931+0.0054086i,-0.00034238+0.0039166i,-0.0015862+0.0012509i,-0.0030449+0.00023131i,-0.0051807-0.0012158i,-0.0058106-0.0040879i,-0.0053211-0.0057052i,-0.0045028-0.0055125i,-0.0025968-0.0039663i,0.0011182-0.0018961i
0.0079175+0.10368i,0.027362+0.084321i,0.025345+0.026184i,0.018884-0.0075189i,0.016311-0.0087568i,0.013391-0.0046503i,0.0088643-0.0028387i,0.00584-0.00094106i,0.0080096+8.3098e-05i,0.013933+0.00051512i,0.016031+0.0026073i,0.011974+0.004767i,0.0068748+0.0029306i,0.0049077-9.9462e-05i,0.0049312-0.0010979i,0.0052827-0.00023815i,0.005336+0.00015009i,0.0031778+0.0011566i,-0.0011111+0.00342i,-0.0024977+0.0042093i,-4.8124e-05+0.0025432i,0.0018799+2.3484e-05i,0.00057905-0.0003858i
-0.068332-0.039627i,-0.026256-0.025838i,0.023163-0.011581i,0.030478-0.0089536i,0.019553-0.0066953i,0.013269+0.0040019i,0.0082053+0.010314i,0.0019621+0.0078832i,-0.0030232+0.0027879i,-0.0052014-0.0020146i,-0.0047985-0.0057316i,-0.0043648-0.007866i,-0.0069332-0.0069643i,-0.0099705-0.0035919i,-0.0094456-0.0012316i,-0.0062663-0.00025776i,-0.0037124+0.00056396i,-0.00075479-0.00053488i,0.0035201-0.0027973i,0.0059387-0.0025084i,0.0053654-6.4912e-05i,0.0039236+0.0021367i,0.0018601+0.0037118i
0.0019693-0.040788i,-0.031711-0.0031542i,-0.03715+0.03427i,-0.017381+0.044198i,-0.0090147+0.033189i,-0.012255+0.016394i,-0.0092897+0.0055986i,-0.00048847+0.00041458i,0.0042802+0.0010666i,0.0024091+0.0073505i,-0.002012+0.011619i,-0.0040092+0.009404i,-0.0015777+0.0036494i,0.0013743-5.9705e-05i,0.0014211-0.00075577i,6.2899e-05+0.00053231i,-0.00059613+0.0023212i,-0.00061321+0.0027256i,-0.00040407+0.0011768i,-0.00039427-0.00088019i,-0.0019463-0.00010568i,-0.002473-0.00049079i,-0.0007078-0.0037764i
0.07985-0.003107i,0.059681-0.020382i,0.021235-0.024545i,-0.0021518-0.023373i,-0.0024044-0.018364i,0.0021449-0.014714i,0.0017223-0.011684i,0.00042017-0.0071949i,-0.0016558-0.0069527i,-0.0032824-0.010775i,0.00052798-0.012553i,0.0051415-0.0098489i,0.0061085-0.0063552i,0.0051111-0.00422i,0.0040132-0.0027857i,0.0032425-0.0019123i,0.0019416-0.0026663i,0.00012224-0.0026002i,-0.0028255+0.00057166i,-0.0050238+0.0028838i,-0.0053067+0.0022867i,-0.005068+0.0031397i,-0.003012+0.005764i
-0.02743+0.065248i,-0.012754+0.03133i,0.005901-0.0017824i,0.01388-0.0092019i,0.011042-0.0075535i,0.011395-0.0038907i,0.013078+0.00029285i,0.011206+0.0021666i,0.010056+0.003359i,0.0089605+0.0034199i,0.0040251+0.0027585i,-0.00059062+0.0025014i,-0.0017134+0.0047464i,-0.0011478+0.0063233i,-0.00081981+0.0038414i,-0.0011093+0.00039449i,-0.0010123-0.0016163i,-0.0010893-0.0020719i,0.00070094-0.0015216i,0.0047142-0.0020556i,0.0073352-0.0028072i,0.0075228-0.0028024i,0.0055938-0.0035297i
-0.04386+0.0020928i,-0.010176+0.02866i,0.010649+0.042418i,0.017093+0.034609i,0.014772+0.021198i,0.0043852+0.016683i,-0.00082587+0.013656i,-0.0014729+0.0073819i,0.00025352+0.0027918i,0.0035739+0.00076662i,0.0053935+0.0024798i,0.005211+0.0050101i,0.002809+0.0031152i,-0.0014003+0.00095567i,-0.003589+0.00083474i,-0.0031813+0.0011278i,-0.0021715+0.0014374i,-0.00056377-0.00055225i,-0.0010686-0.0050574i,-0.0024531-0.0067483i,-0.0023577-0.0038315i,-0.0028614-0.0013999i,-0.0054051-0.00010824i
-0.0093247-0.059085i,-0.02279-0.041814i,-0.03011-0.023102i,-0.029078-0.0099991i,-0.022218-0.0068034i,-0.014883-0.0076097i,-0.0099829-0.0046592i,-0.005849-0.00023739i,-0.0047075+0.0040557i,-0.0066889+0.0067041i,-0.0082805+0.0030567i,-0.0072113-0.0032793i,-0.0039052-0.005943i,-0.00084625-0.0061216i,0.00044901-0.0047498i,0.0013282-0.0029289i,0.0020061-0.0018712i,0.0010345+0.00088277i,-0.00077478+0.0068299i,-0.0014977+0.010842i,-0.0011053+0.0098698i,0.0014712+0.0068942i,0.0051894+0.0027947i
0.048147-2.3755e-05i,0.023969-0.0055882i,0.013708-0.017083i,0.011326-0.021015i,0.0069494-0.013016i,0.0055717-0.0090304i,0.0053236-0.0098481i,0.0052185-0.010597i,0.0042876-0.012796i,0.0026665-0.013781i,0.002801-0.0097464i,0.0015762-0.0048843i,-0.00013958-0.001786i,0.00010149-0.00077356i,-0.00020832-0.00036813i,-0.0029992-0.00058003i,-0.0046854-0.0013682i,-0.0033532-0.0020225i,0.00086876-0.0037259i,0.0044219-0.0061994i,0.0028304-0.0064472i,0.00044914-0.0043557i,-0.00070504-0.0017585i
0.02817+0.034854i,0.044482+0.018144i,0.0557+0.017041i,0.047925+0.011977i,0.031385+0.0045414i,0.019309+0.0056857i,0.013363+0.0073379i,0.010159+0.0069i,0.0074059+0.005338i,0.0033901+0.0032531i,0.0022041+0.0018757i,0.0044034+0.0010803i,0.0031835+0.002058i,0.001499+0.0038602i,0.0022572+0.0040942i,0.003199+0.0030318i,0.0036001+0.0023316i,0.00046551+0.0015846i,-0.0058809+0.00091888i,-0.0090439+0.0017315i,-0.0061878+0.0027067i,-0.0029275+0.0037198i,-0.0011834+0.0043166i
-0.044997+0.034439i,-0.04223+0.038749i,-0.041943+0.043596i,-0.02824+0.040699i,-0.015156+0.02521i,-0.012181+0.014685i,-0.0064808+0.012667i,0.00075131+0.0096564i,0.0059543+0.0063496i,0.0085658+0.0037694i,0.0053322+0.0027506i,0.00022011+0.0029103i,-0.0018984+0.00043041i,-0.0028206-0.0023726i,-0.0029868-0.0027463i,-0.0021614-0.0031134i,-0.00062324-0.0040701i,0.003024-0.0026346i,0.0073742+0.00091748i,0.0092917+0.002849i,0.0075155+0.0021234i,0.0042534-0.0011912i,0.00076134-0.0039196i
-0.02257-0.030719i,-0.018329-0.027959i,-0.023059-0.032662i,-0.022627-0.026146i,-0.012407-0.016485i,-0.0073538-0.01244i,-0.0081882-0.0074217i,-0.0094411-0.0027857i,-0.010835-0.00054526i,-0.010807-0.00087199i,-0.0084708-0.0032819i,-0.0055823-0.0025901i,-0.0025706-0.00018632i,-0.0013442-0.00054139i,-0.002698-0.0010851i,-0.0041647+0.00069835i,-0.0044557+0.0024433i,-0.0034412+0.0012046i,-0.0026843-0.0048192i,-0.0035702-0.0095522i,-0.0037543-0.007214i,-0.0008964-0.0031496i,0.0028916-0.0014503i
0.013317-0.039346i,0.017517-0.034866i,0.035467-0.036102i,0.033679-0.031043i,0.020438-0.018875i,0.015127-0.011811i,0.010307-0.010706i,0.007381-0.0091777i,0.0074451-0.0067412i,0.0074041-0.0030001i,0.0076116+0.00042118i,0.0065886-0.00049275i,0.0039304-0.001775i,0.0021253-0.0014588i,0.0013212-0.0013034i,0.00094716-0.0020944i,0.0014773-0.0019378i,-6.585e-05+0.0009702i,-0.0028107+0.0051253i,-0.0026563+0.0074952i,-0.00076897+0.005717i,0.00078046+0.0041861i,0.0016063+0.0034767i
0.046994+0.021953i,0.038434+0.038489i,0.035682+0.054413i,0.029011+0.043404i,0.014897+0.025774i,0.0072214+0.016869i,0.0091373+0.010192i,0.0099379+0.0048371i,0.0067732-0.00072725i,0.0015242-0.0049378i,-0.0013226-0.0039341i,-0.0010134-0.0022826i,-0.0022117-0.002893i,-0.0029512-0.00232i,-0.00087481-0.00035997i,0.00042161+2.1801e-05i,-0.00078729-0.0012628i,-0.00062415-0.0030522i,0.0028392-0.0041537i,0.0054096-0.0035887i,0.0036669-0.0016615i,-0.00031112+0.00099168i,-0.0024225+0.0022788i
-0.010785+0.037733i,-0.027467+0.024527i,-0.043462+0.023524i,-0.034572+0.020283i,-0.020096+0.0089645i,-0.013842+0.0057867i,-0.0062811+0.010465i,6.4433e-06+0.012419i,0.0019726+0.012669i,0.0012306+0.011438i,-0.00067445+0.0080531i,0.00041931+0.0057941i,0.0025073+0.0038638i,0.0019011+0.0021223i,-3.2711e-05+0.0029i,-0.00076496+0.0037572i,0.00031113+0.0031473i,-0.00073468+0.0014334i,-0.0058565-0.00018101i,-0.0083963-0.00035499i,-0.0062083-0.0014287i,-0.0037176-0.0040098i,-0.0023925-0.0061771i
-0.044867-0.00091546i,-0.032012-0.023628i,-0.0268-0.044107i,-0.017588-0.03684i,-0.0065871-0.022199i,-0.0044507-0.013798i,-0.0074716-0.0064591i,-0.007865-0.002598i,-0.0057476-0.0041019i,-0.0011909-0.006569i,0.002468-0.0074802i,0.0021019-0.0055484i,0.0006491-0.0026508i,0.00029613-0.0016349i,0.00060316-0.00079706i,0.00055262-0.00086933i,0.00026285-0.0032781i,0.0012826-0.0035624i,0.0029097-0.00020547i,0.0031344+0.0020286i,0.0016768+0.0024475i,0.00052659+0.0020581i,0.0013178+0.0014155i
0.0059093-0.04458i,0.037593-0.028966i,0.058746-0.019792i,0.046754-0.011266i,0.028425-0.0037036i,0.018538-0.0032697i,0.010449-0.0067047i,0.0050871-0.0065089i,0.0018422-0.0030888i,-0.001166+0.0015892i,-0.0034148+0.0043698i,-0.0054746+0.0041973i,-0.0057058+0.0040081i,-0.0044083+0.0023468i,-0.0035464-0.0011403i,-0.0025833-0.0026266i,-0.002366-0.00090733i,-0.0023039-0.00016175i,0.00034986-0.0033539i,0.0022183-0.0053846i,0.0024275-0.0031974i,0.00395-0.00068259i,0.0051412+5.6349e-05i
0.035196+0.00016461i,0.017963+0.03387i,0.014215+0.052293i,0.011155+0.038946i,0.0029244+0.021488i,0.0019976+0.013107i,0.0067621+0.0064332i,0.0087297+0.0011141i,0.0097941-0.0022129i,0.0090999-0.0042186i,0.0058294-0.0047613i,0.002417-0.0054123i,0.0014191-0.005449i,0.0033201-0.0038387i,0.0040599-0.0022576i,0.0024484-0.0010412i,0.00088188+0.00020138i,-0.00043747+0.002681i,-0.0024762+0.0055355i,-0.003589+0.0056787i,-0.0038446+0.0037313i,-0.0048929+0.0021041i,-0.0057817+0.0021499i
0.012361+0.034145i,-0.02427+0.018662i,-0.045761+0.013297i,-0.03515+0.0063644i,-0.019212-0.00082974i,-0.011069+0.0020279i,-0.0042129+0.0074179i,-0.0011702+0.0078798i,-0.0029341+0.0062125i,-0.0043839+0.0034757i,-0.0028016+0.00037704i,-0.0002791-0.0017621i,0.00083904-0.0026385i,0.00045906-0.0021584i,-2.7638e-06-0.0019013i,-0.00074841-0.0016032i,-0.0016956-0.002033i,-0.00099098-0.0036313i,0.00080466-0.0024467i,0.0022347+0.0003569i,0.0028244+0.0013456i,0.002728+0.00071073i,0.0027105-0.0014507i
-0.030902+0.011536i,-0.016329-0.027886i,-0.0049421-0.046386i,0.0067599-0.033357i,0.011994-0.018116i,0.0047258-0.010792i,-0.002905-0.0048276i,-0.0018931-0.0015322i,0.0016509-0.0020963i,0.0031752-0.00087675i,0.0037489+0.0031249i,0.0059565+0.0059132i,0.0058937+0.005628i,0.0022604+0.0044704i,-0.00085425+0.0041583i,-0.0008942+0.0037765i,0.00087741+0.0028783i,0.001493+0.00091929i,-0.00022142-0.0026523i,-0.0014898-0.0041805i,-0.00095815-0.0039561i,-0.00010046-0.0029926i,0.00046846-0.00048567i
-0.0098495-0.018892i,0.030105-0.0030906i,0.046574+0.0060252i,0.033486+0.012045i,0.019621+0.012933i,0.011983+0.0056521i,0.0056005-0.0011771i,0.0029048-0.002488i,0.0011598-0.003485i,-0.003108-0.0048912i,-0.0071431-0.0040082i,-0.008457-0.0013347i,-0.0073991+6.3502e-05i,-0.0057011-0.001161i,-0.0035308-0.0011646i,-0.00043234-7.0408e-05i,0.0029722+0.00035298i,0.0042035+0.0023131i,0.0042071+0.0038106i,0.0023578+0.0035665i,0.0002899+0.0034781i,-0.00027139+0.0040241i,0.00073549+0.0036146i
0.0086513-0.013503i,7.8959e-05+0.028872i,-0.0028503+0.046078i,-0.0067194+0.031966i,-0.007528+0.014743i,-0.0012371+0.0079051i,0.0052838+0.0048301i,0.00722+0.003422i,0.0079507+0.0043254i,0.0084748+0.0040051i,0.0064149+0.0014353i,0.0016739-0.0021525i,-0.0012262-0.0031122i,-0.00088421-0.0023765i,-0.0008456-0.0023519i,-0.0016066-0.0019048i,-0.003315-0.00045844i,-0.0045473+0.00075363i,-0.0023975+0.00053756i,0.00054365-0.00032931i,0.0011076-0.00041472i,-0.00044373-0.00033791i,-0.0029326-0.0016268i
0.013656+0.0012044i,-0.025429-0.0057182i,-0.037583-0.010086i,-0.024026-0.01447i,-0.01322-0.013506i,-0.0079436-0.0043434i,-0.0025316+0.0023742i,-0.00094987+0.00182i,-0.0025266-4.3502e-05i,-0.002218-0.0011897i,0.0010015-0.00231i,0.0036681-0.0038123i,0.0037969-0.004835i,0.0038696-0.0024367i,0.0036757-0.00082471i,0.0021804-0.0025495i,0.00058147-0.0044114i,-0.0019862-0.0043288i,-0.0050637-0.0028882i,-0.0049884-0.0022164i,-0.0030782-0.0017594i,-0.0011639-0.0014916i,0.0014658-0.0013919i
0.0092928+0.013782i,0.016496-0.024028i,0.021597-0.034233i,0.024676-0.021898i,0.019732-0.011724i,0.0073025-0.0066466i,-0.00054657-0.0024692i,0.00027335-0.00053104i,0.001524+0.0007996i,0.00019545+0.0045217i,-0.0014388+0.0074701i,-0.00033538+0.0077656i,0.0019076+0.0058769i,0.0010267+0.003854i,-0.00060936+0.0030767i,-0.00049659+0.00141i,0.00029796-0.001788i,0.0020751-0.0031872i,0.0024174-0.0012757i,0.00096884+0.0010596i,0.00039889+0.0020965i,-0.00010676+0.0012075i,-0.00051485-0.00066559i
-0.010191+0.013555i,0.022402+0.015315i,0.030146+0.017133i,0.017198+0.019669i,0.0074522+0.015781i,0.0044133+0.0047635i,0.003547-0.0025749i,0.0044676-0.0030911i,0.005764-0.0047715i,0.0052767-0.0093634i,0.0027533-0.010448i,0.00016332-0.0053624i,-0.00018051-0.0010927i,-0.00019631-0.00080958i,-0.00061581-0.00079079i,0.00037154+0.00059533i,0.0025331+0.0032292i,0.0036656+0.0041271i,0.0031484+0.001588i,0.0024098-6.681e-05i,0.0018164+9.2526e-05i,0.0018596+0.001464i,0.0011733+0.0034747i
-0.019715-0.0056171i,-0.017248+0.024172i,-0.016916+0.02852i,-0.019186+0.014293i,-0.014547+0.0046689i,-0.0047571+0.0025778i,0.0016679+0.0026005i,0.0024944+0.0031889i,0.00046998+0.0048481i,-0.00025029+0.006012i,-0.00013713+0.0039528i,-0.0012489+0.00042931i,-0.0028844-0.00054996i,-0.0021599-0.00053305i,-0.0011045-0.00075991i,-0.0026387-0.00017127i,-0.0044198+0.0013422i,-0.0037948+0.0025639i,-0.002252+0.0020346i,-0.0011881+0.00078628i,-0.00074948-0.00074034i,-0.0014032-0.0029524i,-0.0015087-0.0048833i
