-0.0032565+0.0002325i,-0.002368+0.0001057i,-0.0031872+0.00095495i,-0.0031824+0.0015039i,-0.0018758+0.0025052i,-0.00082877+0.0031607i,0.00019953+0.0027459i,0.001058+0.0027348i,0.00078727+0.001538i,0.00050855+0.00021015i,0.0009451+0.00021449i,0.0010524-0.00034851i,0.00042552-0.00089158i,7.4094e-05-0.00057518i,0.00038136-0.00014235i,-0.00012103+0.00027399i,-0.00021681+0.00068057i,0.00012047+0.00042016i,-0.00046181+0.00046092i,-0.00063752+0.00025358i,0.00041251-0.00056624i,0.00092816-0.0010916i,0.00054828-0.0010627i
-0.024131-0.020306i,-0.026617-0.018569i,-0.025803-0.016332i,-0.020053-0.01102i,-0.011393-0.005649i,-0.0054454-0.0027863i,-0.0030355-0.0013i,-0.0015823-0.00061186i,-0.00050909-0.0015937i,4.832e-05-0.0018251i,-6.9033e-05-0.00027058i,-0.00026347+0.00044869i,-0.00069869+0.00027512i,-0.00096568+2.2001e-05i,-0.00056705-0.00055031i,-0.00097206-0.00068995i,-0.00084204-0.00058575i,0.0002904-0.00074406i,0.0003798-0.00076903i,-0.00033057-0.00099593i,-0.00032611-0.0018237i,9.8097e-06-0.0025224i,0.00062904-0.0016872i
0.023332-0.021277i,0.022116-0.022491i,0.019114-0.0196i,0.013649-0.013844i,0.0086756-0.0083183i,0.0060898-0.0048528i,0.0049774-0.0040748i,0.0038075-0.0024989i,0.0026477-0.0011663i,0.0020296-0.0013504i,0.00082719-0.00056215i,-0.00019369-0.00055139i,-0.00042275-0.0010533i,-0.00018952-0.00094785i,-0.00027478-0.0008312i,-0.00050022-0.0012537i,-0.00031446-0.0011436i,-0.00018994-0.00087669i,0.00049637-0.00093263i,0.0012314-0.00089066i,0.0015005-0.00035299i,0.0012741+0.00038061i,0.00075617+0.0002896i
0.018771+0.023736i,0.01864+0.023794i,0.013815+0.022743i,0.0087543+0.017743i,0.0062985+0.011438i,0.0048787+0.0067294i,0.0042544+0.0045051i,0.0036733+0.0034982i,0.0022342+0.0022269i,0.001018+0.00078052i,0.00064009-0.0007972i,0.00019803-0.001566i,4.9522e-05-0.0011772i,0.00047539-0.00078782i,0.0012554-8.0759e-05i,0.0011606+0.00087869i,0.00039323+0.001592i,-4.9384e-05+0.0016793i,-0.00047616+0.0012248i,-0.00037867+0.0013117i,9.7403e-05+0.0012136i,-0.00056008+0.00088221i,-0.00094161+6.4432e-05i
-0.023987+0.017664i,-0.024968+0.013805i,-0.023586+0.0080457i,-0.018189+0.0036435i,-0.012223+0.0022557i,-0.0078454+0.0033193i,-0.0040749+0.0040258i,-0.0017745+0.0032984i,-0.00055921+0.0011826i,0.00052798-0.00078934i,0.00093462-0.00051941i,0.00071147+0.00012885i,0.00046685-0.0003918i,0.00080334-6.1393e-05i,0.0011357+0.00042567i,0.00086244+0.00026925i,0.00019337+0.00028992i,-0.00094302+0.00085282i,-0.00068878+0.00093075i,-0.00082239+0.00051686i,-0.0016177-0.00063401i,-0.0017476-0.0015803i,-0.0013015-0.0010854i
-0.0065098-0.027331i,-0.0043459-0.029538i,-0.001542-0.029403i,-0.00018628-0.022934i,-0.00014317-0.014491i,-0.00065854-0.0085533i,-0.00042204-0.005464i,0.00067655-0.0034874i,0.00091594-0.0018957i,1.9326e-05-0.0015264i,-0.00054667-0.00073025i,-0.0010352+0.00075509i,-0.0010148+0.0005048i,-0.00066435+0.00020795i,-0.00090181+0.00056207i,-0.00076184+4.1288e-08i,-0.00029229-0.00093675i,0.00043482-0.0014489i,0.0012277-0.0017988i,0.0019619-0.0014946i,0.001835-0.0005024i,0.0012696-0.00052632i,0.00073233-0.00092439i
0.026551-0.0072093i,0.027256-0.0026597i,0.024313+0.0019307i,0.017982+0.0027125i,0.011577+0.0023468i,0.0081336+0.0017267i,0.0069122+0.00016063i,0.0056674-0.00060378i,0.0037331-0.00057362i,0.0023726-0.00056773i,0.00094719-0.00092739i,-6.0823e-05-0.0012247i,-2.4048e-05-0.0010865i,7.2953e-05-0.00091771i,0.00024877-0.0003841i,0.00082182-0.00052523i,0.0015462-0.00061511i,0.0018151+0.00033356i,0.0014727+0.00036492i,0.00096394+7.8911e-05i,0.0012516+0.00061587i,0.0019306+0.0012712i,0.0013441+0.001583i
0.0058194+0.029632i,-0.001091+0.028562i,-0.0070288+0.024015i,-0.0072998+0.017013i,-0.004472+0.010797i,-0.0025342+0.0070279i,-0.0011706+0.0053896i,-4.9132e-05+0.0043021i,0.00040957+0.002362i,0.00031194+0.00098976i,0.00084143+0.00015391i,0.0010751-0.00089492i,0.00090121-0.00062754i,0.000775+0.00030899i,0.00058215+0.00069978i,0.00015048+0.00094083i,0.00019823+0.0010509i,0.00024966+0.00078314i,-0.00016654+0.00059693i,-0.00075135+0.00024558i,-0.00058978-0.00064933i,-0.00018861-0.00069026i,-7.8289e-05-0.00024027i
-0.023241+0.00050989i,-0.023751-0.0088989i,-0.021327-0.01556i,-0.015011-0.013816i,-0.0088501-0.0077231i,-0.0056736-0.0024378i,-0.0039264-0.00013336i,-0.0030343-0.00030862i,-0.0026049-0.00034271i,-0.0021811+0.00024713i,-0.0019429+0.00098123i,-0.0018361+0.0015362i,-0.0016275+0.00090687i,-0.0011133-0.00027172i,-0.00030742-0.00068314i,-1.9761e-05-0.00045008i,-0.00054422-0.00052097i,-0.00029297-0.0005827i,-0.00042033-0.00054344i,-0.00037809-0.0010738i,0.00018994-0.001944i,0.00070442-0.0025536i,0.0014009-0.0016906i
0.0032171-0.022798i,0.010869-0.021288i,0.014781-0.016675i,0.012669-0.011347i,0.0081941-0.0074947i,0.0051293-0.0054323i,0.0037-0.0047824i,0.0029913-0.0040139i,0.0023265-0.002677i,0.00061608-0.0023511i,-0.0020279-0.0013883i,-0.0026779-0.00053088i,-0.0016415-0.00068151i,-0.0011244-0.00043639i,-0.0011355+8.6617e-05i,-0.00053404+0.00027244i,0.00094935-0.00015462i,0.0015523-0.0010272i,0.0010579-0.0017577i,0.0011887-0.0014231i,0.00087005-0.00023872i,-0.00028208+0.00013489i,-0.00019712+0.00038264i
0.022356+0.0039078i,0.017515+0.011808i,0.0099383+0.015452i,0.0041314+0.013718i,0.0032243+0.009219i,0.0042897+0.00506i,0.0051427+0.003464i,0.0043052+0.0022233i,0.0028217+0.00044208i,0.0018086-0.0013685i,0.00091753-0.0019773i,0.00054308-0.00071146i,-7.2018e-05+0.00013309i,-7.7275e-05-0.00010198i,0.00015788+7.9111e-05i,-0.00014565+0.00059501i,0.00023621+0.0007975i,0.0010678+0.0007996i,0.0015753+0.00058329i,0.00070945+0.00073721i,-0.0008783+0.00049503i,-0.0011524+0.00046869i,-0.00095237+0.00095157i
-0.005849+0.022057i,-0.015092+0.015406i,-0.018658+0.0082961i,-0.014756+0.0034142i,-0.0088298+0.0030049i,-0.0049868+0.0042452i,-0.0027161+0.004742i,-0.0012698+0.0037956i,-0.00041173+0.0024685i,0.0001099+0.0016479i,0.00062961+0.00071253i,0.00059482-0.00061182i,0.00073612-0.0008039i,0.00083973+0.00045445i,0.0002086+0.00023324i,0.00035622-0.0001364i,0.00045146+9.794e-05i,-0.00044339+0.00065012i,-0.0010436+0.00031939i,-0.00088255+0.00030406i,-0.00059073+0.00034124i,-0.00075476-0.00017766i,-0.00093713-0.00059308i
-0.011934-0.0059233i,-0.0058973-0.015245i,-0.00089202-0.019357i,0.0010615-0.015707i,4.8708e-05-0.010271i,-0.0016765-0.0054889i,-0.0019715-0.0025631i,-0.00092095-0.0022159i,-5.6119e-05-0.0021394i,-0.00036708-0.00076366i,-0.0015347+0.00068525i,-0.0019299+0.00095741i,-0.0013762+0.00043289i,-0.00039947+0.0005304i,-5.0987e-05+0.0005946i,-0.00017166-0.00016075i,-0.00031467-0.0004246i,-0.00018664-0.00069041i,9.0577e-06-0.0013416i,0.00053888-0.0015721i,0.0016457-0.0016682i,0.0017239-0.0012136i,0.0011318-0.00090291i
0.0075549-0.012521i,0.014696-0.0050498i,0.015946+0.002279i,0.01123+0.0050385i,0.0077007+0.003138i,0.0059074+0.00032507i,0.0046456-0.0017774i,0.0036059-0.0016472i,0.0022418-0.0011077i,0.00094419-0.001968i,0.00024634-0.0019042i,-0.00040436-0.00069285i,6.1396e-05+0.00010257i,0.00027201+0.00036526i,-0.00015698+0.00056048i,0.00038523+0.00052254i,0.0010194+0.0002134i,0.0013098-0.00015342i,0.0015204-0.00074409i,0.00069138-0.00089345i,-5.1195e-05+0.00011029i,0.00050988+0.0013095i,0.00019319+0.0015419i
0.011628+0.011637i,0.0024617+0.017466i,-0.0046915+0.016236i,-0.005287+0.011226i,-0.0017323+0.0080552i,0.001913+0.0060611i,0.0035091+0.0045768i,0.0026366+0.0030249i,0.0016237+0.0012424i,0.0013607+0.00021977i,0.00074776-0.00044669i,0.00028678-0.00070724i,0.00022869-0.00071567i,0.0002124-0.0011726i,-7.1041e-05-0.0010458i,-0.000416-0.00024317i,-0.00024155-0.00021983i,0.00068365-0.00035132i,0.0010452+0.00078256i,0.00054133+0.0010819i,4.2309e-05+0.00029841i,-0.00079971-8.4065e-05i,-0.001604-0.00011758i
-0.0040335+0.0070206i,-0.011131-0.0042172i,-0.012768-0.011107i,-0.0098012-0.010099i,-0.007088-0.00372i,-0.0054245+0.0011186i,-0.0033952+0.0024835i,-0.00098106+0.0020212i,0.00039948+0.0010692i,0.00037478+0.00092069i,-0.00034008+0.0012181i,-0.00024284+0.0011601i,-0.00035834+0.00068564i,-0.00028705+9.8354e-05i,0.00067304-0.00015391i,0.00047587-0.00082778i,0.00033416-0.0011008i,0.0005836-0.00046957i,0.00044307+0.00024699i,0.00074079+0.00018652i,0.0009856-0.00049098i,0.00096468-0.0011713i,0.0004828-0.0015717i
-0.0025797-0.0053181i,0.0074651-0.0094696i,0.012448-0.0088313i,0.010726-0.0059391i,0.0053188-0.0045775i,0.00076585-0.0039899i,-0.00052905-0.0020927i,0.00028459-0.00054514i,0.00018283-0.00073515i,-0.00076244-0.000879i,-0.001356-0.00021417i,-0.0012195-0.00033573i,-0.00071397-0.00075689i,-0.00059833-0.0004117i,-0.00041013-0.00019037i,0.00043676-0.00032536i,0.00083019-0.00022014i,0.00028756-0.00059469i,0.00034605-0.00093955i,0.00061657-0.00082232i,0.00020285-1.233e-05i,8.4448e-05+0.00082621i,0.00019435+0.00094966i
0.0079335-0.00048481i,0.009587+0.0090604i,0.0057652+0.014337i,0.0030181+0.012179i,0.0042025+0.0060602i,0.005315+0.0011334i,0.0040305-0.00039665i,0.0028525-0.00068053i,0.0025474-0.0011587i,0.0018496-0.0016664i,0.0011161-0.0016662i,0.00048357-0.00026121i,0.00019203+0.00086869i,-0.00016544+0.00055041i,-0.00071505+0.00051008i,-0.00049286+0.0008198i,0.00012861+0.00067016i,0.00050501+0.00040943i,0.00094629+0.0003791i,0.00082438+0.00064497i,-0.00016903+0.00013002i,-0.0011522-1.1606e-06i,-0.0014122+0.00081928i
0.0018697+0.0067191i,-0.0086464+0.0045496i,-0.013086+0.00095942i,-0.0095154+4.0486e-05i,-0.0023197+0.0023333i,0.0017354+0.004261i,0.0016518+0.0037641i,0.0012105+0.0022807i,0.00086371+0.0017601i,0.0005734+0.0014483i,0.00070743+0.0005173i,0.00113-0.00010446i,0.00098721-0.00038396i,0.00048457-0.0002325i,-7.6828e-05-0.0001893i,0.000201-0.00023819i,0.00035991-0.00049282i,0.00011579-0.00018472i,7.9171e-05+0.00035648i,5.6069e-05-0.00019862i,0.00018355-0.0005495i,7.8638e-05-0.0007497i,-0.0007125-0.00092633i
-0.0020075+0.0012743i,-0.00080603-0.0092266i,0.0015587-0.01374i,0.001931-0.0095548i,-0.0003176-0.0028173i,-0.0021061+0.0009198i,-0.0011395+0.0017066i,0.00026486+0.0012188i,9.7528e-05+0.00058076i,-0.00062552+5.3469e-05i,-0.00071097+0.00058766i,-0.00034781+0.00083741i,-0.00014071-7.4592e-05i,2.6068e-06-0.00054384i,0.00041837-0.00061161i,0.00069739-0.00076853i,0.0011505-0.00084148i,0.000829-0.00027904i,-5.9652e-05+0.00040071i,7.4828e-05-0.00043216i,0.00084796-0.00064798i,0.00096918-0.00013822i,0.00066267-0.00037707i
0.0022336-9.8357e-05i,0.0095131+0.0017714i,0.010165+0.0050308i,0.0070407+0.0042299i,0.003553+0.00078344i,0.00039989-0.0015688i,-0.00045998-0.0016514i,0.00036523-0.00070883i,-5.6673e-05-0.00032515i,-0.00063572-0.00049251i,-0.0006626-0.00070212i,-0.00059413-0.00048172i,-0.00079252-0.00063293i,-0.0012975-0.0010808i,-0.00043108-0.00079205i,-0.00015936-0.00036099i,-0.00053058-0.00044754i,0.00073273-0.0006543i,0.0013062-0.00024522i,0.00046604+8.7505e-05i,-0.00018452-8.5752e-07i,-0.00014738+0.00084781i,0.00065055+0.0018805i
0.001007+0.0018558i,-0.0043518+0.0099405i,-0.0086853+0.0091729i,-0.0065253+0.0044326i,-0.00075889+0.0023175i,0.0022238+0.0013366i,0.0016071+6.7343e-05i,0.00084078-0.00071245i,0.00064983-0.00074181i,0.0005308-0.00087386i,0.00079067-0.00073375i,0.00082293-0.00052591i,0.00013299-0.00040615i,-0.00039627+0.00022767i,-0.00058893+0.0007479i,-0.0008947+0.00053796i,-0.00026663+0.00048421i,0.00025678+0.00051439i,6.2058e-06+7.1147e-05i,0.0001131-0.00076276i,-0.00045194-0.0013121i,-0.00095145-0.0012545i,-0.00082781-0.0002974i
0.00031398+0.0023258i,-0.0053293-0.0052146i,-0.0045123-0.0099634i,-0.001903-0.0075354i,0.00016686-0.0017221i,0.0014027+0.0017578i,0.0020936+0.0021989i,0.002324+0.0018364i,0.0017096+0.0012535i,1.1527e-05+0.00018679i,-0.00057406-0.00049186i,-0.00048447-0.00062073i,-0.00059776-0.0010909i,-0.00073828-0.0010638i,-0.00068286-0.00088518i,-0.00045477-0.0006319i,-0.00036203-0.00015741i,-0.00010779+0.00013598i,6.6821e-05-6.3247e-06i,0.00027835-0.00023624i,0.0009712-0.00044164i,0.0013089-0.00080879i,0.00010537-0.00066208i
0.0057546+0.0006145i,0.0091367-0.0058493i,0.010039-0.0062155i,0.0067402-0.0027377i,0.001446-0.00063889i,-0.0008398+0.00085291i,-0.00063733+0.0026609i,-4.1286e-05+0.0019732i,0.0005414-0.00012429i,-0.00076613-0.00042902i,-0.0014126+9.6852e-05i,-0.00033524+0.00027998i,-1.2477e-05-0.00043014i,0.00057633-0.00061725i,0.001104-8.9323e-05i,0.00076556+2.0325e-05i,-7.4632e-05-0.00060863i,-0.000798-0.00088871i,-0.0010132-0.0008661i,-0.000668-0.00090043i,0.00046918+9.1183e-05i,0.0010121+0.001181i,0.00085627+0.00075541i
0.0013098+0.0066647i,0.0047711+0.010951i,0.0010572+0.011176i,-0.0017966+0.006235i,-0.0011546+0.00085294i,-0.00041574-0.001784i,-2.5378e-05-0.0015301i,0.00032965-0.00058776i,0.00037761-0.00028937i,-0.00030618-0.000229i,-0.0013938-0.0001171i,-0.00039722-0.00031866i,0.00099128+0.00039708i,0.00036437+0.00086969i,-0.00019613+0.00063702i,0.00018883+0.00026848i,4.7427e-05+6.6768e-05i,-0.00040673+0.00040629i,-0.00031541+0.00023963i,0.00017993+0.00024325i,-5.8702e-05+0.00053957i,-0.0011825+0.00069763i,-0.0010435+0.00071569i
-0.0030483+0.00078514i,-0.0079813+0.00091806i,-0.0097577-0.0021264i,-0.0053896-0.0023579i,0.00058242-0.00023048i,0.0037594+0.00046258i,0.0035617-0.00013954i,0.0020804-0.0011114i,0.0017706-0.0011558i,0.0016914-0.0002438i,0.00094887+0.00033878i,-0.00030432+4.7237e-05i,-0.0010523-0.00059774i,-0.00016533-0.0011425i,0.0004293-0.00069781i,-8.823e-05-0.00026207i,1.7475e-05-0.00063696i,5.8218e-06-0.00035182i,-0.00058643+0.00037975i,-0.0009361-3.0242e-05i,-0.00067227-0.00080505i,-0.0003396-0.00070325i,-0.00074712-5.8855e-05i
0.0015839-0.0022939i,-9.6001e-06-0.0076113i,0.00088098-0.0078609i,0.002236-0.0036783i,0.001206+0.0011027i,0.00018203+0.0033124i,0.0010973+0.0030707i,0.0016979+0.0015552i,0.0010941+0.00040271i,0.00077175+9.7255e-05i,0.00074979-0.00037704i,0.0004772-0.00086757i,-0.00013068-0.00074491i,-0.00047133-0.0009686i,-6.3741e-06-0.0010764i,0.00046915-0.00083104i,0.00026822-0.0009196i,0.00099746-0.00049567i,0.00086662-3.256e-05i,0.00047898+0.0003418i,0.0011072-0.000304i,0.00078687-0.00069403i,-0.00042754-0.00046387i
0.0085555+0.0032997i,0.011758+0.0016279i,0.0087336+0.0029899i,0.001771+0.003018i,-0.0019823+0.0015118i,-0.0026807+0.0012841i,-0.0011691+0.0022863i,0.0002605+0.0022784i,0.00053588+0.00099999i,0.00089969+7.3485e-05i,0.00065478-0.00058073i,0.00049902-0.00066109i,0.00064431+0.00011002i,0.00027928+0.00029153i,-0.00030736-0.0002478i,-0.0004006-0.00029739i,-0.00029998+0.00016466i,0.00027217+0.00012862i,0.00088536-0.00068226i,0.00022695-0.00089649i,9.7361e-08+0.00018182i,0.00085669+0.00059026i,0.0016358+3.4496e-06i
-0.0034694+0.0052069i,-0.0055916+0.0076431i,-0.0082912+0.0057764i,-0.0062668+0.00062529i,-0.0017683-0.0016267i,0.0007762-0.0017095i,0.00068506-0.0014436i,0.00047586-0.00055261i,0.001142-0.00020012i,0.00081589-0.0001296i,-0.00044543-0.00023491i,-0.00088583+0.00025522i,-0.00083073+0.0004152i,-0.00063818+0.00010484i,-0.00086606+2.1583e-05i,-0.0015042-0.00015985i,-0.0014837-0.00019516i,-0.00069313+0.00027818i,0.00033378+1.8953e-05i,0.00057761-0.0010765i,0.00019587-0.0013839i,-0.00075163-0.00051893i,-0.0014254+0.00061109i
-0.0026879-0.0038899i,-0.0054284-0.0065742i,-0.0031353-0.0096982i,0.0011733-0.0068861i,0.0032256-0.001608i,0.0035736+0.00060939i,0.002951+0.00071701i,0.0024036+0.00066773i,0.0018069+0.00028483i,0.00052813-0.00068611i,-0.00039994-0.0016049i,-0.00016663-0.0011147i,0.0005379-0.00051189i,0.00049169-7.5756e-05i,0.00041067+3.8992e-05i,0.001017+0.00011394i,0.00098995-6.3865e-05i,0.00083454-0.000637i,0.00078479-0.00036198i,4.3294e-05+8.4979e-05i,0.00021894+4.0144e-05i,0.00056575+0.00016773i,0.00012738+0.00039217i
0.0051253-0.0048327i,0.0056262-0.006854i,0.0059036-0.0035995i,0.0032995+0.0013153i,-0.00010536+0.0039072i,-0.00037796+0.0040084i,0.00081037+0.0027852i,0.0010666+0.0020436i,0.00105+0.00092722i,0.00090127-7.0416e-05i,0.00162+0.00036249i,0.0017062+0.000321i,0.00084636-6.4633e-05i,6.9292e-05+0.00074204i,-0.00016587+0.0010796i,0.00019402+0.00023338i,0.00054219-0.00060422i,0.00033144-0.001038i,0.00026361-0.00025407i,0.00040538-0.0001564i,0.000379-0.00056323i,0.00037471-0.00076775i,0.00030907-0.00084155i
0.0035131+0.0076221i,0.002405+0.0088099i,-0.0013447+0.0085029i,-0.0040507+0.0050583i,-0.0037576+0.0021469i,-0.00216+0.00075575i,-0.0010652+0.00058232i,-0.0004816+0.00048735i,0.00015557+0.00011062i,0.00069919+0.00027824i,0.00075206+0.0012905i,0.00032667+0.00090409i,-0.00043188-0.00017574i,-0.0013237-0.00084292i,-0.0016641-0.00061195i,-0.0010563+0.00020189i,-0.00053889+1.9296e-05i,-0.00037991-0.00029946i,0.00025364-0.00023948i,0.00039744-0.00015829i,-0.00074493-0.0007333i,-0.0011316-0.00073689i,-0.00088243-0.00035052i
-0.0016466+0.0045373i,-0.003974+0.0021962i,-0.0052602-0.0035075i,-0.0020749-0.0055845i,0.0010711-0.0040285i,0.0018975-0.001755i,0.0019583-0.00017404i,0.0019674-0.00050568i,0.0018603-0.00090793i,0.00079365-0.00048785i,-0.00013635-0.00027311i,-8.4037e-05-0.00043686i,4.4046e-05-0.0008162i,-4.5345e-05-0.00058034i,-0.00035923-0.00057437i,-0.00024246-0.001047i,2.9484e-05-0.00096094i,8.7238e-05+0.00031146i,0.00048138+0.00051655i,0.00099858-0.00022628i,0.001097-0.00069606i,0.00044748-0.00083109i,-0.00028652-2.1845e-05i
-0.00077986-0.0052638i,0.00011126-0.0071642i,0.0026917-0.0063022i,0.0038139-0.0019018i,0.0033989+0.0016005i,0.0023908+0.0024664i,0.0018719+0.0019183i,0.0023143+0.0009956i,0.0019618+0.0005634i,0.0012409+0.00074196i,0.00080797+0.00043321i,0.00045625-0.00011645i,0.00076347-8.2896e-05i,0.00080823+0.00045487i,0.00093764+0.00047008i,0.00099096+0.00012633i,0.00042642+0.00012438i,0.00056297+0.00015693i,0.00094158+0.00014265i,0.00090252-7.3979e-05i,0.00054498+0.0001075i,-0.00030848+0.00044018i,-0.00043261+9.9217e-05i
0.0074428+0.0011103i,0.0087352+0.0015441i,0.0062263+0.0046352i,0.0017926+0.0045813i,-0.0001416+0.0025869i,-0.00044818+0.002515i,-0.00058943+0.0027746i,-0.00091254+0.001691i,-0.00032875+0.00012665i,0.00046248+0.00037171i,0.00061068+0.0010695i,9.1409e-05+0.00037347i,-0.00071027-0.00036328i,-0.00027963-0.00040567i,0.00035606-0.00023522i,-1.6892e-05+0.00016598i,-0.00010041+0.0003435i,-0.00049418+0.00041998i,-0.0008962+0.0006589i,-0.0010027+0.00087361i,-0.00038693+0.0014111i,0.00019296+0.0009041i,0.00012324+0.0002818i
0.00058445+0.0092628i,-0.0012175+0.0078282i,-0.0046858+0.0053008i,-0.0035227+0.0013479i,-0.0011109-0.00076569i,-0.00079761-0.0018389i,-0.00037797-0.002009i,0.00016695-0.0015876i,0.00048317-0.00073413i,0.00021925-3.8387e-06i,-8.1457e-05+0.00022624i,-0.00056391+3.2168e-05i,-0.0010727-0.00048481i,-0.00092094-0.00055436i,-0.00068091-0.00054497i,-0.00043434-0.00030886i,-0.00038201+0.0001224i,-0.00044324+0.00066336i,-0.0005986+0.0005692i,-0.00047334+3.0729e-05i,-0.00040147-0.00024853i,-0.0010573+3.4123e-05i,-0.001057+0.00057561i
-0.0047188+0.0023232i,-0.0051241-0.0014481i,-0.0030022-0.0047958i,0.00025763-0.0035754i,0.0021869-0.00082627i,0.0027656-0.00026844i,0.0024863-0.00075404i,0.0022555-0.0010567i,0.0016256-0.00041104i,0.00072101-0.00023915i,0.00033062-0.00036064i,0.00069184-1.9915e-05i,0.00040797+0.00031083i,2.4624e-05+0.0001963i,0.00074316+0.00011126i,0.00047085+0.0001706i,-6.4399e-05+3.9635e-06i,0.00069305+9.116e-05i,0.0010014+4.9502e-05i,0.0011694-0.0006162i,0.0013126-0.0011229i,0.00091066-0.00074516i,-0.00041382-0.00039618i
0.0018415-0.0076709i,0.0032541-0.0063242i,0.0021826-0.0021978i,3.6586e-05+0.0021766i,-0.00054032+0.003886i,0.00035228+0.0034047i,0.0013074+0.0023984i,0.0016918+0.0011241i,0.0015855+0.00034537i,0.0011745+0.00019197i,0.00070272-2.4006e-06i,0.00050661+0.00043088i,0.00096117+0.00067713i,0.00075197+0.00024293i,-0.00030164+0.00018322i,-0.00060933+0.00021094i,-0.0003562-0.00054598i,-0.0004105-0.0005015i,-0.00061674-0.00029853i,-0.00022452-0.00048222i,-0.00030584+0.00016859i,-0.00046693+0.00084086i,-0.00051956+0.00057286i
0.0034395+0.0019538i,0.0019458+0.0038282i,-0.00098245+0.0046769i,-0.0036133+0.0038927i,-0.0035014+0.0026058i,-0.0020286+0.0017682i,-0.000931+0.00095239i,0.00014718+0.00012808i,0.00076087+0.00010622i,0.00055767+0.00088214i,0.00046755+0.00049658i,0.00040608-0.0002293i,0.00019035+0.00073822i,0.00040097+0.0015302i,0.00053259+0.0011764i,0.00031367+0.0013931i,-0.00031818+0.0014054i,-0.0012138+0.0007797i,-0.0011449+0.00066367i,-0.00084822+0.00061597i,-0.0010337+0.00030653i,-0.0013381+8.0323e-05i,-0.00089331+4.4661e-05i
0.00026122+0.0074815i,-0.0028239+0.0053514i,-0.003132+0.001948i,-0.0013453-0.00051587i,-0.00014691-0.0014291i,0.00078738-0.0017146i,0.00042891-0.0015396i,0.00018679-0.00086751i,0.00040217-0.00014378i,-0.00040481+8.6718e-05i,-0.00036262-0.00038606i,-0.00055338-0.00030759i,-0.00037297+8.1846e-05i,0.00080445-3.6599e-05i,0.00074403-0.00013122i,-2.8683e-05-0.0006691i,-2.3848e-05-0.0014896i,0.00020832-0.0012126i,0.00054048-0.00066646i,0.000793-0.001317i,0.0002405-0.0018695i,0.00014211-0.00084291i,0.00010868+0.00022541i
-0.002951-0.00059524i,-0.0010151-0.0037891i,0.0012937-0.0044709i,0.0016916-0.0018936i,0.0018523-4.1635e-05i,0.0026115+0.00066867i,0.0022174+0.00069913i,0.0014195+0.00077589i,0.00093751+0.00049668i,0.0007413-0.0011461i,0.00097685-0.0021492i,0.00080634-0.0013034i,0.00066401-0.00058286i,0.00022805-0.00096585i,-0.00057304-0.00067996i,-0.00045999+0.0002361i,0.00064468-0.00020344i,0.0016918-0.0009619i,0.0013801-0.00059064i,0.00093618-0.00020019i,0.0010229-0.00028111i,0.001014-0.00019789i,9.2164e-05-0.00029114i
0.003993+0.00014926i,0.0047983+0.0028672i,0.0030798+0.0036688i,0.0010934+0.0033516i,0.00077668+0.0030025i,0.0014254+0.0027955i,0.0015788+0.0024441i,0.0020286+0.0019115i,0.00175+0.0013898i,0.00097076+0.00033402i,0.00047472-6.3891e-05i,0.00044634-3.676e-05i,-0.0002526-2.9645e-05i,-0.00091644+7.6585e-05i,-0.00099513+0.00040743i,-0.00037903+0.00057339i,0.00076923+1.9941e-05i,0.00093638+0.00018506i,0.00041861+0.0011422i,-0.00029997+0.0014482i,-0.00027128+0.00097725i,0.00034666+0.000893i,0.00072544+0.00086135i
0.0034047+0.00064214i,-0.00068026+0.0015007i,-0.0040791+0.00038187i,-0.0044203-0.00013408i,-0.0038946+0.00040967i,-0.0030457+0.000654i,-0.0012962+0.00037845i,-0.00035171-0.00034702i,0.00016116-0.0012291i,-0.00015479-0.0010689i,-0.00101-0.00013754i,-0.0012347-0.00013487i,-0.00060598-0.00050932i,-6.464e-05-0.0002779i,-0.0001872-0.00037411i,-0.00040031-0.00031138i,0.00027014+0.00025868i,0.00066569+0.00035663i,0.00045936-0.00076721i,9.6073e-05-0.0014495i,-0.001091-0.00087494i,-0.0015511-0.00027989i,-0.00070689-6.0364e-05i
-1.7691e-05+0.0037574i,-0.0014254-0.00033772i,-0.00020879-0.0039348i,0.00099488-0.0040625i,0.00024445-0.0024969i,0.0006823-0.00069879i,0.0010718+0.0009183i,0.00051871+0.00035847i,0.00056151-0.0012512i,0.00026255-0.0016487i,-0.00041417-0.0011052i,-0.00018815-0.00034506i,6.8106e-05-0.00014232i,0.00078501-0.00091549i,0.00080235-0.0016081i,-0.00091322-0.0012224i,-0.0014503-0.00076365i,-0.00062793-0.00096537i,-0.00055039-0.0011568i,-0.00053435-0.0012952i,4.7459e-05-0.0014272i,0.00094713-0.0014744i,0.00062062-0.00051629i
-0.00036032+0.0012997i,0.002845+0.0010149i,0.0046918+0.0019822i,0.0037302+0.0023238i,0.0024239+0.0020022i,0.001881+0.0018418i,0.0016078+0.0016823i,0.0018164+0.0016166i,0.0017061+0.001228i,0.0012389+0.00090519i,0.00094972+0.00087064i,0.00045251+0.00039914i,0.00044237+8.6091e-05i,0.001022+9.1948e-05i,0.001445+0.00017106i,0.00093349+0.00011954i,0.00052386-7.6654e-05i,0.00085361-0.00054779i,0.0014289-0.00067098i,0.00098004-7.6563e-05i,0.0010275+0.00031001i,0.0013218+0.0009352i,0.0013571+0.00030548i
