-0.0010673+0.001175i,0.0003909+0.0017477i,0.00099049+0.001014i,0.0013366-0.0004509i,0.00040137-0.0015184i,-0.00042618-8.8984e-05i,-0.00021608+0.0016421i,-0.0001032+0.0017149i,0.00016538+0.0011207i,4.7711e-05+0.00030762i,-0.00018686-0.00017132i,3.9932e-05-0.00017526i,-0.00018571-0.00069064i,-0.00025903-0.0014031i,0.0004501-0.00044991i,0.00010908+0.00083447i,1.5955e-06+0.00025973i,0.00011079-0.00023669i,0.00043509+0.00026238i,0.00056378-4.8908e-05i,6.8484e-06-0.00091441i,-0.00041278-0.00064645i,-0.00045272-0.00022119i
-0.00038761-2.6743e-05i,0.00058335+0.00064147i,0.00093904+0.0015606i,0.0012844+0.0022596i,0.0016012+0.0016039i,0.0017829+0.00056203i,0.0023193-0.00012709i,0.0014482-0.00033069i,5.9608e-05-0.00076952i,-0.00064032-0.00077967i,-0.00094701-0.00037864i,-0.00064533-0.00053912i,-0.00051202-0.00076364i,-0.00064243-0.00054137i,-0.00087937+0.00023106i,-0.00070192+0.00071013i,0.00018157+0.00037577i,0.00058936-1.389e-05i,0.0008886-0.00040692i,0.00043324-0.00054098i,0.00014697-0.00042371i,-4.0269e-05-0.00027603i,-0.0005308+8.8654e-06i
-0.00044232-0.00044662i,-7.7322e-05+0.00090873i,-0.00088006+0.0011888i,-0.00071539+0.00095086i,-0.0001253+0.00040106i,0.00064978+0.00030777i,0.0012235-0.00015711i,0.0011675-0.0010267i,0.00024915-0.0011103i,-0.0011416-0.001111i,-0.0012352-0.00081633i,-0.00070927-0.0001874i,-0.00037638+0.00011032i,0.00031997-0.00011509i,0.00062107-0.00012169i,0.0002152+0.00023065i,-0.00034891+0.00019502i,-0.00022148-0.00034055i,7.35e-05-0.00074736i,0.00021042-0.00085637i,-0.00019019-0.00019375i,-0.00070524+0.00035244i,-0.00053953+0.0002395i
0.00061604+0.00063886i,0.0011612+0.0013383i,0.00068812+0.0015892i,0.00068277+0.0010774i,0.00066756+0.00013021i,0.001136+3.3312e-05i,0.0021322-0.0009681i,0.0019929-0.0019152i,0.00067543-0.0018346i,-0.00069435-0.0019716i,-0.00066042-0.0015454i,0.00037549-0.00061569i,0.00026247+0.00028543i,-0.00032756+0.00075299i,-1.3049e-06+0.00098077i,0.00012553+0.0014012i,0.0010391+0.0010246i,0.0018318-0.00024112i,0.0014465-0.0001583i,0.00045821+0.00043386i,-0.0002181+0.0002911i,0.00048541+0.0006822i,0.00047878+0.00060074i
-0.00013826+0.0002749i,-3.8324e-06+0.00091137i,0.00046017+0.0016929i,0.00054953+0.0013523i,0.0019084+0.000856i,0.00294+0.00041625i,0.0023726-0.00017128i,0.0014704-0.0002865i,0.0011032-0.00029134i,0.00094492-0.00026228i,0.00056878-0.00055392i,-0.00016444-0.0014005i,-0.00032737-0.001537i,4.3161e-05-0.00046738i,0.00083112+0.00031463i,0.00081345-0.00080049i,5.3277e-05-0.0016311i,-0.00053252-0.0012778i,-0.0008432-0.00097376i,-0.00075944-0.00036181i,-0.00080121+0.00028757i,-0.0011117+0.00031964i,-0.0005557-0.00027769i
0.00041989+0.00054311i,0.00031155+0.0012452i,0.0017511+0.00081728i,0.0031875+1.736e-06i,0.0028482-0.00050328i,0.0018129+0.00029341i,0.0017993+0.00062732i,0.0012346-0.00034078i,0.0006281-0.0011497i,0.00026422-0.0011082i,0.00011743-0.00058562i,9.7135e-05-0.00024613i,-0.00035378-0.00042937i,-0.00030317-6.4507e-05i,-0.00026129+0.0003669i,9.0192e-05+6.4309e-05i,0.00010574-0.0003595i,4.2385e-05-0.00020724i,0.00058402-9.0016e-05i,0.00071073-0.00016577i,6.2135e-05-0.00022641i,0.0001938-0.00025305i,0.00035838-0.00050825i
-0.00070938+0.00022726i,-0.0006839+0.00081443i,-0.00035616+0.001014i,-0.0001746+0.0011713i,0.00068019+0.00062283i,0.0012245+1.6068e-05i,0.0013843+0.00029137i,0.0017726+0.00011355i,0.0017381-0.00079295i,0.001023-0.0010037i,0.00031749-0.00070126i,-3.1832e-05-0.000666i,-0.00043835-0.0007964i,-0.00049978-0.00093819i,-0.00035507-0.00048253i,0.00011447+7.259e-05i,0.00072164+0.00040396i,0.00061285+0.00025623i,0.00063489-0.00049687i,0.00087866-0.00057482i,0.00066706-0.00040741i,0.0004983-4.8429e-05i,-9.5153e-05+0.00039669i
-0.00060583-3.1468e-05i,6.3634e-06+0.0011004i,0.0011393+0.00077334i,0.0026246-0.00056781i,0.0028502-0.00038i,0.002462+0.00044887i,0.0016754+0.00056439i,0.00098133-8.7584e-05i,0.00069057-0.00034072i,-5.0571e-05-0.0011435i,9.6579e-06-0.0019262i,0.0001905-0.00088608i,-0.00029976-0.00014914i,-0.00030247+0.00032123i,0.00040666+0.00051308i,0.00046081-0.00021897i,-0.00026102-0.00038035i,-0.00048641-0.00070983i,0.00070614-0.00087754i,0.00069328-0.00010167i,0.00010303+0.0005011i,0.00070654+0.00057436i,0.0011741+0.0013887i
-0.00032738-0.00047443i,7.7171e-05+3.6359e-05i,0.0004208+0.00056934i,7.2651e-05-0.00015431i,0.00019425-0.00031065i,0.00051535+0.00097732i,0.0004678+0.00063464i,0.00051116-0.00088487i,0.0010282-0.00077661i,0.00085887+0.00012884i,0.00027855+9.3227e-05i,0.00015001+0.00019676i,0.00049417-4.6958e-05i,0.0010322-0.00046084i,0.00066063-0.00053836i,0.00022611-0.00032308i,0.00051245-0.00011609i,0.00023033-0.00024059i,0.00013817-0.00071169i,0.00059928-0.00090421i,0.00031167-0.0006834i,0.00014434-0.00059887i,0.00073282-0.00039438i
0.0010749+0.00056661i,0.0010421+0.0013712i,0.0020298+0.0018706i,0.0025737+0.0019949i,0.0024488+0.00059585i,0.0019023-0.00021439i,0.001702+0.00092161i,0.0013601+0.00081884i,0.00073689+0.0003112i,0.00016196+0.00025952i,0.0001061-0.00022909i,0.00016238-0.00027069i,-0.00027821+0.00037062i,-6.4308e-05+0.00026685i,0.0001932+0.00034243i,-0.00057035+0.00018805i,-0.0012234+0.00031685i,-0.00039086-7.1859e-05i,0.00068197-0.00063218i,0.0007459-0.00053657i,-5.2721e-06+0.00023433i,-0.00055912+0.00074241i,-0.00029576+0.00031643i
-0.0012966+0.00052269i,-0.00019346+0.00093742i,0.00086919+0.0021168i,0.0022373+0.0024817i,0.0028006+0.0020129i,0.0026809+0.0012405i,0.0023284+7.6972e-05i,0.0019288-0.0016114i,0.0011825-0.0021392i,6.0844e-05-0.0015348i,-0.00067768-0.00092542i,-0.00096463-0.00042447i,-0.0010802-0.00022531i,-0.00090469-4.9027e-05i,-0.00057573+0.00067747i,-0.00019983+0.001343i,0.00030296+0.00085095i,0.00087036+4.5764e-05i,0.00091493-0.00063344i,0.00017989-0.000615i,-0.00039291-0.00043542i,-0.00025664-0.00013903i,-0.00040684+8.472e-05i
-0.0011102-0.00018701i,0.00031178+5.6443e-06i,0.0010935+0.00046134i,0.0013618+0.00090927i,0.0021112+0.00074534i,0.0025237-0.00032319i,0.0022268+0.00015805i,0.0015939+0.00083996i,0.0012646+0.00023644i,0.00093459-0.00011412i,8.8655e-05+0.0002216i,-0.00048598+0.00066523i,-0.00027208+0.00043756i,-0.00050142+0.00023448i,-0.00021575+0.0001602i,2.8216e-05-0.00010838i,-0.00026121-0.0003824i,-0.00062781-0.00032457i,-0.0011381-0.00038046i,-0.00039889-0.00022583i,0.00010626+0.00038971i,0.00014903+0.00057936i,0.00014013-8.3819e-06i
0.0011511-0.00090046i,0.0015731+0.00019261i,0.0018655+0.00099353i,0.0020652+0.0002929i,0.0018273-0.00087102i,0.0006956-0.00075028i,0.00044082-0.00059885i,0.00067331-0.00069477i,0.00022546-0.00041414i,-3.0225e-05-0.00029335i,-0.00010955-0.00024596i,0.00052519-0.00026355i,0.0010777+0.00029165i,0.00031052+0.00059235i,-5.0813e-05-0.00034461i,-0.00015881-0.00028558i,0.0001413+0.00030753i,0.00075798+0.0011128i,0.00077056+0.00082184i,0.00062302-0.00054893i,0.00063732-0.00013626i,0.00060823+0.00067754i,0.00036303-5.6616e-05i
-0.00023787-0.00090763i,0.00063272-0.0006265i,0.00083471-0.00044925i,0.00027356+5.6925e-05i,0.00043735+0.00018889i,0.00209+0.00026103i,0.0036669-0.00013094i,0.0032664-0.00036942i,0.0019295-0.00085807i,0.0008558-0.0013306i,0.00024098-0.00080972i,-8.1798e-05-0.00089799i,-8.7479e-05-0.00080656i,-0.00010362-0.0002842i,-0.00050572+0.00024312i,-0.00033837+0.00084992i,-0.00015948+0.00042995i,-0.00018352+9.1256e-05i,-4.9213e-05-0.00034254i,-8.7772e-05+8.3091e-05i,0.00028059+0.00073929i,0.00039461+0.00023922i,0.00018263-0.00055192i
0.0020573+0.0025771i,0.0017376+0.0030105i,0.0020068+0.0013054i,0.0027915-0.00030839i,0.0034672-0.0010386i,0.0023934-0.00045783i,0.00083246+0.0004057i,0.00073378+0.00015302i,0.00097092-0.00020099i,-0.00030396-0.00076097i,-0.0014607-0.0010344i,-0.00052368-0.0007945i,0.00068985-0.00012569i,0.0006933+0.00095969i,4.6992e-05+0.00069666i,-7.2948e-05-1.543e-05i,-0.00031175-0.00016473i,-0.00021408+0.00014385i,0.00030978+0.00011047i,0.00042996-0.00014103i,0.0003713+0.00021209i,0.00041917+0.00016981i,0.00074334-8.0409e-05i
-0.00010623-0.0014395i,0.00035236-0.00071283i,-0.00078387+0.0002972i,-0.00079829+0.00041721i,0.00071049+0.00083009i,0.0026272+0.00098659i,0.0032915+0.00063591i,0.0019286+0.0002274i,0.00025169+0.00019968i,-0.00067969+0.00033438i,-0.00097783+5.7241e-05i,-0.00029979-0.0002266i,0.0001406-0.00035662i,-0.00018787-0.00035836i,-0.00047308-0.00011562i,-0.00016575+0.00042088i,0.00056251+0.00083248i,0.00096499+0.00023138i,0.00099912-0.00069282i,0.00090207-0.00096222i,0.00080081-0.0011336i,0.0002764-0.0011581i,-0.00019631-0.00082165i
-0.000392+0.00016249i,-0.00074227+0.0012355i,-0.00052004+0.0016125i,0.00031214+0.00092351i,0.0007037-0.00073137i,0.0011444-0.0013389i,0.0011717-0.00069324i,0.00079998-0.00065744i,0.00064479-0.00046265i,0.00025535-0.00036777i,-6.5813e-05-0.00050592i,-0.00011127-0.00012831i,-0.00014188-5.2903e-05i,-0.00020364-0.00014349i,-0.00015785-0.00025882i,-0.00023184-0.00063772i,-4.4212e-05-2.9758e-05i,0.00037512+0.0004289i,0.00073218-0.0001626i,0.00074623-0.00053122i,4.9826e-05-0.00039271i,-7.2943e-05+0.00020327i,4.5552e-05+0.00059254i
0.0001204-0.00029304i,0.00059601-0.00011221i,0.0001857+0.00091235i,0.00073797+0.0017609i,0.001891+0.0026717i,0.0017747+0.0026626i,0.0011686+0.00081575i,0.00095286-0.00046957i,0.00067129+0.00011244i,0.00049096+0.00016446i,0.00070083-0.00054092i,0.00087049-0.00089878i,0.0005569-0.001183i,0.00017615-0.0012467i,-0.00033373-0.0012866i,-0.00025223-0.00047555i,-9.662e-05+0.00032253i,-0.00025144+0.00014876i,-0.00063778-0.00033054i,-0.00033354-0.00047615i,-8.3564e-05-0.00043805i,-5.2582e-05-0.00048228i,0.00015376-0.00060356i
-7.8554e-05-0.0012301i,0.00025446-5.0786e-05i,0.00079383+8.5308e-05i,0.00043685-0.00031442i,0.00015319-0.0010029i,0.0012032-0.0010331i,0.0023673-0.0010982i,0.0018848-0.00087918i,0.00075678+1.3926e-05i,-0.00043933-3.9699e-05i,-0.0010284-0.00051882i,-0.00098658-0.00016374i,0.00053944+0.00023045i,0.0013793+0.00053773i,0.00064285+0.00060215i,0.00088212+0.00057026i,0.0015611+0.00075664i,0.0012727+0.00069179i,0.00081278+0.00044955i,0.00063524-0.00011749i,0.00041423-0.00055806i,0.00015813-0.00044148i,0.00056265-0.0002683i
0.0012593+3.2764e-05i,0.0014487+0.00013776i,0.0015286+0.00042164i,0.0018942+0.00053432i,0.0026463+0.00033507i,0.0028083+0.00072896i,0.0022616+0.00092652i,0.001384-9.1824e-05i,0.00069871-0.0005404i,0.0006519-0.00042043i,-8.6345e-05-0.00023168i,-0.00014374+6.4134e-05i,0.00044603+0.0001126i,0.00053679-1.5036e-05i,0.00020191-0.00015574i,-0.00011059+1.704e-05i,-0.00052096-5.9574e-05i,-9.0251e-05-0.00063435i,0.00055205-0.00011366i,0.00028428+0.00081853i,-2.6723e-05+0.00080318i,0.00021425+0.00031632i,-5.5278e-06-0.00030297i
-0.0011485+0.0004389i,-0.00082357-8.825e-05i,-0.0005569-0.00013709i,-0.00054912+0.00027112i,-9.5963e-05+1.4176e-06i,0.0012198-0.00021574i,0.0016579-0.00039212i,0.0011304-0.0010044i,0.00043951-0.00080429i,-0.00024166-0.00040907i,-0.00028644-0.00072558i,-0.00029817-0.00065462i,-0.00051202-0.00025587i,-0.00041573-0.00014148i,-7.6063e-06+0.00040108i,0.00014579+0.0010558i,-6.1779e-05+0.00086703i,-0.0002012+0.00046857i,0.00018298+0.00023737i,4.8603e-05-7.1007e-05i,0.00023243+0.00017516i,0.00070636-7.7287e-05i,0.00054698-0.00032432i
-0.0022759-0.00016581i,-0.00063096+0.00087087i,-0.00033786+0.0020825i,0.00099649+0.0032182i,0.0015481+0.0022485i,0.0022707+0.0010066i,0.0027177+0.00091025i,0.0018162+0.00027856i,0.00099942-0.00035249i,0.00021381-0.00067132i,-0.00068019-0.00059547i,-0.0010653+1.305e-05i,-0.00074306-0.0004539i,-0.00045041-0.00078409i,4.9646e-05+0.00010286i,9.3349e-05+0.0010439i,-0.00020414+0.0016775i,-0.00014486+0.0014631i,0.00023163+0.00045991i,0.00027688+0.00054978i,0.00011022+0.00062159i,0.00020597-0.0001907i,0.00059252-0.00020669i
0.00061759+0.0014947i,0.00070301+0.0011907i,0.0019194+0.00065258i,0.0029466-3.3856e-05i,0.0032907-0.00026134i,0.0026241-0.00013668i,0.0018968+0.00023416i,0.0012283-0.00034161i,0.00044699-0.0015055i,-0.00010705-0.0016824i,-9.9652e-05-0.00094431i,0.00011104+0.00021543i,-1.042e-05+0.00030322i,0.00047032+0.00043859i,0.00076589+0.00070951i,0.00022969+0.00038231i,0.00023056+0.00066894i,0.00022066+0.0009615i,-0.00017193+0.00044849i,-0.00038178-0.00028867i,8.6186e-05-0.00064942i,0.00031425-0.00044747i,0.00010487-2.268e-05i
0.0011991-0.0012735i,0.00086118+9.3972e-06i,0.0015493+0.00078139i,0.0015773+0.00037406i,0.0010506-0.00046441i,0.00082149-0.00045413i,0.00087339-0.00027032i,0.0010611-0.00071087i,0.0011897-0.0016064i,0.00047654-0.0012748i,-0.0011072-0.00089704i,-0.0014036-0.00086937i,-0.00035109-0.00089751i,0.00021568-0.00023755i,-1.2598e-05-2.6155e-05i,0.00016659+0.00014357i,0.00071296+0.00059171i,0.0010476+0.00040355i,0.00098822-0.00032532i,0.00082097-0.00079197i,0.00075303+0.00019725i,0.00047566+0.0010843i,0.00036141+0.00027497i
0.00046669+0.00024606i,0.00051576+0.00049917i,0.0004327+0.000202i,-9.8679e-05+0.00046766i,-7.3073e-06+0.00031877i,0.0004587+0.00073352i,0.00091277+0.0016103i,0.001815+0.00095354i,0.0013241-0.00034408i,-0.00019658-0.00096046i,-0.00040922-0.00053102i,-0.00015423-0.00019548i,-0.00051175+0.0001771i,-0.00050993+0.00045958i,7.7222e-06+0.00063977i,-0.00026328+0.0013604i,-0.00061971+0.0010088i,-0.00017857+0.00019339i,7.1594e-05-0.00018138i,0.00023862-0.00017801i,0.00053853+0.00048118i,0.00088813+0.00053351i,-4.6149e-05-0.00030208i
0.0014467-0.00044742i,0.00092731+0.00039278i,0.00095286+0.0013079i,0.0015286+0.00027456i,0.0017109-0.00025034i,0.0018923-7.2012e-05i,0.0010827-0.00024809i,0.00061343-0.00069039i,0.0002537-0.0014778i,-5.6655e-07-0.0017714i,5.4392e-05-0.0013513i,0.0001883-0.0013228i,0.00037182-0.0010109i,0.00010277-7.3842e-05i,-0.0002028+0.00046712i,5.9489e-05+0.00039549i,0.00017073+5.1438e-05i,-6.3833e-05-0.00025563i,-5.8122e-05-0.000824i,3.1161e-05-0.00084959i,0.00011532-0.00022013i,0.00051255-0.00022576i,0.00076052-0.00046904i
-0.00098495+0.00028388i,-0.00051325+0.0001852i,0.00038433+0.00068305i,0.0012039+0.00065356i,0.001867+0.00033924i,0.002066-0.00028367i,0.002062-0.00094137i,0.0016194-0.0011192i,0.00040074-0.00035296i,-0.00026572-0.00040371i,-0.00052587-0.00026794i,-0.00015385-2.0353e-05i,0.00063476+0.00038568i,0.00088611+0.00083169i,0.00052481+6.5979e-05i,0.00011602-0.00068099i,-0.00036806+0.00015193i,-0.00011753+0.00039398i,-6.2469e-05-0.00038013i,-0.0001937-0.00037745i,-0.0005301-6.3893e-05i,-0.00032465-0.0003286i,-0.00012271-0.00066778i
0.0013436+0.0013496i,0.0010993+0.002065i,0.0022815+0.0026673i,0.0031155+0.0022235i,0.0025378+0.0006602i,0.0012556-0.0003546i,0.00102-0.00019676i,0.0011468+0.00012291i,0.0011551-0.00019134i,0.00053561-0.00085486i,0.0001898-0.00037206i,0.00029741+0.00020061i,0.00070443+0.00020676i,0.00021325+0.00018621i,-9.719e-05+0.00046169i,0.0007149+0.00090235i,0.0006236+0.00071778i,0.00074389+0.00025112i,0.00040251+0.00018988i,-0.00041356-0.00042837i,-0.00076297-0.0011671i,-0.00053875-0.00029176i,-9.2368e-05+0.00052084i
-0.00091601+0.00058513i,-0.00081922+0.00057028i,-3.6604e-05+0.00075105i,-0.00029914+0.00099867i,-0.00017363+0.0012188i,0.0002802+0.0011562i,0.00025058+0.00061905i,1.2932e-05+0.00024327i,-3.2556e-05+0.00011489i,-0.00027118-0.00067507i,-0.00046895-0.0014792i,-0.00055042-0.0014352i,-3.5639e-05-0.00081468i,0.00030223+0.00022719i,-0.00041569+0.00055247i,-0.0007493+0.00030397i,-0.00011317+0.0010718i,0.00030998+0.0013197i,0.00080694+0.00040037i,0.0010187-9.5577e-06i,0.00036765-0.00039834i,0.0002185-0.00084277i,0.00060715-0.0004034i
0.0013639+3.7364e-05i,0.0012266+0.001064i,0.001732+0.0015681i,0.0022726+0.0010461i,0.0025498+0.00010313i,0.001904-0.00023181i,0.0012216-0.00015642i,0.0010132-0.00060229i,0.00048291-0.0012184i,0.00048776-0.0011427i,0.00037827-0.00069479i,-0.00013713-0.00053838i,0.00044996-0.00016279i,0.0010349-0.000241i,0.00053335-0.0005104i,0.0001974-0.00025287i,-5.719e-05+0.00018706i,-0.00027918+0.0010003i,-0.00028715+0.0010858i,-0.0003062+0.00034457i,1.1109e-05-0.00038553i,0.00026196-0.00039954i,0.00041615-4.1118e-05i
-0.00039611+0.0014452i,0.00015195+0.0021663i,0.0017756+0.0012619i,0.0023586+0.00018737i,0.0030036-0.00065885i,0.002286-0.0013668i,0.0012404-0.00072492i,0.0006212-0.00034086i,5.1387e-05-0.00079318i,0.00060865-0.0013071i,0.00056483-0.0014634i,-0.00049685-0.0013574i,-0.0011334-0.00096209i,-0.00073126-0.00068345i,0.00039908+0.00045203i,0.00099029+0.0011541i,0.00073789+0.00055543i,0.00055812+0.00027283i,0.00023655+0.00014701i,-0.0004803-0.00034805i,-0.00039693-0.00045642i,7.8084e-05-0.00059238i,0.00083103-0.00060596i
-0.00045339+0.0002163i,-0.00023984+0.00038488i,-0.00019464+0.00088851i,0.00024927+0.0018651i,0.0004282+0.0026493i,0.00052847+0.0025755i,0.00083035+0.0012037i,0.00073682+0.00071886i,0.00033231+0.00047041i,0.0002368-3.6492e-05i,0.00013566-0.00062449i,0.00019035-0.0004834i,-0.00014011-4.1504e-05i,-0.00068114-0.00049655i,-7.2277e-05-0.00047899i,5.0374e-05+0.0002434i,-0.00045034-0.00015465i,-0.00023222-0.00023431i,-8.91e-05+0.00028294i,-0.00026999+8.6143e-05i,-0.00032587-0.00027695i,-0.00073396-0.00041818i,-0.0012345-0.0012194i
0.00079665-0.00029281i,0.00075927+0.0012082i,0.00051416+0.0019252i,9.24e-05+0.0018139i,0.00016608+0.00054116i,0.00027032-0.0011439i,0.0008657-0.0014819i,0.00074396-0.0011643i,0.00035105-0.00032244i,0.00023899-0.00044457i,-0.00011189-0.0010152i,0.00011587-0.00094861i,0.00099995-0.0006234i,0.00083317-0.00045483i,2.8585e-05-0.00045125i,-0.00027489+0.00024845i,-0.00019486+0.00055534i,-0.00013207-7.3361e-05i,-0.00026634-0.00065715i,-0.00022348-0.00057164i,-0.00050291+0.00037304i,-0.00052487+0.00043259i,0.00037148-4.0773e-05i
0.00010145-0.00049206i,-0.00020047+4.4597e-05i,-0.00067033+0.0011289i,-0.00087708+0.0011139i,8.9268e-05+0.001004i,0.0017832+0.0011167i,0.0022026+0.00036656i,0.00089195-0.00042531i,0.00012964-0.00073418i,0.001144-8.8251e-05i,0.0011035-5.5464e-06i,0.00077465-0.00038692i,0.00086398-0.00033497i,0.00048729+5.3331e-05i,0.00039447+7.292e-05i,0.00061393+0.00014751i,0.00035266+0.00067632i,0.0002628+0.0014677i,0.00069668+0.00091419i,0.00046618+8.1246e-05i,-0.00016025-0.0001146i,-6.6545e-05+3.4432e-05i,-0.00016626-1.4065e-05i
0.0002558+0.0011966i,0.00075252+0.0017484i,0.0019993+0.0020813i,0.0022996+0.00034813i,0.0021234-0.001519i,0.0016138-0.0014286i,0.0015582-0.0007516i,0.0015927-0.00087118i,0.0011075-0.00065462i,3.1684e-05-0.00049173i,-0.0012059-0.00081448i,-0.001215-0.00084906i,-0.00052859+5.5419e-05i,-0.00017546+0.00025049i,-4.3783e-05-0.00019136i,0.00025916+9.5863e-05i,0.00032214+0.0011232i,0.00047895+0.0012194i,0.00026012+0.0012079i,-0.00078405+0.00075142i,-0.00072456-0.00012122i,0.00052073+0.00018506i,0.00084653+0.00035874i
-0.00022888+0.00021841i,0.00039331+0.00030031i,0.0014217+0.0012571i,0.0028566+0.00087975i,0.0036006-0.00010991i,0.0032645-0.00060557i,0.0019889-0.00057344i,0.00086285-0.00030929i,0.00039306+0.00017474i,-0.0002678+0.00060545i,-0.00023648+5.1339e-05i,0.0005986-0.00050118i,0.00050732-0.00015795i,5.9332e-05+0.00032886i,0.00026543+0.00098392i,0.00033069+0.0012246i,0.0004963+0.0010294i,0.0011421+0.0013655i,0.0010073+0.00062317i,-5.5561e-06-0.00049511i,-0.00052671-0.00030818i,-0.00036278-2.4682e-05i,-4.4881e-06-0.00037237i
-0.00031675-0.00090054i,-9.6831e-05+0.00071812i,-0.00052022+0.0023419i,9.0968e-05+0.0022295i,0.0016846+0.00076407i,0.0021961+0.00098991i,0.0015465+0.00099122i,0.0011862+0.00049049i,0.00083983+6.5971e-05i,-7.2894e-05-0.00057644i,-0.00038823-0.00039677i,-0.00064357+0.00010887i,-0.0007442-0.00022972i,-0.00047963-0.00033317i,-0.00031874+0.00021005i,-0.00046281+0.00021255i,-0.00039156-0.00011464i,0.00027782+0.00037593i,0.00029405+0.00040944i,0.00038221-0.00065779i,0.00047784-0.0010828i,-0.00031733-0.0013525i,-0.00060459-0.0011245i
-8.5433e-05+0.00070368i,0.0010671+0.0011359i,0.00056349+0.00089536i,6.6561e-05+0.0012201i,0.00064559+0.00096465i,0.00086464+0.00073786i,0.00042122+0.00070885i,4.2835e-05+0.00040285i,0.00024942-3.8166e-05i,-3.788e-05-0.00022543i,-0.00071341+0.00045662i,-0.00012051+0.00036167i,0.0003047-0.00026528i,0.00011837-0.00015388i,-0.00021828+2.5297e-05i,-0.00057518+0.00021893i,-0.00030731+0.000582i,0.00029264+0.00036789i,0.0008677+3.2772e-05i,0.0012165-3.4528e-05i,0.0010051-0.00023127i,0.00074644-3.8084e-05i,0.00031084+0.00021994i
0.00080883+0.0011405i,0.00074961+0.0020588i,0.00084809+0.0021519i,0.0011802+0.0022095i,0.00076175+0.00083452i,0.00095113-0.00060299i,0.00061598-0.00021969i,7.7279e-05-0.00016972i,3.0411e-05-0.00084336i,-0.00022672-0.0011094i,-0.00020048-0.0010376i,4.4532e-05-0.00073556i,0.0006528-0.00059457i,0.0010799-0.00068387i,-6.6728e-05-0.00032653i,-0.00067679-0.00012069i,-3.8784e-05-0.00069672i,0.00052113-0.00044527i,0.00075197+0.00015749i,0.00031581-0.00019641i,-4.066e-05-0.00018315i,0.0001036-5.1605e-05i,0.00059426-0.00035337i
0.00088714+0.00030921i,-3.0931e-05+0.00029993i,0.0013087+0.00056332i,0.0027383+0.00013848i,0.0022733-0.00070015i,0.0016961-0.0011635i,0.0014326-0.00047005i,0.001229+4.6077e-05i,0.0010489-0.00021023i,0.00023228-0.00056607i,-0.00047587-0.00057168i,-0.00018756-7.046e-05i,9.0166e-05+0.00026256i,4.1132e-05+0.00049467i,9.6922e-05+0.00038704i,-0.00017278+0.00026765i,-0.00016108-0.00019772i,0.00068478-0.00037612i,0.0011517+0.00028314i,0.0013557+0.00060006i,0.001081-0.00014219i,0.00041234+0.00035545i,4.0289e-05+0.0010217i
-0.0012338+0.0018072i,-0.00082063+0.0020993i,-0.0002019+0.0032564i,0.0010937+0.0028204i,0.0022233+0.00083003i,0.002703-0.00047977i,0.0027081-0.0014036i,0.0022554-0.00086689i,0.00099405+0.00013047i,0.00033913+0.00020521i,0.00022759-5.1092e-05i,0.00066252-0.0007228i,0.00030646-0.0013486i,-0.00097054-0.0010475i,-0.00084853-7.942e-05i,-5.8879e-05+0.00064196i,0.0002435+0.0012318i,0.0003041+0.00065795i,0.00059579-0.00083832i,0.00056293-0.0009682i,0.00016036-3.0178e-05i,-3.5469e-05-0.00016938i,-1.6211e-05-0.00054529i
-0.0013788+0.0013227i,-0.0010651+0.00086108i,0.00049428+0.00013183i,0.0016443-0.00058747i,0.0015649-0.0016705i,0.00040539-0.0014396i,-0.00029681-0.00062313i,-0.00025438-0.00085912i,0.0002085-0.00097361i,-0.00019728-0.0013038i,-0.00040922-0.0015619i,-0.0003798-0.00087048i,-0.00022229-0.00068571i,0.00024624-0.00018192i,0.00051213+0.00037087i,0.00080116+0.00052451i,0.00090618+0.00144i,0.00068882+0.001044i,0.0010682-3.539e-05i,0.001015-0.00078454i,0.00087591-0.00048874i,0.00092773-0.00076622i,0.00064237-0.0010131i
-0.00077139+0.0011207i,4.2696e-05+0.0019552i,0.0010564+0.0029895i,0.002127+0.0022666i,0.0027356+7.168e-05i,0.0024657-0.0014457i,0.0020586-0.0010776i,0.0016036+0.00027421i,0.00036914+0.00044898i,-0.00021577+0.00038072i,0.00041628+0.00038769i,0.00037239-0.00048538i,-0.00070153-0.00083147i,-0.0006383-0.00069124i,0.00063806-0.00048405i,0.00067378-0.00036155i,-0.00023708-0.00056144i,-0.00073063-0.00073465i,-0.00044822-0.00078578i,0.00056183-0.0010957i,0.00098604-0.001236i,0.00020063-0.00088848i,-0.00055569-0.00023642i
0.00028054+0.00042417i,0.00033567+0.0010494i,0.0010566+0.00092312i,0.00098847+0.00048379i,0.00072737-0.00066029i,0.0011293-0.0013244i,0.0010778-0.00033379i,0.00070923+0.00021495i,0.00093425-0.00086475i,1.9192e-05-0.0015836i,-0.00075285-0.0012007i,-0.00051022-0.0003371i,-0.00035457+0.00033558i,-0.00019109+0.00099396i,0.00010396+0.0013081i,-5.1815e-05+0.0013158i,-6.0136e-05+0.00057023i,-0.00019186-6.624e-05i,-0.00030294+5.3138e-05i,-0.00015606+0.00020882i,-0.0003757+0.00034225i,-3.7548e-05+0.00059513i,0.00077173+0.00010069i
