-0.00010872-0.00047942i,-0.00043961-0.00013004i,-0.00016997-0.00070833i,0.0010247-0.0023195i,0.00038239-0.0019838i,-0.00021823-0.00063709i,-0.0013811-0.00047446i,-0.0017814+0.00086809i,-0.00067018+0.0019247i,6.8588e-05+0.00081985i,0.00052053-0.00040769i,0.00094243-0.0001759i,0.00084564+0.00032415i,0.00043296+0.00023437i,-0.00014295-0.00025538i,-0.00091313-0.0009892i,-0.0010705-0.00077295i,0.0001334-0.00021646i,0.00038117+3.7991e-05i,-0.00036319-0.00024048i,-0.00011934-0.00061648i,0.00014433-0.00024457i,0.00036044+0.00020542i
0.025899-0.025372i,0.029745-0.048694i,0.0059225-0.047172i,-0.041743-0.033051i,-0.10018-0.050757i,-0.15224-0.072464i,-0.15896-0.036348i,-0.10339+0.025079i,-0.040606+0.037026i,-0.02144+0.016616i,-0.023223+0.0073534i,-0.019141+0.010172i,-0.010654+0.0091517i,-0.0062834-0.0019081i,-0.0075715-0.014887i,-0.0061177-0.021959i,0.0021731-0.025336i,0.008797-0.025129i,0.0090056-0.019479i,0.0064219-0.015538i,0.0032173-0.018212i,0.0023572-0.018127i,0.0066294-0.0084599i
-0.028585+0.013591i,-0.039657+0.027925i,-0.015211+0.024816i,0.061434+0.0059599i,0.19159+0.00025942i,0.32116-0.00021369i,0.34313-0.021984i,0.23788-0.042355i,0.1125-0.030795i,0.040297-0.0093418i,0.014355+0.0014303i,0.013084+0.0063089i,0.013973+0.0070518i,0.0050516+0.005591i,-0.0052083+0.0053031i,-0.013504+0.0045482i,-0.021153+0.0029087i,-0.022193+0.0032025i,-0.015448+0.0045646i,-0.010217+0.0075073i,-0.010569+0.011902i,-0.0069245+0.01204i,0.0045393+0.0046173i
0.034305-0.0032312i,0.050445-0.017705i,0.038963-0.028798i,-0.0013953-0.017566i,-0.043241+0.015359i,-0.071685+0.037977i,-0.089081+0.014554i,-0.086444-0.021857i,-0.057342-0.024889i,-0.015179-0.013094i,0.006552-0.012396i,-0.00086875-0.013831i,-0.0085083-0.0061726i,0.0014959+0.0041905i,0.014028+0.0087175i,0.015322+0.011628i,0.010247+0.016737i,0.004464+0.019966i,0.0018193+0.017049i,0.004601+0.012234i,0.0095315+0.011199i,0.0095866+0.0090702i,0.00073805+0.0036016i
-0.025888-0.0096576i,-0.044773-0.0035311i,-0.05006+0.014184i,-0.057721+0.02984i,-0.11219+0.040104i,-0.1963+0.071774i,-0.19504+0.12435i,-0.098985+0.12902i,-0.028016+0.073132i,-0.016135+0.026859i,-0.01375+0.017147i,-0.004842+0.017349i,0.0023621+0.01179i,0.00028283+0.0011642i,-0.006105-0.005067i,-0.0035638-0.007612i,0.0046199-0.014488i,0.0061447-0.020038i,0.0014324-0.018182i,-0.0028283-0.015726i,-0.0056561-0.017837i,-0.0076358-0.01688i,-0.0098393-0.0067866i
0.022567+0.01481i,0.038609+0.016812i,0.046036-0.0067259i,0.040394-0.058159i,0.051074-0.119i,0.099061-0.16077i,0.11798-0.16008i,0.073941-0.10817i,0.031771-0.040178i,0.01425-0.0018646i,0.004051+0.0018218i,0.0021608-0.0078475i,-0.0017689-0.014034i,-0.010599-0.0097936i,-0.016014-0.0010633i,-0.019237+0.0033144i,-0.02077+0.004539i,-0.015815+0.0046123i,-0.0072552+0.0026583i,-0.0038486+0.0025414i,-0.0060266+0.0043085i,-0.0056866+0.0048767i,0.0020958+0.0013348i
-0.014155-0.021033i,-0.028358-0.030647i,-0.040743-0.02036i,-0.019459+0.013287i,0.047343+0.034345i,0.091331+0.0062613i,0.049481-0.0333i,-0.012327-0.037261i,-0.021036-0.022686i,-0.00068808-0.018665i,0.0080727-0.017592i,0.0022128-0.0079813i,-0.0022627+0.0036803i,0.0027692+0.0083411i,0.010448+0.0086201i,0.013152+0.013262i,0.015201+0.020989i,0.015854+0.021761i,0.014138+0.01373i,0.015423+0.0067223i,0.019071+0.0047352i,0.019904+0.0034879i,0.015121+3.8749e-05i
0.0027707+0.021782i,0.012553+0.038046i,0.031105+0.042675i,0.024217+0.039646i,-0.0362+0.069929i,-0.093203+0.13895i,-0.069062+0.16413i,-0.0093735+0.10782i,0.0025248+0.034405i,-0.011186+0.0020618i,-0.0070598+0.0015661i,0.0076159+0.0018597i,0.013173-0.0042532i,0.0097578-0.0065856i,0.008561-0.0058711i,0.011457-0.011147i,0.0103-0.01916i,0.0047999-0.018141i,-0.00095762-0.0086349i,-0.0047645-0.0023542i,-0.0059065-0.0038833i,-0.007213-0.0054943i,-0.0074328-0.00075413i
0.0054096-0.021505i,0.0028904-0.037672i,-0.021399-0.04534i,-0.058375-0.031852i,-0.073444-0.015179i,-0.054454-0.015878i,-0.0073747-0.018096i,0.037549-0.012054i,0.04356+0.0034928i,0.024792+0.019141i,0.0084772+0.015833i,-0.0056986+0.0043964i,-0.014828+0.0026933i,-0.016517+0.005661i,-0.018294+0.0049842i,-0.022024+0.0033129i,-0.021771+0.00041374i,-0.015978-0.0036686i,-0.010052-0.0032699i,-0.0086105+0.0015889i,-0.011921+0.0066136i,-0.013878+0.0094057i,-0.010564+0.0067212i
-0.010671+0.015143i,-0.01596+0.029149i,0.0045859+0.036595i,0.055239+0.002487i,0.10062-0.087008i,0.10857-0.17035i,0.053769-0.17103i,-0.014245-0.098557i,-0.015805-0.039468i,0.0063624-0.025616i,0.004877-0.017319i,0.00012501-0.0021622i,0.0033746+0.0095444i,0.010352+0.011513i,0.013692+0.0081573i,0.012546+0.0098266i,0.011241+0.013077i,0.0076992+0.0094105i,0.0035545-2.0447e-05i,0.0044551-0.0063223i,0.010433-0.0061631i,0.014642-0.0045225i,0.011084-0.0044196i
0.012463-0.0084838i,0.026063-0.022617i,0.024707-0.039267i,0.0037886-0.027439i,-0.011365+0.033313i,-0.027899+0.095394i,-0.047592+0.10232i,-0.057356+0.064225i,-0.064981+0.030678i,-0.055802+0.018594i,-0.026657+0.0089567i,-0.0035901-0.00267i,0.0028694-0.012774i,0.0037049-0.019154i,0.005304-0.0214i,0.005258-0.021805i,0.0043825-0.017456i,0.0035714-0.0071713i,0.0034417+0.0021248i,0.0045232+0.0023002i,0.0048933-0.0057856i,0.0043898-0.011526i,0.0057681-0.0073733i
-0.015989+0.0015809i,-0.032508+0.0085483i,-0.037357+0.028527i,-0.028189+0.060044i,-0.021218+0.095373i,0.0018462+0.12118i,0.046628+0.094642i,0.075421+0.031687i,0.065107+0.00031471i,0.040164+0.0045036i,0.019601+0.0096315i,0.0055383+0.0065695i,-0.0021184+0.0033876i,-0.01163+0.0053465i,-0.019703+0.011798i,-0.020729+0.014155i,-0.017053+0.0071291i,-0.010252-0.0012342i,-0.00259-0.0017927i,-0.00028591+0.0047024i,-0.0062238+0.011526i,-0.010983+0.015077i,-0.0080611+0.011582i
0.011217+0.0030812i,0.025038+0.0022774i,0.028544-0.019062i,0.0090804-0.071643i,-0.02149-0.15125i,-0.053266-0.21878i,-0.06548-0.20082i,-0.046606-0.12388i,-0.012882-0.073797i,0.0051559-0.053434i,0.0056835-0.031762i,0.0057055-0.010055i,0.0091898+0.00090712i,0.01284+0.0039721i,0.012011+0.0059126i,0.0092988+0.0096779i,0.0050941+0.012346i,-0.0020522+0.0096403i,-0.0071914+0.0022748i,-0.0067717-0.0024021i,-0.00017078+0.00015916i,0.0072401+0.0029253i,0.0036176+0.0016674i
-0.0077859-0.0077272i,-0.022614-0.013865i,-0.034408-0.012345i,-0.03509-0.0039509i,-0.034131+0.012464i,-0.033979+0.054556i,-0.039633+0.10611i,-0.045785+0.13035i,-0.042728+0.11295i,-0.033217+0.072218i,-0.017899+0.034413i,-0.0078597+0.010099i,-0.0083837-0.0011061i,-0.010237-0.0080031i,-0.0091528-0.013752i,-0.0058711-0.012655i,0.0023874-0.0050171i,0.010004+0.0026584i,0.0092416+0.0041689i,0.0042935-0.0027235i,0.001206-0.014916i,-0.00077062-0.022487i,0.00071293-0.017314i
0.0056727+0.0057505i,0.015763+0.014828i,0.028186+0.026368i,0.050118+0.053633i,0.10408+0.105i,0.16585+0.13017i,0.18105+0.079983i,0.1362+0.0061433i,0.08014-0.016588i,0.048619-0.0067398i,0.025161-0.0041004i,0.0055663-0.0047964i,-0.0055928-0.00084566i,-0.0093762+0.0081978i,-0.0051728+0.016771i,-0.0014433+0.013417i,-0.0037768-0.00018006i,-0.0052066-0.0097265i,-0.00094865-0.0075116i,0.0029792+0.00083099i,-0.0013786+0.0097685i,-0.0074971+0.014759i,-0.0050567+0.009169i
-0.0019713-0.0081681i,-0.0082494-0.015552i,-0.016728-0.019502i,-0.037788-0.028819i,-0.086104-0.062936i,-0.13709-0.11713i,-0.15471-0.14629i,-0.12754-0.12823i,-0.084633-0.09731i,-0.052943-0.066581i,-0.029058-0.034615i,-0.010567-0.013191i,0.0027538-0.0048355i,0.013332-0.0022187i,0.01703-0.0028789i,0.012136-0.00066523i,0.0046943+0.0062887i,-0.0017897+0.0091738i,-0.0053117+0.0060135i,-0.0027362+0.0052937i,0.0070475+0.0097242i,0.015547+0.012507i,0.011031+0.011346i
0.0029455+0.0037661i,0.0061487+0.0086889i,0.0018359+0.0090011i,-0.011974+0.0018146i,-0.038754-0.0099554i,-0.074909+0.013001i,-0.062502+0.081271i,-0.00069267+0.11923i,0.030982+0.10049i,0.020791+0.067334i,0.012952+0.040705i,0.013689+0.019795i,0.011064+0.0069145i,0.0029556-0.0021102i,-0.0054609-0.0061949i,-0.0034894-0.0045895i,0.0076261-0.0035339i,0.014244-0.002089i,0.0091138-0.00021136i,-0.00078406-0.0034219i,-0.0064191-0.012999i,-0.0079338-0.020612i,-0.0062688-0.016702i
-0.0005712-0.0040054i,-0.0014543-0.010555i,0.01377-0.017691i,0.05361-0.023391i,0.11993-0.013129i,0.2106-0.0022856i,0.23463-0.034885i,0.15723-0.069243i,0.081594-0.056336i,0.045438-0.029965i,0.018609-0.015177i,-0.0014087-0.0050829i,-0.009659+0.0033026i,-0.0073719+0.010282i,-0.0018217+0.0095736i,-0.0030678+0.00030057i,-0.0086417-0.0078447i,-0.007553-0.011544i,0.00010197-0.0099415i,0.0049702-0.0055502i,-0.00065016-0.00037846i,-0.010602+0.0054148i,-0.012213+0.0032802i
0.0011547+0.0027864i,0.0047333+0.00646i,-0.0028131+0.0040149i,-0.017078+0.0063129i,-0.028929+0.0011791i,-0.077654-0.029838i,-0.15044-0.041006i,-0.17034-0.014679i,-0.12968-0.0012467i,-0.078315-0.0084453i,-0.043476-0.0095359i,-0.021322-0.0026018i,-0.0062607-0.0012848i,0.00057963-0.0084559i,-0.00079249-0.010625i,-0.003884-0.0029364i,-0.006056+0.0059502i,-0.0091924+0.008422i,-0.0082551+0.005539i,-0.00067737+0.0026137i,0.010918+0.0033775i,0.020581+0.0074958i,0.01914+0.0093925i
-0.0049258-0.0042839i,-0.010969-0.0065895i,-0.014404+0.00092325i,-0.035482+0.010195i,-0.099728+0.03745i,-0.1432+0.099559i,-0.084177+0.14518i,0.014037+0.12136i,0.048501+0.063966i,0.041184+0.030775i,0.035844+0.012091i,0.028526-0.0076314i,0.014034-0.018315i,-0.0024565-0.013985i,-0.0096629-0.0027384i,-0.0045171+0.0024894i,0.0034566+0.0006983i,0.0064718+0.0017756i,0.0021438+0.0065072i,-0.0041881+0.0073802i,-0.0064247+0.00063261i,-0.0045651-0.0096378i,-2.5774e-05-0.011923i
0.0010819+0.0066491i,0.0070732+0.012424i,0.0056523+0.0013896i,0.0072964-0.018534i,0.061618-0.047562i,0.14065-0.097741i,0.14653-0.14684i,0.083288-0.14674i,0.03253-0.092819i,0.015277-0.040324i,0.0084258-0.011673i,0.0022329-0.00029884i,-0.0021976+0.0068877i,0.0016532+0.014042i,0.0056897+0.01225i,9.5397e-05+0.006226i,-0.0055762+0.0022118i,-0.0035115-0.0026279i,0.0026767-0.0061224i,0.0037626-0.0054271i,-0.0033454+0.00010081i,-0.013168+0.0065739i,-0.017455+0.0063329i
0.0014687-0.0097064i,-0.0037216-0.020776i,-0.0030331-0.013806i,0.018993-0.011384i,0.024658-0.046123i,-0.020159-0.075119i,-0.076279-0.034503i,-0.083607+0.032053i,-0.055926+0.047437i,-0.03987+0.028277i,-0.030853+0.017539i,-0.017167+0.01887i,-0.0044824+0.015439i,0.0001819+0.0054113i,0.0010618+0.0013561i,0.0042611+0.0038048i,0.005304+0.0068305i,0.00087917+0.0060707i,-0.0034872-0.00028849i,-0.0027226-0.0053135i,0.003536-0.0026722i,0.012595+0.0041193i,0.014963+0.0084625i
-0.0063172+0.014118i,-0.00047911+0.030561i,0.0091809+0.030748i,-0.0099257+0.034844i,-0.056258+0.10607i,-0.05049+0.20784i,0.027648+0.20627i,0.071978+0.10799i,0.052275+0.032644i,0.028453+0.0035088i,0.013312-0.012972i,-7.2994e-05-0.019811i,-0.0093386-0.014928i,-0.013434-0.0043989i,-0.0080076+0.002471i,0.0019271+0.00050591i,0.0082737-0.0019487i,0.010173+0.00091496i,0.0069019+0.0061528i,0.0035734+0.0089383i,0.0041675+0.0021304i,0.0062733-0.01129i,0.0084582-0.018438i
0.011093-0.013048i,0.013875-0.031419i,-0.002174-0.031038i,-0.0059849-0.0022784i,0.039294-0.003949i,0.072984-0.0806i,0.027813-0.13813i,-0.022255-0.10626i,-0.019068-0.052394i,0.0016364-0.022087i,0.0097624-0.0093866i,0.0053435-0.0028887i,0.0045616+0.0033501i,0.011746+0.0040253i,0.012562+0.00060242i,0.0058924-9.7342e-05i,0.0016453-0.0018125i,0.00045711-0.0056158i,0.0021903-0.0056471i,0.0043482-0.0036574i,-0.0019603-0.0015011i,-0.013544+0.0031881i,-0.019093+0.0052137i
-0.018376+0.0060887i,-0.029504+0.022994i,-0.013821+0.022443i,0.011332-0.039361i,-0.020046-0.13468i,-0.098574-0.15012i,-0.11981-0.067421i,-0.072805-0.0011729i,-0.030998+0.010267i,-0.01806+0.012296i,-0.0083468+0.019979i,0.0092536+0.01738i,0.01666+0.0031733i,0.00894-0.0082421i,-0.00026942-0.011535i,-0.0036529-0.0094026i,-0.0048207-0.0053861i,-0.0067526-0.0032369i,-0.0080214-0.0036575i,-0.0069598-0.0041585i,-0.00091151-0.00011383i,0.0071867+0.0077055i,0.0095465+0.013416i
0.022024-0.0037897i,0.040971-0.017993i,0.030146-0.03292i,-0.012466+4.1022e-05i,-0.011046+0.09911i,0.060037+0.17429i,0.11036+0.13204i,0.089577+0.046145i,0.038849+0.0089084i,0.0062973+0.0014139i,-0.0057788-0.0039586i,-0.011036-0.0064779i,-0.013915-0.0014696i,-0.013191+0.0062486i,-0.010414+0.0069965i,-0.009186+0.0022028i,-0.0074296-0.0011734i,-0.0052343+0.00013528i,-0.0020366+0.0043841i,0.00086525+0.0051709i,0.0017656-0.0013963i,0.0023429-0.011893i,0.0047881-0.016834i
-0.020318-0.0080026i,-0.047678-0.0040777i,-0.047339+0.02166i,0.012995+0.042109i,0.078278+0.0043757i,0.079211-0.060776i,0.031742-0.07256i,-0.0021914-0.038274i,0.0027678-0.014164i,0.015491-0.013391i,0.014534-0.016296i,0.0051281-0.0095026i,0.0039576+0.0001132i,0.0085158+0.00080529i,0.008258+0.00024687i,0.0058367+0.0044296i,0.0037357+0.0068971i,0.0028042+0.0050154i,0.0037749+0.0011151i,0.0031845-0.00011046i,-0.002228+0.0030327i,-0.0093604+0.0063305i,-0.011815+0.0043541i
0.016196+0.018523i,0.043809+0.030153i,0.05478+0.0044465i,-0.0077189-0.064613i,-0.13094-0.098969i,-0.20295-0.059877i,-0.16516-0.0017983i,-0.090776+0.021152i,-0.045472+0.013743i,-0.022203+0.011209i,-0.0061717+0.011714i,0.0040748+0.0021103i,0.0011254-0.0098845i,-0.0094246-0.010458i,-0.012067-0.0037035i,-0.0062253+0.0018536i,-0.00086312+0.003867i,-0.00028494+0.00080901i,-0.0012076-0.003477i,-0.00059912-0.0046161i,0.0028091-0.0014068i,0.0073414+0.0050495i,0.0074219+0.0099494i
-0.0098011-0.027672i,-0.032043-0.053007i,-0.067317-0.042268i,-0.065815+0.040407i,0.016888+0.127i,0.1068+0.12144i,0.10988+0.057588i,0.06286+0.019172i,0.022913+0.01363i,-0.0010975+0.016593i,-0.0089695+0.018215i,-0.010017+0.014118i,-0.0094505+0.013182i,-0.0040581+0.016386i,0.00040225+0.015355i,-0.0019233+0.011053i,-0.0049597+0.007i,-0.0049254+0.0060555i,-0.0029926+0.0068963i,-0.0018876+0.0044817i,-0.0016648-0.00157i,-0.00056623-0.0076861i,0.0026069-0.0099583i
-0.0038096+0.029473i,0.0049228+0.066281i,0.053362+0.082242i,0.12895+0.018615i,0.15538-0.09074i,0.10422-0.13289i,0.046574-0.099649i,0.026386-0.065114i,0.025141-0.044358i,0.021895-0.036494i,0.0091341-0.033109i,0.0010988-0.017994i,0.0066434-0.0072071i,0.011828-0.0088568i,0.012148-0.010367i,0.012493-0.0068823i,0.013264-0.0013627i,0.01453+0.0018372i,0.012785+0.0022177i,0.0081285+0.0032408i,0.0034662+0.0044343i,-0.0025593+0.0027563i,-0.0079448-0.0010393i
0.020073-0.026236i,0.033339-0.068237i,-0.0010307-0.11246i,-0.10839-0.09441i,-0.21035-0.00063155i,-0.21328+0.079174i,-0.14244+0.089411i,-0.076798+0.066721i,-0.037088+0.039428i,-0.012491+0.018809i,0.0015868+0.0082585i,0.003607-0.00020541i,-0.0035795-0.0027645i,-0.0085164+0.00050073i,-0.0065137+0.0015471i,-0.00018123-0.0045721i,0.0040269-0.013389i,0.00077442-0.017173i,-0.004781-0.013836i,-0.0053701-0.0086768i,-0.0016312-0.0043569i,0.0023835+0.0013945i,0.0026572+0.0062421i
-0.031364+0.013068i,-0.068732+0.047822i,-0.069836+0.10966i,0.01598+0.15325i,0.12175+0.12347i,0.15365+0.0553i,0.11604+0.011767i,0.064847+0.0017918i,0.028159+0.012096i,0.013481+0.027823i,0.015009+0.02998i,0.014869+0.020583i,0.011054+0.015051i,0.0095363+0.012179i,0.0056737+0.0093448i,-0.0038874+0.0080097i,-0.012677+0.0090653i,-0.013345+0.010373i,-0.0085226+0.0084554i,-0.00587+0.0044219i,-0.0043695+0.0012892i,-6.0245e-05-0.00028126i,0.0050033-0.0012256i
0.035446-0.0015126i,0.088816-0.014716i,0.12749-0.082064i,0.092136-0.18585i,0.017183-0.23741i,-0.020905-0.21177i,-0.025778-0.15209i,-0.022925-0.099982i,-0.014958-0.069679i,-0.016258-0.051163i,-0.024063-0.031371i,-0.018408-0.014866i,-0.0073299-0.012932i,-0.0060066-0.016848i,-0.007782-0.013649i,-0.0031347-0.003591i,0.0058882+0.0031077i,0.012244+0.0015526i,0.012463-0.00060304i,0.011809+0.00065675i,0.0093443+0.00029322i,0.0022207-0.0023924i,-0.0036452-0.0036261i
-0.033829-0.019175i,-0.093251-0.035303i,-0.1656-0.0022738i,-0.18689+0.10167i,-0.14314+0.19415i,-0.090186+0.20793i,-0.051526+0.1634i,-0.019275+0.1041i,-0.0071063+0.049579i,-0.0087473+0.015594i,-0.0071289+0.0024239i,-0.0061214-0.0026729i,-0.0092247-0.00020754i,-0.0099135+0.0051321i,-0.0074198+0.0032636i,-0.0057032-0.0064146i,-0.0070775-0.015004i,-0.0086313-0.01389i,-0.0066795-0.0074806i,-0.004011-0.0050954i,-0.0036406-0.0038915i,-0.0033728+0.00098614i,-0.0013372+0.0047453i
0.021397+0.032095i,0.069414+0.07733i,0.14653+0.094559i,0.2086+0.04173i,0.20683-0.030441i,0.14755-0.055199i,0.085991-0.041821i,0.04926-0.018896i,0.036269+0.010678i,0.040389+0.022506i,0.039462+0.0090664i,0.026166-0.0028744i,0.016756-0.0026684i,0.01439+0.00072419i,0.0091863+0.0047204i,-8.9329e-05+0.012507i,-0.0054381+0.020568i,-0.0053264+0.021568i,-0.0047045+0.015333i,-0.0056914+0.0096223i,-0.0039453+0.007094i,0.0019101+0.0045064i,0.0051977+0.00038657i
-0.0061307-0.04131i,-0.026908-0.10584i,-0.085069-0.16538i,-0.16834-0.1725i,-0.21666-0.14486i,-0.18634-0.11553i,-0.12854-0.08567i,-0.090574-0.054654i,-0.060074-0.034416i,-0.040371-0.018998i,-0.029851-0.0018784i,-0.018141+0.00676i,-0.01337+0.0037244i,-0.014075+0.0014605i,-0.0067661+0.0042732i,0.0075615+0.0059078i,0.018344+0.0030225i,0.018857-0.0018316i,0.01376-0.0048421i,0.0089383-0.0056823i,0.004884-0.0051598i,0.00030832-0.0044656i,-0.0032167-0.002464i
-0.014338+0.035245i,-0.027933+0.10378i,-0.01671+0.18305i,0.041056+0.22841i,0.10314+0.2216i,0.11738+0.17116i,0.09641+0.10883i,0.06468+0.056734i,0.025032+0.021728i,-0.0049819+0.011069i,-0.011078+0.011667i,-0.0067229+0.01113i,-0.0025044+0.010909i,0.0011617+0.0088883i,0.00092344+0.00072727i,-0.0043811-0.011027i,-0.010512-0.01801i,-0.01139-0.0164i,-0.0074037-0.010751i,-0.0045085-0.0058798i,-0.0040092-0.0025927i,-0.0041586+0.0012215i,-0.0030222+0.0029968i
0.029888-0.031683i,0.074228-0.084748i,0.11536-0.15548i,0.11235-0.21123i,0.075215-0.20878i,0.04414-0.1412i,0.029527-0.073079i,0.033587-0.035146i,0.046035-0.017046i,0.048241-0.016712i,0.033354-0.02262i,0.015164-0.020275i,0.0083818-0.014792i,0.0078031-0.013146i,0.0036819-0.0089613i,-0.0016293+0.002793i,-0.0021985+0.013244i,0.00041065+0.015032i,0.0013691+0.01246i,0.0017554+0.011482i,0.0032255+0.010566i,0.0051991+0.0057319i,0.0043402+0.00037617i
-0.039176+0.013597i,-0.10306+0.034621i,-0.18112+0.067799i,-0.22193+0.1101i,-0.20602+0.126i,-0.1667+0.09148i,-0.12467+0.052864i,-0.084505+0.033538i,-0.053487+0.018626i,-0.033693+0.0091449i,-0.018375+0.0084782i,-0.0062058+0.0077801i,-0.0039863+0.0062206i,-0.005425+0.0068869i,-0.00032489+0.0052098i,0.010408-0.00024108i,0.016345-0.0054723i,0.012833-0.007415i,0.0064927-0.0060382i,0.0035854-0.0049173i,0.0026691-0.0061559i,0.0012529-0.0066908i,0.0012935-0.0033834i
0.040182+0.0053482i,0.10311+0.018765i,0.18349+0.034812i,0.23368+0.021666i,0.21736-0.014743i,0.15894-0.033794i,0.097277-0.03577i,0.043095-0.026515i,0.0049882-0.004005i,-0.0069942+0.015384i,-0.0033677+0.016809i,0.0010706+0.0084708i,0.004903+0.0022735i,0.0056569-0.0010344i,-0.0010679-0.003738i,-0.01271-0.0064373i,-0.020771-0.0080081i,-0.019256-0.0067205i,-0.012551-0.0047778i,-0.0084814-0.0042831i,-0.0079681-0.0032922i,-0.0077227-0.00040932i,-0.0043503+0.00030949i
-0.032038-0.025823i,-0.078684-0.070832i,-0.1362-0.13282i,-0.17283-0.16153i,-0.1529-0.13654i,-0.088352-0.088066i,-0.029599-0.050266i,0.0031653-0.039481i,0.018215-0.042361i,0.018242-0.041657i,0.0084611-0.032564i,-0.00059935-0.021254i,-0.0055546-0.014602i,-0.0088009-0.010333i,-0.0094215-0.001224i,-0.0068213+0.010714i,-0.0031931+0.016719i,0.0010518+0.014466i,0.0046209+0.0072778i,0.006545+0.0025448i,0.0070359+0.0030337i,0.0055038+0.0037999i,0.0010092+0.0027344i
0.019425+0.033396i,0.034276+0.093162i,0.046812+0.17362i,0.052376+0.22406i,0.042053+0.21626i,0.023592+0.16569i,0.0073531+0.10941i,-0.0016011+0.070682i,-0.0048946+0.042644i,-0.0081476+0.025691i,-0.0063613+0.017197i,-0.0022297+0.0097033i,-0.0012675+0.0077309i,0.0016326+0.010773i,0.0075105+0.0075941i,0.013431-0.0021732i,0.016396-0.0084416i,0.012779-0.0072898i,0.0049513-0.0032982i,0.00016087-0.0018943i,0.00073538-0.0041432i,0.0016671-0.0055845i,0.0027158-0.0036496i
0.0011214-0.038195i,0.019978-0.095465i,0.051042-0.16475i,0.071802-0.20033i,0.06544-0.1849i,0.024778-0.13694i,-0.012362-0.07648i,-0.015163-0.024458i,-0.0038732+0.0085254i,0.0050976+0.020854i,0.0089399+0.018649i,0.0090167+0.012421i,0.007664+0.0052429i,0.004495-0.0016309i,-0.00080698-0.0039691i,-0.008345-0.0029647i,-0.013856-0.00072688i,-0.012454+0.0019085i,-0.007458+0.0033247i,-0.005606+0.003389i,-0.0079803+0.0033587i,-0.0082201+0.0031324i,-0.0055616+0.0004701i
-0.018883+0.03061i,-0.063073+0.068564i,-0.12595+0.10145i,-0.16985+0.10015i,-0.16525+0.072274i,-0.106+0.041933i,-0.043483+0.0086223i,-0.021236-0.019366i,-0.019016-0.030861i,-0.01604-0.034841i,-0.015547-0.029972i,-0.015468-0.016293i,-0.013858-0.0053041i,-0.012028+0.001209i,-0.0070157+0.0070157i,-0.00039902+0.011779i,0.0039939+0.013551i,0.0061989+0.0095093i,0.005091+0.0013246i,0.0029136-0.0019778i,0.0039364+0.0006394i,0.0043328+0.0035421i,0.00092883+0.0045067i
0.027456-0.021222i,0.082679-0.033082i,0.14736-0.023471i,0.18767+0.011908i,0.19024+0.035374i,0.15064+0.027093i,0.093396+0.014001i,0.052464+0.010166i,0.030101+0.0067963i,0.015783+0.0063122i,0.008863+0.0068957i,0.0059211+0.0041105i,0.0075259+0.0037883i,0.011913+0.0031969i,0.012066-0.0022574i,0.0095331-0.0099539i,0.0080446-0.014045i,0.0051832-0.011158i,0.0019493-0.004508i,0.0015862-0.0014983i,0.0020536-0.0046302i,0.0027151-0.0074946i,0.0040365-0.0056019i
-0.03227+0.0015715i,-0.0825-0.014069i,-0.1228-0.059058i,-0.12774-0.11549i,-0.11672-0.12827i,-0.095075-0.078213i,-0.057279-0.021185i,-0.017748+3.3985e-06i,0.0043791+0.004048i,0.014535+0.011133i,0.021853+0.011054i,0.02051+0.0016225i,0.011378-0.0069332i,0.0012391-0.010344i,-0.0062266-0.0083006i,-0.0099045-0.0038019i,-0.01003-0.00079561i,-0.0059514+0.0015227i,-0.00048955+0.002984i,0.0029427+0.003845i,0.0012083+0.0045424i,-0.0030116+0.0037636i,-0.0042907+0.00067562i
0.027838+0.014705i,0.061795+0.046927i,0.063663+0.099675i,0.019579+0.15089i,-0.013813+0.16221i,-0.011067+0.11304i,-0.010652+0.046354i,-0.025589+0.015159i,-0.032452+0.0099153i,-0.033098+0.002838i,-0.031258-0.00054707i,-0.022062+0.0026894i,-0.014657+0.0056767i,-0.011931+0.0091277i,-0.0065355+0.011186i,0.00021388+0.011374i,0.0037884+0.010416i,0.0021202+0.0048816i,-0.002005-0.0012678i,-0.0024029-0.0021299i,0.0011414+0.00012124i,0.0033736+0.003357i,0.0025149+0.006402i
-0.021633-0.022647i,-0.033206-0.060966i,-0.0037723-0.10012i,0.068788-0.12069i,0.11204-0.12498i,0.084955-0.11111i,0.037331-0.071886i,0.017544-0.036539i,0.011356-0.022854i,0.0054794-0.014366i,0.0009734-0.0059369i,-0.00041722-0.0013235i,0.0030777-0.001801i,0.0060591-0.0049461i,0.0052693-0.0069207i,0.0030032-0.0082501i,0.0013834-0.0078315i,-3.6378e-05-0.003601i,-0.0009666+0.00015062i,-0.0017093-0.00040874i,-0.0027766-0.0042692i,-0.0011742-0.0069799i,0.0016694-0.006507i
