0.0018385-0.00030666i,0.0010809-0.0017392i,0.00070999-0.0027689i,-0.00058606-0.0024059i,-0.0016518-0.00085546i,-0.0016093+0.00020609i,-0.00085315+0.00016752i,0.00049648+0.00048767i,0.00053067+9.1818e-05i,-0.00014251-0.00025145i,-7.3719e-05+9.215e-05i,5.097e-05-0.00043178i,-9.9332e-05-0.0012641i,0.00020752-0.00063014i,0.00043968-0.00012813i,-0.00023665-0.00026635i,-0.00061043-0.00076882i,-0.0004226-0.00063913i,-0.00052829+0.0003027i,-0.00057696+0.00059437i,-0.00011266-6.5317e-05i,0.00033823+0.00028974i,0.00034738+0.00075033i
0.00088029+0.00079142i,0.0011582+0.00042773i,0.00082829-0.00032289i,-0.0003121-0.0022552i,-0.0013328-0.0025417i,-0.0020104-0.00132i,-0.0028311-0.00052058i,-0.0028377-0.00031168i,-0.0021039-0.00045283i,-0.0013092-0.00035736i,-0.0012116-0.00030306i,-0.0010755-0.00070527i,-0.001145-0.00044737i,-0.0007701-0.00086548i,-0.00054461-0.0010743i,-0.0013976-0.00028653i,-0.0017013+8.4715e-05i,-0.0014381+0.0011508i,-0.0014662+0.0016421i,-0.001236+0.00039918i,-0.00023438-0.00014033i,0.00035192+0.00034797i,0.00088876+0.00040545i
0.00074229+0.0015902i,0.0009333+0.0014379i,0.0017381+0.00098205i,0.0010885+2.2585e-05i,0.00027951-0.0010378i,-0.00052639-0.0018267i,-0.0011407-0.0021505i,-0.001076-0.0023979i,-0.00084093-0.0020741i,-0.0011779-0.0015313i,-0.0012967-0.0012418i,-0.00083248-0.0015346i,-0.00085443-0.0018189i,-0.00087208-0.0011164i,-0.00031715-1.5385e-05i,-0.00023419+0.00042642i,-0.00067015-0.00025942i,-0.00025416-0.00057382i,0.00047697-0.00037185i,0.00074084-0.00033385i,0.0010862-0.00041682i,0.00095175-0.0010897i,0.00035737-0.0017404i
0.0016942+0.00041673i,0.001754+0.00034594i,0.0016008-0.00028546i,0.00054274-0.0011226i,-0.00075334-0.0019444i,-0.00073372-0.0020088i,-0.00047518-0.0015924i,-0.001064-0.0015493i,-0.0013138-0.0020474i,-0.00099105-0.0013061i,-0.00045383+1.3748e-05i,7.9879e-05+2.7763e-05i,8.9397e-05-0.00017223i,1.0197e-05-0.00030137i,-0.00027279-0.00046696i,-0.00063792-0.00028332i,-2.8945e-05-0.00023136i,0.00035604-4.7956e-05i,-0.00019024+0.00050911i,-0.00099203+0.00078109i,-0.0012001+0.0002861i,-0.0010037+0.00044263i,-0.00065769+0.00081108i
0.0012221+0.0011157i,0.0015135+0.0010572i,0.0016281+0.00094308i,0.00051176-0.00049871i,-0.00033853-0.0013946i,-0.0013902-0.00089303i,-0.0013579+4.5669e-05i,-0.00057521-0.00045675i,-0.00079217-0.0014554i,-0.0010153-0.00061084i,-0.0015036-0.00035654i,-0.001111-0.0011738i,-0.00064768-0.00098016i,-0.0013078-0.00055856i,-0.0015093-0.00053816i,-0.0014042-0.00065698i,-0.00098028-0.00072407i,-0.00028741-0.00054477i,0.00026173-0.00019539i,0.00026451+0.00054822i,-0.00024556+0.00073253i,-0.00022604-6.9371e-05i,0.00041179-0.00034144i
0.00063832+0.00012862i,0.0010132+9.3679e-05i,0.0014051-0.00012099i,0.00098233-0.0010558i,-0.00025101-0.0013163i,-0.0016458-0.0011572i,-0.0019071-0.0012645i,-0.0018881-0.0015812i,-0.0014401-0.001051i,-0.0010349-0.00085426i,-0.00050562-0.00074556i,0.00035986+0.00043364i,0.00089344+0.00070256i,0.0014451+0.00095792i,0.0012049+0.00033167i,0.00033311-0.00053672i,0.00031101-0.00063849i,5.7627e-06+0.00032095i,-0.00049481+0.00095478i,-0.00023422+0.00083598i,6.0104e-05+0.00052491i,0.00027202+0.00049947i,0.00056741+0.0005949i
0.00089232+0.0011158i,0.00086279-0.00020742i,0.00027489-0.00021029i,-0.0012617+3.1205e-06i,-0.0017462-0.00058087i,-0.0014531-0.00087252i,-0.0014401-0.0013114i,-0.0017488-0.0012779i,-0.0015778-0.00040222i,-0.00042831+0.00016675i,0.00033687+4.9123e-05i,0.00037256-0.00039653i,0.00031982-0.00044309i,0.00047739+9.8224e-05i,0.00080195-5.0869e-05i,0.00037548+9.92e-05i,1.4386e-05+0.00063547i,1.3719e-05+0.0003917i,-0.00035656+0.00042836i,-3.6695e-05+0.00045968i,0.00027773+0.00037246i,-6.7935e-05+0.00049286i,8.9244e-05+0.00020239i
-0.00049102-0.00063615i,0.00011621-0.0012017i,-0.00062181-0.0018699i,-0.00063383-0.0016244i,-0.0011191-0.00083997i,-0.0025669+0.00015113i,-0.0025033-5.4812e-05i,-0.0012138-0.0014019i,-0.0010867-0.0017892i,-0.0009955-0.0017386i,-0.00034865-0.0012331i,-0.0007512-7.4678e-05i,-0.0012424+0.000215i,-0.00082431-1.7701e-05i,0.00034227-0.00040581i,0.0012641-0.00010511i,0.0010881+0.00041987i,0.00084022+0.00022715i,0.00068885-0.00027371i,0.00064789+0.00039018i,0.0002271+0.001116i,1.6628e-05+0.00073524i,-0.0004508+0.00014248i
-0.00056845-0.00064666i,-0.0012884-0.0010639i,-0.0013765-0.001155i,-0.0021146-0.00060539i,-0.0031841-0.00041467i,-0.0027042-0.00060663i,-0.00143-0.0010219i,-0.00043204-0.0015546i,-0.00013728-0.0014363i,0.00064641-0.0005673i,0.0012673-0.00019579i,0.0003387-0.00026799i,0.00015934-0.0004236i,0.00083617-0.0008355i,0.00050739-0.00061474i,-0.00022369-0.00010997i,6.4308e-05+0.00011204i,1.6219e-05+0.00035631i,-0.00060869+1.1544e-05i,-0.00097736+2.9687e-05i,-0.00031074+0.00034054i,0.0011604+0.0007644i,0.0017504+0.00047498i
-0.00132+0.0014368i,-0.0019445+0.0017703i,-0.00081483+0.0021486i,0.00061628+0.0020419i,0.0012839+0.000924i,0.00096591-0.00038607i,-0.00046214-0.0012576i,-0.0007632-0.0013538i,-0.00072456-0.00075679i,-0.0010716-0.00038207i,-0.00061076-0.00025746i,0.00027881+0.00010584i,0.00070869-0.00025664i,0.00083957-0.00069227i,0.00039695-0.00047928i,-0.00032848+8.3277e-05i,-0.00080299+0.0002613i,-0.00068178+6.92e-05i,-4.4305e-05-4.2482e-05i,0.00050348+0.00030861i,0.0010595+0.00083761i,0.00097267+0.0006489i,-2.7222e-05+0.00047727i
0.001758-0.00055417i,0.0033464-0.0016843i,0.0031891-0.0026805i,0.00061453-0.0035741i,-0.0014833-0.002775i,-0.0018521-0.0010926i,-0.0010453-5.9804e-05i,-0.00069954-0.00026441i,-0.0011727-0.00071267i,-0.0012713-0.00060463i,-0.001118-0.00073552i,-0.0014024-0.0010784i,-0.00078666-0.00045208i,-0.00013875+0.00034628i,-0.00024149+0.0002781i,1.647e-05+0.00032403i,0.0001638+0.0001282i,-0.00020092-5.6321e-05i,0.0010239-0.00034674i,0.0014023-0.00014002i,0.00058537+0.00028887i,0.00072391+0.00082985i,0.00082488+0.0011888i
0.00040667+0.00021289i,-0.00022736-2.9796e-05i,0.00040816+0.00050985i,0.001618+3.6538e-05i,0.0011762-0.00063614i,-0.00099667-0.0013705i,-0.0023466-0.0015529i,-0.0026234-0.0010686i,-0.002142-0.00068181i,-0.0012783-0.0004772i,-0.00056165-0.00054743i,5.4134e-05-0.0010097i,0.00017705-0.0011804i,-0.00024563-0.00056544i,-0.00010015-0.00029403i,0.00042248-0.00063763i,0.00084941-0.00079626i,0.00076353-0.00026196i,0.00048826+0.00019359i,0.00037014+0.00032204i,0.00012511-0.00032422i,-4.9681e-05-0.00070125i,0.00015027+2.7817e-05i
-0.00096592+0.0020777i,-0.00042028+0.0022013i,0.00066625+0.0012134i,0.0015698+0.00026628i,0.0011928-0.00034319i,0.00047571-0.0017517i,0.0001298-0.0029357i,-5.7979e-05-0.0027348i,-0.00036071-0.0014772i,0.00024229-0.0009419i,0.00036301-0.00041525i,-3.9296e-05-0.00045657i,0.00032927-0.00096552i,0.00022812-0.0010562i,-0.00036384-0.00080093i,-0.0010409-0.00086862i,-0.00091393-0.00086944i,-0.00031295-0.00056599i,-0.00018423+0.00030145i,0.00032456+0.00058385i,0.00037461-0.0001455i,0.00010516+0.00019161i,0.00017245+0.00048534i
1.0008e-05-0.00042604i,0.00083806-0.0013898i,-0.00061763-0.0011121i,-0.0019795-0.00050201i,-0.0019215-0.0007002i,-0.0012928-0.00080844i,-0.00045243-0.00081668i,-0.00060918-0.00070656i,-0.0011209-0.0012093i,-0.0012452-0.0010891i,-0.0010002+0.000294i,-0.00063065+0.00028278i,3.0581e-05+0.00046093i,0.00021593+0.00056976i,0.00014764-0.0003249i,-0.00050015-0.00094761i,-0.00069608-0.00084716i,-9.4074e-05+0.00012257i,0.00021298+0.00073347i,-1.5696e-06+0.00070874i,-0.00033493+2.8721e-05i,-0.00014927-0.00016098i,0.00048361-0.00022353i
0.00053546-0.00013728i,0.000657+0.00016337i,0.0010069-0.00048837i,0.00072892-0.00041081i,5.2927e-05-0.00077559i,-0.0021928-0.00053912i,-0.003239-0.00056834i,-0.002516-0.0010356i,-0.0017515-0.0011197i,-0.0010959-0.00097123i,-0.0004706-0.00083012i,-0.00035777-0.0005054i,-7.7669e-05+0.00028558i,0.00017064+0.0005904i,-6.1324e-05-7.6003e-05i,5.6778e-05-1.6213e-05i,-0.00016128-8.7272e-05i,-0.00054744-0.00020188i,-0.00038958+0.00044561i,0.00029902+0.00071297i,0.00051685+0.00057593i,-3.6297e-05+0.00064178i,-0.00063334+0.00074483i
-0.0023904+0.0014338i,-0.001653+0.0021178i,-0.00074327+0.0018553i,-0.00069106+0.0011959i,-0.00056043-8.0268e-05i,-0.00016913-0.0011853i,-0.00046264-0.0012386i,-0.0008205-0.0016254i,-0.0014747-0.00138i,-0.0010557-0.0010503i,0.00033556-0.00083606i,0.00097699-0.00014741i,0.0010858-0.00024262i,0.00042892-0.00067126i,-0.00022009-0.00087315i,-0.0005038-0.00084897i,-0.00062648-0.00056605i,-0.00056747+4.4558e-05i,-0.00023274+0.00075878i,0.00023617+0.001292i,0.00015723+0.00089191i,0.00021027+0.00055686i,0.00053251+0.00069571i
-0.00065433+0.00023272i,-0.0010972+0.00030909i,-0.00091494+0.00021761i,-0.0006395-0.0002249i,-0.0006038-0.0009332i,-0.00045954-0.001562i,-0.00021902-0.0017137i,-0.00059477-0.0019362i,-0.0010222-0.0027477i,-0.0011022-0.0020953i,-0.00095888-0.00072637i,-0.00077375-0.00092565i,0.00041849-0.0016063i,0.0012581-0.0011618i,0.00095559-0.0002676i,0.0002237-8.2699e-05i,0.00021938+0.00029934i,0.000517+0.00059914i,0.00056985+0.00010528i,0.0008267+0.00037473i,0.00083257+0.00057468i,0.00022296+0.00022092i,4.5352e-05+0.00019622i
0.00085525+0.00042927i,0.0018965+0.00061404i,0.0019598-0.00059246i,-0.00030784-0.0008694i,-0.0017737-0.0015013i,-0.0018296-0.0015962i,-0.0021349-0.00086438i,-0.0018108-0.0012511i,-0.0013956-0.001698i,-0.0012907-0.001084i,-0.0010509-0.00053462i,-0.00041344-0.00070524i,-6.6549e-06-0.00046462i,-0.00042371-0.00010907i,-0.00060903+3.1511e-05i,-2.9999e-05-7.6495e-06i,0.00016784-0.00021507i,-0.00039013+0.00024087i,-0.00014308+0.00046084i,7.596e-05+0.00046853i,-0.00016155+0.00037789i,-2.821e-05-4.3037e-05i,0.00039719+0.00014301i
0.0001549-0.00025339i,-0.00051719-9.9969e-05i,-0.00073763+0.0013351i,-0.00068614+0.0012704i,0.00028423-6.547e-06i,0.0004267-0.00041106i,-0.00053927-0.00065779i,-0.0012017-0.00098617i,-0.0015896-0.00084565i,-0.00088422-0.00056454i,8.8214e-05-0.00065006i,0.00013945-0.0013421i,-2.7638e-05-0.00093307i,-3.6634e-05-0.00050277i,-0.00021679-0.00086724i,-0.00020921-0.00048142i,0.00010642+0.00027746i,0.00027916+0.00049863i,5.0199e-05+0.00030833i,9.8051e-05+0.00059755i,0.0011272+0.00040389i,0.0011344+0.00022317i,0.00072629+0.00058977i
-0.0010489+0.0012722i,-0.0005855+0.00095644i,-0.00024641+0.0010491i,-0.0011868+0.00029552i,-0.0022171-0.0004664i,-0.0019309-0.00091357i,-0.0019219-0.00097301i,-0.001478-0.0012001i,-0.00082319-0.0019783i,-0.00079721-0.0010575i,-0.00084844-5.7807e-05i,-0.00034113-0.00024614i,0.00019439-0.00026288i,0.00046055-8.8349e-05i,0.00077783+0.00049912i,0.00089163+0.000955i,0.00034554+0.00046165i,0.00056156+0.00084695i,0.00083564+0.00086888i,0.00059053+0.00055208i,0.00023037+0.00069519i,-0.00014216+0.00040618i,-0.00052656+0.0003102i
0.0013415-0.0011479i,0.0015139-0.00092791i,0.00049756-0.0018397i,-0.0010815-0.0026676i,-0.0015423-0.0025722i,-0.0015337-0.0019051i,-0.0011148-0.0016816i,-0.00058401-0.0017544i,-0.0010351-0.001663i,-0.0021115-0.0019129i,-0.001205-0.0018251i,-0.00031267-0.0003431i,-0.0002746+5.2069e-05i,0.00041005-0.00036411i,6.8052e-05-0.00043316i,-0.00023179-0.00037756i,0.00029955+0.00089642i,-2.9209e-08+0.0020285i,-0.00071398+0.0012261i,-0.00034109+0.00029416i,2.3596e-05+4.3579e-05i,0.00030976-0.00032959i,0.00056545-0.0001998i
-0.0011535-0.00014272i,-0.0011309-0.00079297i,-0.0021437-0.00032094i,-0.0021421+0.00027793i,-0.00097523+0.00050094i,-0.0010771+0.00010601i,-0.001291-0.00014601i,-0.0017991+0.00011256i,-0.0021256-0.00027749i,-0.001979-0.00090664i,-0.000841-0.00063439i,0.00054633-0.00041901i,0.00096623-0.00085127i,-8.5086e-06-0.0012827i,-0.0003556-0.00091123i,0.00011805-0.00021355i,-0.00013619-0.0003426i,-0.0010347-0.00015636i,-0.0010838+0.00019314i,-0.00052106+0.0002202i,7.2037e-05+0.00022476i,0.00075766-0.00037214i,0.00080254-0.00019576i
0.00016089+0.0012702i,0.00040059+0.0014716i,0.0022352+0.0019436i,0.0015165+0.0012275i,-0.00065729-0.00040367i,-0.0013369-0.00067864i,-0.001537-0.00043682i,-0.0017304-0.00062146i,-0.0014904-0.00033419i,-0.00082622-0.0001597i,-0.000224-0.00069123i,0.00051844-0.00092486i,0.00076458-0.0001285i,0.00038007-0.00075438i,-0.00055505-0.0016545i,-0.00090546-0.0010845i,-0.00046579-0.00063096i,-0.00082766-0.00066143i,-0.00075425-0.00055481i,-0.00016538-0.00025403i,0.0005046-0.00033248i,0.00027849-0.00069153i,-5.7546e-05-0.00065698i
0.0009486+0.001809i,0.0024807+0.0017347i,0.0024841+0.00017142i,0.0013739-0.001426i,0.00084239-0.0022796i,0.00085736-0.0012071i,9.8855e-05-3.3362e-05i,-0.00012726-0.00035501i,-7.0106e-05-0.0010605i,-0.00037268-0.0012057i,-0.00035796-0.0010385i,0.00034781-0.0014784i,0.00077653-0.0013946i,0.00043395-0.0012147i,-0.00012311-0.00093773i,-0.00065198-0.0004242i,-0.00063707-0.00046416i,-0.00030799-0.0002422i,-0.00016103+0.00060518i,8.142e-05+0.00080315i,0.00078906+0.00020725i,0.0013649+0.00047188i,0.0008851+0.0011134i
-0.0007801-0.00022031i,-0.00073712+0.00027859i,-0.0017248-0.00060243i,-0.0019763-0.0010628i,-0.0020386-0.00024578i,-0.0017519+0.00039944i,-0.0014588+0.00017221i,-0.0016638-0.00036198i,-0.0021465-0.00066134i,-0.0014454-0.00031103i,-0.0004252-0.0005383i,0.00034599-0.00039462i,0.00027798-0.00017641i,0.00013677-0.00072971i,0.00076609-0.00042332i,0.0011763-0.00068107i,0.00095831-0.00099294i,-0.00035604-0.00037104i,-0.00064043+0.00031618i,-4.6161e-06+0.00028999i,0.00033066+0.00029238i,0.00045899+0.0012491i,8.6927e-05+0.0015301i
-0.0012526-0.00013668i,-0.0010269-0.00035034i,-0.00042142+0.00056969i,-0.00061856+0.00093487i,-0.0011896-0.00018433i,-0.0010373-0.0012627i,-0.0014541-0.0015754i,-0.0020841-0.0012129i,-0.0022487-0.00045447i,-0.0012627-0.00019835i,0.00020167-0.00054409i,0.0010599+0.00011108i,0.0010622-0.00019368i,0.00060183-0.001181i,0.00041553-0.0005955i,0.00077063-0.00034626i,0.00088281+0.0001023i,-9.5616e-05+0.0009598i,-0.00099157+0.00098237i,-7.7065e-05+0.00044764i,0.00043663+0.00013336i,0.00081324+0.00011352i,0.0011307+0.00011244i
-0.00075961+0.0010514i,-0.00084246+0.00098137i,-0.00080014+0.0013581i,-0.00091639+0.00070361i,-0.000978-0.00057785i,-0.0010606-0.0014213i,-0.0012447-0.0019136i,-0.00059442-0.0015347i,-0.00047014-0.00098507i,-0.00065833-0.00048236i,1.5559e-05-0.00015308i,0.00015654-0.00081859i,0.000205-0.0020275i,0.00079864-0.0018087i,0.00048923-0.0010235i,-0.00021794-0.00056793i,-0.00040381+3.335e-05i,-0.00047889+0.00017638i,-1.1529e-05+7.8938e-05i,0.00075803+0.0002886i,0.001247+5.6369e-05i,0.00074122-0.00021815i,0.00065745+1.7059e-05i
0.00063737+0.00040726i,0.00078045-0.00037622i,0.00031408-0.00078902i,-0.00020126-0.001678i,0.00024326-0.0015765i,0.00052954-0.0019323i,0.00043684-0.0016638i,-0.00016032-0.00097982i,-0.0012871-0.0014977i,-0.0016499-0.0016026i,-0.0013995-0.0011172i,-0.00044954-0.0012288i,0.00035232-0.00092644i,0.00025952-0.00030165i,-0.0002324-0.00037455i,0.00040695-0.00044695i,0.0010684+0.00034717i,0.00060243+0.00096025i,-9.1115e-05+0.00052677i,-0.00035895+0.00023075i,-0.00011327+0.00066709i,0.00052196+0.000435i,0.00051622-0.00045834i
0.00038086-0.00052559i,0.00024067-0.00099676i,-0.00032126-0.0015016i,-0.00065906-0.0020203i,-0.001769-0.0014673i,-0.002508-0.00079456i,-0.0020355-0.00058932i,-0.0021508-0.000831i,-0.0016253-0.0010249i,-0.0010694-0.00095296i,-0.0013484-0.0002566i,-0.00074097+0.00022831i,0.00061937-0.00043474i,0.00080591-0.00010152i,-0.00020354+7.8585e-05i,-0.00023085-0.00042297i,4.4113e-05-0.00046199i,-0.00069035-2.6429e-05i,-0.00075858-0.00014501i,-0.00044951+0.00028291i,-0.00038655+0.0010796i,7.5157e-06-0.00014425i,0.00047576-0.001267i
-8.9958e-05+0.00061602i,-0.00055422+0.00098249i,9.1087e-05+0.0010303i,9.0433e-05+0.00047118i,-0.00035779-0.0012494i,-0.00042181-0.0020672i,-0.00083844-0.0014054i,-0.0012289-0.001211i,-0.0011565-0.0011569i,-0.00089295-0.00086327i,-0.00034034-0.00096667i,-0.00028146-0.0004907i,-0.00032305+0.00032456i,0.00047696+4.673e-05i,0.00022492-0.00053545i,-0.00050051-3.3236e-05i,-0.00029266+0.00033468i,-0.00022515+0.0003185i,-5.9139e-05+0.00081084i,0.00077327+0.0006529i,0.0010174+0.00012474i,0.00070592+1.4228e-05i,0.00026419+0.00045465i
-0.0010482+0.00080194i,-0.0016156+0.0003494i,-0.0011588+0.00014427i,-0.00021351-0.00016858i,4.489e-05-0.00099613i,-0.00060416-0.0013355i,-0.001234-0.0015312i,-0.00093093-0.0012973i,-0.0014486-0.00071002i,-0.0018971-0.00028332i,-0.00056886-0.00029567i,0.0010729-0.00016331i,0.0014114-0.00018913i,0.00083869+0.00011091i,0.00072207+0.00010258i,0.00091462-0.00033556i,0.00051958-0.00034488i,-0.00021414+0.00010871i,-0.00049806+0.00050946i,0.00028689+0.00045376i,0.00038455-0.0002103i,-0.00031929-0.00026815i,8.4738e-05+0.00019493i
0.0019889+0.00045256i,0.0021841-0.00080188i,0.0022059-0.0011577i,0.00048807-0.0018542i,-0.00095272-0.0026303i,-0.0012731-0.0020269i,-0.0012232-0.0010888i,-0.0013535-0.0014679i,-0.0016199-0.0018265i,-0.0011553-0.0014106i,-0.00058248-0.00066379i,7.8381e-06-0.0008943i,0.00028043-0.0013585i,-0.00019075-0.00064472i,-0.00010958+7.8665e-06i,0.00028485+7.5757e-05i,-0.00013542-0.0003912i,-0.00042488-0.00067144i,-8.0148e-05+0.00010057i,0.00021869+0.0010747i,-0.00014151+0.00031336i,-0.00031545-0.00047734i,-0.00023961-0.00028154i
-0.00092559-0.00067642i,-0.0007917-0.0014299i,-0.0012358-0.0016557i,-0.0023049-5.5052e-05i,-0.0020435+0.00034323i,-0.00086111+4.1466e-05i,-1.5477e-05-0.00017293i,0.00039675-0.0014131i,-8.7896e-05-0.0018857i,-3.3457e-05-0.0011817i,0.00062107-9.6118e-05i,0.0013176+0.00058888i,0.0010309-0.00025775i,0.00080719-0.0011138i,0.00046899-0.00075084i,-3.4987e-05-0.00044368i,-0.00046402-0.00021641i,-0.00070419-5.4619e-05i,0.00027614-5.1095e-05i,-2.4411e-05+0.00044833i,-0.00067898+0.0005573i,0.00058144+0.00033586i,0.0011289+0.00038107i
0.00055247-4.9753e-05i,0.00079726-0.0003972i,-3.8202e-06-0.0010781i,6.7356e-05-0.0017837i,-0.00038472-0.0017023i,-0.0016693-0.0014722i,-0.0020681-8.5199e-05i,-0.0016902+0.00087241i,-0.001257+0.00057189i,-0.00092731+0.00043024i,-0.0011977+6.2808e-05i,-0.001393-0.00033345i,-0.00041142+4.5669e-05i,-0.000204+0.00046142i,-0.00022788+0.00045584i,0.0003609-0.00012476i,0.00048218-4.3625e-05i,7.3473e-06+7.6907e-05i,-2.2786e-05+0.0001471i,0.00012458+0.00088579i,-0.00027949+0.00099408i,-0.00050562+0.0011495i,-0.0002569+0.00097665i
0.0024165+0.00054971i,0.0020123+0.0013169i,0.002937+0.00054348i,0.0018529-0.001255i,-0.00043088-0.0016766i,-0.0019998-0.0018705i,-0.0021343-0.0023852i,-0.0017595-0.0022446i,-0.0007224-0.0018006i,0.00055507-0.001613i,0.00053979-0.0015535i,4.6451e-05-0.001347i,-9.4103e-05-0.0008797i,-0.00055532-0.0010318i,-0.00070077-0.0010597i,-0.00036535-0.001414i,-8.0089e-05-0.00090393i,-1.792e-05+0.00064123i,7.7487e-05+0.0010474i,-3.0168e-05+0.00053304i,6.7708e-06+0.00044523i,0.00026277+0.00047275i,0.0002711+0.00051941i
-0.00038803-3.1717e-05i,-0.00043235-0.00066798i,-0.0013161-0.00053236i,-0.0017601+0.00022708i,-0.00096081+5.3969e-06i,-0.00027987-0.00077553i,-0.00049965-0.0013356i,-0.0010887-0.0009182i,-0.002049-0.0011942i,-0.001974-0.00076671i,-0.0010067+0.00092238i,0.00027642+0.00065954i,0.0013176-0.00091992i,0.0015583-0.0012035i,0.00085878-0.00081894i,-2.2088e-05-0.00071138i,0.00038011-0.00065989i,0.00052168-0.00081364i,-0.00018136-0.0003922i,-0.00049238+0.0002133i,-0.00022731+0.00062362i,0.00033461+0.0010861i,4.586e-05+0.00090607i
-0.00067291-0.00067648i,-0.00064709-0.00047988i,-0.00029949-0.00025922i,-0.00072752-0.001209i,-0.0014718-0.0021773i,-0.0010076-0.0015647i,-0.00023208-7.7402e-06i,-0.00042211-0.0010697i,-0.00081033-0.0018547i,-0.0011602-0.0012084i,-0.00063553-0.00036717i,0.00052903+0.00035462i,0.0010304+0.00016761i,0.00054509-0.00053211i,0.00038602-0.00020314i,0.00079292+0.00031688i,2.2972e-05+0.00053009i,-0.00097484+0.00058625i,-0.0011539+6.3126e-05i,-0.00068126-0.00044841i,0.00016293-0.00011427i,0.00067139+0.0007536i,0.00017982+0.00091135i
6.7545e-05+0.00085641i,0.00035777+0.00086244i,-0.000201+0.00010285i,-0.00039767-0.0011229i,-0.0010053-0.0019435i,-0.0016039-0.0019681i,-0.001654-0.002493i,-0.0013677-0.0023183i,-0.0012889-0.0011693i,-0.0012998-0.00084288i,-0.00083371-0.0012006i,-0.0002351-0.0012638i,-0.00045923-0.0014756i,-0.00020225-0.0012582i,0.00075859-0.00025082i,0.00044926-7.3538e-05i,-0.0005575-0.00043357i,-0.0010939-0.00011655i,-0.0012289+6.3382e-05i,-0.00050963+0.00030643i,0.00046349+0.00077624i,0.0005113+0.0010695i,0.00074943+0.00037674i
-7.0001e-05+0.00041205i,0.00034798+0.00049566i,0.00078076+0.00010796i,0.00014106-0.00042215i,-0.0011951-2.9958e-05i,-0.0009392+0.00024144i,-0.00029604-2.5792e-05i,-0.00079057-0.00047524i,-0.00088052-0.00053909i,-0.00085696-6.3351e-06i,-0.0011353+0.00033158i,-0.00056717-0.00010477i,0.00044361-0.00075148i,0.00010315-0.0008409i,-0.00035934-0.00089736i,2.8413e-05-0.00048112i,-0.00079401-0.00055347i,-0.0015407-0.00065703i,-0.00097603+0.00016146i,-0.00043259-4.9045e-05i,-5.1006e-05-0.00061365i,0.0001785-0.00065267i,3.1381e-05-0.00048748i
-0.00034225-0.001227i,0.00031152-0.0009356i,-0.00043483-0.0011049i,-0.0012645-0.00099765i,-0.00098149-0.0010981i,-0.00061723-0.0015901i,-0.0018599-0.002436i,-0.0022447-0.0019093i,-0.0011767-0.00096917i,-0.00071231-0.0010567i,-0.0007056-0.00057998i,-5.6919e-05+0.00020787i,0.00065405+0.00031554i,0.00077697-0.00020229i,0.0010961+6.0252e-05i,0.0010559+0.00034866i,0.00036931-4.7287e-05i,2.1481e-05+1.3348e-05i,-2.8061e-05+0.00013632i,-0.00045259+0.00045875i,-0.00024103+0.0010727i,-1.2606e-05+0.00095778i,-0.00043055+0.00024702i
-0.00085692+0.0014186i,2.8659e-05+0.0014572i,5.7226e-05+0.0016209i,0.00033897+0.0011587i,-0.000231-0.00060518i,-0.00020025-0.0012301i,0.00039349-0.00162i,-4.8994e-06-0.0019702i,-0.00035122-0.0014249i,0.00016551-0.0008843i,0.00069638-0.00027285i,0.00082799-0.00020882i,0.00047212-0.0013713i,0.00032939-0.0014196i,0.00050744-0.00043601i,-0.00031804+0.00024979i,-0.0009262+0.00022514i,-0.00098678-5.6566e-05i,-0.00087916-0.00050496i,-0.00050292-6.8711e-05i,-0.00033718+0.0011428i,-0.00032312+0.00091162i,5.2449e-06-0.00010712i
-0.002417-0.00019136i,-0.002151+0.0009694i,-0.002368+0.0014221i,-0.0029443+0.00034682i,-0.002663-0.00062373i,-0.0022145-0.00029455i,-0.0017738-0.00039558i,-0.0013309-0.00046962i,-0.00070618-0.00028854i,-0.00081661-0.00021629i,-0.0003289+0.00010072i,0.00080887-0.00045328i,0.00082761-0.00084171i,0.00082166-0.00077214i,0.0008228-0.00039471i,0.00027918-0.00019882i,-0.00027963-0.00077263i,-0.00051831-0.00026428i,-0.00034092+0.00045491i,-9.7263e-05+0.0010662i,-8.9624e-05+0.0010239i,0.00040088+0.00035346i,0.00041473-0.00057028i
-0.0021598+0.0025211i,-0.001836+0.0022837i,-0.00064479+0.003782i,0.00023774+0.0030868i,0.00038757+0.00020092i,-0.00026869-0.0012905i,-0.00088081-0.0013667i,-0.0012427-0.0013823i,-0.0014877-0.0012484i,-0.00093851-0.0005473i,-5.694e-05+0.00021643i,0.00086249+0.000315i,0.00063327+0.00041597i,9.4996e-05-0.00019096i,0.00024485-0.00036174i,0.00041209+0.00053809i,0.00077489+0.00081529i,0.00067376+0.00044489i,0.00075326-0.00019549i,0.00059629-0.00070627i,0.00026681-0.00091078i,0.0003381-0.00046996i,0.00043419-0.00015785i
