-0.0001505+0.00087666i,0.0013719+0.0015368i,0.0018737+0.0019999i,0.0023833+0.0023973i,0.0020436+0.0025631i,-0.00049895+0.0023937i,-0.0013396+0.0016787i,0.00012089+0.0018987i,0.0013995+0.0023783i,0.0013803+0.0016748i,0.0011264+0.00030689i,0.0017134+0.00058727i,0.0012848+0.0011908i,0.00071452+0.00079834i,0.00047629+0.00078363i,0.0004823+0.00087045i,0.00022058+0.00074362i,0.0001665+2.433e-06i,0.00057042-0.0003767i,0.00067797-0.00023009i,5.3921e-05-0.00037101i,0.0001813-0.00079864i,0.00032359-0.0015891i
-4.2999+3.9501i,-1.7133+4.489i,2.2556+5.0942i,4.3918+3.2013i,4.7791+0.12944i,3.0526-2.737i,0.41049-2.975i,-0.7391-1.4256i,-0.41932+0.056832i,0.45431+0.86836i,1.3334+0.8559i,1.9702+0.23854i,1.9117-0.44389i,1.1254-0.53692i,0.52567-0.32546i,0.29667-0.34075i,0.075464-0.46544i,-0.062039-0.39808i,0.0084066-0.17335i,0.18863+0.045018i,0.41456+0.20308i,0.58639+0.2159i,0.52459+0.082933i
-0.43841+0.16374i,-0.51384+0.42053i,-0.81713+0.74197i,-1.0038+1.1348i,-0.80484+1.1595i,-0.59444+0.7718i,-0.51946+0.52738i,-0.35281+0.47901i,-0.13918+0.31743i,-0.027156+0.11814i,0.0049951+0.060738i,0.020809+0.11767i,0.054943+0.18561i,0.12163+0.20581i,0.22363+0.16713i,0.31396+0.070577i,0.32038-0.033098i,0.23386-0.075916i,0.11616-0.065818i,0.018919-0.020972i,-0.018617+0.046722i,0.0018235+0.06672i,-0.0013918+0.046517i
-0.025345+0.12727i,0.20696+0.25125i,0.54427+0.29207i,0.75485+0.055025i,0.62597-0.3064i,0.33349-0.424i,0.11888-0.35628i,-0.022195-0.25907i,-0.0060875-0.10301i,0.15035-0.032199i,0.21416-0.095629i,0.18302-0.15682i,0.15013-0.21956i,0.078928-0.27583i,-0.013038-0.25331i,-0.073357-0.16825i,-0.072885-0.07182i,0.010778+0.0043515i,0.1209+0.013616i,0.14902-0.035765i,0.10637-0.072881i,0.073604-0.086946i,0.037771-0.10136i
0.060768+0.0092358i,-0.048721-0.16022i,-0.30466-0.28521i,-0.48801-0.084967i,-0.21653+0.26458i,0.29596+0.23569i,0.44222-0.056603i,0.34916-0.13795i,0.33954-0.1237i,0.24815-0.16677i,0.091739-0.11939i,-0.010118-0.01625i,-0.078261+0.096688i,-0.046865+0.19146i,0.053695+0.20234i,0.14271+0.16791i,0.21606+0.11029i,0.21667+0.019697i,0.14183-0.055032i,0.049208-0.082417i,-0.032244-0.065447i,-0.056347-0.031807i,-0.029614-0.027388i
0.0077088+0.07212i,-0.053806+0.47164i,-0.032856+1.1549i,0.20447+1.6814i,0.45781+1.3972i,0.34443+0.57087i,0.077393+0.20781i,0.13775+0.25961i,0.26537+0.12028i,0.13903+0.0069711i,0.065288+0.099547i,0.10513+0.12947i,0.091112+0.11037i,0.082042+0.15439i,0.10277+0.19482i,0.11542+0.16822i,0.10121+0.086719i,0.058282+0.032563i,0.0244+0.013686i,0.0052417-0.021346i,-0.010491-0.051822i,-0.027443-0.059392i,-0.050328-0.057748i
0.096497+0.057279i,0.46423+0.31784i,1.1709+0.79082i,1.8575+1.0788i,1.747+0.79315i,0.86346+0.38075i,0.1859+0.37533i,0.073711+0.37553i,0.06074+0.13165i,-0.0082331+0.0058984i,0.03257+0.037039i,0.12393+0.033413i,0.15847+0.0084209i,0.17463+0.03335i,0.21782+0.07707i,0.24571+0.047416i,0.20544-0.050801i,0.11357-0.1177i,0.016564-0.10929i,-0.035012-0.06635i,-0.030227-0.046242i,-0.020567-0.051701i,-0.029283-0.045103i
-0.041758-0.021603i,-0.078821-0.094414i,-0.077506-0.2049i,0.12169-0.30304i,0.38253-0.38463i,0.3115-0.41349i,0.051594-0.28338i,-0.00034053-0.070985i,0.084981+0.031299i,0.1228+0.027943i,0.11414-0.01521i,0.070146-0.065214i,0.036344-0.084715i,0.047908-0.10001i,0.07107-0.1361i,0.052757-0.16336i,-0.0043727-0.15526i,-0.041391-0.10417i,-0.043931-0.03728i,-0.034133+0.0013094i,-0.033711+0.0060001i,-0.046004+0.0076036i,-0.05076+0.021358i
0.0049404+0.0376i,-0.018307+0.16578i,-0.052241+0.36834i,-0.062862+0.37458i,-0.067301+0.089314i,-0.037578-0.090239i,0.12261-0.019208i,0.30588-0.035603i,0.25869-0.17285i,0.081685-0.17257i,0.0168-0.074914i,0.010678-0.019428i,-0.0051847+6.3426e-05i,0.0096553-0.022306i,0.020897-0.074742i,-0.0087328-0.10973i,-0.056602-0.11672i,-0.092262-0.1032i,-0.098051-0.073386i,-0.085632-0.036223i,-0.068362-0.010026i,-0.051983-0.0060215i,-0.044667-0.01123i
0.049148-0.020482i,0.31288-0.11394i,0.83062-0.38321i,1.1545-0.7794i,0.81049-0.88721i,0.21693-0.47703i,0.073637+0.0038982i,0.20074+0.070778i,0.18917-0.067819i,0.11782-0.083422i,0.10981-0.043622i,0.11834-0.039029i,0.095555-0.041348i,0.05215-0.024477i,0.0030617+0.011839i,-0.040674+0.067468i,-0.056851+0.11415i,-0.046802+0.11146i,-0.02234+0.079289i,0.0088852+0.044981i,0.026534+0.014781i,0.02344+0.0021407i,0.015384+0.0057177i
0.02156+0.028754i,0.078517+0.071674i,0.17757+0.13853i,0.27581+0.22106i,0.28442+0.22089i,0.25612+0.053923i,0.26006-0.18053i,0.18342-0.29484i,0.02882-0.21872i,-0.026124-0.061674i,0.024505-0.0096115i,0.033997-0.047542i,0.011562-0.038843i,0.037053+0.0058807i,0.091102+0.022646i,0.12193+0.014096i,0.10319+0.013262i,0.057423+0.033924i,0.019334+0.048762i,-0.0076732+0.04203i,-0.027709+0.032678i,-0.03427+0.032564i,-0.023882+0.029014i
0.03482-0.0064179i,0.12127+0.053209i,0.26329+0.14569i,0.35119+0.17885i,0.27395+0.097233i,0.14434-0.019738i,0.13352-0.075836i,0.17324-0.1147i,0.12484-0.12974i,0.060261-0.091949i,0.033567-0.065059i,-0.0029204-0.055669i,-0.022838-0.040376i,-0.0056207-0.038532i,0.014991-0.047637i,0.028141-0.062405i,0.041134-0.088307i,0.039207-0.10344i,0.02551-0.094557i,0.0082388-0.081482i,-0.016426-0.06739i,-0.030941-0.039917i,-0.030164-0.018364i
0.0014158-0.0414i,0.051565-0.17863i,0.12176-0.44473i,0.177-0.66089i,0.14575-0.59285i,-0.038416-0.30608i,-0.22499-0.06723i,-0.24488+0.041777i,-0.14252+0.044099i,-0.050225-0.0063594i,-0.0075557-0.019813i,0.014217+0.0071665i,0.019372+0.018509i,0.0020784+0.0011309i,-0.029759-0.0086292i,-0.063896+0.014132i,-0.088876+0.047209i,-0.088262+0.073005i,-0.061517+0.083139i,-0.029396+0.067673i,-0.0039156+0.037729i,0.011479+0.0079495i,0.014362-0.0079597i
-0.0083163-0.029432i,-0.000823-0.080135i,0.015003-0.19127i,-0.037247-0.33262i,-0.16759-0.31547i,-0.15793-0.11018i,0.017031-0.014189i,0.079928-0.09876i,-0.0034406-0.11654i,-0.037857-0.038971i,-0.013416-0.0099305i,-0.00097147-0.019767i,-0.006202-0.013243i,-0.010307+0.013973i,0.015959+0.051915i,0.06177+0.076837i,0.080142+0.080278i,0.065635+0.063472i,0.040213+0.038334i,0.012397+0.025529i,-0.0082554+0.026615i,-0.011171+0.027211i,-0.0085045+0.02076i
-0.015308+0.001759i,0.025928-0.038584i,0.071414-0.16605i,0.038912-0.26586i,-0.0022294-0.18906i,0.078322-0.069271i,0.21522-0.074386i,0.2194-0.12186i,0.11546-0.071387i,0.063869+0.0077035i,0.061549+0.0059662i,0.045546-0.027533i,0.040799-0.028303i,0.067844-0.019589i,0.09544-0.035589i,0.10694-0.070011i,0.10906-0.097305i,0.089992-0.10047i,0.052346-0.083054i,0.020828-0.055377i,0.0036839-0.024458i,-0.0029885-0.00090002i,-0.0057444+0.0065275i
-0.021217+0.0093686i,-0.163+0.031i,-0.42934+0.19189i,-0.49995+0.48859i,-0.17804+0.52888i,0.087906+0.13171i,-0.049154-0.20717i,-0.16587-0.15051i,-0.02677-0.053987i,0.058842-0.093233i,0.027239-0.080212i,0.0048848-0.014142i,0.0060672+0.029107i,0.025195+0.030992i,0.031129-0.0080117i,-0.0022079-0.045814i,-0.050113-0.050963i,-0.075858-0.023467i,-0.066202+0.0085703i,-0.039859+0.015335i,-0.016566+0.0012775i,-0.0081912-0.016759i,-0.012988-0.022687i
-0.0024554+0.013174i,0.0071613+0.12163i,0.073132+0.29777i,0.15307+0.38228i,0.098091+0.29816i,-0.095786+0.20083i,-0.2147+0.21335i,-0.1656+0.17061i,-0.090148+0.036311i,-0.068874-0.030125i,-0.05511-0.02965i,-0.032501-0.031874i,-0.026458-0.038346i,-0.042388-0.022019i,-0.051338+0.017122i,-0.044967+0.048167i,-0.040848+0.058179i,-0.031525+0.05553i,-0.011014+0.046888i,0.0052738+0.033637i,0.0045169+0.017672i,-0.0027631+0.0094846i,-0.0046231+0.0099056i
0.04103-0.0037863i,0.2135-0.079714i,0.52884-0.29934i,0.76136-0.62761i,0.62529-0.75053i,0.27536-0.43921i,0.13705-0.076594i,0.10255-0.0076848i,-0.033464-0.0055859i,-0.084442+0.071322i,-0.028295+0.078422i,0.001601+0.027538i,0.023294-0.0021931i,0.058374-0.022288i,0.078231-0.03112i,0.086568-0.01646i,0.092726+0.0081789i,0.084968+0.019755i,0.06034+0.0097934i,0.03313-0.0067133i,0.014863-0.0091036i,0.0070441+0.0017319i,0.010544+0.0096407i
-0.045477-0.016385i,-0.15843-0.010003i,-0.32387+0.051219i,-0.38203+0.14469i,-0.21999+0.12845i,0.0086366-0.062976i,0.08299-0.16555i,0.09813-0.050907i,0.14602+0.028749i,0.13287-4.4485e-05i,0.074059+0.0027673i,0.036118+0.034963i,0.01876+0.035419i,0.019224+0.00051325i,0.025427-0.044899i,0.02356-0.07007i,0.024446-0.069439i,0.024932-0.05389i,0.015425-0.031149i,0.0042932-0.018156i,-0.0032091-0.019719i,-0.0078857-0.023995i,-0.013052-0.025012i
-0.020734+0.055856i,-0.07158+0.19004i,-0.20873+0.41249i,-0.38592+0.60509i,-0.44991+0.5893i,-0.3933+0.43588i,-0.28254+0.3209i,-0.1119+0.21314i,0.035333+0.062962i,0.054484-0.043645i,0.033103-0.05203i,0.04282-0.042776i,0.02145-0.046371i,-0.034652-0.017906i,-0.069877+0.023998i,-0.069294+0.027452i,-0.051766-0.010965i,-0.029858-0.039232i,-0.0068958-0.036316i,-0.0046233-0.023851i,-0.018959-0.0067677i,-0.021475+0.0093357i,-0.014573+0.01268i
0.066645-0.0054733i,0.25485-0.020943i,0.62484-0.084175i,0.94648-0.23576i,0.85374-0.33039i,0.51407-0.22023i,0.33238-0.086996i,0.22967-0.11978i,0.049655-0.14683i,-0.04339-0.052942i,-0.013366-0.0049777i,-0.0032942-0.019353i,-0.0090985+0.00024247i,0.018663+0.037037i,0.054703+0.055561i,0.059649+0.057305i,0.029054+0.056203i,-0.0036168+0.04223i,-0.024563+0.015388i,-0.029285+0.0079345i,-0.013009+0.014065i,0.002504+0.011352i,0.0070458+0.0057859i
0.0033673-0.010491i,0.080086-0.031531i,0.25873-0.10204i,0.43467-0.20356i,0.41175-0.2425i,0.22254-0.19714i,0.13272-0.11929i,0.13108-0.074637i,0.075915-0.046205i,0.025314-0.0051821i,0.010145+0.017453i,-0.014309+0.028889i,-0.017495+0.042347i,0.02581+0.021307i,0.062665-0.03331i,0.060207-0.065024i,0.043414-0.053102i,0.023236-0.02449i,0.0045331+0.00091262i,0.0064169+0.011735i,0.015819-0.0011823i,0.012516-0.018315i,0.0029783-0.021789i
0.0033391+0.0011213i,-0.039318-0.040687i,-0.23045-0.11607i,-0.53276-0.1228i,-0.64289-0.0046369i,-0.4418+0.10465i,-0.24047+0.060388i,-0.17977+0.0013843i,-0.11264+0.015459i,-0.027506+0.012322i,0.023754-0.00077542i,0.067524-0.0018922i,0.090391-0.024046i,0.054419-0.057019i,-0.015266-0.063481i,-0.055396-0.051177i,-0.048969-0.051646i,-0.028632-0.045031i,-0.0072212-0.020056i,0.004567-0.015467i,-0.010393-0.020026i,-0.02616-0.0061771i,-0.022975+0.0054276i
-0.0031664-0.040814i,-0.0071712-0.10215i,-0.0074087-0.19663i,0.012987-0.25826i,0.088589-0.22611i,0.19432-0.17701i,0.2202-0.17436i,0.14454-0.16534i,0.074402-0.11248i,0.057591-0.065848i,0.055712-0.059375i,0.051547-0.074129i,0.027995-0.084512i,-0.012556-0.053852i,-0.031406+0.0167i,-0.029381+0.075767i,-0.039442+0.094477i,-0.048352+0.07652i,-0.043235+0.039576i,-0.039098+0.015846i,-0.028918+0.015623i,-0.013625+0.016473i,-0.0083339+0.012504i
0.0034094+0.016227i,0.045417+0.044604i,0.15421+0.10578i,0.30527+0.17279i,0.32104+0.15117i,0.11903+0.054715i,-0.041991+0.034186i,-0.00081601+0.066439i,0.060986+0.031022i,0.033172-0.015122i,-0.013556-0.033119i,-0.069034-0.045691i,-0.11188-0.015i,-0.075526+0.041297i,0.014791+0.057572i,0.080302+0.0411i,0.09847+0.03883i,0.084818+0.046433i,0.056494+0.043687i,0.032945+0.035985i,0.024909+0.021641i,0.022829+0.0032305i,0.017428-0.0054607i
0.00041089-0.0085172i,-0.035251-0.010894i,-0.10459+0.033409i,-0.15033+0.12449i,-0.1196+0.1707i,-0.056686+0.11773i,-0.060634+0.027118i,-0.11603-0.029316i,-0.14024-0.022966i,-0.10571+0.0084582i,-0.065816+0.024375i,-0.050613+0.056043i,-0.013374+0.09665i,0.043634+0.071328i,0.064733-0.0087905i,0.060013-0.072669i,0.068894-0.099568i,0.075863-0.092922i,0.062789-0.065864i,0.041194-0.042503i,0.015901-0.031363i,-0.0040213-0.021094i,-0.0079324-0.010014i
-0.038018-0.0058068i,-0.081182-0.040496i,-0.13264-0.14766i,-0.14828-0.30809i,-0.087603-0.38144i,-0.01292-0.29729i,0.020963-0.1713i,0.022393-0.090473i,0.02722-0.042992i,0.036172-0.019481i,0.040732+0.0074237i,0.077411+0.033437i,0.11007+0.0052095i,0.068729-0.045685i,-0.0098268-0.054124i,-0.066479-0.035588i,-0.097723-0.038081i,-0.10505-0.054054i,-0.087527-0.051055i,-0.060933-0.033128i,-0.043737-0.010501i,-0.032472+0.006834i,-0.019751+0.011936i
0.010489+0.023481i,0.018549+0.06445i,0.048466+0.12286i,0.087609+0.12985i,0.048109+0.055736i,-0.074303+0.0085407i,-0.1335+0.052394i,-0.047885+0.089931i,0.047626+0.044388i,0.048829-0.010981i,0.03055-0.035856i,0.02987-0.077819i,0.0087947-0.10736i,-0.019119-0.063618i,-0.019178+0.01361i,-0.011153+0.059944i,-0.031328+0.081658i,-0.056859+0.094815i,-0.050987+0.088283i,-0.024152+0.063731i,0.0020996+0.038899i,0.015744+0.019136i,0.013502+0.002746i
0.0028901+0.018823i,0.016983+0.12389i,0.065068+0.32724i,0.14556+0.50667i,0.19578+0.4818i,0.17787+0.29261i,0.12847+0.1565i,0.066124+0.084847i,-0.0042603+0.026288i,-0.037208+0.011259i,-0.043182+0.0062941i,-0.075757-0.00074799i,-0.091636+0.02456i,-0.035008+0.050422i,0.044152+0.040397i,0.094172+0.023117i,0.12136+0.034654i,0.12722+0.052914i,0.10351+0.044549i,0.065002+0.019696i,0.037401-0.0034994i,0.021128-0.016597i,0.005935-0.01715i
0.015421+0.01698i,0.07476+0.012921i,0.15696-0.040163i,0.165-0.13865i,0.049174-0.17742i,-0.064702-0.07659i,-0.059074+0.035858i,-0.004527+0.061608i,0.014099+0.046038i,0.0074513+0.045141i,0.0086732+0.074162i,0.018332+0.10553i,0.02308+0.09826i,0.023117+0.042106i,0.017395-0.023765i,0.016374-0.064022i,0.038054-0.088312i,0.057744-0.098673i,0.044931-0.083646i,0.014755-0.055594i,-0.012033-0.031957i,-0.024655-0.012335i,-0.019204+0.0051344i
0.022488-0.026919i,0.069021-0.087374i,0.12828-0.21973i,0.14347-0.3461i,0.098272-0.31758i,0.068914-0.18424i,0.10467-0.10517i,0.13487-0.10515i,0.10164-0.096568i,0.067851-0.059081i,0.07806-0.040282i,0.10482-0.039672i,0.10704-0.044006i,0.065058-0.048307i,0.0083674-0.048979i,-0.041962-0.058118i,-0.087964-0.0727i,-0.10561-0.067532i,-0.080499-0.03972i,-0.040926-0.014948i,-0.01826-0.001122i,-0.010148+0.0070945i,-0.0025595+0.0066382i
0.0005997+0.0046541i,0.027689+0.020956i,0.084443+0.072417i,0.15692+0.12648i,0.21026+0.094809i,0.21875+0.0067464i,0.19596-0.063715i,0.13948-0.095273i,0.072311-0.090127i,0.034357-0.072452i,0.017499-0.074689i,-0.0012712-0.091024i,-0.013382-0.08219i,-0.013413-0.040773i,-0.018033+0.0035033i,-0.031+0.043959i,-0.044243+0.078034i,-0.046515+0.081981i,-0.030474+0.053092i,-0.012397+0.020166i,-0.0037112+0.0027559i,0.0023384-0.0048294i,0.0027054-0.012269i
0.01221-0.0092211i,0.014432-0.03196i,-0.0055111-0.053058i,-0.069136-0.018497i,-0.16077+0.060652i,-0.21741+0.08068i,-0.24438+0.052344i,-0.22151+0.049143i,-0.1453+0.055495i,-0.083227+0.054653i,-0.054012+0.052322i,-0.050302+0.041364i,-0.058864+0.030438i,-0.046581+0.032654i,-0.01597+0.047598i,0.025523+0.064661i,0.073911+0.067421i,0.091006+0.049173i,0.0582+0.0205i,0.010924+0.0066864i,-0.0092371+0.011821i,-0.0054981+0.013231i,-0.0026092+0.0079395i
-0.020628-0.025254i,-0.048786-0.077521i,-0.090821-0.16062i,-0.097749-0.21649i,-0.026766-0.18135i,0.062387-0.086i,0.11327-0.041978i,0.090098-0.05929i,0.030163-0.051521i,0.015437-0.025945i,0.029033-0.018377i,0.029114-0.0036502i,0.025655+0.018471i,0.034696+0.017482i,0.054358-0.0056739i,0.063299-0.043867i,0.049563-0.078682i,0.022977-0.077114i,0.00083343-0.037806i,0.001132+0.00022519i,0.011417+0.0085408i,0.0090105+0.0004716i,0.00041724-0.00051511i
-0.0073883+0.013546i,-0.0056226+0.026218i,0.040398+0.023762i,0.12584-0.022393i,0.16658-0.093453i,0.13803-0.14167i,0.091999-0.11499i,0.086832-0.041307i,0.099919-0.016296i,0.074288-0.032297i,0.0318-0.037831i,0.015605-0.030047i,0.022003-0.022892i,0.020202-0.029838i,0.0025065-0.041463i,-0.029318-0.037724i,-0.066401-0.024385i,-0.076869-0.010394i,-0.045091+0.0002833i,-0.0072139-0.0061581i,0.0019179-0.022756i,-0.0054161-0.023273i,-0.0073529-0.011497i
0.0004644-0.00039372i,-0.02379+0.034159i,-0.080393+0.11773i,-0.11006+0.21756i,-0.087326+0.22002i,-0.12155+0.11035i,-0.18859+0.027454i,-0.17629+0.008717i,-0.11507+0.0079005i,-0.065741+0.014219i,-0.035235+0.016505i,-0.021144+0.0047133i,-0.01806-0.0062213i,-0.023476+0.0014337i,-0.030969+0.026575i,-0.019611+0.05617i,0.0047428+0.074036i,0.01956+0.067706i,0.018864+0.038664i,0.0010663+0.0098373i,-0.017501+0.0033331i,-0.015983+0.0095016i,-0.0062727+0.0092947i
-0.011957+0.019165i,-0.027307+0.046565i,-0.038316+0.078976i,-0.045564+0.067312i,-0.042564+0.025119i,0.016182+0.036223i,0.083956+0.046425i,0.076719+0.0079316i,0.034441-0.027451i,0.011642-0.038713i,0.00082359-0.032646i,-0.0086338-0.017651i,-0.012458-0.00027093i,0.0047198+0.022846i,0.04174+0.029441i,0.072059+0.0047941i,0.079846-0.021142i,0.063887-0.027127i,0.031888-0.014807i,0.0090091+0.0075882i,0.0074699+0.021742i,0.012067+0.015863i,0.0092726+0.0016955i
0.023831+0.0097294i,0.077751+0.018675i,0.16533-0.0058974i,0.21791-0.079389i,0.15382-0.14237i,0.0030097-0.12421i,-0.070684-0.015178i,-0.013064+0.06899i,0.040349+0.060385i,0.016357+0.033437i,-0.013557+0.038962i,-0.0064974+0.046632i,0.011013+0.033088i,0.024438+0.0015276i,0.024015-0.032175i,2.5505e-05-0.049706i,-0.029662-0.050152i,-0.041017-0.037242i,-0.027198-0.021254i,-0.0036675-0.018924i,0.0043774-0.025512i,-0.003839-0.023424i,-0.010311-0.013272i
0.0061984-0.0022538i,0.041752+0.013045i,0.1188+0.063782i,0.19574+0.11073i,0.18129+0.10321i,0.097904+0.073909i,0.035972+0.037753i,-0.010449-0.0095679i,-0.051762-0.025291i,-0.038244+0.0096874i,0.013864+0.030672i,0.036067+0.016536i,0.030121+0.00067887i,0.014716-0.011646i,-0.0092771-0.0089114i,-0.026117+0.01595i,-0.028777+0.04163i,-0.019799+0.04935i,-0.0083552+0.032876i,-0.010392+0.010021i,-0.01967+0.0021055i,-0.021455+0.0055624i,-0.018416+0.011778i
0.0087724+0.0059776i,0.017363-0.0050773i,0.0031024-0.047648i,-0.055582-0.066008i,-0.073919-0.0011146i,0.024912+0.054627i,0.13017+0.03399i,0.14385-0.0077356i,0.11532-0.024785i,0.092637-0.034267i,0.069282-0.047406i,0.041517-0.050846i,0.014076-0.035074i,0.0028741-0.0048617i,0.018881+0.01418i,0.047935+0.010434i,0.068447+0.0026803i,0.064597-0.00047586i,0.037552+0.0053742i,0.016547+0.023722i,0.01488+0.035133i,0.018431+0.028889i,0.018968+0.015489i
0.0091249-0.019675i,0.019835-0.058789i,0.018768-0.11119i,0.0058322-0.15298i,-0.020754-0.16678i,-0.077259-0.11933i,-0.092149-0.031665i,-0.033539+0.031412i,0.0024731+0.03904i,-0.014961+0.019206i,-0.027441+0.0094715i,-0.017091+0.0045677i,-0.0035296-0.0056201i,0.0039778-0.017468i,0.0016762-0.035253i,-0.0071549-0.054484i,-0.0072152-0.064281i,0.0010461-0.057188i,0.01271-0.039925i,0.025307-0.033361i,0.02574-0.035658i,0.018292-0.02954i,0.015187-0.019105i
-0.0061065-0.00068746i,0.011523-0.00058975i,0.085662+0.0018156i,0.18666+0.001934i,0.22047+0.0032186i,0.18894-0.0078382i,0.13353-0.050623i,0.042561-0.10443i,-0.035815-0.097801i,-0.036375-0.039227i,-0.0081971-0.01003i,-0.0063872-0.003005i,-0.010534+0.0039267i,-0.012151-0.0034636i,-0.028582-0.0038873i,-0.051953+0.010985i,-0.064952+0.01755i,-0.05716+0.0081326i,-0.038337-0.011502i,-0.031737-0.028199i,-0.034594-0.028207i,-0.030828-0.019901i,-0.023569-0.015093i
-0.0061935-0.0019348i,-0.027799-0.0046406i,-0.091896+0.0014697i,-0.14718+0.038255i,-0.11662+0.055688i,-0.050397-0.0002981i,-0.017166-0.057627i,0.020613-0.048754i,0.07135-0.029509i,0.081447-0.032591i,0.059271-0.029668i,0.037024-0.019988i,0.012612-0.0034764i,-0.00085734+0.026117i,0.011588+0.053087i,0.032735+0.063637i,0.037303+0.058111i,0.015663+0.042709i,-0.014183+0.034237i,-0.026275+0.039438i,-0.017807+0.042669i,-0.0082057+0.030459i,-0.0085015+0.012249i
-0.012234-0.002513i,-0.0381+0.00058387i,-0.058468+0.0026105i,-0.069602-0.02082i,-0.089628-0.04966i,-0.10016-0.032558i,-0.095256+0.012632i,-0.087604+0.047267i,-0.074103+0.056144i,-0.057263+0.034483i,-0.041013+0.0057165i,-0.018563-0.009331i,0.0049363-0.01371i,0.021206-0.013409i,0.034663-0.019245i,0.045487-0.032475i,0.050194-0.035329i,0.044932-0.019172i,0.035748+0.0020832i,0.034496+0.0071428i,0.03278-0.0043903i,0.021486-0.0082667i,0.0099215+0.0018627i
0.0040686+0.013653i,0.033742+0.030276i,0.098809+0.024038i,0.17688-0.013312i,0.20758-0.043725i,0.15423-0.047393i,0.082976-0.035289i,0.03959-0.046474i,0.0052306-0.06268i,-0.012943-0.041984i,-0.017699-0.013275i,-0.025692+0.0007025i,-0.023068+0.00065242i,-0.010121-0.016237i,-0.011405-0.03159i,-0.028744-0.034325i,-0.041073-0.035735i,-0.030886-0.035595i,-0.010385-0.033793i,-0.0071948-0.036087i,-0.02012-0.032138i,-0.023612-0.018635i,-0.01098-0.0083674i
0.0020005+0.0037378i,0.0044685+0.026388i,-0.0021075+0.092227i,-0.0097265+0.1587i,-0.032578+0.1322i,-0.087639+0.042141i,-0.10836+0.0015042i,-0.035645+0.0079153i,0.044727-0.0034242i,0.05071-0.014099i,0.031471-0.0024036i,0.021727+0.0090794i,0.0062384+0.018301i,-0.0045091+0.033029i,-0.0019061+0.047155i,0.00046185+0.055873i,-0.010406+0.05383i,-0.027581+0.03731i,-0.037775+0.021228i,-0.038594+0.023689i,-0.028349+0.03424i,-0.012317+0.028141i,-0.0044741+0.007242i
-0.001377+0.0040894i,0.01325+0.011529i,0.034728-0.0012164i,0.025213-0.029721i,-0.0099435-0.016055i,-0.0091058+0.055652i,0.0068791+0.10686i,-0.03329+0.10477i,-0.082888+0.090524i,-0.071197+0.067121i,-0.032826+0.035354i,-0.0029555+0.014302i,0.018807+0.0076692i,0.034018+0.0056258i,0.047616-0.0021354i,0.059089-0.0079559i,0.061218+0.0033835i,0.047563+0.024657i,0.03335+0.037074i,0.035085+0.033428i,0.040972+0.018894i,0.031491+0.0052815i,0.0088172+0.0038388i
0.014707-0.0057851i,0.043867-0.031165i,0.087035-0.0849i,0.12706-0.15086i,0.13846-0.17374i,0.12644-0.11432i,0.12905-0.045418i,0.13826-0.038686i,0.11174-0.050905i,0.065988-0.027686i,0.039236+0.0041028i,0.026786+0.010451i,0.019546-0.0095631i,0.011861-0.040123i,-0.0032911-0.058897i,-0.013033-0.061375i,-0.0050355-0.054986i,0.01354-0.040623i,0.027606-0.028886i,0.027488-0.031246i,0.010695-0.037434i,-0.0067255-0.028579i,-0.0056287-0.0068061i
-0.0020535-0.0023397i,0.00039435+0.011254i,0.018002+0.059366i,0.035425+0.12089i,0.01588+0.12449i,-0.022158+0.048865i,-0.028604-0.022879i,0.010201-0.046271i,0.046011-0.049018i,0.045029-0.04102i,0.036801-0.033051i,0.026472-0.035603i,-0.00040208-0.028903i,-0.021973-0.0033129i,-0.02684+0.023046i,-0.027995+0.032651i,-0.029156+0.021759i,-0.023622-5.961e-05i,-0.0177-0.019434i,-0.023672-0.023713i,-0.030327-0.0079687i,-0.02186+0.0082112i,-0.001544+0.0054393i
-0.0011522+2.7302e-05i,0.001659-0.0048737i,-0.0083796-0.025878i,-0.037714-0.025861i,-0.042189+0.022763i,-0.0025309+0.065628i,0.0071351+0.060171i,-0.056376+0.048811i,-0.10432+0.05202i,-0.07678+0.032011i,-0.039982-0.0043587i,-0.032502-0.011293i,-0.022803+0.012661i,0.0009434+0.031323i,0.026853+0.029574i,0.042019+0.020463i,0.037241+0.017424i,0.01837+0.016682i,-0.0015464+0.015151i,-0.0066995+0.020062i,0.0068891+0.024046i,0.020387+0.015656i,0.013915-0.00054408i
0.00037424-0.01176i,-0.0029133-0.034902i,-0.0017584-0.081881i,0.01545-0.14824i,0.03424-0.19514i,0.035686-0.18505i,0.045054-0.13378i,0.083295-0.089955i,0.10013-0.065886i,0.065712-0.033053i,0.031754+0.010252i,0.029318+0.031502i,0.034704+0.017143i,0.025949-0.013104i,0.0073798-0.037385i,-0.0021951-0.046192i,0.0013871-0.043411i,0.0048012-0.03094i,0.0051859-0.012229i,0.0090999-0.0055201i,0.0099302-0.017515i,0.0011198-0.028051i,-0.010424-0.021337i
