-0.0001505+0.00087666i,0.0013719+0.0015368i,0.0018737+0.0019999i,0.0023833+0.0023973i,0.0020436+0.0025631i,-0.00049895+0.0023937i,-0.0013396+0.0016787i,0.00012089+0.0018987i,0.0013995+0.0023783i,0.0013803+0.0016748i,0.0011264+0.00030689i,0.0017134+0.00058727i,0.0012848+0.0011908i,0.00071452+0.00079834i,0.00047629+0.00078363i,0.0004823+0.00087045i,0.00022058+0.00074362i,0.0001665+2.433e-06i,0.00057042-0.0003767i,0.00067797-0.00023009i,5.3921e-05-0.00037101i,0.0001813-0.00079864i,0.00032359-0.0015891i
-0.0067777+0.0075556i,-0.0018321+0.029016i,0.025877+0.076623i,0.080589+0.12812i,0.11231+0.12286i,0.062798+0.05339i,0.0035113-0.0073457i,0.002178-0.034973i,0.0074405-0.039992i,0.0023084-0.027282i,0.0074768-0.026543i,0.0079242-0.041497i,-0.0017951-0.04155i,-0.010075-0.020459i,-0.018311+0.0035389i,-0.02869+0.01729i,-0.032326+0.015981i,-0.024512+0.005401i,-0.01363-0.0057654i,-0.011928-0.013221i,-0.021626-0.013047i,-0.028625-0.0035631i,-0.019719+0.0088723i
0.0043348+0.0093499i,0.0026876+0.014538i,-0.015993+0.024731i,-0.054117+0.043213i,-0.087067+0.069371i,-0.079102+0.097971i,-0.072754+0.097982i,-0.1091+0.078072i,-0.11225+0.061571i,-0.065711+0.030802i,-0.040675-0.0035168i,-0.044821-0.008682i,-0.038824+0.0093509i,-0.011128+0.02621i,0.020145+0.033339i,0.033716+0.031772i,0.024101+0.02681i,0.0067067+0.022026i,-0.0050984+0.018895i,-0.010448+0.020319i,-0.0062593+0.027058i,0.0057596+0.030713i,0.014065+0.019676i
-0.0030534-0.0050586i,-0.0010593-0.0088808i,0.0070929-0.0329i,0.013903-0.094595i,0.0029543-0.15978i,-0.024364-0.16622i,-0.017246-0.10279i,0.045743-0.041124i,0.08484-0.026722i,0.060659-0.013983i,0.035288+0.022979i,0.04066+0.043926i,0.04341+0.028274i,0.031781-0.0002705i,0.019574-0.021012i,0.016004-0.030284i,0.018716-0.029641i,0.017807-0.020159i,0.013487-0.0051717i,0.012567+0.0028501i,0.014683-0.0040054i,0.015068-0.017048i,0.0079091-0.024513i
0.0038937+0.010888i,0.027651+0.025057i,0.089518+0.044407i,0.17344+0.055445i,0.20883+0.049458i,0.17395+0.034494i,0.11803+0.012956i,0.064857-0.011976i,0.018433-0.022966i,-0.0023896-0.014838i,0.0032379-0.015726i,0.0062443-0.027328i,0.00075654-0.028766i,-0.004885-0.024081i,-0.013112-0.017562i,-0.020858-0.0092482i,-0.019933-0.0035135i,-0.011679-0.0033622i,-0.0024758-0.0081167i,0.0021878-0.011956i,-0.0028456-0.01337i,-0.013966-0.012337i,-0.022505-0.0057427i
0.010044-0.00071713i,0.016045-0.0021815i,-0.0012731-0.00033629i,-0.059324+0.025819i,-0.10935+0.081279i,-0.1115+0.1142i,-0.090523+0.10188i,-0.073162+0.070185i,-0.058232+0.040656i,-0.032923+0.016347i,-0.01953-0.0019669i,-0.025113-0.0051235i,-0.025394+0.004769i,-0.013124+0.016586i,0.0030747+0.022782i,0.0093547+0.022056i,0.00079243+0.021061i,-0.011558+0.02036i,-0.016122+0.016012i,-0.013076+0.012716i,-0.0097027+0.016817i,-0.0074164+0.024998i,-0.0029042+0.02803i
-0.0089261-0.0016314i,-0.011162-0.0097325i,-0.016898-0.025101i,-0.027769-0.058757i,-0.039102-0.10846i,-0.041678-0.11236i,-0.0080517-0.058445i,0.045604-0.013948i,0.066717-0.0043443i,0.046734+0.00030997i,0.034722+0.014967i,0.043247+0.018762i,0.039091+0.0067815i,0.025508-0.00021599i,0.020223-0.0012313i,0.021819-0.0032316i,0.027923-0.0013993i,0.030648+0.0039689i,0.02501+0.0069919i,0.017575+0.0027177i,0.014752-0.0043756i,0.017398-0.0061767i,0.020413-0.0060154i
0.0078118+0.0039647i,0.031293+0.0080021i,0.09067+0.0067153i,0.17547-0.0092166i,0.22552-0.029672i,0.21236-0.043324i,0.16126-0.052943i,0.095627-0.056688i,0.036514-0.040805i,0.011595-0.018775i,0.011039-0.016995i,0.0046065-0.023658i,-0.0016694-0.019619i,-0.0012438-0.015029i,-0.0041505-0.014049i,-0.0036203-0.011954i,0.0075016-0.013861i,0.019807-0.018812i,0.022335-0.019361i,0.014348-0.015948i,0.0046923-0.014351i,-0.0012282-0.017816i,-0.0044473-0.01837i
-0.0022003-0.0093169i,-0.0049615-0.016787i,-0.025016-0.0032172i,-0.065949+0.049763i,-0.09962+0.10055i,-0.10086+0.088965i,-0.083764+0.024886i,-0.068938-0.024686i,-0.043789-0.035679i,-0.017818-0.027191i,-0.015781-0.016119i,-0.023809-0.0056716i,-0.021086+0.0050652i,-0.0096844+0.011529i,0.0022165+0.010284i,0.0041221+0.002662i,-0.011631-0.0085515i,-0.030136-0.015898i,-0.033293-0.014462i,-0.024582-0.0061015i,-0.017279+0.0013444i,-0.015273+0.0047069i,-0.012674+0.0042194i
-0.0063394+0.0059284i,-0.019366+0.013626i,-0.023485+0.011081i,-0.02059-0.015975i,-0.039064-0.04191i,-0.060352-0.027002i,-0.049347+0.022925i,-0.013179+0.054354i,0.0037589+0.042133i,-0.00035067+0.020579i,0.0065399+0.012949i,0.018214+0.0082629i,0.018588+0.0030892i,0.016861+0.0026107i,0.018791+0.00082971i,0.016699-0.00095301i,0.010237+0.005816i,0.0025997+0.013232i,-0.0040043+0.012298i,-0.0063421+0.0052159i,-0.0044243-0.00049247i,-0.0014232+0.0025357i,0.0016461+0.0057156i
0.01064-0.002791i,0.03806-0.0052563i,0.082997-0.027234i,0.13565-0.069504i,0.1763-0.10385i,0.16091-0.11176i,0.10383-0.085544i,0.056635-0.043557i,0.028691-0.011354i,0.017337+6.6083e-05i,0.014742-0.0037997i,0.010777-0.0076796i,0.009431-0.0061423i,0.0075175-0.0068726i,-0.00053439-0.0072878i,-0.0019918-0.0032403i,0.010447+0.0019551i,0.022851+0.0076741i,0.022208+0.011915i,0.011881+0.010917i,0.0022531+0.0062479i,0.00024104+0.001016i,0.00061715-0.0012713i
-0.011858-0.0043833i,-0.026199-0.0021811i,-0.04833+0.025537i,-0.061646+0.08508i,-0.062457+0.11708i,-0.057618+0.073732i,-0.047824-0.0076338i,-0.030311-0.066244i,-0.010885-0.074857i,-0.002885-0.048084i,-0.0062322-0.019589i,-0.0105-0.0040361i,-0.0080065-0.00051596i,-0.0023491-0.0018001i,0.0026809-0.0031856i,0.0016934-0.0086921i,-0.008449-0.017742i,-0.016963-0.021238i,-0.014905-0.012619i,-0.0075193-0.0001591i,-0.0022317+0.0056232i,0.000302+0.002202i,-0.00016738-0.0060509i
0.0064781+0.011817i,0.017328+0.031539i,0.031393+0.037992i,0.029046+0.010884i,-0.0031442-0.0041946i,-0.043009+0.050795i,-0.045004+0.12402i,-0.028567+0.13175i,-0.024777+0.085902i,-0.02029+0.040988i,-0.0096969+0.016664i,-0.0013441+0.0057414i,0.00079625+0.001464i,0.0038798-0.0014446i,0.0092641-0.0070602i,0.0075678-0.008407i,0.00095888-0.0012536i,-0.002094+0.0041876i,0.00036454-0.00014841i,0.0059042-0.0070971i,0.0098899-0.007732i,0.007173-0.0036433i,-0.00064669-0.00016464i
0.0070359-0.013798i,0.022673-0.040344i,0.044314-0.078237i,0.063787-0.115i,0.072002-0.1373i,0.070578-0.12278i,0.064621-0.072975i,0.063374-0.013906i,0.055047+0.016344i,0.034557+0.015767i,0.024857+0.0059016i,0.021038-0.0021012i,0.013144-0.0024202i,0.0011101-6.6268e-05i,-0.012961+0.0038535i,-0.016583+0.011987i,-0.0037426+0.019857i,0.010906+0.021402i,0.013402+0.013103i,0.0060874+0.00060438i,-0.0011908-0.0066236i,-0.0054096-0.0049839i,-0.0074663+0.0039853i
-0.010383+0.008928i,-0.027743+0.031358i,-0.03679+0.078694i,-0.01518+0.12982i,0.021622+0.12219i,0.038018+0.023171i,0.02933-0.09197i,0.018766-0.14635i,0.013925-0.13213i,0.0083986-0.081207i,0.0011799-0.036119i,-0.00018988-0.015795i,-0.00041267-0.010117i,-0.0027855-0.0019861i,-0.00020822+0.0097665i,0.0052618+0.013516i,0.0045375+0.0046461i,-0.0019342-0.0049402i,-0.0083754-0.0048999i,-0.01107+0.00012028i,-0.012322+0.0022572i,-0.009656+0.0019847i,-0.00018385+0.00073725i
0.015192-7.7787e-05i,0.047501+0.0020877i,0.081652-0.014393i,0.063499-0.042774i,-0.01479-0.018158i,-0.064478+0.088146i,-0.050643+0.16872i,-0.042936+0.14721i,-0.052814+0.0921i,-0.041233+0.055882i,-0.0199+0.029786i,-0.015776+0.015398i,-0.013953+0.012731i,0.00071502+0.0096625i,0.01832+0.0023176i,0.026-0.0051912i,0.02135-0.0092033i,0.012759-0.011784i,0.0060548-0.011334i,0.0039594-0.0054684i,0.0070607+0.0032318i,0.011087+0.006319i,0.011842+6.302e-05i
-0.0078386-0.012883i,-0.025736-0.038003i,-0.04735-0.067392i,-0.043851-0.072436i,-0.0011957-0.064659i,0.030315-0.076083i,0.036755-0.057567i,0.057862+0.0047766i,0.074872+0.032978i,0.05953+0.019574i,0.035062+0.0067649i,0.022911+0.0017404i,0.016931+0.0036892i,0.012001+0.0060096i,0.0049498+0.0044596i,-0.0016769+0.0040278i,-0.0023162+0.0052034i,-0.0018269+0.0059715i,-0.0022655+0.0063796i,-0.0014831+0.0026341i,-0.0017757-0.0055019i,-0.0059105-0.0099377i,-0.012218-0.0075546i
0.0028507+0.018482i,0.012455+0.056145i,0.042802+0.10838i,0.097372+0.1245i,0.12979+0.057548i,0.10599-0.06061i,0.058302-0.15921i,0.020467-0.19602i,0.00015105-0.16441i,-0.0071343-0.10071i,-0.0035451-0.051338i,0.0025044-0.027437i,0.0057299-0.018957i,0.005735-0.01323i,0.0072533-0.0040666i,0.010422+0.0022046i,0.0064678+0.00065589i,-0.002844-0.00021847i,-0.0074429+0.0044167i,-0.008296+0.0061937i,-0.011116+0.0021782i,-0.01335+0.0011891i,-0.0095943+0.0056727i
0.010187-0.015365i,0.029977-0.048629i,0.036742-0.096734i,-0.0081397-0.11707i,-0.081714-0.050041i,-0.11873+0.080821i,-0.11002+0.16044i,-0.10029+0.14993i,-0.089529+0.10755i,-0.052548+0.06942i,-0.02124+0.040176i,-0.011057+0.024515i,-0.004097+0.01496i,0.0069692+0.0027017i,0.019019-0.012236i,0.023332-0.022454i,0.018018-0.021688i,0.010975-0.013135i,0.0085074-0.004422i,0.0081699+0.0021125i,0.0075351+0.010669i,0.01145+0.015843i,0.016695+0.010167i
-0.017069+0.0048654i,-0.05155+0.016919i,-0.079043+0.042183i,-0.052824+0.060777i,0.0097152+0.038132i,0.051823+0.0050086i,0.073864+0.021062i,0.10712+0.055891i,0.11554+0.049327i,0.074023+0.022044i,0.036241+0.0069243i,0.020173-0.00084861i,0.010551-0.003444i,0.0032312-0.0055989i,-0.0086231-0.011521i,-0.02077-0.012356i,-0.022876-0.0050339i,-0.013581+0.0038437i,-0.0020329+0.0054653i,0.0030596+0.00090116i,0.0058185-0.0031439i,0.0068556-0.0090067i,0.0011225-0.014249i
0.018564+0.0061799i,0.06125+0.026459i,0.12886+0.042226i,0.17942+0.015942i,0.16653-0.051687i,0.10454-0.13371i,0.045426-0.19076i,0.0080752-0.19929i,-0.012583-0.1602i,-0.016453-0.10016i,-0.011593-0.057207i,-0.0063483-0.035077i,-0.0069807-0.023031i,-0.013073-0.011596i,-0.015809+0.002126i,-0.012568+0.013i,-0.0044569+0.014873i,0.0030022+0.0062429i,0.0047343-0.0023478i,0.0042282-0.0061107i,0.0011609-0.012559i,-0.0061103-0.015661i,-0.01243-0.0090823i
-0.011678-0.016183i,-0.030654-0.052812i,-0.071236-0.10374i,-0.14076-0.10875i,-0.19979-0.023522i,-0.19419+0.095285i,-0.1503+0.14811i,-0.1256+0.1306i,-0.098501+0.10053i,-0.049071+0.071577i,-0.012696+0.045087i,-0.0028522+0.029132i,-0.00021349+0.019989i,0.0057909+0.012625i,0.013734+0.0068794i,0.021141+0.0019699i,0.022188-0.0028055i,0.015519-0.0066817i,0.0069896-0.0099415i,-0.00046757-0.009547i,-0.0066043-0.0023839i,-0.0082315+0.0086047i,-0.0050284+0.014883i
-0.0044564+0.02328i,-0.0064531+0.067752i,0.00048245+0.13068i,0.051267+0.16395i,0.13432+0.1288i,0.17028+0.061873i,0.16242+0.043461i,0.16232+0.054369i,0.13932+0.033759i,0.080659+0.0088508i,0.035582+0.0041956i,0.019748+0.00246i,0.012181+0.001509i,0.0054317+0.0010235i,-0.0038886-0.0027092i,-0.013869-0.0058597i,-0.017315-0.0059648i,-0.016834-0.0020397i,-0.01529+0.0021276i,-0.012807+0.0041365i,-0.0073562+0.0075355i,0.00056107+0.0083035i,0.0058596+0.0052957i
0.014785-0.013954i,0.058228-0.039251i,0.12218-0.074169i,0.15547-0.11524i,0.11679-0.15797i,0.046496-0.17636i,0.0060797-0.17547i,-0.01396-0.1653i,-0.029169-0.12992i,-0.032333-0.080777i,-0.02412-0.047054i,-0.017529-0.030677i,-0.015026-0.016626i,-0.013009+0.00016045i,-0.0099578+0.017127i,-0.0045748+0.025725i,0.0017836+0.01917i,0.0036824+0.0068789i,0.00064241+0.0026663i,0.00089099+0.0026081i,0.006153-0.0026882i,0.0099698-0.0096675i,0.0090141-0.01201i
-0.019155+0.00058375i,-0.063354-0.0035417i,-0.13577-0.008559i,-0.20676+0.010321i,-0.23749+0.063188i,-0.21846+0.10833i,-0.17826+0.11239i,-0.13757+0.098924i,-0.087467+0.087333i,-0.031829+0.066556i,-0.00027647+0.040123i,0.0065333+0.025106i,0.0098789+0.018013i,0.019246+0.012887i,0.034503+0.0094645i,0.043084+0.0052729i,0.035809+0.0027531i,0.020554+0.0030801i,0.0093224+0.0023315i,0.0032592-0.00099871i,-0.0048162-0.003856i,-0.012597-0.0046535i,-0.014816-0.0034812i
0.019731+0.011854i,0.057368+0.043889i,0.12531+0.095297i,0.20895+0.11869i,0.26567+0.080934i,0.26704+0.031321i,0.22797+0.020022i,0.1821+0.021938i,0.13136+0.0039813i,0.073624-0.0072643i,0.036615-0.00078316i,0.023818+0.001633i,0.019031-0.0011447i,0.017086-0.0085232i,0.012459-0.021878i,0.0034679-0.030962i,-0.0053856-0.027092i,-0.0089065-0.012397i,-0.0076272+0.00070653i,-0.0069232+0.0062216i,-0.0080558+0.010597i,-0.0080131+0.014771i,-0.0051784+0.014267i
-0.0035575-0.021266i,-0.0042858-0.063932i,0.0055196-0.13655i,0.0067203-0.19695i,-0.020375-0.19739i,-0.05415-0.15812i,-0.05568-0.12023i,-0.035407-0.10473i,-0.033867-0.086061i,-0.034601-0.052732i,-0.02317-0.031889i,-0.015702-0.024942i,-0.015448-0.01835i,-0.017491-0.0087962i,-0.019162-0.00010602i,-0.02031+0.0034515i,-0.017556+0.001508i,-0.0093417-0.0024158i,-0.0017541-0.0013062i,0.0045564+0.0024229i,0.012692+0.0028184i,0.020184+0.00030673i,0.020347-0.0030574i
-0.0068612+0.020802i,-0.031379+0.057705i,-0.085901+0.10592i,-0.15106+0.14068i,-0.18937+0.14735i,-0.18969+0.12629i,-0.16373+0.089569i,-0.12565+0.069076i,-0.069471+0.063572i,-0.020207+0.04239i,-0.0024642+0.019805i,0.0017958+0.011555i,0.0044222+0.0080719i,0.0076376+0.0062418i,0.015069+0.0070068i,0.021937+0.01098i,0.021664+0.015501i,0.016236+0.014743i,0.011381+0.0067247i,0.008367-0.0037759i,0.0032683-0.011599i,-0.0025252-0.016058i,-0.0062436-0.014998i
0.019687-0.0085836i,0.066995-0.018134i,0.14647-0.019783i,0.23517-0.012273i,0.29735-0.015409i,0.29307-0.029795i,0.22698-0.018669i,0.15506+0.00083467i,0.099353-0.0068916i,0.054527-0.013084i,0.030948-0.0054637i,0.021687-0.0011413i,0.015972-0.0021038i,0.013029-0.0086718i,0.0087989-0.019446i,0.0041023-0.025801i,0.002189-0.022728i,0.0020954-0.013665i,0.00055237-0.0075555i,-0.0027136-0.0052094i,-0.0068234-0.0015796i,-0.012217+0.0027057i,-0.014106+0.0066578i
-0.021767-0.0025164i,-0.055493-0.019152i,-0.093872-0.054333i,-0.11415-0.099988i,-0.12387-0.12331i,-0.12131-0.088382i,-0.075123-0.043914i,-0.026906-0.041923i,-0.024447-0.043481i,-0.028992-0.023329i,-0.017368-0.011732i,-0.011189-0.013275i,-0.013469-0.010951i,-0.01777-0.0042853i,-0.02445+0.0024225i,-0.029103+0.0034383i,-0.025056-0.0022968i,-0.015957-0.0082038i,-0.0088625-0.0078801i,-0.0038757-0.0029015i,0.0021369+0.0021614i,0.0085511+0.0062959i,0.011985+0.0080839i
0.013764+0.014449i,0.031537+0.053648i,0.035863+0.11232i,-0.0060639+0.15806i,-0.075777+0.16542i,-0.10858+0.12292i,-0.10494+0.058767i,-0.08196+0.03241i,-0.041246+0.034993i,-0.013476+0.024406i,-0.010862+0.011357i,-0.01053+0.010304i,-0.0070789+0.011755i,-0.0030394+0.016174i,0.0050155+0.023037i,0.012239+0.028959i,0.012356+0.029024i,0.0068376+0.020509i,0.00037795+0.0093281i,-0.0032605-1.2742e-05i,-0.0037836-0.0057996i,-0.0013393-0.0088797i,0.0020507-0.0097022i
-3.7709e-06-0.018317i,0.014259-0.054513i,0.064237-0.092606i,0.15474-0.099472i,0.23897-0.089465i,0.24255-0.08256i,0.17023-0.046675i,0.10348-0.0065992i,0.068925-0.0075742i,0.0442-0.01529i,0.027677-0.0060169i,0.020959+0.00096148i,0.019762+0.0020543i,0.020954-0.0017939i,0.022286-0.010034i,0.024236-0.016125i,0.022379-0.016381i,0.014722-0.011192i,0.0057763-0.004838i,-0.0014506+0.0001284i,-0.0057974+0.0016312i,-0.0094286-0.0017348i,-0.011919-0.0049851i
-0.012461+0.016573i,-0.035457+0.041965i,-0.067225+0.046653i,-0.10095+0.00048804i,-0.13163-0.039697i,-0.12392-0.016138i,-0.053924+0.013805i,0.0021668-0.0077385i,-0.0063136-0.02245i,-0.013612-0.0043318i,0.003273+0.00060693i,0.0077298-0.0088i,0.00081577-0.013566i,-0.0036951-0.011392i,-0.0083926-0.0064821i,-0.014615-0.0072829i,-0.017495-0.012082i,-0.013858-0.011403i,-0.0067508-0.005309i,-0.0017331+0.0015433i,0.0013352+0.0069061i,0.0013292+0.0097881i,-0.0011503+0.0094285i
0.019319-0.0042392i,0.056672-0.0056826i,0.081032+0.011867i,0.050252+0.065311i,-0.001452+0.10891i,-0.031544+0.077147i,-0.051963+0.0066614i,-0.056222-0.012533i,-0.027584+0.0048711i,-0.0086221+0.0050146i,-0.014226+0.00068495i,-0.015495+0.0052613i,-0.012595+0.011515i,-0.0083377+0.018375i,-0.00069282+0.024051i,0.0026388+0.02869i,0.00064881+0.029131i,-0.0039118+0.023158i,-0.0056703+0.014718i,-0.0028209+0.0069561i,-0.00035093+0.0021252i,0.0031982+0.0018206i,0.0057602+0.0025346i
-0.017908-0.004887i,-0.040521-0.022685i,-0.033474-0.040879i,0.055532-0.056148i,0.16244-0.083815i,0.16234-0.094629i,0.087258-0.047721i,0.046246+0.00099829i,0.03638-0.0053419i,0.02306-0.018595i,0.015769-0.0078428i,0.015963+0.0028351i,0.019084+0.0051022i,0.02373-0.00034616i,0.027916-0.010446i,0.030706-0.015286i,0.028616-0.012937i,0.020588-0.0068621i,0.011372-0.0028501i,0.0053836-0.0029728i,0.0024632-0.0048168i,0.00043369-0.0084369i,-0.00025325-0.0096537i
0.0089174+0.017331i,0.025115+0.046343i,0.031674+0.058496i,-0.015567+0.013683i,-0.1002-0.031358i,-0.11652+0.0051931i,-0.037585+0.039644i,0.014739+0.0091573i,-0.0023098-0.0054991i,-0.0074028+0.0075077i,0.01083-0.00024527i,0.01485-0.017614i,0.0072185-0.025535i,-0.00054198-0.025112i,-0.0059595-0.021161i,-0.010281-0.020529i,-0.011056-0.019404i,-0.0052962-0.012784i,0.00042068-0.0055079i,0.0012196-0.00090009i,0.00010027+0.0008512i,-0.0022182+0.00033878i,-0.0048121-0.00030052i
0.0010443-0.018009i,0.0070984-0.046535i,0.0094846-0.056244i,-0.0014178+0.0035253i,-0.007467+0.08198i,0.006069+0.059161i,-0.010281-0.018066i,-0.035574-0.027693i,-0.016692-0.0031161i,-0.0042551-0.0022762i,-0.015345-0.0031933i,-0.020873+0.0050158i,-0.019452+0.013297i,-0.014097+0.019341i,-0.010286+0.022284i,-0.010734+0.024529i,-0.011361+0.022278i,-0.0099443+0.014127i,-0.0059055+0.0068713i,-0.00098386+0.0028599i,-4.6938e-05+0.0019611i,-0.0012034+0.0050731i,-0.00076355+0.0072453i
-0.010142+0.014161i,-0.028809+0.040644i,-0.017252+0.058888i,0.06252+0.026217i,0.138-0.044928i,0.10085-0.073648i,0.02396-0.021142i,0.013961+0.020935i,0.0219+0.0012386i,0.0096397-0.011876i,0.0042255+0.0036346i,0.0095107+0.015305i,0.015006+0.013081i,0.018475+0.0034324i,0.020853-0.005132i,0.023439-0.0081951i,0.022417-0.0056714i,0.01678-0.0025997i,0.0090716-0.0039849i,0.0028012-0.0081295i,-0.00025498-0.0098233i,0.00018084-0.0087743i,0.002145-0.0063112i
0.020106-0.0010097i,0.057539-0.0075155i,0.074011-0.033618i,0.0046143-0.066496i,-0.096311-0.049892i,-0.09372+0.015727i,-0.00056369+0.038028i,0.038005+0.0068104i,0.010771+0.00051851i,0.0061763+0.01196i,0.020912-0.0028128i,0.018238-0.022999i,0.0046926-0.028678i,-0.0046052-0.026931i,-0.0072396-0.022536i,-0.0071736-0.020577i,-0.0030902-0.018728i,0.001208-0.013809i,0.00059922-0.0087152i,-0.0022517-0.0031438i,-0.0036112+2.7003e-05i,-0.0036996-0.001385i,-0.0038141-0.0044091i
-0.017116-0.010975i,-0.047518-0.023142i,-0.081791-0.0042354i,-0.064417+0.072451i,0.010776+0.11824i,0.049443+0.055467i,0.010469-0.023829i,-0.020594-0.031481i,-0.0055081-0.013164i,-0.0010582-0.013815i,-0.016479-0.011748i,-0.021533-0.00014737i,-0.018037+0.011423i,-0.013681+0.018878i,-0.012776+0.022179i,-0.016466+0.023271i,-0.018254+0.01771i,-0.016933+0.0088572i,-0.011762+0.0057997i,-0.0045431+0.0053902i,-0.0012307+0.0060637i,-0.0024198+0.0069661i,-0.0035938+0.0061252i
0.0074177+0.018957i,0.030156+0.05342i,0.088604+0.077296i,0.16358+0.023472i,0.1678-0.075658i,0.073343-0.090058i,-0.0038445-0.020273i,-0.0046878+0.014341i,0.0042419-0.0053353i,-0.003778-0.0069503i,0.0007685+0.015526i,0.012631+0.024354i,0.018594+0.017408i,0.020037+0.0094554i,0.019809+0.0069339i,0.021035+0.0078451i,0.019044+0.0089024i,0.011702+0.007407i,0.0043145+0.0020724i,2.8902e-05-0.0034102i,-0.00019845-0.0060945i,0.0012041-0.0053776i,0.0013333-0.0029152i
0.0080692-0.01825i,0.01612-0.0575i,0.0023031-0.11394i,-0.074902-0.13306i,-0.15843-0.074198i,-0.11619+0.013526i,-0.00040399+0.032284i,0.037482+0.0036777i,0.014475+0.0065398i,0.014261+0.014615i,0.024253-0.0058188i,0.016564-0.026259i,0.0038771-0.028011i,-0.00091211-0.020668i,0.0029827-0.016741i,0.0082009-0.018309i,0.010641-0.016878i,0.0098296-0.010588i,0.0039163-0.0040574i,-0.0027037+7.9855e-05i,-0.0047183+0.0010756i,-0.0039603-0.00078476i,-0.0025787-0.0020937i
-0.014386+0.012256i,-0.043609+0.040326i,-0.066566+0.094861i,-0.028388+0.16452i,0.05808+0.18024i,0.093318+0.079373i,0.037897-0.019035i,-0.010743-0.021415i,-0.0036994-0.00964i,-0.0034754-0.018328i,-0.019418-0.015517i,-0.024265-0.0020946i,-0.018755+0.0083962i,-0.010575+0.011845i,-0.0092863+0.011491i,-0.013559+0.0099096i,-0.016719+0.004463i,-0.015663-0.00025372i,-0.0085579+0.0022089i,0.00059625+0.0068424i,0.0031279+0.0074339i,-0.00028029+0.0060264i,-0.0019305+0.0035877i
0.017349+0.0027912i,0.065859+0.0041127i,0.14413-0.015164i,0.19872-0.087092i,0.16391-0.16192i,0.041347-0.13039i,-0.034905-0.030688i,-0.016188+0.0066186i,-0.0011783-0.0075836i,-0.0055833+0.0016412i,0.0055009+0.024001i,0.021184+0.026947i,0.026015+0.016307i,0.022634+0.0084138i,0.020224+0.0074568i,0.019362+0.010151i,0.015134+0.013338i,0.0094457+0.013851i,0.006816+0.0085322i,0.0060789+0.00033071i,0.0039356-0.0034405i,0.0026959-0.0030489i,0.0014491-0.0019538i
-0.01212-0.013603i,-0.041515-0.043219i,-0.10751-0.083671i,-0.19779-0.077429i,-0.22846-0.0074067i,-0.13276+0.049317i,-0.0061555+0.035451i,0.030481+0.0036027i,0.018033+0.0060734i,0.023051+0.0059923i,0.0267-0.014659i,0.013851-0.027718i,0.0027895-0.024191i,0.0031151-0.018585i,0.0091972-0.019998i,0.012973-0.023434i,0.014479-0.019919i,0.013178-0.012368i,0.0072853-0.0069191i,-0.00018502-0.0036472i,-0.0025902-0.0030373i,-0.0006778-0.003365i,-0.00052913-0.0021799i
0.0016768+0.016878i,0.0064694+0.06191i,0.030148+0.14966i,0.10072+0.21969i,0.17045+0.18325i,0.14752+0.072159i,0.060102-0.0017709i,0.0087194-0.009872i,0.0019153-0.00917i,-0.011031-0.018818i,-0.027242-0.015462i,-0.027479-0.0038541i,-0.019751+0.0030176i,-0.015732+0.0040919i,-0.016531+0.0017428i,-0.018825-0.00094641i,-0.018945-0.0053336i,-0.014725-0.0072584i,-0.0073728-0.0038675i,-0.00090974-0.00095855i,0.00030499+0.00036156i,-0.0020025+0.001511i,-0.0024537+0.0017492i
0.010365-0.015237i,0.042437-0.047545i,0.099737-0.11802i,0.12587-0.21047i,0.064528-0.23829i,-0.019912-0.15496i,-0.04601-0.045157i,-0.022905-0.0049676i,-0.0070016-0.0099549i,-0.0053214+0.0040161i,0.0070746+0.024575i,0.019254+0.024855i,0.018998+0.013612i,0.013075+0.0065833i,0.009115+0.0088053i,0.0083843+0.015754i,0.0068003+0.019784i,0.0047349+0.015739i,0.0028467+0.0063591i,0.00013115-0.00048964i,-0.00083057-0.0021823i,0.0016408+0.00024744i,0.0032358+0.0011564i
-0.01417+0.0056783i,-0.055299+0.0094422i,-0.13764+0.020812i,-0.22224+0.057911i,-0.22235+0.10472i,-0.11959+0.10225i,-0.010839+0.048237i,0.021494+0.0076598i,0.014629+0.0053263i,0.020634+0.00024044i,0.021567-0.01867i,0.0082696-0.024606i,-0.00040197-0.016116i,0.00090313-0.010834i,0.0055754-0.0122i,0.009169-0.013678i,0.011117-0.011618i,0.008007-0.0082343i,0.00093384-0.0050801i,-0.0042375-0.0028589i,-0.0046474-0.00343i,-0.0019814-0.0054366i,-0.00070632-0.0058027i
0.013779+0.0078738i,0.051676+0.036795i,0.12501+0.090767i,0.21486+0.13523i,0.25635+0.11874i,0.19604+0.039539i,0.085167-0.015439i,0.020888-0.010131i,0.0044263-0.0029423i,-0.013094-0.0069125i,-0.026479-0.001542i,-0.024221+0.0052334i,-0.017992+0.0066163i,-0.014164+0.0071074i,-0.014632+0.0063026i,-0.016467+0.0011619i,-0.014743-0.0067799i,-0.0096013-0.0083751i,-0.0036028-0.0028055i,0.00029995+0.0015995i,-0.0014995+0.0022269i,-0.0068437+0.0011455i,-0.0093466+0.0003032i
