2.1875e-05+6.8978e-06i,-0.00062752+1.4062e-05i,-0.0017547+0.00090251i,-0.0010964+0.0015697i,-0.00043728+0.0022015i,-8.3331e-05+0.0023419i,-0.00084879+0.0020881i,-0.0004232+0.0020591i,0.0011401+0.0013363i,0.0016416+0.0006724i,0.00091845-0.00030569i,-0.00024462-0.00094535i,-0.0010237-0.00081078i,-0.000741-0.00059872i,-0.00032015-0.00034267i,-0.00061375-0.00014944i,-0.0011955+0.00037572i,-0.001678+4.7611e-06i,-0.00072718-0.00073028i,0.00014833-0.00063038i,-0.00017724-0.0001713i,0.00023793+0.00062858i,-9.1034e-05+0.00069342i
-0.010835-0.0094869i,-0.034669-0.0079124i,-0.068886+0.044399i,-0.075714+0.12899i,-0.043285+0.11781i,-0.00083266-0.012001i,-0.0010552-0.10258i,-0.01046-0.07081i,0.013016-0.014039i,0.022557-0.0091236i,0.0056159-0.010661i,-0.0022299+0.0045745i,-0.0072684+0.012667i,-0.013237+0.015833i,0.0062679+0.022328i,0.043555+0.022844i,0.074608+0.011002i,0.086567-0.0049897i,0.069721-0.020196i,0.040017-0.034458i,0.018654-0.041925i,0.0051397-0.036724i,0.00099224-0.023469i
-0.0036543+0.018041i,-0.017583+0.04735i,-0.063815+0.068694i,-0.12947+0.073135i,-0.14727+0.075578i,-0.12651+0.073818i,-0.13009+0.085434i,-0.13234+0.1341i,-0.075431+0.16154i,-0.010202+0.12251i,-0.0014141+0.076868i,-0.0084304+0.067258i,0.0069844+0.06742i,0.020896+0.054795i,0.01826+0.02601i,0.0033856-0.0071864i,-0.01348-0.02625i,-0.020529-0.029418i,-0.019253-0.022361i,-0.022564-0.015077i,-0.029318-0.0098643i,-0.023737-0.0020786i,-0.010169+0.0017611i
0.0021898-0.021569i,-0.006095-0.069623i,-0.034512-0.13219i,-0.079027-0.15258i,-0.087787-0.093507i,-0.0073802-0.0040169i,0.078895+0.0071808i,0.056708-0.046098i,-0.018754-0.059988i,-0.042997-0.033917i,-0.02347-0.025119i,-0.01093-0.030872i,-0.00848-0.030599i,-0.0086346-0.027412i,-0.023907-0.016041i,-0.043414+0.010917i,-0.049519+0.04348i,-0.044708+0.064708i,-0.031867+0.065763i,-0.01478+0.058674i,0.00042288+0.049533i,0.0070757+0.030248i,0.0010139+0.0125i
-0.00061662+0.013078i,0.0099605+0.026212i,0.040785+0.0072778i,0.064491-0.051922i,0.029565-0.078998i,-0.063908-0.044713i,-0.10923-0.018894i,-0.081702-0.045685i,-0.059069-0.067117i,-0.049597-0.047425i,-0.038715-0.030619i,-0.033829-0.028911i,-0.040879-0.02353i,-0.045368-0.0064958i,-0.027435+0.010382i,0.001625+0.010653i,0.020897-0.0021772i,0.026819-0.010838i,0.026161-0.010519i,0.028912-0.010952i,0.030023-0.015187i,0.01749-0.011819i,0.0037536+0.00070417i
0.011894-0.014738i,0.042768-0.041137i,0.098554-0.074854i,0.14799-0.10312i,0.14848-0.12236i,0.13543-0.12669i,0.13392-0.10679i,0.12705-0.075646i,0.11284-0.063871i,0.082501-0.056198i,0.054495-0.025334i,0.047669+0.0032311i,0.04696+0.0047805i,0.040244-0.012764i,0.029573-0.034814i,0.010191-0.052401i,-0.012729-0.062189i,-0.02136-0.062041i,-0.019675-0.051672i,-0.021007-0.041836i,-0.021004-0.034855i,-0.0095657-0.024496i,0.0049115-0.018604i
-0.01125+0.01596i,-0.027304+0.050037i,-0.032105+0.099517i,0.0086828+0.11814i,0.073292+0.058688i,0.070399-0.035221i,0.023103-0.067769i,0.0060687-0.034626i,0.0024325+0.012169i,0.00013535+0.030436i,0.00044104+0.020326i,0.0015895+0.0070102i,0.0036859-0.0027762i,-0.0042448-0.0090083i,-0.020141-0.00031143i,-0.023997+0.023081i,-0.014183+0.041207i,-0.0065327+0.041894i,-0.0034349+0.033467i,-0.0018841+0.029888i,-0.002138+0.028607i,-0.0036215+0.017574i,-0.0069328+0.00085311i
0.015674-0.0046264i,0.028091-0.014415i,0.026646-0.0099726i,0.0028747+0.04038i,0.0061337+0.13074i,0.073935+0.19487i,0.10597+0.18585i,0.060206+0.1373i,0.011174+0.082171i,-0.014498+0.045289i,-0.028043+0.028667i,-0.037415+0.015592i,-0.034865+0.017336i,-0.010711+0.033363i,0.017965+0.038759i,0.033897+0.028794i,0.038881+0.020965i,0.036645+0.02143i,0.030058+0.015259i,0.024484+0.0029573i,0.021915+0.00027118i,0.019024+0.0097397i,0.013853+0.019032i
-0.017948+0.0063895i,-0.050374+0.0081088i,-0.10095+0.0054178i,-0.1355-0.0062214i,-0.13131-0.030903i,-0.12888-0.065684i,-0.13609-0.098134i,-0.1385-0.10812i,-0.12627-0.084826i,-0.096022-0.04787i,-0.054199-0.014027i,-0.016508-0.0011526i,-0.0071387-0.0081836i,-0.016619-0.014862i,-0.027511-0.016112i,-0.037762-0.011729i,-0.039594-0.0048661i,-0.029686+0.00014868i,-0.020478+0.0033411i,-0.019011-0.00060064i,-0.019438-0.011598i,-0.012423-0.018727i,0.00039738-0.014182i
0.016749-0.00026615i,0.049233-0.011418i,0.078437-0.052667i,0.039442-0.10953i,-0.079727-0.10617i,-0.16302-0.026286i,-0.13971+0.042111i,-0.060069+0.044379i,0.0017629+0.015314i,0.024085-0.008209i,0.028857-0.023827i,0.030186-0.027784i,0.020933-0.021261i,0.00095888-0.0037381i,-0.0082767+0.019061i,-0.001407+0.030776i,0.0034366+0.026171i,0.0033204+0.01304i,0.0071609+0.0055217i,0.010645+0.0083157i,0.0063903+0.011635i,-0.0048209+0.01043i,-0.013445+0.0035382i
-0.012055-0.0031832i,-0.026097-0.010046i,-0.020078-0.018372i,0.044432-0.039367i,0.1369-0.085542i,0.18344-0.11964i,0.19975-0.11008i,0.18562-0.087659i,0.11917-0.065124i,0.055454-0.035022i,0.011692-0.012571i,-0.020383+0.0035158i,-0.015123+0.01317i,0.011018-0.00052631i,0.023811-0.023605i,0.023124-0.03526i,0.019017-0.034877i,0.013798-0.027245i,0.0085047-0.021185i,0.010499-0.016477i,0.020305-0.00773i,0.028349+0.0027751i,0.024581+0.007018i
0.016661+0.010231i,0.045201+0.028165i,0.08693+0.043599i,0.10155+0.03936i,0.061695+0.022225i,-0.0024822+0.0090053i,-0.071567+0.027694i,-0.10518+0.074805i,-0.072313+0.10099i,-0.021046+0.086847i,0.010852+0.065205i,0.024056+0.050914i,0.020914+0.035282i,0.0074968+0.017351i,-0.011919+0.0045697i,-0.027332+0.0038342i,-0.027782+0.0063874i,-0.020333+0.0072719i,-0.015946+0.0099096i,-0.015424+0.0087804i,-0.015202+0.0011592i,-0.012015-0.010089i,-0.0069741-0.014117i
-0.012577-0.010292i,-0.040002-0.023618i,-0.085731-0.0092954i,-0.10363+0.059616i,-0.057847+0.13059i,-0.0086434+0.146i,-0.00059204+0.1223i,-0.0062406+0.086625i,-0.013964+0.039897i,-0.025114+0.0016906i,-0.021436-0.018603i,-0.0078249-0.038554i,-0.0063691-0.04139i,-0.0067466-0.016183i,-0.0015036+0.0059855i,-7.8934e-05+0.014216i,-0.0029514+0.020868i,-0.0031478+0.024024i,-0.00055835+0.0184i,-0.0030923+0.011257i,-0.012307+0.010927i,-0.023575+0.015916i,-0.027627+0.018623i
0.008468+0.013926i,0.016028+0.03033i,0.016036+0.024304i,-0.017996-0.01578i,-0.054228-0.0501i,-0.017626-0.092607i,0.024447-0.17737i,-0.0079998-0.21474i,-0.04459-0.14967i,-0.045086-0.066517i,-0.049239-0.013i,-0.049948+0.024987i,-0.03522+0.032785i,-0.024904+0.01867i,-0.015585+0.0077245i,-0.0024946-0.00068016i,0.0075518-0.0063414i,0.011626-0.0070734i,0.010891-0.0052517i,0.0096963-0.0049922i,0.011464-0.008291i,0.01773-0.0064097i,0.022298+0.00088463i
-0.0026743-0.016429i,-0.0093979-0.048369i,-0.017269-0.087788i,-0.012176-0.10392i,0.012254-0.092412i,0.028783-0.055986i,0.044528-0.017668i,0.064447-0.017856i,0.059253-0.042288i,0.039245-0.049865i,0.033775-0.033861i,0.039834-0.01976i,0.036781-0.014805i,0.023774-0.0096473i,0.013731-0.005631i,0.0087695-0.0070461i,0.0049286-0.014433i,0.003317-0.020164i,0.0080716-0.018892i,0.011903-0.014111i,0.010151-0.0117i,0.011672-0.018711i,0.014046-0.032964i
0.0032718+0.015624i,0.017059+0.040119i,0.064817+0.050548i,0.12724+0.014697i,0.13169-0.016747i,0.074152+0.018694i,0.047532+0.088518i,0.066149+0.10099i,0.051274+0.058971i,0.014271+0.030206i,-0.0044654+0.0017003i,-0.023695-0.029426i,-0.036518-0.03173i,-0.027143-0.015843i,-0.017522-0.00066223i,-0.017523+0.01369i,-0.01779+0.024751i,-0.017237+0.026518i,-0.014666+0.016342i,-0.0073327+0.0058372i,-3.4013e-05+0.0069981i,-0.0028435+0.012101i,-0.017014+0.013414i
0.0057635-0.013904i,0.013447-0.034792i,0.01377-0.034933i,0.0080493+0.0078282i,0.0022036+0.047918i,-0.023867+0.048932i,-0.072014+0.038823i,-0.088982+0.043192i,-0.048439+0.040273i,-0.012354+0.027359i,-0.0031215+0.035339i,0.0069229+0.047286i,0.013708+0.04046i,0.011719+0.028639i,0.0096087+0.024319i,0.01195+0.023917i,0.017247+0.025363i,0.017895+0.029765i,0.0098865+0.030713i,0.0010946+0.021798i,-0.00086171+0.009552i,0.0028634+0.012392i,0.011712+0.03153i
-0.0056131+0.015076i,-0.019636+0.041311i,-0.036079+0.067295i,-0.051798+0.062245i,-0.064349+0.012242i,-0.071955-0.07355i,-0.090098-0.12939i,-0.11617-0.10343i,-0.11626-0.041118i,-0.077067-0.0065968i,-0.030039-0.0023668i,0.0014961-0.0066348i,0.011738-0.014012i,0.0048183-0.020396i,-0.0065586-0.026507i,-0.014898-0.032305i,-0.018222-0.033019i,-0.012703-0.028245i,-0.0017319-0.016538i,0.0012938-0.0030504i,-0.0059641+0.0027791i,-0.0073604-0.0023884i,0.0046806-0.018129i
0.0070009-0.010087i,0.015432-0.035071i,-0.0045489-0.07409i,-0.070257-0.097622i,-0.11563-0.070389i,-0.062682+0.0052595i,0.042833+0.044823i,0.096612+0.025779i,0.082595+0.014744i,0.051936+0.011631i,0.019714-0.0046902i,-0.013791-0.0048526i,-0.022323+0.0099989i,-0.016573+0.011754i,-0.017583+0.0069511i,-0.02056+0.0085195i,-0.021757+0.011386i,-0.022317+0.007548i,-0.017224-0.0020056i,-0.0056584-0.0040846i,0.006039+0.0029821i,0.0047211+0.0011061i,-0.017085-0.011863i
-0.011131+0.010096i,-0.026423+0.017125i,-0.027987+0.015274i,0.01046+0.00021264i,0.077326-0.0027932i,0.1359+0.012892i,0.16078+0.016712i,0.13323-0.020393i,0.070131-0.063924i,0.01949-0.057349i,0.0050006-0.019375i,0.013318-6.1195e-05i,0.018626-0.001581i,0.019483-0.0041261i,0.024576-0.00095135i,0.03149+0.0025066i,0.034876+0.0022702i,0.030581+0.0030493i,0.019865+0.0031673i,0.011821-0.0054754i,0.010789-0.018267i,0.0088867-0.018472i,0.0052505+0.0028761i
0.012709-0.0024864i,0.043847-0.010821i,0.087357-0.020201i,0.11182-0.032879i,0.069473-0.048777i,-0.052878-0.052286i,-0.16863-0.016656i,-0.17698+0.048387i,-0.10565+0.084589i,-0.043267+0.07044i,-0.0097636+0.037003i,0.0027582+0.0095214i,-0.00221-0.0043068i,-0.0080856-0.0049687i,-0.0087328-0.0037903i,-0.0099344-0.0062504i,-0.010968-0.010559i,-0.0053544-0.012522i,0.0024638-0.011124i,-0.002367-0.011759i,-0.018236-0.0076838i,-0.018903+0.0047294i,0.0059164+0.008801i
-0.010465+0.0027535i,-0.027002+0.0099299i,-0.036231+0.035189i,-0.015775+0.083638i,0.018686+0.1202i,0.032937+0.094172i,0.028929+0.036124i,0.036179-0.0076501i,0.045799-0.042722i,0.021819-0.059397i,-0.019235-0.038463i,-0.032801-0.0065661i,-0.022083+0.0065891i,-0.01448+0.010301i,-0.016401+0.017027i,-0.019671+0.02347i,-0.02019+0.026012i,-0.019119+0.021432i,-0.016166+0.013806i,-0.0089742+0.015846i,0.0048663+0.025953i,0.017509+0.024607i,0.015531+0.0046995i
0.013798+0.0045913i,0.031435+0.011081i,0.045428+0.013238i,0.040806-0.0068392i,0.044842-0.056608i,0.094936-0.11886i,0.123-0.18492i,0.049482-0.20327i,-0.041568-0.12912i,-0.051261-0.039685i,-0.023675-0.0076771i,-0.012904-0.0064164i,-0.012123-0.0041045i,-0.0077149-0.0023538i,0.00023942-0.0027337i,0.007312-0.0035148i,0.010101-0.00097736i,0.0087058+0.0072342i,0.008615+0.014671i,0.017447+0.0099722i,0.02419-0.0090648i,0.012028-0.025071i,-0.011428-0.020833i
-0.011109-0.0055067i,-0.031869-0.019268i,-0.064784-0.04677i,-0.099428-0.065634i,-0.11742-0.046727i,-0.11727+0.01756i,-0.088011+0.10979i,-0.015581+0.15386i,0.044039+0.10829i,0.052737+0.040898i,0.045408+0.0039153i,0.035362-0.015302i,0.020017-0.022243i,0.0089444-0.018043i,0.0020594-0.01683i,-0.005401-0.018194i,-0.0077988-0.01519i,-0.001291-0.01086i,0.0033451-0.012686i,-0.0062841-0.017682i,-0.024545-0.014203i,-0.033128+0.001531i,-0.023504+0.019096i
0.0089794+0.009476i,0.021663+0.017339i,0.039612+0.015211i,0.047357-0.0099675i,0.031399-0.012436i,0.013761+0.059004i,0.033126+0.11954i,0.051721+0.084628i,0.020536+0.022318i,-0.021905+0.010436i,-0.026301+0.022103i,-0.0075789+0.020585i,0.0012042+0.011325i,-0.0018712+0.007503i,-0.0058038+0.014167i,-0.0054053+0.022504i,-0.0053041+0.023406i,-0.010038+0.01754i,-0.015361+0.013412i,-0.013984+0.01988i,-0.0012453+0.029815i,0.017981+0.027303i,0.030801+0.0099281i
-0.0031369-0.0102i,-0.005655-0.025201i,-0.0080908-0.043355i,-0.0062638-0.044676i,0.0053426-0.048462i,-0.0056229-0.11271i,-0.069871-0.17829i,-0.12797-0.13367i,-0.1042-0.027605i,-0.038384+0.022707i,-0.0088251+0.026065i,-0.0039281+0.031323i,0.0064706+0.031628i,0.013393+0.023103i,0.014184+0.012741i,0.016342+0.0035447i,0.019295+0.00055854i,0.019746+0.0042996i,0.022962+0.0066072i,0.029919-0.00069285i,0.031754-0.016142i,0.021111-0.029421i,0.0018316-0.033238i
0.0041962+0.009524i,0.0081748+0.02805i,0.016532+0.055439i,0.025851+0.065647i,0.007215+0.041112i,-0.027567+0.016283i,-0.027069+0.013255i,0.002299+0.0024724i,0.011605-0.0293i,-0.0033895-0.050874i,-0.015086-0.048573i,-0.01835-0.034273i,-0.01623-0.020851i,-0.01344-0.018519i,-0.016746-0.020898i,-0.020411-0.019791i,-0.015754-0.019878i,-0.0060991-0.023918i,-0.0023778-0.027432i,-0.009076-0.02738i,-0.019057-0.018976i,-0.023681-0.0012794i,-0.02252+0.015311i
0.002032-0.0078931i,0.0057026-0.017658i,0.0068462-0.029329i,0.0010868-0.01449i,0.022695+0.044653i,0.10848+0.099829i,0.19265+0.080147i,0.17523+0.0070376i,0.088975-0.020898i,0.031554+0.0012176i,0.014011+0.0070873i,0.00039669-0.0020926i,-0.012783-0.0020816i,-0.015472+0.0023077i,-0.011854+0.01018i,-0.0083622+0.019178i,-0.0089832+0.020853i,-0.015607+0.017305i,-0.020345+0.015719i,-0.016671+0.019225i,-0.0076639+0.022876i,0.005077+0.022013i,0.016553+0.01877i
0.00018347+0.0046417i,-0.0077633+0.012756i,-0.0119+0.020195i,0.0053272+0.0079407i,0.03104-0.040054i,0.0073809-0.093599i,-0.070079-0.084841i,-0.08986-0.022353i,-0.025623-0.0029081i,0.015458-0.023533i,0.011761-0.015278i,0.014525+0.002647i,0.021112-0.00077486i,0.018595-0.0048014i,0.017403-0.0059485i,0.014419-0.0080177i,0.01018-0.0012377i,0.011627+0.010885i,0.015679+0.014625i,0.016992+0.0070806i,0.013406-0.0024566i,0.0067921-0.0099143i,0.0031377-0.016386i
0.0033176-0.0016756i,0.014802-0.011557i,0.024451-0.029127i,0.010188-0.050472i,-0.046301-0.047118i,-0.12941+0.0063147i,-0.14822+0.076314i,-0.088523+0.098073i,-0.054702+0.070273i,-0.054346+0.040733i,-0.037856+0.02413i,-0.018087+0.0099798i,-0.01202+0.00086875i,-0.011998-0.0019319i,-0.016867-0.0028024i,-0.022836-0.0012268i,-0.019921-0.0017017i,-0.010954-0.0072769i,-0.0042229-0.012106i,-0.0022542-0.012014i,-0.0018887-0.0080523i,-0.0025013-0.0037144i,-0.0081226-0.0032332i
-0.0066439+0.0033337i,-0.014422+0.0040692i,-0.023631+0.003524i,-0.01894+0.013931i,0.033396+0.040338i,0.14377+0.028982i,0.20151-0.061741i,0.13074-0.12721i,0.051332-0.082498i,0.034438-0.022208i,0.018009-0.010724i,-0.0048301-0.0074117i,-0.011089+0.0047623i,-0.0091369+0.014993i,-0.00194+0.018297i,0.0045914+0.013987i,0.0019235+0.010683i,-0.0049405+0.011957i,-0.0070165+0.011552i,-0.0038325+0.0083957i,0.00092141+0.0038241i,0.0060806+0.00032219i,0.0083957+0.0017365i
0.0047749-0.00027113i,0.013964+0.00038307i,0.023064-0.0034647i,0.025334-0.031598i,0.0016353-0.095329i,-0.058777-0.1384i,-0.10059-0.09794i,-0.091143-0.042401i,-0.075571-0.037263i,-0.06162-0.030903i,-0.027175-0.0097128i,-3.7721e-05-0.0036222i,0.0051408-0.004808i,0.005634-0.0058234i,0.0076397-0.0071531i,0.010834-0.0062187i,0.016047-0.0027616i,0.019536+0.0031194i,0.017256+0.008164i,0.010523+0.0096061i,0.0025794+0.0084446i,-0.0019161+0.0051215i,0.0015613+0.0014454i
-0.0024598+0.00050576i,-0.0071961-0.0030538i,-0.014785-0.011932i,-0.047572-0.0071468i,-0.10828+0.059211i,-0.11868+0.17478i,-0.039518+0.23156i,0.044845+0.18338i,0.057518+0.10651i,0.029474+0.0627i,0.015893+0.035284i,0.013646+0.013063i,0.0084664+0.0014131i,0.00089971-0.00369i,-0.0071346+3.9829e-05i,-0.0086861+0.0067832i,-0.0053352+0.0013593i,-0.0033284-0.010118i,-0.0023675-0.014043i,-0.00068911-0.010956i,0.0017348-0.0033192i,0.0016578+0.0055038i,-0.0029092+0.0078466i
0.0045369+0.0019566i,0.0082786+0.0060744i,0.015003+0.02113i,0.057316+0.039342i,0.1522+0.0043842i,0.19348-0.10678i,0.10411-0.19011i,0.0056003-0.16446i,-0.0018283-0.09922i,0.012189-0.065665i,-0.0055557-0.036514i,-0.016783-0.0039583i,-0.0082822+0.0091325i,-0.00024712+0.008554i,0.00057085+0.0045372i,-0.0035856+0.002789i,-0.0088874+0.0050569i,-0.013064+0.0052816i,-0.014566+0.0016717i,-0.011324-0.0036127i,-0.0060952-0.0088218i,-0.0018879-0.0087908i,-0.00040812-0.0021574i
-0.0044573+0.0010214i,-0.00082198-0.00077927i,0.014279-0.012718i,0.01681-0.052062i,-0.036461-0.099853i,-0.11522-0.10715i,-0.14078-0.05573i,-0.11251+0.01457i,-0.076054+0.049448i,-0.039722+0.037711i,-0.0085115+0.014344i,0.0046221+0.0033828i,0.0059375-0.00033737i,0.003934-0.0049972i,-0.0017038-0.011318i,-0.007667-0.013189i,-0.0053312-0.0070661i,0.0045983+0.00056475i,0.010485+0.0036181i,0.0072187+0.0042829i,-0.00064918+0.002853i,-0.0054677-0.00098839i,-0.0041893-0.0041536i
0.00092583-0.00017349i,-0.00052124-0.0019538i,-0.021508+0.003638i,-0.048578+0.058108i,-0.013306+0.17649i,0.11645+0.26365i,0.22984+0.19982i,0.20929+0.059223i,0.12381-0.0035279i,0.066893-0.0034335i,0.03159-0.010521i,0.0073936-0.019496i,-0.0054742-0.018315i,-0.011163-0.011527i,-0.0078698-0.0025631i,-0.0032867+0.0013663i,-0.0053824+0.0012407i,-0.0065587+0.0023559i,-0.00092613+0.0022552i,0.0054618+0.0020424i,0.0090325+0.0051326i,0.0094578+0.0079949i,0.0078575+0.004671i
0.00022541+0.0024796i,0.0031444+0.0042845i,0.028476+0.0029202i,0.076711-0.036224i,0.095198-0.12304i,0.036603-0.18362i,-0.046817-0.14865i,-0.076249-0.088032i,-0.075876-0.06947i,-0.071865-0.039499i,-0.047636+0.0050678i,-0.021355+0.019392i,-0.010331+0.013805i,-0.0041866+0.010973i,0.0024011+0.010612i,0.0062841+0.0095033i,0.0054321+0.011857i,0.0010729+0.016225i,-0.0013164+0.013462i,0.00029192+0.0035763i,0.0031485-0.0045673i,0.0070879-0.0060443i,0.0081556-0.0042989i
0.0015301+0.0020187i,0.0032712-0.0077871i,-0.018349-0.038729i,-0.097962-0.069905i,-0.22031-0.046857i,-0.29469+0.038179i,-0.24026+0.11276i,-0.10865+0.12061i,-0.020632+0.080145i,-0.0026691+0.037373i,-0.0016827+0.012519i,0.0035094+0.00024859i,0.0050228-0.0023438i,0.0021829+0.0008293i,-0.0039633+0.0043041i,-0.0069809+0.0058261i,-0.0032182+0.0021614i,-0.00030785-0.0022025i,-0.0011795-0.0016213i,-0.0050511+0.0012077i,-0.0091569+0.0013338i,-0.0094025-0.00068228i,-0.0071581-0.0011287i
-0.0021112+0.0014658i,-0.0067089+0.012314i,0.0061128+0.04832i,0.079063+0.097051i,0.20578+0.091275i,0.27612-0.00095793i,0.21487-0.098706i,0.10937-0.12203i,0.048127-0.088899i,0.018287-0.056233i,-0.005453-0.033513i,-0.017019-0.014827i,-0.016624-0.0038858i,-0.011864+0.0013988i,-0.0060512+0.0030769i,-0.0028837+0.0023519i,-0.0037645+0.00067897i,-0.004369-0.0012042i,-0.00019924-0.0010108i,0.0057358+0.0012955i,0.0072326+0.0034705i,0.0028035+0.0046001i,-0.0013753+0.0050025i
0.0069726+0.0015864i,0.020076-0.0075331i,0.035878-0.047666i,0.022217-0.12729i,-0.029861-0.19484i,-0.06272-0.19367i,-0.060035-0.13029i,-0.071101-0.040753i,-0.063824+0.027785i,-0.017469+0.043027i,0.014075+0.027706i,0.017448+0.018201i,0.01462+0.013446i,0.010849+0.0040077i,0.006092-0.0053839i,0.0030919-0.0088886i,0.00658-0.005441i,0.010677-0.0026735i,0.00678-0.0049551i,0.0013459-0.0081681i,1.2818e-06-0.0081895i,0.00031191-0.0040787i,-0.00025319-0.00043692i
-0.0016348-0.001699i,-0.018227+0.0022833i,-0.055178+0.036762i,-0.094189+0.13339i,-0.088597+0.26384i,-0.02832+0.32736i,0.040709+0.26919i,0.072086+0.14866i,0.058+0.054015i,0.030312+0.0099448i,0.011556-0.0074366i,0.0031897-0.012857i,0.0035401-0.013967i,0.0041278-0.013676i,0.001327-0.0068508i,-0.00075066+0.00050218i,-0.0037693+0.00025129i,-0.0068911+0.000201i,-0.0067635+0.0047483i,-0.0052496+0.0082766i,-0.0030804+0.0093085i,0.00067313+0.008295i,0.0034626+0.005558i
0.0045606+0.0025894i,0.02346+0.0047855i,0.074916-0.012116i,0.14296-0.074342i,0.16681-0.15779i,0.11141-0.18647i,0.031791-0.14774i,-0.014754-0.10322i,-0.038462-0.070005i,-0.044021-0.026785i,-0.027944+0.0039207i,-0.014156+0.0071205i,-0.010346+0.0050625i,-0.0049659+0.0057856i,-0.00029731+0.0034173i,-0.0015944+0.0029562i,-0.0048725+0.0078056i,-0.0035523+0.011385i,0.0031996+0.007119i,0.0095693-0.00030407i,0.0092448-0.0053161i,0.0050703-0.008424i,0.0047011-0.0089621i
-0.0033911-0.0044082i,-0.019618-0.017781i,-0.069727-0.041159i,-0.15884-0.054462i,-0.2363-0.051154i,-0.24191-0.042642i,-0.17391-0.023199i,-0.078184+0.0036714i,-0.0037705+0.0093983i,0.021764-0.0071753i,0.016542-0.015136i,0.012066-0.012637i,0.0089015-0.0085305i,0.0013573-0.0025971i,-0.0064988+0.00088574i,-0.009138+0.00049822i,-0.0055614-0.0012198i,-0.0018857-0.0033068i,-0.0024295-0.004641i,-0.005157-0.0061932i,-0.0084235-0.0061852i,-0.010332-0.0021562i,-0.010533+0.0011618i
0.0018247+0.0066236i,0.015418+0.024521i,0.062546+0.06462i,0.15762+0.10709i,0.254+0.11705i,0.27698+0.085398i,0.22096+0.029826i,0.13687-0.017991i,0.05724-0.036452i,-0.00030492-0.026098i,-0.021442-0.0044766i,-0.017029+0.0071523i,-0.012037+0.0044236i,-0.012363+0.0028326i,-0.0072018+0.0075862i,-0.0012822+0.0084371i,-0.0032944+0.0062574i,-0.0064089+0.0072113i,-0.0044057+0.010445i,-0.00010492+0.01158i,0.0050779+0.01084i,0.010851+0.0089608i,0.012047+0.0072282i
0.0013273-0.0050264i,-0.00011089-0.028316i,-0.016103-0.088585i,-0.061578-0.15982i,-0.10213-0.17486i,-0.082164-0.12006i,-0.047636-0.052127i,-0.053422-0.0026274i,-0.046818+0.033444i,-0.013414+0.043123i,0.00061834+0.027439i,-0.0027717+0.014233i,-0.0011658+0.009103i,0.0036193+0.0038637i,0.0048439-0.00058579i,0.0048999+5.1612e-05i,0.0066263+0.0054514i,0.0079129+0.0067987i,0.0063334+0.002135i,0.0047235-0.0020547i,0.0051047-0.0060154i,0.0031863-0.011427i,0.0012035-0.014712i
-0.004097+0.0060231i,-0.012613+0.029173i,-0.028194+0.093252i,-0.039955+0.18544i,-0.053601+0.23883i,-0.086737+0.21752i,-0.092977+0.16103i,-0.0455+0.095273i,-0.013611+0.023003i,-0.014843-0.020634i,-0.016608-0.026792i,-0.014811-0.01945i,-0.010548-0.010195i,-0.0050249-0.0038358i,-0.0047997+3.3835e-05i,-0.0045865+0.0015781i,-0.0020644-0.0030735i,-0.0019681-0.0066325i,-0.0029812-0.0050625i,-0.0041299-0.0028326i,-0.0076163+0.00046599i,-0.011969+0.0066104i,-0.012788+0.0093909i
0.0056342-0.0027088i,0.023911-0.021352i,0.061904-0.0761i,0.095991-0.16369i,0.091334-0.22306i,0.054238-0.20778i,0.013866-0.15305i,-0.016051-0.10141i,-0.030134-0.046238i,-0.021844+0.00057591i,0.0014131+0.014609i,0.015572+0.006506i,0.012324+0.002677i,0.0090657+0.0060986i,0.0099251+0.0036608i,0.0051181-0.0016969i,-0.0020691-0.0012255i,-0.0014047+0.0014436i,0.0035128+0.0020808i,0.0046034+0.002081i,0.0059391+0.0048357i,0.010278+0.0078131i,0.012815+0.0088365i
-0.0064065+0.0044266i,-0.028662+0.01117i,-0.082208+0.034338i,-0.13647+0.062728i,-0.13295+0.04911i,-0.071023-0.0092923i,-0.014019-0.046241i,0.010201-0.030535i,0.033595-0.0068315i,0.046733-0.0089604i,0.032203-0.012205i,0.016446-0.0055338i,0.010278-0.0052606i,0.0023762-0.01092i,-0.005565-0.011967i,-0.005713-0.0077107i,0.00097105-0.0030478i,0.0047488-0.00030896i,0.0038634+0.0012503i,0.0037407+0.00018931i,0.0041607-0.0051623i,0.0020161-0.011618i,-0.001552-0.012886i
0.0073118+0.00099569i,0.035894+0.0026005i,0.10251+0.0030812i,0.18641+0.0046911i,0.2313+0.029751i,0.21801+0.053848i,0.17206+0.039717i,0.1062+0.0078739i,0.030693-0.010922i,-0.021254-0.0061463i,-0.033906+0.0093327i,-0.024002+0.019088i,-0.012885+0.015745i,-0.010154+0.0085881i,-0.0093918+0.0087226i,-0.0067868+0.0071861i,-0.006928+0.0014489i,-0.0083578+0.00038064i,-0.0067751+0.0010021i,-0.0046241-0.001144i,-0.0065972-0.0013248i,-0.0093995+0.0032585i,-0.0083486+0.0052415i
