2.1875e-05+6.8978e-06i,-0.00062752+1.4062e-05i,-0.0017547+0.00090251i,-0.0010964+0.0015697i,-0.00043728+0.0022015i,-8.3331e-05+0.0023419i,-0.00084879+0.0020881i,-0.0004232+0.0020591i,0.0011401+0.0013363i,0.0016416+0.0006724i,0.00091845-0.00030569i,-0.00024462-0.00094535i,-0.0010237-0.00081078i,-0.000741-0.00059872i,-0.00032015-0.00034267i,-0.00061375-0.00014944i,-0.0011955+0.00037572i,-0.001678+4.7611e-06i,-0.00072718-0.00073028i,0.00014833-0.00063038i,-0.00017724-0.0001713i,0.00023793+0.00062858i,-9.1034e-05+0.00069342i
0.00046879-0.0013052i,0.00036099-0.0016693i,0.00089674-0.00090109i,0.0019173+0.00044565i,0.0016006+0.00094276i,0.001733+0.00092643i,0.0018344+0.00038687i,0.0014745-0.00033667i,0.00088379-0.00030771i,-0.00041449-0.00073406i,-0.00048037-0.0011293i,0.00044007-0.00058451i,0.00034108-0.00072818i,-0.00028093-0.0010708i,-0.00034557-0.00097973i,-0.00015213-0.0008321i,0.00042445-3.4511e-05i,0.00022527+0.00055672i,-0.00067321+0.00040929i,-0.00053627-3.5484e-05i,-0.00010143-0.00019595i,-0.00021159+0.00013799i,3.1819e-05+0.00071046i
-0.00011678+0.00053417i,9.964e-05+0.0011412i,0.00097478+0.0018402i,0.0019953+0.00091728i,0.0025757-0.00030971i,0.001802-0.0005884i,0.0011035-0.0001207i,0.00086915-1.1783e-05i,0.00033099-0.00048863i,0.00039153-0.00028566i,0.00038318-4.8597e-05i,-0.00027046-0.00016411i,-0.0010994+0.0001335i,-0.0013688+0.00023518i,-0.0016072-0.00017531i,-0.0016049-0.0003358i,-0.0011474-0.00067655i,-0.00083192-0.00025717i,-0.00081537-3.5798e-05i,-0.00082738-0.0004851i,-0.00060521+0.00029644i,7.7292e-05+0.0011348i,0.0014715+0.0012333i
-0.00051219+0.0017777i,-5.684e-05+0.0012972i,0.0013128+0.0011878i,0.0029296+0.00046278i,0.0034214-0.00041477i,0.0021853-0.00015706i,0.0010781-0.00021353i,0.00044253-0.0010199i,0.00036122-0.0010947i,0.00033181-0.00082767i,2.4147e-05-0.00085808i,0.00030203-0.00076499i,0.00026983-0.00064874i,6.7899e-05-6.2286e-05i,5.8094e-05+0.00057326i,-0.00015835+0.00015941i,-1.2264e-05-0.00031816i,5.3048e-05+6.1962e-05i,0.00059246+0.00080489i,0.0001033+0.001408i,-0.00096575+0.0015684i,-0.0013871+0.00067121i,-0.00048613+0.00023443i
-0.00021404+0.00073146i,0.00071334+0.00093598i,0.0015744+0.00052783i,0.0016486+0.00047698i,0.0015297+0.00037733i,0.00098326-0.0001751i,0.00044113-0.00047652i,0.00071437-0.0012432i,0.00099781-0.0014453i,9.7988e-05-0.00099011i,-0.00067956-0.00096997i,-0.00037081-0.00033914i,-0.00038025+6.2502e-06i,-0.0010326-0.00022509i,-0.00087795-0.00021937i,0.00021495-6.2961e-05i,0.0008087-0.00032676i,5.0891e-05-0.00023503i,-0.00034329+0.00089281i,0.00025052+0.0010071i,-0.00013261+0.00026354i,-0.00062697+7.3078e-05i,-0.00072146+0.00030862i
2.3948e-05-0.000782i,-0.00015299+0.00019868i,0.0003503+0.0017268i,0.0023032+0.0018353i,0.0028223+0.0005756i,0.0019895-0.00021847i,0.0018872-0.00031498i,0.0017896-0.00052111i,0.00084621-0.00082544i,-0.0003171-0.0010034i,-0.00076877-0.00035474i,-0.00021351+0.00019693i,-0.00039822-0.0002088i,-0.00026215-0.00017516i,0.00014176+9.2418e-05i,-0.00055349-0.00045709i,-0.0015866-0.00078146i,-0.0014874-0.00033233i,-0.00019671+0.00026739i,0.00022277+0.00076772i,0.00041876+0.00096547i,0.00055143+0.00030545i,0.00022746-0.00047025i
-0.00096386+0.00074901i,9.8758e-05+0.00061025i,0.00052069+0.00040336i,0.0014551+4.5607e-05i,0.0021211+0.00054811i,0.0026191+0.0003544i,0.0024546-0.00081734i,0.0017073-0.0016394i,0.00093433-0.0013067i,-0.00029442-0.00032467i,-0.00043899-0.0005007i,0.00011628-0.00061275i,-0.00065363-6.1985e-05i,-0.00055875+0.00011309i,-8.8271e-05-0.00018821i,-0.00070025-0.00023039i,-0.001585+0.00040732i,-0.0013418+0.00063884i,-0.00028834+0.00072419i,0.00033609+0.0010412i,-0.00038149+0.00051632i,-0.00047738-8.0148e-06i,0.0001611-0.0003717i
-0.00016956+0.00066423i,5.2676e-05+0.0014393i,0.00036327+0.0011727i,0.0012637+0.00073017i,0.0019627+0.00056935i,0.0019726+0.00070701i,0.0019091+0.00021153i,0.0020876-0.00054701i,0.0011188-0.0013074i,0.00032923-0.0013836i,0.00051167-0.00091824i,0.00040411-0.00064897i,-0.00053274-0.00019041i,-0.00046125-0.00039294i,7.2392e-05-0.00021787i,-0.00048018+0.00022454i,-0.0011133+6.1647e-05i,-0.0011472+2.6045e-05i,-0.00085957+0.0011482i,-0.0005302+0.0017645i,-6.723e-06+0.00091719i,0.00025072-2.4251e-05i,0.00030032+0.00031421i
-0.00098252-0.00073575i,7.4277e-05-0.00054114i,0.0010042-0.00043685i,0.0015237-0.00041769i,0.001179-0.0008625i,0.0016803-0.0004907i,0.0016607-0.00046473i,0.00093897-0.0013838i,0.001044-0.0013964i,0.00064094-0.0013059i,3.5132e-06-0.0016821i,-0.00019169-0.001406i,-0.00015447-0.00095883i,-0.00062053-0.00046693i,-0.0008959-0.00044217i,-0.00015437-0.00091283i,0.00018428-0.00074885i,-0.00015749-9.5481e-05i,6.6982e-05+0.00056447i,0.00059946+0.0005686i,0.00054665+0.00021273i,0.00041961+0.00042404i,0.00063318+0.00095566i
0.00066881-0.00086381i,0.00033544-0.00033513i,0.00019043+0.0014191i,0.00088546+0.0023225i,0.0011495+0.0020548i,0.00085648+0.0014612i,0.0012788+0.00083958i,0.0014653-0.00036977i,0.00079688-0.0013264i,5.5447e-05-0.00096677i,-0.00023535-0.00055596i,-0.00020509-0.00064197i,-0.00043285-0.00055906i,-0.00023682-0.00025467i,0.00020791+0.00076766i,-0.00043524+0.00069669i,-0.00090347+0.00032277i,-0.0011386+0.00097292i,-0.00086103+0.00021592i,-0.00025125-0.00024537i,0.00062324+0.00074648i,0.0010372+0.0008062i,0.001004+0.00040284i
-0.0012335-0.00054351i,-0.00068139-0.0010416i,0.0010038-0.0011082i,0.0014328-0.0008416i,0.0011246+6.5323e-05i,0.00087239+0.001492i,0.00076582+0.0014656i,0.00090058-0.00019449i,0.00040162-0.001775i,-9.1449e-05-0.0017658i,-0.00030927-0.00096827i,-0.00034571-0.00065736i,0.00022294-0.00035239i,-0.00018289-0.00030971i,-0.00079426-0.00064178i,-0.00088515-0.00083951i,-0.0010127-0.00019333i,-0.00195-0.00021722i,-0.0016499-0.00026044i,-0.00055898+0.00073264i,-0.00016567+0.0017059i,-0.0003134+0.0018367i,-0.00016443+0.0010828i
1.012e-05-3.4472e-05i,-0.00026252+0.0013992i,9.1787e-05+0.0016501i,0.0019431+0.00011461i,0.003368-0.0011527i,0.0021657-0.001486i,0.0011385-0.00092435i,0.00071118-0.00081221i,0.00084298-0.001659i,0.00049562-0.0016834i,-0.00038399-0.0015988i,-0.0006038-0.00041243i,-0.00092147+0.00054732i,-0.0010775+0.00031449i,-0.00043224+0.00032009i,0.00034414+0.0005507i,0.00095913+0.00091637i,1.7367e-05+0.00018959i,-0.0010958-0.00036078i,-0.00055003-0.00049913i,0.00012285-0.00080503i,0.00049412-0.00039556i,0.00085214-0.00016826i
0.00049104+0.00039761i,0.00091377-0.00038278i,0.0023935-0.00044103i,0.0025613-0.00085294i,0.0020982-0.0018411i,0.00041268-0.0017471i,-0.00056944-0.00039776i,0.00047134+0.00087117i,0.00092975-0.00017535i,0.00090484-0.0012121i,0.0012307-0.0011447i,0.00090645-0.00086485i,0.00018358-0.00034119i,-0.00038266-0.0004173i,-0.00077202-0.00064223i,-0.00033006-0.0003827i,-0.00024115+8.9794e-05i,-0.0010115+0.00082628i,-0.00077516+0.00069418i,0.00060331+0.00045922i,0.001049+0.0004681i,-0.00014991+0.00043725i,-0.00045523+0.00044988i
-0.0014351-0.00095344i,-0.00078459-0.00038798i,-0.00051068+0.00073757i,0.00079465+0.00079183i,0.0017138+0.00026713i,0.0017848+0.00046706i,0.0016326+0.00037121i,0.0012677-0.0001382i,0.00092202-0.00056856i,0.00053852-0.00094114i,-0.00015816-0.00070728i,-0.00086815-0.00024449i,-0.00073785+0.00026357i,-2.1281e-05-0.00015271i,-0.00021301-0.00057718i,-0.00099407-3.0475e-05i,-0.0011701+0.00031534i,-0.00063848-0.0003263i,-0.00031709-0.00073812i,-8.5226e-05+8.0614e-05i,-0.00030079+0.0003724i,-0.00034744+0.0006076i,0.00053673+0.00046034i
-0.00037943-0.0009892i,-4.9149e-05-0.0002353i,0.00083526+0.00079811i,0.0027104+0.0014649i,0.0029047+0.0006607i,0.0023551+0.0002975i,0.0024042+0.0006732i,0.002361-0.0005567i,0.0021021-0.0020153i,0.0011592-0.0018856i,0.0001886-0.00088992i,0.00021268-0.00035533i,0.00043663+0.00012014i,0.00037806+0.00068123i,0.00017966+0.0001311i,-0.00018094-0.00056011i,-8.1669e-05-0.00028366i,-0.00014959-0.00031058i,-0.00025544+0.00011279i,3.4026e-05+0.00014456i,-0.0001775-0.00018655i,-3.1363e-05-1.2597e-05i,0.00039431+4.374e-05i
-0.00024036-0.00024313i,-0.00020207-0.00026577i,0.0011869-0.00052179i,0.0024373-0.0018659i,0.0015109-0.0023851i,0.00049623-0.00055013i,0.00075225+0.00026329i,0.00048595-0.00024259i,0.00040703-0.0012876i,0.00072025-0.0018417i,-0.00027054-0.0012743i,-0.00032873-0.0006388i,0.00087217+0.0003194i,0.00026924+0.00045499i,-0.00037892-0.00020003i,-0.00077391-0.00019958i,-0.0013742+0.00044318i,-0.0014526+0.001108i,-0.0012929+0.00065675i,-0.00057626-0.00010998i,0.00040954-0.0005516i,0.00033896-0.00069247i,-0.00021939-0.00034803i
-0.0003491-0.00041133i,-0.00011012-0.00028234i,0.00097357+0.000937i,0.0023354-2.128e-05i,0.0032872-0.0014543i,0.0027171-0.0012212i,0.0019765-0.00062962i,0.0021175-0.00063468i,0.0013931-0.00079931i,0.000206-0.00091359i,-1.2742e-05-0.0011311i,-0.00016366-0.0012195i,0.00020583-0.0010208i,0.00042471-0.00021281i,0.00027366+1.6536e-05i,0.00038536+3.5692e-06i,0.00035142+1.4327e-05i,0.00036308-0.00029658i,0.00034532-0.00012468i,-2.1754e-05+1.1195e-05i,0.00036432-0.00012413i,0.00021714+0.00037318i,-0.00036057+0.00057158i
0.0010733+0.00071488i,0.0017668+0.000457i,0.0029462-0.0010822i,0.0030087-0.0026088i,0.0015857-0.0019538i,0.00083127+0.00021866i,0.0015052+0.0014817i,0.0014454+0.00093108i,0.0013097+1.0721e-05i,0.00098524-0.0002939i,-0.00048267-0.00068956i,-0.00052-0.00050152i,-0.00030524-0.00085539i,-0.00020072-0.0013547i,2.1619e-05-0.0010838i,-0.00055205-0.00042258i,-0.0013473+6.8876e-05i,-0.00068362-0.00046571i,0.0002125+7.765e-05i,-8.4183e-05+0.00077006i,-0.00077444+0.00052019i,-0.00084069+0.00022562i,-0.00041863-5.268e-05i
-8.1057e-05-0.00024244i,0.00046217-0.00072614i,0.00077039+6.6057e-05i,0.0012931+0.00058697i,0.0021033+0.00058241i,0.0017031+0.00058017i,0.00070892+0.00024838i,0.00072205-4.4469e-05i,0.00072675-0.00091465i,9.7983e-06-0.0018055i,-0.00031698-0.001062i,-0.00010098-0.00052005i,-0.00062252-0.0012719i,-0.00076871-0.0012509i,-0.0003804-0.00048046i,-0.00021999+0.00037413i,-0.0005168+0.00069813i,-0.00031194+0.00091372i,-0.0006162+0.00041421i,-0.00061457-0.00043303i,-0.00047344+0.00028858i,-0.00049394+0.00074859i,0.00018744-4.9829e-07i
0.00080487-0.00058368i,0.00044687-0.00080611i,0.00029649-0.0012577i,0.0016844-0.0012022i,0.0031484-0.00067407i,0.0022244+0.00025937i,0.0012889+0.00017484i,0.00082947-0.0010882i,6.8658e-05-0.0016631i,-0.00068776-0.0020696i,-0.00044232-0.0017942i,1.1775e-05-0.00086258i,6.7238e-05-0.0003229i,-0.00016441+0.00016517i,-0.00018036-0.00024029i,-0.00020274-0.00027885i,-0.00068574+0.00011975i,-0.00082047+0.00017869i,-2.7131e-05+0.00026663i,0.00033171+0.00059167i,-2.1578e-05+0.00079822i,2.3473e-05+0.00050752i,-0.00023881+0.00013273i
6.3456e-05+0.00091899i,-0.00025902+0.0016539i,0.00097877+0.0011679i,0.0026996+0.00067949i,0.0022617+0.001244i,0.0014842+0.0014761i,0.001743+0.0011473i,0.0012673+0.00016261i,0.00054911-0.001325i,0.00034151-0.0014461i,-0.00046103-0.00052549i,-0.0013587+0.00015903i,-0.0010713+0.00018922i,-0.00013962-7.7583e-07i,-0.00043759-0.00030116i,-0.00089495-0.00046151i,-0.00077874+1.2475e-05i,-0.00053298+0.00075959i,-0.00019748+0.00045537i,3.6485e-05-0.00022475i,-3.7912e-05-0.00080354i,-8.0475e-05-0.00062517i,-0.00016431+0.00023862i
0.0018351+0.00068147i,0.0014122-0.0002495i,0.0017299-0.0004984i,0.0017836-0.0010223i,0.00075974-0.0017641i,1.8063e-05-0.0011536i,-1.6625e-05-0.00058309i,0.00021631-0.00072536i,0.0011878-0.00092895i,0.0010979-0.0012097i,-0.00046836-0.0011665i,-0.001084-0.00073055i,-0.00067055+0.00016499i,-0.00030809+0.00067205i,0.00032798+0.00069213i,0.00034877+0.0005304i,-0.00010132-6.0019e-05i,0.00023786-0.0006042i,-8.3043e-05+0.00033097i,-0.00087513+0.00059819i,-0.00081021-3.7627e-05i,-1.3681e-05-7.7186e-05i,0.0006794-9.9821e-05i
-0.00019275-6.3309e-05i,-0.00022484-0.00019269i,0.00015431-0.00040247i,0.00068245+0.0004508i,0.0013038+0.00080838i,0.001559+0.00083966i,0.0010267+0.00064884i,0.0007787-0.00085502i,0.00083063-0.0016388i,0.00019026-0.0013963i,-0.00048616-0.00098252i,-0.00065592-0.00021426i,-0.00063007+0.00023351i,-0.00012314+0.00018121i,0.00019701+0.00019435i,0.00080042-0.00013657i,0.0011849-0.00066899i,0.00047363-0.00060394i,-0.00064268-0.00032688i,-0.0010219-5.557e-05i,-0.0010163-0.00024406i,-0.00023379-9.5361e-05i,0.00037616+0.0003878i
-0.00024417+0.0016131i,0.0010978+0.0016346i,0.0027348+0.0013377i,0.003586-0.00058798i,0.0031112-0.0018631i,0.001835-0.0023656i,0.00039202-0.0013584i,-4.6119e-05-9.8877e-05i,0.0011188-0.00092194i,0.0014553-0.0017885i,0.00085694-0.0017717i,0.00055694-0.0011785i,0.00017779-0.00038558i,-0.00061928+0.00043848i,-0.0011775+0.00090158i,-0.00061983-9.0862e-05i,-0.00048146-0.00054841i,-0.0011914+0.00045072i,-0.00034529+0.0010897i,0.00063618+0.00073752i,0.00010156+0.00046007i,-9.8547e-05+0.00043229i,0.00011309+1.3721e-05i
-0.00041098-0.00065577i,-0.00019347-0.0010246i,0.00086258-0.00077433i,0.001601-0.00029671i,0.0011035-8.7369e-05i,0.00062322+0.00079292i,0.00050531+0.00071948i,0.00082622-0.00078645i,0.00067871-0.001624i,7.9011e-06-0.001402i,-0.00066739-0.00013934i,-0.00037745+0.00011504i,0.00042361-0.00083923i,0.00043768-0.0010502i,0.00023391-0.00054181i,-1.1283e-05-0.00019435i,-0.00044338-0.00010739i,-0.00083131-9.0558e-05i,-0.00084242-0.00033309i,0.00028246+8.5881e-05i,0.00061738+0.00081157i,-0.00060968+0.00098565i,-0.00085836+0.0011465i
-0.0009711-0.0010022i,-0.0001575+0.00055184i,0.00077369+0.0018663i,0.0023273+0.0015453i,0.0033373+0.0011888i,0.0021254+0.00055472i,0.0016037-0.0001729i,0.0018042-0.00084614i,0.0010647-0.0010881i,0.0005296-0.0013872i,0.00030664-0.0012617i,-5.6986e-05-0.0001581i,3.0447e-05-0.0001061i,7.837e-05-0.00068414i,-0.00032122-0.00038259i,-0.00060346+1.6373e-05i,-0.00075257+0.00059246i,-0.00049794+0.00061367i,-6.2486e-05-0.00030597i,-0.00011104-0.00069743i,0.0002655-0.00015546i,0.00074969+0.00040479i,0.00023247+9.0897e-05i
0.0015443-0.0010532i,0.0017283-0.001458i,0.0007241-0.00019345i,0.00067326+0.00032042i,0.00017649-0.0001631i,-2.7896e-05-0.00049059i,0.00095589-0.00016167i,0.0012088+4.5965e-05i,0.0010197-0.0014514i,0.00047767-0.0023197i,-8.1441e-05-0.001443i,-0.00014385-0.00038624i,-0.00022272+0.00056154i,-0.00010633+0.00073341i,0.00011267+5.7252e-05i,-0.00062293-0.00062935i,-0.00155-0.00057604i,-0.0013606-0.00024488i,-0.00049898+0.00033045i,0.00019613+0.00071974i,0.00061959+0.00065934i,0.00071194+0.00078413i,0.00055385+0.00094133i
-0.00074419-0.0012149i,-0.00054547-0.00078533i,0.00049504-0.0006091i,0.0019049+0.00021641i,0.0024359+0.0012275i,0.0025241+0.0008742i,0.0021733+0.00050445i,0.0013521+0.00021235i,0.00063491-0.0011152i,-0.00028208-0.0011642i,-0.00079639-0.00092252i,-0.00065798-0.0014131i,-0.00021898-0.00096087i,-0.00020535-0.0002501i,-0.00076818-0.00078224i,-0.0010547-0.00072971i,-0.00094906+6.6383e-05i,-0.00099806+0.00025611i,-0.0012459+0.00017092i,-0.0011065+0.00042198i,-0.00049975+0.0010205i,0.00046696+0.00082749i,0.00064583+0.00055832i
7.5999e-05-0.0013537i,-0.00057807-0.0012219i,9.1455e-06-0.00045385i,0.0010518+0.0013398i,8.1104e-05+0.0015379i,-9.5083e-05+0.00093294i,0.0010862+0.00097547i,0.0012449-9.1447e-05i,0.00053607-0.0013217i,0.00047646-0.0011526i,0.00026023-0.00081866i,-0.00023518-0.0010048i,0.00023729-0.0010735i,0.00084648-0.00076396i,0.00046681-0.00065202i,-0.0002489-0.00085588i,-0.00089062-0.00031109i,-0.0010826+0.00020868i,-0.00056883+0.00102i,0.0003557+0.0011697i,0.00033641+0.00072379i,-7.1391e-05+0.00083119i,-2.5816e-05+0.0013331i
-0.00092715-6.025e-05i,0.00064684-0.00076792i,0.00262-4.6057e-05i,0.0040542+0.00070718i,0.004174+0.00015136i,0.0020609-0.00047055i,0.00060367+0.00017465i,0.00062983-0.00030393i,0.00056902-0.0013425i,6.6251e-05-0.00099794i,-0.00020594-0.00036105i,-0.00030087-0.00042437i,-0.00035294-0.00092479i,-0.00017102-0.0014283i,-0.00050851-0.0014079i,-0.00080764-0.0014893i,-0.00023986-0.0016577i,-0.0005728-0.00074929i,-0.0011266-1.4823e-05i,-0.00066267-9.5386e-05i,-0.00060715-0.00029371i,5.138e-05-0.00027782i,0.0004427+0.00023109i
0.00040376+0.001019i,0.00054214+0.00012394i,0.0010751+0.00011056i,0.0018894-0.00079956i,0.0015503-0.0010605i,0.0012599+7.828e-05i,0.0013013+0.00036443i,0.0012305-0.00041536i,0.0011344-0.00067943i,0.00048965-0.0011493i,0.00010722-0.0013019i,0.00015595+2.8069e-05i,1.5468e-05+6.3846e-05i,0.00045681-0.00081499i,0.00029614-0.00055696i,-0.00023908-0.00032652i,-0.00047392-0.00049641i,-0.00049707-4.6621e-05i,-0.00064781+0.00058516i,-0.00079115+0.00074847i,-0.00032904+0.00075462i,-0.00016007-2.0697e-05i,9.6647e-05-0.0005747i
-0.00030851-0.00083047i,-0.00015504-0.00083539i,-0.0001173-0.001306i,0.00082747-0.00042269i,0.0021201+0.00055605i,0.0019877+0.00082701i,0.0010931+0.00080804i,0.00090841-0.00042833i,0.001161-0.0020736i,0.00059253-0.0027989i,-1.6368e-05-0.0019352i,-0.00037525-0.00050015i,-0.0006564-5.7859e-05i,-0.00076309-0.00020128i,-0.00095269-4.1715e-05i,-0.00040258-0.00030586i,0.00016072-0.0002182i,0.00011394-0.00018169i,-0.00038068+0.00016244i,-0.00026068+0.00036344i,0.0010271-0.00010047i,0.00072605+1.0247e-05i,0.00047782+0.0004898i
-0.0006343+0.00091993i,-0.0011191+0.00093174i,0.00020979+0.0013727i,0.0012812+0.0023436i,0.0021305+0.0021719i,0.0021542+0.0017926i,0.0012241+0.00085563i,0.0012147-0.00074196i,0.00083388-0.0019995i,0.0002188-0.0016076i,-4.8942e-06+2.7459e-05i,0.00031068+0.00042805i,0.00041902+6.7659e-05i,0.00016415+0.00029072i,-0.00044721+3.1995e-05i,-0.00073168-0.0007827i,-0.00083009-0.00049302i,-0.00071147-0.00024645i,-0.00050179-0.00072936i,-0.00055719-0.00098867i,-0.0003421-0.00086535i,0.00018074-0.00073628i,0.0003665-0.00074997i
0.001146-0.00058871i,0.00063966-0.0005284i,0.00057906-0.0014702i,0.00083176-0.0019503i,0.00046729-0.0014499i,8.2596e-05-0.00053904i,0.00021464+0.00038818i,0.00029416+0.00056339i,0.00048236-0.00075911i,0.0006713-0.0021512i,0.00038269-0.0018997i,-0.00019124-0.0012826i,-0.00063843-0.0009144i,-0.00092135-0.00053259i,-0.00035034-0.00054611i,-0.00013573-0.00048258i,-7.7928e-06-0.00075349i,-0.00013002-0.00045251i,-0.00012374+0.00034882i,-6.4123e-05+0.00013945i,-0.00048219-0.00030237i,-0.00085944+5.9308e-05i,-0.00081171+0.00044968i
0.00038973+0.0010527i,0.0001642+0.00066427i,0.0016423-0.00018499i,0.0028851+7.0341e-05i,0.0024553+0.00033945i,0.0021441+0.00046896i,0.0015254+9.9527e-05i,0.00062081-0.0004198i,0.00048584-0.00085522i,-3.1286e-05-0.0011166i,0.0001566-0.00057887i,0.0005401+0.00018853i,0.00024831+0.0005627i,-2.3398e-05-0.00010194i,-0.00048355-6.5644e-05i,-0.00093171+0.00023061i,-0.00062943+0.00028745i,-0.00049351+0.00054059i,-0.00082727+0.00027694i,-0.00062313+0.00059256i,0.00025818+0.0006268i,0.00085872+0.00026623i,0.00094364-0.00029598i
0.0010631-0.00070656i,0.0023143-0.00027936i,0.0025625-0.00079368i,0.0016188-0.0017893i,0.0017969-0.0015621i,0.00203-0.00037707i,0.001559+0.0004458i,0.0017111-0.00058427i,0.0013723-0.0020207i,0.00023219-0.0018479i,-0.00076836-0.00081278i,-0.0011111-0.0011057i,-0.0003515-0.0014911i,6.4015e-05-0.00073644i,-0.00026672-0.00024688i,-0.00068706-0.00035351i,-0.00070533-7.2805e-05i,-0.00091281+0.00052731i,-0.00091841+0.00033721i,-4.3442e-05+0.00010342i,9.5168e-06+7.781e-05i,-0.0001423+0.00036035i,0.0003621+0.00049471i
7.538e-05-3.3212e-05i,0.00063573+0.00050985i,0.00087289+0.0011521i,0.0013196+0.00021891i,0.0020327+0.00054824i,0.0019548+0.001334i,0.0019989+0.00065129i,0.0016967-0.00016393i,0.0007017-0.000485i,0.0013524-0.00022279i,0.001143+8.8088e-05i,0.00018375+0.00024916i,0.0004345+0.00042223i,0.00040768+7.9935e-05i,-0.00013892-0.00040601i,-0.00086902-0.00051608i,-0.000706-0.00064781i,-0.00048862-0.00040752i,-0.00021338-0.00022923i,-8.6707e-05+0.00035403i,-0.00047561+0.0011453i,-0.00014098+0.0012195i,0.00058447+0.0003355i
0.0018065+0.0004616i,0.0022778-0.0012745i,0.002311-0.001471i,0.0016808-0.001727i,0.00061918-0.0018502i,-0.0003909-0.0011156i,-1.7701e-06-0.00033256i,0.0008994-0.00021378i,0.0014873-0.00098809i,0.00089033-0.0015033i,0.00038722-0.00077241i,0.00039821+0.0006179i,5.3664e-05-0.0001974i,-0.0011602-0.001536i,-0.0015605-0.001715i,-0.0011716-0.0010982i,-0.0010963+3.3929e-06i,-0.00098944+0.00027749i,-0.00098227-0.00023495i,-0.00048424-8.7549e-05i,-6.5387e-05+0.0002309i,-7.8875e-05-1.3702e-05i,-4.9837e-05-0.00014516i
-0.00022205-0.00013713i,-0.00027571+0.00019036i,0.00081428+0.0011613i,0.0018869+0.0021031i,0.0023357+0.001292i,0.0025013+0.00045462i,0.0023544+0.00024769i,0.00098668-0.00027948i,-0.00071297-0.0014569i,-0.0011816-0.0018021i,-0.00010772-0.0013426i,0.00040736-0.00078473i,6.4224e-05+0.00047353i,-0.00013873+0.00034314i,-4.2893e-05-0.00044267i,-0.00022093-0.00042068i,-0.00094762-0.00066702i,-0.00065118-0.00071299i,2.6745e-05+1.3772e-05i,0.00049969+0.00068575i,0.00083065+0.00056011i,0.00064069-0.00023352i,-0.00014023-2.8299e-05i
-0.00044433-0.00045703i,-0.001036+0.00024699i,-0.00024805+0.00099473i,0.00074349+4.3185e-05i,0.00070563-0.00072883i,0.00071212-0.00039309i,0.0011757-0.00040823i,0.0011522-0.00091497i,0.00097373-0.00071285i,0.00093024-0.00060404i,0.00030062-0.0007876i,-0.00037018-0.00063867i,-0.00086133-0.0011863i,-0.00058252-0.0013509i,0.00011721-0.00065543i,-0.00015671-0.00028001i,-0.00051463+0.00024802i,-0.00021363+0.00040714i,0.00028672-4.0777e-05i,0.00030073+7.8781e-05i,-0.00034011+0.00013708i,-0.00035941-0.00020659i,0.00028559-0.00024197i
-0.00065743+0.00013988i,-7.8712e-05-0.00025989i,0.0011757-0.00078035i,0.0020405+0.00012945i,0.0015979+0.001344i,0.001101+0.0011787i,0.0010601-0.00039003i,0.00093836-0.0010346i,0.0005311-0.0013429i,0.00013206-0.0015975i,0.00042774-0.00071398i,0.0011589-3.7336e-05i,0.0012264-0.0002566i,0.00052852-0.00054162i,-0.00013024+5.7904e-05i,-0.00053063+0.00073168i,-0.0013039+0.00036639i,-0.0013078-0.00042075i,-0.00017946-0.00045157i,0.00042682-0.00015705i,6.8265e-05+0.00036675i,0.00033908+0.00029435i,0.0014397+0.00037373i
0.00091713-9.1507e-05i,0.0011781+0.00065486i,0.0016038+0.00088129i,0.0019783-0.00061191i,0.0008984-0.00188i,-6.602e-05-0.0011008i,0.00041169-0.00034725i,0.00068529-0.00010804i,0.00073604-0.00025703i,0.00084056-0.00087034i,6.8705e-05-0.00093471i,-0.00024182-0.00058158i,6.2433e-05-0.00020452i,0.00026111-0.0002875i,0.00075989-0.00022781i,0.00039464-0.00017308i,-0.00042537-0.00013353i,-0.00090476+0.00030642i,-0.0014971-0.00013453i,-0.00050832-0.00061128i,-0.00040144+0.00020133i,-0.001035+0.00049788i,-0.00031985+0.00011532i
0.00048786+0.00065146i,0.00096445+2.4543e-05i,0.002152+0.00023126i,0.0028009+0.0002982i,0.0024076-2.9329e-05i,0.0018273-0.00042477i,0.0011247-7.1751e-05i,0.00084698-0.00019893i,0.00071823-0.0011782i,7.3191e-05-0.0015995i,3.8019e-05-0.0010424i,0.00034528-0.0010375i,-0.00018237-0.00071324i,-0.00091196+0.0001345i,-0.00089446+0.00036231i,-0.00088365-0.00034184i,-0.001252-3.2749e-05i,-0.0014119+0.00056849i,-0.0016827-0.00018492i,-0.0011069-0.00028759i,-0.00060662+0.00016142i,-0.00065821+0.00034896i,0.00026144+0.00051122i
0.00023883-0.0014508i,-0.00036946-0.00092639i,-0.0011625-8.2801e-05i,-5.6174e-05+0.00077774i,0.0013383+0.0011405i,0.0022138+0.00095545i,0.0014949+0.00070503i,0.00067144-0.00047852i,0.00076481-0.001378i,6.8975e-05-0.0011694i,-0.0004004-0.00082606i,-0.00046068-0.00016776i,0.00015605+8.6783e-05i,0.00040019+4.2867e-05i,-0.00040647-0.00017611i,-0.0012018-0.0009112i,-0.0008988-0.00095287i,-0.00060595+0.00024323i,-0.0006819+0.00096636i,-0.00023323+0.00020649i,0.00068226-0.00024974i,0.00097051+0.00022015i,0.0010477+0.00058594i
