-0.0045691-0.00059405i,-0.0050556-8.012e-05i,-0.0046594+0.0017855i,-0.0021216+0.0019075i,-0.00018794+0.0028596i,6.8521e-05+0.003608i,-0.0002996+0.0027979i,-2.1115e-05+0.0018325i,0.00054883+0.0012121i,0.00042359+0.00030959i,0.0010342-1.4361e-05i,0.00098273-0.0010922i,-0.00015615-0.0022095i,-0.0013226-0.0013164i,-0.0020316-0.00095355i,-0.0011193-0.0016152i,0.000202-0.0017168i,0.00057029-0.001305i,0.00034394-0.00033512i,0.00013288+0.0001732i,0.00084742-0.00020361i,0.00091166-0.0011023i,0.00018365-0.0016745i
-0.0016037-0.00099951i,-0.0010094-0.00058932i,-0.00055568-6.5431e-05i,0.00046573+0.00019021i,0.0012548+4.6142e-05i,0.00081432-0.00020787i,-0.00015878+0.0001401i,-0.00050111+0.00053689i,-0.00061985+7.3266e-05i,-0.00071148-0.00016371i,-0.00047215-0.00023554i,0.00041846-0.0008291i,-7.9451e-06-0.00051503i,-0.00069063-0.00011492i,-0.00072557-0.00029337i,6.2542e-05-0.00012317i,0.00019571+0.0004499i,-0.00047128+0.00064595i,-0.00048481+0.00035224i,-0.00024946+0.00011911i,0.00029857+0.00046001i,0.00083215+0.00053248i,0.00055616-0.0003163i
-0.0015454-0.00011943i,-0.0017888+0.00048669i,-0.0015528+0.0020459i,-0.0014563+0.0027967i,-0.00077404+0.0019367i,-4.0161e-05+0.0019099i,-8.7481e-05+0.0010687i,-0.00030602+0.00010401i,0.00023229+0.00034183i,0.00019448+0.0002998i,-0.00036161-0.00036981i,-0.00019377-0.00094215i,0.00065366-0.00040774i,0.00097963-0.00057605i,0.00058121-0.00071709i,0.00040366-0.0002485i,0.0004596-0.00019002i,-0.00018792+2.3129e-05i,-0.0010874+7.2867e-05i,-0.00093972-0.0010027i,-0.00041541-0.00066299i,-0.00026643+0.00030702i,-0.00024979+0.00030095i
0.00056872-0.0024488i,-8.9196e-05-0.0034367i,-0.00013337-0.0023608i,2.943e-05-0.00068996i,-0.00017488-5.8081e-05i,-0.00045078-8.9332e-05i,-0.00011895-1.3966e-05i,0.00027335-0.000263i,0.00012989-0.00055769i,0.00012555-0.00048821i,0.00010898-0.00036561i,0.00026334-0.00051207i,0.00012109-0.00034267i,0.00061504-2.8063e-05i,0.001034-1.4796e-05i,7.2779e-06-0.00017265i,-0.00033884+7.8987e-05i,-1.683e-05+0.00037808i,0.00093664-9.1999e-05i,0.00097244+0.00019274i,-0.00034554+0.00038861i,-0.00050199-0.00025128i,0.00013813-0.00029653i
0.0008562-0.00093514i,-0.00079876-0.00028295i,-0.0013615-0.00056889i,0.00011106-0.00088337i,0.00076102-1.4847e-05i,0.00066183+0.00091061i,0.00054084+0.0010483i,-8.1492e-05+0.00068188i,1.3718e-05-7.6483e-05i,-0.0001393-0.00029665i,-0.00046053+0.00015209i,-0.0012204-0.0001344i,-0.0011364-0.00038699i,-9.2752e-05-0.00020848i,-8.1488e-05-0.00014415i,-0.00028597+0.00038668i,-0.00021077+0.00041103i,0.00029783+0.00075535i,0.00012023+0.00067579i,-0.00034575-0.00019707i,-0.00054103-0.00033043i,-0.00034144-0.00022966i,0.00036056-0.00076188i
0.0017093-0.0020917i,0.0012741-0.002604i,0.0003956-0.0025592i,-0.00034075-0.0024458i,-0.00044432-0.0014175i,-0.00074107+0.00039086i,-0.00036714+0.0011382i,-0.00057324+0.0009421i,-0.0010836+0.00046252i,-0.00089337-3.7311e-05i,-0.00095119+0.00057168i,-0.0012051+0.0012975i,-0.00060192+0.00085986i,0.0011711+0.00023438i,0.0012183+0.00042928i,0.00030832+0.00063312i,-0.00014509+0.000789i,-0.00067544+0.00088409i,-0.0011297+0.00016773i,-0.00085197-0.0010687i,0.00017021-0.0019032i,0.0012018-0.0012011i,0.00063949+0.00042293i
0.00023001-0.00036039i,-0.00060394+0.00016336i,-0.0010935+0.0010048i,-4.4374e-05+0.00079196i,-2.0031e-05+1.5145e-05i,8.9976e-05-0.00015403i,0.00065332+0.00029266i,-0.00011615+0.00019846i,-0.00074105+0.00045967i,-0.00037974+0.0010668i,9.2985e-05+0.00075326i,8.9713e-05-0.00039604i,0.00039802-0.00042159i,0.00012645+0.00040447i,-0.0005754+0.001038i,-0.0011661+0.0010627i,-0.00088254+0.00037428i,-0.00032437-0.00024244i,0.00027554-0.00091901i,0.00040543-0.00068623i,0.00043431+0.00015058i,0.00034503+0.00042328i,3.505e-05+0.00025777i
-0.0027112-0.00092544i,-0.0020068-0.00093131i,-0.0018971-0.00026006i,-0.0013889-0.00056581i,0.00013824-0.00040272i,0.00056723+0.00021938i,8.6504e-05+0.00020693i,-0.0010262+0.00028586i,-0.00073313+0.00028365i,0.00030887+8.3854e-05i,0.0004898-0.0002003i,0.00042614+2.3884e-05i,0.00063629+0.00014556i,0.00071815-0.00023754i,0.00028195-0.00086236i,0.00052376-0.00096643i,0.00099685-0.00064513i,0.00091298-0.00054367i,-7.7229e-05-0.00071026i,0.00029587-0.0010435i,0.00087528-0.00037408i,0.00028456+0.00037725i,-9.725e-05-9.0468e-05i
0.00023046+0.0026209i,0.0006352+0.0012844i,0.0016473+0.00078189i,0.0019541+0.0010155i,0.0010982+0.00056288i,0.00035678+0.00022384i,0.00060913+0.00048644i,0.00062843+0.00077519i,0.0003522+0.00032289i,3.3857e-05-0.00061431i,-0.00011354-0.0003466i,-0.00035783+0.0004401i,-0.00068454+0.00082111i,-0.0002638+0.0014051i,6.33e-05+0.0016312i,-0.00018704+0.0012021i,0.00037287+0.00069037i,0.00091978+0.00094906i,0.00036089+0.0011602i,0.00054434+0.0012698i,0.0012113+0.0008077i,0.00069204+0.00011508i,-6.0998e-05-0.00025334i
0.00031572-0.0004881i,-9.3887e-06-0.0007484i,-0.00022685-0.00080365i,-0.00048689-0.00058177i,-0.00028829+0.00025265i,0.00027287+0.00079448i,0.00047026+0.00096042i,0.00060088+0.0013813i,0.00015575+0.00095725i,0.00012786+0.00011385i,0.00026083-0.00050904i,0.0001977-0.00086238i,0.00038053-0.00044743i,0.00068637-0.00015222i,0.00073142-0.00049059i,-8.1421e-05-0.0007682i,-0.00077182-0.00066143i,-0.0001315-0.00033755i,0.00058884-0.0005182i,0.00085058-6.3696e-05i,0.00052957+0.00010713i,0.00018981-0.00037656i,0.00018436-0.00029797i
0.0016623+0.00077261i,0.0010191+4.5656e-05i,0.0019761-0.00095203i,0.0019769-0.00061193i,0.0010711-0.00047526i,0.00028144+8.8338e-05i,-3.6673e-05+0.0008633i,0.00032451+0.00071845i,0.00027799-0.00017623i,-0.00043642-0.00069511i,-0.0010069-0.00042708i,-0.0012236-0.00010703i,-7.0813e-05+0.00054048i,0.00068491+0.0010437i,5.3856e-05+0.0012657i,7.7934e-05+0.0008223i,0.00037985+0.00044406i,0.00019613+0.0002127i,0.00034741+0.00012139i,0.00042856+0.00089222i,0.00030126+0.00060482i,0.00050702-0.00058455i,0.0011711-0.00063315i
-0.00026932-0.0010571i,-0.00069898-0.00092938i,-0.0015269+0.00017849i,-0.00086667+0.00081181i,0.0008744+0.00031025i,0.0016974+0.0007396i,0.00079382+0.00063991i,1.4381e-05-0.00059975i,-0.00067439-0.00046086i,-0.00085292+0.00032708i,-0.00057614+8.2833e-05i,0.00014989+0.00033531i,0.00047961+0.00091836i,-0.0001162+0.00056222i,-0.00023158-0.00026721i,0.00087879-0.00068767i,0.00065192-0.00045713i,-0.00074502-0.00052817i,-0.00013197-0.0006371i,0.0010679-0.00083005i,0.00091522-0.0003797i,-0.00025086+0.000143i,-0.00031339+1.8932e-05i
-0.00089262-0.0021629i,-0.0021002-0.002977i,-0.0020709-0.0028128i,-0.0016777-0.0016096i,-0.00134-0.0010245i,-0.00093615-0.0007443i,-0.0009769+0.00031353i,-0.0011161+0.00083968i,-0.00064641+0.00037291i,-0.00064256+0.00016757i,-0.00056604-0.0002841i,-4.9989e-05-0.0010868i,0.00022356-0.0010482i,0.0010816-0.00078324i,0.0014861-0.00049313i,0.00072262-0.0001033i,-4.5198e-05+0.00014258i,-0.00060589+0.0004714i,-0.0010086+0.00021301i,-0.00068143+0.00026819i,-4.3777e-05+0.00039537i,0.00018729+5.0631e-05i,-0.00034643+5.7819e-05i
2.9532e-05+0.00090655i,-0.00049982+0.002776i,-0.00054909+0.0032902i,-0.00042858+0.0014994i,-0.00010047+0.00026849i,-3.3532e-05+0.00067972i,-0.00072882+0.0015346i,-0.0004665+0.0017142i,0.00012955+0.00065679i,0.0003194-4.6556e-05i,0.00059079+0.00011779i,0.00067118-0.00021642i,0.00046593-0.00057168i,0.00084657-0.00014209i,0.00067826-5.1723e-05i,0.00044157-0.0011271i,0.00092565-0.0016546i,0.00079514-0.0015523i,0.00067379-0.0010053i,0.00046288-0.00065611i,3.8989e-05-0.00028081i,0.00012954+0.00028321i,0.00020465+8.9524e-05i
-0.00088619-0.0019469i,-0.001802-0.0027617i,-0.0016904-0.0032235i,-0.00054082-0.0018634i,0.00026993-0.00055706i,0.00035138+0.0001723i,0.00024478+0.00074253i,-0.0002144+0.00019495i,-0.00079064-0.00030151i,-0.00041335+0.00026113i,0.00069634-2.8711e-05i,0.00023884-0.00048527i,-0.00053917-0.00077459i,-0.00059914-0.0013236i,-0.00041923-0.00097579i,-0.00035059+0.00014603i,0.00056026+0.000441i,0.00091319-1.988e-05i,8.335e-05-0.00036171i,-0.00041321-4.6083e-05i,-0.00067163+3.164e-05i,-0.00012708+0.00014619i,1.5414e-05-0.00027303i
-0.0014378-0.0023603i,-0.0021866-8.4294e-05i,-0.0017041+0.00097157i,-0.00097478+0.00046854i,-0.0014407-0.00028365i,-0.001343+0.00027479i,-0.001098+0.00054353i,-0.00073906-2.0253e-05i,-0.00011458+4.9021e-06i,-0.00022666+0.0004736i,-0.00043712+0.00029716i,-0.00026613-0.00027289i,5.9814e-05-0.00032291i,0.00061849-0.00013956i,0.00069306-0.00085021i,0.00082015-0.00091916i,0.0011748-0.00025806i,0.0007564-0.00032247i,0.0005322-0.00081042i,0.001025-0.0003374i,0.00070581-0.00020433i,-4.9228e-06-0.00077837i,-0.00016233-0.00038651i
-0.0011853-0.0016076i,-0.001786-0.0026619i,-0.0019357-0.0021275i,-0.00086663-9.0937e-05i,-0.00018166+0.00074498i,-0.00018382+0.00040725i,0.00030946+0.00037437i,0.0002604+6.0111e-05i,-0.00049548-0.00040658i,-0.00078009-0.00046036i,-0.00030098-0.00022636i,0.00058633+0.00043094i,0.00064947+0.0006728i,-7.4521e-05+0.00021355i,-0.00049462+0.00044996i,-0.00019156+0.00031703i,7.1018e-05+0.00035269i,0.00014592+0.00030416i,0.00027074+6.7271e-06i,0.00010045-1.9249e-05i,0.00040567-0.00038569i,0.0010209-0.00097812i,0.00041152-0.00071516i
0.00048261-0.00097442i,0.00045553-0.0008245i,-0.00014283-0.00011452i,0.0003178+0.00024322i,0.0002533-0.00027385i,-0.0011288-0.00089874i,-0.0014842+0.00028771i,-0.00095701+0.00088256i,-0.00011155+0.00030803i,0.00078376+0.00034223i,5.2884e-05+0.00045483i,-0.00088872+0.00039928i,-0.0001627+0.00025984i,0.0011976-0.00014091i,0.0014712-0.00043429i,0.00099122-1.8371e-05i,0.00037999-8.203e-06i,0.00022643-0.00032941i,0.00039184-0.0001064i,0.00037596+0.00012306i,1.9636e-05-0.00021396i,-2.481e-06-0.00060829i,6.2667e-05-0.00081207i
-0.00036633-0.00089441i,-0.00070488+0.00013576i,-0.00071344+0.00067225i,-0.00029519+0.00065976i,0.00048226+0.0007615i,0.00022203+0.00088201i,-0.00059147+0.00033718i,-0.00033319-1.6558e-05i,0.00039855+0.00040778i,0.00069168+0.00054772i,0.00020203+0.00028849i,-0.00070836-5.8312e-05i,-0.00068132+0.00049868i,-0.0003193+2.3144e-05i,5.1444e-05-0.00033532i,0.00016319+0.00028148i,-0.00021903+0.00027864i,-0.00033114+7.6805e-05i,-0.0002662-0.00079216i,-0.00011816-0.000931i,-8.6374e-05-0.00010148i,0.00021085-9.7818e-05i,0.00043652+0.00011363i
0.00013847-0.00028641i,0.00055493-0.00074043i,4.3163e-05-0.00098565i,0.00014581-0.00058036i,0.0006757+0.00032549i,0.00034689+0.00020047i,0.00021116-0.00020477i,0.00033802-0.00088343i,0.00039937-0.00089518i,0.00039767-0.00043994i,0.00088128-3.3125e-05i,0.0010831+0.00057813i,0.00065434+0.0007543i,0.00082345-2.7914e-05i,0.00069994+8.3599e-07i,2.2703e-05+0.00028522i,0.0001426+0.00034846i,0.00072903+0.00010629i,0.00071449-0.0003478i,0.00039824-0.00058229i,-0.00016849-0.00023857i,-0.00092436+0.00040261i,-0.00056408+0.00043206i
-0.0017975-0.00017895i,-0.0039278-0.00029427i,-0.0040969-0.00067157i,-0.0018292-0.00057934i,-0.00013317-0.00022539i,0.00029559-3.3508e-05i,0.00086591-0.00058545i,0.00080558-0.0013365i,-0.00011598-0.00064717i,-0.0002709+0.00086326i,-0.00019798+0.00085085i,-0.00063237-0.00042165i,-0.00052575-0.00079615i,-0.00029173-0.00046769i,0.00028832-0.00073386i,0.00046115-0.0007989i,0.00077281-0.00032862i,0.0013209-0.0003264i,0.00091488-0.000863i,0.00010753-0.00060023i,-0.00032584+0.00015356i,-0.0004579+4.0971e-05i,-0.000151-0.00056281i
0.00080784-0.0006797i,-0.00028821-0.0017631i,-0.0003329-0.0018194i,-0.00014418-0.0013605i,-0.00092035-0.00067312i,-0.0017885+2.4886e-05i,-0.0012173-0.0002628i,-4.5428e-05-0.00074928i,-9.8218e-05-0.00037973i,-0.00054925-0.00044189i,-0.0001874-0.00023463i,0.00025684+0.00016409i,0.00080018+0.00015028i,0.0009888-0.00016644i,0.00059622-0.00025979i,-6.476e-05+0.00018902i,-0.00089902+1.6006e-05i,-0.00098123-0.00018649i,-0.00057927-0.00025667i,0.0001263-0.00043746i,0.00019688+0.00019421i,8.2633e-05+0.00061286i,0.00018915+0.00056341i
-0.00075927+0.0012043i,-0.00060459+0.00018984i,0.00015374+0.0010088i,0.00075964+0.0013808i,0.0011117+0.0001193i,0.0010737-0.00034534i,0.00048999+0.00023048i,-0.00015046+0.00039043i,-0.00023279+2.073e-05i,0.00011046-0.00034855i,0.00041441-0.00033682i,0.00020165-0.00044277i,-5.7133e-06-0.00031316i,0.00037441-0.00054764i,0.00080598-0.0011348i,0.00028831-0.00074784i,-0.0006055-0.0001054i,-0.00029808+7.0089e-05i,0.00090881-3.3602e-05i,0.0010757-0.00048279i,0.00017991-0.0003704i,-0.00055379-0.00032591i,-0.00095714+0.00026811i
-0.00068475-0.00098377i,-0.0011692-0.0017892i,-0.0017592-0.0013238i,-0.00094245-0.00015276i,0.00029162+0.00021814i,0.0010634+0.00040363i,0.0011249+1.6466e-06i,0.00081595-0.00043357i,0.00036732+0.00017327i,-0.00017165+0.0010369i,-0.00059274+0.00077578i,-0.00033739+0.00024436i,0.00063059+0.00046868i,0.00072394+0.00053244i,0.00058846+0.00041749i,0.00080398+0.0002389i,8.3778e-05-6.8131e-05i,-0.00036898-0.00017497i,-8.6697e-05-0.00021846i,0.00053674-0.00045779i,0.00050379+0.00014617i,-1.8221e-05+0.00084642i,2.047e-05+0.00035375i
0.00051552-0.0014091i,-0.0004424-0.00061472i,-0.00096053-3.8093e-05i,-0.00052003-8.0178e-05i,0.00027859-0.00010524i,0.00017317+0.00033385i,-0.00041044+0.00048039i,-8.3466e-06-3.2544e-05i,-4.5071e-05+8.4339e-05i,-0.00027964+0.00029396i,0.00043497+0.00099321i,0.00022538+0.0015224i,-0.0002396+0.00092557i,0.00033636+1.4762e-05i,0.00020075+0.00010311i,-0.00033539+6.9974e-05i,-0.00054487+0.00019774i,-0.00032604+0.00076246i,-8.3285e-05+0.00029981i,0.00028267-0.00078192i,0.00070553-0.0005067i,0.00034925+0.00092789i,4.1267e-05+0.0011983i
-0.00095938+0.00071331i,-0.0020174+1.7015e-05i,-0.0021834+0.0004546i,-0.001088+0.0017497i,0.00031713+0.0016836i,0.00059061+0.00058528i,-0.00011753+4.7215e-05i,3.8073e-05+0.00038371i,0.00045549-5.8384e-05i,0.00023519-0.00021666i,-0.00010273+0.00028421i,-7.5539e-05-0.00024629i,-0.00062311-0.00042104i,-0.0013483-0.00047098i,-0.001525-0.00031519i,-0.00080116+0.00033636i,-0.00038481+0.00086981i,-0.00073868+0.00084769i,-0.00078331+0.00055333i,-0.0004282+0.00019509i,0.00027314+0.00042301i,-0.00061143+0.0011394i,-0.0011356+0.0004613i
-0.00083429+0.00022891i,-0.0011875+0.00025278i,0.00038509-0.00068446i,0.0019414-0.0010054i,0.0017779-0.0006557i,0.00064614-0.00034368i,-0.0010522+0.00048836i,-0.00181+0.00078087i,-0.00098738+0.00048907i,-0.00036452+0.00051033i,-0.00045184+0.00063904i,-0.00022346+0.00085215i,0.00028234+0.00045431i,0.00030732-0.00040052i,4.666e-05-0.00054276i,2.4483e-05-0.00053416i,0.00026579-0.00048953i,-0.00012982-0.00019592i,-0.00045651+0.00010817i,0.00011819-0.00018485i,0.00056433+7.0867e-06i,0.0005507+8.5804e-06i,0.00067396-0.00025406i
-0.0010613-0.00040151i,-0.0006768+6.1162e-05i,-0.00042606+0.0016791i,0.00095662+0.0021103i,0.0014622+0.00098028i,0.000807+0.00040741i,0.00040353+0.000532i,1.4086e-06+0.00028669i,-0.00043097-7.897e-05i,-0.00027388-0.00057622i,0.00016041-0.00097558i,0.00032727-0.00095908i,-0.00024153-0.0004985i,-0.00078634-0.00011744i,-0.00024894-0.00037732i,7.913e-05-0.00010106i,-0.00021428+0.00038524i,0.00021159+0.0004844i,0.00099346+0.00067905i,0.0011375+0.0004557i,0.00064492-9.4632e-05i,-2.1564e-06-0.00024599i,-0.00041097+0.00020224i
-0.0002404-0.00076692i,-0.00035269-0.0011508i,-0.00065692-0.0022938i,-0.00048263-0.0025122i,-0.00023206-0.0012465i,0.00025454-0.00045843i,0.0008093+3.0796e-05i,0.00036943+0.00018737i,-0.00012635-0.00020452i,-0.00036418-0.00021398i,-1.8149e-05+0.00021367i,0.00060529+0.00050791i,0.0010849+0.00032988i,-0.00010952-0.00022976i,-0.00074279-1.2183e-05i,0.00040945+1.8063e-05i,0.00097953-6.7283e-05i,0.0012742+0.00033599i,0.0014966+7.8784e-05i,0.00040707-0.00035924i,-0.00062395+0.00018354i,5.8213e-06+0.00079723i,0.00059644+0.00012376i
-0.00019542-0.00019504i,0.00024033+2.29e-05i,0.0010989+0.00074113i,0.00095439+0.00096852i,0.00020818+0.00044288i,-0.00079561+0.00029416i,-0.0015958+0.00019443i,-0.0010339-0.00021372i,-0.0003408-0.00066384i,-3.93e-05-0.00067437i,-0.00010338+4.3776e-05i,-0.00034929+8.6276e-05i,-4.8726e-05-0.00020227i,-0.00017506-0.0002863i,-0.00068736-0.00040241i,-0.00063803-0.00086414i,6.6017e-05-0.0010672i,0.00020814-0.00041101i,0.00054905+0.00029716i,0.00099745+0.00039181i,0.00073887-2.992e-05i,0.00023757-0.0001671i,-0.00075905-0.00041734i
-0.0015801-7.0216e-05i,-0.0028859+0.00093252i,-0.0034576+0.0021063i,-0.0020616+0.0020909i,-0.0006593+0.0012508i,-0.0008898-0.00053046i,-0.0010861-0.00067652i,-0.00065761+3.9172e-05i,-0.00069817+0.00022i,-0.0004388+0.00066387i,-0.00023326+0.00063102i,-0.00033764+0.00039406i,-0.0010018+0.00030602i,-0.0011594+0.00032091i,-0.00024259-7.9225e-05i,0.00055467-0.00054634i,9.1385e-05-0.00044015i,-0.00074791+0.00013249i,-0.00064743-5.9701e-06i,-0.00018129+0.00015273i,-0.00041416+0.00083786i,-0.00062299+0.00087855i,-1.1324e-05+0.00069322i
-0.00075725+0.00038451i,0.00051409+0.00070261i,0.002985+0.0020343i,0.0035757+0.0014513i,0.0021416-0.00013825i,0.00076245-0.00023363i,0.00057399+0.00015726i,0.00050611+0.00053917i,0.00014441+0.00050668i,-0.0002024-0.00016877i,-0.00025574-0.00048712i,-0.00033857-0.00010807i,-0.00056101+0.00050773i,-0.0007404+0.00060928i,-0.0012406+0.0008742i,-0.00066308+0.00046914i,4.6736e-05-4.4332e-05i,-0.0007711+0.00036164i,-0.0011486+0.00039101i,-0.00056861-7.76e-06i,-0.00043143-2.9151e-05i,-0.00028145+0.00044773i,-0.00049119+0.00075572i
-0.0014864+0.001361i,-0.0016327+0.00048616i,-0.00097745-0.00031639i,-0.00041051+0.0006772i,0.00063486+0.00071137i,0.00085994+9.6674e-05i,-2.7001e-05+0.00028856i,8.8543e-05+0.00070039i,0.00056719+0.0013469i,0.00050412+0.0012675i,-0.00019476+0.00024521i,-0.00033809-8.3903e-05i,6.607e-05+0.00027422i,-0.00026306+0.00078866i,-0.00020684+0.00083762i,0.00035895+0.00044891i,0.0001747+0.00015355i,-0.00025471+0.00042688i,0.00035322+0.00070987i,0.00077358+0.00035964i,0.00019004-0.00022513i,-0.0006936-0.00033055i,-0.00085547-0.0001954i
0.00052746-0.00060494i,-0.00063593-0.0011938i,-0.00070604-0.0007797i,-0.00010905+0.00021711i,-0.0003099+0.00033475i,-0.0010966+0.00036736i,-0.00090689+0.00051918i,-0.00014901+0.00038527i,0.00029584+0.00070262i,0.00061494+0.00023292i,0.00055781-0.0003033i,0.00040061+0.00015476i,0.0001595+0.00067328i,-0.00044546+0.00033736i,-0.00027132-0.00043089i,0.00043248-0.00061036i,3.9573e-05-0.00038462i,-0.00015346-0.00081644i,0.00017617-0.00087215i,0.00016517-0.00027727i,0.00020598+0.00034973i,0.0003162+0.00065735i,0.00037804+0.00039632i
-0.00060825-0.00049798i,-0.00027997-2.4506e-05i,-0.00013669+5.5024e-05i,0.00093577-0.00056389i,0.0018514-0.0008276i,0.00057616-0.00014513i,-0.00059268+0.0003984i,-0.00018495-8.3769e-05i,-0.00069303-0.00017333i,-0.00078746+0.00032622i,-0.00061643+0.00036668i,-0.00088158-8.3114e-05i,-2.7637e-05-0.00021939i,-0.00019969+2.3267e-05i,-0.00058981+0.00027603i,5.7712e-05+0.00025574i,4.8222e-05+0.00083724i,-0.00039181+0.0011746i,-0.0010347+0.00045185i,-0.00073608+0.00035407i,-0.00013475+0.0007567i,0.00045477+0.0003383i,0.00045765-0.00017149i
0.0012429+0.0013646i,0.00020324+0.00050436i,9.0466e-05+0.00041207i,0.00068135+0.00091571i,0.0012069+0.00039194i,0.00065513-0.00050528i,-0.00040612-0.0009689i,-0.00084856-0.00068914i,-0.00020471+0.00026364i,0.00024669+0.0010194i,-0.00045284+0.00062346i,-0.0010158+0.00024224i,-0.00055765+0.00012047i,0.00023216-3.4011e-05i,-0.00047768-0.00012899i,-0.0010464+0.00019325i,-0.00078478+0.00090141i,-0.00054557+0.00089843i,-0.00076778-4.2163e-06i,-0.00050821-0.00015887i,-0.00012175+0.00022752i,-5.1907e-05+0.0003375i,0.00072819-0.00026192i
0.00028472+0.0011963i,0.00042203+0.00031432i,0.0012576-0.00074796i,0.0021719-0.001075i,0.0011975-0.00055849i,-0.00056701+0.00021008i,-0.0011776+0.00080715i,-0.00070959+0.00088985i,-0.00043065+0.0010773i,-0.00036131+0.00099736i,-1.9818e-05+0.00056981i,0.0002371-0.00013106i,0.00028693+0.00010794i,0.00045039-3.1543e-05i,0.00088374-0.00042346i,-0.00014913-0.00052092i,-0.0007943-0.00043431i,0.00010119-4.974e-05i,-3.3063e-05-0.00017885i,-0.00076056-0.00029959i,-0.00024874-0.00032426i,3.8975e-05-3.6873e-05i,-0.00017906+0.00049169i
-0.00065568-0.0014636i,-0.00096031-0.0017309i,-0.0014211-0.0010061i,-0.00065089+0.00011864i,0.0004124+0.00043749i,-0.00031424+0.00029207i,-0.00039528+0.00015915i,0.00048798-0.00028255i,0.00044417-0.00071309i,-0.00045521-0.0003719i,-0.0010777-0.00040245i,-0.0010622-0.00059195i,7.3937e-05-0.00016409i,0.00053988-0.00014412i,0.00011405-0.00041215i,0.00014568-6.0324e-05i,0.00056523+0.00022396i,0.00054607-3.9099e-05i,0.00011255-8.8279e-05i,-0.00026417-0.00022906i,-6.2373e-05-0.0010384i,0.00022251-0.00060402i,-9.4413e-05+0.00060582i
1.3434e-05+0.0013063i,-0.00033907+0.0014929i,-0.00033083+0.0010852i,-8.4645e-05-4.1759e-05i,-0.00078807-0.00062211i,-0.0012475+0.00034107i,-0.00077067+0.0013174i,7.5434e-05+0.0010802i,0.000783+0.00098678i,0.0007419+0.00080357i,0.00067095+0.0006224i,0.00070822+0.00027639i,0.00035931+0.00022001i,-0.00027584+0.0010062i,1.1329e-05+0.00088122i,0.00033339+0.0004307i,-0.00038922+0.00044349i,2.7396e-05+0.00084144i,0.0010062+0.00068316i,0.00099406+0.00035565i,0.00091219+0.00045833i,0.00078725+1.1716e-05i,0.00050582+8.5076e-05i
-0.0001797+6.0678e-05i,-0.00028744+0.00029243i,7.9813e-05+0.00049648i,0.00049919+0.00012871i,0.0015383-0.0012677i,0.0014078-0.0020385i,0.00024949-0.0014567i,-0.00055454-0.0010661i,-0.00084565-0.00033685i,-0.00058493+0.00081431i,-0.00059282+0.00071926i,-0.00044322-0.00043464i,-0.00010524-0.00065326i,0.0001645-0.00036685i,-7.3749e-05+8.7912e-05i,0.00066733-0.00017157i,0.00097292-0.0005671i,-4.0796e-05-0.00033381i,-0.00032172+0.00012517i,-0.0007022+7.7452e-05i,-0.00074455-0.00039565i,8.3593e-05-0.0002682i,1.6682e-05-0.00062382i
-0.0020166-0.0001555i,-0.0013941+0.00025135i,-0.00027947+0.00086365i,0.0012079+0.0016703i,0.0018828+0.0016374i,0.001545+0.00078715i,0.00032481+0.00010955i,-0.00038315-6.8744e-05i,-0.00060874+0.00060111i,-0.00034138+0.00098876i,0.00060272+0.0003366i,0.0010727+0.00033008i,0.00073069+0.00061515i,6.9218e-05+0.00033161i,0.00013119+7.532e-05i,0.00045404+0.00016902i,-0.00021407-0.00018622i,-0.00048693+1.1467e-05i,-0.00027672+0.00043966i,-0.00023746+4.8926e-05i,-0.00013139-0.00062494i,0.00017212-0.00022802i,-0.00020574+0.00034414i
-5.5669e-05-0.00085243i,-0.00034563-0.0011243i,-0.0014554-0.00085876i,-0.0019586-0.00011183i,-0.0011635+0.00064286i,-0.00011217+0.001208i,0.0010111+0.0008925i,0.0012904+0.00056326i,0.00092559+0.0005551i,0.00046058+0.00065754i,-5.6003e-06+0.00040425i,-0.00023304+0.00037309i,-0.0006559+0.00029481i,-0.00057098+0.00018117i,0.00026139+0.00032025i,0.00070857+0.00029346i,0.00076833+0.00019992i,0.00059974-0.00060936i,0.00095426-0.0016579i,0.00067178-0.0011301i,0.00027704-0.00077984i,0.00023912-0.00085931i,0.00078241-0.00018429i
-0.00072251-0.00056291i,-0.00048661-0.00050422i,-0.00010604+0.00056556i,0.0008968+0.00046402i,0.0018464-0.00058514i,0.00088227-0.00094783i,-0.00035538-0.00076235i,-0.0013346-0.00010083i,-0.0016338+0.00040794i,-0.00073082+0.00028413i,-0.00020665+4.5314e-05i,-0.000279+0.0011763i,-0.00028264+0.0014328i,-0.00019994+0.00023361i,0.00025392+0.00010124i,0.00034999+5.441e-05i,-0.00032816-0.00049398i,-0.00065963-0.00087728i,-0.00018635-0.00039833i,-0.00019324+0.00032383i,-0.00031511+0.00028569i,-9.4766e-05-0.00041265i,-0.00033707-0.001055i
