-0.0045691-0.00059405i,-0.0050556-8.012e-05i,-0.0046594+0.0017855i,-0.0021216+0.0019075i,-0.00018794+0.0028596i,6.8521e-05+0.003608i,-0.0002996+0.0027979i,-2.1115e-05+0.0018325i,0.00054883+0.0012121i,0.00042359+0.00030959i,0.0010342-1.4361e-05i,0.00098273-0.0010922i,-0.00015615-0.0022095i,-0.0013226-0.0013164i,-0.0020316-0.00095355i,-0.0011193-0.0016152i,0.000202-0.0017168i,0.00057029-0.001305i,0.00034394-0.00033512i,0.00013288+0.0001732i,0.00084742-0.00020361i,0.00091166-0.0011023i,0.00018365-0.0016745i
-0.27467-0.095835i,-0.41146-0.19013i,-0.37987-0.24011i,-0.30186-0.18247i,-0.25717-0.041549i,-0.10858+0.094342i,0.075105+0.11443i,0.13057+0.055749i,0.097654+0.019506i,0.071203+0.011913i,0.061731+0.0088674i,0.047493+0.0018351i,0.019685-0.0048824i,-0.0041108-0.002176i,-0.008009+0.0044482i,0.00057752+0.0062667i,0.0083485+0.0060363i,0.013105+0.009384i,0.016028+0.010899i,0.014515+0.0071297i,0.0089648+0.0027365i,0.0043118-0.00042965i,-0.00089059+0.00048179i
0.20515+0.11343i,0.26971+0.12167i,0.10795-0.021869i,-0.15651-0.18543i,-0.25474-0.21222i,-0.20465-0.18445i,-0.17895-0.1448i,-0.15994-0.044488i,-0.087814+0.030696i,-0.043069+0.018837i,-0.049895+0.0011684i,-0.04121+0.016411i,-0.008399+0.030293i,0.012736+0.026786i,0.014926+0.013868i,0.0018504-0.0015956i,-0.018524-0.011353i,-0.030581-0.011049i,-0.027163-0.009888i,-0.018263-0.0078958i,-0.0097316-0.0010422i,0.0012089+0.0056782i,0.013208+0.010546i
-0.15211+0.068461i,-0.24059+0.16043i,-0.1664+0.31095i,0.10081+0.4345i,0.30018+0.39931i,0.25154+0.24789i,0.1238+0.10076i,0.052029-0.040201i,-0.0052281-0.12149i,-0.026972-0.090536i,0.0020056-0.042322i,0.01892-0.031764i,0.0076725-0.029128i,-0.0040636-0.018468i,-0.0058183-0.0054618i,0.00045741+0.001058i,0.0097637+0.00059725i,0.01391-0.0069383i,0.0087459-0.013119i,0.0034282-0.012263i,0.0029377-0.0095607i,0.003957-0.0057671i,0.0053341-0.0058039i
0.34177-0.18297i,0.52958-0.25198i,0.45267-0.18563i,0.13713-0.061392i,-0.094919+0.004783i,-0.13612+0.051367i,-0.072162+0.132i,0.026739+0.17708i,0.067523+0.13152i,0.023044+0.071844i,-0.016678+0.055464i,-0.010069+0.041863i,0.0065643+0.016741i,0.012096-0.00126i,0.0046529-0.0071746i,-0.0039421+0.0010211i,-0.0015649+0.0097606i,0.006006+0.0098805i,0.010218+0.010389i,0.0082985+0.011674i,0.0023884+0.010362i,-0.0020315+0.0090426i,-0.0046118+0.008454i
-0.37569+0.074959i,-0.55914+0.08176i,-0.42882-0.046394i,-0.14143-0.25735i,-0.01321-0.34289i,0.032025-0.26232i,0.049381-0.20524i,-0.037263-0.16662i,-0.093049-0.062836i,-0.028717-0.0027267i,0.023455-0.023761i,-0.0008704-0.031624i,-0.040426-0.0037632i,-0.044156+0.022216i,-0.019006+0.025669i,0.0044026+0.010122i,0.011049-0.0036849i,0.0083311+0.00079859i,0.0080391+0.0090496i,0.007736+0.004078i,0.0016058-0.0019527i,-0.0086196+0.0017845i,-0.017885+0.012484i
0.1593-0.152i,0.23496-0.24554i,0.19661-0.19951i,0.13902+0.016515i,0.12613+0.17199i,0.046195+0.10498i,-0.036653+0.0099137i,0.016147-0.021308i,0.075621-0.071443i,0.037287-0.081916i,0.0017959-0.040734i,0.013529-0.021718i,0.030767-0.028321i,0.027142-0.033044i,0.0083869-0.023885i,-0.0065545-0.0062611i,-0.014981+0.0036268i,-0.025471-0.0033599i,-0.034375-0.014217i,-0.030254-0.010535i,-0.014913-0.0027207i,-0.00078554-0.0042775i,0.0090544-0.013462i
-0.10715+0.37283i,-0.19923+0.59432i,-0.30046+0.54479i,-0.37432+0.25966i,-0.34715+0.046648i,-0.21394+0.022404i,-0.1125+0.067409i,-0.087801+0.12139i,-0.040855+0.1365i,0.0053087+0.074405i,-0.0010401+0.025463i,-0.010705+0.032991i,0.0044102+0.044915i,0.028781+0.034621i,0.035229+0.0091825i,0.018975-0.0086807i,0.0085567-0.010324i,0.016098-0.0088135i,0.023676-0.008962i,0.020864-0.0087585i,0.016381-0.0075343i,0.01556-0.0060076i,0.014113-0.0048493i
0.24738-0.4291i,0.34991-0.6792i,0.32112-0.63072i,0.23191-0.37195i,0.16835-0.19346i,0.11431-0.08706i,0.10965-0.011547i,0.1075-0.044921i,0.018314-0.070885i,-0.040854-0.0091363i,-0.021542+0.014345i,-0.012481-0.024588i,-0.025448-0.053199i,-0.037962-0.045146i,-0.032527-0.011642i,-0.0094927+0.011649i,0.0030846+0.015178i,-0.00089696+0.020489i,-0.002073+0.033339i,0.0035628+0.039316i,0.0025342+0.030612i,-0.0064013+0.017338i,-0.016873+0.0064898i
-0.078127+0.23164i,-0.013294+0.40125i,0.17604+0.45986i,0.32604+0.41905i,0.32268+0.32891i,0.24759+0.13844i,0.14682-0.063584i,0.06367-0.10617i,0.065154-0.063418i,0.083204-0.054899i,0.065231-0.03813i,0.052232+0.0048311i,0.0492+0.03048i,0.040943+0.025851i,0.02467+0.006511i,0.0079-0.0048179i,0.002963-0.0080767i,0.0050787-0.016278i,-0.00017335-0.029062i,-0.011935-0.033069i,-0.015943-0.022145i,-0.0064511-0.0053022i,0.010493+0.0079856i
-0.12106-0.28136i,-0.30059-0.46836i,-0.45295-0.52872i,-0.46281-0.44266i,-0.37346-0.27864i,-0.26747-0.083553i,-0.17646+0.059408i,-0.12542+0.098551i,-0.10073+0.086221i,-0.075147+0.059992i,-0.059002+0.022247i,-0.05697-0.0062811i,-0.053409-0.0035269i,-0.037079+0.020281i,-0.011384+0.02905i,-0.00024007+0.014554i,-0.0060616+0.0045974i,-0.0087225+0.008315i,-0.00090016+0.011701i,0.010055+0.010344i,0.014217+0.0082547i,0.011877+0.008622i,0.0077007+0.012244i
0.10471+0.40249i,0.25213+0.55064i,0.2968+0.38314i,0.16344+0.076307i,0.027283-0.050356i,-0.020885-0.014594i,-0.041934+0.047048i,-0.0362+0.064905i,-0.028568+0.019251i,-0.040043-0.0079908i,-0.0059363+0.0089593i,0.04889+0.0092037i,0.064495-0.011976i,0.048732-0.032894i,0.017235-0.031091i,0.00019513-0.0059025i,0.004794+0.0054157i,0.0034752-0.0031859i,-0.0069352-0.0055761i,-0.012404+0.00059883i,-0.013159-0.00045327i,-0.013199-0.0084019i,-0.013088-0.018036i
-0.023175-0.22128i,-0.11172-0.17815i,-0.15655+0.18894i,-0.022067+0.56917i,0.14842+0.56412i,0.17489+0.30667i,0.16838+0.1003i,0.18143-0.013428i,0.13496-0.049068i,0.065428-0.021326i,0.0063102-0.0031754i,-0.047866+0.001455i,-0.062775+0.014446i,-0.038579+0.022828i,-0.0088724+0.018284i,-0.00068084+0.0072188i,-0.0092984+0.0051664i,-0.0070963+0.011147i,0.0073047+0.0090229i,0.012438-0.00050844i,0.006114-0.0033756i,-0.0002415+4.7528e-05i,-0.0054162+0.0040814i
0.078362+0.091454i,0.14027+0.0094773i,0.17238-0.23244i,0.094833-0.43238i,-0.037832-0.41897i,-0.11026-0.28473i,-0.15987-0.15518i,-0.17669-0.034349i,-0.10799+0.037833i,-0.025265+0.020321i,0.013034-0.013627i,0.029975-0.024987i,0.026955-0.028396i,0.009405-0.017566i,0.0043806-0.0023602i,0.015497-0.0042099i,0.024995-0.020352i,0.020263-0.027646i,0.0065137-0.016919i,-0.0038239-0.00039577i,-0.0038282+0.011287i,0.0031022+0.015454i,0.0076758+0.017003i
-0.10829-0.26452i,-0.11883-0.31726i,-0.036505-0.2641i,0.035825-0.26267i,0.0026975-0.28631i,-0.057121-0.19454i,-0.047259-0.096294i,-0.037978-0.074059i,-0.045331-0.063211i,-0.0363-0.044168i,-0.032741-0.017484i,-0.028644+0.020864i,-0.01181+0.046327i,0.0050555+0.044064i,0.0045133+0.023491i,-0.013555+0.017668i,-0.020476+0.035838i,-0.011316+0.04331i,-0.002528+0.030662i,0.0030439+0.013862i,0.0037883+0.0003255i,0.0028521-0.0046308i,0.0069218-0.005669i
0.024155+0.1888i,-0.081048+0.21616i,-0.29823+0.20773i,-0.39945+0.34907i,-0.23079+0.48072i,-0.0075786+0.33692i,0.067382+0.13413i,0.092997+0.057297i,0.1105+0.01302i,0.085924-0.018166i,0.064724-0.033713i,0.046063-0.053395i,0.018301-0.054935i,-0.0012258-0.040225i,-0.011462-0.022005i,-0.011443-0.015285i,-0.013429-0.028814i,-0.026918-0.034758i,-0.034319-0.020182i,-0.023576-0.0027579i,-0.0084766+0.0030505i,-0.0022831+3.6992e-05i,-0.0029674-0.0038377i
0.0088176-0.23272i,0.068794-0.34446i,0.14245-0.32318i,0.14559-0.22255i,0.091192-0.11939i,0.047755-0.02302i,0.037642-0.0010157i,0.0061071-0.03847i,-0.036613-0.026801i,-0.041628+0.004023i,-0.038256+0.0091353i,-0.033071+0.016603i,-0.011329+0.019166i,0.0052911+0.014132i,0.011739+0.018817i,0.020954+0.027463i,0.034219+0.027088i,0.041447+0.012073i,0.033776-0.003856i,0.017067-0.0045281i,0.0037215+0.0052113i,-0.005899+0.0098123i,-0.016912+0.0057553i
0.19122+0.37889i,0.26321+0.58043i,0.27698+0.55037i,0.28227+0.23466i,0.22845-0.091268i,0.099003-0.16645i,-0.00028433-0.05181i,-0.013845+0.046543i,0.002291+0.041686i,0.0012565+0.010014i,0.0021771+0.012825i,0.015951+0.018467i,0.0096948+0.0050172i,-0.011405-0.005432i,-0.014557-0.011469i,-0.01348-0.018673i,-0.023577-0.015138i,-0.026855+0.001366i,-0.014288+0.012756i,-0.0022589+0.0075622i,0.0006844-0.0018451i,0.005613-0.001911i,0.014881+0.0054706i
-0.042241-0.30526i,-0.040619-0.48026i,-0.041698-0.44649i,-0.095818-0.1564i,-0.11826+0.13906i,-0.043462+0.20447i,0.033831+0.11365i,0.044023+0.034755i,0.017192+0.015824i,0.0038319+0.025973i,0.010157+0.017566i,-0.0021075-0.0053477i,-0.011475+0.0019194i,0.0099158+0.014804i,0.022335+0.003912i,0.013002-0.0069735i,0.0066922-0.0067523i,0.0093509-0.0080205i,0.010267-0.017242i,0.0042461-0.022808i,-0.0028799-0.015845i,-0.0045316-0.0055183i,0.0011459-0.001916i
0.17894+0.23381i,0.36018+0.29013i,0.41359+0.15487i,0.24779-0.053868i,0.025701-0.1391i,-0.087239-0.10835i,-0.1141-0.075192i,-0.11497-0.052082i,-0.09161-0.030497i,-0.054056-0.024314i,-0.013615-0.038699i,0.017968-0.058979i,0.027018-0.058132i,0.018388-0.033623i,0.0059051-0.0060297i,0.00034112+0.0080037i,0.0039266+0.0085821i,0.0075554+0.0048091i,0.0022365+0.0072423i,-0.0048856+0.015436i,-0.0049649+0.01796i,0.0015973+0.011419i,0.0088768+0.00023829i
-0.45827-0.24384i,-0.8337-0.26375i,-0.88808-0.1203i,-0.50861-0.0054766i,-0.10995-0.040187i,0.010186-0.076791i,0.0067398-0.046585i,0.019801-0.035436i,0.021307-0.025311i,0.019762-0.0027672i,-0.0025291+0.018797i,-0.032907+0.057454i,-0.027953+0.073193i,-0.011275+0.047012i,-0.0061267+0.024132i,-0.0037924+0.018365i,-0.0051046+0.013209i,-0.0085725+0.0076456i,-0.0051295+0.00824i,0.0036969+0.0092973i,0.0054549+0.0051196i,-0.0053375+0.0050278i,-0.019061+0.010725i
0.19768+0.272i,0.34832+0.37208i,0.3386+0.32872i,0.15501+0.26858i,0.014383+0.24764i,0.0039726+0.17071i,0.031634+0.10408i,0.078526+0.10174i,0.11147+0.057331i,0.067344+0.0010419i,0.028853-0.003264i,0.025553-0.016324i,0.00024776-0.030708i,-0.025925-0.015434i,-0.025149-0.0050513i,-0.013302-0.011941i,-0.0077516-0.021639i,-0.012429-0.020269i,-0.015528-0.0086797i,-0.012321-0.00081694i,-0.0070948+0.0027292i,-0.0037447+0.0047741i,-0.0062168+0.0086081i
-0.030993-0.14502i,0.00066906-0.084967i,0.11016+0.08607i,0.18399+0.10901i,0.10561-0.0029595i,-0.012391-0.023818i,-0.055897-0.038205i,-0.10316-0.084708i,-0.12043-0.060842i,-0.057035-0.031091i,-0.0052065-0.035336i,0.021368-0.013805i,0.051366+0.013185i,0.062367+0.018596i,0.050056+0.01662i,0.032009+0.016256i,0.021897+0.018701i,0.020839+0.0077433i,0.014623-0.01654i,0.0016109-0.024995i,-0.0038031-0.012606i,0.003807-0.00027951i,0.015317+0.0037813i
0.2847-0.10955i,0.30868-0.39119i,0.087244-0.67149i,-0.14086-0.63084i,-0.10686-0.37084i,0.010044-0.1929i,0.01532-0.065857i,-0.0046499+0.011454i,-0.032734+0.0022597i,-0.065718-0.00082342i,-0.058512+0.0045795i,-0.055469-0.017378i,-0.065404-0.027332i,-0.049583-0.013622i,-0.02261+0.00050973i,-0.011657-0.00033831i,-0.013115-0.0026794i,-0.0023717+0.012212i,0.023113+0.031973i,0.036024+0.035113i,0.029816+0.026318i,0.023089+0.017942i,0.020436+0.0054399i
-0.16621-0.20527i,-0.22036-0.24571i,-0.14567-0.0905i,-0.043867+0.14407i,-0.025183+0.27083i,-0.033649+0.25798i,0.00026443+0.16337i,0.055611+0.077266i,0.090087+0.0339i,0.088489+0.012287i,0.069526+0.00073715i,0.047202-0.0082618i,0.02311-0.0092046i,0.0091631+0.0012141i,0.0025525+0.0074506i,-0.0022658+0.012427i,-0.0053231+0.015397i,-0.021783+0.01141i,-0.043335+0.013023i,-0.041199+0.013175i,-0.029232+0.002322i,-0.029349-0.0071186i,-0.033407-0.012266i
0.096291+0.39658i,0.086284+0.63991i,0.024946+0.67449i,0.030161+0.44138i,0.059614+0.11541i,0.032062-0.11596i,-0.0013591-0.18479i,-0.0021342-0.14445i,-0.00089144-0.10331i,-0.022501-0.081162i,-0.041008-0.040199i,-0.020416+0.0089489i,0.017728+0.029317i,0.026923+0.017588i,0.013454-0.0013749i,0.0020856-0.01211i,0.0015032-0.020534i,0.0070978-0.033091i,0.0047482-0.047081i,-0.0064952-0.043076i,-0.0076151-0.019456i,0.0037001-0.0028261i,0.011129+0.0083989i
-0.08683-0.1411i,-0.0037845-0.29362i,0.1534-0.48856i,0.16038-0.5899i,0.028535-0.45388i,-0.061562-0.16763i,-0.083738+0.022602i,-0.10654+0.044906i,-0.11145+0.035171i,-0.054634+0.035595i,0.0083845+0.015425i,0.020697-0.0072794i,0.0017433-0.015759i,-0.013319-0.011937i,-0.014868+0.0036608i,-0.0051205+0.01697i,0.0037315+0.021299i,0.010895+0.020637i,0.019098+0.01526i,0.019949+0.006862i,0.0087048+0.0047285i,-0.0063918+0.018759i,-0.012015+0.034322i
0.19541+0.24484i,0.33114+0.39429i,0.34264+0.46292i,0.24039+0.46132i,0.17627+0.39346i,0.1865+0.25378i,0.19818+0.14967i,0.1745+0.11275i,0.10282+0.078257i,0.013997+0.062198i,-0.01579+0.054646i,-0.013133+0.021671i,-0.020314+0.004679i,-0.015412+0.010871i,-0.0073792+0.0075562i,-0.017198-0.0026537i,-0.025878-0.007994i,-0.016108-0.0034269i,-0.002775+0.0089173i,0.0016123+0.020052i,0.0045324+0.017658i,0.0075845-1.4796e-05i,0.010263-0.02339i
-0.3287-0.25793i,-0.63991-0.28431i,-0.71713-0.074442i,-0.44634+0.13516i,-0.16641+0.13428i,-0.046475+0.048082i,0.040702-0.048568i,0.082738-0.1289i,0.064386-0.11878i,0.070005-0.062468i,0.07171-0.038977i,0.039739-0.014187i,0.024491+0.031746i,0.037412+0.069546i,0.048793+0.080848i,0.039575+0.060508i,0.019016+0.027078i,-0.002123+0.0060219i,-0.0177+0.00013595i,-0.021023+0.0041102i,-0.01658+0.020542i,-0.0070366+0.036032i,0.00279+0.03336i
0.26082+0.052012i,0.45226-0.022827i,0.48542-0.26486i,0.26488-0.49826i,-0.031357-0.50524i,-0.25527-0.32617i,-0.35204-0.093075i,-0.26135+0.076579i,-0.097166+0.088192i,-0.039345+0.00066865i,-0.06079-0.040537i,-0.056961-0.026823i,-0.024345-0.01967i,-0.0073149-0.032734i,-0.015167-0.035461i,-0.012083-0.014779i,0.0081215-0.0020547i,0.018312-0.0093298i,0.018447-0.018238i,0.013178-0.022634i,0.0073056-0.026964i,0.0078375-0.027692i,0.0098374-0.013493i
-0.18191-0.25768i,-0.3177-0.29144i,-0.34385-0.056291i,-0.21274+0.27543i,-0.031495+0.38981i,0.050807+0.27919i,0.011689+0.13612i,-0.069133+0.053836i,-0.10506+0.033762i,-0.073554+0.032352i,-0.016735+0.014885i,0.024365-0.012181i,0.037221-0.030167i,0.04345-0.020027i,0.053073-0.0072474i,0.040029-0.0056471i,0.015793+0.0079506i,0.011279+0.021688i,0.018622+0.019811i,0.021391+0.01422i,0.016651+0.017862i,0.0074257+0.027399i,-0.0014317+0.02354i
0.096575+0.1389i,-0.0021337+0.079625i,-0.20159-0.0098027i,-0.22523+0.046001i,-0.045107+0.12926i,0.081813+0.072198i,0.089191-0.0030982i,0.082103-0.052274i,0.039813-0.1122i,-0.0055931-0.090908i,0.022069-0.039482i,0.034834-0.032042i,0.00041004-0.0092538i,-0.011912+0.017395i,0.0030264+0.010819i,0.009976-0.018259i,-0.00097039-0.042911i,-0.0085893-0.038172i,-0.0025167-0.017991i,0.0045942-0.0047573i,0.0042211-0.0028667i,0.0011872-0.0060553i,0.00023471-0.0036931i
0.10652-0.04532i,0.25885-0.061626i,0.35222-0.10064i,0.23963-0.16554i,0.13051-0.11071i,0.26078+0.053577i,0.41716+0.082921i,0.3754+0.012704i,0.25651+0.004414i,0.1309+0.025037i,-0.0018097+0.092717i,-0.0286+0.16805i,0.010884+0.12816i,-0.013676+0.051883i,-0.059372+0.045188i,-0.054456+0.058707i,-0.027001+0.053286i,-0.013666+0.041908i,-0.014387+0.035548i,-0.018342+0.037243i,-0.030181+0.038141i,-0.044134+0.030568i,-0.046936+0.015019i
0.33777+0.048047i,0.4708+0.071073i,0.37505+0.10404i,0.12057+0.11974i,-0.14648+0.0039373i,-0.46426-0.16938i,-0.62949-0.097691i,-0.44426+0.10409i,-0.18938+0.10799i,-0.06954-0.025669i,-0.0011261-0.15311i,0.01417-0.22026i,-0.014455-0.15547i,-0.0036985-0.04053i,0.0066331+0.00022541i,-0.020527+0.0074656i,-0.02476+0.011693i,-0.011157-0.0057483i,-0.0085255-0.018495i,-0.0068732-0.021427i,0.0055791-0.013054i,0.031874+0.0076892i,0.045231+0.021643i
-1.4895+6.4459i,0.4755+5.8479i,2.9466+4.8958i,3.8599+2.2439i,3.3437-0.49329i,1.4435-1.967i,-0.3904-1.2479i,-0.76389+0.10485i,0.0014143+0.73036i,0.89523+0.49566i,1.0422-0.09652i,0.36296-0.3579i,-0.74484+0.18314i,-1.6789+1.2057i,-1.9056+1.3856i,-1.5193+0.49619i,-1.0237-0.19596i,-0.586-0.0089014i,-0.07703+0.36752i,0.14399+0.36883i,-0.10192+0.31872i,-0.42906+0.46189i,-0.45428+0.6323i
0.092817+0.17423i,0.11876+0.34479i,0.10472+0.37941i,-0.01253+0.20043i,-0.20686+0.032446i,-0.33222+0.0050868i,-0.30101-0.0081833i,-0.17117-0.065455i,-0.051089-0.1201i,-0.0049089-0.15444i,0.0075406-0.12338i,0.048808-0.058571i,0.068282-0.020827i,0.044529+0.014482i,0.030475+0.042529i,0.028329+0.037316i,0.022981+0.0093471i,0.0042269-0.014545i,-0.016649-0.015256i,-0.026717-0.0054368i,-0.040004+0.0048516i,-0.046468+0.0093022i,-0.03091+0.0028254i
0.008223-0.081492i,-0.017054-0.017934i,-0.025093+0.10928i,0.00071663+0.088192i,-0.063159-0.087873i,-0.20893-0.19174i,-0.21504-0.13628i,-0.070903-0.036967i,0.04603-0.015335i,0.053246-0.057526i,0.001101-0.084239i,-0.03208-0.07204i,-0.0087078-0.050194i,0.043605-0.049624i,0.058269-0.052135i,0.038099-0.017076i,0.031106+0.01878i,0.026129+0.017058i,0.0057655+0.0077075i,-0.0074399+0.013408i,0.0047013+0.0274i,0.03974+0.03005i,0.064856+0.012324i
0.17802+0.057204i,0.3566-0.20221i,0.36894-0.56024i,0.21382-0.53823i,0.24597-0.15387i,0.47188+0.11614i,0.51023+0.13566i,0.31541+0.090547i,0.11268+0.089116i,0.011242+0.11338i,-0.025785+0.1142i,-0.036748+0.10049i,-0.017533+0.071107i,-0.0034633+0.022718i,-0.0024509-0.00097596i,-0.0042085-0.015828i,-0.025466-0.030059i,-0.03364-0.018895i,-0.012426-0.003509i,0.0040275+0.0069967i,0.0086067+0.012575i,0.011386+0.0076725i,0.01454-0.0020116i
-0.075975+0.011589i,-0.091004+0.13313i,-0.016893+0.25268i,0.02719+0.19423i,-0.024716+0.083448i,-0.02277+0.063494i,-0.0085619-0.020418i,-0.12942-0.11125i,-0.20492-0.04702i,-0.13033+0.043438i,-0.05302+0.077932i,-0.0090787+0.095806i,0.0081284+0.084286i,-0.0085633+0.071329i,-0.013749+0.065066i,-0.0033211+0.047718i,0.0024344+0.042307i,0.0052007+0.040192i,-0.0008744+0.024408i,-0.0037608+0.012779i,0.0044681+0.0063565i,-0.002068-0.0017965i,-0.025517-0.0018121i
-0.087128+0.39895i,-0.09149+0.79362i,0.012655+0.90903i,0.10483+0.5154i,-0.008362-0.0042455i,-0.21352-0.2092i,-0.25255-0.1219i,-0.12106-0.001905i,0.001329+0.02351i,0.024492+0.0090914i,0.021349+0.003928i,0.027138-0.01799i,0.017186-0.034259i,0.0079489-0.022689i,0.00026581-0.0059637i,-0.001032+0.0058322i,0.015481-0.0040249i,0.024667-0.032693i,0.011076-0.048959i,-0.0065736-0.042578i,-0.012256-0.029921i,-0.012974-0.023726i,-0.012467-0.012682i
0.12037-0.51385i,0.19331-1.0169i,0.165-1.2094i,0.070254-0.78963i,0.069784-0.12979i,0.15105+0.318i,0.22766+0.43781i,0.2414+0.31157i,0.1624+0.16483i,0.081611+0.099995i,0.0152+0.043474i,-0.056881+0.018835i,-0.064232+0.023582i,-0.036945-0.0050347i,-0.034495-0.038769i,-0.037401-0.043726i,-0.0396-0.02311i,-0.032687+0.0058305i,-0.0080945+0.011255i,0.0082659-0.0054987i,0.011224-0.016291i,0.016565-0.017106i,0.021908-0.015618i
-0.24913+0.14898i,-0.384+0.30514i,-0.34528+0.32297i,-0.22465+0.17047i,-0.14444+0.061085i,-0.04055+0.063912i,0.0020474+0.062757i,-0.087686+0.075718i,-0.12585+0.11279i,-0.073597+0.078698i,-0.039315+0.029019i,-0.0081563+0.02268i,0.015414+0.0037008i,-0.0036881-0.030153i,-0.024665-0.048636i,-0.014948-0.054455i,0.0055316-0.048145i,0.016538-0.0313i,0.015677-0.019134i,0.0087023-0.024045i,0.0020626-0.037814i,-0.004726-0.046464i,-0.012429-0.047928i
0.064121+0.39756i,0.087343+0.78962i,0.086816+0.94986i,0.055045+0.61377i,-0.050253+0.11181i,-0.1544-0.18092i,-0.17463-0.28664i,-0.14665-0.26373i,-0.090318-0.14985i,-0.053057-0.042148i,-0.059586+0.022804i,-0.070476+0.037012i,-0.069042+0.012302i,-0.053281-0.01249i,-0.025204-0.022673i,0.0024584-0.016116i,0.015267-0.0068623i,0.017179-0.007774i,0.020988-0.012873i,0.024544-0.011568i,0.024723-0.0081157i,0.016376-0.012944i,0.0020945-0.015076i
0.091542-0.17421i,0.20011-0.53633i,0.21666-0.85126i,0.14921-0.72567i,0.17573-0.34522i,0.21398-0.12684i,0.15464-0.042182i,0.10985-0.0089308i,0.082489-0.017582i,0.06719+0.0065009i,0.095799+0.022041i,0.099402+0.0012739i,0.072522-0.005443i,0.050832-0.015406i,0.023906-0.029626i,-0.0008325-0.017784i,-0.0096654+0.0058183i,-0.0095354+0.013508i,-0.01017+0.0042474i,-0.0052018-0.0089921i,0.0046622-0.020795i,0.0072594-0.022206i,0.0059712-0.011806i
-0.03945-0.1241i,-0.11321-0.23194i,-0.14848-0.23876i,-0.15833-0.1196i,-0.18484+0.032207i,-0.13773+0.16252i,-0.021279+0.2109i,0.027495+0.177i,0.0085967+0.1297i,-0.0058237+0.070949i,-0.028141+0.013161i,-0.04621-0.004513i,-0.035534+0.0018988i,-0.016424+0.012723i,-0.0018574+0.017422i,0.0071998+0.010701i,0.0041481+0.0062711i,-0.0075283+0.019023i,-0.014345+0.039937i,-0.011288+0.042999i,-0.0026275+0.03083i,0.0051448+0.023218i,0.0048169+0.021019i
-0.031477+0.33068i,0.08595+0.78108i,0.26852+1.0095i,0.29292+0.72769i,0.12782+0.31531i,0.0043003+0.111i,-0.010969+0.019331i,-0.013524-0.014195i,-0.012304-0.017937i,-0.026554-0.013746i,-0.028373+0.022604i,0.0011358+0.034695i,0.0015585+0.0066741i,-0.017-0.0097674i,-0.017305-0.011655i,-0.011541-0.017406i,-0.0061549-0.024229i,0.0044188-0.028802i,0.011054-0.035196i,0.0092114-0.032195i,0.009312-0.021701i,0.011339-0.025425i,0.0099486-0.038603i
0.070073-0.39698i,-0.056337-0.78835i,-0.23941-0.87479i,-0.1808-0.55471i,0.077396-0.26869i,0.18677-0.20099i,0.1298-0.19077i,0.06324-0.19301i,0.013171-0.15202i,0.0088997-0.080066i,-0.0023579-0.056141i,-0.043892-0.025648i,-0.041741+0.01132i,-0.020943+0.015925i,-0.014809+0.021771i,-0.001988+0.036351i,0.01083+0.03548i,0.0089504+0.017824i,-0.0015724+0.0016022i,-0.0098197-0.0029485i,-0.014634-2.696e-05i,-0.019042+0.0026214i,-0.021864+0.0044834i
-0.38745+0.01061i,-0.62042+0.12236i,-0.58113+0.1723i,-0.34328+0.090672i,-0.17475-0.003833i,-0.10678-0.020243i,-0.097578+0.0346i,-0.097974+0.11205i,-0.056838+0.11914i,-0.03551+0.064795i,-0.028462+0.055785i,0.022936+0.059767i,0.064129+0.029211i,0.060257+0.0051296i,0.035271-0.0047067i,0.0052336-0.01126i,-0.011376-0.006648i,-0.0071397+0.0076495i,0.0053995+0.016507i,0.012739+0.011961i,0.014282+0.0037148i,0.019722+0.0028016i,0.02812+0.0076199i
0.47635+0.40401i,0.91686+0.51425i,0.96336+0.37854i,0.48741+0.19323i,0.010644+0.18905i,-0.12355+0.25525i,-0.04283+0.22487i,0.04318+0.134i,0.050002+0.070264i,0.02563+0.063083i,0.022567+0.045771i,-0.0061252+0.0023196i,-0.048615-0.0034305i,-0.050117+0.011308i,-0.030809+0.0082567i,-0.014515-0.0029497i,-0.0069816-0.011942i,-0.014052-0.01516i,-0.028146-0.0082089i,-0.030412+0.0053361i,-0.021984+0.0078558i,-0.023537-0.00056365i,-0.029022-0.0063472i
-0.32552-0.19907i,-0.5519-0.20691i,-0.47678-0.13053i,-0.12051-0.14389i,0.1308-0.22507i,0.15425-0.21259i,0.085832-0.17139i,-0.0050891-0.14618i,-0.034406-0.079311i,0.0051438-0.053302i,0.0080842-0.059284i,0.0053941-0.022606i,0.028137-0.0048055i,0.027029-0.020064i,0.017471-0.026378i,0.014809-0.026109i,0.0059579-0.012901i,0.0032647+0.0075607i,0.00921+0.008189i,0.0088483-0.0044164i,0.0069387-0.0050252i,0.01424+0.0050681i,0.025972+0.0086691i
