-0.0011575+0.00049643i,-0.0020011-0.00088208i,-0.0015025-0.002224i,-0.0015779-0.0019604i,-0.0026399-0.0008338i,-0.002742+0.0010201i,-0.0017095+0.0020661i,-0.00022616+0.001304i,0.0010517+1.0956e-05i,0.0014555-0.00095448i,0.00063092-0.00075946i,5.4082e-05-0.00031037i,0.0004924-0.00090528i,0.00092191-0.0011638i,0.00061858-0.0009593i,0.00073077-0.00044352i,0.00039069-0.00023865i,-6.3176e-05-0.00067207i,-0.00026531-0.00067413i,-2.7659e-05-0.00041505i,0.00050452-5.0262e-06i,0.00018652+0.00010623i,-0.0002511-0.00014308i
-0.0011356-0.00028535i,-0.0020679-0.00045297i,-0.0024851-0.00051971i,-0.0015072+7.9124e-05i,9.1177e-05+0.00046584i,0.00088406+0.0015241i,0.00061619+0.0016482i,0.00015023-5.2177e-06i,0.00011476+9.59e-05i,0.00019792+9.785e-05i,6.929e-05-0.00080152i,-0.0003833-0.00082261i,-0.00069026-0.00072493i,-0.00047499-0.00087085i,-0.00076324-0.00071439i,-0.00078815-2.1144e-05i,8.3929e-05+0.0007892i,2.386e-06+0.00055908i,-0.00030524+2.7816e-05i,0.0001815+0.00031215i,0.00045096+0.00018415i,-0.0004635-0.0003647i,-0.0013073-0.00039854i
0.001692-0.001537i,0.00091668-0.0018468i,-0.00086226-0.0031913i,-0.0013005-0.0031158i,-0.00094453-0.0015667i,-0.00043602+0.00040696i,0.00027416+0.0006315i,0.0013585-0.00030541i,0.0015498-0.00075878i,0.0015011-0.00060531i,0.00067878-5.473e-05i,0.00018577-3.4012e-05i,0.00081889-0.00029218i,0.00073352-0.00035321i,0.00045757-0.00040955i,0.00012163-0.00015148i,-0.00066811+7.6776e-05i,-0.00050811-0.0001307i,0.00080158-0.00061013i,0.0011598-0.00085326i,0.00072914-0.00036954i,-0.00025884+5.9655e-05i,-0.00034461+9.108e-05i
-0.0026512+0.0027779i,-0.0021257+0.0025202i,-0.001366+0.0031091i,0.00031545+0.0023112i,0.00090356+0.0014782i,-0.00014423+0.0013203i,-0.0010668+0.0013477i,-0.0013091+0.00078141i,-0.0013142+0.00038873i,-0.00025703+0.001278i,0.00072007+0.0014581i,0.00073094+0.00027111i,6.0014e-06-0.00015413i,-0.00027309-0.00051407i,0.00014654-9.2643e-05i,0.0005626+0.00020634i,-0.00045981+0.00021089i,-0.0015802+0.00012988i,-0.00029513+2.3716e-05i,0.00066572-0.00023938i,0.00033717-0.00072573i,-6.8822e-05-0.00026862i,-0.00070761+0.00080321i
0.0013774-0.0021787i,0.0014904-0.0022193i,0.00087774-0.0022339i,-0.0015032-0.00095764i,-0.0034863+0.00040454i,-0.0025522+0.0014402i,-0.00066489+0.0013676i,0.00012414+3.96e-07i,-9.0812e-06-0.00073636i,-0.00027089-0.00021577i,-0.00034288+0.0004242i,-0.00021247+6.0996e-05i,0.00014086-0.00037072i,0.00041695+0.00040023i,0.0001588+0.00012821i,0.00042981-0.00057172i,0.00040564-0.00096407i,-0.00021596-0.00082489i,-0.00023454-6.8016e-05i,0.00048187-1.5902e-05i,0.001107+0.00013604i,0.00054362+0.00089899i,0.0001949+0.0015202i
0.00045784-0.00096095i,0.00082762-0.00093709i,-5.3138e-05-0.0021246i,-0.0013663-0.0026373i,-0.0013571-0.0017955i,-0.00041904-6.4056e-05i,0.00020631+2.6934e-05i,0.00042162-0.0010095i,0.00029856-0.00062397i,-3.7724e-05-0.00019066i,0.00052225-0.00080073i,0.00089023-0.00068491i,0.001121-0.00030853i,0.00050783-0.00029567i,-0.00029364-0.00011591i,-0.00041178+0.00043469i,0.00049677+0.00045585i,0.001112+0.00028545i,0.0014625+0.00042826i,0.0014537+0.00063149i,0.00099937+0.00026583i,0.00060898-0.00029881i,0.00039734-0.00039749i
-0.00012641+0.00042999i,0.0010128-0.00032858i,0.0017943-0.00045571i,0.00099985-1.2147e-05i,-0.00047916-0.00043701i,-0.00045957+0.00035098i,-4.5232e-05+0.0011052i,0.00023892+0.00046747i,9.0683e-05-0.0003601i,0.00019901-0.0013825i,0.00034284-0.0011491i,0.00052543-0.00036891i,0.00096379-0.00032606i,0.00076889-0.00021206i,-7.5375e-05-0.00037511i,-0.000382-0.00090656i,-0.00086162-0.00063304i,-0.0011061-0.00018426i,-0.0006059+0.00016641i,-0.00038808+0.0001911i,-0.0003069-0.00018456i,-0.00037959+0.00026074i,-0.00061735+9.7492e-05i
-8.7822e-05-0.0015759i,-0.0013304-0.0021372i,-0.0020761-0.002321i,-0.0030429-0.0014604i,-0.0028258-0.00035131i,-0.0017393+0.00017882i,-0.0012321+8.9371e-05i,-0.001203+0.00016935i,-0.0010412+0.00062446i,-0.00040979+0.00086957i,0.00010017+0.0007396i,-0.00029864+0.001018i,0.0004307+0.00097334i,0.0010229+0.00062761i,0.00066041+0.00039002i,0.00068219+0.00033543i,0.00037683-0.00024013i,0.00019716-0.00076049i,-7.0059e-05-0.00054449i,-0.00034292+7.7364e-05i,-0.00046931+0.00089546i,-0.00014891+0.00089696i,0.00023972+0.00064899i
-0.00019126-0.0010827i,0.00030791-0.00088384i,-0.0014857-0.00019362i,-0.0023146-0.00048521i,-0.0011991-0.00036464i,-0.00035172+8.0127e-05i,0.00023496+0.00014093i,0.00070998-0.0005282i,0.0011696-0.0010297i,0.001262-0.00074782i,0.0012298+0.00013684i,0.001236+0.0004229i,0.00054235+8.2915e-05i,-7.2324e-05-0.00046679i,8.7104e-05-0.00050043i,-0.0002062+0.00019394i,-0.00076394+0.00026753i,-0.00083176+0.00059487i,-0.00071067+0.00035497i,2.3215e-05-0.00014926i,0.00025391+0.00054338i,0.00013012+0.00094619i,0.00040432+0.00077225i
-0.0010129-0.00015811i,0.00070958+0.00020683i,-0.00030543-0.00037762i,-0.0014765-0.00021624i,-0.00053467+0.00023161i,0.00013082+0.00010997i,-1.4862e-06+0.00013848i,-0.00033594+0.00064782i,-0.00071217+0.00043689i,-5.4896e-05+0.00027119i,0.00026697+0.00045033i,0.0004498+0.00044659i,0.0011934-7.2789e-06i,0.0011957-0.00059716i,0.00064803-0.0004823i,0.00057046-0.00024099i,0.00056016-0.00044801i,0.00055097-0.0005292i,9.5019e-05+0.0001219i,-4.2826e-05-1.1975e-06i,0.00032923-0.0007382i,0.00056694-0.0004027i,0.00078251+0.00061442i
0.0019961-0.00041299i,0.0016454-0.00063579i,0.0015091-0.0016094i,0.0008756-0.002569i,-0.0011993-0.0017487i,-0.0020836-0.00020424i,-0.0013565+0.00097614i,-0.00091883+0.0010568i,-0.00055905+3.3137e-05i,8.5163e-05-0.0010711i,0.0001453-0.0011836i,-0.00047334-0.00038828i,-0.00060499-0.00096485i,-8.6669e-05-0.0019076i,0.00010256-0.00057026i,0.0004154+0.00094812i,0.00065173+0.00084292i,0.00032429-0.00025328i,0.0006711-0.001292i,0.0007789-0.0010729i,0.00040738-0.00053376i,-0.00020961-0.00047585i,-0.00059075-0.00087778i
0.00086261-0.0014797i,-0.00021001-0.00084424i,7.325e-05-1.4829e-05i,-0.00050108+0.0001741i,-0.0012987+0.00034177i,-0.00086853+0.00098857i,-0.00025586+0.00064706i,0.00052233+8.8396e-06i,0.00061522+0.0001331i,0.00038749-0.00052783i,-0.00022058-0.0011859i,0.00013421-0.00072626i,0.00044191-0.00014701i,-3.7209e-05-0.00078516i,-0.0002177-0.00096077i,-0.00034264-0.00020234i,0.00022872-0.00032983i,0.00070856-0.0002076i,0.0004464+0.00040715i,0.00024936+0.00062401i,0.00019097+0.00029096i,-0.00037128-0.00021634i,-0.00046193-7.437e-05i
-0.00069417-0.0008327i,-0.00055121-0.00037824i,-0.0012331-0.00026835i,-0.0011114-0.00036655i,-0.0012568-0.00013039i,-0.0013096+0.00029673i,-0.00028072+8.9414e-05i,0.00059741-0.00027396i,0.0004269-0.00022883i,0.00026515-0.00040035i,0.00025649-0.00013834i,-0.00016042+0.0001352i,-0.00031253-0.00084536i,-0.0003796-0.0010784i,-0.00071705-0.00055754i,0.00013657-0.00062654i,0.00083024-0.00019141i,0.00013428+1.6249e-05i,6.0606e-06+0.00040303i,0.00039336+4.8058e-05i,0.00010628-0.0010105i,-0.00018908-0.0012142i,-0.00051255-0.00085076i
0.0011434+0.0007883i,0.00025871+0.0002176i,0.00039992-0.00038697i,0.0006096+0.00017577i,-0.00059726-0.0003046i,-0.0018406-0.00066064i,-0.0020581+0.00021152i,-0.0019393+0.00020212i,-0.0016322-0.0010237i,-0.0010511-0.0014687i,-0.00054692-0.00048435i,0.00046411+0.0007048i,0.00091175+0.00022304i,-0.00016562-0.00057263i,-0.00015735-0.00047821i,0.00073665+2.6947e-05i,0.00080608+0.00051796i,0.00041173+0.00031586i,8.4895e-06+0.00013017i,-6.2331e-05-2.3058e-05i,-6.9935e-05-0.00034092i,-0.00012613-0.00040621i,-0.00075943-0.00031953i
0.00088378-0.0016841i,0.0003072-0.0012914i,0.00033667-0.001223i,1.5905e-05-0.0010574i,-0.00043077+0.0001181i,-0.00068927+0.0012054i,0.00017951+0.00097174i,0.00071626+9.0721e-05i,0.00076083-4.403e-05i,0.00044586-0.00029028i,-0.00036737-0.00014449i,-0.00060965+0.00015284i,0.00014006-0.00033957i,0.00018384-0.00033621i,-2.8784e-05+3.6043e-05i,0.00049751-0.00038118i,0.00018323-0.00072892i,-0.00045026-0.0003831i,-0.00095871-0.0003776i,-0.00079793-0.00058609i,-3.5629e-05-0.00065201i,-0.00015072-0.00023244i,-0.00029792+0.00014168i
-0.00030158+0.0005001i,0.00023787+0.00046516i,0.00032153+0.0006454i,-0.00053492-0.00026528i,-0.00048837-0.00099977i,-0.00016543+3.3568e-05i,0.00023221+0.00073711i,0.00092557+0.0004921i,0.001217+0.00050522i,0.001662+0.0002326i,0.0015454-0.00042887i,0.00068186-0.0011945i,0.00036732-0.0014206i,-8.9948e-05-0.00081352i,-0.00011418-0.00033741i,-0.00035218-0.00020007i,-0.00084954+4.7944e-05i,-0.00038612+2.0412e-05i,-0.00018153-0.00028691i,0.00060811-0.00039671i,0.00061113-0.00032529i,0.00032258-7.602e-05i,0.00059108+0.00013784i
0.00016477-0.0020163i,-0.0004317-0.0023473i,-0.0010551-0.0023116i,-0.001647-0.0022803i,-0.0014191-0.0014487i,-0.00064792+0.00043938i,0.00015519+0.00085123i,-0.00010837+7.1475e-05i,-0.00053616-0.001202i,-0.00021108-0.0014612i,-0.00054946-0.0004888i,-0.0015731+0.00021592i,-0.0011764+0.00053041i,-0.00053645+0.00017665i,-0.00010231-0.00046479i,0.00051239+0.00020057i,0.00073003+0.0010051i,0.000925+0.00070009i,0.00066141+0.00020993i,0.00026122+0.00050554i,0.00014542+0.00055988i,-4.9415e-05-0.00021222i,0.00012974-0.00051111i
0.0018157+0.0011056i,0.0015256+0.0018077i,0.0021386+0.00050153i,0.0027463-0.0008988i,0.0018294-0.00060975i,0.00044696+0.00085292i,-0.00037191+0.000769i,-0.00040925-0.00066845i,-0.00039257-0.0018862i,0.00017518-0.0019309i,0.00042214-0.0010079i,1.1601e-06-0.00045792i,-0.00099394-0.0010044i,-0.0014841-0.0011747i,-0.00091622-0.00087434i,-0.00035561+2.3759e-07i,-0.00022424+8.6796e-05i,-0.00049075-0.00039404i,-0.00014981+1.5078e-05i,0.00017241-3.3373e-05i,-8.436e-06-0.00092476i,0.00041891-0.00091071i,0.00083714-0.00021964i
-0.0014183-0.001203i,-0.0014401-0.00075788i,-0.0016772-0.00046777i,-0.0019125-0.001126i,-0.0016643-0.00052253i,-0.0006922+0.0001411i,0.00013816+0.00035634i,-4.469e-05+0.00027681i,-9.0193e-05-4.9352e-05i,-3.0293e-05-0.00017283i,-0.000108+0.00030246i,0.00088863+0.00044309i,0.0012765-0.00083685i,0.00085038-0.0015006i,-0.00011276-0.00052378i,-0.0012611-0.00029577i,-0.00089823-0.00027003i,-0.00020818+0.00045902i,-0.00027049+0.00098744i,-0.00052225+0.0010692i,-0.00015436+0.00028246i,0.00041716-0.00036055i,0.00057335-4.2658e-06i
-0.00052265+0.0018892i,-0.0004331+0.0015695i,-0.00020362+0.00043623i,0.00079004+0.00032043i,0.00034637+0.00036263i,-0.00042231+0.00038663i,-0.00031499+0.00031642i,-0.00036973-4.8447e-05i,0.00034508-0.00035305i,0.0010974-0.00044994i,5.5979e-05-0.00026903i,-0.00092613-0.00011226i,-0.00027735+0.00021291i,-0.00022592+3.3191e-05i,-0.00015276-0.00028708i,0.00016206-0.00032192i,-0.00045339+0.00050457i,-0.0010088+0.00090076i,-0.00058292+0.00049165i,0.0003069+0.00085249i,0.00061328+0.00076589i,-8.4352e-05+0.00076402i,-0.0011861+0.0011846i
3.2657e-05+0.00075603i,-0.00012364+0.00049572i,0.0001876-6.2058e-05i,-0.00063505-0.0010767i,-0.0014975-0.00067747i,-0.0013485-0.00040782i,-0.00067965-0.00092029i,-0.00081011-0.00096521i,-0.00086629-0.0010394i,-0.00046138-0.0002304i,9.432e-05-0.00012979i,0.00034024-0.00083549i,3.5453e-05-0.00079708i,-5.0859e-05-0.00061524i,-7.5462e-06-0.00040094i,0.00017753-0.00028001i,-0.00049347-0.00043056i,-0.0012688-0.00015385i,-0.0010077-0.00021428i,-9.8573e-05-0.00044693i,0.00061568-0.00046445i,0.00028389-0.00028193i,0.00022632-0.00015565i
-0.0004009-4.031e-06i,-0.00019982-0.00053274i,-0.0011867-0.00071129i,-0.0014868-0.00068682i,-0.00069544-0.00043456i,0.00036468+0.00043292i,0.00031103+0.0003281i,-0.00011799-0.00023414i,-0.00026209-0.00026312i,6.7182e-05+0.00037659i,0.00066979+0.0011223i,0.00056307+0.00036258i,0.00018764-0.0010813i,6.0844e-05-0.0010717i,3.6761e-05+0.00014366i,0.00042444+0.00014981i,0.00039995-0.0002173i,-0.0001062+0.00012102i,6.4494e-06+7.6488e-05i,-0.00035683-4.9871e-05i,-0.00025246-0.00015621i,-0.00034191-0.00083374i,-0.00058335-0.0014868i
-0.00051816-0.0015973i,-0.00012901-0.0010178i,-0.0010455-0.00065805i,-0.0017518+0.00025496i,-0.0022298+0.0012655i,-0.00096911+0.00082239i,-3.3345e-05+7.1331e-05i,-0.00059975-0.00015393i,-0.00046364-0.00053632i,8.2973e-05-0.00027038i,-0.00022456+0.00022544i,-0.00062202+0.00017257i,-0.00045377-0.00064708i,7.1927e-05-0.0010929i,0.00050565-0.00059546i,0.0003947-0.00017961i,-0.00043234+0.00032205i,-0.00072096+6.6269e-05i,-0.00022973+0.00047742i,-0.00074068+0.00056093i,-0.00082853-0.00067251i,0.0002114-0.00084467i,0.00088509-3.6084e-05i
0.0014648+0.00085744i,0.0021999+0.00029558i,0.0022971-0.00050169i,0.0016204-0.00088757i,0.0007943-0.00055336i,0.00012497+0.00034894i,-0.00068943+0.00060594i,-0.00089701+0.00067868i,-0.00019032-0.00010864i,0.00042162-0.0007517i,-0.00056107-0.0008305i,-0.0010748-0.00087398i,-0.00049586-0.00024267i,-0.00084279+5.113e-05i,-0.00084985-0.00041927i,-0.00016045-0.00038966i,-0.00020597-0.00020681i,-0.00059609-0.00015528i,-0.00017555+0.00047811i,0.00029894+0.00052885i,0.00047112-0.00019612i,0.00022648-0.00032688i,0.00035025+0.00031734i
-0.00053456-0.001273i,-9.8822e-05-0.0015919i,0.00090734-0.0017251i,-0.00066069-0.0015591i,-0.0024393-0.00057122i,-0.0017758+0.00063539i,-0.00052767+0.00010159i,-0.00071708-0.00014181i,-0.0013518+0.00072181i,-0.0014111+0.00089066i,-0.00079024+0.00026869i,0.00049719+9.2081e-05i,0.00092938+0.00022873i,0.0010725-0.00033507i,0.00071756-0.0005305i,-2.2237e-05-0.00058067i,-0.00018573-0.00038981i,-0.00052554+8.222e-05i,-0.00084015-7.2849e-05i,8.896e-05-0.00027092i,0.00080597-0.00034166i,4.3291e-05-0.00078911i,-0.00035746-0.00044779i
-0.00045245+0.00047778i,-2.5247e-05-0.00081773i,-0.00093931-0.00076842i,-0.0015275-0.00035881i,-0.0015011-0.00066432i,-0.00040223-0.001005i,-0.0001695-0.0012394i,-0.00011156-0.0011048i,0.00047048-0.00088417i,0.0013059-0.00016034i,0.0015399+0.00043066i,0.001043+0.00053655i,0.00037994-0.00018334i,-0.00057204-0.00017892i,8.7699e-06-0.00044241i,0.00067837-0.00053891i,-1.984e-05+0.00022435i,-0.00099851+0.00033664i,-0.00073475+0.00071225i,0.00022336+0.00098127i,0.00058973+0.00070176i,0.00028829+0.00073769i,0.00068323+0.00044629i
0.00012304-0.00064498i,0.00057661-0.00082762i,-0.00092461-0.0012828i,-0.0010886-0.0019323i,-0.0005347-0.0018247i,-0.00019458-0.0016526i,0.00072659-0.00084574i,0.0011184+6.5836e-05i,0.00070106-0.00037764i,-0.00016554-0.00087911i,-0.00022146-0.00056979i,0.00044805-0.00048037i,0.00040452-0.00011177i,0.00033125+1.3386e-06i,0.00050594-3.9556e-05i,-0.00035539-0.00025933i,-0.00083576-0.00028403i,-0.00029588-0.00051753i,0.00061211-0.0011281i,0.00053134-0.00093221i,-3.4971e-05-8.4049e-05i,-0.00033549+0.00056639i,0.00036779+0.00041081i
0.00046831-4.2525e-05i,0.00024165-0.00040987i,-0.0001732-0.001008i,-0.0011427-0.00072129i,-0.0013094-0.00024144i,-0.00116+0.00042232i,-0.00016219+0.00081646i,0.0010602+0.00072204i,0.00088528+0.00065647i,0.00051244-0.00010539i,0.00010122-0.00098462i,3.1729e-05-0.00056256i,4.8595e-05-0.00037752i,-0.00066704-0.00064431i,-0.0014233-0.00057844i,-0.00091319-0.00079568i,5.4547e-05-0.00048178i,0.00022924+0.00049641i,0.00035881+0.00055654i,0.00051571+0.00052457i,0.00035564+0.0011299i,0.00022483+0.00096659i,0.00046152+6.8286e-05i
0.00030054-0.00042642i,0.0009168-0.00058217i,0.0018505-0.001824i,0.0021181-0.002701i,0.0012445-0.0024846i,0.00039903-0.001486i,-0.00049494-0.00067018i,-0.00078718-0.00027808i,-0.00099559-0.00057888i,-0.0013161-0.00051287i,-0.0011377-4.0689e-05i,-0.0013443-0.00013844i,-0.0011088-0.0011823i,-0.00061353-0.0015311i,-0.00045535-0.00056964i,-0.00028451-0.00025808i,-0.00068922-4.8991e-06i,-0.001075+0.00056728i,-0.001173+0.00013601i,-0.00044789-0.00070632i,0.00012238-0.00050054i,-0.00031099+3.9386e-06i,0.00043591+0.0004152i
-0.0009073+0.00069607i,-0.0012473+0.00047147i,-0.0015452-4.3582e-06i,-0.0005715-0.00015356i,3.2138e-05-0.00017827i,0.00011231+0.00017607i,-0.00017368+4.3446e-05i,-0.00028411-0.0006235i,0.00042615-0.0010604i,0.00086108-0.00044392i,0.0010028+1.9541e-05i,0.00035834-0.00014945i,0.00050216-0.00060486i,0.00049136-0.00078982i,-0.00021515-0.00075183i,-0.00039946-0.00061688i,-0.0001468-0.00057719i,0.00056535-0.0010162i,0.00037428-0.00091889i,0.00012599-0.00068538i,0.00035975-0.00041889i,0.00038934-0.0001601i,0.0005078-0.00024512i
0.0025749-0.00033597i,0.0017317-0.00014579i,0.0028799-0.0011777i,0.00107-0.0016828i,-0.0016356-0.0021113i,-0.0016589-0.00071681i,-0.00061358+0.0010938i,0.00022128+0.00022826i,0.00057115-0.00061251i,0.00057351-0.00086267i,0.00041426-0.0014114i,-0.00052763-0.00084468i,-0.0004886-0.00027531i,0.00021876-0.000308i,-0.00013582-0.00016153i,-2.0806e-05+0.00020942i,-0.00056512+7.9544e-05i,-0.00060652+0.00015642i,-0.00049729+0.00044926i,-0.00041442-2.2263e-05i,-0.00025974-0.00018195i,0.00018174-0.00039532i,0.0010089-0.00089784i
-0.00044243-0.0020933i,-0.0006676-0.00074129i,-0.0016893-0.00057862i,-0.00213-0.00039189i,-0.0019304+3.4937e-07i,-0.00052769+0.000825i,0.0010833+0.0010692i,0.0010791+4.694e-06i,0.00039662-0.00017551i,0.00048946+0.00041193i,0.00094384+0.00013606i,0.00045851+0.00039748i,8.6292e-05+0.00081599i,0.0002355+4.5851e-05i,-8.0705e-05-0.0007225i,-0.00033169-0.00081241i,0.00021917-0.00035283i,0.00038464+0.00060896i,-0.00027407+0.00095735i,-0.00022747+0.00031811i,0.00039208-0.00071343i,0.00062346-0.001015i,0.00044276-0.00054199i
0.00025647-0.00035092i,0.00029481-8.9767e-05i,0.00020616-0.00026674i,3.0427e-05-0.00035668i,-0.00074545-0.00010836i,-0.001616+1.4332e-06i,-0.0015751+0.0001681i,-0.0011378-0.0001707i,-0.00057326-0.00070447i,0.00033983-0.00040815i,0.00091329+0.00037246i,0.00063809+0.00027098i,1.3387e-05-0.00051813i,-0.00024537-0.00072068i,-0.00028311-0.00090375i,0.00011636-0.0005034i,0.00035144+6.6006e-05i,-0.00034863+8.1838e-05i,-0.00041724+0.00029945i,0.00042428+0.00040641i,0.0010709+7.9729e-05i,0.00053291-2.8362e-05i,0.00014457-0.00027521i
-0.00029839-0.0027543i,-0.00043158-0.0031502i,-0.0016605-0.0023551i,-0.0026466-0.0020959i,-0.0025923-0.0015267i,-0.0017954-0.00050736i,-0.0014849-0.00043612i,-0.00055406-0.00030163i,0.00071984-0.00028657i,0.00074734-0.00074579i,0.00043202-0.00086019i,0.00045661-0.00059143i,0.00034954+3.5463e-05i,0.00031635+0.00014095i,0.00065293-0.00082945i,0.0012842-0.00053479i,0.0009412+0.00029836i,-0.00044871+0.00019158i,-0.00077427-8.4606e-05i,0.00014172+0.00037143i,0.00013451+0.00069593i,0.00031997+0.0008647i,0.00044969+0.00055624i
-0.0007243+0.0032973i,0.00078226+0.0021078i,0.00087453+0.00045983i,0.0012455+0.00015896i,0.001333+0.00091396i,0.0015795+0.00080705i,0.0015302+9.1881e-05i,0.00099368-6.1459e-05i,0.00098941+0.00018114i,0.0015152+0.00010956i,0.0015541-0.0003476i,0.0015426-0.0013456i,0.00095258-0.0011799i,0.00023735-0.0009985i,0.00022477-0.0010896i,6.492e-05-0.00054237i,7.1164e-05-0.00022619i,0.00061293-2.2573e-05i,-0.00017111-0.00036955i,-0.0010195-0.00058172i,-0.00052303-0.00015562i,6.2022e-05-0.00011579i,0.00089469+0.00071965i
0.00092492-0.0007164i,0.00091432-0.00090816i,-3.5388e-05-0.0013193i,-0.0010208-0.00097828i,-0.0015707-0.00069098i,-0.0017052-0.00052323i,-0.0015656+3.1978e-06i,-0.0016203-0.00035384i,-0.0015152-0.00044927i,-0.0014236-0.00069934i,-0.0011861-0.00076545i,-0.00048308+0.00014488i,0.00087691+0.00030729i,0.00054451-0.00042006i,-0.00079889-0.0011341i,-0.00056108-0.00035583i,-0.00011644+0.00018406i,-9.263e-05-0.0001931i,-0.00028106+0.00015642i,-0.00037452+0.00019383i,-0.0001469-0.00068815i,-0.00012746-0.00047251i,0.00034383+0.00042597i
0.0011107+0.0018607i,0.00029963+0.00091844i,5.9158e-05-0.00057844i,-0.00011656-0.00087159i,0.00010873-0.00033451i,9.5286e-05+0.00054934i,-0.00016351+0.00076618i,0.00074348-0.0010074i,0.0014836-0.0015413i,0.0014734-0.00086529i,0.00072243+0.00024968i,-0.00038327+5.7426e-05i,-0.00047364-0.00065626i,-4.7653e-05-0.00033738i,0.00024631+0.00037927i,-8.3445e-05-5.3168e-05i,-0.00088226-5.944e-05i,-0.00097718+0.0007857i,-0.00073466+0.00048433i,-0.00010369+0.00017589i,8.8435e-05+0.00041697i,-0.00013948-0.00013098i,0.00053642-0.0002471i
-0.0011337-0.0021115i,-0.001823-0.0019617i,-0.0026866-0.0010196i,-0.0018388+8.3512e-05i,-0.0011849+0.00077725i,-0.00087484+0.0024116i,-0.00010656+0.0026105i,-7.5563e-06+0.001433i,-0.00023088-7.607e-05i,-0.00015686-0.00043269i,-0.0004742-0.0001654i,-0.0009723-0.00013643i,-0.00026748+0.00015263i,0.0002326+0.00037372i,-0.00023785-6.3968e-05i,0.0007646-0.00076691i,0.00083848-0.00055271i,-1.676e-05-5.0237e-05i,0.00034741+0.00023377i,0.00029932+0.00019792i,0.0006148+0.00028695i,0.0013414+0.00069762i,0.0012263+0.00084194i
0.00015137+0.00067744i,2.1364e-05+0.00038835i,0.00046343+7.2897e-05i,0.00041976-0.0011496i,-0.00043219-0.00092616i,-0.00055944-9.8243e-05i,-0.00025499+4.1298e-05i,-0.0005128-0.00055341i,-0.00047532-0.00079068i,0.00019337-0.00032049i,8.2698e-06-0.00044442i,-0.0011824-0.00094291i,-0.0017529-0.0005546i,-0.0015026-0.0002265i,-0.00035711-0.00025572i,0.00041425+0.00040418i,0.00018113+0.00078866i,7.5557e-05+0.00089113i,0.00023359+0.0010427i,0.00052163+0.00050114i,0.00061208-0.00021782i,0.00061578+0.00015243i,0.0006807+0.00044587i
-0.0018144+0.00053303i,-0.0016287+0.0020177i,-0.0016958+0.0030225i,-0.00095792+0.0022973i,-9.512e-05+0.0011782i,-0.00024401+0.00028199i,-0.00074634-0.00065608i,-0.00098107+2.3008e-05i,-0.0006412+0.00082406i,0.00012607+0.00028673i,0.0013146-3.4883e-05i,0.0016899-0.00044864i,0.00011154-0.0010254i,-0.0011074-0.00035795i,-0.0010114+0.00015602i,-0.00075174+0.00028562i,-0.0013961+0.00040779i,-0.00094599+0.00062066i,0.00045127+0.00044769i,0.00074405+0.0004533i,0.00065468+0.00041525i,0.00085989+0.00014048i,0.00091506-0.00021352i
0.00098975-0.0013898i,0.0011712-0.0013278i,0.00059509-0.0024777i,-0.0011291-0.0031695i,-0.0020742-0.0013139i,-0.0012812+0.00036487i,-6.1144e-05+9.9978e-05i,-0.00019066-0.00071254i,-0.00025244-0.0011859i,-0.00052991-0.00044803i,-0.0008565+0.00049625i,-0.00033776+0.00096272i,-0.00049191+0.00017786i,0.00032144-0.00031521i,0.0017414+0.00031772i,0.00087044+0.00055503i,-0.00031811+0.00075269i,-0.00064471+0.00074096i,5.7457e-05-0.00014968i,0.00031972-0.0012586i,-0.00015871-0.0013476i,-8.9206e-05-0.00029166i,5.8257e-05-5.358e-05i
0.0013605+0.001843i,0.00052096+0.0023204i,0.00056879+0.0010628i,0.0008763-0.00069006i,0.00015511-0.00072243i,-0.00059948+0.00065765i,-0.00085114+0.0021507i,-0.00087031+0.0010199i,-0.00053536-0.00049475i,-9.0867e-05-0.0013477i,0.00010994-0.0020152i,0.00042017-0.0015527i,0.00022783-0.001119i,-0.00012775-0.00052372i,-0.000297-0.00019169i,-0.00049926+2.6761e-05i,-0.00045417+0.00084404i,-0.00016281+0.0012918i,-0.00023699+0.00067571i,0.00020836+0.00019141i,0.00071913+0.00034386i,2.1121e-05+0.00026148i,-0.00089091-0.00010234i
-0.001517-0.00067238i,-0.00080282-0.00038483i,-0.00055074-0.00087365i,-0.00068373-0.00085736i,-0.00038102-0.00021187i,-0.00039446+0.00042903i,-0.00067368+0.0010173i,-0.00055834+0.0002998i,-8.6562e-05+0.0002203i,0.00018735+0.00059346i,0.00099999-7.5544e-05i,0.0013208-0.00018366i,0.00073674+2.89e-05i,0.00040407-0.00060077i,0.0004752-0.0010606i,0.00034228-0.00091135i,0.00033939-0.00070467i,0.00047428-0.00058151i,0.00045479-1.1274e-05i,0.00019526+0.0006773i,6.5312e-05-3.8769e-05i,5.9109e-05-0.00047164i,-0.00025322+2.3067e-06i
