-0.0011575+0.00049643i,-0.0020011-0.00088208i,-0.0015025-0.002224i,-0.0015779-0.0019604i,-0.0026399-0.0008338i,-0.002742+0.0010201i,-0.0017095+0.0020661i,-0.00022616+0.001304i,0.0010517+1.0956e-05i,0.0014555-0.00095448i,0.00063092-0.00075946i,5.4082e-05-0.00031037i,0.0004924-0.00090528i,0.00092191-0.0011638i,0.00061858-0.0009593i,0.00073077-0.00044352i,0.00039069-0.00023865i,-6.3176e-05-0.00067207i,-0.00026531-0.00067413i,-2.7659e-05-0.00041505i,0.00050452-5.0262e-06i,0.00018652+0.00010623i,-0.0002511-0.00014308i
-0.00023819+0.0014639i,-0.0005834+0.0017272i,0.0003712+0.0014375i,0.0010082+0.00047804i,-0.00011893+0.00064948i,-0.00083733+0.00097229i,-0.00096343+0.00055946i,-0.00092212-1.9032e-05i,-0.0001855-0.0003404i,0.00052436-0.00090758i,0.00045853-0.0012174i,0.00011391-0.00060401i,0.00044699-0.00026401i,0.00011969-6.6682e-05i,-0.00080393+0.00015429i,-0.00094318-0.00065893i,-0.0008269-0.00078827i,-0.00078802+0.00025218i,-0.00013505+0.00058058i,0.00080308+0.00028291i,0.00092837-0.00024923i,0.00092717-0.00023831i,0.00076185-0.00016096i
0.00228+0.0011111i,0.0018195+0.0014612i,0.0017711+0.00051092i,0.0010588-0.00060409i,0.0012836-0.00070528i,0.0013696+0.00037666i,0.00018435+0.00069615i,-6.4778e-05-0.00040084i,0.0005978-0.00051719i,0.0012849-0.00029731i,0.0012608-0.00043741i,0.00018744+0.00015731i,9.7281e-05+0.00019551i,1.5851e-05-0.0004904i,-1.9431e-05-0.0008733i,-0.00018524-0.00020307i,-0.00017311-0.00013997i,0.0002904-0.00034603i,0.00019458+0.00016139i,-3.5997e-05+0.0001951i,3.4282e-05-0.00084605i,8.6629e-05-0.00080693i,0.00030014-0.00045305i
-0.0017902+0.0012499i,-0.0023421+0.00075685i,-0.0016914+0.0015842i,-0.0011975+0.0015455i,-0.0013917+0.00079386i,-0.0015926+0.00085569i,-0.0011516+0.00058873i,-0.00084469+0.00037126i,-0.00099349+0.00018552i,0.00025539+9.4429e-06i,0.0010244-0.00021732i,0.00037617-0.00051861i,0.00013037-0.00085928i,0.00055636-0.001623i,0.00071766-0.0012059i,-0.00033455-0.0003011i,-0.0010832+0.00043072i,-0.00059651+0.00051094i,-9.2432e-06-6.7907e-05i,0.0004318-0.00045793i,0.00046067-0.00071128i,0.00028833-0.00084036i,0.00058295-0.00072933i
-0.00082397-0.0028529i,-0.0020347-0.0029575i,-0.0038306-0.0030262i,-0.0035159-0.0032374i,-0.0013775-0.0015258i,6.362e-05+0.00049102i,0.00018032+0.00075184i,-0.00021965+0.00010432i,-0.00015674-0.00066992i,0.00024034-0.00046929i,0.00036041+0.00021802i,0.00085709+0.00014538i,0.00098538+0.0003516i,-9.4517e-05+0.0004008i,-0.00013946+0.00020761i,0.00041687+0.00010896i,5.2736e-05+0.00027125i,-0.00048754+0.00039416i,-3.1332e-06+0.00035238i,0.00024706-0.00023885i,-0.00023929-0.00037668i,-0.00028717+0.00049938i,7.4424e-05+0.0012147i
-0.00035578-0.0011934i,-0.0011922-0.00062446i,-0.00090985-0.00051278i,-0.00014533-0.00053654i,-0.00037867+0.00073724i,1.6096e-05+0.0020521i,-0.00022326+0.0020092i,-0.00030511+0.0010018i,8.8895e-05+0.00036542i,-0.00022505+0.00053888i,-0.00061089+0.0005719i,-0.00065747+0.00066392i,-0.00029688-6.2537e-05i,0.00023777-7.9169e-05i,-2.924e-05+0.00049013i,-0.00031558+1.2119e-05i,-0.00012293-0.00042144i,0.00013227-0.00060657i,0.00047761-0.00028782i,0.00025855-2.6002e-05i,-0.00013335+0.00032908i,0.00029345+0.0006982i,-0.00011533+0.00082576i
0.0021552-0.00023079i,0.0015087-0.000123i,0.0018457-0.0015986i,0.00076258-0.003251i,-0.00093341-0.0025998i,-0.00093302-0.00020654i,-0.00041495+0.00022422i,-5.1897e-05-0.00058191i,0.00035661-0.00063289i,0.0010868-0.00094288i,0.0013825-0.0009382i,-0.00020677-0.0007487i,-0.0010465-0.00047102i,-0.00018354+3.7949e-05i,-0.00053617+0.00011343i,-0.001188+8.8327e-05i,-0.00083142+5.9826e-05i,0.00023316-0.00017029i,-0.00045352-0.00034015i,-0.00097516-0.00061423i,-9.0769e-05-4.6664e-05i,-7.457e-05-0.00030257i,-0.00018063-0.00044983i
0.0018917+0.0011068i,0.0018285+0.0015341i,0.0025422+0.0018194i,0.0023235+0.00020587i,0.0015255-0.0010547i,-0.00026792+5.0931e-05i,-0.00097166+0.00092069i,1.7447e-05+0.00080153i,-0.00030806+0.00022326i,-0.0008391-0.00053081i,-0.00066304-0.00089255i,-0.00041645-0.0011346i,-0.0005724-0.00083716i,-0.00083086-0.00081568i,-0.00020856-0.0011199i,-0.00036841-0.00044675i,-0.00081223+0.00047027i,-0.00024386+0.00074172i,2.7902e-05+0.00062292i,-0.00030486+0.00043317i,-0.00053514+6.1581e-05i,-0.00014942-1.4752e-05i,-5.7876e-05-0.00018416i
0.00013858-0.00024461i,0.00037134-0.00017623i,-2.0897e-06-0.00046396i,-0.001191-0.0011211i,-0.0017085-0.00094734i,-0.00050425-0.00068053i,5.0946e-05-0.0002915i,-0.00057043+0.00038897i,-0.0011662-0.00039439i,-0.00099047-0.0014516i,-0.00035909-0.0011568i,-0.0003266-0.00085244i,-0.00049372-0.00033886i,-0.00016175-1.5254e-05i,-0.00022387+0.00031365i,2.473e-05+0.00041332i,0.00024143+0.0003785i,-0.00023662+0.0006554i,-0.0001943+0.00094774i,-0.00026265+3.8287e-05i,-0.00044419-0.0011775i,0.00022262-0.00081862i,0.00046295+0.00020001i
0.00081384+0.0018814i,0.00088352+0.0016847i,0.0022105+0.0023712i,0.0026704+0.00078516i,0.00098127-0.0019239i,0.00064277-0.0022139i,0.00084147-0.00076055i,0.0003281+0.0001464i,-0.00032398+9.9562e-05i,0.000224-0.00059368i,0.0004983-0.00053814i,-0.00022143-0.00030368i,-0.0007274-0.00059165i,-0.000662-0.00070523i,-0.00066282-0.00044575i,-0.00064884-0.0005297i,-0.00092911-0.0003874i,-0.0013418-0.00012365i,-0.0010338-0.00032226i,-0.00024883-0.00036012i,0.00061614-0.00023647i,0.00075602+0.00028189i,7.1321e-05+0.00076637i
-0.00066956-0.0035899i,-0.0015984-0.0022835i,-0.002259-0.0015588i,-0.0033854-0.0002804i,-0.0032913+0.0017134i,-0.00083442+0.0028085i,0.00048979+0.0020952i,0.00032484+0.0009628i,0.00075673+6.2272e-05i,0.0011473+3.6173e-05i,0.0001405+0.00045539i,-0.00050656+0.0010327i,-0.00080274+0.00060159i,-0.00083721-0.00052135i,-0.00022889-0.00044531i,0.00022344+0.00013992i,0.00046648-7.7401e-05i,0.00056183-0.0004981i,0.00015833-0.00010903i,-0.00097946-2.8241e-05i,-0.00073767-6.9151e-05i,-0.00030585+0.0011354i,-0.00015866+0.0014243i
-0.0013557-0.0025261i,-0.0010501-0.0023027i,-0.0013856-0.0018206i,-0.0014863-0.0010375i,-0.0013557+0.000429i,-0.0007349+0.00097642i,0.00012721+0.00086949i,-8.1612e-05-5.3621e-05i,-0.0005211-0.00064067i,-0.00048832-0.00034668i,-0.00068235+0.00065719i,-0.00024003+0.00088449i,0.00039249+0.0002978i,-0.00029656-0.00013342i,-0.00036335-0.00024872i,0.00012843-0.00025454i,-0.00012105-0.0006726i,0.00029479-0.0013362i,0.00090069-0.0011099i,0.00093646-0.00026846i,0.00039287-0.00013688i,0.0004774-0.00047037i,0.00058051-0.00028686i
-0.00013959-0.00068084i,-0.0012034-0.00035204i,-0.0015147+0.00015128i,-0.0017303+0.00039665i,-0.0016481+1.4904e-05i,-0.00044693+0.00015727i,0.00066599+0.00028202i,0.00054146-0.00047149i,-4.4289e-06-0.00080637i,0.00023862-0.0005092i,0.00033971-0.00012545i,0.00060746-0.00031738i,0.00052804-0.0010589i,6.5148e-05-0.0016429i,0.00034675-0.0013185i,0.00060213-0.00019287i,0.00026199+0.00014078i,0.00012891+0.00031016i,-0.00033458+4.0518e-05i,-0.00030809-0.00075553i,0.00041902-0.00051826i,0.0012506+3.8759e-05i,0.00098136-2.4115e-05i
-0.00014705+0.00064731i,-0.00022146+0.0016479i,0.00052692+0.0025169i,0.00030663+0.0026745i,-0.00092779+0.0021993i,-0.0016243+0.0016541i,-0.0013583+0.0021653i,-0.00042284+0.0011536i,0.00020053-0.00092363i,0.0010397-0.00090744i,0.0013799-0.00056541i,0.00055118-0.00083979i,0.00032779-0.001244i,0.00046497-0.0012984i,-0.0001508-0.00013347i,-0.000857+0.00053488i,-0.00050357+3.9763e-05i,9.6985e-05-0.00034219i,0.00084981+0.00017915i,0.0011091-0.00032668i,0.00075411-0.0011579i,0.00027952-0.00024639i,0.00032075+0.00054351i
0.0006078+0.0013638i,0.001369+0.0011981i,0.0020204+0.00027445i,0.0016403-0.00077666i,0.0007722-0.0015598i,0.00018536-0.0011845i,-0.00053004-0.00060693i,-0.000299-0.0014349i,9.464e-05-0.0017591i,0.00044751-0.0014203i,0.00053336-0.0014724i,0.00020266-0.0014673i,0.00016011-0.0011353i,-0.00029088-0.0012389i,-0.00041794-0.00083526i,-0.00034404-0.00041727i,-0.00074155-0.00022787i,-0.00060916+0.00054309i,-0.00039724+0.0013442i,-0.00068937+0.0013065i,-0.00069086+0.00079348i,-0.00036843+0.00045296i,3.2416e-05+0.00051977i
-0.0013949+0.0015857i,-0.0015769+0.0016529i,-0.00040936+0.0028001i,0.0009324+0.0028198i,0.00037119+0.0028158i,-0.00030362+0.0028744i,5.0256e-05+0.0014183i,0.00042219+0.00017016i,0.00077993+9.5219e-05i,0.0016234-0.00033966i,0.0020096-0.00079904i,0.00077173-0.00026696i,-0.00012215-0.00079729i,1.5729e-05-0.0010858i,0.0004462-0.00025431i,0.00017696-0.00018121i,-0.00022037-6.9666e-05i,-0.00044576+0.00025014i,-0.00039382+0.00046413i,0.00016072+0.00018531i,-6.8304e-05-0.0001006i,0.00027357-0.00034724i,0.0011424-0.00060475i
-0.0019669-0.00098588i,-0.0010208-0.00082444i,-0.0015205-0.0011319i,-0.0016895-0.00045299i,-0.0017675+0.0004594i,-0.0021677+0.00064529i,-0.0015528+5.7831e-05i,-0.0014913-0.00038997i,-0.0019422-0.00053006i,-0.00071629-0.0001992i,0.00022883+0.00074793i,0.00046452+0.00070239i,0.00060539-0.00012679i,0.00015069-0.00036554i,-0.00018603+9.7104e-05i,-0.00078156+7.0796e-05i,-0.0010741-0.00025015i,0.00021955+1.2428e-05i,0.0015993+0.00083498i,0.00087661+0.00046808i,0.00022781-0.00094272i,0.00050892-0.001464i,0.00048814-0.00077833i
-0.00025339-0.00048928i,-0.00028621-0.0013188i,-0.00081042-0.0020568i,-0.0023446-0.0016927i,-0.0018735-0.0017032i,-0.00013198-0.0010515i,0.00016112-6.4551e-05i,8.5537e-05-0.0004797i,-4.4225e-05-0.0013766i,0.00023654-0.0012187i,0.00050186-0.00024029i,-2.352e-05+0.00054521i,-0.0007357-0.00021072i,-0.00070363-0.00093694i,-0.00069192-0.00029649i,-0.0014398+0.00046509i,-0.0014279+0.00047791i,-0.0010833-0.00019773i,-0.00068908-0.00071523i,-0.0003292-0.00044511i,-0.00081426-0.00056991i,-0.00063477-0.00072435i,0.00034365-0.00027745i
-0.001661+1.8868e-05i,-0.0010695-0.00014479i,-0.0014877+0.00050728i,-0.0013925+0.00087042i,-0.00045783+0.00097729i,-0.0006107+0.00098107i,-0.0001727+0.0012493i,0.00013616+0.00021924i,3.7088e-05-0.00090437i,-0.00019046-0.00044094i,9.1835e-05+0.00027383i,0.00039784+0.00061363i,4.1855e-05+2.1424e-05i,-5.111e-06-0.0011593i,0.00053178-0.0011671i,0.00036412+9.104e-05i,-0.00073729+0.00013363i,-0.00050396+0.00018014i,-0.0001588+0.00056324i,0.00024297+0.0010777i,0.0004979+0.0010112i,0.00067397+0.00039757i,0.00050282-0.00026602i
-0.0016176-0.0013389i,-0.0020268-0.00064864i,-0.0033627+0.00056246i,-0.0038603+0.0014088i,-0.0032633+0.001622i,-0.0021553+0.00093401i,-0.00065214+0.00054732i,0.00079641+0.0010551i,0.0011693+0.00062887i,4.0986e-05-0.00042653i,-0.00012537-0.00042848i,0.00094734+0.00012914i,0.00096098-0.0001961i,0.00035513-0.00045702i,-8.9803e-05-0.00043162i,0.00030279-0.00022165i,-7.6887e-05+0.00061747i,-0.00021789+0.0015799i,8.2704e-05+0.0019151i,-5.8712e-06+0.00071181i,0.00067994-8.9643e-05i,0.00047788+0.00052496i,-0.00021363+0.00057719i
-0.00087573-0.00075522i,0.00028736-0.00047653i,0.00017048-0.00036936i,0.00026032+0.00019451i,0.00095547+0.0011666i,0.0008741+0.0010243i,0.00029259+0.00043737i,-0.00077764+0.00061932i,-0.0014557+0.00054131i,-0.00071287-0.00013713i,0.00048311+0.0004518i,0.0011048+0.0012057i,0.00099743+0.00064253i,0.00071099-0.00028143i,0.00030382-0.00036144i,-0.0008295-0.00042439i,-0.0011205-0.0003869i,-0.00069506-0.00012074i,-0.00015721+0.00016027i,0.00053896+0.00036175i,0.00047715+0.00080202i,0.00032952+0.0013236i,0.00042958+0.0012648i
0.0014097-0.001452i,0.00071149-0.0010462i,-0.0003994-0.0013649i,-0.0015419-0.0012657i,-0.0012562-9.0545e-05i,-0.00086955+0.00092701i,-0.00084174+0.00087355i,-0.00048484-0.0001055i,-0.00032092-0.00097316i,-0.00082684-0.0014384i,-0.00091904-0.0012916i,-0.00037934-0.00026995i,0.0001347+0.00041502i,0.00036485+0.0001371i,-0.0001316-1.3002e-05i,-0.00020755+0.00020676i,-6.3179e-05+0.0002103i,-0.00058187+1.5635e-05i,-0.00089473-0.00026075i,-0.0004736+0.00015688i,0.00014889+2.672e-05i,-2.8884e-05+0.00045741i,-0.00058317+0.00076766i
0.00088109-0.00021447i,0.00035475+0.00041742i,0.00040494-0.00018553i,-0.00015407-0.000525i,0.00055175-0.00040639i,0.00032138-0.00010905i,-0.00052493-7.3905e-05i,-0.001241-0.00038327i,-0.0014069-0.00052342i,-9.41e-05-0.00045722i,0.001001-0.00054525i,0.00075519-0.0011658i,0.00022772-0.0010902i,0.00047512-0.00072397i,0.00026348-0.00044193i,-0.00050901+0.00025953i,-0.00078803+0.00067506i,-0.00039314+0.00019693i,0.00031659+0.0009388i,0.00046688+0.0016791i,-0.0001269+0.0016381i,-0.00048414+0.0012971i,4.8458e-05+0.00017719i
0.0024557-0.0010966i,0.0020097-0.001216i,0.0012747-0.0015198i,-0.00025744-0.0020557i,-0.0019042-0.0016816i,-0.0017728-0.00028119i,-0.00035385+0.0005682i,0.00011732+0.0008533i,-0.00045366+0.00024423i,-0.0010051-0.00050394i,-0.00022081-0.00027045i,0.00020063-0.00044247i,-0.00018046-0.00058381i,-0.00024222-0.00098409i,-0.00015188-0.0011611i,-0.00057644-0.00032516i,-0.00054423-0.00072659i,6.8496e-05-0.0010133i,-0.0004311-0.00013419i,-0.00076081-0.00039304i,-0.00015466-0.0013312i,0.00031111-0.0011555i,0.0005058-0.00034816i
0.00060038+0.00039994i,0.00031506-0.00012771i,0.00058634-5.5932e-05i,0.00019516+4.4056e-05i,-0.00047728+0.00041795i,-0.00057316+0.00087933i,-0.00026589+0.0004527i,6.3696e-05-0.00072591i,0.00025729-0.0009978i,1.566e-06-0.00056566i,-0.00055572-0.00038787i,-0.00066843+0.00039053i,0.00031672-0.00051017i,0.00089196-0.0010644i,0.0001073-0.00062372i,-0.00032106-0.00064631i,-5.7801e-06-0.00021873i,-0.00037793+3.7331e-05i,-0.00043919+0.00038458i,0.00024528+0.00048469i,0.00047437+0.00086531i,-0.00069724+0.0013029i,-0.00099103+0.00065767i
0.002348+0.0028358i,0.0026948+0.0019884i,0.0032402+0.00087651i,0.0030714-0.00088109i,0.0016102-0.001787i,0.00096249-0.0012413i,0.00029331-0.00096205i,-0.00044641-0.00099134i,9.7638e-05-0.00062744i,0.00039781-0.00077863i,-0.00014641-0.0015346i,-0.00047948-0.0013894i,-0.00084198-0.00049082i,-0.00081017-5.1157e-05i,-0.00057577+8.3351e-05i,-0.0001944+0.00051493i,-0.00015405+0.00073842i,-0.00069359+0.00048054i,-0.00025804+0.00050782i,0.00056327+0.0007121i,0.00024449+0.00083968i,-0.00049848+0.00090765i,-0.00024285+0.0002758i
-0.00076588+0.0012483i,-0.00041872+0.00098533i,6.3829e-05+0.0020154i,-4.0248e-05+0.0021567i,-0.00059443+0.0012125i,-0.00067332+0.0011033i,-0.00039922+0.0011324i,-0.00046865+0.00012036i,-0.00055621+6.9553e-05i,4.8126e-05-0.00022844i,0.00075383-0.00082233i,0.00089396-0.0012549i,0.0003576-0.0011036i,0.00011619-0.0010274i,-0.00036097-0.0014744i,-0.0009602-0.0011213i,-0.0011092+0.00017436i,-0.00095058+0.00067087i,-3.3192e-05-0.00021411i,2.2902e-05-0.00035257i,-0.00037328+0.00027166i,-3.8689e-05+0.00072007i,0.00068118+0.00061919i
-7.4095e-05+0.0013998i,0.0005007+0.00063174i,0.00034672+0.00055357i,-0.00027756-0.00011842i,0.00037652-0.00075872i,0.00048363-0.0004217i,0.00046634+0.00020849i,0.0007025-6.398e-05i,0.00077425-0.00013184i,0.00031971-0.00051597i,-0.00049233-0.0010494i,-0.00075346-0.0012537i,0.00023827-0.0013074i,0.00062869-0.00088155i,-1.6817e-05-0.00049592i,-0.00055878+0.00015364i,-0.00078404+0.00076311i,-0.00030985+0.00037393i,0.00040413-0.00028335i,0.00070522-0.00038297i,0.0008896-0.00043684i,0.00078559+0.00012884i,0.00078284+0.00066836i
-0.0020906+0.00066324i,-0.00028695+0.0011988i,-0.00043687+0.0022005i,-0.00084993+0.0011563i,-0.0016873+0.00096551i,-0.0022826+0.00082338i,-0.0011697+1.9223e-05i,-0.00015962+0.00012032i,-0.00063886+0.00055219i,-0.00011937+0.00045904i,0.00072718+0.00038606i,0.00085031+1.2958e-05i,0.0003629-0.00056041i,-5.6371e-05-0.00064996i,-0.0005497-0.0001201i,-0.00042988-3.889e-05i,-3.6253e-05-7.0316e-05i,-0.00013698+0.00023729i,0.00015147+0.00015335i,0.00065576+7.1765e-05i,0.00033583-0.00025477i,-0.00040345-0.00034413i,-0.00042362-0.00016726i
-0.0017312-0.00072413i,-0.0021433-0.00083158i,-0.0024691-0.00024505i,-0.0017521+0.00036049i,-0.0011447+0.0007206i,-0.00051644+0.00062676i,-0.00016269-0.00016882i,-0.00088409-0.00064027i,-0.0012707-0.0010834i,-0.00069882-0.0010294i,-0.0002711-0.00056333i,0.00042137-8.2607e-05i,0.00061007-0.00049969i,0.0002741-0.00090733i,-0.00017997-0.00067625i,-0.00020661-0.00048213i,-0.0002958+3.8738e-05i,-0.001015+0.00037845i,-0.00011504+0.00015373i,0.00072-8.8498e-06i,0.0003813+1.7425e-06i,-0.00017466-0.0001495i,0.00015353-0.0005412i
0.00067008-0.00049156i,0.00071825-0.00022041i,0.0009534-0.0010434i,0.0008572-0.0024757i,0.00043209-0.0024269i,0.00033702-0.00076409i,0.00034588-0.00018166i,-0.00011993-0.00058105i,-0.00045972-0.00093276i,-0.00040027-0.0015678i,-0.00031319-0.0010613i,-0.00048947+0.00014043i,-0.00080483-5.5551e-05i,-0.00063441-0.00081588i,-0.00046143-0.00052822i,-0.00075186-1.2273e-05i,-0.00095405-6.9722e-05i,-0.0011435-0.00022303i,-0.00060009+0.0004722i,-0.00048415+0.00022985i,-0.00041196-0.00065631i,-0.00011502-0.00084672i,-0.00020809-0.00030152i
5.5238e-05-0.0011661i,-0.00061191-0.00038701i,-0.0017971-0.00021749i,-0.0020428-0.00071362i,-0.001768+0.00021731i,-0.00079811+0.0014446i,0.00034288+0.00048381i,0.00069047-0.0010602i,0.00010217-0.0017634i,0.00073618-0.0011811i,0.001245+4.9512e-05i,0.0007447+0.00018635i,0.00064645+0.00023626i,0.00029813+0.00036398i,-0.00022355-4.9631e-05i,-0.00022019+0.00015466i,-0.00053287+8.8061e-05i,-0.00033635-0.00042227i,-9.7901e-05+0.00026258i,-2.2951e-05+0.00037881i,-9.6432e-05-0.00091237i,-0.00053427-0.00070773i,-0.00047074+0.00037399i
0.0006359-0.0010435i,0.00025005-0.0013408i,0.00060647-0.0013977i,0.00044377-0.0022053i,0.00036631-0.0017663i,0.0005392-3.6302e-05i,0.00038111+0.00035576i,0.00022619-0.00061062i,0.00042245-0.00081256i,0.00055956-0.00064854i,0.00017353-0.0004492i,0.00014413+0.00075126i,0.00032228+0.0013578i,0.00027235+0.00044813i,8.2991e-05-0.00053685i,-0.00022061-0.00033384i,-0.0010696-0.00015684i,-0.0010372-0.00035312i,-0.00062861+0.00013788i,-0.00040746+0.00079447i,-9.5685e-05+0.00035976i,0.00011301-0.00052867i,0.00048803-0.00033448i
0.0010782-0.0012306i,0.00070392-0.0021054i,-0.00019471-0.001934i,-0.0019974-0.00095281i,-0.0025207-0.00019643i,-0.0021317+0.0013427i,-0.0011789+0.001892i,-0.00030637+0.00071069i,-3.9155e-05+0.00024664i,0.00033292+0.00031394i,0.00043387+0.00064049i,-0.00016861+0.00090111i,0.00020383+0.00095677i,0.00028647+0.0009598i,-0.00061881+0.00087418i,-0.00055158+0.00074911i,0.00021324+0.00039337i,0.00045673+0.0003169i,0.0005125-0.00012627i,0.00061731-0.00074587i,0.00019761-0.0010051i,-0.00028458-0.00038626i,-0.00058142+0.00050278i
0.00097796-0.001157i,0.00065528-0.00053497i,0.00083666-0.001377i,0.00065154-0.0023004i,-0.0015617-0.0013846i,-0.0023513-0.00012741i,-0.0012932+0.00035958i,-0.0010837+0.00039025i,-0.00045951-0.00048685i,0.00096065-0.00091702i,0.00063264-0.00057727i,-0.00037433-0.00033352i,-0.00094707-0.00044913i,-0.00063453-0.00097276i,-0.00076532-0.00108i,-0.0010794-0.00053323i,-0.00011921-9.9257e-05i,0.00046568-7.1173e-05i,0.00057408+0.0003772i,0.00043228+0.00059761i,4.0377e-05+0.00039432i,-0.00024288+1.1813e-05i,-0.00014542-0.00035553i
0.00097897+0.0025442i,0.00011202+0.0017329i,0.00067625+9.8261e-07i,0.0018151-0.0021978i,0.0014136-0.0031844i,0.00028253-0.0019518i,6.4552e-05-0.00097702i,-1.1085e-05-0.00089812i,0.00032075-0.00073869i,0.0001579-0.00098693i,-0.0011359-0.001976i,-0.0014686-0.0016968i,-0.00074457-0.00082302i,-0.0004412-0.00026319i,-0.00034866-9.9987e-05i,-0.00036789-0.0010133i,-0.00053498-0.00057572i,-0.00063048+9.0396e-06i,0.00028142-8.5082e-05i,0.0011985-0.00015081i,0.00092717-0.00042857i,0.00036943-0.00030691i,-0.00025047-0.00036528i
0.0017899+0.0018446i,0.0020205+0.0019839i,0.0032812+0.00060383i,0.0022563-0.00017308i,0.00036625-0.00033132i,0.00041515-0.00042114i,0.00093414-0.0010739i,0.0009541-0.0015425i,0.00094179-0.00063732i,0.00083841-0.00056502i,0.0011413-0.0016643i,0.00095084-0.0016181i,4.0295e-05-0.0018169i,-0.00013395-0.0016214i,-0.00021421-0.0004685i,-0.00095276-0.00047148i,-0.0011039-0.0010044i,-0.00036557-0.00049137i,-0.00020411+0.00056016i,0.00016406+0.0006076i,0.0010218-5.7763e-06i,0.00057891-0.00028614i,0.00035542+0.0010656i
-0.0018718+0.0025112i,-0.0020714+0.0015247i,-0.0019832+0.0012004i,-0.0012815+0.00064297i,-0.00036951-0.00070639i,0.0011426-0.00072129i,0.00080925-2.8114e-05i,-0.00041135+0.00031133i,0.00021023+0.00050263i,0.00096101+0.00043226i,0.0014857+0.00011716i,0.001981-0.00070087i,0.0017873-0.0013073i,0.00072688-0.0012514i,-0.00045183-0.0013523i,-0.00033969-0.0014931i,-0.00018592-0.001308i,-0.00029373-0.0010769i,-0.00011339-0.00079327i,-0.00019513-7.7396e-06i,-0.00028644+0.00057564i,-0.00013107+0.0004907i,-0.0001696+0.0010125i
-0.0010949+0.0017393i,-0.00037734+0.0010613i,-0.0007009+0.00047684i,-0.00035813+3.923e-05i,0.00040431+0.00065483i,0.00037388+0.0011727i,-0.00023965+0.00068962i,-0.00026692-0.0002405i,-0.00021867-0.00047797i,-0.00024299-5.0635e-06i,0.0003423+0.00023661i,0.00011745+0.00044812i,-0.00050158+0.00044329i,-0.00026287-0.00036935i,0.00041949-0.00071085i,0.00057446-0.00045476i,-0.00023688-0.00043703i,-0.00088999-0.00095234i,-0.00046027-0.0011049i,8.7707e-05-0.00066399i,-0.00021823-0.00090772i,-5.8283e-05-0.00084183i,0.00038941-0.00061091i
-0.0020917-0.00018127i,-0.0018879-0.00023579i,-0.001582+0.00061248i,-0.0014068+0.00055444i,-0.0010836-5.8265e-05i,-0.00078952-0.00026939i,-0.00031175+0.0002932i,-0.00035114+0.00037879i,8.7143e-05-0.00036086i,0.00035198-0.00045774i,-0.00022945-0.00043049i,0.00011318-0.00024584i,0.0014972-0.00019108i,0.0019148-0.0001451i,0.00062561-0.00013663i,-0.00080993-0.00033268i,-0.0011525-4.8759e-05i,-0.00054093+4.1301e-05i,0.00017634+0.00023405i,0.00039161+0.0005402i,-7.8064e-05+0.00027521i,-0.00057374+0.0002565i,-0.00078549+0.00010471i
0.00073983+0.0003974i,0.00012808+0.00037076i,0.00099456-0.00018306i,0.0011936-0.00067856i,-0.00064686-0.00023222i,-0.001755+0.00040782i,-0.00092459+0.00049103i,-0.00043371+0.00011092i,-0.0002953-9.977e-05i,0.00039043-0.00028338i,0.00075715-0.00024789i,5.2348e-05-0.00054735i,-0.00037958-0.0021215i,-0.00020379-0.0025307i,-0.00037286-0.00089935i,0.000124-0.00042328i,0.00040776-0.00062966i,-0.00053179-7.3398e-05i,-0.00070286-0.00042416i,-0.00032933-0.0010391i,-0.0002691-0.00054627i,-0.00027377+0.00011251i,-0.00035598-0.00031741i
-0.0012238+0.00010433i,-0.00086871+0.00033871i,-0.0010727+0.00050372i,-0.0014231+0.00044011i,-0.0010168-8.3039e-05i,0.00032235-0.00013097i,0.00080649+0.00024131i,-0.00093944-0.00017151i,-0.0012839-0.00066492i,9.0432e-05-0.00016988i,-9.3385e-05+0.00021358i,-0.00027215+1.7431e-05i,0.00021755-5.8841e-05i,6.8026e-05-2.5212e-05i,-0.00074723+0.00019765i,-0.00089248+0.00043856i,-0.00023602+0.00050974i,-0.00015595+0.00051155i,-0.00067282-0.00034563i,-0.00077734-0.00048362i,-0.00094719+0.00014582i,-0.0011206-0.00031417i,-0.00054066-0.00047815i
0.0016887+0.0012493i,0.0027979+0.00085767i,0.0018684+0.000735i,0.00040445-0.00037204i,0.00057487-0.0015686i,0.00053257-0.00081646i,2.4586e-05-7.6384e-05i,0.00015692-0.00043212i,8.8654e-05-0.00070178i,-0.00046692-0.00049446i,-0.00067974-0.00067909i,-0.00012625-0.00041742i,0.00044544-0.00065981i,0.00038114-0.0010163i,-0.00048779-0.0002588i,-0.00098192-0.00033241i,-0.0011614-0.00069052i,-0.00094379-0.00064723i,-5.8289e-05+0.0003016i,-0.00022271+0.00059497i,-0.00025822+0.00032776i,-0.00048878+0.00067552i,-0.00083456+0.00072133i
