0.00042181-3.8736e-05i,0.0012188-0.00018011i,0.00034571-0.001928i,0.00045395-0.0025888i,-0.0004321-0.0015494i,-0.0010438-5.6652e-05i,-0.00087674+0.00074391i,8.202e-05+0.00077073i,0.001114-7.9119e-06i,0.00080368-0.0012565i,0.00018182-0.0018453i,0.00018074-0.0015657i,0.00019388-0.0010667i,7.896e-05-0.00074803i,0.00081165-0.00030919i,0.0013269+0.00038535i,0.0004344+0.00037942i,-6.186e-05+0.00094974i,-8.5077e-05+0.0010811i,-0.00042964-0.00028954i,-0.00083355-0.00057469i,-0.0013443-0.00015374i,-0.00088272+6.6939e-05i
0.075568+0.075148i,0.14286-0.15382i,0.067914-0.63759i,-0.34807-0.93102i,-0.7472-0.6587i,-0.62828-0.21969i,-0.18318-0.11775i,0.096178-0.20011i,0.16846-0.183i,0.14887-0.11777i,0.070918-0.078575i,0.012055-0.063619i,-0.014439-0.035375i,0.0032771+0.042525i,0.054234+0.11226i,0.08146+0.12866i,0.066525+0.1127i,0.025397+0.10578i,0.014072+0.091341i,0.021565+0.017912i,-0.014927-0.045407i,-0.05429-0.028267i,-0.048306+0.012394i
-0.08389+0.28148i,-0.082566+0.46713i,-0.10714+0.60962i,0.030298+0.52257i,0.28764+0.13084i,0.28439-0.18671i,0.057653-0.061006i,0.011744+0.21221i,0.089255+0.23014i,0.089964+0.10265i,0.064791+0.023468i,0.04585-0.00063421i,0.023936-0.052849i,-0.018734-0.14206i,-0.064726-0.18481i,-0.074774-0.19145i,-0.072566-0.21221i,-0.088229-0.22994i,-0.1108-0.18085i,-0.089784-0.070882i,-0.02986-0.0097583i,-0.0053945-0.011642i,-0.013464-0.0057017i
-0.055197-0.075994i,0.098375-0.048791i,0.48821+0.11319i,0.80597+0.31398i,0.73267+0.53196i,0.50047+0.48849i,0.22837+0.029507i,-0.11252-0.36775i,-0.29509-0.38702i,-0.23713-0.20457i,-0.12293-0.049447i,-0.093755+0.0073469i,-0.1114+0.063765i,-0.084005+0.13854i,-0.014926+0.15032i,0.062206+0.12679i,0.11632+0.11432i,0.13265+0.10675i,0.12703+0.079667i,0.099577+0.02578i,0.061974-0.010918i,0.03267-0.01927i,0.016117-0.024225i
0.43312+7.8172i,2.996+6.5264i,6.3181+5.1003i,6.7827+1.741i,5.0415-1.5879i,2.2331-3.1327i,0.051741-2.0133i,-0.37555-0.25216i,0.29882+0.53875i,0.93541+0.20904i,0.61366-0.55799i,-0.3092-0.97127i,-1.1495-0.93134i,-1.6099-0.48445i,-1.4416+0.10671i,-0.92223+0.44288i,-0.45641+0.41772i,-0.13714+0.18271i,0.07295-0.057925i,0.17446-0.2096i,0.2013-0.30928i,0.15845-0.29896i,0.10629-0.13014i
0.019911+0.033072i,0.17055+0.10795i,0.53275+0.31119i,1.0658+0.29778i,1.2907-0.039473i,0.93081-0.21528i,0.33765+0.0060822i,-0.023639+0.28144i,-0.112+0.3686i,-0.038803+0.30908i,0.050605+0.17302i,0.05291+0.079575i,0.042526+0.039035i,0.034601-0.0071454i,0.014976-0.02485i,0.031567-0.023474i,0.060989-0.058759i,0.064359-0.12974i,0.032674-0.16511i,-0.0098054-0.12447i,-0.037993-0.071488i,-0.06338-0.042986i,-0.071939-0.014765i
-0.092224-0.06867i,-0.15514-0.12024i,-0.13001-0.17158i,-0.011406-0.12447i,0.095296+0.083065i,0.15834+0.15794i,0.10972-0.09596i,-0.13739-0.34702i,-0.35398-0.28367i,-0.31696-0.056994i,-0.16627+0.058263i,-0.098119+0.046521i,-0.096294+0.059572i,-0.072103+0.10827i,-0.031432+0.12668i,0.011509+0.12095i,0.058884+0.10559i,0.089422+0.091232i,0.088677+0.063593i,0.059281+0.017094i,0.026783-0.0076743i,0.023228-0.0019276i,0.040708+0.0016076i
-0.080972-0.099915i,-0.12716+0.034022i,-0.28388+0.17946i,-0.61501+0.17812i,-0.89527+0.12834i,-0.73824+0.23088i,-0.23239+0.30045i,0.14773+0.22628i,0.2583+0.12366i,0.19208-0.0010807i,0.035001-0.069082i,-0.067744-0.044318i,-0.095616-0.019366i,-0.089036+0.0013401i,-0.042829-0.0070973i,-0.015115-0.05547i,-0.046051-0.068572i,-0.10169-0.03524i,-0.12069-0.0010221i,-0.091654+0.0010227i,-0.066901-0.002177i,-0.05093+0.022922i,-0.022983+0.043453i
-0.052378+0.027777i,-0.040462+0.071735i,0.14342+0.077391i,0.40164+0.0724i,0.54608+0.11378i,0.4631+0.10522i,0.1277+0.055232i,-0.20231+0.083327i,-0.25086+0.12735i,-0.11911+0.084544i,-0.039607+0.028456i,-0.042312+0.033902i,-0.052053+0.048737i,-0.055841+0.040643i,-0.043792+0.028661i,-0.0070654+0.0036379i,0.024473-0.039543i,0.041428-0.085501i,0.035758-0.10638i,0.010236-0.078666i,-0.00020368-0.040224i,-0.00075151-0.02675i,-0.0045949-0.024879i
0.029569-0.0037903i,0.096833+0.045797i,0.21526+0.11634i,0.40409+0.15859i,0.62161+0.14623i,0.68329+0.039042i,0.50048-0.15374i,0.21595-0.24309i,0.043548-0.16603i,0.022077-0.04552i,0.044087+0.023384i,0.030233+0.027937i,-0.0013186+0.040063i,0.0062708+0.072013i,0.014936+0.07971i,0.0026706+0.082357i,0.014424+0.098099i,0.036277+0.10901i,0.030907+0.093843i,0.0021025+0.049443i,-0.024438+0.0093358i,-0.025825-0.00074703i,-0.0038619+0.0036795i
-0.036232-0.072472i,-0.036115-0.12818i,0.051394-0.24985i,0.19915-0.46881i,0.29656-0.66785i,0.28764-0.65485i,0.21518-0.39621i,0.20304-0.11691i,0.22291-0.032708i,0.16794-0.075931i,0.079006-0.070369i,0.034202+0.0037357i,0.039381+0.06304i,0.060923+0.079095i,0.075131+0.062651i,0.052648+0.027686i,-0.012242+0.0091743i,-0.068821+0.020128i,-0.075016+0.028521i,-0.06034+0.01357i,-0.069067+0.0070469i,-0.071816+0.032427i,-0.044592+0.048652i
0.053143-0.010178i,0.10999+0.070682i,0.23809+0.09208i,0.38955-0.14288i,0.38314-0.47177i,0.14506-0.47822i,-0.13208-0.21346i,-0.28746+0.0074948i,-0.26507+0.11603i,-0.10436+0.10367i,0.016761+0.036011i,0.052347+0.015462i,0.066735+0.0025384i,0.056296-0.0096791i,0.059108+0.02723i,0.099471+0.055289i,0.11934+0.032444i,0.11089-0.0018514i,0.091375-0.014917i,0.054105-0.0021651i,0.01447+0.024568i,0.0013107+0.037241i,0.013787+0.017956i
-0.00026411-0.05411i,-0.026718-0.19688i,-0.16347-0.39933i,-0.44105-0.43999i,-0.55268-0.21508i,-0.24574-0.030838i,0.086559-0.10604i,0.12137-0.20851i,0.023936-0.16973i,-0.031261-0.066782i,-0.0051903-0.0063564i,0.031184-0.027291i,0.02072-0.048615i,0.028685-0.029432i,0.050305-0.023469i,0.054743-0.024284i,0.071011-0.0090347i,0.083531+0.01i,0.064909+0.019154i,0.026818+0.023515i,0.0044282+0.034693i,0.010554+0.029923i,0.013931+0.0050298i
-0.02552+0.064834i,-0.21876+0.22404i,-0.53829+0.49441i,-0.72401+0.6648i,-0.66025+0.50258i,-0.44459+0.2619i,-0.069045+0.22477i,0.30275+0.15065i,0.35044-0.040996i,0.16115-0.11173i,0.04874-0.059431i,0.039207-0.0084247i,0.03487+0.015385i,0.021728+0.0039198i,0.00022523-0.031792i,-0.035287-0.0498i,-0.066438-0.031939i,-0.072673-0.0020666i,-0.053288+0.0087251i,-0.02868+0.0039681i,-0.011972+0.0020743i,-0.0074945-0.0022338i,-0.021225-0.0050194i
0.039081-0.0066845i,0.2647-0.0070428i,0.68517-0.14803i,0.88182-0.52304i,0.51246-0.77871i,0.031771-0.55355i,-0.064252-0.18961i,0.018195-0.055741i,0.061251-0.030679i,0.10245-0.03758i,0.098287-0.056487i,0.072665-0.022064i,0.060927+0.0010979i,0.017527+0.0064725i,-0.011822+0.04494i,0.0035102+0.073724i,0.021656+0.06199i,0.030356+0.027798i,0.029011-0.0013354i,0.019666-0.0055479i,0.012601+0.0030593i,0.0027404+0.009381i,-0.0050237+0.013445i
-0.089467-0.031806i,-0.32808-0.14185i,-0.68647-0.34681i,-0.86702-0.47164i,-0.67839-0.43651i,-0.41046-0.38369i,-0.36451-0.30975i,-0.4244-0.13957i,-0.38978+0.039796i,-0.24002+0.12202i,-0.090701+0.083706i,-0.037823+0.010354i,-0.01755-0.0027161i,0.032206+0.0081442i,0.060215+0.00088737i,0.050084-0.0051376i,0.051947-0.0062072i,0.066219-0.017483i,0.056677-0.031411i,0.030886-0.024436i,0.01901-0.011006i,0.01959-0.012697i,0.012841-0.012918i
-0.024201+0.10002i,0.010954+0.43426i,0.17288+0.97149i,0.35416+1.2292i,0.28143+0.9243i,0.044563+0.54506i,-0.0099769+0.43517i,0.041256+0.36271i,-0.00083573+0.24688i,-0.041921+0.16502i,-0.02277+0.086209i,-0.0058005+0.032752i,0.013715+0.0085248i,0.026937-0.034753i,-0.0014879-0.076005i,-0.058154-0.073532i,-0.097509-0.034933i,-0.094768+0.0073292i,-0.063188+0.034497i,-0.026051+0.039047i,-0.0011241+0.024629i,0.0016339+0.0046672i,-0.0081705-0.0067918i
0.043954-0.060954i,0.13754-0.23652i,0.27669-0.54321i,0.30245-0.67972i,0.16596-0.42666i,0.096695-0.095113i,0.149+0.024346i,0.17027+0.06088i,0.17151+0.098349i,0.15774+0.049334i,0.091976-0.0088679i,0.057307-0.0045404i,0.046907-0.012963i,-0.0038313-0.02359i,-0.044708-0.0028028i,-0.054385+0.017636i,-0.067534+0.032626i,-0.074337+0.042719i,-0.055755+0.045676i,-0.018774+0.043663i,0.012493+0.03132i,0.02096+0.022246i,0.023125+0.020529i
-0.095578-0.023359i,-0.36438+0.10466i,-0.72973+0.45991i,-0.76942+0.8672i,-0.34663+0.91953i,0.010218+0.54335i,0.0081733+0.14795i,-0.04825+0.028011i,0.013304+0.046282i,0.065061+0.04768i,0.049131+0.031844i,0.0047354+0.013057i,-0.025638+0.0088545i,-0.022886+0.0183i,-0.0010608+0.024539i,0.028169+0.023416i,0.058817+0.017167i,0.075067+0.0059422i,0.061968-0.010621i,0.034547-0.02322i,0.015829-0.028606i,0.0081371-0.029377i,0.010659-0.021745i
0.014312+0.018025i,0.08888+0.11657i,0.30021+0.35406i,0.59023+0.63i,0.72676+0.66425i,0.57587+0.43451i,0.29877+0.22561i,0.14119+0.075544i,0.068119-0.090721i,-0.01194-0.13082i,-0.027451-0.056658i,0.003331-0.012944i,0.03228+0.0032409i,0.064956-0.0023062i,0.060452-0.02825i,0.032728-0.032503i,0.033996-0.029246i,0.045697-0.033942i,0.034496-0.031447i,0.0088689-0.020945i,-0.010524-0.0097353i,-0.018176-0.007067i,-0.019591-0.014519i
-0.072455-0.05006i,-0.25977-0.11264i,-0.48428-0.19483i,-0.51097-0.3199i,-0.35057-0.46324i,-0.23596-0.43567i,-0.12236-0.17265i,0.081609+0.022746i,0.18557-0.0076273i,0.11781-0.07183i,0.041164-0.066175i,0.044597-0.043199i,0.078612-0.053926i,0.05916-0.079134i,-0.0032039-0.070404i,-0.051908-0.032426i,-0.07804+0.0016687i,-0.081352+0.015351i,-0.062561+0.018173i,-0.037135+0.019957i,-0.018848+0.025892i,-0.0053528+0.030846i,0.0075707+0.020365i
-0.016426+0.049985i,-0.023757+0.10557i,-0.050365+0.098803i,-0.1895-0.080327i,-0.40494-0.31659i,-0.45919-0.32664i,-0.25871-0.15599i,-0.010579-0.030567i,0.11633+0.037638i,0.13376+0.049552i,0.076104+0.014468i,0.014068-0.011771i,-0.030634-0.039014i,-0.080639-0.036188i,-0.085054+0.012876i,-0.045699+0.046296i,-0.022647+0.056601i,-0.02321+0.063703i,-0.024631+0.057638i,-0.018214+0.041518i,-0.009886+0.026549i,0.0018099+0.017931i,0.012735+0.014746i
-0.0077385-0.088293i,-0.12341-0.25728i,-0.38796-0.41313i,-0.62216-0.32177i,-0.57998-0.038487i,-0.35041+0.10434i,-0.21703+0.064045i,-0.20012+0.02073i,-0.1735-0.0031875i,-0.13135+0.00033872i,-0.075708+0.03348i,-0.038754+0.032777i,-0.037495+0.035031i,-0.0011061+0.054119i,0.051503+0.036294i,0.064399-0.004342i,0.054608-0.027135i,0.042274-0.015532i,0.029606+0.005766i,0.015612+0.0070222i,0.0037309-0.0045801i,-0.0033093-0.020021i,-0.0088427-0.023179i
-0.058026+0.028847i,-0.15594+0.13453i,-0.25603+0.38274i,-0.22186+0.65703i,-0.044677+0.69308i,0.070782+0.46532i,0.036546+0.23618i,-0.030151+0.11001i,-0.084827+0.038517i,-0.098752+0.041087i,-0.03086+0.057681i,0.032659+0.034781i,0.062724+0.026589i,0.085859+0.0082323i,0.063006-0.03107i,0.010856-0.03901i,-0.017351-0.020993i,-0.013784-0.0092103i,0.002049-0.0094931i,0.0033005-0.010392i,-0.0074549-0.0052468i,-0.01526+0.00052693i,-0.014396-0.0017715i
0.052222-0.054641i,0.17089-0.18408i,0.40161-0.38574i,0.66465-0.55869i,0.75647-0.60738i,0.58917-0.54001i,0.30824-0.38362i,0.094658-0.1182i,0.044156+0.1532i,0.10733+0.20878i,0.11522+0.084733i,0.059525-0.00092208i,0.029158-0.019962i,-0.0008762-0.007817i,-0.021896+0.032772i,-0.0048302+0.05754i,0.010578+0.056895i,0.0064738+0.044055i,-0.0042738+0.02737i,-0.010193+0.022917i,-0.0083212+0.028873i,-0.00071414+0.032975i,0.0064805+0.026948i
-0.077362-0.033669i,-0.18784-0.12284i,-0.30251-0.33548i,-0.32141-0.61106i,-0.23094-0.72215i,-0.19476-0.56442i,-0.25201-0.23738i,-0.19926+0.072172i,-0.012688+0.16295i,0.073686+0.067832i,0.024325+0.010281i,-0.0094155+0.019979i,-0.021275+0.0049183i,-0.029345-0.00011413i,0.0030009+0.021041i,0.039147+0.0174i,0.045577-0.0048525i,0.032528-0.016494i,0.014585-0.010647i,0.0072801+0.0021726i,0.0069809+0.00204i,0.0050373-0.0058051i,-0.00015086-0.0075272i
0.03126-0.0024942i,0.045585-0.0036335i,-0.035861+0.027275i,-0.22619+0.15095i,-0.35552+0.31746i,-0.29073+0.43685i,-0.12055+0.41608i,-0.0055577+0.19371i,-0.021879-0.069178i,-0.093016-0.12266i,-0.068601-0.017766i,0.013751+0.033157i,0.037206+0.029514i,0.033111+0.015607i,0.022251-0.028895i,-0.010944-0.059023i,-0.037424-0.058829i,-0.045657-0.04606i,-0.039191-0.02469i,-0.022035-0.016175i,-0.013073-0.01749i,-0.012037-0.013435i,-0.0074644-0.0075966i
-0.039658-0.068583i,-0.099864-0.15097i,-0.18669-0.19739i,-0.26001-0.082754i,-0.20617+0.12079i,0.056132+0.10245i,0.2845-0.1434i,0.24002-0.26111i,0.094969-0.14439i,0.053076-0.014989i,0.060724-0.0012469i,0.050638-0.019521i,0.0541-0.0055115i,0.052673-0.0013136i,0.0054784-0.018537i,-0.042951-0.021992i,-0.058736-0.0015643i,-0.050376+0.030689i,-0.023707+0.050796i,0.00020695+0.046057i,0.010769+0.031833i,0.013244+0.020978i,0.01433+0.008742i
0.0090955+0.0015668i,0.01823-0.011995i,0.0049456-0.027828i,-0.007602-0.018756i,-0.013488-0.033262i,-0.087353-0.11786i,-0.20469-0.2086i,-0.25024-0.19012i,-0.18991-0.070351i,-0.08763+0.0082591i,-0.040804+0.0010802i,-0.056734-0.013239i,-0.065653-0.0095245i,-0.054562-0.0012523i,-0.028331+0.023442i,0.013592+0.036823i,0.052792+0.026509i,0.075126+0.013425i,0.073708-0.0040315i,0.053502-0.015348i,0.030814-0.011731i,0.014208-0.0087865i,0.00017973-0.01164i
0.0064951-0.062601i,0.023615-0.11645i,0.088002-0.13871i,0.18941-0.086538i,0.21761+0.038031i,0.090636+0.17548i,-0.15054+0.26509i,-0.33271+0.26487i,-0.32673+0.18718i,-0.20082+0.11066i,-0.094316+0.081221i,-0.041496+0.082821i,-0.015295+0.077734i,0.0025453+0.05922i,0.028843+0.043173i,0.057487+0.024867i,0.068048-0.0098681i,0.048829-0.051897i,0.0043923-0.069761i,-0.030105-0.053559i,-0.034889-0.028894i,-0.027009-0.012681i,-0.021673-0.0004611i
0.010516+0.016403i,0.018813+0.018398i,-0.0027469-0.0067666i,-0.041742-0.024753i,-0.017104-0.053333i,0.074867-0.10953i,0.14835-0.10936i,0.17538-0.021139i,0.16822+0.031482i,0.10963-0.00027272i,0.055554-0.014732i,0.072284-0.0021714i,0.10599-0.010944i,0.095314-0.022504i,0.057909-0.025296i,0.015022-0.024968i,-0.031788-0.017957i,-0.06573+0.00081623i,-0.062823+0.026156i,-0.030545+0.033153i,-0.0011446+0.019584i,0.013369+0.0099294i,0.019171+0.01005i
0.016415-0.036285i,0.011128-0.055295i,-0.032988-0.03849i,-0.11821+0.027201i,-0.16583+0.079694i,-0.070733+0.050168i,0.11207-0.041062i,0.22966-0.10199i,0.19437-0.087302i,0.078544-0.035445i,0.0099979-0.016112i,-0.0076375-0.033235i,-0.016759-0.040518i,-0.01697-0.033248i,-0.025437-0.032061i,-0.054662-0.022851i,-0.072784+0.013125i,-0.051489+0.051751i,-0.0061297+0.054929i,0.022005+0.028248i,0.024046+0.00041556i,0.0181-0.014492i,0.01662-0.016663i
-0.024119+0.022486i,0.0081589+0.0534i,0.090415+0.062407i,0.16711+0.061709i,0.1853+0.089399i,0.16324+0.10249i,0.11659+0.046305i,0.044654-0.03608i,0.0034455-0.058505i,0.0023774-0.019948i,-0.0077152+0.021225i,-0.026785+0.041412i,-0.035317+0.037913i,-0.036662+0.017858i,-0.037773+0.013461i,-0.02387+0.037998i,0.019851+0.058073i,0.06001+0.041003i,0.055795+0.0062531i,0.024373-0.010562i,-0.0021572-0.011965i,-0.015884-0.0076997i,-0.013678-0.0046887i
0.01854-0.038215i,0.048914-0.077359i,0.10782-0.10907i,0.15728-0.13639i,0.081299-0.16101i,-0.1214-0.16203i,-0.2868-0.15321i,-0.30525-0.157i,-0.21231-0.14469i,-0.097185-0.09624i,-0.025971-0.035806i,0.0065017+0.005743i,0.023582+0.010888i,0.019278-0.0037323i,0.013403-0.0041034i,0.039732-0.00050778i,0.073316-0.022317i,0.068821-0.050122i,0.036182-0.054031i,0.0064712-0.042414i,-0.0076255-0.025769i,-0.0073607-0.0095235i,-0.0066026-0.0029158i
-0.028595-0.0074531i,-0.049593+0.0047096i,-0.056703+0.015906i,-0.05881+0.010401i,-0.060728+0.010535i,-0.035558+0.07202i,0.015217+0.17732i,0.032645+0.23448i,0.0060275+0.21142i,-0.0048318+0.13145i,0.0056942+0.042713i,0.0094471-0.0071019i,0.0096151-0.013307i,0.0083669-0.0050298i,0.0035711-0.013018i,-0.017235-0.041674i,-0.060957-0.054321i,-0.085923-0.033132i,-0.067205-0.0042545i,-0.034103+0.014897i,-0.0098668+0.020799i,0.0010828+0.012778i,0.00014156+0.0066852i
0.053135-0.023921i,0.080096-0.07249i,0.059474-0.12394i,-0.0074312-0.14581i,-0.034625-0.15094i,0.062323-0.1078i,0.23264-0.0060974i,0.32681+0.070332i,0.2547+0.066343i,0.094324+0.040689i,0.0041542+0.036532i,-0.0089744+0.031635i,-0.012805+0.029627i,-0.0062353+0.034226i,0.0019502+0.026423i,-0.015475+0.025099i,-0.031935+0.049341i,-0.020267+0.068585i,0.0013172+0.062413i,0.019218+0.047227i,0.03171+0.032577i,0.029743+0.019376i,0.025145+0.010037i
-0.015054-0.0083275i,-0.038625-0.028673i,-0.084607-0.076057i,-0.16177-0.10094i,-0.22176-0.051262i,-0.22228-0.014986i,-0.17532-0.074054i,-0.094708-0.16043i,-0.025093-0.17248i,-0.0056126-0.10005i,0.00011899-0.015268i,0.021053+0.025195i,0.038359+0.021138i,0.041143+0.0046939i,0.039575+0.0090936i,0.056617+0.026806i,0.085242+0.021815i,0.084135-0.0024205i,0.050699-0.012951i,0.023741-0.01451i,0.015546-0.019436i,0.017093-0.017079i,0.019448-0.014279i
0.025705+0.028329i,0.06453+0.054086i,0.098623+0.078407i,0.11692+0.098919i,0.13293+0.076107i,0.12955-0.0061347i,0.063322-0.10111i,-0.026802-0.13583i,-0.0464-0.10047i,-0.0091121-0.06603i,0.0044893-0.06398i,-0.0072914-0.063305i,-0.0047646-0.052237i,0.011292-0.037939i,0.023063-0.028508i,0.021069-0.033922i,-0.00027926-0.044422i,-0.027246-0.035194i,-0.033984-0.0099354i,-0.025629+0.0050232i,-0.020537+0.0046029i,-0.015883-0.0017474i,-0.012758-0.0056967i
-0.04038-0.023124i,-0.077244-0.020297i,-0.082044-0.0059755i,-0.044214+0.017331i,0.0086314+0.037456i,0.043519+0.035386i,0.031259+0.0534i,-0.019141+0.10872i,-0.056296+0.13252i,-0.054537+0.10105i,-0.041042+0.048956i,-0.045887+0.019212i,-0.052278+0.027828i,-0.038626+0.033719i,-0.029616+0.01504i,-0.044797+0.0015439i,-0.06334+0.011325i,-0.060649+0.028801i,-0.035899+0.033534i,-0.010747+0.030465i,-0.0038303+0.030968i,-0.011321+0.027772i,-0.016209+0.021765i
-0.019159+0.0049001i,-0.059928+0.03008i,-0.142+0.094369i,-0.21148+0.20781i,-0.16927+0.29583i,-0.043873+0.28916i,0.040297+0.19921i,0.06421+0.11084i,0.074489+0.06054i,0.06203+0.028908i,0.040617+0.031196i,0.044974+0.044812i,0.03952+0.03892i,0.009364+0.038423i,-0.0022625+0.046432i,0.012568+0.042938i,0.028857+0.029836i,0.034756+0.014671i,0.025608+0.0027802i,0.015566-0.00061087i,0.019126+0.0015386i,0.022582+0.0049609i,0.020567+0.0072391i
0.0053173-0.063059i,-0.0066157-0.11094i,-0.020057-0.12847i,-0.050097-0.11225i,-0.10953-0.10272i,-0.14496-0.14272i,-0.12876-0.22003i,-0.09406-0.25816i,-0.070437-0.21184i,-0.054642-0.13026i,-0.041363-0.067328i,-0.019225-0.032998i,0.009208-0.025904i,0.021656-0.024921i,0.020001-0.019571i,0.014938-0.020646i,0.010852-0.023978i,0.0093533-0.019543i,0.0061433-0.01147i,0.0018556-0.01107i,0.0032184-0.019914i,0.010185-0.027315i,0.015136-0.027421i
0.020743+0.0023089i,0.043832-0.025171i,0.041832-0.095515i,-0.0081531-0.17692i,-0.084605-0.18569i,-0.12235-0.060416i,-0.085398+0.11245i,-0.046892+0.19422i,-0.039019+0.18718i,-0.021389+0.13416i,-0.012504+0.059462i,-0.024984+0.021739i,-0.011597+0.011802i,0.0077002-0.011225i,-0.013499-0.018134i,-0.045187+0.0059931i,-0.054363+0.02808i,-0.048037+0.031945i,-0.03094+0.025534i,-0.013734+0.02033i,-0.010715+0.018548i,-0.015091+0.012969i,-0.014805+0.0029001i
0.04284+0.0010914i,0.088161+0.0052039i,0.13973+0.025417i,0.19301+0.043163i,0.23094-0.00078033i,0.20548-0.061328i,0.13354-0.013157i,0.11764+0.070101i,0.12643+0.049495i,0.08738-0.0040952i,0.054757-0.0086327i,0.044025-0.00042723i,0.019396+0.0029905i,-0.00091254+0.0093991i,0.0013915+0.013875i,0.015431+0.013528i,0.025714+0.007084i,0.023399-0.00038134i,0.013196-0.0027929i,0.0077238+0.0018683i,0.0077732+0.010651i,0.0038538+0.019086i,0.00042462+0.022685i
-0.021384+0.040357i,-0.0029844+0.068848i,0.03196+0.052938i,0.038867+0.013914i,0.011018-0.0010435i,-0.046497-0.043515i,-0.1195-0.12333i,-0.14878-0.14618i,-0.10866-0.10812i,-0.064668-0.061461i,-0.041122-0.021585i,-0.017562-0.0090992i,-0.010977-0.011692i,-0.014938-0.0053891i,-0.0083213-0.013764i,-0.001641-0.039401i,0.00045372-0.055915i,0.0056784-0.053887i,0.0060796-0.038583i,-0.0048652-0.023018i,-0.011882-0.013109i,-0.0056139-0.0027561i,0.0050198+0.01057i
-0.021692+0.0012872i,-0.038752+0.0077621i,-0.061825-0.013771i,-0.1098-0.04365i,-0.10462-0.0045049i,0.039597+0.082774i,0.1947+0.088247i,0.19631+0.043422i,0.11073+0.04422i,0.052916+0.041537i,0.010658+0.01445i,-0.012934+0.0048098i,-0.0011068+0.0026067i,0.01087-0.0058546i,0.0022145-0.00617i,-0.013363+0.0073425i,-0.023661+0.026505i,-0.026333+0.035729i,-0.022232+0.03014i,-0.015946+0.024755i,-0.0092122+0.024117i,0.001132+0.01818i,0.011289+0.0091703i
-0.056582-0.035013i,-0.084705-0.033086i,-0.050088-0.033645i,0.021739-0.084592i,0.026594-0.13938i,-0.016957-0.091512i,0.011529+0.028436i,0.068637+0.076405i,0.052299+0.040703i,0.012797+0.0044198i,0.011733-0.014536i,0.021571-0.015599i,0.029308-0.0022957i,0.039014+0.00283i,0.043749+0.0015367i,0.044171+0.0041305i,0.039004+0.010238i,0.025065+0.017651i,0.015542+0.0215i,0.01802+0.017455i,0.019623+0.0067672i,0.013305-0.0062801i,0.0042153-0.019531i
0.012282-0.045212i,-0.0034844-0.068385i,-0.010644-0.035472i,0.015411+0.029342i,0.010687+0.063738i,-0.068419+0.088314i,-0.12682+0.10744i,-0.082696+0.073181i,-0.016117+0.014862i,0.0019561+4.6676e-05i,0.007762+0.01387i,0.0099128+0.012957i,-0.0027333+0.0074547i,-0.0082614+0.0084703i,-0.003333+0.0013717i,-0.0027323-0.018076i,-0.0018691-0.037712i,0.0047154-0.043142i,0.0084187-0.03455i,0.00184-0.026497i,-0.012604-0.022902i,-0.028309-0.018167i,-0.037249-0.0085899i
0.028309-0.036184i,0.010798-0.062013i,-0.06542-0.026816i,-0.12944+0.07791i,-0.079986+0.11879i,0.033515-0.026385i,0.065769-0.22112i,0.010115-0.26821i,-0.026164-0.17587i,-0.016131-0.067535i,-0.0076645-0.0058818i,-0.013552+0.019651i,-0.02403+0.020505i,-0.0387+0.013214i,-0.049217+0.015597i,-0.044982+0.024514i,-0.031446+0.025672i,-0.01988+0.014571i,-0.018291+0.0042262i,-0.02216+0.0075144i,-0.018678+0.018562i,-0.0091054+0.026177i,-0.0011439+0.031682i
0.052297+0.028126i,0.071557+0.0081299i,0.026963-0.047923i,-0.092544-0.095793i,-0.18722-0.084699i,-0.1567-0.019746i,-0.078182+0.045478i,-0.057213+0.097661i,-0.054242+0.11697i,-0.034621+0.073843i,-0.020457+0.011996i,-0.0048591-0.013697i,0.013208-0.010145i,0.014738-0.00069122i,0.012745+0.0075296i,0.021197+0.0081964i,0.021008+0.0075909i,0.0042387+0.015366i,-0.0095309+0.023337i,-0.0034058+0.022533i,0.019097+0.014018i,0.039753+0.002099i,0.044755-0.0078936i
0.0038167+0.030947i,0.028713+0.038977i,0.053783-0.010972i,0.068268-0.082822i,0.085301-0.080609i,0.083746+0.007887i,0.075644+0.11761i,0.10095+0.14455i,0.10697+0.076334i,0.065016+0.012355i,0.028937-0.0087385i,0.015482-0.010472i,0.019097-0.0031658i,0.037762-0.0035286i,0.044006-0.024585i,0.023663-0.048002i,-0.0025101-0.05015i,-0.016979-0.035907i,-0.018628-0.0177i,-0.013167-0.0081815i,-0.011297-0.013407i,-0.010529-0.022372i,-0.0045805-0.027825i
-0.05543+0.033452i,-0.060289+0.07916i,0.0022627+0.1257i,0.10131+0.12298i,0.12845+0.046107i,0.05337-0.071389i,-0.063774-0.17653i,-0.13794-0.19101i,-0.11846-0.11797i,-0.046683-0.039279i,0.0023826+0.0084912i,0.009452+0.027102i,-0.00082483+0.024518i,-0.00959+0.010774i,-0.020967+0.0052257i,-0.03014+0.016309i,-0.025812+0.026359i,-0.011183+0.02538i,0.001042+0.020629i,0.0015155+0.021842i,-0.0049409+0.030031i,-0.010998+0.034087i,-0.014685+0.026137i
