0.0032037-0.00094214i,0.0023399-0.00090228i,0.00054467-0.0018135i,-0.0012112-0.0019436i,-0.0019845-0.0010824i,-0.0019306+0.00022226i,-0.0014415+0.00098479i,-0.00055918+0.0010631i,0.00037358+0.00076432i,0.00057413-0.00025765i,-0.00023431-0.00061836i,-0.0011987-0.00033839i,-0.0011024-0.00012494i,-0.00067938+0.00078347i,-0.00024685+0.0011922i,0.00042662+0.00061567i,0.00041383+7.6021e-05i,0.00031987-0.00071386i,0.00042093+0.00044344i,0.00063168+0.0006475i,0.00040964-0.00049522i,-0.00022852-0.00077044i,-0.00012902-0.00085537i
-0.04975+0.09341i,-0.034309+0.23366i,0.13633+0.29513i,0.30506+0.10923i,0.18387-0.12889i,-0.058205-0.1094i,-0.082111+0.044608i,0.014365+0.075724i,0.046009+0.018535i,0.036902-0.014868i,0.013358-0.012203i,-0.0046832+0.018997i,-0.00099468+0.051411i,0.010893+0.073634i,0.026943+0.082547i,0.037576+0.072511i,0.032166+0.056105i,0.018124+0.039279i,0.0034048+0.025467i,-0.0090553+0.019535i,-0.013217+0.015887i,-0.0075061+0.012472i,0.00043411+0.006588i
0.11081-0.18217i,0.15276-0.32178i,0.11109-0.2641i,0.059548+0.023386i,0.10778+0.20791i,0.17921+0.11598i,0.17552-0.061818i,0.12602-0.19862i,0.041589-0.24227i,-0.024905-0.15084i,-0.0060891-0.038346i,0.036421-0.0012661i,0.051016+0.00081614i,0.05118+0.009421i,0.038567+0.021905i,0.023447+0.023699i,0.007962+0.0081318i,-0.01493+0.0011197i,-0.025806+0.020757i,-0.0090058+0.034951i,0.01437+0.01807i,0.017938-0.0086267i,0.0068107-0.019913i
-0.088561+0.13578i,-0.18329+0.22224i,-0.27387+0.18795i,-0.26773+0.040093i,-0.10314-0.094134i,0.071139-0.15465i,0.056421-0.12465i,-0.04116-0.00060185i,-0.062583+0.097794i,-0.051058+0.090444i,-0.039455+0.039317i,-0.034583-0.0079053i,-0.043951-0.033225i,-0.046796-0.046724i,-0.03952-0.053154i,-0.020911-0.036577i,0.0071072-0.017168i,0.025946-0.012842i,0.025559-0.022109i,0.0091385-0.032762i,-0.0076305-0.022051i,-0.010554+0.0010611i,-0.0012186+0.011072i
0.0025315-0.10132i,-4.1929e-05-0.19092i,-0.00077118-0.2016i,-0.019568-0.066024i,-0.062236+0.1474i,-0.075911+0.26838i,-0.017288+0.20825i,0.033364+0.11502i,0.076656+0.1065i,0.1274+0.072803i,0.093782+8.5653e-05i,0.018724-0.015157i,-0.01888-0.0035267i,-0.033834-0.0060804i,-0.035037-0.016759i,-0.041004-0.02585i,-0.049108-0.016124i,-0.036713-0.01181i,-0.02651-0.029034i,-0.034665-0.031554i,-0.037402-0.0089159i,-0.024227+0.010961i,-0.014435+0.015244i
0.18834+0.27533i,0.44526+0.38499i,0.65055+0.25286i,0.54715-0.024555i,0.20785-0.13398i,-0.063918-0.038444i,-0.15436+0.079913i,-0.14561+0.10786i,-0.13028+0.047511i,-0.11207-0.0059863i,-0.051853-0.0036576i,0.031482-0.001802i,0.072978-0.011866i,0.073942-0.0070486i,0.055152-0.0063933i,0.031541-0.018938i,0.022467-0.029769i,0.016623-0.024865i,0.01073-0.00035184i,0.013082+0.017541i,0.01586+0.013793i,0.016156+0.00099485i,0.019563-0.012831i
-0.043688-0.015375i,-0.20214-0.13169i,-0.38549-0.13623i,-0.34237+0.0028064i,-0.080977+0.024139i,0.086526-0.037231i,0.0811+0.069818i,0.070868+0.14994i,0.042707+0.059269i,-0.010598+0.02518i,0.03012+0.055794i,0.075927+0.02654i,0.030626-0.00013915i,-0.024025+0.030887i,-0.02945+0.085868i,-0.0068323+0.11871i,0.0021662+0.10602i,-0.0050401+0.06961i,-0.002215+0.036401i,0.010092+0.0033015i,0.011912-0.023013i,0.0019335-0.024922i,-0.0062978-0.015356i
0.34599+0.14767i,0.53741+0.15147i,0.46948+0.079104i,0.24502-0.0055727i,0.23067-0.069775i,0.39479-0.22397i,0.41107-0.38949i,0.31498-0.33599i,0.24278-0.17702i,0.1569-0.097066i,0.077583-0.068378i,0.036013-0.049951i,0.02101-0.02063i,0.038342-0.0071582i,0.066991-0.038747i,0.078008-0.068119i,0.066237-0.06843i,0.024167-0.062873i,-0.027037-0.047324i,-0.047364-0.013766i,-0.039443+0.01848i,-0.029094+0.035647i,-0.015658+0.033031i
-0.032291-0.13365i,-0.090096-0.22873i,-0.063292-0.26858i,0.012785-0.19779i,-0.043808+0.041641i,-0.16771+0.41566i,-0.14995+0.63059i,-0.10631+0.53342i,-0.081194+0.34053i,0.0062185+0.16419i,0.06021+0.03i,0.062136-0.013805i,0.050288-0.012045i,0.019714-0.0003847i,-0.0093619+0.023544i,-0.03127+0.061323i,-0.030939+0.091841i,-0.015432+0.07825i,-0.021666+0.054115i,-0.029656+0.056468i,-0.018209+0.061109i,-0.0023425+0.051937i,0.0045388+0.036063i
-0.92343+8.8303i,0.90507+8.9914i,4.9042+7.3761i,6.5347+2.7993i,5.2656-1.3487i,2.3826-3.145i,0.33039-2.2228i,0.027172-0.73715i,0.60616+0.021544i,1.2503-0.090029i,1.138-0.69537i,0.44227-1.0149i,-0.2325-1.0152i,-0.83982-0.9957i,-0.99945-0.74106i,-0.33891-0.10904i,0.44424+0.24031i,0.49756+0.16441i,0.1573+0.17582i,0.010979+0.18305i,-0.12455+0.055851i,-0.2662+0.078507i,-0.16074+0.15775i
-0.42003-0.19343i,-0.79252-0.042443i,-0.88631+0.23897i,-0.54448+0.2435i,-0.16846-0.24385i,-0.090494-0.78443i,-0.14484-0.88321i,-0.10685-0.64693i,-0.040517-0.39054i,-0.0126-0.20907i,-0.0084068-0.12333i,-0.037705-0.081284i,-0.043562-0.021597i,-0.014869+0.014383i,-0.014359+0.0046001i,-0.033194+0.00041517i,-0.027313+0.017206i,-0.0099127+0.026669i,-0.005572+0.017819i,-0.007791+0.007484i,-0.0012637+0.0048608i,0.0052681+0.0020948i,0.0018001+0.0059586i
0.048246-0.14582i,0.18618-0.17792i,0.32428-0.15071i,0.35179-0.078031i,0.33731+0.037354i,0.32617+0.1519i,0.24083+0.20612i,0.17479+0.20205i,0.18432+0.11504i,0.13458+0.0015981i,0.052466-0.029188i,0.028216-0.035934i,0.018918-0.056277i,0.011302-0.040602i,0.019707-0.0063517i,0.027421+0.0051879i,0.019895-0.0067419i,0.0010998-0.0063213i,-0.0022111+0.016177i,0.01258+0.021541i,0.019156+0.0076541i,0.01134+0.0020982i,-0.00058162+0.011955i
-0.40564+0.012584i,-0.64375+0.082319i,-0.61565+0.084892i,-0.34046+0.0043797i,-0.11083+0.048691i,0.015348+0.22347i,0.073388+0.24885i,-0.0047829+0.16506i,-0.067209+0.16616i,-0.0037461+0.1591i,0.049004+0.090691i,0.049755+0.036124i,0.03962+0.0054924i,0.032811-0.0016968i,0.048954-0.00034089i,0.059634-0.012589i,0.039985-0.013435i,0.020471+0.0061741i,0.017929+0.017835i,0.015412+0.015373i,0.010195+0.011363i,0.01158+0.0058115i,0.012697+0.0025915i
0.02679-0.17909i,0.062746-0.20463i,0.052719-0.058667i,-0.12045+0.14867i,-0.45753+0.24944i,-0.709+0.26797i,-0.61646+0.25065i,-0.32371+0.16303i,-0.12758+0.07204i,-0.060003+0.047973i,-0.045817+0.041972i,-0.041472+0.031706i,-0.022779+0.017127i,-0.0071859+0.0028824i,-0.0019378-0.0051494i,-7.3607e-05-0.01708i,-0.0079518-0.026986i,-0.019771-0.023986i,-0.025154-0.016617i,-0.023643-0.0072403i,-0.013612+0.002863i,-0.0026775+0.0017801i,0.0053951-0.0031591i
-0.25428+0.13461i,-0.37417+0.34942i,-0.2977+0.49079i,-0.1236+0.38414i,-0.077556+0.12083i,-0.11642-0.076065i,-0.12848-0.13345i,-0.11437-0.12695i,-0.094157-0.11989i,-0.089098-0.088207i,-0.075163-0.014277i,-0.034896+0.045096i,-0.0010737+0.051043i,0.00020657+0.040183i,-0.021009+0.054941i,-0.017773+0.079936i,0.0171+0.070987i,0.042451+0.03936i,0.046752+0.017517i,0.03973+0.0021224i,0.026009-0.011371i,0.01211-0.015159i,0.0044396-0.0084039i
-0.0073436-0.24597i,-0.028255-0.46087i,-0.095447-0.5644i,-0.12416-0.48034i,-0.026979-0.38599i,0.015613-0.35654i,-0.11554-0.25826i,-0.20499-0.101i,-0.15637-0.0049331i,-0.097347+0.037979i,-0.052277+0.065245i,-0.019033+0.044417i,-0.030881-0.0030806i,-0.05723-0.020858i,-0.050418-0.0085519i,-0.021572-0.0013048i,-0.0075745-0.014562i,-0.013506-0.030944i,-0.020447-0.038639i,-0.021811-0.037132i,-0.020371-0.021656i,-0.012989-0.00060001i,-0.0035712+0.014349i
-0.10217+0.16422i,-0.1581+0.34604i,-0.13962+0.40946i,-0.063808+0.28477i,-0.0026218+0.20232i,0.057008+0.22526i,0.089399+0.14833i,0.043687+0.045335i,0.029567+0.047899i,0.066883+0.026599i,0.044445-0.017935i,0.017065+0.0023201i,0.028238+0.024774i,0.018482+0.021615i,-0.0096422+0.013598i,-0.030816+0.0088496i,-0.032049+0.017812i,-0.015357+0.027423i,-0.00027932+0.028663i,0.0098116+0.02233i,0.0092288+0.0087879i,-0.00051342-0.00010296i,-0.004277+0.004388i
0.0057294-0.22225i,0.039436-0.36177i,0.12728-0.35264i,0.16401-0.21404i,0.017981-0.075388i,-0.18608+0.042042i,-0.21542+0.071472i,-0.1356-0.027137i,-0.11176-0.099369i,-0.11713-0.070577i,-0.11014-0.014716i,-0.078952+0.017053i,-0.027292+0.0011333i,-0.0031743-0.032127i,-0.016439-0.031432i,-0.032473-0.0065528i,-0.03035+0.0092961i,-0.014514+0.0040309i,-0.0028669-0.012342i,-0.0030975-0.018855i,-0.0046949-0.012227i,-0.0038213-0.0055069i,-0.0038468-0.0035083i
0.04741+0.13185i,0.080927+0.20849i,0.033483+0.15275i,-0.10698-0.015733i,-0.22078-0.18947i,-0.2072-0.30447i,-0.11419-0.28418i,-0.023845-0.15998i,0.017028-0.065289i,0.012681-0.024499i,0.0096845-0.0090929i,0.0079931-0.0010803i,0.0056683+0.0082326i,0.0015139+0.0061789i,-0.00089414+0.00078078i,0.010861-0.0099146i,0.021262-0.025823i,0.022914-0.024009i,0.0252-0.012219i,0.026482-0.0099803i,0.021355-0.017419i,0.0068289-0.02091i,-0.0090618-0.0088541i
-0.148-0.15238i,-0.36536-0.20241i,-0.51271-0.050768i,-0.35887+0.15003i,-0.059847+0.081604i,0.012891-0.12398i,-0.060729-0.15653i,-0.026159-0.10481i,0.042408-0.10531i,0.043276-0.089101i,0.016901-0.050736i,-0.010138-0.015619i,-0.0070252+0.011372i,0.0089568-0.0026093i,-0.013121-0.036916i,-0.052131-0.038584i,-0.059583-0.0071625i,-0.034516+0.019109i,-0.009543+0.015374i,-0.0032593+0.0025265i,-0.0011382+0.0036809i,0.0079208+0.0086528i,0.011432+0.0050215i
0.18541+0.19567i,0.50615+0.31295i,0.82142+0.20647i,0.83792-0.030001i,0.67382-0.053041i,0.57123+0.047955i,0.39494+0.034743i,0.14774+0.031369i,0.037467+0.069715i,0.011553+0.03497i,-0.019773+0.0044972i,-0.013516+0.0038623i,0.0048984-0.015254i,0.0077302-0.022213i,0.01532-0.0046267i,0.035754+0.0090807i,0.049481+0.002378i,0.038278-0.0072607i,0.020959-4.1331e-05i,0.016144+0.0068899i,0.014545+0.00025514i,0.0017089-0.0078991i,-0.012902-0.0041244i
-0.22248-0.19823i,-0.49767-0.40622i,-0.70349-0.46128i,-0.60349-0.23315i,-0.33959+0.038677i,-0.19828+0.14819i,-0.13463+0.16532i,-0.052545+0.14479i,-0.0059218+0.11241i,0.018333+0.097388i,0.031692+0.069568i,0.0025155+0.05065i,-0.022427+0.069951i,-0.0059575+0.062641i,0.009127+0.0064281i,-0.012101-0.038251i,-0.043277-0.031969i,-0.04297+0.0016218i,-0.014635+0.014779i,0.0060572+0.0018771i,0.00496-0.0076138i,0.0017478-0.0048875i,0.0045132-0.003671i
0.11774+0.27188i,0.32455+0.62334i,0.50621+0.85696i,0.39389+0.73284i,0.05685+0.47683i,-0.10018+0.30918i,-0.0040617+0.094257i,0.054019-0.10193i,0.031684-0.13655i,0.0037328-0.11896i,-0.039617-0.095106i,-0.030681-0.043609i,0.028242-0.025256i,0.044411-0.023132i,0.027558+0.0042658i,0.030384+0.019942i,0.045946-0.0024165i,0.044957-0.035622i,0.025597-0.044088i,0.0076251-0.026156i,0.0021661-0.0087647i,0.0012476-0.0059128i,-0.00077037-0.0070249i
-0.11684-0.22172i,-0.2573-0.50075i,-0.43252-0.68903i,-0.54484-0.53592i,-0.48807-0.24464i,-0.32129-0.12311i,-0.23907-0.084012i,-0.21967-0.028281i,-0.17305-0.0020351i,-0.1031+0.031599i,-0.024039+0.061487i,-0.0076382+0.038202i,-0.058608+0.025088i,-0.071005+0.030695i,-0.034203+0.0086989i,-0.016478-0.014151i,-0.02726-0.0028533i,-0.035705+0.025967i,-0.023886+0.037442i,7.808e-05+0.026617i,0.015239+0.012322i,0.01929+0.0023878i,0.013784-0.005143i
-0.068003+0.12442i,-0.16082+0.3501i,-0.20918+0.53279i,-0.14312+0.43739i,-0.046107+0.16885i,0.027821+0.019407i,0.11969+0.02652i,0.17772+0.056513i,0.17171+0.057135i,0.12761+0.0047055i,0.05584-0.052147i,0.012447-0.043307i,0.025489-0.017484i,0.031829-0.011965i,0.011734+0.0010058i,0.011813+0.017414i,0.040113+0.016166i,0.059371-0.00070568i,0.043058-0.015118i,0.0091344-0.011718i,-0.0082294+0.00072419i,-0.011285+0.0054613i,-0.011326+0.0092435i
0.062498-0.079572i,0.22184-0.19267i,0.42203-0.31672i,0.4622-0.35272i,0.31242-0.2498i,0.11556-0.087225i,-0.020631-0.018356i,-0.059981-0.037772i,-0.047484-0.053034i,-0.032486-0.018984i,-0.019484+0.036836i,-0.009674+0.04651i,-0.021819+0.014807i,-0.031179-0.0011238i,-0.017254+0.00080872i,-0.020463+0.0017856i,-0.052896+0.0065726i,-0.074295+0.018177i,-0.055601+0.027674i,-0.017488+0.022749i,0.0023253+0.0084209i,0.0057158+0.0014647i,0.0074435-0.002715i
-0.113-0.079712i,-0.27847-0.10582i,-0.36282-0.08348i,-0.20166-0.07692i,0.020209-0.14327i,0.05893-0.15862i,0.01795-0.050154i,0.0085198+0.030045i,-0.0095977+0.036253i,-0.01784+0.018245i,-0.012376-0.016704i,-0.010453-0.023913i,0.014927-0.010168i,0.034565-0.017023i,0.021046-0.01879i,0.015287-0.0054262i,0.031115+0.0017127i,0.046355+0.00091495i,0.047146-0.0094523i,0.028635-0.022999i,0.0054166-0.023078i,-0.0040786-0.015093i,-0.00064315-0.0077657i
0.099198+0.089888i,0.22208+0.21087i,0.26508+0.28047i,0.088883+0.20071i,-0.17668+0.069334i,-0.27166+0.0021096i,-0.19887-0.040825i,-0.10649-0.056014i,-0.037043-0.017032i,0.0032189+0.02535i,0.0060195+0.036771i,-0.0089417+0.026212i,-0.018758+0.017631i,-0.015147+0.017118i,-0.0088404+0.0057427i,-0.014251-0.018153i,-0.027584-0.03421i,-0.031568-0.034124i,-0.02384-0.025277i,-0.012175-0.015518i,-0.00083371-0.0086139i,0.0049844-0.0041389i,0.0058353-0.0029948i
-0.09731-0.16995i,-0.26067-0.36164i,-0.43571-0.41916i,-0.41749-0.1839i,-0.1838+0.093581i,0.010318+0.14693i,0.026834+0.088922i,0.0050054+0.052042i,0.013675-0.0010784i,0.0084822-0.047342i,0.0073089-0.04369i,0.016225-0.023589i,0.018103-0.0074194i,0.01799+0.00010744i,0.012895+0.00015932i,0.0076584+0.0092738i,0.012247+0.021111i,0.012463+0.027586i,0.0082418+0.030938i,0.0092738+0.027769i,0.008644+0.02116i,0.0054336+0.015i,0.0017283+0.013104i
0.11196+0.1908i,0.25316+0.37697i,0.33874+0.43601i,0.27786+0.28995i,0.17479+0.11858i,0.12501+0.0040215i,0.084726-0.060212i,0.020226-0.029577i,-0.020616+0.047771i,-0.023861+0.083415i,-0.016951+0.069035i,-0.011209+0.041464i,-0.011367+0.029174i,-0.0096555+0.030673i,0.0014541+0.026261i,0.010889+0.013093i,0.011008+0.0056794i,0.0094652+0.0050943i,0.010838+0.0040047i,0.012199+0.0016279i,0.0089624+0.00075102i,0.00042178+0.0040338i,-0.0058554+0.006789i
-0.09029-0.14531i,-0.15825-0.30754i,-0.12297-0.36069i,0.012668-0.21346i,0.078018-0.040548i,0.022923+0.018681i,-0.033078+0.0087706i,-0.0087223-0.014319i,0.045438-0.047627i,0.05089-0.066953i,0.012621-0.03906i,-0.010299-0.00065331i,-0.010732-0.001976i,-0.014482-0.016678i,-0.018908-0.011617i,-0.018775-0.0047329i,-0.0201-0.01156i,-0.020854-0.019839i,-0.019419-0.016107i,-0.016327-0.0060795i,-0.0096108-0.0026946i,-0.0020813-0.0062729i,0.0017353-0.0080383i
0.073837+0.18417i,0.18505+0.39061i,0.269+0.46662i,0.24051+0.29681i,0.15473+0.097325i,0.12219+0.037119i,0.10823-0.00085734i,0.017005-0.059588i,-0.084329-0.050421i,-0.10002-0.0037426i,-0.061949+0.011059i,-0.030455+0.0056124i,-0.013466+0.0069799i,-0.0032397+0.010753i,-0.0011335+0.0096069i,-0.0017488+0.0065913i,-0.0014584+0.0086656i,0.00047817+0.011i,0.0040073+0.0043493i,0.0029988-0.0056485i,-0.0019607-0.011056i,-0.0075065-0.011311i,-0.01016-0.0088554i
-0.15728-0.1346i,-0.3173-0.2747i,-0.43682-0.35889i,-0.46619-0.326i,-0.42616-0.2551i,-0.32183-0.18609i,-0.17439-0.096818i,-0.047739-0.014238i,0.02795+0.035366i,0.064299+0.035385i,0.048912+0.0033714i,0.013077-0.014516i,-0.0030394-0.022379i,-0.012771-0.028213i,-0.016354-0.023528i,-0.0099903-0.019473i,-0.0022179-0.022372i,0.0010458-0.018159i,-0.0019951-0.0042028i,-0.001723+0.0053232i,0.0048407+0.0060654i,0.011262+0.0014884i,0.013489-0.0012732i
0.083855+0.084761i,0.16115+0.17866i,0.14713+0.19477i,-0.010736+0.12344i,-0.15922+0.11518i,-0.14765+0.15876i,-0.04391+0.11587i,0.011822+0.02912i,0.015259-0.012277i,0.0081061-0.019311i,0.0049298-0.018019i,0.011179-0.010383i,0.021072+0.0073747i,0.031248+0.021452i,0.031644+0.015548i,0.020899+0.0085921i,0.014563+0.015699i,0.014696+0.022067i,0.018346+0.018442i,0.017694+0.0083273i,0.0059525+0.0019624i,-0.0048154+0.002536i,-0.0075557+0.0052581i
-0.12992-0.11304i,-0.25634-0.19939i,-0.23784-0.21247i,-0.036625-0.16836i,0.11736-0.17678i,0.092294-0.17403i,0.0039028-0.078692i,-0.036895+0.00403i,-0.053366+0.023706i,-0.06254+0.031677i,-0.04653+0.036209i,-0.030261+0.021331i,-0.028388-0.0030885i,-0.032953-0.01815i,-0.033414-0.011363i,-0.021195-0.000775i,-0.011186-0.0074642i,-0.011171-0.020351i,-0.01173-0.024151i,-0.0084565-0.014138i,0.001426+0.00082437i,0.01119+0.0052321i,0.013428+0.002683i
0.14428+0.027046i,0.29507+0.078701i,0.38936+0.13447i,0.372+0.13986i,0.28761+0.07105i,0.15561-0.018925i,0.046094-0.046024i,0.015012-0.017255i,0.018121-0.00015418i,0.01065+0.00019412i,-0.0024535+0.006352i,-0.0034295+0.025899i,0.013092+0.042426i,0.02618+0.039176i,0.025233+0.022694i,0.019106+0.0080993i,0.013928+0.0037794i,0.01069+0.0050639i,0.0052248+0.0027202i,-0.0028741-0.0046232i,-0.011064-0.0095754i,-0.015888-0.0063161i,-0.014557+0.00070849i
-0.12872-0.026036i,-0.26499-0.019616i,-0.29676+0.036447i,-0.12819+0.11164i,0.083244+0.12937i,0.14635+0.075503i,0.086475+0.0096887i,0.028395-0.051456i,-0.010017-0.097849i,-0.039486-0.096632i,-0.041075-0.059546i,-0.02494-0.032186i,-0.017306-0.031779i,-0.023749-0.042047i,-0.037001-0.038056i,-0.041861-0.023467i,-0.031596-0.018283i,-0.01823-0.017764i,-0.010078-0.010527i,-0.0034034-0.0013241i,0.0043597+0.0023942i,0.0087784+6.0474e-05i,0.0080881-0.0031611i
0.13969-0.011288i,0.26342-0.068652i,0.24548-0.13157i,0.061935-0.13146i,-0.047994-0.056588i,0.019804+0.0029289i,0.079196-0.0090429i,0.048707-0.0021754i,0.030362+0.042006i,0.047733+0.050072i,0.044629+0.018992i,0.018415+0.0011377i,0.0097981+0.01745i,0.025155+0.037121i,0.039381+0.03123i,0.03697+0.018587i,0.026477+0.025152i,0.021713+0.040559i,0.022776+0.03914i,0.018831+0.016712i,0.00659-0.0060095i,-0.0048032-0.011734i,-0.0091721-0.0048115i
-0.12418+0.056474i,-0.24892+0.10558i,-0.34194+0.08793i,-0.37889+0.049933i,-0.38615+0.1027i,-0.3093+0.17736i,-0.13194+0.15714i,0.013073+0.067399i,0.065399-0.005766i,0.061138-0.037885i,0.034948-0.034642i,0.011602-0.021865i,-0.0078393-0.023261i,-0.020454-0.02984i,-0.018944-0.031287i,-0.014999-0.028353i,-0.012046-0.028045i,-0.0062907-0.030777i,-0.0015308-0.0239i,0.0013301-0.007372i,0.0043406+0.0060155i,0.0072636+0.0073114i,0.0082622+0.0012536i
0.11083-0.039299i,0.25582-0.089361i,0.3598-0.12066i,0.3024-0.093267i,0.15621-0.024406i,0.058117+0.030668i,-0.0070365+0.032258i,-0.064452+0.01538i,-0.087692+0.03103i,-0.066596+0.060246i,-0.030626+0.060608i,-0.012683+0.038001i,-0.011878+0.03073i,-0.0073506+0.040782i,0.0025761+0.043402i,0.010215+0.033231i,0.005326+0.019734i,-0.0091076+0.011253i,-0.014098+0.0058272i,-0.0075537-0.0013502i,-0.000777-0.0053784i,0.0003658-0.0043024i,-0.0024714-0.0025069i
-0.141+0.10476i,-0.25614+0.24549i,-0.27243+0.348i,-0.14796+0.26097i,-0.079372+0.022861i,-0.14451-0.11092i,-0.16308-0.045075i,-0.093766+0.043907i,-0.033413+0.051639i,-0.011831+0.02642i,-0.0053475+0.0078535i,0.0030266-0.0015976i,0.0093237-0.021581i,0.0011744-0.041924i,-0.0066735-0.035854i,-0.0037292-0.020114i,0.0041786-0.015565i,0.0083413-0.018438i,0.0011279-0.016895i,-0.0083765-0.0082699i,-0.010335-0.00014871i,-0.0072055+0.0028326i,-0.0025289+0.0034218i
0.046778-0.10042i,0.10208-0.19391i,0.14307-0.21517i,0.13189-0.14252i,0.10131-0.073258i,0.06763-0.081107i,0.012534-0.10627i,-0.010111-0.08997i,-0.00031328-0.069167i,-0.011128-0.05224i,-0.022873-0.024548i,-0.012121-0.0043821i,0.0045505+0.0052638i,0.010619+0.0098762i,0.0012442+0.0087166i,-0.0076203+0.0072279i,-0.0041149+0.0083368i,0.0038789+0.010912i,0.010218+0.011455i,0.013888+0.0070205i,0.013835+0.0017868i,0.009743-3.4819e-06i,0.0031942+0.0002867i
-0.091132+0.073133i,-0.20515+0.15561i,-0.27015+0.1823i,-0.19096+0.087133i,-0.040448-0.041024i,0.040077-0.075325i,0.044529-0.038637i,0.031633-0.012974i,0.01998-0.0068982i,0.017161-0.011418i,0.014092-0.016613i,0.0086098-0.010727i,0.011347-0.0054795i,0.015792-0.0046222i,0.014054-0.0032565i,0.0076255-9.9472e-05i,0.0033357+0.0071686i,0.0072868+0.010707i,0.011501+0.0042128i,0.0074628-0.0052053i,0.0019524-0.01023i,0.00024629-0.011206i,0.00013955-0.008142i
0.067348-0.15672i,0.13622-0.33067i,0.14053-0.45286i,0.036198-0.37036i,-0.041719-0.15984i,-0.0049218-0.041956i,0.055919-0.048683i,0.072042-0.059604i,0.072562-0.035779i,0.05925-0.015936i,0.022552-0.00018802i,-0.0048335+0.021039i,-0.010878+0.034954i,-0.009184+0.033709i,-0.005576+0.016548i,-0.0051432-0.0029038i,-0.0067421-0.0078029i,-0.0075684-0.0023223i,-0.0047736+0.0046529i,0.0010354+0.0109i,0.0029877+0.013024i,0.0019321+0.0092665i,0.0013607+0.0037165i
-0.0079682+0.11359i,-0.016113+0.25531i,-0.00014373+0.36806i,0.045986+0.36702i,0.061849+0.3127i,0.048114+0.26024i,0.0295+0.15614i,-0.022925+0.042015i,-0.071473+0.0035713i,-0.062149+0.018649i,-0.026582+0.023805i,-0.011209+0.013559i,-0.013681+0.0065761i,-0.017828+0.0056239i,-0.014233+0.011913i,-0.0044034+0.012315i,-0.0012053+0.0012462i,-0.0056079-0.0071827i,-0.0066556-0.0098316i,-0.0023857-0.010108i,0.0033801-0.0087695i,0.0057451-0.0064097i,0.0050303-0.0042047i
0.02644-0.099459i,0.063551-0.21369i,0.085893-0.26179i,0.073167-0.19059i,0.050399-0.12783i,0.019048-0.1225i,-0.032432-0.077844i,-0.055081+0.0071082i,-0.036502+0.056856i,-0.016777+0.053604i,-0.016149+0.027111i,-0.025198+0.0065752i,-0.022415-0.0043378i,-0.011181-0.016062i,-0.0034619-0.022811i,-0.00022295-0.019468i,0.00017482-0.011708i,0.00012909-0.00047818i,-0.0003833+0.0090501i,-0.0018269+0.010273i,-0.0038915+0.0087931i,-0.0025197+0.0087872i,-0.00016257+0.0076496i
-0.0079328+0.15134i,-0.026991+0.33213i,-0.049274+0.43779i,-0.083883+0.356i,-0.13622+0.21173i,-0.15412+0.12947i,-0.083918+0.083129i,0.0048431+0.030464i,0.027731-0.013047i,0.010632-0.027836i,0.0014876-0.026235i,0.0071669-0.023888i,0.009543-0.023295i,0.00097056-0.019695i,-0.0087166-0.006394i,-0.0067583+0.0093658i,0.0056492+0.013058i,0.0163+0.0051159i,0.018347-0.0037956i,0.015204-0.0071105i,0.010801-0.0072404i,0.0059735-0.0060434i,0.0020938-0.0020256i
-0.04679-0.12119i,-0.082974-0.278i,-0.10444-0.41288i,-0.082831-0.39584i,-0.015113-0.28701i,0.031367-0.20115i,0.011669-0.1309i,-0.0053522-0.064389i,0.0097626-0.037114i,0.012902-0.035805i,0.0041513-0.026298i,-0.00042334-0.014991i,0.0065152-0.0070134i,0.025606-0.0038404i,0.031037-0.011194i,0.013215-0.016573i,-0.0065931-0.0092016i,-0.01495+0.00176i,-0.013879+0.0087521i,-0.011117+0.011076i,-0.0087841+0.0094207i,-0.0054293+0.0053071i,-0.003677+0.0026996i
0.010019+0.10152i,0.037837+0.2385i,0.068434+0.28917i,0.033553+0.15489i,-0.078012+0.012581i,-0.10955+0.021986i,-0.0051898+0.067387i,0.065901+0.04644i,0.048443+0.016208i,0.023057+0.011381i,0.018184+0.013439i,0.01972+0.015201i,0.01303+0.013721i,-0.0052177+0.012965i,-0.014343+0.017447i,-0.0081085+0.020091i,0.00091282+0.01668i,0.0057942+0.0083526i,0.007592+0.00027385i,0.0076016-0.0025548i,0.0049617-0.0036472i,-8.8817e-05-0.0051889i,-0.0049477-0.0057714i
-0.05635-0.1313i,-0.11434-0.27099i,-0.11845-0.30738i,-0.028289-0.159i,0.084112-0.0034187i,0.10798+0.0068701i,0.024307-0.057196i,-0.056492-0.078862i,-0.065249-0.054314i,-0.038388-0.024818i,-0.023132-0.0037222i,-0.020142+0.0070491i,-0.012628+0.012746i,0.0052262+0.016604i,0.019478+0.0084261i,0.01571-0.010886i,0.001568-0.022349i,-0.0095529-0.016914i,-0.012452-0.0058045i,-0.011404-0.0031322i,-0.010826-0.0016557i,-0.0065173+0.0035331i,0.0015246+0.0069034i
