-0.0013866+0.00019523i,0.00015527-6.8896e-05i,0.00014424+0.00061152i,-0.0002185+0.0014551i,-0.00079995+0.0020816i,-0.001293+0.0021161i,-0.00091155+0.0014795i,0.00018918+0.00069189i,0.00092623+2.5385e-05i,0.00095727+7.8203e-05i,0.00058933-7.0796e-05i,-7.4864e-05-0.00079246i,5.8668e-05-0.0010697i,-0.00032789-0.0013253i,-0.00075399-0.00087654i,-0.0003967+0.00042823i,-0.00024926+0.00081174i,7.4691e-05+0.00059533i,0.0004674+0.00021181i,0.00022664+5.3145e-08i,0.00019663+0.00011298i,0.00036028-0.00047232i,-0.00014212-0.00066899i
-0.00069556+0.00015233i,-0.00077422-0.00035062i,-0.00038553+0.0012249i,0.00064553+0.0021293i,0.00052386+0.0031038i,0.00020364+0.0033862i,-0.00010122+0.0020929i,-0.00063928+0.00020633i,-0.00055762-0.00083637i,-0.00046118-0.00055279i,-0.00034842-0.00010071i,0.00024464-9.9741e-05i,0.00024254-0.00018794i,-0.00024692-0.0007688i,-0.00046558-0.00075087i,-0.0013451+3.5594e-05i,-0.0014408-5.468e-05i,-0.00063919-0.00015504i,-0.00063487-0.00065102i,-0.00011007-0.0010191i,0.0004649-3.321e-05i,0.00062235+0.0012939i,0.00057953+0.0011947i
0.00068018+0.00036661i,0.00096203+0.00052831i,0.00065122-0.00016766i,0.00044454-7.1535e-05i,-0.00083673+0.00010323i,-0.0018467+0.0010813i,-0.0014127+0.0020485i,-0.00079006+0.00095182i,-0.00055837-0.00072267i,-0.00032355-0.00097066i,-0.00011263-0.00037894i,0.00038303-0.00052032i,0.00038268-0.0008776i,0.00025238-0.00076111i,-8.7325e-05+3.7091e-05i,-3.0528e-05+7.5614e-05i,3.9689e-05+0.00041929i,-5.4708e-05+0.0014403i,0.00034214+0.0013127i,0.00035239+0.00084022i,2.8374e-05+0.00035227i,-8.0419e-05+1.8486e-05i,0.00013626+0.00010058i
-0.0010882-0.00070156i,-0.00017733-0.00028059i,-8.4813e-05-4.967e-05i,-0.00041278+9.7174e-05i,-0.00053184+0.00039661i,-0.0012247+0.00085514i,-0.00086855+0.00068415i,0.00025236-0.0001648i,-0.00025458-0.00089691i,-0.00092583-0.00067584i,-0.00044392+0.00019642i,-0.0005131+0.00030859i,-0.00064646+6.9257e-05i,0.00052136+0.00015154i,0.00052399-1.7903e-05i,0.00040394-0.00060404i,0.00041228-0.00026935i,0.00062698+0.00012919i,0.001286-0.00023034i,0.001122+0.00027142i,0.001055+0.00050682i,0.00068114-0.00048476i,0.00071305-0.00088849i
0.002105-0.00024058i,0.0013548+0.00047342i,0.0013182+5.6376e-05i,0.0013233+0.0001832i,0.000213+0.00080864i,-0.00053718+0.0023582i,-0.00089453+0.0022073i,-0.00091355+0.0007313i,-0.00091717-0.00022165i,-0.00095036-0.00050173i,1.5553e-05-0.00016047i,0.00040922-0.00018834i,0.0006611-0.00081271i,0.0009187-0.00057515i,0.00020619+0.00049373i,-0.00020311+0.00086643i,0.00032188+0.00015022i,0.00011827-0.001064i,0.00029473-0.00084783i,0.00096993-8.7205e-05i,0.00086504+0.00035455i,0.00018351+0.00077608i,-0.00050488+0.00098113i
0.00020587-4.3932e-05i,-0.00044763+0.00058351i,-0.0013579+0.0005512i,-0.0016465+5.6613e-05i,-0.0017708+0.00012876i,-0.0016476-1.5382e-05i,-0.00093453-2.3571e-05i,-0.00024593-0.00011259i,-0.00017654+2.4032e-05i,-0.00010328+0.00066508i,0.00047619+5.1194e-05i,0.00094192-0.0010896i,0.000815-0.0015851i,0.00051994-0.001077i,0.00025149-0.00059357i,-0.00026917-0.0006278i,-0.00078149-0.00019543i,-0.0010032-0.00017099i,2.5232e-05-4.0961e-06i,0.00089432+0.00053705i,0.00058073+0.0013126i,-0.00021071+0.0010908i,-0.00086623+0.00011424i
0.00055954-0.00098287i,0.00067076-0.00079276i,0.00042593+1.2952e-05i,0.00061101+0.0013102i,0.0013664+0.002403i,0.0020609+0.0019721i,0.0017309+0.00078425i,0.00068631-7.6797e-05i,-4.346e-05-3.4841e-06i,-0.00033835+0.00052623i,0.00057197+0.00051782i,0.00057183+0.00073354i,-7.6813e-05+0.00062564i,-0.00023315-0.00028717i,0.00012628-0.0011229i,0.00063116-0.001029i,0.00050719-0.00056045i,0.00084739-0.00023629i,0.00040055-0.00010982i,0.00015793-0.0005429i,0.00052853-0.00081844i,0.00040999-0.00048636i,-0.00016496+0.00019176i
-0.00080195-0.00069557i,-0.0010314-0.0001479i,-0.00059985+5.9496e-06i,-0.00058275+0.00019345i,-0.00041691+0.00014726i,-3.0643e-05-2.2168e-06i,-0.00022345-2.6941e-05i,-0.00027623-0.00033275i,7.953e-05-0.00023313i,0.00027828+6.2313e-05i,0.00050359+0.00027143i,0.00081018-0.0001161i,0.0013658-0.00052256i,0.00058329-0.00062971i,5.1711e-05-0.00098618i,1.6325e-05-0.0007527i,-0.00053671-0.00040211i,-0.00063668+4.2955e-06i,-0.00047803+0.00079124i,0.00014983+0.00086436i,0.00026929-0.00045155i,0.00037783-0.00050197i,0.00080413+0.00040018i
0.00092742-1.7439e-05i,0.0003678-4.7535e-05i,0.00082564-0.00048189i,0.00046427+0.00042197i,-0.00097431+0.0011502i,-0.0014342+0.00066493i,-0.00059275+0.00028743i,0.00028633+0.00012429i,0.00057199-0.00062665i,0.00046491-0.0012058i,0.00043296-0.0013792i,-0.00025324-0.0011757i,-0.00087719-0.00022079i,-0.0006239+0.00049432i,-0.00017529+0.00033833i,0.00015207+4.336e-05i,-0.00033147+5.9606e-05i,-0.00054044-0.00012745i,-0.00020759-0.00017963i,0.00022725-0.00017456i,-5.3708e-05-0.00046088i,-6.4963e-05+9.852e-05i,0.00041079+0.00049237i
0.0010583+0.0010526i,0.00050543+0.00060842i,0.00056059+0.00074553i,-0.00041049+0.00091877i,-0.0015975+0.0012879i,-0.0014754+0.0012265i,-0.00068383+0.00099257i,-0.0004374+0.00046899i,7.9836e-05+0.00011483i,0.00064146-0.0001597i,0.0010493+0.00016213i,0.00078314+0.00075369i,0.00011174+0.00074383i,0.00023546+0.00067719i,0.00032805+0.00061957i,0.0002039+0.0003615i,0.00069747+0.00040522i,0.00067993+0.00042246i,0.00020672+2.4034e-05i,-0.00019369-0.0005209i,-0.00053543-0.00073187i,-0.00018766-0.0001843i,0.00021259+0.00046161i
-0.00024678+0.0013044i,0.00011584+0.00043868i,0.00073363+0.00037365i,0.00068023+0.00093859i,-0.0004696+0.0017945i,-0.00076242+0.0013494i,0.00018728+0.00020125i,-0.00029339+3.0541e-05i,-0.0011322-0.00079385i,-0.00078149-0.00095474i,0.00025562-0.00059693i,0.00059478-7.7216e-05i,0.00033172+9.5143e-05i,0.00013544-0.00049999i,0.00026004-9.7562e-06i,0.0002619+0.00025292i,3.0251e-05+0.00015819i,0.0002768-4.954e-05i,-5.1515e-06-0.0008388i,-0.00093597-0.0009175i,-0.0011311-0.00038901i,-0.00042482+0.00013265i,4.1508e-05-0.00041663i
0.0002364-0.00036078i,-2.6273e-05-0.00011062i,-0.00013017-0.00044049i,-0.00076347-9.9776e-05i,-0.00047451+0.00052607i,-0.00037794+0.0012815i,-0.00068775+0.0017395i,-0.00030877+0.00088499i,1.6872e-05+0.00049827i,0.00019216+0.00054679i,0.0003191+0.00038682i,0.0001556-0.00026251i,-0.00032737-0.00032968i,-0.001034+0.00033996i,-0.00044405+5.9819e-05i,0.00026427-0.0005629i,0.00035697-0.00043944i,0.00018674+0.00034304i,-0.0003632+0.0010936i,-0.00027499+0.00061154i,0.00051482+8.6266e-05i,0.00058333+7.5556e-05i,6.5978e-05+0.00094336i
0.00075181-0.00045788i,-0.00033904-1.0603e-05i,-0.0001303+0.0010234i,0.00015151+0.00057364i,-0.0004279-0.00028339i,-0.00071467-0.00044998i,-0.00050271-0.00076616i,0.00024804-0.0004082i,0.00040018-3.1077e-05i,0.00028402-0.00042979i,0.00081357-9.6535e-05i,0.00098751+0.00028624i,0.00037537+0.00038668i,-0.00040857-0.00018088i,-0.00060217-0.00024126i,-0.00011184+0.00029884i,0.00050358+0.00050592i,0.00048324+0.00013486i,0.00034796+0.00035491i,0.00023683+0.00048485i,-1.7322e-05+0.00020827i,0.00027325+0.0003145i,0.00028573-0.00039413i
-0.0015664-0.00078066i,-0.0012323-0.00051785i,-0.00033804+0.0001602i,-0.00090054+0.0017359i,-0.0022077+0.0033419i,-0.0012186+0.0031912i,-0.00035499+0.0020725i,-0.0005649+0.0016216i,-0.00059915+0.00094839i,-0.00019002+0.00032075i,0.0006383-2.0573e-06i,0.00079344-0.00078567i,0.00019002-0.00084846i,0.00044198-0.0004113i,0.0003351-0.00037022i,-7.3423e-05-0.00027768i,-0.00014737-0.00015724i,-0.00020931-0.000593i,0.00011731-0.00041013i,0.000386-0.00017641i,-0.00026453+0.00021088i,-0.00069831+0.00054194i,-0.00061312+0.00072109i
0.00013503+0.0010402i,0.00025153+0.000838i,0.00020272+0.00099764i,0.00018376+0.001165i,0.00016157+0.0006241i,-0.00013739+0.00024081i,2.5885e-05-0.00010129i,0.00040169-0.0011775i,0.00022661-0.0013143i,0.00063787-0.001283i,0.0011253-0.0012124i,0.00065383-0.00050008i,0.00036706-3.6537e-05i,0.00016581-2.2265e-05i,-5.4354e-05-0.0002202i,-0.00029972+0.00029442i,-0.00041746+0.00062153i,-0.00031984+6.2663e-05i,-0.00075426-0.00017876i,-0.00095504+0.0010591i,-0.00011221+0.00057784i,0.00020462-0.00025689i,0.00030431+0.00034001i
0.00076801-0.00089074i,0.00025231-0.00057713i,-0.00031995-0.00053504i,-0.00049057+0.0014159i,-0.00070692+0.0017453i,-0.00077532+0.0013736i,-0.00069924+0.0012701i,-0.00059745+0.00050235i,-0.00055949-1.3054e-05i,-0.0010031-0.00085805i,-0.00075538-0.0017407i,-0.00010711-0.001299i,-0.00095412-1.7551e-05i,-0.0013351+0.00073529i,-0.00075128+0.00086082i,-0.00060684+0.00025787i,-0.00043664-0.00025286i,0.00078583-0.00038954i,0.0012006-2.1702e-05i,0.00053554+0.00054018i,0.00017068-3.8306e-05i,-0.0001126-0.00028187i,-0.00015005-0.00017681i
0.00071691+0.0010671i,0.00035769+0.00069805i,9.7976e-05+0.00026804i,-0.00058487+0.00031319i,-0.0011261+6.2151e-05i,-0.00086671+0.00040892i,-0.0001003+0.0014563i,0.0006823+0.0011851i,0.00064952+9.3501e-05i,0.00010701-0.0001872i,-0.00015081-0.00022059i,-0.00025238-0.00052456i,-0.00026399-0.00021708i,-0.00059085-0.00029696i,-0.00090501-0.00058886i,-0.00073105-0.00024316i,-0.00061028-0.00010711i,-0.00044879-0.00030324i,-0.00080671-0.00023649i,-0.00036706-0.00041872i,4.1862e-05-0.00075878i,-0.0005737-0.00050902i,-0.0011185-0.00043025i
-0.0013243-0.00073023i,-0.0011955-0.00086874i,-0.0012063-0.0009853i,-0.00083923-0.0001837i,-0.00020882+0.0015888i,0.00037944+0.0022942i,0.00032783+0.00096888i,-4.4016e-05+0.00015366i,-0.00058164+0.00046044i,-0.00039063+0.00036006i,-0.00027133-0.00028348i,-0.00022079-0.0010838i,-0.00011431-0.00096669i,-0.00036498-0.00029933i,-0.00047545-0.0003295i,-0.00058999+6.2732e-05i,-0.0008754-2.8531e-05i,-0.00065463-0.00086697i,-0.00078427-0.00098338i,-0.0013771-0.00086915i,-0.00055044-0.00041925i,-0.0001422-6.8603e-06i,-2.5218e-05-0.00028683i
-0.00082545+0.00018925i,-0.00099022+4.4785e-05i,-0.00081383+0.00048987i,-0.0016292+0.0015858i,-0.0019717+0.0019515i,-0.0016575+0.0011162i,-0.0007041+0.00041374i,-3.8927e-05+0.0001637i,0.00032762+0.00016542i,0.00062807+0.00022804i,0.00021002-0.00019706i,0.00014991-0.00033232i,0.00045806-0.00053995i,0.00017036-0.00068416i,-0.0004997+9.9287e-05i,-0.00059202+0.00047398i,-0.00049103+0.00015058i,0.00010125+4.1918e-05i,0.00086665-0.00024365i,0.00065315-0.0005275i,1.6831e-06-0.0010553i,-0.00078997-0.00094901i,-0.00076279-0.00069548i
-0.0017081-0.00086108i,-0.00051522-0.0011566i,0.00063885+1.9769e-06i,0.00099096+0.00080428i,0.00099169+0.00058344i,4.2373e-05+0.0004835i,-0.00030087+0.00081976i,-0.0009496+0.00046857i,-0.0016459-0.00090024i,-0.00062759-0.001088i,0.00062849-0.00077656i,0.0011128-0.0012693i,0.0010669-0.00094474i,0.00054092+0.00011975i,-0.00025516+0.0005777i,-0.00060018+0.00059313i,-4.4802e-05-0.00012963i,3.4928e-05-0.00027389i,-0.00016618+2.8666e-05i,0.00015222+0.00024456i,0.00016109+0.00057034i,-0.00022444+0.00081321i,2.5889e-05+0.000703i
0.00086081-0.00090328i,0.00030758-0.00016918i,-0.00067907-2.6817e-05i,-0.0018738+0.0016054i,-0.0030126+0.0024961i,-0.002727+0.0025325i,-0.0011259+0.0030935i,-9.5569e-05+0.0016957i,0.00020338-0.00035215i,0.00013953-0.00057493i,-6.3843e-05+0.00012296i,8.0711e-05-6.3676e-05i,-8.9827e-05-0.00039804i,7.5054e-05-0.00017292i,8.0474e-05+0.00061345i,-0.000476+0.00056579i,-0.00017999-5.6126e-05i,-1.678e-05+9.929e-06i,-0.00060589+0.00010676i,-0.00034185-1.6087e-05i,0.00036755-0.00018557i,0.00049881-0.00024545i,-0.00042372+2.0988e-05i
-0.00031476-0.00096438i,-0.00048081+0.00020401i,0.00016961+0.0012031i,0.00049249+0.00080728i,0.00037158+0.00013148i,-0.00029601+0.00039305i,-0.00072717+0.00054965i,-0.00019087+0.00080202i,-0.00097911+0.00063378i,-0.001126+0.00011918i,-0.00035653+4.5266e-06i,0.00041677-0.00030286i,0.00065655-0.00065342i,-0.00019447-6.1838e-06i,-0.0011379+0.00086043i,-0.00070537+0.0011765i,-9.3008e-05+0.00094409i,0.00021499-0.00047308i,0.00057243-0.0011701i,0.00063622-0.00014022i,-0.00016525+0.0002068i,-0.000824-0.00030442i,-0.00092948-0.00047903i
0.00072182+0.00071517i,0.00021587+0.00062986i,-0.00080122+0.00036002i,-0.00084544+0.00040578i,-0.00027536+0.0011961i,1.5447e-07+0.0020429i,0.00086004+0.0020082i,0.0010303+0.0014222i,6.4539e-05+0.00053264i,-0.0010327-0.00090022i,-0.00096775-0.0014503i,-0.00019917-0.001236i,-0.00026475-0.00057538i,-0.00080612-4.5106e-05i,-0.00010737-3.8059e-05i,-9.831e-05+0.00021793i,-0.00019223+0.00037894i,-0.00011635+0.00021027i,-0.00026644-5.9686e-05i,-0.00057674+0.00026783i,-0.00031778-0.00040127i,0.00023022-0.00080191i,0.00035906-0.00052478i
0.00018826-0.00052991i,0.00060508-0.00044479i,0.00039208-0.00068551i,0.00017724+0.00037927i,-0.00035571+0.0014673i,-0.00075433+0.0013776i,-0.00015976+0.00042538i,6.294e-05-0.00049901i,-0.00022144-0.00073067i,-0.00039689-0.00040845i,-0.00043559+0.00022956i,7.9428e-05-0.00010088i,0.00041801-0.0010789i,0.00019954-0.0012686i,-0.0005776-0.0005448i,-0.0010225-0.00011646i,-0.00054241-0.00034617i,-0.00037472-0.00050029i,0.00014037-0.00026126i,0.00074316+0.00015642i,0.0011537+0.00019589i,0.00085077+0.00017944i,9.8346e-06+0.00053644i
6.7419e-06+0.00045541i,-0.0003544+0.00026832i,-0.00060295+0.00020601i,-0.00036793+0.0009211i,0.00037138+0.0010404i,0.00012284+0.00048861i,-0.00089518+0.00061239i,-0.00099633+0.00039463i,-0.000417-0.00063024i,-0.00047391-0.00087341i,-0.00035537-0.00071712i,0.00016436-0.00021584i,-2.8684e-06+0.00010708i,-0.00034593-0.00040833i,-0.00036222-0.0004072i,-4.6321e-05+0.00019565i,-0.0005592+0.00081616i,-0.00084743+0.00033333i,-0.00030198+7.3284e-05i,0.00024882+0.00038274i,0.00043853+0.00028438i,0.0005322-0.000201i,0.00087207-9.5364e-05i
0.00027553-0.00055134i,0.00036486-0.0002948i,-0.00040877-2.1846e-05i,-0.00053906+0.00089698i,-0.00091765+0.002029i,-0.001309+0.0026899i,-0.0010833+0.0017168i,-9.4268e-05+0.00026183i,0.00022376+8.1293e-05i,-8.8935e-05+0.00044729i,5.3483e-05+0.00065653i,0.00087842+0.00036378i,0.00072025-0.00049134i,-5.7409e-05-0.00062695i,-8.2004e-05-0.00018245i,3.6022e-05-0.00039321i,-8.1165e-05-0.00072266i,-0.00039049-0.00026805i,-0.00028963-7.2682e-05i,0.00046665-6.3743e-06i,-5.7911e-05-0.00010368i,-0.0006093-0.00048479i,-0.00055779-0.00023177i
0.00052325+0.00038456i,0.0006406+0.0003979i,0.00094748+0.00010403i,0.0001277-0.00079279i,-0.0012716-0.00081871i,-0.0013226-0.00024279i,-0.00012055-0.00013673i,0.00069466-0.00073482i,0.00028573-0.0011821i,-0.00057406-0.0014506i,-0.0003977-0.0015366i,-0.00068727-0.00096508i,-0.00055967-0.00042513i,0.00013077+0.00016329i,0.00052582+0.00038242i,0.0001681+0.00012547i,-0.00034592+4.8324e-06i,-0.00018653+0.00015504i,0.00043179-0.00022642i,0.00082335-0.00038779i,0.0010016-0.00041041i,0.00032223-0.00028908i,-0.00079056+0.00015775i
-0.0017346+0.0012135i,-0.00066096+0.0014896i,-7.8384e-05+0.00098014i,-0.00054666+0.00058267i,-0.00053878+0.00091909i,-0.00025087+0.0016197i,0.00018475+0.000603i,0.00041953-0.00068494i,-0.00014449-0.0010638i,-1.223e-06-0.00093987i,0.00031097-0.0006287i,8.3962e-06-0.00020342i,0.00016073+0.00011699i,3.2891e-05+0.00016604i,0.00032778+2.5576e-05i,0.00097739-9.2823e-05i,0.00061314-3.4226e-05i,0.00087623-0.00025953i,0.0010971-0.0010071i,7.9461e-05-0.00062824i,-0.00023658+0.0004249i,0.00072157+0.00014968i,0.00062251-0.00021924i
7.1796e-06+0.0012226i,9.3601e-05+0.00097717i,0.00096663-0.00022872i,0.0011302-0.00013149i,-0.0006736+0.0006159i,-0.0027088+0.00089404i,-0.00098405+0.00099899i,0.0017578+0.00087986i,0.0015004+0.00057046i,0.00031449-0.00025479i,0.00062704-0.00078664i,0.0011409+6.1171e-05i,0.00015767+0.00079253i,-0.00017954+0.00010246i,4.7746e-05-0.00063554i,-1.8922e-05-0.00068717i,-0.00021437+0.0001518i,-0.00076156+0.0013312i,-0.0012185+0.00080816i,-0.00027864-0.00046282i,0.00056889-0.00068762i,0.00023342+1.3057e-05i,-0.00011697+0.00025783i
-0.0010852-0.0013277i,0.00062165-7.1568e-05i,0.00050973+0.00058224i,0.00021389+0.00015614i,-4.4654e-05+7.5e-05i,-0.00030544+0.0010506i,-0.00011066+0.0012164i,-8.5385e-05+0.00022321i,-0.00065169-0.00054611i,-0.0008783-0.00019986i,-0.00042675-4.273e-05i,0.00019342-9.2737e-05i,2.2471e-06-0.00042017i,-0.00026779-0.0013298i,-0.0001597-0.00095948i,-0.00025462+0.00010233i,-4.4822e-05+0.00011825i,0.00021825-0.00019474i,0.00036128+0.00021931i,0.00064031+0.00037139i,0.00011036+0.00010954i,-0.0002339+0.00078i,0.00035885+0.00046302i
-0.00048217-0.00094116i,0.00026142+0.00033331i,-5.4712e-05+0.00036368i,-0.00056621+0.0010175i,-0.00037271+0.0025025i,-0.00038315+0.0024692i,0.00045803+0.0010418i,0.0012951-7.6052e-05i,0.00050574-0.0011325i,-0.00019248-0.0011064i,0.00039914-0.00079498i,0.00021688-7.4803e-05i,-0.00025226+0.00019791i,-8.5852e-05+0.00024492i,0.00045953+3.0658e-05i,0.001195-0.00062734i,0.0010116-0.00050384i,0.00041079-0.00055776i,0.00041006-4.8427e-05i,0.00048239+0.00039094i,0.00041568+0.00069639i,-7.2396e-05+0.0008827i,-0.00019038+0.00023844i
0.00042862-0.00052104i,2.5757e-05-0.00080713i,-0.0004609-0.0004637i,-0.0006124+0.00022249i,-0.0010037+0.00090322i,-0.00031071+0.00044795i,-0.00027438-0.00015279i,-0.00092368-0.0006352i,-0.00077431-0.00047251i,-0.00075881-0.00014122i,-0.00028544-0.00025755i,0.00058983-0.00018418i,-0.00024866-0.0005071i,-0.00066046-0.00112i,-0.00024344-0.00093374i,3.5936e-05-0.0003044i,-0.00016644-0.00064333i,-0.0001792-0.00047904i,0.00015014+0.00022043i,0.0001729-8.193e-06i,0.00031191-0.00056202i,0.00034158-0.0014224i,0.0001465-0.00096378i
-0.00089746-0.00089524i,-0.00082272-0.00060248i,-0.00080621-0.00054927i,-0.00062872+0.00087151i,-0.00045851+0.0019088i,-0.00063943+0.0023882i,-0.00071974+0.0019511i,-0.00074553+0.00026426i,-0.00049582-0.00046117i,-0.00010553-4.9695e-05i,-0.0004826+0.00040225i,-0.00086309-0.00010156i,-0.00048717-0.0009389i,0.00048805-0.0010357i,0.00053287-0.00066507i,8.7675e-05-0.00021058i,0.00016149-0.00016511i,0.00011921-0.00033049i,-3.401e-05-0.00028109i,-0.00069649+1.3746e-05i,-0.0010873+0.00013867i,-0.00074905-0.00048732i,-4.5495e-05-0.0011373i
0.00064441-4.2478e-05i,0.00054854+0.00048145i,-0.00018575-6.6733e-05i,-0.0010649-0.001053i,-0.0021835-0.00088826i,-0.002311+4.1066e-05i,-0.0012442+0.000494i,-0.00076374-0.00028077i,-0.00057911-0.00096311i,-3.4108e-05-0.00067217i,0.00042229+0.00025213i,0.00036763+0.00059737i,8.8526e-05+0.00044933i,9.3139e-05+0.0003177i,0.00057677-3.1399e-05i,2.1955e-06+0.00010535i,-0.00062556+0.0007414i,-0.00020323+0.0004828i,-0.00062348+0.00045032i,-0.00067882+0.0008613i,0.00017181+0.0004512i,0.0010166+7.5731e-05i,0.00097912+0.00041357i
-0.00095419+0.0004687i,-0.0017695+2.1567e-05i,-0.0010612+0.00053638i,-0.00045136+0.0021441i,-0.00061361+0.0024178i,-0.00085924+0.0016963i,-0.00032531+0.0010253i,0.00065659+0.00070358i,0.00043971+0.00054583i,-9.6117e-05+0.00078056i,0.00016451+0.00087592i,0.00059957+0.0001018i,0.0011461-0.00049949i,0.00067655-0.00022545i,-0.00078952+0.00025531i,-0.0011545+0.0004208i,-0.0009373+9.4303e-05i,-0.00070846-0.00014149i,-0.00016331-0.00032715i,0.00058786+0.00013098i,0.00037662-3.6075e-05i,-0.00024242-0.00043305i,-0.00024012+0.0002421i
-0.00049646+0.00077902i,-0.00050542+0.00075041i,-0.00031404+0.0010451i,-0.00053344+0.0011483i,-0.0010736+0.00157i,-0.0015291+0.0016255i,-0.0015936+0.00075408i,-0.00062616-0.00011824i,0.00055357-0.00026585i,0.001243+0.00011716i,0.0011418+0.00029036i,0.00044975-8.942e-05i,-0.0009951-0.00047881i,-0.0012743-0.00042719i,-0.00030826-0.00031782i,-0.0001558+9.2946e-07i,-0.0011251+0.00034084i,-0.0013666+0.00057152i,-0.00084366+0.00080375i,-0.00051313+0.00024038i,-0.00027172-6.3659e-05i,-0.0001504+0.0005218i,-0.00038879+0.00091622i
0.00021122-0.00088601i,-6.5155e-05-0.00077216i,0.0001636-0.0006711i,0.00024341-0.00070606i,-0.00072058-0.00026233i,-0.00090898+0.00086712i,-5.5125e-05+0.00041144i,-2.1331e-05-0.00042299i,-0.00056494-0.00011924i,-0.0004075+0.00016705i,-0.0007013-0.00025823i,-0.0011813-0.00098764i,-0.00054194-0.00058677i,1.0119e-05-0.00034987i,6.6441e-05-0.00013853i,-0.00041571+0.00036053i,-0.00096608+0.00012i,-0.00089217-0.0004731i,-0.00012904-0.00052502i,0.0003475-0.00044642i,0.00053305-6.4643e-05i,0.00059523+0.00048669i,0.00032298+0.00039951i
-0.00088995-0.00014634i,-0.00011529-0.00079046i,-0.00053014-5.2026e-05i,-0.0013634+0.0018495i,-0.0014722+0.0022107i,-0.00052275+0.0013486i,0.00014866+0.00076576i,0.00010417-9.1453e-05i,-0.00076148-0.00071383i,-0.001057-0.00065332i,-0.00040815-0.0006451i,2.3557e-05-0.00056541i,5.4421e-06-0.00064572i,-0.00039409-0.00059055i,-0.00088334-0.00013157i,-0.00048499+0.00014767i,0.00026017-0.00033602i,0.00040616-0.00082257i,0.00041587-0.00055754i,-5.822e-05-0.00053488i,-0.00036937-1.0813e-05i,-0.00076062+0.00020722i,-0.00035987-0.00089353i
-0.0013547+0.001013i,-0.00067981+0.00026397i,0.00015025+0.00022598i,0.0017608-8.1989e-05i,0.001908-0.00011996i,0.00032545+0.00052334i,-0.00050152+0.0010117i,-4.1504e-05+0.00052275i,0.00032137-0.00014119i,0.00046645-9.4501e-05i,-3.5816e-05+0.00014473i,-4.4822e-05-0.00031662i,0.0008468-0.0010459i,0.00059049-0.00034378i,-0.00031884+0.00091577i,-0.00049245+0.00063297i,0.00026126-0.00015411i,0.00065269-0.00010443i,-0.00013643+0.00024136i,-0.00049179+0.00016538i,6.5273e-05-0.00025489i,0.00072146-0.00010362i,0.0006478-8.3994e-05i
-5.1925e-05+0.00079258i,-0.00018998+0.00015758i,0.00052562-0.00036327i,0.00056508+0.00099875i,-0.00079737+0.0025118i,-0.0014611+0.0029762i,-0.0010019+0.0020426i,-0.00051081+0.00019651i,-0.0005094-0.00078028i,-0.00020238-0.0010672i,7.8311e-05-0.0011536i,0.00013715-0.0012623i,0.00038677-0.00073104i,0.00072917+0.0001218i,0.0006413+0.00053748i,0.00037115+0.00078047i,0.0007724+0.00020792i,0.00071542-0.00057111i,0.00026208-0.00097454i,-8.4152e-05-0.0006034i,-0.00047304+0.00012982i,0.00039697+0.00072845i,0.00080616+0.00045326i
0.0004769+0.00068225i,-9.7642e-05+0.00054766i,0.00077953-1.8766e-05i,0.0017232-0.00072393i,0.0010567-0.00012809i,-0.00034329+0.00077177i,-0.0005005+0.00083965i,0.00016239-1.8335e-05i,3.1958e-05-0.0006346i,-0.00050616-0.0006768i,5.8706e-07-0.00046468i,0.00048739-0.00037717i,2.8693e-05-0.00017762i,-0.00038431-0.0001494i,-0.00029242+0.0001756i,-2.5884e-05+0.00064612i,0.00034418+0.00062531i,0.00035428+0.00036708i,4.8528e-05-0.00015967i,0.00029033-0.00083741i,0.00077536-0.0011226i,9.6558e-05-0.00020905i,-0.00014197+0.00034471i
-0.00074701-0.00051996i,-0.00033259-0.00037342i,-0.00037618+0.00088422i,-0.0009635+0.0021722i,-0.0018452+0.0025616i,-0.0015825+0.0018713i,-0.000753+0.00098015i,-6.4506e-05-3.5521e-05i,-0.00020811-0.0003965i,-0.0003832+7.8327e-05i,0.00055909+0.00031517i,0.0016851+0.00028346i,0.0012061-0.00029664i,3.0626e-05-0.000128i,-2.0152e-06+5.6074e-05i,0.00011757-0.00041519i,-0.00013092-0.0012065i,-7.7362e-05-0.0011816i,2.2029e-05-0.0012213i,0.00064154-0.00055802i,0.0010771+0.00073329i,0.00043243+0.00082551i,-0.00021391+0.00031733i
-0.00055875+0.0013681i,-0.00089026+0.0012772i,-0.00073362+0.0014474i,-6.2767e-06+0.0010086i,0.00038035+0.0010671i,0.00077473+0.0004746i,0.00035854+0.00026452i,-0.00027103+0.00038834i,-0.00019447-0.00070768i,0.00024397-0.00083992i,0.00039212+0.00012477i,0.00037388+0.00011899i,-0.00013684-0.00028836i,-0.00010345-0.00057247i,0.00061515-0.00046242i,0.00082939+0.00015909i,-7.3963e-05+3.2796e-05i,-0.00063308-0.00033107i,-0.00042567-0.00060634i,-8.8012e-05-0.00064828i,0.00012847+0.00036832i,0.0002218+0.00047902i,0.00077689+0.0003117i
