-0.0013866+0.00019523i,0.00015527-6.8896e-05i,0.00014424+0.00061152i,-0.0002185+0.0014551i,-0.00079995+0.0020816i,-0.001293+0.0021161i,-0.00091155+0.0014795i,0.00018918+0.00069189i,0.00092623+2.5385e-05i,0.00095727+7.8203e-05i,0.00058933-7.0796e-05i,-7.4864e-05-0.00079246i,5.8668e-05-0.0010697i,-0.00032789-0.0013253i,-0.00075399-0.00087654i,-0.0003967+0.00042823i,-0.00024926+0.00081174i,7.4691e-05+0.00059533i,0.0004674+0.00021181i,0.00022664+5.3145e-08i,0.00019663+0.00011298i,0.00036028-0.00047232i,-0.00014212-0.00066899i
-0.026817-0.015248i,-0.064345-0.066198i,-0.075062-0.16666i,0.0086007-0.27515i,0.13504-0.3087i,0.16585-0.21567i,0.11401-0.036983i,0.083266+0.078398i,0.054473+0.076765i,0.014881+0.061966i,0.010423+0.063619i,0.018967+0.046509i,0.012327+0.023096i,0.0039574+0.004141i,-0.00036905-0.01561i,-0.0012374-0.030189i,0.0006601-0.035825i,0.0017578-0.034892i,-0.0033871-0.029255i,-0.015337-0.017026i,-0.024612+0.0019335i,-0.023728+0.017656i,-0.015822+0.021025i
0.020564+0.019442i,0.054904+0.072015i,0.087039+0.15385i,0.076841+0.19258i,0.038048+0.13374i,0.030867+0.034125i,0.061994-0.044995i,0.087238-0.061266i,0.089242-0.02159i,0.069343-0.0010934i,0.034614-0.0090424i,0.010232-0.010946i,0.00061032-0.0048535i,-0.010517+0.0051256i,-0.021788+0.014483i,-0.029537+0.01716i,-0.036992+0.013169i,-0.039757+0.0059534i,-0.034114+0.0026679i,-0.019246+0.0082796i,0.00069901+0.015334i,0.018074+0.015214i,0.025615+0.0090594i
-0.015061-0.016476i,-0.032091-0.059949i,-0.027776-0.090159i,0.03394-0.018119i,0.11893+0.11998i,0.11533+0.13014i,-0.0080379+0.031247i,-0.11562-0.0076514i,-0.11943-0.0038894i,-0.090498-0.017958i,-0.076792-0.017527i,-0.055139+0.00086602i,-0.024726+0.012636i,0.0064394+0.016402i,0.031316+0.015498i,0.040178+0.015166i,0.035504+0.020542i,0.025843+0.0264i,0.019714+0.022374i,0.016926+0.0055054i,0.01273-0.016503i,0.0043474-0.032556i,-0.0054337-0.034254i
0.0079056+0.021337i,0.010184+0.072206i,-0.014683+0.11992i,-0.089887+0.092323i,-0.17316+0.020734i,-0.14923+0.040853i,-0.020319+0.10369i,0.047504+0.090267i,0.022685+0.058013i,0.016909+0.049561i,0.038467+0.026472i,0.033871-9.3841e-05i,0.015172-0.014434i,-0.00021488-0.029232i,-0.012462-0.037786i,-0.013626-0.03901i,-0.0028662-0.038118i,0.0094621-0.032144i,0.014146-0.021287i,0.0089253-0.010166i,-0.0043158-0.0026527i,-0.018801+0.0057263i,-0.022479+0.014562i
-0.0024004-0.020267i,-0.0041746-0.068435i,-0.022821-0.12378i,-0.070572-0.10076i,-0.094234+0.0026191i,-0.03887+0.039771i,0.041078-0.020047i,0.069328-0.072516i,0.066307-0.082739i,0.059291-0.07468i,0.034532-0.061619i,0.0060947-0.041963i,-0.014678-0.016254i,-0.025494+0.010862i,-0.026438+0.031485i,-0.026188+0.038137i,-0.029725+0.028485i,-0.032935+0.013542i,-0.027383+0.006677i,-0.013796+0.0070123i,0.00028681+0.013239i,0.013532+0.018745i,0.020641+0.013149i
-0.0039795+0.022505i,-0.0092961+0.058336i,0.013412+0.081272i,0.092885-0.0042895i,0.14361-0.17697i,0.040419-0.22846i,-0.11318-0.098019i,-0.13391+0.024658i,-0.086829+0.046898i,-0.068145+0.051349i,-0.040753+0.062527i,-0.0043885+0.051608i,0.02002+0.030287i,0.033351+0.0097943i,0.036974-0.0054142i,0.038256-0.006035i,0.03625+0.004391i,0.027116+0.010245i,0.014605+0.0062715i,0.0047808-0.00052841i,0.0033651-0.0076246i,0.0052947-0.015713i,0.002245-0.019789i
0.0070186-0.021413i,0.028942-0.05759i,0.047978-0.10019i,0.027775-0.090149i,-0.01472-0.0078145i,-0.01527+0.081543i,0.0277+0.097615i,0.051618+0.063607i,0.050026+0.047156i,0.051438+0.030754i,0.04236+0.0045845i,0.023435-0.014278i,0.0060084-0.023484i,-0.01051-0.024035i,-0.022733-0.022906i,-0.026368-0.027112i,-0.019549-0.032962i,-0.010113-0.030617i,-0.0069863-0.020172i,-0.0065879-0.010994i,-0.0091796-0.0076336i,-0.015231-0.0056523i,-0.015596-0.00037629i
-0.0114+0.013338i,-0.034048+0.053481i,-0.045408+0.13481i,0.02662+0.23502i,0.17322+0.25948i,0.26262+0.10635i,0.18767-0.10319i,0.04102-0.15719i,-0.033583-0.11032i,-0.053536-0.080421i,-0.063637-0.050917i,-0.055442-0.011411i,-0.034375+0.01486i,-0.013056+0.026244i,0.00035603+0.02887i,-0.0034357+0.029582i,-0.015405+0.032648i,-0.0166+0.031535i,-0.0065369+0.023201i,0.0010756+0.015006i,0.0016221+0.012242i,0.00061834+0.015357i,0.0018172+0.016596i
0.0085695-0.013179i,0.035891-0.035718i,0.054193-0.080294i,-0.011561-0.1401i,-0.16585-0.15209i,-0.25633-0.050165i,-0.1803+0.077245i,-0.0615+0.096769i,-0.014952+0.066145i,0.0030534+0.061554i,0.023509+0.047378i,0.02512+0.018808i,0.017567-0.00022074i,0.012649-0.010735i,0.014614-0.011806i,0.026618-0.0084005i,0.036441-0.006117i,0.034382-0.0050931i,0.022697-0.0053732i,0.010246-0.00238i,0.0075288+0.0028596i,0.012785+0.0026658i,0.013402+6.5268e-05i
-0.013065+0.0070154i,-0.051402+0.018214i,-0.12459+0.040011i,-0.19283+0.097858i,-0.17245+0.18742i,-0.047219+0.21414i,0.069186+0.14529i,0.092712+0.054827i,0.070324-0.0069549i,0.052835-0.039873i,0.028904-0.05087i,0.0030361-0.041324i,-0.011824-0.024184i,-0.017836-0.0095505i,-0.018117-0.0046531i,-0.018899-0.012041i,-0.023458-0.023551i,-0.026881-0.024952i,-0.023563-0.013406i,-0.012253-0.0036954i,-0.0032628-0.004909i,-0.0021675-0.011399i,-0.0034701-0.013304i
0.01127-0.0044185i,0.049923-0.01212i,0.13271-0.035714i,0.24116-0.13384i,0.27808-0.31173i,0.14333-0.39804i,-0.048312-0.28415i,-0.10457-0.1076i,-0.072832-0.0081852i,-0.059035+0.025599i,-0.040243+0.037955i,-0.011372+0.034i,0.0052585+0.0242i,0.0098486+0.015714i,0.0026436+0.015442i,-0.0060788+0.02638i,-0.0080127+0.034148i,-0.0054356+0.030577i,0.00069524+0.017016i,0.0024122+0.00023947i,-0.0035337-0.0072821i,-0.0090881-0.0036366i,-0.0079856-0.0012888i
-0.012556+0.003193i,-0.03812-0.0043126i,-0.082464-0.021148i,-0.13285-0.01718i,-0.15533+0.045758i,-0.11315+0.12301i,-0.033586+0.12296i,0.0099785+0.06328i,0.022639+0.028706i,0.042655+0.01885i,0.04876+0.0064542i,0.033865-0.0034913i,0.018948-0.0085103i,0.01134-0.011219i,0.01109-0.013606i,0.016259-0.01712i,0.022391-0.016098i,0.021032-0.011754i,0.0098405-0.0056564i,0.00089863+0.0024393i,0.00056199+0.0079762i,0.0047559+0.0084441i,0.0056198+0.0058775i
0.0098257+0.007198i,0.03184+0.024635i,0.079903+0.091697i,0.16567+0.20818i,0.27449+0.2876i,0.33741+0.22014i,0.26523+0.056586i,0.10818-0.029062i,0.0059227-0.030771i,-0.028492-0.028789i,-0.039239-0.019962i,-0.035936-0.0031723i,-0.027255+0.0045173i,-0.019447+0.003876i,-0.016813-0.0021453i,-0.022029-0.0092091i,-0.024442-0.012217i,-0.017237-0.0090073i,-0.0049585-0.0012926i,0.0065241+0.0053709i,0.011667+0.0040268i,0.0080894-0.00065951i,0.003417+0.0021171i
-0.0083783-0.0032817i,-0.023014-0.018982i,-0.0511-0.069018i,-0.113-0.1528i,-0.22119-0.20056i,-0.2989-0.14003i,-0.24028-0.015696i,-0.10445+0.038537i,-0.026371+0.027547i,-0.0075819+0.032531i,0.00051744+0.032613i,0.0044725+0.018163i,0.0077367+0.010832i,0.011265+0.010027i,0.013876+0.013455i,0.016594+0.018729i,0.012724+0.019819i,0.0045058+0.011904i,-0.0016012-0.0020985i,-0.0071966-0.012052i,-0.010751-0.010279i,-0.010267-0.0029248i,-0.0041222+0.00048359i
0.004969+0.0071078i,0.0037472+0.019438i,-0.028815+0.049321i,-0.11167+0.10523i,-0.1779+0.16701i,-0.14539+0.16923i,-0.061138+0.097335i,-0.012349+0.024323i,0.0043682-0.0143i,0.013062-0.037607i,0.0081771-0.047341i,-7.3359e-05-0.040571i,-0.0031976-0.029691i,-0.0042405-0.019515i,-0.00096481-0.012902i,0.0053748-0.012523i,0.0090183-0.012892i,0.0056364-0.0079834i,-0.0025617+0.00080789i,-0.0078339+0.0060255i,-0.0058871+0.0047793i,0.00063666+0.0012477i,0.00050542-0.0035447i
-0.004937-0.0033105i,-0.00078922-0.015067i,0.048891-0.041022i,0.18095-0.10896i,0.32022-0.23468i,0.29836-0.31679i,0.14089-0.25217i,0.035011-0.11813i,0.0087924-0.030174i,-0.0053195-0.0012135i,-0.010478+0.0083921i,-0.0067888+0.011386i,-0.0061625+0.01329i,-0.0067133+0.015229i,-0.010812+0.014367i,-0.016932+0.013874i,-0.016229+0.0093788i,-0.0076431+0.0042025i,0.0048538+0.0026151i,0.012512-3.7299e-05i,0.010709-0.0043531i,0.0050886-0.0074723i,0.00021221-0.0055334i
0.0033088+0.0044383i,0.0037405+0.0059525i,-0.013056-0.0094907i,-0.070089-0.038204i,-0.12708-0.027951i,-0.09734+0.031024i,-0.010307+0.056216i,0.022427+0.032403i,0.016968+0.019181i,0.030065+0.021945i,0.03813+0.016025i,0.028534+0.0068361i,0.018116-0.00084218i,0.010134-0.0064262i,0.0062489-0.0064751i,0.0060823-0.0028005i,0.0042598+0.0031661i,0.00033522+0.004559i,-0.0033625+0.00056523i,-0.0033264-0.00027028i,-0.0023665+0.004553i,-0.0030328+0.0094828i,0.00031412+0.0090301i
-0.0035325-0.0064792i,-0.0048309+0.0018584i,0.0028343+0.062004i,0.049818+0.21207i,0.12739+0.37297i,0.16973+0.38586i,0.13003+0.24398i,0.051834+0.10791i,0.0014868+0.042182i,-0.018454+0.012308i,-0.022811+0.0054788i,-0.0204+0.0063462i,-0.017175+0.0056812i,-0.012555+0.0043284i,-0.0094543-0.00039652i,-0.0077246-0.0059528i,-0.0043738-0.0086519i,-0.0019746-0.0062117i,-0.002387-0.00058234i,-0.0016334+0.004673i,0.0038446+0.0057205i,0.010744+0.0032965i,0.012159-0.00045169i
0.0013063+0.0047517i,0.0088731+0.0030131i,0.024681-0.038643i,0.01495-0.15322i,-0.060344-0.26754i,-0.15543-0.25472i,-0.16634-0.12914i,-0.095068-0.039075i,-0.042353-0.013265i,-0.027604+0.0083959i,-0.017302+0.017008i,-0.0054821+0.011171i,0.0059219+0.0054685i,0.011242+0.0010709i,0.010022+0.00086383i,0.0072533+0.0028136i,0.0030651+0.0029082i,-7.9565e-05+0.00013308i,0.00042556-0.0035625i,0.00011269-0.0084338i,-0.0044041-0.013388i,-0.0088445-0.015571i,-0.010977-0.013986i
-0.0022404-0.0047878i,-0.019081-0.0074078i,-0.085322+0.0063907i,-0.20404+0.058167i,-0.28819+0.1093i,-0.25109+0.081884i,-0.14376+0.0094596i,-0.064421-0.018935i,-0.021737-0.019789i,-6.6851e-05-0.029247i,0.0022836-0.031581i,-0.002446-0.023224i,-0.0079384-0.01361i,-0.01031-0.0050261i,-0.0062133-0.0014399i,-0.001178-0.0022843i,0.0022001-0.0027258i,0.0027347-0.0023654i,0.00046502-0.002396i,-0.0024795-0.0011488i,-0.005727+0.0029506i,-0.0089633+0.008431i,-0.01191+0.011754i
0.0025176+0.005181i,0.021133+0.014609i,0.1049+0.021197i,0.27809-0.011195i,0.44372-0.094733i,0.43424-0.14772i,0.26971-0.1225i,0.12304-0.071529i,0.049338-0.031258i,0.01423-0.012342i,0.0011998-0.0052017i,-0.00040435-0.00013599i,0.0021936+0.0062203i,0.0057276+0.0092341i,0.0056942+0.0075618i,0.002942+0.006582i,-0.00026338+0.0058332i,-0.0013873+0.0039779i,0.00050298+0.0045385i,0.0044945+0.0064519i,0.010653+0.0060498i,0.01666+0.0057548i,0.020457+0.0061264i
-0.0024568-0.0031027i,-0.014308-0.022913i,-0.06515-0.071722i,-0.16335-0.12338i,-0.22876-0.1131i,-0.17053-0.039968i,-0.058372+0.016292i,-0.01099+0.025338i,-0.0012778+0.021338i,0.017776+0.018698i,0.024884+0.0096951i,0.014534+0.0005686i,0.0023699-0.006762i,-0.005917-0.009748i,-0.0070621-0.0065278i,-0.0043152-0.0036638i,-0.0018728-0.0016414i,-0.0019683+0.0004137i,-0.0019188+0.0017623i,-0.00051071+0.0016925i,-0.00054874-0.0022376i,4.1546e-05-0.010242i,0.0014355-0.016468i
0.00089608+0.0082614i,0.0052941+0.035873i,0.031972+0.12865i,0.086181+0.28972i,0.11536+0.42259i,0.089551+0.40697i,0.047144+0.25979i,0.019155+0.11809i,0.0035619+0.045981i,-0.0064262+0.017087i,-0.0080527+0.0067644i,-0.007616+0.0048437i,-0.0070569+0.0087642i,-0.0027811+0.012033i,-0.00090085+0.011442i,-0.0033793+0.0090869i,-0.0056054+0.0045593i,-0.0046809-8.9963e-06i,-0.0037966-0.0022737i,-0.0051252-0.0017644i,-0.0071179+0.0025469i,-0.011405+0.0076688i,-0.016664+0.0088624i
0.0022875-0.0015046i,0.0083414-0.02864i,0.018447-0.1161i,0.0092847-0.26701i,-0.02906-0.38004i,-0.084371-0.34632i,-0.1047-0.20223i,-0.067164-0.084415i,-0.030605-0.03202i,-0.018182-0.0019654i,-0.010572+0.011803i,-0.0021905+0.007707i,0.0041142-0.0026689i,0.005124-0.0098609i,0.0030528-0.01089i,0.0025765-0.0074192i,0.0025479-0.0038081i,0.0014043-0.0025123i,0.00026362-0.0018596i,0.00081757-0.00052718i,0.0047725+0.001254i,0.0092749+0.0043913i,0.01024+0.0095448i
-0.0052578+0.0043143i,-0.0247+0.025052i,-0.083989+0.082097i,-0.17641+0.16743i,-0.23347+0.20229i,-0.18246+0.13349i,-0.085367+0.043497i,-0.032418+0.01291i,-0.012464+0.0046575i,-0.0051868-0.0079872i,-0.0049093-0.010798i,-0.0049692-0.0063773i,-0.0067339-0.00063663i,-0.0084265+0.0048314i,-0.00756+0.0050978i,-0.0061906+0.00023944i,-0.0044579-0.0022093i,-0.0016108-0.00040375i,0.0020422+0.001484i,0.0042139-0.00040012i,0.0028394-0.0063571i,0.0015657-0.013366i,0.0044441-0.01668i
0.0040496-0.002819i,0.030528-0.014019i,0.11815-0.042093i,0.27544-0.090562i,0.4101-0.12667i,0.38035-0.1072i,0.2271-0.066498i,0.10029-0.042423i,0.035642-0.020597i,0.0070544-0.0091261i,-0.0032674-0.0070272i,-0.0027501-0.0041817i,0.0042802-0.0012414i,0.010499-0.0010883i,0.012676-0.0012569i,0.012428+0.00018557i,0.0098451+0.0017203i,0.0048153+0.0014606i,-0.00024109-0.00027933i,-0.0041485+3.4755e-05i,-0.0059222+0.003698i,-0.0075112+0.0060228i,-0.0096549+0.0036883i
-0.0021165+0.0027109i,-0.029008+0.0023878i,-0.10368-0.0081601i,-0.22169-0.019494i,-0.29099-0.0085618i,-0.22862+0.021556i,-0.11641+0.039057i,-0.056241+0.030397i,-0.026544+0.013952i,-0.00038115+0.0040913i,0.010404-0.0028819i,0.0064304-0.0040397i,-0.0011589-0.0015468i,-0.0068641-0.00043615i,-0.0065385+0.00075488i,-0.0021006-0.00067146i,-0.00063671-0.0030853i,-0.0042856-0.0032273i,-0.0053215-0.00061204i,-0.0007527+0.0029619i,0.0049543+0.0038011i,0.0082335+0.0048109i,0.0083448+0.0077967i
0.0061883-0.00036167i,0.027934+0.013399i,0.085699+0.066944i,0.1606+0.16259i,0.17225+0.23797i,0.10924+0.2193i,0.056785+0.12204i,0.032637+0.038518i,0.015014+0.0079434i,0.006335+0.004109i,0.0050953+0.0016752i,0.0017346+0.00065081i,6.5908e-05+0.0052957i,0.0026421+0.0077287i,0.001122+0.008937i,-0.0030874+0.011687i,-0.0038586+0.011298i,-0.00018886+0.0077646i,0.0034835+0.0016259i,0.0016303-0.0041343i,-0.0020939-0.0058325i,-0.0037434-0.0057624i,-0.004026-0.0058041i
-0.0025057-0.003265i,-0.016013-0.021568i,-0.050327-0.087527i,-0.094341-0.19965i,-0.10597-0.27965i,-0.089439-0.25589i,-0.068812-0.15346i,-0.035035-0.064888i,-0.0091778-0.025105i,-0.0046584-0.0046574i,-0.0043806+0.0077316i,-0.0026923+0.0064281i,-0.0041375-0.0017407i,-0.0055439-0.0069055i,-0.0054875-0.0073566i,-0.0046477-0.0063385i,-0.0021241-0.0065198i,-0.00015944-0.0056524i,-0.0012168-0.0021964i,-0.0029813+0.0013002i,-0.0027604+0.0037179i,-0.0026782+0.0047818i,-0.0037117+0.0045472i
0.0032243+0.0053848i,0.0043507+0.026126i,0.001968+0.082129i,-0.015353+0.15972i,-0.041721+0.18753i,-0.027306+0.14085i,0.012439+0.082463i,0.021589+0.051911i,0.013823+0.03035i,0.0050324+0.010311i,-0.0027716+0.00074437i,-0.0048524-0.0017013i,-0.0028744-0.0019344i,-0.0011181-0.00061428i,-0.002319-0.00055564i,-0.0059054-0.0025983i,-0.0085256-0.0025003i,-0.0083196+0.0013291i,-0.0044701+0.0053566i,0.00125+0.0055493i,0.0040421+0.0011237i,0.0047356-0.0026053i,0.0068628-0.004282i
0.001707-0.0048004i,0.0083799-0.020797i,0.040591-0.064789i,0.11374-0.11722i,0.19149-0.1251i,0.17408-0.080719i,0.081655-0.039566i,0.019747-0.019118i,0.00088136-0.0051579i,-0.0044324-0.0048843i,-0.0058636-0.0080334i,-0.0026625-0.0049766i,0.0025016-0.0023338i,0.0053094-0.0026329i,0.0078528-0.0026331i,0.010409-0.0019777i,0.010101-0.0016162i,0.0066299-0.0014638i,0.0014135-0.002578i,-0.0025921-0.0036778i,-0.0039245-0.0020665i,-0.0023677-0.0012649i,-0.00084458-0.0038958i
-7.9498e-06+0.0031171i,-0.011652+0.013227i,-0.049223+0.036861i,-0.11831+0.063394i,-0.17463+0.070996i,-0.1529+0.062448i,-0.094503+0.045532i,-0.061219+0.023601i,-0.039575+0.0088594i,-0.015331+0.003665i,0.0013518-0.0002817i,0.0043542-2.8574e-05i,0.0026776+0.0039358i,0.0019964+0.0058887i,0.0028092+0.0054938i,0.0045168+0.0032443i,0.0041334-0.0015064i,0.00018499-0.0050818i,-0.0019101-0.0037403i,-0.00023656+2.4908e-05i,0.0028064+0.00087188i,0.0028135+0.00081337i,-0.0018648+0.0036322i
-0.00027546-0.0019052i,0.013279-0.0048131i,0.046477+0.00085563i,0.094005+0.024468i,0.11065+0.05054i,0.078611+0.037406i,0.049391-0.0078197i,0.031317-0.033363i,0.012647-0.026779i,0.0058868-0.012033i,0.0046025-0.0030592i,-0.00027728+0.0013803i,-0.0040215+0.0037135i,-0.0045345+0.0038942i,-0.0042877+0.0055255i,-0.0045139+0.0090022i,-0.003677+0.0097392i,0.00013433+0.0068625i,0.0044715+0.0023078i,0.0045323-0.00081567i,0.00045617-0.0013863i,-0.0026349+0.0001083i,-0.00085425+0.0030849i
-0.0016462+0.0024681i,-0.011952+0.00070088i,-0.03547-0.018764i,-0.067805-0.064053i,-0.073441-0.10444i,-0.045015-0.097015i,-0.018086-0.053089i,0.0010727-0.023265i,0.006987-0.015812i,-0.00018348-0.007356i,-0.0052788+0.0012601i,-0.0063075+0.0019287i,-0.0068452+4.6216e-08i,-0.0063688-0.00071718i,-0.0062772-0.0013448i,-0.0056334-0.0011537i,-0.0026204-0.00019849i,-0.00039868+0.00048833i,-0.0016117+0.0011315i,-0.0032929+0.0020323i,-0.0021096+0.0032231i,0.00011358+0.0023889i,0.0027479-0.0020032i
0.001255-0.00074767i,0.007534+0.003826i,0.018566+0.024043i,0.029049+0.058767i,0.029323+0.079625i,0.033963+0.074092i,0.045757+0.05995i,0.040637+0.045799i,0.027399+0.028211i,0.016044+0.010863i,0.0066122+0.00012497i,0.0017582-0.0043165i,0.0021426-0.0063287i,0.0029557-0.0074764i,0.00033653-0.0079888i,-0.0037835-0.0080311i,-0.0061743-0.005765i,-0.0062867-0.00071078i,-0.0040805+0.004855i,-0.00071121+0.005581i,0.0020291+0.0018892i,0.0020267-0.0021386i,-0.0014953-0.0038868i
-0.0018166-5.2949e-05i,-0.0027444-0.0050669i,0.0024642-0.021242i,0.021567-0.041513i,0.045693-0.038409i,0.030254-0.015496i,-0.01479-1.357e-05i,-0.029528+0.010128i,-0.017122+0.014731i,-0.0060671+0.0067539i,-0.0014203-0.001487i,0.00083724-0.0034555i,0.001318-0.0022344i,0.0015746-0.0017703i,0.0041313-0.0018319i,0.0068914-0.0013527i,0.0059402-0.0022199i,0.0029632-0.0044352i,0.0013781-0.0062772i,0.00017115-0.0068541i,-0.0010251-0.005428i,-0.0010143-0.0019663i,-8.2047e-05+0.0031912i
-0.00060411+0.0013897i,-0.0021161+0.0061477i,-0.007997+0.018397i,-0.027086+0.031023i,-0.051106+0.029235i,-0.054241+0.020381i,-0.043415+0.015049i,-0.037828+0.010908i,-0.02976+0.010255i,-0.014069+0.01226i,-0.00037106+0.010244i,0.0044494+0.0064813i,0.0048436+0.0049786i,0.004586+0.0060578i,0.0055343+0.0058878i,0.0068613+0.0037763i,0.0065247+0.001085i,0.0031417-0.001615i,-0.00093732-0.0020993i,-0.0027063-3.4165e-05i,-0.0026397+0.0019464i,-0.0007708+0.0018142i,0.0033262+0.00019658i
0.0015416-0.00090893i,0.0044458-0.0011873i,0.0098021-0.0027848i,0.01744+0.0014639i,0.020746+0.0078282i,0.016689-0.011388i,0.013862-0.044568i,0.006051-0.052172i,-0.0048647-0.035265i,-0.0064203-0.018364i,-0.0051809-0.008358i,-0.0046919-0.0012414i,-0.0046059+0.0018461i,-0.0050373+0.002978i,-0.005546+0.0057168i,-0.0049657+0.0072045i,-0.003209+0.0067837i,0.00037219+0.0054453i,0.0050864+0.004098i,0.007666+0.0035119i,0.0074455+0.002241i,0.0042696-0.00041358i,-0.00031149-0.0028639i
-0.0011648-0.0025563i,-0.0026854-0.0025003i,-0.0067498-0.0053534i,-0.0078055-0.016272i,0.00060238-0.027762i,0.017302-0.016556i,0.026154-0.00057626i,0.023672-0.0072622i,0.013512-0.01513i,0.0023546-0.0096809i,-0.0035868-0.0043504i,-0.0067985-0.0018446i,-0.006909+0.00091135i,-0.0062265+0.00074534i,-0.0064862-0.0011561i,-0.0056192-0.00027761i,-0.004216+0.001491i,-0.0021139+0.0010783i,-0.00089302-0.00019735i,-0.0021399-0.0025238i,-0.0035992-0.0044078i,-0.0030162-0.0037743i,-0.0018025-0.0011698i
0.0017424+0.0015658i,0.0015638+0.0035364i,0.00058489+0.0071785i,-0.0033935+0.01416i,-0.003669+0.022594i,0.0082967+0.023245i,0.027003+0.02348i,0.033647+0.023759i,0.028116+0.014142i,0.020561+0.0013116i,0.013036-0.0062858i,0.0058378-0.0078447i,0.0021126-0.0058575i,0.0018734-0.0053438i,0.00084209-0.0069519i,-0.0015805-0.0078498i,-0.0038081-0.0068835i,-0.0056466-0.0032358i,-0.0069941+0.0019911i,-0.0057796+0.0054509i,-0.0030497+0.0065257i,-0.00076007+0.0047247i,0.0003661+0.0019739i
0.0016849-0.0017556i,0.0015456-0.0024105i,0.0078942-0.003463i,0.020408-0.00062204i,0.024124+0.010361i,0.0043551+0.027069i,-0.021244+0.034814i,-0.023784+0.032667i,-0.011119+0.024488i,-0.0034057+0.013868i,0.00045951+0.0059899i,0.0030588+0.00024118i,0.0020621-0.0018465i,0.0026775-0.0013769i,0.0053868-0.0010956i,0.0055111-0.0008619i,0.0032225-8.1653e-05i,0.0020601+0.00051376i,0.0039141-0.00085449i,0.005704-0.0031955i,0.0057904-0.0045592i,0.0038689-0.0038964i,0.00218-0.0013073i
0.0024779-0.0003672i,2.5207e-05+0.0010843i,-0.0065189-0.00083408i,-0.016771-0.0058561i,-0.021327-0.013377i,-0.019343-0.016064i,-0.02116-0.0071168i,-0.024816+0.0045094i,-0.020225+0.0093918i,-0.010428+0.0093702i,-0.002501+0.0090347i,0.0028369+0.0079788i,0.0040548+0.0048849i,0.0032069+0.00308i,0.0042702+0.0036877i,0.0063162+0.0036385i,0.0065887+0.0013003i,0.004093-0.0016681i,0.00036666-0.0044208i,-0.0034327-0.0047603i,-0.0060346-0.0022757i,-0.0055518-0.00017492i,-0.002392-0.00036476i
-0.00050357-8.5277e-05i,0.0015865+0.00063454i,0.0040397+0.0079763i,0.0045227+0.019419i,-0.0015094+0.024737i,-0.0082762+0.0050434i,-0.013393-0.027049i,-0.020082-0.035512i,-0.020343-0.02363i,-0.014384-0.013359i,-0.010304-0.0069863i,-0.0065988-0.00054784i,-0.0030061+0.0015957i,-0.0028302+0.0022497i,-0.0043727+0.0054767i,-0.0038387+0.0063354i,-0.0026128+0.0044351i,-0.0014306+0.0033146i,0.0014159+0.0050498i,0.0039034+0.0079812i,0.0047106+0.0083622i,0.0035424+0.0055258i,0.00092974+0.0022066i
-0.0015296-0.00048125i,-0.0017283-0.0026834i,-0.00015724-0.0079641i,0.0078578-0.018178i,0.02425-0.024323i,0.036648-0.016008i,0.038184-0.010559i,0.029644-0.018818i,0.014621-0.017814i,0.0061622-0.0081376i,0.0023884-0.0043993i,-0.0035312-0.00217i,-0.0056791+0.0019071i,-0.0051626+0.0020293i,-0.0062613+0.0010349i,-0.0060686+0.0017045i,-0.0046163+0.0025201i,-0.0023964+0.0031783i,0.0010542+0.00084345i,0.0031587-0.0033645i,0.00273-0.0068904i,0.0017294-0.0072395i,0.00065884-0.0036217i
-0.0010917-0.00058533i,-0.00059153+0.0023219i,-0.0053255+0.0075945i,-0.015781+0.014151i,-0.023486+0.017184i,-0.0096639+0.010732i,0.016924+0.0060583i,0.028808+0.0060951i,0.022043+0.0036237i,0.012769+0.0019328i,0.0082189-0.0017514i,0.0033452-0.0061152i,-0.00080983-0.0053363i,-0.0005841-0.0041553i,-0.00067768-0.0051823i,-0.0017515-0.0058389i,-0.0016324-0.0053353i,-0.0025528-0.0037146i,-0.0055725-0.0012918i,-0.007805+0.0011807i,-0.0068924+0.003367i,-0.0049421+0.0038124i,-0.002459+0.0023135i
-0.001009-0.0011134i,0.0023091-0.0022977i,0.009246-0.0030319i,0.023346-0.0011442i,0.031057+0.0079179i,0.017199+0.027342i,-0.00053452+0.042507i,-0.0040433+0.039714i,-0.0010476+0.026519i,-0.0010539+0.01593i,-3.7128e-07+0.0083257i,0.002403+0.00066424i,0.0015968-0.0025977i,0.0010953-0.0017989i,0.0023144-0.0016889i,0.0021062-0.0021632i,0.00017496-0.0022556i,-0.0016548-0.0016241i,-0.001594-0.00012931i,0.0011978+0.00079113i,0.004861+0.0013467i,0.0055223+0.0012267i,0.0031049+0.00018247i
-0.00081708+0.0012071i,-0.0035255+0.0025414i,-0.010393+0.0022224i,-0.020009-0.0021595i,-0.022139-0.0079215i,-0.018343-0.010188i,-0.021346-0.00097981i,-0.024107+0.010673i,-0.017293+0.010422i,-0.0091887+0.0030876i,-0.0039733+0.0012349i,0.0013198+0.0036006i,0.0029093+0.0027822i,0.0017006+0.0010898i,0.0022007+0.0016341i,0.0033124+0.0023786i,0.0036881+0.0018281i,0.0029488-0.00012143i,0.0014655-0.0024614i,0.00036098-0.0039007i,-0.00088175-0.0045491i,-0.0017685-0.0028448i,-0.0015674-0.00041216i
