0.0012707-0.00059158i,0.00076774-8.3377e-05i,-0.0002563-0.00038299i,0.00026712-0.0013648i,0.00040596-0.0011499i,-0.00037199+0.00056112i,-0.00052103+0.0019103i,-4.9464e-06+0.0026099i,0.00059897+0.0020852i,0.00056311+0.00075975i,-4.4241e-05-0.00048835i,9.0965e-05-0.00033636i,0.00071746+0.00045412i,0.00084296+0.00078561i,0.00020273+0.0005098i,-0.00060325+0.00012454i,-0.00020305+0.00015186i,-2.7395e-06+6.069e-05i,-0.00031858-0.0004261i,-4.5065e-05-0.00023152i,-0.00088929-0.00015364i,-0.0010136-0.00024695i,0.000465-8.4039e-05i
-0.0012639+0.00038287i,-0.00061534+0.00084503i,-0.00053568+0.0007381i,-6.8705e-05+0.0011404i,0.00034812+0.0005891i,0.0005296-5.0831e-05i,0.0003658+9.2554e-05i,0.0001586+0.00033242i,-0.00034864-4.9975e-05i,-0.00045118-0.00097724i,-6.4498e-05-0.001087i,2.9746e-05-0.0001688i,0.00048728+0.00020383i,1.4426e-05+0.00012074i,-0.00042977+0.0001493i,0.0003556-0.00013939i,0.0002225-0.00024562i,-9.6491e-05-0.00074725i,0.00014263-0.00026435i,-0.00013839-0.00013512i,2.7548e-05-0.00035136i,0.00035539+0.0002175i,-0.00051901+0.00094028i
0.00095669-0.00080507i,0.0011448-0.00097593i,0.00024443-0.0010119i,0.00040322-0.0012969i,0.0010551-0.0002381i,0.00086866+0.00095716i,0.001022+0.00097515i,0.0018289+0.0010068i,0.0011556+0.00031159i,-0.00019358+0.00010432i,-0.00012331+0.0011142i,-3.1391e-05+0.0010436i,-0.0003206+0.00039405i,-9.0512e-05-0.00035662i,0.00017215-0.0013895i,-3.5973e-06-0.0016343i,-0.00043198-0.00093222i,3.7107e-08-0.00074264i,0.00073877-0.00031947i,0.00077343+0.00038647i,0.00078555-0.00028781i,0.00081352-0.0011553i,0.00015945-0.00087997i
0.0015513-0.00089628i,0.00097793-0.00071244i,0.00041197-0.001089i,0.00067813-0.00049278i,0.0002704-0.00018798i,-0.00079318+0.00061351i,-0.00060401+0.0014584i,-0.00054073+0.001502i,-0.00099953+0.00089972i,-0.0011867-0.00021691i,-0.0017135-0.00043812i,-0.0018362+0.00044956i,-0.00092817+0.0007295i,-0.00026197+0.00076735i,-0.00048805+0.0006198i,-0.0002012+0.00032307i,0.00029453-8.2073e-05i,-0.0001246-0.00051139i,-0.00045511-0.00028848i,-0.00059882-0.00032638i,-0.00072512-0.00074437i,8.2461e-05-0.00044928i,0.00033283-0.00033247i
0.00051418+0.0015511i,0.00064438+0.0010346i,0.0011911-0.000218i,0.0021611-0.00096355i,0.0017502-0.0013412i,0.0015851-0.00044418i,0.0016472+0.00022651i,0.0016307-8.3737e-05i,0.001344-0.00054514i,0.00049627-0.00065314i,-0.00019209-0.00014861i,-0.00057606+0.00052817i,-0.00083354+0.0011485i,-0.00097727+0.0012573i,-0.00047711+0.00049556i,-9.7734e-06-0.00019244i,-0.0001098+4.9193e-05i,-0.00066958+0.00019008i,-0.00083133-0.00033169i,0.00011562-0.00074263i,0.00023929-0.0001979i,-0.00045061+0.00046282i,-0.00048237+0.00016793i
-0.0022414+0.00062191i,-0.0013134+0.0012598i,-0.0013157+0.0025429i,-0.00052207+0.002954i,0.00033055+0.0029927i,0.0009734+0.0012156i,0.00062583-0.00033137i,0.00027279-0.0002175i,0.00017066+0.00023048i,-0.00030522+0.00060512i,-0.00037945+0.00092573i,7.636e-05+0.001104i,0.00027687+0.0011637i,0.00024502+0.00087859i,0.00056678+0.00081184i,0.0010954+0.00021574i,0.0011065-0.00062995i,0.0008724-0.00094802i,0.00041189-0.00010881i,-0.00020915+0.00092084i,-0.00041536+0.00065622i,-0.00075882-0.00064943i,-0.00048713-0.00081759i
0.0012454+0.00018434i,-9.9673e-05+0.00068225i,-2.328e-05+0.00023933i,0.001125-9.295e-05i,0.0018483-0.00076593i,0.0018596-0.0012045i,0.00097307-0.00083721i,0.00050174-0.00014919i,0.00030421+0.00049111i,-0.0012991+0.00036841i,-0.001636-0.0003761i,-0.00068712-0.00016195i,-7.0744e-05+0.00032244i,0.00082557+0.00085961i,0.0011705+0.0010242i,0.00078644+0.0013054i,0.00061569+0.0014255i,0.00072503+0.00093051i,0.0011077+0.0007773i,0.00034298+0.00027518i,-0.00033553-0.00049724i,-0.00060348-0.00010466i,-0.00081325+0.00035284i
0.00027905+0.0026575i,0.00041746+0.0027713i,0.00043825+0.0020156i,0.0015989+0.0016754i,0.0022432+0.0012648i,0.0013668+9.336e-05i,0.00027677+0.00025022i,-0.00027852+0.00059548i,-0.0004393+0.0007276i,0.00028865+0.00047777i,0.00078178+0.00044818i,0.00015045+0.0012833i,0.0001711+0.0013018i,0.00028469+0.00076909i,0.00023868+0.00049591i,7.6068e-05+0.00033357i,-0.00027847-0.00013736i,-0.00054394+0.00017542i,-0.00071063+0.00040864i,-0.00054552+0.00025936i,-0.00036024-6.4771e-05i,-0.00033824-0.00067748i,-0.00075834-0.00026773i
-0.0014126+0.00017898i,-0.0014319+0.0006969i,-0.0027152+0.0014209i,-0.0013552+0.001758i,0.0010049+0.0011482i,0.00096786+5.174e-05i,0.00051113-0.00074858i,0.00045835-0.00059513i,5.2798e-05+0.00015393i,-0.0008666+0.0010902i,-0.0014177+0.001182i,-0.0011523-1.4336e-05i,-0.00068615-0.0010782i,-0.00055618-0.00072837i,-0.00024406-0.00079953i,0.00049323-0.0010834i,0.000722-0.00094279i,0.00012917-0.00097637i,-0.0001706-0.00037354i,-0.0004202+0.00066447i,-0.00023437+0.00035806i,-0.00058912-0.001105i,-0.001603-0.0013739i
-0.0010149+0.0022957i,-0.00067001+0.0025618i,0.00065701+0.0032575i,0.0018353+0.003627i,0.0019338+0.0026974i,0.0013613+0.001744i,0.0010113+0.0014229i,0.00084569+0.00088147i,-9.9402e-05-9.5299e-06i,-0.00072947-0.00037935i,-0.00052104+0.00038718i,-0.00026971+0.001051i,0.00017851+0.00020307i,0.00053958-0.00052821i,0.00041684-0.00017128i,0.00041931+0.00013106i,0.0006776+0.00036855i,0.00045585+0.00041509i,0.00012698+0.00014407i,0.00081677+0.0006467i,0.0013173+0.00063606i,0.00055128+0.00053247i,-0.00038679+0.001023i
0.0010909-0.0012516i,0.0011232-0.00094993i,0.0018571-0.0005888i,0.0019044-0.00019496i,0.0011527+0.00010408i,0.00030651-9.712e-06i,-6.6684e-05+0.00035103i,-0.00058139+0.00083482i,-0.00012212+0.0003742i,0.00082724-4.397e-05i,-0.00018022-0.00032092i,-0.0018785-0.00029555i,-0.0016182+0.0001328i,-0.00047194+0.00051904i,0.00019487+0.00049961i,0.0007376+0.00036145i,0.00024689-5.3634e-05i,-0.00038341-0.00041674i,-0.00064078-0.00065388i,-0.0009857-0.00086761i,-0.00067196-0.0003847i,0.00028063+0.00033286i,0.00045862+0.00052457i
0.0011103-0.00038673i,0.00044891+0.00046303i,0.00018631+0.00094978i,0.00093822+0.00094354i,0.0012074-1.3213e-05i,0.0008479-0.00088395i,0.0011758-0.00085934i,0.0012811-0.00012971i,0.00010823-0.00036038i,-0.00052188-0.00071628i,-0.001171-0.0010282i,-0.0012077-0.00059397i,-0.00060005-5.9546e-05i,-0.00059255-0.00043369i,-0.00029987+4.8434e-05i,0.00030821+0.00043698i,0.00037064-0.00034193i,-0.00013104-0.0011088i,7.2619e-05-0.0008647i,0.00056682-0.00044532i,0.00010322-0.00065034i,-0.00010207-0.0002313i,0.00042664+0.00022527i
0.00029519-0.0025812i,-0.00055043-0.0011898i,-0.0025777-0.00054008i,-0.0030457-0.0006027i,-0.0018983-0.00040642i,-0.00043004+0.00061311i,0.00023427+0.0010327i,-5.8845e-05+0.00060159i,-0.00050553+4.4315e-05i,-0.0012039-0.0003754i,-0.0018949-0.0004576i,-0.001537-0.0001031i,-0.00046002+0.00085182i,0.00013639+0.0018533i,0.00085247+0.0012126i,0.00046597-0.00033757i,-0.00058779-0.00088629i,-0.00026078-8.9091e-05i,0.00063982+0.00047911i,0.00089171+0.00015125i,0.00024546+0.00029914i,-9.5674e-05+0.00059118i,0.00021938+0.00028837i
-0.0009786+0.00016486i,-0.00027983-0.00060659i,-0.001057+0.00065169i,-0.0015581+0.0019741i,-0.00070642+0.0020765i,0.00069507+0.001362i,0.0015552+0.00010163i,0.0014517-0.00037212i,0.00064071-0.0003153i,-0.00063994-0.00059487i,-0.00093904-0.0006824i,-0.00056047+3.1016e-07i,0.00010092+0.00091989i,0.00071231+0.0012425i,0.00074029+0.0010434i,0.00025998+0.0006071i,-0.00059445+0.00013146i,-0.0005201-0.00018461i,-0.00046241-0.00010936i,-0.0005493+0.00064671i,-0.00049818+0.0008371i,-0.0003043+0.00033929i,-3.4832e-05+0.00013195i
-0.00015518-0.0010442i,-0.00034027+0.00021259i,-6.9946e-06+0.00011378i,0.0011634-0.00032262i,0.0012263+0.0005712i,0.00081587+0.0010585i,0.00093862+0.00054627i,0.00062646+0.00029017i,0.00029864-0.00017307i,-0.00029756-5.2984e-05i,-0.00082637-0.00037198i,-0.00018354-0.00051433i,-0.00027216+0.00024216i,-0.0012972+0.00065778i,-0.0011542+0.00039214i,7.2562e-06-0.00068658i,0.00070291-0.0014648i,0.00096144-0.0016393i,0.00092972-0.0011002i,0.00062756-0.00029317i,0.00072811-0.00025488i,0.00041687+0.00019818i,-0.0005129+0.0011954i
0.0019453+0.0011768i,0.0015789+2.817e-05i,0.0021433-0.0002514i,0.0027216-0.0010867i,0.0029502-0.0014546i,0.0032198-0.00093062i,0.0029037-0.00077266i,0.0013962-0.00051755i,0.00021969-0.00035471i,-4.4657e-05-0.00052987i,-0.00037962-0.00037817i,-0.00062209-0.00074357i,0.00037049-0.0010377i,0.00071024-0.00070105i,0.00010749-0.00036353i,-0.0012361+0.00049512i,-0.00059402+0.00096749i,0.00063993+0.00066011i,-0.00034952-0.00012556i,-0.0009629-0.00081334i,-0.0013328-0.0011253i,-0.0011525-0.0005999i,-0.00029384-0.00013664i
0.0012451-0.00078003i,0.00089224-0.0012584i,-0.00034201-0.0016231i,-0.0017463-0.00080678i,-0.001494+0.00079475i,-0.0008745+0.0018088i,-0.00023047+0.0016307i,0.0005481+0.00096405i,0.00087192+0.00068317i,0.00031055-7.4739e-05i,-0.00050688-0.00086826i,-0.00073068-6.1374e-05i,-0.00086302+0.0011383i,-0.00098796+0.0012241i,-0.00046995+0.0003968i,-0.00046801+0.00016683i,-0.00091582+0.00022039i,-0.00037701-0.0002093i,0.00035198-9.0039e-05i,0.00040458+5.3972e-05i,0.00085901+0.00045007i,0.00016908+0.0011735i,-0.00035929+0.00062357i
0.0011588+0.00233i,0.00069585+0.0012835i,0.0022806+0.001298i,0.0021872+0.0013256i,0.0018079-0.00018633i,0.0011456-0.0011056i,0.00010085-0.00012013i,4.9741e-05+0.00020519i,0.00030594+7.8514e-06i,0.00011791+1.4602e-05i,-0.00055801+0.00029514i,-0.00087788+0.00068369i,-0.00012889+0.00091224i,-0.00015856+0.00058824i,-0.00059561-3.3002e-05i,-0.00037184-0.00064257i,-0.00059105-0.0012592i,-0.00022711-0.00083591i,0.00058983-0.00057071i,0.00060142-0.00091553i,0.00041624-0.0010318i,0.00029918-0.00078277i,0.00070983-0.00078418i
-0.0030769+0.00019609i,-0.0014651+0.00091182i,-0.00073737+0.0017764i,-0.00041761+0.0021955i,0.00015934+0.0023923i,0.00059739+0.0020126i,0.00090139+0.0021702i,0.00089023+0.0018117i,-5.4802e-05+0.00086334i,-0.00091964+0.00038644i,-0.00067257-3.0187e-05i,-0.0007877+0.00021806i,-0.001318+0.0011422i,-0.00086701+0.0006021i,-0.0002374+0.00019434i,0.00044959+0.0010432i,0.00077688+0.00080218i,0.00033487+1.2242e-05i,-0.0003984-0.00028998i,-0.00075053-0.0014271i,-0.00038816-0.0017677i,-0.00063541+0.00014777i,-0.00094995+0.0010648i
-0.0003286-0.00075527i,-0.0006069-0.00099674i,-0.00081465-0.0013513i,9.791e-05-0.00033449i,0.0011483+0.00015935i,0.0010697+0.00043881i,0.00061193+0.00049746i,3.7349e-06+0.00018768i,-7.391e-05-0.00041829i,0.00017096-0.00040068i,0.00022007-1.0117e-07i,0.00045473+0.00057982i,0.00070412+0.00066613i,0.00027334-0.00039151i,-0.00015859-0.00055307i,-0.00084146-0.00025395i,-0.0002419-6.5339e-07i,0.00083442+0.00084733i,0.00051849+0.00084022i,0.00010289+7.209e-05i,0.00030924-0.00034581i,0.0004456-0.00042981i,0.00035673-0.00045427i
-0.0021927+0.0008505i,-0.0015895+0.0011872i,-0.00049864+0.0019064i,8.1746e-05+0.0016889i,0.0009923+0.00025644i,0.001741-9.4943e-05i,0.0022036+0.00074175i,0.0020168+0.0014643i,0.00077969+0.0016118i,-0.00020768+0.0015736i,-0.00075836+0.00060017i,-0.000871-0.00017246i,-0.00064772+0.00028703i,-0.000373-7.3129e-05i,0.00031129-9.7432e-05i,0.00022238+0.0001326i,-0.00049357-0.00034233i,-0.00082363-0.00068267i,-0.00067102-0.00031836i,-0.00036341-0.00022882i,-0.0004791-7.8445e-05i,-0.00097393+6.7752e-05i,-0.0008289-0.00043588i
-0.00044778-0.001265i,-0.00090195-0.00053244i,-0.002221+0.00015656i,-0.0024507+0.00034181i,-0.0014487+0.0001913i,0.00029523+0.0003094i,0.0013119+0.00066867i,0.00064383+0.0010609i,-0.00037284+0.000512i,-0.0010585+3.4483e-05i,-0.0014158-0.00049337i,-0.00090196-0.0011294i,-0.00010114-0.00047359i,-4.8209e-05+0.00061105i,-0.00046128+0.00089007i,-1.0767e-05+0.00028004i,0.00092313-0.00053146i,0.00073998-0.00046666i,-0.00064122-0.00062166i,-0.00079723-0.00067985i,0.00029639-0.00030818i,0.00067027+0.00025646i,0.00050795+0.00041621i
0.0013761-0.0011572i,8.2861e-05-0.0013045i,8.3144e-05-0.001591i,0.00050431-0.00071308i,0.00010617+0.00018152i,-0.00018378+0.00032688i,0.00015568-0.00028903i,0.00014553-0.00077366i,0.00017995-6.4166e-05i,0.00029078-0.00054667i,-0.00010587-0.0013629i,-0.00037086-0.00078418i,-0.00033583+0.00029528i,-1.4567e-05+0.00055322i,-0.00018163+0.00020587i,-0.00030294-0.00059015i,2.8897e-05-0.00092735i,8.7654e-05-0.00023547i,-8.3644e-05-0.000204i,-0.0002977-0.00064514i,-0.0004847-0.00075098i,-0.00046149-0.00068338i,-0.00032518-0.00022i
-0.0008065-0.0015573i,-0.0010104-0.00027886i,-0.00089394+0.00025833i,-0.00042997-0.00041686i,-0.00077764-0.00081227i,-0.00055564-0.00054948i,0.00021842-0.00025242i,0.00067054+5.5479e-05i,0.0010839+0.00068266i,-0.00011653+0.00020429i,-0.00093685+0.00012301i,-0.00030352+0.0010421i,0.00072984+0.0012482i,0.00059654+0.00063464i,6.7752e-05+0.00071248i,0.00015323+7.7429e-05i,4.8597e-05-0.00058207i,-0.00052635-0.0011663i,-0.00083207-0.00083408i,3.2444e-06+9.7081e-06i,0.00025773-1.9447e-06i,0.00017755+6.8297e-05i,1.3639e-05-1.7946e-06i
-0.0010219+0.0014873i,-0.0022201+0.0014188i,-0.0011725+0.0017068i,0.00037294+0.0025089i,0.001031+0.0029025i,0.0011577+0.002194i,0.00079669+0.0011642i,0.00075583+0.00061093i,0.0005778+0.00096721i,0.00024232+0.00078802i,0.00025828-0.00015587i,0.00017344-0.00039182i,-5.095e-06+0.00027687i,-0.00057426+0.00066115i,-0.00038333+0.00042117i,-4.5707e-05+8.1557e-05i,-0.00021626-0.0001662i,-0.00018905-0.00037273i,0.00027524-0.00066386i,-9.1102e-05-0.0004311i,-0.00062748-0.00048097i,-0.00057617-0.00047555i,-2.069e-05-4.0922e-05i
-0.00042371-0.00072644i,-8.9048e-05-0.0002552i,-0.00093091-0.0004172i,-0.00014745-0.00013344i,0.00034037+0.0016255i,0.00050328+0.0017303i,0.00063853-0.00016366i,0.00045487+0.00016118i,-1.3165e-05+0.0010053i,-0.0004461+0.00064171i,0.00022958+0.00029968i,0.0002743+5.4864e-05i,0.00017525+8.1788e-05i,-5.0831e-06+0.00085931i,-0.00057539+0.00068249i,-0.00045983-0.00031536i,6.7548e-05-0.0005656i,0.0004523+0.00071019i,0.00066855+0.0010667i,0.00078551+0.00060947i,0.00049096+0.00060296i,0.00053202+0.0006383i,0.00032095+0.00030148i
-0.00019553+0.00044887i,0.00051795+0.00099325i,0.001155+0.00061275i,0.001546-0.0004553i,0.0015607-0.0011807i,0.00099814-0.001204i,0.00071031+0.00028678i,-0.00055944+0.0010898i,-0.0011077+0.00047183i,-0.00018262+0.00015907i,-0.00053534-0.00015793i,-0.0015406-0.00062002i,-0.00080339-0.00061022i,0.00036267-0.00010531i,0.00029338+0.00037316i,-0.0003254-0.00028953i,-0.00051938-0.00067365i,-0.00014135-0.0006775i,-0.00046301-0.00049166i,-0.00021089-0.00036613i,0.00081523+0.00032051i,0.00035783+0.001156i,-0.00045709+0.0011347i
-0.0030933-0.0022773i,-0.0034917-0.0015222i,-0.0043781-0.00077057i,-0.0039643+0.00069804i,-0.0013481+0.0021318i,0.00095051+0.0015586i,0.0014426-0.00014359i,0.0011145+7.4887e-05i,9.2718e-05+0.00051415i,-0.00075444+0.00056449i,-0.00096605+0.00051434i,-0.00036492+0.0011144i,0.00035655+0.0024334i,0.00053352+0.0023307i,0.00043572+0.0016848i,0.0011702+0.0013033i,0.0010773+0.00081018i,6.1095e-05+0.0002375i,4.6789e-05+6.3631e-05i,0.00052863-0.00023834i,0.00051737-0.00024694i,0.0006149+0.00037298i,0.00056009+0.0011178i
0.00082784+0.00086314i,0.00037237+0.001283i,-0.00014163+0.00062392i,0.00096597+6.0462e-05i,0.0014009+0.0001544i,0.00092013+0.00042734i,0.00037796-0.00026433i,0.0001744-0.00038697i,0.00021379-0.00046769i,2.4906e-05-0.00056026i,-0.00011577+0.00014488i,9.458e-05+0.000624i,0.00016869+0.0010037i,-0.00036692+0.00085447i,-0.00060116-0.00044017i,-0.00016887-0.0012925i,-7.8642e-05-0.00079253i,-0.00040922-0.00043442i,1.7346e-06-0.00057422i,0.00038513-0.00068868i,-2.5343e-05-0.00035386i,0.00029443+0.00031148i,0.00040282+0.00045984i
-0.00018025-0.00092621i,0.00034449-0.00047401i,-0.0012568+0.00080409i,-0.0010712+0.00063452i,0.00051912+0.00040058i,0.00096892+0.00063389i,0.00060576-7.4188e-05i,0.00054442+0.0002633i,0.00063431+0.00054393i,0.00011019+0.00058479i,-0.00016227+0.00083292i,-0.00049401+0.0011448i,-0.00083679+0.00091036i,-4.6523e-05+0.00083548i,0.00040901+0.0010483i,0.00021391+0.00048334i,0.00040917-0.00026733i,0.00061054-0.00043313i,0.00041821-5.2253e-05i,0.00071272+0.00015769i,0.0006896-9.5901e-06i,1.5452e-06-0.00059417i,0.00015962-0.000579i
-0.0012015-0.00076163i,-0.00088762-0.00087223i,-0.0021157+0.00047362i,-0.0021074+0.0014141i,-0.00056534+0.00079344i,0.00066504+0.00015949i,0.00072066+0.00069853i,0.00031948+0.0014804i,-0.00038304+0.00066995i,-0.00091626-0.00025345i,-0.0011428-0.00033579i,-0.001135-8.6633e-05i,-0.0011428-1.9014e-05i,-0.0015513-0.00034059i,-0.00060979-4.2875e-05i,0.00049484+0.00075823i,0.00043923+0.00028611i,0.00042798-5.5698e-06i,0.00059279+0.00033616i,0.00035058+0.00025354i,-0.00032925+0.00046498i,-0.0009685+0.00065666i,-0.0008736+0.00048232i
-0.0015643+0.0025422i,-0.001864+0.0024676i,-0.00035574+0.003944i,0.00071602+0.0041894i,0.0011899+0.0024459i,0.00022573+0.00081755i,-0.00028694+4.9602e-05i,-0.00023147-5.5047e-05i,-0.00021484-0.00035499i,-0.00033074-0.00019598i,8.5452e-05+0.00048919i,0.00051285+0.0016214i,0.00046528+0.0020548i,0.00079201+0.0005511i,0.0012318-0.00043553i,0.0012983-0.00010144i,0.00063123-4.651e-05i,-7.4888e-05-0.00027984i,-0.00017079-0.00045356i,9.2359e-05-0.00049713i,0.00019293-9.4883e-05i,-0.00013075+0.00047629i,0.00050584+6.4052e-05i
-0.00024543-0.0021968i,-0.00054525-0.00045528i,-0.00081199+1.1332e-05i,-0.0011714-0.0003804i,-0.0003351+8.7636e-06i,0.00044806+0.0012037i,0.001029+0.0017722i,0.00071414+0.0003479i,-0.00028868-0.00037338i,-1.2163e-05-0.00017026i,0.00026399+0.00054688i,-0.00021851+0.00087862i,-0.00018512+0.0011258i,-0.00023765+0.0015353i,-6.991e-05+0.0010307i,0.00071984-1.6224e-05i,0.00049003-0.0006427i,-0.00013431-0.00049248i,-0.00060466-5.5898e-05i,-0.00094473+3.081e-05i,-0.00060009+0.00023658i,-0.0002619+0.00025463i,-0.00033726+0.00014467i
-0.0017806+0.00055499i,-0.0012511+0.0012533i,-0.00055288+0.0021603i,-0.00017185+0.0020204i,0.00087832+0.00070753i,0.0011873+0.00014352i,0.00060508+0.00016742i,-0.00052844+0.00030059i,-0.00096973+4.8047e-05i,-0.0010165-0.00032639i,-0.0010596-0.00031509i,-0.0011064+9.0434e-06i,-0.00041501+0.00046182i,-3.8678e-05+0.00019016i,-0.0006121+0.00030376i,-0.00060739+0.00031147i,-0.0009172-0.00046155i,-0.00093034-0.00094157i,-0.00077543-0.00014747i,-0.00058898+0.00040952i,-6.8275e-05+0.00021079i,0.00015311-3.7592e-05i,0.00031653+0.00047982i
-0.0023528-0.00085789i,-0.0015608-0.00029372i,-0.001846+0.00084496i,-0.0012663+0.0018777i,0.00026514+0.0024174i,0.0012554+0.0013354i,0.0015174+0.0003531i,0.00057442-0.00025189i,-0.00039727-0.00076082i,-0.00076065-0.00057367i,-0.00092615-0.0004152i,-0.00050426+0.00020179i,-0.00085781+0.0015188i,-0.0016815+0.0011309i,-0.00066763+0.0003353i,0.00012659+0.00073218i,-4.0378e-05+0.00044733i,0.00017175+0.00010207i,0.00085946+1.0393e-05i,0.00091199-0.00029343i,0.0011377+0.00062219i,0.00059427+0.0013101i,-0.00063805+0.0005256i
0.0014226-0.00047073i,0.00078214-0.00012174i,0.00040614+7.8304e-05i,0.0014571+0.00054284i,0.0020455+0.0004529i,0.00187+0.0011003i,0.0013848+0.001826i,0.00044783+0.0007274i,-0.00028593+3.1569e-05i,-8.0223e-05+0.00014438i,-0.00039894-1.2749e-05i,-0.0014828-0.00044848i,-0.0015649-0.00053104i,-0.0010067-0.00077129i,-0.0010285-0.00074725i,-0.0011415-0.00067352i,-0.00058597-0.00063538i,-0.00017802-0.00058382i,-0.00038282-0.00029741i,-0.00059506+0.00014746i,-0.00028701+0.00021003i,-1.1165e-05+0.00043204i,-0.00031849+0.00066759i
-0.00038492-0.00090436i,-0.0013399+0.00014708i,-0.00068382+0.00067154i,0.00030031+0.00065216i,0.00034141+0.00021567i,0.00015348+0.00082306i,0.00051353+0.0014413i,0.00051062+0.00085945i,4.9782e-05+0.00083974i,-0.00018624+0.0006937i,-0.00027033-0.00019323i,-0.00034972-0.0005131i,-0.00018682-4.1632e-05i,-0.00030786+0.0010826i,-0.00025213+0.0012791i,-0.00011599+0.00051698i,-1.8327e-05+0.00021366i,0.00042811-0.000239i,0.00014058-0.0003992i,0.00021902-0.0003747i,0.0003951-0.00039774i,-0.00073116-0.00053007i,-0.00033961-0.00024273i
0.004119-0.00023996i,0.0030838-0.0008157i,0.0030696-0.0018399i,0.0024507-0.0028764i,0.0014408-0.0032418i,0.00057676-0.0018525i,0.00077984-0.0005356i,0.00079936+4.786e-05i,0.00061693-8.6311e-05i,0.00038994-0.00031046i,-0.00026154-0.00014266i,-0.00050728+0.00020103i,-0.00045285+9.5295e-05i,-0.00041843-0.00010842i,-0.00049669+9.574e-07i,-0.00045132-0.00016511i,-0.00056366-0.00045246i,-0.00015666-0.00027339i,0.00010201+0.00038928i,0.00014706+0.00022266i,0.00029853-0.00035278i,0.00048866-0.00085308i,0.00095985-0.0001856i
0.0011484+0.0011545i,0.0010779+0.00084248i,0.00092672+0.0017566i,0.00099912+0.0024885i,0.00033682+0.0015966i,2.7328e-05+0.00031362i,-6.443e-05+0.00057071i,-0.00026768+0.001469i,7.4509e-05+0.001306i,0.00075302+0.00059948i,0.00087037+0.00021477i,0.00048724+3.8108e-05i,0.00033574+0.00012495i,0.00048162-0.0002861i,9.3938e-05-0.0006219i,-0.00055062-0.001076i,-0.00048189-0.00051575i,-0.00026072+0.00011917i,-0.00025769+0.00051783i,-0.00028649+0.00057235i,0.0002482-3.9592e-05i,0.00086567+0.00018251i,0.00074705-0.00028925i
0.0013037+0.00021043i,0.0017516-0.0005789i,0.00163-0.00082239i,0.0011417-0.00078855i,0.0023958-0.0011672i,0.0029727-0.00026938i,0.0018359+0.00036318i,0.0012972+0.00038635i,0.00084941+0.00024357i,0.0001457+0.00011157i,-0.00038096+0.00018801i,-0.0010815-0.00030191i,-0.0011064-0.00097583i,-0.00057849-0.00083779i,-0.00047772-0.00017467i,-0.0001611+0.00013241i,0.00057916-0.0005754i,0.00094978-0.00078945i,0.0005908-0.00055882i,5.678e-05-0.00068665i,1.5906e-05-0.0001588i,-0.00042096+0.00013888i,-0.00050348-0.00017881i
0.0011937+0.000184i,0.0010468-0.00074924i,0.00086209-0.0012898i,6.4407e-05-0.00038636i,1.0072e-05+0.0002817i,-8.9284e-05+0.00010957i,-0.00036494-0.00014831i,0.00065338+0.00024919i,0.0012928+0.00088137i,7.2974e-05+4.2782e-05i,-0.001203-0.00097166i,-0.0009595-0.0013237i,1.306e-05-0.00094212i,6.2162e-05-4.9444e-05i,-0.00097667-0.00016954i,-0.0010844-0.00075113i,-0.00031437-0.0010017i,2.5502e-05-0.0013541i,0.0006336-0.0015226i,0.00073573-0.0016264i,0.00049668-0.00071984i,0.00033734+0.00026725i,-2.6672e-05+0.00014862i
0.00020211-0.00038083i,-0.0001315-0.00071722i,6.8952e-05-0.0015374i,-0.00022971-0.0008879i,-0.00033052-0.00012474i,3.8819e-05+0.00075092i,-6.745e-05+0.00068919i,-0.00014735+7.6126e-05i,0.00056094+0.00041071i,0.0003358+0.00038215i,-0.00059611-0.00023709i,-0.0012795+0.00036495i,-0.0011921+0.00096324i,-0.00069781+0.00098244i,-0.00017535+0.00042578i,0.00032829-0.00050363i,0.0003989-0.00091475i,0.00082324-0.00068071i,0.0010933-0.00045412i,0.00091745-0.00052831i,0.00051424+0.00024456i,-0.00078993+0.00050044i,-0.00087764-0.00042876i
0.0021393+2.957e-05i,0.0016819-8.1819e-05i,0.002105-0.00023046i,0.0015593+0.00017567i,0.00094276-0.00084685i,0.0010302-0.0010152i,0.00040994+0.00040649i,0.00016915+0.0006171i,0.00014239+0.00022667i,-7.7489e-05-0.00029969i,-0.00032104-0.00081619i,0.00020317-0.00059188i,0.00026861+8.2272e-05i,0.00046614+0.00024694i,0.00085864+0.00057953i,0.00031212+0.00027576i,-0.00030041+0.00020999i,-0.00040113+0.00044113i,-0.00012746+0.00010373i,3.1412e-07+0.00030633i,-0.00062428+0.00037707i,-0.00056414-0.00020943i,2.5123e-05-0.00073556i
-0.0019513+0.0022658i,-0.0030478+0.0023436i,-0.0034889+0.0024317i,-0.0017588+0.0019809i,0.00071341+0.0018494i,0.0013961+0.0012175i,0.00039296+0.00068652i,-0.00036149+0.0010569i,-0.00039619+0.0009728i,-0.00016043+0.00032285i,0.00061234+4.686e-05i,0.0010017+0.00012749i,0.00049408-0.00017318i,0.00037435-0.00041467i,0.00085687-0.00012429i,0.00095269-4.0906e-05i,0.00054886-0.00018056i,0.00087965-7.8975e-05i,0.00078655-0.0004144i,0.00058888-0.00089758i,0.00037711-0.00045348i,-0.00024845+6.2014e-05i,-0.00020997+0.00031174i
